79dd580c454c70c1b487c847ba8e8393d171427f8012f6e3db0a2eb139e1d11e,6ffcf7c19d49bc63d0bcf4b8494fcb2c33a7999de143e108c303f118e1ac58ac,52f408d6abde4f72e11d91a0a42d3dcd50e08502fc902e69d89a0e1d6867d1f0,a805ed8d798996dcff05dbd781a31983c03af3024a391450c05fbbfc3801ea58,08e7d6be14ce0c1712a624a46c1eb9b8ffcc0d8a5eae239a83e754a84c529fe9,c5ab3c06fe961b09b3a370e687a6fdcc46e2f5ae213c573858f75e15615a06f0
"對沙威瑪附加<1>HP+80%","80","1","5","1","10501080"
"對沙威瑪附加<1>HP+81%","81","1","5","1","10501081"
"對沙威瑪附加<1>HP+82%","82","1","5","1","10501082"
"對沙威瑪附加<1>HP+83%","83","1","5","1","10501083"
"對沙威瑪附加<1>HP+84%","84","1","5","1","10501084"
"對沙威瑪附加<1>HP+85%","85","1","5","1","10501085"
"對沙威瑪附加<1>HP+86%","86","1","5","1","10501086"
"對沙威瑪附加<1>HP+87%","87","1","5","1","10501087"
"對沙威瑪附加<1>HP+88%","88","1","5","1","10501088"
"對沙威瑪附加<1>HP+89%","89","1","5","1","10501089"
"對沙威瑪附加<1>HP+90%","90","1","5","1","10501090"
"對沙威瑪附加<1>HP+91%","91","1","5","1","10501091"
"對沙威瑪附加<1>HP+92%","92","1","5","1","10501092"
"對沙威瑪附加<1>HP+93%","93","1","5","1","10501093"
"對沙威瑪附加<1>HP+94%","94","1","5","1","10501094"
"對沙威瑪附加<1>HP+95%","95","1","5","1","10501095"
"對沙威瑪附加<1>HP+96%","96","1","5","1","10501096"
"對沙威瑪附加<1>HP+97%","97","1","5","1","10501097"
"對沙威瑪附加<1>HP+98%","98","1","5","1","10501098"
"對沙威瑪附加<1>HP+99%","99","1","5","1","10501099"
"對沙威瑪附加<1>HP+100%","100","1","5","1","10501100"
"對輪胎（特大）附加<1>HP+10%","10","1","1","2","20101010"
"對輪胎（特大）附加<1>HP+11%","11","1","1","2","20101011"
"對輪胎（特大）附加<1>HP+12%","12","1","1","2","20101012"
"對輪胎（特大）附加<1>HP+13%","13","1","1","2","20101013"
"對輪胎（特大）附加<1>HP+14%","14","1","1","2","20101014"
"對輪胎（特大）附加<1>HP+15%","15","1","1","2","20101015"
"對輪胎（特大）附加<1>HP+16%","16","1","1","2","20101016"
"對輪胎（特大）附加<1>HP+17%","17","1","1","2","20101017"
"對輪胎（特大）附加<1>HP+18%","18","1","1","2","20101018"
"對輪胎（特大）附加<1>HP+19%","19","1","1","2","20101019"
"對輪胎（特大）附加<1>HP+20%","20","1","1","2","20101020"
"對輪胎（特大）附加<1>HP+21%","21","1","1","2","20101021"
"對輪胎（特大）附加<1>HP+22%","22","1","1","2","20101022"
"對輪胎（特大）附加<1>HP+23%","23","1","1","2","20101023"
"對輪胎（特大）附加<1>HP+24%","24","1","1","2","20101024"
"對輪胎（特大）附加<1>HP+25%","25","1","1","2","20101025"
"對輪胎（特大）附加<1>HP+26%","26","1","1","2","20101026"
"對輪胎（特大）附加<1>HP+27%","27","1","1","2","20101027"
"對輪胎（特大）附加<1>HP+28%","28","1","1","2","20101028"
"對輪胎（特大）附加<1>HP+29%","29","1","1","2","20101029"
"對輪胎（特大）附加<1>HP+30%","30","1","1","2","20101030"
"對輪胎（特大）附加<1>HP+31%","31","1","1","2","20101031"
"對輪胎（特大）附加<1>HP+32%","32","1","1","2","20101032"
"對輪胎（特大）附加<1>HP+33%","33","1","1","2","20101033"
"對輪胎（特大）附加<1>HP+34%","34","1","1","2","20101034"
"對輪胎（特大）附加<1>HP+35%","35","1","1","2","20101035"
"對輪胎（特大）附加<1>HP+36%","36","1","1","2","20101036"
"對輪胎（特大）附加<1>HP+37%","37","1","1","2","20101037"
"對輪胎（特大）附加<1>HP+38%","38","1","1","2","20101038"
"對輪胎（特大）附加<1>HP+39%","39","1","1","2","20101039"
"對輪胎（特大）附加<1>HP+40%","40","1","1","2","20101040"
"對輪胎（特大）附加<1>HP+41%","41","1","1","2","20101041"
"對輪胎（特大）附加<1>HP+42%","42","1","1","2","20101042"
"對輪胎（特大）附加<1>HP+43%","43","1","1","2","20101043"
"對輪胎（特大）附加<1>HP+44%","44","1","1","2","20101044"
"對輪胎（特大）附加<1>HP+45%","45","1","1","2","20101045"
"對輪胎（特大）附加<1>HP+46%","46","1","1","2","20101046"
"對輪胎（特大）附加<1>HP+47%","47","1","1","2","20101047"
"對輪胎（特大）附加<1>HP+48%","48","1","1","2","20101048"
"對輪胎（特大）附加<1>HP+49%","49","1","1","2","20101049"
"對輪胎（特大）附加<1>HP+50%","50","1","1","2","20101050"
"對輪胎（特大）附加<1>HP+51%","51","1","1","2","20101051"
"對輪胎（特大）附加<1>HP+52%","52","1","1","2","20101052"
"對輪胎（特大）附加<1>HP+53%","53","1","1","2","20101053"
"對輪胎（特大）附加<1>HP+54%","54","1","1","2","20101054"
"對輪胎（特大）附加<1>HP+55%","55","1","1","2","20101055"
"對輪胎（特大）附加<1>HP+56%","56","1","1","2","20101056"
"對輪胎（特大）附加<1>HP+57%","57","1","1","2","20101057"
"對輪胎（特大）附加<1>HP+58%","58","1","1","2","20101058"
"對輪胎（特大）附加<1>HP+59%","59","1","1","2","20101059"
"對輪胎（特大）附加<1>HP+60%","60","1","1","2","20101060"
"對輪胎（特大）附加<1>HP+61%","61","1","1","2","20101061"
"對輪胎（特大）附加<1>HP+62%","62","1","1","2","20101062"
"對輪胎（特大）附加<1>HP+63%","63","1","1","2","20101063"
"對輪胎（特大）附加<1>HP+64%","64","1","1","2","20101064"
"對輪胎（特大）附加<1>HP+65%","65","1","1","2","20101065"
"對輪胎（特大）附加<1>HP+66%","66","1","1","2","20101066"
"對輪胎（特大）附加<1>HP+67%","67","1","1","2","20101067"
"對輪胎（特大）附加<1>HP+68%","68","1","1","2","20101068"
"對輪胎（特大）附加<1>HP+69%","69","1","1","2","20101069"
"對輪胎（特大）附加<1>HP+70%","70","1","1","2","20101070"
"對輪胎（特大）附加<1>HP+71%","71","1","1","2","20101071"
"對輪胎（特大）附加<1>HP+72%","72","1","1","2","20101072"
"對輪胎（特大）附加<1>HP+73%","73","1","1","2","20101073"
"對輪胎（特大）附加<1>HP+74%","74","1","1","2","20101074"
"對輪胎（特大）附加<1>HP+75%","75","1","1","2","20101075"
"對輪胎（特大）附加<1>HP+76%","76","1","1","2","20101076"
"對輪胎（特大）附加<1>HP+77%","77","1","1","2","20101077"
"對輪胎（特大）附加<1>HP+78%","78","1","1","2","20101078"
"對輪胎（特大）附加<1>HP+79%","79","1","1","2","20101079"
"對輪胎（特大）附加<1>HP+80%","80","1","1","2","20101080"
"對輪胎（特大）附加<1>HP+81%","81","1","1","2","20101081"
"對輪胎（特大）附加<1>HP+82%","82","1","1","2","20101082"
"對輪胎（特大）附加<1>HP+83%","83","1","1","2","20101083"
"對輪胎（特大）附加<1>HP+84%","84","1","1","2","20101084"
"對輪胎（特大）附加<1>HP+85%","85","1","1","2","20101085"
"對輪胎（特大）附加<1>HP+86%","86","1","1","2","20101086"
"對輪胎（特大）附加<1>HP+87%","87","1","1","2","20101087"
"對輪胎（特大）附加<1>HP+88%","88","1","1","2","20101088"
"對輪胎（特大）附加<1>HP+89%","89","1","1","2","20101089"
"對輪胎（特大）附加<1>HP+90%","90","1","1","2","20101090"
"對輪胎（特大）附加<1>HP+91%","91","1","1","2","20101091"
"對輪胎（特大）附加<1>HP+92%","92","1","1","2","20101092"
"對輪胎（特大）附加<1>HP+93%","93","1","1","2","20101093"
"對輪胎（特大）附加<1>HP+94%","94","1","1","2","20101094"
"對輪胎（特大）附加<1>HP+95%","95","1","1","2","20101095"
"對輪胎（特大）附加<1>HP+96%","96","1","1","2","20101096"
"對輪胎（特大）附加<1>HP+97%","97","1","1","2","20101097"
"對輪胎（特大）附加<1>HP+98%","98","1","1","2","20101098"
"對輪胎（特大）附加<1>HP+99%","99","1","1","2","20101099"
"對輪胎（特大）附加<1>HP+100%","100","1","1","2","20101100"
"對輪胎（大）附加<1>HP+10%","10","1","2","2","20201010"
"對輪胎（大）附加<1>HP+11%","11","1","2","2","20201011"
"對輪胎（大）附加<1>HP+12%","12","1","2","2","20201012"
"對輪胎（大）附加<1>HP+13%","13","1","2","2","20201013"
"對輪胎（大）附加<1>HP+14%","14","1","2","2","20201014"
"對輪胎（大）附加<1>HP+15%","15","1","2","2","20201015"
"對輪胎（大）附加<1>HP+16%","16","1","2","2","20201016"
"對輪胎（大）附加<1>HP+17%","17","1","2","2","20201017"
"對輪胎（大）附加<1>HP+18%","18","1","2","2","20201018"
"對輪胎（大）附加<1>HP+19%","19","1","2","2","20201019"
"對輪胎（大）附加<1>HP+20%","20","1","2","2","20201020"
"對輪胎（大）附加<1>HP+21%","21","1","2","2","20201021"
"對輪胎（大）附加<1>HP+22%","22","1","2","2","20201022"
"對輪胎（大）附加<1>HP+23%","23","1","2","2","20201023"
"對輪胎（大）附加<1>HP+24%","24","1","2","2","20201024"
"對輪胎（大）附加<1>HP+25%","25","1","2","2","20201025"
"對輪胎（大）附加<1>HP+26%","26","1","2","2","20201026"
"對輪胎（大）附加<1>HP+27%","27","1","2","2","20201027"
"對輪胎（大）附加<1>HP+28%","28","1","2","2","20201028"
"對輪胎（大）附加<1>HP+29%","29","1","2","2","20201029"
"對輪胎（大）附加<1>HP+30%","30","1","2","2","20201030"
"對輪胎（大）附加<1>HP+31%","31","1","2","2","20201031"
"對輪胎（大）附加<1>HP+32%","32","1","2","2","20201032"
"對輪胎（大）附加<1>HP+33%","33","1","2","2","20201033"
"對輪胎（大）附加<1>HP+34%","34","1","2","2","20201034"
"對輪胎（大）附加<1>HP+35%","35","1","2","2","20201035"
"對輪胎（大）附加<1>HP+36%","36","1","2","2","20201036"
"對輪胎（大）附加<1>HP+37%","37","1","2","2","20201037"
"對輪胎（大）附加<1>HP+38%","38","1","2","2","20201038"
"對輪胎（大）附加<1>HP+39%","39","1","2","2","20201039"
"對輪胎（大）附加<1>HP+40%","40","1","2","2","20201040"
"對輪胎（大）附加<1>HP+41%","41","1","2","2","20201041"
"對輪胎（大）附加<1>HP+42%","42","1","2","2","20201042"
"對輪胎（大）附加<1>HP+43%","43","1","2","2","20201043"
"對輪胎（大）附加<1>HP+44%","44","1","2","2","20201044"
"對輪胎（大）附加<1>HP+45%","45","1","2","2","20201045"
"對輪胎（大）附加<1>HP+46%","46","1","2","2","20201046"
"對輪胎（大）附加<1>HP+47%","47","1","2","2","20201047"
"對輪胎（大）附加<1>HP+48%","48","1","2","2","20201048"
"對輪胎（大）附加<1>HP+49%","49","1","2","2","20201049"
"對輪胎（大）附加<1>HP+50%","50","1","2","2","20201050"
"對輪胎（大）附加<1>HP+51%","51","1","2","2","20201051"
"對輪胎（大）附加<1>HP+52%","52","1","2","2","20201052"
"對輪胎（大）附加<1>HP+53%","53","1","2","2","20201053"
"對輪胎（大）附加<1>HP+54%","54","1","2","2","20201054"
"對輪胎（大）附加<1>HP+55%","55","1","2","2","20201055"
"對輪胎（大）附加<1>HP+56%","56","1","2","2","20201056"
"對輪胎（大）附加<1>HP+57%","57","1","2","2","20201057"
"對輪胎（大）附加<1>HP+58%","58","1","2","2","20201058"
"對輪胎（大）附加<1>HP+59%","59","1","2","2","20201059"
"對輪胎（大）附加<1>HP+60%","60","1","2","2","20201060"
"對輪胎（大）附加<1>HP+61%","61","1","2","2","20201061"
"對輪胎（大）附加<1>HP+62%","62","1","2","2","20201062"
"對輪胎（大）附加<1>HP+63%","63","1","2","2","20201063"
"對輪胎（大）附加<1>HP+64%","64","1","2","2","20201064"
"對輪胎（大）附加<1>HP+65%","65","1","2","2","20201065"
"對輪胎（大）附加<1>HP+66%","66","1","2","2","20201066"
"對輪胎（大）附加<1>HP+67%","67","1","2","2","20201067"
"對輪胎（大）附加<1>HP+68%","68","1","2","2","20201068"
"對輪胎（大）附加<1>HP+69%","69","1","2","2","20201069"
"對輪胎（大）附加<1>HP+70%","70","1","2","2","20201070"
"對輪胎（大）附加<1>HP+71%","71","1","2","2","20201071"
"對輪胎（大）附加<1>HP+72%","72","1","2","2","20201072"
"對輪胎（大）附加<1>HP+73%","73","1","2","2","20201073"
"對輪胎（大）附加<1>HP+74%","74","1","2","2","20201074"
"對輪胎（大）附加<1>HP+75%","75","1","2","2","20201075"
"對輪胎（大）附加<1>HP+76%","76","1","2","2","20201076"
"對輪胎（大）附加<1>HP+77%","77","1","2","2","20201077"
"對輪胎（大）附加<1>HP+78%","78","1","2","2","20201078"
"對輪胎（大）附加<1>HP+79%","79","1","2","2","20201079"
"對輪胎（大）附加<1>HP+80%","80","1","2","2","20201080"
"對輪胎（大）附加<1>HP+81%","81","1","2","2","20201081"
"對輪胎（大）附加<1>HP+82%","82","1","2","2","20201082"
"對輪胎（大）附加<1>HP+83%","83","1","2","2","20201083"
"對輪胎（大）附加<1>HP+84%","84","1","2","2","20201084"
"對輪胎（大）附加<1>HP+85%","85","1","2","2","20201085"
"對輪胎（大）附加<1>HP+86%","86","1","2","2","20201086"
"對輪胎（大）附加<1>HP+87%","87","1","2","2","20201087"
"對輪胎（大）附加<1>HP+88%","88","1","2","2","20201088"
"對輪胎（大）附加<1>HP+89%","89","1","2","2","20201089"
"對輪胎（大）附加<1>HP+90%","90","1","2","2","20201090"
"對輪胎（大）附加<1>HP+91%","91","1","2","2","20201091"
"對輪胎（大）附加<1>HP+92%","92","1","2","2","20201092"
"對輪胎（大）附加<1>HP+93%","93","1","2","2","20201093"
"對輪胎（大）附加<1>HP+94%","94","1","2","2","20201094"
"對輪胎（大）附加<1>HP+95%","95","1","2","2","20201095"
"對輪胎（大）附加<1>HP+96%","96","1","2","2","20201096"
"對輪胎（大）附加<1>HP+97%","97","1","2","2","20201097"
"對輪胎（大）附加<1>HP+98%","98","1","2","2","20201098"
"對輪胎（大）附加<1>HP+99%","99","1","2","2","20201099"
"對輪胎（大）附加<1>HP+100%","100","1","2","2","20201100"
"對輪胎（中）附加<1>HP+10%","10","1","3","2","20301010"
"對輪胎（中）附加<1>HP+11%","11","1","3","2","20301011"
"對輪胎（中）附加<1>HP+12%","12","1","3","2","20301012"
"對輪胎（中）附加<1>HP+13%","13","1","3","2","20301013"
"對輪胎（中）附加<1>HP+14%","14","1","3","2","20301014"
"對輪胎（中）附加<1>HP+15%","15","1","3","2","20301015"
"對輪胎（中）附加<1>HP+16%","16","1","3","2","20301016"
"對輪胎（中）附加<1>HP+17%","17","1","3","2","20301017"
"對輪胎（中）附加<1>HP+18%","18","1","3","2","20301018"
"對輪胎（中）附加<1>HP+19%","19","1","3","2","20301019"
"對輪胎（中）附加<1>HP+20%","20","1","3","2","20301020"
"對輪胎（中）附加<1>HP+21%","21","1","3","2","20301021"
"對輪胎（中）附加<1>HP+22%","22","1","3","2","20301022"
"對輪胎（中）附加<1>HP+23%","23","1","3","2","20301023"
"對輪胎（中）附加<1>HP+24%","24","1","3","2","20301024"
"對輪胎（中）附加<1>HP+25%","25","1","3","2","20301025"
"對輪胎（中）附加<1>HP+26%","26","1","3","2","20301026"
"對輪胎（中）附加<1>HP+27%","27","1","3","2","20301027"
"對輪胎（中）附加<1>HP+28%","28","1","3","2","20301028"
"對輪胎（中）附加<1>HP+29%","29","1","3","2","20301029"
"對輪胎（中）附加<1>HP+30%","30","1","3","2","20301030"
"對輪胎（中）附加<1>HP+31%","31","1","3","2","20301031"
"對輪胎（中）附加<1>HP+32%","32","1","3","2","20301032"
"對輪胎（中）附加<1>HP+33%","33","1","3","2","20301033"
"對輪胎（中）附加<1>HP+34%","34","1","3","2","20301034"
"對輪胎（中）附加<1>HP+35%","35","1","3","2","20301035"
"對輪胎（中）附加<1>HP+36%","36","1","3","2","20301036"
"對輪胎（中）附加<1>HP+37%","37","1","3","2","20301037"
"對輪胎（中）附加<1>HP+38%","38","1","3","2","20301038"
"對輪胎（中）附加<1>HP+39%","39","1","3","2","20301039"
"對輪胎（中）附加<1>HP+40%","40","1","3","2","20301040"
"對輪胎（中）附加<1>HP+41%","41","1","3","2","20301041"
"對輪胎（中）附加<1>HP+42%","42","1","3","2","20301042"
"對輪胎（中）附加<1>HP+43%","43","1","3","2","20301043"
"對輪胎（中）附加<1>HP+44%","44","1","3","2","20301044"
"對輪胎（中）附加<1>HP+45%","45","1","3","2","20301045"
"對輪胎（中）附加<1>HP+46%","46","1","3","2","20301046"
"對輪胎（中）附加<1>HP+47%","47","1","3","2","20301047"
"對輪胎（中）附加<1>HP+48%","48","1","3","2","20301048"
"對輪胎（中）附加<1>HP+49%","49","1","3","2","20301049"
"對輪胎（中）附加<1>HP+50%","50","1","3","2","20301050"
"對輪胎（中）附加<1>HP+51%","51","1","3","2","20301051"
"對輪胎（中）附加<1>HP+52%","52","1","3","2","20301052"
"對輪胎（中）附加<1>HP+53%","53","1","3","2","20301053"
"對輪胎（中）附加<1>HP+54%","54","1","3","2","20301054"
"對輪胎（中）附加<1>HP+55%","55","1","3","2","20301055"
"對輪胎（中）附加<1>HP+56%","56","1","3","2","20301056"
"對輪胎（中）附加<1>HP+57%","57","1","3","2","20301057"
"對輪胎（中）附加<1>HP+58%","58","1","3","2","20301058"
"對輪胎（中）附加<1>HP+59%","59","1","3","2","20301059"
"對輪胎（中）附加<1>HP+60%","60","1","3","2","20301060"
"對輪胎（中）附加<1>HP+61%","61","1","3","2","20301061"
"對輪胎（中）附加<1>HP+62%","62","1","3","2","20301062"
"對輪胎（中）附加<1>HP+63%","63","1","3","2","20301063"
"對輪胎（中）附加<1>HP+64%","64","1","3","2","20301064"
"對輪胎（中）附加<1>HP+65%","65","1","3","2","20301065"
"對輪胎（中）附加<1>HP+66%","66","1","3","2","20301066"
"對輪胎（中）附加<1>HP+67%","67","1","3","2","20301067"
"對輪胎（中）附加<1>HP+68%","68","1","3","2","20301068"
"對輪胎（中）附加<1>HP+69%","69","1","3","2","20301069"
"對輪胎（中）附加<1>HP+70%","70","1","3","2","20301070"
"對輪胎（中）附加<1>HP+71%","71","1","3","2","20301071"
"對輪胎（中）附加<1>HP+72%","72","1","3","2","20301072"
"對輪胎（中）附加<1>HP+73%","73","1","3","2","20301073"
"對輪胎（中）附加<1>HP+74%","74","1","3","2","20301074"
"對輪胎（中）附加<1>HP+75%","75","1","3","2","20301075"
"對輪胎（中）附加<1>HP+76%","76","1","3","2","20301076"
"對輪胎（中）附加<1>HP+77%","77","1","3","2","20301077"
"對輪胎（中）附加<1>HP+78%","78","1","3","2","20301078"
"對輪胎（中）附加<1>HP+79%","79","1","3","2","20301079"
"對輪胎（中）附加<1>HP+80%","80","1","3","2","20301080"
"對輪胎（中）附加<1>HP+81%","81","1","3","2","20301081"
"對輪胎（中）附加<1>HP+82%","82","1","3","2","20301082"
"對輪胎（中）附加<1>HP+83%","83","1","3","2","20301083"
"對輪胎（中）附加<1>HP+84%","84","1","3","2","20301084"
"對輪胎（中）附加<1>HP+85%","85","1","3","2","20301085"
"對輪胎（中）附加<1>HP+86%","86","1","3","2","20301086"
"對輪胎（中）附加<1>HP+87%","87","1","3","2","20301087"
"對輪胎（中）附加<1>HP+88%","88","1","3","2","20301088"
"對輪胎（中）附加<1>HP+89%","89","1","3","2","20301089"
"對輪胎（中）附加<1>HP+90%","90","1","3","2","20301090"
"對輪胎（中）附加<1>HP+91%","91","1","3","2","20301091"
"對輪胎（中）附加<1>HP+92%","92","1","3","2","20301092"
"對輪胎（中）附加<1>HP+93%","93","1","3","2","20301093"
"對輪胎（中）附加<1>HP+94%","94","1","3","2","20301094"
"對輪胎（中）附加<1>HP+95%","95","1","3","2","20301095"
"對輪胎（中）附加<1>HP+96%","96","1","3","2","20301096"
"對輪胎（中）附加<1>HP+97%","97","1","3","2","20301097"
"對輪胎（中）附加<1>HP+98%","98","1","3","2","20301098"
"對輪胎（中）附加<1>HP+99%","99","1","3","2","20301099"
"對輪胎（中）附加<1>HP+100%","100","1","3","2","20301100"
"對輪胎（小）附加<1>HP+10%","10","1","4","2","20401010"
"對輪胎（小）附加<1>HP+11%","11","1","4","2","20401011"
"對輪胎（小）附加<1>HP+12%","12","1","4","2","20401012"
"對輪胎（小）附加<1>HP+13%","13","1","4","2","20401013"
"對輪胎（小）附加<1>HP+14%","14","1","4","2","20401014"
"對輪胎（小）附加<1>HP+15%","15","1","4","2","20401015"
"對輪胎（小）附加<1>HP+16%","16","1","4","2","20401016"
"對輪胎（小）附加<1>HP+17%","17","1","4","2","20401017"
"對輪胎（小）附加<1>HP+18%","18","1","4","2","20401018"
"對輪胎（小）附加<1>HP+19%","19","1","4","2","20401019"
"對輪胎（小）附加<1>HP+20%","20","1","4","2","20401020"
"對輪胎（小）附加<1>HP+21%","21","1","4","2","20401021"
"對輪胎（小）附加<1>HP+22%","22","1","4","2","20401022"
"對輪胎（小）附加<1>HP+23%","23","1","4","2","20401023"
"對輪胎（小）附加<1>HP+24%","24","1","4","2","20401024"
"對輪胎（小）附加<1>HP+25%","25","1","4","2","20401025"
"對輪胎（小）附加<1>HP+26%","26","1","4","2","20401026"
"對輪胎（小）附加<1>HP+27%","27","1","4","2","20401027"
"對輪胎（小）附加<1>HP+28%","28","1","4","2","20401028"
"對輪胎（小）附加<1>HP+29%","29","1","4","2","20401029"
"對輪胎（小）附加<1>HP+30%","30","1","4","2","20401030"
"對輪胎（小）附加<1>HP+31%","31","1","4","2","20401031"
"對輪胎（小）附加<1>HP+32%","32","1","4","2","20401032"
"對輪胎（小）附加<1>HP+33%","33","1","4","2","20401033"
"對輪胎（小）附加<1>HP+34%","34","1","4","2","20401034"
"對輪胎（小）附加<1>HP+35%","35","1","4","2","20401035"
"對輪胎（小）附加<1>HP+36%","36","1","4","2","20401036"
"對輪胎（小）附加<1>HP+37%","37","1","4","2","20401037"
"對輪胎（小）附加<1>HP+38%","38","1","4","2","20401038"
"對輪胎（小）附加<1>HP+39%","39","1","4","2","20401039"
"對輪胎（小）附加<1>HP+40%","40","1","4","2","20401040"
"對輪胎（小）附加<1>HP+41%","41","1","4","2","20401041"
"對輪胎（小）附加<1>HP+42%","42","1","4","2","20401042"
"對輪胎（小）附加<1>HP+43%","43","1","4","2","20401043"
"對輪胎（小）附加<1>HP+44%","44","1","4","2","20401044"
"對輪胎（小）附加<1>HP+45%","45","1","4","2","20401045"
"對輪胎（小）附加<1>HP+46%","46","1","4","2","20401046"
"對輪胎（小）附加<1>HP+47%","47","1","4","2","20401047"
"對輪胎（小）附加<1>HP+48%","48","1","4","2","20401048"
"對輪胎（小）附加<1>HP+49%","49","1","4","2","20401049"
"對輪胎（小）附加<1>HP+50%","50","1","4","2","20401050"
"對輪胎（小）附加<1>HP+51%","51","1","4","2","20401051"
"對輪胎（小）附加<1>HP+52%","52","1","4","2","20401052"
"對輪胎（小）附加<1>HP+53%","53","1","4","2","20401053"
"對輪胎（小）附加<1>HP+54%","54","1","4","2","20401054"
"對輪胎（小）附加<1>HP+55%","55","1","4","2","20401055"
"對輪胎（小）附加<1>HP+56%","56","1","4","2","20401056"
"對輪胎（小）附加<1>HP+57%","57","1","4","2","20401057"
"對輪胎（小）附加<1>HP+58%","58","1","4","2","20401058"
"對輪胎（小）附加<1>HP+59%","59","1","4","2","20401059"
"對輪胎（小）附加<1>HP+60%","60","1","4","2","20401060"
"對輪胎（小）附加<1>HP+61%","61","1","4","2","20401061"
"對輪胎（小）附加<1>HP+62%","62","1","4","2","20401062"
"對輪胎（小）附加<1>HP+63%","63","1","4","2","20401063"
"對輪胎（小）附加<1>HP+64%","64","1","4","2","20401064"
"對輪胎（小）附加<1>HP+65%","65","1","4","2","20401065"
"對輪胎（小）附加<1>HP+66%","66","1","4","2","20401066"
"對輪胎（小）附加<1>HP+67%","67","1","4","2","20401067"
"對輪胎（小）附加<1>HP+68%","68","1","4","2","20401068"
"對輪胎（小）附加<1>HP+69%","69","1","4","2","20401069"
"對輪胎（小）附加<1>HP+70%","70","1","4","2","20401070"
"對輪胎（小）附加<1>HP+71%","71","1","4","2","20401071"
"對輪胎（小）附加<1>HP+72%","72","1","4","2","20401072"
"對輪胎（小）附加<1>HP+73%","73","1","4","2","20401073"
"對輪胎（小）附加<1>HP+74%","74","1","4","2","20401074"
"對輪胎（小）附加<1>HP+75%","75","1","4","2","20401075"
"對輪胎（小）附加<1>HP+76%","76","1","4","2","20401076"
"對輪胎（小）附加<1>HP+77%","77","1","4","2","20401077"
"對輪胎（小）附加<1>HP+78%","78","1","4","2","20401078"
"對輪胎（小）附加<1>HP+79%","79","1","4","2","20401079"
"對輪胎（小）附加<1>HP+80%","80","1","4","2","20401080"
"對輪胎（小）附加<1>HP+81%","81","1","4","2","20401081"
"對輪胎（小）附加<1>HP+82%","82","1","4","2","20401082"
"對輪胎（小）附加<1>HP+83%","83","1","4","2","20401083"
"對輪胎（小）附加<1>HP+84%","84","1","4","2","20401084"
"對輪胎（小）附加<1>HP+85%","85","1","4","2","20401085"
"對輪胎（小）附加<1>HP+86%","86","1","4","2","20401086"
"對輪胎（小）附加<1>HP+87%","87","1","4","2","20401087"
"對輪胎（小）附加<1>HP+88%","88","1","4","2","20401088"
"對輪胎（小）附加<1>HP+89%","89","1","4","2","20401089"
"對輪胎（小）附加<1>HP+90%","90","1","4","2","20401090"
"對輪胎（小）附加<1>HP+91%","91","1","4","2","20401091"
"對輪胎（小）附加<1>HP+92%","92","1","4","2","20401092"
"對輪胎（小）附加<1>HP+93%","93","1","4","2","20401093"
"對輪胎（小）附加<1>HP+94%","94","1","4","2","20401094"
"對輪胎（小）附加<1>HP+95%","95","1","4","2","20401095"
"對輪胎（小）附加<1>HP+96%","96","1","4","2","20401096"
"對輪胎（小）附加<1>HP+97%","97","1","4","2","20401097"
"對輪胎（小）附加<1>HP+98%","98","1","4","2","20401098"
"對輪胎（小）附加<1>HP+99%","99","1","4","2","20401099"
"對輪胎（小）附加<1>HP+100%","100","1","4","2","20401100"
"對加農砲附加<0>攻擊力+10%","10","2","1","3","30102010"
"對加農砲附加<0>攻擊力+11%","11","2","1","3","30102011"
"對加農砲附加<0>攻擊力+12%","12","2","1","3","30102012"
"對加農砲附加<0>攻擊力+13%","13","2","1","3","30102013"
"對加農砲附加<0>攻擊力+14%","14","2","1","3","30102014"
"對加農砲附加<0>攻擊力+15%","15","2","1","3","30102015"
"對加農砲附加<0>攻擊力+16%","16","2","1","3","30102016"
"對加農砲附加<0>攻擊力+17%","17","2","1","3","30102017"
"對加農砲附加<0>攻擊力+18%","18","2","1","3","30102018"
"對加農砲附加<0>攻擊力+19%","19","2","1","3","30102019"
"對加農砲附加<0>攻擊力+20%","20","2","1","3","30102020"
"對加農砲附加<0>攻擊力+21%","21","2","1","3","30102021"
"對加農砲附加<0>攻擊力+22%","22","2","1","3","30102022"
"對加農砲附加<0>攻擊力+23%","23","2","1","3","30102023"
"對加農砲附加<0>攻擊力+24%","24","2","1","3","30102024"
"對加農砲附加<0>攻擊力+25%","25","2","1","3","30102025"
"對加農砲附加<0>攻擊力+26%","26","2","1","3","30102026"
"對加農砲附加<0>攻擊力+27%","27","2","1","3","30102027"
"對加農砲附加<0>攻擊力+28%","28","2","1","3","30102028"
"對加農砲附加<0>攻擊力+29%","29","2","1","3","30102029"
"對加農砲附加<0>攻擊力+30%","30","2","1","3","30102030"
"對加農砲附加<0>攻擊力+31%","31","2","1","3","30102031"
"對加農砲附加<0>攻擊力+32%","32","2","1","3","30102032"
"對加農砲附加<0>攻擊力+33%","33","2","1","3","30102033"
"對加農砲附加<0>攻擊力+34%","34","2","1","3","30102034"
"對加農砲附加<0>攻擊力+35%","35","2","1","3","30102035"
"對加農砲附加<0>攻擊力+36%","36","2","1","3","30102036"
"對加農砲附加<0>攻擊力+37%","37","2","1","3","30102037"
