c6993bbd008f5db1fe11d0c76c3e15fc4b575d75ba7b14905d7b77ee109975ef,1b7e07020e2ffc5998b90d10dccc703de31342fb4b1bd869b14f03ce2cf9e8d2,cfca4981b11697c776fa0040cd512fb2b83f79a23bd7787a0671fc386162687b,176e6c04071ba507a33f24a79e043c60b8bce289a3df9f310bf72ef04766ff14,f6c8d8d6da52612d762aa95dfaabf4dda823bdd1bf799e2b1aa1d5ba6e4d1efd,ca80dac688c4a663e34527c4d1c274bf593938d4cf8bc21116120bb130275b3e,224d9a88f49312cddfd177872af36a811370567f1f3ce0da8e4e5ed64b6d0cbf,842206f2eee53fb44d0b1dc6408c98f865f9f5d4505d777037885960451d71cf,ddad479bd8e65ca82549d62346cda6c38f394a0d4a8b7e14e9c4316e31a7daa9,27c9c56ebfa15f444d8ccad2bb2a6bf4717e592a801fdf5277510276366dce56,bc9cf5bce345e68984048189b913330ae7dd7180c5c7e81c7ff3ce925ce92764,2df8bcad191e0bf3ae61abe36639cbe174ac714d08bb818811a4beea2b0f10c1
"1","0.8","100981401","0","0","4","0","0","0","1009814","0","1"
"0","0","100981402","0","0","2","vo_lsv","0","0","1009814","vo_lsv_1401","2"
"0","0","100981403","84","0.677","1","0","0","1","1009814","0","3"
"1","0.7","100981404","0","0","4","0","0","0","1009814","0","4"
"0","0","100981405","300","1.677","1","0","84","1","1009814","0","5"
"1","3.5","100981406","0","0","4","0","0","0","1009814","0","6"
"0","0","100981407","0","0","2","vo_lsv","0","0","1009814","vo_lsv_1402","7"
"0","0","100981408","300","1.099","1","0","0","3","1009814","0","8"
"1","1.13","100981409","0","0","4","0","0","0","1009814","0","9"
"0","0","100981410","158","1.234","1","0","0","4","1009814","0","10"
"1","2.2","100981411","0","0","4","0","0","0","1009814","0","11"
"0","0","100981412","0","0","2","vo_lsv","0","0","1009814","vo_lsv_1403","12"
"0","0","100981413","300","1.37","1","0","158","4","1009814","0","13"
"1","2.5","100981414","0","0","4","0","0","0","1009814","0","14"
"0","0","100981415","0","0","2","vo_lsv","0","0","1009814","vo_lsv_1404","15"
"0","0","100981416","300","1","1","0","0","6","1009814","0","16"
"1","1.3","100981417","0","0","4","0","0","0","1009814","0","17"
"0","0","100981418","350","1.661","1","0","0","7","1009814","0","18"
"1","1.7","100981419","0","0","4","0","0","0","1009814","0","19"
"0","0","100981420","180","1.344","1","0","0","8","1009814","0","20"
"1","2.5","100981421","0","0","4","0","0","0","1009814","0","21"
"0","0","100981422","0","0","2","vo_lsv","0","0","1009814","vo_lsv_1405","22"
"0","0","100981423","80","0.82","1","0","0","10","1009814","0","23"
"1","1.4","100981424","0","0","4","0","0","0","1009814","0","24"
"0","0","100981425","300","1.83","1","0","80","10","1009814","0","25"
"1","0.8","100981501","0","0","4","0","0","0","1009815","0","1"
"0","0","100981502","0","0","2","vo_lsv","0","0","1009815","vo_lsv_1501","2"
"0","0","100981503","300","2.384","1","0","0","1","1009815","0","3"
"1","2.41","100981504","0","0","4","0","0","0","1009815","0","4"
"0","0","100981505","250","1","1","0","0","2","1009815","0","5"
"1","2","100981506","0","0","4","0","0","0","1009815","0","6"
"0","0","100981507","0","0","2","vo_lsv","0","0","1009815","vo_lsv_1502","7"
"0","0","100981508","300","1.71","1","0","0","3","1009815","0","8"
"1","2","100981509","0","0","4","0","0","0","1009815","0","9"
"0","0","100981510","300","1.369","1","0","0","4","1009815","0","10"
"1","1.39","100981511","0","0","4","0","0","0","1009815","0","11"
"0","0","100981512","327","2.431","1","0","0","5","1009815","0","12"
"1","2.432","100981513","0","0","4","0","0","0","1009815","0","13"
"0","0","100981514","327","1.164","1","0","0","6","1009815","0","14"
"1","2.5","100981515","0","0","4","0","0","0","1009815","0","15"
"0","0","100981516","0","0","2","vo_lsv","0","0","1009815","vo_lsv_1503","16"
"0","0","100981517","327","3.101","1","0","0","7","1009815","0","17"
"1","4.5","100981518","0","0","4","0","0","0","1009815","0","18"
"0","0","100981519","0","0","2","vo_lsv","0","0","1009815","vo_lsv_1504","19"
"0","0","100981520","327","2.454","1","0","0","8","1009815","0","20"
"1","2.484","100981521","0","0","4","0","0","0","1009815","0","21"
"0","0","100981522","300","0.727","1","0","0","9","1009815","0","22"
"1","2","100981523","0","0","4","0","0","0","1009815","0","23"
"0","0","100981524","0","0","2","vo_lsv","0","0","1009815","vo_lsv_1505","24"
"0","0","100981525","300","1.984","1","0","0","10","1009815","0","25"
"1","3","100981526","0","0","4","0","0","0","1009815","0","26"
"0","0","100981527","0","0","2","vo_lsv","0","0","1009815","vo_lsv_1506","27"
"0","0","100981528","327","2.1","1","0","0","12","1009815","0","28"
