a146d9230590b30a208160f695924eeae482c77b3046fff5b4a6608a9c5c4041,8a996d851b7369e8663968689c8f3051a34061a0fa1bf11fbf95e1d268dc94c3,0eb9997b6edc5dcbfef802702dceba8c36b444945a41f97c69098c4e55e47ebf,c59a0eed761934320a146aed427bd7414b8df2135d243bcb3844bb8ebcc589fa,6a1100fdc6a20f07c8761ca99637a41c1a60751efcc4d0e8279bcc86f663ca48,87ec6850c63cd309fc977a99e1a7d916b999a8a263dd3a861a7d1bf837fca486,34dc28084d6dbd22dca707284e6cf833bd1d77de2675ef0fd39b19efefc58ce7,9def07ba3b31da6de672805a0f72e06439c9c639a1207e3c353135b15908b8ea,a7f3b72c26d68ae65a0c440cabf3515cd54c488de105637f2a252e016c381393,c7915a575b4eca405fd80bd024745e6435b5ecc685866d46ff6c04952b0a5a32,a09eae06b84986b61908eb4da696c735968baf37e1355f4c74d1db9835d5dbfc
"0.2","","","3","3","3112","131120045","","","round_monster_idle","1"
"","","","93","0.4","3112","131120046","","","0",""
"","","0","2","1000001","3112","131120047","","0","0","-250"
"","","","3","1000001","3112","131120048","","","escape","1"
"","","0","2","1000001","3112","131120049","","1","-600","-250"
"","","","93","1","3112","131120050","","","0",""
"0.2","","0","6","1000001","3112","131120051","","1","1","1"
"","","","93","0.4","3112","131120052","","","0",""
"","","","113","2","3112","131120053","","","0",""
"0","","1","31","311300","3113","131130001","","0","311300","345.4"
"","","","91","0","3113","131130002","","","",""
"0.2","","","3","1000001","3113","131130003","","","wait_gradeUp","0"
"","","","32","311300","3113","131130004","","","1",""
"","","","93","0.1","3113","131130005","","","0",""
"","","","32","3","3113","131130006","","","0",""
"","","","93","0.8","3113","131130007","","","0",""
"0","","0","123","1.05","3113","131130008","","1.05","1.05","1.05"
"","","","122","5","3113","131130009","","","5","0.5"
"","","","93","1.1","3113","131130010","","","0",""
"0","","0","123","1.05","3113","131130011","","1.05","1.05","1.05"
"","","","122","10","3113","131130012","","","10","0.5"
"","","","93","0.8","3113","131130013","","","0",""
"0.2","","","3","1000001","3113","131130014","","","glad_dot_light","0"
"","","","93","0.1","3113","131130015","","","0",""
"5","","0.4","123","0.907","3113","131130016","","0.907","0.907","0.907"
"","","","93","1","3113","131130017","","","0",""
"0.2","","","3","1000001","3113","131130018","","","disappoint","0"
"","","","93","1","3113","131130019","","","0",""
"","","","113","2","3113","131130020","","","",""
"0","","1","31","311400","3114","131140001","","0","311400","345.4"
"","","","91","0","3114","131140002","","","",""
"0","","7.4","123","1.05","3114","131140003","","1.05","1.05","1.05"
"0.2","","","3","1000001","3114","131140004","","","wait","0"
"","","","32","311400","3114","131140005","","","1",""
"","","","93","0.1","3114","131140006","","","0",""
"","","","32","2","3114","131140007","","","0",""
"","","","93","3.4","3114","131140008","","","0",""
"5","","3.2","123","0.95","3114","131140009","","0.95","0.95","0.95"
"0.1","0","1","3","1000001","3114","131140010","","shock_short_loop","shock_short_in","0"
"","","","93","1.4","3114","131140011","","","0",""
"0.2","","","3","1000001","3114","131140012","","","disappoint","0"
"","","","93","0.7","3114","131140013","","","0",""
"","","","113","2","3114","131140014","","","",""
"0","","1","31","312100","3121","131210001","","0","312100","345.4"
"","","","91","0","3121","131210002","","","",""
"0","","7.4","123","1.05","3121","131210003","","1.05","1.05","1.05"
"0.2","","","3","1000001","3121","131210004","","","wait","0"
"","","","35","2","3121","131210005","","","1",""
"","","","23","se_travel","3121","131210006","","","se_travel_treasure_big_rock","0"
"","","","93","3.7","3121","131210007","","","0",""
"","","","32","312100","3121","131210008","","","1",""
"","","","122","15","3121","131210009","","","15","0.65"
"","","","93","0.5","3121","131210010","","","0",""
"","","","122","20","3121","131210011","","","20","3.2"
"0.2","","","3","1000001","3121","131210012","","","shock_jump_short","0"
"","","","91","0","3121","131210013","","","0",""
"0","","","3","1000001","3121","131210014","","","escape","1"
"","","0","2","1000001","3121","131210015","","2","-880","-240"
"","","","93","0.8","3121","131210016","","","0",""
"","","","113","2","3121","131210017","","","",""
"0.2","","","3","1000001","3122","131220001","","","idle","1"
"0","","1","31","312200","3122","131220002","","-65","11","345"
"0","","1","31","312201","3122","131220003","","-65","12","345"
"","","","91","0","3122","131220004","","","",""
"0","0","6.8","123","1.05","3122","131220005","","1.05","1.05","1.05"
"0.2","","","3","1000001","3122","131220006","","","wait","0"
"","","","35","2","3122","131220007","","","1",""
"","","","93","4","3122","131220008","","","0",""
"0","","0.4","123","0.95","3122","131220009","","0.95","0.95","0.95"
"","","","32","11","3122","131220010","","","1",""
"","","","32","12","3122","131220011","","","1",""
"","","","3","1000001","3122","131220012","","","arrow_panic","0"
"","","","93","2.7","3122","131220013","","","0",""
"","","","113","2","3122","131220014","","","0",""
"0","","1","31","6","3123","131230001","","0","6","345.4"
"0","","1","31","7","3123","131230002","","0","7","345.4"
"0","","1","31","310000","3123","131230003","","0","310000","345.4"
"0","","1","31","312300","3123","131230004","","0","312300","345.4"
"1","","1","31","990001","3123","131230005","","0","990001","345.4"
"1.1","0","-180","5","4","3123","131230006","reward_loop","345","14","14"
"","","","91","0","3123","131230007","","","",""
"0","","7.4","123","1.05","3123","131230008","","1.05","1.05","1.05"
"0.2","","","3","1000001","3123","131230009","","","wait","0"
"","","","35","2","3123","131230010","","","1",""
"","","","93","4.9","3123","131230011","","","0",""
"","","","122","30","3123","131230012","","","30","0.4"
"","","","32","312300","3123","131230013","","","1",""
"","","","32","6","3123","131230014","","","1",""
"","","","93","0.1","3123","131230015","","","0",""
"","","","32","2","3123","131230016","","","0",""
"","","","32","3","3123","131230017","","","0",""
"","","","3","1000001","3123","131230018","","","dotEyes_noEmotion","0"
"","","","21","vo_travel_round_event","3123","131230019","","0","vo_travel_round_event_3123","0"
"","","","93","2.5","3123","131230020","","","0",""
"","","","32","7","3123","131230021","","","1",""
"","","","93","0.1","3123","131230022","","","0",""
"","","","32","6","3123","131230023","","","0",""
"","","","93","0.2","3123","131230024","","","0",""
"0","","0.3","123","0.95","3123","131230025","","0.95","0.95","0.95"
"","","","32","310000","3123","131230026","","","1",""
"","","","93","0.2","3123","131230027","","","0",""
"","","","122","50","3123","131230028","","","50","0.6"
"","","","93","1.6","3123","131230029","","","0",""
"","","","113","2","3123","131230030","","","",""
"0","","1","31","312400","3124","131240001","","0","312400","345.4"
"0","","1","31","8","3124","131240002","","0","8","345.4"
"","","","35","8","3124","131240003","","","0",""
"","","","32","8","3124","131240004","","","1",""
"1","","1","31","990002","3124","131240005","","0","990002","345.4"
"0.5","0","-240","5","2","3124","131240006","empty","345.4","3124","56"
"","","","91","0","3124","131240007","","","",""
"0","","7.4","123","1.05","3124","131240008","","1.05","1.05","1.05"
"0.2","","","3","1000001","3124","131240009","","","wait","0"
"","","","35","2","3124","131240010","","","1",""
"","","","93","5.4","3124","131240011","","","0",""
"","","","32","312400","3124","131240012","","","1",""
"","","","93","0.1","3124","131240013","","","0",""
"","","","32","2","3124","131240014","","","0",""
"0","","0.4","123","0.95","3124","131240015","","0.95","0.95","0.95"
"0.2","","","3","1000001","3124","131240016","","","glad","0"
"0","","","3","3124","3124","131240017","","","drop","0"
"","","","93","0.7","3124","131240018","","","0",""
"0.2","","","3","1000001","3124","131240019","","","joy_short","0"
"","","","93","0.7","3124","131240020","","","0",""
"0","","","3","3124","3124","131240021","","","shock","0"
"","","","93","0.8","3124","131240022","","","0",""
"0.2","","0","3","1000001","3124","131240023","","","shock_jump_mimic","0"
"","","","93","2.4","3124","131240024","","","0",""
"","","","113","2","3124","131240025","","","",""
"0","","1","31","320000","3200","132000001","","0","320000","345.4"
"0","","1","31","110","3200","132000002","","0","110","345.4"
"0","","1","31","111","3200","132000003","","0","111","345.4"
"1","","1","31","990001","3200","132000004","","0","990001","345.4"
"","","","91","0","3200","132000005","","","",""
"0","","7.4","123","1.05","3200","132000006","","1.05","1.05","1.05"
"0.2","","","3","1000001","3200","132000007","","","wait","0"
"","","","35","2","3200","132000008","","","1",""
"","","","93","5.4","3200","132000009","","","0",""
"0.2","","","3","1000001","3200","132000010","","","glad","0"
"","","","32","320000","3200","132000011","","","1",""
"","","","93","1","3200","132000012","","","0",""
"5","","0.8","123","0.95","3200","132000013","","0.95","0.95","0.95"
"","","","32","110","3200","132000014","","","1",""
"","","","32","111","3200","132000015","","","1",""
"","","","93","0.1","3200","132000016","","","0",""
"","","","32","2","3200","132000017","","","0",""
"","","","32","3","3200","132000018","","","0",""
"","","","93","1.1","3200","132000019","","","0",""
"0.2","0","1","3","1000001","3200","132000020","","joy_round3_loop","joy_round3_in","0"
"","","","93","0.5","3200","132000021","","","0",""
"","","","32","998","3200","132000022","","","1",""
"","","","93","5.2","3200","132000023","","","0",""
"","","","113","1","3200","132000024","","","",""
"0","","1","31","320000","3201","132010001","","0","320000","345.4"
"0","","1","31","110","3201","132010002","","0","110","345.4"
"0","","1","31","111","3201","132010003","","0","111","345.4"
"1","","1","31","990002","3201","132010004","","0","990002","345.4"
"","","","91","0","3201","132010005","","","",""
"0","","7.4","123","1.05","3201","132010006","","1.05","1.05","1.05"
"0.2","","","3","1000001","3201","132010007","","","wait","0"
"","","","35","2","3201","132010008","","","1",""
"","","","93","5.4","3201","132010009","","","0",""
"0.2","","","3","1000001","3201","132010010","","","glad","0"
"","","","32","320000","3201","132010011","","","1",""
"","","","93","1","3201","132010012","","","0",""
"5","","0.8","123","0.95","3201","132010013","","0.95","0.95","0.95"
"","","","32","110","3201","132010014","","","1",""
"","","","32","111","3201","132010015","","","1",""
"","","","93","0.1","3201","132010016","","","0",""
"","","","32","2","3201","132010017","","","0",""
"","","","32","3","3201","132010018","","","0",""
"","","","93","1.1","3201","132010019","","","0",""
"0.2","0","1","3","1000001","3201","132010020","","joy_round3_loop","joy_round3_in","0"
"","","","93","0.5","3201","132010021","","","0",""
"","","","32","998","3201","132010022","","","1",""
"","","","93","5.2","3201","132010023","","","0",""
"","","","113","1","3201","132010024","","","",""
"0","","1","31","320000","3202","132020001","","0","320000","345.4"
"0","","1","31","320001","3202","132020002","","0","320001","345.4"
"0","","1","31","110","3202","132020003","","0","110","345.4"
"0","","1","31","111","3202","132020004","","0","111","345.4"
"1","","1","31","990003","3202","132020005","","0","990003","345.4"
"","","","91","0","3202","132020006","","","",""
"0","","7.4","123","1.05","3202","132020007","","1.05","1.05","1.05"
"0.2","","","3","1000001","3202","132020008","","","wait","0"
"","","","32","320001","3202","132020009","","","1",""
"","","","93","0.1","3202","132020010","","","0",""
"","","","32","2","3202","132020011","","","0",""
"","","","93","5.3","3202","132020012","","","0",""
"0.2","","","3","1000001","3202","132020013","","","glad","0"
"","","","32","320000","3202","132020014","","","1",""
"","","","93","1","3202","132020015","","","0",""
"5","","0.8","123","0.95","3202","132020016","","0.95","0.95","0.95"
"","","","32","110","3202","132020017","","","1",""
"","","","32","111","3202","132020018","","","1",""
"","","","93","0.1","3202","132020019","","","0",""
"","","","32","320001","3202","132020020","","","0",""
"","","","32","3","3202","132020021","","","0",""
"","","","93","1.1","3202","132020022","","","0",""
"0.2","0","1","3","1000001","3202","132020023","","joy_round3_loop","joy_round3_in","0"
"","","","93","0.5","3202","132020024","","","0",""
"","","","32","998","3202","132020025","","","1",""
"","","","93","5.2","3202","132020026","","","0",""
"","","","113","1","3202","132020027","","","",""
"0","","1","31","6","3211","132110001","","0","6","345.4"
"0","","1","31","7","3211","132110002","","0","7","345.4"
"0","","1","31","8","3211","132110003","","0","8","345.4"
"0","","1","31","111","3211","132110004","","0","111","345.4"
"0","","1","31","110","3211","132110005","","0","110","345.4"
"0","","1","31","321100","3211","132110006","","0","321100","345.4"
"0","","1","31","321101","3211","132110007","","0","321101","345.4"
"0","","1","31","321102","3211","132110008","","0","321102","345.4"
"1.3","0","0","5","3","3211","132110009","appear","8000","13","55"
"0.89","1","-250","1","2","3211","132110010","03_run","8000","100711","56"
"","","","91","0","3211","132110011","","","",""
"0","0","0","6","13","3211","132110012","","1","1","1"
"","","0","2","13","3211","132110013","","0","95","-250"
"","","0","2","100711","3211","132110014","","0","1100","-250"
"0","","7.4","123","1.05","3211","132110015","","1.05","1.05","1.05"
"0.2","","","3","1000001","3211","132110016","","","wait","0"
"","","","35","2","3211","132110017","","","1",""
"","","","93","4.9","3211","132110018","","","0",""
"0","","0.3","123","0.95","3211","132110019","","0.95","0.95","0.95"
"","","","23","se_travel","3211","132110020","","","se_travel_treasure_ghost_special_success","0"
"","","","32","8","3211","132110021","","","1",""
"","","","35","8","3211","132110022","","","0",""
"","","","32","6","3211","132110023","","","1",""
"","","","93","0.1","3211","132110024","","","0",""
"","","","32","2","3211","132110025","","","0",""
"","","","32","3","3211","132110026","","","0",""
"0.2","","","3","1000001","3211","132110027","","","dotEyes","0"
"","","","93","0.3","3211","132110028","","","0",""
"","","","3","13","3211","132110029","","","appear","0"
"0","0","1","6","13","3211","132110030","","1","1","1"
"","","","93","0.67","3211","132110031","","","0",""
"","","","3","1000001","3211","132110032","","","shock_jump","0"
"","","0","2","1000001","3211","132110033","","1","70","-250"
"","","","93","1.1","3211","132110034","","","0",""
"","","","3","1000001","3211","132110035","","","escape","1"
"","","0","2","1000001","3211","132110036","","1.2","-350","-250"
"","","","3","13","3211","132110037","","","march_pudding","0"
"","","","32","7","3211","132110038","","","1",""
"","","","93","0.1","3211","132110039","","","0",""
"","","","32","6","3211","132110040","","","0",""
"","","","93","0.3","3211","132110041","","","0",""
"","","","32","321100","3211","132110042","","","1",""
"","","","93","0.4","3211","132110043","","","0",""
"","","0","2","100711","3211","132110044","","1.1","630","-250"
"","","","93","0.9","3211","132110045","","","0",""
"","","","21","vo_travel_round_event","3211","132110046","","0","vo_travel_round_event_3211","1"
"","","","93","0.2","3211","132110047","","","0",""
"","0","","3","100711","3211","132110048","","","03_idle","1"
"","","","93","0.3","3211","132110049","","","0",""
"0.2","0.2","","3","100711","3211","132110050","","03_idle","03_attack","0"
"","","","32","321101","3211","132110051","","","1",""
"","","","3","1000001","3211","132110052","","","run","1"
"","","","4","1000001","3211","132110053","","","0",""
"","","0","2","1000001","3211","132110054","","2","70","-250"
"","","","93","0.6","3211","132110055","","","0",""
"","","","32","321102","3211","132110056","","","1",""
"","","","32","110","3211","132110057","","","1",""
"","","","32","111","3211","132110058","","","1",""
"","","","93","0.1","3211","132110059","","","0",""
"","","","32","7","3211","132110060","","","0",""
"","","","93","1.2","3211","132110061","","","0",""
"","","","32","8","3211","132110062","","","0",""
"","","","93","0.1","3211","132110063","","","0",""
"0.2","","","3","100711","3211","132110064","","","03_joy_short","0"
"0.2","0.2","1","3","1000001","3211","132110065","","joy_round3_loop","joy_round3_in","0"
"","","","32","998","3211","132110066","","","1",""
"","","","93","0.7","3211","132110067","","","0",""
"","","","3","13","3211","132110068","","","pudding_loop","1"
"","","","93","4.5","3211","132110069","","","0",""
"","","","113","1","3211","132110070","","","",""
"0.2","","","3","1000001","3212","132120001","","","idle","1"
"0","","1","31","301200","3212","132120002","","0","13","0"
"0","","1","31","101","3212","132120003","","0","14","0"
"0","","1","31","301204","3212","132120004","","-150","16","260"
"0","","1","31","301204","3212","132120005","","-120","19","320"
"0","","1","31","301205","3212","132120006","","0","17","0"
"0","","1","31","6","3212","132120007","","0","18","345.4"
"0","","1","31","301201","3212","132120008","","0","20","345.4"
"0","","1","31","301202","3212","132120009","","0","21","345.4"
"0","","1","31","111","3212","132120010","","0","111","345.4"
"","","","35","111","3212","132120011","","","0",""
"0","","1","31","110","3212","132120012","","0","110","345.4"
"1","0","-234","5","1","3212","132120013","round_monster_walk","9340","3","55"
"","","","91","0","3212","132120014","","","",""
"0","0","0","6","3","3212","132120015","","1","1","1"
"0","0","0","2","3","3212","132120016","","0","345","-234"
"0","0","7.4","123","1.05","3212","132120017","","1.05","1.05","1.05"
"0.2","","","3","1000001","3212","132120018","","","wait","0"
"","","","35","2","3212","132120019","","","1",""
"0","","1","31","301203","3212","132120020","","0","15","0"
"0.89","0","-250","1","2","3212","132120021","<weapon>_run","9340","1000003","57"
"0.89","0","-290","1","2","3212","132120022","<weapon>_run","9340","1000004","58"
"","","","93","4.3","3212","132120023","","","0",""
"0","","0.4","123","0.95","3212","132120024","","0.95","0.95","0.95"
"","","","32","21","3212","132120025","","","1",""
"","","","35","21","3212","132120026","","","0",""
"","","","23","se_travel","3212","132120027","","","se_travel_treasure_success_monster_helper_2",""
"","","","32","18","3212","132120028","","","1",""
"","","","93","0.1","3212","132120029","","","0",""
"","","","32","2","3212","132120030","","","0",""
"0.3","0","1","6","3","3212","132120031","","1","1","1"
"","","","32","13","3212","132120032","","","1",""
"","","","3","3","3212","132120033","","","round_monster_appear","0"
"","","","3","1000001","3212","132120034","","","back","0"
"","","","93","0.67","3212","132120035","","","0",""
"0.1","","","3","3","3212","132120036","","","round_monster_walk","0"
"","","0","2","3","3212","132120037","","1.4","220","-234"
"","","","32","20","3212","132120038","","","1",""
"","","","93","0.1","3212","132120039","","","0",""
"","","","32","18","3212","132120040","","","0",""
"","","","93","0.5","3212","132120041","","","0",""
"","","","4","1000003","3212","132120042","","","1",""
"","","0","2","1000003","3212","132120043","","0","1545","-240"
"","","","4","1000004","3212","132120044","","","1",""
"","","0","2","1000004","3212","132120045","","0","1635","-280"
"","","","93","0.5","3212","132120046","","","0",""
"0.3","","","3","3","3212","132120047","","","round_monster_attack","0"
"","","","93","0.5","3212","132120048","","","0",""
"","","","32","17","3212","132120049","","","1",""
"0.1","","","3","1000001","3212","132120050","","","back_loop","0"
"","","","93","0.5","3212","132120051","","","0",""
"","","0","2","1000003","3212","132120052","","0","920","-240"
"","","0","2","1000003","3212","132120053","","0.16","620","-240"
"0.2","","","3","1000003","3212","132120054","","","<weapon>_run","0"
"","","","93","0.16","3212","132120055","","","0",""
"0.2","","","3","1000003","3212","132120056","","","<weapon>_attack_skipQuest","0"
"","","","93","0.1","3212","132120057","","","0",""
"","","0","2","3","3212","132120058","","0","280","-234"
"","","","4","3","3212","132120059","","","1",""
"0","","","3","3","3212","132120060","","","round_monster_die","0"
"","","","32","16","3212","132120061","","","1",""
"","","","93","0.15","3212","132120062","","","0",""
"","","0","2","1000004","3212","132120063","","0","910","-280"
"","","0","2","1000004","3212","132120064","","0.16","710","-280"
"0.2","","","3","1000004","3212","132120065","","","<weapon>_run","0"
"","","","93","0.16","3212","132120066","","","0",""
"0.2","","","3","1000004","3212","132120067","","","<weapon>_attack_skipQuest","0"
"","","","93","0.1","3212","132120068","","","0",""
"","","","93","0.1","3212","132120069","","","0",""
"0","","","3","3","3212","132120070","","","round_monster_die","0"
"","","","32","19","3212","132120071","","","1",""
"","","","93","0.4","3212","132120072","","","0",""
"","","0","2","1000001","3212","132120073","","0","20","-240"
"0","","","3","1000001","3212","132120074","","","back_origin","0"
"0.2","","","3","1000001","3212","132120075","","","surprise","0"
"0.2","","","3","1000003","3212","132120076","","","<weapon>_idle","1"
"","","","93","0.2","3212","132120077","","","0",""
"","","","32","110","3212","132120078","","","1",""
"","","","32","111","3212","132120079","","","1",""
"","","","93","0.2","3212","132120080","","","0",""
"0.2","","","3","1000004","3212","132120081","","","<weapon>_idle","1"
"","","","93","0.46","3212","132120082","","","0",""
"0.6","","0","6","3","3212","132120083","","1","1","1"
"","","","32","18","3212","132120084","","","1",""
"","","","93","0.02","3212","132120085","","","0",""
"","","","32","20","3212","132120086","","","0",""
"","","","32","21","3212","132120087","","","0",""
"0.2","","1","3","1000001","3212","132120088","","joy_round3_loop","joy_round3_in","0"
"","","","93","0.1","3212","132120089","","","0",""
"0","","","3","1000003","3212","132120090","","","<weapon>_joy_short","0"
"","","","93","0.1","3212","132120091","","","0",""
"0","","","3","1000004","3212","132120092","","","<weapon>_joy_short","0"
"","","","93","0.9","3212","132120093","","","0",""
"","","","32","998","3212","132120094","","","1",""
"","","","93","3.8","3212","132120095","","","0",""
"","","","113","1","3212","132120096","","","0",""
"0","","1","31","321300","3213","132130001","","0","321300","345.4"
"0","","1","31","111","3213","132130002","","0","111","345.4"
"","","","35","111","3213","132130003","","","0",""
"0","","1","31","110","3213","132130004","","0","110","345.4"
"","","","91","0","3213","132130005","","","",""
"0.2","","","3","1000001","3213","132130006","","","wait_gradeUp","0"
"","","","32","321300","3213","132130007","","","1",""
"","","","93","0.1","3213","132130008","","","0",""
"","","","32","2","3213","132130009","","","0",""
"","","","93","0.8","3213","132130010","","","0",""
"0","","0","123","1.05","3213","132130011","","1.05","1.05","1.05"
"","","","122","5","3213","132130012","","","5","0.5"
"","","","93","1.1","3213","132130013","","","0",""
"0","","0","123","1.05","3213","132130014","","1.05","1.05","1.05"
"","","","122","10","3213","132130015","","","10","0.5"
"","","","93","0.8","3213","132130016","","","0",""
"0.2","","","3","1000001","3213","132130017","","","glad_dot_light","0"
"","","","93","0.1","3213","132130018","","","0",""
"5","","0.4","123","0.907","3213","132130019","","0.907","0.907","0.907"
"","","","93","1.5","3213","132130020","","","0",""
"","","","122","20","3213","132130021","","","20","0.7"
"","","","93","1.4","3213","132130022","","","0",""
"","","","32","110","3213","132130023","","","1",""
"","","","32","111","3213","132130024","","","1",""
"","","","93","1.2","3213","132130025","","","0",""
"0.2","0","1","3","1000001","3213","132130026","","joy_round3_loop","joy_round3_in","0"
"","","","93","0.3","3213","132130027","","","0",""
"","","","32","998","3213","132130028","","","1",""
"","","","93","3.8","3213","132130029","","","0",""
"","","","113","1","3213","132130030","","","",""
"0","","1","31","321400","3214","132140001","","0","321400","345.4"
"0.89","1","-240","1","2","3214","132140002","05_idle","1088","103111","57"
"0","","1","31","110","3214","132140003","","0","110","345.4"
"0","","1","31","111","3214","132140004","","0","111","345.4"
"","","","91","0","3214","132140005","","","",""
"0","","7.4","123","1.05","3214","132140006","","1.05","1.05","1.05"
"0.2","","","3","1000001","3214","132140007","","","wait","0"
"","","","32","321400","3214","132140008","","","1",""
"","","","93","0.1","3214","132140009","","","0",""
"","","","32","2","3214","132140010","","","0",""
"","","","93","3.4","3214","132140011","","","0",""
"5","","3.2","123","0.95","3214","132140012","","0.95","0.95","0.95"
"0.2","","","3","1000001","3214","132140013","","","shock_jump_aura","0"
"","","","93","0.1","3214","132140014","","","0",""
"","","2","2","1000001","3214","132140015","","0.6","70","-240"
"","","","93","0.5","3214","132140016","","","0",""
"0","","","3","103111","3214","132140017","","","05_run_gamestart","1"
"","","0","2","103111","3214","132140018","","0.5","586","-240"
"","","","93","0.5","3214","132140019","","","0",""
"0.2","","","3","103111","3214","132140020","","","05_idle","1"
"","","","93","0.5","3214","132140021","","","0",""
"0.2","0","1","3","103111","3214","132140022","","05_idle","shinobu_exorcise","0"
"","","","21","vo_travel_round_event","3214","132140023","","0","vo_travel_round_event_3214","0"
"","","","93","1","3214","132140024","","","0",""
"","","","32","110","3214","132140025","","","1",""
"","","","32","111","3214","132140026","","","1",""
"","","","93","0.1","3214","132140027","","","0",""
"","","","32","3","3214","132140028","","","0",""
"","","","93","1.1","3214","132140029","","","0",""
"0.2","0","1","3","1000001","3214","132140030","","joy_round3_loop","joy_round3_in","0"
"0.2","","","3","103111","3214","132140031","","","05_joy_short","0"
"","","","93","0.5","3214","132140032","","","0",""
"","","","32","998","3214","132140033","","","1",""
"","","","93","3.8","3214","132140034","","","0",""
"","","","113","1","3214","132140035","","","",""
"1","","1","31","321500","3215","132150001","","0","321500","345.4"
"1","","1","31","321501","3215","132150002","","0","321501","345.4"
"0","","1","31","120","3215","132150003","","0","120","345.4"
"0","","1","31","121","3215","132150004","","0","121","345.4"
"1","","1","31","990001","3215","132150005","","0","990001","345.4"
"","","","91","0","3215","132150006","","","",""
"0","","7.4","123","1.05","3215","132150007","","1.05","1.05","1.05"
"0.2","","","3","1000001","3215","132150008","","","wait_wakuwaku","0"
"","","","35","2","3215","132150009","","","1",""
"","","","93","5.2","3215","132150010","","","0",""
"5","","0.8","123","0.95","3215","132150011","","0.95","0.95","0.95"
"","","","32","120","3215","132150012","","","1",""
"","","","32","121","3215","132150013","","","1",""
"","","","93","0.1","3215","132150014","","","0",""
"","","","32","321501","3215","132150015","","","0",""
"","","","32","2","3215","132150016","","","0",""
"","","","32","3","3215","132150017","","","0",""
"","","","32","998","3215","132150018","","","1",""
"","","","93","0.4","3215","132150019","","","0",""
"0.2","","","3","1000001","3215","132150020","","","dance","1"
"","","","93","4.8","3215","132150021","","","0",""
"","","","113","1","3215","132150022","","","",""
"0","","1","31","6","3216","132160001","","0","6","345.4"
"0","","1","31","8","3216","132160002","","0","8","345.4"
"0","","1","31","110","3216","132160003","","0","110","345.4"
"0","","1","31","111","3216","132160004","","0","111","345.4"
"0","","1","31","301600","3216","132160005","","-80","301600","345.4"
"1","","1","31","990002","3216","132160006","","0","990002","345.4"
"","","","91","0","3216","132160007","","","",""
"0","","7.4","123","1.05","3216","132160008","","1.05","1.05","1.05"
"0.2","","","3","1000001","3216","132160009","","","wait","0"
"","","","35","2","3216","132160010","","","1",""
"","","","93","5.4","3216","132160011","","","0",""
"0","","0.4","123","0.95","3216","132160012","","0.95","0.95","0.95"
"","","","32","8","3216","132160013","","","1",""
"","","","35","8","3216","132160014","","","0",""
"","","","32","301600","3216","132160015","","","1",""
"","","","32","6","3216","132160016","","","1",""
"","","","32","111","3216","132160017","","","1",""
"","","","35","111","3216","132160018","","","0",""
"","","","93","0.1","3216","132160019","","","0",""
"","","","32","2","3216","132160020","","","0",""
"","","","32","3","3216","132160021","","","0",""
"0.1","","","3","1000001","3216","132160022","","","glad","0"
"","","","93","0.1","3216","132160023","","","0",""
"","","","35","8","3216","132160024","","","1",""
"","","","32","110","3216","132160025","","","1",""
"","","","23","se_travel","3216","132160026","","","se_travel_treasure_special_success_butterfly","0"
"","","","93","1.5","3216","132160027","","","0",""
"","","","32","998","3216","132160028","","","1",""
"0.2","","1","3","1000001","3216","132160029","","joy_round3_loop","joy_round3_in","0"
"","","","93","5.2","3216","132160030","","","0",""
"","","","113","1","3216","132160031","","","",""
"0","","1","31","310000","3217","132170001","","0","310000","345.4"
"0","","1","31","310001","3217","132170002","","0","310001","0"
"0","","1","31","301700","3217","132170003","","0","301700","345.4"
"0","","1","31","301701","3217","132170004","","-115","301701","740"
"0","","1","31","301702","3217","132170005","","0","301702","345.4"
"0","","1","31","120","3217","132170006","","0","120","345.4"
"0","","1","31","321700","3217","132170007","","0","321700","345.4"
"0.44","0","-235","5","5","3217","132170008","empty","610","15","100"
"0.44","0","-235","5","5","3217","132170009","empty","610","16","55"
"","","","91","0","3217","132170010","","","",""
"0","","7.4","123","1.05","3217","132170011","","1.05","1.05","1.05"
"0.2","","","3","1000001","3217","132170012","","","wait","0"
"","","","35","2","3217","132170013","","","1",""
"","","","93","5.4","3217","132170014","","","0",""
"0","","0.3","123","0.95","3217","132170015","","0.95","0.95","0.95"
"","","","32","310000","3217","132170016","","","1",""
"","","","32","310001","3217","132170017","","","1",""
"","","","93","0.2","3217","132170018","","","0",""
"","","","122","50","3217","132170019","","","50","0.6"
"0.2","","","3","1000001","3217","132170020","","","shock","0"
"","","","93","1.6","3217","132170021","","","0",""
"","","","32","301700","3217","132170022","","","1",""
"","","","93","1.2","3217","132170023","","","0",""
"","","","23","se_travel","3217","132170024","","","se_travel_treasure_croce_ui","0"
"","","","3","15","3217","132170025","","","punch","0"
"","","","3","16","3217","132170026","","","punch_B","0"
"","","","93","0.2","3217","132170027","","","0",""
"11","","0.1","123","1.05","3217","132170028","","1.05","1.05","1.05"
"","","","93","0.1","3217","132170029","","","0",""
"0","","0.3","123","0.95","3217","132170030","","0.95","0.95","0.95"
"","","","93","1","3217","132170031","","","0",""
"","","","23","se_travel","3217","132170032","","","se_travel_treasure_croce_door","0"
"","","","93","0.4","3217","132170033","","","0",""
"","","","32","301701","3217","132170034","","","1",""
"","","","93","0.9","3217","132170035","","","0",""
