a633238be7fc51a6fb83521b366ce1cb999ac1c6fb3ad93937e6ede494c8f253,bfcf8ac886ccd1c6f60c2bdeeddd17bde3125a6da3d499a44bfcc13d64e69bc8,b897e801bbd12659edf1b233120f2e344defeba71b1edd2c0807923a3c74491c,a11597a9bb35a0451dd1c4abe0dd879ce0d504d7e463aafc5de292860d4f9fc4,378cb270ea56face5ec1579c8f0a3ad3281ed1feb376e950afc370ffbc307050,e46d2d6cbefd187639e6ba3b7619c3e75893bee64ce047f39cc7462e1548d994,3b8b5dced42b1cf2d32b2ec2530603786bee65f50d2213170adeda1a86ed628b,9a72168a0a3d7c68d02f9c99fa3603202eb17dc2a96ed24d1cb7409a3e80ca0a,5fcfeeb72956ca15c5bae123d95d46abaee374f1c8a818b2649d8c844c454ebd,318e621661beb1fac440fea49c072fefbfdcbe53de6da04b8ffdeb6a993690b1,2c2e7641288c61dbc8416b45fb86e83dbe4e9dc60a32744563e1a5f3ce55c07e,3d7ef3e6ee78a4477b38c71a9af494376d4646cdd055d0007c8ca1fee9f173f2
"400","1.4","9","0","0","51","1","253","0","0","1005901","100590151"
"0","0","0","0","3.4","52","4","0","1","0","1005901","100590152"
"0","0","0","vo_ske","0","53","2","0","0","vo_ske_0608","1005901","100590153"
"221","2","10","0","0","54","1","0","0","0","1005901","100590154"
"0","0","0","0","2.7","55","4","0","1","0","1005901","100590155"
"385","1","10","0","0","56","1","221","0","0","1005901","100590156"
"0","0","0","0","1","57","4","0","1","0","1005901","100590157"
"0","0.7","11","0","0","58","1","0","0","0","1005901","100590158"
"0","0","0","0","1.9","59","4","0","1","0","1005901","100590159"
"400","1.6","11","0","0","60","1","0","0","0","1005901","100590160"
"0","0","0","0","4","61","4","0","1","0","1005901","100590161"
"0","0","0","vo_ske","0","62","2","0","0","vo_ske_0609","1005901","100590162"
"288","2","12","0","0","63","1","0","0","0","1005901","100590163"
"0","0","0","0","3.8","64","4","0","1","0","1005901","100590164"
"0","0","0","vo_ske","0","65","2","0","0","vo_ske_0610","1005901","100590165"
"189","0.7","13","0","0","66","1","0","0","0","1005901","100590166"
"0","0","0","0","1.4","67","4","0","1","0","1005901","100590167"
"340","1.7","13","0","0","68","1","189","0","0","1005901","100590168"
"0","0","0","0","4.2","69","4","0","1","0","1005901","100590169"
"0","0","0","0","0.8","1","4","0","1","0","1005902","100590201"
"0","0","0","vo_ske","0","2","2","0","0","vo_ske_0701","1005902","100590202"
"310","2.3","1","0","0","3","1","0","0","0","1005902","100590203"
"0","0","0","0","3.6","4","4","0","1","0","1005902","100590204"
"0","0","0","vo_ske","0","5","2","0","0","vo_ske_0702","1005902","100590205"
"215","0.9","2","0","0","6","1","0","0","0","1005902","100590206"
"0","0","0","0","1.6","7","4","0","1","0","1005902","100590207"
"316","0.7","2","0","0","8","1","215","0","0","1005902","100590208"
"0","0","0","0","1.6","9","4","0","1","0","1005902","100590209"
"86","0.9","3","0","0","10","1","0","0","0","1005902","100590210"
"0","0","0","0","1.5","11","4","0","1","0","1005902","100590211"
"250","1.9","3","0","0","12","1","86","0","0","1005902","100590212"
"0","0","0","0","3.5","13","4","0","1","0","1005902","100590213"
"0","0","0","vo_ske","0","14","2","0","0","vo_ske_0703","1005902","100590214"
"180","1.2","4","0","0","15","1","0","0","0","1005902","100590215"
"0","0","0","0","2.1","16","4","0","1","0","1005902","100590216"
"410","1.6","4","0","0","17","1","180","0","0","1005902","100590217"
"0","0","0","0","1.6","18","4","0","1","0","1005902","100590218"
"88","0.6","5","0","0","19","1","0","0","0","1005902","100590219"
"0","0","0","0","2.5","20","4","0","1","0","1005902","100590220"
"0","0","0","vo_ske","0","21","2","0","0","vo_ske_0704","1005902","100590221"
"194","0.7","5","0","0","22","1","88","0","0","1005902","100590222"
"0","0","0","0","2.4","23","4","0","1","0","1005902","100590223"
"410","1.1","5","0","0","24","1","194","0","0","1005902","100590224"
"0","0","0","0","1.1","25","4","0","1","0","1005902","100590225"
"119","1.5","6","0","0","26","1","0","0","0","1005902","100590226"
"0","0","0","0","2","27","4","0","1","0","1005902","100590227"
"410","1.4","6","0","0","28","1","119","0","0","1005902","100590228"
"0","0","0","0","2.9","29","4","0","1","0","1005902","100590229"
"0","0","0","vo_ske","0","30","2","0","0","vo_ske_0705","1005902","100590230"
"105","0.6","7","0","0","31","1","0","0","0","1005902","100590231"
"0","0","0","0","1.4","32","4","0","1","0","1005902","100590232"
"390","2","7","0","0","33","1","105","0","0","1005902","100590233"
"0","0","0","0","5.2","34","4","0","1","0","1005902","100590234"
"0","0","0","vo_ske","0","35","2","0","0","vo_ske_0706","1005902","100590235"
"167","1.226","8","0","0","36","1","0","0","0","1005902","100590236"
"0","0","0","0","1.934","37","4","0","1","0","1005902","100590237"
"247","1.42","8","0","0","38","1","167","0","0","1005902","100590238"
"0","0","0","0","1.552","39","4","0","1","0","1005902","100590239"
"410","0.6","8","0","0","40","1","247","0","0","1005902","100590240"
"0","0","0","0","0.6","41","4","0","1","0","1005902","100590241"
"149","1.2","9","0","0","42","1","0","0","0","1005902","100590242"
"0","0","0","0","3","43","4","0","1","0","1005902","100590243"
"0","0","0","vo_ske","0","44","2","0","0","vo_ske_0707","1005902","100590244"
"269","1","9","0","0","45","1","149","0","0","1005902","100590245"
"0","0","0","0","2","46","4","0","1","0","1005902","100590246"
"402","0.9","9","0","0","47","1","269","0","0","1005902","100590247"
"0","0","0","0","3.1","48","4","0","1","0","1005902","100590248"
"0","0","0","vo_ske","0","49","2","0","0","vo_ske_0708","1005902","100590249"
"200","1.1","10","0","0","50","1","0","0","0","1005902","100590250"
"0","0","0","0","2.4","51","4","0","1","0","1005902","100590251"
"0","0","0","vo_ske","0","52","2","0","0","vo_ske_0709","1005902","100590252"
"236","2.5","11","0","0","53","1","0","0","0","1005902","100590253"
"0","0","0","0","3.4","54","4","0","1","0","1005902","100590254"
"0","0","0","vo_ske","0","55","2","0","0","vo_ske_0710","1005902","100590255"
"410","1.4","11","0","0","56","1","236","0","0","1005902","100590256"
"0","0","0","0","2.1","57","4","0","1","0","1005902","100590257"
"302","1.3","12","0","0","58","1","0","0","0","1005902","100590258"
"0","0","0","0","3.2","59","4","0","1","0","1005902","100590259"
"0","0","0","vo_ske","0","60","2","0","0","vo_ske_0711","1005902","100590260"
"88","0.8","13","0","0","61","1","0","0","0","1005902","100590261"
"0","0","0","0","1.9","62","4","0","1","0","1005902","100590262"
"305","1.7","13","0","0","63","1","88","0","0","1005902","100590263"
"0","0","0","0","3.5","64","4","0","1","0","1005902","100590264"
"0","0","0","vo_ske","0","65","2","0","0","vo_ske_0712","1005902","100590265"
"188","1","14","0","0","66","1","0","0","0","1005902","100590266"
"0","0","0","0","1.9","67","4","0","1","0","1005902","100590267"
"420","1.6","14","0","0","68","1","188","0","0","1005902","100590268"
"0","0","0","0","4.1","69","4","0","1","0","1005902","100590269"
"0","0","0","0","0.8","1","4","0","1","0","1005903","100590301"
"0","0","0","vo_ske","0","2","2","0","0","vo_ske_0801","1005903","100590302"
"231","2.2","1","0","0","3","1","0","0","0","1005903","100590303"
"0","0","0","0","3.4","4","4","0","1","0","1005903","100590304"
"0","0","0","vo_ske","0","5","2","0","0","vo_ske_0802","1005903","100590305"
"50","0.465","2","0","0","6","1","0","0","0","1005903","100590306"
"0","0","0","0","0.998","7","4","0","1","0","1005903","100590307"
"226","1.722","2","0","0","8","1","50","0","0","1005903","100590308"
"0","0","0","0","3.024","9","4","0","1","0","1005903","100590309"
"388","0.8","2","0","0","10","1","226","0","0","1005903","100590310"
"0","0","0","0","0.8","11","4","0","1","0","1005903","100590311"
"136","0.9","3","0","0","12","1","0","0","0","1005903","100590312"
"0","0","0","0","2.5","13","4","0","1","0","1005903","100590313"
"263","1","3","0","0","14","1","136","0","0","1005903","100590314"
"0","0","0","0","1.8","15","4","0","1","0","1005903","100590315"
"388","1.2","3","0","0","16","1","263","0","0","1005903","100590316"
"0","0","0","0","1.2","17","4","0","1","0","1005903","100590317"
"0","0.828","4","0","0","18","1","0","0","0","1005903","100590318"
"0","0","0","0","3.156","19","4","0","1","0","1005903","100590319"
"0","0","0","vo_ske","0","20","2","0","0","vo_ske_0803","1005903","100590320"
"71","1.2","4","0","0","21","1","0","0","0","1005903","100590321"
"0","0","0","0","2.3","22","4","0","1","0","1005903","100590322"
"347","1.8","4","0","0","23","1","71","0","0","1005903","100590323"
"0","0","0","0","3.4","24","4","0","1","0","1005903","100590324"
"350","1.9","5","0","0","25","1","0","0","0","1005903","100590325"
"0","0","0","0","4.3","26","4","0","1","0","1005903","100590326"
"0","0","0","vo_ske","0","27","2","0","0","vo_ske_0804","1005903","100590327"
"117","1.067","6","0","0","28","1","0","0","0","1005903","100590328"
"0","0","0","0","1.523","29","4","0","1","0","1005903","100590329"
"235","0.674","6","0","0","30","1","117","0","0","1005903","100590330"
"0","0","0","0","2.337","31","4","0","1","0","1005903","100590331"
"0","0","0","vo_ske","0","32","2","0","0","vo_ske_0805","1005903","100590332"
"235","1.1","7","0","0","33","1","0","0","0","1005903","100590333"
"0","0","0","0","1.1","34","4","0","1","0","1005903","100590334"
"0","0.675","8","0","0","35","1","0","0","0","1005903","100590335"
"0","0","0","0","1.662","36","4","0","1","0","1005903","100590336"
"350","2","8","0","0","37","1","0","0","0","1005903","100590337"
"0","0","0","0","4.3","38","4","0","1","0","1005903","100590338"
"0","0","0","vo_ske","0","39","2","0","0","vo_ske_0806","1005903","100590339"
"125","1.3","9","0","0","40","1","0","0","0","1005903","100590340"
"0","0","0","0","2.5","41","4","0","1","0","1005903","100590341"
"358","1.7","9","0","0","42","1","125","0","0","1005903","100590342"
"0","0","0","0","1.7","43","4","0","1","0","1005903","100590343"
"400","0.5","9","0","0","44","1","358","0","0","1005903","100590344"
"0","0","0","0","3.5","45","4","0","1","0","1005903","100590345"
"0","0","0","vo_ske","0","46","2","0","0","vo_ske_0807","1005903","100590346"
"199","2","10","0","0","47","1","0","0","0","1005903","100590347"
"0","0","0","0","3.2","48","4","0","1","0","1005903","100590348"
"400","1.1","10","0","0","49","1","199","0","0","1005903","100590349"
"0","0","0","0","1.1","50","4","0","1","0","1005903","100590350"
"0","0.8","11","0","0","51","1","0","0","0","1005903","100590351"
"0","0","0","0","2.4","52","4","0","1","0","1005903","100590352"
"328","1.7","11","0","0","53","1","0","0","0","1005903","100590353"
"0","0","0","0","4.6","54","4","0","1","0","1005903","100590354"
"0","0","0","vo_ske","0","55","2","0","0","vo_ske_0808","1005903","100590355"
"95","0.4","12","0","0","56","1","0","0","0","1005903","100590356"
"0","0","0","0","2","57","4","0","1","0","1005903","100590357"
"250","2.3","12","0","0","58","1","95","0","0","1005903","100590358"
"0","0","0","0","3.2","59","4","0","1","0","1005903","100590359"
"380","0.9","12","0","0","60","1","250","0","0","1005903","100590360"
"0","0","0","0","3.2","61","4","0","1","0","1005903","100590361"
"0","0","0","vo_ske","0","62","2","0","0","vo_ske_0809","1005903","100590362"
"318","0.8","13","0","0","63","1","0","0","0","1005903","100590363"
"0","0","0","0","3.3","64","4","0","1","0","1005903","100590364"
"0","0","0","0","0.8","1","4","0","1","0","1005904","100590401"
"0","0","0","vo_ske","0","2","2","0","0","vo_ske_0901","1005904","100590402"
"158","1.325","1","0","0","3","1","0","0","0","1005904","100590403"
"0","0","0","0","2.008","4","4","0","1","0","1005904","100590404"
"365","1.863","1","0","0","5","1","158","0","0","1005904","100590405"
"0","0","0","0","3.699","6","4","0","1","0","1005904","100590406"
"0","0","0","vo_ske","0","7","2","0","0","vo_ske_0902","1005904","100590407"
"175","1.3","2","0","0","8","1","0","0","0","1005904","100590408"
"0","0","0","0","2.1","9","4","0","1","0","1005904","100590409"
"242","1.8","3","0","0","10","1","0","0","0","1005904","100590410"
"0","0","0","0","1.8","11","4","0","1","0","1005904","100590411"
"320","0.7","3","0","0","12","1","242","0","0","1005904","100590412"
"0","0","0","0","1.6","13","4","0","1","0","1005904","100590413"
"320","2.2","3","0","0","14","1","320","0","0","1005904","100590414"
"0","0","0","0","4.8","15","4","0","1","0","1005904","100590415"
"0","0","0","vo_ske","0","16","2","0","0","vo_ske_0903","1005904","100590416"
"252","2.3","4","0","0","17","1","0","0","0","1005904","100590417"
"0","0","0","0","3","18","4","0","1","0","1005904","100590418"
"415","0.8","4","0","0","19","1","252","0","0","1005904","100590419"
"0","0","0","0","1.3","20","4","0","1","0","1005904","100590420"
"415","2.8","5","0","0","21","1","0","0","0","1005904","100590421"
"0","0","0","0","4.9","22","4","0","1","0","1005904","100590422"
"0","0","0","vo_ske","0","23","2","0","0","vo_ske_0904","1005904","100590423"
"99","0.9","6","0","0","24","1","0","0","0","1005904","100590424"
"0","0","0","0","1.9","25","4","0","1","0","1005904","100590425"
"315","0.8","6","0","0","26","1","99","0","0","1005904","100590426"
"0","0","0","0","1.4","27","4","0","1","0","1005904","100590427"
"395","1.7","6","0","0","28","1","315","0","0","1005904","100590428"
"0","0","0","0","1.7","29","4","0","1","0","1005904","100590429"
"0","0.3","7","0","0","30","1","0","0","0","1005904","100590430"
"0","0","0","0","1.2","31","4","0","1","0","1005904","100590431"
"317","2.1","7","0","0","32","1","0","0","0","1005904","100590432"
"0","0","0","0","4.1","33","4","0","1","0","1005904","100590433"
"0","0","0","vo_ske","0","34","2","0","0","vo_ske_0905","1005904","100590434"
"123","1.3","8","0","0","35","1","0","0","0","1005904","100590435"
"0","0","0","0","1.9","36","4","0","1","0","1005904","100590436"
"311","0.59","8","0","0","37","1","123","0","0","1005904","100590437"
"0","0","0","0","2.656","38","4","0","1","0","1005904","100590438"
"0","0","0","vo_ske","0","39","2","0","0","vo_ske_0906","1005904","100590439"
"115","0.8","9","0","0","40","1","0","0","0","1005904","100590440"
"0","0","0","0","1.7","41","4","0","1","0","1005904","100590441"
"400","2.1","9","0","0","42","1","115","0","0","1005904","100590442"
"0","0","0","0","2.1","43","4","0","1","0","1005904","100590443"
"147","1.4","10","0","0","44","1","0","0","0","1005904","100590444"
"0","0","0","0","3.3","45","4","0","1","0","1005904","100590445"
"252","1.1","10","0","0","46","1","147","0","0","1005904","100590446"
"0","0","0","0","2.2","47","4","0","1","0","1005904","100590447"
"420","0.6","10","0","0","48","1","252","0","0","1005904","100590448"
"0","0","0","0","0.6","49","4","0","1","0","1005904","100590449"
"253","2.1","11","0","0","50","1","0","0","0","1005904","100590450"
"0","0","0","0","4.7","51","4","0","1","0","1005904","100590451"
"0","0","0","vo_ske","0","52","2","0","0","vo_ske_0907","1005904","100590452"
"95","0.8","12","0","0","53","1","0","0","0","1005904","100590453"
"0","0","0","0","1.7","54","4","0","1","0","1005904","100590454"
"272","1.34","12","0","0","55","1","95","0","0","1005904","100590455"
"0","0","0","0","1.874","56","4","0","1","0","1005904","100590456"
"410","0.776","12","0","0","57","1","272","0","0","1005904","100590457"
"0","0","0","0","2.613","58","4","0","1","0","1005904","100590458"
"0","0","0","vo_ske","0","59","2","0","0","vo_ske_0908","1005904","100590459"
"283","1.5","13","0","0","60","1","0","0","0","1005904","100590460"
"0","0","0","0","2.6","61","4","0","1","0","1005904","100590461"
"399","2","13","0","0","62","1","283","0","0","1005904","100590462"
"0","0","0","0","4.5","63","4","0","1","0","1005904","100590463"
"0","0","0","0","0.8","1","4","0","1","0","1005905","100590501"
"0","0","0","vo_ske","0","2","2","0","0","vo_ske_1001","1005905","100590502"
"114","0.5","1","0","0","3","1","0","0","0","1005905","100590503"
"0","0","0","0","1.1","4","4","0","1","0","1005905","100590504"
"235","1.4","1","0","0","5","1","114","0","0","1005905","100590505"
"0","0","0","0","2.8","6","4","0","1","0","1005905","100590506"
"0","0","0","vo_ske","0","7","2","0","0","vo_ske_1002","1005905","100590507"
"155","1.8","2","0","0","8","1","0","0","0","1005905","100590508"
"0","0","0","0","2.4","9","4","0","1","0","1005905","100590509"
"400","1.4","2","0","0","10","1","155","0","0","1005905","100590510"
"0","0","0","0","3.3","11","4","0","1","0","1005905","100590511"
"0","0","0","vo_ske","0","12","2","0","0","vo_ske_1003","1005905","100590512"
"264","2.224","3","0","0","13","1","0","0","0","1005905","100590513"
"0","0","0","0","2.769","14","4","0","1","0","1005905","100590514"
"415","0.869","3","0","0","15","1","264","0","0","1005905","100590515"
"0","0","0","0","1.635","16","4","0","1","0","1005905","100590516"
"99","0.6","4","0","0","17","1","0","0","0","1005905","100590517"
"0","0","0","0","2.2","18","4","0","1","0","1005905","100590518"
"0","0","0","vo_ske","0","19","2","0","0","vo_ske_1004","1005905","100590519"
"260","1.3","4","0","0","20","1","99","0","0","1005905","100590520"
"0","0","0","0","1.8","21","4","0","1","0","1005905","100590521"
"415","0.9","4","0","0","22","1","260","0","0","1005905","100590522"
"0","0","0","0","0.9","23","4","0","1","0","1005905","100590523"
"242","0.9","5","0","0","24","1","0","0","0","1005905","100590524"
"0","0","0","0","2.7","25","4","0","1","0","1005905","100590525"
"370","1.059","5","0","0","26","1","242","0","0","1005905","100590526"
"0","0","0","0","3","27","4","0","1","0","1005905","100590527"
"0","0","0","vo_ske","0","28","2","0","0","vo_ske_1005","1005905","100590528"
"261","1.2","6","0","0","29","1","0","0","0","1005905","100590529"
"0","0","0","0","1.7","30","4","0","1","0","1005905","100590530"
"397","2.1","6","0","0","31","1","261","0","0","1005905","100590531"
"0","0","0","0","4.5","32","4","0","1","0","1005905","100590532"
"0","0","0","vo_ske","0","33","2","0","0","vo_ske_1006","1005905","100590533"
"47","0.566","7","0","0","34","1","0","0","0","1005905","100590534"
"0","0","0","0","1.552","35","4","0","1","0","1005905","100590535"
"362","2.318","7","0","0","36","1","47","0","0","1005905","100590536"
"0","0","0","0","3.724","37","4","0","1","0","1005905","100590537"
"242","2.077","8","0","0","38","1","0","0","0","1005905","100590538"
"0","0","0","0","2.729","39","4","0","1","0","1005905","100590539"
"327","0.66","8","0","0","40","1","242","0","0","1005905","100590540"
"0","0","0","0","2.832","41","4","0","1","0","1005905","100590541"
"0","0","0","vo_ske","0","42","2","0","0","vo_ske_1007","1005905","100590542"
"94","0.608","9","0","0","43","1","0","0","0","1005905","100590543"
"0","0","0","0","1.363","44","4","0","1","0","1005905","100590544"
"338","1.493","9","0","0","45","1","94","0","0","1005905","100590545"
"0","0","0","0","2.007","46","4","0","1","0","1005905","100590546"
"415","0.237","9","0","0","47","1","338","0","0","1005905","100590547"
"0","0","0","0","0.4","48","4","0","1","0","1005905","100590548"
"121","1.2","10","0","0","49","1","0","0","0","1005905","100590549"
"0","0","0","0","2.82","50","4","0","1","0","1005905","100590550"
"0","0","0","vo_ske","0","51","2","0","0","vo_ske_1008","1005905","100590551"
"260","1.2","10","0","0","52","1","121","0","0","1005905","100590552"
"0","0","0","0","2.4","53","4","0","1","0","1005905","100590553"
"415","1.5","10","0","0","54","1","260","0","0","1005905","100590554"
"0","0","0","0","1.5","55","4","0","1","0","1005905","100590555"
"203","1.2","11","0","0","56","1","0","0","0","1005905","100590556"
"0","0","0","0","2.7","57","4","0","1","0","1005905","100590557"
"390","1.6","11","0","0","58","1","203","0","0","1005905","100590558"
"0","0","0","0","3.7","59","4","0","1","0","1005905","100590559"
"0","0","0","vo_ske","0","60","2","0","0","vo_ske_1009","1005905","100590560"
"345","2.9","12","0","0","61","1","0","0","0","1005905","100590561"
"0","0","0","0","4","62","4","0","1","0","1005905","100590562"
"335","1.6","13","0","0","63","1","0","0","0","1005905","100590563"
"0","0","0","0","3.6","64","4","0","1","0","1005905","100590564"
"0","0","0","vo_ske","0","65","2","0","0","vo_ske_1010","1005905","100590565"
"94","0.7","14","0","0","66","1","0","0","0","1005905","100590566"
"0","0","0","0","2.1","67","4","0","1","0","1005905","100590567"
"360","1.9","14","0","0","68","1","94","0","0","1005905","100590568"
"0","0","0","0","4.4","69","4","0","1","0","1005905","100590569"
"0","0","0","0","0.8","1","4","0","1","0","1005906","100590601"
"0","0","0","vo_ske","0","2","2","0","0","vo_ske_1101","1005906","100590602"
"163","1","1","0","0","3","1","0","0","0","1005906","100590603"
"0","0","0","0","1.7","4","4","0","1","0","1005906","100590604"
"253","0.6","1","0","0","5","1","163","0","0","1005906","100590605"
"0","0","0","0","1.5","6","4","0","1","0","1005906","100590606"
"393","0.9","1","0","0","7","1","253","0","0","1005906","100590607"
"0","0","0","0","1.5","8","4","0","1","0","1005906","100590608"
"146","1.6","2","0","0","9","1","0","0","0","1005906","100590609"
"0","0","0","0","3.6","10","4","0","1","0","1005906","100590610"
"0","0","0","vo_ske","0","11","2","0","0","vo_ske_1102","1005906","100590611"
"308","0.9","2","0","0","12","1","146","0","0","1005906","100590612"
"0","0","0","0","1.8","13","4","0","1","0","1005906","100590613"
"415","0.7","2","0","0","14","1","308","0","0","1005906","100590614"
"0","0","0","0","1.9","15","4","0","1","0","1005906","100590615"
"415","0.2","2","0","0","16","1","415","0","0","1005906","100590616"
"0","0","0","0","1.5","17","4","0","1","0","1005906","100590617"
"165","2.1","3","0","0","18","1","0","0","0","1005906","100590618"
"0","0","0","0","4.1","19","4","0","1","0","1005906","100590619"
"0","0","0","vo_ske","0","20","2","0","0","vo_ske_1103","1005906","100590620"
"387","1.7","3","0","0","21","1","165","0","0","1005906","100590621"
"0","0","0","0","2.5","22","4","0","1","0","1005906","100590622"
"179","1.197","4","0","0","23","1","0","0","0","1005906","100590623"
"0","0","0","0","1.72","24","4","0","1","0","1005906","100590624"
"347","1.735","4","0","0","25","1","179","0","0","1005906","100590625"
"0","0","0","0","4.154","26","4","0","1","0","1005906","100590626"
"0","0","0","vo_ske","0","27","2","0","0","vo_ske_1104","1005906","100590627"
"230","2.4","5","0","0","28","1","0","0","0","1005906","100590628"
"0","0","0","0","3.1","29","4","0","1","0","1005906","100590629"
"415","0.7","5","0","0","30","1","230","0","0","1005906","100590630"
"0","0","0","0","0.7","31","4","0","1","0","1005906","100590631"
"163","1.2","6","0","0","32","1","0","0","0","1005906","100590632"
"0","0","0","0","1.8","33","4","0","1","0","1005906","100590633"
"360","1.2","6","0","0","34","1","163","0","0","1005906","100590634"
"0","0","0","0","3.8","35","4","0","1","0","1005906","100590635"
"0","0","0","vo_ske","0","36","2","0","0","vo_ske_1105","1005906","100590636"
"274","0.8","7","0","0","37","1","0","0","0","1005906","100590637"
"0","0","0","0","1.4","38","4","0","1","0","1005906","100590638"
"290","1.1","8","0","0","39","1","0","0","0","1005906","100590639"
"0","0","0","0","2.1","40","4","0","1","0","1005906","100590640"
"415","1.3","8","0","0","41","1","290","0","0","1005906","100590641"
"0","0","0","0","1.3","42","4","0","1","0","1005906","100590642"
"415","0.4","8","0","0","43","1","415","0","0","1005906","100590643"
"0","0","0","0","1.9","44","4","0","1","0","1005906","100590644"
"415","1.152","8","0","0","45","1","415","0","0","1005906","100590645"
"0","0","0","0","1.561","46","4","0","1","0","1005906","100590646"
"415","1.273","8","0","0","47","1","415","0","0","1005906","100590647"
"0","0","0","0","3.32","48","4","0","1","0","1005906","100590648"
"0","0","0","vo_ske","0","49","2","0","0","vo_ske_1106","1005906","100590649"
"300","2.7","9","0","0","50","1","0","0","0","1005906","100590650"
"0","0","0","0","3.8","51","4","0","1","0","1005906","100590651"
"157","0.894","10","0","0","52","1","0","0","0","1005906","100590652"
"0","0","0","0","1.455","53","4","0","1","0","1005906","100590653"
"263","1.334","10","0","0","54","1","157","0","0","1005906","100590654"
"0","0","0","0","3.699","55","4","0","1","0","1005906","100590655"
"0","0","0","vo_ske","0","56","2","0","0","vo_ske_1107","1005906","100590656"
"210","1.7","11","0","0","57","1","0","0","0","1005906","100590657"
"0","0","0","0","2.8","58","4","0","1","0","1005906","100590658"
"218","1.364","12","0","0","59","1","0","0","0","1005906","100590659"
"0","0","0","0","3.365","60","4","0","1","0","1005906","100590660"
"0","0","0","vo_ske","0","61","2","0","0","vo_ske_1108","1005906","100590661"
"85","0.6","13","0","0","62","1","0","0","0","1005906","100590662"
"0","0","0","0","2.4","63","4","0","1","0","1005906","100590663"
"0","0","0","vo_ske","0","64","2","0","0","vo_ske_1109","1005906","100590664"
"125","1","14","0","0","65","1","0","0","0","1005906","100590665"
"0","0","0","0","2","66","4","0","1","0","1005906","100590666"
"266","1","14","0","0","67","1","125","0","0","1005906","100590667"
"0","0","0","0","3.5","68","4","0","1","0","1005906","100590668"
