6ca1b6c9cb55e3251bfbcd3dbbc6a733c4753a4f26678d4100205518d2138704,e36fce8e46cc5dd2694964fc08dfdeffc787047a476574be41c99b0710b13895,35a40e5b25c25709693e5d7ea8499c8e762d8692f4e383366bd6a05fff830955,09481062ec42f2f86b52ed77a2a809c8fa7e67defb90495f030f9aa47a3c8c08,14f2f23037e8023adfd986f926a0816ca48cb27f57f821725e1d15cd2cfcf9c6,0f89999672f78bd2b63f2f16e4581239d735de4ce164dfc44c7525209d2eab99,f5bcdf6e10b28c4d05ae3ccb46c81845f22381e0097e86e84358c14fe8e26efc,d5de15013996c6b03bd7ad7e79171cbbad61a429e5dde224b35130c46b8b2655,de4cfb1d75f7779408952bf463ee0f9e6a985931be255964cfcde4f1abbd0bbf,04cd0a39e81b154dcd0ff484058fe0ace6e29ab67418e5145fa10208c0b28074,7a3c8ca90d70e18772a6bdc0def01482c8f2bb050dd1000cd3b3ab2efd6cd96a,e853daed1dc54e7db7bd8b1fae2dd837b59ca4aa8c25136bf35fbfbabb50bd70,9e1894f2d44602889e25bb856970ee2d03dfa1c3ebd05801065334a8902cb197,eba68350989a560a193d1c34ac9f16418b62674f484bb2777b820bd5b14729d0,34a43c17feed90ca251edb6c4a7ba3a615e8bc743283415c7c7e18c51a18143c,7e8a0646400311be5aab9a6e72057fd0616ac1597c47240437b29b96a65781ed,4c1de733e31b9d6d391246d40f47bf877c27ec1b35eb9e41e06e363ec927b8ec,049c446072aebcc0c5dab08491c91380e7c42c8855d13c6c1559ea27cfb85ff0,1a70363b22cab712aa7eb967984619183fce1270ebb65f7b9091c25078bb954a,0efa07d489cbe582eca3f3a6ab7c2ae6460074e153a6ef3ad3218862b2851a01,78eaa192e2599c021b72d585d4b9d466dcd711693efb0eb4edc760d7dbbf66dc,f04a7e83ac90e0c9f0d7e98336eb1c073cf7bca5de260f031c7ca85701529a36,a6f3c522634595d39d14a4416d3c310130a8cb46704443b465acefe3cd6d40d5,74f019aa7916e1fbcf97d0e3733feee16a8c377a1457c7cb2df66d76cab75f3b,6b7d75e386364e56853ffb16e213aa01900faca6a43495f11b3590aa3c9b298b,4af5bca1ec1078c54f44c2fcf5d508d843efee4d5788b467ce015c57c4589fe3,481ea39bca235a6d785c09a47b0a7be340516097086e65c298004b77d64e48de,52ffcffae7c4b6ee11d377d91e170fd6e0421e794d7ea8aa367f2f7bc60bf86d,440c20e320064f60b977f1360ccc7380e1376bd9f36f2c28951c484f2aeb74b5,ff9709cb4d874d2319b1d3e2df14bdcf8d2476cc08e5b44f634b411c9f792720,570ab923476981a0973ab6011447668225a1b3fcc691a7c170758454f4cd0cf6,2e32151601604374c8e1ae8996c55df2c8abd22164771babcd8e19695469a8ec,6dff9da4dbd8a7ba82bd60ea0346cd75739298e10f69a25c7f7568e5c317a341,d8adc90beaec54b2f2b64d5b1eba1f27728443758f2a7f5e90150f77fcd0f417,d015ecc5711b2c03917f8a41f608d69768f07e4551580e704679fabe218abf12,a4e4d849bae0cfefda65f6debbff9e88681f8e547c62eb5f94f034a55a13e57b,851a6df154cf7f7c88fcd86be1790fd06912883552b45aa42900d188fcc828b4,222af78cb7f9e68fb96d6cd826d1e49d4cb83abd9fd49ae331f62c9020c6e85c,bf2baaa7c9be869b8744164a7539c6e5c28249fccbb8a0029274e17952334ce0,ec4ccf692207d12f32010cf0cedb72679bda0a3e0318c9ac6136b2b79d8c1489,6bde9fecc7bceba8c9a325ba1f7405e68248796135794c7d0deef26b74bdf7ec,6fe4e2a3a791169610ff241f786e3305f9ccd87181831362323ed0cd9ae5b527,562516b9b4a5385bbabf499e86e5124297daab2326569c1a277283e8e6260915,58a67eb16aabbf06f9462e66ce6aebc35f604e708640944ab70bac4c8fb6b19e
"0","10000","0","0","1","924091101","0","夢魘","5000","0","300000008","304003","0","40","0","800","0","0","0","80000000","0","1","0","0","3000","60","0","0","0","100","0","0","600","500","0","0","0","0","30000","0","0","0","0","0"
"0","0","0","0","1","924091102","250","爆裂敵人","0","200","300000009","217300","0","0","0","150","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","15000","0","0","1","924091201","0","夢魘","5000","0","300000008","304003","0","70","0","800","0","0","0","150000000","0","1","0","0","5000","60","0","0","0","200","0","0","800","600","0","0","0","0","40000","0","0","0","0","0"
"0","0","0","0","1","924091202","250","爆裂敵人","0","350","300000009","217300","0","0","0","200","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","26000","0","0","1","924091301","0","夢魘","5000","0","300000008","304003","0","100","0","800","0","0","0","300000000","0","1","0","0","10000","60","0","0","0","450","0","0","1000","800","0","0","0","0","60000","0","0","0","0","0"
"0","0","0","0","1","924091302","250","爆裂敵人","0","500","300000009","217300","0","0","0","300","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","26000","0","0","1","924091401","0","夢魘","5000","0","300000008","304003","0","100","0","800","0","0","0","1000000000","0","1","0","0","10000","60","0","0","0","450","0","0","1000","800","0","0","0","0","60000","0","0","0","0","0"
"0","0","0","0","1","924091402","250","爆裂敵人","0","500","300000009","217300","0","0","0","300","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"300","0","0","0","1","924092101","0","劍蛇","3000","0","300000008","313402","0","80","0","2000","0","0","0","80000000","0","1","0","0","3000","60","0","0","0","100","0","0","0","0","0","0","0","0","0","300","0","300","0","0"
"0","25000","0","0","1","924092102","0","劍蛇部位A","0","0","300000008","313402","0","0","0","0","0","0","0","800000","0","1","0","0","0","60","0","0","0","100","0","0","1400","1400","0","0","0","0","10000","0","0","0","0","0"
"0","0","0","0","1","924092103","0","劍蛇部位B","0","0","300000008","313402","0","0","0","0","0","0","0","1400000","0","1","0","0","0","60","0","0","0","100","0","0","1000","1600","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924092104","0","劍蛇部位C","0","0","300000008","313402","0","0","0","0","0","0","0","500000","0","1","0","0","0","60","0","0","0","100","0","0","400","500","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924092105","250","爆裂敵人","0","100","300000009","217300","0","0","0","100","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"300","0","0","0","1","924092201","0","劍蛇","4000","0","300000008","313402","0","100","0","3000","0","0","0","150000000","0","1","0","0","4000","60","0","0","0","200","0","0","0","0","0","0","0","0","0","300","0","300","0","0"
"0","30000","0","0","1","924092202","0","劍蛇部位A","0","0","300000008","313402","0","0","0","0","0","0","0","1000000","0","1","0","0","0","60","0","0","0","200","0","0","2000","2000","0","0","0","0","15000","0","0","0","0","0"
"0","0","0","0","1","924092203","0","劍蛇部位B","0","0","300000008","313402","0","0","0","0","0","0","0","1600000","0","1","0","0","0","60","0","0","0","200","0","0","1000","1600","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924092204","0","劍蛇部位C","0","0","300000008","313402","0","0","0","0","0","0","0","700000","0","1","0","0","0","60","0","0","0","200","0","0","400","500","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924092205","250","爆裂敵人","0","200","300000009","217300","0","0","0","100","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"300","0","0","0","1","924092301","0","劍蛇","6000","0","300000008","313402","0","130","0","5000","0","0","0","300000000","0","1","0","0","6000","60","0","0","0","450","0","0","0","0","0","0","0","0","0","300","0","300","0","0"
"0","40000","0","0","1","924092302","0","劍蛇部位A","0","0","300000008","313402","0","0","0","0","0","0","0","1200000","0","1","0","0","0","60","0","0","0","450","0","0","10000","10000","0","0","0","0","20000","0","0","0","0","0"
"0","0","0","0","1","924092303","0","劍蛇部位B","0","0","300000008","313402","0","0","0","0","0","0","0","1800000","0","1","0","0","0","60","0","0","0","450","0","0","1000","1600","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924092304","0","劍蛇部位C","0","0","300000008","313402","0","0","0","0","0","0","0","900000","0","1","0","0","0","60","0","0","0","450","0","0","400","500","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924092305","250","爆裂敵人","0","300","300000009","217300","0","0","0","300","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"300","0","0","0","1","924092401","0","劍蛇","6000","0","300000008","313402","0","130","0","5000","0","0","0","1000000000","0","1","0","0","6000","60","0","0","0","450","0","0","0","0","0","0","0","0","0","300","0","300","0","0"
"0","40000","0","0","1","924092402","0","劍蛇部位A","0","0","300000008","313402","0","0","0","0","0","0","0","1200000","0","1","0","0","0","60","0","0","0","450","0","0","10000","10000","0","0","0","0","20000","0","0","0","0","0"
"0","0","0","0","1","924092403","0","劍蛇部位B","0","0","300000008","313402","0","0","0","0","0","0","0","1800000","0","1","0","0","0","60","0","0","0","450","0","0","1000","1600","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924092404","0","劍蛇部位C","0","0","300000008","313402","0","0","0","0","0","0","0","900000","0","1","0","0","0","60","0","0","0","450","0","0","400","500","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924092405","250","爆裂敵人","0","300","300000009","217300","0","0","0","300","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","20000","0","0","1","924093101","0","芒刺爬行者","5000","0","300000008","300608","0","30","0","300","0","0","0","80000000","0","1","0","0","300","60","0","0","0","100","0","0","400","1100","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924093102","250","爆裂敵人","0","200","300000009","217300","0","0","0","200","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","0","0","5000","0","0"
"0","30000","0","0","1","924093201","0","芒刺爬行者","5000","0","300000008","300608","0","40","0","500","0","0","0","150000000","0","1","0","0","500","60","0","0","0","200","0","0","600","1500","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924093202","250","爆裂敵人","0","300","300000009","217300","0","0","0","300","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","0","0","5000","0","0"
"0","40000","0","0","1","924093301","0","芒刺爬行者","5000","0","300000008","300608","0","60","0","800","0","0","0","300000000","0","1","0","0","700","60","0","0","0","450","0","0","800","2000","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924093302","250","爆裂敵人","0","400","300000009","217300","0","0","0","500","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","0","0","5000","0","0"
"0","40000","0","0","1","924093401","0","芒刺爬行者","5000","0","300000008","300608","0","60","0","800","0","0","0","1000000000","0","1","0","0","700","60","0","0","0","450","0","0","800","2000","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924093402","250","爆裂敵人","0","400","300000009","217300","0","0","0","500","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","0","0","5000","0","0"
"3190","2853","0","0","1","924100101","0","哥布林護衛","3190","3190","200000001","251200","0","0","0","3190","0","0","0","3481446","0","0","0","0","3190","44","0","0","0","319","0","0","1540","1711","0","0","0","0","0","3190","0","0","0","0"
"3190","0","0","0","1","924100102","0","小狸貓","3190","3190","200000001","250600","0","0","0","3190","0","0","0","3836909","0","0","0","0","3190","44","0","0","0","319","0","0","1026","684","0","0","0","0","1500","3190","0","0","0","0"
"319","10499","0","0","33","924100103","0","純的闇影","319","319","200000001","604701","0","40","0","319","0","69","0","3040342","0","6","26","0","319","44","0","0","1","319","5","0","3164","3076","0","0","0","0","0","319","0","0","535","0"
"319","0","0","0","33","924100104","0","空花（黑暗）的闇影","319","319","200000001","619101","0","25","0","319","0","86","0","2859703","0","5","12","0","319","44","0","0","1","319","20","0","2329","2941","0","0","0","136","12443","319","0","0","0","0"
"3190","0","0","0","1","924100105","0","寒冰雛鳥","3190","3190","200000001","255100","0","0","0","3190","0","0","0","3207311","0","0","0","0","3190","44","0","0","0","319","0","0","1284","856","0","0","0","0","8981","3190","0","0","0","0"
"3190","4827","0","0","1","924100201","0","寄居蟹騎士","3190","3190","200000001","254100","0","0","0","3190","0","0","0","10224984","0","0","0","0","3190","44","0","0","0","319","0","0","2520","3919","0","0","0","0","0","3190","0","0","0","0"
"319","28242","0","0","33","924100202","0","克蘿依的闇影","319","319","200000001","610801","0","28","0","319","0","30","0","7497448","0","5","48","0","319","64","0","0","1","319","0","0","828","1118","0","0","0","0","0","319","0","0","2753","0"
"3190","15443","0","0","1","924100203","0","火蜥蜴","3190","3190","200000001","252500","0","0","0","3190","0","0","0","9833391","0","0","0","0","3190","44","0","0","0","319","0","0","2520","1679","0","0","0","0","0","3190","0","0","0","0"
"319","27436","0","0","33","924100204","0","莫妮卡（魔法少女）的闇影","319","319","200000001","614201","0","33","0","319","0","870","0","7629200","0","5","14","0","319","44","0","0","1","319","1","0","1411","1471","0","0","0","0","0","319","0","0","1755","0"
"3190","8448","0","0","1","924100205","0","殺人蜂","3190","3190","200000001","255500","0","0","0","3190","0","0","0","9685269","0","0","0","0","3190","44","0","0","0","319","0","0","2101","1400","0","0","0","0","0","3190","0","0","0","0"
"3190","8230","0","0","1","924100301","0","生者劍士像","3190","3190","200000001","251000","0","0","0","3190","0","0","0","16306061","0","0","0","0","3190","44","0","0","0","319","0","0","3359","2333","0","0","0","0","0","3190","0","0","0","0"
"319","0","0","0","33","924100302","0","七七香（夏日）的闇影","319","319","200000001","613301","0","30","0","319","0","146","0","11987022","0","5","0","0","319","44","0","0","1","319","29","0","1057","716","0","0","0","1024","41928","319","0","0","0","0"
"319","0","0","0","33","924100303","0","優衣（新年）的闇影","319","319","200000001","608802","0","40","0","319","0","1580","0","12695256","0","6","3","0","319","44","0","0","1","319","19","0","2106","1771","0","0","0","530","36972","319","0","0","0","0"
"319","0","0","0","33","924100304","0","鏡華的闇影","319","319","200000001","603602","0","39","0","319","0","60","0","12111729","0","6","0","0","319","44","0","0","1","319","17","0","722","605","0","0","0","2524","45602","319","0","0","0","0"
"3190","0","0","0","1","924100305","0","幼年巨蜥","3190","3190","200000001","258200","0","0","0","3190","0","0","0","16010198","0","0","0","0","3190","44","0","0","0","319","0","0","560","373","0","0","0","0","35746","3190","0","0","0","0"
"0","10000","0","0","1","924101101","0","泥巴鱷","5000","0","300000008","309106","0","100","0","5000","0","0","0","80000000","0","1","0","0","5000","60","0","0","0","100","0","0","150","400","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924101102","250","爆裂敵人","0","50","300000009","217300","0","0","0","200","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","12000","0","0","1","924101201","0","泥巴鱷","5000","0","300000008","309106","0","100","0","5000","0","0","0","150000000","0","1","0","0","5000","60","0","0","0","200","0","0","150","500","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924101202","250","爆裂敵人","0","50","300000009","217300","0","0","0","200","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","32000","0","0","1","924101301","0","泥巴鱷","5000","0","300000008","309106","0","100","0","5000","0","0","0","300000000","0","1","0","0","5000","60","0","0","0","450","0","0","1100","900","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924101302","250","爆裂敵人","0","500","300000009","217300","0","0","0","500","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","32000","0","0","1","924101401","0","泥巴鱷","5000","0","300000008","309106","0","100","0","5000","0","0","0","1000000000","0","1","0","0","5000","60","0","0","0","450","0","0","1100","900","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924101402","250","爆裂敵人","0","500","300000009","217300","0","0","0","500","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"300","0","0","0","1","924102101","0","黑曜飛龍","5000","50000","300000008","312004","0","130","0","50000","0","0","0","80000000","0","1","0","0","50000","60","0","0","0","100","0","0","0","0","0","0","300","0","0","0","0","300","0","0"
"0","30000","0","0","1","924102102","0","黑曜飛龍Ａ","0","0","300000008","312004","0","0","0","0","0","0","0","600000","0","1","0","0","0","60","0","0","0","100","0","0","1000","3000","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924102103","0","黑曜飛龍Ｂ","0","0","300000008","312004","0","0","0","0","0","0","0","1800000","0","1","0","0","0","60","0","0","0","100","0","0","500","600","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924102104","0","黑曜飛龍Ｃ","0","0","300000008","312004","0","0","0","0","0","0","0","1200000","0","1","0","0","0","60","0","0","0","100","0","0","200","300","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924102105","250","爆裂敵人","0","100","300000009","217300","0","0","0","100","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"300","0","0","0","1","924102201","0","黑曜飛龍","5000","50000","300000008","312004","0","130","0","50000","0","0","0","150000000","0","1","0","0","50000","60","0","0","0","200","0","0","0","0","0","0","300","0","0","0","0","300","0","0"
"0","40000","0","0","1","924102202","0","黑曜飛龍Ａ","0","0","300000008","312004","0","0","0","0","0","0","0","800000","0","1","0","0","0","60","0","0","0","200","0","0","1000","4000","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924102203","0","黑曜飛龍Ｂ","0","0","300000008","312004","0","0","0","0","0","0","0","2400000","0","1","0","0","0","60","0","0","0","200","0","0","500","600","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924102204","0","黑曜飛龍Ｃ","0","0","300000008","312004","0","0","0","0","0","0","0","1800000","0","1","0","0","0","60","0","0","0","200","0","0","200","300","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924102205","250","爆裂敵人","0","200","300000009","217300","0","0","0","200","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"300","0","0","0","1","924102301","0","黑曜飛龍","5000","50000","300000008","312004","0","130","0","50000","0","0","0","300000000","0","1","0","0","50000","60","0","0","0","450","0","0","0","0","0","0","300","0","0","0","0","300","0","0"
"0","60000","0","0","1","924102302","0","黑曜飛龍Ａ","0","0","300000008","312004","0","0","0","0","0","0","0","1200000","0","1","0","0","0","60","0","0","0","450","0","0","10000","10000","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924102303","0","黑曜飛龍Ｂ","0","0","300000008","312004","0","0","0","0","0","0","0","3600000","0","1","0","0","0","60","0","0","0","450","0","0","1200","1200","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924102304","0","黑曜飛龍Ｃ","0","0","300000008","312004","0","0","0","0","0","0","0","2400000","0","1","0","0","0","60","0","0","0","450","0","0","500","500","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924102305","250","爆裂敵人","0","400","300000009","217300","0","0","0","400","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"300","0","0","0","1","924102401","0","黑曜飛龍","5000","50000","300000008","312004","0","130","0","50000","0","0","0","1000000000","0","1","0","0","50000","60","0","0","0","450","0","0","0","0","0","0","300","0","0","0","0","300","0","0"
"0","60000","0","0","1","924102402","0","黑曜飛龍Ａ","0","0","300000008","312004","0","0","0","0","0","0","0","1200000","0","1","0","0","0","60","0","0","0","450","0","0","10000","10000","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924102403","0","黑曜飛龍Ｂ","0","0","300000008","312004","0","0","0","0","0","0","0","3600000","0","1","0","0","0","60","0","0","0","450","0","0","1200","1200","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924102404","0","黑曜飛龍Ｃ","0","0","300000008","312004","0","0","0","0","0","0","0","2400000","0","1","0","0","0","60","0","0","0","450","0","0","500","500","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924102405","250","爆裂敵人","0","400","300000009","217300","0","0","0","400","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","17000","0","0","1","924103101","0","熾焰巨獸龍","500","0","300000008","303608","0","70","0","2200","0","0","0","80000000","0","1","0","0","2000","60","0","0","0","100","0","0","500","1000","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924103102","250","爆裂敵人","0","200","300000009","217300","0","0","0","200","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","22000","0","0","1","924103201","0","熾焰巨獸龍","500","0","300000008","303608","0","70","0","2200","0","0","0","150000000","0","1","0","0","2000","60","0","0","0","200","0","0","700","1000","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924103202","250","爆裂敵人","0","300","300000009","217300","0","0","0","300","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","34000","0","0","1","924103301","0","熾焰巨獸龍","500","0","300000008","303608","0","70","0","2200","0","0","0","300000000","0","1","0","0","2000","60","0","0","0","450","0","0","1000","3000","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924103302","250","爆裂敵人","0","400","300000009","217300","0","0","0","600","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","34000","0","0","1","924103401","0","熾焰巨獸龍","500","0","300000008","303608","0","70","0","2200","0","0","0","1000000000","0","1","0","0","2000","60","0","0","0","450","0","0","1000","3000","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924103402","250","爆裂敵人","0","400","300000009","217300","0","0","0","600","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"3220","448","0","0","1","924110101","0","岩龜暴君","3220","3220","200000001","251100","0","0","0","3220","0","0","0","4980501","0","0","0","0","3220","42","0","0","0","322","0","0","2718","1812","0","0","0","0","0","3220","0","0","0","0"
"3220","584","0","0","1","924110102","0","青藍魔像","3220","3220","200000001","250800","0","0","0","3220","0","0","0","7192161","0","0","0","0","3220","42","0","0","0","322","0","0","4349","725","0","0","0","0","0","3220","0","0","0","0"
"3220","1320","0","0","1","924110103","0","生者劍士","3220","3220","200000001","251000","0","0","0","3220","0","0","0","5081079","0","0","0","0","3220","42","0","0","0","322","0","0","3262","1450","0","0","0","0","0","3220","0","0","0","0"
"322","9512","0","0","32","924110104","0","純的闇影","322","322","200000001","604701","0","30","0","322","0","69","0","3571344","0","6","26","0","322","42","0","0","1","322","5","0","3515","3065","0","0","0","0","0","322","0","0","536","0"
"322","19788","0","0","32","924110105","0","碧的闇影","322","322","200000001","604001","0","29","0","322","0","55","0","1696632","0","6","34","0","322","67","0","0","1","322","2","0","1486","1469","0","0","0","0","0","322","0","0","1165","0"
"3220","14881","0","0","1","924110201","0","獸人","3220","3220","200000001","252800","0","0","0","3220","0","0","0","22556397","0","0","0","0","3220","42","0","0","0","322","0","0","1395","1550","0","0","0","0","0","3220","0","0","0","0"
"322","0","0","0","32","924110202","0","依里（天使）的闇影","322","322","200000001","613801","0","23","0","322","0","1580","0","17387799","0","5","6","0","322","42","0","0","1","322","18","0","2796","1887","0","0","0","203","49844","322","0","0","0","0"
"3220","0","0","0","1","924110203","0","洞窟蝙蝠","3220","3220","200000001","254900","0","0","0","3220","0","0","0","20658288","0","0","0","0","3220","42","0","0","0","322","0","0","1163","775","0","0","0","0","43401","3220","0","0","0","0"
"322","0","0","0","32","924110204","0","凱留（超載）的闇影","322","322","200000001","621101","0","24","0","322","0","45","0","15818933","0","5","0","0","322","42","0","0","1","322","17","0","585","458","0","0","0","2297","86650","322","0","0","0","0"
"3220","0","0","0","1","924110205","0","搗蛋惡魔","3220","3220","200000001","256300","0","0","0","3220","0","0","0","21396062","0","0","0","0","3220","42","0","0","0","322","0","0","698","465","0","0","0","0","48307","3220","0","0","0","0"
"3220","20133","0","0","1","924110301","0","叢林護衛","3220","3220","200000001","251300","0","0","0","3220","0","0","0","36888016","0","0","0","0","3220","44","0","0","0","322","0","0","2333","933","0","0","0","0","0","3220","0","0","0","0"
"322","96909","0","0","33","924110302","0","日和的闇影","322","322","200000001","600101","0","59","0","322","0","20","0","27415505","0","6","20","0","322","62","0","0","1","322","15","0","753","932","0","0","0","0","0","322","0","0","2271","0"
"322","87491","0","0","33","924110303","0","琪愛兒的闇影","322","322","200000001","610901","0","50","0","322","0","20","0","25630808","0","5","24","0","322","62","0","0","1","322","15","0","589","794","0","0","0","0","0","322","0","0","2424","0"
"3220","59372","0","0","1","924110304","0","紅蕈菇","3220","3220","200000001","252100","0","0","0","3220","0","0","0","34253046","0","0","0","0","3220","44","0","0","0","322","0","0","1400","933","0","0","0","0","0","3220","0","0","0","0"
"322","0","0","0","33","924110305","0","優衣（祭服）的闇影","322","322","200000001","615601","0","29","0","322","0","2850","0","24350797","0","5","3","0","322","44","0","0","1","322","21","0","2261","1326","0","0","0","510","63137","322","0","0","0","0"
"0","16000","0","0","1","924111101","0","哥布林王者","1200","600","300000008","305705","0","70","0","0","0","0","0","80000000","0","1","0","0","1800","60","0","0","0","100","0","0","800","2000","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924111102","250","爆裂敵人","0","250","300000009","217300","0","0","0","250","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","40000","0","0","1","924111201","0","哥布林王者","1200","600","300000008","305705","0","70","0","0","0","0","0","150000000","0","1","0","0","1800","60","0","0","0","200","0","0","1300","2600","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924111202","250","爆裂敵人","0","300","300000009","217300","0","0","0","400","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","80000","0","0","1","924111301","0","哥布林王者","1200","600","300000008","305705","0","70","0","0","0","0","0","300000000","0","1","0","0","1800","60","0","0","0","450","0","0","1400","3200","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924111302","250","爆裂敵人","0","300","300000009","217300","0","0","0","600","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","80000","0","0","1","924111401","0","哥布林王者","1200","600","300000008","305705","0","70","0","0","0","0","0","1000000000","0","1","0","0","1800","60","0","0","0","450","0","0","1400","3200","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924111402","250","爆裂敵人","0","300","300000009","217300","0","0","0","600","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"200","0","0","0","1","924112101","0","雷電","1500","1","300000008","304503","0","70","0","1600","0","0","0","80000000","0","1","0","0","2000","60","0","0","0","100","0","0","0","0","0","0","0","0","0","200","0","200","0","0"
"0","24000","0","0","1","924112102","0","雷電Ａ","0","0","300000008","304503","0","0","0","0","0","0","0","1000000","0","1","0","0","0","60","0","0","0","100","0","0","8000","8000","0","0","0","0","1000","0","0","0","0","0"
