703c64118475f662a3f3a6cb1df6c8541354581b8323a2a31a1e46998564f1d0,194efee254ebca297bac721f4d86fbd4668dd3b7e2b26fb28107876749af231a,939dbab3b5c17e2fc708612dec60ce6ef8f22879dffc1b7554fa9cfe4e9dcb74,26fcde31b7e124ddda74729e474a88e8aa9328da211f903a3b3b4cd2907443a1,3fc0281943728e2c4dfd203516c6c061b0fe04cdfaa6ad542c4b8ca9ab2dc194,921f3494ee8a736aa9883b4e94a200ad26042bc109221c1e34d4069352b00a5e,93c8d819c7745f0c1f4a32cd443377d7e3abf081886e20f78724812dd0f4a962,5b3249259bc97d0424368cf517b97275393b26052fa55c9dfff6824fd32a3cc6,cbb84825853e051792f50c972b63c841af8aba477c0c8961b8eca3097bc8533d,d107e97beb0abb2daade0967200f1c53606125af737b71810edae2629c8a5b71,647b19bffcf32e2dde1cb6895ab3f85c0b090a0de83f5d48ffb8af9cd1f886c8
"doya_in_sad","0.2","132011","doya_talk_sad","0","63067","","5152063","0","1","3"
"vo_rag_5009","","vo_rag","0","0","63068","","5152063","","","21"
"這就是偶像……非常嚴峻。\n話說回來……還有\n其他不同種的體操吧？","0","132011","1","7","63069","0","5152063","0","1","11"
"","","0","0","0","63070","","5152063","","","91"
"doya_talk","0.2","132011","","1","63071","","5152063","","","3"
"vo_rag_5010","","vo_rag","0","0","63072","","5152063","","","21"
"那部分也請務必傳授給我。\n啊啊，我在旁邊看著\n就好了。","0","132011","1","7","63073","0","5152063","0","1","11"
"","","0","0","0","63074","","5152063","","","91"
"doya_idle","0.2","132011","","1","63075","","5152063","","","3"
"sad_talk_anger","0.2","131711","","1","63076","","5152063","","","3"
"vo_rag_5011","","vo_rag","0","0","63077","","5152063","","","21"
"真不愧是「強欲的魔女」。\n即使體力低落到不行，\n但求知慾卻是無限的呢。","0","131711","1","9","63078","0","5152063","0","1","11"
"","","0","0","0","63079","","5152063","","","91"
"doya_to_doya","0.2","132011","doya_idle_normal2","0","63080","","5152063","0","1","3"
"cool_in_joy2","0.2","131711","cool_talk_joy2","0","63081","","5152063","0","1","3"
"se_10058300_emotion_isekai_1","","se_10058300","","0","63082","","5152063","","","23"
"10","","131711","0","0.8","63083","","5152063","","0","12"
"0","","1.5","","","63084","","5152063","","","93"
"sad_idle_surprise1","0.2","132011","","1","63085","","5152063","","","3"
"ames_idol_dance","0.2","131711","","0","63086","","5152063","","","3"
"0","","1.8","","","63087","","5152063","","","93"
"echidna_interest_in","0.2","132011","echidna_interest_talk","0","63088","","5152063","0","1","3"
"se_10058300_emotion_isekai_2","","se_10058300","","0","63089","","5152063","","","23"
"7","","132011","0","2","63090","","5152063","","0","12"
"0","","1.1","","","63091","","5152063","","","93"
"0","","0.5","","","63092","","5152063","","","93"
"","","63094","","","63093","","5152063","","","101"
"bgm_MC173B","","bgm_MC173B","","","63094","","5152063","","","25"
"0","","0","","","63095","","5152063","","","22"
"102611","1.55","1","410","110","64001","idle_normal","5152064","1","-295","1"
"107811","1.45","1","176","105","64002","cool_idle","5152064","0","-114","1"
"102311","1.5","1","12","106","64003","joy_idle_normal","5152064","0","-179","1"
"110311","1.45","1","-177","105","64004","idle_normal","5152064","0","-116","1"
"102111","1.55","1","-226","107","64005","wish_idle","5152064","0","-258","1"
"131911","1.55","1","115","107","64006","idle_normal","5152064","0","-260","1"
"122811","1.5","1","-350","106","64007","doya_idle","5152064","0","-178","1"
"122911","1.6","1","-391","108","64008","idle_normal","5152064","0","-334","1"
"122711","1.6","1","-60","108","64009","idle_normal","5152064","0","-330","1"
"210","","102611","","","64010","","5152064","","","13"
"207","","131911","","","64011","","5152064","","","13"
"205","","110311","","","64012","","5152064","","","13"
"208","","122711","","","64013","","5152064","","","13"
"206","","122811","","","64014","","5152064","","","13"
"208","","122911","","","64015","","5152064","","","13"
"207","","102111","","","64016","","5152064","","","13"
"206","","102311","","","64017","","5152064","","","13"
"205","","107811","","","64018","","5152064","","","13"
"11","1.55","1","410","115","64019","empty","5152064","1","-295","5"
"61","1.55","1","115","131","64020","empty","5152064","0","-260","5"
"62","1.55","1","146","131","64021","empty","5152064","0","-134","5"
"63","1.55","1","410","132","64022","empty","5152064","0","-295","5"
"64","1.55","1","-177","132","64023","empty","5152064","0","-136","5"
"1","1","1","40","0","64024","","5152064","","1.3","31"
"13","0","13","-235","385","64025","","5152064","","1","31"
"2","0","2","0","0","64026","","5152064","","1","31"
"3","1","3","0","0","64027","","5152064","","1","31"
"0","","0","","","64028","","5152064","","","91"
"telop_4","","3","","","64029","","5152064","","","37"
"0","","0","","0","64030","","5152064","","","102"
"0","","1","","","64031","","5152064","","","93"
"sad_talk_dead","0.2","102611","","1","64032","","5152064","","","3"
"vo_rag_3001","","vo_rag","0","0","64033","","5152064","","","21"
"咦咦……騙人，來了一堆人啊……\n這麼早就過來，真是辛苦了啊……","0","102611","1","8","64034","0","5152064","0","1","11"
"","","0","0","0","64035","","5152064","","","91"
"talk_normal_surprise","0.2","102611","","1","64036","","5152064","","","3"
"vo_rag_3002","","vo_rag","0","0","64037","","5152064","","","21"
"雖然我其實並不想做，\n不過要開始做體操囉～","0","102611","1","8","64038","0","5152064","0","1","11"
"","","0","0","0","64039","","5152064","","","91"
"idle_normal","0.2","102611","","1","64040","","5152064","","","3"
"bgm_MC175B","","bgm_MC175B","","","64041","","5152064","","","25"
"1","","2","","","64042","","5152064","","","32"
"vo_rag_3003","","vo_rag","0","0","64043","","5152064","","","21"
"首先是原地跳躍～\n一、二、三……","0","102611","1","9","64044","2.2","5152064","0","0","11"
"","","3.2","0","0","64045","","5152064","","","93"
"gutara_jump3time","0.2","11","tired_idle","0","64046","","5152064","0.2","1","3"
"gutara_jump3time","0.2","102611","tired_idle","0","64047","","5152064","0.2","1","3"
"","","0.1","0","0","64048","","5152064","","","93"
"jump3time","0.2","131911","idle_normal","0","64049","","5152064","0.2","1","3"
"jump3time","0.2","122911","idle_normal","0","64050","","5152064","0.2","1","3"
"jump3time","0.2","102311","joy_idle_normal","0","64051","","5152064","0.2","1","3"
"","","0.1","0","0","64052","","5152064","","","93"
"jump3time","0.2","107811","idle_normal","0","64053","","5152064","0.2","1","3"
"jump3time","0.2","110311","idle_normal","0","64054","","5152064","0.2","1","3"
"jump3time","0.2","102111","wish_idle","0","64055","","5152064","0.2","1","3"
"","","0.1","0","0","64056","","5152064","","","93"
"jump3time","0.2","122811","doya_idle","0","64057","","5152064","0.2","1","3"
"jump3time","0.2","122711","idle_normal","0","64058","","5152064","0.2","1","3"
"0","","2.1","","","64059","","5152064","","","93"
"se_10058300_isekai_breath","","se_10058300","","0","64060","","5152064","","","23"
"0","","1.7","","","64061","","5152064","","","93"
"","","64044","0","0","64062","","5152064","","","91"
"bgm_MC173B","0","bgm_MC173B","0.5","0.5","64063","","5152064","1","0","27"
"out","","2","","","64064","","5152064","","","37"
"vo_rag_3004","","vo_rag","0","0","64065","","5152064","","","21"
"……呼，稍微休息一下吧。","0","102611","1","8","64066","0","5152064","","1","11"
"","","0","0","0","64067","","5152064","","","91"
"talk_normal_shy","0.2","107811","","1","64068","","5152064","","","3"
"vo_rag_3005","","vo_rag","0","0","64069","","5152064","","","21"
"再怎麼說也太快了吧！？","0","107811","1","7","64070","0","5152064","","1","11"
"","","0","0","0","64071","","5152064","","","91"
"idle_normal_shy","0.2","107811","","1","64072","","5152064","","","3"
"0.3","","se_10058300_isekai_breath","","","64073","","5152064","","","24"
"empty","0.2","11","","1","64074","","5152064","","","3"
"talk_normal_joy","0.2","102611","","1","64075","","5152064","","","3"
"vo_rag_3006","","vo_rag","0","0","64076","","5152064","","","21"
"那麼接著就躺下來深呼吸～","0","102611","1","7","64077","0","5152064","","1","11"
"","","0","0","0","64078","","5152064","","","91"
"idle_to_layLongHair","0.2","102611","gutara_sleepy_idle","0","64079","","5152064","0","1","3"
"","","0.2","0","0","64080","","5152064","","","93"
"idle_to_layLongHair","0.2","131911","gutara_breathLongHair_idle","0","64081","","5152064","0","1","3"
"idle_to_layShortHair","0.2","122911","gutara_breathShortHair_idle","0","64082","","5152064","0","1","3"
"idle_to_layShortHair","0.2","102311","gutara_breathShortHair_idle","0","64083","","5152064","0","1","3"
"","","0.2","0","0","64084","","5152064","","","93"
"idle_to_layLongHair","0.2","110311","gutara_breathLongHair_idle","0","64085","","5152064","0","1","3"
"idle_to_layShortHair","0.2","122711","gutara_breathShortHair_idle","0","64086","","5152064","0","1","3"
"idle_to_layLongHair","0.2","107811","gutara_breathLongHair_idle","0","64087","","5152064","0","1","3"
"","","0.1","0","0","64088","","5152064","","","93"
"idle_to_layShortHair","0.2","102111","gutara_breathShortHair_idle","0","64089","","5152064","0","1","3"
"idle_to_layShortHair","0.2","122811","gutara_breathShortHair_idle","0","64090","","5152064","0","1","3"
"105","12","0","1","1","64091","","5152064","","2.8","121"
"","","2","0","0","64092","","5152064","","","93"
"12","50","102611","0","1.5","64093","","5152064","-120","0","12"
"","","1.5","0","0","64094","","5152064","","","93"
"gutara_sleep2_in","0.2","102611","gutara_sleep2_idle","0","64095","","5152064","0","1","3"
"","","1.5","0","0","64096","","5152064","","","93"
"1","","13","","","64097","","5152064","","","32"
"vo_rag_3007","","vo_rag","0","0","64098","","5152064","","","21"
"呼……唔嗯唔嗯……","15","102611","1","9","64099","0","5152064","-100","1","11"
"","","0","0","0","64100","","5152064","","","91"
"se_10058300_gutara_sleep","","se_10058300","","0","64101","","5152064","","","23"
"0","","11","","","64102","","5152064","","","4"
"460","","11","0","-310","64103","","5152064","","0","2"
"gutara_sleep","","11","","0","64104","","5152064","","","3"
"gutara_surprise","0.2","107811","gutara_sleep1_idle","0","64105","","5152064","0","1","3"
"vo_rag_3008","","vo_rag","0","0","64106","","5152064","","","21"
"騙人的吧？睡著了！？\n討厭，連我都變得想睡了……","-15","107811","1","8","64107","1.5","5152064","-40","0","11"
"0","","6.8","","","64108","","5152064","","","93"
"0","","0.5","","","64109","","5152064","","","93"
"se_10058300_gutara_sleep","","se_10058300","","0","64110","","5152064","","","23"
"gutara_sleep2","","62","","0","64111","","5152064","","","3"
"","","64107","0","0","64112","","5152064","","","91"
"gutara_sleep1ShortHair_in","0.2","122911","gutara_sleep1_idle","0","64113","","5152064","0","1","3"
"","","0.2","0","0","64114","","5152064","","","93"
"gutara_sleep1ShortHair_in","0.2","102311","gutara_sleep1_idle","0","64115","","5152064","0","1","3"
"","","0.2","0","0","64116","","5152064","","","93"
"gutara_sleep1ShortHair_in","0.2","122811","gutara_sleep1_idle","0","64117","","5152064","0","1","3"
"","","1.5","0","0","64118","","5152064","","","93"
"gutara_sleepy_in","0.2","110311","gutara_sleep1_idle","0","64119","","5152064","0","1","3"
"vo_rag_3009","","vo_rag","0","0","64120","","5152064","","","21"
"畢竟今天起得早……\n我也……呼啊……","-40","110311","1","8","64121","1.5","5152064","-110","0","11"
"0","","7.4","","","64122","","5152064","","","93"
"se_10058300_gutara_sleep","","se_10058300","","0","64123","","5152064","","","23"
"gutara_sleep","","64","","0","64124","","5152064","","","3"
"","","64121","0","0","64125","","5152064","","","91"
"gutara_sleep1ShortHair_in","0.2","102111","gutara_sleep1_idle","0","64126","","5152064","0","1","3"
"","","0.2","0","0","64127","","5152064","","","93"
"gutara_sleep1ShortHair_in","0.2","122711","gutara_sleep1_idle","0","64128","","5152064","0","1","3"
"","","4","0","0","64129","","5152064","","","93"
"gutara_notice_in","0.2","131911","gutara_notice_talk_shy","0","64130","","5152064","0","1","3"
"vo_rag_3010","","vo_rag","0","0","64131","","5152064","","","21"
"咦，大家都睡著了！？\n太讓人吃驚了。\n得把大家叫醒才行……","-15","131911","1","8","64132","0","5152064","-50","1","11"
"","","0","0","0","64133","","5152064","","","91"
"gutara_notice_to_notice","0.2","131911","gutara_notice_talk_dead","0","64134","","5152064","0","1","3"
"vo_rag_3011","","vo_rag","0","0","64135","","5152064","","","21"
"呼哈……\n咦，這是怎麼回事，\n連我都突然想睡了……呼","-15","131911","1","8","64136","0","5152064","-50","1","11"
"","","0","0","0","64137","","5152064","","","91"
"gutara_notice_out","0.2","131911","gutara_sleep1_idle","0","64138","","5152064","0","1","3"
"","","0.5","0","0","64139","","5152064","","","93"
"se_10058300_gutara_sleep","","se_10058300","","0","64140","","5152064","","","23"
"gutara_sleep","","61","","0","64141","","5152064","","","3"
"","","1.3","0","0","64142","","5152064","","","93"
"se_10058300_gutara_sleep","","se_10058300","","0","64143","","5152064","","","23"
"-205","","64","0","-305","64144","","5152064","","0","2"
"gutara_sleep2","","64","","0","64145","","5152064","","","3"
"","","1.3","0","0","64146","","5152064","","","93"
"se_10058300_gutara_sleep","","se_10058300","","0","64147","","5152064","","","23"
"-300","","62","0","-190","64148","","5152064","","0","2"
"gutara_sleep","","62","","0","64149","","5152064","","","3"
"","","2","0","0","64150","","5152064","","","93"
"0","","0.5","","","64151","","5152064","","","93"
"","","64153","","","64152","","5152064","","","101"
"bgm_MC173B","","bgm_MC173B","","","64153","","5152064","","","25"
"0","","0","","","64154","","5152064","","","22"
"127111","1.55","1","335","109","65001","idle_normal","5152065","1","-280","1"
"132111","1.5","1","-252","105","65002","wish_idle_normal","5152065","0","-179","1"
"4","1.5","4","-74","104","65003","doya_idle","5152065","0","-163","5"
"131911","1.55","1","29","107","65004","idle_normal","5152065","0","-264","1"
"126911","1.55","1","-346","109","65005","wish_idle_normal","5152065","0","-304","1"
"113111","1.55","1","-150","108","65006","idle_normal","5152065","0","-285","1"
"6","1.5","6","1000","110","65007","ghost_dokuro_idle","5152065","1","-280","5"
"1","0","6","1","1","65008","","5152065","0","0","6"
"7","1.5","7","-507","106","65009","idle_normal","5152065","0","-178","5"
"1","0","7","1","1","65010","","5152065","0","0","6"
"209","","127111","","","65011","","5152065","","","13"
"205","","132111","","","65012","","5152065","","","13"
"204","","4","","","65013","","5152065","","","13"
"207","","131911","","","65014","","5152065","","","13"
"209","","126911","","","65015","","5152065","","","13"
"208","","113111","","","65016","","5152065","","","13"
"1","1","1","0","0","65017","","5152065","","1.03","31"
"14","0","14","-178","-507","65018","","5152065","","1","31"
"16","0","16","0","0","65019","","5152065","","1.03","31"
"2","0","2","0","0","65020","","5152065","","1","31"
"3","1","3","0","0","65021","","5152065","","1","31"
"15","0","15","-130","1000","65022","","5152065","","1","31"
"0","","0","","","65023","","5152065","","","91"
"telop_5","","3","","","65024","","5152065","","","37"
"0","","0","","0","65025","","5152065","","","102"
"0","","1","","","65026","","5152065","","","93"
"talk_normal","0.2","127111","","1","65027","","5152065","","","3"
"vo_rag_4001","","vo_rag","0","0","65028","","5152065","","","21"
"我是今天負責\n示範體操的忍。","0","127111","1","5","65029","0","5152065","0","1","11"
"","","0","0","0","65030","","5152065","","","91"
"talk_normal","0.2","127111","","1","65031","","5152065","","","3"
"vo_rag_4002","","vo_rag","0","0","65032","","5152065","","","21"
"那邊的妳也請一起做吧。\n那麼就開始吧。一二、一……","0","127111","1","7","65033","0","5152065","0","1","11"
"","","0","0","0","65034","","5152065","","","91"
"1","","2","","","65035","","5152065","","","32"
"bgm_MC175C","","bgm_MC175C","","","65036","","5152065","","","25"
"0","","0.5","","","65037","","5152065","","","93"
"radio_stretch1_loop","0.3","127111","","1","65038","","5152065","","","3"
"0","","0.1","","","65039","","5152065","","","93"
"radio_stretch1_loop","0.2","132111","","1","65040","","5152065","","","3"
"radio_stretch1_loop","0.2","4","","1","65041","","5152065","","","3"
"radio_stretch1_loop","0.2","131911","","1","65042","","5152065","","","3"
"radio_stretch1_loop","0.2","126911","","1","65043","","5152065","","","3"
"radio_stretch1_loop","0.2","113111","","1","65044","","5152065","","","3"
"radio_stretch1_loop","0.2","7","","1","65045","","5152065","","","3"
"0","","1","","","65046","","5152065","","","93"
"1","","16","","","65047","","5152065","","","32"
"1","","14","","","65048","","5152065","","","32"
"0","","0.7","","","65049","","5152065","","","93"
"0","12","65","1","1","65050","","5152065","","2.8","121"
"0","","1","","","65051","","5152065","","","93"
"1","1","7","1","1","65052","","5152065","0","1","6"
"0","","2.2","","","65053","","5152065","","","93"
"ghost_stretch1_turn","0.2","131911","sad_talkR","0","65054","","5152065","0","1","3"
"vo_rag_4003","","vo_rag","0","0","65055","","5152065","","","21"
"那個，那邊沒有任何人……\n呀啊！","0","131911","1","6","65056","0.5","5152065","50","0","11"
"0","","2.5","","","65057","","5152065","","","93"
"shock_inR","0.2","131911","shock_loopR","0","65058","","5152065","0","1","3"
"0","","2.1","","","65059","","5152065","","","93"
"","","65056","0","0","65060","","5152065","","","91"
"ghost_stretch2_turn","0.2","131911","","0","65061","","5152065","","","3"
"0","","0.4","","","65062","","5152065","","","93"
"radio_stretch2R_loop","0.2","127111","","1","65063","","5152065","","","3"
"0","","0.1","","","65064","","5152065","","","93"
"radio_stretch2_loop","0.2","132111","","1","65065","","5152065","","","3"
"radio_stretch2_loop","0.2","4","","1","65066","","5152065","","","3"
"radio_stretch2_loop_faceBlue","0.2","131911","","1","65067","","5152065","","","3"
"radio_stretch2_loop","0.2","126911","","1","65068","","5152065","","","3"
"radio_stretch2_loop_faceBlue","0.2","113111","","1","65069","","5152065","","","3"
"radio_stretch2_loop","0.2","7","","1","65070","","5152065","","","3"
"vo_rag_4004","","vo_rag","0","0","65071","","5152065","","","21"
"喂、喂喂，饒了我吧……","0","113111","1","7","65072","0.5","5152065","50","0","11"
"0","","6.6","","","65073","","5152065","","","93"
"vo_rag_4005","","vo_rag","0","0","65074","","5152065","","","21"
"沒錯，就是這樣。","0","127111","1","8","65075","0.5","5152065","0","0","11"
"0","","3.4","","","65076","","5152065","","","93"
"spread","","14","","","65077","","5152065","","","37"
"0","","0.3","","","65078","","5152065","","","93"
"radio_stretch1_loop_surprise1","0.2","127111","","1","65079","","5152065","","","3"
"0","","0.1","","","65080","","5152065","","","93"
"radio_stretch1_loop_faceBlue","0.2","132111","","1","65081","","5152065","","","3"
"radio_stretch1_loop","0.2","4","","1","65082","","5152065","","","3"
"radio_stretch1_loop_faceBlue","0.2","131911","","1","65083","","5152065","","","3"
"radio_stretch1_loop","0.2","126911","","1","65084","","5152065","","","3"
"radio_stretch1_loop_faceBlue","0.2","113111","","1","65085","","5152065","","","3"
"radio_stretch1_loop","0.2","7","","1","65086","","5152065","","","3"
"se_10058300_ghost_cold","","se_10058300","","0","65087","","5152065","","","23"
"0","","1","","","65088","","5152065","","","93"
"vo_rag_4006","","vo_rag","0","0","65089","","5152065","","","21"
"呀！姊、姊姊……","0","132111","1","8","65090","0.5","5152065","0","0","11"
"0","","4.6","","","65091","","5152065","","","93"
"vo_rag_4007","","vo_rag","0","0","65092","","5152065","","","21"
"二二、三四……","0","127111","1","8","65093","0.5","5152065","0","0","11"
"0","","3.7","","","65094","","5152065","","","93"
"0","","1.1","","","65095","","5152065","","","93"
"","","0","0","0","65096","","5152065","","","91"
"radio_stretch2R_loop","0.2","127111","","1","65097","","5152065","","","3"
"0","","0.1","","","65098","","5152065","","","93"
"radio_stretch2_loop_faceBlue","0.2","132111","","1","65099","","5152065","","","3"
"radio_stretch2_loop","0.2","4","","1","65100","","5152065","","","3"
"radio_stretch2_loop_faceBlue","0.2","131911","","1","65101","","5152065","","","3"
"radio_stretch2_loop","0.2","126911","","1","65102","","5152065","","","3"
"radio_stretch2_loop_faceBlue","0.2","113111","","1","65103","","5152065","","","3"
"radio_stretch2_loop","0.2","7","","1","65104","","5152065","","","3"
"vo_rag_4008","","vo_rag","0","0","65105","","5152065","","","21"
"是風。\n絕對是風造成的。\n集中精神在體操上，雷姆。","0","4","1","8","65106","0.5","5152065","0","0","11"
"0","","5.1","","","65107","","5152065","","","93"
"0","","0","","","65108","","5152065","","","93"
"1","","15","","","65109","","5152065","","","32"
"197","","15","0.8","-130","65110","","5152065","","11","33"
"197","","6","0.8","-280","65111","","5152065","","11","2"
"se_10058300_ghost_soul","","se_10058300","","0","65112","","5152065","","","23"
"0","","0.5","","","65113","","5152065","","","93"
"shock_jump","0.2","131911","escape","0","65114","","5152065","0","1","3"
"shock_jump","0.2","113111","escape","0","65115","","5152065","0","1","3"
"vo_rag_4010","","vo_rag","0","0","65116","","5152065","","","21"
"呀啊啊啊──！","20","131911","0","20","65117","0.8","5152065","80","0","11"
"vo_rag_4011","","vo_rag","0","1","65118","","5152065","","","21"
"咿、咿咿咿咿──！？","-20","113111","0","18","65119","0","5152065","80","0","11"
"0","","0.3","","","65120","","5152065","","","93"
"0","","6","","","65121","","5152065","","","4"
"0","","0.7","","","65122","","5152065","","","93"
"-1050","","131911","2","-264","65123","","5152065","","0","2"
"-1229","","113111","2","-285","65124","","5152065","","0","2"
"out","","2","","","65125","","5152065","","","37"
"out","","16","","","65126","","5152065","","","37"
"out","","14","","","65127","","5152065","","","37"
"bgm_MC173B","0","bgm_MC173B","0.5","0.5","65128","","5152065","1","0","27"
"idle_normal","0.2","7","","1","65129","","5152065","","","3"
"1","1.2","7","1","1","65130","","5152065","0","0","6"
"sad_idle_normal","0.2","127111","","1","65131","","5152065","","","3"
"0","","0.1","","","65132","","5152065","","","93"
"idle_normal_surprise1","0.2","132111","","1","65133","","5152065","","","3"
"idle_normal_surprise1","0.2","4","","1","65134","","5152065","","","3"
"idle_normal","0.2","126911","","1","65135","","5152065","","","3"
"0","","0.1","","","65136","","5152065","","","93"
"1","1","6","1","1","65137","","5152065","0","1","6"
"0","","2","","","65138","","5152065","","","93"
"vo_rag_4009","","vo_rag","0","0","65139","","5152065","","","21"
"喂──忍……\n我可找到妳了。","0","6","1","8","65140","0","5152065","20","1","11"
"","","0","","","65141","","5152065","","","91"
"sad_talk_talk2","0.2","127111","","1","65142","","5152065","","","3"
"ghost_dokuro_turn","0.2","6","ghost_dokuro_idleR","0","65143","","5152065","0","1","3"
"vo_rag_4012","","vo_rag","0","0","65144","","5152065","","","21"
"那麼，大家打起精神，\n繼續做體操吧。","0","127111","1","8","65145","0","5152065","0","1","11"
"","","65145","0","0","65146","","5152065","","","91"
"radio_stretch1_loop_surprise1","0.2","127111","","1","65147","","5152065","","","3"
"0","","0.1","","","65148","","5152065","","","93"
"radio_stretch1_loop","0.2","132111","","1","65149","","5152065","","","3"
"radio_stretch1_loop","0.2","4","","1","65150","","5152065","","","3"
"radio_stretch1_loop","0.2","126911","","1","65151","","5152065","","","3"
"0","","2.5","","","65152","","5152065","","","93"
"0","","0.5","","","65153","","5152065","","","93"
"","","65155","","","65154","","5152065","","","101"
"bgm_MC173B","","bgm_MC173B","","","65155","","5152065","","","25"
"0","","0","","","65156","","5152065","","","22"
"0","","1","","","65157","","5152065","","","22"
"131911","1.55","1","-151","108","66001","idle_normal","5152066","0","-259","1"
"132111","1.55","1","-460","110","66002","wish_idle_normal","5152066","0","-295","1"
"4","1.55","4","-305","109","66003","doya_idle","5152066","0","-277","5"
"107511","1.55","1","89","105","66004","idle_normal","5152066","1","-258","1"
"107611","1.55","1","407","107","66005","wish_idle_normal","5152066","1","-297","1"
"107811","1.55","1","245","106","66006","cool_idle","5152066","1","-278","1"
"126911","1.45","1","329","103","66007","wish_idle_normal","5152066","1","-142","1"
"110311","1.45","1","479","104","66008","idle_normal","5152066","1","-158","1"
"113511","1.45","1","178","102","66009","sad_idle_normal","5152066","1","-132","1"
"5","1.55","5","-151","107","66010","empty","5152066","0","-259","5"
"2","0.75","2","15","210","66011","empty","5152066","0","120","5"
"208","","131911","","","66012","","5152066","","","13"
"210","","132111","","","66013","","5152066","","","13"
"209","","4","","","66014","","5152066","","","13"
"205","","107511","","","66015","","5152066","","","13"
"207","","107611","","","66016","","5152066","","","13"
"206","","107811","","","66017","","5152066","","","13"
"203","","126911","","","66018","","5152066","","","13"
"204","","110311","","","66019","","5152066","","","13"
"202","","113511","","","66020","","5152066","","","13"
"1","1","1","0","0","66021","","5152066","","1","31"
"4","0","4","0","0","66022","","5152066","","1","31"
"2","0","2","0","0","66023","","5152066","","1","31"
"3","1","3","0","0","66024","","5152066","","1","31"
"17","0","17","0","0","66025","","5152066","","1","31"
"0","","0","","","66026","","5152066","","","91"
"telop_6","","3","","","66027","","5152066","","","37"
"0","","0","","0","66028","","5152066","","","102"
"0","","1","","","66029","","5152066","","","93"
"talk_normal_joy","0.2","131911","","1","66030","","5152066","","","3"
"vo_rag_1001","","vo_rag","0","0","66031","","5152066","","","21"
"那麼各位，\n廣播體操要開始囉！","-10","131911","1","6","66032","0","5152066","5","1","11"
"","","66032","0","0","66033","","5152066","","","91"
"idle_normal_joy","0.2","131911","","1","66034","","5152066","","","3"
"gutsB_in","0.2","132111","gutsB_idle","0","66035","","5152066","0","1","3"
"cool_in_talk2","0.2","4","cool_talk_talk2","0","66036","","5152066","0","1","3"
"handsup_in","0.2","107511","handsup_loop","0","66037","","5152066","0","1","3"
"wish_talk","0.2","107611","","1","66038","","5152066","","","3"
"wish2_idle","0.2","126911","","1","66039","","5152066","","","3"
"joy_idle","0.2","110311","","1","66040","","5152066","","","3"
"doya_in","0.2","107811","doya_idle_normal2","0","66041","","5152066","0","1","3"
"wish_talk_joy_shy","0.2","113511","","1","66042","","5152066","","","3"
"","","2.5","0","0","66043","","5152066","","","93"
"bgm_MC175A","","bgm_MC175A","","","66044","","5152066","","","25"
"1","","2","","","66045","","5152066","","","32"
"wish_idle_normal","0.2","132111","","1","66046","","5152066","","","3"
"doya_idle","0.2","4","","1","66047","","5152066","","","3"
"idle_normal","0.2","107511","","1","66048","","5152066","","","3"
"wish_idle_normal","0.2","107611","","1","66049","","5152066","","","3"
"cool_idle","0.2","126911","","1","66050","","5152066","","","3"
"wish_idle_normal","0.2","110311","","1","66051","","5152066","","","3"
"idle_normal","0.2","107811","","1","66052","","5152066","","","3"
"sad_idle_normal","0.2","113511","","1","66053","","5152066","","","3"
"vo_rag_1002","","vo_rag","0","0","66054","","5152066","","","21"
"首先先蹦蹦地跳起來，\n放鬆全身。","-10","131911","1","4","66055","0.5","5152066","5","0","11"
"0","","0.5","","","66056","","5152066","","","93"
"radio_jump_loop_normal2","0.2","131911","","1","66057","","5152066","","","3"
"","","1.6","0","0","66058","","5152066","","","93"
"radio_jump_loop","0.2","132111","","1","66059","","5152066","","","3"
"radio_jump_loop_talk2","0.2","4","","1","66060","","5152066","","","3"
"","","0.1","0","0","66061","","5152066","","","93"
"radio_jump_loop","0.2","107511","","1","66062","","5152066","","","3"
"radio_jump_loop","0.2","107611","","1","66063","","5152066","","","3"
"radio_jump_loop","0.2","126911","","1","66064","","5152066","","","3"
"radio_jump_loop","0.2","110311","","1","66065","","5152066","","","3"
"radio_jump_loop","0.2","107811","","1","66066","","5152066","","","3"
"radio_jump_loop","0.2","113511","","1","66067","","5152066","","","3"
"0","","3","","","66068","","5152066","","","93"
"","","66055","0","0","66069","","5152066","","","91"
"vo_rag_1003","","vo_rag","0","0","66070","","5152066","","","21"
"即便只是跳躍\n也意外地累人呢。","-10","4","1","7","66071","0.5","5152066","5","0","11"
"0","","3.2","","","66072","","5152066","","","93"
"","","66071","0","0","66073","","5152066","","","91"
"0","","1.5","","","66074","","5152066","","","93"
"idle_normal","0.3","131911","","1","66075","","5152066","","","3"
"wish_talk","0.3","132111","","1","66076","","5152066","","","3"
"cool_idle","0.3","4","","1","66077","","5152066","","","3"
"0","","0.1","","","66078","","5152066","","","93"
"idle_normal","0.3","107511","","1","66079","","5152066","","","3"
"wish_idle","0.3","107611","","1","66080","","5152066","","","3"
"wish_idle_normal","0.3","126911","","1","66081","","5152066","","","3"
"idle_normal","0.3","110311","","1","66082","","5152066","","","3"
"cool_idle","0.3","107811","","1","66083","","5152066","","","3"
"sad_idle_normal","0.3","113511","","1","66084","","5152066","","","3"
"vo_rag_1004","","vo_rag","0","0","66085","","5152066","","","21"
"接下來要伸展手腳喔。\n打起精神來做吧。","10","132111","1","7","66086","0.5","5152066","5","0","11"
