bee5355d1dc8b88af2b6ee900afc647f7f4bd58c6e5a8c2852c58c8660d4c3a1,fcf7429fbe169df2288b689369aaec40798360821dcb90e1677068eba0fed738,0da18068376a7793132b26533bea32178367a0d8f15cd2e4ee35085c305a261e,a3f1881e4ef52fc781b1bfb5ca60d346dd5a05d1436685dd2954e0080812b2f9,ffd47698d991fa1c2252c94c1c364993709b7abe242b18b28f2093774939218c
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001031","200103101"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001031","200103102"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001031","200103103"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001031","200103104"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001031","200103105"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001031","200103106"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001032","200103201"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001032","200103202"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001032","200103203"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001032","200103204"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001032","200103205"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001032","200103206"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001033","200103301"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001033","200103302"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001033","200103303"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001033","200103304"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001033","200103305"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001033","200103306"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001034","200103401"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001034","200103402"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001034","200103403"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001034","200103404"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001034","200103405"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001034","200103406"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001035","200103501"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001035","200103502"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001035","200103503"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001035","200103504"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001035","200103505"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001035","200103506"
"25","戰鬥中，發動「降低物理暴擊傷害」、「降低魔法暴擊傷害」、「提升魔法暴擊傷害」效果。","危險領域","82001036","200103601"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001036","200103602"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001036","200103603"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001036","200103604"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001036","200103605"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001036","200103606"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001036","200103607"
"22","戰鬥開始時，超大幅度降低全體角色的物理暴擊傷害。","降低物理暴擊傷害","82001036","200103608"
"23","戰鬥開始時，超大幅度降低全體角色的魔法暴擊傷害。","降低魔法暴擊傷害","82001036","200103609"
"21","戰鬥開始時，超大幅度提升最遠2名角色的魔法暴擊傷害。","提升魔法暴擊傷害","82001036","200103610"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001037","200103701"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001037","200103702"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001037","200103703"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001037","200103704"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001037","200103705"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001037","200103706"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001038","200103801"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001038","200103802"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001038","200103803"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001038","200103804"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001038","200103805"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001038","200103806"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001039","200103901"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001039","200103902"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001039","200103903"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001039","200103904"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001039","200103905"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001039","200103906"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001040","200104001"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001040","200104002"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001040","200104003"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001040","200104004"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001040","200104005"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001040","200104006"
"boss_tp_down_cut","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","82001040","200104007"
"8","戰鬥開始時，大幅度降低全體角色的魔法防禦力。","降低魔法防禦力","82001040","200104008"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001041","200104101"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001041","200104102"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001041","200104103"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001041","200104104"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001041","200104105"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001041","200104106"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001042","200104201"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001042","200104202"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001042","200104203"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001042","200104204"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001042","200104205"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001042","200104206"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001043","200104301"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001043","200104302"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001043","200104303"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001043","200104304"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001043","200104305"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001043","200104306"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001044","200104401"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001044","200104402"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001044","200104403"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001044","200104404"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001044","200104405"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001044","200104406"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001045","200104501"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001045","200104502"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001045","200104503"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001045","200104504"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001045","200104505"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001045","200104506"
"25","戰鬥中，發動「反擊屏障」效果。","危險領域","82001046","200104601"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001046","200104602"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001046","200104603"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001046","200104604"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001046","200104605"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001046","200104606"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001046","200104607"
"24","戰鬥開始時，賦予所有怪物提供 5 個能夠對攻擊角色20000傷害的反擊屏障。","反擊屏障","82001046","200104608"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001047","200104701"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001047","200104702"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001047","200104703"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001047","200104704"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001047","200104705"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001047","200104706"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001048","200104801"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001048","200104802"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001048","200104803"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001048","200104804"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001048","200104805"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001048","200104806"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001049","200104901"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001049","200104902"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001049","200104903"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001049","200104904"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001049","200104905"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001049","200104906"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001050","200105001"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001050","200105002"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001050","200105003"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001050","200105004"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001050","200105005"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001050","200105006"
"boss_tp_down_cut","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","82001050","200105007"
"boss_physics_cut","戰鬥開始時，所有怪物的物理傷害為減少50%的狀態。","物理傷害降低","82001050","200105008"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001051","200105101"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001051","200105102"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001051","200105103"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001051","200105104"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001051","200105105"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","82001051","200105106"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001052","200105201"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001052","200105202"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001052","200105203"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001052","200105204"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001052","200105205"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","82001052","200105206"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001053","200105301"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001053","200105302"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001053","200105303"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001053","200105304"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001053","200105305"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","82001053","200105306"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001054","200105401"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001054","200105402"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001054","200105403"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001054","200105404"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001054","200105405"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","82001054","200105406"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001055","200105501"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001055","200105502"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001055","200105503"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001055","200105504"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001055","200105505"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","82001055","200105506"
"25","戰鬥中，發動「造成中毒」效果。","危險領域","82001056","200105601"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001056","200105602"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001056","200105603"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001056","200105604"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001056","200105605"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001056","200105606"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","82001056","200105607"
"10","戰鬥開始時，使全體角色中毒。","賦予毒","82001056","200105608"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001057","200105701"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001057","200105702"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001057","200105703"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001057","200105704"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001057","200105705"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","82001057","200105706"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001058","200105801"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001058","200105802"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001058","200105803"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001058","200105804"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001058","200105805"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","82001058","200105806"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001059","200105901"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001059","200105902"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001059","200105903"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001059","200105904"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001059","200105905"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","82001059","200105906"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001060","200106001"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001060","200106002"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001060","200106003"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001060","200106004"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001060","200106005"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001060","200106006"
"boss_tp_down_cut","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","82001060","200106007"
"energy_recover","戰鬥開始時，特大幅度恢復所有怪物的TP。","TP恢復","82001060","200106008"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001061","200106101"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001061","200106102"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001061","200106103"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001061","200106104"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001061","200106105"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","82001061","200106106"
"13","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001062","200106201"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001062","200106202"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001062","200106203"
