286317b5e71e1fdbf29820a2c96588ddcd85fb732f8b65038b4ba1f390c6c7e4,bb717c071c1b4c6cb3ffa89b58db82d8661dfca7606d732eeeebae8ce7440627,0828c3a6d60b24f22336bcaff44ee1e7028f47b737047e2cd57f4def4e51ed99,18525f658d37cbba455a5b3c6ffb33fefe522eed38bc53cc69a26759ff01a8c0,84c82582bad477b2984b20e8e0adb647df2e858c80d422cb98abf3378676c023,1d075905652884ad36eac8b4bef04a7decc9eb0c41bed5d1763d9f2c9fd22c92,8e764655a1580273ef7ccae567aea7ca4f0f80ae7bb12acf11e27c178324267a,6e074fdfe49ab7e531a5495edbd206c1c8e6e43c47f37095826543e876509a77,744eb978c1b466f5aa782de4c92c1279cc97aa081182e968f383c4e8e0dd01c2,4005ca77c040606733f43de1214bad717dae4cb127c44465dcd188c409cb90ae,c82c4fd27d23e43c9845fb48163687c706708a2996ea9da565671ed9452da12c
"","round_monster_idle","","","3","3112","1","0.2","3","131120045",""
"","0","","","0.4","3112","","","93","131120046",""
"0","0","","","1000001","3112","-250","","2","131120047","0"
"","escape","","","1000001","3112","1","","3","131120048",""
"1","-600","","","1000001","3112","-250","","2","131120049","0"
"","0","","","1","3112","","","93","131120050",""
"1","1","","","1000001","3112","1","0.2","6","131120051","0"
"","0","","","0.4","3112","","","93","131120052",""
"","0","","","2","3112","","","113","131120053",""
"0","311300","","","311300","3113","345.4","0","31","131130001","1"
"","","","","0","3113","","","91","131130002",""
"","wait_gradeUp","","","1000001","3113","0","0.2","3","131130003",""
"","1","","","311300","3113","","","32","131130004",""
"","0","","","0.1","3113","","","93","131130005",""
"","0","","","3","3113","","","32","131130006",""
"","0","","","0.8","3113","","","93","131130007",""
"1.05","1.05","","","1.05","3113","1.05","0","123","131130008","0"
"","5","","","5","3113","0.5","","122","131130009",""
"","0","","","1.1","3113","","","93","131130010",""
"1.05","1.05","","","1.05","3113","1.05","0","123","131130011","0"
"","10","","","10","3113","0.5","","122","131130012",""
"","0","","","0.8","3113","","","93","131130013",""
"","glad_dot_light","","","1000001","3113","0","0.2","3","131130014",""
"","0","","","0.1","3113","","","93","131130015",""
"0.907","0.907","","","0.907","3113","0.907","5","123","131130016","0.4"
"","0","","","1","3113","","","93","131130017",""
"","disappoint","","","1000001","3113","0","0.2","3","131130018",""
"","0","","","1","3113","","","93","131130019",""
"","","","","2","3113","","","113","131130020",""
"0","311400","","","311400","3114","345.4","0","31","131140001","1"
"","","","","0","3114","","","91","131140002",""
"1.05","1.05","","","1.05","3114","1.05","0","123","131140003","7.4"
"","wait","","","1000001","3114","0","0.2","3","131140004",""
"","1","","","311400","3114","","","32","131140005",""
"","0","","","0.1","3114","","","93","131140006",""
"","0","","","2","3114","","","32","131140007",""
"","0","","","3.4","3114","","","93","131140008",""
"0.95","0.95","","","0.95","3114","0.95","5","123","131140009","3.2"
"shock_short_loop","shock_short_in","0","","1000001","3114","0","0.1","3","131140010","1"
"","0","","","1.4","3114","","","93","131140011",""
"","disappoint","","","1000001","3114","0","0.2","3","131140012",""
"","0","","","0.7","3114","","","93","131140013",""
"","","","","2","3114","","","113","131140014",""
"0","312100","","","312100","3121","345.4","0","31","131210001","1"
"","","","","0","3121","","","91","131210002",""
"1.05","1.05","","","1.05","3121","1.05","0","123","131210003","7.4"
"","wait","","","1000001","3121","0","0.2","3","131210004",""
"","1","","","2","3121","","","35","131210005",""
"","se_travel_treasure_big_rock","","","se_travel","3121","0","","23","131210006",""
"","0","","","3.7","3121","","","93","131210007",""
"","1","","","312100","3121","","","32","131210008",""
"","15","","","15","3121","0.65","","122","131210009",""
"","0","","","0.5","3121","","","93","131210010",""
"","20","","","20","3121","3.2","","122","131210011",""
"","shock_jump_short","","","1000001","3121","0","0.2","3","131210012",""
"","0","","","0","3121","","","91","131210013",""
"","escape","","","1000001","3121","1","0","3","131210014",""
"2","-880","","","1000001","3121","-240","","2","131210015","0"
"","0","","","0.8","3121","","","93","131210016",""
"","","","","2","3121","","","113","131210017",""
"","idle","","","1000001","3122","1","0.2","3","131220001",""
"-65","11","","","312200","3122","345","0","31","131220002","1"
"-65","12","","","312201","3122","345","0","31","131220003","1"
"","","","","0","3122","","","91","131220004",""
"1.05","1.05","0","","1.05","3122","1.05","0","123","131220005","6.8"
"","wait","","","1000001","3122","0","0.2","3","131220006",""
"","1","","","2","3122","","","35","131220007",""
"","0","","","4","3122","","","93","131220008",""
"0.95","0.95","","","0.95","3122","0.95","0","123","131220009","0.4"
"","1","","","11","3122","","","32","131220010",""
"","1","","","12","3122","","","32","131220011",""
"","arrow_panic","","","1000001","3122","0","","3","131220012",""
"","0","","","2.7","3122","","","93","131220013",""
"","0","","","2","3122","","","113","131220014",""
"0","6","","","6","3123","345.4","0","31","131230001","1"
"0","7","","","7","3123","345.4","0","31","131230002","1"
"0","310000","","","310000","3123","345.4","0","31","131230003","1"
"0","312300","","","312300","3123","345.4","0","31","131230004","1"
"0","990001","","","990001","3123","345.4","1","31","131230005","1"
"345","14","0","reward_loop","4","3123","14","1.1","5","131230006","-180"
"","","","","0","3123","","","91","131230007",""
"1.05","1.05","","","1.05","3123","1.05","0","123","131230008","7.4"
"","wait","","","1000001","3123","0","0.2","3","131230009",""
"","1","","","2","3123","","","35","131230010",""
"","0","","","4.9","3123","","","93","131230011",""
"","30","","","30","3123","0.4","","122","131230012",""
"","1","","","312300","3123","","","32","131230013",""
"","1","","","6","3123","","","32","131230014",""
"","0","","","0.1","3123","","","93","131230015",""
"","0","","","2","3123","","","32","131230016",""
"","0","","","3","3123","","","32","131230017",""
"","dotEyes_noEmotion","","","1000001","3123","0","","3","131230018",""
"0","vo_travel_round_event_3123","","","vo_travel_round_event","3123","0","","21","131230019",""
"","0","","","2.5","3123","","","93","131230020",""
"","1","","","7","3123","","","32","131230021",""
"","0","","","0.1","3123","","","93","131230022",""
"","0","","","6","3123","","","32","131230023",""
"","0","","","0.2","3123","","","93","131230024",""
"0.95","0.95","","","0.95","3123","0.95","0","123","131230025","0.3"
"","1","","","310000","3123","","","32","131230026",""
"","0","","","0.2","3123","","","93","131230027",""
"","50","","","50","3123","0.6","","122","131230028",""
"","0","","","1.6","3123","","","93","131230029",""
"","","","","2","3123","","","113","131230030",""
"0","312400","","","312400","3124","345.4","0","31","131240001","1"
"0","8","","","8","3124","345.4","0","31","131240002","1"
"","0","","","8","3124","","","35","131240003",""
"","1","","","8","3124","","","32","131240004",""
"0","990002","","","990002","3124","345.4","1","31","131240005","1"
"345.4","3124","0","empty","2","3124","56","0.5","5","131240006","-240"
"","","","","0","3124","","","91","131240007",""
"1.05","1.05","","","1.05","3124","1.05","0","123","131240008","7.4"
"","wait","","","1000001","3124","0","0.2","3","131240009",""
"","1","","","2","3124","","","35","131240010",""
"","0","","","5.4","3124","","","93","131240011",""
"","1","","","312400","3124","","","32","131240012",""
"","0","","","0.1","3124","","","93","131240013",""
"","0","","","2","3124","","","32","131240014",""
"0.95","0.95","","","0.95","3124","0.95","0","123","131240015","0.4"
"","glad","","","1000001","3124","0","0.2","3","131240016",""
"","drop","","","3124","3124","0","0","3","131240017",""
"","0","","","0.7","3124","","","93","131240018",""
"","joy_short","","","1000001","3124","0","0.2","3","131240019",""
"","0","","","0.7","3124","","","93","131240020",""
"","shock","","","3124","3124","0","0","3","131240021",""
"","0","","","0.8","3124","","","93","131240022",""
"","shock_jump_mimic","","","1000001","3124","0","0.2","3","131240023","0"
"","0","","","2.4","3124","","","93","131240024",""
"","","","","2","3124","","","113","131240025",""
"0","320000","","","320000","3200","345.4","0","31","132000001","1"
"0","110","","","110","3200","345.4","0","31","132000002","1"
"0","111","","","111","3200","345.4","0","31","132000003","1"
"0","990001","","","990001","3200","345.4","1","31","132000004","1"
"","","","","0","3200","","","91","132000005",""
"1.05","1.05","","","1.05","3200","1.05","0","123","132000006","7.4"
"","wait","","","1000001","3200","0","0.2","3","132000007",""
"","1","","","2","3200","","","35","132000008",""
"","0","","","5.4","3200","","","93","132000009",""
"","glad","","","1000001","3200","0","0.2","3","132000010",""
"","1","","","320000","3200","","","32","132000011",""
"","0","","","1","3200","","","93","132000012",""
"0.95","0.95","","","0.95","3200","0.95","5","123","132000013","0.8"
"","1","","","110","3200","","","32","132000014",""
"","1","","","111","3200","","","32","132000015",""
"","0","","","0.1","3200","","","93","132000016",""
"","0","","","2","3200","","","32","132000017",""
"","0","","","3","3200","","","32","132000018",""
"","0","","","1.1","3200","","","93","132000019",""
"joy_round3_loop","joy_round3_in","0","","1000001","3200","0","0.2","3","132000020","1"
"","0","","","0.5","3200","","","93","132000021",""
"","1","","","998","3200","","","32","132000022",""
"","0","","","5.2","3200","","","93","132000023",""
"","","","","1","3200","","","113","132000024",""
"0","320000","","","320000","3201","345.4","0","31","132010001","1"
"0","110","","","110","3201","345.4","0","31","132010002","1"
"0","111","","","111","3201","345.4","0","31","132010003","1"
"0","990002","","","990002","3201","345.4","1","31","132010004","1"
"","","","","0","3201","","","91","132010005",""
"1.05","1.05","","","1.05","3201","1.05","0","123","132010006","7.4"
"","wait","","","1000001","3201","0","0.2","3","132010007",""
"","1","","","2","3201","","","35","132010008",""
"","0","","","5.4","3201","","","93","132010009",""
"","glad","","","1000001","3201","0","0.2","3","132010010",""
"","1","","","320000","3201","","","32","132010011",""
"","0","","","1","3201","","","93","132010012",""
"0.95","0.95","","","0.95","3201","0.95","5","123","132010013","0.8"
"","1","","","110","3201","","","32","132010014",""
"","1","","","111","3201","","","32","132010015",""
"","0","","","0.1","3201","","","93","132010016",""
"","0","","","2","3201","","","32","132010017",""
"","0","","","3","3201","","","32","132010018",""
"","0","","","1.1","3201","","","93","132010019",""
"joy_round3_loop","joy_round3_in","0","","1000001","3201","0","0.2","3","132010020","1"
"","0","","","0.5","3201","","","93","132010021",""
"","1","","","998","3201","","","32","132010022",""
"","0","","","5.2","3201","","","93","132010023",""
"","","","","1","3201","","","113","132010024",""
"0","320000","","","320000","3202","345.4","0","31","132020001","1"
"0","320001","","","320001","3202","345.4","0","31","132020002","1"
"0","110","","","110","3202","345.4","0","31","132020003","1"
"0","111","","","111","3202","345.4","0","31","132020004","1"
"0","990003","","","990003","3202","345.4","1","31","132020005","1"
"","","","","0","3202","","","91","132020006",""
"1.05","1.05","","","1.05","3202","1.05","0","123","132020007","7.4"
"","wait","","","1000001","3202","0","0.2","3","132020008",""
"","1","","","320001","3202","","","32","132020009",""
"","0","","","0.1","3202","","","93","132020010",""
"","0","","","2","3202","","","32","132020011",""
"","0","","","5.3","3202","","","93","132020012",""
"","glad","","","1000001","3202","0","0.2","3","132020013",""
"","1","","","320000","3202","","","32","132020014",""
"","0","","","1","3202","","","93","132020015",""
"0.95","0.95","","","0.95","3202","0.95","5","123","132020016","0.8"
"","1","","","110","3202","","","32","132020017",""
"","1","","","111","3202","","","32","132020018",""
"","0","","","0.1","3202","","","93","132020019",""
"","0","","","320001","3202","","","32","132020020",""
"","0","","","3","3202","","","32","132020021",""
"","0","","","1.1","3202","","","93","132020022",""
"joy_round3_loop","joy_round3_in","0","","1000001","3202","0","0.2","3","132020023","1"
"","0","","","0.5","3202","","","93","132020024",""
"","1","","","998","3202","","","32","132020025",""
"","0","","","5.2","3202","","","93","132020026",""
"","","","","1","3202","","","113","132020027",""
"0","6","","","6","3211","345.4","0","31","132110001","1"
"0","7","","","7","3211","345.4","0","31","132110002","1"
"0","8","","","8","3211","345.4","0","31","132110003","1"
"0","111","","","111","3211","345.4","0","31","132110004","1"
"0","110","","","110","3211","345.4","0","31","132110005","1"
"0","321100","","","321100","3211","345.4","0","31","132110006","1"
"0","321101","","","321101","3211","345.4","0","31","132110007","1"
"0","321102","","","321102","3211","345.4","0","31","132110008","1"
"8000","13","0","appear","3","3211","55","1.3","5","132110009","0"
"8000","100711","1","03_run","2","3211","56","0.89","1","132110010","-250"
"","","","","0","3211","","","91","132110011",""
"1","1","0","","13","3211","1","0","6","132110012","0"
"0","95","","","13","3211","-250","","2","132110013","0"
"0","1100","","","100711","3211","-250","","2","132110014","0"
"1.05","1.05","","","1.05","3211","1.05","0","123","132110015","7.4"
"","wait","","","1000001","3211","0","0.2","3","132110016",""
"","1","","","2","3211","","","35","132110017",""
"","0","","","4.9","3211","","","93","132110018",""
"0.95","0.95","","","0.95","3211","0.95","0","123","132110019","0.3"
"","se_travel_treasure_ghost_special_success","","","se_travel","3211","0","","23","132110020",""
"","1","","","8","3211","","","32","132110021",""
"","0","","","8","3211","","","35","132110022",""
"","1","","","6","3211","","","32","132110023",""
"","0","","","0.1","3211","","","93","132110024",""
"","0","","","2","3211","","","32","132110025",""
"","0","","","3","3211","","","32","132110026",""
"","dotEyes","","","1000001","3211","0","0.2","3","132110027",""
"","0","","","0.3","3211","","","93","132110028",""
"","appear","","","13","3211","0","","3","132110029",""
"1","1","0","","13","3211","1","0","6","132110030","1"
"","0","","","0.67","3211","","","93","132110031",""
"","shock_jump","","","1000001","3211","0","","3","132110032",""
"1","70","","","1000001","3211","-250","","2","132110033","0"
"","0","","","1.1","3211","","","93","132110034",""
"","escape","","","1000001","3211","1","","3","132110035",""
"1.2","-350","","","1000001","3211","-250","","2","132110036","0"
"","march_pudding","","","13","3211","0","","3","132110037",""
"","1","","","7","3211","","","32","132110038",""
"","0","","","0.1","3211","","","93","132110039",""
"","0","","","6","3211","","","32","132110040",""
"","0","","","0.3","3211","","","93","132110041",""
"","1","","","321100","3211","","","32","132110042",""
"","0","","","0.4","3211","","","93","132110043",""
"1.1","630","","","100711","3211","-250","","2","132110044","0"
"","0","","","0.9","3211","","","93","132110045",""
"0","vo_travel_round_event_3211","","","vo_travel_round_event","3211","1","","21","132110046",""
"","0","","","0.2","3211","","","93","132110047",""
"","03_idle","0","","100711","3211","1","","3","132110048",""
"","0","","","0.3","3211","","","93","132110049",""
"03_idle","03_attack","0.2","","100711","3211","0","0.2","3","132110050",""
"","1","","","321101","3211","","","32","132110051",""
"","run","","","1000001","3211","1","","3","132110052",""
"","0","","","1000001","3211","","","4","132110053",""
"2","70","","","1000001","3211","-250","","2","132110054","0"
"","0","","","0.6","3211","","","93","132110055",""
"","1","","","321102","3211","","","32","132110056",""
"","1","","","110","3211","","","32","132110057",""
"","1","","","111","3211","","","32","132110058",""
"","0","","","0.1","3211","","","93","132110059",""
"","0","","","7","3211","","","32","132110060",""
"","0","","","1.2","3211","","","93","132110061",""
"","0","","","8","3211","","","32","132110062",""
"","0","","","0.1","3211","","","93","132110063",""
"","03_joy_short","","","100711","3211","0","0.2","3","132110064",""
"joy_round3_loop","joy_round3_in","0.2","","1000001","3211","0","0.2","3","132110065","1"
"","1","","","998","3211","","","32","132110066",""
"","0","","","0.7","3211","","","93","132110067",""
"","pudding_loop","","","13","3211","1","","3","132110068",""
"","0","","","4.5","3211","","","93","132110069",""
"","","","","1","3211","","","113","132110070",""
"","idle","","","1000001","3212","1","0.2","3","132120001",""
"0","13","","","301200","3212","0","0","31","132120002","1"
"0","14","","","101","3212","0","0","31","132120003","1"
"-150","16","","","301204","3212","260","0","31","132120004","1"
"-120","19","","","301204","3212","320","0","31","132120005","1"
"0","17","","","301205","3212","0","0","31","132120006","1"
"0","18","","","6","3212","345.4","0","31","132120007","1"
"0","20","","","301201","3212","345.4","0","31","132120008","1"
"0","21","","","301202","3212","345.4","0","31","132120009","1"
"0","111","","","111","3212","345.4","0","31","132120010","1"
"","0","","","111","3212","","","35","132120011",""
"0","110","","","110","3212","345.4","0","31","132120012","1"
"9340","3","0","round_monster_walk","1","3212","55","1","5","132120013","-234"
"","","","","0","3212","","","91","132120014",""
"1","1","0","","3","3212","1","0","6","132120015","0"
"0","345","0","","3","3212","-234","0","2","132120016","0"
"1.05","1.05","0","","1.05","3212","1.05","0","123","132120017","7.4"
"","wait","","","1000001","3212","0","0.2","3","132120018",""
"","1","","","2","3212","","","35","132120019",""
"0","15","","","301203","3212","0","0","31","132120020","1"
"9340","1000003","0","<weapon>_run","2","3212","57","0.89","1","132120021","-250"
"9340","1000004","0","<weapon>_run","2","3212","58","0.89","1","132120022","-290"
"","0","","","4.3","3212","","","93","132120023",""
"0.95","0.95","","","0.95","3212","0.95","0","123","132120024","0.4"
"","1","","","21","3212","","","32","132120025",""
"","0","","","21","3212","","","35","132120026",""
"","se_travel_treasure_success_monster_helper_2","","","se_travel","3212","","","23","132120027",""
"","1","","","18","3212","","","32","132120028",""
"","0","","","0.1","3212","","","93","132120029",""
"","0","","","2","3212","","","32","132120030",""
"1","1","0","","3","3212","1","0.3","6","132120031","1"
"","1","","","13","3212","","","32","132120032",""
"","round_monster_appear","","","3","3212","0","","3","132120033",""
"","back","","","1000001","3212","0","","3","132120034",""
"","0","","","0.67","3212","","","93","132120035",""
"","round_monster_walk","","","3","3212","0","0.1","3","132120036",""
"1.4","220","","","3","3212","-234","","2","132120037","0"
"","1","","","20","3212","","","32","132120038",""
"","0","","","0.1","3212","","","93","132120039",""
"","0","","","18","3212","","","32","132120040",""
"","0","","","0.5","3212","","","93","132120041",""
"","1","","","1000003","3212","","","4","132120042",""
"0","1545","","","1000003","3212","-240","","2","132120043","0"
"","1","","","1000004","3212","","","4","132120044",""
"0","1635","","","1000004","3212","-280","","2","132120045","0"
"","0","","","0.5","3212","","","93","132120046",""
"","round_monster_attack","","","3","3212","0","0.3","3","132120047",""
"","0","","","0.5","3212","","","93","132120048",""
"","1","","","17","3212","","","32","132120049",""
"","back_loop","","","1000001","3212","0","0.1","3","132120050",""
"","0","","","0.5","3212","","","93","132120051",""
"0","920","","","1000003","3212","-240","","2","132120052","0"
"0.16","620","","","1000003","3212","-240","","2","132120053","0"
"","<weapon>_run","","","1000003","3212","0","0.2","3","132120054",""
"","0","","","0.16","3212","","","93","132120055",""
"","<weapon>_attack_skipQuest","","","1000003","3212","0","0.2","3","132120056",""
"","0","","","0.1","3212","","","93","132120057",""
"0","280","","","3","3212","-234","","2","132120058","0"
"","1","","","3","3212","","","4","132120059",""
"","round_monster_die","","","3","3212","0","0","3","132120060",""
"","1","","","16","3212","","","32","132120061",""
"","0","","","0.15","3212","","","93","132120062",""
"0","910","","","1000004","3212","-280","","2","132120063","0"
"0.16","710","","","1000004","3212","-280","","2","132120064","0"
"","<weapon>_run","","","1000004","3212","0","0.2","3","132120065",""
"","0","","","0.16","3212","","","93","132120066",""
"","<weapon>_attack_skipQuest","","","1000004","3212","0","0.2","3","132120067",""
"","0","","","0.1","3212","","","93","132120068",""
"","0","","","0.1","3212","","","93","132120069",""
"","round_monster_die","","","3","3212","0","0","3","132120070",""
"","1","","","19","3212","","","32","132120071",""
"","0","","","0.4","3212","","","93","132120072",""
"0","20","","","1000001","3212","-240","","2","132120073","0"
"","back_origin","","","1000001","3212","0","0","3","132120074",""
"","surprise","","","1000001","3212","0","0.2","3","132120075",""
"","<weapon>_idle","","","1000003","3212","1","0.2","3","132120076",""
"","0","","","0.2","3212","","","93","132120077",""
"","1","","","110","3212","","","32","132120078",""
"","1","","","111","3212","","","32","132120079",""
"","0","","","0.2","3212","","","93","132120080",""
"","<weapon>_idle","","","1000004","3212","1","0.2","3","132120081",""
"","0","","","0.46","3212","","","93","132120082",""
"1","1","","","3","3212","1","0.6","6","132120083","0"
"","1","","","18","3212","","","32","132120084",""
"","0","","","0.02","3212","","","93","132120085",""
"","0","","","20","3212","","","32","132120086",""
"","0","","","21","3212","","","32","132120087",""
"joy_round3_loop","joy_round3_in","","","1000001","3212","0","0.2","3","132120088","1"
"","0","","","0.1","3212","","","93","132120089",""
"","<weapon>_joy_short","","","1000003","3212","0","0","3","132120090",""
"","0","","","0.1","3212","","","93","132120091",""
"","<weapon>_joy_short","","","1000004","3212","0","0","3","132120092",""
"","0","","","0.9","3212","","","93","132120093",""
"","1","","","998","3212","","","32","132120094",""
"","0","","","3.8","3212","","","93","132120095",""
"","0","","","1","3212","","","113","132120096",""
"0","321300","","","321300","3213","345.4","0","31","132130001","1"
"0","111","","","111","3213","345.4","0","31","132130002","1"
"","0","","","111","3213","","","35","132130003",""
"0","110","","","110","3213","345.4","0","31","132130004","1"
"","","","","0","3213","","","91","132130005",""
"","wait_gradeUp","","","1000001","3213","0","0.2","3","132130006",""
"","1","","","321300","3213","","","32","132130007",""
"","0","","","0.1","3213","","","93","132130008",""
"","0","","","2","3213","","","32","132130009",""
"","0","","","0.8","3213","","","93","132130010",""
"1.05","1.05","","","1.05","3213","1.05","0","123","132130011","0"
"","5","","","5","3213","0.5","","122","132130012",""
"","0","","","1.1","3213","","","93","132130013",""
"1.05","1.05","","","1.05","3213","1.05","0","123","132130014","0"
"","10","","","10","3213","0.5","","122","132130015",""
"","0","","","0.8","3213","","","93","132130016",""
"","glad_dot_light","","","1000001","3213","0","0.2","3","132130017",""
"","0","","","0.1","3213","","","93","132130018",""
"0.907","0.907","","","0.907","3213","0.907","5","123","132130019","0.4"
"","0","","","1.5","3213","","","93","132130020",""
"","20","","","20","3213","0.7","","122","132130021",""
"","0","","","1.4","3213","","","93","132130022",""
"","1","","","110","3213","","","32","132130023",""
"","1","","","111","3213","","","32","132130024",""
"","0","","","1.2","3213","","","93","132130025",""
"joy_round3_loop","joy_round3_in","0","","1000001","3213","0","0.2","3","132130026","1"
"","0","","","0.3","3213","","","93","132130027",""
"","1","","","998","3213","","","32","132130028",""
"","0","","","3.8","3213","","","93","132130029",""
"","","","","1","3213","","","113","132130030",""
"0","321400","","","321400","3214","345.4","0","31","132140001","1"
"1088","103111","1","05_idle","2","3214","57","0.89","1","132140002","-240"
"0","110","","","110","3214","345.4","0","31","132140003","1"
"0","111","","","111","3214","345.4","0","31","132140004","1"
"","","","","0","3214","","","91","132140005",""
"1.05","1.05","","","1.05","3214","1.05","0","123","132140006","7.4"
"","wait","","","1000001","3214","0","0.2","3","132140007",""
"","1","","","321400","3214","","","32","132140008",""
"","0","","","0.1","3214","","","93","132140009",""
"","0","","","2","3214","","","32","132140010",""
"","0","","","3.4","3214","","","93","132140011",""
"0.95","0.95","","","0.95","3214","0.95","5","123","132140012","3.2"
"","shock_jump_aura","","","1000001","3214","0","0.2","3","132140013",""
"","0","","","0.1","3214","","","93","132140014",""
"0.6","70","","","1000001","3214","-240","","2","132140015","2"
"","0","","","0.5","3214","","","93","132140016",""
"","05_run_gamestart","","","103111","3214","1","0","3","132140017",""
"0.5","586","","","103111","3214","-240","","2","132140018","0"
"","0","","","0.5","3214","","","93","132140019",""
"","05_idle","","","103111","3214","1","0.2","3","132140020",""
"","0","","","0.5","3214","","","93","132140021",""
"05_idle","shinobu_exorcise","0","","103111","3214","0","0.2","3","132140022","1"
"0","vo_travel_round_event_3214","","","vo_travel_round_event","3214","0","","21","132140023",""
"","0","","","1","3214","","","93","132140024",""
"","1","","","110","3214","","","32","132140025",""
"","1","","","111","3214","","","32","132140026",""
"","0","","","0.1","3214","","","93","132140027",""
"","0","","","3","3214","","","32","132140028",""
"","0","","","1.1","3214","","","93","132140029",""
"joy_round3_loop","joy_round3_in","0","","1000001","3214","0","0.2","3","132140030","1"
"","05_joy_short","","","103111","3214","0","0.2","3","132140031",""
"","0","","","0.5","3214","","","93","132140032",""
"","1","","","998","3214","","","32","132140033",""
"","0","","","3.8","3214","","","93","132140034",""
"","","","","1","3214","","","113","132140035",""
"0","321500","","","321500","3215","345.4","1","31","132150001","1"
"0","321501","","","321501","3215","345.4","1","31","132150002","1"
"0","120","","","120","3215","345.4","0","31","132150003","1"
"0","121","","","121","3215","345.4","0","31","132150004","1"
"0","990001","","","990001","3215","345.4","1","31","132150005","1"
"","","","","0","3215","","","91","132150006",""
"1.05","1.05","","","1.05","3215","1.05","0","123","132150007","7.4"
"","wait_wakuwaku","","","1000001","3215","0","0.2","3","132150008",""
"","1","","","2","3215","","","35","132150009",""
"","0","","","5.2","3215","","","93","132150010",""
"0.95","0.95","","","0.95","3215","0.95","5","123","132150011","0.8"
"","1","","","120","3215","","","32","132150012",""
"","1","","","121","3215","","","32","132150013",""
"","0","","","0.1","3215","","","93","132150014",""
"","0","","","321501","3215","","","32","132150015",""
"","0","","","2","3215","","","32","132150016",""
"","0","","","3","3215","","","32","132150017",""
"","1","","","998","3215","","","32","132150018",""
"","0","","","0.4","3215","","","93","132150019",""
"","dance","","","1000001","3215","1","0.2","3","132150020",""
"","0","","","4.8","3215","","","93","132150021",""
"","","","","1","3215","","","113","132150022",""
"0","6","","","6","3216","345.4","0","31","132160001","1"
"0","8","","","8","3216","345.4","0","31","132160002","1"
"0","110","","","110","3216","345.4","0","31","132160003","1"
"0","111","","","111","3216","345.4","0","31","132160004","1"
"-80","301600","","","301600","3216","345.4","0","31","132160005","1"
"0","990002","","","990002","3216","345.4","1","31","132160006","1"
"","","","","0","3216","","","91","132160007",""
"1.05","1.05","","","1.05","3216","1.05","0","123","132160008","7.4"
"","wait","","","1000001","3216","0","0.2","3","132160009",""
"","1","","","2","3216","","","35","132160010",""
"","0","","","5.4","3216","","","93","132160011",""
"0.95","0.95","","","0.95","3216","0.95","0","123","132160012","0.4"
"","1","","","8","3216","","","32","132160013",""
"","0","","","8","3216","","","35","132160014",""
"","1","","","301600","3216","","","32","132160015",""
"","1","","","6","3216","","","32","132160016",""
"","1","","","111","3216","","","32","132160017",""
"","0","","","111","3216","","","35","132160018",""
"","0","","","0.1","3216","","","93","132160019",""
"","0","","","2","3216","","","32","132160020",""
"","0","","","3","3216","","","32","132160021",""
"","glad","","","1000001","3216","0","0.1","3","132160022",""
"","0","","","0.1","3216","","","93","132160023",""
"","1","","","8","3216","","","35","132160024",""
"","1","","","110","3216","","","32","132160025",""
"","se_travel_treasure_special_success_butterfly","","","se_travel","3216","0","","23","132160026",""
"","0","","","1.5","3216","","","93","132160027",""
"","1","","","998","3216","","","32","132160028",""
"joy_round3_loop","joy_round3_in","","","1000001","3216","0","0.2","3","132160029","1"
"","0","","","5.2","3216","","","93","132160030",""
"","","","","1","3216","","","113","132160031",""
"0","310000","","","310000","3217","345.4","0","31","132170001","1"
"0","310001","","","310001","3217","0","0","31","132170002","1"
"0","301700","","","301700","3217","345.4","0","31","132170003","1"
"-115","301701","","","301701","3217","740","0","31","132170004","1"
"0","301702","","","301702","3217","345.4","0","31","132170005","1"
"0","120","","","120","3217","345.4","0","31","132170006","1"
"0","321700","","","321700","3217","345.4","0","31","132170007","1"
"610","15","0","empty","5","3217","100","0.44","5","132170008","-235"
"610","16","0","empty","5","3217","55","0.44","5","132170009","-235"
"","","","","0","3217","","","91","132170010",""
"1.05","1.05","","","1.05","3217","1.05","0","123","132170011","7.4"
"","wait","","","1000001","3217","0","0.2","3","132170012",""
"","1","","","2","3217","","","35","132170013",""
"","0","","","5.4","3217","","","93","132170014",""
"0.95","0.95","","","0.95","3217","0.95","0","123","132170015","0.3"
"","1","","","310000","3217","","","32","132170016",""
"","1","","","310001","3217","","","32","132170017",""
"","0","","","0.2","3217","","","93","132170018",""
"","50","","","50","3217","0.6","","122","132170019",""
"","shock","","","1000001","3217","0","0.2","3","132170020",""
"","0","","","1.6","3217","","","93","132170021",""
"","1","","","301700","3217","","","32","132170022",""
"","0","","","1.2","3217","","","93","132170023",""
"","se_travel_treasure_croce_ui","","","se_travel","3217","0","","23","132170024",""
"","punch","","","15","3217","0","","3","132170025",""
"","punch_B","","","16","3217","0","","3","132170026",""
"","0","","","0.2","3217","","","93","132170027",""
"1.05","1.05","","","1.05","3217","1.05","11","123","132170028","0.1"
"","0","","","0.1","3217","","","93","132170029",""
"0.95","0.95","","","0.95","3217","0.95","0","123","132170030","0.3"
"","0","","","1","3217","","","93","132170031",""
"","se_travel_treasure_croce_door","","","se_travel","3217","0","","23","132170032",""
"","0","","","0.4","3217","","","93","132170033",""
"","1","","","301701","3217","","","32","132170034",""
"","0","","","0.9","3217","","","93","132170035",""
