663099c1319e683393788b187065df4681a4d317467aae8d037ca648ef312cf9,a5df53e1bfd9983594614dbf25d275aaf23b7d4f980f1543fc5080648bcca976,87f512f521935a7714db16449fa6d5af3ac552f4f21f84afb3bf8a210fdf9765,77973ee788f0d07008442e3576e71d435569e919fbfe78af201786a12aebe9b4,bcdee6ba7cc669e244f314974a3f494ce871f8f439f60ae48e0b88c6323972b1,3bb79b6a0c0bb37d76f763cb18b60134256560daa865e3184a9c650785d92533,37fd5f57b7ba695ce4c7710c5bfa88b0c814f201dcab1051ca752d11698efbf6,87f22c4f83eb306fdd9f3d5d25ebd02d2af8c41c722a128308d3fa4bec7db0e1,77256439dd3625a29c5fad4815b65db8ab6a12b53179654f5dbc0b7ba5a68b0c,a644dcb878c3fd002c1cdb1a62ed511fb266ad88a7f1cbe964708b166d07b7dc,0ab553debb5df258cab8b0acf7b252539aa0f835c847895ab8ddaf09414471d2,e6fb838b8840c675e3e376c70568c8098d5159e44735e11d45e2391ed0ceeab3,54dc62b122da45362985f41887b07e3cecd01a5371910845449a6843495fda09
"0","3","vo_minigame_1012_start_105","1","1","1102","13110203","0","0","1","要挽回劣勢！","0","0"
"0","3","vo_minigame_1012_start_106","1","1","1103","13110301","0","4","1","來，下一題！","2","0"
"0","3","vo_minigame_1012_start_107","1","1","1103","13110302","0","4","1","冷靜點！","2","0"
"0","3","vo_minigame_1012_start_108","7","1","1103","13110303","0","4","7","這題會回答嗎？","2","0"
"0","3","vo_minigame_1012_start_109","2","1","1103","13110304","0","7","2","還不能鬆懈！","5","0"
"0","3","vo_minigame_1012_start_110","1","1","1103","13110305","0","7","1","好了，下一題！","5","0"
"0","3","vo_minigame_1012_start_111","8","1","1103","13110306","0","7","8","還沒完喔！","5","0"
"0","3","vo_minigame_1012_start_112","2","1","1103","13110307","0","10","2","集中精神到最後一刻！","8","0"
"0","1","vo_minigame_1012_start_113","8","1","1103","13110308","0","10","8","最後衝刺！","8","0"
"0","1","vo_minigame_1012_start_114","1","1","1103","13110309","0","10","1","撐到最後！","8","0"
"0","3","vo_minigame_1012_start_115","2","1","1104","13110401","0","2","2","這可不能隨便選！","2","0"
"0","3","vo_minigame_1012_start_116","7","1","1104","13110402","0","2","7","哪個是正確答案呢？","2","0"
"0","3","vo_minigame_1012_start_117","1","1","1104","13110403","0","2","1","正解只有一個！","2","0"
"0","3","vo_minigame_1012_start_118","3","1","1104","13110404","0","1","3","是哪個呢？","1","0"
"0","3","vo_minigame_1012_start_119","2","1","1104","13110405","0","1","2","猶豫的時候就靠運氣！","1","0"
"0","3","vo_minigame_1012_start_120","5","1","1104","13110406","0","1","5","〇？還是×？","1","0"
"0","3","vo_minigame_1012_start_121","1","1","1104","13110407","0","3","1","請選擇幾個答案。","3","0"
"0","3","vo_minigame_1012_start_122","0","1","1104","13110408","0","3","0","有複數個答案！","3","0"
"0","3","vo_minigame_1012_start_123","3","1","1104","13110409","0","3","3","答案有幾個呢？","3","0"
"0","3","vo_minigame_1012_start_127","1","1","1105","13110501","0","0","1","看來你準備好了。","0","0"
"0","3","vo_minigame_1012_start_128","10","1","1105","13110502","0","0","10","好熟悉的題目呢！","0","0"
"0","3","vo_minigame_1012_start_129","8","1","1105","13110503","0","0","8","之前有答對喔。","0","0"
"0","3","vo_minigame_1012_start_124","3","1","1106","13110601","0","0","3","這題會回答嗎？","0","0"
"0","3","vo_minigame_1012_start_125","3","1","1106","13110602","0","0","3","還沒答對呢。","0","0"
"0","3","vo_minigame_1012_start_126","1","1","1106","13110603","0","0","1","挑戰，首次答對！","0","0"
"0","3","vo_minigame_1012_start_130","8","1","1107","13110701","0","0","8","到目前為止都很完美喔！","0","0"
"0","3","vo_minigame_1012_start_131","7","1","1107","13110702","0","0","7","最後就俐落地解決吧！","0","0"
"0","3","vo_minigame_1012_start_132","3","1","1108","13110801","0","0","3","下一題再錯的話……","0","0"
"0","3","vo_minigame_1012_start_133","2","1","1108","13110802","0","0","2","都最後了，答對一題吧！","0","0"
"0","3","vo_minigame_1012_correct_100","1","1","1201","13120101","0","0","1","答對了！","0","0"
"0","3","vo_minigame_1012_correct_101","7","1","1201","13120102","0","0","7","很行嘛！","0","0"
"0","3","vo_minigame_1012_correct_102","8","1","1201","13120103","0","0","8","不錯喔！","0","0"
"0","3","vo_minigame_1012_correct_103","1","1","1201","13120104","0","0","1","就是那個！","0","0"
"0","3","vo_minigame_1012_correct_104","1","1","1201","13120105","0","0","1","可以的！","0","0"
"0","3","vo_minigame_1012_correct_105","8","1","1201","13120106","0","0","8","很好！","0","0"
"0","3","vo_minigame_1012_correct_106","7","1","1201","13120107","0","0","7","完美！","0","0"
"0.01","3","vo_minigame_1012_correct_110","5","1","1202","13120201","0","3000","5","好快！","0","8"
"0","3","vo_minigame_1012_correct_111","5","1","1202","13120202","0","3000","5","厲害！","0","0"
"0","3","vo_minigame_1012_correct_112","7","1","1202","13120203","0","6000","7","節奏不錯喔！","3001","0"
"0","3","vo_minigame_1012_correct_113","1","1","1202","13120204","0","6000","1","速度真快！","3001","0"
"0","3","vo_minigame_1012_correct_114","8","1","1202","13120205","0","6000","8","太棒了！","3001","0"
"0","3","vo_minigame_1012_correct_116","1","1","1202","13120206","0","-1","1","有點猶豫了嗎？","13333","0"
"0.01","3","vo_minigame_1012_correct_120","5","1","1203","13120301","0","0","5","你是天才嗎！？","0","8"
"0","3","vo_minigame_1012_correct_124","1","1","1204","13120401","0","0","1","你記得呢！","0","0"
"0","3","vo_minigame_1012_correct_126","7","1","1204","13120402","0","0","7","好像很完美喔！","0","0"
"0","3","vo_minigame_1012_correct_121","8","1","1205","13120501","0","0","8","答對了呢！","0","0"
"0","3","vo_minigame_1012_correct_122","8","1","1205","13120502","0","0","8","那就是正確答案！","0","0"
"0","3","vo_minigame_1012_correct_127","5","1","1206","13120601","0","-1","5","又答對了！","3","0"
"0","3","vo_minigame_1012_correct_130","1","1","1207","13120701","0","-1","1","勝負現在開始！","3","0"
"0","3","vo_minigame_1012_incorrect_100","4","1","1301","13130101","0","0","4","答錯了！","0","0"
"0","3","vo_minigame_1012_incorrect_101","2","1","1301","13130102","0","0","2","不對！","0","0"
"0","3","vo_minigame_1012_incorrect_102","3","1","1301","13130103","0","0","3","不對耶……！","0","0"
"0","3","vo_minigame_1012_incorrect_103","4","1","1301","13130104","0","0","4","搞砸了……！","0","0"
"0","3","vo_minigame_1012_incorrect_104","4","1","1301","13130105","0","0","4","唉呀……！","0","0"
"0.01","3","vo_minigame_1012_incorrect_105","3","1","1301","13130106","0","0","3","可惜……！","0","6"
"0","3","vo_minigame_1012_incorrect_106","2","1","1301","13130107","0","0","2","下一題一定可以！","0","0"
"0","3","vo_minigame_1012_incorrect_110","3","1","1302","13130201","0","3000","3","冷靜點！？","0","0"
"0.01","3","vo_minigame_1012_incorrect_111","6","1","1302","13130202","0","3000","6","剛才是怎麼了！？","0","8"
"0","3","vo_minigame_1012_incorrect_112","3","1","1302","13130203","0","6000","3","不要急！","3001","0"
"0","3","vo_minigame_1012_incorrect_113","2","1","1302","13130204","0","6000","2","慢慢來就行了！","3001","0"
"0","3","vo_minigame_1012_incorrect_114","2","1","1302","13130205","0","6000","2","比起速度，答對更重要！","3001","0"
"0","3","vo_minigame_1012_incorrect_115","5","1","1302","13130206","0","-1","5","想太多了嗎？","20000","0"
"0","3","vo_minigame_1012_incorrect_120","9","1","1303","13130301","0","0","9","這樣沒辦法……","0","0"
"0.01","3","vo_minigame_1012_incorrect_121","3","1","1304","13130401","0","0","3","是你之前答對的題目喔？","0","6"
"0.01","3","vo_minigame_1012_incorrect_122","6","1","1304","13130402","0","0","6","有好好複習嗎？","0","2"
"0","3","vo_minigame_1012_incorrect_124","1","1","1305","13130501","0","0","1","有一部分對了！","0","0"
"0","3","vo_minigame_1012_incorrect_125","5","1","1305","13130502","0","0","5","嗯～真可惜！","0","0"
"0","3","vo_minigame_1012_hint_100","3","1","1401","13140101","0","0","3","如何……？","0","0"
"0","3","vo_minigame_1012_hint_101","10","1","1401","13140102","0","0","10","會回答嗎？","0","0"
"0.01","3","vo_minigame_1012_hint_102","3","1","1401","13140103","0","0","3","唔～嗯……","0","2"
"0","3","vo_minigame_1012_hint_103","1","1","1401","13140104","0","0","1","來，是哪個？","0","0"
"0","3","vo_minigame_1012_hint_104","1","1","1401","13140105","0","0","1","想一想……","0","0"
"0","3","vo_minigame_1012_hint_105","6","1","1401","13140106","0","0","6","你睡著了？","0","0"
"0","3","vo_minigame_1012_hint_106","2","1","1401","13140107","0","0","2","喂～","0","0"
"0","3","vo_minigame_1012_hint_107","2","1","1401","13140108","0","0","2","最差就是靠運氣了！","0","0"
"0","3","vo_minigame_1012_hint_108","2","1","1401","13140109","0","0","2","別分心啦！","0","0"
"0.01","3","vo_minigame_1012_hint_110","3","1","1402","13140201","0","0","3","好難啊……","0","6"
"0","3","vo_minigame_1012_hint_111","3","1","1402","13140202","0","0","3","好難啊……","0","0"
"0","3","vo_minigame_1012_hint_112","9","1","1402","13140203","0","0","9","要靠直覺嗎……？","0","0"
"0.01","3","vo_minigame_1012_hint_113","7","1","1501","13150101","0","20000","7","給你提示！","3001","11"
"0","3","vo_minigame_1012_hint_114","1","1","1501","13150102","0","20000","1","這樣能曉得嗎？","3001","0"
"0.01","3","vo_minigame_1012_hint_115","7","1","1501","13150103","0","20000","7","這可是特別服務！","3001","11"
"0","3","vo_minigame_1012_hint_116","5","1","1501","13150104","0","3000","5","已經要求助了？","0","0"
"0","3","vo_minigame_1012_hint_117","9","1","1501","13150105","0","3000","9","真拿你沒辦法～","0","0"
"0.01","3","vo_minigame_1012_tap_100","10","1","1601","13160101","0","4","10","什麼啦？","1","5"
"0.01","3","vo_minigame_1012_tap_101","10","1","1601","13160102","0","4","10","要我借你橡皮擦嗎？","1","5"
"0","3","vo_minigame_1012_tap_102","4","1","1601","13160103","0","9","4","這到底是怎樣啦？","5","0"
"0","3","vo_minigame_1012_tap_103","6","1","1601","13160104","0","9","6","沾到灰塵了嗎？","5","0"
"0.01","3","vo_minigame_1012_tap_104","2","1","1601","13160105","0","-1","2","我差不多要發火了喔！","10","1"
"0.01","3","vo_minigame_1012_tap_105","2","1","1601","13160106","0","-1","2","你是要摸幾次！！","10","1"
"0","3","vo_minigame_1012_select_100","1","1","2001","13200101","0","0","1","要學習哪個科目呢？\n請選擇吧！","0","0"
"0","3","vo_minigame_1012_select_101","8","1","2001","13200102","0","0","8","你很勤奮學習呢！\n那麼要選哪科呢？","0","0"
"3.03","3","vo_minigame_1012_select_102","4","1","2001","13200103","0","0","8","學習，學習，真有趣～♪\n……！快、快選啦！","0","7"
"0","3","vo_minigame_1012_archive_100","1","1","4001","13400101","0","0","1","可以回顧之前學過的內容喔，\n答錯的題目也能在這裡複習！","0","0"
"0.01","1","vo_minigame_1012_correct_207","2","2","1201","21120101","0","0","2","太好了，得到〇了～♪","0","4"
"0.01","1","vo_minigame_1012_correct_208","2","2","1201","21120102","0","0","2","太好了，秀才♪","0","4"
"0.01","1","vo_minigame_1012_correct_209","3","2","1201","21120103","0","0","3","不愧是秀才♪","0","4"
"0","1","vo_minigame_1012_correct_215","5","2","1202","21120201","0","-1","5","答對了……！","13333","0"
"0","1","vo_minigame_1012_correct_217","6","2","1202","21120202","0","-1","6","喔，答對了？","13333","0"
"0","1","vo_minigame_1012_correct_218","6","2","1203","21120301","0","0","6","好厲害～！","0","0"
"0.01","1","vo_minigame_1012_correct_219","2","2","1203","21120302","0","0","2","答對了～♪","0","4"
"0","1","vo_minigame_1012_correct_225","2","2","1204","21120401","0","0","2","記起來了～","0","0"
"0","1","vo_minigame_1012_correct_223","4","2","1205","21120501","0","0","4","終於答對了～！","0","0"
"0.01","1","vo_minigame_1012_correct_228","2","2","1206","21120601","0","-1","2","超嗨～♪","3","4"
"0","1","vo_minigame_1012_correct_231","3","2","1207","21120701","0","-1","3","開始逆轉！","3","0"
"0.01","1","vo_minigame_1012_incorrect_207","9","2","1301","21130101","0","0","9","氣氛低迷～","0","6"
"0","1","vo_minigame_1012_incorrect_208","4","2","1301","21130102","0","0","4","不對嗎？","0","0"
"0","1","vo_minigame_1012_incorrect_209","4","2","1301","21130103","0","0","4","好像不對吧？","0","0"
"0","1","vo_minigame_1012_incorrect_216","4","2","1302","21130201","0","-1","4","太慢了嗎？","20000","0"
"0","1","vo_minigame_1012_incorrect_217","8","2","1302","21130202","0","-1","8","我發呆了……！","20000","0"
"0.01","1","vo_minigame_1012_incorrect_218","4","2","1303","21130301","0","0","4","太嚴苛了～","0","6"
"0","1","vo_minigame_1012_incorrect_219","8","2","1303","21130302","0","0","8","難到翻呢～","0","0"
"0","1","vo_minigame_1012_incorrect_223","6","2","1304","21130401","0","0","6","咦？答錯了……？","0","0"
"0","1","vo_minigame_1012_incorrect_226","8","2","1305","21130501","0","0","8","就只差一點點了……！","0","0"
"3.32","1","vo_minigame_1012_result_2000","0","2","3001","21300101","1","10","6","厲害，全是〇嘛……！\n維持這個步調教人家的話，\n感覺人家腦袋也會變好～！","10","0"
"6.5","1","vo_minigame_1012_result_2001","2","2","3001","21300102","1","10","6","咦？只有〇……？\n原來真的有人考得到滿分……\n秀才真的好厲害……！","10","3"
"3.1","1","vo_minigame_1012_result_2002","6","2","3001","21300103","1","10","3","滿分嘛！好讚～！\n這對秀才來說\n該不會太簡單了？","10","5"
"2.06","1","vo_minigame_1012_result_2003","2","2","3001","21300104","2","10","3","很俐落地解決了呢！\n秀才，謝謝你教人家讀書～♪","10","11"
"4.45","1","vo_minigame_1012_result_2004","7","2","3001","21300105","2","10","3","即使是很難的題目也全對！\n太讓人激動了！\n秀才頭腦超好～","10","0"
"0.01","1","vo_minigame_1012_result_2005","2","2","3001","21300106","2","10","2","呀哈，考滿分耶！\n連一起讀書的人家都心情好好！","10","11"
"6.64","1","vo_minigame_1012_result_2006","3","2","3001","21300107","3","10","2","秀才，完美的滿分！\n這根本是最強的了！\n來吧，擊掌～！","10","11"
"0","1","vo_minigame_1012_result_2007","6","2","3001","21300108","3","10","6","秀才太完美了，\n變得好耀眼啊！\n只有〇是怎麼回事！？","10","0"
"5.76","1","vo_minigame_1012_result_2008","7","2","3001","21300109","3","10","6","題目超難也考了滿分嘛……！\n秀才老師真的很厲害！\n之後也要拜託你囉～","10","0"
"0","1","vo_minigame_1012_result_2009","6","2","3001","21300110","1","9","6","秀才，\n這該不會對你來說很輕鬆？\n都是答對的耶！","7","0"
"2.59","1","vo_minigame_1012_result_2010","7","2","3001","21300111","1","9","2","好多個〇，笑死～\n話說秀才好會教！\n超級淺顯易懂的♪","7","0"
"4.09","1","vo_minigame_1012_result_2011","3","2","3001","21300112","1","9","2","有這麼多〇的話，\n心情就很好呢♪\n下次來拿滿分吧～！","7","11"
"2.47","1","vo_minigame_1012_result_2012","3","2","3001","21300113","2","9","2","距離滿分只差一點了嘛！\n不愧是秀才！\n心情都嗨起來了～","7","0"
"0.01","1","vo_minigame_1012_result_2013","3","2","3001","21300114","2","9","3","呀哈，答對好多～\n真是的，下次就滿分了吧！\n心情都嗨起來了呢♪","7","11"
"0","1","vo_minigame_1012_result_2014","2","2","3001","21300115","2","9","2","多虧秀才，\n人家也更懂了一些！","7","0"
"3.45","1","vo_minigame_1012_result_2015","2","2","3001","21300116","3","9","6","雖然題目超難，\n但也都是〇嘛……！\n秀才真的好可靠！","7","0"
"0","1","vo_minigame_1012_result_2016","3","2","3001","21300117","3","9","3","要追上秀才老師，\n並追過他！\n人家也要加油～！","7","0"
"4","1","vo_minigame_1012_result_2017","3","2","3001","21300118","3","9","2","雖然題目超難，\n但只差一點就滿分了！\n真是的～都這麼高分了，\n那也只能繼續拚了吧！","7","0"
"0.92","1","vo_minigame_1012_result_2018","0","2","3001","21300119","1","6","6","喔！還有一半，\n人家也\n再繼續加油一下吧！","4","0"
"4.36","1","vo_minigame_1012_result_2019","3","2","3001","21300120","1","6","0","雖然還有搞不懂的題目，\n但分數不差吧？\n心情也嗨起來了，\n下次能考更高分吧？","4","0"
"2.35","1","vo_minigame_1012_result_2020","2","2","3001","21300121","1","6","6","大概一半吧？\n那好戲現在才上場呢！\n專心，專心！","4","0"
"2.13","1","vo_minigame_1012_result_2021","2","2","3001","21300122","2","6","0","這樣是一半左右？\n好，總之避開不及格了！\n好耶～！","4","0"
"2.38","1","vo_minigame_1012_result_2022","2","2","3001","21300123","2","6","0","還有一半呢！\n加油加油，秀才！\n人家也在努力～！","4","0"
"3.5","1","vo_minigame_1012_result_2023","0","2","3001","21300124","2","6","4","唔嗯～果然很難呢。\n不過有一半是〇，\n感覺可以呢！","4","0"
"2.25","1","vo_minigame_1012_result_2024","6","2","3001","21300125","3","6","0","大概答對一半？\n這就表示，\n再一半就滿分了嘛！","4","0"
"2.14","1","vo_minigame_1012_result_2025","6","2","3001","21300126","3","6","3","秀才，你很行嘛！\n咦？目標是更高分？\n那人家也要加油！","4","0"
"3.75","1","vo_minigame_1012_result_2026","2","2","3001","21300127","3","6","6","題目難到翻，\n卻答對了一半……！？\n秀才狀況真棒！","4","0"
"2.53","1","vo_minigame_1012_result_2027","10","2","3001","21300128","1","3","4","難到爆呢～\n……咦？這算簡單的嗎？\n嘿嘿，騙人～？","1","5"
"0.01","1","vo_minigame_1012_result_2028","4","2","3001","21300129","1","3","4","那個那個，秀才，\n你不用配合人家，\n故意考低分喔？","1","9"
"2.93","1","vo_minigame_1012_result_2029","3","2","3001","21300130","1","3","0","暖身就到此結束……\n秀才，接下來要認真囉！","1","0"
"4.26","1","vo_minigame_1012_result_2030","3","2","3001","21300131","2","3","0","啊，秀才，\n你分數跟人家一樣嘛！\n我們一起被當吧～♪","1","4"
"0","1","vo_minigame_1012_result_2031","10","2","3001","21300132","2","3","10","我看看……\n再教人家一次的話，\n感覺下次就能考更高喔！","1","0"
"4.98","1","vo_minigame_1012_result_2032","0","2","3001","21300133","2","3","9","人家也完全看不懂～\n哪裡錯了呢……？\n要再學習一次看看嗎？","1","5"
"0.01","1","vo_minigame_1012_result_2033","4","2","3001","21300134","3","3","4","題目難到爆真的完全不懂……\n怎麼辦……\n秀才，救救人家～","1","9"
"0.01","1","vo_minigame_1012_result_2034","4","2","3001","21300135","3","3","4","好像不及格了？\n唔嗯～機會難得，\n就跟人家一起加油吧！","1","6"
"2.51","1","vo_minigame_1012_result_2035","10","2","3001","21300136","3","3","4","果然很難呢……\n不過也不是0分，\n沒關係的吧！","1","11"
"2.54","1","vo_minigame_1012_result_2036","6","2","3001","21300137","1","0","0","好，結果是……\n呃，0分是真的假的！？\n秀才，你怎麼了？","0","0"
"4.08","1","vo_minigame_1012_result_2037","10","2","3001","21300138","1","0","2","秀才是故意拿0分的吧？\n不是嗎？真的～？","0","5"
"3.41","1","vo_minigame_1012_result_2038","4","2","3001","21300139","1","0","6","秀才，你是0分呢……\n乾脆換人家來教你讀書吧……？","0","0"
"4.1","1","vo_minigame_1012_result_2039","8","2","3001","21300140","2","0","10","嗯……\n完全搞不懂！\n不過讀書這回事，\n老是這樣吧！","0","0"
"5.8","1","vo_minigame_1012_result_2040","2","2","3001","21300141","2","0","6","這些我們學過嗎？\n秀才也不記得？\n那就沒辦法了吧！\n繼續考吧，繼續！","0","4"
"4.6","1","vo_minigame_1012_result_2041","8","2","3001","21300142","2","0","10","那個那個，全部是×的狀況，\n這也很稀有吧？\n不能開心嗎？","0","3"
"6.04","1","vo_minigame_1012_result_2042","2","2","3001","21300143","3","0","10","人家知道題目很難了！\n這也算有前進一步了……對吧？\n下次再加油吧！","0","0"
"1.92","1","vo_minigame_1012_result_2043","3","2","3001","21300144","3","0","9","0分……！不過不過，\n我們的心情是滿分嘛♪\n秀才，再挑戰一次吧！","0","4"
"0","1","vo_minigame_1012_result_2044","7","2","3001","21300145","3","0","7","跟秀才同分，\n人家好像有點高興喔？\n一起從0開始加油吧～！","0","0"
"0","2","vo_minigame_1012_correct_232","2","2","1201","22120101","0","0","2","欸嘿嘿～","0","0"
"0","2","vo_minigame_1012_correct_233","6","2","1201","22120102","0","0","6","哦～","0","0"
"0","2","vo_minigame_1012_correct_234","3","2","1201","22120103","0","0","3","答對～♪","0","0"
"0","2","vo_minigame_1012_correct_235","2","2","1202","22120201","0","3000","2","咻～！","0","0"
"0","2","vo_minigame_1012_correct_236","2","2","1202","22120202","0","3000","2","真行～！","0","0"
"0","2","vo_minigame_1012_correct_237","3","2","1202","22120203","0","6000","3","好耶～","3001","0"
"0","2","vo_minigame_1012_correct_238","6","2","1202","22120204","0","-1","6","千鈞一髮～！","13333","0"
"0","2","vo_minigame_1012_correct_239","7","2","1203","22120301","0","0","7","怎麼樣啊！","0","0"
"0.01","2","vo_minigame_1012_correct_241","3","2","1204","22120401","0","0","3","對吧♪","0","4"
"0","2","vo_minigame_1012_correct_240","6","2","1205","22120501","0","0","6","答對了！","0","0"
"0","2","vo_minigame_1012_correct_242","2","2","1206","22120601","0","-1","2","超強～","3","0"
"0","2","vo_minigame_1012_correct_243","5","2","1207","22120701","0","-1","5","可不會輸的～","3","0"
"0","2","vo_minigame_1012_incorrect_227","4","2","1301","22130101","0","0","4","不行嗎？","0","0"
"0.01","2","vo_minigame_1012_incorrect_228","4","2","1301","22130102","0","0","4","失望……！","0","6"
"0","2","vo_minigame_1012_incorrect_229","5","2","1301","22130103","0","0","5","嗯嗯……！","0","0"
"0","2","vo_minigame_1012_incorrect_231","6","2","1302","22130202","0","3000","6","咦咦……！？","0","0"
"0","2","vo_minigame_1012_incorrect_232","4","2","1302","22130203","0","6000","4","唉呀～","3001","0"
"0","2","vo_minigame_1012_incorrect_233","4","2","1302","22130204","0","-1","4","等等人家～","20000","0"
"0","2","vo_minigame_1012_incorrect_234","9","2","1303","22130301","0","0","9","難到翻～","0","0"
"0","2","vo_minigame_1012_incorrect_235","10","2","1304","22130401","0","0","10","是什麼來著？","0","0"
"0","2","vo_minigame_1012_incorrect_236","5","2","1305","22130501","0","0","5","不甘心～","0","0"
"0.01","2","vo_minigame_1012_time_200","6","2","1701","22170101","0","30000","6","好像快結束了！","20000","3"
"0.01","2","vo_minigame_1012_time_201","5","2","1701","22170102","0","30000","5","得加快腳步……！","20000","9"
"2.81","2","vo_minigame_1012_result_2045","3","2","3001","22300101","1","-1","2","〇超多的，笑死～\n秀才很順地一直答題，\n真的好帥喔♪","20","4"
"2.31","2","vo_minigame_1012_result_2046","2","2","3001","22300102","1","-1","3","分數很好看嘛！\n這對秀才來說，\n該不會太簡單了吧？","20","11"
"0.01","2","vo_minigame_1012_result_2047","3","2","3001","22300103","1","-1","3","呀哈，已經很完美了呢♪\n希望你也能教人家其他題目～\n接著要不要挑戰難一點的？","20","11"
"4.33","2","vo_minigame_1012_result_2048","7","2","3001","22300104","2","-1","6","都是些難題，\n但有好多〇耶……！\n不愧是秀才老師～！","20","11"
"5.73","2","vo_minigame_1012_result_2049","2","2","3001","22300105","2","-1","6","只不過是一起讀書，\n人家就感覺\n自己也變聰明了……！\n真的很感謝！","20","0"
"0.01","2","vo_minigame_1012_result_2050","6","2","3001","22300106","2","-1","6","這是很難的題目吧？\n為什麼那麼輕鬆就答出來了？\n秀才太厲害了！","20","8"
"4.02","2","vo_minigame_1012_result_2051","3","2","3001","22300107","3","-1","6","明明難翻天了，\n卻一瞬間就回答出來……！\n秀才你的頭腦太好了吧？","20","0"
"5.24","2","vo_minigame_1012_result_2052","3","2","3001","22300108","3","-1","2","答對，答對，全都答對～\n呀哈哈，好厲害！\n不愧是秀才！\n擊掌～！","20","11"
"4.6","2","vo_minigame_1012_result_2053","3","2","3001","22300109","3","-1","2","你教了人家這麼多，\n考試已經很輕鬆了吧！\n秀才，真的很謝謝你♪","20","4"
"5.57","2","vo_minigame_1012_result_2054","10","2","3001","22300110","1","-1","6","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","20","0"
"5.57","2","vo_minigame_1012_result_2054","10","2","3001","22300112","2","-1","6","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","20","0"
"5.57","2","vo_minigame_1012_result_2054","10","2","3001","22300114","3","-1","6","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","20","0"
"0","2","vo_minigame_1012_result_2056","2","2","3001","22300116","1","19","2","題目超多的，\n秀才卻俐落地一一回答了出來，\n超級可靠的！","15","0"
"5.23","2","vo_minigame_1012_result_2057","3","2","3001","22300117","1","19","6","喔～不愧是秀才！\n〇的數量也超秀才的呢♪\n耶～！","15","11"
"3.23","2","vo_minigame_1012_result_2058","2","2","3001","22300118","1","19","3","秀才，你拿了好多〇嘛♪\n你教人家的東西，\n人家好像也記了很多喔？","15","11"
"6","2","vo_minigame_1012_result_2059","7","2","3001","22300119","2","19","3","狠嗨的分數嘛！\n總之先來個驕傲的表情吧？\n預備～怎麼樣啊……！","15","10"
"0","2","vo_minigame_1012_result_2060","7","2","3001","22300120","2","19","7","漸漸開始能答出很難的題目，\n好開心喔～\n有點感動～","15","0"
"0","2","vo_minigame_1012_result_2061","6","2","3001","22300121","2","19","6","回答了這麼多題，\n秀才的腦筋都不會秀逗嗎？\n厲害……！","15","0"
"3.06","2","vo_minigame_1012_result_2062","2","2","3001","22300122","3","19","6","哇哇，都是〇……！\n狀態這麼好的話，\n下次可以拿到20分吧？","15","3"
"5.74","2","vo_minigame_1012_result_2063","5","2","3001","22300123","3","19","6","〇竟然有15個以上……！\n這難翻天了說，超厲害～\n人家也得多努力！","15","0"
"2.67","2","vo_minigame_1012_result_2064","3","2","3001","22300124","3","19","6","好厲害的集中力……！\n對秀才來說，\n越難的題目\n該不會越能燃起鬥志？","15","0"
"0","2","vo_minigame_1012_result_2067","3","2","3001","22300131","1","14","3","呀哈，感覺不錯！\n答出了很多題目，\n這就是人家說的……\n讀書的成果吧♪","10","0"
"0","2","vo_minigame_1012_result_2068","2","2","3001","22300132","1","14","2","〇有10個以上呢♪\n多虧有秀才，\n人家的腦袋，\n也稍微變好了一些吧？","10","0"
"2.28","2","vo_minigame_1012_result_2069","2","2","3001","22300133","1","14","10","答對了很多吧？\n果然〇越多的話，\n心情就會越嗨呢～","10","0"
"0","2","vo_minigame_1012_result_2070","2","2","3001","22300134","2","14","2","讀書這回事啊，\n一發現自己懂了之後，\n就還蠻開心的呢！","10","0"
"2.1","2","vo_minigame_1012_result_2071","2","2","3001","22300135","2","14","6","答對了10題以上！？\n步調很不錯嘛？\n很順利，很順利～","10","0"
"2.13","2","vo_minigame_1012_result_2072","3","2","3001","22300136","2","14","2","答對了好多！\n就算是困難的題目，\n只要和秀才在一起就不可怕♪","10","0"
"0","2","vo_minigame_1012_result_2073","7","2","3001","22300137","3","14","7","這種難翻天的題目也能教會人家，\n秀才超貼心的，真的很謝謝你！\n我們一起加油吧♪","10","0"
"0","2","vo_minigame_1012_result_2074","6","2","3001","22300138","3","14","6","題目明明難翻天了，\n卻有好多〇，\n秀才太厲害了吧？","10","0"
"4.21","2","vo_minigame_1012_result_2075","5","2","3001","22300139","3","14","6","題目難翻天還能這麼快答完，\n很厲害嘛……？\n人家也要加油追上你！","10","0"
"1.94","2","vo_minigame_1012_result_2078","3","2","3001","22300146","1","9","0","還不錯嘛？\n不過不過，\n秀才和人家的話，\n感覺還能表現得更好！","5","0"
"2.28","2","vo_minigame_1012_result_2079","0","2","3001","22300147","1","9","4","好想要更多〇呢……\n看來也只能腳踏實地學習了，\n能再教人家一次嗎？","5","0"
"0","2","vo_minigame_1012_result_2080","4","2","3001","22300148","1","9","4","雖然有讀書了，\n但還是一堆不懂的東西……\n秀才老師，救救人家～","5","0"
