19babfaa311a6b1bc38878d70e00418dded01bddc331bc442d5c49f0e16f951f,61bbcd8f08bafe370852f3c2bb0d21d160422c8aa9c61830151a3ee564170131,83aa098369e39a8e554ddec6f17a24b146e7ea8b8a88404fa0de53d8e5c35f5c,35f1ed81741988a8eda92299aec22a4e98f1111114161044eabab2169ae7096c,8cd71933c91cf1a0ab85e4fb8dd7af8840282e35d3f3f5a83ccce3effa21f69b,3b12dece0c44ca17fd482409a11e4cfa394b3d98875283c35e502a8954e4b9ac,fd5fbe201655a77d1fa91e24a73d9fa5ad9549cde64a491ef6c943090910035a,973f0a46d2d38b45ef831ce12e9fa719c8ed849f86b73f9203b892e5b0267ed5,daa0cdff2d246839883b7ea164bb66d29ed8d3d06c2fcc26bcc4085fefa4aaed,1eaa7cc0a501460011eed0f041363ac4c9cd27658123087ab8f4bd79b7a198d9,e1d87b1e7c510e889409ca7fee98fa3d384c6d8b7d5a7bdbe8a97fbdfe08295b,7a93b55ec88b33a45876ab27762ed28e72bfc642c34d73c89da0f31aa78ac74a,5b488efc5227bc7d17b0aa45a5b6a5d41f20ed9c3816a1cea92948c2d124790f
"0","0","下一題一定行！","2","1","0","vo_minigame_1012_start_103","0","13110201","1102","3","2","0"
"0","0","別放棄！","1","1","0","vo_minigame_1012_start_104","0","13110202","1102","3","1","0"
"0","0","要挽回劣勢！","1","1","0","vo_minigame_1012_start_105","0","13110203","1102","3","1","0"
"4","2","來，下一題！","1","1","0","vo_minigame_1012_start_106","0","13110301","1103","3","1","0"
"4","2","冷靜點！","1","1","0","vo_minigame_1012_start_107","0","13110302","1103","3","1","0"
"4","2","這題會回答嗎？","7","1","0","vo_minigame_1012_start_108","0","13110303","1103","3","7","0"
"7","5","還不能鬆懈！","2","1","0","vo_minigame_1012_start_109","0","13110304","1103","3","2","0"
"7","5","好了，下一題！","1","1","0","vo_minigame_1012_start_110","0","13110305","1103","3","1","0"
"7","5","還沒完喔！","8","1","0","vo_minigame_1012_start_111","0","13110306","1103","3","8","0"
"10","8","集中精神到最後一刻！","2","1","0","vo_minigame_1012_start_112","0","13110307","1103","3","2","0"
"10","8","最後衝刺！","8","1","0","vo_minigame_1012_start_113","0","13110308","1103","1","8","0"
"10","8","撐到最後！","1","1","0","vo_minigame_1012_start_114","0","13110309","1103","1","1","0"
"2","2","這可不能隨便選！","2","1","0","vo_minigame_1012_start_115","0","13110401","1104","3","2","0"
"2","2","哪個是正確答案呢？","7","1","0","vo_minigame_1012_start_116","0","13110402","1104","3","7","0"
"2","2","正解只有一個！","1","1","0","vo_minigame_1012_start_117","0","13110403","1104","3","1","0"
"1","1","是哪個呢？","3","1","0","vo_minigame_1012_start_118","0","13110404","1104","3","3","0"
"1","1","猶豫的時候就靠運氣！","2","1","0","vo_minigame_1012_start_119","0","13110405","1104","3","2","0"
"1","1","〇？還是×？","5","1","0","vo_minigame_1012_start_120","0","13110406","1104","3","5","0"
"3","3","請選擇幾個答案。","1","1","0","vo_minigame_1012_start_121","0","13110407","1104","3","1","0"
"3","3","有複數個答案！","0","1","0","vo_minigame_1012_start_122","0","13110408","1104","3","0","0"
"3","3","答案有幾個呢？","3","1","0","vo_minigame_1012_start_123","0","13110409","1104","3","3","0"
"0","0","看來你準備好了。","1","1","0","vo_minigame_1012_start_127","0","13110501","1105","3","1","0"
"0","0","好熟悉的題目呢！","10","1","0","vo_minigame_1012_start_128","0","13110502","1105","3","10","0"
"0","0","之前有答對喔。","8","1","0","vo_minigame_1012_start_129","0","13110503","1105","3","8","0"
"0","0","這題會回答嗎？","3","1","0","vo_minigame_1012_start_124","0","13110601","1106","3","3","0"
"0","0","還沒答對呢。","3","1","0","vo_minigame_1012_start_125","0","13110602","1106","3","3","0"
"0","0","挑戰，首次答對！","1","1","0","vo_minigame_1012_start_126","0","13110603","1106","3","1","0"
"0","0","到目前為止都很完美喔！","8","1","0","vo_minigame_1012_start_130","0","13110701","1107","3","8","0"
"0","0","最後就俐落地解決吧！","7","1","0","vo_minigame_1012_start_131","0","13110702","1107","3","7","0"
"0","0","下一題再錯的話……","3","1","0","vo_minigame_1012_start_132","0","13110801","1108","3","3","0"
"0","0","都最後了，答對一題吧！","2","1","0","vo_minigame_1012_start_133","0","13110802","1108","3","2","0"
"0","0","答對了！","1","1","0","vo_minigame_1012_correct_100","0","13120101","1201","3","1","0"
"0","0","很行嘛！","7","1","0","vo_minigame_1012_correct_101","0","13120102","1201","3","7","0"
"0","0","不錯喔！","8","1","0","vo_minigame_1012_correct_102","0","13120103","1201","3","8","0"
"0","0","就是那個！","1","1","0","vo_minigame_1012_correct_103","0","13120104","1201","3","1","0"
"0","0","可以的！","1","1","0","vo_minigame_1012_correct_104","0","13120105","1201","3","1","0"
"0","0","很好！","8","1","0","vo_minigame_1012_correct_105","0","13120106","1201","3","8","0"
"0","0","完美！","7","1","0","vo_minigame_1012_correct_106","0","13120107","1201","3","7","0"
"3000","0","好快！","5","1","0","vo_minigame_1012_correct_110","8","13120201","1202","3","5","0.01"
"3000","0","厲害！","5","1","0","vo_minigame_1012_correct_111","0","13120202","1202","3","5","0"
"6000","3001","節奏不錯喔！","7","1","0","vo_minigame_1012_correct_112","0","13120203","1202","3","7","0"
"6000","3001","速度真快！","1","1","0","vo_minigame_1012_correct_113","0","13120204","1202","3","1","0"
"6000","3001","太棒了！","8","1","0","vo_minigame_1012_correct_114","0","13120205","1202","3","8","0"
"-1","13333","有點猶豫了嗎？","1","1","0","vo_minigame_1012_correct_116","0","13120206","1202","3","1","0"
"0","0","你是天才嗎！？","5","1","0","vo_minigame_1012_correct_120","8","13120301","1203","3","5","0.01"
"0","0","你記得呢！","1","1","0","vo_minigame_1012_correct_124","0","13120401","1204","3","1","0"
"0","0","好像很完美喔！","7","1","0","vo_minigame_1012_correct_126","0","13120402","1204","3","7","0"
"0","0","答對了呢！","8","1","0","vo_minigame_1012_correct_121","0","13120501","1205","3","8","0"
"0","0","那就是正確答案！","8","1","0","vo_minigame_1012_correct_122","0","13120502","1205","3","8","0"
"-1","3","又答對了！","5","1","0","vo_minigame_1012_correct_127","0","13120601","1206","3","5","0"
"-1","3","勝負現在開始！","1","1","0","vo_minigame_1012_correct_130","0","13120701","1207","3","1","0"
"0","0","答錯了！","4","1","0","vo_minigame_1012_incorrect_100","0","13130101","1301","3","4","0"
"0","0","不對！","2","1","0","vo_minigame_1012_incorrect_101","0","13130102","1301","3","2","0"
"0","0","不對耶……！","3","1","0","vo_minigame_1012_incorrect_102","0","13130103","1301","3","3","0"
"0","0","搞砸了……！","4","1","0","vo_minigame_1012_incorrect_103","0","13130104","1301","3","4","0"
"0","0","唉呀……！","4","1","0","vo_minigame_1012_incorrect_104","0","13130105","1301","3","4","0"
"0","0","可惜……！","3","1","0","vo_minigame_1012_incorrect_105","6","13130106","1301","3","3","0.01"
"0","0","下一題一定可以！","2","1","0","vo_minigame_1012_incorrect_106","0","13130107","1301","3","2","0"
"3000","0","冷靜點！？","3","1","0","vo_minigame_1012_incorrect_110","0","13130201","1302","3","3","0"
"3000","0","剛才是怎麼了！？","6","1","0","vo_minigame_1012_incorrect_111","8","13130202","1302","3","6","0.01"
"6000","3001","不要急！","3","1","0","vo_minigame_1012_incorrect_112","0","13130203","1302","3","3","0"
"6000","3001","慢慢來就行了！","2","1","0","vo_minigame_1012_incorrect_113","0","13130204","1302","3","2","0"
"6000","3001","比起速度，答對更重要！","2","1","0","vo_minigame_1012_incorrect_114","0","13130205","1302","3","2","0"
"-1","20000","想太多了嗎？","5","1","0","vo_minigame_1012_incorrect_115","0","13130206","1302","3","5","0"
"0","0","這樣沒辦法……","9","1","0","vo_minigame_1012_incorrect_120","0","13130301","1303","3","9","0"
"0","0","是你之前答對的題目喔？","3","1","0","vo_minigame_1012_incorrect_121","6","13130401","1304","3","3","0.01"
"0","0","有好好複習嗎？","6","1","0","vo_minigame_1012_incorrect_122","2","13130402","1304","3","6","0.01"
"0","0","有一部分對了！","1","1","0","vo_minigame_1012_incorrect_124","0","13130501","1305","3","1","0"
"0","0","嗯～真可惜！","5","1","0","vo_minigame_1012_incorrect_125","0","13130502","1305","3","5","0"
"0","0","如何……？","3","1","0","vo_minigame_1012_hint_100","0","13140101","1401","3","3","0"
"0","0","會回答嗎？","10","1","0","vo_minigame_1012_hint_101","0","13140102","1401","3","10","0"
"0","0","唔～嗯……","3","1","0","vo_minigame_1012_hint_102","2","13140103","1401","3","3","0.01"
"0","0","來，是哪個？","1","1","0","vo_minigame_1012_hint_103","0","13140104","1401","3","1","0"
"0","0","想一想……","1","1","0","vo_minigame_1012_hint_104","0","13140105","1401","3","1","0"
"0","0","你睡著了？","6","1","0","vo_minigame_1012_hint_105","0","13140106","1401","3","6","0"
"0","0","喂～","2","1","0","vo_minigame_1012_hint_106","0","13140107","1401","3","2","0"
"0","0","最差就是靠運氣了！","2","1","0","vo_minigame_1012_hint_107","0","13140108","1401","3","2","0"
"0","0","別分心啦！","2","1","0","vo_minigame_1012_hint_108","0","13140109","1401","3","2","0"
"0","0","好難啊……","3","1","0","vo_minigame_1012_hint_110","6","13140201","1402","3","3","0.01"
"0","0","好難啊……","3","1","0","vo_minigame_1012_hint_111","0","13140202","1402","3","3","0"
"0","0","要靠直覺嗎……？","9","1","0","vo_minigame_1012_hint_112","0","13140203","1402","3","9","0"
"20000","3001","給你提示！","7","1","0","vo_minigame_1012_hint_113","11","13150101","1501","3","7","0.01"
"20000","3001","這樣能曉得嗎？","1","1","0","vo_minigame_1012_hint_114","0","13150102","1501","3","1","0"
"20000","3001","這可是特別服務！","7","1","0","vo_minigame_1012_hint_115","11","13150103","1501","3","7","0.01"
"3000","0","已經要求助了？","5","1","0","vo_minigame_1012_hint_116","0","13150104","1501","3","5","0"
"3000","0","真拿你沒辦法～","9","1","0","vo_minigame_1012_hint_117","0","13150105","1501","3","9","0"
"4","1","什麼啦？","10","1","0","vo_minigame_1012_tap_100","5","13160101","1601","3","10","0.01"
"4","1","要我借你橡皮擦嗎？","10","1","0","vo_minigame_1012_tap_101","5","13160102","1601","3","10","0.01"
"9","5","這到底是怎樣啦？","4","1","0","vo_minigame_1012_tap_102","0","13160103","1601","3","4","0"
"9","5","沾到灰塵了嗎？","6","1","0","vo_minigame_1012_tap_103","0","13160104","1601","3","6","0"
"-1","10","我差不多要發火了喔！","2","1","0","vo_minigame_1012_tap_104","1","13160105","1601","3","2","0.01"
"-1","10","你是要摸幾次！！","2","1","0","vo_minigame_1012_tap_105","1","13160106","1601","3","2","0.01"
"0","0","要學習哪個科目呢？\n請選擇吧！","1","1","0","vo_minigame_1012_select_100","0","13200101","2001","3","1","0"
"0","0","你很勤奮學習呢！\n那麼要選哪科呢？","8","1","0","vo_minigame_1012_select_101","0","13200102","2001","3","8","0"
"0","0","學習，學習，真有趣～♪\n……！快、快選啦！","4","1","0","vo_minigame_1012_select_102","7","13200103","2001","3","8","3.03"
"0","0","可以回顧之前學過的內容喔，\n答錯的題目也能在這裡複習！","1","1","0","vo_minigame_1012_archive_100","0","13400101","4001","3","1","0"
"0","0","太好了，得到〇了～♪","2","2","0","vo_minigame_1012_correct_207","4","21120101","1201","1","2","0.01"
"0","0","太好了，秀才♪","2","2","0","vo_minigame_1012_correct_208","4","21120102","1201","1","2","0.01"
"0","0","不愧是秀才♪","3","2","0","vo_minigame_1012_correct_209","4","21120103","1201","1","3","0.01"
"-1","13333","答對了……！","5","2","0","vo_minigame_1012_correct_215","0","21120201","1202","1","5","0"
"-1","13333","喔，答對了？","6","2","0","vo_minigame_1012_correct_217","0","21120202","1202","1","6","0"
"0","0","好厲害～！","6","2","0","vo_minigame_1012_correct_218","0","21120301","1203","1","6","0"
"0","0","答對了～♪","2","2","0","vo_minigame_1012_correct_219","4","21120302","1203","1","2","0.01"
"0","0","記起來了～","2","2","0","vo_minigame_1012_correct_225","0","21120401","1204","1","2","0"
"0","0","終於答對了～！","4","2","0","vo_minigame_1012_correct_223","0","21120501","1205","1","4","0"
"-1","3","超嗨～♪","2","2","0","vo_minigame_1012_correct_228","4","21120601","1206","1","2","0.01"
"-1","3","開始逆轉！","3","2","0","vo_minigame_1012_correct_231","0","21120701","1207","1","3","0"
"0","0","氣氛低迷～","9","2","0","vo_minigame_1012_incorrect_207","6","21130101","1301","1","9","0.01"
"0","0","不對嗎？","4","2","0","vo_minigame_1012_incorrect_208","0","21130102","1301","1","4","0"
"0","0","好像不對吧？","4","2","0","vo_minigame_1012_incorrect_209","0","21130103","1301","1","4","0"
"-1","20000","太慢了嗎？","4","2","0","vo_minigame_1012_incorrect_216","0","21130201","1302","1","4","0"
"-1","20000","我發呆了……！","8","2","0","vo_minigame_1012_incorrect_217","0","21130202","1302","1","8","0"
"0","0","太嚴苛了～","4","2","0","vo_minigame_1012_incorrect_218","6","21130301","1303","1","4","0.01"
"0","0","難到翻呢～","8","2","0","vo_minigame_1012_incorrect_219","0","21130302","1303","1","8","0"
"0","0","咦？答錯了……？","6","2","0","vo_minigame_1012_incorrect_223","0","21130401","1304","1","6","0"
"0","0","就只差一點點了……！","8","2","0","vo_minigame_1012_incorrect_226","0","21130501","1305","1","8","0"
"10","10","厲害，全是〇嘛……！\n維持這個步調教人家的話，\n感覺人家腦袋也會變好～！","0","2","1","vo_minigame_1012_result_2000","0","21300101","3001","1","6","3.32"
"10","10","咦？只有〇……？\n原來真的有人考得到滿分……\n秀才真的好厲害……！","2","2","1","vo_minigame_1012_result_2001","3","21300102","3001","1","6","6.5"
"10","10","滿分嘛！好讚～！\n這對秀才來說\n該不會太簡單了？","6","2","1","vo_minigame_1012_result_2002","5","21300103","3001","1","3","3.1"
"10","10","很俐落地解決了呢！\n秀才，謝謝你教人家讀書～♪","2","2","2","vo_minigame_1012_result_2003","11","21300104","3001","1","3","2.06"
"10","10","即使是很難的題目也全對！\n太讓人激動了！\n秀才頭腦超好～","7","2","2","vo_minigame_1012_result_2004","0","21300105","3001","1","3","4.45"
"10","10","呀哈，考滿分耶！\n連一起讀書的人家都心情好好！","2","2","2","vo_minigame_1012_result_2005","11","21300106","3001","1","2","0.01"
"10","10","秀才，完美的滿分！\n這根本是最強的了！\n來吧，擊掌～！","3","2","3","vo_minigame_1012_result_2006","11","21300107","3001","1","2","6.64"
"10","10","秀才太完美了，\n變得好耀眼啊！\n只有〇是怎麼回事！？","6","2","3","vo_minigame_1012_result_2007","0","21300108","3001","1","6","0"
"10","10","題目超難也考了滿分嘛……！\n秀才老師真的很厲害！\n之後也要拜託你囉～","7","2","3","vo_minigame_1012_result_2008","0","21300109","3001","1","6","5.76"
"9","7","秀才，\n這該不會對你來說很輕鬆？\n都是答對的耶！","6","2","1","vo_minigame_1012_result_2009","0","21300110","3001","1","6","0"
"9","7","好多個〇，笑死～\n話說秀才好會教！\n超級淺顯易懂的♪","7","2","1","vo_minigame_1012_result_2010","0","21300111","3001","1","2","2.59"
"9","7","有這麼多〇的話，\n心情就很好呢♪\n下次來拿滿分吧～！","3","2","1","vo_minigame_1012_result_2011","11","21300112","3001","1","2","4.09"
"9","7","距離滿分只差一點了嘛！\n不愧是秀才！\n心情都嗨起來了～","3","2","2","vo_minigame_1012_result_2012","0","21300113","3001","1","2","2.47"
"9","7","呀哈，答對好多～\n真是的，下次就滿分了吧！\n心情都嗨起來了呢♪","3","2","2","vo_minigame_1012_result_2013","11","21300114","3001","1","3","0.01"
"9","7","多虧秀才，\n人家也更懂了一些！","2","2","2","vo_minigame_1012_result_2014","0","21300115","3001","1","2","0"
"9","7","雖然題目超難，\n但也都是〇嘛……！\n秀才真的好可靠！","2","2","3","vo_minigame_1012_result_2015","0","21300116","3001","1","6","3.45"
"9","7","要追上秀才老師，\n並追過他！\n人家也要加油～！","3","2","3","vo_minigame_1012_result_2016","0","21300117","3001","1","3","0"
"9","7","雖然題目超難，\n但只差一點就滿分了！\n真是的～都這麼高分了，\n那也只能繼續拚了吧！","3","2","3","vo_minigame_1012_result_2017","0","21300118","3001","1","2","4"
"6","4","喔！還有一半，\n人家也\n再繼續加油一下吧！","0","2","1","vo_minigame_1012_result_2018","0","21300119","3001","1","6","0.92"
"6","4","雖然還有搞不懂的題目，\n但分數不差吧？\n心情也嗨起來了，\n下次能考更高分吧？","3","2","1","vo_minigame_1012_result_2019","0","21300120","3001","1","0","4.36"
"6","4","大概一半吧？\n那好戲現在才上場呢！\n專心，專心！","2","2","1","vo_minigame_1012_result_2020","0","21300121","3001","1","6","2.35"
"6","4","這樣是一半左右？\n好，總之避開不及格了！\n好耶～！","2","2","2","vo_minigame_1012_result_2021","0","21300122","3001","1","0","2.13"
"6","4","還有一半呢！\n加油加油，秀才！\n人家也在努力～！","2","2","2","vo_minigame_1012_result_2022","0","21300123","3001","1","0","2.38"
"6","4","唔嗯～果然很難呢。\n不過有一半是〇，\n感覺可以呢！","0","2","2","vo_minigame_1012_result_2023","0","21300124","3001","1","4","3.5"
"6","4","大概答對一半？\n這就表示，\n再一半就滿分了嘛！","6","2","3","vo_minigame_1012_result_2024","0","21300125","3001","1","0","2.25"
"6","4","秀才，你很行嘛！\n咦？目標是更高分？\n那人家也要加油！","6","2","3","vo_minigame_1012_result_2025","0","21300126","3001","1","3","2.14"
"6","4","題目難到翻，\n卻答對了一半……！？\n秀才狀況真棒！","2","2","3","vo_minigame_1012_result_2026","0","21300127","3001","1","6","3.75"
"3","1","難到爆呢～\n……咦？這算簡單的嗎？\n嘿嘿，騙人～？","10","2","1","vo_minigame_1012_result_2027","5","21300128","3001","1","4","2.53"
"3","1","那個那個，秀才，\n你不用配合人家，\n故意考低分喔？","4","2","1","vo_minigame_1012_result_2028","9","21300129","3001","1","4","0.01"
"3","1","暖身就到此結束……\n秀才，接下來要認真囉！","3","2","1","vo_minigame_1012_result_2029","0","21300130","3001","1","0","2.93"
"3","1","啊，秀才，\n你分數跟人家一樣嘛！\n我們一起被當吧～♪","3","2","2","vo_minigame_1012_result_2030","4","21300131","3001","1","0","4.26"
"3","1","我看看……\n再教人家一次的話，\n感覺下次就能考更高喔！","10","2","2","vo_minigame_1012_result_2031","0","21300132","3001","1","10","0"
"3","1","人家也完全看不懂～\n哪裡錯了呢……？\n要再學習一次看看嗎？","0","2","2","vo_minigame_1012_result_2032","5","21300133","3001","1","9","4.98"
"3","1","題目難到爆真的完全不懂……\n怎麼辦……\n秀才，救救人家～","4","2","3","vo_minigame_1012_result_2033","9","21300134","3001","1","4","0.01"
"3","1","好像不及格了？\n唔嗯～機會難得，\n就跟人家一起加油吧！","4","2","3","vo_minigame_1012_result_2034","6","21300135","3001","1","4","0.01"
"3","1","果然很難呢……\n不過也不是0分，\n沒關係的吧！","10","2","3","vo_minigame_1012_result_2035","11","21300136","3001","1","4","2.51"
"0","0","好，結果是……\n呃，0分是真的假的！？\n秀才，你怎麼了？","6","2","1","vo_minigame_1012_result_2036","0","21300137","3001","1","0","2.54"
"0","0","秀才是故意拿0分的吧？\n不是嗎？真的～？","10","2","1","vo_minigame_1012_result_2037","5","21300138","3001","1","2","4.08"
"0","0","秀才，你是0分呢……\n乾脆換人家來教你讀書吧……？","4","2","1","vo_minigame_1012_result_2038","0","21300139","3001","1","6","3.41"
"0","0","嗯……\n完全搞不懂！\n不過讀書這回事，\n老是這樣吧！","8","2","2","vo_minigame_1012_result_2039","0","21300140","3001","1","10","4.1"
"0","0","這些我們學過嗎？\n秀才也不記得？\n那就沒辦法了吧！\n繼續考吧，繼續！","2","2","2","vo_minigame_1012_result_2040","4","21300141","3001","1","6","5.8"
"0","0","那個那個，全部是×的狀況，\n這也很稀有吧？\n不能開心嗎？","8","2","2","vo_minigame_1012_result_2041","3","21300142","3001","1","10","4.6"
"0","0","人家知道題目很難了！\n這也算有前進一步了……對吧？\n下次再加油吧！","2","2","3","vo_minigame_1012_result_2042","0","21300143","3001","1","10","6.04"
"0","0","0分……！不過不過，\n我們的心情是滿分嘛♪\n秀才，再挑戰一次吧！","3","2","3","vo_minigame_1012_result_2043","4","21300144","3001","1","9","1.92"
"0","0","跟秀才同分，\n人家好像有點高興喔？\n一起從0開始加油吧～！","7","2","3","vo_minigame_1012_result_2044","0","21300145","3001","1","7","0"
"0","0","欸嘿嘿～","2","2","0","vo_minigame_1012_correct_232","0","22120101","1201","2","2","0"
"0","0","哦～","6","2","0","vo_minigame_1012_correct_233","0","22120102","1201","2","6","0"
"0","0","答對～♪","3","2","0","vo_minigame_1012_correct_234","0","22120103","1201","2","3","0"
"3000","0","咻～！","2","2","0","vo_minigame_1012_correct_235","0","22120201","1202","2","2","0"
"3000","0","真行～！","2","2","0","vo_minigame_1012_correct_236","0","22120202","1202","2","2","0"
"6000","3001","好耶～","3","2","0","vo_minigame_1012_correct_237","0","22120203","1202","2","3","0"
"-1","13333","千鈞一髮～！","6","2","0","vo_minigame_1012_correct_238","0","22120204","1202","2","6","0"
"0","0","怎麼樣啊！","7","2","0","vo_minigame_1012_correct_239","0","22120301","1203","2","7","0"
"0","0","對吧♪","3","2","0","vo_minigame_1012_correct_241","4","22120401","1204","2","3","0.01"
"0","0","答對了！","6","2","0","vo_minigame_1012_correct_240","0","22120501","1205","2","6","0"
"-1","3","超強～","2","2","0","vo_minigame_1012_correct_242","0","22120601","1206","2","2","0"
"-1","3","可不會輸的～","5","2","0","vo_minigame_1012_correct_243","0","22120701","1207","2","5","0"
"0","0","不行嗎？","4","2","0","vo_minigame_1012_incorrect_227","0","22130101","1301","2","4","0"
"0","0","失望……！","4","2","0","vo_minigame_1012_incorrect_228","6","22130102","1301","2","4","0.01"
"0","0","嗯嗯……！","5","2","0","vo_minigame_1012_incorrect_229","0","22130103","1301","2","5","0"
"3000","0","咦咦……！？","6","2","0","vo_minigame_1012_incorrect_231","0","22130202","1302","2","6","0"
"6000","3001","唉呀～","4","2","0","vo_minigame_1012_incorrect_232","0","22130203","1302","2","4","0"
"-1","20000","等等人家～","4","2","0","vo_minigame_1012_incorrect_233","0","22130204","1302","2","4","0"
"0","0","難到翻～","9","2","0","vo_minigame_1012_incorrect_234","0","22130301","1303","2","9","0"
"0","0","是什麼來著？","10","2","0","vo_minigame_1012_incorrect_235","0","22130401","1304","2","10","0"
"0","0","不甘心～","5","2","0","vo_minigame_1012_incorrect_236","0","22130501","1305","2","5","0"
"30000","20000","好像快結束了！","6","2","0","vo_minigame_1012_time_200","3","22170101","1701","2","6","0.01"
"30000","20000","得加快腳步……！","5","2","0","vo_minigame_1012_time_201","9","22170102","1701","2","5","0.01"
"-1","20","〇超多的，笑死～\n秀才很順地一直答題，\n真的好帥喔♪","3","2","1","vo_minigame_1012_result_2045","4","22300101","3001","2","2","2.81"
"-1","20","分數很好看嘛！\n這對秀才來說，\n該不會太簡單了吧？","2","2","1","vo_minigame_1012_result_2046","11","22300102","3001","2","3","2.31"
"-1","20","呀哈，已經很完美了呢♪\n希望你也能教人家其他題目～\n接著要不要挑戰難一點的？","3","2","1","vo_minigame_1012_result_2047","11","22300103","3001","2","3","0.01"
"-1","20","都是些難題，\n但有好多〇耶……！\n不愧是秀才老師～！","7","2","2","vo_minigame_1012_result_2048","11","22300104","3001","2","6","4.33"
"-1","20","只不過是一起讀書，\n人家就感覺\n自己也變聰明了……！\n真的很感謝！","2","2","2","vo_minigame_1012_result_2049","0","22300105","3001","2","6","5.73"
"-1","20","這是很難的題目吧？\n為什麼那麼輕鬆就答出來了？\n秀才太厲害了！","6","2","2","vo_minigame_1012_result_2050","8","22300106","3001","2","6","0.01"
"-1","20","明明難翻天了，\n卻一瞬間就回答出來……！\n秀才你的頭腦太好了吧？","3","2","3","vo_minigame_1012_result_2051","0","22300107","3001","2","6","4.02"
"-1","20","答對，答對，全都答對～\n呀哈哈，好厲害！\n不愧是秀才！\n擊掌～！","3","2","3","vo_minigame_1012_result_2052","11","22300108","3001","2","2","5.24"
"-1","20","你教了人家這麼多，\n考試已經很輕鬆了吧！\n秀才，真的很謝謝你♪","3","2","3","vo_minigame_1012_result_2053","4","22300109","3001","2","2","4.6"
"-1","20","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","10","2","1","vo_minigame_1012_result_2054","0","22300110","3001","2","6","5.57"
"-1","20","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","10","2","2","vo_minigame_1012_result_2054","0","22300112","3001","2","6","5.57"
"-1","20","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","10","2","3","vo_minigame_1012_result_2054","0","22300114","3001","2","6","5.57"
"19","15","題目超多的，\n秀才卻俐落地一一回答了出來，\n超級可靠的！","2","2","1","vo_minigame_1012_result_2056","0","22300116","3001","2","2","0"
"19","15","喔～不愧是秀才！\n〇的數量也超秀才的呢♪\n耶～！","3","2","1","vo_minigame_1012_result_2057","11","22300117","3001","2","6","5.23"
"19","15","秀才，你拿了好多〇嘛♪\n你教人家的東西，\n人家好像也記了很多喔？","2","2","1","vo_minigame_1012_result_2058","11","22300118","3001","2","3","3.23"
"19","15","狠嗨的分數嘛！\n總之先來個驕傲的表情吧？\n預備～怎麼樣啊……！","7","2","2","vo_minigame_1012_result_2059","10","22300119","3001","2","3","6"
"19","15","漸漸開始能答出很難的題目，\n好開心喔～\n有點感動～","7","2","2","vo_minigame_1012_result_2060","0","22300120","3001","2","7","0"
"19","15","回答了這麼多題，\n秀才的腦筋都不會秀逗嗎？\n厲害……！","6","2","2","vo_minigame_1012_result_2061","0","22300121","3001","2","6","0"
"19","15","哇哇，都是〇……！\n狀態這麼好的話，\n下次可以拿到20分吧？","2","2","3","vo_minigame_1012_result_2062","3","22300122","3001","2","6","3.06"
"19","15","〇竟然有15個以上……！\n這難翻天了說，超厲害～\n人家也得多努力！","5","2","3","vo_minigame_1012_result_2063","0","22300123","3001","2","6","5.74"
"19","15","好厲害的集中力……！\n對秀才來說，\n越難的題目\n該不會越能燃起鬥志？","3","2","3","vo_minigame_1012_result_2064","0","22300124","3001","2","6","2.67"
"14","10","呀哈，感覺不錯！\n答出了很多題目，\n這就是人家說的……\n讀書的成果吧♪","3","2","1","vo_minigame_1012_result_2067","0","22300131","3001","2","3","0"
"14","10","〇有10個以上呢♪\n多虧有秀才，\n人家的腦袋，\n也稍微變好了一些吧？","2","2","1","vo_minigame_1012_result_2068","0","22300132","3001","2","2","0"
"14","10","答對了很多吧？\n果然〇越多的話，\n心情就會越嗨呢～","2","2","1","vo_minigame_1012_result_2069","0","22300133","3001","2","10","2.28"
"14","10","讀書這回事啊，\n一發現自己懂了之後，\n就還蠻開心的呢！","2","2","2","vo_minigame_1012_result_2070","0","22300134","3001","2","2","0"
"14","10","答對了10題以上！？\n步調很不錯嘛？\n很順利，很順利～","2","2","2","vo_minigame_1012_result_2071","0","22300135","3001","2","6","2.1"
"14","10","答對了好多！\n就算是困難的題目，\n只要和秀才在一起就不可怕♪","3","2","2","vo_minigame_1012_result_2072","0","22300136","3001","2","2","2.13"
"14","10","這種難翻天的題目也能教會人家，\n秀才超貼心的，真的很謝謝你！\n我們一起加油吧♪","7","2","3","vo_minigame_1012_result_2073","0","22300137","3001","2","7","0"
"14","10","題目明明難翻天了，\n卻有好多〇，\n秀才太厲害了吧？","6","2","3","vo_minigame_1012_result_2074","0","22300138","3001","2","6","0"
"14","10","題目難翻天還能這麼快答完，\n很厲害嘛……？\n人家也要加油追上你！","5","2","3","vo_minigame_1012_result_2075","0","22300139","3001","2","6","4.21"
"9","5","還不錯嘛？\n不過不過，\n秀才和人家的話，\n感覺還能表現得更好！","3","2","1","vo_minigame_1012_result_2078","0","22300146","3001","2","0","1.94"
