df037cce79ad87222f80911e67f7ffeb424a6cec7fef9cb01fa14d11ac46e0b1,db0851c4d16972b9e5969647df712afaae8ea3bd825e98c0b2ef2d3221dacab9
"3000016","401812409"
"3000011","401812413"
"3000019","401812501"
"3000011","401812502"
"3000011","401812503"
"3000011","401812504"
"3000015","401812505"
"3000015","401812506"
"3000015","401812507"
"3000015","401812508"
"3000016","401812509"
"3000011","401812510"
"3000019","401812601"
"3000011","401812602"
"3000011","401812603"
"3000011","401812604"
"3000015","401812605"
"3000015","401812606"
"3000015","401812607"
"3000015","401812608"
"3000016","401812609"
"3000011","401812610"
"3000019","401812701"
"3000011","401812702"
"3000011","401812703"
"3000011","401812704"
"3000015","401812705"
"3000015","401812706"
"3000015","401812707"
"3000015","401812708"
"3000016","401812709"
"3000011","401812710"
"3000010","501011001"
"3000016","501011002"
"3000011","501011003"
"3000017","501011004"
"3000013","501011012"
"3000016","501011013"
"3000011","501011014"
"3000017","501011019"
"3000005","550105111"
"3000005","550105112"
"3000005","550105113"
"3000005","550105114"
"2000000","550105116"
"3000008","550105118"
"3000005","550105213"
"3000005","550105214"
"3000005","550105215"
"3000005","550105216"
"2000000","550105220"
"3000008","550105224"
"3000005","550105315"
"3000005","550105316"
"3000005","550105317"
"3000005","550105318"
"2000000","550105322"
"3000008","550105326"
"3000005","550105416"
"3000005","550105417"
"3000005","550105418"
"3000005","550105419"
"2000000","550105424"
"3000008","550105429"
"3000005","550105516"
"3000005","550105517"
"3000005","550105518"
"3000005","550105519"
"2000000","550105524"
"3000008","550105529"
"3000011","550107151"
"3000011","550107251"
"3000011","550107351"
"3000011","550107451"
"3000011","550107551"
"3000002","781001111"
"3000002","781001121"
"3000002","781001122"
"3000002","781001123"
"3000002","781001124"
"3000002","781001131"
"3000002","781001141"
"3000002","781001151"
"3000002","781001152"
"3000002","781001153"
"3000002","781001211"
"3000002","781001221"
"3000002","781001222"
"3000002","781001223"
"3000002","781001224"
"3000002","781001231"
"3000002","781001241"
"3000002","781001251"
"3000002","781001252"
"3000002","781001253"
"3000002","781001311"
"3000002","781001321"
"3000002","781001322"
"3000002","781001323"
"3000002","781001324"
"3000002","781001331"
"3000002","781001341"
"3000002","781001351"
"3000002","781001352"
"3000002","781001353"
"2000005","924071101"
"2000005","924071201"
"2000005","924071301"
"2000005","924071401"
"2000005","924072101"
"2000005","924072102"
"2000005","924072103"
"2000005","924072104"
"2000005","924072201"
"2000005","924072202"
"2000005","924072203"
"2000005","924072204"
"2000005","924072301"
"2000005","924072302"
"2000005","924072303"
"2000005","924072304"
"2000005","924072401"
"2000005","924072402"
"2000005","924072403"
"2000005","924072404"
"2000005","924073101"
"2000005","924073201"
"2000005","924073301"
"2000005","924073401"
"2000006","924081101"
"2000006","924081201"
"2000006","924081301"
"2000006","924081401"
"2000006","924082101"
"2000006","924082102"
"2000006","924082103"
"2000006","924082104"
"2000006","924082201"
"2000006","924082202"
"2000006","924082203"
"2000006","924082204"
"2000006","924082301"
"2000006","924082302"
"2000006","924082303"
"2000006","924082304"
"2000006","924082401"
"2000006","924082402"
"2000006","924082403"
"2000006","924082404"
"2000006","924083101"
"2000006","924083201"
"2000006","924083301"
"2000006","924083401"
"2000009","924091101"
"2000009","924091201"
"2000009","924091301"
"2000009","924091401"
"2000009","924092101"
"2000009","924092102"
"2000009","924092103"
"2000009","924092104"
"2000009","924092201"
"2000009","924092202"
"2000009","924092203"
"2000009","924092204"
"2000009","924092301"
"2000009","924092302"
"2000009","924092303"
"2000009","924092304"
"2000009","924092401"
"2000009","924092402"
"2000009","924092403"
"2000009","924092404"
"2000009","924093101"
"2000009","924093201"
"2000009","924093301"
"2000009","924093401"
"2000008","924101101"
"2000008","924101201"
"2000008","924101301"
"2000008","924101401"
"2000008","924102101"
"2000008","924102102"
"2000008","924102103"
"2000008","924102104"
"2000008","924102201"
"2000008","924102202"
"2000008","924102203"
"2000008","924102204"
"2000008","924102301"
"2000008","924102302"
"2000008","924102303"
"2000008","924102304"
"2000008","924102401"
"2000008","924102402"
"2000008","924102403"
"2000008","924102404"
"2000008","924103101"
"2000008","924103201"
"2000008","924103301"
"2000008","924103401"
"2000005","924111101"
"2000005","924111201"
"2000005","924111301"
"2000005","924111401"
"2000005","924112101"
"2000005","924112102"
"2000005","924112103"
"2000005","924112104"
"2000005","924112201"
"2000005","924112202"
"2000005","924112203"
"2000005","924112204"
"2000005","924112301"
"2000005","924112302"
"2000005","924112303"
"2000005","924112304"
"2000005","924112401"
"2000005","924112402"
"2000005","924112403"
"2000005","924112404"
"2000005","924113101"
"2000005","924113201"
"2000005","924113301"
"2000005","924113401"
"2000007","924121101"
"2000007","924121201"
"2000007","924121301"
"2000007","924121401"
"2000007","924122101"
"2000007","924122102"
"2000007","924122103"
"2000007","924122104"
"2000007","924122201"
"2000007","924122202"
"2000007","924122203"
"2000007","924122204"
"2000007","924122301"
"2000007","924122302"
"2000007","924122303"
"2000007","924122304"
"2000007","924122401"
"2000007","924122402"
"2000007","924122403"
"2000007","924122404"
"2000007","924123101"
"2000007","924123201"
"2000007","924123301"
"2000007","924123401"
"2000006","924141101"
"2000006","924141201"
"2000006","924141301"
"2000006","924141401"
"2000006","924142101"
"2000006","924142102"
"2000006","924142103"
"2000006","924142104"
"2000006","924142201"
"2000006","924142202"
"2000006","924142203"
"2000006","924142204"
"2000006","924142301"
"2000006","924142302"
"2000006","924142303"
"2000006","924142304"
"2000006","924142401"
"2000006","924142402"
"2000006","924142403"
"2000006","924142404"
"2000006","924143101"
"2000006","924143201"
"2000006","924143301"
"2000006","924143401"
"2000007","924151101"
"2000007","924151201"
"2000007","924151301"
"2000007","924151401"
"2000007","924152101"
"2000007","924152102"
"2000007","924152103"
"2000007","924152104"
"2000007","924152201"
"2000007","924152202"
"2000007","924152203"
"2000007","924152204"
"2000007","924152301"
"2000007","924152302"
"2000007","924152303"
"2000007","924152304"
"2000007","924152401"
"2000007","924152402"
"2000007","924152403"
"2000007","924152404"
"2000007","924153101"
"2000007","924153201"
"2000007","924153301"
"2000007","924153401"
"2000008","924161101"
"2000008","924161201"
"2000008","924161301"
"2000008","924161401"
"2000008","924162101"
"2000008","924162102"
"2000008","924162103"
"2000008","924162104"
"2000008","924162201"
"2000008","924162202"
"2000008","924162203"
"2000008","924162204"
"2000008","924162301"
"2000008","924162302"
"2000008","924162303"
"2000008","924162304"
"2000008","924162401"
"2000008","924162402"
"2000008","924162403"
"2000008","924162404"
"2000008","924163101"
"2000008","924163201"
"2000008","924163301"
"2000008","924163401"
"2000009","924171101"
"2000009","924171201"
"2000009","924171301"
"2000009","924171401"
"2000009","924172101"
"2000009","924172102"
"2000009","924172103"
"2000009","924172104"
"2000009","924172201"
"2000009","924172202"
"2000009","924172203"
"2000009","924172204"
"2000009","924172301"
"2000009","924172302"
"2000009","924172303"
"2000009","924172304"
"2000009","924172401"
"2000009","924172402"
"2000009","924172403"
"2000009","924172404"
"2000009","924173101"
"2000009","924173201"
"2000009","924173301"
"2000009","924173401"
"2000005","924181101"
"2000005","924181201"
"2000005","924181301"
"2000005","924181401"
"2000005","924182101"
"2000005","924182201"
"2000005","924182301"
"2000005","924182401"
"2000005","924183101"
"2000005","924183201"
"2000005","924183301"
"2000005","924183401"
"2000002","924191101"
"2000002","924191201"
"2000002","924191301"
"2000002","924191401"
"2000002","924192101"
"2000002","924192102"
"2000002","924192103"
"2000002","924192104"
"2000002","924192201"
"2000002","924192202"
"2000002","924192203"
"2000002","924192204"
"2000002","924192301"
"2000002","924192302"
"2000002","924192303"
"2000002","924192304"
"2000002","924192401"
"2000002","924192402"
"2000002","924192403"
"2000002","924192404"
"2000002","924193101"
"2000002","924193201"
"2000002","924193301"
"2000002","924193401"
"2000003","924201101"
"2000003","924201201"
"2000003","924201301"
"2000003","924201401"
"2000003","924202101"
"2000003","924202102"
"2000003","924202103"
"2000003","924202104"
"2000003","924202201"
"2000003","924202202"
"2000003","924202203"
"2000003","924202204"
"2000003","924202301"
"2000003","924202302"
"2000003","924202303"
"2000003","924202304"
"2000003","924202401"
"2000003","924202402"
"2000003","924202403"
"2000003","924202404"
"2000003","924203101"
"2000003","924203201"
"2000003","924203301"
"2000003","924203401"
"2000000","924211101"
"2000000","924211201"
"2000000","924211301"
"2000000","924211401"
"2000000","924212101"
"2000000","924212102"
"2000000","924212103"
"2000000","924212104"
"2000000","924212201"
"2000000","924212202"
"2000000","924212203"
"2000000","924212204"
"2000000","924212301"
"2000000","924212302"
"2000000","924212303"
"2000000","924212304"
"2000000","924212401"
"2000000","924212402"
"2000000","924212403"
"2000000","924212404"
"2000000","924213101"
"2000000","924213201"
"2000000","924213301"
"2000000","924213401"
"2000001","924221101"
"2000001","924221201"
"2000001","924221301"
"2000001","924221401"
"2000001","924222101"
"2000001","924222102"
"2000001","924222103"
"2000001","924222104"
"2000001","924222201"
"2000001","924222202"
"2000001","924222203"
"2000001","924222204"
"2000001","924222301"
"2000001","924222302"
"2000001","924222303"
"2000001","924222304"
"2000001","924222401"
"2000001","924222402"
"2000001","924222403"
"2000001","924222404"
"2000001","924223101"
"2000001","924223201"
"2000001","924223301"
"2000001","924223401"
"2000003","924231101"
"2000003","924231201"
"2000003","924231301"
"2000003","924231401"
"2000003","924232101"
"2000003","924232102"
"2000003","924232103"
"2000003","924232104"
"2000003","924232201"
"2000003","924232202"
"2000003","924232203"
"2000003","924232204"
"2000003","924232301"
"2000003","924232302"
"2000003","924232303"
"2000003","924232304"
"2000003","924232401"
"2000003","924232402"
"2000003","924232403"
"2000003","924232404"
"2000003","924233101"
"2000003","924233201"
"2000003","924233301"
"2000003","924233401"
"2000000","924241101"
"2000000","924241201"
"2000000","924241301"
"2000000","924241401"
"2000000","924242101"
"2000000","924242102"
"2000000","924242103"
"2000000","924242104"
"2000000","924242201"
"2000000","924242202"
"2000000","924242203"
"2000000","924242204"
"2000000","924242301"
"2000000","924242302"
"2000000","924242303"
"2000000","924242304"
"2000000","924242401"
"2000000","924242402"
"2000000","924242403"
"2000000","924242404"
"2000000","924243101"
"2000000","924243201"
"2000000","924243301"
"2000000","924243401"
"2000002","924251101"
"2000002","924251201"
"2000002","924251301"
"2000002","924251401"
"2000002","924252101"
"2000002","924252102"
"2000002","924252103"
"2000002","924252104"
"2000002","924252201"
"2000002","924252202"
"2000002","924252203"
"2000002","924252204"
"2000002","924252301"
"2000002","924252302"
"2000002","924252303"
"2000002","924252304"
"2000002","924252401"
"2000002","924252402"
"2000002","924252403"
"2000002","924252404"
"2000002","924253101"
"2000002","924253201"
"2000002","924253301"
"2000002","924253401"
"2000001","924261101"
"2000001","924261201"
"2000001","924261301"
"2000001","924261401"
"2000001","924262101"
"2000001","924262102"
"2000001","924262103"
"2000001","924262104"
"2000001","924262201"
"2000001","924262202"
"2000001","924262203"
"2000001","924262204"
"2000001","924262301"
"2000001","924262302"
"2000001","924262303"
"2000001","924262304"
"2000001","924262401"
"2000001","924262402"
"2000001","924262403"
"2000001","924262404"
"2000001","924263101"
"2000001","924263201"
"2000001","924263301"
"2000001","924263401"
"2000009","925011101"
"2000009","925011201"
"2000009","925011301"
"2000009","925011401"
"2000009","925012101"
"2000009","925012102"
"2000009","925012103"
"2000009","925012201"
"2000009","925012202"
"2000009","925012203"
"2000009","925012301"
"2000009","925012302"
"2000009","925012303"
"2000009","925012401"
"2000009","925012402"
"2000009","925012403"
"2000009","925013101"
"2000009","925013201"
"2000009","925013301"
"2000009","925013401"
