7ee2ea518414cabe4f1695b9e79b84880529b625956b9c91d47a210b438e7e6d,9737c81ef2ff90a261194d3a53adb16982f6e8565f04247d134e0225659286e6,06ae61f915175c4ffba104a177bb7f371f74e4f967e51b1e775baf92f48b0919,cd273afa7b7b386a727e86d6bc66d09e1df742632be7b774925bd10b507dcb60,c21ccab1161a47bc30a69770eb8f87f47dd71f6f4ed004d3a8912b19e9cbf1e3,daf306a34ace89a3d8f501919648948136c6b734c143c0bd80627baf58bac9b4,5e0b880110a802d71413d1e56e6e08f7574a3dfc221b86b8ea05de323c819fc6,fe3c91c4d9d2d23f6bf6b3777e380cb79e7849cd77c9b2ec8996a2bdfe10b5ec,40af350e7f1d34051840c579907d89e05413883dfb339e0aba93379b69826bca,cd7f88b37921a6e58adc7c370a0f226968f6a4aaeceec5dcea833f7242cf0ecd,e514b1532cd7b0a199dc9a04d7214009fb8af4f2e7e5852ebd7fc346aae85166
"72033","1","1","11","10","0","72","0","0","也是啦……\n因為我突然間太太太心急了嘛……","1"
"72034","","0","91","0","","72","","","","0"
"72035","1","clear_guts1_talk","3","0","","72","0","0.2","clear_guts1_in","1"
"72036","","0","21","0","","72","","","vo_asb_0727","vo_asb"
"72037","1","1","11","10","0","72","0","0","但是我覺得可不能就這樣放棄呢。\n所以我打算時不時就去一趟森林，\n試著讓300年縮短成３年！","1"
"72038","","0","91","0","","72","","","","0"
"72039","","","101","","","72","","","","72040"
"72040","0","1","6","1","","72","0","0.3","1","1"
"72041","0","1","6","1","","72","0","0.3","1","0"
"72042","1","0.3","2","-250","","72","","","-120","1"
"72043","1","0.3","2","0","","72","","","-100","0"
"72044","","","22","","","72","","","0","0"
"72045","","","93","","","72","","","0","0.4"
"82001","-250","30","5","52","riri_idle","82","0","2.2","1","1"
"82002","0","1","6","1","","82","0","0","1","1"
"82003","0","50","5","29","black","82","0","1","0","0"
"82004","0","1","6","1","","82","0","0","1","0"
"82005","","","91","","","82","","","","0"
"82006","1","1","6","1","","82","0","0.2","1","1"
"82007","1","1","6","1","","82","0","0.2","1","0"
"82008","2","0.3","2","-250","","82","","","-20","1"
"82009","2","0.3","2","0","","82","","","0","0"
"82010","","","93","","","82","","","0","0.6"
"82011","","","3","1","","82","","0.2","riri_talk","1"
"82012","","0","21","0","","82","","","vo_asb_0821","vo_asb"
"82013","1","1","11","10","0","82","0","0","那時候，\n我受到了挖角。\n據美里小姐所說，\n我似乎有當幼教師的「天賦」。","1"
"82014","","0","91","0","","82","","","","0"
"82015","","","3","1","","82","","0.2","sad_talk_surprise","1"
"82016","","0","21","0","","82","","","vo_asb_0822","vo_asb"
"82017","1","1","11","10","0","82","0","0","姑且不說小孩子，\n我確實認知自己深受動物喜歡……\n我也有自知之明，\n知道自己不適合冒險者這份工作……","1"
"82018","","0","91","0","","82","","","","0"
"82019","","","3","1","","82","","0.2","guts2_talk_Ex1","1"
"82020","","0","21","0","","82","","","vo_asb_0823","vo_asb"
"82021","1","1","11","10","0","82","0","0","即使如此……我是個要克服先天優劣，\n往自己的道路勇敢前進的冒險者。\n一旦下定決心，\n就不能輕言放棄……！","1"
"82022","","0","91","0","","82","","","","0"
"82023","","","3","1","","82","","0.2","talk_joy","1"
"82024","","0","21","0","","82","","","vo_asb_0824","vo_asb"
"82025","1","1","11","10","0","82","0","0","當我向美里小姐表示\n我堅定不移的決心後，\n她回應我「好的～♪」\n並馬上理解了我的決心。","1"
"82026","","0","91","0","","82","","","","0"
"82027","","","3","1","","82","","0.2","wish_talk_joyR_riri","1"
"82028","","0","21","0","","82","","","vo_asb_0825","vo_asb"
"82029","1","1","11","10","0","82","0","0","她既溫和又寬容，\n還通情達理……\n她正是真正的幼教師呢。","1"
"82030","","0","91","0","","82","","","","0"
"82031","","","3","1","","82","","0.2","surprise_talk_nervous","1"
"82032","","0","21","0","","82","","","vo_asb_0826","vo_asb"
"82033","1","1","11","10","0","82","0","0","……只不過，和她道別時，\n她依然用同樣溫和的笑容對我說\n「我還會再邀請妳的～♪」\n讓我有些在意就是了……","1"
"82034","","0","91","0","","82","","","","0"
"82035","","","101","","","82","","","","82036"
"82036","0","1","6","1","","82","0","0.3","1","1"
"82037","0","1","6","1","","82","0","0.3","1","0"
"82038","1","0.3","2","-250","","82","","","-120","1"
"82039","1","0.3","2","0","","82","","","-100","0"
"82040","","","22","","","82","","","0","0"
"82041","","","93","","","82","","","0","0.4"
"92001","-250","30","5","52","clear_surprise_talk","92","0","2.2","1","2"
"92002","0","1","6","1","","92","0","0","1","1"
"92003","0","50","5","29","black","92","0","1","0","0"
"92004","0","1","6","1","","92","0","0","1","0"
"92005","","","91","","","92","","","","0"
"92006","1","1","6","1","","92","0","0.2","1","1"
"92007","1","1","6","1","","92","0","0.2","1","0"
"92008","2","0.3","2","-250","","92","","","-20","1"
"92009","2","0.3","2","0","","92","","","0","0"
"92010","","","93","","","92","","","0","0.6"
"92011","","0","21","0","","92","","","vo_asb_0921","vo_asb"
"92012","1","1","11","10","0","92","0","0","洞穴真是不可思議呢……","1"
"92013","","0","91","0","","92","","","","0"
"92014","","0","21","0","","92","","","vo_asb_0922","vo_asb"
"92015","1","1","11","10","0","92","0","0","既昏暗又狹窄，\n既涼爽又安靜。\n該怎麼說，總覺得……能讓人平靜下來。","1"
"92016","","0","91","0","","92","","","","0"
"92017","1","clear_kohon_loop_normal2","3","0","","92","0","0.1","surpriseToKohon","1"
"92018","","0","21","0","","92","","","vo_asb_0923","vo_asb"
"92019","1","1","11","10","0","92","0","0","那些特徵，\n我可能意外地滿喜歡的喔……？\n雖然也不是說，\n看到洞穴就想跳進去……","1"
"92020","","0","91","0","","92","","","","0"
"92021","","","3","1","","92","","0.2","clear_wish_talk_joy_noShy","1"
"92022","","0","21","0","","92","","","vo_asb_0924","vo_asb"
"92023","1","1","11","10","0","92","0","0","但我也學會怎麼挖洞了，\n要不要來挖一個我專用的洞穴呢……？","1"
"92024","","0","91","0","","92","","","","0"
"92025","","","101","","","92","","","","92026"
"92026","0","1","6","1","","92","0","0.3","1","1"
"92027","0","1","6","1","","92","0","0.3","1","0"
"92028","1","0.3","2","-250","","92","","","-120","1"
"92029","1","0.3","2","0","","92","","","-100","0"
"92030","","","22","","","92","","","0","0"
"92031","","","93","","","92","","","0","0.4"
"102001","-250","30","5","52","idle_precia","102","0","2.2","1","3"
"102002","0","1","6","1","","102","0","0","1","1"
"102003","0","50","5","29","black","102","0","1","0","0"
"102004","0","1","6","1","","102","0","0","1","0"
"102005","","","91","","","102","","","","0"
"102006","1","1","6","1","","102","0","0.2","1","1"
"102007","1","1","6","1","","102","0","0.2","1","0"
"102008","2","0.3","2","-250","","102","","","-20","1"
"102009","2","0.3","2","0","","102","","","0","0"
"102010","","","93","","","102","","","0","0.6"
"102011","","","3","1","","102","","0.3","doya_idle_surprise_precia","1"
"102012","","0","21","0","","102","","","vo_asb_1021","vo_asb"
"102013","1","1","11","10","0","102","0","0","「變態可疑分子\n就該掉進陷阱裡。」","1"
"102014","","0","91","0","","102","","","","0"
"102015","","","3","1","","102","","0.3","talk_precia","1"
"102016","","0","21","0","","102","","","vo_asb_1022","vo_asb"
"102017","1","1","11","10","0","102","0","0","鏡華，\n她說的。","1"
"102018","","0","91","0","","102","","","","0"
"102019","","","3","1","","102","","0.3","think_idle_anger_precia","1"
"102020","","0","21","0","","102","","","vo_asb_1023","vo_asb"
"102021","1","1","11","10","0","102","0","0","變態可疑分子，\n是什麼……？","1"
"102022","","0","91","0","","102","","","","0"
"102023","1","sad_talk_surprise_precia","3","0","","102","0","0.2","thinkToSad_precia","1"
"102024","","0","21","0","","102","","","vo_asb_1024","vo_asb"
"102025","1","1","11","10","0","102","0","0","……我不懂的事，\n還有好多。","1"
"102026","","0","91","0","","102","","","","0"
"102027","","","3","1","","102","","0.3","guts2_talk_joy_precia","1"
"102028","","0","21","0","","102","","","vo_asb_1025","vo_asb"
"102029","1","1","11","10","0","102","0","0","我要，\n不停學習，喔。","1"
"102030","","0","91","0","","102","","","","0"
"102031","","","101","","","102","","","","102032"
"102032","0","1","6","1","","102","0","0.3","1","1"
"102033","0","1","6","1","","102","0","0.3","1","0"
"102034","1","0.3","2","-250","","102","","","-120","1"
"102035","1","0.3","2","0","","102","","","-100","0"
"102036","","","22","","","102","","","0","0"
"102037","","","93","","","102","","","0","0.4"
"112001","-250","30","5","52","clear_wish_talk_joy","112","0","2.2","1","2"
"112002","0","1","6","1","","112","0","0","1","1"
"112003","0","50","5","29","black","112","0","1","0","0"
"112004","0","1","6","1","","112","0","0","1","0"
"112005","","","91","","","112","","","","0"
"112006","1","1","6","1","","112","0","0.2","1","1"
"112007","1","1","6","1","","112","0","0.2","1","0"
"112008","2","0.3","2","-250","","112","","","-20","1"
"112009","2","0.3","2","0","","112","","","0","0"
"112010","","","93","","","112","","","0","0.6"
"112011","","0","21","0","","112","","","vo_asb_1121","vo_asb"
"112012","1","1","11","10","0","112","0","0","深月小姐端出來的特調茶，\n有種不可思議的香氣。","1"
"112013","","0","91","0","","112","","","","0"
"112014","","","3","1","","112","","0.2","clear_memoly_talk","1"
"112015","","0","21","0","","112","","","vo_asb_1122","vo_asb"
"112016","1","1","11","10","0","112","0","0","光是聞到就讓人覺得輕飄飄地，\n身體熱了起來。\n據深月小姐所說，\n那有滋養強壯的效果。","1"
"112017","","0","91","0","","112","","","","0"
"112018","","","3","1","","112","","0.3","clear_surprise_talk","1"
"112019","","0","21","0","","112","","","vo_asb_1123","vo_asb"
"112020","1","1","11","10","0","112","0","0","雖然哥哥不知道為什麼難得表現出\n焦急的樣子阻止了我，\n說別喝比較好，\n所以我只有聞聞香氣而已……","1"
"112021","","0","91","0","","112","","","","0"
"112022","","","3","1","","112","","0.2","clear_wish_talk_normal2","1"
"112023","","0","21","0","","112","","","vo_asb_1124","vo_asb"
"112024","1","1","11","10","0","112","0","0","但深月小姐說：\n「下次會讓你們喝\n更有效果的茶，\n要再來喔。」","1"
"112025","","0","91","","","112","","","","0"
"112026","","0","21","0","","112","","","vo_asb_1125","vo_asb"
"112027","1","1","11","10","0","112","0","0","既然她這麼說了，\n我想再去找她玩。","1"
"112028","","0","91","0","","112","","","","0"
"112029","1","clear_talk_joyR","3","0","","112","0","0.2","wishToTalk","1"
"112030","","0","21","0","","112","","","vo_asb_1126","vo_asb"
"112031","1","1","11","10","0","112","0","0","呵呵……雖然公會入口看起來很可怕，\n但不能只用外表判斷呢。\n這也算是在這方面學了一課♪","1"
"112032","","0","91","0","","112","","","","0"
"112033","","","101","","","112","","","","112034"
"112034","0","1","6","1","","112","0","0.3","1","1"
"112035","0","1","6","1","","112","0","0.3","1","0"
"112036","1","0.3","2","-250","","112","","","-120","1"
"112037","1","0.3","2","0","","112","","","-100","0"
"112038","","","22","","","112","","","0","0"
"112039","","","93","","","112","","","0","0.4"
"122001","-250","30","5","52","notice_loop","122","0","2.2","1","3"
"122002","0","1","6","1","","122","0","0","1","1"
"122003","0","50","5","29","black","122","0","1","0","0"
"122004","0","1","6","1","","122","0","0","1","0"
"122005","","","91","","","122","","","","0"
"122006","1","1","6","1","","122","0","0.2","1","1"
"122007","1","1","6","1","","122","0","0.2","1","0"
"122008","2","0.3","2","-250","","122","","","-20","1"
"122009","2","0.3","2","0","","122","","","0","0"
"122010","","","93","","","122","","","0","0.6"
"122011","","0","21","0","","122","","","vo_asb_1221","vo_asb"
"122012","1","1","11","10","0","122","0","0","深月的，\n氣息……","1"
"122013","","0","91","0","","122","","","","0"
"122014","","","3","1","","122","","0.3","sad_idle_surprise","1"
"122015","","0","21","0","","122","","","vo_asb_1222","vo_asb"
"122016","1","1","11","10","0","122","0","0","她不是，\n等閒之輩。","1"
"122017","","0","91","0","","122","","","","0"
"122018","","","3","1","","122","","0.3","surprise_idle_anger_precia","1"
"122019","","0","21","0","","122","","","vo_asb_1223","vo_asb"
"122020","1","1","11","10","0","122","0","0","壞人？\n正義的，夥伴？","1"
"122021","","0","91","0","","122","","","","0"
"122022","1","think_idle_Ex1_precia","3","0","","122","0","0.2","surpriseToThink_precia","1"
"122023","","0","21","0","","122","","","vo_asb_1224","vo_asb"
"122024","1","1","11","10","0","122","0","0","真複雜。","1"
"122025","","0","91","0","","122","","","","0"
"122026","","","101","","","122","","","","122027"
"122027","0","1","6","1","","122","0","0.3","1","1"
"122028","0","1","6","1","","122","0","0.3","1","0"
"122029","1","0.3","2","-250","","122","","","-120","1"
"122030","1","0.3","2","0","","122","","","-100","0"
"122031","","","22","","","122","","","0","0"
"122032","","","93","","","122","","","0","0.4"
"132001","-250","30","5","52","lift_down_normal","132","0","2.2","1","3"
"132002","0","1","6","1","","132","0","0","1","1"
"132003","0","50","5","29","black","132","0","1","0","0"
"132004","0","1","6","1","","132","0","0","1","0"
"132005","","","91","","","132","","","","0"
"132006","1","1","6","1","","132","0","0.2","1","1"
"132007","1","1","6","1","","132","0","0.2","1","0"
"132008","2","0.3","2","-250","","132","","","-20","1"
"132009","2","0.3","2","0","","132","","","0","0"
"132010","","","93","","","132","","","0","0.6"
"132011","","0","21","0","","132","","","vo_asb_1321","vo_asb"
"132012","1","1","11","10","0","132","0","0","冒險的，道具。\n有好多。","1"
"132013","","0","91","0","","132","","","","0"
"132014","1","lift_down_shy","3","0","","132","0","0.2","lift_down_shy_in","1"
"132015","","0","21","0","","132","","","vo_asb_1322","vo_asb"
"132016","1","1","11","10","0","132","0","0","拿不……動。","1"
"132017","","0","91","0","","132","","","","0"
"132018","1","lift_up_loop","3","0","","132","0","0.2","lift_up_in","1"
"132019","","0","21","0","","132","","","vo_asb_1323","vo_asb"
"132020","1","1","11","10","0","132","0","0","但是，\n我會，拿的。","1"
"132021","","0","91","0","","132","","","","0"
"132022","","0","21","0","","132","","","vo_asb_1324","vo_asb"
"132023","1","1","11","10","0","132","0","0","這，就是，\n我想保護的、東西，\n的重量。","1"
"132024","","0","91","0","","132","","","","0"
"132025","","","101","","","132","","","","132026"
"132026","0","1","6","1","","132","0","0.3","1","1"
"132027","0","1","6","1","","132","0","0.3","1","0"
"132028","1","0.3","2","-250","","132","","","-120","1"
"132029","1","0.3","2","0","","132","","","-100","0"
"132030","","","22","","","132","","","0","0"
"132031","","","93","","","132","","","0","0.4"
"142001","-250","30","5","52","sad_talk_dere","142","0","2.2","1","1"
"142002","0","1","6","1","","142","0","0","1","1"
"142003","0","50","5","29","black","142","0","1","0","0"
"142004","0","1","6","1","","142","0","0","1","0"
"142005","","","91","","","142","","","","0"
"142006","1","1","6","1","","142","0","0.2","1","1"
"142007","1","1","6","1","","142","0","0.2","1","0"
"142008","2","0.3","2","-250","","142","","","-20","1"
"142009","2","0.3","2","0","","142","","","0","0"
"142010","","","93","","","142","","","0","0.6"
"142011","","0","21","0","","142","","","vo_asb_1421","vo_asb"
"142012","1","1","11","10","0","142","0","0","做為謝禮收下的便當，\n實在是太美味了……","1"
"142013","","0","91","0","","142","","","","0"
"142014","","","3","1","","142","","0.3","sad_talk_joyR","1"
"142015","","0","21","0","","142","","","vo_asb_1422","vo_asb"
"142016","1","1","11","10","0","142","0","0","總有一天，\n我也想做出那樣飽含心意的便當，\n若能默默交給兄長大人的話就好了，\n說笑的……","1"
"142017","","0","91","0","","142","","","","0"
"142018","","","3","1","","142","","0.3","wish_talk_nervous_riri","1"
"142019","","0","21","0","","142","","","vo_asb_1423","vo_asb"
"142020","1","1","11","10","0","142","0","0","我連做個煎蛋捲\n都能燒焦，\n一不小心就將白日夢\n想得太遠了。","1"
"142021","","0","91","0","","142","","","","0"
"142022","","","3","1","","142","","0.2","wish_talk_normal2_riri","1"
"142023","","0","21","0","","142","","","vo_asb_1424","vo_asb"
"142024","1","1","11","10","0","142","0","0","……不過，\n透過這次的冒險，\n我明白了夢想就是種偉大的力量。","1"
"142025","","0","91","0","","142","","","","0"
"142026","","","3","1","","142","","0.2","guts2_talk_riri","1"
"142027","","0","21","0","","142","","","vo_asb_1425","vo_asb"
"142028","1","1","11","10","0","142","0","0","我不會放棄，總有一天\n要成為能支援兄長大人的冒險者。\n我要帶著這個夢想，\n一步一腳印地往前邁進。","1"
"142029","","0","91","0","","142","","","","0"
"142030","","","101","","","142","","","","142031"
"142031","0","1","6","1","","142","0","0.3","1","1"
"142032","0","1","6","1","","142","0","0.3","1","0"
"142033","1","0.3","2","-250","","142","","","-120","1"
"142034","1","0.3","2","0","","142","","","-100","0"
"142035","","","22","","","142","","","0","0"
"142036","","","93","","","142","","","0","0.4"
