1a127a1401e63d60f5d84c25c8e4dbe58f5650d9520875e431d9565ed8562496,1949b490751ad644db31ab6ee3955da03cdf69ed33bcbc1d87794426dc9fee1c,fd5755bdbad1d7c32b7f573d97af1dd59693470ea38ae22f012e66f69a112b9c,0e5351a01bcc580b0d98fd6775d0b116874bf87c3ead917db3bd41af7a2e5a5c,53258d602748c937374eb7b54ce2f92e0c18b7b1e737631eaff3fd0ed7955412,13c87842b34a6bf3f74d4c93ee3b0a705bf533e55700365f1d38a35c7fff6e8b
"847","10201492","56011492","1","15","1002"
"848","10201493","56011493","1","15","1003"
"849","91002","56011493","50","8","0"
"850","10201494","56011494","1","15","1003"
"851","91002","56011494","100","8","0"
"852","10201495","56011495","1","15","1001"
"853","10201496","56011496","1","15","1002"
"854","10201497","56011497","1","15","1003"
"855","91002","56011497","50","8","0"
"856","10201498","56011498","1","15","1001"
"857","10201499","56011499","1","15","1002"
"858","10201500","56011500","1","15","1003"
"859","91002","56011500","50","8","0"
"860","10201501","56011501","1","15","1001"
"861","10201502","56011502","1","15","1002"
"862","10201503","56011503","1","15","1003"
"863","91002","56011503","50","8","0"
"864","10201504","56011504","1","15","1003"
"865","91002","56011504","100","8","0"
"867","10201505","56011505","1","15","1001"
"868","10201506","56011506","1","15","1002"
"869","10201507","56011507","1","15","1003"
"870","91002","56011507","50","8","0"
"871","10201508","56011508","1","15","1001"
"872","10201509","56011509","1","15","1002"
"873","10201510","56011510","1","15","1003"
"874","91002","56011510","50","8","0"
"875","10201511","56011511","1","15","1001"
"876","10201512","56011512","1","15","1002"
"877","10201513","56011513","1","15","1003"
"878","91002","56011513","50","8","0"
"879","10201514","56011514","1","15","1003"
"880","91002","56011514","100","8","0"
"881","10201515","56011515","1","15","1001"
"882","10201516","56011516","1","15","1002"
"883","10201517","56011517","1","15","1003"
"884","91002","56011517","50","8","0"
"885","10201518","56011518","1","15","1001"
"886","10201519","56011519","1","15","1002"
"887","10201520","56011520","1","15","1003"
"888","91002","56011520","50","8","0"
"889","10201521","56011521","1","15","1001"
"890","10201522","56011522","1","15","1002"
"891","10201523","56011523","1","15","1003"
"892","91002","56011523","50","8","0"
"893","10201524","56011524","1","15","1003"
"894","91002","56011524","100","8","0"
"895","10201525","56011525","1","15","1001"
"896","10201526","56011526","1","15","1002"
"897","10201527","56011527","1","15","1003"
"898","91002","56011527","50","8","0"
"899","10201528","56011528","1","15","1001"
"900","10201529","56011529","1","15","1002"
"901","10201530","56011530","1","15","1003"
"902","91002","56011530","50","8","0"
"903","10201531","56011531","1","15","1001"
"904","10201532","56011532","1","15","1002"
"905","10201533","56011533","1","15","1003"
"906","91002","56011533","50","8","0"
"907","10201534","56011534","1","15","1001"
"908","10201535","56011535","1","15","1002"
"909","10201536","56011536","1","15","1003"
"910","91002","56011536","50","8","0"
"911","10201537","56011537","1","15","1003"
"912","91002","56011537","100","8","0"
"913","10201538","56011538","1","15","1001"
"914","10201539","56011539","1","15","1002"
"915","10201540","56011540","1","15","1003"
"916","91002","56011540","50","8","0"
"917","10201541","56011541","1","15","1001"
"918","10201542","56011542","1","15","1002"
"919","10201543","56011543","1","15","1003"
"920","91002","56011543","50","8","0"
"921","10201544","56011544","1","15","1001"
"922","10201545","56011545","1","15","1002"
"923","10201546","56011546","1","15","1003"
"924","91002","56011546","50","8","0"
"925","10201547","56011547","1","15","1001"
"926","10201548","56011548","1","15","1002"
"927","10201549","56011549","1","15","1003"
"928","91002","56011549","50","8","0"
"929","10201550","56011550","1","15","1003"
"930","91002","56011550","100","8","0"
"931","10201551","56011551","1","15","1003"
"932","91002","56011551","100","8","0"
"933","10201552","56011552","1","15","1001"
"934","10201553","56011553","1","15","1002"
"935","10201554","56011554","1","15","1003"
"936","91002","56011554","50","8","0"
"937","10201555","56011555","1","15","1001"
"938","10201556","56011556","1","15","1002"
"939","10201557","56011557","1","15","1003"
"940","91002","56011557","50","8","0"
"941","10201558","56011558","1","15","1001"
"942","10201559","56011559","1","15","1002"
"943","10201560","56011560","1","15","1003"
"944","91002","56011560","50","8","0"
"945","11302001","51402001","1","15","1001"
"946","91002","51402001","50","8","0"
"947","11302002","51402002","1","15","1002"
"948","91002","51402002","50","8","0"
"949","11302003","51402003","1","15","1003"
"950","91002","51402003","50","8","0"
"951","10201561","56011561","1","15","1003"
"952","91002","56011561","100","8","0"
"953","10201562","56011562","1","15","1001"
"954","10201563","56011563","1","15","1002"
"955","10201564","56011564","1","15","1003"
"956","91002","56011564","50","8","0"
"957","10201565","56011565","1","15","1001"
"958","10201566","56011566","1","15","1002"
"959","10201567","56011567","1","15","1003"
"960","91002","56011567","50","8","0"
"961","10201568","56011568","1","15","1001"
"962","10201569","56011569","1","15","1002"
"963","10201570","56011570","1","15","1003"
"964","91002","56011570","50","8","0"
"965","10201571","56011571","1","15","1001"
"966","10201572","56011572","1","15","1002"
"967","10201573","56011573","1","15","1003"
"968","91002","56011573","50","8","0"
"969","10201574","56011574","1","15","1003"
"970","91002","56011574","100","8","0"
"971","10201575","56011575","1","15","1001"
"972","10201576","56011576","1","15","1002"
"973","10201577","56011577","1","15","1003"
"974","91002","56011577","50","8","0"
"975","10201578","56011578","1","15","1001"
"976","10201579","56011579","1","15","1002"
"977","10201580","56011580","1","15","1003"
"978","91002","56011580","50","8","0"
"979","10201581","56011581","1","15","1001"
"980","10201582","56011582","1","15","1002"
"981","10201583","56011583","1","15","1003"
"982","91002","56011583","50","8","0"
"983","10201584","56011584","1","15","1001"
"984","10201585","56011585","1","15","1002"
"985","10201586","56011586","1","15","1003"
"986","91002","56011586","50","8","0"
"987","10201587","56011587","1","15","1001"
"988","10201588","56011588","1","15","1002"
"989","10201589","56011589","1","15","1003"
"990","91002","56011589","50","8","0"
"991","10201590","56011590","1","15","1001"
"992","10201591","56011591","1","15","1002"
"993","10201592","56011592","1","15","1003"
"994","91002","56011592","50","8","0"
"995","10201593","56011593","1","15","1001"
"996","10201594","56011594","1","15","1002"
"997","10201595","56011595","1","15","1003"
"998","91002","56011595","50","8","0"
"999","10201596","56011596","1","15","1003"
"1000","91002","56011596","100","8","0"
"1001","10201597","56011597","1","15","1003"
"1002","91002","56011597","100","8","0"
"1003","10201598","56011598","1","15","1003"
"1004","91002","56011598","100","8","0"
"1005","10201599","56011599","1","15","1001"
"1006","10201600","56011600","1","15","1002"
"1007","10201601","56011601","1","15","1003"
"1008","91002","56011601","50","8","0"
"1009","10201602","56011602","1","15","1001"
"1010","10201603","56011603","1","15","1002"
"1011","10201604","56011604","1","15","1003"
"1012","91002","56011604","50","8","0"
"1013","10201605","56011605","1","15","1003"
"1014","91002","56011605","100","8","0"
"1015","10201606","56011606","1","15","1001"
"1016","10201607","56011607","1","15","1002"
"1017","10201608","56011608","1","15","1003"
"1018","91002","56011608","50","8","0"
"1019","10201609","56011609","1","15","1001"
"1020","10201610","56011610","1","15","1002"
"1021","10201611","56011611","1","15","1003"
"1022","91002","56011611","50","8","0"
"1023","10201612","56011612","1","15","1001"
"1024","10201613","56011613","1","15","1002"
"1025","10201614","56011614","1","15","1003"
"1026","91002","56011614","50","8","0"
"1027","10201615","56011615","1","15","1003"
"1028","91002","56011615","100","8","0"
"1029","10201616","56011616","1","15","1001"
"1030","10201617","56011617","1","15","1002"
"1031","10201618","56011618","1","15","1003"
"1032","91002","56011618","50","8","0"
"1033","10201619","56011619","1","15","1001"
"1034","10201620","56011620","1","15","1002"
"1035","10201621","56011621","1","15","1003"
"1036","91002","56011621","50","8","0"
"1037","10201622","56011622","1","15","1001"
"1038","10201623","56011623","1","15","1002"
"1039","10201624","56011624","1","15","1003"
"1040","91002","56011624","50","8","0"
"1041","10201625","56011625","1","15","1003"
"1042","91002","56011625","100","8","0"
"1043","10201626","56011626","1","15","1001"
"1044","10201627","56011627","1","15","1002"
"1045","10201628","56011628","1","15","1003"
"1046","91002","56011628","50","8","0"
"1047","10201629","56011629","1","15","1001"
"1048","10201630","56011630","1","15","1002"
"1049","10201631","56011631","1","15","1003"
"1050","91002","56011631","50","8","0"
"1051","10201632","56011632","1","15","1001"
"1052","10201633","56011633","1","15","1002"
"1053","10201634","56011634","1","15","1003"
"1054","91002","56011634","50","8","0"
"1055","10201635","56011635","1","15","1003"
"1056","91002","56011635","100","8","0"
"1057","10201636","56011636","1","15","1001"
"1058","10201637","56011637","1","15","1002"
"1059","10201638","56011638","1","15","1003"
"1060","91002","56011638","50","8","0"
"1061","10201639","56011639","1","15","1001"
"1062","10201640","56011640","1","15","1002"
"1063","10201641","56011641","1","15","1003"
"1064","91002","56011641","50","8","0"
"1065","10201642","56011642","1","15","1001"
"1066","10201643","56011643","1","15","1002"
"1067","10201644","56011644","1","15","1003"
"1068","91002","56011644","50","8","0"
"1069","10201645","56011645","1","15","1003"
"1070","91002","56011645","100","8","0"
"1071","10201646","56011646","1","15","1001"
"1072","10201647","56011647","1","15","1002"
"1073","10201648","56011648","1","15","1003"
"1074","91002","56011648","50","8","0"
"1075","10201649","56011649","1","15","1001"
"1076","10201650","56011650","1","15","1002"
"1077","10201651","56011651","1","15","1003"
"1078","91002","56011651","50","8","0"
"1079","10201652","56011652","1","15","1001"
"1080","10201653","56011653","1","15","1002"
"1081","10201654","56011654","1","15","1003"
"1082","91002","56011654","50","8","0"
"1083","10201655","56011655","1","15","1003"
"1084","91002","56011655","100","8","0"
"1085","10201656","56011656","1","15","1003"
"1086","91002","56011656","100","8","0"
"1087","10201657","56011657","1","15","1001"
"1088","10201658","56011658","1","15","1002"
"1089","10201659","56011659","1","15","1003"
"1090","91002","56011659","50","8","0"
"1091","10201660","56011660","1","15","1001"
"1092","10201661","56011661","1","15","1002"
"1093","10201662","56011662","1","15","1003"
"1094","91002","56011662","50","8","0"
"1095","10201663","56011663","1","15","1001"
"1096","10201664","56011664","1","15","1002"
"1097","10201665","56011665","1","15","1003"
"1098","91002","56011665","50","8","0"
"1099","10201666","56011666","1","15","1001"
"1100","10201667","56011667","1","15","1002"
"1101","10201668","56011668","1","15","1003"
"1102","91002","56011668","50","8","0"
"1103","10201669","56011669","1","15","1003"
"1104","91002","56011669","100","8","0"
"1105","10201670","56011670","1","15","1001"
"1106","10201671","56011671","1","15","1002"
"1107","10201672","56011672","1","15","1003"
"1108","91002","56011672","50","8","0"
"1109","10201673","56011673","1","15","1001"
"1110","10201674","56011674","1","15","1002"
"1111","10201675","56011675","1","15","1003"
"1112","91002","56011675","50","8","0"
"1113","10201676","56011676","1","15","1003"
"1114","91002","56011676","100","8","0"
"1115","10201677","56011677","1","15","1001"
"1116","10201678","56011678","1","15","1002"
"1117","10201679","56011679","1","15","1003"
"1118","91002","56011679","50","8","0"
"1119","10201680","56011680","1","15","1001"
"1120","10201681","56011681","1","15","1002"
"1121","10201682","56011682","1","15","1003"
"1122","91002","56011682","50","8","0"
"1123","10201683","56011683","1","15","1001"
"1124","10201684","56011684","1","15","1002"
"1125","10201685","56011685","1","15","1003"
"1126","91002","56011685","50","8","0"
"1127","10201686","56011686","1","15","1001"
"1128","10201687","56011687","1","15","1002"
"1129","10201688","56011688","1","15","1003"
"1130","91002","56011688","50","8","0"
"1131","10201689","56011689","1","15","1003"
"1132","91002","56011689","100","8","0"
"1133","10201690","56011690","1","15","1001"
"1134","10201691","56011691","1","15","1002"
"1135","10201692","56011692","1","15","1003"
"1136","91002","56011692","50","8","0"
"1137","10201693","56011693","1","15","1001"
"1138","10201694","56011694","1","15","1002"
"1139","10201695","56011695","1","15","1003"
"1140","91002","56011695","50","8","0"
"1141","10201696","56011696","1","15","1001"
"1142","10201697","56011697","1","15","1002"
"1143","10201698","56011698","1","15","1003"
"1144","91002","56011698","50","8","0"
"1145","10201699","56011699","1","15","1001"
"1146","10201700","56011700","1","15","1002"
"1147","10201701","56011701","1","15","1003"
"1148","91002","56011701","50","8","0"
"1149","11401001","51501001","1","15","1002"
"1150","91002","51501001","50","8","0"
"1151","11401002","51502001","1","15","1003"
"1152","91002","51502001","100","8","0"
"1153","10201702","56011702","1","15","1003"
"1154","91002","56011702","100","8","0"
"1155","10201703","56011703","1","15","1001"
"1156","10201704","56011704","1","15","1002"
"1157","10201705","56011705","1","15","1003"
"1158","91002","56011705","50","8","0"
"1159","10201706","56011706","1","15","1001"
"1160","10201707","56011707","1","15","1002"
"1161","10201708","56011708","1","15","1003"
"1162","91002","56011708","50","8","0"
"1163","10201709","56011709","1","15","1001"
"1164","10201710","56011710","1","15","1002"
"1165","10201711","56011711","1","15","1003"
"1166","91002","56011711","50","8","0"
"1167","10201712","56011712","1","15","1003"
"1168","91002","56011712","100","8","0"
"1169","10201713","56011713","1","15","1001"
"1170","10201714","56011714","1","15","1002"
"1171","10201715","56011715","1","15","1003"
"1172","91002","56011715","50","8","0"
"1173","10201716","56011716","1","15","1001"
"1174","10201717","56011717","1","15","1002"
"1175","10201718","56011718","1","15","1003"
"1176","91002","56011718","50","8","0"
"1177","10201719","56011719","1","15","1001"
"1178","10201720","56011720","1","15","1002"
"1179","10201721","56011721","1","15","1003"
"1180","91002","56011721","50","8","0"
"1182","10201722","56011722","1","15","1003"
"1183","91002","56011722","100","8","0"
"1184","10201723","56011723","1","15","1001"
"1185","10201724","56011724","1","15","1002"
"1186","10201725","56011725","1","15","1003"
"1187","91002","56011725","50","8","0"
"1188","10201726","56011726","1","15","1001"
"1189","10201727","56011727","1","15","1002"
"1190","10201728","56011728","1","15","1003"
"1191","91002","56011728","50","8","0"
"1192","10201729","56011729","1","15","1001"
"1193","10201730","56011730","1","15","1002"
"1194","10201731","56011731","1","15","1003"
"1195","91002","56011731","50","8","0"
"1196","10201732","56011732","1","15","1003"
"1197","91002","56011732","100","8","0"
"1198","10201733","56011733","1","15","1001"
"1199","10201734","56011734","1","15","1002"
"1200","10201735","56011735","1","15","1003"
"1201","91002","56011735","50","8","0"
"1202","10201736","56011736","1","15","1001"
"1203","10201737","56011737","1","15","1002"
"1204","10201738","56011738","1","15","1003"
"1205","91002","56011738","50","8","0"
"1206","10201739","56011739","1","15","1001"
"1207","10201740","56011740","1","15","1002"
"1208","10201741","56011741","1","15","1003"
"1209","91002","56011741","50","8","0"
"1210","10201742","56011742","1","15","1001"
"1211","10201743","56011743","1","15","1002"
"1212","10201744","56011744","1","15","1003"
"1213","91002","56011744","50","8","0"
"1214","10201745","56011745","1","15","1003"
"1215","91002","56011745","100","8","0"
"1216","10201746","56011746","1","15","1001"
"1217","10201747","56011747","1","15","1002"
"1218","10201748","56011748","1","15","1003"
"1219","91002","56011748","50","8","0"
"1220","10201749","56011749","1","15","1001"
"1221","10201750","56011750","1","15","1002"
"1222","10201751","56011751","1","15","1003"
"1223","91002","56011751","50","8","0"
"1224","10201752","56011752","1","15","1003"
"1225","91002","56011752","100","8","0"
"1226","10201753","56011753","1","15","1001"
"1227","10201754","56011754","1","15","1002"
"1228","10201755","56011755","1","15","1003"
"1229","91002","56011755","50","8","0"
"1230","10201756","56011756","1","15","1001"
"1231","10201757","56011757","1","15","1002"
"1232","10201758","56011758","1","15","1003"
"1233","91002","56011758","50","8","0"
"1234","10201759","56011759","1","15","1001"
"1235","10201760","56011760","1","15","1002"
"1236","10201761","56011761","1","15","1003"
"1237","91002","56011761","50","8","0"
"1238","10201762","56011762","1","15","1001"
"1239","10201763","56011763","1","15","1002"
"1240","10201764","56011764","1","15","1003"
"1241","91002","56011764","50","8","0"
"1242","10201765","56011765","1","15","1003"
"1243","91002","56011765","100","8","0"
"1244","10201766","56011766","1","15","1001"
"1245","10201767","56011767","1","15","1002"
"1246","10201768","56011768","1","15","1003"
"1247","91002","56011768","50","8","0"
"1248","10201769","56011769","1","15","1001"
"1249","10201770","56011770","1","15","1002"
"1250","10201771","56011771","1","15","1003"
"1251","91002","56011771","50","8","0"
"1252","10201772","56011772","1","15","1001"
"1253","10201773","56011773","1","15","1002"
"1254","10201774","56011774","1","15","1003"
"1255","91002","56011774","50","8","0"
"1256","10201775","56011775","1","15","1003"
"1257","91002","56011775","100","8","0"
"1258","10201776","56011776","1","15","1001"
"1259","10201777","56011777","1","15","1002"
"1260","10201778","56011778","1","15","1003"
"1261","91002","56011778","50","8","0"
"1262","10201779","56011779","1","15","1001"
"1263","10201780","56011780","1","15","1002"
"1264","10201781","56011781","1","15","1003"
"1265","91002","56011781","50","8","0"
"1266","10201782","56011782","1","15","1001"
"1267","10201783","56011783","1","15","1002"
"1268","10201784","56011784","1","15","1003"
"1269","91002","56011784","50","8","0"
"1270","10201785","56011785","1","15","1003"
"1271","91002","56011785","100","8","0"
"1272","11601001","51601001","1","15","1001"
"1273","11601002","51601002","1","15","1002"
"1274","11601003","51601003","1","15","1003"
"1275","10201786","56011786","1","15","1001"
"1276","10201787","56011787","1","15","1002"
"1277","10201788","56011788","1","15","1003"
"1278","91002","56011788","50","8","0"
"1279","10201789","56011789","1","15","1001"
"1280","10201790","56011790","1","15","1002"
"1281","10201791","56011791","1","15","1003"
"1282","91002","56011791","50","8","0"
"1283","10201792","56011792","1","15","1003"
"1284","91002","56011792","100","8","0"
"1285","10201793","56011793","1","15","1001"
"1286","10201794","56011794","1","15","1002"
"1287","10201795","56011795","1","15","1003"
"1288","91002","56011795","50","8","0"
"1289","10201796","56011796","1","15","1001"
"1290","10201797","56011797","1","15","1002"
"1291","10201798","56011798","1","15","1003"
"1292","91002","56011798","50","8","0"
"1293","10201799","56011799","1","15","1003"
"1294","91002","56011799","100","8","0"
"1295","10201800","56011800","1","15","1001"
"1296","10201801","56011801","1","15","1002"
"1297","10201802","56011802","1","15","1003"
"1298","91002","56011802","50","8","0"
"1299","10201803","56011803","1","15","1001"
"1300","10201804","56011804","1","15","1002"
"1301","10201805","56011805","1","15","1003"
"1302","91002","56011805","50","8","0"
"1303","10201806","56011806","1","15","1003"
"1304","91002","56011806","100","8","0"
"1305","10201807","56011807","1","15","1001"
"1306","10201808","56011808","1","15","1002"
"1307","10201809","56011809","1","15","1003"
"1308","91002","56011809","50","8","0"
"1309","10201810","56011810","1","15","1001"
"1310","10201811","56011811","1","15","1002"
"1311","10201812","56011812","1","15","1003"
"1312","91002","56011812","50","8","0"
"1313","10201813","56011813","1","15","1001"
"1314","10201814","56011814","1","15","1002"
"1315","10201815","56011815","1","15","1003"
"1316","91002","56011815","50","8","0"
"1317","10201816","56011816","1","15","1001"
"1318","10201817","56011817","1","15","1002"
"1319","10201818","56011818","1","15","1003"
"1320","91002","56011818","50","8","0"
"1321","10201819","56011819","1","15","1003"
"1322","91002","56011819","100","8","0"
"1323","10201820","56011820","1","15","1001"
"1324","10201821","56011821","1","15","1002"
"1325","10201822","56011822","1","15","1003"
"1326","91002","56011822","50","8","0"
"1327","10201823","56011823","1","15","1001"
"1328","10201824","56011824","1","15","1002"
"1329","10201825","56011825","1","15","1003"
"1330","91002","56011825","50","8","0"
"1331","10201826","56011826","1","15","1001"
"1332","10201827","56011827","1","15","1002"
"1333","10201828","56011828","1","15","1003"
"1334","91002","56011828","50","8","0"
"1335","10201829","56011829","1","15","1001"
"1336","10201830","56011830","1","15","1002"
"1337","10201831","56011831","1","15","1003"
"1338","91002","56011831","50","8","0"
"1339","11701001","51701001","1","15","1001"
"1340","10201832","56011832","1","15","1001"
"1341","10201833","56011833","1","15","1002"
"1342","10201834","56011834","1","15","1003"
"1343","91002","56011834","50","8","0"
"1344","10201835","56011835","1","15","1001"
"1345","10201836","56011836","1","15","1002"
"1346","10201837","56011837","1","15","1003"
"1347","91002","56011837","50","8","0"
"1348","10201838","56011838","1","15","1003"
"1349","91002","56011838","100","8","0"
"1350","10201839","56011839","1","15","1003"
"1351","91002","56011839","100","8","0"
"1352","10201840","56011840","1","15","1003"
"1353","91002","56011840","100","8","0"
"1354","10201841","56011841","1","15","1001"
"1355","10201842","56011842","1","15","1002"
"1356","10201843","56011843","1","15","1003"
"1357","91002","56011843","50","8","0"
"1358","10201844","56011844","1","15","1001"
"1359","10201845","56011845","1","15","1002"
"1360","10201846","56011846","1","15","1003"
"1361","91002","56011846","50","8","0"
"1362","10201847","56011847","1","15","1001"
"1363","10201848","56011848","1","15","1002"
"1364","10201849","56011849","1","15","1003"
"1365","91002","56011849","50","8","0"
"1366","10201850","56011850","1","15","1001"
"1367","10201851","56011851","1","15","1002"
"1368","10201852","56011852","1","15","1003"
"1369","91002","56011852","50","8","0"
"1370","10201853","56011853","1","15","1001"
"1371","10201854","56011854","1","15","1002"
"1372","10201855","56011855","1","15","1003"
"1373","91002","56011855","50","8","0"
"1374","10201856","56011856","1","15","1001"
"1375","10201857","56011857","1","15","1002"
"1376","10201858","56011858","1","15","1003"
"1377","91002","56011858","50","8","0"
"1378","10201859","56011859","1","15","1001"
"1379","10201860","56011860","1","15","1002"
"1380","10201861","56011861","1","15","1003"
"1381","91002","56011861","50","8","0"
"1382","10201862","56011862","1","15","1003"
"1383","91002","56011862","100","8","0"
"1384","10201863","56011863","1","15","1001"
"1385","10201864","56011864","1","15","1002"
"1386","10201865","56011865","1","15","1003"
"1387","91002","56011865","50","8","0"
"1388","10201866","56011866","1","15","1001"
"1389","10201867","56011867","1","15","1002"
"1390","10201868","56011868","1","15","1003"
"1391","91002","56011868","50","8","0"
"1392","10201869","56011869","1","15","1001"
"1393","10201870","56011870","1","15","1002"
"1394","10201871","56011871","1","15","1003"
"1395","91002","56011871","50","8","0"
"1396","10201872","56011872","1","15","1001"
"1397","10201873","56011873","1","15","1002"
"1398","10201874","56011874","1","15","1003"
"1399","91002","56011874","50","8","0"
"1400","11801001","51801001","1","15","1003"
"1401","10201875","56011875","1","15","1001"
"1402","10201876","56011876","1","15","1002"
"1403","10201877","56011877","1","15","1003"
"1404","91002","56011877","50","8","0"
"1405","10201878","56011878","1","15","1001"
"1406","10201879","56011879","1","15","1002"
"1407","10201880","56011880","1","15","1003"
"1408","91002","56011880","50","8","0"
"1409","10201881","56011881","1","15","1001"
"1410","10201882","56011882","1","15","1002"
"1411","10201883","56011883","1","15","1003"
"1412","91002","56011883","50","8","0"
"1413","10201884","56011884","1","15","1001"
"1414","10201885","56011885","1","15","1002"
"1415","10201886","56011886","1","15","1003"
"1416","91002","56011886","50","8","0"
"1417","10201887","56011887","1","15","1001"
"1418","10201888","56011888","1","15","1002"
"1419","10201889","56011889","1","15","1003"
"1420","91002","56011889","50","8","0"
"1421","10201890","56011890","1","15","1001"
"1422","10201891","56011891","1","15","1002"
"1423","10201892","56011892","1","15","1003"
"1424","91002","56011892","50","8","0"
"1425","10201893","56011893","1","15","1001"
"1426","10201894","56011894","1","15","1002"
"1427","10201895","56011895","1","15","1003"
"1428","91002","56011895","50","8","0"
"1429","10201896","56011896","1","15","1001"
"1430","10201897","56011897","1","15","1002"
"1431","10201898","56011898","1","15","1003"
"1432","91002","56011898","50","8","0"
"1433","10201899","56011899","1","15","1003"
"1434","91002","56011899","100","8","0"
"1435","10201900","56011900","1","15","1003"
"1436","91002","56011900","100","8","0"
"1437","10201901","56011901","1","15","1003"
"1438","91002","56011901","100","8","0"
"1439","10201902","56011902","1","15","1001"
"1440","10201903","56011903","1","15","1002"
"1441","10201904","56011904","1","15","1003"
"1442","91002","56011904","50","8","0"
"1443","10201905","56011905","1","15","1001"
"1444","10201906","56011906","1","15","1002"
"1445","10201907","56011907","1","15","1003"
"1446","91002","56011907","50","8","0"
"1447","10201908","56011908","1","15","1001"
"1448","10201909","56011909","1","15","1002"
"1449","10201910","56011910","1","15","1003"
"1450","91002","56011910","50","8","0"
"1451","10201911","56011911","1","15","1001"
"1452","10201912","56011912","1","15","1002"
"1453","10201913","56011913","1","15","1003"
"1454","91002","56011913","50","8","0"
"1455","10201914","56011914","1","15","1001"
"1456","10201915","56011915","1","15","1002"
"1457","10201916","56011916","1","15","1003"
"1458","91002","56011916","50","8","0"
"1459","10202019","56012019","1","15","1003"
"1460","10201917","56011917","1","15","1001"
"1461","10201918","56011918","1","15","1002"
"1462","10201919","56011919","1","15","1003"
"1463","91002","56011919","50","8","0"
"1464","10201920","56011920","1","15","1001"
"1465","10201921","56011921","1","15","1002"
"1466","10201922","56011922","1","15","1003"
"1467","91002","56011922","50","8","0"
"1468","10201923","56011923","1","15","1001"
"1469","10201924","56011924","1","15","1002"
"1470","10201925","56011925","1","15","1003"
"1471","91002","56011925","50","8","0"
"1472","10201926","56011926","1","15","1001"
"1473","10201927","56011927","1","15","1002"
"1474","10201928","56011928","1","15","1003"
"1475","91002","56011928","50","8","0"
