d14af3171265832e385f6b4c6f9a9ad6706adc307884798f9b8aaad0f6598f45,7db413d48a36aa3423a35ab3a270301690d329babc3253960e380aa03de328f0,a6e79fc14ec91ec45c1774380dd7297240ba06b73d9f2c49db9f0b0d0b11c277,8213a7a4315c9f7a5356c842ad2ec82b377621d168b05598bf49e9366bde6ad3,d0895e2639813b33a4f3026942ed0359b4e4c6e2572b449276dc96948f62e3ac,992b0255f7981baf23082dc06a5af6b8c891fba13b1caaaae69a24aaa13290df,f6b79a1a370613bf9fd50ddbe86af9d5f18e5093bc0c0dd435b4116635d362bb,dc973cb12543b49267b31874b6041710819679e851a2a6f4610b96e79a12a1e6,8a7a5f87ba973b66a8e82ad5ba301a05ccf836b6f58ee9f64661c9e1d01ae003,0efc3f8980546060f266c154edab816c0f7f4176f204e468a231d352d7264309,c3cd58db66e7cfc93e41c39c1e02dd74c756cd3e9583ccfb3186b341dcedc5b5
"0.1","93","","","","","0","1009804","","1009804059",""
"102011","2","","0.33","-235","","-452","1009804","2","1009804060","0.2"
"103611","2","","0.33","-220","","420","1009804","2","1009804061","0.2"
"100411","2","","0.33","-250","","545","1009804","2","1009804062","0.2"
"0","22","","","1","0.2","0","1009804","","1009804063",""
"想在米粒上畫圖。","103","","","0","","1009804067","1009804","","1009804064",""
"想做大玩具。","103","","","0","","1009804091","1009804","","1009804065",""
"想做布偶。","103","","","0","","1009804114","1009804","","1009804066",""
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009804","1","1009804067","0.2"
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009804","1","1009804068","0.2"
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009804","1","1009804069","0.2"
"0.1","93","","","","","0","1009804","","1009804070",""
"102011","2","","0.33","-235","","-200","1009804","2","1009804071","0.2"
"103611","2","","0.33","-220","","100","1009804","2","1009804072","0.2"
"100411","2","","0.33","-250","","270","1009804","2","1009804073","0.2"
"0.7","93","","","","","0","1009804","","1009804074",""
"102011","3","","","1","0.2","lsv_talk_surprise_R2","1009804","","1009804075",""
"vo_lsv","21","","0","0","","vo_lsv_0427","1009804","","1009804076",""
"102011","11","0","1","10","0","咦咦？畫在那麼小的東西上？\n哥哥好厲害～！","1009804","1","1009804077","0"
"0","91","","","","","","1009804","","1009804078",""
"102011","3","","","1","0.2","lsv_idle_normal_joyR","1009804","","1009804079",""
"103611","3","","lsv_talk_arm_crossed_loop_joy","0","0","lsv_talk_arm_crossed_joy","1009804","1","1009804080","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0428","1009804","","1009804081",""
"103611","11","0","1","10","0","這需要巧手，\n以及高度的集中力吧……\n這正是職人的技術啊。","1009804","1","1009804082","0"
"0","91","","","","","","1009804","","1009804083",""
"103611","3","","","1","0.2","lsv_idle_arm_crossed","1009804","","1009804084",""
"100411","3","","","1","0.2","lsv_talk_bitter","1009804","","1009804085",""
"vo_lsv","21","","0","0","","vo_lsv_0429","1009804","","1009804086",""
"100411","11","0","1","10","0","光想就覺得\n對禊來說太難了～\n……所以禊幫忙加油就好了♪","1009804","1","1009804087","0"
"0","91","","","","","","1009804","","1009804088",""
"100411","3","","","1","0.2","lsv_idle_bitter","1009804","","1009804089",""
"1009804137","101","","","","","","1009804","","1009804090",""
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009804","1","1009804091","0.2"
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009804","1","1009804092","0.2"
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009804","1","1009804093","0.2"
"0.1","93","","","","","0","1009804","","1009804094",""
"102011","2","","0.33","-235","","-200","1009804","2","1009804095","0.2"
"103611","2","","0.33","-220","","100","1009804","2","1009804096","0.2"
"100411","2","","0.33","-250","","270","1009804","2","1009804097","0.2"
"0.7","93","","","","","0","1009804","","1009804098",""
"100411","3","","lsv_exactly_joy_loop","0","0","lsv_exactly_joy_in","1009804","1","1009804099","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0430","1009804","","1009804100",""
"100411","11","0","1","10","0","這個好！很好！\n哥哥真懂──！\n這種事很浪漫吧！","1009804","1","1009804101","0"
"0","91","","","","","","1009804","","1009804102",""
"100411","3","","","1","0.2","lsv_idle_wish_joy","1009804","","1009804103",""
"103611","3","","","1","0.2","lsv_talk_thinking_anger","1009804","","1009804104",""
"vo_lsv","21","","0","0","","vo_lsv_0431","1009804","","1009804105",""
"103611","11","0","1","10","0","禊好像很喜歡呢。\n……不過大\n是多大呢？","1009804","1","1009804106","0"
"0","91","","","","","","1009804","","1009804107",""
"103611","3","","","1","0.2","lsv_idle_thinking_anger","1009804","","1009804108",""
"102011","3","","","1","0.2","lsv_talk_memory_dere2","1009804","","1009804109",""
"vo_lsv","21","","0","0","","vo_lsv_0432","1009804","","1009804110",""
"102011","11","0","1","10","0","唔嗯……\n或許比城堡還要大！\n很酷呢～♪","1009804","1","1009804111","0"
"0","91","","","","","","1009804","","1009804112",""
"1009804137","101","","","","","","1009804","","1009804113",""
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009804","1","1009804114","0.2"
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009804","1","1009804115","0.2"
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009804","1","1009804116","0.2"
"0.1","93","","","","","0","1009804","","1009804117",""
"102011","2","","0.33","-235","","-200","1009804","2","1009804118","0.2"
"103611","2","","0.33","-220","","100","1009804","2","1009804119","0.2"
"100411","2","","0.33","-250","","270","1009804","2","1009804120","0.2"
"0.7","93","","","","","0","1009804","","1009804121",""
"103611","3","","lsv_talk_arm_crossed_loop_joy","0","0","lsv_talk_arm_crossed_joy","1009804","1","1009804122","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0433","1009804","","1009804123",""
"103611","11","0","1","10","0","……\n這想法不錯呢。","1009804","1","1009804124","0"
"0","91","","","","","","1009804","","1009804125",""
"103611","3","","","1","0.2","lsv_idle_arm_crossed_joy","1009804","","1009804126",""
"100411","3","","lsv_talk_surprise","0","0","lsv_surprise","1009804","1","1009804127","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0434","1009804","","1009804128",""
"100411","11","0","1","10","0","鏡華好像很同意！？\n嗯，但是可以理解\n布偶哪裡好啦──","1009804","1","1009804129","0"
"0","91","","","","","","1009804","","1009804130",""
"100411","3","","","1","0.2","lsv_idle_surprise","1009804","","1009804131",""
"102011","3","","","1","0.2","lsv_talk_joy3","1009804","","1009804132",""
"vo_lsv","21","","0","0","","vo_lsv_0435","1009804","","1009804133",""
"102011","11","0","1","10","0","那大家現在\n就來做嘛～\n做很可愛的布偶♪","1009804","1","1009804134","0"
"0","91","","","","","","1009804","","1009804135",""
"1009804137","101","","","","","","1009804","","1009804136",""
"0","91","","","","","","1009804","","1009804137",""
"","102","","","","","","1009804","","1009804138",""
"0","22","","","","","0.2","1009804","","1009804139",""
"0.2","93","","","","","","1009804","","1009804140",""
"102011","12","0","0","1","0","8","1009804","0","1009804141","0"
"102011","3","","","1","0.2","lsv_talk_guts2_joy_loop","1009804","","1009804142",""
"3","93","","","","","0","1009804","","1009804143",""
"102011","3","","","1","0.2","lsv_idle_normal_joyR","1009804","","1009804144",""
"103611","12","0","0","1","0","7","1009804","0","1009804145","0"
"103611","3","","","1","0.2","lsv_talk_surprise_kira","1009804","","1009804146",""
"3","93","","","","","0","1009804","","1009804147",""
"103611","3","","","1","0.2","lsv_idle_joy","1009804","","1009804148",""
"100411","12","0","0","1","0","2","1009804","0","1009804149","0"
"100411","3","","lsv_talk_cool_bitter_loop","0","0","lsv_talk_cool_bitter","1009804","1","1009804150","0.2"
"3","93","","","","","0","1009804","","1009804151",""
"100411","3","","","1","0.2","lsv_idle_cool","1009804","","1009804152",""
"1009804141","101","","","","","","1009804","","1009804153",""
"333","6","","1","1","1","1","1009804","0","1009804154","0"
"102011","4","","","","","1","1009804","","1009804155",""
"102011","3","","","1","0.2","lsv_run","1009804","","1009804156",""
"102011","2","","0.8","-235","","-750","1009804","0","1009804157",""
"103611","4","","","","","0","1009804","","1009804158",""
"103611","3","","","1","0.2","lsv_run","1009804","","1009804159",""
"103611","2","","0.8","-220","","750","1009804","0","1009804160",""
"100411","4","","","","","0","1009804","","1009804161",""
"100411","3","","","1","0.2","lsv_run","1009804","","1009804162",""
"100411","2","","0.8","-250","","850","1009804","0","1009804163",""
"0.6","93","","","","","","1009804","","1009804164",""
"102011","6","","1","1","0.2","1","1009804","0","1009804165","0"
"103611","6","","1","1","0.2","1","1009804","0","1009804166","0"
"100411","6","","1","1","0.2","1","1009804","0","1009804167","0"
"0","91","","","","","","1009804","","1009804168",""
"1","1","lsv_idle_normal","-650","102","1.95","100411","1009805","-235","1009805001","0"
"1","1","lsv_idle_normal","650","100","1.95","102011","1009805","-220","1009805002","1"
"1","1","lsv_idle_normal","750","101","1.95","103611","1009805","-250","1009805003","1"
"1","5","lsv_white_loop","0","0","1","333","1009805","0","1009805004","0"
"333","6","","1","1","0","1","1009805","0","1009805005","0"
"100411","6","","1","1","0","1","1009805","0","1009805006","0"
"102011","6","","1","1","0","1","1009805","0","1009805007","0"
"103611","6","","1","1","0","1","1009805","0","1009805008","0"
"1","93","","","","","0","1009805","","1009805009",""
"333","6","","1","1","0.8","1","1009805","0.4","1009805010","0"
"100411","3","","","1","0.2","lsv_run","1009805","","1009805011",""
"100411","2","","1","-235","","-200","1009805","0","1009805012",""
"100411","6","","1","1","0.4","1","1009805","1","1009805013","0"
"102011","3","","","1","0.2","lsv_walk_surprise","1009805","","1009805014",""
"102011","2","","2","-220","","100","1009805","0","1009805015",""
"102011","6","","1","1","0.4","1","1009805","1","1009805016","0"
"103611","3","","","1","0.2","lsv_walk_surprise","1009805","","1009805017",""
"103611","2","","2","-250","","270","1009805","0","1009805018",""
"103611","6","","1","1","0.4","1","1009805","1","1009805019","0"
"1","93","","","","","0","1009805","","1009805020",""
"100411","3","","","1","0.2","lsv_idle_joy_normal","1009805","","1009805021",""
"1","93","","","","","0","1009805","","1009805022",""
"102011","3","","","1","0.2","lsv_idle_normal","1009805","","1009805023",""
"103611","3","","","1","0.2","lsv_idle_normal","1009805","","1009805024",""
"0.6","93","","","","","0","1009805","","1009805025",""
"100411","3","","lsv_talk_guts1_loop","0","0","lsv_talk_guts1","1009805","1","1009805026","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0521","1009805","","1009805027",""
"100411","11","0","1","10","0","來發表設置誘餌的成果──！\n結果是……？","1009805","1","1009805028","0"
"0","91","","","","","","1009805","","1009805029",""
"100411","3","","","1","0.2","lsv_talk_anger_dead","1009805","","1009805030",""
"vo_lsv","21","","0","0","","vo_lsv_0522","1009805","","1009805031",""
"100411","11","0","1","10","0","一隻也沒抓到！\n沮喪！","1009805","1","1009805032","0"
"0","91","","","","","","1009805","","1009805033",""
"100411","3","","","1","0.2","lsv_idle_anger1","1009805","","1009805034",""
"102011","3","","","1","0.2","lsv_talk_normal_sad","1009805","","1009805035",""
"vo_lsv","21","","0","0","","vo_lsv_0523","1009805","","1009805036",""
"102011","11","0","1","10","0","好可惜喔～\n果然是因為誘餌數量\n太少了嗎？","1009805","1","1009805037","0"
"0","91","","","","","","1009805","","1009805038",""
"102011","3","","","1","0.2","lsv_idle_normal","1009805","","1009805039",""
"103611","3","","","1","0.2","lsv_talk_joy1_sad","1009805","","1009805040",""
"vo_lsv","21","","0","0","","vo_lsv_0524","1009805","","1009805041",""
"103611","11","0","1","10","0","不過，抓到獨角仙後，\n要拿來做什麼啊？","1009805","1","1009805042","0"
"0","91","","","","","","1009805","","1009805043",""
"103611","3","","","1","0.2","lsv_idle_normal","1009805","","1009805044",""
"100411","3","","lsv_talk_arm_crossed_loop_anger","0","0","lsv_talk_arm_crossed_anger","1009805","1","1009805045","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0525","1009805","","1009805046",""
"100411","11","0","1","10","0","哼、哼、哼……！\n那當然是！\n……沒想過這問題呢──","1009805","1","1009805047","0"
"0","91","","","","","","1009805","","1009805048",""
"100411","3","","","1","0.2","lsv_idle_arm_crossed_anger","1009805","","1009805049",""
"102011","3","","","1","0.2","lsv_idle_bitter","1009805","","1009805050",""
"103611","3","","","1","0.2","lsv_talk_tsun_sad","1009805","","1009805051",""
"vo_lsv","21","","0","0","","vo_lsv_0526","1009805","","1009805052",""
"103611","11","0","1","10","0","咦咦？\n因為禊說是為了自由研究，\n我才奉陪的耶……！","1009805","1","1009805053","0"
"0","91","","","","","","1009805","","1009805054",""
"103611","3","","","1","0.2","lsv_idle_wish_sad","1009805","","1009805055",""
"100411","3","","","1","0.2","lsv_talk_cool_bitter_loop","1009805","","1009805056",""
"vo_lsv","21","","0","0","","vo_lsv_0527","1009805","","1009805057",""
"100411","11","0","1","10","0","啊、啊哈哈哈──\n……順便問一下，\n哥哥會想拿來做什麼呢？","1009805","1","1009805058","0"
"0","91","","","","","","1009805","","1009805059",""
"100411","3","","","1","0.2","lsv_idle_cool","1009805","","1009805060",""
"100411","3","","lsv_look_idle_normal","0","0","lsv_choice","1009805","1","1009805061","0.2"
"102011","3","","lsv_look_idle_normal","0","0","lsv_choice","1009805","1","1009805062","0.2"
"103611","3","","lsv_look_idle_normal","0","0","lsv_choice","1009805","1","1009805063","0.2"
"0.1","93","","","","","0","1009805","","1009805064",""
"100411","2","","0.33","-235","","-452","1009805","2","1009805065","0.2"
"102011","2","","0.33","-220","","420","1009805","2","1009805066","0.2"
"103611","2","","0.33","-250","","545","1009805","2","1009805067","0.2"
"0","22","","","1","0.2","0","1009805","","1009805068",""
"鬥獨角仙！","103","","","0","","1009805072","1009805","","1009805069",""
"寫觀察日記。","103","","","0","","1009805103","1009805","","1009805070",""
"抓它們就是一種浪漫。","103","","","0","","1009805127","1009805","","1009805071",""
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009805","1","1009805072","0.2"
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009805","1","1009805073","0.2"
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009805","1","1009805074","0.2"
"0.1","93","","","","","0","1009805","","1009805075",""
"100411","2","","0.33","-235","","-200","1009805","2","1009805076","0.2"
"102011","2","","0.33","-220","","100","1009805","2","1009805077","0.2"
"103611","2","","0.33","-250","","270","1009805","2","1009805078","0.2"
"0.7","93","","","","","0","1009805","","1009805079",""
"100411","3","","lsv_exactly_joy_loop","0","0","lsv_exactly_joy_in","1009805","1","1009805080","0.2"
"103611","3","","","1","0.2","lsv_idle_normal","1009805","","1009805081",""
"vo_lsv","21","","0","0","","vo_lsv_0528","1009805","","1009805082",""
"100411","11","0","1","10","0","說到獨角仙，\n果然就是這個呢！","1009805","1","1009805083","0"
"0","91","","","","","","1009805","","1009805084",""
"100411","3","","","1","0.2","lsv_idle_joy","1009805","","1009805085",""
"103611","3","","","1","0.2","lsv_talk_thinking_anger","1009805","","1009805086",""
"vo_lsv","21","","0","0","","vo_lsv_0529","1009805","","1009805087",""
"103611","11","0","1","10","0","唔嗯……\n調查獨角仙有多強，\n或許能當自由研究的題目……？","1009805","1","1009805088","0"
"0","91","","","","","","1009805","","1009805089",""
"103611","3","","","1","0.2","lsv_idle_sad_normal","1009805","","1009805090",""
"102011","3","","","1","0.2","lsv_talk_joy1_normal","1009805","","1009805091",""
"vo_lsv","21","","0","0","","vo_lsv_0530","1009805","","1009805092",""
"102011","11","0","1","10","0","不過，可不能讓它們\n做太過分的戰鬥喔？\n跟美美約好囉。","1009805","1","1009805093","0"
"0","91","","","","","","1009805","","1009805094",""
"102011","3","","","1","0.2","lsv_idle_normal_joyR","1009805","","1009805095",""
"103611","3","","lsv_idle_normal","0","0","lsv_handsup_joy2","1009805","1","1009805096","0.2"
"100411","3","","lsv_idle_joy","0","0","lsv_handsup_joy","1009805","1","1009805097","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0531","1009805","","1009805098",""
"103611","11","0","1","10","0","好──！","1009805","1","1009805099","0"
"100411","11","0","1","10","0","好──！","1009805","1","1009805100","0"
"0","91","","","","","","1009805","","1009805101",""
"1009805152","101","","","","","","1009805","","1009805102",""
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009805","1","1009805103","0.2"
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009805","1","1009805104","0.2"
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009805","1","1009805105","0.2"
"0.1","93","","","","","0","1009805","","1009805106",""
"100411","2","","0.33","-235","","-200","1009805","2","1009805107","0.2"
"102011","2","","0.33","-220","","100","1009805","2","1009805108","0.2"
"103611","2","","0.33","-250","","270","1009805","2","1009805109","0.2"
"0.7","93","","","","","0","1009805","","1009805110",""
"103611","3","","lsv_talk_arm_crossed_loop_joy","0","0","lsv_talk_arm_crossed_joy","1009805","1","1009805111","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0532","1009805","","1009805112",""
"103611","11","0","1","10","0","這我能理解。\n因為若是仔細觀察，\n自然而然就會學到東西啊。","1009805","1","1009805113","0"
"0","91","","","","","","1009805","","1009805114",""
"103611","3","","","1","0.2","lsv_idle_arm_crossed_joy","1009805","","1009805115",""
"102011","3","","","1","0.2","lsv_talk_joy3_blink","1009805","","1009805116",""
"vo_lsv","21","","0","0","","vo_lsv_0533","1009805","","1009805117",""
"102011","11","0","1","10","0","我們去海邊時\n也有進行觀察吧。\n很開心呢～♪","1009805","1","1009805118","0"
"0","91","","","","","","1009805","","1009805119",""
"102011","3","","","1","0.2","lsv_idle_normal_joyR","1009805","","1009805120",""
"100411","3","","lsv_talk_guts2_anger_loop","0","0","lsv_talk_guts2_anger","1009805","1","1009805121","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0534","1009805","","1009805122",""
"100411","11","0","1","10","0","這樣啊，那禊應該做得到！\n好──來寫觀察日記囉──！\n目標：稱霸所有獨角仙！","1009805","1","1009805123","0"
"0","91","","","","","","1009805","","1009805124",""
"100411","3","","","1","0.2","lsv_idle_guts2_joy","1009805","","1009805125",""
"1009805152","101","","","","","","1009805","","1009805126",""
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009805","1","1009805127","0.2"
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009805","1","1009805128","0.2"
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009805","1","1009805129","0.2"
"0.1","93","","","","","0","1009805","","1009805130",""
"100411","2","","0.33","-235","","-200","1009805","2","1009805131","0.2"
"102011","2","","0.33","-220","","100","1009805","2","1009805132","0.2"
"103611","2","","0.33","-250","","270","1009805","2","1009805133","0.2"
"0.7","93","","","","","0","1009805","","1009805134",""
"102011","3","","","1","0.2","lsv_talk_surprise","1009805","","1009805135",""
"103611","3","","","1","0.2","lsv_idle_normal","1009805","","1009805136",""
"vo_lsv","21","","0","0","","vo_lsv_0535","1009805","","1009805137",""
"102011","11","0","1","10","0","只要抓到就好了啊～？\n禊也是這樣覺得嗎？","1009805","1","1009805138","0"
"0","91","","","","","","1009805","","1009805139",""
"102011","3","","","1","0.2","lsv_idle_surprise","1009805","","1009805140",""
"100411","3","","lsv_talk_arm_crossed_loop_anger","0","0","lsv_talk_arm_crossed_anger","1009805","1","1009805141","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0536","1009805","","1009805142",""
"100411","11","0","1","10","0","……哼，真有眼光。\n這樣才像\n禊的哥哥嘛。","1009805","1","1009805143","0"
"0","91","","","","","","1009805","","1009805144",""
"100411","3","","","1","0.2","lsv_idle_arm_crossed_anger","1009805","","1009805145",""
"103611","3","","","1","0.2","lsv_talk_thinking_anger","1009805","","1009805146",""
"vo_lsv","21","","0","0","","vo_lsv_0537","1009805","","1009805147",""
"103611","11","0","1","10","0","有種意氣相投的感覺……！\n……浪漫也能作為\n自由研究的主題嗎？","1009805","1","1009805148","0"
"0","91","","","","","","1009805","","1009805149",""
"103611","3","","","1","0.2","lsv_idle_thinking_anger","1009805","","1009805150",""
"1009805152","101","","","","","","1009805","","1009805151",""
"0","91","","","","","","1009805","","1009805152",""
"","102","","","","","","1009805","","1009805153",""
"0","22","","","","","0.2","1009805","","1009805154",""
"0.2","93","","","","","","1009805","","1009805155",""
"100411","12","0","0","1","0","7","1009805","0","1009805156","0"
"100411","3","","lsv_surprise3_kira_loop","0","0","lsv_surprise3_kira","1009805","1","1009805157","0.2"
"3","93","","","","","0","1009805","","1009805158",""
"100411","3","","","1","0.2","lsv_idle_cool","1009805","","1009805159",""
"103611","12","0","0","1","0","11","1009805","0","1009805160","0"
"103611","3","","lsv_talk_guts1_loop","0","0","lsv_talk_guts1","1009805","1","1009805161","0.2"
"3","93","","","","","0","1009805","","1009805162",""
"103611","3","","","1","0.2","lsv_idle_joy","1009805","","1009805163",""
"102011","12","0","0","1","0","5","1009805","0","1009805164","0"
"102011","3","","","1","0.2","lsv_talk_wish_surprise","1009805","","1009805165",""
"3","93","","","","","0","1009805","","1009805166",""
"102011","3","","","1","0.2","lsv_idle_normal_joyR","1009805","","1009805167",""
"1009805156","101","","","","","","1009805","","1009805168",""
"333","6","","1","1","1","1","1009805","0","1009805169","0"
"100411","4","","","","","1","1009805","","1009805170",""
"100411","3","","","1","0.2","lsv_run","1009805","","1009805171",""
"100411","2","","0.8","-235","","-750","1009805","0","1009805172",""
"102011","4","","","","","0","1009805","","1009805173",""
"102011","3","","","1","0.2","lsv_run","1009805","","1009805174",""
"102011","2","","0.8","-220","","750","1009805","0","1009805175",""
"103611","4","","","","","0","1009805","","1009805176",""
"103611","3","","","1","0.2","lsv_run","1009805","","1009805177",""
"103611","2","","0.8","-250","","850","1009805","0","1009805178",""
"0.6","93","","","","","","1009805","","1009805179",""
"100411","6","","1","1","0.2","1","1009805","0","1009805180","0"
"102011","6","","1","1","0.2","1","1009805","0","1009805181","0"
"103611","6","","1","1","0.2","1","1009805","0","1009805182","0"
"0","91","","","","","","1009805","","1009805183",""
"1","1","lsv_idle_normal","-200","102","1.95","122711","1009806","-495","1009806001","0"
"1","1","lsv_idle_normal","100","100","1.95","122911","1009806","-480","1009806002","1"
"1","1","lsv_idle_normal","270","101","1.95","122811","1009806","-510","1009806003","1"
"1","5","lsv_white_loop","0","0","1","333","1009806","0","1009806004","0"
"333","6","","1","1","0","1","1009806","0","1009806005","0"
"122711","6","","1","1","0","1","1009806","0","1009806006","0"
"122911","6","","1","1","0","1","1009806","0","1009806007","0"
"122811","6","","1","1","0","1","1009806","0","1009806008","0"
"1","93","","","","","0","1009806","","1009806009",""
"333","6","","1","1","0.8","1","1009806","0.4","1009806010","0"
"122711","3","","lsv_idle_normal","0","0.2","lsv_jump2","1009806","1","1009806011","0.2"
"122911","3","","lsv_idle_normal","0","0.2","lsv_jump2","1009806","1","1009806012","0.2"
"122811","3","","lsv_idle_normal","0","0.2","lsv_jump2","1009806","1","1009806013","0.2"
"0.3","93","","","","","","1009806","","1009806014",""
"122711","2","","0.75","-235","","-200","1009806","0","1009806015",""
"122911","2","","0.75","-220","","100","1009806","0","1009806016",""
"122811","2","","0.75","-250","","270","1009806","0","1009806017",""
"122711","6","","1","1","0.4","1","1009806","1","1009806018","0"
"122911","6","","1","1","0.4","1","1009806","1","1009806019","0"
"122811","6","","1","1","0.4","1","1009806","1","1009806020","0"
"122711","12","","0","0.2","0","6","1009806","","1009806021","0"
"122911","12","","0","0.2","0","6","1009806","","1009806022","0"
"122811","12","","0","0.2","0","6","1009806","","1009806023","0"
"2","93","","","","","0","1009806","","1009806024",""
"122711","3","","","1","0.2","lsv_talk_normal","1009806","","1009806025",""
"vo_lsv","21","","0","0","","vo_lsv_0621","1009806","","1009806026",""
"122711","11","0","1","10","0","雖然去海邊很棒，\n但在泳池玩也很開心呢。","1009806","1","1009806027","0"
"0","91","","","","","","1009806","","1009806028",""
"122711","3","","","1","0.2","lsv_idle_normal","1009806","","1009806029",""
"122811","3","","lsv_idle_normal","0","0","lsv_agree1","1009806","1","1009806030","0.2"
"122911","3","","lsv_idle_normal_joyR","0","0","lsv_agree2","1009806","1","1009806031","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0622","1009806","","1009806032",""
"122811","11","0","1","10","0","對呀──♪","1009806","1","1009806033","0"
"122911","11","0","1","10","0","對呀──♪","1009806","1","1009806034","0"
"0","91","","","","","","1009806","","1009806035",""
"122711","3","","lsv_talk_arm_crossed_loop_joy","0","0","lsv_talk_arm_crossed_joy","1009806","1","1009806036","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0623","1009806","","1009806037",""
"122711","11","0","1","10","0","既沒有危險性，\n而且也變涼爽了。\n這種程度剛剛好呢。","1009806","1","1009806038","0"
"0","91","","","","","","1009806","","1009806039",""
"122711","3","","","1","0.2","lsv_idle_arm_crossed_joy","1009806","","1009806040",""
"122911","3","","","1","0.2","lsv_talk_wish_joy","1009806","","1009806041",""
"vo_lsv","21","","0","0","","vo_lsv_0624","1009806","","1009806042",""
"122911","11","0","1","10","0","鏡華\n最喜歡泳池了呢～♪","1009806","1","1009806043","0"
"0","91","","","","","","1009806","","1009806044",""
"122911","3","","","1","0.2","lsv_idle_wish_joy","1009806","","1009806045",""
"122811","3","","lsv_talk_cool_normal2_loop","0","0","lsv_talk_cool_normal2","1009806","1","1009806046","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0625","1009806","","1009806047",""
"122811","11","0","1","10","0","下次去大泳池裡\n盡情地游泳也不錯呢！\n那麼，游完泳後……","1009806","1","1009806048","0"
"0","91","","","","","","1009806","","1009806049",""
"122811","3","","","1","0.2","lsv_idle_cool","1009806","","1009806050",""
"122711","3","","lsv_look_idle_normal","0","0","lsv_choice","1009806","1","1009806051","0.2"
"122911","3","","lsv_look_idle_normal","0","0","lsv_choice","1009806","1","1009806052","0.2"
"122811","3","","lsv_look_idle_normal","0","0","lsv_choice","1009806","1","1009806053","0.2"
"0.1","93","","","","","0","1009806","","1009806054",""
"122711","2","","0.33","-235","","-452","1009806","2","1009806055","0.2"
"122911","2","","0.33","-220","","420","1009806","2","1009806056","0.2"
"122811","2","","0.33","-250","","545","1009806","2","1009806057","0.2"
"0","22","","","1","0.2","0","1009806","","1009806058",""
"就來吃冰淇淋吧。","103","","","0","","1009806062","1009806","","1009806059",""
"就來吃炒麵吧。","103","","","0","","1009806086","1009806","","1009806060",""
"就來喝彈珠汽水吧。","103","","","0","","1009806109","1009806","","1009806061",""
"122711","3","","lsv_idle_normal","0","0","lsv_choice","1009806","1","1009806062","0.2"
"122911","3","","lsv_idle_normal","0","0","lsv_choice","1009806","1","1009806063","0.2"
"122811","3","","lsv_idle_normal","0","0","lsv_choice","1009806","1","1009806064","0.2"
"0.1","93","","","","","0","1009806","","1009806065",""
"122711","2","","0.33","-235","","-200","1009806","2","1009806066","0.2"
"122911","2","","0.33","-220","","100","1009806","2","1009806067","0.2"
"122811","2","","0.33","-250","","270","1009806","2","1009806068","0.2"
"0.7","93","","","","","0","1009806","","1009806069",""
"122711","3","","","1","0.2","lsv_talk_memory_dere2","1009806","","1009806070",""
"vo_lsv","21","","0","0","","vo_lsv_0626","1009806","","1009806071",""
"122711","11","0","1","10","0","冰淇淋……！\n很好吃呢，\n冰淇淋……真的好好吃。","1009806","1","1009806072","0"
"0","91","","","","","","1009806","","1009806073",""
"122711","3","","","1","0.2","lsv_idle_memory2","1009806","","1009806074",""
"122811","3","","lsv_talk_guts2_joy_loop","0","0","lsv_talk_guts2_joy","1009806","1","1009806075","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0627","1009806","","1009806076",""
"122811","11","0","1","10","0","啊──講了之後\n就變得好想吃喔！\n我們現在就去吃吧。","1009806","1","1009806077","0"
"0","91","","","","","","1009806","","1009806078",""
"122811","3","","","1","0.2","lsv_idle_guts2_joy","1009806","","1009806079",""
"122911","3","","","1","0.2","lsv_talk_joy3","1009806","","1009806080",""
