6b24d572255ec13761eece004309603ed2da97d4c8e33e40c944bbef89640f7e,d2234983530b0666fa9014945ffcd4e5c3df67db48e6c8274ed3df97f9cb7a9f,68cecaac99066a27da85c1a3399c4c4349020aaef11e7c6862a30cf5105f4ea9,ff9813cd35cada88bc64529f18de76a296de8ca5f33ac20c234f19a529d89b0c,fc24a1ba9918e849778486ae33d1696a7a3b7cf77977ab1f22a25b3a9e5d7217,185cf227557fd6cfac98648ba49b2a44d5d3d946dc1ffd082b11ba6b2044ca32,75f1e7f9e9b3788717bb5a2b7f977d478c572a23686f43506069f6a196695a85,92323c84ed3daae655c5909b8eb2b99b24180cbae1cf8a3e7910a7cfa72c1c5e,3f1cff6a1b8dce3616519b82a219de520e97e8df59efd31705d5a0129433a297,d12bec8a89cc5dc6e2e5259fa31137f52fc4a11139e4627f0fc1bc187b068539,46175bcf8f8a3720dfc0e9208efb4f35e1db851ab0d4850641d222af28d3d148
"50278","380000","2024/01/01 16:00:00","271","380000","0","2024/01/04 15:59:59","0","380000","2","0"
"30279","380000","2024/01/04 16:00:00","272","0","380000","2024/01/14 15:59:59","0","0","1","0"
"30280","380000","2024/01/14 16:00:00","273","0","380000","2024/01/17 15:59:59","0","0","1","0"
"30281","380000","2024/01/17 16:00:00","274","0","380000","2024/01/27 15:59:59","0","0","1","0"
"30282","380000","2024/01/27 16:00:00","275","0","380000","2024/02/01 15:59:59","0","0","1","0"
"30283","380000","2024/02/01 16:00:00","276","0","380000","2024/02/10 15:59:59","0","0","1","0"
"30284","380000","2024/02/21 16:00:00","277","0","380000","2024/02/26 15:59:59","0","0","1","0"
"30285","380000","2024/02/13 16:00:00","278","0","380000","2024/02/21 15:59:59","0","0","1","0"
"30286","380000","2024/02/26 16:00:00","279","0","380000","2024/02/29 15:59:59","0","0","1","0"
"30287","380000","2024/02/29 16:00:00","280","0","380000","2024/03/05 15:59:59","0","0","1","0"
"30288","380000","2024/03/05 16:00:00","281","0","380000","2024/03/15 15:59:59","0","0","1","0"
"30289","380000","2024/03/15 16:00:00","282","0","380000","2024/03/20 15:59:59","0","0","1","0"
"30290","380000","2024/03/20 16:00:00","283","0","380000","2024/03/29 15:59:59","0","0","1","0"
"50291","380000","2024/02/10 16:00:00","284","380000","0","2024/02/13 15:59:59","0","380000","2","0"
"30292","380000","2024/03/29 16:00:00","285","0","380000","2024/04/01 15:59:59","0","0","1","0"
"30293","380000","2024/04/01 16:00:00","286","0","380000","2024/04/12 15:59:59","0","0","1","0"
"30294","380000","2024/04/12 16:00:00","287","0","380000","2024/04/16 15:59:59","0","0","1","0"
"30295","380000","2024/04/16 16:00:00","288","0","380000","2024/04/23 15:59:59","0","0","1","0"
"30296","380000","2024/04/23 16:00:00","289","0","380000","2024/04/28 15:59:59","0","0","1","0"
"30297","380000","2024/04/28 16:00:00","290","0","380000","2024/05/02 15:59:59","0","0","1","0"
"50298","380000","2024/05/02 16:00:00","291","380000","0","2024/05/05 15:59:59","0","380000","2","0"
"30299","380000","2024/05/05 16:00:00","292","0","380000","2024/05/14 15:59:59","0","0","1","0"
"30300","380000","2024/05/14 16:00:00","293","0","380000","2024/05/17 15:59:59","0","0","1","0"
"30301","380000","2024/05/17 16:00:00","294","0","380000","2024/05/24 15:59:59","0","0","1","0"
"30302","380000","2024/05/24 16:00:00","295","0","380000","2024/05/28 15:59:59","0","0","1","0"
"30303","380000","2024/05/28 16:00:00","296","0","380000","2024/06/02 15:59:59","0","0","1","0"
"30304","380000","2024/06/02 16:00:00","297","0","380000","2024/06/15 15:59:59","0","0","1","0"
"30306","380000","2024/06/15 16:00:00","298","0","380000","2024/06/17 15:59:59","0","0","1","0"
"30305","380000","2024/06/15 16:00:00","299","0","380000","2024/06/17 15:59:59","0","0","1","0"
"40011","380000","2024/06/17 16:00:00","300","0","380000","2024/06/24 15:59:59","0","0","1","0"
"30308","380000","2024/06/24 16:00:00","301","0","380000","2024/07/01 15:59:59","0","0","1","0"
"50309","380000","2024/07/01 16:00:00","302","380000","0","2024/07/04 15:59:59","0","380000","2","0"
"30310","380000","2024/07/04 16:00:00","303","0","380000","2024/07/12 15:59:59","0","0","1","0"
"30311","380000","2024/07/12 16:00:00","304","0","380000","2024/07/19 15:59:59","0","0","1","0"
"30313","380000","2024/07/19 16:00:00","305","0","380000","2024/07/29 15:59:59","0","0","1","0"
"30312","380000","2024/07/19 16:00:00","306","0","380000","2024/07/23 15:59:59","0","0","1","0"
"30314","380000","2024/07/23 16:00:00","307","0","380000","2024/07/29 15:59:59","0","0","1","0"
"30315","380000","2024/07/29 16:00:00","308","0","380000","2024/08/01 15:59:59","0","0","1","0"
"30316","380000","2024/08/01 16:00:00","309","0","380000","2024/08/13 15:59:59","0","0","1","0"
"30318","380000","2024/08/13 16:00:00","310","0","380000","2024/08/16 15:59:59","0","0","1","0"
"30317","380000","2024/08/13 16:00:00","311","0","380000","2024/08/16 15:59:59","0","0","1","0"
"30319","380000","2024/08/16 16:00:00","312","0","380000","2024/08/28 15:59:59","0","0","1","0"
"30320","380000","2024/08/28 16:00:00","313","0","380000","2024/09/01 15:59:59","0","0","1","0"
"50321","380000","2024/09/01 16:00:00","314","380000","0","2024/09/04 15:59:59","0","380000","2","0"
"30322","380000","2024/09/04 16:00:00","315","0","380000","2024/09/16 15:59:59","0","0","1","0"
"30323","380000","2024/09/11 16:00:00","316","0","380000","2024/09/16 15:59:59","0","0","1","0"
"30324","380000","2024/09/16 16:00:00","317","0","380000","2024/09/28 15:59:59","0","0","1","0"
"30325","380000","2024/09/28 16:00:00","318","0","380000","2024/10/01 15:59:59","0","0","1","0"
"30326","380000","2024/10/01 16:00:00","319","0","380000","2024/10/11 15:59:59","0","0","1","0"
"30327","380000","2024/10/11 16:00:00","320","0","380000","2024/10/16 15:59:59","0","0","1","0"
"30328","380000","2024/10/16 16:00:00","321","0","380000","2024/10/27 15:59:59","0","0","1","0"
"30329","380000","2024/10/22 16:00:00","322","0","380000","2024/10/27 15:59:59","0","0","1","0"
"30330","380000","2024/10/27 16:00:00","323","0","380000","2024/11/01 15:59:59","0","0","1","0"
"50331","380000","2024/11/01 16:00:00","324","380000","0","2024/11/04 15:59:59","0","380000","2","0"
"30332","380000","2024/11/04 16:00:00","325","0","380000","2024/11/16 15:59:59","0","0","1","0"
"30333","380000","2024/11/16 16:00:00","326","0","380000","2024/11/20 15:59:59","0","0","1","0"
"30334","380000","2024/11/16 16:00:00","327","0","380000","2024/11/27 15:59:59","0","0","1","0"
"30335","380000","2024/11/23 16:00:00","328","0","380000","2024/12/01 15:59:59","0","0","1","0"
"30337","380000","2024/12/01 16:00:00","329","0","380000","2024/12/13 15:59:59","0","0","1","0"
"30338","380000","2024/12/10 16:00:00","330","0","380000","2024/12/13 15:59:59","0","0","1","0"
"30339","380000","2024/12/13 16:00:00","331","0","380000","2024/12/16 15:59:59","0","0","1","0"
"40012","380000","2024/12/16 16:00:00","332","0","380000","2024/12/24 15:59:59","0","0","1","0"
"50341","380000","2024/12/24 16:00:00","333","380000","0","2024/12/27 15:59:59","0","380000","2","0"
"30342","380000","2024/12/27 16:00:00","334","0","380000","2025/01/01 15:59:59","0","0","1","0"
"30343","380000","2025/01/01 16:00:00","335","0","380000","2025/01/14 15:59:59","0","0","1","0"
"30344","380000","2025/01/14 16:00:00","336","0","380000","2025/01/26 15:59:59","0","0","1","0"
"30345","380000","2025/01/16 16:00:00","337","0","380000","2025/01/26 15:59:59","0","0","1","0"
"30347","380000","2025/01/26 16:00:00","338","0","380000","2025/02/01 15:59:59","0","0","1","0"
"30346","380000","2025/01/26 16:00:00","339","0","380000","2025/02/01 15:59:59","0","0","1","0"
"30348","380000","2025/02/01 16:00:00","340","0","380000","2025/02/10 15:59:59","0","0","1","0"
"30350","380000","2025/02/10 16:00:00","341","0","380000","2025/02/17 15:59:59","0","0","1","0"
"30349","380000","2025/02/10 16:00:00","342","0","380000","2025/02/13 15:59:59","0","0","1","0"
"30351","380000","2025/02/13 16:00:00","343","0","380000","2025/02/17 15:59:59","0","0","1","0"
"30352","380000","2025/02/17 16:00:00","344","0","380000","2025/02/26 15:59:59","0","0","1","0"
"30353","380000","2025/02/22 16:00:00","345","0","380000","2025/02/26 15:59:59","0","0","1","0"
"50354","380000","2025/02/26 16:00:00","346","380000","0","2025/03/01 15:59:59","0","380000","2","0"
"30355","380000","2025/03/01 16:00:00","347","0","380000","2025/03/12 15:59:59","0","0","1","0"
"30357","380000","2025/03/12 16:00:00","348","0","380000","2025/03/19 15:59:59","0","0","1","0"
"30356","380000","2025/03/12 16:00:00","349","0","380000","2025/03/19 15:59:59","0","0","1","0"
"30358","380000","2025/03/19 16:00:00","350","0","380000","2025/03/28 15:59:59","0","0","1","0"
"30359","380000","2025/03/28 16:00:00","351","0","380000","2025/04/01 15:59:59","0","0","1","0"
"30360","380000","2025/04/01 16:00:00","352","0","380000","2025/04/10 15:59:59","0","0","1","0"
"30362","380000","2025/04/10 16:00:00","353","0","380000","2025/04/15 15:59:59","0","0","1","0"
"30361","380000","2025/04/10 16:00:00","354","0","380000","2025/04/15 15:59:59","0","0","1","0"
"30363","380000","2025/04/15 16:00:00","355","0","380000","2025/04/22 15:59:59","0","0","1","0"
"30364","380000","2025/04/22 16:00:00","356","0","380000","2025/05/01 15:59:59","0","0","1","0"
"50365","380000","2025/05/01 16:00:00","357","380000","0","2025/05/04 15:59:59","0","380000","2","0"
"30366","380000","2025/05/04 16:00:00","358","0","380000","2025/05/16 15:59:59","0","0","1","0"
"30367","380000","2025/05/10 16:00:00","359","0","380000","2025/05/16 15:59:59","0","0","1","0"
"30368","380000","2025/05/16 16:00:00","360","0","380000","2025/05/21 15:59:59","0","0","1","0"
"30369","380000","2025/05/21 16:00:00","361","0","380000","2025/06/01 15:59:59","0","0","1","0"
"30370","380000","2025/06/01 16:00:00","362","0","380000","2025/06/12 15:59:59","0","0","1","0"
"40013","380000","2025/06/12 16:00:00","363","0","380000","2025/06/22 15:59:59","0","0","1","0"
"30371","380000","2025/06/12 16:00:00","364","0","380000","2025/06/17 15:59:59","0","0","1","0"
"30374","380000","2025/06/22 16:00:00","365","0","380000","2025/07/01 15:59:59","0","0","1","0"
"30373","380000","2025/06/22 16:00:00","366","0","380000","2025/06/26 15:59:59","0","0","1","0"
"50375","380000","2025/07/01 16:00:00","367","380000","0","2025/07/04 15:59:59","0","380000","2","0"
"30376","380000","2025/07/04 16:00:00","368","0","380000","2025/07/16 15:59:59","0","0","1","0"
"30377","380000","2025/07/11 16:00:00","369","0","380000","2025/07/16 15:59:59","0","0","1","0"
"30378","380000","2025/07/16 16:00:00","370","0","380000","2025/08/01 15:59:59","0","0","1","0"
"30379","380000","2025/08/01 16:00:00","371","0","380000","2025/08/09 15:59:59","0","0","1","0"
"30380","380000","2025/08/09 16:00:00","372","0","380000","2025/08/16 15:59:59","0","0","1","0"
"30381","380000","2025/08/16 16:00:00","373","0","380000","2025/08/28 15:59:59","0","0","1","0"
"30382","380000","2025/08/28 16:00:00","374","0","380000","2025/09/01 15:59:59","0","0","1","0"
"50383","380000","2025/09/01 16:00:00","375","380000","0","2025/09/04 15:59:59","0","380000","2","0"
"30385","380000","2025/09/04 16:00:00","376","0","380000","2025/09/16 15:59:59","0","0","1","0"
"30384","380000","2025/09/04 16:00:00","377","0","380000","2025/09/16 15:59:59","0","0","1","0"
"30387","380000","2025/09/16 16:00:00","378","0","380000","2025/10/01 15:59:59","0","0","1","0"
"30386","380000","2025/09/16 16:00:00","379","0","380000","2025/10/01 15:59:59","0","0","1","0"
"30388","380000","2025/10/01 16:00:00","380","0","380000","2025/10/11 15:59:59","0","0","1","0"
"30390","380000","2025/10/11 16:00:00","381","0","380000","2025/10/21 15:59:59","0","0","1","0"
"30389","380000","2025/10/11 16:00:00","382","0","380000","2025/10/21 15:59:59","0","0","1","0"
"30392","380000","2025/10/21 16:00:00","383","0","380000","2025/10/29 15:59:59","0","0","1","0"
"30391","380000","2025/10/21 16:00:00","384","0","380000","2025/10/29 15:59:59","0","0","1","0"
"50393","380000","2025/10/29 16:00:00","385","380000","0","2025/11/01 15:59:59","0","380000","2","0"
"30394","380000","2025/11/01 16:00:00","386","0","380000","2025/11/11 15:59:59","0","0","1","0"
"30396","380000","2025/11/11 16:00:00","387","0","380000","2025/11/24 15:59:59","0","0","1","0"
"30395","380000","2025/11/11 16:00:00","388","0","380000","2025/11/24 15:59:59","0","0","1","0"
"30398","380000","2025/11/24 16:00:00","389","0","380000","2025/12/01 15:59:59","0","0","1","0"
"30397","380000","2025/11/24 16:00:00","390","0","380000","2025/12/01 15:59:59","0","0","1","0"
"30399","380000","2025/12/01 16:00:00","391","0","380000","2025/12/11 15:59:59","0","0","1","0"
"30401","380000","2025/12/11 16:00:00","392","0","380000","2025/12/16 15:59:59","0","0","1","0"
"30400","380000","2025/12/11 16:00:00","393","0","380000","2025/12/16 15:59:59","0","0","1","0"
"40014","380000","2025/12/16 16:00:00","394","0","380000","2025/12/23 15:59:59","0","0","1","0"
"30402","380000","2025/12/16 16:00:00","395","0","380000","2025/12/23 15:59:59","0","0","1","0"
"30404","380000","2025/12/23 16:00:00","396","0","380000","2026/01/01 15:59:59","0","0","1","0"
"50405","380000","2026/01/01 16:00:00","397","380000","0","2026/01/09 15:59:59","0","380000","2","0"
"50406","380000","2026/01/09 16:00:00","398","380000","0","2026/01/17 15:59:59","0","380000","2","0"
"30408","380000","2026/01/17 16:00:00","399","0","380000","2026/02/01 15:59:59","0","0","1","0"
"30407","380000","2026/01/17 16:00:00","400","0","380000","2026/02/01 15:59:59","0","0","1","0"
"30409","380000","2026/02/01 16:00:00","401","0","380000","2026/02/10 15:59:59","0","0","1","0"
"30411","380000","2026/02/10 16:00:00","402","0","380000","2026/02/22 15:59:59","0","0","1","0"
"30410","380000","2026/02/10 16:00:00","403","0","380000","2026/02/22 15:59:59","0","0","1","0"
"30413","380000","2026/02/22 16:00:00","404","0","380000","2026/03/04 15:59:59","0","0","1","0"
"30412","380000","2026/02/22 16:00:00","405","0","380000","2026/03/01 15:59:59","0","0","1","0"
"50414","380000","2026/03/01 16:00:00","406","380000","0","2026/03/04 15:59:59","0","380000","2","0"
