549de2897f39daf542f39ecb0e9a85f645f541cded58d60b8af1ad589b05ee9d,665de8722f6611362af5701ba1842cf678f10e5289919037a6625451fab346fa,4deb5bbb546c7d4389dcd8bac92c695b229055358fa987ae33077ad8618a1fb2,fa2c58a85afaee9ad82f9c50055ec665d05b6107e188e5c2aec14eb7d02f624d,877fcb9f3ecb83b592a253d136e87cc8caff9fd3903200c9e575c39d2841ed98,3e34be19b3166f71629166e411935905e7b04b6f229a28f89f9422001ec7bac9,c689c8fb39ce0ef921b3e3bca01f6fadd14ccf9f6b8bb2050e033039de7a8d7b,ca5924639dd461b723969fbd346f5a5591be87b3856169cf0ef794d5682258d8,91c9445d7d674754e5cd31eebdd35118885d2ec4096cf0e4fb63086e894f8233,afd043876c5223fa0e143aedeb4bafa2e9eb9bbe49eb1bb3da944eab40508ea3,8cd51102d9d89611d16ffe16e8e28df3d62865891d31f6ad85222777246909c9
"氣勢洶洶沒打算聽人說話的樣子……\n既然這樣就只能用「變透明的藥」了！","0","0","10","1","11","1.6","12","12020","1","0"
"","","","0","0","91","","12","12021","0",""
"luis_drink","","","0","1","3","","12","12022","","0.2"
"0.5","","","","0","22","","12","12023","",""
"0","","","","1.6","93","","12","12024","",""
"vo_alces_1202","","","0","vo_alces","21","","12","12025","0",""
"咕嚕！！","0","0","10","1","11","0.5","12","12026","1","0"
"0","","","","2","93","","12","12027","",""
"se_alces_invisible","","","","se_alces","23","","12","12028","",""
"1","","","","12","32","","12","12029","",""
"1","0","0","1","1","6","","12","12030","1","0.2"
"0","","","","1.8","93","","12","12031","",""
"250","","0","-190","105111","2","","12","12032","2",""
"250","","0","-190","1002","2","","12","12033","2",""
"mitsuki_run_dash_noface","","","1","105111","3","","12","12034","","0.2"
"mitsuki_run_dash","","","1","1002","3","","12","12035","","0.2"
"0","","","","2","93","","12","12036","",""
"mitsuki_anger_talk_noface","","","1","105111","3","","12","12037","","0.2"
"mitsuki_anger_talk","","","1","1002","3","","12","12038","","0.2"
"vo_alces_1203","","","0","vo_alces","21","","12","12039","0",""
"把妳逼入絕境了吧鍊金術師！","0","0","10","105111","11","0.5","12","12040","1","0"
"","","","0","0","91","","12","12041","0",""
"0.5","","","","0","22","","12","12042","",""
"mitsuki_look_in_noface","0","1","0","105111","3","","12","12043","sad_talk_anger","0.2"
"mitsuki_look_in","","","0","1002","3","","12","12044","","0.2"
"0","","","","1.5","93","","12","12045","",""
"vo_alces_1204","","","0","vo_alces","21","","12","12046","0",""
"……嘖，讓她逃走了嗎……","0","0","10","105111","11","1.2","12","12047","1","0"
"","","","0","0","91","","12","12048","0",""
"mitsuki_armcrossed_in_noface","0","1","0","105111","3","","12","12049","mitsuki_armcrossed_talk_noface","0.2"
"mitsuki_armcrossed_in","0","1","0","1002","3","","12","12050","mitsuki_armcrossed_talk","0.2"
"vo_alces_1205","","","0","vo_alces","21","","12","12051","0",""
"真是的，\n居然用這種完全沒有科學根據的東西\n在做生意……\n我可不認同。","0","0","10","105111","11","2.3","12","12052","1","0"
"","","","0","0","91","","12","12053","0",""
"mitsuki_ecstatic_talk_noface","","","1","105111","3","","12","12054","","0.2"
"mitsuki_ecstatic_talk","","","1","1002","3","","12","12055","","0.2"
"vo_alces_1206","","","0","vo_alces","21","","12","12056","0",""
"……是那個魔女婆婆的孫女嗎。\n真是大意不得呢。\n【阿爾克絲鍊金堂】……！","0","0","10","105111","11","1","12","12057","1","0"
"","","","0","0","91","","12","12058","0",""
"0.5","","","","0","22","","12","12059","",""
"mitsuki_turnR_noface","0","1","0","105111","3","","12","12060","mitsuki_walkR_noface","0.2"
"mitsuki_turnR","0","1","0","1002","3","","12","12061","mitsuki_walkR","0.2"
"1050","","0","-190","105111","2","","12","12062","5",""
"1050","","0","-190","1002","2","","12","12063","5",""
"0","","","","4.5","93","","12","12064","",""
"idle_normal_Ex0001","","","1","1","3","","12","12065","","0.2"
"se_alces_invisible","","","","se_alces","23","","12","12066","",""
"0","","","","12","32","","12","12067","",""
"1","","","","12","32","","12","12068","",""
"0","","","","0.1","93","","12","12069","",""
"1","0","1","1","1","6","","12","12070","1","0.3"
"0","","","","1.5","93","","12","12071","",""
"se_alces_breath","","","","se_alces","23","","12","12072","",""
"relief_in","0","1","0","1","3","","12","12073","relief_idle","0.2"
"relief_in","","","0","1001","3","","12","12074","",""
"0","","","","0","22","","12","12075","",""
"0","","","","3","93","","12","12076","",""
"","","","0","12076","101","","12","12077","0",""
"2","0","-130","100","2","5","walk_jog_talkjoy2","15","15001","100","1.43"
"3","1","-130","101","3","5","sit_readPaper","15","15002","400","1.4"
"0","","","","0","91","","15","15003","",""
"235","","0","-130","2","2","","15","15004","0.8",""
"0","","","0","0.5","93","","15","15005","0",""
"vo_alces_1500","","","0","vo_alces","21","","15","15006","0",""
"我去跑腿回來囉～\n苑姑姑～","0","0","10","2","11","0.5","15","15007","1","0"
"0","","","","0.3","93","","15","15008","",""
"talk_normal","","","1","2","3","","15","15009","","0.2"
"","","","","15007","91","","15","15010","",""
"0.5","","","","0","22","","15","15011","",""
"idle_normal","","","1","2","3","","15","15012","","0.2"
"0","","","","1","93","","15","15013","",""
"sit_readPaperTurn","0","1","0","3","3","","15","15014","sit_readPaper","0.2"
"0","","","","0.5","93","","15","15015","",""
"vo_alces_1501","","","0","vo_alces","21","","15","15016","0",""
"……苑姑姑～！","0","0","10","2","11","0.5","15","15017","1","0"
"0","","","","0.3","93","","15","15018","",""
"smile_normal","0","1","0","2","3","","15","15019","idle_normal","0.2"
"","","","0","15017","91","","15","15020","0",""
"0.5","","","","0","22","","15","15021","",""
"0","","","","0.5","93","","15","15022","",""
"sad_idle_surprise","","","1","2","3","","15","15023","","0.2"
"1","","","","1","93","","15","15024","",""
"sit_readPaperTurn","0","1","0","3","3","","15","15025","sit_readPaper","0.2"
"0","","","","1.2","93","","15","15026","",""
"anger_talk_pain","","","1","2","3","","15","15027","","0.2"
"vo_alces_1502","","","0","vo_alces","21","","15","15028","0",""
"苑姑姑～！！！","0","0","10","2","11","0.5","15","15029","1","0"
"","","","0","0","91","","15","15030","0",""
"0.5","","","","0","22","","15","15031","",""
"anger_idle_angerR","","","1","2","3","","15","15032","","0.2"
"1","","","","1.2","93","","15","15033","",""
"se_alces_emotion_quiet","","","","se_alces","23","","15","15034","",""
"12","0","0","1","3","12","","15","15035","0","10"
"0","","","","2.5","93","","15","15036","",""
"se_alces_emotion_notice","","","","se_alces","23","","15","15037","",""
"10","0","0","0.3","2","12","","15","15038","0","0"
"notice_in_talk2","0","1","0","2","3","","15","15039","notice_loop_talk2","0.2"
"0","","","","1.4","93","","15","15040","",""
"talk_normal_normal2","","","1","2","3","","15","15041","","0.2"
"vo_alces_1503","","","0","vo_alces","21","","15","15042","0",""
"苑姐姐。","0","0","10","2","11","0.5","15","15043","1","0"
"","","","0","0","91","","15","15044","0",""
"idle_normal","","","1","2","3","","15","15045","","0.2"
"sit_out_smile","","","1","3","3","","15","15046","","0.2"
"1","","","","0.5","93","","15","15047","",""
"sono_cool_in","0","1","0","3","3","","15","15048","sono_cool_talk","0.2"
"surprise_idle_shy","","","1","2","3","","15","15049","","0.2"
"vo_alces_1504","","","0","vo_alces","21","","15","15050","0",""
"很好，真的很謝謝妳。\n這是苑姐姐給妳的\n零用錢♪","0","0","10","3","11","2.2","15","15051","1","0"
"","","","0","0","91","","15","15052","0",""
"0.5","","","","0","22","","15","15053","",""
"sono_armcrossed_in","0","1","0","3","3","","15","15054","sono_armcrossed_idle","0.2"
"0","","","","0.5","93","","15","15055","",""
"se_alces_emotion_sweat","","","","se_alces","23","","15","15056","",""
"2","0","0","1.5","2","12","","15","15057","0","0"
"talk_normal_nervous","","","1","2","3","","15","15058","","0.2"
"0","","","","0.8","93","","15","15059","",""
"sono_armcrossed_talk","","","1","3","3","","15","15060","","0.2"
"0","","","","1.7","93","","15","15061","",""
"iroha_idle_Ex0001","","","1","2","3","","15","15062","","0.2"
"sono_armcrossed_idle","","","1","3","3","","15","15063","","0.2"
"0","","","","1","93","","15","15064","",""
"0","","","","0","22","","15","15065","",""
"0","","","","3","93","","15","15066","",""
"","","","0","15066","101","","15","15067","0",""
"5","1","-160","103","5","5","iroha_idle_dere_glass","16","16001","150","1.45"
"11","","1","150","11","31","","16","16002","-160","0"
"1001","1","-160","104","10","5","empty","16","16003","150","1.45"
"3","1","-160","102","3","5","sono_walk_scare","16","16004","1000","1.41"
"1002","1","-160","103","10","5","empty","16","16005","300","1.41"
"130","","","110","3","13","","16","16006","",""
"132211","0","-150","100","1","1","idle_normal","16","16007","-50","1.42"
"1003","0","-150","101","10","5","empty","16","16008","-50","1.42"
"0","","","","0","91","","16","16009","",""
"iroha_doya_in_glass","0","1","0","5","3","","16","16010","iroha_doya_talk_glass","0.2"
"0","","","","0.5","93","","16","16011","",""
"vo_alces_1600","","","0","vo_alces","21","","16","16012","0",""
"欸欸──我漂亮嗎？\n很成熟嗎？\n性感又豐滿？","0","0","10","5","11","4.9","16","16013","1","0"
"","","","0","0","91","","16","16014","0",""
"iroha_doya_idle_glass","","","1","5","3","","16","16015","","0.2"
"surprise_talk","","","1","132211","3","","16","16016","","0.2"
"vo_alces_1601","","","0","vo_alces","21","","16","16017","0",""
"怎……怎麼了嗎彩羽？\n……啊，難道是\n跟苑交換身體了？","0","0","10","132211","11","0.8","16","16018","1","0"
"","","","0","0","91","","16","16019","0",""
"surprise_idle","","","1","132211","3","","16","16020","","0.2"
"iroha_cool_in_glass","0","1","0","5","3","","16","16021","iroha_cool_talk_glass","0.2"
"vo_alces_1602","","","0","vo_alces","21","","16","16022","0",""
"對啊──我是苑喔。\n身材姣好對吧？","0","0","10","5","11","1.6","16","16023","1","0"
"","","","0","0","91","","16","16024","0",""
"0.5","","","","0","22","","16","16025","",""
"300","","0","-160","3","2","","16","16026","4",""
"sono_walk_scare","0.2","1","0","3","3","","16","16027","sono_armcrossed_idle","0.2"
"iroha_armcrossed_in_glass","0","1","0","5","3","","16","16028","iroha_armcrossed_talk_glass","0.2"
"0","","","","0.5","93","","16","16029","",""
"surprise2_in","0","1","0","132211","3","","16","16030","surprise2_idle","0.2"
"vo_alces_1603","","","0","vo_alces","21","","16","16031","0",""
"那麼，我出去玩一下～去抓蟲……\n不對是要去大人的社交場合♪","0","0","10","5","11","3.9","16","16032","1","0"
"","","","0","16027","91","","16","16033","0",""
"","","","0","16032","91","","16","16034","0",""
"0.5","","","","0","22","","16","16035","",""
"se_alces_surprise","","","","se_alces","23","","16","16036","",""
"iroha_shock_in","0","1","0","5","3","","16","16037","iroha_shock_loop","0.2"
"iroha_shock_in","","","0","1001","3","","16","16038","","0.2"
"0","","","","1","93","","16","16039","",""
"sono_armcrossed_talk","","","1","3","3","","16","16040","","0.2"
"vo_alces_1604","","","0","vo_alces","21","","16","16041","0",""
"……妳變成我的樣子打算去哪裡？\n彩羽？","0","0","10","3","11","1.7","16","16042","1","0"
"","","","0","0","91","","16","16043","0",""
"0.5","","","","0","22","","16","16044","",""
"sono_doya_in","0","1","0","3","3","","16","16045","sono_doya_idle","0.2"
"iroha_kyorokyoro","","","0","5","3","","16","16046","","0.2"
"0","","","","1.8","93","","16","16047","",""
"se_alces_dotabata","","","","se_alces","23","","16","16048","",""
"iroha_escape_in","0","1","0","5","3","","16","16049","iroha_escape","0"
"-1200","","0","-160","5","2","","16","16050","3.5",""
"1","","","","11","32","","16","16051","",""
"sweatR_Loop","","","","11","37","","16","16052","",""
"-1200","","0","-160","11","33","","16","16053","3.5",""
"0","","","","0.1","93","","16","16054","",""
"sono_notice_in_anger","","","1","3","3","","16","16055","","0.2"
"sono_notice_in_anger","","","0","1002","3","","16","16056","","0.2"
"0","","","","0.3","93","","16","16057","",""
"surprise2_turn","0","1","0","132211","3","","16","16058","surprise2R_idle","0.2"
"0","","","","0.4","93","","16","16059","",""
"run_chase","","","1","3","3","","16","16060","","0.2"
"-1050","","0","-160","3","2","","16","16061","3.5",""
"0","","","","2","93","","16","16062","",""
"sadR_idle_nervous","","","1","132211","3","","16","16063","","0.2"
"sad_idle_nervous_in","0","1","0","1003","3","","16","16064","sad_idle_nervous","0.2"
"0","","","","2","93","","16","16065","",""
"0","","","","0","22","","16","16066","",""
"0","","","","3","93","","16","16067","",""
"","","","0","16067","101","","16","16068","0",""
"5","0","-190","100","5","5","idle_normal","17","17001","-100","1.47"
"1101","","1","-100","11","31","","17","17002","-190","0"
"1001","0","-190","101","10","5","empty","17","17003","-100","1.47"
"130","","","","5","13","","17","17004","",""
"4","1","-190","101","4","5","idle_kyapi_normal","17","17005","125","1.43"
"1102","","1","125","11","31","","17","17006","-190","0"
"0","","","","0","91","","17","17007","",""
"se_alces_breath","","","","se_alces","23","","17","17008","",""
"sono_relief_in","0","1","0","5","3","","17","17009","sono_relief_talk","0.2"
"sono_relief_in","","","0","1001","3","","17","17010","","0.2"
"0","","","","0.5","93","","17","17011","",""
"vo_alces_1700","","","0","vo_alces","21","","17","17012","0",""
"唉……\n變回原本的模樣了……","0","0","10","5","11","2.4","17","17013","1","0"
"1","","","","3.5","93","","17","17014","",""
"","","","0","17013","91","","17","17015","0",""
"sono_ache_in","0","1","0","5","3","","17","17016","sono_tired_talk","0.2"
"vo_alces_1701","","","0","vo_alces","21","","17","17017","0",""
"嗚啊……肌肉好痛。\n妳到底到處跑了多久啊……","0","0","10","5","11","3.7","17","17018","1","0"
"","","","0","0","91","","17","17019","0",""
"sono_tired_idle","","","1","5","3","","17","17020","","0.2"
"jump_loop","","","1","4","3","","17","17021","","0.2"
"vo_alces_1702","","","0","vo_alces","21","","17","17022","0",""
"啊哈哈哈！！\n彩羽的身體，都沒在鍛鍊──！！","0","0","10","4","11","1.4","17","17023","1","0"
"","","","0","0","91","","17","17024","0",""
"joy_talk_normal2","","","1","4","3","","17","17025","","0.2"
"vo_alces_1703","","","0","vo_alces","21","","17","17026","0",""
"我去全力跑步一下──！！","0","0","10","4","11","0.3","17","17027","1","0"
"","","","0","0","91","","17","17028","0",""
"iroha_joy_to_run","0","1","0","4","3","","17","17029","iroha_run_dash","0.1"
"0.5","","","","0","22","","17","17030","",""
"1200","","0","-190","4","2","","17","17031","2.1",""
"1","","","","1102","32","","17","17032","",""
"smokeL","","","","1102","37","","17","17033","",""
"1200","","0","-190","1102","33","","17","17034","2.1",""
"0","","","","2","93","","17","17035","",""
"tired_to_sad","0","1","0","5","3","","17","17036","sad_talk_anger","0.2"
"vo_alces_1704","","","0","vo_alces","21","","17","17037","0",""
"……嗯？\n之後我又會回到那個身體裡喔？\n不行耶，會死掉的。","0","0","10","5","11","4.3","17","17038","1","0"
"","","","0","0","91","","17","17039","0",""
"run_chase_Ex0006","","","1","5","3","","17","17040","","0.1"
"1100","","0","-190","5","2","","17","17041","3.5",""
"1","","","","1101","32","","17","17042","",""
"sweatL_Loop","","","","1101","37","","17","17043","",""
"1100","","0","-190","1101","33","","17","17044","3.5",""
"vo_alces_1705","","","0","vo_alces","21","","17","17045","0",""
"給我等等──！！","0","0","10","5","11","0.5","17","17046","1","0"
"0","","","","3","93","","17","17047","",""
"","","","0","0","91","","17","17048","0",""
"0","","","","0","22","","17","17049","",""
"0","","","","3","93","","17","17050","",""
"","","","0","17050","101","","17","17051","0",""
"5","1","-130","100","5","5","sit_drink_loop","18","18001","400","1.4"
"4","0","-145","101","4","5","iroha_sad_lookup_surprise","18","18002","235","1.37"
"0","","","","0","91","","18","18003","",""
"vo_alces_1800","","","0","vo_alces","21","","18","18004","0",""
"咕嚕……咕嚕……咕嚕！","0","0","10","5","11","0.5","18","18005","1","0"
"","","","0","0","91","","18","18006","0",""
"sit_drink_handup_in","0","1","0","5","3","","18","18007","sit_drink_handup_talk","0.2"
"0","","","","0.2","93","","18","18008","",""
"iroha_surprise_in","0","1","0","4","3","","18","18009","iroha_surprise_look_idle","0.2"
"0","","","","0.2","93","","18","18010","",""
"vo_alces_1801","","","0","vo_alces","21","","18","18011","0",""
"啊啊，喉嚨超滿足的。\n雖然我也很喜歡老家的葡萄酒，\n不過這邊的麥酒也很讚～","0","0","10","5","11","4.2","18","18012","1","0"
"","","","0","0","91","","18","18013","0",""
"sit_drink_idle_in","0","1","0","5","3","","18","18014","sit_drink_idle","0.2"
"iroha_anger_talk_lookup","","","1","4","3","","18","18015","","0.2"
"vo_alces_1802","","","0","vo_alces","21","","18","18016","0",""
"欸──彩羽的喉嚨也想滿足～！\n小苑，也給彩羽喝一下～","20","0","10","4","11","3.8","18","18017","1","0"
"","","","0","0","91","","18","18018","0",""
"iroha_anger_idle_lookup","","","1","4","3","","18","18019","","0.2"
"sit_drink_idle_notice","0","1","0","5","3","","18","18020","sit_drink_idle_Jitome","0.2"
"vo_alces_1803","","","0","vo_alces","21","","18","18021","0",""
"呵，妳還早了10年呢。\n咕噗咕噗。","0","0","10","5","11","3.7","18","18022","1","0"
"","","","0","0","91","","18","18023","0",""
"sit_drink_idle_to_yareyare","0","1","0","5","3","","18","18024","sit_drink_yareyare","0.2"
"vo_alces_1804","","","0","vo_alces","21","","18","18025","0",""
"妳總有一天也會了解的，\n了解某天會有不喝麥酒\n就做不下去的日子到來。","0","0","10","5","11","3.9","18","18026","1","0"
"","","","0","0","91","","18","18027","0",""
"0","","","","0","22","","18","18028","",""
"iroha_anger_to_sad","0","1","0","4","3","","18","18029","iroha_sad_lookup_shy","0.2"
"sit_drink_yareyare_to_loop","0","1","0","5","3","","18","18030","sit_drink_loop","0.2"
"0","","","","2","93","","18","18031","",""
"sit_drink_handup_in_dead","0","1","0","5","3","","18","18032","sit_drink_handup_idle_dead","0.2"
"0","","","","2","93","","18","18033","",""
"vo_alces_1805","","","0","vo_alces","21","","18","18034","0",""
"……呼～嗝！","0","0","10","5","11","1.2","18","18035","1","0"
"","","","0","0","91","","18","18036","0",""
"iroha_sad_talk_lookup","","","1","4","3","","18","18037","","0.2"
"vo_alces_1806","","","0","vo_alces","21","","18","18038","0",""
"真是糟糕的大人……","20","0","10","4","11","0.5","18","18039","1","0"
"","","","0","0","91","","18","18040","0",""
"iroha_sad_lookup_shy","","","1","4","3","","18","18041","","0.2"
"0","","","","0","22","","18","18042","",""
"0","","","","3","93","","18","18043","",""
"","","","0","18043","101","","18","18044","0",""
"1","0","-140","100","1","5","adv_luis","101","101001","-1.7","1.4"
"1","","1","108.3","1","31","","101","101002","87","1"
"1","0","-140","100","1","5","adv_luis","102","102001","-1.7","1.4"
"1","","1","108.3","1","31","","102","102002","87","1"
"1","0","-140","100","1","5","adv_luis","103","103001","-1.7","1.4"
"1","","1","108.3","1","31","","103","103002","87","1"
"2","0","-190","100","2","5","adv_iroha","104","104001","90","1.5"
"1","","1","200","1","31","","104","104002","37","1"
"2","0","-190","100","2","5","adv_iroha","105","105001","90","1.5"
"1","","1","200","1","31","","105","105002","37","1"
"2","0","-190","100","2","5","adv_iroha","106","106001","90","1.5"
"1","","1","200","1","31","","106","106002","37","1"
"3","1","-130","100","3","5","adv_sono","107","107001","350","1.38"
"10","","1","475","10","31","","107","107002","-18","1"
"1","","1","460","1","31","","107","107003","125","1"
"3","1","-130","100","3","5","adv_sono","108","108001","350","1.38"
"10","","1","475","10","31","","108","108002","-18","1"
"1","","1","460","1","31","","108","108003","125","1"
"3","1","-130","100","3","5","adv_sono","109","109001","350","1.38"
"10","","1","475","10","31","","109","109002","-18","1"
"1","","1","460","1","31","","109","109003","125","1"
"3","1","-130","100","3","5","adv_sono","110","110001","350","1.38"
"10","","1","475","10","31","","110","110002","-18","1"
"1","","1","460","1","31","","110","110003","125","1"
"1","0","-140","100","1","5","adv_luis","111","111001","-1.7","1.4"
"1","","1","108.3","1","31","","111","111002","87","1"
"special","","","","1","37","","111","111003","",""
"3","1","-130","100","3","5","adv_sono","112","112001","350","1.38"
"10","","1","475","10","31","","112","112002","-18","1"
"1","","1","460","1","31","","112","112003","125","1"
"special","","","","1","37","","112","112004","",""
"2","0","-190","100","2","5","adv_iroha","113","113001","90","1.5"
"1","","1","200","1","31","","113","113002","37","1"
"special","","","","1","37","","113","113003","",""
"2","0","-190","100","2","5","adv_iroha","114","114001","90","1.5"
"1","","1","200","1","31","","114","114002","37","1"
"special","","","","1","37","","114","114003","",""
"1","0","-140","100","1","5","adv_luis","115","115001","-1.7","1.4"
"1","","1","108.3","1","31","","115","115002","87","1"
"special","","","","1","37","","115","115003","",""
"2","0","-190","100","2","5","adv_iroha","116","116001","90","1.5"
"1","","1","200","1","31","","116","116002","37","1"
"special","","","","1","37","","116","116003","",""
"3","1","-130","100","3","5","adv_sono","117","117001","350","1.38"
"10","","1","475","10","31","","117","117002","-18","1"
"1","","1","460","1","31","","117","117003","125","1"
"special","","","","1","37","","117","117004","",""
"4","0","-190","100","4","5","adv_iroha_kodomo","118","118001","90","1.48"
"1","","1","200","1","31","","118","118002","37","1"
"special","","","","1","37","","118","118003","",""
"3","1","-130","100","3","5","adv_sono","119","119001","350","1.38"
"10","","1","475","10","31","","119","119002","-18","1"
"1","","1","460","1","31","","119","119003","125","1"
"special","","","","1","37","","119","119004","",""
"3","1","-130","100","3","5","adv_sono","120","120001","350","1.38"
"10","","1","475","10","31","","120","120002","-18","1"
"1","","1","460","1","31","","120","120003","125","1"
"special","","","","1","37","","120","120004","",""
"1","0","-140","100","1","5","adv_luis","121","121001","-1.7","1.4"
"1","","1","108.3","1","31","","121","121002","87","1"
"special","","","","1","37","","121","121003","",""
"3","1","-130","100","3","5","adv_sono","122","122001","350","1.38"
"10","","1","475","10","31","","122","122002","-18","1"
"1","","1","460","1","31","","122","122003","125","1"
"special","","","","1","37","","122","122004","",""
"5","1","-130","100","5","5","adv_sono_otona","123","123001","350","1.4"
"10","","1","475","10","31","","123","123002","-18","1"
"1","","1","460","1","31","","123","123003","125","1"
"special","","","","1","37","","123","123004","",""
"1","0","-140","100","1","5","adv_luis","125","125001","-1.7","1.4"
"1","","1","108.3","1","31","","125","125002","87","1"
"special","","","","1","37","","125","125003","",""
"4","0","-190","100","4","5","adv_iroha_kodomo","126","126001","90","1.48"
"1","","1","200","1","31","","126","126002","37","1"
"special","","","","1","37","","126","126003","",""
"2","0","-190","100","2","5","adv_iroha","127","127001","90","1.5"
"1","","1","200","1","31","","127","127002","37","1"
"special","","","","1","37","","127","127003","",""
"1","0","-140","100","1","5","adv_luis","128","128001","-1.7","1.4"
"1","","1","108.3","1","31","","128","128002","87","1"
"special","","","","1","37","","128","128003","",""
"5","1","-130","100","5","5","adv_sono_otona","129","129001","350","1.4"
"10","","1","475","10","31","","129","129002","-18","1"
"1","","1","460","1","31","","129","129003","125","1"
"special","","","","1","37","","129","129004","",""
"3","1","-130","100","3","5","adv_sono","130","130001","350","1.38"
"10","","1","475","10","31","","130","130002","-18","1"
"1","","1","460","1","31","","130","130003","125","1"
"special","","","","1","37","","130","130004","",""
"1","0","-140","100","1","5","adv_luis","131","131001","-1.7","1.4"
"1","","1","108.3","1","31","","131","131002","87","1"
"special","","","","1","37","","131","131003","",""
"2","0","-190","100","2","5","adv_iroha","132","132001","90","1.5"
"1","","1","200","1","31","","132","132002","37","1"
"special","","","","1","37","","132","132003","",""
