c1adb60c9252b7a1f5ba0e66a23e37e3c59d964b2e46dca4f50f0fcbe51a0b0e,df19b4c8aa6ed9301e44fc41938a0997687420a22769f1af043bec26045e6a77,577072809ba0ccb2d69f08a42b044cdf2a648fdcfd94528aa9d26c3acc4f15b9,27989063e85b4542fa3c13bd893901331d6c717946406dd38712a583788431a7,42275fcf13bd5e9c0b2ef8bebdba3d6d2ddfdd1fa8127e24e7ef80bc5459eff3,3e0e92e89ff2facd7a982167d46aa42536ccd6ead9f24fd6fbc515382845a27a,7ac168034fee9db6a305208de3dbb209db19362a521b1bb85131971a077c5dcc,6e4446e8cdf0e99d66423e35bb5ddf8b1c6c579c8c7c1e714697e81bc646f559,4df80098072eb20808d336cd9054a8fa4f7a28b9ad8aa38ec1adc3429872d6b2,8a8993d27086081fe8cffc91be21f52d39f5275ddb9a0ece2e7f343e39654efc,3df7f5fbc9c464429a23615ded301d4f2cf6da89e2b39a301f75a84998d2915b
"0","","","","17714061","vo_wac_17714","0","","vo_wac_17714_001","17714","21"
"10","0","0.5","0","17714062","103611","1","1","沒錯。\n生日快樂，禊♪\n這是我和美美兩人親手做的！\n妳要多吃一點喔！","17714","11"
"","","","","17714063","0","","","","17714","91"
"1","0.2","","","17714064","103611","","","wac_birthday_idle_wish","17714","3"
"1","0.2","","","17714065","100411","","","wac_birthday_talk_normal","17714","3"
"0","","","","17714066","vo_wac_17714","0","","vo_wac_17714_002","17714","21"
"10","0","0.5","0","17714067","100411","1","1","太棒了──謝謝！\n話說回來，這蛋糕還真大耶～\n搬運很辛苦吧？","17714","11"
"","","","","17714068","0","","","","17714","91"
"1","0.2","","","17714069","100411","","","wac_birthday_idle_normal","17714","3"
"1","0.2","","","17714070","102011","","","wac_birthday_talk_smile","17714","3"
"0","","","","17714071","vo_wac_17714","0","","vo_wac_17714_003","17714","21"
"10","0","0.5","0","17714072","102011","1","1","其實美美我們自己搬不動。\n哥哥也幫了我們一把喔～♪","17714","11"
"","","","","17714073","0","","","","17714","91"
"1","0.2","","","17714074","102011","","","wac_birthday_idle_smile","17714","3"
"1","0.2","","","17714075","100411","","","wac_birthday_talk_kyapi","17714","3"
"0","","","","17714076","vo_wac_17714","0","","vo_wac_17714_004","17714","21"
"10","0","0.5","0","17714077","100411","1","1","這樣啊～欸嘿嘿～♪\n哥哥，謝謝你一直以來的照顧！\n下次想到新的惡作劇時，\n禊會第一個告訴你的！","17714","11"
"","","","","17714078","0","","","","17714","91"
"","","","","17714079","0","","","","17714","22"
"","","","","17814001","bgm_M321","","","bgm_M321_2C","17814","25"
"250","2","wac_birthday_idle_normal","0","17814002","1","-1000","-70","103711","17814","1"
"256","2","wac_birthday_idle_doya","1","17814003","1","200","-270","104711","17814","1"
"258","2","wac_birthday_idle_smile","1","17814004","1","320","-310","100511","17814","1"
"257","2","wac_birthday_idle_normal","1","17814005","1","450","-290","107111","17814","1"
"","","","","17814006","103711","","","300","17814","13"
"","","","","17814007","104711","","","300","17814","13"
"","","","","17814008","100511","","","300","17814","13"
"","","","","17814009","107111","","","300","17814","13"
"0","0","","","17814010","501","0","1","501","17814","31"
"0","1","","","17814011","600","0","1","600","17814","31"
"0","0","","","17814012","602","0","1","602","17814","31"
"0","0","","","17814013","603","0","1","603","17814","31"
"30","1","","","17814014","604","60","1","604","17814","31"
"0","1","","","17814015","613","0","1","613","17814","31"
"0","0","","","17814016","700","0","1","700","17814","31"
"0","0","","","17814017","701","0","1","701","17814","31"
"0","0","","","17814018","702","0","1","702","17814","31"
"0","0","","","17814019","800","0","1","800","17814","31"
"30","1","","","17814020","923","60","1","923","17814","31"
"","","","","17814021","1","","","","17814","93"
"0","0.2","","0.2","17814022","100511","wac_birthday_reaction_03","1","wac_birthday_reaction_02","17814","3"
"","","","","17814023","0.1","","","","17814","93"
"0","0.2","","0.2","17814024","104711","wac_birthday_reaction_03","1","wac_birthday_reaction_05","17814","3"
"0","0.2","","0.2","17814025","107111","wac_birthday_reaction_04","1","wac_birthday_reaction_01","17814","3"
"","","","","17814026","0.3","","","","17814","93"
"1","0.2","","","17814027","103711","","","wac_birthday_run_01","17814","3"
"-70","","","","17814028","103711","3","","0","17814","2"
"","","","","17814029","2.5","","","","17814","93"
"","","","","17814030","602","","","1","17814","32"
"","","","","17814031","0.6","","","","17814","93"
"","","","","17814032","501","","","1","17814","32"
"","","","","17814033","600","","","0","17814","32"
"","","","","17814034","613","","","0","17814","32"
"","","","","17814035","604","","","0","17814","32"
"","","","","17814036","701","","","1","17814","32"
"0","","","","17814037","923","0.01","","0","17814","33"
"0","0.2","","0.2","17814038","103711","wac_birthday_wish_01","1","wac_birthday_blowout_01","17814","3"
"-330","","","","17814039","103711","0.01","","-200","17814","2"
"1","0.2","","","17814040","104711","","","wac_birthday_idle_doya","17814","3"
"-320","","","","17814041","104711","0.01","","180","17814","2"
"1","0.2","","","17814042","100511","","","wac_birthday_idle_smile","17814","3"
"-360","","","","17814043","100511","0.01","","300","17814","2"
"1","0.2","","","17814044","107111","","","wac_birthday_idle_normal","17814","3"
"-340","","","","17814045","107111","0.01","","430","17814","2"
"","","","","17814046","0","","","","17814","93"
"","","","","17814047","800","","","1","17814","32"
"","","","","17814048","0.7","","","","17814","93"
"","","","","17814049","702","","","1","17814","32"
"","","","","17814050","0.5","","","","17814","93"
"0","","","","17814051","se_common","","","se_sys_login_birthday_blow_candle","17814","23"
"","","","","17814052","701","","","0","17814","32"
"","","","","17814053","0.4","","","","17814","93"
"0","","","","17814054","se_common","","","se_sys_login_birthday_cracker","17814","23"
"","","","","17814055","700","","","1","17814","32"
"0","","","","17814056","se_common","","","se_sys_login_birthday_calendar_applause","17814","23"
"0","0.2","","0.2","17814057","104711","wac_birthday_idle_doya","1","wac_birthday_clap","17814","3"
"","","","","17814058","0.1","","","","17814","93"
"0","0.2","","0.2","17814059","100511","wac_birthday_idle_smile","1","wac_birthday_clap","17814","3"
"","","","","17814060","0.1","","","","17814","93"
"0","0.2","","0.2","17814061","107111","wac_birthday_idle_normal","1","wac_birthday_clap","17814","3"
"","","","","17814062","2","","","","17814","93"
"","","","","17814063","1","","","","17814","131"
"0","","","","17814064","vo_wac_17814","0","","vo_wac_17814_000","17814","21"
"10","0","0.5","0","17814065","103711","1","1","那個，我確認一下。\n這是、這應該是\n我的生日蛋糕\n對嗎？","17814","11"
"","","","","17814066","0","","","","17814","91"
"1","0.2","","","17814067","103711","","","wac_birthday_idle_smile","17814","3"
"1","0.2","","","17814068","104711","","","wac_birthday_talk_normal","17814","3"
"0","","","","17814069","vo_wac_17814","0","","vo_wac_17814_001","17814","21"
"10","0","0.5","0","17814070","104711","1","1","嗯，沒錯。\n這是【王宮騎士團】\n與少年一起送給小智的禮物，\n慶祝妳又長了一歲。","17814","11"
"","","","","17814071","0","","","","17814","91"
"1","0.2","","","17814072","104711","","","wac_birthday_idle_normal","17814","3"
"1","0.2","","","17814073","100511","","","wac_birthday_talk_smile","17814","3"
"0","","","","17814074","vo_wac_17814","0","","vo_wac_17814_002","17814","21"
"10","0","0.5","0","17814075","100511","1","1","生日快樂！\n唉呀～我也好想快點過生日，\n成為像純和小智姐\n那樣的大人喔！","17814","11"
"","","","","17814076","0","","","","17814","91"
"1","0.2","","","17814077","100511","","","wac_birthday_idle_smile","17814","3"
"1","0.2","","","17814078","103711","","","wac_birthday_talk_smile","17814","3"
"0","","","","17814079","vo_wac_17814","0","","vo_wac_17814_003","17814","21"
"10","0","0.5","0","17814080","103711","1","1","啊哈哈，謝謝。\n雖然要稱我是大人\n好像還太早了點。\n畢竟我根本就還沒成年。","17814","11"
"","","","","17814081","0","","","","17814","91"
"1","0.2","","","17814082","103711","","","wac_birthday_idle_smile","17814","3"
"1","0.2","","","17814083","107111","","","wac_birthday_christina_talk_doya","17814","3"
"0","","","","17814084","vo_wac_17814","0","","vo_wac_17814_004","17814","21"
"10","0","0.5","0","17814085","107111","1","1","……為什麼在這種時候看向我？\n我先說清楚，你們所有人\n總有一天都會來到我這個年紀。\n你們就發著抖等著吧。","17814","11"
"","","","","17814086","0","","","","17814","91"
"1","0.2","","","17814087","107111","","","wac_birthday_christina_idle_doya","17814","3"
"1","0.2","","","17814088","103711","","","wac_birthday_talk_smile","17814","3"
"0","","","","17814089","vo_wac_17814","0","","vo_wac_17814_005","17814","21"
"10","0","0.5","0","17814090","103711","1","1","哎呀哎呀，我這真是失禮了♪\n……今天也很謝謝你。\n值得紀念的日子能有你在身邊，\n我真的很開心喔♪","17814","11"
"","","","","17814091","0","","","","17814","91"
"","","","","17814092","0","","","","17814","22"
"","","","","17824001","bgm_M321","","","bgm_M321_2C","17824","25"
"250","2","wac_birthday_idle_normal","0","17824002","1","-1000","-70","106111","17824","1"
"256","2","wac_birthday_idle_doya","1","17824003","1","310","-290","107111","17824","1"
"","","","","17824004","106111","","","300","17824","13"
"","","","","17824005","107111","","","300","17824","13"
"0","0","","","17824006","501","0","1","501","17824","31"
"0","1","","","17824007","601","0","1","601","17824","31"
"0","0","","","17824008","602","0","1","602","17824","31"
"0","0","","","17824009","603","0","1","603","17824","31"
"30","1","","","17824010","604","60","1","604","17824","31"
"0","1","","","17824011","613","0","1","613","17824","31"
"0","0","","","17824012","700","0","1","700","17824","31"
"0","0","","","17824013","701","0","1","701","17824","31"
"0","0","","","17824014","702","0","1","702","17824","31"
"0","0","","","17824015","800","0","1","800","17824","31"
"30","1","","","17824016","924","60","1","924","17824","31"
"","","","","17824017","1","","","","17824","93"
"0","0.2","","0.2","17824018","107111","wac_birthday_reaction_04","1","wac_birthday_reaction_01","17824","3"
"","","","","17824019","0.4","","","","17824","93"
"1","0.2","","","17824020","106111","","","wac_birthday_run_01","17824","3"
"-70","","","","17824021","106111","3","","0","17824","2"
"","","","","17824022","2.5","","","","17824","93"
"","","","","17824023","602","","","1","17824","32"
"","","","","17824024","0.6","","","","17824","93"
"","","","","17824025","501","","","1","17824","32"
"","","","","17824026","601","","","0","17824","32"
"","","","","17824027","613","","","0","17824","32"
"","","","","17824028","604","","","0","17824","32"
"","","","","17824029","701","","","1","17824","32"
"0","","","","17824030","924","0.01","","0","17824","33"
"0","0.2","","0.2","17824031","106111","wac_birthday_wish_02","1","wac_birthday_blowout_01","17824","3"
"-330","","","","17824032","106111","0.01","","-200","17824","2"
"1","0.2","","","17824033","107111","","","wac_birthday_idle_doya","17824","3"
"-330","","","","17824034","107111","0.01","","200","17824","2"
"","","","","17824035","0","","","","17824","93"
"","","","","17824036","800","","","1","17824","32"
"","","","","17824037","0.7","","","","17824","93"
"","","","","17824038","702","","","1","17824","32"
"","","","","17824039","0.5","","","","17824","93"
"0","","","","17824040","se_common","","","se_sys_login_birthday_blow_candle","17824","23"
"","","","","17824041","701","","","0","17824","32"
"","","","","17824042","0.4","","","","17824","93"
"0","","","","17824043","se_common","","","se_sys_login_birthday_cracker","17824","23"
"","","","","17824044","700","","","1","17824","32"
"0","","","","17824045","se_common","","","se_sys_login_birthday_calendar_applause","17824","23"
"0","0.2","","0.2","17824046","107111","wac_birthday_idle_doya","1","wac_birthday_clap","17824","3"
"","","","","17824047","2.1","","","","17824","93"
"","","","","17824048","1","","","","17824","131"
"0","","","","17824049","vo_wac_17824","0","","vo_wac_17824_000","17824","21"
"10","0","0.5","0","17824050","106111","1","1","那個……該怎麼說，\n沒想到克莉絲提娜竟然\n會為了我準備蛋糕。\n這吹的究竟是什麼風？","17824","11"
"","","","","17824051","0","","","","17824","91"
"1","0.2","","","17824052","106111","","","wac_birthday_idle_smile","17824","3"
"1","0.2","","","17824053","107111","","","wac_birthday_talk_doya","17824","3"
"0","","","","17824054","vo_wac_17824","0","","vo_wac_17824_001","17824","21"
"10","0","0.5","0","17824055","107111","1","1","小子和我商量說\n想為妳慶生。\n雖然尾狗刀那小子不在……\n但有我在，不會讓妳無聊的☆","17824","11"
"","","","","17824056","0","","","","17824","91"
"1","0.2","","","17824057","107111","","","wac_birthday_idle_doya","17824","3"
"1","0.2","","","17824058","106111","","","wac_birthday_talk_smile","17824","3"
"0","","","","17824059","vo_wac_17824","0","","vo_wac_17824_002","17824","21"
"10","0","0.5","0","17824060","106111","1","1","你們兩個……真的很謝謝你們！\n那麼我也要像個大壞蛋一樣，\n豪邁、有魄力、徹底任性地\n好好享受！","17824","11"
"","","","","17824061","0","","","","17824","91"
"1","0.2","","","17824062","106111","","","wac_birthday_talk_doya","17824","3"
"0","","","","17824063","vo_wac_17824","0","","vo_wac_17824_003","17824","21"
"10","0","0.5","0","17824064","106111","1","1","這樣總有一天，就能把今天的事\n向尾狗刀那傢伙炫耀一番！\n怎麼樣？超壞的對吧！\n他一定會很不甘心的♪","17824","11"
"","","","","17824065","0","","","","17824","91"
"","","","","17824066","0","","","","17824","22"
"","","","","18114001","bgm_M321","","","bgm_M321_2C","18114","25"
"250","2","wac_birthday_idle_normal","0","18114002","1","-1000","-70","101811","18114","1"
"256","2","wac_birthday_idle_normal","1","18114003","1","230","-270","105011","18114","1"
"257","2","wac_birthday_idle_normal","1","18114004","1","410","-310","101611","18114","1"
"","","","","18114005","101811","","","300","18114","13"
"","","","","18114006","105011","","","300","18114","13"
"","","","","18114007","101611","","","300","18114","13"
"0","0","","","18114008","501","0","1","501","18114","31"
"0","1","","","18114009","600","0","1","600","18114","31"
"0","0","","","18114010","602","0","1","602","18114","31"
"0","0","","","18114011","603","0","1","603","18114","31"
"30","1","","","18114012","604","60","1","604","18114","31"
"0","1","","","18114013","613","0","1","613","18114","31"
"0","0","","","18114014","700","0","1","700","18114","31"
"0","0","","","18114015","701","0","1","701","18114","31"
"0","0","","","18114016","702","0","1","702","18114","31"
"0","0","","","18114017","800","0","1","800","18114","31"
"30","1","","","18114018","925","60","1","925","18114","31"
"","","","","18114019","1","","","","18114","93"
"0","0.2","","0.2","18114020","101611","wac_birthday_reaction_03","1","wac_birthday_reaction_02","18114","3"
"","","","","18114021","0.1","","","","18114","93"
"0","0.2","","0.2","18114022","105011","wac_birthday_reaction_03","1","wac_birthday_reaction_01","18114","3"
"","","","","18114023","0.3","","","","18114","93"
"1","0.2","","","18114024","101811","","","wac_birthday_run_01","18114","3"
"-70","","","","18114025","101811","3","","0","18114","2"
"","","","","18114026","2.5","","","","18114","93"
"","","","","18114027","602","","","1","18114","32"
"","","","","18114028","0.6","","","","18114","93"
"","","","","18114029","501","","","1","18114","32"
"","","","","18114030","600","","","0","18114","32"
"","","","","18114031","613","","","0","18114","32"
"","","","","18114032","604","","","0","18114","32"
"","","","","18114033","701","","","1","18114","32"
"0","","","","18114034","925","0.01","","0","18114","33"
"0","0.2","","0.2","18114035","101811","wac_birthday_wish_04","1","wac_birthday_blowout_03","18114","3"
"-330","","","","18114036","101811","0.01","","-200","18114","2"
"1","0.2","","","18114037","105011","","","wac_birthday_idle_normal","18114","3"
"-320","","","","18114038","105011","0.01","","180","18114","2"
"1","0.2","","","18114039","101611","","","wac_birthday_idle_normal","18114","3"
"-340","","","","18114040","101611","0.01","","320","18114","2"
"","","","","18114041","0","","","","18114","93"
"","","","","18114042","800","","","1","18114","32"
"","","","","18114043","0.7","","","","18114","93"
"","","","","18114044","702","","","1","18114","32"
"","","","","18114045","0.5","","","","18114","93"
"0","","","","18114046","se_common","","","se_sys_login_birthday_blow_candle","18114","23"
"","","","","18114047","701","","","0","18114","32"
"","","","","18114048","0.4","","","","18114","93"
"0","","","","18114049","se_common","","","se_sys_login_birthday_cracker","18114","23"
"","","","","18114050","700","","","1","18114","32"
"0","","","","18114051","se_common","","","se_sys_login_birthday_calendar_applause","18114","23"
"0","0.2","","0.2","18114052","105011","wac_birthday_idle_normal","1","wac_birthday_clap","18114","3"
"","","","","18114053","0.1","","","","18114","93"
"0","0.2","","0.2","18114054","101611","wac_birthday_idle_normal","1","wac_birthday_clap","18114","3"
"","","","","18114055","2","","","","18114","93"
"","","","","18114056","1","","","","18114","131"
"0","","","","18114057","vo_wac_18114","0","","vo_wac_18114_000","18114","21"
"10","0","0.5","0","18114058","101811","1","1","你們竟然準備了蛋糕\n來為我慶生……\n能擔任大家的老師\n真的是太好了♪","18114","11"
"","","","","18114059","0","","","","18114","91"
"1","0.2","","","18114060","101811","","","wac_birthday_idle_wish","18114","3"
"1","0.2","","","18114061","105011","","","wac_birthday_talk_smile","18114","3"
"0","","","","18114062","vo_wac_18114","0","","vo_wac_18114_001","18114","21"
"10","0","0.5","0","18114063","105011","1","1","伊緒妳太誇張了啦～\n不過能讓妳這麼開心，\n有親手做蛋糕真是太好了♪","18114","11"
"","","","","18114064","0","","","","18114","91"
"1","0.2","","","18114065","105011","","","wac_birthday_idle_smile","18114","3"
"1","0.2","","","18114066","101611","","","wac_birthday_talk_kyapi","18114","3"
"0","","","","18114067","vo_wac_18114","0","","vo_wac_18114_002","18114","21"
"10","0","0.5","0","18114068","101611","1","1","而且秀才也有幫忙\n一起去採買～\n大家一起慶祝生日，\n光是這樣就超感人了吧♪","18114","11"
"","","","","18114069","0","","","","18114","91"
"1","0.2","","","18114070","101611","","","wac_birthday_idle_kyapi","18114","3"
"1","0.2","","","18114071","101811","","","wac_birthday_talk_smile","18114","3"
"0","","","","18114072","vo_wac_18114","0","","vo_wac_18114_003","18114","21"
"10","0","0.5","0","18114073","101811","1","1","是啊，真的很謝謝你們♪\n我或許是個不可靠的老師，\n但今後我也會繼續\n為了大家努力的♪","18114","11"
"","","","","18114074","0","","","","18114","91"
"","","","","18114075","0","","","","18114","22"
"","","","","18814001","bgm_M321","","","bgm_M321_2C","18814","25"
"250","2","wac_birthday_idle_normal","0","18814002","1","-1000","-70","101311","18814","1"
"256","2","wac_birthday_idle_smile","1","18814003","1","170","-260","105611","18814","1"
"259","2","wac_birthday_idle_normal","1","18814004","1","270","-310","105111","18814","1"
"257","2","wac_birthday_idle_doya","1","18814005","1","395","-270","100911","18814","1"
"258","2","wac_birthday_idle_normal","1","18814006","1","510","-310","102711","18814","1"
"","","","","18814007","101311","","","300","18814","13"
"","","","","18814008","105611","","","300","18814","13"
"","","","","18814009","105111","","","300","18814","13"
"","","","","18814010","100911","","","300","18814","13"
"","","","","18814011","102711","","","300","18814","13"
"0","0","","","18814012","501","0","1","501","18814","31"
"0","1","","","18814013","600","0","1","600","18814","31"
"0","0","","","18814014","602","0","1","602","18814","31"
"0","0","","","18814015","603","0","1","603","18814","31"
"30","1","","","18814016","604","60","1","604","18814","31"
"0","1","","","18814017","613","0","1","613","18814","31"
"0","0","","","18814018","700","0","1","700","18814","31"
"0","0","","","18814019","701","0","1","701","18814","31"
"0","0","","","18814020","702","0","1","702","18814","31"
"0","0","","","18814021","800","0","1","800","18814","31"
"30","1","","","18814022","926","60","1","926","18814","31"
"","","","","18814023","1","","","","18814","93"
"0","0.2","","0.2","18814024","105111","wac_birthday_reaction_03","1","wac_birthday_reaction_04","18814","3"
"0","0.2","","0.2","18814025","105611","wac_birthday_reaction_03","1","wac_birthday_reaction_01","18814","3"
"","","","","18814026","0.1","","","","18814","93"
"0","0.2","","0.2","18814027","100911","wac_birthday_reaction_03","1","wac_birthday_reaction_02","18814","3"
"0","0.2","","0.2","18814028","102711","wac_birthday_reaction_04","1","wac_birthday_reaction_03","18814","3"
"","","","","18814029","0.3","","","","18814","93"
"1","0.2","","","18814030","101311","","","wac_birthday_run_01","18814","3"
"-70","","","","18814031","101311","3","","0","18814","2"
"","","","","18814032","2.5","","","","18814","93"
"","","","","18814033","602","","","1","18814","32"
"","","","","18814034","0.6","","","","18814","93"
"","","","","18814035","501","","","1","18814","32"
"","","","","18814036","600","","","0","18814","32"
"","","","","18814037","613","","","0","18814","32"
"","","","","18814038","604","","","0","18814","32"
"","","","","18814039","701","","","1","18814","32"
"0","","","","18814040","926","0.01","","0","18814","33"
"0","0.2","","0.2","18814041","101311","wac_birthday_wish_03","1","wac_birthday_blowout_02","18814","3"
"-330","","","","18814042","101311","0.01","","-200","18814","2"
"1","0.2","","","18814043","105611","","","wac_birthday_idle_smile","18814","3"
"-320","","","","18814044","105611","0.01","","150","18814","2"
"1","0.2","","","18814045","105111","","","wac_birthday_idle_normal","18814","3"
"-360","","","","18814046","105111","0.01","","260","18814","2"
"1","0.2","","","18814047","100911","","","wac_birthday_idle_doya","18814","3"
"-320","","","","18814048","100911","0.01","","380","18814","2"
"1","0.2","","","18814049","102711","","","wac_birthday_idle_normal","18814","3"
"-340","","","","18814050","102711","0.01","","500","18814","2"
"","","","","18814051","0","","","","18814","93"
"","","","","18814052","800","","","1","18814","32"
"","","","","18814053","0.7","","","","18814","93"
"","","","","18814054","702","","","1","18814","32"
"","","","","18814055","0.5","","","","18814","93"
"0","","","","18814056","se_common","","","se_sys_login_birthday_blow_candle","18814","23"
"","","","","18814057","701","","","0","18814","32"
"","","","","18814058","0.4","","","","18814","93"
"0","","","","18814059","se_common","","","se_sys_login_birthday_cracker","18814","23"
"","","","","18814060","700","","","1","18814","32"
"0","","","","18814061","se_common","","","se_sys_login_birthday_calendar_applause","18814","23"
"0","0.2","","0.2","18814062","105611","wac_birthday_idle_smile","1","wac_birthday_clap","18814","3"
"0","0.2","","0.2","18814063","100911","wac_birthday_idle_doya","1","wac_birthday_clap","18814","3"
"","","","","18814064","0.1","","","","18814","93"
"0","0.2","","0.2","18814065","105111","wac_birthday_idle_normal","1","wac_birthday_clap","18814","3"
"","","","","18814066","0.1","","","","18814","93"
"0","0.2","","0.2","18814067","102711","wac_birthday_idle_normal","1","wac_birthday_clap","18814","3"
"","","","","18814068","2","","","","18814","93"
"","","","","18814069","1","","","","18814","131"
"0","","","","18814070","vo_wac_18814","0","","vo_wac_18814_000","18814","21"
"10","0","0.5","0","18814071","101311","1","1","這、這這、這該不會是～！？\n為七七香生日祭典準備的！？\n……我猜對了吧？不是\n單純想吃蛋糕而已吧？","18814","11"
"","","","","18814072","0","","","","18814","91"
"0","0.2","","","18814073","101311","wac_birthday_idle_kyapi","1","wac_birthday_nanaka_wish_to_idle_kyapi","18814","3"
"1","0.2","","","18814074","105611","","","wac_birthday_talk_doya","18814","3"
"0","","","","18814075","vo_wac_18814","0","","vo_wac_18814_001","18814","21"
"10","0","0.5","0","18814076","105611","1","1","這怎麼看都是生日蛋糕吧？\n別擔心，這就是在為七七香慶生。\n祝妳生日快樂。","18814","11"
"","","","","18814077","0","","","","18814","91"
"1","0.2","","","18814078","105611","","","wac_birthday_idle_doya","18814","3"
"1","0.2","","","18814079","105111","","","wac_birthday_talk_wish","18814","3"
"0","","","","18814080","vo_wac_18814","0","","vo_wac_18814_002","18814","21"
"10","0","0.5","0","18814081","105111","1","1","除了蛋糕以外，也準備了\n好幾份禮物喔。\n因為我們不太清楚\n哪種比較好……","18814","11"
"","","","","18814082","0","","","","18814","91"
"1","0.2","","","18814083","105111","","","wac_birthday_idle_wish","18814","3"
"1","0.2","","","18814084","100911","","","wac_birthday_talk_doya","18814","3"
"0","","","","18814085","vo_wac_18814","0","","vo_wac_18814_003","18814","21"
"10","0","0.5","0","18814086","100911","1","1","所以吉格魯特也幫忙出了主意。\n我們準備了最適合慶祝七七香生日的\n各種傳說級逸品喔？\n是限定魔法少女周邊組合！","18814","11"
"","","","","18814087","0","","","","18814","91"
"1","0.2","","","18814088","100911","","","wac_birthday_idle_doya","18814","3"
"1","0.2","","","18814089","101311","","","wac_birthday_talk_smile","18814","3"
"0","","","","18814090","vo_wac_18814","0","","vo_wac_18814_004","18814","21"
"10","0","0.5","0","18814091","101311","1","1","真是何等好運！\n各位，非常感謝你們唷～！！\n為了回應你們的期待，我今後也會繼續以\n超爆可愛魔法少女的身分往前邁進的……","18814","11"
"","","","","18814092","0","","","","18814","91"
"1","0.2","","","18814093","101311","","","wac_birthday_idle_smile","18814","3"
"1","0.2","","","18814094","102711","","","wac_birthday_eriko_talk_sad","18814","3"
"0","","","","18814095","vo_wac_18814","0","","vo_wac_18814_005","18814","21"
"10","0","0.5","0","18814096","102711","1","1","話說回來，\n為什麼大人能夠如此\n確定七七香想要什麼\n限定商品呢……？","18814","11"
"","","","","18814097","0","","","","18814","91"
"1","0.2","","","18814098","102711","","","wac_birthday_eriko_idle_sad","18814","3"
"1","0.2","","","18814099","101311","","","wac_birthday_talk_sad","18814","3"
"0","","","","18814100","vo_wac_18814","0","","vo_wac_18814_006","18814","21"
"10","0","0.5","0","18814101","101311","1","1","那是～這個……\n糟糕，眼神毫無笑意。\n我要是說了定期巡迴的事，\n蛋糕肯定會被斧頭劈開吧～！？","18814","11"
"","","","","18814102","0","","","","18814","91"
"","","","","18814103","0","","","","18814","22"
"","","","","19214001","bgm_M321","","","bgm_M321_2C","19214","25"
"250","2","wac_birthday_idle_normal","0","19214002","1","-1000","-70","101111","19214","1"
"256","2","wac_birthday_idle_smile","1","19214003","1","230","-270","104911","19214","1"
"257","2","wac_birthday_idle_normal","1","19214004","1","410","-310","106811","19214","1"
"","","","","19214005","101111","","","300","19214","13"
"","","","","19214006","104911","","","300","19214","13"
"","","","","19214007","106811","","","300","19214","13"
"0","0","","","19214008","501","0","1","501","19214","31"
"0","1","","","19214009","600","0","1","600","19214","31"
"0","0","","","19214010","602","0","1","602","19214","31"
"0","0","","","19214011","603","0","1","603","19214","31"
"30","1","","","19214012","604","60","1","604","19214","31"
"0","1","","","19214013","613","0","1","613","19214","31"
"0","0","","","19214014","700","0","1","700","19214","31"
"0","0","","","19214015","701","0","1","701","19214","31"
"0","0","","","19214016","702","0","1","702","19214","31"
"0","0","","","19214017","800","0","1","800","19214","31"
"30","1","","","19214018","927","60","1","927","19214","31"
"","","","","19214019","1","","","","19214","93"
"0","0.2","","0.2","19214020","106811","wac_birthday_reaction_03","1","wac_birthday_reaction_02","19214","3"
"","","","","19214021","0.1","","","","19214","93"
"0","0.2","","0.2","19214022","104911","wac_birthday_reaction_03","1","wac_birthday_reaction_01","19214","3"
"","","","","19214023","0.3","","","","19214","93"
"1","0.2","","","19214024","101111","","","wac_birthday_run_01","19214","3"
"-70","","","","19214025","101111","3","","0","19214","2"
"","","","","19214026","2.5","","","","19214","93"
"","","","","19214027","602","","","1","19214","32"
"","","","","19214028","0.6","","","","19214","93"
"","","","","19214029","501","","","1","19214","32"
"","","","","19214030","600","","","0","19214","32"
"","","","","19214031","613","","","0","19214","32"
"","","","","19214032","604","","","0","19214","32"
"","","","","19214033","701","","","1","19214","32"
"0","","","","19214034","927","0.01","","0","19214","33"
"0","0.2","","0.2","19214035","101111","wac_birthday_wish_02","1","wac_birthday_blowout_02","19214","3"
"-330","","","","19214036","101111","0.01","","-200","19214","2"
"1","0.2","","","19214037","104911","","","wac_birthday_idle_smile","19214","3"
"-320","","","","19214038","104911","0.01","","180","19214","2"
"1","0.2","","","19214039","106811","","","wac_birthday_idle_normal","19214","3"
"-340","","","","19214040","106811","0.01","","320","19214","2"
"","","","","19214041","0","","","","19214","93"
"","","","","19214042","800","","","1","19214","32"
"","","","","19214043","0.7","","","","19214","93"
"","","","","19214044","702","","","1","19214","32"
"","","","","19214045","0.5","","","","19214","93"
"0","","","","19214046","se_common","","","se_sys_login_birthday_blow_candle","19214","23"
"","","","","19214047","701","","","0","19214","32"
"","","","","19214048","0.4","","","","19214","93"
"0","","","","19214049","se_common","","","se_sys_login_birthday_cracker","19214","23"
"","","","","19214050","700","","","1","19214","32"
"0","","","","19214051","se_common","","","se_sys_login_birthday_calendar_applause","19214","23"
"0","0.2","","0.2","19214052","104911","wac_birthday_idle_smile","1","wac_birthday_clap","19214","3"
"","","","","19214053","0.1","","","","19214","93"
"0","0.2","","0.2","19214054","106811","wac_birthday_idle_normal","1","wac_birthday_clap","19214","3"
"","","","","19214055","2","","","","19214","93"
"","","","","19214056","1","","","","19214","131"
"0","","","","19214057","vo_wac_19214","0","","vo_wac_19214_000","19214","21"
