776573175af58cb4feea6b0f89dfb83c6c9d84f824f198268c3a6577fe83fd62,fc993e572e7d77bde0806bdf4eec7698c05361016d47a16882a3ea305a8c2296,308acd2f34b908ecf6327a3ea32c628366c071de954495b2debe1d3c8ba605b4,15e81c19ea9876f2285eb7367920e350a2e8f70f6c48d7cc097c5e65cb4fe1d3,eb3ae3eecc22aec8a512aad0a92ca92373e19501d40e2696f67e5f76e974fcde,453098daedf93febb1fb91317087174f737d317428fe33a6b2d42a2b1e487556,5c56b882690bd3f1ce312408efaaa47275a2f6f5a85477749dbee1c559620060,db3baeb989e5c6a6114ee055d2d036d4e822057c0d4a9391554d092859d79a9d,80566eb5889a5b86806e39ccd701825596bb366129293b423343dcc904f533d7,2cb3e9a2950708e550a40414b3f1321a4a64d485bf1042a9b920adce16d2f576,cc4872e63cdcb6c9a582d2b9bfd2b02a816dd91225ca7a9eebcd563c4b5741f4
"0","1","cgg_talk_surprise1","102811","0.2","0","204","","cgg_surprise","3","204020"
"","","","102811","0.2","1.4","204","","4","12","204021"
"","","","3","","","204","","0","93","204022"
"","","","102811","0.2","1","204","","cgg_idle_def","3","204023"
"","","","1","0.2","1","204","","cgg_idle_reaction3","3","204024"
"","","","1","0.2","1.4","204","","11","12","204025"
"","","","3","","","204","","0","93","204026"
"","","","1","0.2","1","204","","cgg_idle_normal","3","204027"
"","","","102811","0.2","1","204","","cgg_talk_joy3_blink","3","204028"
"","","","102811","0.2","1.4","204","","10","12","204029"
"","","","3","","","204","","0","93","204030"
"","","","204015","","","204","","0","101","204031"
"","","","0","","","204","","0.5","22","204032"
"0","0","1","1","0.1","1","204","","1","6","204033"
"0","0","1","102811","0.1","1","204","","1","6","204034"
"","","","0.1","","","204","","0","93","204035"
"","","","1","0","1","204","","cgg_idle_normal","3","204036"
"","","","102811","0","1","204","","cgg_idle_def","3","204037"
"0","-230","-420","1","160","100","205","cgg_idle_normal","1","5","205001"
"1","-230","420","1","1.6","100","205","cgg_idle_def","102511","1","205002"
"0","1","1","1","0.1","1","205","","1","6","205003"
"0","1","1","102511","0.1","1","205","","1","6","205004"
"","","","0.2","","","205","","0","93","205005"
"","","0","vo_minigame_1007","","0","205","","vo_minigame_1007_top_talk_11_017","21","205006"
"0","0","0","102511","0","5","205","0","這是為什麼啊～！？\n從剛才起就只能抽到\n同樣的周邊～！\n是冒失造成的嗎！？","11","205007"
"0","1","cgg_idle_surprise2","1","0.2","0","205","","cgg_surprise2","3","205008"
"0","1","cgg_talk_surprise1","102511","0.2","0","205","","cgg_surprise","3","205009"
"","","","5.5","","","205","","0","93","205010"
"0","1","cgg_idle_shock","1","0.2","0","205","","cgg_shock","3","205011"
"0","1","","102511","0.2","1","205","","cgg_talk_sad2","3","205012"
"","","","205007","","","205","","","91","205013"
"","","","0.5","","","205","","0","93","205014"
"","","","102511","0.2","1","205","","cgg_idle_def","3","205015"
"","","","1","0.2","1","205","","cgg_idle_reaction4","3","205016"
"","","","1","0.2","1.4","205","","2","12","205017"
"","","","3","","","205","","0","93","205018"
"","","","1","0.2","1","205","","cgg_idle_normal","3","205019"
"","","","102511","0.2","1","205","","cgg_idle_tsun","3","205020"
"","","","102511","0.2","1.4","205","","5","12","205021"
"","","","3","","","205","","0","93","205022"
"","","","102511","0.2","1","205","","cgg_idle_def","3","205023"
"","","","1","0.2","1","205","","cgg_idle_surprise_sad","3","205024"
"","","","1","0.2","1.4","205","","1","12","205025"
"","","","3","","","205","","0","93","205026"
"","","","1","0.2","1","205","","cgg_idle_normal","3","205027"
"","","","102511","0.2","1","205","","cgg_talk_sad2","3","205028"
"","","","102511","0.2","1.4","205","","15","12","205029"
"","","","3","","","205","","0","93","205030"
"","","","205015","","","205","","0","101","205031"
"","","","0","","","205","","0.5","22","205032"
"0","0","1","1","0.1","1","205","","1","6","205033"
"0","0","1","102511","0.1","1","205","","1","6","205034"
"","","","0.1","","","205","","0","93","205035"
"","","","1","0","1","205","","cgg_idle_normal","3","205036"
"","","","102511","0","1","205","","cgg_idle_def","3","205037"
"0","-230","-420","1","160","100","206","cgg_idle_normal","1","5","206001"
"1","-230","420","1","1.6","100","206","cgg_idle_def","110911","1","206002"
"0","1","1","1","0.1","1","206","","1","6","206003"
"0","1","1","110911","0.1","1","206","","1","6","206004"
"","","","0.2","","","206","","0","93","206005"
"","","0","vo_minigame_1007","","0","206","","vo_minigame_1007_top_talk_12_018","21","206006"
"0","0","0","110911","0","6","206","0","你蒐集得差不多了呢，\n我給你個稱號：\n慈樂之音差不多武士。\n所以，繼續放空抽吧！","11","206007"
"0","1","cgg_idle_doya","1","0.2","0","206","","cgg_talk_doya","3","206008"
"","","","110911","0.2","1","206","","cgg_talk_joy1_normal","3","206009"
"","","","2.3","","","206","","0","93","206010"
"","","","1","0.2","1","206","","cgg_idle_surprise2","3","206011"
"","","","110911","0.2","1","206","","cgg_talk_joy3_blink2","3","206012"
"","","","3.2","","","206","","0","93","206013"
"0","1","cgg_idle_reaction1","1","0.2","0","206","","cgg_talk_handsup","3","206014"
"0","1","cgg_idle_guts_anger","110911","0.2","0","206","","cgg_talk_guts_anger_NoBlink","3","206015"
"","","","206007","","","206","","","91","206016"
"","","","0.5","","","206","","0","93","206017"
"","","","110911","0.2","1","206","","cgg_idle_def","3","206018"
"0","1","cgg_idle_doya","1","0.2","0","206","","cgg_talk_doya","3","206019"
"","","","1","0.2","1.4","206","","10","12","206020"
"","","","3","","","206","","0","93","206021"
"","","","1","0.2","1","206","","cgg_idle_normal","3","206022"
"","","","110911","0.2","1","206","","cgg_talk_sad","3","206023"
"","","","110911","0.2","1.4","206","","5","12","206024"
"","","","3","","","206","","0","93","206025"
"","","","110911","0.2","1","206","","cgg_idle_def","3","206026"
"0","1","cgg_idle_surprise2","1","0.2","0","206","","cgg_surprise2","3","206027"
"","","","1","0.2","1.4","206","","4","12","206028"
"","","","3","","","206","","0","93","206029"
"","","","1","0.2","1","206","","cgg_idle_normal","3","206030"
"0","1","cgg_idle_guts_anger","110911","0.2","0","206","","cgg_talk_guts_anger","3","206031"
"","","","110911","0.2","1.4","206","","11","12","206032"
"","","","3","","","206","","0","93","206033"
"","","","206018","","","206","","0","101","206034"
"","","","0","","","206","","0.5","22","206035"
"0","0","1","1","0.1","1","206","","1","6","206036"
"0","0","1","110911","0.1","1","206","","1","6","206037"
"","","","0.1","","","206","","0","93","206038"
"","","","1","0","1","206","","cgg_idle_normal","3","206039"
"","","","110911","0","1","206","","cgg_idle_def","3","206040"
"0","-230","-420","1","160","100","301","cgg_idle_normal","1","5","301001"
"1","-230","420","1","1.6","100","301","cgg_idle_def","105811","1","301002"
"0","1","1","1","0.1","1","301","","1","6","301003"
"0","1","1","105811","0.1","1","301","","1","6","301004"
"","","","0.2","","","301","","0","93","301005"
"3","","0","vo_minigame_1007","","0","301","","vo_minigame_1007_top_talk_13_019","21","301006"
"0","0","0","105811","0","4","301","0","太讚了吧☆\n全部集齊囉♪\n拍手拍手拍手～☆","11","301007"
"","","","1","0.2","1","301","","cgg_idle_reaction1","3","301008"
"0","1","cgg_talk_surprise_kira","105811","0.2","0","301","","cgg_surprise_kira","3","301009"
"","","","1.7","","","301","","0","93","301010"
"0","1","cgg_idle_nod","1","0.2","0","301","","cgg_talk_nod","3","301011"
"","","","105811","0.2","1","301","","cgg_talk_joy1_normal","3","301012"
"","","","1.8","","","301","","0","93","301013"
"0","1","cgg_idle_reaction3","1","0.2","0","301","","cgg_joy","3","301014"
"0.2","1","cgg_idle_def","105811","0.2","0","301","","cgg_handclap_def_N","3","301015"
"","","","301007","","","301","","","91","301016"
"","","","0.5","","","301","","0","93","301017"
"0","1","cgg_idle_doya","1","0.2","0","301","","cgg_talk_doya","3","301018"
"","","","1","0.2","1.4","301","","10","12","301019"
"","","","3","","","301","","0","93","301020"
"","","","1","0.2","1","301","","cgg_idle_normal","3","301021"
"0","1","cgg_talk_surprise_kira","105811","0.2","0","301","","cgg_surprise_kira","3","301022"
"","","","105811","0.2","1.4","301","","7","12","301023"
"","","","3","","","301","","0","93","301024"
"","","","105811","0.2","1","301","","cgg_idle_def","3","301025"
"","","","1","0.2","1","301","","cgg_idle_surprise3","3","301026"
"","","","1","0.2","1.4","301","","6","12","301027"
"","","","3","","","301","","0","93","301028"
"","","","1","0.2","1","301","","cgg_idle_normal","3","301029"
"","","","105811","0.1","1","301","","cgg_idle_joy3","3","301030"
"","","","105811","0.2","1.4","301","","10","12","301031"
"","","","3","","","301","","0","93","301032"
"","","","105811","0.2","1","301","","cgg_idle_def","3","301033"
"","","","301018","","","301","","0","101","301034"
"","","","0","","","301","","0.5","22","301035"
"0","0","1","1","0.1","1","301","","1","6","301036"
"0","0","1","105811","0.1","1","301","","1","6","301037"
"","","","0.1","","","301","","0","93","301038"
"","","","1","0","1","301","","cgg_idle_normal","3","301039"
"","","","105811","0","1","301","","cgg_idle_def","3","301040"
"0","-230","-420","1","160","100","302","cgg_idle_normal","1","5","302001"
"1","-230","420","1","1.6","100","302","cgg_idle_def","105911","1","302002"
"0","1","1","1","0.1","1","302","","1","6","302003"
"0","1","1","105911","0.1","1","302","","1","6","302004"
"","","","0.2","","","302","","0","93","302005"
"","","0","vo_minigame_1007","","0","302","","vo_minigame_1007_top_talk_14_020","21","302006"
"0","0","0","105911","0","4","302","0","主人……\n您的蒐集實在了得，\n真不愧是您。","11","302007"
"","","","1","0.2","1","302","","cgg_idle_reaction5","3","302008"
"","","","105911","0.2","1","302","","cgg_talk_joy3","3","302009"
"","","","4.5","","","302","","0","93","302010"
"0","1","cgg_idle_doya","1","0.2","0","302","","cgg_talk_doya","3","302011"
"","","","105911","0.2","1","302","","cgg_talk_wish","3","302012"
"","","","302007","","","302","","","91","302013"
"","","","0.5","","","302","","0","93","302014"
"","","","105911","0.2","1","302","","cgg_idle_def","3","302015"
"0","1","cgg_idle_nod","1","0.2","0","302","","cgg_talk_nod","3","302016"
"","","","1","0.2","1.4","302","","6","12","302017"
"","","","3","","","302","","0","93","302018"
"","","","1","0.2","1","302","","cgg_idle_normal","3","302019"
"","","","105911","0.2","1","302","","cgg_talk_joy3_blink","3","302020"
"","","","105911","0.2","1.4","302","","7","12","302021"
"","","","3","","","302","","0","93","302022"
"","","","105911","0.2","1","302","","cgg_idle_def","3","302023"
"","","","1","0.2","1","302","","cgg_idle_reaction3","3","302024"
"","","","1","0.2","1.4","302","","10","12","302025"
"","","","3","","","302","","0","93","302026"
"","","","1","0.2","1","302","","cgg_idle_normal","3","302027"
"0","1","cgg_idle_guts","105911","0.2","0","302","","cgg_talk_guts","3","302028"
"","","","105911","0.2","1.4","302","","11","12","302029"
"","","","3","","","302","","0","93","302030"
"","","","302015","","","302","","0","101","302031"
"","","","0","","","302","","0.5","22","302032"
"0","0","1","1","0.1","1","302","","1","6","302033"
"0","0","1","105911","0.1","1","302","","1","6","302034"
"","","","0.1","","","302","","0","93","302035"
"","","","1","0","1","302","","cgg_idle_normal","3","302036"
"","","","105911","0","1","302","","cgg_idle_def","3","302037"
"0","-230","-420","1","160","100","303","cgg_idle_normal","1","5","303001"
"1","-230","420","1","1.6","100","303","cgg_idle_def","106011","1","303002"
"0","1","1","1","0.1","1","303","","1","6","303003"
"0","1","1","106011","0.1","1","303","","1","6","303004"
"","","","0.2","","","303","","0","93","303005"
"","","0","vo_minigame_1007","","0","303","","vo_minigame_1007_top_talk_15_021","21","303006"
"0","0","0","106011","0","5","303","0","哦，居然全部收齊了，\n你也挺努力的嘛，\n嗯，就誇獎你一下吧。","11","303007"
"0","1","cgg_idle_doya","1","0.2","0","303","","cgg_talk_doya","3","303008"
"0","1","cgg_talk_surprise1","106011","0.2","0","303","","cgg_surprise","3","303009"
"","","","3","","","303","","0","93","303010"
"","","","106011","0.2","1","303","","cgg_talk_joy1_normal","3","303011"
"","","","2.1","","","303","","0","93","303012"
"0","1","cgg_idle_reaction1","1","0.2","0","303","","cgg_talk_handsup","3","303013"
"0","1","cgg_idle_doya","106011","0.2","0","303","","cgg_talk_doya","3","303014"
"","","","303007","","","303","","","91","303015"
"","","","0.5","","","303","","0","93","303016"
"","","","106011","0.2","1","303","","cgg_idle_def","3","303017"
"0","1","cgg_idle_doya","1","0.2","0","303","","cgg_talk_doya","3","303018"
"","","","1","0.2","1.4","303","","6","12","303019"
"","","","3","","","303","","0","93","303020"
"","","","1","0.2","1","303","","cgg_idle_normal","3","303021"
"0","1","cgg_talk_surprise1","106011","0.2","0","303","","cgg_surprise","3","303022"
"","","","106011","0.2","1.4","303","","4","12","303023"
"","","","3","","","303","","0","93","303024"
"","","","106011","0.2","1","303","","cgg_idle_def","3","303025"
"0","1","cgg_idle_guts2","1","0.2","0","303","","cgg_talk_guts2","3","303026"
"","","","1","0.2","1.4","303","","7","12","303027"
"","","","3","","","303","","0","93","303028"
"","","","1","0.2","1","303","","cgg_idle_normal","3","303029"
"","","","106011","0.2","1","303","","cgg_idle_bitter","3","303030"
"","","","106011","0.2","1.4","303","","1","12","303031"
"","","","3","","","303","","0","93","303032"
"","","","303017","","","303","","0","101","303033"
"","","","0","","","303","","0.5","22","303034"
"0","0","1","1","0.1","1","303","","1","6","303035"
"0","0","1","106011","0.1","1","303","","1","6","303036"
"","","","0.1","","","303","","0","93","303037"
"","","","1","0","1","303","","cgg_idle_normal","3","303038"
"","","","106011","0","1","303","","cgg_idle_def","3","303039"
"0","-230","-420","1","160","100","304","cgg_idle_normal","1","5","304001"
"1","-230","420","1","1.6","100","304","cgg_idle_def","106411","1","304002"
"0","1","1","1","0.1","1","304","","1","6","304003"
"0","1","1","106411","0.1","1","304","","1","6","304004"
"","","","0.2","","","304","","0","93","304005"
"","","0","vo_minigame_1007","","0","304","","vo_minigame_1007_top_talk_16_022","21","304006"
"0","0","0","106411","0","5","304","0","好驚人喔……\n把所有周邊\n擺出來後，\n看起來很壯觀呢。","11","304007"
"0","1","cgg_idle_doya","1","0.2","0","304","","cgg_talk_doya","3","304008"
"0","2","cgg_talk_surprise_dere","106411","0.2","0","304","","cgg_surprise_dere","3","304009"
"","","","5.2","","","304","","0","93","304010"
"","","","106411","0.2","1","304","","cgg_talk_joy3","3","304011"
"","","","304007","","","304","","","91","304012"
"","","","0.5","","","304","","0","93","304013"
"","","","106411","0.2","1","304","","cgg_idle_def","3","304014"
"","","","1","0.2","1","304","","cgg_idle_surprise3","3","304015"
"","","","1","0.2","1.4","304","","6","12","304016"
"","","","3","","","304","","0","93","304017"
"","","","1","0.2","1","304","","cgg_idle_normal","3","304018"
"","","","106411","0.2","1","304","","cgg_talk_joy1","3","304019"
"","","","106411","0.2","1.4","304","","10","12","304020"
"","","","3","","","304","","0","93","304021"
"","","","106411","0.2","1","304","","cgg_idle_def","3","304022"
"0","1","cgg_idle_doya","1","0.2","0","304","","cgg_talk_doya","3","304023"
"","","","1","0.2","1.4","304","","6","12","304024"
"","","","3","","","304","","0","93","304025"
"","","","1","0.2","1","304","","cgg_idle_normal","3","304026"
"0","1","cgg_talk_surprise_kira","106411","0.2","0","304","","cgg_surprise_kira","3","304027"
"","","","106411","0.2","1.4","304","","7","12","304028"
"","","","3","","","304","","0","93","304029"
"","","","304015","","","304","","0","101","304030"
"","","","0","","","304","","0.5","22","304031"
"0","0","1","1","0.1","1","304","","1","6","304032"
"0","0","1","106411","0.1","1","304","","1","6","304033"
"","","","0.1","","","304","","0","93","304034"
"","","","1","0","1","304","","cgg_idle_normal","3","304035"
"","","","106411","0","1","304","","cgg_idle_def","3","304036"
"0","-230","-420","1","160","100","305","cgg_idle_normal","1","5","305001"
"1","-230","420","1","1.6","100","305","cgg_idle_def","110911","1","305002"
"0","1","1","1","0.1","1","305","","1","6","305003"
"0","1","1","110911","0.1","1","305","","1","6","305004"
"","","","0.2","","","305","","0","93","305005"
"","","0","vo_minigame_1007","","0","305","","vo_minigame_1007_top_talk_17_023","21","305006"
"0","0","0","110911","0","5","305","0","恭喜全部收齊！\n學長無盡漫長的\n慈樂之音好棒棒之道\n終於開始了呢。","11","305007"
"0","1","cgg_idle_doya","1","0.2","0","305","","cgg_talk_doya","3","305008"
"","","","110911","0.2","1","305","","cgg_talk_joy1","3","305009"
"","","","1.9","","","305","","0","93","305010"
"","","","1","0.2","1","305","","cgg_idle_nod","3","305011"
"","","","110911","0.2","1","305","","cgg_talk_joy3_dere","3","305012"
"","","","305007","","","305","","","91","305013"
"","","","0.5","","","305","","0","93","305014"
"","","","110911","0.2","1","305","","cgg_idle_def","3","305015"
"0","1","cgg_idle_doya","1","0.2","0","305","","cgg_talk_doya","3","305016"
"","","","1","0.2","1.4","305","","6","12","305017"
"","","","3","","","305","","0","93","305018"
"","","","1","0.2","1","305","","cgg_idle_normal","3","305019"
"","","","110911","0.2","1","305","","cgg_talk_joy3","3","305020"
"","","","110911","0.2","1.4","305","","10","12","305021"
"","","","3","","","305","","0","93","305022"
"","","","110911","0.2","1","305","","cgg_idle_def","3","305023"
"","","","1","0.2","1","305","","cgg_idle_reaction3","3","305024"
"","","","1","0.2","1.4","305","","10","12","305025"
"","","","3","","","305","","0","93","305026"
"","","","1","0.2","1","305","","cgg_idle_normal","3","305027"
"0","1","cgg_idle_arm_crossed","110911","0.2","0","305","","cgg_talk_arm_crossed","3","305028"
"","","","110911","0.2","1.4","305","","7","12","305029"
"","","","3","","","305","","0","93","305030"
"","","","305015","","","305","","0","101","305031"
"","","","0","","","305","","0.5","22","305032"
"0","0","1","1","0.1","1","305","","1","6","305033"
"0","0","1","110911","0.1","1","305","","1","6","305034"
"","","","0.1","","","305","","0","93","305035"
"","","","1","0","1","305","","cgg_idle_normal","3","305036"
"","","","110911","0","1","305","","cgg_idle_def","3","305037"
"0","-230","-420","1","160","100","306","cgg_idle_normal","1","5","306001"
"1","-230","290","1","1.6","100","306","cgg_idle_def","117211","1","306002"
"1","-230","405","1","1.6","101","306","cgg_idle_def","117311","1","306003"
"1","-230","520","1","1.6","102","306","cgg_idle_def","117411","1","306004"
"0","1","1","1","0.1","1","306","","1","6","306005"
"0","1","1","117211","0.1","1","306","","1","6","306006"
"0","1","1","117311","0.1","1","306","","1","6","306007"
"0","1","1","117411","0.1","1","306","","1","6","306008"
"","","","0.2","","","306","","0","93","306009"
"","","0","vo_minigame_1007","","0","306","","vo_minigame_1007_top_talk_18_024","21","306010"
"0","0","0","117211","0","4","306","0","謝謝你蒐集了\n我們所有的周邊♪","11","306011"
"","","","1","0.2","1","306","","cgg_idle_reaction1","3","306012"
"","","","117211","0.2","1","306","","cgg_talk_joy1_normal","3","306013"
"","","","2.4","","","306","","0","93","306014"
"0","1","cgg_idle_reaction3","1","0.2","0","306","","cgg_joy","3","306015"
"","","","117211","0.2","1","306","","cgg_talk_surprise_nozomi","3","306016"
"","","","306011","","","306","","","91","306017"
"","","","117211","0.2","1","306","","cgg_idle_def","3","306018"
"","","0","vo_minigame_1007","","0","306","","vo_minigame_1007_top_talk_18_025","21","306019"
"0","0","0","117311","0","4","306","0","居然全部蒐集到了，\n我好驚訝。\n恭喜你。","11","306020"
"0","1","cgg_idle_doya","1","0.2","0","306","","cgg_talk_doya","3","306021"
"","","","117311","0.2","1","306","","cgg_talk_surprise1","3","306022"
"","","","4.5","","","306","","0","93","306023"
"","","","1","0.2","1","306","","cgg_idle_reaction5","3","306024"
"","","","117311","0.2","1","306","","cgg_talk_wish","3","306025"
"","","","306020","","","306","","","91","306026"
"","","","117311","0.2","1","306","","cgg_idle_def","3","306027"
"","","0","vo_minigame_1007","","0","306","","vo_minigame_1007_top_talk_18_026","21","306028"
"0","0","0","117411","0","4","306","0","既然好不容易集齊了，\n那個……\n你要好好珍惜喔！","11","306029"
"","","","1","0.2","1","306","","cgg_idle_surprise1","3","306030"
"","","","117411","0.2","1","306","","cgg_idle_tsun","3","306031"
"","","","4.3","","","306","","0","93","306032"
"0","1","cgg_idle_guts2","1","0.2","0","306","","cgg_talk_guts2","3","306033"
"","","","117411","0.2","1","306","","cgg_talk_joy1","3","306034"
"","","","306029","","","306","","","91","306035"
"","","","0.5","","","306","","0","93","306036"
"","","","117411","0.2","1","306","","cgg_idle_def","3","306037"
"","","","1","0.2","1","306","","cgg_idle_normal","3","306038"
"","","","117211","0.2","1","306","","cgg_talk_joy1","3","306039"
"","","","117211","0.2","1.4","306","","10","12","306040"
"","","","3","","","306","","0","93","306041"
"","","","117211","0.2","1","306","","cgg_idle_def","3","306042"
"","","","117311","0.2","1","306","","cgg_talk_wish","3","306043"
"","","","117311","0.2","1.4","306","","7","12","306044"
"","","","3","","","306","","0","93","306045"
"","","","117311","0.2","1","306","","cgg_idle_def","3","306046"
"0","1","cgg_idle_guts","117411","0.2","0","306","","cgg_talk_guts","3","306047"
"","","","117411","0.2","1.4","306","","4","12","306048"
"","","","3","","","306","","0","93","306049"
"","","","117411","0.2","1","306","","cgg_idle_def","3","306050"
"","","","1","0.2","1","306","","cgg_idle_reaction3","3","306051"
"","","","1","0.2","1.4","306","","6","12","306052"
"","","","3","","","306","","0","93","306053"
"","","","306038","","","306","","0","101","306054"
"","","","0","","","306","","0.5","22","306055"
"0","0","1","1","0.1","1","306","","1","6","306056"
"0","0","1","117211","0.1","1","306","","1","6","306057"
"0","0","1","117311","0.1","1","306","","1","6","306058"
"0","0","1","117411","0.1","1","306","","1","6","306059"
"","","","0.1","","","306","","0","93","306060"
"","","","1","0","1","306","","cgg_idle_normal","3","306061"
"","","","117211","0","1","306","","cgg_idle_def","3","306062"
"","","","117311","0","1","306","","cgg_idle_def","3","306063"
"","","","117411","0","1","306","","cgg_idle_def","3","306064"
