9ec34adef77109be06dc9ac56c32df7fca7d885886ca34ced2d45c33eb780aa7,41fe67e9b92a99c0c3ead418109f714f4f41c0608c795331002e8110b5a5154e,1b953ae93f23d17ae1c6c0a97f636e7218f34357b718f8fa6c107c1bdb7924d5,2d0cc41c6aee4e6d41efee5775a0137fc5dc8b2cc38f40c0ea5cd567cb75ef06,e2317404f0f0a49fe076b4de663aad666b8a3f32a68b38028f09947186c1d411,a6585f74959ea4c15adc4eb4d2c421082e19fe204613c9af471f29825fd88487,f8247d9af0f7006a248df289d43e3c6b7070405400dee9a00cb667cd07227f54,a50ca7e96ea659b50d06c36f038a7aaf95a9880fea003582dd1e1f0fa33eee6e,6fd1212510da7d4a364384351f041af5eb2a269a28dbf5c7689aebc3df1018e2,7176e41e9366f7575a7b3ea1816441d401598f39dd34b80e41cb0d1764577c7e,642e2031c75f8295d296451306a3dfb8992947c866d1935ed90405c9916a67e2,d430d4bbcb48f4a5a3e77d69b6d7b6fb1e4d1be41928a397356babc587685cf3
"1005901","0","vo_ske_0608","0","vo_ske","0","0","0","0","53","2","100590153"
"1005901","2","0","0","0","10","221","0","0","54","1","100590154"
"1005901","0","0","1","0","0","0","0","2.7","55","4","100590155"
"1005901","1","0","0","0","10","385","221","0","56","1","100590156"
"1005901","0","0","1","0","0","0","0","1","57","4","100590157"
"1005901","0.7","0","0","0","11","0","0","0","58","1","100590158"
"1005901","0","0","1","0","0","0","0","1.9","59","4","100590159"
"1005901","1.6","0","0","0","11","400","0","0","60","1","100590160"
"1005901","0","0","1","0","0","0","0","4","61","4","100590161"
"1005901","0","vo_ske_0609","0","vo_ske","0","0","0","0","62","2","100590162"
"1005901","2","0","0","0","12","288","0","0","63","1","100590163"
"1005901","0","0","1","0","0","0","0","3.8","64","4","100590164"
"1005901","0","vo_ske_0610","0","vo_ske","0","0","0","0","65","2","100590165"
"1005901","0.7","0","0","0","13","189","0","0","66","1","100590166"
"1005901","0","0","1","0","0","0","0","1.4","67","4","100590167"
"1005901","1.7","0","0","0","13","340","189","0","68","1","100590168"
"1005901","0","0","1","0","0","0","0","4.2","69","4","100590169"
"1005902","0","0","1","0","0","0","0","0.8","1","4","100590201"
"1005902","0","vo_ske_0701","0","vo_ske","0","0","0","0","2","2","100590202"
"1005902","2.3","0","0","0","1","310","0","0","3","1","100590203"
"1005902","0","0","1","0","0","0","0","3.6","4","4","100590204"
"1005902","0","vo_ske_0702","0","vo_ske","0","0","0","0","5","2","100590205"
"1005902","0.9","0","0","0","2","215","0","0","6","1","100590206"
"1005902","0","0","1","0","0","0","0","1.6","7","4","100590207"
"1005902","0.7","0","0","0","2","316","215","0","8","1","100590208"
"1005902","0","0","1","0","0","0","0","1.6","9","4","100590209"
"1005902","0.9","0","0","0","3","86","0","0","10","1","100590210"
"1005902","0","0","1","0","0","0","0","1.5","11","4","100590211"
"1005902","1.9","0","0","0","3","250","86","0","12","1","100590212"
"1005902","0","0","1","0","0","0","0","3.5","13","4","100590213"
"1005902","0","vo_ske_0703","0","vo_ske","0","0","0","0","14","2","100590214"
"1005902","1.2","0","0","0","4","180","0","0","15","1","100590215"
"1005902","0","0","1","0","0","0","0","2.1","16","4","100590216"
"1005902","1.6","0","0","0","4","410","180","0","17","1","100590217"
"1005902","0","0","1","0","0","0","0","1.6","18","4","100590218"
"1005902","0.6","0","0","0","5","88","0","0","19","1","100590219"
"1005902","0","0","1","0","0","0","0","2.5","20","4","100590220"
"1005902","0","vo_ske_0704","0","vo_ske","0","0","0","0","21","2","100590221"
"1005902","0.7","0","0","0","5","194","88","0","22","1","100590222"
"1005902","0","0","1","0","0","0","0","2.4","23","4","100590223"
"1005902","1.1","0","0","0","5","410","194","0","24","1","100590224"
"1005902","0","0","1","0","0","0","0","1.1","25","4","100590225"
"1005902","1.5","0","0","0","6","119","0","0","26","1","100590226"
"1005902","0","0","1","0","0","0","0","2","27","4","100590227"
"1005902","1.4","0","0","0","6","410","119","0","28","1","100590228"
"1005902","0","0","1","0","0","0","0","2.9","29","4","100590229"
"1005902","0","vo_ske_0705","0","vo_ske","0","0","0","0","30","2","100590230"
"1005902","0.6","0","0","0","7","105","0","0","31","1","100590231"
"1005902","0","0","1","0","0","0","0","1.4","32","4","100590232"
"1005902","2","0","0","0","7","390","105","0","33","1","100590233"
"1005902","0","0","1","0","0","0","0","5.2","34","4","100590234"
"1005902","0","vo_ske_0706","0","vo_ske","0","0","0","0","35","2","100590235"
"1005902","1.226","0","0","0","8","167","0","0","36","1","100590236"
"1005902","0","0","1","0","0","0","0","1.934","37","4","100590237"
"1005902","1.42","0","0","0","8","247","167","0","38","1","100590238"
"1005902","0","0","1","0","0","0","0","1.552","39","4","100590239"
"1005902","0.6","0","0","0","8","410","247","0","40","1","100590240"
"1005902","0","0","1","0","0","0","0","0.6","41","4","100590241"
"1005902","1.2","0","0","0","9","149","0","0","42","1","100590242"
"1005902","0","0","1","0","0","0","0","3","43","4","100590243"
"1005902","0","vo_ske_0707","0","vo_ske","0","0","0","0","44","2","100590244"
"1005902","1","0","0","0","9","269","149","0","45","1","100590245"
"1005902","0","0","1","0","0","0","0","2","46","4","100590246"
"1005902","0.9","0","0","0","9","402","269","0","47","1","100590247"
"1005902","0","0","1","0","0","0","0","3.1","48","4","100590248"
"1005902","0","vo_ske_0708","0","vo_ske","0","0","0","0","49","2","100590249"
"1005902","1.1","0","0","0","10","200","0","0","50","1","100590250"
"1005902","0","0","1","0","0","0","0","2.4","51","4","100590251"
"1005902","0","vo_ske_0709","0","vo_ske","0","0","0","0","52","2","100590252"
"1005902","2.5","0","0","0","11","236","0","0","53","1","100590253"
"1005902","0","0","1","0","0","0","0","3.4","54","4","100590254"
"1005902","0","vo_ske_0710","0","vo_ske","0","0","0","0","55","2","100590255"
"1005902","1.4","0","0","0","11","410","236","0","56","1","100590256"
"1005902","0","0","1","0","0","0","0","2.1","57","4","100590257"
"1005902","1.3","0","0","0","12","302","0","0","58","1","100590258"
"1005902","0","0","1","0","0","0","0","3.2","59","4","100590259"
"1005902","0","vo_ske_0711","0","vo_ske","0","0","0","0","60","2","100590260"
"1005902","0.8","0","0","0","13","88","0","0","61","1","100590261"
"1005902","0","0","1","0","0","0","0","1.9","62","4","100590262"
"1005902","1.7","0","0","0","13","305","88","0","63","1","100590263"
"1005902","0","0","1","0","0","0","0","3.5","64","4","100590264"
"1005902","0","vo_ske_0712","0","vo_ske","0","0","0","0","65","2","100590265"
"1005902","1","0","0","0","14","188","0","0","66","1","100590266"
"1005902","0","0","1","0","0","0","0","1.9","67","4","100590267"
"1005902","1.6","0","0","0","14","420","188","0","68","1","100590268"
"1005902","0","0","1","0","0","0","0","4.1","69","4","100590269"
"1005903","0","0","1","0","0","0","0","0.8","1","4","100590301"
"1005903","0","vo_ske_0801","0","vo_ske","0","0","0","0","2","2","100590302"
"1005903","2.2","0","0","0","1","231","0","0","3","1","100590303"
"1005903","0","0","1","0","0","0","0","3.4","4","4","100590304"
"1005903","0","vo_ske_0802","0","vo_ske","0","0","0","0","5","2","100590305"
"1005903","0.465","0","0","0","2","50","0","0","6","1","100590306"
"1005903","0","0","1","0","0","0","0","0.998","7","4","100590307"
"1005903","1.722","0","0","0","2","226","50","0","8","1","100590308"
"1005903","0","0","1","0","0","0","0","3.024","9","4","100590309"
"1005903","0.8","0","0","0","2","388","226","0","10","1","100590310"
"1005903","0","0","1","0","0","0","0","0.8","11","4","100590311"
"1005903","0.9","0","0","0","3","136","0","0","12","1","100590312"
"1005903","0","0","1","0","0","0","0","2.5","13","4","100590313"
"1005903","1","0","0","0","3","263","136","0","14","1","100590314"
"1005903","0","0","1","0","0","0","0","1.8","15","4","100590315"
"1005903","1.2","0","0","0","3","388","263","0","16","1","100590316"
"1005903","0","0","1","0","0","0","0","1.2","17","4","100590317"
"1005903","0.828","0","0","0","4","0","0","0","18","1","100590318"
"1005903","0","0","1","0","0","0","0","3.156","19","4","100590319"
"1005903","0","vo_ske_0803","0","vo_ske","0","0","0","0","20","2","100590320"
"1005903","1.2","0","0","0","4","71","0","0","21","1","100590321"
"1005903","0","0","1","0","0","0","0","2.3","22","4","100590322"
"1005903","1.8","0","0","0","4","347","71","0","23","1","100590323"
"1005903","0","0","1","0","0","0","0","3.4","24","4","100590324"
"1005903","1.9","0","0","0","5","350","0","0","25","1","100590325"
"1005903","0","0","1","0","0","0","0","4.3","26","4","100590326"
"1005903","0","vo_ske_0804","0","vo_ske","0","0","0","0","27","2","100590327"
"1005903","1.067","0","0","0","6","117","0","0","28","1","100590328"
"1005903","0","0","1","0","0","0","0","1.523","29","4","100590329"
"1005903","0.674","0","0","0","6","235","117","0","30","1","100590330"
"1005903","0","0","1","0","0","0","0","2.337","31","4","100590331"
"1005903","0","vo_ske_0805","0","vo_ske","0","0","0","0","32","2","100590332"
"1005903","1.1","0","0","0","7","235","0","0","33","1","100590333"
"1005903","0","0","1","0","0","0","0","1.1","34","4","100590334"
"1005903","0.675","0","0","0","8","0","0","0","35","1","100590335"
"1005903","0","0","1","0","0","0","0","1.662","36","4","100590336"
"1005903","2","0","0","0","8","350","0","0","37","1","100590337"
"1005903","0","0","1","0","0","0","0","4.3","38","4","100590338"
"1005903","0","vo_ske_0806","0","vo_ske","0","0","0","0","39","2","100590339"
"1005903","1.3","0","0","0","9","125","0","0","40","1","100590340"
"1005903","0","0","1","0","0","0","0","2.5","41","4","100590341"
"1005903","1.7","0","0","0","9","358","125","0","42","1","100590342"
"1005903","0","0","1","0","0","0","0","1.7","43","4","100590343"
"1005903","0.5","0","0","0","9","400","358","0","44","1","100590344"
"1005903","0","0","1","0","0","0","0","3.5","45","4","100590345"
"1005903","0","vo_ske_0807","0","vo_ske","0","0","0","0","46","2","100590346"
"1005903","2","0","0","0","10","199","0","0","47","1","100590347"
"1005903","0","0","1","0","0","0","0","3.2","48","4","100590348"
"1005903","1.1","0","0","0","10","400","199","0","49","1","100590349"
"1005903","0","0","1","0","0","0","0","1.1","50","4","100590350"
"1005903","0.8","0","0","0","11","0","0","0","51","1","100590351"
"1005903","0","0","1","0","0","0","0","2.4","52","4","100590352"
"1005903","1.7","0","0","0","11","328","0","0","53","1","100590353"
"1005903","0","0","1","0","0","0","0","4.6","54","4","100590354"
"1005903","0","vo_ske_0808","0","vo_ske","0","0","0","0","55","2","100590355"
"1005903","0.4","0","0","0","12","95","0","0","56","1","100590356"
"1005903","0","0","1","0","0","0","0","2","57","4","100590357"
"1005903","2.3","0","0","0","12","250","95","0","58","1","100590358"
"1005903","0","0","1","0","0","0","0","3.2","59","4","100590359"
"1005903","0.9","0","0","0","12","380","250","0","60","1","100590360"
"1005903","0","0","1","0","0","0","0","3.2","61","4","100590361"
"1005903","0","vo_ske_0809","0","vo_ske","0","0","0","0","62","2","100590362"
"1005903","0.8","0","0","0","13","318","0","0","63","1","100590363"
"1005903","0","0","1","0","0","0","0","3.3","64","4","100590364"
"1005904","0","0","1","0","0","0","0","0.8","1","4","100590401"
"1005904","0","vo_ske_0901","0","vo_ske","0","0","0","0","2","2","100590402"
"1005904","1.325","0","0","0","1","158","0","0","3","1","100590403"
"1005904","0","0","1","0","0","0","0","2.008","4","4","100590404"
"1005904","1.863","0","0","0","1","365","158","0","5","1","100590405"
"1005904","0","0","1","0","0","0","0","3.699","6","4","100590406"
"1005904","0","vo_ske_0902","0","vo_ske","0","0","0","0","7","2","100590407"
"1005904","1.3","0","0","0","2","175","0","0","8","1","100590408"
"1005904","0","0","1","0","0","0","0","2.1","9","4","100590409"
"1005904","1.8","0","0","0","3","242","0","0","10","1","100590410"
"1005904","0","0","1","0","0","0","0","1.8","11","4","100590411"
"1005904","0.7","0","0","0","3","320","242","0","12","1","100590412"
"1005904","0","0","1","0","0","0","0","1.6","13","4","100590413"
"1005904","2.2","0","0","0","3","320","320","0","14","1","100590414"
"1005904","0","0","1","0","0","0","0","4.8","15","4","100590415"
"1005904","0","vo_ske_0903","0","vo_ske","0","0","0","0","16","2","100590416"
"1005904","2.3","0","0","0","4","252","0","0","17","1","100590417"
"1005904","0","0","1","0","0","0","0","3","18","4","100590418"
"1005904","0.8","0","0","0","4","415","252","0","19","1","100590419"
"1005904","0","0","1","0","0","0","0","1.3","20","4","100590420"
"1005904","2.8","0","0","0","5","415","0","0","21","1","100590421"
"1005904","0","0","1","0","0","0","0","4.9","22","4","100590422"
"1005904","0","vo_ske_0904","0","vo_ske","0","0","0","0","23","2","100590423"
"1005904","0.9","0","0","0","6","99","0","0","24","1","100590424"
"1005904","0","0","1","0","0","0","0","1.9","25","4","100590425"
"1005904","0.8","0","0","0","6","315","99","0","26","1","100590426"
"1005904","0","0","1","0","0","0","0","1.4","27","4","100590427"
"1005904","1.7","0","0","0","6","395","315","0","28","1","100590428"
"1005904","0","0","1","0","0","0","0","1.7","29","4","100590429"
"1005904","0.3","0","0","0","7","0","0","0","30","1","100590430"
"1005904","0","0","1","0","0","0","0","1.2","31","4","100590431"
"1005904","2.1","0","0","0","7","317","0","0","32","1","100590432"
"1005904","0","0","1","0","0","0","0","4.1","33","4","100590433"
"1005904","0","vo_ske_0905","0","vo_ske","0","0","0","0","34","2","100590434"
"1005904","1.3","0","0","0","8","123","0","0","35","1","100590435"
"1005904","0","0","1","0","0","0","0","1.9","36","4","100590436"
"1005904","0.59","0","0","0","8","311","123","0","37","1","100590437"
"1005904","0","0","1","0","0","0","0","2.656","38","4","100590438"
"1005904","0","vo_ske_0906","0","vo_ske","0","0","0","0","39","2","100590439"
"1005904","0.8","0","0","0","9","115","0","0","40","1","100590440"
"1005904","0","0","1","0","0","0","0","1.7","41","4","100590441"
"1005904","2.1","0","0","0","9","400","115","0","42","1","100590442"
"1005904","0","0","1","0","0","0","0","2.1","43","4","100590443"
"1005904","1.4","0","0","0","10","147","0","0","44","1","100590444"
"1005904","0","0","1","0","0","0","0","3.3","45","4","100590445"
"1005904","1.1","0","0","0","10","252","147","0","46","1","100590446"
"1005904","0","0","1","0","0","0","0","2.2","47","4","100590447"
"1005904","0.6","0","0","0","10","420","252","0","48","1","100590448"
"1005904","0","0","1","0","0","0","0","0.6","49","4","100590449"
"1005904","2.1","0","0","0","11","253","0","0","50","1","100590450"
"1005904","0","0","1","0","0","0","0","4.7","51","4","100590451"
"1005904","0","vo_ske_0907","0","vo_ske","0","0","0","0","52","2","100590452"
"1005904","0.8","0","0","0","12","95","0","0","53","1","100590453"
"1005904","0","0","1","0","0","0","0","1.7","54","4","100590454"
"1005904","1.34","0","0","0","12","272","95","0","55","1","100590455"
"1005904","0","0","1","0","0","0","0","1.874","56","4","100590456"
"1005904","0.776","0","0","0","12","410","272","0","57","1","100590457"
"1005904","0","0","1","0","0","0","0","2.613","58","4","100590458"
"1005904","0","vo_ske_0908","0","vo_ske","0","0","0","0","59","2","100590459"
"1005904","1.5","0","0","0","13","283","0","0","60","1","100590460"
"1005904","0","0","1","0","0","0","0","2.6","61","4","100590461"
"1005904","2","0","0","0","13","399","283","0","62","1","100590462"
"1005904","0","0","1","0","0","0","0","4.5","63","4","100590463"
"1005905","0","0","1","0","0","0","0","0.8","1","4","100590501"
"1005905","0","vo_ske_1001","0","vo_ske","0","0","0","0","2","2","100590502"
"1005905","0.5","0","0","0","1","114","0","0","3","1","100590503"
"1005905","0","0","1","0","0","0","0","1.1","4","4","100590504"
"1005905","1.4","0","0","0","1","235","114","0","5","1","100590505"
"1005905","0","0","1","0","0","0","0","2.8","6","4","100590506"
"1005905","0","vo_ske_1002","0","vo_ske","0","0","0","0","7","2","100590507"
"1005905","1.8","0","0","0","2","155","0","0","8","1","100590508"
"1005905","0","0","1","0","0","0","0","2.4","9","4","100590509"
"1005905","1.4","0","0","0","2","400","155","0","10","1","100590510"
"1005905","0","0","1","0","0","0","0","3.3","11","4","100590511"
"1005905","0","vo_ske_1003","0","vo_ske","0","0","0","0","12","2","100590512"
"1005905","2.224","0","0","0","3","264","0","0","13","1","100590513"
"1005905","0","0","1","0","0","0","0","2.769","14","4","100590514"
"1005905","0.869","0","0","0","3","415","264","0","15","1","100590515"
"1005905","0","0","1","0","0","0","0","1.635","16","4","100590516"
"1005905","0.6","0","0","0","4","99","0","0","17","1","100590517"
"1005905","0","0","1","0","0","0","0","2.2","18","4","100590518"
"1005905","0","vo_ske_1004","0","vo_ske","0","0","0","0","19","2","100590519"
"1005905","1.3","0","0","0","4","260","99","0","20","1","100590520"
"1005905","0","0","1","0","0","0","0","1.8","21","4","100590521"
"1005905","0.9","0","0","0","4","415","260","0","22","1","100590522"
"1005905","0","0","1","0","0","0","0","0.9","23","4","100590523"
"1005905","0.9","0","0","0","5","242","0","0","24","1","100590524"
"1005905","0","0","1","0","0","0","0","2.7","25","4","100590525"
"1005905","1.059","0","0","0","5","370","242","0","26","1","100590526"
"1005905","0","0","1","0","0","0","0","3","27","4","100590527"
"1005905","0","vo_ske_1005","0","vo_ske","0","0","0","0","28","2","100590528"
"1005905","1.2","0","0","0","6","261","0","0","29","1","100590529"
"1005905","0","0","1","0","0","0","0","1.7","30","4","100590530"
"1005905","2.1","0","0","0","6","397","261","0","31","1","100590531"
"1005905","0","0","1","0","0","0","0","4.5","32","4","100590532"
"1005905","0","vo_ske_1006","0","vo_ske","0","0","0","0","33","2","100590533"
"1005905","0.566","0","0","0","7","47","0","0","34","1","100590534"
"1005905","0","0","1","0","0","0","0","1.552","35","4","100590535"
"1005905","2.318","0","0","0","7","362","47","0","36","1","100590536"
"1005905","0","0","1","0","0","0","0","3.724","37","4","100590537"
"1005905","2.077","0","0","0","8","242","0","0","38","1","100590538"
"1005905","0","0","1","0","0","0","0","2.729","39","4","100590539"
"1005905","0.66","0","0","0","8","327","242","0","40","1","100590540"
"1005905","0","0","1","0","0","0","0","2.832","41","4","100590541"
"1005905","0","vo_ske_1007","0","vo_ske","0","0","0","0","42","2","100590542"
"1005905","0.608","0","0","0","9","94","0","0","43","1","100590543"
"1005905","0","0","1","0","0","0","0","1.363","44","4","100590544"
"1005905","1.493","0","0","0","9","338","94","0","45","1","100590545"
"1005905","0","0","1","0","0","0","0","2.007","46","4","100590546"
"1005905","0.237","0","0","0","9","415","338","0","47","1","100590547"
"1005905","0","0","1","0","0","0","0","0.4","48","4","100590548"
"1005905","1.2","0","0","0","10","121","0","0","49","1","100590549"
"1005905","0","0","1","0","0","0","0","2.82","50","4","100590550"
"1005905","0","vo_ske_1008","0","vo_ske","0","0","0","0","51","2","100590551"
"1005905","1.2","0","0","0","10","260","121","0","52","1","100590552"
"1005905","0","0","1","0","0","0","0","2.4","53","4","100590553"
"1005905","1.5","0","0","0","10","415","260","0","54","1","100590554"
"1005905","0","0","1","0","0","0","0","1.5","55","4","100590555"
"1005905","1.2","0","0","0","11","203","0","0","56","1","100590556"
"1005905","0","0","1","0","0","0","0","2.7","57","4","100590557"
"1005905","1.6","0","0","0","11","390","203","0","58","1","100590558"
"1005905","0","0","1","0","0","0","0","3.7","59","4","100590559"
"1005905","0","vo_ske_1009","0","vo_ske","0","0","0","0","60","2","100590560"
"1005905","2.9","0","0","0","12","345","0","0","61","1","100590561"
"1005905","0","0","1","0","0","0","0","4","62","4","100590562"
"1005905","1.6","0","0","0","13","335","0","0","63","1","100590563"
"1005905","0","0","1","0","0","0","0","3.6","64","4","100590564"
"1005905","0","vo_ske_1010","0","vo_ske","0","0","0","0","65","2","100590565"
"1005905","0.7","0","0","0","14","94","0","0","66","1","100590566"
"1005905","0","0","1","0","0","0","0","2.1","67","4","100590567"
"1005905","1.9","0","0","0","14","360","94","0","68","1","100590568"
"1005905","0","0","1","0","0","0","0","4.4","69","4","100590569"
"1005906","0","0","1","0","0","0","0","0.8","1","4","100590601"
"1005906","0","vo_ske_1101","0","vo_ske","0","0","0","0","2","2","100590602"
"1005906","1","0","0","0","1","163","0","0","3","1","100590603"
"1005906","0","0","1","0","0","0","0","1.7","4","4","100590604"
"1005906","0.6","0","0","0","1","253","163","0","5","1","100590605"
"1005906","0","0","1","0","0","0","0","1.5","6","4","100590606"
"1005906","0.9","0","0","0","1","393","253","0","7","1","100590607"
"1005906","0","0","1","0","0","0","0","1.5","8","4","100590608"
"1005906","1.6","0","0","0","2","146","0","0","9","1","100590609"
"1005906","0","0","1","0","0","0","0","3.6","10","4","100590610"
"1005906","0","vo_ske_1102","0","vo_ske","0","0","0","0","11","2","100590611"
"1005906","0.9","0","0","0","2","308","146","0","12","1","100590612"
"1005906","0","0","1","0","0","0","0","1.8","13","4","100590613"
"1005906","0.7","0","0","0","2","415","308","0","14","1","100590614"
"1005906","0","0","1","0","0","0","0","1.9","15","4","100590615"
"1005906","0.2","0","0","0","2","415","415","0","16","1","100590616"
"1005906","0","0","1","0","0","0","0","1.5","17","4","100590617"
"1005906","2.1","0","0","0","3","165","0","0","18","1","100590618"
"1005906","0","0","1","0","0","0","0","4.1","19","4","100590619"
"1005906","0","vo_ske_1103","0","vo_ske","0","0","0","0","20","2","100590620"
"1005906","1.7","0","0","0","3","387","165","0","21","1","100590621"
"1005906","0","0","1","0","0","0","0","2.5","22","4","100590622"
"1005906","1.197","0","0","0","4","179","0","0","23","1","100590623"
"1005906","0","0","1","0","0","0","0","1.72","24","4","100590624"
"1005906","1.735","0","0","0","4","347","179","0","25","1","100590625"
"1005906","0","0","1","0","0","0","0","4.154","26","4","100590626"
"1005906","0","vo_ske_1104","0","vo_ske","0","0","0","0","27","2","100590627"
"1005906","2.4","0","0","0","5","230","0","0","28","1","100590628"
"1005906","0","0","1","0","0","0","0","3.1","29","4","100590629"
"1005906","0.7","0","0","0","5","415","230","0","30","1","100590630"
"1005906","0","0","1","0","0","0","0","0.7","31","4","100590631"
"1005906","1.2","0","0","0","6","163","0","0","32","1","100590632"
"1005906","0","0","1","0","0","0","0","1.8","33","4","100590633"
"1005906","1.2","0","0","0","6","360","163","0","34","1","100590634"
"1005906","0","0","1","0","0","0","0","3.8","35","4","100590635"
"1005906","0","vo_ske_1105","0","vo_ske","0","0","0","0","36","2","100590636"
"1005906","0.8","0","0","0","7","274","0","0","37","1","100590637"
"1005906","0","0","1","0","0","0","0","1.4","38","4","100590638"
"1005906","1.1","0","0","0","8","290","0","0","39","1","100590639"
"1005906","0","0","1","0","0","0","0","2.1","40","4","100590640"
"1005906","1.3","0","0","0","8","415","290","0","41","1","100590641"
"1005906","0","0","1","0","0","0","0","1.3","42","4","100590642"
"1005906","0.4","0","0","0","8","415","415","0","43","1","100590643"
"1005906","0","0","1","0","0","0","0","1.9","44","4","100590644"
"1005906","1.152","0","0","0","8","415","415","0","45","1","100590645"
"1005906","0","0","1","0","0","0","0","1.561","46","4","100590646"
"1005906","1.273","0","0","0","8","415","415","0","47","1","100590647"
"1005906","0","0","1","0","0","0","0","3.32","48","4","100590648"
"1005906","0","vo_ske_1106","0","vo_ske","0","0","0","0","49","2","100590649"
"1005906","2.7","0","0","0","9","300","0","0","50","1","100590650"
"1005906","0","0","1","0","0","0","0","3.8","51","4","100590651"
"1005906","0.894","0","0","0","10","157","0","0","52","1","100590652"
"1005906","0","0","1","0","0","0","0","1.455","53","4","100590653"
"1005906","1.334","0","0","0","10","263","157","0","54","1","100590654"
"1005906","0","0","1","0","0","0","0","3.699","55","4","100590655"
"1005906","0","vo_ske_1107","0","vo_ske","0","0","0","0","56","2","100590656"
"1005906","1.7","0","0","0","11","210","0","0","57","1","100590657"
"1005906","0","0","1","0","0","0","0","2.8","58","4","100590658"
"1005906","1.364","0","0","0","12","218","0","0","59","1","100590659"
"1005906","0","0","1","0","0","0","0","3.365","60","4","100590660"
"1005906","0","vo_ske_1108","0","vo_ske","0","0","0","0","61","2","100590661"
"1005906","0.6","0","0","0","13","85","0","0","62","1","100590662"
"1005906","0","0","1","0","0","0","0","2.4","63","4","100590663"
"1005906","0","vo_ske_1109","0","vo_ske","0","0","0","0","64","2","100590664"
"1005906","1","0","0","0","14","125","0","0","65","1","100590665"
"1005906","0","0","1","0","0","0","0","2","66","4","100590666"
"1005906","1","0","0","0","14","266","125","0","67","1","100590667"
"1005906","0","0","1","0","0","0","0","3.5","68","4","100590668"
