tbl,idx,stat
"v1_8b4b2ab47b243151429c7efba78ca2a142178d589571d60b176cbfcde4108cd9","","17"
"v1_08bfe823620bb47d3ce0eeb86b1028609e0a8f43969b7f2f3977426c3ee323c2","","450"
"v1_3af04d95f683eede5816d926edf949721f067c525a4fdb3b34cb9994d8bd1667","","5"
"v1_da01d7ffcc236bd0132e93cf6a3b352b2a6c5260af923495d11450d4cb1ecbe3","","1"
"v1_31af5fdc8f6224f1cdaee2b46a03671db461d05be6ad77c62c71e843cf375139","v1_31af5fdc8f6224f1cdaee2b46a03671db461d05be6ad77c62c71e843cf375139_0_7ee3868d360c95cd77c819898d0a2b5d1ddf27daf3c780963cb53a806a5dbdb6","8 8"
"v1_fc66075706ef12607be691757f5dc8af53a4c5ff543a875d326f3bd167e517a6","v1_fc66075706ef12607be691757f5dc8af53a4c5ff543a875d326f3bd167e517a6_0_941dd62611d0363b7a2375b6e57a38f993e0acfbbb0273c256d3bd924d30e6c1","266 27"
"v1_183371469568e6fe0b850f5708a7e3ddd45d49c1e091be210b346ab862083d5f","v1_183371469568e6fe0b850f5708a7e3ddd45d49c1e091be210b346ab862083d5f_0_75fe3b9beac78e92936a9757582490d0570e5b68e6ec7872e83b34b06a23904b","1 1"
"v1_9c910b2ef8d36afde75743668a67178fa5022a51c828b394058a87247ce41628","","3"
"v1_581e421d902ae3842e166dfc6eba5356c88f89b78ed1fc68581decc0cf64a068","","1"
"v1_917b35aff49b4272713101d560cac405b0bd24b5842ff025996f9d9f8742fd46","v1_917b35aff49b4272713101d560cac405b0bd24b5842ff025996f9d9f8742fd46_0_644d6b1722416cea4f6ee17451dcc0590adfc6f8c47b32803c3c0ae3a516afe3","86 1"
"v1_917b35aff49b4272713101d560cac405b0bd24b5842ff025996f9d9f8742fd46","v1_917b35aff49b4272713101d560cac405b0bd24b5842ff025996f9d9f8742fd46_0_fb4f8397a80cedf4d655fc29c7c18dbefa215425ac47e7732ee6206208689cfa_1_cb2f801c3925c9b60c1706ef29b7bd9e291eba6938cb575afc140282cbdd2877","86 2 1"
"v1_b1a04b02c1b909f9474ecd9e8dfd3e5bb47b5abdc196ee2238363ebc84310da8","","10"
"v1_786aa695acd15126675b518923ad7313a1020aa1168cd88568a8204c8417d336","","25"
"v1_901ad154b54354d018035eca742d1bf73ab29d86202d39de620e5ed71f3d9799","","7"
"v1_7ba8257c7bf290cde4ca4bc31279e9acdeb1eddb3dc8806fa54628aaf6ad9eba","v1_7ba8257c7bf290cde4ca4bc31279e9acdeb1eddb3dc8806fa54628aaf6ad9eba_0_61bf93de165650ab8c28ce1fff9b0dc9791cb7cea693e9be2370e965c318c8ae","223 10"
"v1_69d65d11978937420c70b62332eddf4134e022b7e0efda1bc35c4d2c81c7b520","","191"
"v1_b26c0899406b82f3fe43ff2f27cfddcf47db579ba5d1f7b48b70736aa591d99d","sqlite_autoindex_v1_b26c0899406b82f3fe43ff2f27cfddcf47db579ba5d1f7b48b70736aa591d99d_1","3 3 1"
"v1_def1c01bf1d61247977b65a6d218aaf09c64afc033e54407b1ffda01004b3067","","66"
"v1_6c29f51b15a015811ef86447ae448bbf3ad30c3de7ee674541320e92d6899980","","15"
"v1_3781ffdda28380937748199be1aaf496584558b8f6caad299e61a6e60ea1ab4f","","419"
"v1_6b723137e290331ddab2b6e35e0843ba2f7f5d9176c777819759b845f3bef1bb","","14"
"v1_0272df2e2501bdf50bc31117f1a35bdff393766d8cae60181eb079fa4fbdf84a","v1_0272df2e2501bdf50bc31117f1a35bdff393766d8cae60181eb079fa4fbdf84a_0_79383dd73566fb048eb35d4b906692d141f40ed80e56c9ab36ea2bb31e7d5f1e","1 1"
"v1_196496e333d3b55edf01335a864e7409f652e78b9a55fa7fd4d81352610d3b5a","","2854"
"v1_6d49b4243a7fe72aeaf43d79f6d7d85a0ed5331ad440f15be42a1b2dce04b256","","10"
"v1_38c1b6c1ef207f1dbfdaeb7c9ef5f2801f92eac6d5096747327f8175fe40c37d","","288"
"v1_5156726a1665be495b68f89611cf464c5f4324efcabd3c70ee8c29ee7dddd8b9","v1_5156726a1665be495b68f89611cf464c5f4324efcabd3c70ee8c29ee7dddd8b9_0_bd6a3de98f9fce6f1a6297c07e343d4b2445ee00d30c5fd7c52290293887080b","90 1"
"v1_a4d4d4d149129fb9abcc2626ef660da275c75d9cd081587d4af1c95f00d55b50","","36"
"v1_b0e957bfc7ad799e3b07290409026963a7b36694befdb15715dc876de7247e28","v1_b0e957bfc7ad799e3b07290409026963a7b36694befdb15715dc876de7247e28_0_011cece186a611b39f70cf0db8ccc686f50083a39f975bb742fcdefc0e7d43f5","192 64"
"v1_f0f021c314eff7d3dbb082300af10111bad1df09ee72d83853ee7cd14f5b7e07","v1_f0f021c314eff7d3dbb082300af10111bad1df09ee72d83853ee7cd14f5b7e07_0_530bc13bdeec0bf6699921fef2c0a6df8dae45131757df54a579f38ebc4f824f","42 1"
"v1_ce4b710804da7bda28b63545a0b47ca4331c97a5921e0de4fb89ace29846e67f","","5"
"v1_94149e3f1ee4e727d711051e7a811b246ac1ce09bd490ce0b7352d12020d243d","","328"
"v1_76e91f7233a848b7df0792dd4ebe739a933673049d44668244a10ac1be0923c7","","4"
"v1_f782de6b3b1d3672fbd09ac9d365867a306c84d25dc0f5dd38063fd3f846e5e0","v1_f782de6b3b1d3672fbd09ac9d365867a306c84d25dc0f5dd38063fd3f846e5e0_0_b92a91b784afff358566b67613c10ddd8a1f2a2e6860ec6eef1af42ae5d03bd7","5 5"
"v1_c8a7989b40285e5d5124ce2c9b49cc6c6922848a9f65884b64d5c619352fd67d","v1_c8a7989b40285e5d5124ce2c9b49cc6c6922848a9f65884b64d5c619352fd67d_0_6e9822fa90a8b8e57f90ac69a0dfe315b96c78f3bc36c86b0021a74bd38c0388","64 32"
"v1_5b7f5741f09e399be0210c6f1b7476a84a108553db7d209e908a826a5d5fb201","v1_5b7f5741f09e399be0210c6f1b7476a84a108553db7d209e908a826a5d5fb201_0_a109b72064c4131ae664d1d71502f0a43bd6fae6dfefdb5404624f40d1d7bf9a","15 3"
"v1_5b7f5741f09e399be0210c6f1b7476a84a108553db7d209e908a826a5d5fb201","sqlite_autoindex_v1_5b7f5741f09e399be0210c6f1b7476a84a108553db7d209e908a826a5d5fb201_1","15 3 1"
"v1_71e12c8547bac9ef10b20c44bef9b7658d8423b9f62dcd8c523fec303db165e3","","10"
"v1_3505a15e5db29605cdee074b0cc8a4c8b52c9057cf1d6f9054403392f40bc09c","","363"
"v1_f2159b25715410b67220dd48536242d3a501a7be2f8c92000f4f2ddfc5d9a379","","81"
"v1_3573454f7e910c21151d8474bbefe792fed6577559863c411c887513e09d5e2d","","144"
"v1_d811b545c9f58d92112d73127d313551bb40431638b765feb176ba2fa8e890c8","","900"
"v1_df2e397ea544d71f39e761ccb3987e37b4087e27278a065520ce2938d7d3eea7","","899"
"v1_0a14f7a7a9a6b9ac0629efcd970cd72d6a33380b4b459ccc9329dd15c6f9cb31","","5"
"v1_ab4a2141ffcdb0e34ff71af5eb01772ba56470ab983aaa5524cc4704d3b25639","","95"
"v1_03f6494a11974a6fd10b47abf5b53eedbafd607c0ba7e922c24fd0660c5b8ec5","v1_03f6494a11974a6fd10b47abf5b53eedbafd607c0ba7e922c24fd0660c5b8ec5_0_32ced1e4f89cfafa7d05bf2697e39782e17e352869cab18f610a2aa829c11d1d","5 1"
"v1_acb7f34507afd70f9281bdb3c06cce4f854c5d60c05e414daa5b90be66495ba1","v1_acb7f34507afd70f9281bdb3c06cce4f854c5d60c05e414daa5b90be66495ba1_0_55be3050c1583eb732b4a66b5d569ac4ffddf702f3766f0c0e702c41fd268139","57 1"
"v1_9e8c2c2fad59901f7df0c5357edb6584a8abe28c0fbfc32e8196f5ef9d8acef5","v1_9e8c2c2fad59901f7df0c5357edb6584a8abe28c0fbfc32e8196f5ef9d8acef5_0_924460479590bd289fcd116ccefd82542e8ee9c8e097b98a5311e69f5d6e3c57","735 74"
"v1_4745c5d5fe7eebdfaab9f609d9d4ffb13f28debc13d7f633906b7dbb629ca70b","","1"
"v1_e6872470d71214c31ded3b421e481f73c884d88a8c5339dad4ab300b9df5ad4f","","70"
"v1_d9d1d22929114735b10494ec466f248f14f9710129ce8275a6e87c15827ec99e","","12"
"v1_c0194e03e09385e1b813558f9d51d2a4176cb39c5dfad44520d049a1a654bf99","v1_c0194e03e09385e1b813558f9d51d2a4176cb39c5dfad44520d049a1a654bf99_0_59eacbced42944c0106c2ba1a2bc5ee0f64a92b722a1746f782f86e2fababbf9","9 5"
"v1_c0194e03e09385e1b813558f9d51d2a4176cb39c5dfad44520d049a1a654bf99","v1_c0194e03e09385e1b813558f9d51d2a4176cb39c5dfad44520d049a1a654bf99_0_59eacbced42944c0106c2ba1a2bc5ee0f64a92b722a1746f782f86e2fababbf9_1_3dffd30267a0f2f74244840af044148b0b6324622a64d40c6e03b3dfdaef8bbc","9 5 1"
"v1_1b62beb520dfead4e6e2853a8b2163e2a09424183817add0a7035be5c840e502","","13"
"v1_12e62526465c87d074b3e34f714a3f6b9f6f36d3881e9b2211bf5be4613bf8cb","sqlite_autoindex_v1_12e62526465c87d074b3e34f714a3f6b9f6f36d3881e9b2211bf5be4613bf8cb_1","960 30 6 1"
"v1_73d365991619f35df1ba07b3e36311f0994f4942d1024865941a38f46cf41132","v1_73d365991619f35df1ba07b3e36311f0994f4942d1024865941a38f46cf41132_0_7aa43d2802a649237985e433082749e98359eaef3db5b8537e96e207a6acf94b","220 20"
"v1_e442b92f7384e74ab7dfa6678d333831b3f1cc0f10df849cd7452a714ecc1af9","","128"
"v1_c78ac6ace05c34c4e2cb2bbfe003e48f7fd430842fa589ae7a6125af110b2bfe","","151"
"v1_1f1ee42f029189f5671bca66bb891a8d7be7e13cfdb06ef01eff561eebef343e","","7"
"v1_d7a2ff83e8a3f89fadfe461b28057b7d7b4964da91d7558228431dc1a889b893","","6"
"v1_f3199edf0e486ac60296decd67122ae0dfd5d6da007598e9c0422b7f59a0d80d","","124"
"v1_671f2d1819b5d184e9e0ad2b881c63503481ace2ab35e1178587834cc33983d5","v1_671f2d1819b5d184e9e0ad2b881c63503481ace2ab35e1178587834cc33983d5_0_49457a4b0dc43c70336e4ddd152c0d5fc0255fcb3fc7683c7b9cbc50450d5df7","17 17"
"v1_4dc6c0eb9f1c5ebe37aeab86db48b9192fd5907d788a1aef2935d1da5092533b","","8"
"v1_52aa858c106cdf4857f1010b534253d6586cb0ee49718a666336971a5e2f5a66","v1_52aa858c106cdf4857f1010b534253d6586cb0ee49718a666336971a5e2f5a66_0_796cd4cb9d805137aa9516351d5efbc1cb361da4734b83cd0e36a7942bd6bf84","12 6"
"v1_054bf501b0999a85615133ab3d2218f4eae9f3e6ec8b22d6e4fa67a6995188a0","","70"
"v1_20b6129d4b8b8b2694928cde776d6141b16201adde2d2d1f18d4f20b27ffee5c","","2"
"v1_a77d9bda4b436780e6d7ac2018c0b295280f4e0191cff0ecad113d72063156d1","v1_a77d9bda4b436780e6d7ac2018c0b295280f4e0191cff0ecad113d72063156d1_0_181959b2ea6bc2019c931e85fa433050b33bcb042e8fc195e1279201e284e746","98 1"
"v1_a77d9bda4b436780e6d7ac2018c0b295280f4e0191cff0ecad113d72063156d1","v1_a77d9bda4b436780e6d7ac2018c0b295280f4e0191cff0ecad113d72063156d1_0_ace89d68586cbca5ad51b7eff2bad9897cff82a74d60e0115f8afe6813ae3564","98 1"
"v1_88bb640ecff5cf987d189efc586dd6ac56d04b777d8bdd60b2e1f0c758f56553","","230"
"v1_3fd0615fc3ce713047cea238056b4e67160411c8ac38a5397ed22b6f2d14c599","","37"
"v1_1ad332fedc45cf00e816d1f08816bc26ad3f21ef59294e20a5cde379eb7c6bfc","v1_1ad332fedc45cf00e816d1f08816bc26ad3f21ef59294e20a5cde379eb7c6bfc_0_0da99fe1cc92bc4cd7cbf3ff5bc88e572d8805e13193fac9145176e65d3c3e89","44 2"
"v1_a487a4ff62f79dbb3a3fe91c3976ff771bdabd5d213bbe35e2bc2cf66848c04c","v1_a487a4ff62f79dbb3a3fe91c3976ff771bdabd5d213bbe35e2bc2cf66848c04c_0_40529ad2890ce3a10a9e8e4c1b637308e2d769566959fe2bb34f8f6250729b29","90 1"
"v1_532a7bc48bb95baa0723b9e53d51bd9bc132aca798d1634641fe43714549d2c8","v1_532a7bc48bb95baa0723b9e53d51bd9bc132aca798d1634641fe43714549d2c8_0_bcdee6ba7cc669e244f314974a3f494ce871f8f439f60ae48e0b88c6323972b1_1_3bb79b6a0c0bb37d76f763cb18b60134256560daa865e3184a9c650785d92533","524 262 8"
"v1_f0a0b5a00592275ccd3fed4d82a3d03fa263998ac17c4f8c73a2531be842bfab","","75"
"v1_7951dbfe84952246b97f17623b67dc3537856a61aa60e44c36aaff9c8e2d8b43","","317"
"v1_fc994c3eba4bf710b2c954caa8be4e566f0393a1b8ecc3efc1f86146c8337ef4","v1_fc994c3eba4bf710b2c954caa8be4e566f0393a1b8ecc3efc1f86146c8337ef4_0_301189ba8f9efcea61076166df1c305344b60dad61fa8abca79c88c044f1efce","712 9"
"v1_a9c2940a7da5e758a2c23ad994d27d595edb209aa2d5708c405c528df45e5d55","","19"
"v1_2bce296be33b58d9ddff94c9dffc734f81a8af65fd031c64eeeafcc51c652449","","357"
"v1_349b08335cfb500bd82637df765bf1640ae89e4dea6739155a1ca107f73ea3b5","v1_349b08335cfb500bd82637df765bf1640ae89e4dea6739155a1ca107f73ea3b5_0_2ac2aba330646fa60988b80f4e8f34b6e2457f0635d5c3f453ed2feb19d37280","64 1"
"v1_deafd96830d7ff923b26cc8337e09ac5e171e965075bd69e1a5b0151f5d4b6cf","","1"
"v1_a538e33ed3e755ae5169f8c8ed957125a6c25911a1ef4f234f256221c817afdf","v1_a538e33ed3e755ae5169f8c8ed957125a6c25911a1ef4f234f256221c817afdf_0_557f696d25ad3ebfdef2382a954fea1a82d9cbf6fed1e7f7abcc5130c38772ec","4 4"
"v1_a538e33ed3e755ae5169f8c8ed957125a6c25911a1ef4f234f256221c817afdf","sqlite_autoindex_v1_a538e33ed3e755ae5169f8c8ed957125a6c25911a1ef4f234f256221c817afdf_1","4 4 1"
"v1_4f795fcfd7b0b3db1614bb1156936ba28cafa29009936d0f753505dcb766ad6c","sqlite_autoindex_v1_4f795fcfd7b0b3db1614bb1156936ba28cafa29009936d0f753505dcb766ad6c_1","21 3 1"
"v1_110826385964a9b7e4a3f695cb6c6c8e5c844faefb560f6b74a6118068de449d","","5"
"v1_b2fac139e37cd3f1731bf70101c24a7c3bf8b31d578c32181939c2bb7d2dfc7c","v1_b2fac139e37cd3f1731bf70101c24a7c3bf8b31d578c32181939c2bb7d2dfc7c_0_0c88eb0f11aeaf4821467c32a30d930d093eaa628d1172b9affbfae4d6b9cf81","8 2"
"v1_b2fac139e37cd3f1731bf70101c24a7c3bf8b31d578c32181939c2bb7d2dfc7c","v1_b2fac139e37cd3f1731bf70101c24a7c3bf8b31d578c32181939c2bb7d2dfc7c_0_3255978c092df90fced5b6261b3ca6245e06ee0768d2059c161bf256696ba11d","8 8"
"v1_3d75ffef52c3c94b5d6dbeb1839b51c012358e92263a0cb3c31b1aa8f0f4c9ac","","662"
"v1_90e266dbdc08cdadff2160b814d9ffea9d84e143da0214f4329c4f6f883ecb97","","1390"
"v1_0438eb5d49747b7895bd6278c989a5ce079ce33548a7de634812f99f2b3978a5","v1_0438eb5d49747b7895bd6278c989a5ce079ce33548a7de634812f99f2b3978a5_0_d9348ad836d5ef42755fffe8651e8417106f63bf43cd96447d413f4c4fbfdaef","2681 7"
"v1_d27d266476ae3788468861f6a1554ae991f1b52f8943af73285519fd0678b6b4","v1_d27d266476ae3788468861f6a1554ae991f1b52f8943af73285519fd0678b6b4_0_f427ec0d2d7665a330eaf4ef6ff58f3228c8f1bed9f144bf5680719073dae92c","72 1"
"v1_80512dabb1c5b8342337c277b15a48d3e372ef11ea3007bec4db3e4c97f2061a","v1_80512dabb1c5b8342337c277b15a48d3e372ef11ea3007bec4db3e4c97f2061a_0_544f6881866b3006ecfe205a0311359350fb2268fe636efaf65a1ba99d67c0a6","963 23"
"v1_d07ca5664c9e39e116bbc7fb456e9d751d15252625588b37d0ca240dbb3d9045","v1_d07ca5664c9e39e116bbc7fb456e9d751d15252625588b37d0ca240dbb3d9045_0_320fec3ccb8a97be532ea8ef6e5b490f7ff8d7e5f91eaaf391b660e541c7d5c2","8 4"
"v1_d07ca5664c9e39e116bbc7fb456e9d751d15252625588b37d0ca240dbb3d9045","v1_d07ca5664c9e39e116bbc7fb456e9d751d15252625588b37d0ca240dbb3d9045_0_7d358cda0223fe2c23a4ba5ca24aa5159a05b04f6299f6c59c83c46f49fb6fd8","8 1"
"v1_d07ca5664c9e39e116bbc7fb456e9d751d15252625588b37d0ca240dbb3d9045","sqlite_autoindex_v1_d07ca5664c9e39e116bbc7fb456e9d751d15252625588b37d0ca240dbb3d9045_1","8 1 1"
"v1_cca43c3778536cc9880b9f33c7c86acd4e6ff3c59e16e271ea1510278b049a6c","","25"
"v1_a7161d038760298cd40f7c0803af17d29550a4e37f609ef7d331aba3b4113d45","","64"
"v1_d00d69b788d458f4ace0f4a8bb9d7a5ea628481a004c2b6ffeb055caea4553e7","","1"
"v1_fbbed70ad8b550dd008b0185098bc671026f806468e4bdd621e94be2a6be0b4b","","1"
"v1_2911d7de2770f415e588a8bfd28b83ec0ee73627d7e80da797081e0c71c40a74","v1_2911d7de2770f415e588a8bfd28b83ec0ee73627d7e80da797081e0c71c40a74_0_d7be950598a25668b43b09855a98bd91109653f663727f898a00f5d609699d40","42 42"
"v1_6f259f44eab50c843505766afb4a58342751b186845284af6f9ddb9ac222831f","","5"
"v1_676748814c54ad45d2a8971a63e1709393e01ff407db70d382790afb856fb03d","v1_676748814c54ad45d2a8971a63e1709393e01ff407db70d382790afb856fb03d_0_eaef29140e5bf336daa318e03508ea1422c638ce020c6ae93569555a66c1295a","418 70"
"v1_21a63735cbfe7fa4b64f5250ccfd84e5096b7a12dfc3c3306e21bca4bf295c4d","","1"
"v1_706763564bb023c0f1f0b7567f6c70d63204a9a80a028986c854b471f554aded","","7042"
"v1_01b0fbfcb308546c578b4e5ede5ba22e6b9bf22586ca2d5412158c114f824beb","","7"
"v1_30b4174be49375f68853db062aa9419af7ffda6d9cb536d057a20af832b0bebf","","11"
"v1_8633d6d7dc9652ec432a29f3ec5873cd838ed32bb368258466b68069a4819ef8","v1_8633d6d7dc9652ec432a29f3ec5873cd838ed32bb368258466b68069a4819ef8_0_f6b822cd280aebe7513ee718250b2c6458d1b45672c2896e411c51b537f57e84","164 1"
"v1_3c5214dfe9cffcf6e8e13ae39ecf9713cfaf849148572a7253efd862690d99bf","v1_3c5214dfe9cffcf6e8e13ae39ecf9713cfaf849148572a7253efd862690d99bf_0_6262d7a700e5b919c7f197e2f7ac90a5a381e832abf7158ec968ef7d9ed2be72","147 11"
"v1_3c5214dfe9cffcf6e8e13ae39ecf9713cfaf849148572a7253efd862690d99bf","sqlite_autoindex_v1_3c5214dfe9cffcf6e8e13ae39ecf9713cfaf849148572a7253efd862690d99bf_1","147 11 1"
"v1_297b512db6e7030b4dd92fc04d1034eb76b2477f6c8c31efcff3b7e8a6cd84a1","v1_297b512db6e7030b4dd92fc04d1034eb76b2477f6c8c31efcff3b7e8a6cd84a1_0_77982c1cefc30ee80715b5e8c7671209a280725bb532d7257cdfe2b88f2555a2","21 2"
"v1_297b512db6e7030b4dd92fc04d1034eb76b2477f6c8c31efcff3b7e8a6cd84a1","v1_297b512db6e7030b4dd92fc04d1034eb76b2477f6c8c31efcff3b7e8a6cd84a1_0_37a8dc1f724edf5ecba1cf5bdc51efa2a56892748bf931d86918521e6f20e6d1","21 4"
"v1_297b512db6e7030b4dd92fc04d1034eb76b2477f6c8c31efcff3b7e8a6cd84a1","v1_297b512db6e7030b4dd92fc04d1034eb76b2477f6c8c31efcff3b7e8a6cd84a1_0_f02862854042c406a2e0bc1c65d6109d1c0421c652cd0f989dd33a227f560ad4","21 11"
"v1_434d9cc85158204193864d965c5cb06749ac05ebe8cd73ab65229c139b6aecd5","v1_434d9cc85158204193864d965c5cb06749ac05ebe8cd73ab65229c139b6aecd5_0_4e4aad7e66ed0793f251a71248e60aea3dd567eeb1b01099613567e09610cc76","213 1"
"v1_744e1c488c9f0724da633965d68c05cbbf93d1f699c850dc98c1a65b3d57f878","","4"
"v1_49243edb848095d772b89d52450473534f7f278840df99745dbb0bd770e56637","v1_49243edb848095d772b89d52450473534f7f278840df99745dbb0bd770e56637_0_4f88344a68a585c77327597aa566dba7432a57b6d64f7a89d214d46eca320e9d_1_4bd4978629c4e69177a76a8f7b0cf2a7906785dc23917c3a23b102239b8e960b","1941 130 1"
"v1_07a3a6b63c8cc7f4ce908d3c20045deb28b028b5e447356f331d933f44569c65","","5"
"v1_8c4a4b86a34c9f9c7cab0776e0c46b093943a0630a7915f8a372d8fc7420c4f1","","1"
"v1_f00e7b4926e258a3ad93826f4eca5cf2ae96de544f1788a1766ce92540c930c6","v1_f00e7b4926e258a3ad93826f4eca5cf2ae96de544f1788a1766ce92540c930c6_0_ff1062d1fb93b20b86857364f06036dca763bb1a132a14591bf4e1ebc109a4a0","50 1"
"v1_5ed9a42b3c164853700e11a1d7fafbe096b8f2a1e62d55a0b0282d8b14aeaf91","","3"
"v1_f2417ef5adec3f9b20883426ea2cac73b049bfbccdb37b2164b76e7b36e4dcc1","","251"
"v1_14b87bacc47a9e290be38a53c83dfde9a3380499a61e698688bf75f68710ac7d","","3"
"v1_244a3976397532dee07a5ac3ded5f01e8030fe142c91fe540dbffbd0af3f66ac","v1_244a3976397532dee07a5ac3ded5f01e8030fe142c91fe540dbffbd0af3f66ac_0_c9ebe5a8b3e7b4fd1c6be99d5168c91270a2fae156348a05504fafc4eed236c0_1_a6f26a29ca5666e330dc949ce015c859ce6578e6234d33a6738ac0c9cc87750a","119 40 1"
"v1_037aa113b5e0f67c29847992abbec06d45dfe351774a92a1578144b88e2ade73","","31"
"v1_8731a87054af0d4df6d68ddda4a35f031a6e2bbf8d72dc5153b34fa8c90c8032","v1_8731a87054af0d4df6d68ddda4a35f031a6e2bbf8d72dc5153b34fa8c90c8032_0_74242bf94abc1664783466ebdda2d503316ea08cca1f9e3861e08afa1dc11ce1","14 5"
"v1_1f22270dcc275d56b945106c13ec90a4d4f52292bf3663ed660c1d455b2f5ed5","v1_1f22270dcc275d56b945106c13ec90a4d4f52292bf3663ed660c1d455b2f5ed5_0_0e86f110d9f7f936940fc7e5c3eea7114d022da7b12ff1172d3760e5bb0774e8","15 1"
"v1_799cf3c15a75d8c1e7ec2240451d1444484ade27453e869770a6c65cdaa03d6a","","13"
"v1_0e1c9a6e8ed2e76c90855bfa242f17776acad1c270514960cbfd28d77eec82b0","","43"
"v1_4f9c37b60b5155a8a6190a22966f0548614ed6755c4240f2a807283673e7b115","v1_4f9c37b60b5155a8a6190a22966f0548614ed6755c4240f2a807283673e7b115_0_df32f3122de0c59dcb6b5d9a8fd479368d3762ea63d71cb0048dc0e0be728e84","13 5"
"v1_4f9c37b60b5155a8a6190a22966f0548614ed6755c4240f2a807283673e7b115","v1_4f9c37b60b5155a8a6190a22966f0548614ed6755c4240f2a807283673e7b115_0_ef1caac39daf4206463aa303f8fdcb38f2a789bc5202dd61433e0eb92032c7ec","13 13"
"v1_c8530c02198e628f63e669782702c25d56c81e2e16a82f9afe2c983e48ee6d09","v1_c8530c02198e628f63e669782702c25d56c81e2e16a82f9afe2c983e48ee6d09_0_47e1a2ce811edce47fd1930f2e1ac9abe7cf4e00a5f291ffbc94eafcf3c15e16","963 54"
"v1_8e629c2259f9291b65e65f0a4a8d1aa4b760b414af67ecfc7fb855e326f34e7d","","15"
"v1_e7b066f8153db78fe61e05b9ac5f852cab4aba7b5605d2fd4a0cfe350f486b79","","405"
"v1_ab2dcee3cf407b5167589627a75f06610b77dd059fc4308584e636638c4a817d","","5"
"v1_09edc95120e5a1dc226bc7e5d1ab6af557ab4b8579941154f28923fcc6ea5506","","3"
"v1_2e5b618bd298d6e7ccaa684244a0a793d964209bab9c17761f083a909b9b8453","sqlite_autoindex_v1_2e5b618bd298d6e7ccaa684244a0a793d964209bab9c17761f083a909b9b8453_1","160 5 1"
"v1_bbab4cd5140c1c75773d36cf7753a51176849490ad7cd4e710a0afd34c0f0466","","5"
"v1_9b480e6c1132ca817f5d5f1a0df7b12d241eb8b00ea9c2b80d1ae4856c2d40d4","v1_9b480e6c1132ca817f5d5f1a0df7b12d241eb8b00ea9c2b80d1ae4856c2d40d4_0_5e45f1f6677a8e090e171201bd29359f8380329a6b11034c3745d733bef3bf72","13 7"
"v1_73f9711a982137fe25b5dfcb5240c78b3b7a99312644e1a556423d9e292fa002","v1_73f9711a982137fe25b5dfcb5240c78b3b7a99312644e1a556423d9e292fa002_0_e01f451c755d17d76ca2793b10f77cce536c476e6d447b3c3f33964be0324cd4_1_ade4075e43ba7ea3a48970ab9ff40e284a7758439d35ff0c10dec905fbf130e9","197 197 66"
"v1_73f9711a982137fe25b5dfcb5240c78b3b7a99312644e1a556423d9e292fa002","v1_73f9711a982137fe25b5dfcb5240c78b3b7a99312644e1a556423d9e292fa002_0_e01f451c755d17d76ca2793b10f77cce536c476e6d447b3c3f33964be0324cd4_1_c48591b39ea26cc0f2842a9a4763ea2c955f8518a9e910ab09f748095966612e","197 197 29"
"v1_73f9711a982137fe25b5dfcb5240c78b3b7a99312644e1a556423d9e292fa002","v1_73f9711a982137fe25b5dfcb5240c78b3b7a99312644e1a556423d9e292fa002_0_ade4075e43ba7ea3a48970ab9ff40e284a7758439d35ff0c10dec905fbf130e9_1_c48591b39ea26cc0f2842a9a4763ea2c955f8518a9e910ab09f748095966612e","197 66 10"
"v1_73f9711a982137fe25b5dfcb5240c78b3b7a99312644e1a556423d9e292fa002","v1_73f9711a982137fe25b5dfcb5240c78b3b7a99312644e1a556423d9e292fa002_0_ade4075e43ba7ea3a48970ab9ff40e284a7758439d35ff0c10dec905fbf130e9","197 66"
"v1_ca871078ee62ac1fba38a60be228ff5f46c36e5f8299e3c83d2eb0e706bcef85","","1"
"v1_49278d640c8e79f7313763b0ee1dc6b74d7715d0133be73028a4724403327cd2","v1_49278d640c8e79f7313763b0ee1dc6b74d7715d0133be73028a4724403327cd2_0_42e0ad0a8f5d5a44fefbd538863e4cbaa0e5168230a28335406c7dfadf641b10","15 1"
"v1_49278d640c8e79f7313763b0ee1dc6b74d7715d0133be73028a4724403327cd2","v1_49278d640c8e79f7313763b0ee1dc6b74d7715d0133be73028a4724403327cd2_0_8d90f162e95be57c7f65395f8bbbaf75ee5f0316e3345a853e2e04002cdb2082","15 8"
"v1_d6aa8909dbdf3b0f32038ba12ea3574e920333d995009c14564efacca4d48e1b","","171"
"v1_72f80ad40d9717ac64268130ad6223dcac4b9bc9f4f9d92ca69a251218ee8bd4","","11"
"v1_349c28760b4b98462e15c596d271ad72aee99e4eee330d97868cb8b0d864bbec","","372"
"v1_358351d29f7046eac0b147f44d6be8d766933638b4fe4a1a79d79159f123be01","","500"
"v1_944b7d3fd8689f5a516dce150131636163d9f00d55299ea223291720c69191f7","","30"
"v1_f941ab322597450f337050474bab4e899de6b26e38598d9ba74e3a3a8bee23b6","","48"
"v1_a29ae37a27847e0ffac1d7ccc2dcf6140217051fa2ccd4861b6bc1e0fc3d2b8a","","6810"
