70a3b81667af5b17bbb942e707283584523ac31b469884fc320f3664583ae8a2,bde059512becc0d17267730e4161475a6d3d136f57868daea58e178f811cd2af,60aec3e880fdf52602c8936e86688d3527f9c6d7f7d06d1a308f0e0a5684294b,eda10feb619a044aee8875eeb08f70b574bfac5ebf4fde6f26aeae8c3ef4387e,b370544704b3cd2c323dc846eba26c0eaacaa937ef4b0defd209a11d7136d774
"10047037","60","91002","8","71047018"
"10047038","2","22002","2","71047018"
"10047039","60","91002","8","71047019"
"10047040","2","22002","2","71047019"
"10047041","60","91002","8","71047020"
"10047042","2","22002","2","71047020"
"10047043","50000","94002","12","71047021"
"10047044","100000","94002","12","71047022"
"10047045","150000","94002","12","71047023"
"10047046","200000","94002","12","71047024"
"10047047","50","91002","8","71047025"
"10047048","1","31056","2","71047026"
"10047049","1","31056","2","71047027"
"10047050","1","31056","2","71047028"
"10047051","1","31056","2","71047029"
"10047052","1","31056","2","71047030"
"10047053","4","31056","2","71047031"
"10047054","50","60462","2","81047001"
"10047055","30000","94002","12","81047001"
"10047056","1","31056","2","81047002"
"10047057","25","91002","8","81047002"
"10047058","50","60462","2","81047003"
"10047059","30000","94002","12","81047003"
"10047060","50","60462","2","81047004"
"10047061","30000","94002","12","81047004"
"10047062","1","31056","2","81047005"
"10047063","25","91002","8","81047005"
"10047064","50","60462","2","81047006"
"10047065","30000","94002","12","81047006"
"10047066","1","31056","2","81047007"
"10047067","25","91002","8","81047007"
"10047068","50","91002","8","81047008"
"10048001","5","60472","2","61048001"
"10048002","5","60472","2","61048002"
"10048003","30","91002","8","71048001"
"10048004","1","22002","2","71048001"
"10048005","30","91002","8","71048002"
"10048006","1","22002","2","71048002"
"10048007","30","91002","8","71048003"
"10048008","1","22002","2","71048003"
"10048009","30","91002","8","71048004"
"10048010","1","22002","2","71048004"
"10048011","30","91002","8","71048005"
"10048012","1","22002","2","71048005"
"10048013","30","91002","8","71048006"
"10048014","1","22002","2","71048006"
"10048015","30","91002","8","71048007"
"10048016","1","22002","2","71048007"
"10048017","30","91002","8","71048008"
"10048018","1","22002","2","71048008"
"10048019","30","91002","8","71048009"
"10048020","1","22002","2","71048009"
"10048021","30","91002","8","71048010"
"10048022","1","22002","2","71048010"
"10048023","30","91002","8","71048011"
"10048024","1","22002","2","71048011"
"10048025","30","91002","8","71048012"
"10048026","1","22002","2","71048012"
"10048027","30","91002","8","71048013"
"10048028","1","22002","2","71048013"
"10048029","30","91002","8","71048014"
"10048030","1","22002","2","71048014"
"10048031","30","91002","8","71048015"
"10048032","1","22002","2","71048015"
"10048033","60","91002","8","71048016"
"10048034","2","22002","2","71048016"
"10048035","60","91002","8","71048017"
"10048036","2","22002","2","71048017"
"10048037","60","91002","8","71048018"
"10048038","2","22002","2","71048018"
"10048039","60","91002","8","71048019"
"10048040","2","22002","2","71048019"
"10048041","60","91002","8","71048020"
"10048042","2","22002","2","71048020"
"10048043","50000","94002","12","71048021"
"10048044","100000","94002","12","71048022"
"10048045","150000","94002","12","71048023"
"10048046","200000","94002","12","71048024"
"10048047","50","91002","8","71048025"
"10048048","1","31016","2","71048026"
"10048049","1","31016","2","71048027"
"10048050","2","31016","2","71048028"
"10048051","2","31016","2","71048029"
"10048052","4","31016","2","71048030"
"10048053","10","31016","2","71048031"
"10048054","100","60472","2","81048001"
"10048055","30000","94002","12","81048001"
"10048056","100","60472","2","81048002"
"10048057","30000","94002","12","81048002"
"10048058","2","31016","2","81048003"
"10048059","30","91002","8","81048003"
"10048060","2","31016","2","81048004"
"10048061","30","91002","8","81048004"
"10048062","100","60472","2","81048005"
"10048063","30000","94002","12","81048005"
"10048064","100","60472","2","81048006"
"10048065","30000","94002","12","81048006"
"10048066","2","31016","2","81048007"
"10048067","30","91002","8","81048007"
"10048068","100","91002","8","81048008"
"10049001","5","60482","2","61049001"
"10049002","5","60482","2","61049002"
"10049003","30","91002","8","71049001"
"10049004","1","22002","2","71049001"
"10049005","30","91002","8","71049002"
"10049006","1","22002","2","71049002"
"10049007","30","91002","8","71049003"
"10049008","1","22002","2","71049003"
"10049009","30","91002","8","71049004"
"10049010","1","22002","2","71049004"
"10049011","30","91002","8","71049005"
"10049012","1","22002","2","71049005"
"10049013","30","91002","8","71049006"
"10049014","1","22002","2","71049006"
"10049015","30","91002","8","71049007"
"10049016","1","22002","2","71049007"
"10049017","30","91002","8","71049008"
"10049018","1","22002","2","71049008"
"10049019","30","91002","8","71049009"
"10049020","1","22002","2","71049009"
"10049021","30","91002","8","71049010"
"10049022","1","22002","2","71049010"
"10049023","30","91002","8","71049011"
"10049024","1","22002","2","71049011"
"10049025","30","91002","8","71049012"
"10049026","1","22002","2","71049012"
"10049027","30","91002","8","71049013"
"10049028","1","22002","2","71049013"
"10049029","30","91002","8","71049014"
"10049030","1","22002","2","71049014"
"10049031","30","91002","8","71049015"
"10049032","1","22002","2","71049015"
"10049033","60","91002","8","71049016"
"10049034","2","22002","2","71049016"
"10049035","60","91002","8","71049017"
"10049036","2","22002","2","71049017"
"10049037","60","91002","8","71049018"
"10049038","2","22002","2","71049018"
"10049039","60","91002","8","71049019"
"10049040","2","22002","2","71049019"
"10049041","60","91002","8","71049020"
"10049042","2","22002","2","71049020"
"10049043","50000","94002","12","71049021"
"10049044","100000","94002","12","71049022"
"10049045","150000","94002","12","71049023"
"10049046","200000","94002","12","71049024"
"10049047","50","91002","8","71049025"
"10049048","1","31112","2","71049026"
"10049049","1","31112","2","71049027"
"10049050","1","31112","2","71049028"
"10049051","1","31112","2","71049029"
"10049052","1","31112","2","71049030"
"10049053","1","111201","1","71049031"
"10049054","4","31112","2","71049032"
"10049055","1","31112","2","81049001"
"10049056","25","91002","8","81049001"
"10049057","50","60482","2","81049002"
"10049058","30000","94002","12","81049002"
"10049059","50","60482","2","81049003"
"10049060","30000","94002","12","81049003"
"10049061","1","31112","2","81049004"
"10049062","25","91002","8","81049004"
"10049063","50","60482","2","81049005"
"10049064","30000","94002","12","81049005"
"10049065","50","60482","2","81049006"
"10049066","30000","94002","12","81049006"
"10049067","1","31112","2","81049007"
"10049068","25","91002","8","81049007"
"10049069","50","91002","8","81049008"
"10050001","5","60492","2","61050001"
"10050002","5","60492","2","61050002"
"10050003","30","91002","8","71050001"
"10050004","1","22002","2","71050001"
"10050005","30","91002","8","71050002"
"10050006","1","22002","2","71050002"
"10050007","30","91002","8","71050003"
"10050008","1","22002","2","71050003"
"10050009","30","91002","8","71050004"
"10050010","1","22002","2","71050004"
"10050011","30","91002","8","71050005"
"10050012","1","22002","2","71050005"
"10050013","30","91002","8","71050006"
"10050014","1","22002","2","71050006"
"10050015","30","91002","8","71050007"
"10050016","1","22002","2","71050007"
"10050017","30","91002","8","71050008"
"10050018","1","22002","2","71050008"
"10050019","30","91002","8","71050009"
"10050020","1","22002","2","71050009"
"10050021","30","91002","8","71050010"
"10050022","1","22002","2","71050010"
"10050023","30","91002","8","71050011"
"10050024","1","22002","2","71050011"
"10050025","30","91002","8","71050012"
"10050026","1","22002","2","71050012"
"10050027","30","91002","8","71050013"
"10050028","1","22002","2","71050013"
"10050029","30","91002","8","71050014"
"10050030","1","22002","2","71050014"
"10050031","30","91002","8","71050015"
"10050032","1","22002","2","71050015"
"10050033","60","91002","8","71050016"
"10050034","2","22002","2","71050016"
"10050035","60","91002","8","71050017"
"10050036","2","22002","2","71050017"
"10050037","60","91002","8","71050018"
"10050038","2","22002","2","71050018"
"10050039","60","91002","8","71050019"
"10050040","2","22002","2","71050019"
"10050041","60","91002","8","71050020"
"10050042","2","22002","2","71050020"
"10050043","50000","94002","12","71050021"
"10050044","100000","94002","12","71050022"
"10050045","150000","94002","12","71050023"
"10050046","200000","94002","12","71050024"
"10050047","50","91002","8","71050025"
"10050048","1","31141","2","71050026"
"10050049","1","31141","2","71050027"
"10050050","2","31141","2","71050028"
"10050051","2","31141","2","71050029"
"10050052","4","31141","2","71050030"
"10050053","1","114101","1","71050031"
"10050054","10","31141","2","71050032"
"10050055","2","31141","2","81050001"
"10050056","30","91002","8","81050001"
"10050057","100","60492","2","81050002"
"10050058","30000","94002","12","81050002"
"10050059","100","60492","2","81050003"
"10050060","30000","94002","12","81050003"
"10050061","2","31141","2","81050004"
"10050062","30","91002","8","81050004"
"10050063","100","60492","2","81050005"
"10050064","30000","94002","12","81050005"
"10050065","100","60492","2","81050006"
"10050066","30000","94002","12","81050006"
"10050067","2","31141","2","81050007"
"10050068","30","91002","8","81050007"
"10050069","100","91002","8","81050008"
"10051001","5","60502","2","61051001"
"10051002","5","60502","2","61051002"
"10051003","30","91002","8","71051001"
"10051004","1","22002","2","71051001"
"10051005","30","91002","8","71051002"
"10051006","1","22002","2","71051002"
"10051007","30","91002","8","71051003"
"10051008","1","22002","2","71051003"
"10051009","30","91002","8","71051004"
"10051010","1","22002","2","71051004"
"10051011","30","91002","8","71051005"
"10051012","1","22002","2","71051005"
"10051013","30","91002","8","71051006"
"10051014","1","22002","2","71051006"
"10051015","30","91002","8","71051007"
"10051016","1","22002","2","71051007"
"10051017","30","91002","8","71051008"
"10051018","1","22002","2","71051008"
"10051019","30","91002","8","71051009"
"10051020","1","22002","2","71051009"
"10051021","30","91002","8","71051010"
"10051022","1","22002","2","71051010"
"10051023","30","91002","8","71051011"
"10051024","1","22002","2","71051011"
"10051025","30","91002","8","71051012"
"10051026","1","22002","2","71051012"
"10051027","30","91002","8","71051013"
"10051028","1","22002","2","71051013"
"10051029","30","91002","8","71051014"
"10051030","1","22002","2","71051014"
"10051031","30","91002","8","71051015"
"10051032","1","22002","2","71051015"
"10051033","60","91002","8","71051016"
"10051034","2","22002","2","71051016"
"10051035","60","91002","8","71051017"
"10051036","2","22002","2","71051017"
"10051037","60","91002","8","71051018"
"10051038","2","22002","2","71051018"
"10051039","60","91002","8","71051019"
"10051040","2","22002","2","71051019"
"10051041","60","91002","8","71051020"
"10051042","2","22002","2","71051020"
"10051043","50000","94002","12","71051021"
"10051044","100000","94002","12","71051022"
"10051045","150000","94002","12","71051023"
"10051046","200000","94002","12","71051024"
"10051047","50","91002","8","71051025"
"10051048","1","31037","2","71051026"
"10051049","1","31037","2","71051027"
"10051050","1","31037","2","71051028"
"10051051","1","31037","2","71051029"
"10051052","1","31037","2","71051030"
"10051053","4","31037","2","71051031"
"10051054","50","60502","2","81051001"
"10051055","30000","94002","12","81051001"
"10051056","50","60502","2","81051002"
"10051057","30000","94002","12","81051002"
"10051058","1","31037","2","81051003"
"10051059","25","91002","8","81051003"
"10051060","1","31037","2","81051004"
"10051061","25","91002","8","81051004"
"10051062","50","60502","2","81051005"
"10051063","30000","94002","12","81051005"
"10051064","50","60502","2","81051006"
"10051065","30000","94002","12","81051006"
"10051066","1","31037","2","81051007"
"10051067","25","91002","8","81051007"
"10051068","50","91002","8","81051008"
"10052001","5","60512","2","61052001"
"10052002","5","60512","2","61052002"
"10052003","30","91002","8","71052001"
"10052004","1","22002","2","71052001"
"10052005","30","91002","8","71052002"
"10052006","1","22002","2","71052002"
"10052007","30","91002","8","71052003"
"10052008","1","22002","2","71052003"
"10052009","30","91002","8","71052004"
"10052010","1","22002","2","71052004"
"10052011","30","91002","8","71052005"
"10052012","1","22002","2","71052005"
"10052013","30","91002","8","71052006"
"10052014","1","22002","2","71052006"
"10052015","30","91002","8","71052007"
"10052016","1","22002","2","71052007"
"10052017","30","91002","8","71052008"
"10052018","1","22002","2","71052008"
"10052019","30","91002","8","71052009"
"10052020","1","22002","2","71052009"
"10052021","30","91002","8","71052010"
"10052022","1","22002","2","71052010"
"10052023","30","91002","8","71052011"
"10052024","1","22002","2","71052011"
"10052025","30","91002","8","71052012"
"10052026","1","22002","2","71052012"
"10052027","30","91002","8","71052013"
"10052028","1","22002","2","71052013"
"10052029","30","91002","8","71052014"
"10052030","1","22002","2","71052014"
"10052031","30","91002","8","71052015"
"10052032","1","22002","2","71052015"
"10052033","60","91002","8","71052016"
"10052034","2","22002","2","71052016"
"10052035","60","91002","8","71052017"
"10052036","2","22002","2","71052017"
"10052037","60","91002","8","71052018"
"10052038","2","22002","2","71052018"
"10052039","60","91002","8","71052019"
"10052040","2","22002","2","71052019"
"10052041","60","91002","8","71052020"
"10052042","2","22002","2","71052020"
"10052043","50000","94002","12","71052021"
"10052044","100000","94002","12","71052022"
"10052045","150000","94002","12","71052023"
"10052046","200000","94002","12","71052024"
"10052047","50","91002","8","71052025"
"10052048","1","31014","2","71052026"
"10052049","1","31014","2","71052027"
"10052050","2","31014","2","71052028"
"10052051","2","31014","2","71052029"
"10052052","4","31014","2","71052030"
"10052053","10","31014","2","71052031"
"10052054","65","60512","2","81052001"
"10052055","20000","94002","12","81052001"
"10052056","65","60512","2","81052002"
"10052057","20000","94002","12","81052002"
"10052058","2","31014","2","81052003"
"10052059","30","91002","8","81052003"
"10052060","65","60512","2","81052004"
"10052061","20000","94002","12","81052004"
"10052062","65","60512","2","81052005"
"10052063","20000","94002","12","81052005"
"10052064","2","31014","2","81052006"
"10052065","30","91002","8","81052006"
"10052066","70","60512","2","81052007"
"10052067","20000","94002","12","81052007"
"10052068","70","60512","2","81052008"
"10052069","20000","94002","12","81052008"
"10052070","2","31014","2","81052009"
"10052071","30","91002","8","81052009"
"10052072","100","91002","8","81052010"
"10052073","1","2801","7","71052032"
"10053001","5","60522","2","61053001"
"10053002","5","60522","2","61053002"
"10053003","30","91002","8","71053001"
"10053004","1","22002","2","71053001"
"10053005","30","91002","8","71053002"
"10053006","1","22002","2","71053002"
"10053007","30","91002","8","71053003"
"10053008","1","22002","2","71053003"
"10053009","30","91002","8","71053004"
"10053010","1","22002","2","71053004"
"10053011","30","91002","8","71053005"
"10053012","1","22002","2","71053005"
"10053013","30","91002","8","71053006"
"10053014","1","22002","2","71053006"
"10053015","30","91002","8","71053007"
"10053016","1","22002","2","71053007"
"10053017","30","91002","8","71053008"
"10053018","1","22002","2","71053008"
"10053019","30","91002","8","71053009"
"10053020","1","22002","2","71053009"
"10053021","30","91002","8","71053010"
"10053022","1","22002","2","71053010"
"10053023","30","91002","8","71053011"
"10053024","1","22002","2","71053011"
"10053025","30","91002","8","71053012"
"10053026","1","22002","2","71053012"
"10053027","30","91002","8","71053013"
"10053028","1","22002","2","71053013"
"10053029","30","91002","8","71053014"
"10053030","1","22002","2","71053014"
"10053031","30","91002","8","71053015"
"10053032","1","22002","2","71053015"
"10053033","60","91002","8","71053016"
"10053034","2","22002","2","71053016"
"10053035","60","91002","8","71053017"
"10053036","2","22002","2","71053017"
"10053037","60","91002","8","71053018"
"10053038","2","22002","2","71053018"
"10053039","60","91002","8","71053019"
"10053040","2","22002","2","71053019"
"10053041","60","91002","8","71053020"
"10053042","2","22002","2","71053020"
"10053043","50000","94002","12","71053021"
"10053044","100000","94002","12","71053022"
"10053045","150000","94002","12","71053023"
"10053046","200000","94002","12","71053024"
"10053047","50","91002","8","71053025"
"10053048","1","31098","2","71053026"
"10053049","1","31098","2","71053027"
"10053050","1","31098","2","71053028"
"10053051","1","31098","2","71053029"
"10053052","1","31098","2","71053030"
"10053053","1","109801","1","71053031"
"10053054","4","31098","2","71053032"
"10053055","1","31098","2","81053001"
"10053056","25","91002","8","81053001"
"10053057","50","60522","2","81053002"
"10053058","30000","94002","12","81053002"
"10053059","50","60522","2","81053003"
"10053060","30000","94002","12","81053003"
"10053061","1","31098","2","81053004"
"10053062","25","91002","8","81053004"
"10053063","50","60522","2","81053005"
"10053064","30000","94002","12","81053005"
"10053065","50","60522","2","81053006"
"10053066","30000","94002","12","81053006"
"10053067","1","31098","2","81053007"
"10053068","25","91002","8","81053007"
"10053069","50","91002","8","81053008"
"10054001","5","60532","2","61054001"
"10054002","5","60532","2","61054002"
"10054003","30","91002","8","71054001"
"10054004","1","22002","2","71054001"
"10054005","30","91002","8","71054002"
"10054006","1","22002","2","71054002"
"10054007","30","91002","8","71054003"
"10054008","1","22002","2","71054003"
"10054009","30","91002","8","71054004"
"10054010","1","22002","2","71054004"
"10054011","30","91002","8","71054005"
"10054012","1","22002","2","71054005"
"10054013","30","91002","8","71054006"
"10054014","1","22002","2","71054006"
"10054015","30","91002","8","71054007"
"10054016","1","22002","2","71054007"
"10054017","30","91002","8","71054008"
"10054018","1","22002","2","71054008"
"10054019","30","91002","8","71054009"
"10054020","1","22002","2","71054009"
"10054021","30","91002","8","71054010"
"10054022","1","22002","2","71054010"
"10054023","30","91002","8","71054011"
"10054024","1","22002","2","71054011"
"10054025","30","91002","8","71054012"
"10054026","1","22002","2","71054012"
"10054027","30","91002","8","71054013"
"10054028","1","22002","2","71054013"
"10054029","30","91002","8","71054014"
"10054030","1","22002","2","71054014"
"10054031","30","91002","8","71054015"
"10054032","1","22002","2","71054015"
"10054033","60","91002","8","71054016"
"10054034","2","22002","2","71054016"
"10054035","60","91002","8","71054017"
"10054036","2","22002","2","71054017"
"10054037","60","91002","8","71054018"
"10054038","2","22002","2","71054018"
"10054039","60","91002","8","71054019"
"10054040","2","22002","2","71054019"
"10054041","60","91002","8","71054020"
"10054042","2","22002","2","71054020"
"10054043","50000","94002","12","71054021"
"10054044","100000","94002","12","71054022"
"10054045","150000","94002","12","71054023"
"10054046","200000","94002","12","71054024"
"10054047","250000","94002","12","71054025"
"10054048","50","91002","8","71054026"
"10054049","1","31146","2","71054027"
"10054050","1","31146","2","71054028"
"10054051","2","31146","2","71054029"
"10054052","2","31146","2","71054030"
"10054053","4","31146","2","71054031"
"10054054","10","31146","2","71054032"
"10054055","1","114601","1","71054033"
"10054056","100","60532","2","81054001"
"10054057","30000","94002","12","81054001"
"10054058","100","60532","2","81054002"
"10054059","30000","94002","12","81054002"
"10054060","2","31146","2","81054003"
"10054061","30","91002","8","81054003"
"10054062","2","31146","2","81054004"
"10054063","30","91002","8","81054004"
"10054064","100","60532","2","81054005"
"10054065","30000","94002","12","81054005"
"10054066","100","60532","2","81054006"
"10054067","30000","94002","12","81054006"
"10054068","2","31146","2","81054007"
"10054069","30","91002","8","81054007"
"10054070","100","91002","8","81054008"
"10055001","5","60542","2","61055001"
"10055002","5","60542","2","61055002"
"10055003","30","91002","8","71055001"
"10055004","1","22002","2","71055001"
"10055005","30","91002","8","71055002"
"10055006","1","22002","2","71055002"
"10055007","30","91002","8","71055003"
"10055008","1","22002","2","71055003"
"10055009","30","91002","8","71055004"
"10055010","1","22002","2","71055004"
"10055011","30","91002","8","71055005"
"10055012","1","22002","2","71055005"
"10055013","30","91002","8","71055006"
"10055014","1","22002","2","71055006"
"10055015","30","91002","8","71055007"
"10055016","1","22002","2","71055007"
"10055017","30","91002","8","71055008"
"10055018","1","22002","2","71055008"
"10055019","30","91002","8","71055009"
"10055020","1","22002","2","71055009"
"10055021","30","91002","8","71055010"
"10055022","1","22002","2","71055010"
"10055023","30","91002","8","71055011"
"10055024","1","22002","2","71055011"
"10055025","30","91002","8","71055012"
"10055026","1","22002","2","71055012"
"10055027","30","91002","8","71055013"
"10055028","1","22002","2","71055013"
"10055029","30","91002","8","71055014"
"10055030","1","22002","2","71055014"
"10055031","30","91002","8","71055015"
"10055032","1","22002","2","71055015"
"10055033","60","91002","8","71055016"
"10055034","2","22002","2","71055016"
"10055035","60","91002","8","71055017"
"10055036","2","22002","2","71055017"
"10055037","60","91002","8","71055018"
"10055038","2","22002","2","71055018"
"10055039","60","91002","8","71055019"
"10055040","2","22002","2","71055019"
"10055041","60","91002","8","71055020"
"10055042","2","22002","2","71055020"
"10055043","50000","94002","12","71055021"
"10055044","100000","94002","12","71055022"
"10055045","150000","94002","12","71055023"
"10055046","200000","94002","12","71055024"
"10055047","50","91002","8","71055025"
"10055048","1","31116","2","71055026"
"10055049","1","31116","2","71055027"
"10055050","1","31116","2","71055028"
"10055051","1","31116","2","71055029"
"10055052","1","31116","2","71055030"
"10055053","1","111601","1","71055031"
"10055054","1","2205","7","71055032"
"10055055","4","31116","2","71055033"
"10055056","1","31116","2","81055001"
"10055057","25","91002","8","81055001"
"10055058","50","60542","2","81055002"
"10055059","30000","94002","12","81055002"
"10055060","50","60542","2","81055003"
"10055061","30000","94002","12","81055003"
"10055062","1","31116","2","81055004"
"10055063","25","91002","8","81055004"
"10055064","50","60542","2","81055005"
"10055065","30000","94002","12","81055005"
"10055066","50","60542","2","81055006"
"10055067","30000","94002","12","81055006"
"10055068","1","31116","2","81055007"
"10055069","25","91002","8","81055007"
"10055070","50","91002","8","81055008"
"10056001","5","60552","2","61056001"
"10056002","5","60552","2","61056002"
"10056003","30","91002","8","71056001"
"10056004","1","22002","2","71056001"
"10056005","30","91002","8","71056002"
"10056006","1","22002","2","71056002"
"10056007","30","91002","8","71056003"
"10056008","1","22002","2","71056003"
"10056009","30","91002","8","71056004"
"10056010","1","22002","2","71056004"
"10056011","30","91002","8","71056005"
"10056012","1","22002","2","71056005"
"10056013","30","91002","8","71056006"
"10056014","1","22002","2","71056006"
"10056015","30","91002","8","71056007"
"10056016","1","22002","2","71056007"
"10056017","30","91002","8","71056008"
"10056018","1","22002","2","71056008"
"10056019","30","91002","8","71056009"
"10056020","1","22002","2","71056009"
"10056021","30","91002","8","71056010"
"10056022","1","22002","2","71056010"
"10056023","30","91002","8","71056011"
"10056024","1","22002","2","71056011"
"10056025","30","91002","8","71056012"
"10056026","1","22002","2","71056012"
"10056027","30","91002","8","71056013"
"10056028","1","22002","2","71056013"
"10056029","30","91002","8","71056014"
"10056030","1","22002","2","71056014"
"10056031","30","91002","8","71056015"
"10056032","1","22002","2","71056015"
"10056033","60","91002","8","71056016"
"10056034","2","22002","2","71056016"
"10056035","60","91002","8","71056017"
"10056036","2","22002","2","71056017"
"10056037","60","91002","8","71056018"
"10056038","2","22002","2","71056018"
"10056039","60","91002","8","71056019"
"10056040","2","22002","2","71056019"
"10056041","60","91002","8","71056020"
"10056042","2","22002","2","71056020"
"10056043","50000","94002","12","71056021"
"10056044","100000","94002","12","71056022"
"10056045","150000","94002","12","71056023"
"10056046","200000","94002","12","71056024"
"10056047","250000","94002","12","71056025"
"10056048","50","91002","8","71056026"
"10056049","1","31147","2","71056027"
"10056050","1","31147","2","71056028"
"10056051","2","31147","2","71056029"
"10056052","2","31147","2","71056030"
"10056053","4","31147","2","71056031"
"10056054","1","114701","1","71056032"
"10056055","10","31147","2","71056033"
"10056056","65","60552","2","81056001"
"10056057","20000","94002","12","81056001"
"10056058","65","60552","2","81056002"
"10056059","20000","94002","12","81056002"
"10056060","2","31147","2","81056003"
"10056061","30","91002","8","81056003"
"10056062","65","60552","2","81056004"
"10056063","20000","94002","12","81056004"
"10056064","65","60552","2","81056005"
"10056065","20000","94002","12","81056005"
"10056066","2","31147","2","81056006"
"10056067","30","91002","8","81056006"
"10056068","70","60552","2","81056007"
"10056069","20000","94002","12","81056007"
"10056070","70","60552","2","81056008"
"10056071","20000","94002","12","81056008"
"10056072","2","31147","2","81056009"
"10056073","30","91002","8","81056009"
"10056074","100","91002","8","81056010"
"10057001","5","60562","2","61057001"
"10057002","5","60562","2","61057002"
"10057003","30","91002","8","71057001"
"10057004","1","22002","2","71057001"
"10057005","30","91002","8","71057002"
"10057006","1","22002","2","71057002"
"10057007","30","91002","8","71057003"
"10057008","1","22002","2","71057003"
"10057009","30","91002","8","71057004"
"10057010","1","22002","2","71057004"
"10057011","30","91002","8","71057005"
"10057012","1","22002","2","71057005"
"10057013","30","91002","8","71057006"
"10057014","1","22002","2","71057006"
"10057015","30","91002","8","71057007"
"10057016","1","22002","2","71057007"
"10057017","30","91002","8","71057008"
"10057018","1","22002","2","71057008"
"10057019","30","91002","8","71057009"
"10057020","1","22002","2","71057009"
"10057021","30","91002","8","71057010"
"10057022","1","22002","2","71057010"
"10057023","30","91002","8","71057011"
"10057024","1","22002","2","71057011"
"10057025","30","91002","8","71057012"
"10057026","1","22002","2","71057012"
"10057027","30","91002","8","71057013"
"10057028","1","22002","2","71057013"
"10057029","30","91002","8","71057014"
"10057030","1","22002","2","71057014"
"10057031","30","91002","8","71057015"
"10057032","1","22002","2","71057015"
"10057033","60","91002","8","71057016"
"10057034","2","22002","2","71057016"
"10057035","60","91002","8","71057017"
"10057036","2","22002","2","71057017"
"10057037","60","91002","8","71057018"
"10057038","2","22002","2","71057018"
"10057039","60","91002","8","71057019"
"10057040","2","22002","2","71057019"
"10057041","60","91002","8","71057020"
"10057042","2","22002","2","71057020"
"10057043","50000","94002","12","71057021"
"10057044","100000","94002","12","71057022"
"10057045","150000","94002","12","71057023"
"10057046","200000","94002","12","71057024"
"10057047","50","91002","8","71057025"
"10057048","1","31121","2","71057026"
"10057049","1","31121","2","71057027"
"10057050","1","31121","2","71057028"
"10057051","1","31121","2","71057029"
"10057052","1","31121","2","71057030"
"10057053","1","112101","1","71057031"
"10057054","4","31121","2","71057032"
"10057055","1","31121","2","81057001"
"10057056","25","91002","8","81057001"
"10057057","50","60562","2","81057002"
"10057058","30000","94002","12","81057002"
"10057059","50","60562","2","81057003"
"10057060","30000","94002","12","81057003"
"10057061","1","31121","2","81057004"
"10057062","25","91002","8","81057004"
"10057063","50","60562","2","81057005"
"10057064","30000","94002","12","81057005"
"10057065","50","60562","2","81057006"
"10057066","30000","94002","12","81057006"
"10057067","1","31121","2","81057007"
"10057068","25","91002","8","81057007"
"10057069","50","91002","8","81057008"
"10058001","5","60572","2","61058001"
"10058002","5","60572","2","61058002"
"10058003","30","91002","8","71058001"
"10058004","1","22002","2","71058001"
"10058005","30","91002","8","71058002"
"10058006","1","22002","2","71058002"
"10058007","30","91002","8","71058003"
"10058008","1","22002","2","71058003"
"10058009","30","91002","8","71058004"
"10058010","1","22002","2","71058004"
"10058011","30","91002","8","71058005"
"10058012","1","22002","2","71058005"
"10058013","30","91002","8","71058006"
"10058014","1","22002","2","71058006"
"10058015","30","91002","8","71058007"
"10058016","1","22002","2","71058007"
"10058017","30","91002","8","71058008"
"10058018","1","22002","2","71058008"
"10058019","30","91002","8","71058009"
"10058020","1","22002","2","71058009"
"10058021","30","91002","8","71058010"
"10058022","1","22002","2","71058010"
"10058023","30","91002","8","71058011"
"10058024","1","22002","2","71058011"
"10058025","30","91002","8","71058012"
"10058026","1","22002","2","71058012"
"10058027","30","91002","8","71058013"
"10058028","1","22002","2","71058013"
"10058029","30","91002","8","71058014"
"10058030","1","22002","2","71058014"
"10058031","30","91002","8","71058015"
"10058032","1","22002","2","71058015"
"10058033","60","91002","8","71058016"
"10058034","2","22002","2","71058016"
"10058035","60","91002","8","71058017"
"10058036","2","22002","2","71058017"
"10058037","60","91002","8","71058018"
"10058038","2","22002","2","71058018"
"10058039","60","91002","8","71058019"
"10058040","2","22002","2","71058019"
"10058041","60","91002","8","71058020"
"10058042","2","22002","2","71058020"
"10058043","50000","94002","12","71058021"
"10058044","100000","94002","12","71058022"
"10058045","150000","94002","12","71058023"
"10058046","200000","94002","12","71058024"
"10058047","250000","94002","12","71058025"
"10058048","50","91002","8","71058026"
"10058049","1","31156","2","71058027"
"10058050","1","31156","2","71058028"
"10058051","2","31156","2","71058029"
"10058052","2","31156","2","71058030"
"10058053","4","31156","2","71058031"
"10058054","1","115601","1","71058032"
"10058055","10","31156","2","71058033"
"10058056","2","31156","2","81058001"
"10058057","30","91002","8","81058001"
"10058058","100","60572","2","81058002"
"10058059","30000","94002","12","81058002"
"10058060","100","60572","2","81058003"
"10058061","30000","94002","12","81058003"
"10058062","2","31156","2","81058004"
"10058063","30","91002","8","81058004"
"10058064","100","60572","2","81058005"
"10058065","30000","94002","12","81058005"
"10058066","100","60572","2","81058006"
"10058067","30000","94002","12","81058006"
"10058068","2","31156","2","81058007"
"10058069","30","91002","8","81058007"
"10058070","100","91002","8","81058008"
"10059001","5","60572","2","61059001"
"10059002","5","60572","2","61059002"
"10059003","30","91002","8","71059001"
"10059004","1","22002","2","71059001"
