f813d980a0a4bcde99a525dd39b950a5af6d0ad6892a6d3a6d1de836508739c1,109ad53b9040780b6f0b88393979e0cf246eda90421a721a3539306911658844,245c48357e024ff8522b1605d91bbb5b700db9de5a4f6027a78eab1a94f3b37c,70b0022db8a9a58a56797c60bf0f94b39b8ed22a508e71f67185eac640df9077,be09742f8b62f5ca0d69468ec4945d5ca4cd9ffa7dce0fd4b95f535ad925cf20
"200103004","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001030","提升物理防禦力（不可降低）"
"200103005","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001030","提升魔法防禦力（不可降低）"
"200103006","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001030","降低HP吸收"
"200103007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","82001030","減少TP下降"
"200103008","戰鬥開始時，大幅度降低全體角色的物理攻擊力。","5","82001030","降低物理攻擊力"
"200103009","戰鬥開始時，大幅度降低全體角色的魔法攻擊力。","6","82001030","降低魔法攻擊力"
"200103101","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001031","水屬性獎勵特大幅度提升"
"200103102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001031","深域怪物"
"200103103","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001031","賦予TP上升上限"
"200103104","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001031","提升物理防禦力（不可降低）"
"200103105","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001031","提升魔法防禦力（不可降低）"
"200103106","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001031","降低HP吸收"
"200103201","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001032","水屬性獎勵特大幅度提升"
"200103202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001032","深域怪物"
"200103203","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001032","賦予TP上升上限"
"200103204","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001032","提升物理防禦力（不可降低）"
"200103205","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001032","提升魔法防禦力（不可降低）"
"200103206","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001032","降低HP吸收"
"200103301","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001033","水屬性獎勵特大幅度提升"
"200103302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001033","深域怪物"
"200103303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001033","賦予TP上升上限"
"200103304","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001033","提升物理防禦力（不可降低）"
"200103305","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001033","提升魔法防禦力（不可降低）"
"200103306","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001033","降低HP吸收"
"200103401","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001034","水屬性獎勵特大幅度提升"
"200103402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001034","深域怪物"
"200103403","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001034","賦予TP上升上限"
"200103404","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001034","提升物理防禦力（不可降低）"
"200103405","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001034","提升魔法防禦力（不可降低）"
"200103406","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001034","降低HP吸收"
"200103501","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001035","水屬性獎勵特大幅度提升"
"200103502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001035","深域怪物"
"200103503","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001035","賦予TP上升上限"
"200103504","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001035","提升物理防禦力（不可降低）"
"200103505","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001035","提升魔法防禦力（不可降低）"
"200103506","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001035","降低HP吸收"
"200103601","戰鬥中，發動「降低物理暴擊傷害」、「降低魔法暴擊傷害」、「提升魔法暴擊傷害」效果。","25","82001036","危險領域"
"200103602","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001036","水屬性獎勵特大幅度提升"
"200103603","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001036","深域怪物"
"200103604","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001036","賦予TP上升上限"
"200103605","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001036","提升物理防禦力（不可降低）"
"200103606","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001036","提升魔法防禦力（不可降低）"
"200103607","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001036","降低HP吸收"
"200103608","戰鬥開始時，超大幅度降低全體角色的物理暴擊傷害。","22","82001036","降低物理暴擊傷害"
"200103609","戰鬥開始時，超大幅度降低全體角色的魔法暴擊傷害。","23","82001036","降低魔法暴擊傷害"
"200103610","戰鬥開始時，超大幅度提升最遠2名角色的魔法暴擊傷害。","21","82001036","提升魔法暴擊傷害"
"200103701","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001037","水屬性獎勵特大幅度提升"
"200103702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001037","深域怪物"
"200103703","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001037","賦予TP上升上限"
"200103704","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001037","提升物理防禦力（不可降低）"
"200103705","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001037","提升魔法防禦力（不可降低）"
"200103706","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001037","降低HP吸收"
"200103801","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001038","水屬性獎勵特大幅度提升"
"200103802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001038","深域怪物"
"200103803","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001038","賦予TP上升上限"
"200103804","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001038","提升物理防禦力（不可降低）"
"200103805","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001038","提升魔法防禦力（不可降低）"
"200103806","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001038","降低HP吸收"
"200103901","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001039","水屬性獎勵特大幅度提升"
"200103902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001039","深域怪物"
"200103903","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001039","賦予TP上升上限"
"200103904","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001039","提升物理防禦力（不可降低）"
"200103905","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001039","提升魔法防禦力（不可降低）"
"200103906","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001039","降低HP吸收"
"200104001","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001040","水屬性獎勵特大幅度提升"
"200104002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001040","深域怪物"
"200104003","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001040","賦予TP上升上限"
"200104004","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001040","提升物理防禦力（不可降低）"
"200104005","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001040","提升魔法防禦力（不可降低）"
"200104006","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001040","降低HP吸收"
"200104007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","82001040","減少TP下降"
"200104008","戰鬥開始時，大幅度降低全體角色的魔法防禦力。","8","82001040","降低魔法防禦力"
"200104101","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001041","水屬性獎勵特大幅度提升"
"200104102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001041","深域怪物"
"200104103","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001041","賦予TP上升上限"
"200104104","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001041","提升物理防禦力（不可降低）"
"200104105","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001041","提升魔法防禦力（不可降低）"
"200104106","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001041","降低HP吸收"
"200104201","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001042","水屬性獎勵特大幅度提升"
"200104202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001042","深域怪物"
"200104203","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001042","賦予TP上升上限"
"200104204","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001042","提升物理防禦力（不可降低）"
"200104205","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001042","提升魔法防禦力（不可降低）"
"200104206","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001042","降低HP吸收"
"200104301","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001043","水屬性獎勵特大幅度提升"
"200104302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001043","深域怪物"
"200104303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001043","賦予TP上升上限"
"200104304","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001043","提升物理防禦力（不可降低）"
"200104305","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001043","提升魔法防禦力（不可降低）"
"200104306","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001043","降低HP吸收"
"200104401","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001044","水屬性獎勵特大幅度提升"
"200104402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001044","深域怪物"
"200104403","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001044","賦予TP上升上限"
"200104404","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001044","提升物理防禦力（不可降低）"
"200104405","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001044","提升魔法防禦力（不可降低）"
"200104406","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001044","降低HP吸收"
"200104501","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001045","水屬性獎勵特大幅度提升"
"200104502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001045","深域怪物"
"200104503","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001045","賦予TP上升上限"
"200104504","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001045","提升物理防禦力（不可降低）"
"200104505","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001045","提升魔法防禦力（不可降低）"
"200104506","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001045","降低HP吸收"
"200104601","戰鬥中，發動「反擊屏障」效果。","25","82001046","危險領域"
"200104602","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001046","水屬性獎勵特大幅度提升"
"200104603","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001046","深域怪物"
"200104604","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001046","賦予TP上升上限"
"200104605","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001046","提升物理防禦力（不可降低）"
"200104606","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001046","提升魔法防禦力（不可降低）"
"200104607","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001046","降低HP吸收"
"200104608","戰鬥開始時，賦予所有怪物提供 5 個能夠對攻擊角色20000傷害的反擊屏障。","24","82001046","反擊屏障"
"200104701","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001047","水屬性獎勵特大幅度提升"
"200104702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001047","深域怪物"
"200104703","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001047","賦予TP上升上限"
"200104704","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001047","提升物理防禦力（不可降低）"
"200104705","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001047","提升魔法防禦力（不可降低）"
"200104706","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001047","降低HP吸收"
"200104801","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001048","水屬性獎勵特大幅度提升"
"200104802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001048","深域怪物"
"200104803","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001048","賦予TP上升上限"
"200104804","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001048","提升物理防禦力（不可降低）"
"200104805","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001048","提升魔法防禦力（不可降低）"
"200104806","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001048","降低HP吸收"
"200104901","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001049","水屬性獎勵特大幅度提升"
"200104902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001049","深域怪物"
"200104903","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001049","賦予TP上升上限"
"200104904","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001049","提升物理防禦力（不可降低）"
"200104905","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001049","提升魔法防禦力（不可降低）"
"200104906","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001049","降低HP吸收"
"200105001","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001050","水屬性獎勵特大幅度提升"
"200105002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001050","深域怪物"
"200105003","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001050","賦予TP上升上限"
"200105004","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001050","提升物理防禦力（不可降低）"
"200105005","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001050","提升魔法防禦力（不可降低）"
"200105006","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001050","降低HP吸收"
"200105007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","82001050","減少TP下降"
"200105008","戰鬥開始時，所有怪物的物理傷害為減少50%的狀態。","boss_physics_cut","82001050","物理傷害降低"
"200105101","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001051","水屬性獎勵特大幅度提升"
"200105102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001051","深域怪物"
"200105103","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001051","賦予TP上升上限"
"200105104","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001051","提升物理防禦力（不可降低）"
"200105105","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001051","提升魔法防禦力（不可降低）"
"200105106","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001051","降低HP吸收"
"200105201","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001052","水屬性獎勵特大幅度提升"
"200105202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001052","深域怪物"
"200105203","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001052","賦予TP上升上限"
"200105204","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001052","提升物理防禦力（不可降低）"
"200105205","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001052","提升魔法防禦力（不可降低）"
"200105206","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001052","降低HP吸收"
"200105301","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001053","水屬性獎勵特大幅度提升"
"200105302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001053","深域怪物"
"200105303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001053","賦予TP上升上限"
"200105304","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001053","提升物理防禦力（不可降低）"
"200105305","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001053","提升魔法防禦力（不可降低）"
"200105306","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001053","降低HP吸收"
"200105401","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001054","水屬性獎勵特大幅度提升"
"200105402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001054","深域怪物"
"200105403","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001054","賦予TP上升上限"
"200105404","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001054","提升物理防禦力（不可降低）"
"200105405","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001054","提升魔法防禦力（不可降低）"
"200105406","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001054","降低HP吸收"
"200105501","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001055","水屬性獎勵特大幅度提升"
"200105502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001055","深域怪物"
"200105503","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001055","賦予TP上升上限"
"200105504","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001055","提升物理防禦力（不可降低）"
"200105505","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001055","提升魔法防禦力（不可降低）"
"200105506","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001055","降低HP吸收"
"200105601","戰鬥中，發動「造成中毒」效果。","25","82001056","危險領域"
"200105602","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001056","水屬性獎勵特大幅度提升"
"200105603","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001056","深域怪物"
"200105604","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001056","賦予TP上升上限"
"200105605","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001056","提升物理防禦力（不可降低）"
"200105606","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001056","提升魔法防禦力（不可降低）"
"200105607","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001056","降低HP吸收"
"200105608","戰鬥開始時，使全體角色中毒。","10","82001056","賦予毒"
"200105701","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001057","水屬性獎勵特大幅度提升"
"200105702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001057","深域怪物"
"200105703","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001057","賦予TP上升上限"
"200105704","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001057","提升物理防禦力（不可降低）"
"200105705","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001057","提升魔法防禦力（不可降低）"
"200105706","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001057","降低HP吸收"
"200105801","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001058","水屬性獎勵特大幅度提升"
"200105802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001058","深域怪物"
"200105803","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001058","賦予TP上升上限"
"200105804","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001058","提升物理防禦力（不可降低）"
"200105805","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001058","提升魔法防禦力（不可降低）"
"200105806","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001058","降低HP吸收"
"200105901","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001059","水屬性獎勵特大幅度提升"
"200105902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001059","深域怪物"
"200105903","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001059","賦予TP上升上限"
"200105904","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001059","提升物理防禦力（不可降低）"
"200105905","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001059","提升魔法防禦力（不可降低）"
"200105906","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001059","降低HP吸收"
"200106001","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001060","水屬性獎勵特大幅度提升"
"200106002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001060","深域怪物"
"200106003","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001060","賦予TP上升上限"
"200106004","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001060","提升物理防禦力（不可降低）"
"200106005","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001060","提升魔法防禦力（不可降低）"
"200106006","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001060","降低HP吸收"
"200106007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","82001060","減少TP下降"
"200106008","戰鬥開始時，特大幅度恢復所有怪物的TP。","energy_recover","82001060","TP恢復"
"200106101","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001061","水屬性獎勵特大幅度提升"
"200106102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001061","深域怪物"
"200106103","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001061","賦予TP上升上限"
