3bc52a59f3a750f85329ce29deab24089230047f52d866140ea17410dc77b25b,3f3c1c0661bfe0715a5349298bda7af0e039539d8dccd2b7a5d0f8a3fbc6aeb4,2b249f3abf16f074a65860450e2ce9b4964b8ecfac1f68ca08d1daea2b25b3f4,7a7d2a6938e41d1bd5630ad04533a784cd8429c3d66a783409012a39eeeafc6e,5d0dafc227d264c631d8a90d0994fe21a97653a5a407c3207dea937b47af0d92,31fbf7504fe2a0bc7a7879092afa0468bbfe93d60573aeff12544ee78e4c9eb2,4a9f7dca33ed58f097bebbfcf686da4fd217168315aa02673f9a2c7c9b7b76c8,85338c5a0f3fc6668f53d9fe80357d7bd484dcf9c54456f02cc2436aca5ba695,74c823c013304f3d532f1ae6faff1e9dcba5eddc1c56a3ea32fe4d53ae38b85e,2d21496944bf7f55f69cfd644b16139251f5a4cf49444bbbd5bd8fd074f868b4,e78335ed0641901b89e78dd5fd81c159507448490311e4c4834612187cf526ae
"0","1","11","1","10","0","72033","也是啦……\n因為我突然間太太太心急了嘛……","0","72","1"
"","0","91","","0","","72034","","","72","0"
"0.2","clear_guts1_talk","3","1","0","","72035","clear_guts1_in","0","72","1"
"","0","21","","0","","72036","vo_asb_0727","","72","vo_asb"
"0","1","11","1","10","0","72037","但是我覺得可不能就這樣放棄呢。\n所以我打算時不時就去一趟森林，\n試著讓300年縮短成３年！","0","72","1"
"","0","91","","0","","72038","","","72","0"
"","","101","","","","72039","","","72","72040"
"0.3","1","6","0","1","","72040","1","0","72","1"
"0.3","1","6","0","1","","72041","1","0","72","0"
"","0.3","2","1","-250","","72042","-120","","72","1"
"","0.3","2","1","0","","72043","-100","","72","0"
"","","22","","","","72044","0","","72","0"
"","","93","","","","72045","0","","72","0.4"
"2.2","30","5","-250","52","riri_idle","82001","1","0","82","1"
"0","1","6","0","1","","82002","1","0","82","1"
"1","50","5","0","29","black","82003","0","0","82","0"
"0","1","6","0","1","","82004","1","0","82","0"
"","","91","","","","82005","","","82","0"
"0.2","1","6","1","1","","82006","1","0","82","1"
"0.2","1","6","1","1","","82007","1","0","82","0"
"","0.3","2","2","-250","","82008","-20","","82","1"
"","0.3","2","2","0","","82009","0","","82","0"
"","","93","","","","82010","0","","82","0.6"
"0.2","","3","","1","","82011","riri_talk","","82","1"
"","0","21","","0","","82012","vo_asb_0821","","82","vo_asb"
"0","1","11","1","10","0","82013","那時候，\n我受到了挖角。\n據美里小姐所說，\n我似乎有當幼教師的「天賦」。","0","82","1"
"","0","91","","0","","82014","","","82","0"
"0.2","","3","","1","","82015","sad_talk_surprise","","82","1"
"","0","21","","0","","82016","vo_asb_0822","","82","vo_asb"
"0","1","11","1","10","0","82017","姑且不說小孩子，\n我確實認知自己深受動物喜歡……\n我也有自知之明，\n知道自己不適合冒險者這份工作……","0","82","1"
"","0","91","","0","","82018","","","82","0"
"0.2","","3","","1","","82019","guts2_talk_Ex1","","82","1"
"","0","21","","0","","82020","vo_asb_0823","","82","vo_asb"
"0","1","11","1","10","0","82021","即使如此……我是個要克服先天優劣，\n往自己的道路勇敢前進的冒險者。\n一旦下定決心，\n就不能輕言放棄……！","0","82","1"
"","0","91","","0","","82022","","","82","0"
"0.2","","3","","1","","82023","talk_joy","","82","1"
"","0","21","","0","","82024","vo_asb_0824","","82","vo_asb"
"0","1","11","1","10","0","82025","當我向美里小姐表示\n我堅定不移的決心後，\n她回應我「好的～♪」\n並馬上理解了我的決心。","0","82","1"
"","0","91","","0","","82026","","","82","0"
"0.2","","3","","1","","82027","wish_talk_joyR_riri","","82","1"
"","0","21","","0","","82028","vo_asb_0825","","82","vo_asb"
"0","1","11","1","10","0","82029","她既溫和又寬容，\n還通情達理……\n她正是真正的幼教師呢。","0","82","1"
"","0","91","","0","","82030","","","82","0"
"0.2","","3","","1","","82031","surprise_talk_nervous","","82","1"
"","0","21","","0","","82032","vo_asb_0826","","82","vo_asb"
"0","1","11","1","10","0","82033","……只不過，和她道別時，\n她依然用同樣溫和的笑容對我說\n「我還會再邀請妳的～♪」\n讓我有些在意就是了……","0","82","1"
"","0","91","","0","","82034","","","82","0"
"","","101","","","","82035","","","82","82036"
"0.3","1","6","0","1","","82036","1","0","82","1"
"0.3","1","6","0","1","","82037","1","0","82","0"
"","0.3","2","1","-250","","82038","-120","","82","1"
"","0.3","2","1","0","","82039","-100","","82","0"
"","","22","","","","82040","0","","82","0"
"","","93","","","","82041","0","","82","0.4"
"2.2","30","5","-250","52","clear_surprise_talk","92001","1","0","92","2"
"0","1","6","0","1","","92002","1","0","92","1"
"1","50","5","0","29","black","92003","0","0","92","0"
"0","1","6","0","1","","92004","1","0","92","0"
"","","91","","","","92005","","","92","0"
"0.2","1","6","1","1","","92006","1","0","92","1"
"0.2","1","6","1","1","","92007","1","0","92","0"
"","0.3","2","2","-250","","92008","-20","","92","1"
"","0.3","2","2","0","","92009","0","","92","0"
"","","93","","","","92010","0","","92","0.6"
"","0","21","","0","","92011","vo_asb_0921","","92","vo_asb"
"0","1","11","1","10","0","92012","洞穴真是不可思議呢……","0","92","1"
"","0","91","","0","","92013","","","92","0"
"","0","21","","0","","92014","vo_asb_0922","","92","vo_asb"
"0","1","11","1","10","0","92015","既昏暗又狹窄，\n既涼爽又安靜。\n該怎麼說，總覺得……能讓人平靜下來。","0","92","1"
"","0","91","","0","","92016","","","92","0"
"0.1","clear_kohon_loop_normal2","3","1","0","","92017","surpriseToKohon","0","92","1"
"","0","21","","0","","92018","vo_asb_0923","","92","vo_asb"
"0","1","11","1","10","0","92019","那些特徵，\n我可能意外地滿喜歡的喔……？\n雖然也不是說，\n看到洞穴就想跳進去……","0","92","1"
"","0","91","","0","","92020","","","92","0"
"0.2","","3","","1","","92021","clear_wish_talk_joy_noShy","","92","1"
"","0","21","","0","","92022","vo_asb_0924","","92","vo_asb"
"0","1","11","1","10","0","92023","但我也學會怎麼挖洞了，\n要不要來挖一個我專用的洞穴呢……？","0","92","1"
"","0","91","","0","","92024","","","92","0"
"","","101","","","","92025","","","92","92026"
"0.3","1","6","0","1","","92026","1","0","92","1"
"0.3","1","6","0","1","","92027","1","0","92","0"
"","0.3","2","1","-250","","92028","-120","","92","1"
"","0.3","2","1","0","","92029","-100","","92","0"
"","","22","","","","92030","0","","92","0"
"","","93","","","","92031","0","","92","0.4"
"2.2","30","5","-250","52","idle_precia","102001","1","0","102","3"
"0","1","6","0","1","","102002","1","0","102","1"
"1","50","5","0","29","black","102003","0","0","102","0"
"0","1","6","0","1","","102004","1","0","102","0"
"","","91","","","","102005","","","102","0"
"0.2","1","6","1","1","","102006","1","0","102","1"
"0.2","1","6","1","1","","102007","1","0","102","0"
"","0.3","2","2","-250","","102008","-20","","102","1"
"","0.3","2","2","0","","102009","0","","102","0"
"","","93","","","","102010","0","","102","0.6"
"0.3","","3","","1","","102011","doya_idle_surprise_precia","","102","1"
"","0","21","","0","","102012","vo_asb_1021","","102","vo_asb"
"0","1","11","1","10","0","102013","「變態可疑分子\n就該掉進陷阱裡。」","0","102","1"
"","0","91","","0","","102014","","","102","0"
"0.3","","3","","1","","102015","talk_precia","","102","1"
"","0","21","","0","","102016","vo_asb_1022","","102","vo_asb"
"0","1","11","1","10","0","102017","鏡華，\n她說的。","0","102","1"
"","0","91","","0","","102018","","","102","0"
"0.3","","3","","1","","102019","think_idle_anger_precia","","102","1"
"","0","21","","0","","102020","vo_asb_1023","","102","vo_asb"
"0","1","11","1","10","0","102021","變態可疑分子，\n是什麼……？","0","102","1"
"","0","91","","0","","102022","","","102","0"
"0.2","sad_talk_surprise_precia","3","1","0","","102023","thinkToSad_precia","0","102","1"
"","0","21","","0","","102024","vo_asb_1024","","102","vo_asb"
"0","1","11","1","10","0","102025","……我不懂的事，\n還有好多。","0","102","1"
"","0","91","","0","","102026","","","102","0"
"0.3","","3","","1","","102027","guts2_talk_joy_precia","","102","1"
"","0","21","","0","","102028","vo_asb_1025","","102","vo_asb"
"0","1","11","1","10","0","102029","我要，\n不停學習，喔。","0","102","1"
"","0","91","","0","","102030","","","102","0"
"","","101","","","","102031","","","102","102032"
"0.3","1","6","0","1","","102032","1","0","102","1"
"0.3","1","6","0","1","","102033","1","0","102","0"
"","0.3","2","1","-250","","102034","-120","","102","1"
"","0.3","2","1","0","","102035","-100","","102","0"
"","","22","","","","102036","0","","102","0"
"","","93","","","","102037","0","","102","0.4"
"2.2","30","5","-250","52","clear_wish_talk_joy","112001","1","0","112","2"
"0","1","6","0","1","","112002","1","0","112","1"
"1","50","5","0","29","black","112003","0","0","112","0"
"0","1","6","0","1","","112004","1","0","112","0"
"","","91","","","","112005","","","112","0"
"0.2","1","6","1","1","","112006","1","0","112","1"
"0.2","1","6","1","1","","112007","1","0","112","0"
"","0.3","2","2","-250","","112008","-20","","112","1"
"","0.3","2","2","0","","112009","0","","112","0"
"","","93","","","","112010","0","","112","0.6"
"","0","21","","0","","112011","vo_asb_1121","","112","vo_asb"
"0","1","11","1","10","0","112012","深月小姐端出來的特調茶，\n有種不可思議的香氣。","0","112","1"
"","0","91","","0","","112013","","","112","0"
"0.2","","3","","1","","112014","clear_memoly_talk","","112","1"
"","0","21","","0","","112015","vo_asb_1122","","112","vo_asb"
"0","1","11","1","10","0","112016","光是聞到就讓人覺得輕飄飄地，\n身體熱了起來。\n據深月小姐所說，\n那有滋養強壯的效果。","0","112","1"
"","0","91","","0","","112017","","","112","0"
"0.3","","3","","1","","112018","clear_surprise_talk","","112","1"
"","0","21","","0","","112019","vo_asb_1123","","112","vo_asb"
"0","1","11","1","10","0","112020","雖然哥哥不知道為什麼難得表現出\n焦急的樣子阻止了我，\n說別喝比較好，\n所以我只有聞聞香氣而已……","0","112","1"
"","0","91","","0","","112021","","","112","0"
"0.2","","3","","1","","112022","clear_wish_talk_normal2","","112","1"
"","0","21","","0","","112023","vo_asb_1124","","112","vo_asb"
"0","1","11","1","10","0","112024","但深月小姐說：\n「下次會讓你們喝\n更有效果的茶，\n要再來喔。」","0","112","1"
"","0","91","","","","112025","","","112","0"
"","0","21","","0","","112026","vo_asb_1125","","112","vo_asb"
"0","1","11","1","10","0","112027","既然她這麼說了，\n我想再去找她玩。","0","112","1"
"","0","91","","0","","112028","","","112","0"
"0.2","clear_talk_joyR","3","1","0","","112029","wishToTalk","0","112","1"
"","0","21","","0","","112030","vo_asb_1126","","112","vo_asb"
"0","1","11","1","10","0","112031","呵呵……雖然公會入口看起來很可怕，\n但不能只用外表判斷呢。\n這也算是在這方面學了一課♪","0","112","1"
"","0","91","","0","","112032","","","112","0"
"","","101","","","","112033","","","112","112034"
"0.3","1","6","0","1","","112034","1","0","112","1"
"0.3","1","6","0","1","","112035","1","0","112","0"
"","0.3","2","1","-250","","112036","-120","","112","1"
"","0.3","2","1","0","","112037","-100","","112","0"
"","","22","","","","112038","0","","112","0"
"","","93","","","","112039","0","","112","0.4"
"2.2","30","5","-250","52","notice_loop","122001","1","0","122","3"
"0","1","6","0","1","","122002","1","0","122","1"
"1","50","5","0","29","black","122003","0","0","122","0"
"0","1","6","0","1","","122004","1","0","122","0"
"","","91","","","","122005","","","122","0"
"0.2","1","6","1","1","","122006","1","0","122","1"
"0.2","1","6","1","1","","122007","1","0","122","0"
"","0.3","2","2","-250","","122008","-20","","122","1"
"","0.3","2","2","0","","122009","0","","122","0"
"","","93","","","","122010","0","","122","0.6"
"","0","21","","0","","122011","vo_asb_1221","","122","vo_asb"
"0","1","11","1","10","0","122012","深月的，\n氣息……","0","122","1"
"","0","91","","0","","122013","","","122","0"
"0.3","","3","","1","","122014","sad_idle_surprise","","122","1"
"","0","21","","0","","122015","vo_asb_1222","","122","vo_asb"
"0","1","11","1","10","0","122016","她不是，\n等閒之輩。","0","122","1"
"","0","91","","0","","122017","","","122","0"
"0.3","","3","","1","","122018","surprise_idle_anger_precia","","122","1"
"","0","21","","0","","122019","vo_asb_1223","","122","vo_asb"
"0","1","11","1","10","0","122020","壞人？\n正義的，夥伴？","0","122","1"
"","0","91","","0","","122021","","","122","0"
"0.2","think_idle_Ex1_precia","3","1","0","","122022","surpriseToThink_precia","0","122","1"
"","0","21","","0","","122023","vo_asb_1224","","122","vo_asb"
"0","1","11","1","10","0","122024","真複雜。","0","122","1"
"","0","91","","0","","122025","","","122","0"
"","","101","","","","122026","","","122","122027"
"0.3","1","6","0","1","","122027","1","0","122","1"
"0.3","1","6","0","1","","122028","1","0","122","0"
"","0.3","2","1","-250","","122029","-120","","122","1"
"","0.3","2","1","0","","122030","-100","","122","0"
"","","22","","","","122031","0","","122","0"
"","","93","","","","122032","0","","122","0.4"
"2.2","30","5","-250","52","lift_down_normal","132001","1","0","132","3"
"0","1","6","0","1","","132002","1","0","132","1"
"1","50","5","0","29","black","132003","0","0","132","0"
"0","1","6","0","1","","132004","1","0","132","0"
"","","91","","","","132005","","","132","0"
"0.2","1","6","1","1","","132006","1","0","132","1"
"0.2","1","6","1","1","","132007","1","0","132","0"
"","0.3","2","2","-250","","132008","-20","","132","1"
"","0.3","2","2","0","","132009","0","","132","0"
"","","93","","","","132010","0","","132","0.6"
"","0","21","","0","","132011","vo_asb_1321","","132","vo_asb"
"0","1","11","1","10","0","132012","冒險的，道具。\n有好多。","0","132","1"
"","0","91","","0","","132013","","","132","0"
"0.2","lift_down_shy","3","1","0","","132014","lift_down_shy_in","0","132","1"
"","0","21","","0","","132015","vo_asb_1322","","132","vo_asb"
"0","1","11","1","10","0","132016","拿不……動。","0","132","1"
"","0","91","","0","","132017","","","132","0"
"0.2","lift_up_loop","3","1","0","","132018","lift_up_in","0","132","1"
"","0","21","","0","","132019","vo_asb_1323","","132","vo_asb"
"0","1","11","1","10","0","132020","但是，\n我會，拿的。","0","132","1"
"","0","91","","0","","132021","","","132","0"
"","0","21","","0","","132022","vo_asb_1324","","132","vo_asb"
"0","1","11","1","10","0","132023","這，就是，\n我想保護的、東西，\n的重量。","0","132","1"
"","0","91","","0","","132024","","","132","0"
"","","101","","","","132025","","","132","132026"
"0.3","1","6","0","1","","132026","1","0","132","1"
"0.3","1","6","0","1","","132027","1","0","132","0"
"","0.3","2","1","-250","","132028","-120","","132","1"
"","0.3","2","1","0","","132029","-100","","132","0"
"","","22","","","","132030","0","","132","0"
"","","93","","","","132031","0","","132","0.4"
"2.2","30","5","-250","52","sad_talk_dere","142001","1","0","142","1"
"0","1","6","0","1","","142002","1","0","142","1"
"1","50","5","0","29","black","142003","0","0","142","0"
"0","1","6","0","1","","142004","1","0","142","0"
"","","91","","","","142005","","","142","0"
"0.2","1","6","1","1","","142006","1","0","142","1"
"0.2","1","6","1","1","","142007","1","0","142","0"
"","0.3","2","2","-250","","142008","-20","","142","1"
"","0.3","2","2","0","","142009","0","","142","0"
"","","93","","","","142010","0","","142","0.6"
"","0","21","","0","","142011","vo_asb_1421","","142","vo_asb"
"0","1","11","1","10","0","142012","做為謝禮收下的便當，\n實在是太美味了……","0","142","1"
"","0","91","","0","","142013","","","142","0"
"0.3","","3","","1","","142014","sad_talk_joyR","","142","1"
"","0","21","","0","","142015","vo_asb_1422","","142","vo_asb"
"0","1","11","1","10","0","142016","總有一天，\n我也想做出那樣飽含心意的便當，\n若能默默交給兄長大人的話就好了，\n說笑的……","0","142","1"
"","0","91","","0","","142017","","","142","0"
"0.3","","3","","1","","142018","wish_talk_nervous_riri","","142","1"
"","0","21","","0","","142019","vo_asb_1423","","142","vo_asb"
"0","1","11","1","10","0","142020","我連做個煎蛋捲\n都能燒焦，\n一不小心就將白日夢\n想得太遠了。","0","142","1"
"","0","91","","0","","142021","","","142","0"
"0.2","","3","","1","","142022","wish_talk_normal2_riri","","142","1"
"","0","21","","0","","142023","vo_asb_1424","","142","vo_asb"
"0","1","11","1","10","0","142024","……不過，\n透過這次的冒險，\n我明白了夢想就是種偉大的力量。","0","142","1"
"","0","91","","0","","142025","","","142","0"
"0.2","","3","","1","","142026","guts2_talk_riri","","142","1"
"","0","21","","0","","142027","vo_asb_1425","","142","vo_asb"
"0","1","11","1","10","0","142028","我不會放棄，總有一天\n要成為能支援兄長大人的冒險者。\n我要帶著這個夢想，\n一步一腳印地往前邁進。","0","142","1"
"","0","91","","0","","142029","","","142","0"
"","","101","","","","142030","","","142","142031"
"0.3","1","6","0","1","","142031","1","0","142","1"
"0.3","1","6","0","1","","142032","1","0","142","0"
"","0.3","2","1","-250","","142033","-120","","142","1"
"","0.3","2","1","0","","142034","-100","","142","0"
"","","22","","","","142035","0","","142","0"
"","","93","","","","142036","0","","142","0.4"
