118938e947957b3367868d6689117d54d5adc59d785c99c0aef48fbbe8a48d2d,2c71f015b95d56704298aac20c7b927a5183f4a294747cc30fe7f442e6cfd956,d98df469d77a2ae4bb295f13e2579dbbc4a51a691788bf39ba6e5455883d22a7,dcfbb93211a888f100d2549be64640efaa88ac03a10cfdad7f4f7b304e4ba0af,ce8676148d31d309870baa096a4a1121f16b9ea0b0731a7a0f574c6db6b1bc17,c8a2bbe30ec718bcef570c1e0c7cf454b4754e95e31a921b7906e8ae638e7fb3,3898e90078ce8037b09dced558691f4b891ca76ee032c916eae3a6b5c2f26380,17c327117043b4df26a8bd7c8aff48fb518274a3351e44fcfe5459d71401cb55,5e2ade782bf6d1bff8975be48f9cc72eca97d7e3de0608a96c15938652a5ba54,8399f2fb0fa6e0cfb87e2e5af5381387753f82df35fff1d77ae705d502498722,a0d76e6f37ec5255d11a2a57ef0be3183b576fcfdd510bdcd85bc1ad2b460c11,bd9c8acf152193e7b8a27a15ed499c350a7324d53188d31975b84264b100592e,c9084b9459f5e23c60154603232cad1647e7ec4749d7a1cb008916eb8ae48ec4,ba54e9ec150fe85580cc1a20c46b4c21bd5fbad56c8f1fc2eb23cbc7665dba10,c883bee899b2874a950ee6c56fe5f4258d68cdcc25306aef983c1cb9df7f466b,4d8c8ff92d2ba4271d3f839ae77cc01e322b9b4c7703d9ae00bef9c2b39667a9,7e47a94b8ff739eae73b06ce627b5bdfd330f6468c693ad147a4addd8b25c476,3982931f659928e652dc036a2622bb7b1a5d258c2efc2513bbe39e0980879b2b,36ed123888bf7291ca3653c783d6eb8791111b8b0e4920170c18c669013a7103,eb2a1c857f6d1931b791ef692a2add07bb7f947d5c3ef211f4d456e17f7e6cf4,2fbb9bc14c84ac44a688ca28b6326b307a92449641e03ef04d99578f835f6d21
"4","113750101","0","15","0","0","提升自身{0}的魔法攻擊力","0","15","0","0","0","0","1","0","1","90","1","0","0","魔法攻擊力提升+{0}"
"4","113751101","0","15","0","0","提升自身{0}的魔法攻擊力","0","240","0","0","0","0","1","0","1","90","1","0","0","魔法攻擊力提升+{0}"
"2","113800101","1","1.8","0","2160","對敵方單體造成{0}的魔法傷害","2","22.5","0","37","1","0","22.5","0","1","1","0","0","0","魔法傷害+{0}"
"2","113800102","1","0","0","2160","使敵方單體失去{0}的TP","2","1.5","0","37","1","0","150","0","1","16","0","0","0","TP傷害+{0}"
"41","113800103","1","0.8","0","2160","降低敵方單體{0}的魔法防禦力","2","0.8","0","37","1","0","1","0","1","10","18","0","0","魔法防禦力降低+{0}"
"1","113800201","1","0","0","2160","對目標夥伴施加挑釁狀態","1","0","0","35","2","0","12","0","1","20","0","0","0",""
"20","113800202","1","1.4","0","2160","讓目標夥伴的物理防禦力提升{0}","1","1.4","0","35","2","0","1","0","1","10","12","0","0","物理防禦力提升+{0}"
"40","113800203","1","1.4","0","2160","讓目標夥伴的魔法防禦力提升{0}","1","1.4","0","35","2","0","1","0","1","10","12","0","0","魔法防禦力提升+{0}"
"60","113800301","99","0","0","2160","使全體夥伴的物理暴擊提升{0}","3","125","0","3","2","0","1","0","1","10","12","0","0",""
"70","113800302","99","0","0","2160","使全體夥伴的魔法暴擊提升{0}","3","125","0","3","2","0","1","0","1","10","12","0","0",""
"2","113800303","99","2","0","2160","回復我方全體{0}的HP","3","2","0","3","2","0","1","0","1","4","0.1","0","0","HP回復量+{0}"
"1","113801201","1","0","0","2160","對目標夥伴施加挑釁狀態","1","0","0","35","2","0","12","0","1","20","0","0","0",""
"20","113801202","1","2.1","0","2160","讓目標夥伴的物理防禦力提升{0}","1","2.1","0","35","2","0","1","0","1","10","12","0","0","物理防禦力提升+{0}"
"40","113801203","1","2.1","0","2160","讓目標夥伴的魔法防禦力提升{0}","1","2.1","0","35","2","0","1","0","1","10","12","0","0","魔法防禦力提升+{0}"
"10","113801204","1","12.5","0","2160","讓目標夥伴的物理攻擊力提升{0}","1","12.5","0","35","2","0","1","0","1","10","12","0","0","物理攻擊力提升+{0}"
"30","113801205","1","12.5","0","2160","讓目標夥伴的魔法攻擊力提升{0}","1","12.5","0","35","2","0","1","0","1","10","12","0","0","魔法攻擊力提升+{0}"
"2","113801206","1","0.08","12.5","2160","每秒回復{0}的HP","1","1.6","0","35","2","0","1.6","0","1","48","0","0","1","回復量+{0}"
"2","113820101","1","2.2","0","2160","對敵方單體造成{0}的魔法傷害","2","22.5","0","37","1","0","22.5","0","1","1","0","0","0","魔法傷害+{0}"
"2","113820102","1","0","0","2160","使敵方單體失去{0}的TP","2","0","0","37","1","0","540","0","1","16","0","0","0",""
"41","113820103","1","0.8","0","2160","降低敵方單體{0}的魔法防禦力","2","0.8","0","37","1","0","1","0","1","10","18","0","0","魔法防禦力降低+{0}"
"5","113850101","0","2","0","0","提升自身{0}的魔法防禦力","0","2","0","0","0","0","1","0","1","90","1","0","0","魔法防禦力提升+{0}"
"5","113851101","0","2","0","0","提升自身{0}的魔法防禦力","0","32","0","0","0","0","1","0","1","90","1","0","0","魔法防禦力提升+{0}"
"1","113900101","1","2.7","0","2160","對敵方單體造成{0}的物理傷害","2","33.75","0","14","1","0","33.75","0","1","1","0","0","0","物理傷害+{0}"
"11","113900102","1","54","0","2160","降低敵方單體{0}的物理攻擊力","2","54","0","14","1","0","1","0","1","10","18","0","1","物理攻擊力降低+{0}"
"1","113900103","1","18","0","2160","一段時間內降低敵方單體的行動速度","2","0","0","14","1","0","0.2","0","1","8","0","0","0","造成行動速度降低的成功Lv+1"
"1","113900201","1","12","0","0","展開{0}傷害量的物理無效護盾","1","75","0","7","2","0","75","0","1","6","0","0","0","無效傷害量+{0}"
"20","113900202","1","1.25","0","0","提升自身{0}的物理防禦力","1","1.25","0","7","2","0","1","0","1","10","12","0","0","物理防禦力提升+{0}"
"1","113900301","1","0","0","0","挑釁敵方全體","1","0.05","0","7","2","0","5","0","1","20","0","0","0",""
"1","113900302","1","5","0","0","回復自身{0}的HP","1","5","0","7","2","0","1","0","1","4","1","0","0","HP回復量+{0}"
"0","113900303","1","100","0","2160","使一名敵人陷入恐慌狀態","2","0","0","14","1","0","8","0","1","61","0","0","0","恐慌的成功確定Lv+1"
"1","113901201","1","12","0","0","展開{0}傷害量的物理無效護盾","1","90","0","7","2","0","90","0","1","6","0","0","0","無效傷害量+{0}"
"20","113901202","1","1.5","0","0","提升自身{0}的物理防禦力","1","1.5","0","7","2","0","1","0","1","10","12","0","0","物理防禦力提升+{0}"
"1","113901203","1","0.15","6.5","0","每秒回復{0}的HP","1","1.25","0","7","2","0","1.25","0","1","48","0","0","1","回復量+{0}"
"1","113920301","1","0","0","0","挑釁敵方全體","1","0","0","7","2","0","20","0","1","20","0","0","0",""
"1","113920302","1","5","0","0","回復自身{0}的HP","1","5","0","7","2","0","1","0","1","4","1.15","0","0","HP回復量+{0}"
"0","113920303","1","100","0","2160","使一名敵人陷入恐慌狀態","2","0","0","14","1","0","8","0","1","61","0","0","0","恐慌的成功確定Lv+1"
"3","113950101","0","2","0","0","提升自身{0}的物理防禦力","0","2","0","0","0","0","1","0","1","90","1","0","0","物理防禦力提升+{0}"
"3","113951101","0","2","0","0","提升自身{0}的物理防禦力","0","32","0","0","0","0","1","0","1","90","1","0","0","物理防禦力提升+{0}"
"950","114000101","99","0","0","700","","1","2","0","3","1","0","1","114000103","1","23","0","0","114000102",""
"1","114000102","99","4","0","700","當目標的HP未滿50％時，對範圍內的敵人造成{0}的物理傷害","1","48","0","3","1","0","48","0","1","1","0","0","0","物理傷害+{0}"
"1","114000103","99","1.6","0","700","當目標的HP在50％以上時，對範圍內的敵人造成{0}的物理傷害","1","20","0","3","1","0","20","0","1","1","0","0","0","物理傷害+{0}"
"950","114000201","99","0","0","700","","1","2","0","3","1","0","1","114000203","1","23","0","0","114000202",""
"1","114000202","99","2.4","0","700","當目標的HP未滿50％時，對範圍內的敵人造成{0}的物理傷害","1","30","0","3","1","0","30","0","1","1","0","0","0","物理傷害+{0}"
"1","114000203","99","0.8","0","700","當目標的HP在50％以上時，對範圍內的敵人造成{0}的物理傷害","1","10","0","3","1","0","10","0","1","1","0","0","0","物理傷害+{0}"
"950","114000204","99","0","0","700","","1","0","0","3","1","0","1","0","1","23","0","0","114000205",""
"21","114000205","99","0.8","0","700","當目標的HP未滿50％時，降低範圍內敵人{0}的物理防禦力","1","0.8","0","1","1","0","1","0","1","10","12","0","0","物理防禦力降低+{0}"
"10","114000301","1","36","0","0","提升自身{0}的物理攻擊力","1","36","0","7","2","0","1","0","1","10","12","0","0","物理攻擊力提升+{0}"
"950","114001201","99","0","0","700","","1","2","0","3","1","0","1","114001203","1","23","0","0","114001202",""
"1","114001202","99","3.6","0","700","當目標的HP未滿50％時，對範圍內的敵人造成{0}的物理傷害","1","45","0","3","1","0","45","0","1","1","0","0","0","物理傷害+{0}"
"1","114001203","99","0.8","0","700","當目標的HP在50％以上時，對範圍內的敵人造成{0}的物理傷害","1","10","0","3","1","0","10","0","1","1","0","0","0","物理傷害+{0}"
"950","114001204","99","0","0","700","","1","0","0","3","1","0","1","0","1","23","0","0","114001205",""
"21","114001205","99","1.2","0","700","當目標的HP未滿50％時，降低範圍內敵人{0}的物理防禦力","1","1.2","0","1","1","0","1","0","1","10","12","0","0","物理防禦力降低+{0}"
"2","114050101","0","15","0","0","提升自身{0}的物理攻擊力","0","15","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"2","114051101","0","15","0","0","提升自身{0}的物理攻擊力","0","240","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"114100102","114100101","1","0","0","0","","1","0.75","0","7","2","0","290","0","1","26","0","0","3",""
"1","114100102","1","3.6","0","-1","對敵方單體造成{0}的物理傷害","1","45","0","3","1","0","45","0","1","1","0","0","0","物理傷害+{0}"
"114100104","114100103","1","0","0","0","","1","0.25","0","7","2","0","290","0","1","26","0","0","1",""
"2","114100104","1","12","0","0","自己的行動速度上升","1","0","0","7","2","0","1.5","0","1","8","0","0","0",""
"1","114100105","1","180","0","0","","1","90","0","7","2","0","4","0","1","35","1","0","0",""
"114100202","114100201","1","0","0","0","","1","0.3125","0","7","2","0","290","0","1","26","0","0","3",""
"1","114100202","1","1.2","0","-1","對敵方單體造成{0}的物理傷害","1","15","0","3","1","0","15","0","1","1","0","0","0","物理傷害+{0}"
"1","114100301","1","2.5","0","-1","對敵方單體造成{0}的物理傷害","1","30","0","3","1","0","30","0","1","1","0","0","0","物理傷害+{0}"
"2","114100302","1","0","0","0","消耗自己所剩的20%HP","1","0","0","7","2","0","20","0","1","46","0","0","1",""
"114101202","114101201","1","0","0","0","","1","0.4375","0","7","2","0","290","0","1","26","0","0","3",""
"1","114101202","1","2","0","-1","對敵方單體造成{0}的物理傷害","1","25","0","3","1","0","25","0","1","1","0","0","0","物理傷害+{0}"
"114101204","114101203","1","6","0","0","","1","6","0","7","2","0","290","0","1","26","0","0","2",""
"10","114101204","1","8","0","0","提升自身{0}的物理攻擊力","1","8","0","7","2","0","1","0","1","10","12","0","0","物理攻擊力提升+{0}"
"1","114101205","1","0","0","0","回復自身{0}的TP","1","0.5","0","7","2","0","50","0","1","16","0","0","0","TP回復量+{0}"
"114121202","114121201","1","0","0","0","","1","0.4375","0","7","2","0","290","0","1","26","0","0","3",""
"1","114121202","1","2.4","0","-1","對敵方單體造成{0}的物理傷害","1","25","0","3","1","0","25","0","1","1","0","0","0","物理傷害+{0}"
"114121204","114121203","1","6","0","0","","1","6","0","7","2","0","290","0","1","26","0","0","2",""
"10","114121204","1","8","0","0","提升自身{0}的物理攻擊力","1","8","0","7","2","0","1","0","1","10","12","0","0","物理攻擊力提升+{0}"
"1","114121205","1","0","0","0","回復自身{0}的TP","1","0","0","7","2","0","180","0","1","16","0","0","0",""
"2","114150101","0","15","0","0","提升自身{0}的物理攻擊力","0","15","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"2","114151101","0","15","0","0","提升自身{0}的物理攻擊力","0","240","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"1","114200101","1","3.6","0","-1","對敵方單體造成{0}的物理傷害","1","45","0","3","1","0","45","0","1","1","0","0","0","物理傷害+{0}"
"21","114200102","1","0.9","0","-1","降低敵方單體{0}的物理防禦力","1","0.9","0","3","1","0","1","0","1","10","18","0","1","物理防禦力降低+{0}"
"114200202","114200201","1","0","0","0","","1","0.2","0","7","2","0","7","0","1","26","0","0","2",""
"10","114200202","99","7.5","0","150","提升範圍內的我方{0}的物理攻擊力","2","7.5","0","3","2","0","1","0","1","10","18","0","1","物理攻擊力提升+{0}"
"1","114200301","1","1.2","0","-1","對敵方單體造成{0}的物理傷害","1","15","0","3","1","0","15","0","1","1","0","0","0","物理傷害+{0}"
"114200303","114200302","1","0","0","-1","","1","0.02","0","3","1","0","6","0","1","26","0","0","2",""
"1","114200303","1","3.8","0","2160","回復我方單體{0}的HP","3","3.8","0","5","2","0","1","0","1","4","0.19","0","0","HP回復量+{0}"
"114201202","114201201","99","0","0","150","","2","0.0175","0","3","2","0","4","0","1","26","0","0","2",""
"114201203","114201202","1","0","0","0","","1","0.2","0","7","2","0","7","0","1","26","0","0","2",""
"10","114201203","99","7.5","0","150","提升範圍內的我方{0}的物理攻擊力","2","7.5","0","3","2","0","1","0","1","10","18","0","1","物理攻擊力提升+{0}"
"60","114201204","99","0","0","150","使範圍內所有夥伴提升{0}的物理暴擊","2","100","0","3","2","0","1","0","1","10","18","0","1",""
"2","114250101","0","15","0","0","提升自身{0}的物理攻擊力","0","15","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"2","114251101","0","15","0","0","提升自身{0}的物理攻擊力","0","240","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"114300102","114300101","1","0","0","0","","1","6.8","0","7","2","0","7","0","1","26","0","0","1",""
"2","114300102","1","6.8","0","-1","","1","85","0","3","1","0","85","0","1","1","0","0","0",""
"1","114300103","1","6.8","0","-1","對敵方單體造成{0}的魔法傷害","1","85","0","3","1","0","85","0","1","1","0","0","0","魔法傷害+{0}"
"1","114300104","1","0","0","-1","","1","0","0","3","1","0","0","0","1","1","0","0","0",""
"114300202","114300201","1","0","0","0","","1","2.2","0","7","2","0","7","0","1","26","0","0","1",""
"2","114300202","1","2.2","0","-1","","1","27.5","0","3","1","0","27.5","0","1","1","0","0","0",""
"1","114300203","1","2.2","0","-1","對敵方單體造成{0}的魔法傷害","1","27.5","0","3","1","0","27.5","0","1","1","0","0","0","魔法傷害+{0}"
"1","114300204","1","0","0","-1","","1","0","0","3","1","0","0","0","1","1","0","0","0",""
"10","114300301","1","18","0","0","提升自身{0}的物理攻擊力","2","18","0","7","2","0","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"2","114300302","1","12","0","0","一定時間內提升自己的行動速度","2","0","0","7","2","0","1.5","0","1","8","0","0","0",""
"70","114300303","1","0","0","0","提升自己{0}的魔法暴擊","2","150","0","7","2","0","1","0","1","10","180","0","1",""
"10","114301201","1","20","0","0","提升自身{0}的物理攻擊力","1","20","0","7","2","0","1","0","1","10","9","0","1","物理攻擊力提升+{0}"
"70","114301202","1","0","0","0","提升自己{0}的魔法暴擊","1","600","0","7","2","0","1","0","1","10","9","0","1",""
"114301204","114301203","1","0","0","0","","1","4","0","7","2","0","7","0","1","26","0","0","1",""
"2","114301204","1","4","0","-1","","1","50","0","3","1","0","50","0","1","1","0","0","0",""
"1","114301205","1","4","0","-1","對敵方單體造成{0}的魔法傷害","1","50","0","3","1","0","50","0","1","1","0","0","0","魔法傷害+{0}"
"1","114301206","1","0","0","-1","","1","0","0","3","1","0","0","0","1","1","0","0","0",""
"2","114350101","0","15","0","0","提升自身{0}的物理攻擊力","0","15","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"2","114351101","0","15","0","0","提升自身{0}的物理攻擊力","0","240","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"114400102","114400101","1","0","0","0","","1","0.39","0","7","2","0","292","0","1","26","0","0","3",""
"1","114400102","1","2.4","0","-1","對敵方單體造成{0}的物理傷害","1","30","0","3","1","0","30","0","1","1","0","0","0","物理傷害+{0}"
"1","114400201","1","180","180","0","每當受到能力提升的效果時，賦予聖夜的光輝狀態","1","92","0","7","2","1","25","0","1","77","0","0","1",""
"10","114400202","1","24","0","0","提升自身{0}的物理攻擊力","1","24","0","7","2","0","1","0","1","10","30","0","0","物理攻擊力提升+{0}"
"60","114400203","1","0","0","0","自身物理暴擊提升{0}","1","100","0","7","2","0","1","0","1","10","30","0","0",""
"80","114400204","1","0","0","0","使自己的TP上升提升{0}","1","10","0","7","2","0","1","0","1","10","30","0","0",""
"114400302","114400301","1","0","0","0","","1","0.13","0","7","2","0","292","0","1","26","0","0","3",""
"1","114400302","1","0.8","0","-1","對敵方單體造成{0}的物理傷害","1","10","0","3","1","0","10","0","1","1","0","0","0","物理傷害+{0}"
"1","114401201","1","180","180","0","每當受到能力提升的效果時，賦予聖夜的光輝狀態","1","92","0","7","2","1","50","0","1","77","0","0","1",""
"10","114401202","1","27","0","0","提升自身{0}的物理攻擊力","1","27","0","7","2","0","1","0","1","10","180","0","1","物理攻擊力提升+{0}"
"60","114401203","1","0","0","0","自身物理暴擊提升{0}","1","150","0","7","2","0","1","0","1","10","180","0","1",""
"10","114401204","99","18","0","2160","提升我方全體{0}的物理攻擊力","3","18","0","3","2","0","1","0","1","10","180","0","1","物理攻擊力提升+{0}"
"60","114401205","99","0","0","2160","使全體夥伴的物理暴擊提升{0}","3","100","0","3","2","0","1","0","1","10","180","0","1",""
"80","114401206","1","0","0","0","使自己的TP上升提升{0}","1","15","0","7","2","0","1","0","1","10","180","0","0",""
"2","114450101","0","15","0","0","提升自身{0}的物理攻擊力","0","15","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"2","114451101","0","15","0","0","提升自身{0}的物理攻擊力","0","240","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"1","114500101","1","2.4","0","2160","對敵方單體造成{0}的物理傷害","1","30","0","2","1","0","30","0","1","1","0","0","0","物理傷害+{0}"
"1","114500102","1","2.4","0","2160","對敵方單體造成{0}的物理傷害","1","30","0","2","1","0","30","0","1","1","0","0","0","物理傷害+{0}"
"1","114500103","1","2.4","0","2160","對敵方單體造成{0}的物理傷害","1","30","0","2","1","0","30","0","1","1","0","0","0","物理傷害+{0}"
"10","114500104","99","9","0","2160","提升我方全體{0}的物理攻擊力","3","9","0","3","2","0","1","0","1","10","18","0","1","物理攻擊力提升+{0}"
"30","114500105","99","9","0","2160","提升我方全體{0}的魔法攻擊力","3","9","0","3","2","0","1","0","1","10","18","0","1","魔法攻擊力提升+{0}"
"5","114500106","1","3","0","0","賦予最多5面光之盾，光之盾會對朝自己攻擊的敵人造成{0}的傷害然後消失","1","37.5","0","7","2","0","37.5","0","1","33","0","0","4","反擊傷害+{0}"
"10","114500201","99","16","0","300","提升範圍內的我方{0}的物理攻擊力","2","16","0","3","2","0","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"30","114500202","99","16","0","300","提升範圍內的我方{0}的魔法攻擊力","2","16","0","3","2","0","1","0","1","10","12","0","1","魔法攻擊力提升+{0}"
"20","114500203","99","0.6","0","300","提升範圍內的我方{0}的物理防禦力","2","0.6","0","3","2","0","1","0","1","10","12","0","1","物理防禦力提升+{0}"
"40","114500204","99","0.6","0","300","提升範圍內的我方{0}的魔法防禦力","2","0.6","0","3","2","0","1","0","1","10","12","0","1","魔法防禦力提升+{0}"
"1","114500301","1","0.6","0","2160","對敵方單體造成{0}的物理傷害","1","7.5","0","2","1","0","7.5","0","1","1","0","0","0","物理傷害+{0}"
"1","114500302","1","0.6","0","2160","對敵方單體造成{0}的物理傷害","1","7.5","0","2","1","0","7.5","0","1","1","0","0","0","物理傷害+{0}"
"1","114500303","1","0.6","0","2160","對敵方單體造成{0}的物理傷害","1","7.5","0","2","1","0","7.5","0","1","1","0","0","0","物理傷害+{0}"
"1","114500304","1","6","0","2160","回復我方單體{0}的HP","2","6","0","5","2","0","1","0","1","4","0.8","0","0","HP回復量+{0}"
"10","114501201","99","24","0","350","提升範圍內的我方{0}的物理攻擊力","2","24","0","3","2","0","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"30","114501202","99","24","0","350","提升範圍內的我方{0}的魔法攻擊力","2","24","0","3","2","0","1","0","1","10","12","0","1","魔法攻擊力提升+{0}"
"20","114501203","99","0.6","0","350","提升範圍內的我方{0}的物理防禦力","2","0.6","0","3","2","0","1","0","1","10","12","0","1","物理防禦力提升+{0}"
"40","114501204","99","0.6","0","350","提升範圍內的我方{0}的魔法防禦力","2","0.6","0","3","2","0","1","0","1","10","12","0","1","魔法防禦力提升+{0}"
"60","114501205","99","0","0","350","使範圍內所有夥伴提升{0}的物理暴擊","2","100","0","3","2","0","1","0","1","10","12","0","1",""
"70","114501206","99","0","0","350","使範圍內全體夥伴提升{0}的魔法暴擊","2","100","0","3","2","0","1","0","1","10","12","0","1",""
"3","114550101","0","2","0","0","提升自身{0}的物理防禦力","0","2","0","0","0","0","1","0","1","90","1","0","0","物理防禦力提升+{0}"
"3","114551101","0","2","0","0","提升自身{0}的物理防禦力","0","2","0","0","0","0","1","0","1","90","1","0","0","物理防禦力提升+{0}"
"2","114551102","0","0","0","0","提升自身{0}的物理攻擊力","0","225","0","0","0","0","1","0","1","90","1","0","0",""
"114600102","114600101","1","0","0","0","","1","0.25","0","7","2","0","7","0","1","26","0","0","2",""
"10","114600102","1","67.5","0","2160","讓一名同伴的物理攻擊力提升{0}","2","67.5","0","14","2","0","1","0","1","10","18","0","1","物理攻擊力提升+{0}"
"21","114600201","1","0.6","0","2160","降低敵方單體{0}的物理防禦力","2","0.6","0","16","1","1","1","0","1","10","12","0","1","物理防禦力降低+{0}"
"2","114600202","1","0","0","0","使敵方單體失去{0}的TP","2","0.75","0","1","1","1","75","0","1","16","0","0","0","TP傷害+{0}"
"40","114600301","1","12","400","0","展開能夠提升{0}魔法防禦力的領域","3","1.35","0","7","2","0","1.35","3","1","38","0","0","1","魔法防禦力提升+{0}"
"21","114601201","1","0.9","0","2160","降低敵方單體{0}的物理防禦力","2","0.9","0","16","1","1","1","0","1","10","12","0","1","物理防禦力降低+{0}"
"2","114601202","1","0","0","2160","使敵方單體失去{0}的TP","2","0.75","0","16","1","1","75","0","1","16","0","0","0","TP傷害+{0}"
"1","114601203","1","12","0","2160","一段時間內降低敵方單體的行動速度","2","0","0","16","1","0","0.65","0","1","8","0","0","0","造成行動速度降低的成功Lv+1"
"71","114601204","1","0","0","2160","降低敵方單體{0}的魔法暴擊","2","450","0","16","1","1","1","0","1","10","12","0","1","降低魔法暴擊+{0}"
"21","114620201","1","0.9","0","2160","降低敵方單體{0}的物理防禦力","2","-77.4","0","16","1","1","1","0","1","10","12","0","1","物理防禦力降低+{0}"
"2","114620202","1","0","0","0","使敵方單體失去{0}的TP","2","0","0","1","1","1","270","0","1","16","0","0","0",""
"21","114621201","1","1.2","0","2160","降低敵方單體{0}的物理防禦力","2","-77.1","0","16","1","1","1","0","1","10","12","0","1","物理防禦力降低+{0}"
"2","114621202","1","0","0","2160","使敵方單體失去{0}的TP","2","0","0","16","1","1","270","0","1","16","0","0","0",""
"1","114621203","1","12","0","2160","一段時間內降低敵方單體的行動速度","2","0","0","16","1","0","0.65","0","1","8","0","0","0","造成行動速度降低的成功Lv+1"
"71","114621204","1","0","0","2160","降低敵方單體{0}的魔法暴擊","2","450","0","16","1","1","1","0","1","10","12","0","1","降低魔法暴擊+{0}"
"5","114650101","0","2","0","0","提升自身{0}的魔法防禦力","0","2","0","0","0","0","1","0","1","90","1","0","0","魔法防禦力提升+{0}"
"5","114651101","0","2","0","0","提升自身{0}的魔法防禦力","0","32","0","0","0","0","1","0","1","90","1","0","0","魔法防禦力提升+{0}"
"1","114700101","99","2.56","0","700","對範圍內的敵人造成{0}的物理傷害","1","32","0","3","1","0","32","0","1","1","0","0","0","物理傷害+{0}"
"0","114700201","1","0","0","0","","3","0","0","7","2","1","1","0","1","44","0","0","0",""
"5","114700202","1","0","0","4000","","1","1100","0","3","1","0","138","0","1","2","0","0","114700203",""
"1","114700203","1","1.8","0","2160","對敵方單體造成{0}的物理傷害","1","22.5","0","3","1","0","22.5","0","1","1","0","0","0","物理傷害+{0}"
"21","114700204","0","0.6","0","2160","降低敵方單體{0}的物理防禦力","1","0.6","0","1","1","0","1","0","1","10","18","0","1","物理防禦力降低+{0}"
"3","114700205","0","500","0","2160","","1","0","0","1","1","1","200","0","1","3","0","0","0",""
"1","114700301","99","0.8","0","380","對範圍內的敵人造成{0}的物理傷害","1","10","0","3","1","0","10","0","1","1","0","0","0","物理傷害+{0}"
"10","114700302","1","7.5","0","0","提升自身{0}的物理攻擊力","3","7.5","0","7","2","0","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"0","114701201","1","0","0","0","","3","0","0","7","2","1","1","0","1","44","0","0","0",""
"5","114701202","1","0","0","4000","","1","1100","0","3","1","0","138","0","1","2","0","0","114701203",""
"1","114701203","1","2","0","2160","對敵方單體造成{0}的物理傷害","1","25","0","3","1","0","25","0","1","1","0","0","0","物理傷害+{0}"
"21","114701204","0","0.8","0","2160","降低敵方單體{0}的物理防禦力","1","0.8","0","1","1","0","1","0","1","10","18","0","1","物理防禦力降低+{0}"
"3","114701205","0","500","0","2160","","1","0","0","1","1","1","200","0","1","3","0","0","0",""
"1","114701206","0","0","0","0","一段時間內成為無敵狀態","1","0","0","7","2","0","7","0","1","21","0","0","0",""
"2","114750101","0","15","0","0","提升自身{0}的物理攻擊力","0","15","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"2","114751101","0","15","0","0","提升自身{0}的物理攻擊力","0","240","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"115000102","115000101","1","0","0","0","","1","0.08","0","7","2","0","8","0","1","26","0","0","2",""
"30","115000102","99","10.5","0","2160","讓目標夥伴的魔法攻擊力提升{0}","3","10.5","0","21","2","0","1","0","1","10","18","0","1","魔法攻擊力提升+{0}"
"115000104","115000103","1","0","0","0","","1","0.003","0","7","2","0","8","0","1","26","0","0","2",""
"70","115000104","99","0","0","2160","提升目標夥伴{0}的魔法暴擊","3","30","0","21","2","0","1","0","1","10","18","0","1",""
"120","115000105","99","0","0","2160","提升目標我方魔法攻擊暴擊時的傷害10%","3","10","0","21","2","1","2","1","1","10","18","0","1",""
"80","115000106","99","0","0","2160","使目標我方的TP上升提升{0}","3","5","0","21","2","1","1","1","1","10","18","0","1",""
"30","115000201","1","20","0","2160","讓一名夥伴的魔法攻擊力提升{0}","3","20","0","16","2","0","1","0","1","10","12","0","1","魔法攻擊力提升+{0}"
"70","115000202","1","0","0","2160","提升我方單體{0}的魔法暴擊","3","100","0","16","2","0","1","0","1","10","12","0","1",""
"120","115000203","1","0","0","2160","提升我方單體魔法攻擊暴擊時的傷害5%","3","5","0","16","2","1","2","1","1","10","12","0","1",""
"1","115000204","1","0","0","2160","回復我方單體{0}的TP","3","0.6","0","16","2","0","18","0","1","16","0","0","0","TP回復量+{0}"
"2","115000301","1","2.25","0","2160","回復我方單體{0}的HP","3","2.25","0","5","2","0","1","0","1","4","0.3","0","0","HP回復量+{0}"
"30","115000302","1","18","0","2160","讓一名夥伴的魔法攻擊力提升{0}","3","18","0","5","2","0","1","0","1","10","12","0","1","魔法攻擊力提升+{0}"
"115001202","115001201","1","0","60","0","","1","0.27","0","7","2","0","8","0","1","26","60","0","2",""
