07d700cfad2cd254c5d60f2e384761e1b78948b446fa6f13cfaebb6c0f69dad5,43e832b082e76477e5af71d03471289ebf0e9f1385af240a3cd767d849f3049e,3879eedbae860e81a9345f70a9637128fa45b5b24a2e82e8780ceb2815f411a7,723d02c95202ee51b1e8414ad52f4f72d4cb0004b49be070aa984765f2ca890b,12029eaa2b3c160ab8596821c00874ff0ce7c2fbb302ee7f8064c12c6e45fee0
"11","-21.8","-1","30050306","5"
"13","-23.6","-2.8","30050307","5"
"13","-19.8","-1.3","30050308","5"
"12","-18","-1.2","30050309","5"
"11","-16.1","-4.1","30050310","5"
"11","-15.4","-2.2","30050311","5"
"12","-16.4","-1.9","30050312","5"
"13","-16.4","-6.1","30050313","5"
"11","-12","-14","30050314","5"
"11","-10.6","-12","30050315","5"
"12","-16.2","-7.6","30050316","5"
"11","-9.8","-7.7","30050317","5"
"13","-14","-11","30050318","5"
"13","-14","-10","30050319","5"
"13","-14","-12","30050320","5"
"12","-14.1","-14","30050321","5"
"11","-8.9","-6.4","30050322","5"
"11","-10.5","-5.9","30050323","5"
"11","-8.8","-9","30050324","5"
"12","-5.6","-9.6","30050325","5"
"12","-5","-8","30050326","5"
"12","-5.5","-6.1","30050327","5"
"13","-6","-7.9","30050328","5"
"11","-5.7","-3.7","30050329","5"
"12","-9","-2.2","30050330","5"
"12","-12","-2.2","30050331","5"
"12","-10","-0.2","30050332","5"
"12","-11.9","0.3","30050333","5"
"13","-13","-1","30050334","5"
"13","-10.9","1.2","30050335","5"
"13","-11","-3","30050336","5"
"11","-16","1","30050337","5"
"11","-15.3","3.6","30050338","5"
"11","-13","4","30050339","5"
"13","-14","3","30050340","5"
"11","-10.2","4","30050341","5"
"12","-8.9","4","30050342","5"
"12","-5.2","-0.1","30050343","5"
"12","-3.2","1","30050344","5"
"11","-3.3","4.7","30050346","5"
"11","-1","4.2","30050347","5"
"13","4","-9","30050348","5"
"12","7","-10","30050349","5"
"12","7","-8","30050350","5"
"11","7","-6","30050351","5"
"11","6","-4","30050352","5"
"11","0","-7","30050353","5"
"11","0","-5","30050354","5"
"13","6","-1","30050355","5"
"12","6","-2.3","30050356","5"
"11","10.8","4","30050357","5"
"12","8.5","6.5","30050358","5"
"12","6.8","5.8","30050359","5"
"13","5","6","30050360","5"
"11","2.8","6","30050361","5"
"11","2.7","2.1","30050362","5"
"12","-4","-12","30050363","5"
"11","-6","-12","30050364","5"
"13","-3","-10","30050365","5"
"13","-4","-11","30050366","5"
"11","5.6","1.8","30050367","5"
"13","15.8","3.5","30050368","5"
"13","18.6","0.9","30050369","5"
"11","18.7","4.1","30050370","5"
"12","13.5","0.6","30050371","5"
"13","14.8","-1","30050372","5"
"13","16","-1","30050373","5"
"11","15","-2","30050374","5"
"11","19","-2","30050375","5"
"11","19","-1","30050376","5"
"12","13.1","-7.5","30050377","5"
"11","13","-5","30050378","5"
"13","16","-9","30050379","5"
"13","15","-8","30050380","5"
"12","14","-9","30050381","5"
"11","15.8","-10","30050382","5"
"11","17.6","-10","30050383","5"
"12","19.5","-10.2","30050384","5"
"12","13.8","-13.6","30050390","5"
"12","10.7","-13.5","30050391","5"
"11","10.6","-10.7","30050392","5"
"11","12","-10","30050393","5"
"12","18","-14.1","30050394","5"
"13","20","-14","30050395","5"
"13","19","-13","30050396","5"
"13","21","-15","30050397","5"
"12","18.7","-18.2","30050398","5"
"11","18.7","-20","30050399","5"
"12","14.7","-20","30050400","5"
"11","13","-20","30050401","5"
"11","10.9","-19.9","30050402","5"
"13","12","-20","30050403","5"
"13","16","-20","30050404","5"
"11","14","-22.9","30050405","5"
"13","15","-22.8","30050406","5"
"12","19","-23","30050407","5"
"11","21","-23","30050408","5"
"13","22","-23","30050409","5"
"13","20","-23","30050410","5"
"12","23.6","-21.2","30050411","5"
"12","23.6","-18.2","30050412","5"
"991006","-20.8","-5.7","30050413","5"
"991006","-19","-5.7","30050414","5"
"11","-3.2","-0.4","30050416","5"
"12","-3.3","-2.1","30050417","5"
"12","-0.4","1","30050418","5"
"11","-0.5","-0.4","30050419","5"
"12","-0.5","-2.1","30050420","5"
"991005","-1.8","1","30050421","5"
"991005","-1.8","-0.8","30050422","5"
"991005","-1.8","-2.3","30050423","5"
"991005","15.2","-13.1","30050424","5"
"991005","15.2","-15.3","30050425","5"
"991005","15.2","-17.4","30050426","5"
"13","16","-14","30050427","5"
"13","16","-16","30050428","5"
"13","16","-18","30050429","5"
"12","7.8","-19.2","30050430","5"
"13","10.6","-22.8","30050431","5"
"11","9.5","-22.7","30050432","5"
"991001","16.5","-4.8","30050433","5"
"991002","17.5","-4.8","30050434","5"
"991001","7.7","1.4","30050435","5"
"991002","8.3","1.4","30050436","5"
"991002","16","1.5","30050437","5"
"991003","15.6","1.3","30050438","5"
"991001","5.5","-17.1","30050439","5"
"991002","6.5","-17.1","30050440","5"
"11","7","-23.6","30060001","6"
"12","17.2","-21.3","30060003","6"
"13","6.4","-21.8","30060005","6"
"13","8.4","-21.8","30060006","6"
"11","4","-21","30060007","6"
"11","1.6","-15.7","30060008","6"
"11","3.5","-16.7","30060009","6"
"13","1.5","-21.9","30060010","6"
"13","2.7","-23.7","30060011","6"
"13","-3","-23.7","30060012","6"
"12","-5.9","-22.8","30060018","6"
"11","-10.5","-21.6","30060019","6"
"13","-11.5","-19.7","30060020","6"
"13","-13.5","-19.7","30060021","6"
"13","-9.5","-19.7","30060022","6"
"12","-16.1","-23.8","30060023","6"
"11","-18.7","-23.7","30060024","6"
"11","-21","-21.8","30060025","6"
"13","-10.9","-3.8","30060036","6"
"12","-10.3","-11.1","30060043","6"
"12","-11.6","-14.3","30060044","6"
"12","-15.1","-4.8","30060045","6"
"11","-10","1.3","30060054","6"
"12","4.1","-6.3","30060062","6"
"11","12.7","-4.2","30060064","6"
"11","11.9","-2.9","30060065","6"
"13","15.5","-7.4","30060067","6"
"13","16.4","-9.7","30060068","6"
"11","18.1","-25","30060073","6"
"13","17.5","-16.7","30060077","6"
"990002","23.4","-10.9","30060079","6"
"990001","5","-23.7","30060080","6"
"990001","-13","-10.6","30060081","6"
"11","1.8","-13","30060083","6"
"13","10.6","-10.5","30060085","6"
"13","8.5","-16.7","30060086","6"
"12","11.6","-14.2","30060087","6"
"12","9.7","-14.2","30060088","6"
"13","-0.5","-3.7","30060089","6"
"13","0.6","-3.7","30060090","6"
"12","-6.5","-7.3","30060091","6"
"12","-5.4","-6.1","30060092","6"
"13","-6.7","-6.1","30060093","6"
"13","-5.5","-7.5","30060094","6"
"13","-10.9","-5.8","30060095","6"
"11","-11.1","-7.2","30060097","6"
"12","-19.5","-12.3","30060098","6"
"12","-19.5","-10.4","30060099","6"
"13","-18","-8.9","30060100","6"
"13","-16.5","-11.4","30060101","6"
"13","-17.4","-21.5","30060102","6"
"13","-16","-20.1","30060103","6"
"12","-17.4","-20.1","30060104","6"
"13","-2.1","-21.9","30060106","6"
"11","21.2","-21.9","30060107","6"
"11","20.3","-24.2","30060108","6"
"12","16.8","-1.8","30060115","6"
"11","1","-10.6","30060116","6"
"11","2.5","-10.6","30060117","6"
"13","9","0.1","30060118","6"
"13","7.5","0.1","30060119","6"
"11","4.8","-0.6","30060120","6"
"12","19.4","-1.8","30060121","6"
"12","21.7","-1.8","30060122","6"
"13","20.5","-1.7","30060123","6"
"13","18.1","-1.7","30060124","6"
"11","15.8","2.2","30060125","6"
"13","19.5","1.2","30060126","6"
"13","21","1.2","30060127","6"
"13","22.5","1.2","30060128","6"
"13","20","-11.5","30060130","6"
"11","-4","-10.1","30060132","6"
"12","-8","-22.8","30060135","6"
"11","-18.8","-13.6","30060137","6"
"11","-14.3","-11.1","30060138","6"
"12","-4","-12","30060139","6"
"13","10.4","-16.7","30060140","6"
"11","-12.6","-21.6","30060141","6"
"11","-25.2","-19","30060145","6"
"13","-4.8","-1.9","30060146","6"
"11","-7.2","-2.2","30060148","6"
"11","14.2","1.4","30060150","6"
"11","8.5","-1.7","30060151","6"
"11","10","-2.6","30060152","6"
"12","9.5","-5.2","30060153","6"
"13","12.5","-10","30060154","6"
"13","12.8","-6","30060155","6"
"12","16.6","-5.6","30060156","6"
"12","23","-7","30060157","6"
"11","19.7","-5.6","30060158","6"
"11","21.7","-5.6","30060159","6"
"12","5.5","-18.8","30060161","6"
"11","7.5","-18.7","30060162","6"
"12","9.5","-18.8","30060163","6"
"11","11.5","-18.6","30060164","6"
"13","13.3","-18.7","30060165","6"
"13","15.3","-19.4","30060166","6"
"12","-16","-21.3","30060167","6"
"13","-6","-14.8","30060168","6"
"12","-4.5","-14.8","30060169","6"
"13","-3","-14.8","30060170","6"
"12","-1.5","-14.8","30060171","6"
"11","-7.6","-13.6","30060172","6"
"11","-14.3","-8.1","30060175","6"
"11","-15.8","-6.8","30060176","6"
"13","-25","-20.6","30060179","6"
"13","-25.1","-17.4","30060180","6"
"11","10","-23.6","30060181","6"
"13","20.9","-15.9","30060182","6"
"13","22.9","-15.9","30060183","6"
"11","22.7","-12.6","30060184","6"
"990001","7","-9.6","30060186","6"
"991005","-20.8","-19.7","30060187","6"
"991005","-20.8","-18.7","30060188","6"
"991005","-20.8","-17.7","30060189","6"
"991005","-20.8","-16.7","30060190","6"
"991006","-0.8","-2.8","30060191","6"
"991006","0.2","-2.8","30060192","6"
"991006","1.2","-2.8","30060193","6"
"991005","18.2","-4.7","30060194","6"
"991005","18.2","-5.7","30060195","6"
"991005","18.2","-6.7","30060196","6"
"991005","18.2","-7.7","30060197","6"
"12","-7.7","-10.2","30060198","6"
"12","-8.2","-16.6","30060199","6"
"11","-10.4","-17","30060200","6"
"11","-13","-17.4","30060201","6"
"12","-4.3","-19","30060202","6"
"11","-6.2","-17.8","30060203","6"
"11","-8.1","-18.2","30060204","6"
"12","15.1","-21.3","30060205","6"
"12","11.9","-21.3","30060206","6"
"13","17.1","-19.4","30060207","6"
"991005","16.2","-18.7","30060208","6"
"991005","16.2","-19.7","30060209","6"
"991005","16.2","-20.7","30060210","6"
"991005","16.2","-21.7","30060211","6"
"991005","16.2","-22.7","30060212","6"
"11","-23.3","-14.1","30060213","6"
"11","-21.3","-14.1","30060214","6"
"13","-9.5","-2.8","30060216","6"
"11","-11.2","0.1","30060217","6"
"11","-13.9","-2","30060218","6"
"12","-7.5","2","30060221","6"
"13","-0.5","-1.9","30060222","6"
"13","0.6","-1.9","30060223","6"
"11","-1.2","2.9","30060224","6"
"11","-3.3","-3","30060225","6"
"11","-3","-0.1","30060227","6"
"11","1.7","3.2","30060228","6"
"11","4.1","0.7","30060229","6"
"12","11.6","1.8","30060230","6"
"11","19.8","4.2","30060231","6"
"11","23","4.2","30060232","6"
"13","8.9","-9.9","30060233","6"
"13","5.6","-10.5","30060234","6"
"13","4.5","-9.9","30060235","6"
"11","21.3","-19.5","30060236","6"
"13","-22","-19.4","30060243","6"
"13","-22","-17.4","30060244","6"
"13","-20","-18.4","30060245","6"
"991004","-6.6","-20.7","30060246","6"
"991003","-6.6","-21.2","30060247","6"
"991003","-14.3","-21.6","30060248","6"
"991004","-14.3","-20.3","30060249","6"
"991001","-13.1","-5.2","30060250","6"
"991002","-12.7","-5.2","30060251","6"
"991001","-6.6","-4.2","30060252","6"
"991002","-5.2","-4.2","30060253","6"
"991002","2.8","-7.2","30060254","6"
"991001","1.4","-7.2","30060255","6"
"991001","5.9","-4.2","30060256","6"
"991002","6.3","-4.2","30060257","6"
"991003","17.8","-13.6","30060258","6"
"991004","17.8","-12.3","30060259","6"
"991001","4.4","-13.2","30060260","6"
"991002","5.8","-13.2","30060261","6"
"990001","19","-21.2","30070003","7"
"990001","-4","-21.2","30070004","7"
"991003","5.8","3","30070019","7"
"991002","6.1","3.4","30070020","7"
"21","-11.2","-22","30070035","7"
"21","-8.4","-18.8","30070038","7"
"22","-15.6","-14","30070040","7"
"22","-7.4","-14","30070041","7"
"21","-10.4","-11.7","30070042","7"
"21","-19.5","-12.8","30070046","7"
"21","-21","-11.4","30070047","7"
"22","-20","-8.1","30070048","7"
"23","-18.7","-6.5","30070050","7"
"21","-13.9","-7.8","30070051","7"
"23","-10.5","-6.3","30070052","7"
"21","-5.8","-11","30070055","7"
"23","-8.5","-6.3","30070058","7"
"21","-17","-4.8","30070062","7"
"22","-12.5","-5","30070064","7"
"21","-19","-2.7","30070067","7"
"23","-15.5","-2.4","30070068","7"
"21","-18.8","1.2","30070069","7"
"21","-17.2","2.3","30070070","7"
"21","-22","0.4","30070072","7"
"23","-13.5","-2.4","30070077","7"
"21","-19","5.7","30070078","7"
"21","-17.6","9.2","30070079","7"
"22","-12.8","3.5","30070080","7"
"21","-11.7","9.5","30070081","7"
"22","-5.6","0","30070088","7"
"21","-7.6","7.2","30070090","7"
"23","1","0.8","30070096","7"
"21","2.6","-0.9","30070097","7"
"21","7.2","1.1","30070099","7"
"21","2.5","4.1","30070102","7"
"21","15.7","4.7","30070108","7"
"21","13.7","3.3","30070110","7"
"21","8.6","-1.7","30070113","7"
"21","10.8","-6.7","30070114","7"
"22","10.5","0.1","30070115","7"
"22","15","-5","30070116","7"
"23","13.9","-0.3","30070117","7"
"23","11","-10.6","30070119","7"
"21","14.9","-13.6","30070123","7"
"23","16.5","-19.2","30070124","7"
"23","12.4","-18.5","30070125","7"
"21","8.9","-13.9","30070127","7"
"21","15","-21.8","30070131","7"
"23","11.6","-19.3","30070132","7"
"22","9.5","-21.8","30070133","7"
"21","4.3","-21.6","30070134","7"
"21","0","-21.1","30070136","7"
"23","3.1","-19.3","30070137","7"
"23","5.8","-18.8","30070138","7"
"23","4.1","-17.2","30070139","7"
"21","1.9","-15.5","30070141","7"
"22","5.9","-14.1","30070143","7"
"23","0.2","-13.4","30070144","7"
"23","3.7","-11.4","30070145","7"
"23","0.7","-4.9","30070147","7"
"21","-0.6","-7.5","30070148","7"
"21","-1.2","-2.5","30070154","7"
"22","-5","-15.3","30070157","7"
"21","-5.6","-17.7","30070158","7"
"21","-1.9","-22","30070159","7"
"22","-6.8","-21.9","30070160","7"
"21","-15","-17.7","30070163","7"
"23","-15.1","-21.6","30070165","7"
"21","5.1","7.1","30070167","7"
"23","6.9","3.1","30070168","7"
"23","4.4","-2.3","30070171","7"
"21","4","-5","30070172","7"
"990001","-10","-4.2","30070173","7"
"990001","-6","4.8","30070174","7"
"991001","13","-20.1","30070179","7"
"991004","13.3","-19.6","30070181","7"
"991005","-5.8","-7.7","30070186","7"
"991005","-5.8","-6.7","30070187","7"
"991005","-5.8","-5.6","30070188","7"
"991005","-5.8","-4.6","30070189","7"
"22","-4.1","0","30070190","7"
"22","-4.1","1.7","30070191","7"
"22","-5.6","1.7","30070192","7"
"991005","-4.8","-0.6","30070193","7"
"991005","-4.8","0.4","30070194","7"
"991005","-4.8","1.4","30070195","7"
"991005","-4.8","2.4","30070196","7"
"21","17.7","3.3","30070197","7"
"991006","13.3","4.2","30070198","7"
"991006","14.4","4.2","30070199","7"
"991006","15.6","4.2","30070200","7"
"991006","16.8","4.2","30070201","7"
"991006","18","4.2","30070202","7"
"23","14.5","-1.2","30070203","7"
"21","6.8","-6.7","30070204","7"
"21","8.8","-5.2","30070205","7"
"991006","11","-5.8","30070206","7"
"991006","9.8","-5.8","30070207","7"
"991006","8.6","-5.8","30070208","7"
"991006","7.4","-5.8","30070209","7"
"991006","6.3","-5.8","30070210","7"
"23","-1.8","-13.4","30070211","7"
"22","11.1","6.9","30070212","7"
"22","15.4","8","30070213","7"
"21","17.9","0.3","30070224","7"
"21","22.3","-7.9","30070227","7"
"21","21.7","-18.7","30070232","7"
"21","17","-16.4","30070233","7"
"21","17.1","-9.7","30070234","7"
"23","22.4","-11.9","30070236","7"
"22","22","-16.1","30070237","7"
"23","15.2","-0.4","30070240","7"
"22","21.2","3.4","30070241","7"
"22","22.7","-3.4","30070245","7"
"23","-2.5","6.7","30070247","7"
"23","-1.5","6.6","30070249","7"
"23","-1.9","7.2","30070250","7"
"23","4.7","-11.8","30070254","7"
"23","4.4","-10.8","30070255","7"
"22","1.4","7.2","30070256","7"
"23","10.8","-18.5","30070257","7"
"23","-16.5","6.1","30070258","7"
"22","-6.6","-6.4","30070259","7"
"22","-5","-7.4","30070260","7"
"22","-5","-5.3","30070261","7"
"23","11.5","-11.5","30070262","7"
"23","11.9","-10.7","30070263","7"
"23","17.4","-18.5","30070264","7"
"23","-14.4","-21.9","30070265","7"
"23","-15","-22.2","30070266","7"
"22","15.8","-4.2","30070267","7"
"23","22.7","-12.3","30070268","7"
"23","-9.5","5.5","30070269","7"
"23","-9.5","1.6","30070270","7"
"22","-21.9","3.3","30070271","7"
"990001","17.1","-22.5","30080013","8"
"991004","-8.2","-19","30080074","8"
"990001","-16","-22.5","30080076","8"
"991003","2.8","-9.4","30080193","8"
"991004","2.8","-8.3","30080194","8"
"991001","11.8","-16.6","30080204","8"
"991002","12.2","-16.6","30080205","8"
"991003","-8.2","-20.6","30080209","8"
"990001","-11","-4.5","30080213","8"
"991003","-6.4","1.7","30080214","8"
"991004","-6.4","2.2","30080215","8"
"991001","-22.2","-15.2","30080221","8"
"991002","-21.8","-15.2","30080222","8"
"991001","-0.2","-18.6","30080223","8"
"991002","0.2","-18.6","30080224","8"
"991001","-22.7","-10.6","30080233","8"
"991002","-21.3","-10.6","30080234","8"
"990001","12","-2.7","30080235","8"
"991006","-4.2","-16.7","30080236","8"
"991006","-5.7","-16.7","30080237","8"
"23","-25.5","24.3","30080238","8"
"21","-25.2","24.5","30080239","8"
"23","8.5","-22.7","30080240","8"
"21","13.8","-20.3","30080241","8"
"21","5","-22.7","30080242","8"
"23","6.5","-22.7","30080244","8"
"22","-25.4","24.4","30080245","8"
"22","4.5","-19.2","30080246","8"
"21","2.9","-15.6","30080250","8"
"21","3","-17.8","30080251","8"
"22","8.2","-13.4","30080252","8"
"23","5.4","-11.7","30080254","8"
"23","3.5","-11.7","30080255","8"
"21","1.5","-10.8","30080256","8"
"21","-1.6","-11.2","30080257","8"
"22","1.5","-13.8","30080259","8"
"22","1.6","-21.3","30080260","8"
"21","1.6","-22.8","30080261","8"
"22","-0.5","-24","30080262","8"
"22","-2.7","-24","30080263","8"
"23","-4","-16","30080264","8"
"23","-5","-16","30080265","8"
"23","-6","-16","30080266","8"
"23","-4","-18","30080267","8"
"23","-5","-18","30080268","8"
"23","-6","-18","30080269","8"
"21","-7","-21","30080270","8"
"22","-5.5","-19.8","30080271","8"
"22","-9.3","-17.1","30080272","8"
"22","-12.2","-17.2","30080274","8"
"21","-10","-22","30080275","8"
"21","-12","-22","30080276","8"
"22","-14.4","-16.8","30080277","8"
"21","-16.6","-15.9","30080278","8"
"21","-19.5","-16","30080279","8"
"22","-19","-14","30080281","8"
"22","-17","-13","30080282","8"
"21","-24","-13.8","30080284","8"
"21","-23.1","-20.6","30080286","8"
"21","-23.1","-17.7","30080287","8"
"22","-20","-22","30080288","8"
"22","-22","-22","30080289","8"
"23","-23.2","-19.3","30080290","8"
"22","-23.6","-11.5","30080292","8"
"21","-20.1","-12.4","30080294","8"
"22","-19","-8.4","30080297","8"
"23","-20.7","-6.6","30080300","8"
"22","-23.7","-5.4","30080303","8"
"21","-23.8","-2.9","30080305","8"
"21","-21.8","-1","30080306","8"
"22","-18","-1.2","30080309","8"
"21","-16.1","-4.1","30080310","8"
"21","-15","-2.2","30080311","8"
"23","-16.4","-6.1","30080313","8"
"21","-10.6","-11.8","30080315","8"
"22","-16.2","-7.6","30080316","8"
"23","-14","-11","30080318","8"
"23","-14","-10","30080319","8"
"23","-14","-12","30080320","8"
"22","-14.1","-14","30080321","8"
"21","-9.7","-6","30080323","8"
"21","-8","-9.5","30080324","8"
"22","-5.8","-6","30080327","8"
"23","-4.8","-8.8","30080328","8"
"21","-5.7","-3.7","30080329","8"
"22","-9","-2.2","30080330","8"
"22","-11.8","-1.7","30080331","8"
"22","-9.8","0.1","30080332","8"
"23","-13","-1","30080334","8"
"23","-10.9","0.2","30080335","8"
"23","-10.7","-2.6","30080336","8"
"21","-16","1","30080337","8"
"21","-15.3","3.6","30080338","8"
"23","-5.9","2.1","30080340","8"
"21","-10.2","4","30080341","8"
"22","-5.2","-0.1","30080343","8"
"22","-2.9","0.3","30080344","8"
"21","-3.3","4.7","30080346","8"
"21","-1","4.2","30080347","8"
"23","4.2","-9.2","30080348","8"
"22","7","-10","30080349","8"
"21","7","-6","30080351","8"
"21","0","-7","30080353","8"
"21","0","-4.9","30080354","8"
"22","5.8","-2.9","30080356","8"
"21","10.8","4","30080357","8"
"21","3","2.1","30080362","8"
"22","-4","-12","30080363","8"
"21","-6","-12","30080364","8"
"23","-3","-9.6","30080365","8"
"23","-4.6","-10.5","30080366","8"
"21","5.6","1.8","30080367","8"
"23","15.8","3.5","30080368","8"
"23","18.7","0.9","30080369","8"
"21","18.7","4.1","30080370","8"
"22","13.5","0.6","30080371","8"
"23","15.8","-1","30080373","8"
"21","19","-2","30080375","8"
"21","22.5","-8.5","30080376","8"
"22","13.1","-7.5","30080377","8"
"21","13","-5","30080378","8"
"23","16","-9","30080379","8"
"23","15","-8","30080380","8"
"22","19.5","-10.2","30080384","8"
"21","11.1","-11.2","30080392","8"
"23","15.9","-13.3","30080395","8"
"23","14.5","-13.3","30080396","8"
"23","21","-15","30080397","8"
"22","18.1","-18.3","30080398","8"
"21","10.2","-19.9","30080402","8"
"23","15","-22.8","30080406","8"
"22","18.7","-23.3","30080407","8"
"21","21.3","-22.9","30080408","8"
"22","23.6","-21.2","30080411","8"
"22","23.6","-18.2","30080412","8"
"991006","-20.6","-5.7","30080413","8"
"991006","-19.3","-5.7","30080414","8"
"22","-2.9","-2.1","30080417","8"
"22","-0.9","0.3","30080418","8"
"22","-0.9","-2.1","30080420","8"
"991005","-1.8","1","30080421","8"
"991005","-1.8","-0.8","30080422","8"
"991005","-1.8","-2.3","30080423","8"
"991005","15.2","-13.1","30080424","8"
"991005","15.2","-15.3","30080425","8"
"991005","15.2","-17.4","30080426","8"
"22","7.8","-19.2","30080430","8"
"23","10.5","-22.7","30080431","8"
"21","16.7","-19.9","30080432","8"
"991001","16.5","-4.8","30080433","8"
"991002","17.5","-4.8","30080434","8"
"991001","7.7","1.4","30080435","8"
"991002","8.3","1.4","30080436","8"
"991002","16","1.5","30080437","8"
"991003","15.6","1.3","30080438","8"
"991001","5.5","-17.1","30080439","8"
"991002","6.5","-17.1","30080440","8"
"23","-9.2","-15.6","30080441","8"
"23","-11.3","-14.5","30080442","8"
"23","-9.3","-13.6","30080443","8"
"23","-19.7","-6.6","30080444","8"
"23","-18.7","-6.6","30080445","8"
"23","-20.7","-5.1","30080446","8"
"23","-19.7","-5.1","30080447","8"
"23","-18.7","-5.1","30080448","8"
"23","4.5","4.9","30080449","8"
"23","6.5","4.9","30080450","8"
"23","5.5","4.9","30080451","8"
"23","7.5","4.9","30080452","8"
"23","14.7","-9.2","30080453","8"
"22","9.7","-2.8","30080455","8"
"23","9.5","-5.6","30080456","8"
"23","8.4","-8.4","30080457","8"
"23","11.6","-7.6","30080458","8"
"23","14.5","-15.4","30080459","8"
"23","15.9","-15.4","30080460","8"
"23","14.5","-17.5","30080461","8"
"23","15.9","-17.5","30080462","8"
"22","21","-5","30080463","8"
"22","22.6","-12.6","30080464","8"
"22","-10.7","-8.4","30080465","8"
"21","-12.9","-6.9","30080466","8"
"21","7","-23.8","30090001","9"
"22","17.2","-21.3","30090003","9"
"23","6.4","-21.8","30090005","9"
"23","8.4","-21.8","30090006","9"
"21","4","-21","30090007","9"
"21","1.6","-15.7","30090008","9"
"21","3.5","-16.9","30090009","9"
"23","1.5","-21.9","30090010","9"
"23","2.7","-23.7","30090011","9"
"23","-3","-23.7","30090012","9"
"22","-5.9","-22.8","30090018","9"
"21","-10.5","-21.8","30090019","9"
"23","-11.5","-19.7","30090020","9"
"23","-13.5","-19.7","30090021","9"
"23","-9.5","-19.7","30090022","9"
"22","-16.1","-23.8","30090023","9"
"21","-18.7","-23.8","30090024","9"
"21","-21","-21.8","30090025","9"
"23","-10.9","-3.8","30090036","9"
"22","-10.3","-11.1","30090043","9"
"22","-11.6","-14.3","30090044","9"
"22","-15.1","-4.8","30090045","9"
"21","-10","1.3","30090054","9"
"22","4.1","-6.3","30090062","9"
"21","12.7","-4.2","30090064","9"
"21","11.9","-2.9","30090065","9"
"23","15.5","-7.4","30090067","9"
"23","16.4","-9.7","30090068","9"
"21","18.1","-25","30090073","9"
"23","17.5","-16.7","30090077","9"
"990002","23.4","-10.9","30090079","9"
"990001","5","-23.7","30090080","9"
"990001","-13","-10.6","30090081","9"
"21","1.8","-13","30090083","9"
"23","10.6","-10.5","30090085","9"
"23","8.5","-16.7","30090086","9"
"22","11.6","-14.2","30090087","9"
"22","9.7","-14.2","30090088","9"
"23","-0.5","-3.7","30090089","9"
"23","0.6","-3.7","30090090","9"
"22","-6.5","-7.3","30090091","9"
"22","-5.4","-6.1","30090092","9"
"23","-6.7","-6.1","30090093","9"
"23","-5.5","-7.5","30090094","9"
"23","-10.9","-5.8","30090095","9"
"21","-11.1","-7.2","30090097","9"
"22","-19.5","-12.3","30090098","9"
"22","-19.5","-10.4","30090099","9"
"23","-18","-8.9","30090100","9"
"23","-16.5","-11.4","30090101","9"
"23","-17.4","-21.5","30090102","9"
"23","-16","-20.1","30090103","9"
"22","-17.4","-20.1","30090104","9"
"23","-2.1","-21.9","30090106","9"
"21","21.2","-21.9","30090107","9"
"21","20.3","-24.2","30090108","9"
"22","16.8","-1.8","30090115","9"
"21","1","-10.8","30090116","9"
"21","2.5","-10.8","30090117","9"
"23","9","0.1","30090118","9"
"23","7.5","0.1","30090119","9"
"21","4.8","-0.6","30090120","9"
"22","19.4","-1.8","30090121","9"
"22","21.7","-1.8","30090122","9"
"23","20.5","-1.7","30090123","9"
"23","18.1","-1.7","30090124","9"
"21","15.8","2.2","30090125","9"
"23","19.5","1.2","30090126","9"
"23","21","1.2","30090127","9"
"23","22.5","1.2","30090128","9"
"23","20","-11.5","30090130","9"
"21","-4","-10.1","30090132","9"
"22","-8","-22.8","30090135","9"
"21","-18.9","-13.7","30090137","9"
"21","-14.3","-11.1","30090138","9"
"22","-4","-12","30090139","9"
"23","10.4","-16.7","30090140","9"
"21","-12.6","-21.8","30090141","9"
"21","-25.2","-19","30090145","9"
"23","-4.8","-1.9","30090146","9"
"21","-7.2","-2.2","30090148","9"
"21","14.2","1.4","30090150","9"
"21","8.5","-1.9","30090151","9"
"21","10","-2.9","30090152","9"
"22","9.5","-5.2","30090153","9"
"23","12.5","-10","30090154","9"
"23","12.8","-6","30090155","9"
"22","16.6","-5.6","30090156","9"
"22","23","-7","30090157","9"
"21","19.7","-5.8","30090158","9"
"21","21.7","-5.8","30090159","9"
"22","5.5","-18.8","30090161","9"
"21","7.5","-19","30090162","9"
"22","9.5","-18.8","30090163","9"
"21","11.5","-19","30090164","9"
"23","13.3","-18.7","30090165","9"
"22","15.3","-19.4","30090166","9"
"22","-16","-21.3","30090167","9"
"23","-6","-14.8","30090168","9"
"22","-4.5","-14.8","30090169","9"
"23","-3","-14.8","30090170","9"
"22","-1.5","-14.8","30090171","9"
"21","-7.6","-13.6","30090172","9"
"21","-14.3","-8.1","30090175","9"
"21","-15.8","-6.8","30090176","9"
"23","-25","-20.6","30090179","9"
"23","-25.1","-17.4","30090180","9"
"21","10","-23.8","30090181","9"
"23","20.9","-15.9","30090182","9"
"23","22.9","-15.9","30090183","9"
"21","22.7","-12.6","30090184","9"
"990001","7","-9.6","30090186","9"
"991005","-20.8","-19.7","30090187","9"
"991005","-20.8","-18.7","30090188","9"
"991005","-20.8","-17.7","30090189","9"
"991005","-20.8","-16.7","30090190","9"
"991006","-0.8","-2.8","30090191","9"
"991006","0.2","-2.8","30090192","9"
