e8abe84008bace5b6abae3df2221662d8455056afcc89824eb1fd00e6d2b1285,07fe82521389c79e888e93c613db2885cc73ac8e1a83cc5fd25009432002c3d2,47c92fdb98f959ad2488b5256863ec9051313968497511fa6fe28cb746e1bf1b,51d87f74c2721bbe8ede99b3cb5ba65e977eb1b59b3d46865949d1c333c4840c,c779abfded361676e0334c2ec03eaea75f0b2edfcbed0080911f0f90b12cdb52,a6dcc42514b1a6de69beac5243ddb9970d6f35bbfec521ebf6b16a6c79a1b333,9c3b36005f4feb64c164bf5fd3d6e12a2d747f037e6e65bb4954ca5d0afa9425,f4e2cf8e0dec3ace79b35ebe68da9a359d60c9c18e0e25c51efaeac56953a42e,bd2f34202a2e1aff8c0447ad66254e08cb87c3b71c1871e44498298587bd5022,f2cd3c4ab1cc8d04312244d302eff36889c8fac8305577c40cb58fdce4261344,32610ab0df055f6f80ae026df69d573b9a0d9c35a53fa425a10cf371b30b3764
"","0","","20211","","","","","1202110006","","91"
"","10","","20211","","0","","","1202110007","","93"
"","1202110007","","20211","","","","","1202110008","","101"
"","0","","20211","0","none","0","","1202110009","","3"
"","0","","20211","","","","","1202110010","","91"
"","101411","","20212","","103","","","1202120001","","13"
"","104311","","20212","","104","","","1202120002","","13"
"","101411","","20212","1","travel_topdrama_r_2000_talk_sad_loop","0.2","","1202120003","","3"
"","vo_travel_talk","0","20212","0","vo_travel_talk_20021_00","","","1202120004","","21"
"1","101411","1","20212","10","接下來該前進的方向是左還右……\n即使看地圖也開始搞不懂了。\n剛才還走到了死路……","0","0","1202120005","0","11"
"","0","","20212","","","","","1202120006","","91"
"","101411","","20212","1","travel_topdrama_r_2000_idle_sad","0.2","","1202120007","","3"
"1","104311","travel_topdrama_r_2000_talk_cool_loop_normal2","20212","0","travel_topdrama_r_2000_talk_cool_in_normal2","0.2","","1202120008","0","3"
"","vo_travel_talk","0","20212","0","vo_travel_talk_20021_01","","","1202120009","","21"
"1","104311","1","20212","10","我在這種時候會往前進！\n但不知道怎麼判斷就表示妳累了吧。\n來，吃點甜食休息一下吧。","0","0","1202120010","0","11"
"","0","","20212","","","","","1202120011","","91"
"1","104311","travel_topdrama_r_2000_eat_idle","20212","0","travel_topdrama_r_2000_eat_in","0.2","","1202120012","0","3"
"1","3","travel_topdrama_r_2000_eat_idle","20212","0","travel_topdrama_r_2000_eat_in","0.2","","1202120013","0","3"
"","101411","","20212","0","travel_topdrama_r_2000_eat_in","0.2","","1202120014","","3"
"","4","","20212","0","travel_topdrama_r_2000_eat_in","0.2","","1202120015","","3"
"","0","","20212","","","","","1202120016","","91"
"","101411","","20212","1","travel_topdrama_r_2000_eat_talk","0","","1202120017","","3"
"","4","","20212","1","travel_topdrama_r_2000_eat_talk","0","","1202120018","","3"
"","vo_travel_talk","0","20212","0","vo_travel_talk_20021_02","","","1202120019","","21"
"1","101411","1","20212","10","呼，糖分確實滲入疲憊的腦子裡了。\n重振精神後推理的結果……\n我們該前進的方向是，直走！","0","0","1202120020","0","11"
"","0","","20212","","","","","1202120021","","91"
"","101411","","20212","1","travel_topdrama_r_2000_eat_idle","0.2","","1202120022","","3"
"","4","","20212","1","travel_topdrama_r_2000_eat_idle","0.2","","1202120023","","3"
"","","","20212","","","","","1202120024","","112"
"","0","","20212","","","","","1202120025","","91"
"-68","1","42","20221","101","102111","0.8","travel_topdrama_r_2000_idle_smile","1202210001","1","1"
"-68","1","-42","20221","102","102311","0.8","travel_topdrama_r_2000_idle_smile_normal","1202210002","0","1"
"-68","3","-100","20221","103","3","0.8","travel_topdrama_r_2022_pukici","1202210003","0","5"
"-75","0","0","20221","110","0","1","mana","1202210004","0","5"
"","0","","20221","","","","","1202210005","","91"
"","10","","20221","","0","","","1202210006","","93"
"","1202210006","","20221","","","","","1202210007","","101"
"","0","","20221","0","none","0","","1202210008","","3"
"","0","","20221","","","","","1202210009","","91"
"","102111","","20222","","103","","","1202220001","","13"
"","102311","","20222","","104","","","1202220002","","13"
"","3","","20222","","105","","","1202220003","","13"
"1","102111","travel_topdrama_r_2000_talk_sad_loop_dere","20222","0","travel_topdrama_r_2000_talk_sad_in_dere","0.2","","1202220004","","3"
"","vo_travel_talk","0","20222","0","vo_travel_talk_20022_00","","","1202220005","","21"
"1","102111","1","20222","10","今天的冒險，\n未來想透過演戲的方式讓大家看看呢……♪\n名字就叫「綾音與胡桃的大冒險」怎麼樣？","0","0","1202220006","0","11"
"","0","","20222","","","","","1202220007","","91"
"","102111","","20222","1","travel_topdrama_r_2000_idle_sad_joy","0.2","","1202220008","","3"
"1","102311","travel_topdrama_r_2000_talk_kyapi_loop","20222","0","travel_topdrama_r_2000_talk_kyapi_in","0.2","","1202220009","0.2","3"
"","vo_travel_talk","0","20222","0","vo_travel_talk_20022_01","","","1202220010","","21"
"1","102311","1","20222","10","我也贊成！冒險冒險♪\n會不會有寶物呢～會不會有魔物出現呢♪\n來吧，靠近我們，現身吧！","0","0","1202220011","0","11"
"","0","","20222","","","","","1202220012","","91"
"","102311","","20222","1","travel_topdrama_r_2000_talk_smile_loop","0.2","","1202220013","","3"
"","102111","","20222","1","travel_topdrama_r_2000_talk_sad_loop_dere","0.2","","1202220014","","3"
"","3","","20222","1","travel_topdrama_r_2022_laugh","0","","1202220015","","3"
"","vo_travel_talk","0","20222","0","vo_travel_talk_20022_02","","","1202220016","","21"
"1","3","1","20222","10","「喂，別隨便叫魔物接近我們！\n我們要找的只有寶箱！別突然暴衝！\n唉唉……真是的，當領隊還真辛苦。」","0","0","1202220017","0","11"
"","0","","20222","","","","","1202220018","","91"
"","","","20222","","","","","1202220019","","112"
"","0","","20222","","","","","1202220020","","91"
"-68","1","42","20231","101","104811","0.8","travel_topdrama_r_2000_idle_doya","1202310001","1","1"
"-68","1","-42","20231","102","104611","0.8","travel_topdrama_r_2000_idle_sad_surprise","1202310002","0","1"
"-75","0","0","20231","110","0","1","mana","1202310003","0","5"
"","0","","20231","","","","","1202310004","","91"
"","10","","20231","","0","","","1202310005","","93"
"","1202310005","","20231","","","","","1202310006","","101"
"","0","","20231","0","none","0","","1202310007","","3"
"","0","","20231","","","","","1202310008","","91"
"","104811","","20232","","103","","","1202320001","","13"
"","104611","","20232","","104","","","1202320002","","13"
"1","104811","travel_topdrama_r_2000_talk_doya_loop_faceAnger","20232","0","travel_topdrama_r_2000_talk_doya_in_faceAnger","0.2","","1202320003","0","3"
"","vo_travel_talk","0","20232","0","vo_travel_talk_20023_00","","","1202320004","","21"
"1","104811","1","20232","10","我們是承接了很多工作才出發的，\n沒時間悠悠哉哉的了。\n調查後採集，挖掘後販賣，冒險也要有效率地進行喔！","0","0","1202320005","0","11"
"","0","","20232","","","","","1202320006","","91"
"","104811","","20232","1","travel_topdrama_r_2000_idle_doya_anger","0.2","","1202320007","","3"
"1","104611","travel_topdrama_r_2000_talk_kyapi_loop_dere2","20232","0","travel_topdrama_r_2000_talk_kyapi_in_dere2","0.2","","1202320008","0","3"
"","vo_travel_talk","0","20232","0","vo_travel_talk_20023_01","","","1202320009","","21"
"1","104611","1","20232","10","美冬總是太拚了喵。\n休息就是要慢慢地、悠悠哉哉地喵。\n我們在這裡曬一整天的太陽吧喵～♪","0","0","1202320010","0","11"
"","0","","20232","","","","","1202320011","","91"
"","104611","","20232","1","travel_topdrama_r_2000_idle_sleep","0.2","","1202320012","","3"
"","104811","","20232","1","travel_topdrama_r_2000_talk_normal_surprise","0.2","","1202320013","0","3"
"","vo_travel_talk","0","20232","0","vo_travel_talk_20023_02","","","1202320014","","21"
"1","104811","1","20232","10","的確，在這裡的話，就能有高品質的休息了♪\n那就設定好碼表……\n開始有效率地休息吧！","0","0","1202320015","0","11"
"","0","","20232","","","","","1202320016","","91"
"1","104811","","20232","0","travel_topdrama_r_2000_talk_guts_in","0.2","","1202320017","","3"
"","0","","20232","","","","","1202320018","","91"
"","104811","","20232","1","travel_topdrama_r_2000_talk_guts_loop","0","","1202320019","","3"
"","1","","20232","","0","","","1202320020","","93"
"","","","20232","","","","","1202320021","","112"
"","0","","20232","","","","","1202320022","","91"
"-68","1","42","20241","101","102711","0.8","travel_topdrama_r_2000_idle_memory_blink","1202410001","1","1"
"-68","1","-42","20241","102","105111","0.8","travel_topdrama_r_2000_idle_normal","1202410002","0","1"
"-75","0","0","20241","110","0","1","mana","1202410003","0","5"
"","0","","20241","","","","","1202410004","","91"
"","10","","20241","","0","","","1202410005","","93"
"","1202410005","","20241","","","","","1202410006","","101"
"","0","","20241","0","none","0","","1202410007","","3"
"","0","","20241","","","","","1202410008","","91"
"","102711","","20242","","103","","","1202420001","","13"
"","105111","","20242","","104","","","1202420002","","13"
"","102711","","20242","1","travel_topdrama_r_2000_talk_wish_loop","0.2","","1202420003","","3"
"","vo_travel_talk","0","20242","0","vo_travel_talk_20024_00","","","1202420004","","21"
"1","102711","1","20242","10","我會毫不留情地破壞\n阻礙我前進的一切，嘻嘻。\n這全都是為了那位大人和我的未來……","0","0","1202420005","0","11"
"","0","","20242","","","","","1202420006","","91"
"","102711","","20242","1","travel_topdrama_r_2000_idle_wish_joy","0.2","","1202420007","","3"
"1","105111","travel_topdrama_r_2000_humu_loop","20242","0","travel_topdrama_r_2000_humu_in","0.2","","1202420008","0","3"
"","vo_travel_talk","0","20242","0","vo_travel_talk_20024_01","","","1202420009","","21"
"1","105111","1","20242","10","不愧是破壞者，來路上的瓦礫都堆成山了，\n甚至還想繼續破壞，\n真是令人惶恐呢，呵呵……♪","0","0","1202420010","0","11"
"","0","","20242","","","","","1202420011","","91"
"","105111","","20242","1","travel_topdrama_r_2000_humu_loop_shy","0.2","","1202420012","","3"
"","102711","","20242","1","travel_topdrama_r_2000_talk_sad_loop_doya","0.2","","1202420013","","3"
"","vo_travel_talk","0","20242","0","vo_travel_talk_20024_02","","","1202420014","","21"
"1","102711","1","20242","10","來尋找實驗材料的你也一樣，獨眼惡魔。\n讓我們獲得能讓彼此滿意的成果吧……\n嘻嘻嘻。","0","0","1202420015","0","11"
"","0","","20242","","","","","1202420016","","91"
"","102711","","20242","1","travel_topdrama_r_2000_idle_sad_nervous","0.2","","1202420017","","3"
"","","","20242","","","","","1202420018","","112"
"","0","","20242","","","","","1202420019","","91"
"-68","1","42","20251","101","100511","0.8","travel_topdrama_r_2000_hop_loop","1202510001","1","1"
"-68","1","-42","20251","102","103711","0.8","travel_topdrama_r_2000_idle_doya_talkJoy1R","1202510002","0","1"
"-75","0","0","20251","110","0","1","mana","1202510003","0","5"
"","0","","20251","","","","","1202510004","","91"
"","10","","20251","","0","","","1202510005","","93"
"","1202510005","","20251","","","","","1202510006","","101"
"","0","","20251","0","none","0","","1202510007","","3"
"","0","","20251","","","","","1202510008","","91"
"","100511","","20252","","103","","","1202520001","","13"
"","103711","","20252","","104","","","1202520002","","13"
"1","100511","travel_topdrama_r_2000_hop_loop","20252","0","travel_topdrama_r_2000_hop_in","0.2","","1202520003","","3"
"","vo_travel_talk","0","20252","0","vo_travel_talk_20025_00","","","1202520004","","21"
"1","100511","1","20252","10","哇啊～！好厲害！真是絕景！\n太帥啦～！\n就像虎虎修行的地方一樣～！","0","0","1202520005","0","11"
"","0","","20252","","","","","1202520006","","91"
"","100511","","20252","1","travel_topdrama_r_2000_hop_idle","0.2","","1202520007","","3"
"1","103711","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","20252","0","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","0.2","","1202520008","","3"
"","vo_travel_talk","0","20252","0","vo_travel_talk_20025_01","","","1202520009","","21"
"1","103711","1","20252","10","置身在惡劣環境中鑽研自己，\n這也是冒險的醍醐味呢。\n而且在這裡就能盡情地變身──","0","0","1202520010","0","11"
"","0","","20252","","","","","1202520011","","91"
"1","103711","travel_topdrama_r_2000_tomo_henshin_loop","20252","0","travel_topdrama_r_2000_tomo_henshin_in","0.1","","1202520012","0","3"
"1","100511","travel_topdrama_r_2000_matsuri_eieio_loop","20252","0","travel_topdrama_r_2000_matsuri_eieio_in","0.2","","1202520013","0.2","3"
"","vo_travel_talk","0","20252","0","vo_travel_talk_20025_02","","","1202520014","","21"
"1","100511","1","20252","10","變身成正義英雄！\n沒有啦，開玩笑的……\n奇怪？小智姐也想擺出變身姿勢嗎？","0","0","1202520015","0","11"
"","0","","20252","","","","","1202520016","","91"
"","","","20252","","","","","1202520017","","112"
"","0","","20252","","","","","1202520018","","91"
"-68","1","0","20261","101","105911","0.8","travel_topdrama_r_2000_idle_wish_joy","1202610001","1","1"
"-75","0","0","20261","110","0","1","mana","1202610002","0","5"
"","0","","20261","","","","","1202610003","","91"
"","10","","20261","","0","","","1202610004","","93"
"","1202610004","","20261","","","","","1202610005","","101"
"","0","","20261","0","none","0","","1202610006","","3"
"","0","","20261","","","","","1202610007","","91"
"","105911","","20262","","103","","","1202620001","","13"
"1","105911","travel_topdrama_r_2000_talk_surprise_loop","20262","0","travel_topdrama_r_2000_wishToSurprise","0.1","","1202620002","0","3"
"","vo_travel_talk","0","20262","0","vo_travel_talk_20026_00","","","1202620003","","21"
"1","105911","1","20262","10","呼，看來我們走到很遠的地方了呢。\n不過，所謂的冒險，\n不管是在什麼時候進行都很有趣呢……♪","0","0","1202620004","0","11"
"","0","","20262","","","","","1202620005","","91"
"","105911","","20262","1","travel_topdrama_r_2000_talk_wish_loop","0.2","","1202620006","","3"
"","vo_travel_talk","0","20262","0","vo_travel_talk_20026_01","","","1202620007","","21"
"1","105911","1","20262","10","為了不輸給各位，\n在下也會繼續調查。\n請好好看著吧，主人。","0","0","1202620008","0","11"
"","0","","20262","","","","","1202620009","","91"
"","","","20262","","","","","1202620010","","112"
"","0","","20262","","","","","1202620011","","91"
"-68","1","0","20271","101","123011","0.8","travel_topdrama_r_2000_ames_idle_normal","1202710001","1","1"
"-75","0","0","20271","110","0","1","mana","1202710002","0","5"
"","0","","20271","","","","","1202710003","","91"
"","10","","20271","","0","","","1202710004","","93"
"","1202710004","","20271","","","","","1202710005","","101"
"","0","","20271","0","none","0","","1202710006","","3"
"","0","","20271","","","","","1202710007","","91"
"","123011","","20272","","103","","","1202720001","","13"
"1","123011","travel_topdrama_r_2000_ames_talk_wish_loop","20272","0","travel_topdrama_r_2000_ames_talk_wish_in","0.2","","1202720002","0","3"
"","vo_travel_talk","0","20272","0","vo_travel_talk_20027_00","","","1202720003","","21"
"1","123011","1","20272","10","呼，呼……冒險遠比想像中還要求體力呢……\n嗯，不過，實際來了一趟後，\n發現景色真美♪","0","0","1202720004","0","11"
"","0","","20272","","","","","1202720005","","91"
"","123011","","20272","1","travel_topdrama_r_2000_ames_talk_yareyare","0.2","","1202720006","","3"
"","vo_travel_talk","0","20272","0","vo_travel_talk_20027_01","","","1202720007","","21"
"1","123011","1","20272","10","下次要和那傢伙一起……\n去哪才好呢？\n得請他當我的護衛才行呢。","0","0","1202720008","0","11"
"","0","","20272","","","","","1202720009","","91"
"","123011","","20272","1","travel_topdrama_r_2000_ames_idle_yareyare","0.2","","1202720010","","3"
"","","","20272","","","","","1202720011","","112"
"","0","","20272","","","","","1202720012","","91"
"-68","1","42","20281","101","106811","0.8","travel_topdrama_r_2000_idle_cool","1202810001","1","1"
"-68","1","-42","20281","102","106911","0.8","travel_topdrama_r_2000_kaiser_idle_arm_crossed","1202810002","0","1"
"-75","0","0","20281","110","0","1","mana","1202810003","0","5"
"","0","","20281","","","","","1202810004","","91"
"","10","","20281","","0","","","1202810005","","93"
"","1202810005","","20281","","","","","1202810006","","101"
"","0","","20281","0","none","0","","1202810007","","3"
"","0","","20281","","","","","1202810008","","91"
"","106811","","20282","","103","","","1202820001","","13"
"","106911","","20282","","104","","","1202820002","","13"
"1","106811","travel_topdrama_r_2000_talk_cool_loop","20282","0","travel_topdrama_r_2000_talk_cool_in","0.2","","1202820003","0","3"
"","vo_travel_talk","0","20282","0","vo_travel_talk_20028_00","","","1202820004","","21"
"1","106811","1","20282","10","啊哈哈，瞧你一張臭臉。\n也對，突然被拉出來當然會有所不滿了。\n好了好了，這可是冒險喔，得好好享受才行！","0","0","1202820005","0","11"
"","0","","20282","","","","","1202820006","","91"
"","106811","","20282","1","travel_topdrama_r_2000_idle_cool","0.2","","1202820007","","3"
"1","106911","travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop","20282","0","travel_topdrama_r_2000_kaiser_talk_arm_crossed_in","0.2","","1202820008","0","3"
"","vo_travel_talk","0","20282","0","vo_travel_talk_20028_01","","","1202820009","","21"
"1","106911","1","20282","10","你那漫不經心的口氣，真是讓人怒火中燒。\n事到如今你還在問我是要冒險嗎……？\n別開玩笑了。","0","0","1202820010","0","11"
"","0","","20282","","","","","1202820011","","91"
"","106911","","20282","1","travel_topdrama_r_2000_kaiser_idle_arm_crossed","0.2","","1202820012","","3"
"1","106811","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","20282","0","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","0.2","","1202820013","","3"
"","vo_travel_talk","0","20282","0","vo_travel_talk_20028_02","","","1202820014","","21"
"1","106811","1","20282","10","我可是認真的喔。\n要從山頂到谷底，海洋到草原，踏遍廣闊的世界！\n我還帶了飯糰，準備齊全了。來吧，出發囉！","0","0","1202820015","0","11"
"","0","","20282","","","","","1202820016","","91"
"","106811","","20282","1","travel_topdrama_r_2000_idle_arm_crossed","0.2","","1202820017","","3"
"","","","20282","","","","","1202820018","","112"
"","0","","20282","","","","","1202820019","","91"
"-75.6","1","-17.5","30011","51","1000001","0.8","travel_topdrama_r_3001_idle_B","1300110001","0","1"
"-75.6","1","-17.5","30011","50","12","0.8","travel_topdrama_r_3001_idle_B","1300110002","0","5"
"-56.1","1","31.4","30011","49","1000002","0.8","travel_topdrama_r_3001_idle_A","1300110003","0","1"
"-56.1","1","31.4","30011","48","11","0.8","travel_topdrama_r_3001_idle_A","1300110004","0","5"
"-56.1","2","31.4","30011","49","13","0.8","travel_topdrama_r_3001_idle_A","1300110005","0","5"
"-88","0","0","30011","110","0","1","normal","1300110006","","5"
"0.5","300101","-43.7","30011","-30.3","300101","1","","1300110007","","31"
"1","300103","-110","30011","260","300103","1","","1300110008","","31"
"1","300111","-127","30011","215","300111","1","","1300110009","","31"
"","0","","30011","","0","","","1300110010","","91"
"","1000001","","30011","0","travel_topdrama_r_3001_idle_B","0","","1300110011","0","3"
"","12","","30011","0","travel_topdrama_r_3001_idle_B","0","","1300110012","0","3"
"","1000002","","30011","0","travel_topdrama_r_3001_idle_A","0","","1300110013","0","3"
"","11","","30011","0","travel_topdrama_r_3001_idle_A","0","","1300110014","0","3"
"","1.7","","30011","","0","","","1300110015","","93"
"","1300110011","","30011","","0","","","1300110016","","101"
"","0","","30011","0","none","0","","1300110017","","3"
"","0","","30011","","0","","","1300110018","","91"
"1","300106","-110","30012","260","300106","0","","1300120001","","31"
"1","300108","-110","30012","260","300108","0","","1300120002","","31"
"0.4","300100","92.6","30012","17.3","300100","0","","1300120003","","31"
"0.4","300104","92.6","30012","0","300104","0","","1300120004","","31"
"","0","","30012","","","","","1300120005","","91"
"","1000002","","30012","1","travel_topdrama_r_3001_idle_A","0.5","","1300120006","","3"
"","11","","30012","1","travel_topdrama_r_3001_idle_A","0.5","","1300120007","","3"
"","1000001","","30012","1","travel_topdrama_r_3001_idle_B","0.5","","1300120008","","3"
"","12","","30012","1","travel_topdrama_r_3001_idle_B","0.5","","1300120009","","3"
"","0.2","","30012","","0","","","1300120010","","93"
"","300100","","30012","","1","","","1300120011","","32"
"","2","","30012","","0","","","1300120012","","93"
"","300103","","30012","","0","","","1300120013","","32"
"","300108","","30012","","1","","","1300120014","","32"
"","300106","","30012","","1","","","1300120015","","32"
"","se_travel_top","","30012","0","se_travel_top_fishing_hit","","","1300120016","","23"
"","1000002","","30012","0","travel_topdrama_r_3001_1_01_A","0","","1300120017","","3"
"","11","","30012","0","travel_topdrama_r_3001_1_01_A","0","","1300120018","","3"
"","1000001","","30012","0","travel_topdrama_r_3001_1_01_B","0.5","","1300120019","","3"
"","12","","30012","0","travel_topdrama_r_3001_1_01_B","0.5","","1300120020","","3"
"","0","","30012","","","","","1300120021","","91"
"","300108","","30012","","0","","","1300120022","","32"
"","1000002","","30012","0","travel_topdrama_r_3001_1_02_A","0","","1300120023","","3"
"","11","","30012","0","travel_topdrama_r_3001_1_02_A","0","","1300120024","","3"
"","1000001","","30012","0","travel_topdrama_r_3001_1_02_B","0.2","","1300120025","","3"
"","12","","30012","0","travel_topdrama_r_3001_1_02_B","0.2","","1300120026","","3"
"","1","","30012","","0","","","1300120027","","93"
"","300100","","30012","","0","","","1300120028","","32"
"","0","","30012","","","","","1300120029","","91"
"1","300107","-110","30012","260","300107","1","","1300120030","","31"
"","se_travel_top","","30012","0","se_travel_top_fishing_appear_box","","","1300120031","","23"
"","1000002","","30012","0","travel_topdrama_r_3001_1_03_A","","","1300120032","","3"
"","11","","30012","0","travel_topdrama_r_3001_1_03_A","","","1300120033","","3"
"","13","","30012","0","travel_topdrama_r_3001_1_03_A","","","1300120034","","3"
"","1000001","","30012","0","travel_topdrama_r_3001_1_03_B","","","1300120035","","3"
"1","12","travel_topdrama_r_3001_1_03_B_loop","30012","0","travel_topdrama_r_3001_1_03_B","0.2","","1300120036","","3"
"","0.8","","30012","","0","","","1300120037","","93"
"","300106","","30012","","0","","","1300120038","","32"
"","","","30012","","","","","1300120039","","111"
"","0","","30012","","","","","1300120040","","91"
"-75.6","1","-17.5","30021","51","1000001","0.8","travel_topdrama_r_3001_idle_B","1300210001","0","1"
"-75.6","1","-17.5","30021","50","12","0.8","travel_topdrama_r_3001_idle_B","1300210002","0","5"
"-56.1","1","31.4","30021","49","1000002","0.8","travel_topdrama_r_3001_idle_A","1300210003","0","1"
"-56.1","1","31.4","30021","48","11","0.8","travel_topdrama_r_3001_idle_A","1300210004","0","5"
"-56.1","2","31.4","30021","49","13","0.8","travel_topdrama_r_3001_idle_A","1300210005","0","5"
"-88","0","0","30021","110","0","1","normal","1300210006","","5"
"0.5","300201","-43.7","30021","-30.3","300201","1","","1300210007","","31"
"1","300203","-110","30021","260","300203","1","","1300210008","","31"
"1","300211","-127","30021","215","300211","1","","1300210009","","31"
"","0","","30021","","0","","","1300210010","","91"
"","1000001","","30021","0","travel_topdrama_r_3001_idle_B","0","","1300210011","0","3"
"","12","","30021","0","travel_topdrama_r_3001_idle_B","0","","1300210012","0","3"
"","1000002","","30021","0","travel_topdrama_r_3001_idle_A","0","","1300210013","0","3"
"","11","","30021","0","travel_topdrama_r_3001_idle_A","0","","1300210014","0","3"
"","1.7","","30021","","0","","","1300210015","","93"
"","1300210011","","30021","","0","","","1300210016","","101"
"","0","","30021","0","none","0","","1300210017","","3"
"","0","","30021","","0","","","1300210018","","91"
"1","300206","-110","30022","260","300206","0","","1300220001","","31"
"1","300208","-110","30022","260","300208","0","","1300220002","","31"
"0.4","300200","92.6","30022","17.3","300200","0","","1300220003","","31"
"0.4","300204","92.6","30022","0","300204","0","","1300220004","","31"
"","0","","30022","","","","","1300220005","","91"
"","1000002","","30022","1","travel_topdrama_r_3001_idle_A","0.5","","1300220006","","3"
"","11","","30022","1","travel_topdrama_r_3001_idle_A","0.5","","1300220007","","3"
"","1000001","","30022","1","travel_topdrama_r_3001_idle_B","0.5","","1300220008","","3"
"","12","","30022","1","travel_topdrama_r_3001_idle_B","0.5","","1300220009","","3"
"","0.2","","30022","","0","","","1300220010","","93"
"","300200","","30022","","1","","","1300220011","","32"
"","2","","30022","","0","","","1300220012","","93"
"","300203","","30022","","0","","","1300220013","","32"
"","300208","","30022","","1","","","1300220014","","32"
"","300206","","30022","","1","","","1300220015","","32"
"","se_travel_top","","30022","0","se_travel_top_fishing_hit","","","1300220016","","23"
"","1000002","","30022","0","travel_topdrama_r_3001_1_01_A","0","","1300220017","","3"
"","11","","30022","0","travel_topdrama_r_3001_1_01_A","0","","1300220018","","3"
"","1000001","","30022","0","travel_topdrama_r_3001_1_01_B","0.5","","1300220019","","3"
"","12","","30022","0","travel_topdrama_r_3001_1_01_B","0.5","","1300220020","","3"
"","0","","30022","","","","","1300220021","","91"
"","300208","","30022","","0","","","1300220022","","32"
"","1000002","","30022","0","travel_topdrama_r_3001_1_02_A","0","","1300220023","","3"
"","11","","30022","0","travel_topdrama_r_3001_1_02_A","0","","1300220024","","3"
"","1000001","","30022","0","travel_topdrama_r_3001_1_02_B","0.2","","1300220025","","3"
"","12","","30022","0","travel_topdrama_r_3001_1_02_B","0.2","","1300220026","","3"
"","1","","30022","","0","","","1300220027","","93"
"","300200","","30022","","0","","","1300220028","","32"
"","0","","30022","","","","","1300220029","","91"
"1","300207","-110","30022","260","300107","1","","1300220030","","31"
"","se_travel_top","","30022","0","se_travel_top_fishing_appear_silverbox","","","1300220031","","23"
"","1000002","","30022","0","travel_topdrama_r_3001_1_03_A","","","1300220032","","3"
"","11","","30022","0","travel_topdrama_r_3002_03_A","","","1300220033","","3"
"","13","","30022","0","travel_topdrama_r_3002_03_A","","","1300220034","","3"
"","1000001","","30022","0","travel_topdrama_r_3001_1_03_B","","","1300220035","","3"
"1","12","travel_topdrama_r_3001_1_03_B_loop","30022","0","travel_topdrama_r_3001_1_03_B","0.2","","1300220036","","3"
"","0.8","","30022","","0","","","1300220037","","93"
"","300206","","30022","","0","","","1300220038","","32"
"","","","30022","","","","","1300220039","","111"
"","0","","30022","","","","","1300220040","","91"
"-75.6","1","-17.5","30031","51","1000001","0.8","travel_topdrama_r_3001_idle_B","1300310001","0","1"
"-75.6","1","-17.5","30031","50","12","0.8","travel_topdrama_r_3001_idle_B","1300310002","0","5"
"-56.1","1","31.4","30031","49","1000002","0.8","travel_topdrama_r_3001_idle_A","1300310003","0","1"
"-56.1","1","31.4","30031","48","11","0.8","travel_topdrama_r_3001_idle_A","1300310004","0","5"
"-20","4","-170","30031","52","15","0.85","travel_topdrama_r_3001_none","1300310005","0","5"
"-88","0","0","30031","110","0","1","normal","1300310006","","5"
"0.5","300301","-43.7","30031","-30.3","300301","1","","1300310007","","31"
"1","300303","-110","30031","260","300303","1","","1300310008","","31"
"1","300311","-127","30031","215","300311","1","","1300310009","","31"
"","0","","30031","","0","","","1300310010","","91"
"","1000001","","30031","0","travel_topdrama_r_3001_idle_B","0","","1300310011","0","3"
"","12","","30031","0","travel_topdrama_r_3001_idle_B","0","","1300310012","0","3"
"","1000002","","30031","0","travel_topdrama_r_3001_idle_A","0","","1300310013","0","3"
"","11","","30031","0","travel_topdrama_r_3001_idle_A","0","","1300310014","0","3"
"","1.7","","30031","","0","","","1300310015","","93"
"","1300310011","","30031","","0","","","1300310016","","101"
"","0","","30031","0","none","0","","1300310017","","3"
"","0","","30031","","0","","","1300310018","","91"
"1","300306","-110","30032","260","300306","0","","1300320001","","31"
"1","300308","-110","30032","260","300308","0","","1300320002","","31"
"0.4","300300","92.6","30032","17.3","300300","0","","1300320003","","31"
"0.4","300304","92.6","30032","0","300304","0","","1300320004","","31"
"","0","","30032","","","","","1300320005","","91"
"","1000002","","30032","1","travel_topdrama_r_3001_idle_A","0.5","","1300320006","","3"
"","11","","30032","1","travel_topdrama_r_3001_idle_A","0.5","","1300320007","","3"
"","1000001","","30032","1","travel_topdrama_r_3001_idle_B","0.5","","1300320008","","3"
"","12","","30032","1","travel_topdrama_r_3001_idle_B","0.5","","1300320009","","3"
"","0.2","","30032","","0","","","1300320010","","93"
"","300300","","30032","","1","","","1300320011","","32"
"","2","","30032","","0","","","1300320012","","93"
"","300303","","30032","","0","","","1300320013","","32"
"","300308","","30032","","1","","","1300320014","","32"
"","300306","","30032","","1","","","1300320015","","32"
"","se_travel_top","","30032","0","se_travel_top_fishing_hit","","","1300320016","","23"
"","1000002","","30032","0","travel_topdrama_r_3001_1_01_A","0","","1300320017","","3"
