9b6c0bcb59a334ed5fa08987de03346e760c158236c55e40094e39a2f1e930b7,1d0ef7e8fbd3747933fd1ed43f241b8fd69ee70f3ded49d7791d6ad0304fc440,5f64144b8beba84c41c1d918bb80fa812e5d667b89159071d30dd866bdb20736,f0f2ecaf916e1c05cda0d38e7fc2825e669893825f3cc9ef80c5f01d292f8816,44a11f288b225389a6eb75ea3de78a6d9e90e96ec00983a046c4aa7446439ee1,e3b004029f2c209bd246a0bb071876d4199baf764d9ce8797971ab371832c2e5,068dcb82d6752e9c64ac1d08a75eb73c3338389f676f6ea5b9fdd8a71ddbd9e0,a4e677e07e45a2b9389f2a91c7b5266e6bd766f8a6faf13b8f8b925fa28de80b,91942961f34e2e16d12696a18d7a2012b9790cff9afc05e768257e1469d55ed9,66fb4bff8a2b8f5d1fe20013830fdb8e666bee12c1aadc19e717652665d7f784,f5bfee6a2491732b8919fa5a3a7b208e3d443914c370cc156c6dd74d2004cdd5
"0","21","vo_alces","","12","","","0","vo_alces_1201","12019",""
"10","11","1","0","12","0","1.6","1","氣勢洶洶沒打算聽人說話的樣子……\n既然這樣就只能用「變透明的藥」了！","12020","0"
"0","91","0","","12","","","0","","12021",""
"0","3","1","","12","0.2","","","luis_drink","12022",""
"","22","0","","12","","","","0.5","12023",""
"","93","1.6","","12","","","","0","12024",""
"0","21","vo_alces","","12","","","0","vo_alces_1202","12025",""
"10","11","1","0","12","0","0.5","1","咕嚕！！","12026","0"
"","93","2","","12","","","","0","12027",""
"","23","se_alces","","12","","","","se_alces_invisible","12028",""
"","32","12","","12","","","","1","12029",""
"1","6","1","0","12","0.2","","1","1","12030","0"
"","93","1.8","","12","","","","0","12031",""
"-190","2","105111","","12","","","2","250","12032","0"
"-190","2","1002","","12","","","2","250","12033","0"
"1","3","105111","","12","0.2","","","mitsuki_run_dash_noface","12034",""
"1","3","1002","","12","0.2","","","mitsuki_run_dash","12035",""
"","93","2","","12","","","","0","12036",""
"1","3","105111","","12","0.2","","","mitsuki_anger_talk_noface","12037",""
"1","3","1002","","12","0.2","","","mitsuki_anger_talk","12038",""
"0","21","vo_alces","","12","","","0","vo_alces_1203","12039",""
"10","11","105111","0","12","0","0.5","1","把妳逼入絕境了吧鍊金術師！","12040","0"
"0","91","0","","12","","","0","","12041",""
"","22","0","","12","","","","0.5","12042",""
"0","3","105111","0","12","0.2","","sad_talk_anger","mitsuki_look_in_noface","12043","1"
"0","3","1002","","12","0.2","","","mitsuki_look_in","12044",""
"","93","1.5","","12","","","","0","12045",""
"0","21","vo_alces","","12","","","0","vo_alces_1204","12046",""
"10","11","105111","0","12","0","1.2","1","……嘖，讓她逃走了嗎……","12047","0"
"0","91","0","","12","","","0","","12048",""
"0","3","105111","0","12","0.2","","mitsuki_armcrossed_talk_noface","mitsuki_armcrossed_in_noface","12049","1"
"0","3","1002","0","12","0.2","","mitsuki_armcrossed_talk","mitsuki_armcrossed_in","12050","1"
"0","21","vo_alces","","12","","","0","vo_alces_1205","12051",""
"10","11","105111","0","12","0","2.3","1","真是的，\n居然用這種完全沒有科學根據的東西\n在做生意……\n我可不認同。","12052","0"
"0","91","0","","12","","","0","","12053",""
"1","3","105111","","12","0.2","","","mitsuki_ecstatic_talk_noface","12054",""
"1","3","1002","","12","0.2","","","mitsuki_ecstatic_talk","12055",""
"0","21","vo_alces","","12","","","0","vo_alces_1206","12056",""
"10","11","105111","0","12","0","1","1","……是那個魔女婆婆的孫女嗎。\n真是大意不得呢。\n【阿爾克絲鍊金堂】……！","12057","0"
"0","91","0","","12","","","0","","12058",""
"","22","0","","12","","","","0.5","12059",""
"0","3","105111","0","12","0.2","","mitsuki_walkR_noface","mitsuki_turnR_noface","12060","1"
"0","3","1002","0","12","0.2","","mitsuki_walkR","mitsuki_turnR","12061","1"
"-190","2","105111","","12","","","5","1050","12062","0"
"-190","2","1002","","12","","","5","1050","12063","0"
"","93","4.5","","12","","","","0","12064",""
"1","3","1","","12","0.2","","","idle_normal_Ex0001","12065",""
"","23","se_alces","","12","","","","se_alces_invisible","12066",""
"","32","12","","12","","","","0","12067",""
"","32","12","","12","","","","1","12068",""
"","93","0.1","","12","","","","0","12069",""
"1","6","1","0","12","0.3","","1","1","12070","1"
"","93","1.5","","12","","","","0","12071",""
"","23","se_alces","","12","","","","se_alces_breath","12072",""
"0","3","1","0","12","0.2","","relief_idle","relief_in","12073","1"
"0","3","1001","","12","","","","relief_in","12074",""
"","22","0","","12","","","","0","12075",""
"","93","3","","12","","","","0","12076",""
"0","101","12076","","12","","","0","","12077",""
"100","5","2","0","15","1.43","walk_jog_talkjoy2","100","2","15001","-130"
"101","5","3","1","15","1.4","sit_readPaper","400","3","15002","-130"
"","91","0","","15","","","","0","15003",""
"-130","2","2","","15","","","0.8","235","15004","0"
"0","93","0.5","","15","","","0","0","15005",""
"0","21","vo_alces","","15","","","0","vo_alces_1500","15006",""
"10","11","2","0","15","0","0.5","1","我去跑腿回來囉～\n苑姑姑～","15007","0"
"","93","0.3","","15","","","","0","15008",""
"1","3","2","","15","0.2","","","talk_normal","15009",""
"","91","15007","","15","","","","","15010",""
"","22","0","","15","","","","0.5","15011",""
"1","3","2","","15","0.2","","","idle_normal","15012",""
"","93","1","","15","","","","0","15013",""
"0","3","3","0","15","0.2","","sit_readPaper","sit_readPaperTurn","15014","1"
"","93","0.5","","15","","","","0","15015",""
"0","21","vo_alces","","15","","","0","vo_alces_1501","15016",""
"10","11","2","0","15","0","0.5","1","……苑姑姑～！","15017","0"
"","93","0.3","","15","","","","0","15018",""
"0","3","2","0","15","0.2","","idle_normal","smile_normal","15019","1"
"0","91","15017","","15","","","0","","15020",""
"","22","0","","15","","","","0.5","15021",""
"","93","0.5","","15","","","","0","15022",""
"1","3","2","","15","0.2","","","sad_idle_surprise","15023",""
"","93","1","","15","","","","1","15024",""
"0","3","3","0","15","0.2","","sit_readPaper","sit_readPaperTurn","15025","1"
"","93","1.2","","15","","","","0","15026",""
"1","3","2","","15","0.2","","","anger_talk_pain","15027",""
"0","21","vo_alces","","15","","","0","vo_alces_1502","15028",""
"10","11","2","0","15","0","0.5","1","苑姑姑～！！！","15029","0"
"0","91","0","","15","","","0","","15030",""
"","22","0","","15","","","","0.5","15031",""
"1","3","2","","15","0.2","","","anger_idle_angerR","15032",""
"","93","1.2","","15","","","","1","15033",""
"","23","se_alces","","15","","","","se_alces_emotion_quiet","15034",""
"1","12","3","0","15","10","","0","12","15035","0"
"","93","2.5","","15","","","","0","15036",""
"","23","se_alces","","15","","","","se_alces_emotion_notice","15037",""
"0.3","12","2","0","15","0","","0","10","15038","0"
"0","3","2","0","15","0.2","","notice_loop_talk2","notice_in_talk2","15039","1"
"","93","1.4","","15","","","","0","15040",""
"1","3","2","","15","0.2","","","talk_normal_normal2","15041",""
"0","21","vo_alces","","15","","","0","vo_alces_1503","15042",""
"10","11","2","0","15","0","0.5","1","苑姐姐。","15043","0"
"0","91","0","","15","","","0","","15044",""
"1","3","2","","15","0.2","","","idle_normal","15045",""
"1","3","3","","15","0.2","","","sit_out_smile","15046",""
"","93","0.5","","15","","","","1","15047",""
"0","3","3","0","15","0.2","","sono_cool_talk","sono_cool_in","15048","1"
"1","3","2","","15","0.2","","","surprise_idle_shy","15049",""
"0","21","vo_alces","","15","","","0","vo_alces_1504","15050",""
"10","11","3","0","15","0","2.2","1","很好，真的很謝謝妳。\n這是苑姐姐給妳的\n零用錢♪","15051","0"
"0","91","0","","15","","","0","","15052",""
"","22","0","","15","","","","0.5","15053",""
"0","3","3","0","15","0.2","","sono_armcrossed_idle","sono_armcrossed_in","15054","1"
"","93","0.5","","15","","","","0","15055",""
"","23","se_alces","","15","","","","se_alces_emotion_sweat","15056",""
"1.5","12","2","0","15","0","","0","2","15057","0"
"1","3","2","","15","0.2","","","talk_normal_nervous","15058",""
"","93","0.8","","15","","","","0","15059",""
"1","3","3","","15","0.2","","","sono_armcrossed_talk","15060",""
"","93","1.7","","15","","","","0","15061",""
"1","3","2","","15","0.2","","","iroha_idle_Ex0001","15062",""
"1","3","3","","15","0.2","","","sono_armcrossed_idle","15063",""
"","93","1","","15","","","","0","15064",""
"","22","0","","15","","","","0","15065",""
"","93","3","","15","","","","0","15066",""
"0","101","15066","","15","","","0","","15067",""
"103","5","5","1","16","1.45","iroha_idle_dere_glass","150","5","16001","-160"
"150","31","11","","16","0","","-160","11","16002","1"
"104","5","10","1","16","1.45","empty","150","1001","16003","-160"
"102","5","3","1","16","1.41","sono_walk_scare","1000","3","16004","-160"
"103","5","10","1","16","1.41","empty","300","1002","16005","-160"
"110","13","3","","16","","","","130","16006",""
"100","1","1","0","16","1.42","idle_normal","-50","132211","16007","-150"
"101","5","10","0","16","1.42","empty","-50","1003","16008","-150"
"","91","0","","16","","","","0","16009",""
"0","3","5","0","16","0.2","","iroha_doya_talk_glass","iroha_doya_in_glass","16010","1"
"","93","0.5","","16","","","","0","16011",""
"0","21","vo_alces","","16","","","0","vo_alces_1600","16012",""
"10","11","5","0","16","0","4.9","1","欸欸──我漂亮嗎？\n很成熟嗎？\n性感又豐滿？","16013","0"
"0","91","0","","16","","","0","","16014",""
"1","3","5","","16","0.2","","","iroha_doya_idle_glass","16015",""
"1","3","132211","","16","0.2","","","surprise_talk","16016",""
"0","21","vo_alces","","16","","","0","vo_alces_1601","16017",""
"10","11","132211","0","16","0","0.8","1","怎……怎麼了嗎彩羽？\n……啊，難道是\n跟苑交換身體了？","16018","0"
"0","91","0","","16","","","0","","16019",""
"1","3","132211","","16","0.2","","","surprise_idle","16020",""
"0","3","5","0","16","0.2","","iroha_cool_talk_glass","iroha_cool_in_glass","16021","1"
"0","21","vo_alces","","16","","","0","vo_alces_1602","16022",""
"10","11","5","0","16","0","1.6","1","對啊──我是苑喔。\n身材姣好對吧？","16023","0"
"0","91","0","","16","","","0","","16024",""
"","22","0","","16","","","","0.5","16025",""
"-160","2","3","","16","","","4","300","16026","0"
"0","3","3","0.2","16","0.2","","sono_armcrossed_idle","sono_walk_scare","16027","1"
"0","3","5","0","16","0.2","","iroha_armcrossed_talk_glass","iroha_armcrossed_in_glass","16028","1"
"","93","0.5","","16","","","","0","16029",""
"0","3","132211","0","16","0.2","","surprise2_idle","surprise2_in","16030","1"
"0","21","vo_alces","","16","","","0","vo_alces_1603","16031",""
"10","11","5","0","16","0","3.9","1","那麼，我出去玩一下～去抓蟲……\n不對是要去大人的社交場合♪","16032","0"
"0","91","16027","","16","","","0","","16033",""
"0","91","16032","","16","","","0","","16034",""
"","22","0","","16","","","","0.5","16035",""
"","23","se_alces","","16","","","","se_alces_surprise","16036",""
"0","3","5","0","16","0.2","","iroha_shock_loop","iroha_shock_in","16037","1"
"0","3","1001","","16","0.2","","","iroha_shock_in","16038",""
"","93","1","","16","","","","0","16039",""
"1","3","3","","16","0.2","","","sono_armcrossed_talk","16040",""
"0","21","vo_alces","","16","","","0","vo_alces_1604","16041",""
"10","11","3","0","16","0","1.7","1","……妳變成我的樣子打算去哪裡？\n彩羽？","16042","0"
"0","91","0","","16","","","0","","16043",""
"","22","0","","16","","","","0.5","16044",""
"0","3","3","0","16","0.2","","sono_doya_idle","sono_doya_in","16045","1"
"0","3","5","","16","0.2","","","iroha_kyorokyoro","16046",""
"","93","1.8","","16","","","","0","16047",""
"","23","se_alces","","16","","","","se_alces_dotabata","16048",""
"0","3","5","0","16","0","","iroha_escape","iroha_escape_in","16049","1"
"-160","2","5","","16","","","3.5","-1200","16050","0"
"","32","11","","16","","","","1","16051",""
"","37","11","","16","","","","sweatR_Loop","16052",""
"-160","33","11","","16","","","3.5","-1200","16053","0"
"","93","0.1","","16","","","","0","16054",""
"1","3","3","","16","0.2","","","sono_notice_in_anger","16055",""
"0","3","1002","","16","0.2","","","sono_notice_in_anger","16056",""
"","93","0.3","","16","","","","0","16057",""
"0","3","132211","0","16","0.2","","surprise2R_idle","surprise2_turn","16058","1"
"","93","0.4","","16","","","","0","16059",""
"1","3","3","","16","0.2","","","run_chase","16060",""
"-160","2","3","","16","","","3.5","-1050","16061","0"
"","93","2","","16","","","","0","16062",""
"1","3","132211","","16","0.2","","","sadR_idle_nervous","16063",""
"0","3","1003","0","16","0.2","","sad_idle_nervous","sad_idle_nervous_in","16064","1"
"","93","2","","16","","","","0","16065",""
"","22","0","","16","","","","0","16066",""
"","93","3","","16","","","","0","16067",""
"0","101","16067","","16","","","0","","16068",""
"100","5","5","0","17","1.47","idle_normal","-100","5","17001","-190"
"-100","31","11","","17","0","","-190","1101","17002","1"
"101","5","10","0","17","1.47","empty","-100","1001","17003","-190"
"","13","5","","17","","","","130","17004",""
"101","5","4","1","17","1.43","idle_kyapi_normal","125","4","17005","-190"
"125","31","11","","17","0","","-190","1102","17006","1"
"","91","0","","17","","","","0","17007",""
"","23","se_alces","","17","","","","se_alces_breath","17008",""
"0","3","5","0","17","0.2","","sono_relief_talk","sono_relief_in","17009","1"
"0","3","1001","","17","0.2","","","sono_relief_in","17010",""
"","93","0.5","","17","","","","0","17011",""
"0","21","vo_alces","","17","","","0","vo_alces_1700","17012",""
"10","11","5","0","17","0","2.4","1","唉……\n變回原本的模樣了……","17013","0"
"","93","3.5","","17","","","","1","17014",""
"0","91","17013","","17","","","0","","17015",""
"0","3","5","0","17","0.2","","sono_tired_talk","sono_ache_in","17016","1"
"0","21","vo_alces","","17","","","0","vo_alces_1701","17017",""
"10","11","5","0","17","0","3.7","1","嗚啊……肌肉好痛。\n妳到底到處跑了多久啊……","17018","0"
"0","91","0","","17","","","0","","17019",""
"1","3","5","","17","0.2","","","sono_tired_idle","17020",""
"1","3","4","","17","0.2","","","jump_loop","17021",""
"0","21","vo_alces","","17","","","0","vo_alces_1702","17022",""
"10","11","4","0","17","0","1.4","1","啊哈哈哈！！\n彩羽的身體，都沒在鍛鍊──！！","17023","0"
"0","91","0","","17","","","0","","17024",""
"1","3","4","","17","0.2","","","joy_talk_normal2","17025",""
"0","21","vo_alces","","17","","","0","vo_alces_1703","17026",""
"10","11","4","0","17","0","0.3","1","我去全力跑步一下──！！","17027","0"
"0","91","0","","17","","","0","","17028",""
"0","3","4","0","17","0.1","","iroha_run_dash","iroha_joy_to_run","17029","1"
"","22","0","","17","","","","0.5","17030",""
"-190","2","4","","17","","","2.1","1200","17031","0"
"","32","1102","","17","","","","1","17032",""
"","37","1102","","17","","","","smokeL","17033",""
"-190","33","1102","","17","","","2.1","1200","17034","0"
"","93","2","","17","","","","0","17035",""
"0","3","5","0","17","0.2","","sad_talk_anger","tired_to_sad","17036","1"
"0","21","vo_alces","","17","","","0","vo_alces_1704","17037",""
"10","11","5","0","17","0","4.3","1","……嗯？\n之後我又會回到那個身體裡喔？\n不行耶，會死掉的。","17038","0"
"0","91","0","","17","","","0","","17039",""
"1","3","5","","17","0.1","","","run_chase_Ex0006","17040",""
"-190","2","5","","17","","","3.5","1100","17041","0"
"","32","1101","","17","","","","1","17042",""
"","37","1101","","17","","","","sweatL_Loop","17043",""
"-190","33","1101","","17","","","3.5","1100","17044","0"
"0","21","vo_alces","","17","","","0","vo_alces_1705","17045",""
"10","11","5","0","17","0","0.5","1","給我等等──！！","17046","0"
"","93","3","","17","","","","0","17047",""
"0","91","0","","17","","","0","","17048",""
"","22","0","","17","","","","0","17049",""
"","93","3","","17","","","","0","17050",""
"0","101","17050","","17","","","0","","17051",""
"100","5","5","1","18","1.4","sit_drink_loop","400","5","18001","-130"
"101","5","4","0","18","1.37","iroha_sad_lookup_surprise","235","4","18002","-145"
"","91","0","","18","","","","0","18003",""
"0","21","vo_alces","","18","","","0","vo_alces_1800","18004",""
"10","11","5","0","18","0","0.5","1","咕嚕……咕嚕……咕嚕！","18005","0"
"0","91","0","","18","","","0","","18006",""
"0","3","5","0","18","0.2","","sit_drink_handup_talk","sit_drink_handup_in","18007","1"
"","93","0.2","","18","","","","0","18008",""
"0","3","4","0","18","0.2","","iroha_surprise_look_idle","iroha_surprise_in","18009","1"
"","93","0.2","","18","","","","0","18010",""
"0","21","vo_alces","","18","","","0","vo_alces_1801","18011",""
"10","11","5","0","18","0","4.2","1","啊啊，喉嚨超滿足的。\n雖然我也很喜歡老家的葡萄酒，\n不過這邊的麥酒也很讚～","18012","0"
"0","91","0","","18","","","0","","18013",""
"0","3","5","0","18","0.2","","sit_drink_idle","sit_drink_idle_in","18014","1"
"1","3","4","","18","0.2","","","iroha_anger_talk_lookup","18015",""
"0","21","vo_alces","","18","","","0","vo_alces_1802","18016",""
"10","11","4","20","18","0","3.8","1","欸──彩羽的喉嚨也想滿足～！\n小苑，也給彩羽喝一下～","18017","0"
"0","91","0","","18","","","0","","18018",""
"1","3","4","","18","0.2","","","iroha_anger_idle_lookup","18019",""
"0","3","5","0","18","0.2","","sit_drink_idle_Jitome","sit_drink_idle_notice","18020","1"
"0","21","vo_alces","","18","","","0","vo_alces_1803","18021",""
"10","11","5","0","18","0","3.7","1","呵，妳還早了10年呢。\n咕噗咕噗。","18022","0"
"0","91","0","","18","","","0","","18023",""
"0","3","5","0","18","0.2","","sit_drink_yareyare","sit_drink_idle_to_yareyare","18024","1"
"0","21","vo_alces","","18","","","0","vo_alces_1804","18025",""
"10","11","5","0","18","0","3.9","1","妳總有一天也會了解的，\n了解某天會有不喝麥酒\n就做不下去的日子到來。","18026","0"
"0","91","0","","18","","","0","","18027",""
"","22","0","","18","","","","0","18028",""
"0","3","4","0","18","0.2","","iroha_sad_lookup_shy","iroha_anger_to_sad","18029","1"
"0","3","5","0","18","0.2","","sit_drink_loop","sit_drink_yareyare_to_loop","18030","1"
"","93","2","","18","","","","0","18031",""
"0","3","5","0","18","0.2","","sit_drink_handup_idle_dead","sit_drink_handup_in_dead","18032","1"
"","93","2","","18","","","","0","18033",""
"0","21","vo_alces","","18","","","0","vo_alces_1805","18034",""
"10","11","5","0","18","0","1.2","1","……呼～嗝！","18035","0"
"0","91","0","","18","","","0","","18036",""
"1","3","4","","18","0.2","","","iroha_sad_talk_lookup","18037",""
"0","21","vo_alces","","18","","","0","vo_alces_1806","18038",""
"10","11","4","20","18","0","0.5","1","真是糟糕的大人……","18039","0"
"0","91","0","","18","","","0","","18040",""
"1","3","4","","18","0.2","","","iroha_sad_lookup_shy","18041",""
"","22","0","","18","","","","0","18042",""
"","93","3","","18","","","","0","18043",""
"0","101","18043","","18","","","0","","18044",""
"100","5","1","0","101","1.4","adv_luis","-1.7","1","101001","-140"
"108.3","31","1","","101","1","","87","1","101002","1"
"100","5","1","0","102","1.4","adv_luis","-1.7","1","102001","-140"
"108.3","31","1","","102","1","","87","1","102002","1"
"100","5","1","0","103","1.4","adv_luis","-1.7","1","103001","-140"
"108.3","31","1","","103","1","","87","1","103002","1"
"100","5","2","0","104","1.5","adv_iroha","90","2","104001","-190"
"200","31","1","","104","1","","37","1","104002","1"
"100","5","2","0","105","1.5","adv_iroha","90","2","105001","-190"
"200","31","1","","105","1","","37","1","105002","1"
"100","5","2","0","106","1.5","adv_iroha","90","2","106001","-190"
"200","31","1","","106","1","","37","1","106002","1"
"100","5","3","1","107","1.38","adv_sono","350","3","107001","-130"
"475","31","10","","107","1","","-18","10","107002","1"
"460","31","1","","107","1","","125","1","107003","1"
"100","5","3","1","108","1.38","adv_sono","350","3","108001","-130"
"475","31","10","","108","1","","-18","10","108002","1"
"460","31","1","","108","1","","125","1","108003","1"
"100","5","3","1","109","1.38","adv_sono","350","3","109001","-130"
"475","31","10","","109","1","","-18","10","109002","1"
"460","31","1","","109","1","","125","1","109003","1"
"100","5","3","1","110","1.38","adv_sono","350","3","110001","-130"
"475","31","10","","110","1","","-18","10","110002","1"
"460","31","1","","110","1","","125","1","110003","1"
"100","5","1","0","111","1.4","adv_luis","-1.7","1","111001","-140"
"108.3","31","1","","111","1","","87","1","111002","1"
"","37","1","","111","","","","special","111003",""
"100","5","3","1","112","1.38","adv_sono","350","3","112001","-130"
"475","31","10","","112","1","","-18","10","112002","1"
"460","31","1","","112","1","","125","1","112003","1"
"","37","1","","112","","","","special","112004",""
"100","5","2","0","113","1.5","adv_iroha","90","2","113001","-190"
"200","31","1","","113","1","","37","1","113002","1"
"","37","1","","113","","","","special","113003",""
"100","5","2","0","114","1.5","adv_iroha","90","2","114001","-190"
"200","31","1","","114","1","","37","1","114002","1"
"","37","1","","114","","","","special","114003",""
"100","5","1","0","115","1.4","adv_luis","-1.7","1","115001","-140"
"108.3","31","1","","115","1","","87","1","115002","1"
"","37","1","","115","","","","special","115003",""
"100","5","2","0","116","1.5","adv_iroha","90","2","116001","-190"
"200","31","1","","116","1","","37","1","116002","1"
"","37","1","","116","","","","special","116003",""
"100","5","3","1","117","1.38","adv_sono","350","3","117001","-130"
"475","31","10","","117","1","","-18","10","117002","1"
"460","31","1","","117","1","","125","1","117003","1"
"","37","1","","117","","","","special","117004",""
"100","5","4","0","118","1.48","adv_iroha_kodomo","90","4","118001","-190"
"200","31","1","","118","1","","37","1","118002","1"
"","37","1","","118","","","","special","118003",""
"100","5","3","1","119","1.38","adv_sono","350","3","119001","-130"
"475","31","10","","119","1","","-18","10","119002","1"
"460","31","1","","119","1","","125","1","119003","1"
"","37","1","","119","","","","special","119004",""
"100","5","3","1","120","1.38","adv_sono","350","3","120001","-130"
"475","31","10","","120","1","","-18","10","120002","1"
"460","31","1","","120","1","","125","1","120003","1"
"","37","1","","120","","","","special","120004",""
"100","5","1","0","121","1.4","adv_luis","-1.7","1","121001","-140"
"108.3","31","1","","121","1","","87","1","121002","1"
"","37","1","","121","","","","special","121003",""
"100","5","3","1","122","1.38","adv_sono","350","3","122001","-130"
"475","31","10","","122","1","","-18","10","122002","1"
"460","31","1","","122","1","","125","1","122003","1"
"","37","1","","122","","","","special","122004",""
"100","5","5","1","123","1.4","adv_sono_otona","350","5","123001","-130"
"475","31","10","","123","1","","-18","10","123002","1"
"460","31","1","","123","1","","125","1","123003","1"
"","37","1","","123","","","","special","123004",""
"100","5","1","0","125","1.4","adv_luis","-1.7","1","125001","-140"
"108.3","31","1","","125","1","","87","1","125002","1"
"","37","1","","125","","","","special","125003",""
"100","5","4","0","126","1.48","adv_iroha_kodomo","90","4","126001","-190"
"200","31","1","","126","1","","37","1","126002","1"
"","37","1","","126","","","","special","126003",""
"100","5","2","0","127","1.5","adv_iroha","90","2","127001","-190"
"200","31","1","","127","1","","37","1","127002","1"
"","37","1","","127","","","","special","127003",""
"100","5","1","0","128","1.4","adv_luis","-1.7","1","128001","-140"
"108.3","31","1","","128","1","","87","1","128002","1"
"","37","1","","128","","","","special","128003",""
"100","5","5","1","129","1.4","adv_sono_otona","350","5","129001","-130"
"475","31","10","","129","1","","-18","10","129002","1"
"460","31","1","","129","1","","125","1","129003","1"
"","37","1","","129","","","","special","129004",""
"100","5","3","1","130","1.38","adv_sono","350","3","130001","-130"
"475","31","10","","130","1","","-18","10","130002","1"
"460","31","1","","130","1","","125","1","130003","1"
"","37","1","","130","","","","special","130004",""
"100","5","1","0","131","1.4","adv_luis","-1.7","1","131001","-140"
"108.3","31","1","","131","1","","87","1","131002","1"
"","37","1","","131","","","","special","131003",""
"100","5","2","0","132","1.5","adv_iroha","90","2","132001","-190"
"200","31","1","","132","1","","37","1","132002","1"
"","37","1","","132","","","","special","132003",""
