8aa78bcab40fa8b12381d5758845d57601ebb44efe21230fcd3ad5ca7dd63871,92aecde261284d18bd5e948727551bb1d5dc822c7b2dba5a9f311812f644e0a5,8664b138876d727225d41f65852176739b68eb03e2731afb7cba84dffdb2e853,c022008d5663e7d1dbac1dc3b7ee5d9cc9acd7b769dbe0ac39c8e98f1dec394b,a6ff40aaf628277de22b7c55fb645e15ab092c4f8668b35b6b9e4ddd56c64116,b901b9aff97b3b3baf375a317674a9fd20c4215d870eff451f4340d7bbb44d18,be9e3aac6c056dd302e4a0f5d2a597508ac7807caf66d1cf57363743426739b1,82e8e185692ef20ab16db239f73809db2b3254a4befd265b716e403d7da3d0a7,5ea9322907846e17f2abee3306f10dbf0e4417c6f75a5ebb20626f86f8afea78,a50f2112475489f86e535df02eed2ae4172a8e5a890f1649e6930f56413275fe,fd13ae952eacafe0e9b169374e50c24aad79ecb2cf910523c92a5293071d45f5,b4f77d5391102b0fd595aec0334ad233866f25419bea7bb8c41345e589cede7f,51e93e061cf2456068886eed5c38a9ec2d9f5d4586b4fdaa9a9f56ff579cc46e,99012e80f513d59f0e5850b58f504dd12d8eee8484c5589d38b21bc66c1ba33c,da228938eb1ce93b986f0147915df9911f328395aef00f57fdc6284a487a6a0b,b861ead9edadeb3918eb4a460d92c85d0b5c3599ebc0b145515269f465edebbc,4379855faa79e7b606a922b24b7bd7588f1abea4d274e53e9a0fc107367c005d,2440c2a88e1a4bdf54df0e30f87cdcf4f8bf0510bedcb6c01cdbd2c82abfa64d,a21cc3fbfea7abda7851615814e150421fef47b8a41f27f5e103c841f142e274,4dafddf4b001e013e72d02df1909e09bad75e015a4bdd57fc9087b3e2e2c4d56,ddea19e1a640d8f439caedfded3fcc9f00367217195b1e036eb39c97a2e56c3f,70bcb78cc0aa806c5e2448cde07ab20b78a1ef877415b85fd5057aa459c854e2,4a73ac556e7f04598e373ab8fcad4e730ddd1bf2ce70c9a8f0dda30f4972107f,4e83c4437504b0e50b6e1f00bf06408b2a4ecf9e77b7089841c3e4fde0369df5,347fe96f3d8459057ad09694803b8d7ae3f5c5139495af527b9913a509501e6b,f5f9800b5192c6cf10499a0b2f9789512ff95cff3ba1eb784d1d09f57e2f394a,fadcb3df2a5281191e53dc1ae808a9cab8b279843dffdb7c8bd84f6f68b423c1,b902d1c28134a7a23a2bb11c3001781fe03d227f6d384188c6f08aa71d2c4128,3af0db04b2df774f2727d1cba5c83978bfde2d013086cf6345a3385af8e0f94d,1c7a5595f7887fe8f04f76541e6e83bb73fbb22f8dc4d323c5f152561707886a,3664a9307d438588d4c246b63fafc576a632cbfa48e955d1d85b292604f71225
"1","0","1003730104","1003730101","1003730104","100","100","1003730104","1","1","1003730104","10037301","1","6","100","1003730103","100","1","0","1","33","100","1","100","1003730104","1003730104","100","1003730102","0","34","1"
"1","100","1003740107","1003740101","1003740105","100","100","1003740106","1","1","1003740103","10037401","1","6","100","1003740109","100","1","1","1","100","100","1","100","1003740108","1003740104","100","1003740102","1003740110","100","1"
"1","0","0","1003810101","1003810102","100","0","0","0","0","1003810103","10038101","1","1","34","0","100","1","0","1","0","0","0","33","0","1003810103","100","1003810103","0","0","0"
"6","100","1003820105","1003820101","1003820105","3","33","1003820105","1","1","1003820103","10038201","1","6","100","1003820105","100","1","1","1","34","100","1","100","1003820105","1003820105","3","1003820102","1003820104","100","1"
"1","0","1003830104","1003830101","1003830104","100","100","1003830104","1","1","1003830104","10038301","1","6","100","1003830103","100","1","0","1","33","100","1","100","1003830104","1003830104","100","1003830102","0","34","1"
"1","100","1003840107","1003840101","1003840105","100","100","1003840106","1","1","1003840103","10038401","1","6","100","1003840109","100","1","1","1","100","100","1","100","1003840108","1003840104","100","1003840102","1003840110","100","1"
"1","0","0","1003910101","1003910102","100","0","0","0","0","1003910103","10039101","1","1","34","0","100","1","0","1","0","0","0","33","0","1003910103","100","1003910103","0","0","0"
"6","100","1003920105","1003920101","1003920105","3","33","1003920105","1","1","1003920103","10039201","1","6","100","1003920105","100","1","1","1","34","100","1","100","1003920105","1003920105","3","1003920102","1003920104","100","1"
"1","0","1003930104","1003930101","1003930104","100","100","1003930104","1","1","1003930104","10039301","1","6","100","1003930103","100","1","0","1","33","100","1","100","1003930104","1003930104","100","1003930102","0","34","1"
"1","100","1003940107","1003940101","1003940105","100","100","1003940106","1","1","1003940103","10039401","1","6","100","1003940109","100","1","1","1","100","100","1","100","1003940108","1003940104","100","1003940102","1003940110","100","1"
"1","0","0","1004010101","1004010102","100","0","0","0","0","1004010103","10040101","1","1","34","0","100","1","0","1","0","0","0","33","0","1004010103","100","1004010103","0","0","0"
"6","100","1004020105","1004020101","1004020105","3","33","1004020105","1","1","1004020103","10040201","1","6","100","1004020105","100","1","1","1","34","100","1","100","1004020105","1004020105","3","1004020102","1004020104","100","1"
"1","0","1004030104","1004030101","1004030104","100","100","1004030104","1","1","1004030104","10040301","1","6","100","1004030103","100","1","0","1","33","100","1","100","1004030104","1004030104","100","1004030102","0","34","1"
"1","100","1004040107","1004040101","1004040105","100","100","1004040106","1","1","1004040103","10040401","1","6","100","1004040109","100","1","1","1","100","100","1","100","1004040108","1004040104","100","1004040102","1004040110","100","1"
"1","0","0","1004110101","1004110102","100","0","0","0","0","1004110103","10041101","1","1","34","0","100","1","0","1","0","0","0","33","0","1004110103","100","1004110103","0","0","0"
"6","100","1004120105","1004120101","1004120105","3","33","1004120105","1","1","1004120103","10041201","1","6","100","1004120105","100","1","1","1","34","100","1","100","1004120105","1004120105","3","1004120102","1004120104","100","1"
"1","0","1004130104","1004130101","1004130104","100","100","1004130104","1","1","1004130104","10041301","1","6","100","1004130103","100","1","0","1","33","100","1","100","1004130104","1004130104","100","1004130102","0","34","1"
"1","100","1004140107","1004140101","1004140105","100","100","1004140106","1","1","1004140103","10041401","1","6","100","1004140109","100","1","1","1","100","100","1","100","1004140108","1004140104","100","1004140102","1004140110","100","1"
"1","0","0","1004210101","1004210102","100","0","0","0","0","1004210103","10042101","1","1","34","0","100","1","0","1","0","0","0","33","0","1004210103","100","1004210103","0","0","0"
"6","100","1004220105","1004220101","1004220105","3","33","1004220105","1","1","1004220103","10042201","1","6","100","1004220105","100","1","1","1","34","100","1","100","1004220105","1004220105","3","1004220102","1004220104","100","1"
"1","0","1004230104","1004230101","1004230104","100","100","1004230104","1","1","1004230104","10042301","1","6","100","1004230103","100","1","0","1","33","100","1","100","1004230104","1004230104","100","1004230102","0","34","1"
"1","100","1004240107","1004240101","1004240105","100","100","1004240106","1","1","1004240103","10042401","1","6","100","1004240109","100","1","1","1","100","100","1","100","1004240108","1004240104","100","1004240102","1004240110","100","1"
"1","0","0","1004310101","1004310102","100","0","0","0","0","1004310103","10043101","1","1","34","0","100","1","0","1","0","0","0","33","0","1004310103","100","1004310103","0","0","0"
"6","100","1004320105","1004320101","1004320105","3","33","1004320105","1","1","1004320103","10043201","1","6","100","1004320105","100","1","1","1","34","100","1","100","1004320105","1004320105","3","1004320102","1004320104","100","1"
"1","0","1004330104","1004330101","1004330104","100","100","1004330104","1","1","1004330104","10043301","1","6","100","1004330103","100","1","0","1","33","100","1","100","1004330104","1004330104","100","1004330102","0","34","1"
"1","100","1004340107","1004340101","1004340105","100","100","1004340106","1","1","1004340103","10043401","1","6","100","1004340109","100","1","1","1","100","100","1","100","1004340108","1004340104","100","1004340102","1004340110","100","1"
"1","0","0","1004410101","1004410102","100","0","0","0","0","1004410103","10044101","1","1","34","0","100","1","0","1","0","0","0","33","0","1004410103","100","1004410103","0","0","0"
"6","100","1004420105","1004420101","1004420105","3","33","1004420105","1","1","1004420103","10044201","1","6","100","1004420105","100","1","1","1","34","100","1","100","1004420105","1004420105","3","1004420102","1004420104","100","1"
"1","0","1004430104","1004430101","1004430104","100","100","1004430104","1","1","1004430104","10044301","1","6","100","1004430103","100","1","0","1","33","100","1","100","1004430104","1004430104","100","1004430102","0","34","1"
"1","100","1004440107","1004440101","1004440105","100","100","1004440106","1","1","1004440103","10044401","1","6","100","1004440109","100","1","1","1","100","100","1","100","1004440108","1004440104","100","1004440102","1004440110","100","1"
"1","0","0","1004510101","1004510102","100","0","0","0","0","1004510103","10045101","1","1","34","0","100","1","0","1","0","0","0","33","0","1004510103","100","1004510103","0","0","0"
"6","100","1004520105","1004520101","1004520105","3","33","1004520105","1","1","1004520103","10045201","1","6","100","1004520105","100","1","1","1","34","100","1","100","1004520105","1004520105","3","1004520102","1004520104","100","1"
"1","0","1004530104","1004530101","1004530104","100","100","1004530104","1","1","1004530104","10045301","1","6","100","1004530103","100","1","0","1","33","100","1","100","1004530104","1004530104","100","1004530102","0","34","1"
"1","100","1004540107","1004540101","1004540105","100","100","1004540106","1","1","1004540103","10045401","1","6","100","1004540109","100","1","1","1","100","100","1","100","1004540108","1004540104","100","1004540102","1004540110","100","1"
"1","0","0","1004610101","1004610102","100","0","0","0","0","1004610103","10046101","1","1","34","0","100","1","0","1","0","0","0","33","0","1004610103","100","1004610103","0","0","0"
"6","100","1004620105","1004620101","1004620105","3","33","1004620105","1","1","1004620103","10046201","1","6","100","1004620105","100","1","1","1","34","100","1","100","1004620105","1004620105","3","1004620102","1004620104","100","1"
"1","0","1004630104","1004630101","1004630104","100","100","1004630104","1","1","1004630104","10046301","1","6","100","1004630103","100","1","0","1","33","100","1","100","1004630104","1004630104","100","1004630102","0","34","1"
"1","100","1004640107","1004640101","1004640105","100","100","1004640106","1","1","1004640103","10046401","1","6","100","1004640109","100","1","1","1","100","100","1","100","1004640108","1004640104","100","1004640102","1004640110","100","1"
"1","0","0","1004710101","1004710102","100","0","0","0","0","1004710103","10047101","1","1","34","0","100","1","0","1","0","0","0","33","0","1004710103","100","1004710103","0","0","0"
"6","100","1004720105","1004720101","1004720105","3","33","1004720105","1","1","1004720103","10047201","1","6","100","1004720105","100","1","1","1","34","100","1","100","1004720105","1004720105","3","1004720102","1004720104","100","1"
"1","0","1004730104","1004730101","1004730104","100","100","1004730104","1","1","1004730104","10047301","1","6","100","1004730103","100","1","0","1","33","100","1","100","1004730104","1004730104","100","1004730102","0","34","1"
"1","100","1004740107","1004740101","1004740105","100","100","1004740106","1","1","1004740103","10047401","1","6","100","1004740109","100","1","1","1","100","100","1","100","1004740108","1004740104","100","1004740102","1004740110","100","1"
"1","0","0","1004810101","1004810102","100","0","0","0","0","1004810103","10048101","1","1","34","0","100","1","0","1","0","0","0","33","0","1004810103","100","1004810103","0","0","0"
"6","100","1004820105","1004820101","1004820105","3","33","1004820105","1","1","1004820103","10048201","1","6","100","1004820105","100","1","1","1","34","100","1","100","1004820105","1004820105","3","1004820102","1004820104","100","1"
"1","0","1004830104","1004830101","1004830104","100","100","1004830104","1","1","1004830104","10048301","1","6","100","1004830103","100","1","0","1","33","100","1","100","1004830104","1004830104","100","1004830102","0","34","1"
"1","100","1004840107","1004840101","1004840105","100","100","1004840106","1","1","1004840103","10048401","1","6","100","1004840109","100","1","1","1","100","100","1","100","1004840108","1004840104","100","1004840102","1004840110","100","1"
"1","0","0","1004910101","1004910102","100","0","0","0","0","1004910103","10049101","1","1","34","0","100","1","0","1","0","0","0","33","0","1004910103","100","1004910103","0","0","0"
"6","100","1004920105","1004920101","1004920105","3","33","1004920105","1","1","1004920103","10049201","1","6","100","1004920105","100","1","1","1","34","100","1","100","1004920105","1004920105","3","1004920102","1004920104","100","1"
"1","0","1004930104","1004930101","1004930104","100","100","1004930104","1","1","1004930104","10049301","1","6","100","1004930103","100","1","0","1","33","100","1","100","1004930104","1004930104","100","1004930102","0","34","1"
"1","100","1004940107","1004940101","1004940105","100","100","1004940106","1","1","1004940103","10049401","1","6","100","1004940109","100","1","1","1","100","100","1","100","1004940108","1004940104","100","1004940102","1004940110","100","1"
"1","0","0","1005010101","1005010102","100","0","0","0","0","1005010103","10050101","1","1","34","0","100","1","0","1","0","0","0","33","0","1005010103","100","1005010103","0","0","0"
"6","100","1005020105","1005020101","1005020105","3","33","1005020105","1","1","1005020103","10050201","1","6","100","1005020105","100","1","1","1","34","100","1","100","1005020105","1005020105","3","1005020102","1005020104","100","1"
"1","0","1005030104","1005030101","1005030104","100","100","1005030104","1","1","1005030104","10050301","1","6","100","1005030103","100","1","0","1","33","100","1","100","1005030104","1005030104","100","1005030102","0","34","1"
"1","100","1005040107","1005040101","1005040105","100","100","1005040106","1","1","1005040103","10050401","1","6","100","1005040109","100","1","1","1","100","100","1","100","1005040108","1005040104","100","1005040102","1005040110","100","1"
"1","0","0","1005110101","1005110102","100","0","0","0","0","1005110103","10051101","1","1","34","0","100","1","0","1","0","0","0","33","0","1005110103","100","1005110103","0","0","0"
"6","100","1005120105","1005120101","1005120105","3","33","1005120105","1","1","1005120103","10051201","1","6","100","1005120105","100","1","1","1","34","100","1","100","1005120105","1005120105","3","1005120102","1005120104","100","1"
"1","0","1005130104","1005130101","1005130104","100","100","1005130104","1","1","1005130104","10051301","1","6","100","1005130103","100","1","0","1","33","100","1","100","1005130104","1005130104","100","1005130102","0","34","1"
"1","100","1005140107","1005140101","1005140105","100","100","1005140106","1","1","1005140103","10051401","1","6","100","1005140109","100","1","1","1","100","100","1","100","1005140108","1005140104","100","1005140102","1005140110","100","1"
"1","0","0","1005210101","1005210102","100","0","0","0","0","1005210103","10052101","1","1","34","0","100","1","0","1","0","0","0","33","0","1005210103","100","1005210103","0","0","0"
"6","100","1005220105","1005220101","1005220105","3","33","1005220105","1","1","1005220103","10052201","1","6","100","1005220105","100","1","1","1","34","100","1","100","1005220105","1005220105","3","1005220102","1005220104","100","1"
"1","0","1005230104","1005230101","1005230104","100","100","1005230104","1","1","1005230104","10052301","1","6","100","1005230103","100","1","0","1","33","100","1","100","1005230104","1005230104","100","1005230102","0","34","1"
"1","100","1005240107","1005240101","1005240105","100","100","1005240106","1","1","1005240103","10052401","1","6","100","1005240109","100","1","1","1","100","100","1","100","1005240108","1005240104","100","1005240102","1005240110","100","1"
"1","0","0","1005310101","1005310102","100","0","0","0","0","1005310103","10053101","1","1","34","0","100","1","0","1","0","0","0","33","0","1005310103","100","1005310103","0","0","0"
"6","100","1005320105","1005320101","1005320105","3","33","1005320105","1","1","1005320103","10053201","1","6","100","1005320105","100","1","1","1","34","100","1","100","1005320105","1005320105","3","1005320102","1005320104","100","1"
"1","0","1005330104","1005330101","1005330104","100","100","1005330104","1","1","1005330104","10053301","1","6","100","1005330103","100","1","0","1","33","100","1","100","1005330104","1005330104","100","1005330102","0","34","1"
"1","100","1005340107","1005340101","1005340105","100","100","1005340106","1","1","1005340103","10053401","1","6","100","1005340109","100","1","1","1","100","100","1","100","1005340108","1005340104","100","1005340102","1005340110","100","1"
"1","0","0","1005410101","1005410102","100","0","0","0","0","1005410103","10054101","1","1","34","0","100","1","0","1","0","0","0","33","0","1005410103","100","1005410103","0","0","0"
"6","100","1005420105","1005420101","1005420105","3","33","1005420105","1","1","1005420103","10054201","1","6","100","1005420105","100","1","1","1","34","100","1","100","1005420105","1005420105","3","1005420102","1005420104","100","1"
"1","0","1005430104","1005430101","1005430104","100","100","1005430104","1","1","1005430104","10054301","1","6","100","1005430103","100","1","0","1","33","100","1","100","1005430104","1005430104","100","1005430102","0","34","1"
"1","100","1005440107","1005440101","1005440105","100","100","1005440106","1","1","1005440103","10054401","1","6","100","1005440109","100","1","1","1","100","100","1","100","1005440108","1005440104","100","1005440102","1005440110","100","1"
"1","0","0","1005510101","1005510102","100","0","0","0","0","1005510103","10055101","1","1","34","0","100","1","0","1","0","0","0","33","0","1005510103","100","1005510103","0","0","0"
"6","100","1005520105","1005520101","1005520105","3","33","1005520105","1","1","1005520103","10055201","1","6","100","1005520105","100","1","1","1","34","100","1","100","1005520105","1005520105","3","1005520102","1005520104","100","1"
"1","0","1005530104","1005530101","1005530104","100","100","1005530104","1","1","1005530104","10055301","1","6","100","1005530103","100","1","0","1","33","100","1","100","1005530104","1005530104","100","1005530102","0","34","1"
"1","100","1005540107","1005540101","1005540105","100","100","1005540106","1","1","1005540103","10055401","1","6","100","1005540109","100","1","1","1","100","100","1","100","1005540108","1005540104","100","1005540102","1005540110","100","1"
"1","0","0","1005610101","1005610102","100","0","0","0","0","1005610103","10056101","1","1","34","0","100","1","0","1","0","0","0","33","0","1005610103","100","1005610103","0","0","0"
"6","100","1005620105","1005620101","1005620105","3","33","1005620105","1","1","1005620103","10056201","1","6","100","1005620105","100","1","1","1","34","100","1","100","1005620105","1005620105","3","1005620102","1005620104","100","1"
"1","0","1005630104","1005630101","1005630104","100","100","1005630104","1","1","1005630104","10056301","1","6","100","1005630103","100","1","0","1","33","100","1","100","1005630104","1005630104","100","1005630102","0","34","1"
"1","100","1005640107","1005640101","1005640105","100","100","1005640106","1","1","1005640103","10056401","1","6","100","1005640109","100","1","1","1","100","100","1","100","1005640108","1005640104","100","1005640102","1005640110","100","1"
"1","0","0","1005710101","1005710102","100","0","0","0","0","1005710103","10057101","1","1","34","0","100","1","0","1","0","0","0","33","0","1005710103","100","1005710103","0","0","0"
"6","100","1005720105","1005720101","1005720105","3","33","1005720105","1","1","1005720103","10057201","1","6","100","1005720105","100","1","1","1","34","100","1","100","1005720105","1005720105","3","1005720102","1005720104","100","1"
"1","0","1005730104","1005730101","1005730104","100","100","1005730104","1","1","1005730104","10057301","1","6","100","1005730103","100","1","0","1","33","100","1","100","1005730104","1005730104","100","1005730102","0","34","1"
"1","100","1005740107","1005740101","1005740105","100","100","1005740106","1","1","1005740103","10057401","1","6","100","1005740109","100","1","1","1","100","100","1","100","1005740108","1005740104","100","1005740102","1005740110","100","1"
"1","0","0","1005810101","1005810102","100","0","0","0","0","1005810103","10058101","1","1","34","0","100","1","0","1","0","0","0","33","0","1005810103","100","1005810103","0","0","0"
"6","100","1005820105","1005820101","1005820105","3","33","1005820105","1","1","1005820103","10058201","1","6","100","1005820105","100","1","1","1","34","100","1","100","1005820105","1005820105","3","1005820102","1005820104","100","1"
"1","0","1005830104","1005830101","1005830104","100","100","1005830104","1","1","1005830104","10058301","1","6","100","1005830103","100","1","0","1","33","100","1","100","1005830104","1005830104","100","1005830102","0","34","1"
"1","100","1005840107","1005840101","1005840105","100","100","1005840106","1","1","1005840103","10058401","1","6","100","1005840109","100","1","1","1","100","100","1","100","1005840108","1005840104","100","1005840102","1005840110","100","1"
"1","0","0","1005910101","1005910102","100","0","0","0","0","1005910103","10059101","1","1","34","0","100","1","0","1","0","0","0","33","0","1005910103","100","1005910103","0","0","0"
"6","100","1005920105","1005920101","1005920105","3","33","1005920105","1","1","1005920103","10059201","1","6","100","1005920105","100","1","1","1","34","100","1","100","1005920105","1005920105","3","1005920102","1005920104","100","1"
"1","0","1005930104","1005930101","1005930104","100","100","1005930104","1","1","1005930104","10059301","1","6","100","1005930103","100","1","0","1","33","100","1","100","1005930104","1005930104","100","1005930102","0","34","1"
"1","100","1005940107","1005940101","1005940105","100","100","1005940106","1","1","1005940103","10059401","1","6","100","1005940109","100","1","1","1","100","100","1","100","1005940108","1005940104","100","1005940102","1005940110","100","1"
"1","0","0","1006010101","1006010102","100","0","0","0","0","1006010103","10060101","1","1","34","0","100","1","0","1","0","0","0","33","0","1006010103","100","1006010103","0","0","0"
"6","100","1006020105","1006020101","1006020105","3","33","1006020105","1","1","1006020103","10060201","1","6","100","1006020105","100","1","1","1","34","100","1","100","1006020105","1006020105","3","1006020102","1006020104","100","1"
"1","0","1006030104","1006030101","1006030104","100","100","1006030104","1","1","1006030104","10060301","1","6","100","1006030103","100","1","0","1","33","100","1","100","1006030104","1006030104","100","1006030102","0","34","1"
"1","100","1006040107","1006040101","1006040105","100","100","1006040106","1","1","1006040103","10060401","1","6","100","1006040109","100","1","1","1","100","100","1","100","1006040108","1006040104","100","1006040102","1006040110","100","1"
"1","0","0","1006110101","1006110102","100","0","0","0","0","1006110103","10061101","1","1","34","0","100","1","0","1","0","0","0","33","0","1006110103","100","1006110103","0","0","0"
"6","100","1006120105","1006120101","1006120105","3","33","1006120105","1","1","1006120103","10061201","1","6","100","1006120105","100","1","1","1","34","100","1","100","1006120105","1006120105","3","1006120102","1006120104","100","1"
"1","0","1006130104","1006130101","1006130104","100","100","1006130104","1","1","1006130104","10061301","1","6","100","1006130103","100","1","0","1","33","100","1","100","1006130104","1006130104","100","1006130102","0","34","1"
"1","100","1006140107","1006140101","1006140105","100","100","1006140106","1","1","1006140103","10061401","1","6","100","1006140109","100","1","1","1","100","100","1","100","1006140108","1006140104","100","1006140102","1006140110","100","1"
"1","0","0","1006210101","1006210102","100","0","0","0","0","1006210103","10062101","1","1","34","0","100","1","0","1","0","0","0","33","0","1006210103","100","1006210103","0","0","0"
"6","100","1006220105","1006220101","1006220105","3","33","1006220105","1","1","1006220103","10062201","1","6","100","1006220105","100","1","1","1","34","100","1","100","1006220105","1006220105","3","1006220102","1006220104","100","1"
"1","0","1006230104","1006230101","1006230104","100","100","1006230104","1","1","1006230104","10062301","1","6","100","1006230103","100","1","0","1","33","100","1","100","1006230104","1006230104","100","1006230102","0","34","1"
"1","100","1006240107","1006240101","1006240105","100","100","1006240106","1","1","1006240103","10062401","1","6","100","1006240109","100","1","1","1","100","100","1","100","1006240108","1006240104","100","1006240102","1006240110","100","1"
"1","0","0","1006310101","1006310102","100","0","0","0","0","1006310103","10063101","1","1","34","0","100","1","0","1","0","0","0","33","0","1006310103","100","1006310103","0","0","0"
"6","100","1006320105","1006320101","1006320105","3","33","1006320105","1","1","1006320103","10063201","1","6","100","1006320105","100","1","1","1","34","100","1","100","1006320105","1006320105","3","1006320102","1006320104","100","1"
"1","0","1006330104","1006330101","1006330104","100","100","1006330104","1","1","1006330104","10063301","1","6","100","1006330103","100","1","0","1","33","100","1","100","1006330104","1006330104","100","1006330102","0","34","1"
"1","100","1006340107","1006340101","1006340105","100","100","1006340106","1","1","1006340103","10063401","1","6","100","1006340109","100","1","1","1","100","100","1","100","1006340108","1006340104","100","1006340102","1006340110","100","1"
"1","0","0","1006410101","1006410102","100","0","0","0","0","1006410103","10064101","1","1","34","0","100","1","0","1","0","0","0","33","0","1006410103","100","1006410103","0","0","0"
"6","100","1006420105","1006420101","1006420105","3","33","1006420105","1","1","1006420103","10064201","1","6","100","1006420105","100","1","1","1","34","100","1","100","1006420105","1006420105","3","1006420102","1006420104","100","1"
"1","0","1006430104","1006430101","1006430104","100","100","1006430104","1","1","1006430104","10064301","1","6","100","1006430103","100","1","0","1","33","100","1","100","1006430104","1006430104","100","1006430102","0","34","1"
"1","100","1006440107","1006440101","1006440105","100","100","1006440106","1","1","1006440103","10064401","1","6","100","1006440109","100","1","1","1","100","100","1","100","1006440108","1006440104","100","1006440102","1006440110","100","1"
"1","0","0","1006510101","1006510102","100","0","0","0","0","1006510103","10065101","1","1","34","0","100","1","0","1","0","0","0","33","0","1006510103","100","1006510103","0","0","0"
"6","100","1006520105","1006520101","1006520105","3","33","1006520105","1","1","1006520103","10065201","1","6","100","1006520105","100","1","1","1","34","100","1","100","1006520105","1006520105","3","1006520102","1006520104","100","1"
"1","0","1006530104","1006530101","1006530104","100","100","1006530104","1","1","1006530104","10065301","1","6","100","1006530103","100","1","0","1","33","100","1","100","1006530104","1006530104","100","1006530102","0","34","1"
"1","100","1006540107","1006540101","1006540105","100","100","1006540106","1","1","1006540103","10065401","1","6","100","1006540109","100","1","1","1","100","100","1","100","1006540108","1006540104","100","1006540102","1006540110","100","1"
"1","0","0","1006610101","1006610102","100","0","0","0","0","1006610103","10066101","1","1","34","0","100","1","0","1","0","0","0","33","0","1006610103","100","1006610103","0","0","0"
"6","100","1006620105","1006620101","1006620105","3","33","1006620105","1","1","1006620103","10066201","1","6","100","1006620105","100","1","1","1","34","100","1","100","1006620105","1006620105","3","1006620102","1006620104","100","1"
"1","0","1006630104","1006630101","1006630104","100","100","1006630104","1","1","1006630104","10066301","1","6","100","1006630103","100","1","0","1","33","100","1","100","1006630104","1006630104","100","1006630102","0","34","1"
"1","100","1006640107","1006640101","1006640105","100","100","1006640106","1","1","1006640103","10066401","1","6","100","1006640109","100","1","1","1","100","100","1","100","1006640108","1006640104","100","1006640102","1006640110","100","1"
"1","0","0","1006710101","1006710102","100","0","0","0","0","1006710103","10067101","1","1","34","0","100","1","0","1","0","0","0","33","0","1006710103","100","1006710103","0","0","0"
"6","100","1006720105","1006720101","1006720105","3","33","1006720105","1","1","1006720103","10067201","1","6","100","1006720105","100","1","1","1","34","100","1","100","1006720105","1006720105","3","1006720102","1006720104","100","1"
"1","0","1006730104","1006730101","1006730104","100","100","1006730104","1","1","1006730104","10067301","1","6","100","1006730103","100","1","0","1","33","100","1","100","1006730104","1006730104","100","1006730102","0","34","1"
"1","100","1006740107","1006740101","1006740105","100","100","1006740106","1","1","1006740103","10067401","1","6","100","1006740109","100","1","1","1","100","100","1","100","1006740108","1006740104","100","1006740102","1006740110","100","1"
"1","0","0","1006810101","1006810102","100","0","0","0","0","1006810103","10068101","1","1","34","0","100","1","0","1","0","0","0","33","0","1006810103","100","1006810103","0","0","0"
"6","100","1006820105","1006820101","1006820105","3","33","1006820105","1","1","1006820103","10068201","1","6","100","1006820105","100","1","1","1","34","100","1","100","1006820105","1006820105","3","1006820102","1006820104","100","1"
"1","0","1006830104","1006830101","1006830104","100","100","1006830104","1","1","1006830104","10068301","1","6","100","1006830103","100","1","0","1","33","100","1","100","1006830104","1006830104","100","1006830102","0","34","1"
"1","100","1006840107","1006840101","1006840105","100","100","1006840106","1","1","1006840103","10068401","1","6","100","1006840109","100","1","1","1","100","100","1","100","1006840108","1006840104","100","1006840102","1006840110","100","1"
"1","0","0","1006910101","1006910102","100","0","0","0","0","1006910103","10069101","1","1","34","0","100","1","0","1","0","0","0","33","0","1006910103","100","1006910103","0","0","0"
"6","100","1006920105","1006920101","1006920105","3","33","1006920105","1","1","1006920103","10069201","1","6","100","1006920105","100","1","1","1","34","100","1","100","1006920105","1006920105","3","1006920102","1006920104","100","1"
"1","0","1006930104","1006930101","1006930104","100","100","1006930104","1","1","1006930104","10069301","1","6","100","1006930103","100","1","0","1","33","100","1","100","1006930104","1006930104","100","1006930102","0","34","1"
"1","100","1006940107","1006940101","1006940105","100","100","1006940106","1","1","1006940103","10069401","1","6","100","1006940109","100","1","1","1","100","100","1","100","1006940108","1006940104","100","1006940102","1006940110","100","1"
"1","0","0","1007010101","1007010102","100","0","0","0","0","1007010103","10070101","1","1","34","0","100","1","0","1","0","0","0","33","0","1007010103","100","1007010103","0","0","0"
"6","100","1007020105","1007020101","1007020105","3","33","1007020105","1","1","1007020103","10070201","1","6","100","1007020105","100","1","1","1","34","100","1","100","1007020105","1007020105","3","1007020102","1007020104","100","1"
"1","0","1007030104","1007030101","1007030104","100","100","1007030104","1","1","1007030104","10070301","1","6","100","1007030103","100","1","0","1","33","100","1","100","1007030104","1007030104","100","1007030102","0","34","1"
"1","100","1007040107","1007040101","1007040105","100","100","1007040106","1","1","1007040103","10070401","1","6","100","1007040109","100","1","1","1","100","100","1","100","1007040108","1007040104","100","1007040102","1007040110","100","1"
"1","0","0","1007110101","1007110102","100","0","0","0","0","1007110103","10071101","1","1","34","0","100","1","0","1","0","0","0","33","0","1007110103","100","1007110103","0","0","0"
"6","100","1007120105","1007120101","1007120105","3","33","1007120105","1","1","1007120103","10071201","1","6","100","1007120105","100","1","1","1","34","100","1","100","1007120105","1007120105","3","1007120102","1007120104","100","1"
"1","0","1007130104","1007130101","1007130104","100","100","1007130104","1","1","1007130104","10071301","1","6","100","1007130103","100","1","0","1","33","100","1","100","1007130104","1007130104","100","1007130102","0","34","1"
"1","100","1007140107","1007140101","1007140105","100","100","1007140106","1","1","1007140103","10071401","1","6","100","1007140109","100","1","1","1","100","100","1","100","1007140108","1007140104","100","1007140102","1007140110","100","1"
