e01491d109bf243705dac6ab183e84139b7cb6c42aae88363337d4ebd0aba2ed,07f5894e47158105658a4bae33c928fbb00df315dfe2382f00cf38ea4bd0306a,4729169f6336d5edf7d9e5ce5b1d6a021a30c119b463dd7a265baf83d98cf535,5059317802c97fe8bd7a597274fe10e3cef17b5227f3a3440fb8c2c5aafb559d,fcd9c36751275211a8fb708380db776aae9e9fa87c86f02dcdc85c34d0bd960d,6868de548c6c2e43f90603e6d8f45a6ed522dddc0e22e31fbc5af95af1945b8c,4433aca25cb9a43ba0fa9c96a6e1ae6a467c297621ff1185c505a21cbc0397ea,c183089f086d8ed396322f044af1127ce2fb1e69b554efda5fa385986c2b021d,5cd65c92e802de097eaa4aa00dfe1278724bdc63cd236e31d6c74fc0b47e0902,2f012718c47833d63bfdc82faff3bcd56732d23afa5c37ce0559e9837fdcc4d5,4e2c218cbf2c5f911ef807f083394e38b386d96bffdc66dbf1babc243dc46c3f,95292bb4266eb6829fc8a7bbe35ad0c9180e832b06a318ba6115fd9235a2104e,14727a553ad825300f5e8d3abfa89b9818ca2d4693b2d5152a2b3900a86ef7bf,3ab0333928482cb917ee65e793af0a5864782ff12664b97963e3255b5be22d9a,4fbd0bf156865103abd2124b172156c960a655a6ccd9c19498b6a142ab1120dd,7a31f87a57fe903703b5dae02a6a6b1617d009e27d5fa20bac3ce22a668d2e3d
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1022113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1022114"
"100","0","91002","2","8","0","0","0","1","31018","80","90006","0","0","2","1022115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1022116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1023101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1023102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1023103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1023104"
"100","0","91002","2","8","0","0","0","2","31043","150","90006","0","0","2","1023105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1023106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1023107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1023108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1023109"
"100","0","91002","2","8","0","0","0","1","31043","80","90006","0","0","2","1023110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1023111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1023112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1023113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1023114"
"100","0","91002","2","8","0","0","0","1","31043","80","90006","0","0","2","1023115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1023116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1024101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1024102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1024103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1024104"
"100","0","91002","2","8","0","0","0","2","31025","150","90006","0","0","2","1024105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1024106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1024107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1024108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1024109"
"100","0","91002","2","8","0","0","0","1","31025","80","90006","0","0","2","1024110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1024111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1024112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1024113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1024114"
"100","0","91002","2","8","0","0","0","1","31025","80","90006","0","0","2","1024115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1024116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1025101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1025102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1025103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1025104"
"100","0","91002","2","8","0","0","0","2","31042","150","90006","0","0","2","1025105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1025106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1025107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1025108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1025109"
"100","0","91002","2","8","0","0","0","1","31042","80","90006","0","0","2","1025110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1025111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1025112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1025113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1025114"
"100","0","91002","2","8","0","0","0","1","31042","80","90006","0","0","2","1025115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1025116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1026101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1026102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1026103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1026104"
"100","0","91002","2","8","0","0","0","2","31022","150","90006","0","0","2","1026105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1026106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1026107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1026108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1026109"
"100","0","91002","2","8","0","0","0","1","31022","80","90006","0","0","2","1026110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1026111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1026112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1026113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1026114"
"100","0","91002","2","8","0","0","0","1","31022","80","90006","0","0","2","1026115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1026116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1027101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1027102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1027103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1027104"
"100","0","91002","2","8","0","0","0","2","31043","150","90006","0","0","2","1027105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1027106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1027107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1027108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1027109"
"100","0","91002","2","8","0","0","0","1","31043","80","90006","0","0","2","1027110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1027111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1027112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1027113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1027114"
"100","0","91002","2","8","0","0","0","1","31043","80","90006","0","0","2","1027115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1027116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1028101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1028102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1028103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1028104"
"100","0","91002","2","8","0","0","0","2","31018","150","90006","0","0","2","1028105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1028106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1028107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1028108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1028109"
"100","0","91002","2","8","0","0","0","1","31018","80","90006","0","0","2","1028110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1028111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1028112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1028113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1028114"
"100","0","91002","2","8","0","0","0","1","31018","80","90006","0","0","2","1028115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1028116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1029101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1029102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1029103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1029104"
"100","0","91002","2","8","0","0","0","2","31025","150","90006","0","0","2","1029105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1029106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1029107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1029108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1029109"
"100","0","91002","2","8","0","0","0","1","31025","80","90006","0","0","2","1029110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1029111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1029112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1029113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1029114"
"100","0","91002","2","8","0","0","0","1","31025","80","90006","0","0","2","1029115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1029116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1030101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1030102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1030103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1030104"
"100","0","91002","2","8","0","0","0","2","31042","150","90006","0","0","2","1030105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1030106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1030107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1030108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1030109"
"100","0","91002","2","8","0","0","0","1","31042","80","90006","0","0","2","1030110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1030111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1030112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1030113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1030114"
"100","0","91002","2","8","0","0","0","1","31042","80","90006","0","0","2","1030115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1030116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1031101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1031102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1031103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1031104"
"100","0","91002","2","8","0","0","0","2","31022","150","90006","0","0","2","1031105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1031106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1031107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1031108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1031109"
"100","0","91002","2","8","0","0","0","1","31022","80","90006","0","0","2","1031110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1031111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1031112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1031113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1031114"
"100","0","91002","2","8","0","0","0","1","31022","80","90006","0","0","2","1031115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1031116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1047101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1047102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1047103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1047104"
"100","0","91002","2","8","0","0","0","2","31043","150","90006","0","0","2","1047105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1047106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1047107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1047108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1047109"
"100","0","91002","2","8","0","0","0","1","31043","80","90006","0","0","2","1047110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1047111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1047112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1047113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1047114"
"100","0","91002","2","8","0","0","0","1","31043","80","90006","0","0","2","1047115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1047116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1048101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1048102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1048103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1048104"
"100","0","91002","2","8","0","0","0","2","31018","150","90006","0","0","2","1048105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1048106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1048107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1048108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1048109"
"100","0","91002","2","8","0","0","0","1","31018","80","90006","0","0","2","1048110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1048111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1048112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1048113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1048114"
"100","0","91002","2","8","0","0","0","1","31018","80","90006","0","0","2","1048115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1048116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1049101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1049102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1049103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1049104"
"100","0","91002","2","8","0","0","0","2","31145","150","90006","0","0","2","1049105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1049106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1049107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1049108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1049109"
"100","0","91002","2","8","0","0","0","1","31145","80","90006","0","0","2","1049110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1049111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1049112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1049113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1049114"
"100","0","91002","2","8","0","0","0","1","31145","80","90006","0","0","2","1049115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1049116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1050101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1050102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1050103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1050104"
"100","0","91002","2","8","0","0","0","2","31025","150","90006","0","0","2","1050105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1050106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1050107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1050108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1050109"
"100","0","91002","2","8","0","0","0","1","31025","80","90006","0","0","2","1050110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1050111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1050112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1050113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1050114"
"100","0","91002","2","8","0","0","0","1","31025","80","90006","0","0","2","1050115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1050116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1051101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1051102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1051103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1051104"
"100","0","91002","2","8","0","0","0","2","31042","150","90006","0","0","2","1051105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1051106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1051107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1051108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1051109"
"100","0","91002","2","8","0","0","0","1","31042","80","90006","0","0","2","1051110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1051111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1051112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1051113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1051114"
"100","0","91002","2","8","0","0","0","1","31042","80","90006","0","0","2","1051115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1051116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1052101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1052102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1052103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1052104"
"100","0","91002","2","8","0","0","0","2","31022","150","90006","0","0","2","1052105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1052106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1052107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1052108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1052109"
"100","0","91002","2","8","0","0","0","1","31022","80","90006","0","0","2","1052110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1052111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1052112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1052113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1052114"
"100","0","91002","2","8","0","0","0","1","31022","80","90006","0","0","2","1052115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1052116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1053101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1053102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1053103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1053104"
"100","0","91002","2","8","0","0","0","2","31043","150","90006","0","0","2","1053105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1053106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1053107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1053108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1053109"
"100","0","91002","2","8","0","0","0","1","31043","80","90006","0","0","2","1053110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1053111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1053112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1053113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1053114"
"100","0","91002","2","8","0","0","0","1","31043","80","90006","0","0","2","1053115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1053116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1054101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1054102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1054103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1054104"
"100","0","91002","2","8","0","0","0","2","31018","150","90006","0","0","2","1054105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1054106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1054107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1054108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1054109"
"100","0","91002","2","8","0","0","0","1","31018","80","90006","0","0","2","1054110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1054111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1054112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1054113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1054114"
"100","0","91002","2","8","0","0","0","1","31018","80","90006","0","0","2","1054115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1054116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1055101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1055102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1055103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1055104"
"100","0","91002","2","8","0","0","0","2","31145","150","90006","0","0","2","1055105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1055106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1055107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1055108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1055109"
"100","0","91002","2","8","0","0","0","1","31145","80","90006","0","0","2","1055110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1055111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1055112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1055113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1055114"
"100","0","91002","2","8","0","0","0","1","31145","80","90006","0","0","2","1055115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1055116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1056101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1056102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1056103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1056104"
"100","0","91002","2","8","0","0","0","2","31025","150","90006","0","0","2","1056105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1056106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1056107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1056108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1056109"
"100","0","91002","2","8","0","0","0","1","31025","80","90006","0","0","2","1056110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1056111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1056112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1056113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1056114"
"100","0","91002","2","8","0","0","0","1","31025","80","90006","0","0","2","1056115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1056116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1057101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1057102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1057103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1057104"
"100","0","91002","2","8","0","0","0","2","31042","150","90006","0","0","2","1057105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1057106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1057107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1057108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1057109"
"100","0","91002","2","8","0","0","0","1","31042","80","90006","0","0","2","1057110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1057111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1057112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1057113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1057114"
"100","0","91002","2","8","0","0","0","1","31042","80","90006","0","0","2","1057115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1057116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1058101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1058102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1058103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1058104"
"100","0","91002","2","8","0","0","0","2","31022","150","90006","0","0","2","1058105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1058106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1058107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1058108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1058109"
"100","0","91002","2","8","0","0","0","1","31022","80","90006","0","0","2","1058110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1058111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1058112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1058113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1058114"
"100","0","91002","2","8","0","0","0","1","31022","80","90006","0","0","2","1058115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1058116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1059101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1059102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1059103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1059104"
"100","0","91002","2","8","0","0","0","2","31043","150","90006","0","0","2","1059105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1059106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1059107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1059108"
