f65df1b2cbb89f668b5abad8c18597e3cc6807c30fbba24496e60cc42877df10,7f5f41c910e23b5071c78d3a85626240decb36c9757756ae439723363a8ca35c,2c8260d4f05b0e5ce24732fb4fed87b62bf4aae8c758948db6d112e3e934f26c,208e1bc556b6b452ad03742af9724a4afe7752c270ebd3ce328f8eb3b90d663f,cf4dc41fdce411443a4a2bd1fbdb814e913af258a326c16417aa3bb6c67aa503,0923bd018b2408fb1e6f95bf255130ca52c671a14eda98626a0f41e3e9b67fa3,601871a788d9dc756bf8818bb6fc312fad3e86e909d71c0971471443605247dc,3f880bf206cc6b73b2cfb356ade0099372592edc4057bde5f2846a7fa0681792
"102","24.雷蒂烏斯群峰‧西麓","24.雷蒂烏斯\n　　　　　群峰‧西麓","bgm_M233","2030/12/17 14:59:59","bgm_M233","2021/02/09 16:00:00","13024"
"102","25.雷蒂烏斯群峰‧東麓","25.雷蒂烏斯\n　　　　　群峰‧東麓","bgm_M233","2030/12/17 14:59:59","bgm_M233","2021/05/11 16:00:00","13025"
"102","26.佩特羅大森林‧西部","26.佩特羅大森林‧西部","bgm_M260","2030/12/17 14:59:59","bgm_M260","2015/12/17 15:00:00","13026"
"102","27.佩特羅大森林‧東部","27.佩特羅大森林‧東部","bgm_M260","2030/12/17 14:59:59","bgm_M260","2015/12/17 15:00:00","13027"
"102","28.迪茲塔爾河蝕岸‧北部","28.迪茲塔爾河\n　　　　　蝕岸‧北部","bgm_M278_E28","2030/12/17 14:59:59","bgm_M278","2015/12/17 15:00:00","13028"
"102","29.迪茲塔爾河蝕岸‧南部","29.迪茲塔爾河\n　　　　　蝕岸‧南部","bgm_M278_E29","2030/12/17 14:59:59","bgm_M278","2015/12/17 15:00:00","13029"
"102","30.弗泰拉斷崖‧北部","30.弗泰拉斷崖‧北部","bgm_M293","2030/12/17 14:59:59","bgm_M293","2020/04/14 16:00:00","13030"
"102","31.弗泰拉斷崖‧南部","31.弗泰拉斷崖‧南部","bgm_M293","2030/12/17 14:59:59","bgm_M293","2022/07/11 16:00:00","13031"
"102","32.法斯奇亞森林‧南部","32.法斯奇亞\n　　　　　　森林‧南部","bgm_M339","2030/12/17 14:59:59","bgm_M339","2022/10/11 16:00:00","13032"
"102","33.法斯奇亞森林‧東部","33.法斯奇亞\n　　　　　　森林‧東部","bgm_M339","2030/12/17 14:59:59","bgm_M339","2023/01/10 16:00:00","13033"
"102","34.迪克斯提亞岩崖‧西壁","34.迪克斯提亞\n　　　　　岩崖‧西壁","bgm_M374","2030/12/17 14:59:59","bgm_M374","2023/03/09 16:00:00","13034"
"102","35.迪克斯提亞岩崖‧東壁","35.迪克斯提亞\n　　　　　岩崖‧東壁","bgm_M374","2030/12/17 14:59:59","bgm_M374","2023/06/08 16:00:00","13035"
"103","63.阿帕雷尤街道‧西側","63.阿帕雷尤\n　　　　　街道‧西側","bgm_MC001","2030/12/17 14:59:59","bgm_MC001","2023/09/08 16:00:00","13063"
"103","64.阿帕雷尤街道‧東側","64.阿帕雷尤\n　　　　　街道‧東側","bgm_MC001","2030/12/17 14:59:59","bgm_MC001","2023/12/07 16:00:00","13064"
"103","65.帕菲之城　城鎮","65.帕菲之城\n　　　　　　城鎮","bgm_MC001","2030/12/17 14:59:59","bgm_MC001","2015/12/17 15:00:00","13065"
"104","67.渦炎密林","67.渦炎密林","bgm_MC079","2030/12/17 14:59:59","bgm_MC079","2015/12/17 15:00:00","13067"
"104","68.思索樹海","68.思索樹海","bgm_MC079","2030/12/17 14:59:59","bgm_MC079","2015/12/17 15:00:00","13068"
"0","聖跡調查冒險","聖跡調查冒險","","2030/12/17 14:59:59","","2019/03/06 16:00:00","18001"
"0","神殿調查冒險","神殿調查冒險","","2030/12/17 14:59:00","","2020/01/02 16:00:00","19001"
"0","瑪那冒險","瑪那冒險","","2030/12/17 14:59:59","","2015/12/17 15:00:00","21001"
"0","經驗值冒險","經驗值冒險","","2030/12/17 14:59:59","","2015/12/17 15:00:00","21002"
