e30d7c59fa0c3cc8cf7ab84b9492bbcd3dbd86b874862b211998e4f1832a0856,8ed92f813cb37ea9d744c25ee164a0a0888ccc4c8be9413c1ecd873010382495,ab58ee6ed12ff38a5848e665acfc36ea87c5b3dbfe618382c2358b3a3dc92bb9,c332d603af9def05cfe198823d68390067ea4c825c5c08072bc0e348655ec060,79c4b17415275bbf76022673f68118e093a008a0f73a0cc0aaaf5b1807fe467e,238bd544773ab3a78076f6f97660936bf9f833a2cdb46578a146b88ff695f7c6,fe0ca3b75096bba6b4d9804c25f4a50c528f0d69bc18107ce9c6005be065737a,556af41ae83024d298687be3ccd41d94611a644b2859d13e4d63e36016c7c047,961471151746ec60fb0ac64d387cda542008625a6ba9df8cb5b3d861abaad89d
"3","1","320120206","522","11","0","0.65","0","43.5"
"1","2","320120207","523","50","502012206","0.7","0","-98"
"2","3","320120207","524","72","502012208","1","0","0"
"3","1","320120207","525","13","0","0.65","0","49"
"1","1","320120208","526","30","0","1.2","0","10"
"1","1","320120209","527","40","0","0.9","0","40"
"1","1","320120210","528","-35","0","1.1","0","-20"
"1","2","320120306","529","40","502012301","0.7","0","-74"
"2","3","320120306","530","67","502012303","1","0","10"
"3","1","320120306","531","11","0","0.65","0","43.5"
"1","2","320120307","532","50","502012306","0.7","0","-98"
"2","3","320120307","533","72","502012308","1","0","0"
"3","1","320120307","534","13","0","0.65","0","49"
"1","1","320120308","535","30","0","1.2","0","10"
"1","1","320120309","536","40","0","0.9","0","40"
"1","1","320120310","537","-35","0","1.1","0","-20"
"1","2","320120406","538","40","502012401","0.7","0","-74"
"2","3","320120406","539","67","502012403","1","0","10"
"3","1","320120406","540","11","0","0.65","0","43.5"
"1","2","320120407","541","50","502012406","0.7","0","-98"
"2","3","320120407","542","72","502012408","1","0","0"
"3","1","320120407","543","13","0","0.65","0","49"
"1","1","320120408","544","30","0","1.2","0","10"
"1","1","320120409","545","40","0","0.9","0","40"
"1","1","320120410","546","-35","0","1.1","0","-20"
"1","2","320120506","547","40","502012501","0.7","0","-74"
"2","3","320120506","548","67","502012503","1","0","10"
"3","1","320120506","549","11","0","0.65","0","43.5"
"1","2","320120507","550","50","502012506","0.7","0","-98"
"2","3","320120507","551","72","502012508","1","0","0"
"3","1","320120507","552","13","0","0.65","0","49"
"1","1","320120508","553","30","0","1.2","0","10"
"1","1","320120509","554","40","0","0.9","0","40"
"1","1","320120510","555","-35","0","1.1","0","-20"
"1","2","320130106","556","40","502013101","0.7","0","-74"
"2","3","320130106","557","67","502013103","0.8","0","10"
"3","1","320130106","558","11","0","0.65","0","43.5"
"1","2","320130107","559","50","502013106","0.7","0","-98"
"2","3","320130107","560","72","502013108","0.9","0","50"
"3","1","320130107","561","13","0","0.65","0","49"
"1","1","320130108","562","30","0","1.2","0","10"
"1","1","320130109","563","40","0","0.8","0","40"
"1","1","320130110","564","-35","0","1.1","0","-20"
"1","2","320130206","565","40","502013201","0.7","0","-74"
"2","3","320130206","566","67","502013203","0.8","0","10"
"3","1","320130206","567","11","0","0.65","0","43.5"
"1","2","320130207","568","50","502013206","0.7","0","-98"
"2","3","320130207","569","72","502013208","0.9","0","50"
"3","1","320130207","570","13","0","0.65","0","49"
"1","1","320130208","571","30","0","1.2","0","10"
"1","1","320130209","572","40","0","0.8","0","40"
"1","1","320130210","573","-35","0","1.1","0","-20"
"1","2","320130306","574","40","502013301","0.7","0","-74"
"2","3","320130306","575","67","502013303","0.8","0","10"
"3","1","320130306","576","11","0","0.65","0","43.5"
"1","2","320130307","577","50","502013306","0.7","0","-98"
"2","3","320130307","578","72","502013308","0.9","0","50"
"3","1","320130307","579","13","0","0.65","0","49"
"1","1","320130308","580","30","0","1.2","0","10"
"1","1","320130309","581","40","0","0.8","0","40"
"1","1","320130310","582","-35","0","1.1","0","-20"
"1","2","320130406","583","40","502013401","0.7","0","-74"
"2","3","320130406","584","67","502013403","0.8","0","10"
"3","1","320130406","585","11","0","0.65","0","43.5"
"1","2","320130407","586","50","502013406","0.7","0","-98"
"2","3","320130407","587","72","502013408","0.9","0","50"
"3","1","320130407","588","13","0","0.65","0","49"
"1","1","320130408","589","30","0","1.2","0","10"
"1","1","320130409","590","40","0","0.8","0","40"
"1","1","320130410","591","-35","0","1.1","0","-20"
"1","2","320130506","592","40","502013501","0.7","0","-74"
"2","3","320130506","593","67","502013503","0.8","0","10"
"3","1","320130506","594","11","0","0.65","0","43.5"
"1","2","320130507","595","50","502013506","0.7","0","-98"
"2","3","320130507","596","72","502013508","0.9","0","50"
"3","1","320130507","597","13","0","0.65","0","49"
"1","1","320130508","598","30","0","1.2","0","10"
"1","1","320130509","599","40","0","0.8","0","40"
"1","1","320130510","600","-35","0","1.1","0","-20"
"1","2","320140106","601","40","502014101","0.7","0","-74"
"2","3","320140106","602","67","502014103","1","0","13"
"3","1","320140106","603","11","0","0.65","0","43.5"
"1","2","320140107","604","50","502014106","0.7","0","-68"
"2","3","320140107","605","62","502014108","0.95","0","30"
"3","1","320140107","606","13","0","0.65","0","29"
"1","1","320140108","607","10","0","1","0","5"
"1","1","320140109","608","20","0","0.8","0","0"
"1","1","320140110","609","-35","0","1.1","0","-20"
"1","2","320140206","610","40","502014201","0.7","0","-74"
"2","3","320140206","611","67","502014203","1","0","13"
"3","1","320140206","612","11","0","0.65","0","43.5"
"1","2","320140207","613","50","502014206","0.7","0","-68"
"2","3","320140207","614","62","502014208","0.95","0","30"
"3","1","320140207","615","13","0","0.65","0","29"
"1","1","320140208","616","10","0","1","0","5"
"1","1","320140209","617","20","0","0.8","0","0"
"1","1","320140210","618","-35","0","1.1","0","-20"
"1","2","320140306","619","40","502014301","0.7","0","-74"
"2","3","320140306","620","67","502014303","1","0","13"
"3","1","320140306","621","11","0","0.65","0","43.5"
"1","2","320140307","622","50","502014306","0.7","0","-68"
"2","3","320140307","623","62","502014308","0.95","0","30"
"3","1","320140307","624","13","0","0.65","0","29"
"1","1","320140308","625","10","0","1","0","5"
"1","1","320140309","626","20","0","0.8","0","0"
"1","1","320140310","627","-35","0","1.1","0","-20"
"1","2","320140406","628","40","502014401","0.7","0","-74"
"2","3","320140406","629","67","502014403","1","0","13"
"3","1","320140406","630","11","0","0.65","0","43.5"
"1","2","320140407","631","50","502014406","0.7","0","-68"
"2","3","320140407","632","62","502014408","0.95","0","30"
"3","1","320140407","633","13","0","0.65","0","29"
"1","1","320140408","634","10","0","1","0","5"
"1","1","320140409","635","20","0","0.8","0","0"
"1","1","320140410","636","-35","0","1.1","0","-20"
"1","2","320140506","637","40","502014501","0.7","0","-74"
"2","3","320140506","638","67","502014503","1","0","13"
"3","1","320140506","639","11","0","0.65","0","43.5"
"1","2","320140507","640","50","502014506","0.7","0","-68"
"2","3","320140507","641","62","502014508","0.95","0","30"
"3","1","320140507","642","13","0","0.65","0","29"
"1","1","320140508","643","10","0","1","0","5"
"1","1","320140509","644","20","0","0.8","0","0"
"1","1","320140510","645","-35","0","1.1","0","-20"
