df1753b666af1752f6ce5341db2088d0ab9e0292619d02ac5edbdb87da82b608,595bdfbee39be65a136149cc8d3201e02b90676181ead2ec24fc3e042630af66,2bdaebc86ea5ff1f75864bf30c2c5b729e537c3b7ed2e89fc5587f910ad2f588,c7c9a4379620df48cd7ed68bb4c41521d2880f3fd60e7c416884cab425b5823e,a4fb23803662fa5550bf5a3e10b8492d13b4bd8e48bd35c7a6276b30f99a752c,8ef86f99014c82017c895bce88fe36d7f9c01b262e6826021fe0b5da18b92fa2,7edff343ef52da7ac0d9d936daaf7e1d6d7fd26944ccacf33ea015bdc61d3762,4518e1c2034e882f4cb0b6c80102a0935cd1c877906b89a256fa5c21505ac158,1636245d54427d837cbeba0cbca550b2341f7eef476927272baef1bb3042cb75,08efe10d18941add714fbba9cd4a9fd8fe69448384909493464303fb5cb3e5f0,8bb9ce37fca57dfe70d6a09da3c898bafab894a355e09e52520c4165da3bf68a,4a1dbd8c4699a05cdda81ab429550c013e02a1a34dd99e015389896125d39074,7b5f46208e416f781330328cda0a7c24d3ed06e5a388db188112c60b2eb8ddb9,abe01df8ff2c78525f5a8e83b28e9154b5f1105f74b21600530d90629882b277,62cc791759eb7c32fcf24441b977c2c499fd92d429b00eb8eaec74dade698898,ed69ff6dfda77ca92e14af844fe01546a5cd9e7126cb60f36bea040052ca3bf9,358ba9c8abaa1a94479d216b742d70fbb15b8dd4c13444ddaa8dd87cde94ddff,3ed06e1c0b31f4c68098a5bf6533aebeb7fdb1575a75d6f81560611146ff5a96,0f5181c6dda593787565a79d2eb93466cabd5eb4f68184aaf1bd646a80a777d9,fc499eb6a8b22807e099f2f26a24e42d4a58d8b67e4c8bc43dbf05cbc62b157f,aa32006fb8ab553b7965d964754986a97c4e94233212fb7c7703316d784c1060,39026f38876419cb88a11493795a83b91e2c811a10c2c66a548b702fa2efe36b,e74c8540edbf39c5c648f649134427dc8e6a32d83ff59a5e5b13e70d9c00dc9c,0a4bbed13b82390a8fb19af0ab498e38162ba03a635510709bd26c51638eb93c,51463b084aefee86fc32fb9b084b109ce2de122e323c88b2503684dbaab001ee,2a2fbe74b65e25f4f94cafac332b763239d095ece8e2f99995af1393881f3a0a,1b4239e8d4bc163ec76a08daa0c0a20abc1a7e7d2d97d3f245896e4d63c25f29,928f826234cfcbea7bd26855a530eba3ad66d2a1a6058335e9f8facc22e360e8,ef37dcc3cd9e3144e4f92bc9b9f45c0659b55479ec212b0a022ed3ebfc0170da,7fea1fd226f6282ab9c721c67247d76c09cc6406623ac231468c9b99232658ad,65f2723fa6663cfbae2131826fa538448b08f28ce60433398f0014895c4a837e,23eae564bff2a279b101ae4009a7354590c14e294341cbb7d8d56caa7653836f,4ec316003f9d2033199f25776dd9ef48125298b885c2a5a46b0be183116a77e6,f87258bd3b7ec2a6bca475ec06795bc06334d9c94b13e97d989679ff13953dd8,9a16584ef9445fe9f92a0350c200c3cf86f8422cd1fead82a2362d0d78916158,8ef59b66d95f5eb8f8dae9f13653b74aa2a3c92c1ea7c20ff169106c76b54a1c,73e964dd43fe97e833b2fadf9febe0b2807cb68bc8a8476246c63c83d5b321bb,460b7c6774aaa8758839058f2947f2ad95bcb62ffdd550ba624284086bb0f43a,b4e8b0876ffd7abc8fcb64fd01a6f45a468368ab7cfa6a0b3eef03b8f7231285
"80","1004201","1004104","1004105","401044141","1004205","1000000","401044131","401044151","1004101","1","10250105","1.5","0","1004202","1.4","10250103","1","0.03","0","10250101","710011","1.2","10250104","1","1","401044111","1004204","1025","401044121","10250102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"81","1004206","1004109","1004110","401044141","1004210","1000000","401044131","401044151","1004106","1","10250105","1.5","0","1004207","1.4","10250103","2","0.03","0","10250101","710011","1.2","10250104","1","3","401044111","1004209","1025","401044121","10250102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"82","1004206","1004109","1004110","401044191","1004210","1000000","401044181","401044201","1004106","2","10250105","2","0","1004207","1.9","10250103","4","0.06","0","10250101","710011","1.6","10250104","2","10","401044161","1004209","1025","401044171","10250102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"83","1004206","1004109","1004110","401044241","1004210","1000000","401044231","401044251","1004106","2","10250105","2.6","0","1004207","2.4","10250103","11","0.06","0","10250101","710011","2","10250104","3","34","401044211","1004209","1025","401044221","10250102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"84","1004206","1004109","1004110","401044291","1004210","1000000","401044281","401044301","1004106","2","10250105","4","0","1004207","3.8","10250103","35","0.06","0","10250101","710011","3.5","10250104","4","-1","401044261","1004209","1025","401044271","10250102","1","35","3.5","1004108","3.7","1004208","1004107","1001303"
"85","1004201","1004104","1004105","401044491","1004205","1000000","401044481","401044501","1004101","1","10260105","1.5","0","1004202","1.4","10260103","1","0.03","0","10260101","710021","1.2","10260104","1","1","401044461","1004204","1026","401044471","10260102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"86","1004206","1004109","1004110","401044491","1004210","1000000","401044481","401044501","1004106","1","10260105","1.5","0","1004207","1.4","10260103","2","0.03","0","10260101","710021","1.2","10260104","1","3","401044461","1004209","1026","401044471","10260102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"87","1004206","1004109","1004110","401044541","1004210","1000000","401044531","401044551","1004106","2","10260105","2","0","1004207","1.9","10260103","4","0.06","0","10260101","710021","1.6","10260104","2","10","401044511","1004209","1026","401044521","10260102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"88","1004206","1004109","1004110","401044591","1004210","1000000","401044581","401044601","1004106","2","10260105","2.6","0","1004207","2.4","10260103","11","0.06","0","10260101","710021","2","10260104","3","34","401044561","1004209","1026","401044571","10260102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"89","1004206","1004109","1004110","401044641","1004210","1000000","401044631","401044651","1004106","2","10260105","4","0","1004207","3.8","10260103","35","0.06","0","10260101","710021","3.5","10260104","4","-1","401044611","1004209","1026","401044621","10260102","1","35","3.5","1004108","3.7","1004208","1004107","1001303"
"90","1004201","1004104","1004105","401044841","1004205","1000000","401044831","401044851","1004101","1","10270105","1.5","0","1004202","1.4","10270103","1","0.03","0","10270101","710031","1.2","10270104","1","1","401044811","1004204","1027","401044821","10270102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"91","1004206","1004109","1004110","401044841","1004210","1000000","401044831","401044851","1004106","1","10270105","1.5","0","1004207","1.4","10270103","2","0.03","0","10270101","710031","1.2","10270104","1","3","401044811","1004209","1027","401044821","10270102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"92","1004206","1004109","1004110","401044891","1004210","1000000","401044881","401044901","1004106","2","10270105","2","0","1004207","1.9","10270103","4","0.06","0","10270101","710031","1.6","10270104","2","10","401044861","1004209","1027","401044871","10270102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"93","1004206","1004109","1004110","401044941","1004210","1000000","401044931","401044951","1004106","2","10270105","2.6","0","1004207","2.4","10270103","11","0.06","0","10270101","710031","2","10270104","3","34","401044911","1004209","1027","401044921","10270102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"94","1004206","1004109","1004110","401044991","1004210","1000000","401044981","401045001","1004106","2","10270105","4","0","1004207","3.8","10270103","35","0.06","0","10270101","710031","3.5","10270104","4","-1","401044961","1004209","1027","401044971","10270102","1","35","3.5","1004108","3.7","1004208","1004107","1001303"
"95","1004201","1004104","1004105","401045191","1004205","1000000","401045181","401045201","1004101","1","10280105","1.5","0","1004202","1.4","10280103","1","0.03","0","10280101","710041","1.2","10280104","1","1","401045161","1004204","1028","401045171","10280102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"96","1004206","1004109","1004110","401045191","1004210","1000000","401045181","401045201","1004106","1","10280105","1.5","0","1004207","1.4","10280103","2","0.03","0","10280101","710041","1.2","10280104","1","3","401045161","1004209","1028","401045171","10280102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"97","1004206","1004109","1004110","401045241","1004210","1000000","401045231","401045251","1004106","2","10280105","2","0","1004207","1.9","10280103","4","0.06","0","10280101","710041","1.6","10280104","2","10","401045211","1004209","1028","401045221","10280102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"98","1004206","1004109","1004110","401045291","1004210","1000000","401045281","401045301","1004106","2","10280105","2.6","0","1004207","2.4","10280103","11","0.06","0","10280101","710041","2","10280104","3","34","401045261","1004209","1028","401045271","10280102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"99","1004206","1004109","1004110","401045341","1004210","1000000","401045331","401045351","1004106","2","10280105","4","0","1004207","3.8","10280103","35","0.06","0","10280101","710041","3.5","10280104","4","-1","401045311","1004209","1028","401045321","10280102","1","35","3.5","1004108","3.7","1004208","1004107","1001303"
"100","1004201","1004104","1004105","401045541","1004205","1000000","401045531","401045551","1004101","1","10290105","1.5","0","1004202","1.4","10290103","1","0.03","0","10290101","710051","1.2","10290104","1","1","401045511","1004204","1029","401045521","10290102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"101","1004206","1004109","1004110","401045541","1004210","1000000","401045531","401045551","1004106","1","10290105","1.5","0","1004207","1.4","10290103","2","0.03","0","10290101","710051","1.2","10290104","1","3","401045511","1004209","1029","401045521","10290102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"102","1004206","1004109","1004110","401045591","1004210","1000000","401045581","401045601","1004106","2","10290105","2","0","1004207","1.9","10290103","4","0.06","0","10290101","710051","1.6","10290104","2","10","401045561","1004209","1029","401045571","10290102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"103","1004206","1004109","1004110","401045641","1004210","1000000","401045631","401045651","1004106","2","10290105","2.6","0","1004207","2.4","10290103","11","0.06","0","10290101","710051","2","10290104","3","34","401045611","1004209","1029","401045621","10290102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"104","1004206","1004109","1004110","401045691","1004210","1000000","401045681","401045701","1004106","2","10290105","4","0","1004207","3.8","10290103","35","0.06","0","10290101","710051","3.5","10290104","4","-1","401045661","1004209","1029","401045671","10290102","1","35","3.5","1004108","3.7","1004208","1004107","1001303"
"105","1004201","1004104","1004105","401045891","1004205","1000000","401045881","401045901","1004101","1","10300105","1.5","0","1004202","1.4","10300103","1","0.03","0","10300101","710061","1.2","10300104","1","1","401045861","1004204","1030","401045871","10300102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"106","1004206","1004109","1004110","401045891","1004210","1000000","401045881","401045901","1004106","1","10300105","1.5","0","1004207","1.4","10300103","2","0.03","0","10300101","710061","1.2","10300104","1","3","401045861","1004209","1030","401045871","10300102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"107","1004206","1004109","1004110","401045941","1004210","1000000","401045931","401045951","1004106","2","10300105","2","0","1004207","1.9","10300103","4","0.06","0","10300101","710061","1.6","10300104","2","10","401045911","1004209","1030","401045921","10300102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"108","1004206","1004109","1004110","401045991","1004210","1000000","401045981","401046001","1004106","2","10300105","2.6","0","1004207","2.4","10300103","11","0.06","0","10300101","710061","2","10300104","3","34","401045961","1004209","1030","401045971","10300102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"109","1004206","1004109","1004110","401046041","1004210","1000000","401046031","401046051","1004106","2","10300105","4","0","1004207","3.8","10300103","35","0.06","0","10300101","710061","3.5","10300104","4","-1","401046011","1004209","1030","401046021","10300102","1","35","3.5","1004108","3.7","1004208","1004107","1001303"
"110","1004201","1004104","1004105","401046241","1004205","1000000","401046231","401046251","1004101","1","10310105","1.5","0","1004202","1.4","10310103","1","0.03","0","10310101","710071","1.2","10310104","1","1","401046211","1004204","1031","401046221","10310102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"111","1004206","1004109","1004110","401046241","1004210","1000000","401046231","401046251","1004106","1","10310105","1.5","0","1004207","1.4","10310103","2","0.03","0","10310101","710071","1.2","10310104","1","3","401046211","1004209","1031","401046221","10310102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"112","1004206","1004109","1004110","401046291","1004210","1000000","401046281","401046301","1004106","2","10310105","2","0","1004207","1.9","10310103","4","0.06","0","10310101","710071","1.6","10310104","2","10","401046261","1004209","1031","401046271","10310102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"113","1004206","1004109","1004110","401046341","1004210","1000000","401046331","401046351","1004106","2","10310105","2.6","0","1004207","2.4","10310103","11","0.06","0","10310101","710071","2","10310104","3","34","401046311","1004209","1031","401046321","10310102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"114","1004206","1004109","1004110","401046391","1004210","1000000","401046381","401046401","1004106","2","10310105","4","0","1004207","3.8","10310103","35","0.06","0","10310101","710071","3.5","10310104","4","-1","401046361","1004209","1031","401046371","10310102","1","35","3.5","1004108","3.7","1004208","1004107","1001303"
"115","1004201","1004104","1004105","401046591","1004205","1000000","401046581","401046601","1004101","1","10320105","1.5","0","1004202","1.4","10320103","1","0.03","0","10320101","710081","1.2","10320104","1","1","401046561","1004204","1032","401046571","10320102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"116","1004206","1004109","1004110","401046591","1004210","1000000","401046581","401046601","1004106","1","10320105","1.5","0","1004207","1.4","10320103","2","0.03","0","10320101","710081","1.2","10320104","1","3","401046561","1004209","1032","401046571","10320102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"117","1004206","1004109","1004110","401046641","1004210","1000000","401046631","401046651","1004106","2","10320105","2","0","1004207","1.9","10320103","4","0.06","0","10320101","710081","1.6","10320104","2","10","401046611","1004209","1032","401046621","10320102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"118","1004206","1004109","1004110","401046691","1004210","1000000","401046681","401046701","1004106","2","10320105","2.6","0","1004207","2.4","10320103","11","0.06","0","10320101","710081","2","10320104","3","34","401046661","1004209","1032","401046671","10320102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"119","1004206","1004109","1004110","401046741","1004210","1000000","401046731","401046751","1004106","2","10320105","4","0","1004207","3.8","10320103","35","0.06","0","10320101","710081","3.5","10320104","4","-1","401046711","1004209","1032","401046721","10320102","1","35","3.5","1004108","3.7","1004208","1004107","1001303"
"120","1004201","1004104","1004105","401046941","1004205","1000000","401046931","401046951","1004101","1","10330105","1.5","0","1004202","1.4","10330103","1","0.03","0","10330101","710091","1.2","10330104","1","1","401046911","1004204","1033","401046921","10330102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"121","1004206","1004109","1004110","401046941","1004210","1000000","401046931","401046951","1004106","1","10330105","1.5","0","1004207","1.4","10330103","2","0.03","0","10330101","710091","1.2","10330104","1","3","401046911","1004209","1033","401046921","10330102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"122","1004206","1004109","1004110","401046991","1004210","1000000","401046981","401047001","1004106","2","10330105","2","0","1004207","1.9","10330103","4","0.06","0","10330101","710091","1.6","10330104","2","10","401046961","1004209","1033","401046971","10330102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"123","1004206","1004109","1004110","401047041","1004210","1000000","401047031","401047051","1004106","2","10330105","2.6","0","1004207","2.4","10330103","11","0.06","0","10330101","710091","2","10330104","3","34","401047011","1004209","1033","401047021","10330102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"124","1004206","1004109","1004110","401047091","1004210","1000000","401047081","401047101","1004106","2","10330105","4","0","1004207","3.8","10330103","35","0.06","0","10330101","710091","3.5","10330104","4","-1","401047061","1004209","1033","401047071","10330102","1","35","3.5","1004108","3.7","1004208","1004107","1001303"
"125","1004201","1004104","1004105","401047291","1004205","1000000","401047281","401047301","1004101","1","10340105","1.5","0","1004202","1.4","10340103","1","0.03","0","10340101","710101","1.2","10340104","1","1","401047261","1004204","1034","401047271","10340102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"126","1004206","1004109","1004110","401047291","1004210","1000000","401047281","401047301","1004106","1","10340105","1.5","0","1004207","1.4","10340103","2","0.03","0","10340101","710101","1.2","10340104","1","3","401047261","1004209","1034","401047271","10340102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"127","1004206","1004109","1004110","401047341","1004210","1000000","401047331","401047351","1004106","2","10340105","2","0","1004207","1.9","10340103","4","0.06","0","10340101","710101","1.6","10340104","2","10","401047311","1004209","1034","401047321","10340102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"128","1004206","1004109","1004110","401047391","1004210","1000000","401047381","401047401","1004106","2","10340105","2.6","0","1004207","2.4","10340103","11","0.06","0","10340101","710101","2","10340104","3","34","401047361","1004209","1034","401047371","10340102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"129","1004206","1004109","1004110","401047441","1004210","1000000","401047431","401047451","1004106","2","10340105","4","0","1004207","3.8","10340103","35","0.06","0","10340101","710101","3.5","10340104","4","44","401047411","1004209","1034","401047421","10340102","1","35","3.5","1004108","3.7","1004208","1004107","1001303"
"130","1004206","1004109","1004110","401047491","1004210","1000000","401047481","401047501","1004106","2","10340105","4","0","1004207","3.8","10340103","45","0.06","0","10340101","710101","3.5","10340104","5","-1","401047461","1004209","1034","401047471","10340102","1","45","3.5","1004108","3.7","1004208","1004107","1001303"
"131","1004201","1004104","1004105","401047691","1004205","1000000","401047681","401047701","1004101","1","10350105","1.5","0","1004202","1.4","10350103","1","0.03","0","10350101","710111","1.2","10350104","1","1","401047661","1004204","1035","401047671","10350102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"132","1004206","1004109","1004110","401047691","1004210","1000000","401047681","401047701","1004106","1","10350105","1.5","0","1004207","1.4","10350103","2","0.03","0","10350101","710111","1.2","10350104","1","3","401047661","1004209","1035","401047671","10350102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"133","1004206","1004109","1004110","401047741","1004210","1000000","401047731","401047751","1004106","2","10350105","2","0","1004207","1.9","10350103","4","0.06","0","10350101","710111","1.6","10350104","2","10","401047711","1004209","1035","401047721","10350102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"134","1004206","1004109","1004110","401047791","1004210","1000000","401047781","401047801","1004106","2","10350105","2.6","0","1004207","2.4","10350103","11","0.06","0","10350101","710111","2","10350104","3","34","401047761","1004209","1035","401047771","10350102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"135","1004206","1004109","1004110","401047841","1004210","1000000","401047831","401047851","1004106","2","10350105","4","0","1004207","3.8","10350103","35","0.06","0","10350101","710111","3.5","10350104","4","44","401047811","1004209","1035","401047821","10350102","1","35","3.5","1004108","3.7","1004208","1004107","1001303"
"136","1004206","1004109","1004110","401047891","1004210","1000000","401047881","401047901","1004106","2","10350105","4","0","1004207","3.8","10350103","45","0.06","0","10350101","710111","3.5","10350104","5","-1","401047861","1004209","1035","401047871","10350102","1","45","3.5","1004108","3.7","1004208","1004107","1001303"
"137","1004201","1004104","1004105","401048091","1004205","1000000","401048081","401048101","1004101","1","10360105","1.5","0","1004202","1.4","10360103","1","0.03","0","10360101","710121","1.2","10360104","1","1","401048061","1004204","1036","401048071","10360102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"138","1004206","1004109","1004110","401048091","1004210","1000000","401048081","401048101","1004106","1","10360105","1.5","0","1004207","1.4","10360103","2","0.03","0","10360101","710121","1.2","10360104","1","3","401048061","1004209","1036","401048071","10360102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"139","1004206","1004109","1004110","401048141","1004210","1000000","401048131","401048151","1004106","2","10360105","2","0","1004207","1.9","10360103","4","0.06","0","10360101","710121","1.6","10360104","2","10","401048111","1004209","1036","401048121","10360102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"140","1004206","1004109","1004110","401048191","1004210","1000000","401048181","401048201","1004106","2","10360105","2.6","0","1004207","2.4","10360103","11","0.06","0","10360101","710121","2","10360104","3","34","401048161","1004209","1036","401048171","10360102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"141","1004206","1004109","1004110","401048241","1004210","1000000","401048231","401048251","1004106","2","10360105","4","0","1004207","3.8","10360103","35","0.06","0","10360101","710121","3.5","10360104","4","44","401048211","1004209","1036","401048221","10360102","1","35","3.5","1004108","3.7","1004208","1004107","1001303"
"142","1004206","1004109","1004110","401048291","1004210","1000000","401048281","401048301","1004106","2","10360105","4","0","1004207","3.8","10360103","45","0.06","0","10360101","710121","3.5","10360104","5","-1","401048261","1004209","1036","401048271","10360102","1","45","3.5","1004108","3.7","1004208","1004107","1001303"
"143","1004201","1004104","1004105","401048491","1004205","1000000","401048481","401048501","1004101","1","10370105","1.5","0","1004202","1.4","10370103","1","0.03","0","10370101","710011","1.2","10370104","1","1","401048461","1004204","1037","401048471","10370102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"144","1004206","1004109","1004110","401048491","1004210","1000000","401048481","401048501","1004106","1","10370105","1.5","0","1004207","1.4","10370103","2","0.03","0","10370101","710011","1.2","10370104","1","3","401048461","1004209","1037","401048471","10370102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"145","1004206","1004109","1004110","401048541","1004210","1000000","401048531","401048551","1004106","2","10370105","2","0","1004207","1.9","10370103","4","0.06","0","10370101","710011","1.6","10370104","2","10","401048511","1004209","1037","401048521","10370102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"146","1004206","1004109","1004110","401048591","1004210","1000000","401048581","401048601","1004106","2","10370105","2.6","0","1004207","2.4","10370103","11","0.06","0","10370101","710011","2","10370104","3","34","401048561","1004209","1037","401048571","10370102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"147","1004206","1004109","1004110","401048641","1004210","1000000","401048631","401048651","1004106","2","10370105","4","0","1004207","3.8","10370103","35","0.06","0","10370101","710011","3.5","10370104","4","44","401048611","1004209","1037","401048621","10370102","1","35","3.5","1004108","3.7","1004208","1004107","1001303"
"148","1004206","1004109","1004110","401048691","1004210","1000000","401048681","401048701","1004106","2","10370105","4","0","1004207","3.8","10370103","45","0.06","0","10370101","710011","3.5","10370104","5","-1","401048661","1004209","1037","401048671","10370102","1","45","3.5","1004108","3.7","1004208","1004107","1001303"
"149","1004201","1004104","1004105","401048891","1004205","1000000","401048881","401048901","1004101","1","10380105","1.5","0","1004202","1.4","10380103","1","0.03","0","10380101","710021","1.2","10380104","1","1","401048861","1004204","1038","401048871","10380102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"150","1004206","1004109","1004110","401048891","1004210","1000000","401048881","401048901","1004106","1","10380105","1.5","0","1004207","1.4","10380103","2","0.03","0","10380101","710021","1.2","10380104","1","3","401048861","1004209","1038","401048871","10380102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"151","1004206","1004109","1004110","401048941","1004210","1000000","401048931","401048951","1004106","2","10380105","2","0","1004207","1.9","10380103","4","0.06","0","10380101","710021","1.6","10380104","2","10","401048911","1004209","1038","401048921","10380102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"152","1004206","1004109","1004110","401048991","1004210","1000000","401048981","401049001","1004106","2","10380105","2.6","0","1004207","2.4","10380103","11","0.06","0","10380101","710021","2","10380104","3","34","401048961","1004209","1038","401048971","10380102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"153","1004206","1004109","1004110","401049041","1004210","1000000","401049031","401049051","1004106","2","10380105","4","0","1004207","3.8","10380103","35","0.06","0","10380101","710021","3.5","10380104","4","44","401049011","1004209","1038","401049021","10380102","1","35","3.5","1004108","3.7","1004208","1004107","1001303"
"154","1004206","1004109","1004110","401049091","1004210","1000000","401049081","401049101","1004106","2","10380105","4","0","1004207","3.8","10380103","45","0.06","0","10380101","710021","3.5","10380104","5","-1","401049061","1004209","1038","401049071","10380102","1","45","3.5","1004108","3.7","1004208","1004107","1001303"
"155","1004201","1004104","1004105","401049291","1004205","1000000","401049281","401049301","1004101","1","10390105","1.5","0","1004202","1.4","10390103","1","0.03","0","10390101","710031","1.2","10390104","1","1","401049261","1004204","1039","401049271","10390102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"156","1004206","1004109","1004110","401049291","1004210","1000000","401049281","401049301","1004106","1","10390105","1.5","0","1004207","1.4","10390103","2","0.03","0","10390101","710031","1.2","10390104","1","3","401049261","1004209","1039","401049271","10390102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"157","1004206","1004109","1004110","401049341","1004210","1000000","401049331","401049351","1004106","2","10390105","2","0","1004207","1.9","10390103","4","0.06","0","10390101","710031","1.6","10390104","2","10","401049311","1004209","1039","401049321","10390102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"158","1004206","1004109","1004110","401049391","1004210","1000000","401049381","401049401","1004106","2","10390105","2.6","0","1004207","2.4","10390103","11","0.06","0","10390101","710031","2","10390104","3","30","401049361","1004209","1039","401049371","10390102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"159","1004206","1004109","1004110","401049441","1004210","1000000","401049431","401049451","1004106","2","10390105","4","0","1004207","3.8","10390103","31","0.06","0","10390101","710031","3.5","10390104","4","40","401049411","1004209","1039","401049421","10390102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"160","1004206","1004109","1004110","401049491","1004210","1000000","401049481","401049501","1004106","2","10390105","4","0","1004207","3.8","10390103","41","0.06","0","10390101","710031","3.5","10390104","5","-1","401049461","1004209","1039","401049471","10390102","1","41","3.5","1004108","3.7","1004208","1004107","1001303"
"161","1004201","1004104","1004105","401049691","1004205","1000000","401049681","401049701","1004101","1","10400105","1.5","0","1004202","1.4","10400103","1","0.03","0","10400101","710041","1.2","10400104","1","1","401049661","1004204","1040","401049671","10400102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"162","1004206","1004109","1004110","401049691","1004210","1000000","401049681","401049701","1004106","1","10400105","1.5","0","1004207","1.4","10400103","2","0.03","0","10400101","710041","1.2","10400104","1","3","401049661","1004209","1040","401049671","10400102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"163","1004206","1004109","1004110","401049741","1004210","1000000","401049731","401049751","1004106","2","10400105","2","0","1004207","1.9","10400103","4","0.06","0","10400101","710041","1.6","10400104","2","10","401049711","1004209","1040","401049721","10400102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"164","1004206","1004109","1004110","401049791","1004210","1000000","401049781","401049801","1004106","2","10400105","2.6","0","1004207","2.4","10400103","11","0.06","0","10400101","710041","2","10400104","3","30","401049761","1004209","1040","401049771","10400102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"165","1004206","1004109","1004110","401049841","1004210","1000000","401049831","401049851","1004106","2","10400105","4","0","1004207","3.8","10400103","31","0.06","0","10400101","710041","3.5","10400104","4","40","401049811","1004209","1040","401049821","10400102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"166","1004206","1004109","1004110","401049891","1004210","1000000","401049881","401049901","1004106","2","10400105","4","0","1004207","3.8","10400103","41","0.06","0","10400101","710041","3.5","10400104","5","-1","401049861","1004209","1040","401049871","10400102","1","41","3.5","1004108","3.7","1004208","1004107","1001303"
"167","1004201","1004104","1004105","401050091","1004205","1000000","401050081","401050101","1004101","1","10410105","1.5","0","1004202","1.4","10410103","1","0.03","0","10410101","710051","1.2","10410104","1","1","401050061","1004204","1041","401050071","10410102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"168","1004206","1004109","1004110","401050091","1004210","1000000","401050081","401050101","1004106","1","10410105","1.5","0","1004207","1.4","10410103","2","0.03","0","10410101","710051","1.2","10410104","1","3","401050061","1004209","1041","401050071","10410102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"169","1004206","1004109","1004110","401050141","1004210","1000000","401050131","401050151","1004106","2","10410105","2","0","1004207","1.9","10410103","4","0.06","0","10410101","710051","1.6","10410104","2","10","401050111","1004209","1041","401050121","10410102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
