e27d45209d98c13252b4dc0de0d3116dfca9bf3a03eba9049d22289c2ee6af54,5c829d16cec84e1440e19f03aefce2ef1baf787628102f532b0d51d0bf6ac1a8,e5556a7dc7127ca5c22efbdddfc2c192a9b21099c9bfaa5fe63cd4ab4a5fa940,235794151f7c26a4ae2dbe44b34bd7b086b02085e184535033a5c88958379735,656db71b3f740c06c8445eb904d00001a87950ab6d6a76e244a8b1b7fac5ad2d,bbaa6e47009cfa66d37571e8bc9f42efb81e8e81eddb1009bb9e4a824617126b,c605491e073841cad7b7d54c93f44ad7fdb8eb607624542d1db893dbcd13b5c7,da1075a770cb9be35fc7f9ceef1b409b23cee3f2d45cbbfd1b819a37740a7512,f9ca22687eb95e3a442914a9ec254066cb7a2048f9958f65b4e58ef47b1ecfe1,e30d751b709077b406705df40e19f358d74db96eb83ef0000b15ea4e29413695,415a7b71753e5d75590071a10692429264b8865f10a35808a5148020c6be1273
"1","1","0","0","1","11","也是啦……\n因為我突然間太太太心急了嘛……","10","72","0","72033"
"","0","","","0","91","","0","72","","72034"
"1","1","0.2","","clear_guts1_talk","3","clear_guts1_in","0","72","0","72035"
"","vo_asb","","","0","21","vo_asb_0727","0","72","","72036"
"1","1","0","0","1","11","但是我覺得可不能就這樣放棄呢。\n所以我打算時不時就去一趟森林，\n試著讓300年縮短成３年！","10","72","0","72037"
"","0","","","0","91","","0","72","","72038"
"","72040","","","","101","","","72","","72039"
"0","1","0.3","","1","6","1","1","72","0","72040"
"0","0","0.3","","1","6","1","1","72","0","72041"
"1","1","","","0.3","2","-120","-250","72","","72042"
"1","0","","","0.3","2","-100","0","72","","72043"
"","0","","","","22","0","","72","","72044"
"","0.4","","","","93","0","","72","","72045"
"-250","1","2.2","riri_idle","30","5","1","52","82","0","82001"
"0","1","0","","1","6","1","1","82","0","82002"
"0","0","1","black","50","5","0","29","82","0","82003"
"0","0","0","","1","6","1","1","82","0","82004"
"","0","","","","91","","","82","","82005"
"1","1","0.2","","1","6","1","1","82","0","82006"
"1","0","0.2","","1","6","1","1","82","0","82007"
"2","1","","","0.3","2","-20","-250","82","","82008"
"2","0","","","0.3","2","0","0","82","","82009"
"","0.6","","","","93","0","","82","","82010"
"","1","0.2","","","3","riri_talk","1","82","","82011"
"","vo_asb","","","0","21","vo_asb_0821","0","82","","82012"
"1","1","0","0","1","11","那時候，\n我受到了挖角。\n據美里小姐所說，\n我似乎有當幼教師的「天賦」。","10","82","0","82013"
"","0","","","0","91","","0","82","","82014"
"","1","0.2","","","3","sad_talk_surprise","1","82","","82015"
"","vo_asb","","","0","21","vo_asb_0822","0","82","","82016"
"1","1","0","0","1","11","姑且不說小孩子，\n我確實認知自己深受動物喜歡……\n我也有自知之明，\n知道自己不適合冒險者這份工作……","10","82","0","82017"
"","0","","","0","91","","0","82","","82018"
"","1","0.2","","","3","guts2_talk_Ex1","1","82","","82019"
"","vo_asb","","","0","21","vo_asb_0823","0","82","","82020"
"1","1","0","0","1","11","即使如此……我是個要克服先天優劣，\n往自己的道路勇敢前進的冒險者。\n一旦下定決心，\n就不能輕言放棄……！","10","82","0","82021"
"","0","","","0","91","","0","82","","82022"
"","1","0.2","","","3","talk_joy","1","82","","82023"
"","vo_asb","","","0","21","vo_asb_0824","0","82","","82024"
"1","1","0","0","1","11","當我向美里小姐表示\n我堅定不移的決心後，\n她回應我「好的～♪」\n並馬上理解了我的決心。","10","82","0","82025"
"","0","","","0","91","","0","82","","82026"
"","1","0.2","","","3","wish_talk_joyR_riri","1","82","","82027"
"","vo_asb","","","0","21","vo_asb_0825","0","82","","82028"
"1","1","0","0","1","11","她既溫和又寬容，\n還通情達理……\n她正是真正的幼教師呢。","10","82","0","82029"
"","0","","","0","91","","0","82","","82030"
"","1","0.2","","","3","surprise_talk_nervous","1","82","","82031"
"","vo_asb","","","0","21","vo_asb_0826","0","82","","82032"
"1","1","0","0","1","11","……只不過，和她道別時，\n她依然用同樣溫和的笑容對我說\n「我還會再邀請妳的～♪」\n讓我有些在意就是了……","10","82","0","82033"
"","0","","","0","91","","0","82","","82034"
"","82036","","","","101","","","82","","82035"
"0","1","0.3","","1","6","1","1","82","0","82036"
"0","0","0.3","","1","6","1","1","82","0","82037"
"1","1","","","0.3","2","-120","-250","82","","82038"
"1","0","","","0.3","2","-100","0","82","","82039"
"","0","","","","22","0","","82","","82040"
"","0.4","","","","93","0","","82","","82041"
"-250","2","2.2","clear_surprise_talk","30","5","1","52","92","0","92001"
"0","1","0","","1","6","1","1","92","0","92002"
"0","0","1","black","50","5","0","29","92","0","92003"
"0","0","0","","1","6","1","1","92","0","92004"
"","0","","","","91","","","92","","92005"
"1","1","0.2","","1","6","1","1","92","0","92006"
"1","0","0.2","","1","6","1","1","92","0","92007"
"2","1","","","0.3","2","-20","-250","92","","92008"
"2","0","","","0.3","2","0","0","92","","92009"
"","0.6","","","","93","0","","92","","92010"
"","vo_asb","","","0","21","vo_asb_0921","0","92","","92011"
"1","1","0","0","1","11","洞穴真是不可思議呢……","10","92","0","92012"
"","0","","","0","91","","0","92","","92013"
"","vo_asb","","","0","21","vo_asb_0922","0","92","","92014"
"1","1","0","0","1","11","既昏暗又狹窄，\n既涼爽又安靜。\n該怎麼說，總覺得……能讓人平靜下來。","10","92","0","92015"
"","0","","","0","91","","0","92","","92016"
"1","1","0.1","","clear_kohon_loop_normal2","3","surpriseToKohon","0","92","0","92017"
"","vo_asb","","","0","21","vo_asb_0923","0","92","","92018"
"1","1","0","0","1","11","那些特徵，\n我可能意外地滿喜歡的喔……？\n雖然也不是說，\n看到洞穴就想跳進去……","10","92","0","92019"
"","0","","","0","91","","0","92","","92020"
"","1","0.2","","","3","clear_wish_talk_joy_noShy","1","92","","92021"
"","vo_asb","","","0","21","vo_asb_0924","0","92","","92022"
"1","1","0","0","1","11","但我也學會怎麼挖洞了，\n要不要來挖一個我專用的洞穴呢……？","10","92","0","92023"
"","0","","","0","91","","0","92","","92024"
"","92026","","","","101","","","92","","92025"
"0","1","0.3","","1","6","1","1","92","0","92026"
"0","0","0.3","","1","6","1","1","92","0","92027"
"1","1","","","0.3","2","-120","-250","92","","92028"
"1","0","","","0.3","2","-100","0","92","","92029"
"","0","","","","22","0","","92","","92030"
"","0.4","","","","93","0","","92","","92031"
"-250","3","2.2","idle_precia","30","5","1","52","102","0","102001"
"0","1","0","","1","6","1","1","102","0","102002"
"0","0","1","black","50","5","0","29","102","0","102003"
"0","0","0","","1","6","1","1","102","0","102004"
"","0","","","","91","","","102","","102005"
"1","1","0.2","","1","6","1","1","102","0","102006"
"1","0","0.2","","1","6","1","1","102","0","102007"
"2","1","","","0.3","2","-20","-250","102","","102008"
"2","0","","","0.3","2","0","0","102","","102009"
"","0.6","","","","93","0","","102","","102010"
"","1","0.3","","","3","doya_idle_surprise_precia","1","102","","102011"
"","vo_asb","","","0","21","vo_asb_1021","0","102","","102012"
"1","1","0","0","1","11","「變態可疑分子\n就該掉進陷阱裡。」","10","102","0","102013"
"","0","","","0","91","","0","102","","102014"
"","1","0.3","","","3","talk_precia","1","102","","102015"
"","vo_asb","","","0","21","vo_asb_1022","0","102","","102016"
"1","1","0","0","1","11","鏡華，\n她說的。","10","102","0","102017"
"","0","","","0","91","","0","102","","102018"
"","1","0.3","","","3","think_idle_anger_precia","1","102","","102019"
"","vo_asb","","","0","21","vo_asb_1023","0","102","","102020"
"1","1","0","0","1","11","變態可疑分子，\n是什麼……？","10","102","0","102021"
"","0","","","0","91","","0","102","","102022"
"1","1","0.2","","sad_talk_surprise_precia","3","thinkToSad_precia","0","102","0","102023"
"","vo_asb","","","0","21","vo_asb_1024","0","102","","102024"
"1","1","0","0","1","11","……我不懂的事，\n還有好多。","10","102","0","102025"
"","0","","","0","91","","0","102","","102026"
"","1","0.3","","","3","guts2_talk_joy_precia","1","102","","102027"
"","vo_asb","","","0","21","vo_asb_1025","0","102","","102028"
"1","1","0","0","1","11","我要，\n不停學習，喔。","10","102","0","102029"
"","0","","","0","91","","0","102","","102030"
"","102032","","","","101","","","102","","102031"
"0","1","0.3","","1","6","1","1","102","0","102032"
"0","0","0.3","","1","6","1","1","102","0","102033"
"1","1","","","0.3","2","-120","-250","102","","102034"
"1","0","","","0.3","2","-100","0","102","","102035"
"","0","","","","22","0","","102","","102036"
"","0.4","","","","93","0","","102","","102037"
"-250","2","2.2","clear_wish_talk_joy","30","5","1","52","112","0","112001"
"0","1","0","","1","6","1","1","112","0","112002"
"0","0","1","black","50","5","0","29","112","0","112003"
"0","0","0","","1","6","1","1","112","0","112004"
"","0","","","","91","","","112","","112005"
"1","1","0.2","","1","6","1","1","112","0","112006"
"1","0","0.2","","1","6","1","1","112","0","112007"
"2","1","","","0.3","2","-20","-250","112","","112008"
"2","0","","","0.3","2","0","0","112","","112009"
"","0.6","","","","93","0","","112","","112010"
"","vo_asb","","","0","21","vo_asb_1121","0","112","","112011"
"1","1","0","0","1","11","深月小姐端出來的特調茶，\n有種不可思議的香氣。","10","112","0","112012"
"","0","","","0","91","","0","112","","112013"
"","1","0.2","","","3","clear_memoly_talk","1","112","","112014"
"","vo_asb","","","0","21","vo_asb_1122","0","112","","112015"
"1","1","0","0","1","11","光是聞到就讓人覺得輕飄飄地，\n身體熱了起來。\n據深月小姐所說，\n那有滋養強壯的效果。","10","112","0","112016"
"","0","","","0","91","","0","112","","112017"
"","1","0.3","","","3","clear_surprise_talk","1","112","","112018"
"","vo_asb","","","0","21","vo_asb_1123","0","112","","112019"
"1","1","0","0","1","11","雖然哥哥不知道為什麼難得表現出\n焦急的樣子阻止了我，\n說別喝比較好，\n所以我只有聞聞香氣而已……","10","112","0","112020"
"","0","","","0","91","","0","112","","112021"
"","1","0.2","","","3","clear_wish_talk_normal2","1","112","","112022"
"","vo_asb","","","0","21","vo_asb_1124","0","112","","112023"
"1","1","0","0","1","11","但深月小姐說：\n「下次會讓你們喝\n更有效果的茶，\n要再來喔。」","10","112","0","112024"
"","0","","","0","91","","","112","","112025"
"","vo_asb","","","0","21","vo_asb_1125","0","112","","112026"
"1","1","0","0","1","11","既然她這麼說了，\n我想再去找她玩。","10","112","0","112027"
"","0","","","0","91","","0","112","","112028"
"1","1","0.2","","clear_talk_joyR","3","wishToTalk","0","112","0","112029"
"","vo_asb","","","0","21","vo_asb_1126","0","112","","112030"
"1","1","0","0","1","11","呵呵……雖然公會入口看起來很可怕，\n但不能只用外表判斷呢。\n這也算是在這方面學了一課♪","10","112","0","112031"
"","0","","","0","91","","0","112","","112032"
"","112034","","","","101","","","112","","112033"
"0","1","0.3","","1","6","1","1","112","0","112034"
"0","0","0.3","","1","6","1","1","112","0","112035"
"1","1","","","0.3","2","-120","-250","112","","112036"
"1","0","","","0.3","2","-100","0","112","","112037"
"","0","","","","22","0","","112","","112038"
"","0.4","","","","93","0","","112","","112039"
"-250","3","2.2","notice_loop","30","5","1","52","122","0","122001"
"0","1","0","","1","6","1","1","122","0","122002"
"0","0","1","black","50","5","0","29","122","0","122003"
"0","0","0","","1","6","1","1","122","0","122004"
"","0","","","","91","","","122","","122005"
"1","1","0.2","","1","6","1","1","122","0","122006"
"1","0","0.2","","1","6","1","1","122","0","122007"
"2","1","","","0.3","2","-20","-250","122","","122008"
"2","0","","","0.3","2","0","0","122","","122009"
"","0.6","","","","93","0","","122","","122010"
"","vo_asb","","","0","21","vo_asb_1221","0","122","","122011"
"1","1","0","0","1","11","深月的，\n氣息……","10","122","0","122012"
"","0","","","0","91","","0","122","","122013"
"","1","0.3","","","3","sad_idle_surprise","1","122","","122014"
"","vo_asb","","","0","21","vo_asb_1222","0","122","","122015"
"1","1","0","0","1","11","她不是，\n等閒之輩。","10","122","0","122016"
"","0","","","0","91","","0","122","","122017"
"","1","0.3","","","3","surprise_idle_anger_precia","1","122","","122018"
"","vo_asb","","","0","21","vo_asb_1223","0","122","","122019"
"1","1","0","0","1","11","壞人？\n正義的，夥伴？","10","122","0","122020"
"","0","","","0","91","","0","122","","122021"
"1","1","0.2","","think_idle_Ex1_precia","3","surpriseToThink_precia","0","122","0","122022"
"","vo_asb","","","0","21","vo_asb_1224","0","122","","122023"
"1","1","0","0","1","11","真複雜。","10","122","0","122024"
"","0","","","0","91","","0","122","","122025"
"","122027","","","","101","","","122","","122026"
"0","1","0.3","","1","6","1","1","122","0","122027"
"0","0","0.3","","1","6","1","1","122","0","122028"
"1","1","","","0.3","2","-120","-250","122","","122029"
"1","0","","","0.3","2","-100","0","122","","122030"
"","0","","","","22","0","","122","","122031"
"","0.4","","","","93","0","","122","","122032"
"-250","3","2.2","lift_down_normal","30","5","1","52","132","0","132001"
"0","1","0","","1","6","1","1","132","0","132002"
"0","0","1","black","50","5","0","29","132","0","132003"
"0","0","0","","1","6","1","1","132","0","132004"
"","0","","","","91","","","132","","132005"
"1","1","0.2","","1","6","1","1","132","0","132006"
"1","0","0.2","","1","6","1","1","132","0","132007"
"2","1","","","0.3","2","-20","-250","132","","132008"
"2","0","","","0.3","2","0","0","132","","132009"
"","0.6","","","","93","0","","132","","132010"
"","vo_asb","","","0","21","vo_asb_1321","0","132","","132011"
"1","1","0","0","1","11","冒險的，道具。\n有好多。","10","132","0","132012"
"","0","","","0","91","","0","132","","132013"
"1","1","0.2","","lift_down_shy","3","lift_down_shy_in","0","132","0","132014"
"","vo_asb","","","0","21","vo_asb_1322","0","132","","132015"
"1","1","0","0","1","11","拿不……動。","10","132","0","132016"
"","0","","","0","91","","0","132","","132017"
"1","1","0.2","","lift_up_loop","3","lift_up_in","0","132","0","132018"
"","vo_asb","","","0","21","vo_asb_1323","0","132","","132019"
"1","1","0","0","1","11","但是，\n我會，拿的。","10","132","0","132020"
"","0","","","0","91","","0","132","","132021"
"","vo_asb","","","0","21","vo_asb_1324","0","132","","132022"
"1","1","0","0","1","11","這，就是，\n我想保護的、東西，\n的重量。","10","132","0","132023"
"","0","","","0","91","","0","132","","132024"
"","132026","","","","101","","","132","","132025"
"0","1","0.3","","1","6","1","1","132","0","132026"
"0","0","0.3","","1","6","1","1","132","0","132027"
"1","1","","","0.3","2","-120","-250","132","","132028"
"1","0","","","0.3","2","-100","0","132","","132029"
"","0","","","","22","0","","132","","132030"
"","0.4","","","","93","0","","132","","132031"
"-250","1","2.2","sad_talk_dere","30","5","1","52","142","0","142001"
"0","1","0","","1","6","1","1","142","0","142002"
"0","0","1","black","50","5","0","29","142","0","142003"
"0","0","0","","1","6","1","1","142","0","142004"
"","0","","","","91","","","142","","142005"
"1","1","0.2","","1","6","1","1","142","0","142006"
"1","0","0.2","","1","6","1","1","142","0","142007"
"2","1","","","0.3","2","-20","-250","142","","142008"
"2","0","","","0.3","2","0","0","142","","142009"
"","0.6","","","","93","0","","142","","142010"
"","vo_asb","","","0","21","vo_asb_1421","0","142","","142011"
"1","1","0","0","1","11","做為謝禮收下的便當，\n實在是太美味了……","10","142","0","142012"
"","0","","","0","91","","0","142","","142013"
"","1","0.3","","","3","sad_talk_joyR","1","142","","142014"
"","vo_asb","","","0","21","vo_asb_1422","0","142","","142015"
"1","1","0","0","1","11","總有一天，\n我也想做出那樣飽含心意的便當，\n若能默默交給兄長大人的話就好了，\n說笑的……","10","142","0","142016"
"","0","","","0","91","","0","142","","142017"
"","1","0.3","","","3","wish_talk_nervous_riri","1","142","","142018"
"","vo_asb","","","0","21","vo_asb_1423","0","142","","142019"
"1","1","0","0","1","11","我連做個煎蛋捲\n都能燒焦，\n一不小心就將白日夢\n想得太遠了。","10","142","0","142020"
"","0","","","0","91","","0","142","","142021"
"","1","0.2","","","3","wish_talk_normal2_riri","1","142","","142022"
"","vo_asb","","","0","21","vo_asb_1424","0","142","","142023"
"1","1","0","0","1","11","……不過，\n透過這次的冒險，\n我明白了夢想就是種偉大的力量。","10","142","0","142024"
"","0","","","0","91","","0","142","","142025"
"","1","0.2","","","3","guts2_talk_riri","1","142","","142026"
"","vo_asb","","","0","21","vo_asb_1425","0","142","","142027"
"1","1","0","0","1","11","我不會放棄，總有一天\n要成為能支援兄長大人的冒險者。\n我要帶著這個夢想，\n一步一腳印地往前邁進。","10","142","0","142028"
"","0","","","0","91","","0","142","","142029"
"","142031","","","","101","","","142","","142030"
"0","1","0.3","","1","6","1","1","142","0","142031"
"0","0","0.3","","1","6","1","1","142","0","142032"
"1","1","","","0.3","2","-120","-250","142","","142033"
"1","0","","","0.3","2","-100","0","142","","142034"
"","0","","","","22","0","","142","","142035"
"","0.4","","","","93","0","","142","","142036"
