226c015408ae5b15dbcb32083e96d8152a5bddd4f5c3379aa438aeb00a9b448e,9d0a71109f43f85eb881037090940077ddf171110635b7c79e65eea85a70176e,a08b91304b86a9c1788038195aaf519052a5ec594e9eeb9fed0a95aa5fcddd4e,f9a7b81975a41c25591c10bc948408f23ff4fc01d935d07403e5171b8b18eae2,3486f47ab55f203025b315fc1916c02e8dc59cded6cc3b8459599a77f7f7a9f8,31bfa15dc81fec773efb3c37b734ad91713032cb395925bccc0a61d0c31a85a0,f420731edc18cd571b8a64517a37ce5d4f562ee36517a3967506d0bcd0d3c3b9,3e9c4dafd01c80160e79dabe1fcd89478657ce5b1f833606ea8bb8dfbf74a4d2,ed2f1583beddacb704adef028eaf3e493097977c7737e6879119e5c45ed2962d,3aa4413997173891ec8351d8313f77de0d0912195968ab12430c4cdc2a4f710c,0987cc500e5d86bac8b4b16a0e6553b038447186c8dafb8571eb972d83e51809
"-180","2","","13.5","1750","","107811","18930005","","","893"
"-180","2","","13.5","1750","","1","18930006","","","893"
"-180","33","","13.5","1750","","1","18930007","","","893"
"","93","","","","","1.6","18930008","","","893"
"","21","","0","vo_fpc_89301","","vo_fpc","18930009","","","893"
"","23","","","se_fpc_water_random","","se_10053800","18940001","","","894"
"22","1","00_kuka_float","-1100","127011","1.75","1","18940002","-180","0","894"
"22","5","idle","-1250","1","0.3","9","18940003","-180","0","894"
"22","5","idle","-950","2","0.3","9","18940004","-180","0","894"
"-1100","31","","-180","1","1","6","18940005","1","","894"
"-1250","31","","-180","2","1","125","18940006","1","","894"
"-950","31","","-180","3","1","125","18940007","1","","894"
"-180","2","","10","1050","","127011","18940008","","","894"
"-180","2","","10","900","","1","18940009","","","894"
"-180","2","","10","1200","","2","18940010","","","894"
"-180","33","","10","1050","","1","18940011","","","894"
"-180","33","","10","900","","2","18940012","","","894"
"-180","33","","10","1200","","3","18940013","","","894"
"","93","","","","","2.1","18940014","","","894"
"","21","","0","vo_fpc_89401","","vo_fpc","18940015","","","894"
"","23","","","se_fpc_water_random","","se_10053800","18950001","","","895"
"22","5","48_kyaru_floatRing","-1100","22","1.66","22","18950002","-180","0","895"
"-1100","31","","-180","1","1","102","18950003","1","","895"
"-180","2","","10","1050","","22","18950004","","","895"
"-180","33","","10","1050","","1","18950005","","","895"
"","93","","","","","2.1","18950006","","","895"
"","21","","0","vo_fpc_89501","","vo_fpc","18950007","","","895"
"","23","","","se_fpc_water_random","","se_10053800","18960001","","","896"
"22","5","02_neneka_floatRing","-1100","21","1.66","21","18960002","-180","0","896"
"-1100","31","","-180","1","1","102","18960003","1","","896"
"-180","2","","10","1050","","21","18960004","","","896"
"-180","33","","10","1050","","1","18960005","","","896"
"","93","","","","","2.5","18960006","","","896"
"","21","","0","vo_fpc_89601","","vo_fpc","18960007","","","896"
"33","1","01_yukari_idle","-900","126811","1.75","1","19010001","-250","0","901"
"34","5","01_yukari_idle","-900","3","1.75","3","19010002","-250","0","901"
"32","5","cmn_boat_idle","-900","2","1.75","2","19010003","-250","0","901"
"-900","31","","-250","126811","1","101","19010004","1","","901"
"1","23","","","se_fpc_water_random","","se_10053800","19010005","","","901"
"","91","","","0","","19010004","19010006","","","901"
"-250","2","","5.29411764705882","0","","126811","19010007","12","","901"
"-250","2","","5.29411764705882","0","","3","19010008","12","","901"
"-250","2","","5.29411764705882","0","","2","19010009","12","","901"
"-250","33","","5.29411764705882","0","","126811","19010010","12","","901"
"","91","","","","","","19010011","","","901"
"0","3","","01_yukari_talk_loop","01_yukari_talk","0.1","126811","19010012","1","0.1","901"
"0","3","","01_yukari_talk_loop","01_yukari_talk","0.1","3","19010013","1","0.1","901"
"1","3","","","cmn_boat_idle","0.1","2","19010014","","","901"
"","93","","","0","","4","19010015","","","901"
"","21","","0","vo_fpc_20100","","vo_fpc","19010016","","","901"
"6","11","0.5","1","噗哈～","0","126811","19010017","0","0","901"
"","91","","","","","0","19010018","","","901"
"","93","","","0","","0.5","19010019","","","901"
"","21","","0","vo_fpc_20101","","vo_fpc","19010020","","","901"
"8","11","0.5","1","雖然在盛夏的海灘上喝酒很棒，\n但寒冬時像這樣在泳池邊喝酒\n也很奢侈，真棒呢……","0","126811","19010021","0","0","901"
"","91","","","","","0","19010022","","","901"
"","93","","","0","","0.5","19010023","","","901"
"","21","","0","vo_fpc_20102","","vo_fpc","19010024","","","901"
"6","11","0.5","1","再去掰託秋乃\n追加進貨一些\n聖騎似麥酒和祕麥酒吧……","0","126811","19010025","0","0","901"
"","91","","","","","0","19010026","","","901"
"","93","","","0","","0.5","19010027","","","901"
"1","3","","","01_yukari_talk2_loop","0.1","126811","19010028","","","901"
"1","3","","","01_yukari_talk2_loop","0.1","3","19010029","","","901"
"1","3","","","cmn_boat_idle","0.1","2","19010030","","","901"
"","21","","0","vo_fpc_20103","","vo_fpc","19010031","","","901"
"7","11","0.5","1","話縮回來，總覺得暈暈的捏～\n明明是泳池卻有巨浪\n打過來嗎……呃，唔噗！","0","126811","19010032","0","0","901"
"","91","","","","","0","19010033","","","901"
"0","3","","01_yukari_sick_1_loop","01_yukari_sick_1","0.1","126811","19010034","1","0.1","901"
"0","3","","01_yukari_sick_1_loop","01_yukari_sick_1","0.1","3","19010035","1","0.1","901"
"1","3","","","cmn_boat_idle","0.1","2","19010036","","","901"
"","93","","","0","","2","19010037","","","901"
"0","3","","01_yukari_sick_2_loop","01_yukari_sick_2","0.1","126811","19010038","1","0.1","901"
"0","3","","01_yukari_sick_2_loop","01_yukari_sick_2","0.1","3","19010039","1","0.1","901"
"1","3","","","cmn_boat_idle","0.1","2","19010040","","","901"
"","21","","0","vo_fpc_20104","","vo_fpc","19010041","","","901"
"9","11","0.5","1","啊，不行……\n我的胃也有波巨浪……\n要、要忍住啊，優花梨……","0","126811","19010042","0","0","901"
"","91","","","","","0","19010043","","","901"
"","93","","","0","","0.5","19010044","","","901"
"-250","2","","4.52488687782805","1000","","126811","19010045","","","901"
"-250","2","","4.52488687782805","1000","","3","19010046","","","901"
"-250","2","","4.52488687782805","1000","","2","19010047","","","901"
"-250","33","","4.52488687782805","1000","","126811","19010048","","","901"
"","91","","","","","0","19010049","","","901"
"22","5","02_neneka_floatRing","-780","1","1.75","21","19020001","-180","0","902"
"12","5","02_neneka_floatRing","-780","2","1.6625","21","19020002","-125","0","902"
"32","5","02_neneka_floatRing","-780","3","1.8375","21","19020003","-250","0","902"
"22","5","02_neneka_floatRing","-780","4","1.75","21","19020004","-180","0","902"
"12","5","02_neneka_floatRing","-780","5","1.6625","21","19020005","-125","0","902"
"32","5","02_neneka_floatRing","-780","6","1.8375","21","19020006","-250","0","902"
"-780","31","","-180","1","1","102","19020007","1","","902"
"-780","31","","-125","2","1","102","19020008","1","","902"
"-780","31","","-250","3","1","102","19020009","1","","902"
"-780","31","","-180","4","1","102","19020010","1","","902"
"-780","31","","-125","5","1","102","19020011","1","","902"
"-780","31","","-250","6","1","102","19020012","1","","902"
"1","23","","","se_fpc_water_random","","se_10053800","19020013","","","902"
"","91","","","","","19020012","19020014","","","902"
"-180","2","","4.58823529411765","0","","1","19020015","12","","902"
"-180","33","","4.58823529411765","0","","1","19020016","12","","902"
"","91","","","","","19020015","19020017","","","902"
"","21","","0","vo_fpc_20200","","vo_fpc","19020018","","","902"
"10","11","0.5","1","嗯……","0","1","19020019","0","0","902"
"","91","","","","","0","19020020","","","902"
"","93","","","0","","0.5","19020021","","","902"
"-180","2","","3.70588235294118","150","","1","19020022","12","","902"
"-180","33","","3.70588235294118","150","","1","19020023","12","","902"
"1","3","","","02_neneka_floatRing","0.1","2","19020024","","","902"
"-125","2","","3.70588235294118","-150","","2","19020025","12","","902"
"-125","33","","3.70588235294118","-150","","2","19020026","12","","902"
"","91","","","","","19020025","19020027","","","902"
"","21","","0","vo_fpc_20201","","vo_fpc","19020028","","","902"
"8","11","0.5","1","雖然我有想過，就只是隨波逐流\n這種世間凡夫俗子般的行為，\n究竟是哪裡好玩了……","0","2","19020029","0","0","902"
"","91","","","","","0","19020030","","","902"
"","93","","","0","","0.5","19020031","","","902"
"-180","2","","3.11764705882353","250","","1","19020032","12","","902"
"-180","33","","3.11764705882353","250","","1","19020033","12","","902"
"-125","2","","3.11764705882353","0","","2","19020034","12","","902"
"-125","33","","3.11764705882353","0","","2","19020035","12","","902"
"1","3","","","02_neneka_floatRing","0.1","3","19020036","","","902"
"-250","2","","3.11764705882353","-250","","3","19020037","12","","902"
"-250","33","","3.11764705882353","-250","","3","19020038","12","","902"
"","91","","","","","19020037","19020039","","","902"
"","21","","0","vo_fpc_20202","","vo_fpc","19020040","","","902"
"7","11","0.5","1","不過這也別有一番趣味呢……\n下次也帶諾維姆過來\n漂流看看吧。","0","3","19020041","0","0","902"
"","93","","","1","","4.5","19020042","","","902"
"","93","","","0","","0.9","19020043","","","902"
"","91","","","","","19020041","19020044","","","902"
"1","3","","","02_neneka_floatRing","0.1","4","19020045","","","902"
"-180","2","","7.37556561085973","850","","4","19020046","","","902"
"-180","33","","7.37556561085973","850","","4","19020047","","","902"
"","93","","","0","","0.2","19020048","","","902"
"1","3","","","02_neneka_floatRing","0.1","5","19020049","","","902"
"-180","2","","2.71493212669683","850","","1","19020050","12","","902"
"-180","33","","2.71493212669683","850","","1","19020051","12","","902"
"","93","","","0","","0.2","19020052","","","902"
"-125","2","","3.84615384615385","850","","2","19020053","12","","902"
"-125","33","","3.84615384615385","850","","2","19020054","12","","902"
"","93","","","0","","0.1","19020055","","","902"
"-250","2","","4.97737556561086","850","","3","19020056","12","","902"
"-250","33","","4.97737556561086","850","","3","19020057","12","","902"
"","93","","","0","","1.5","19020058","","","902"
"-125","2","","6.26923076923077","850","","5","19020059","","","902"
"-125","33","","6.26923076923077","850","","5","19020060","","","902"
"","93","","","0","","1","19020061","","","902"
"1","3","","","02_neneka_floatRing","0.1","6","19020062","","","902"
"-250","2","","6.63800904977376","850","","6","19020063","","","902"
"-250","33","","6.63800904977376","850","","6","19020064","","","902"
"","91","","","","","0","19020065","","","902"
"","93","","","0","","1","19020066","","","902"
"","91","","","","","0","19020067","","","902"
"12","1","03_cmn_walk_styk_N2","-750","113211","1.4875","1","19030001","-15","0","903"
"12","1","03_cmn_run_def_N","750","113311","1.4875","1","19030002","-15","0","903"
"1","23","","","se_fpc_water_random","","se_10053800","19030003","","","903"
"","91","","","0","","19030002","19030004","","","903"
"-15","2","","3.52941176470588","-150","","113211","19030005","","","903"
"","93","","","0","","1.5","19030006","","","903"
"-15","2","","2.71493212669683","150","","113311","19030007","","","903"
"","91","","","","","19030005","19030008","","","903"
"1","3","","","03_cmn_idol_def_N","0.1","113211","19030009","","","903"
"","91","","","","","19030007","19030010","","","903"
"1","3","","","03_nanaka_gufufu","0.3","113311","19030011","","","903"
"","93","","","0","","0.3","19030012","","","903"
"","21","","0","vo_fpc_20300","","vo_fpc","19030013","","","903"
"8","11","0.5","1","唔呵呵，\n不愧是杏奈美眉♪","0","113311","19030014","0","0","903"
"","91","","","","","0","19030015","","","903"
"","93","","","0","","0.5","19030016","","","903"
"","21","","0","vo_fpc_20301","","vo_fpc","19030017","","","903"
"6","11","0.5","1","把七七香精選的傳說學校泳衣\n駕馭得很完美呢！","0","113311","19030018","0","0","903"
"","91","","","","","0","19030019","","","903"
"","93","","","0","","0.5","19030020","","","903"
"1","3","","","03_anna_shy","0.1","113211","19030021","","","903"
"","21","","0","vo_fpc_20302","","vo_fpc","19030022","","","903"
"10","11","0.5","1","什麼，這是因為我沒有其他泳衣\n所以才不得已穿的啦……","0","113211","19030023","0","0","903"
"","91","","","","","0","19030024","","","903"
"","93","","","0","","0.5","19030025","","","903"
"","21","","0","vo_fpc_20303","","vo_fpc","19030026","","","903"
"6","11","0.5","1","沒問題沒問題，\n真的很適合妳啦！","0","113311","19030027","0","0","903"
"","91","","","","","0","19030028","","","903"
"","93","","","0","","0.5","19030029","","","903"
"","21","","0","vo_fpc_20304","","vo_fpc","19030030","","","903"
"8","11","0.5","1","還是說……\n妳要跟我交換泳衣看看？","0","113311","19030031","0","0","903"
"","91","","","","","0","19030032","","","903"
"","93","","","0","","0.5","19030033","","","903"
"0","3","","03_anna_pui_loop","03_anna_pui_in","0.1","113211","19030034","1","","903"
"","21","","0","vo_fpc_20305","","vo_fpc","19030035","","","903"
"7","11","0.5","1","妳那件也有那件的害羞吧！","0","113211","19030036","0","0","903"
"","91","","","","","0","19030037","","","903"
"","93","","","0","","0.5","19030038","","","903"
"","21","","0","vo_fpc_20306","","vo_fpc","19030039","","","903"
"8","11","0.5","1","我、我有好友為我挑的\n這件學校泳衣便足矣！","0","113211","19030040","0","0","903"
"","91","","","","","0","19030041","","","903"
"","93","","","0","","0.5","19030042","","","903"
"1","4","","","1","0.1","113311","19030043","","","903"
"1","4","","","1","0.1","113211","19030044","","","903"
"1","3","","","03_cmn_run_def_N","0.1","113311","19030045","","","903"
"1","3","","","03_cmn_walk_styk_N2","0.1","113211","19030046","","","903"
"-15","2","","2.71493212669683","750","","113311","19030047","","","903"
"-15","2","","3.52941176470588","-750","","113211","19030048","","","903"
"","91","","","","","0","19030049","","","903"
"22","1","04_misogi_flutterKick_loop","-910","122811","1.75","1","19040001","-180","0","904"
"12","1","04_mimi_flutterKick_loop","-910","122911","1.75","1","19040002","-125","0","904"
"22","1","04_kyouka_flutterKick_loop","-910","122711","1.75","1","19040003","-180","0","904"
"23","1","04_yuni_flutterKick_loop","-910","129311","1.75","1","19040004","-180","0","904"
"22","5","cmn_swm_flutterKick_floatBoad","-910","1","1.75","1","19040005","-180","0","904"
"24","5","empty","-50","3","1.75","3","19040006","-180","0","904"
"-910","31","","-180","1","1","1","19040007","1","","904"
"-910","31","","-180","11","0","4","19040008","1","","904"
"-910","31","","-125","2","1","7","19040009","1","","904"
"-910","31","","-125","21","0","4","19040010","1","","904"
"-910","31","","-180","3","1","1","19040011","1","","904"
"-910","31","","-180","31","0","4","19040012","1","","904"
"-910","31","","-180","4","1","1","19040013","1","","904"
"-50","31","","-180","41","0","4","19040014","1","","904"
"-180","31","","0","1006","0","1006","19040015","1","","904"
"1","23","","","se_fpc_water_random","","se_10053800","19040016","","","904"
"","91","","","0","","19040015","19040017","","","904"
"-180","2","","5.81447963800905","375","","122811","19040018","12","","904"
"-180","33","","5.81447963800905","375","","1","19040019","12","","904"
"-180","33","","5.81447963800905","375","","11","19040020","12","","904"
"","91","","","","","","19040021","","","904"
"","32","","","0","","1","19040022","","","904"
"","32","","","1","","11","19040023","","","904"
"0","3","","04_misogi_float_loop","04_misogi_float_in","0.1","122811","19040024","1","0.1","904"
"","93","","","0","","0.9","19040025","","","904"
"","21","","0","vo_fpc_20400","","vo_fpc","19040026","","","904"
"9","11","0.5","1","哇──！禊是第一名──！\n當鬼的人，快來抓我們──！","0","122811","19040027","0","0","904"
"","91","","","","","0","19040028","","","904"
"","93","","","0","","0.5","19040029","","","904"
"-125","2","","5.94117647058824","100","","122911","19040030","12","","904"
"-125","33","","5.94117647058824","100","","2","19040031","12","","904"
"-125","33","","5.94117647058824","100","","21","19040032","12","","904"
"","93","","","0","","2","19040033","","","904"
"","21","","0","vo_fpc_20401","","vo_fpc","19040034","","","904"
"8","11","0.5","1","快逃快逃～！","0","122911","19040035","0","0","904"
"","91","","","","","19040032","19040036","","","904"
"","32","","","0","","2","19040037","","","904"
"","32","","","1","","21","19040038","","","904"
"0","3","","04_mimi_float_loop","04_mimi_float_in","0.1","122911","19040039","1","0.1","904"
"-180","2","","5.40441176470588","-175","","122711","19040040","12","","904"
"-180","33","","5.40441176470588","-175","","3","19040041","12","","904"
"-180","33","","5.40441176470588","-175","","31","19040042","12","","904"
"","93","","","0","","2","19040043","","","904"
"","21","","0","vo_fpc_20402","","vo_fpc","19040044","","","904"
"11","11","0","1","真是的～！妳們兩個等一下啦～！","0","122711","19040045","0","0","904"
"","91","","","","","19040042","19040046","","","904"
"","32","","","0","","3","19040047","","","904"
"","32","","","1","","31","19040048","","","904"
"0","3","","04_kyouka_float_loop","04_kyouka_float_in","0.1","122711","19040049","1","0.1","904"
"","93","","","0","","1.2","19040050","","","904"
"","32","","","1","","1006","19040051","","","904"
"","93","","","0","","0.8","19040052","","","904"
"","32","","","1","","1","19040053","","","904"
"","32","","","0","","11","19040054","","","904"
"","32","","","1","","2","19040055","","","904"
"","32","","","0","","21","19040056","","","904"
"","32","","","1","","3","19040057","","","904"
"","32","","","0","","31","19040058","","","904"
"0","3","","04_misogi_flutterKick_loop","04_misogi_flutterKick_in","0.1","122811","19040059","1","0.1","904"
"-180","2","","2.82805429864253","1000","","122811","19040060","","","904"
"-180","33","","2.82805429864253","1000","","1","19040061","","","904"
"","93","","","0","","0.1","19040062","","","904"
"0","3","","04_mimi_flutterKick_loop","04_mimi_flutterKick_in","0.1","122911","19040063","1","0.1","904"
"-125","2","","4.07239819004525","1000","","122911","19040064","","","904"
"-125","33","","4.07239819004525","1000","","2","19040065","","","904"
"","93","","","0","","0.1","19040066","","","904"
"0","3","","04_kyouka_flutterKick_loop","04_kyouka_flutterKick_in","0.1","122711","19040067","1","0.1","904"
"-180","2","","5.31674208144796","1000","","122711","19040068","","","904"
"-180","33","","5.31674208144796","1000","","3","19040069","","","904"
"","93","","","0","","0.1","19040070","","","904"
"-180","2","","5.05882352941176","-50","","129311","19040071","","","904"
"-180","33","","5.05882352941176","-50","","4","19040072","","","904"
"-180","2","","5.05882352941176","-50","","1","19040073","","","904"
"","93","","","0","","2","19040074","","","904"
"","21","","0","vo_fpc_20403","","vo_fpc","19040075","","","904"
"10","11","0.5","1","哇──♪","0","129311","19040076","0","0","904"
"","93","","","0","","2.75882352941176","19040077","","","904"
"0","3","","04_yuni_flutterKick_pause_loop","04_yuni_flutterKick_pause_in","0.1","3","19040078","1","0.1","904"
"0","3","","04_yuni_flutterKick_pause_loop","04_yuni_flutterKick_pause_in","0.1","129311","19040079","1","0.1","904"
"0","3","","04_yuni_flutterKick_pause_loop","04_yuni_flutterKick_pause_in","0.1","1","19040080","1","0.1","904"
"","93","","","0","","0.3","19040081","","","904"
"","21","","0","vo_fpc_20404","","vo_fpc","19040082","","","904"
"","32","","","0","","4","19040083","","","904"
"","32","","","1","","41","19040084","","","904"
"","93","","","0","","5","19040085","","","904"
"0","3","","","empty","0.1","3","19040086","","","904"
"0","3","","04_yuni_flutterKick_loop","04_yuni_flutterKick_in","0.2","129311","19040087","1","0.1","904"
"0","3","","cmn_swm_flutterKick_floatBoad","04_yuni_flutterKick_in","0.2","1","19040088","1","0.1","904"
"","32","","","1","","4","19040089","","","904"
"","32","","","0","","41","19040090","","","904"
"-180","2","","6.17647058823529","1000","","129311","19040091","","","904"
"-180","2","","6.17647058823529","1000","","1","19040092","","","904"
"-180","33","","6.17647058823529","1000","","4","19040093","","","904"
"","93","","","0","","0.3","19040094","","","904"
"","21","","0","vo_fpc_20405","","vo_fpc","19040095","","","904"
"10","11","0.5","1","哇──哇──♪","0","129311","19040096","0","0","904"
"","91","","","","","19040091","19040097","","","904"
"12","1","cmn_swm_flutterKick","-910","117111","1.75","1","19050001","-125","0","905"
"22","1","cmn_swm_flutterKick","-910","117011","1.75","1","19050002","-180","0","905"
"12","1","cmn_walk_r","750","107611","1.4875","1","19050003","-15","0","905"
"-910","31","","-125","1","1","7","19050004","1","","905"
"-910","31","","-125","11","0","4","19050005","1","","905"
"-910","31","","-180","2","1","1","19050006","1","","905"
"-910","31","","-180","21","0","4","19050007","1","","905"
"1","23","","","se_fpc_water_random","","se_10053800","19050008","","","905"
"","91","","","0","","19050007","19050009","","","905"
"-125","2","","5.35294117647059","0","","117111","19050010","12","","905"
"-125","33","","5.35294117647059","0","","1","19050011","12","","905"
"-125","33","","5.35294117647059","0","","11","19050012","12","","905"
"","91","","","","","","19050013","","","905"
"","32","","","0","","1","19050014","","","905"
"","32","","","1","","11","19050015","","","905"
"0","3","","05_shizuru_search_loop","05_shizuru_search_in","0.1","117111","19050016","1","0.1","905"
"","93","","","0","","1","19050017","","","905"
"","21","","0","vo_fpc_20500","","vo_fpc","19050018","","","905"
"8","11","0.5","1","嗯……真奇怪呢……\n我有在這一帶感受到\n弟弟的「氣息」……","0","117111","19050019","0","0","905"
"","93","","","1","","1.81764705882353","19050020","","","905"
"-180","2","","3.88235294117647","-250","","117011","19050021","12","","905"
"-180","33","","3.88235294117647","-250","","2","19050022","12","","905"
"-180","33","","3.88235294117647","-250","","21","19050023","12","","905"
"","93","","","0","","2.38235294117647","19050024","","","905"
"","93","","","0","","1.5","19050025","","","905"
"","91","","","","","19050019","19050026","","","905"
"","91","","","","","19050021","19050027","","","905"
"0","3","","05_eriko_talk_loop","05_eriko_talk_in","0.1","117011","19050028","1","0.1","905"
"","32","","","0","","2","19050029","","","905"
"","32","","","1","","21","19050030","","","905"
"","21","","0","vo_fpc_20501","","vo_fpc","19050031","","","905"
"7","11","0.5","1","那位大人的氣場殘渣……\n確實就在這附近……","0","117011","19050032","0","0","905"
"","93","","","1","","2.15294117647059","19050033","","","905"
"-15","2","","2.64705882352941","300","","107611","19050034","0","","905"
"","93","","","0","","1.14705882352941","19050035","","","905"
"","93","","","0","","1.5","19050036","","","905"
"","91","","","","","19050032","19050037","","","905"
"","91","","","","","19050034","19050038","","","905"
"1","3","","","05_kokkoro_talk","0.2","107611","19050039","","","905"
"","21","","0","vo_fpc_20502","","vo_fpc","19050040","","","905"
"8","11","0.5","1","靜流小姐、惠理子小姐，\n請問怎麼了嗎？","0","107611","19050041","0","0","905"
"","91","","","","","0","19050042","","","905"
"","93","","","0","","0.5","19050043","","","905"
"0","3","","05_shizuru_greet_loop","05_shizuru_greet_in","0.1","117111","19050044","1","0.1","905"
"","21","","0","vo_fpc_20503","","vo_fpc","19050045","","","905"
"8","11","0.5","1","啊，可可蘿♪\n原來如此──我是感受到殘留在\n可可蘿身上的弟弟「氣息」了呢♪","0","117111","19050046","0","0","905"
"","91","","","","","0","19050047","","","905"
"","93","","","0","","0.5","19050048","","","905"
"0","3","","05_eriko_pressure_loop","05_eriko_pressure_in","0.1","117011","19050049","1","0.1","905"
"","21","","0","vo_fpc_20504","","vo_fpc","19050050","","","905"
"6","11","0.5","1","那噁心的根據是怎麼回事？\n話說回來，妳知道那位大人\n在哪裡嗎？\n可不許隱瞞喔。","0","117011","19050051","0","0","905"
"","91","","","","","0","19050052","","","905"
"","93","","","0","","0.5","19050053","","","905"
"1","3","","","05_kokkoro_talk2","0.3","107611","19050054","","","905"
"","21","","0","vo_fpc_20505","","vo_fpc","19050055","","","905"
"6","11","0.5","1","怎麼會隱瞞呢。","0","107611","19050056","0","0","905"
"","91","","","","","0","19050057","","","905"
"","93","","","0","","0.5","19050058","","","905"
"0","3","","05_kokkoro_point_loop","05_kokkoro_point_in","0.1","107611","19050059","1","0.1","905"
"","21","","0","vo_fpc_20506","","vo_fpc","19050060","","","905"
"6","11","0.5","1","主人他剛剛漂向\n那個方向了……","0","107611","19050061","0","0","905"
"","91","","","","","0","19050062","","","905"
"","93","","","0","","0.5","19050063","","","905"
"0","3","","05_shizuru_smile_loop","05_shizuru_smile_in","0.1","117111","19050064","1","0.1","905"
"","21","","0","vo_fpc_20507","","vo_fpc","19050065","","","905"
"7","11","0.5","1","那邊是吧！\n好──姐姐我現在\n立刻就去救你喔！","0","117111","19050066","0","0","905"
"","91","","","","","0","19050067","","","905"
"","93","","","0","","0.5","19050068","","","905"
"0","3","","05_eriko_sad_loop","05_eriko_sad_in","0.1","117011","19050069","1","0.1","905"
"","21","","0","vo_fpc_20508","","vo_fpc","19050070","","","905"
"8","11","0.5","1","啊啊，怎麼會這樣……\n我現在就前去救助您！","0","117011","19050071","0","0","905"
"","91","","","","","0","19050072","","","905"
"","93","","","0","","0.5","19050073","","","905"
"0","3","","05_shizuru_flutterKick_loop","05_shizuru_flutterKick_in","0.1","117111","19050074","1","0.1","905"
"-125","2","","2.66169816342827","1000","","117111","19050075","","","905"
"-125","33","","2.66169816342827","1000","","1","19050076","","","905"
"","32","","","1","","1","19050077","","","905"
"","32","","","0","","11","19050078","","","905"
"","93","","","0","","0.1","19050079","","","905"
"0","3","","05_eriko_flutterKick_loop","05_eriko_flutterKick_in","0.1","117011","19050080","1","0.1","905"
"-180","2","","3.14228255404726","1000","","117011","19050081","","","905"
"-180","33","","3.14228255404726","1000","","2","19050082","","","905"
"","32","","","1","","2","19050083","","","905"
"","32","","","0","","21","19050084","","","905"
"","91","","","","","19050081","19050085","","","905"
"0","3","","05_kokkoro_talk3_loop","05_kokkoro_talk3_in","0.1","107611","19050086","1","0.1","905"
"","21","","0","vo_fpc_20509","","vo_fpc","19050087","","","905"
"5","11","0.5","1","她們走了……","0","107611","19050088","0","0","905"
"","91","","","","","0","19050089","","","905"
"","93","","","0","","0.5","19050090","","","905"
"","21","","0","vo_fpc_20510","","vo_fpc","19050091","","","905"
"11","11","0.5","1","那兩位在一起的話，不知道會\n發生什麼事，真讓人擔心呢……","0","107611","19050092","0","0","905"
"","91","","","","","0","19050093","","","905"
"","93","","","0","","0.5","19050094","","","905"
"","21","","0","vo_fpc_20511","","vo_fpc","19050095","","","905"
"10","11","0.5","1","為了不讓她們在主人面前失控，\n在下必須要盯著場面才行……！","0","107611","19050096","0","0","905"
"","91","","","","","0","19050097","","","905"
"","93","","","0","","0.5","19050098","","","905"
"-15","2","","1.65912518853695","850","","107611","19050099","0","","905"
"1","3","","","05_kokkoro_run","0.2","107611","19050100","","","905"
"","21","","0","vo_fpc_20512","","vo_fpc","19050101","","","905"
"10","11","0.5","1","主人──！","0","107611","19050102","0","0","905"
"","91","","","","","0","19050103","","","905"
"","93","","","0","","0.5","19050104","","","905"
"","91","","","","","19050099","19050105","","","905"
"22","1","cmn_float","-850","126911","1.75","1","19060001","-180","0","906"
"12","1","cmn_float","-850","117311","1.75","1","19060002","-125","0","906"
"-850","31","","-180","11","1","6","19060003","1","","906"
"-850","31","","-180","10071","0","1007","19060004","1","","906"
"-850","31","","-125","21","1","6","19060005","1","","906"
"-850","31","","-125","10072","0","1007","19060006","1","","906"
"-850","31","","-125","10081","0","1008","19060007","1","","906"
"1","23","","","se_fpc_water_random","","se_10053800","19060008","","","906"
"","91","","","0","","19060007","19060009","","","906"
"-180","2","","6.25","0","","126911","19060010","12","","906"
"-180","33","","6.25","0","","11","19060011","12","","906"
"-180","33","","6.25","0","","10071","19060012","12","","906"
"","93","","","0","","3","19060013","","","906"
"","21","","0","vo_fpc_20600","","vo_fpc","19060014","","","906"
"1","3","","","06_cmn_float_sing","0.2","126911","19060015","","","906"
"","32","","","1","","10071","19060016","","","906"
"","91","","","","","19060010","19060017","","","906"
"1","3","","","cmn_float","0.2","126911","19060018","","","906"
"","21","","0","vo_fpc_20601","","vo_fpc","19060019","","","906"
"9","11","0.5","1","偶爾來這樣的地方，\n或許也不錯……","0","126911","19060020","0","0","906"
"","91","","","","","0","19060021","","","906"
"","93","","","0","","0.5","19060022","","","906"
"-125","2","","5.14705882352941","-150","","117311","19060023","12","","906"
"-125","33","","5.14705882352941","-150","","21","19060024","12","","906"
"-125","33","","5.14705882352941","-150","","10072","19060025","12","","906"
"-125","33","","5.14705882352941","-150","","10081","19060026","12","","906"
"-180","2","","5.14705882352941","150","","126911","19060027","12","","906"
"-180","33","","5.14705882352941","150","","11","19060028","12","","906"
"-180","33","","5.14705882352941","150","","10071","19060029","12","","906"
"","93","","","0","","2.5","19060030","","","906"
"","21","","0","vo_fpc_20602","","vo_fpc","19060031","","","906"
"1","3","","","06_cmn_float_sing","0.2","126911","19060032","","","906"
"1","3","","","06_cmn_float_sing","0.2","117311","19060033","","","906"
"","32","","","0","","10071","19060034","","","906"
"","32","","","1","","10071","19060035","","","906"
"","32","","","1","","10072","19060036","","","906"
