e6a11259fea90f68171661e51ce875704522dd09dfbc8fcb1bbc0585a94cfab5,fdf0ebaa8ae87c6c3d585a43266cedd2459ed0eb250570ca3e33429907ec240c,5d6f30ff972c54a4d7a5fa1585b98c6ab98a8663007c2f389300298b1997a29e,f1e7ce82239fabb44e3a3d6f2c8d5c0576759fd16bd8ed05384738b0ff83a5e7,6b3f075eb0093ab696ff4ec8e568f4b5f4fbf154c8792d9a2d4377f94c535899,2f99d0d47b472cf9f353fab8a1df3d07045f0028745aa67e5e05de61184ceac2,233678ab008af42711ae6be935c6183772824849d843a5b67a28de2aa571bc56,cb5e1a72adda2006c86a07aca168661e7a762f42e2b4c862e6f400acf888d077,0d1798e21aa5deb88c462d09a0d12b9bced55a38ecf9cbf327d0665e6f8325cb,528dcddd5081035444c35d6814aab2cc7f2e24d0125f3c14fc50bb5f1629e5c6,14b1a97552e7a514689c1fd31629ac45e32fe73cfebc908f6d368e411cd6a0c4,e1ee458f59161d064bc4c0e5197482a4dd3d23afc88f32b5da873f281d60d21e,ffabd45c7316dcf5123079cc60744465df0e9e1686766b22de9de892f3758ef5,03fbeacda82143fe5ccbbb3059e5bb98c209a51e6384a37f4619604ef972c0e0,803f107bbb7073ace8294c97808eb8cd104ec81be5023cfcad9ba594141dcfe7,66ae4c1202b5814b890b6739796dfe7341ee63fca077dfe9e70d5ced7ad53036,4ff5727469734c5b3fd640ca94a2228b801da3c33d779deff870442b2be749fb,516639937bfd2dd8a75339d4b93ffd49c94d15ddfba794aa252c404d68f2de36,1b6e1e2840cb138ba678548dfc9c1b18312d47555936dd0e0624af127beccbbb,c34d91aefc23e496e3a3e97c8b32bbd7bf41360754ccb0c7eabe712634bb94cc,a459f1171e69bd5fc52b3a4a699453d382e74c1a37744c8d6ed16918ca87a44c
"3","12","0","40","0","0","3","0","0","1","1039","0","22003","94002","500000","2","8","0","2","259","22002"
"4","12","0","60","0","0","4","0","0","1","1039","0","22003","94002","750000","2","12","0","2","260","22002"
"5","12","0","80","0","0","-1","0","0","1","1039","0","22003","94002","1000000","2","16","0","2","261","22002"
"1","12","0","0","0","0","1","0","0","1","1040","0","0","94002","10000","0","0","0","0","262","0"
"2","12","0","20","0","0","2","0","0","1","1040","0","22003","94002","250000","2","4","0","2","263","22002"
"3","12","0","40","0","0","3","0","0","1","1040","0","22003","94002","500000","2","8","0","2","264","22002"
"4","12","0","60","0","0","4","0","0","1","1040","0","22003","94002","750000","2","12","0","2","265","22002"
"5","12","0","80","0","0","-1","0","0","1","1040","0","22003","94002","1000000","2","16","0","2","266","22002"
"1","12","0","0","0","0","1","0","0","1","1041","0","0","94002","10000","0","0","0","0","267","0"
"2","12","0","20","0","0","2","0","0","1","1041","0","22003","94002","250000","2","4","0","2","268","22002"
"3","12","0","40","0","0","3","0","0","1","1041","0","22003","94002","500000","2","8","0","2","269","22002"
"4","12","0","60","0","0","4","0","0","1","1041","0","22003","94002","750000","2","12","0","2","270","22002"
"5","12","0","80","0","0","-1","0","0","1","1041","0","22003","94002","1000000","2","16","0","2","271","22002"
"1","12","0","0","0","0","1","0","0","1","1042","0","0","94002","10000","0","0","0","0","272","0"
"2","12","0","20","0","0","2","0","0","1","1042","0","22003","94002","250000","2","4","0","2","273","22002"
"3","12","0","40","0","0","3","0","0","1","1042","0","22003","94002","500000","2","8","0","2","274","22002"
"4","12","0","60","0","0","4","0","0","1","1042","0","22003","94002","750000","2","12","0","2","275","22002"
"5","12","0","80","0","0","-1","0","0","1","1042","0","22003","94002","1000000","2","16","0","2","276","22002"
"1","12","0","0","0","0","1","0","0","1","1043","0","0","94002","10000","0","0","0","0","277","0"
"2","12","0","20","0","0","2","0","0","1","1043","0","22003","94002","250000","2","4","0","2","278","22002"
"3","12","0","40","0","0","3","0","0","1","1043","0","22003","94002","500000","2","8","0","2","279","22002"
"4","12","0","60","0","0","4","0","0","1","1043","0","22003","94002","750000","2","12","0","2","280","22002"
"5","12","0","80","0","0","-1","0","0","1","1043","0","22003","94002","1000000","2","16","0","2","281","22002"
"1","12","0","0","0","0","1","0","0","1","1044","0","0","94002","10000","0","0","0","0","282","0"
"2","12","0","20","0","0","2","0","0","1","1044","0","22003","94002","250000","2","4","0","2","283","22002"
"3","12","0","40","0","0","3","0","0","1","1044","0","22003","94002","500000","2","8","0","2","284","22002"
"4","12","0","60","0","0","4","0","0","1","1044","0","22003","94002","750000","2","12","0","2","285","22002"
"5","12","0","80","0","0","-1","0","0","1","1044","0","22003","94002","1000000","2","16","0","2","286","22002"
"1","12","0","0","0","0","1","0","0","1","1045","0","0","94002","10000","0","0","0","0","287","0"
"2","12","0","20","0","0","2","0","0","1","1045","0","22003","94002","250000","2","4","0","2","288","22002"
"3","12","0","40","0","0","3","0","0","1","1045","0","22003","94002","500000","2","8","0","2","289","22002"
"4","12","0","60","0","0","4","0","0","1","1045","0","22003","94002","750000","2","12","0","2","290","22002"
"5","12","0","80","0","0","-1","0","0","1","1045","0","22003","94002","1000000","2","16","0","2","291","22002"
"1","12","0","0","0","0","1","0","0","1","1046","0","0","94002","10000","0","0","0","0","292","0"
"2","12","0","20","0","0","2","0","0","1","1046","0","22003","94002","250000","2","4","0","2","293","22002"
"3","12","0","40","0","0","3","0","0","1","1046","0","22003","94002","500000","2","8","0","2","294","22002"
"4","12","0","60","0","0","4","0","0","1","1046","0","22003","94002","750000","2","12","0","2","295","22002"
"5","12","0","80","0","0","-1","0","0","1","1046","0","22003","94002","1000000","2","16","0","2","296","22002"
"1","12","0","0","0","0","1","0","0","1","1047","0","0","94002","10000","0","0","0","0","297","0"
"2","12","0","20","0","0","2","0","0","1","1047","0","22003","94002","250000","2","4","0","2","298","22002"
"3","12","0","40","0","0","3","0","0","1","1047","0","22003","94002","500000","2","8","0","2","299","22002"
"4","12","0","60","0","0","4","0","0","1","1047","0","22003","94002","750000","2","12","0","2","300","22002"
"5","12","0","80","0","0","-1","0","0","1","1047","0","22003","94002","1000000","2","16","0","2","301","22002"
"1","12","0","0","0","0","1","0","0","1","1048","0","0","94002","10000","0","0","0","0","302","0"
"2","12","0","20","0","0","2","0","0","1","1048","0","22003","94002","250000","2","4","0","2","303","22002"
"3","12","0","40","0","0","3","0","0","1","1048","0","22003","94002","500000","2","8","0","2","304","22002"
"4","12","0","60","0","0","4","0","0","1","1048","0","22003","94002","750000","2","12","0","2","305","22002"
"5","12","0","80","0","0","-1","0","0","1","1048","0","22003","94002","1000000","2","16","0","2","306","22002"
"1","12","0","0","0","0","1","0","0","1","1049","0","0","94002","10000","0","0","0","0","307","0"
"2","12","0","20","0","0","2","0","0","1","1049","0","22003","94002","250000","2","4","0","2","308","22002"
"3","12","0","40","0","0","3","0","0","1","1049","0","22003","94002","500000","2","8","0","2","309","22002"
"4","12","0","60","0","0","4","0","0","1","1049","0","22003","94002","750000","2","12","0","2","310","22002"
"5","12","0","80","0","0","-1","0","0","1","1049","0","22003","94002","1000000","2","16","0","2","311","22002"
"1","12","0","0","0","0","1","0","0","1","1050","0","0","94002","10000","0","0","0","0","312","0"
"2","12","0","20","0","0","2","0","0","1","1050","0","22003","94002","250000","2","4","0","2","313","22002"
"3","12","0","40","0","0","3","0","0","1","1050","0","22003","94002","500000","2","8","0","2","314","22002"
"4","12","0","60","0","0","4","0","0","1","1050","0","22003","94002","750000","2","12","0","2","315","22002"
"5","12","0","80","0","0","-1","0","0","1","1050","0","22003","94002","1000000","2","16","0","2","316","22002"
"1","12","0","0","0","0","1","0","0","1","1051","0","0","94002","10000","0","0","0","0","317","0"
"2","12","0","20","0","0","2","0","0","1","1051","0","22003","94002","250000","2","4","0","2","318","22002"
"3","12","0","40","0","0","3","0","0","1","1051","0","22003","94002","500000","2","8","0","2","319","22002"
"4","12","0","60","0","0","4","0","0","1","1051","0","22003","94002","750000","2","12","0","2","320","22002"
"5","12","0","80","0","0","-1","0","0","1","1051","0","22003","94002","1000000","2","16","0","2","321","22002"
"1","12","0","0","0","0","1","0","0","1","1052","0","0","94002","10000","0","0","0","0","322","0"
"2","12","0","20","0","0","2","0","0","1","1052","0","22003","94002","250000","2","4","0","2","323","22002"
"3","12","0","40","0","0","3","0","0","1","1052","0","22003","94002","500000","2","8","0","2","324","22002"
"4","12","0","60","0","0","4","0","0","1","1052","0","22003","94002","750000","2","12","0","2","325","22002"
"5","12","0","80","0","0","-1","0","0","1","1052","0","22003","94002","1000000","2","16","0","2","326","22002"
"1","12","0","0","0","0","1","0","0","1","1053","0","0","94002","10000","0","0","0","0","327","0"
"2","12","0","20","0","0","2","0","0","1","1053","0","22003","94002","250000","2","4","0","2","328","22002"
"3","12","0","40","0","0","3","0","0","1","1053","0","22003","94002","500000","2","8","0","2","329","22002"
"4","12","0","60","0","0","4","0","0","1","1053","0","22003","94002","750000","2","12","0","2","330","22002"
"5","12","0","80","0","0","-1","0","0","1","1053","0","22003","94002","1000000","2","16","0","2","331","22002"
"1","12","0","0","0","0","1","0","0","1","1054","0","0","94002","10000","0","0","0","0","332","0"
"2","12","0","20","0","0","2","0","0","1","1054","0","22003","94002","250000","2","4","0","2","333","22002"
"3","12","0","40","0","0","3","0","0","1","1054","0","22003","94002","500000","2","8","0","2","334","22002"
"4","12","0","60","0","0","4","0","0","1","1054","0","22003","94002","750000","2","12","0","2","335","22002"
"5","12","0","80","0","0","-1","0","0","1","1054","0","22003","94002","1000000","2","16","0","2","336","22002"
"1","12","0","0","0","0","1","0","0","1","1055","0","0","94002","10000","0","0","0","0","337","0"
"2","12","0","20","0","0","2","0","0","1","1055","0","22003","94002","250000","2","4","0","2","338","22002"
"3","12","0","40","0","0","3","0","0","1","1055","0","22003","94002","500000","2","8","0","2","339","22002"
"4","12","0","60","0","0","4","0","0","1","1055","0","22003","94002","750000","2","12","0","2","340","22002"
"5","12","0","80","0","0","-1","0","0","1","1055","0","22003","94002","1000000","2","16","0","2","341","22002"
"1","12","0","0","0","0","1","0","0","1","1056","0","0","94002","10000","0","0","0","0","342","0"
"2","12","0","20","0","0","2","0","0","1","1056","0","22003","94002","250000","2","4","0","2","343","22002"
"3","12","0","40","0","0","3","0","0","1","1056","0","22003","94002","500000","2","8","0","2","344","22002"
"4","12","0","60","0","0","4","0","0","1","1056","0","22003","94002","750000","2","12","0","2","345","22002"
"5","12","0","80","0","0","-1","0","0","1","1056","0","22003","94002","1000000","2","16","0","2","346","22002"
"1","12","0","0","0","0","1","0","0","1","1057","0","0","94002","10000","0","0","0","0","347","0"
"2","12","0","20","0","0","2","0","0","1","1057","0","22003","94002","250000","2","4","0","2","348","22002"
"3","12","0","40","0","0","3","0","0","1","1057","0","22003","94002","500000","2","8","0","2","349","22002"
"4","12","0","60","0","0","4","0","0","1","1057","0","22003","94002","750000","2","12","0","2","350","22002"
"5","12","0","80","0","0","-1","0","0","1","1057","0","22003","94002","1000000","2","16","0","2","351","22002"
"1","12","0","0","0","0","1","0","0","1","1058","0","0","94002","10000","0","0","0","0","352","0"
"2","12","0","20","0","0","2","0","0","1","1058","0","22003","94002","250000","2","4","0","2","353","22002"
"3","12","0","40","0","0","3","0","0","1","1058","0","22003","94002","500000","2","8","0","2","354","22002"
"4","12","0","60","0","0","4","0","0","1","1058","0","22003","94002","750000","2","12","0","2","355","22002"
"5","12","0","80","0","0","-1","0","0","1","1058","0","22003","94002","1000000","2","16","0","2","356","22002"
"1","12","0","0","0","0","1","0","0","1","1059","0","0","94002","10000","0","0","0","0","357","0"
"2","12","0","20","0","0","2","0","0","1","1059","0","22003","94002","250000","2","4","0","2","358","22002"
"3","12","0","40","0","0","3","0","0","1","1059","0","22003","94002","500000","2","8","0","2","359","22002"
"4","12","0","60","0","0","4","0","0","1","1059","0","22003","94002","750000","2","12","0","2","360","22002"
"5","12","0","80","0","0","-1","0","0","1","1059","0","22003","94002","1000000","2","16","0","2","361","22002"
"1","12","0","0","0","0","1","0","0","1","1060","0","0","94002","10000","0","0","0","0","362","0"
"2","12","0","20","0","0","2","0","0","1","1060","0","22003","94002","250000","2","4","0","2","363","22002"
"3","12","0","40","0","0","3","0","0","1","1060","0","22003","94002","500000","2","8","0","2","364","22002"
"4","12","0","60","0","0","4","0","0","1","1060","0","22003","94002","750000","2","12","0","2","365","22002"
"5","12","0","80","0","0","-1","0","0","1","1060","0","22003","94002","1000000","2","16","0","2","366","22002"
"1","12","0","0","0","0","1","0","0","1","1061","0","0","94002","10000","0","0","0","0","367","0"
"2","12","0","20","0","0","2","0","0","1","1061","0","22003","94002","250000","2","4","0","2","368","22002"
"3","12","0","40","0","0","3","0","0","1","1061","0","22003","94002","500000","2","8","0","2","369","22002"
"4","12","0","60","0","0","4","0","0","1","1061","0","22003","94002","750000","2","12","0","2","370","22002"
"5","12","0","80","0","0","-1","0","0","1","1061","0","22003","94002","1000000","2","16","0","2","371","22002"
"1","12","0","0","0","0","1","0","0","1","1063","0","0","94002","10000","0","0","0","0","372","0"
"2","12","0","20","0","0","2","0","0","1","1063","0","22003","94002","250000","2","4","0","2","373","22002"
"3","12","0","40","0","0","3","0","0","1","1063","0","22003","94002","500000","2","8","0","2","374","22002"
"4","12","0","60","0","0","4","0","0","1","1063","0","22003","94002","750000","2","12","0","2","375","22002"
"5","12","0","80","0","0","-1","0","0","1","1063","0","22003","94002","1000000","2","16","0","2","376","22002"
"1","12","0","0","0","0","1","0","0","1","1064","0","0","94002","10000","0","0","0","0","377","0"
"2","12","0","20","0","0","2","0","0","1","1064","0","22003","94002","250000","2","4","0","2","378","22002"
"3","12","0","40","0","0","3","0","0","1","1064","0","22003","94002","500000","2","8","0","2","379","22002"
"4","12","0","60","0","0","4","0","0","1","1064","0","22003","94002","750000","2","12","0","2","380","22002"
"5","12","0","80","0","0","-1","0","0","1","1064","0","22003","94002","1000000","2","16","0","2","381","22002"
"1","12","0","0","0","0","1","0","0","1","1065","0","0","94002","10000","0","0","0","0","382","0"
"2","12","0","20","0","0","2","0","0","1","1065","0","22003","94002","250000","2","4","0","2","383","22002"
"3","12","0","40","0","0","3","0","0","1","1065","0","22003","94002","500000","2","8","0","2","384","22002"
"4","12","0","60","0","0","4","0","0","1","1065","0","22003","94002","750000","2","12","0","2","385","22002"
"5","12","0","80","0","0","-1","0","0","1","1065","0","22003","94002","1000000","2","16","0","2","386","22002"
"1","12","0","0","0","0","1","0","0","1","1066","0","0","94002","10000","0","0","0","0","387","0"
"2","12","0","20","0","0","2","0","0","1","1066","0","22003","94002","250000","2","4","0","2","388","22002"
"3","12","0","40","0","0","3","0","0","1","1066","0","22003","94002","500000","2","8","0","2","389","22002"
"4","12","0","60","0","0","4","0","0","1","1066","0","22003","94002","750000","2","12","0","2","390","22002"
"5","12","0","80","0","0","-1","0","0","1","1066","0","22003","94002","1000000","2","16","0","2","391","22002"
"1","12","0","0","0","0","1","0","0","1","1067","0","0","94002","10000","0","0","0","0","392","0"
"2","12","0","20","0","0","2","0","0","1","1067","0","22003","94002","250000","2","4","0","2","393","22002"
"3","12","0","40","0","0","3","0","0","1","1067","0","22003","94002","500000","2","8","0","2","394","22002"
"4","12","0","60","0","0","4","0","0","1","1067","0","22003","94002","750000","2","12","0","2","395","22002"
"5","12","0","80","0","0","-1","0","0","1","1067","0","22003","94002","1000000","2","16","0","2","396","22002"
"1","12","0","0","0","0","1","0","0","1","1068","0","0","94002","10000","0","0","0","0","397","0"
"2","12","0","20","0","0","2","0","0","1","1068","0","22003","94002","250000","2","4","0","2","398","22002"
"3","12","0","40","0","0","3","0","0","1","1068","0","22003","94002","500000","2","8","0","2","399","22002"
"4","12","0","60","0","0","4","0","0","1","1068","0","22003","94002","750000","2","12","0","2","400","22002"
"5","12","0","80","0","0","-1","0","0","1","1068","0","22003","94002","1000000","2","16","0","2","401","22002"
"1","12","0","0","0","0","1","0","0","1","1069","0","0","94002","10000","0","0","0","0","402","0"
"2","12","0","20","0","0","2","0","0","1","1069","0","22003","94002","250000","2","4","0","2","403","22002"
"3","12","0","40","0","0","3","0","0","1","1069","0","22003","94002","500000","2","8","0","2","404","22002"
"4","12","0","60","0","0","4","0","0","1","1069","0","22003","94002","750000","2","12","0","2","405","22002"
"5","12","0","80","0","0","-1","0","0","1","1069","0","22003","94002","1000000","2","16","0","2","406","22002"
"1","12","0","0","0","0","1","0","0","1","1070","0","0","94002","10000","0","0","0","0","407","0"
"2","12","0","20","0","0","2","0","0","1","1070","0","22003","94002","250000","2","4","0","2","408","22002"
"3","12","0","40","0","0","3","0","0","1","1070","0","22003","94002","500000","2","8","0","2","409","22002"
"4","12","0","60","0","0","4","0","0","1","1070","0","22003","94002","750000","2","12","0","2","410","22002"
"5","12","0","80","0","0","-1","0","0","1","1070","0","22003","94002","1000000","2","16","0","2","411","22002"
"1","12","0","0","0","0","1","0","0","1","1071","0","0","94002","10000","0","0","0","0","412","0"
"2","12","0","20","0","0","2","0","0","1","1071","0","22003","94002","250000","2","4","0","2","413","22002"
"3","12","0","40","0","0","3","0","0","1","1071","0","22003","94002","500000","2","8","0","2","414","22002"
"4","12","0","60","0","0","4","0","0","1","1071","0","22003","94002","750000","2","12","0","2","415","22002"
"5","12","0","80","0","0","-1","0","0","1","1071","0","22003","94002","1000000","2","16","0","2","416","22002"
"1","12","0","0","0","0","1","0","0","1","1072","0","0","94002","10000","0","0","0","0","417","0"
"2","12","0","20","0","0","2","0","0","1","1072","0","22003","94002","250000","2","4","0","2","418","22002"
"3","12","0","40","0","0","3","0","0","1","1072","0","22003","94002","500000","2","8","0","2","419","22002"
"4","12","0","60","0","0","4","0","0","1","1072","0","22003","94002","750000","2","12","0","2","420","22002"
"5","12","0","80","0","0","-1","0","0","1","1072","0","22003","94002","1000000","2","16","0","2","421","22002"
"1","12","0","0","0","0","1","0","0","1","1073","0","0","94002","10000","0","0","0","0","422","0"
"2","12","0","20","0","0","2","0","0","1","1073","0","22003","94002","250000","2","4","0","2","423","22002"
"3","12","0","40","0","0","3","0","0","1","1073","0","22003","94002","500000","2","8","0","2","424","22002"
"4","12","0","60","0","0","4","0","0","1","1073","0","22003","94002","750000","2","12","0","2","425","22002"
"5","12","0","80","0","0","-1","0","0","1","1073","0","22003","94002","1000000","2","16","0","2","426","22002"
"1","12","0","0","0","0","1","0","0","1","1074","0","0","94002","10000","0","0","0","0","427","0"
"2","12","0","20","0","0","2","0","0","1","1074","0","22003","94002","250000","2","4","0","2","428","22002"
"3","12","0","40","0","0","3","0","0","1","1074","0","22003","94002","500000","2","8","0","2","429","22002"
"4","12","0","60","0","0","4","0","0","1","1074","0","22003","94002","750000","2","12","0","2","430","22002"
"5","12","0","80","0","0","-1","0","0","1","1074","0","22003","94002","1000000","2","16","0","2","431","22002"
"1","12","0","0","0","0","1","0","0","1","1075","0","0","94002","10000","0","0","0","0","432","0"
"2","12","0","20","0","0","2","0","0","1","1075","0","22003","94002","250000","2","4","0","2","433","22002"
"3","12","0","40","0","0","3","0","0","1","1075","0","22003","94002","500000","2","8","0","2","434","22002"
"4","12","0","60","0","0","4","0","0","1","1075","0","22003","94002","750000","2","12","0","2","435","22002"
"5","12","0","80","0","0","-1","0","0","1","1075","0","22003","94002","1000000","2","16","0","2","436","22002"
"1","12","0","0","0","0","1","0","0","1","1076","0","0","94002","10000","0","0","0","0","437","0"
"2","12","0","20","0","0","2","0","0","1","1076","0","22003","94002","250000","2","4","0","2","438","22002"
"3","12","0","40","0","0","3","0","0","1","1076","0","22003","94002","500000","2","8","0","2","439","22002"
"4","12","0","60","0","0","4","0","0","1","1076","0","22003","94002","750000","2","12","0","2","440","22002"
"5","12","0","80","0","0","-1","0","0","1","1076","0","22003","94002","1000000","2","16","0","2","441","22002"
"1","12","0","0","0","0","1","0","0","1","1077","0","0","94002","10000","0","0","0","0","442","0"
"2","12","0","20","0","0","2","0","0","1","1077","0","22003","94002","250000","2","4","0","2","443","22002"
"3","12","0","40","0","0","3","0","0","1","1077","0","22003","94002","500000","2","8","0","2","444","22002"
"4","12","0","60","0","0","4","0","0","1","1077","0","22003","94002","750000","2","12","0","2","445","22002"
"5","12","0","80","0","0","-1","0","0","1","1077","0","22003","94002","1000000","2","16","0","2","446","22002"
"1","12","0","0","0","0","1","0","0","1","1078","0","0","94002","10000","0","0","0","0","447","0"
"2","12","0","20","0","0","2","0","0","1","1078","0","22003","94002","250000","2","4","0","2","448","22002"
"3","12","0","40","0","0","3","0","0","1","1078","0","22003","94002","500000","2","8","0","2","449","22002"
"4","12","0","60","0","0","4","0","0","1","1078","0","22003","94002","750000","2","12","0","2","450","22002"
"5","12","0","80","0","0","-1","0","0","1","1078","0","22003","94002","1000000","2","16","0","2","451","22002"
