c09313bd7f323585722e667a34e53f02ead6cc6522489b41ff96bbf6c59065df,4f6d2a446afd9eb4be6a6fca59e4bd03eaaf5d864f2eda4942731cbd2ba492de,3fac22400c143359ef77e144220a34c6514daab1301da8533b7724f5c3eee1a5,2a55b43fe2070478e2b1e8ca525da952e0d2115978722bd692f8455821bf6948,d66dfc49b2bc232a81f652b2d32b8ec11997018d97a32c25ff867dadc813b057,8a2bcd14ae1d57882199258d7482229303324a96d99cb7f3396381b4a4966104,12a0231e3a67946ed083efce95aa24006c102854e2c9ee41547dc19a91024c0e,17e5620beb9eddefd0c499721d67ff9094425bb23336b288f0a7be8f363cbbca,2bd065d7b8353292f7a8f78fcb3b363b92cc3355c1d41eb24d7b9373ffebb595,259990e0b4b8a29d2b676853e5fa35f5612fcd24f088f7d3bbc825031fe41425,1ff2d42c7986fdd1442daae5107412609fcf85d87ebbf8ba536d5ac02cb69a13
"","204","3","204020","cgg_talk_surprise1","1","0","cgg_surprise","0","0.2","102811"
"","204","12","204021","","","1.4","4","","0.2","102811"
"","204","93","204022","","","","0","","","3"
"","204","3","204023","","","1","cgg_idle_def","","0.2","102811"
"","204","3","204024","","","1","cgg_idle_reaction3","","0.2","1"
"","204","12","204025","","","1.4","11","","0.2","1"
"","204","93","204026","","","","0","","","3"
"","204","3","204027","","","1","cgg_idle_normal","","0.2","1"
"","204","3","204028","","","1","cgg_talk_joy3_blink","","0.2","102811"
"","204","12","204029","","","1.4","10","","0.2","102811"
"","204","93","204030","","","","0","","","3"
"","204","101","204031","","","","0","","","204015"
"","204","22","204032","","","","0.5","","","0"
"","204","6","204033","1","0","1","1","0","0.1","1"
"","204","6","204034","1","0","1","1","0","0.1","102811"
"","204","93","204035","","","","0","","","0.1"
"","204","3","204036","","","1","cgg_idle_normal","","0","1"
"","204","3","204037","","","1","cgg_idle_def","","0","102811"
"cgg_idle_normal","205","5","205001","-420","-230","100","1","0","160","1"
"cgg_idle_def","205","1","205002","420","-230","100","102511","1","1.6","1"
"","205","6","205003","1","1","1","1","0","0.1","1"
"","205","6","205004","1","1","1","1","0","0.1","102511"
"","205","93","205005","","","","0","","","0.2"
"","205","21","205006","0","","0","vo_minigame_1007_top_talk_11_017","","","vo_minigame_1007"
"0","205","11","205007","0","0","5","這是為什麼啊～！？\n從剛才起就只能抽到\n同樣的周邊～！\n是冒失造成的嗎！？","0","0","102511"
"","205","3","205008","cgg_idle_surprise2","1","0","cgg_surprise2","0","0.2","1"
"","205","3","205009","cgg_talk_surprise1","1","0","cgg_surprise","0","0.2","102511"
"","205","93","205010","","","","0","","","5.5"
"","205","3","205011","cgg_idle_shock","1","0","cgg_shock","0","0.2","1"
"","205","3","205012","","1","1","cgg_talk_sad2","0","0.2","102511"
"","205","91","205013","","","","","","","205007"
"","205","93","205014","","","","0","","","0.5"
"","205","3","205015","","","1","cgg_idle_def","","0.2","102511"
"","205","3","205016","","","1","cgg_idle_reaction4","","0.2","1"
"","205","12","205017","","","1.4","2","","0.2","1"
"","205","93","205018","","","","0","","","3"
"","205","3","205019","","","1","cgg_idle_normal","","0.2","1"
"","205","3","205020","","","1","cgg_idle_tsun","","0.2","102511"
"","205","12","205021","","","1.4","5","","0.2","102511"
"","205","93","205022","","","","0","","","3"
"","205","3","205023","","","1","cgg_idle_def","","0.2","102511"
"","205","3","205024","","","1","cgg_idle_surprise_sad","","0.2","1"
"","205","12","205025","","","1.4","1","","0.2","1"
"","205","93","205026","","","","0","","","3"
"","205","3","205027","","","1","cgg_idle_normal","","0.2","1"
"","205","3","205028","","","1","cgg_talk_sad2","","0.2","102511"
"","205","12","205029","","","1.4","15","","0.2","102511"
"","205","93","205030","","","","0","","","3"
"","205","101","205031","","","","0","","","205015"
"","205","22","205032","","","","0.5","","","0"
"","205","6","205033","1","0","1","1","0","0.1","1"
"","205","6","205034","1","0","1","1","0","0.1","102511"
"","205","93","205035","","","","0","","","0.1"
"","205","3","205036","","","1","cgg_idle_normal","","0","1"
"","205","3","205037","","","1","cgg_idle_def","","0","102511"
"cgg_idle_normal","206","5","206001","-420","-230","100","1","0","160","1"
"cgg_idle_def","206","1","206002","420","-230","100","110911","1","1.6","1"
"","206","6","206003","1","1","1","1","0","0.1","1"
"","206","6","206004","1","1","1","1","0","0.1","110911"
"","206","93","206005","","","","0","","","0.2"
"","206","21","206006","0","","0","vo_minigame_1007_top_talk_12_018","","","vo_minigame_1007"
"0","206","11","206007","0","0","6","你蒐集得差不多了呢，\n我給你個稱號：\n慈樂之音差不多武士。\n所以，繼續放空抽吧！","0","0","110911"
"","206","3","206008","cgg_idle_doya","1","0","cgg_talk_doya","0","0.2","1"
"","206","3","206009","","","1","cgg_talk_joy1_normal","","0.2","110911"
"","206","93","206010","","","","0","","","2.3"
"","206","3","206011","","","1","cgg_idle_surprise2","","0.2","1"
"","206","3","206012","","","1","cgg_talk_joy3_blink2","","0.2","110911"
"","206","93","206013","","","","0","","","3.2"
"","206","3","206014","cgg_idle_reaction1","1","0","cgg_talk_handsup","0","0.2","1"
"","206","3","206015","cgg_idle_guts_anger","1","0","cgg_talk_guts_anger_NoBlink","0","0.2","110911"
"","206","91","206016","","","","","","","206007"
"","206","93","206017","","","","0","","","0.5"
"","206","3","206018","","","1","cgg_idle_def","","0.2","110911"
"","206","3","206019","cgg_idle_doya","1","0","cgg_talk_doya","0","0.2","1"
"","206","12","206020","","","1.4","10","","0.2","1"
"","206","93","206021","","","","0","","","3"
"","206","3","206022","","","1","cgg_idle_normal","","0.2","1"
"","206","3","206023","","","1","cgg_talk_sad","","0.2","110911"
"","206","12","206024","","","1.4","5","","0.2","110911"
"","206","93","206025","","","","0","","","3"
"","206","3","206026","","","1","cgg_idle_def","","0.2","110911"
"","206","3","206027","cgg_idle_surprise2","1","0","cgg_surprise2","0","0.2","1"
"","206","12","206028","","","1.4","4","","0.2","1"
"","206","93","206029","","","","0","","","3"
"","206","3","206030","","","1","cgg_idle_normal","","0.2","1"
"","206","3","206031","cgg_idle_guts_anger","1","0","cgg_talk_guts_anger","0","0.2","110911"
"","206","12","206032","","","1.4","11","","0.2","110911"
"","206","93","206033","","","","0","","","3"
"","206","101","206034","","","","0","","","206018"
"","206","22","206035","","","","0.5","","","0"
"","206","6","206036","1","0","1","1","0","0.1","1"
"","206","6","206037","1","0","1","1","0","0.1","110911"
"","206","93","206038","","","","0","","","0.1"
"","206","3","206039","","","1","cgg_idle_normal","","0","1"
"","206","3","206040","","","1","cgg_idle_def","","0","110911"
"cgg_idle_normal","301","5","301001","-420","-230","100","1","0","160","1"
"cgg_idle_def","301","1","301002","420","-230","100","105811","1","1.6","1"
"","301","6","301003","1","1","1","1","0","0.1","1"
"","301","6","301004","1","1","1","1","0","0.1","105811"
"","301","93","301005","","","","0","","","0.2"
"","301","21","301006","0","","0","vo_minigame_1007_top_talk_13_019","3","","vo_minigame_1007"
"0","301","11","301007","0","0","4","太讚了吧☆\n全部集齊囉♪\n拍手拍手拍手～☆","0","0","105811"
"","301","3","301008","","","1","cgg_idle_reaction1","","0.2","1"
"","301","3","301009","cgg_talk_surprise_kira","1","0","cgg_surprise_kira","0","0.2","105811"
"","301","93","301010","","","","0","","","1.7"
"","301","3","301011","cgg_idle_nod","1","0","cgg_talk_nod","0","0.2","1"
"","301","3","301012","","","1","cgg_talk_joy1_normal","","0.2","105811"
"","301","93","301013","","","","0","","","1.8"
"","301","3","301014","cgg_idle_reaction3","1","0","cgg_joy","0","0.2","1"
"","301","3","301015","cgg_idle_def","1","0","cgg_handclap_def_N","0.2","0.2","105811"
"","301","91","301016","","","","","","","301007"
"","301","93","301017","","","","0","","","0.5"
"","301","3","301018","cgg_idle_doya","1","0","cgg_talk_doya","0","0.2","1"
"","301","12","301019","","","1.4","10","","0.2","1"
"","301","93","301020","","","","0","","","3"
"","301","3","301021","","","1","cgg_idle_normal","","0.2","1"
"","301","3","301022","cgg_talk_surprise_kira","1","0","cgg_surprise_kira","0","0.2","105811"
"","301","12","301023","","","1.4","7","","0.2","105811"
"","301","93","301024","","","","0","","","3"
"","301","3","301025","","","1","cgg_idle_def","","0.2","105811"
"","301","3","301026","","","1","cgg_idle_surprise3","","0.2","1"
"","301","12","301027","","","1.4","6","","0.2","1"
"","301","93","301028","","","","0","","","3"
"","301","3","301029","","","1","cgg_idle_normal","","0.2","1"
"","301","3","301030","","","1","cgg_idle_joy3","","0.1","105811"
"","301","12","301031","","","1.4","10","","0.2","105811"
"","301","93","301032","","","","0","","","3"
"","301","3","301033","","","1","cgg_idle_def","","0.2","105811"
"","301","101","301034","","","","0","","","301018"
"","301","22","301035","","","","0.5","","","0"
"","301","6","301036","1","0","1","1","0","0.1","1"
"","301","6","301037","1","0","1","1","0","0.1","105811"
"","301","93","301038","","","","0","","","0.1"
"","301","3","301039","","","1","cgg_idle_normal","","0","1"
"","301","3","301040","","","1","cgg_idle_def","","0","105811"
"cgg_idle_normal","302","5","302001","-420","-230","100","1","0","160","1"
"cgg_idle_def","302","1","302002","420","-230","100","105911","1","1.6","1"
"","302","6","302003","1","1","1","1","0","0.1","1"
"","302","6","302004","1","1","1","1","0","0.1","105911"
"","302","93","302005","","","","0","","","0.2"
"","302","21","302006","0","","0","vo_minigame_1007_top_talk_14_020","","","vo_minigame_1007"
"0","302","11","302007","0","0","4","主人……\n您的蒐集實在了得，\n真不愧是您。","0","0","105911"
"","302","3","302008","","","1","cgg_idle_reaction5","","0.2","1"
"","302","3","302009","","","1","cgg_talk_joy3","","0.2","105911"
"","302","93","302010","","","","0","","","4.5"
"","302","3","302011","cgg_idle_doya","1","0","cgg_talk_doya","0","0.2","1"
"","302","3","302012","","","1","cgg_talk_wish","","0.2","105911"
"","302","91","302013","","","","","","","302007"
"","302","93","302014","","","","0","","","0.5"
"","302","3","302015","","","1","cgg_idle_def","","0.2","105911"
"","302","3","302016","cgg_idle_nod","1","0","cgg_talk_nod","0","0.2","1"
"","302","12","302017","","","1.4","6","","0.2","1"
"","302","93","302018","","","","0","","","3"
"","302","3","302019","","","1","cgg_idle_normal","","0.2","1"
"","302","3","302020","","","1","cgg_talk_joy3_blink","","0.2","105911"
"","302","12","302021","","","1.4","7","","0.2","105911"
"","302","93","302022","","","","0","","","3"
"","302","3","302023","","","1","cgg_idle_def","","0.2","105911"
"","302","3","302024","","","1","cgg_idle_reaction3","","0.2","1"
"","302","12","302025","","","1.4","10","","0.2","1"
"","302","93","302026","","","","0","","","3"
"","302","3","302027","","","1","cgg_idle_normal","","0.2","1"
"","302","3","302028","cgg_idle_guts","1","0","cgg_talk_guts","0","0.2","105911"
"","302","12","302029","","","1.4","11","","0.2","105911"
"","302","93","302030","","","","0","","","3"
"","302","101","302031","","","","0","","","302015"
"","302","22","302032","","","","0.5","","","0"
"","302","6","302033","1","0","1","1","0","0.1","1"
"","302","6","302034","1","0","1","1","0","0.1","105911"
"","302","93","302035","","","","0","","","0.1"
"","302","3","302036","","","1","cgg_idle_normal","","0","1"
"","302","3","302037","","","1","cgg_idle_def","","0","105911"
"cgg_idle_normal","303","5","303001","-420","-230","100","1","0","160","1"
"cgg_idle_def","303","1","303002","420","-230","100","106011","1","1.6","1"
"","303","6","303003","1","1","1","1","0","0.1","1"
"","303","6","303004","1","1","1","1","0","0.1","106011"
"","303","93","303005","","","","0","","","0.2"
"","303","21","303006","0","","0","vo_minigame_1007_top_talk_15_021","","","vo_minigame_1007"
"0","303","11","303007","0","0","5","哦，居然全部收齊了，\n你也挺努力的嘛，\n嗯，就誇獎你一下吧。","0","0","106011"
"","303","3","303008","cgg_idle_doya","1","0","cgg_talk_doya","0","0.2","1"
"","303","3","303009","cgg_talk_surprise1","1","0","cgg_surprise","0","0.2","106011"
"","303","93","303010","","","","0","","","3"
"","303","3","303011","","","1","cgg_talk_joy1_normal","","0.2","106011"
"","303","93","303012","","","","0","","","2.1"
"","303","3","303013","cgg_idle_reaction1","1","0","cgg_talk_handsup","0","0.2","1"
"","303","3","303014","cgg_idle_doya","1","0","cgg_talk_doya","0","0.2","106011"
"","303","91","303015","","","","","","","303007"
"","303","93","303016","","","","0","","","0.5"
"","303","3","303017","","","1","cgg_idle_def","","0.2","106011"
"","303","3","303018","cgg_idle_doya","1","0","cgg_talk_doya","0","0.2","1"
"","303","12","303019","","","1.4","6","","0.2","1"
"","303","93","303020","","","","0","","","3"
"","303","3","303021","","","1","cgg_idle_normal","","0.2","1"
"","303","3","303022","cgg_talk_surprise1","1","0","cgg_surprise","0","0.2","106011"
"","303","12","303023","","","1.4","4","","0.2","106011"
"","303","93","303024","","","","0","","","3"
"","303","3","303025","","","1","cgg_idle_def","","0.2","106011"
"","303","3","303026","cgg_idle_guts2","1","0","cgg_talk_guts2","0","0.2","1"
"","303","12","303027","","","1.4","7","","0.2","1"
"","303","93","303028","","","","0","","","3"
"","303","3","303029","","","1","cgg_idle_normal","","0.2","1"
"","303","3","303030","","","1","cgg_idle_bitter","","0.2","106011"
"","303","12","303031","","","1.4","1","","0.2","106011"
"","303","93","303032","","","","0","","","3"
"","303","101","303033","","","","0","","","303017"
"","303","22","303034","","","","0.5","","","0"
"","303","6","303035","1","0","1","1","0","0.1","1"
"","303","6","303036","1","0","1","1","0","0.1","106011"
"","303","93","303037","","","","0","","","0.1"
"","303","3","303038","","","1","cgg_idle_normal","","0","1"
"","303","3","303039","","","1","cgg_idle_def","","0","106011"
"cgg_idle_normal","304","5","304001","-420","-230","100","1","0","160","1"
"cgg_idle_def","304","1","304002","420","-230","100","106411","1","1.6","1"
"","304","6","304003","1","1","1","1","0","0.1","1"
"","304","6","304004","1","1","1","1","0","0.1","106411"
"","304","93","304005","","","","0","","","0.2"
"","304","21","304006","0","","0","vo_minigame_1007_top_talk_16_022","","","vo_minigame_1007"
"0","304","11","304007","0","0","5","好驚人喔……\n把所有周邊\n擺出來後，\n看起來很壯觀呢。","0","0","106411"
"","304","3","304008","cgg_idle_doya","1","0","cgg_talk_doya","0","0.2","1"
"","304","3","304009","cgg_talk_surprise_dere","2","0","cgg_surprise_dere","0","0.2","106411"
"","304","93","304010","","","","0","","","5.2"
"","304","3","304011","","","1","cgg_talk_joy3","","0.2","106411"
"","304","91","304012","","","","","","","304007"
"","304","93","304013","","","","0","","","0.5"
"","304","3","304014","","","1","cgg_idle_def","","0.2","106411"
"","304","3","304015","","","1","cgg_idle_surprise3","","0.2","1"
"","304","12","304016","","","1.4","6","","0.2","1"
"","304","93","304017","","","","0","","","3"
"","304","3","304018","","","1","cgg_idle_normal","","0.2","1"
"","304","3","304019","","","1","cgg_talk_joy1","","0.2","106411"
"","304","12","304020","","","1.4","10","","0.2","106411"
"","304","93","304021","","","","0","","","3"
"","304","3","304022","","","1","cgg_idle_def","","0.2","106411"
"","304","3","304023","cgg_idle_doya","1","0","cgg_talk_doya","0","0.2","1"
"","304","12","304024","","","1.4","6","","0.2","1"
"","304","93","304025","","","","0","","","3"
"","304","3","304026","","","1","cgg_idle_normal","","0.2","1"
"","304","3","304027","cgg_talk_surprise_kira","1","0","cgg_surprise_kira","0","0.2","106411"
"","304","12","304028","","","1.4","7","","0.2","106411"
"","304","93","304029","","","","0","","","3"
"","304","101","304030","","","","0","","","304015"
"","304","22","304031","","","","0.5","","","0"
"","304","6","304032","1","0","1","1","0","0.1","1"
"","304","6","304033","1","0","1","1","0","0.1","106411"
"","304","93","304034","","","","0","","","0.1"
"","304","3","304035","","","1","cgg_idle_normal","","0","1"
"","304","3","304036","","","1","cgg_idle_def","","0","106411"
"cgg_idle_normal","305","5","305001","-420","-230","100","1","0","160","1"
"cgg_idle_def","305","1","305002","420","-230","100","110911","1","1.6","1"
"","305","6","305003","1","1","1","1","0","0.1","1"
"","305","6","305004","1","1","1","1","0","0.1","110911"
"","305","93","305005","","","","0","","","0.2"
"","305","21","305006","0","","0","vo_minigame_1007_top_talk_17_023","","","vo_minigame_1007"
"0","305","11","305007","0","0","5","恭喜全部收齊！\n學長無盡漫長的\n慈樂之音好棒棒之道\n終於開始了呢。","0","0","110911"
"","305","3","305008","cgg_idle_doya","1","0","cgg_talk_doya","0","0.2","1"
"","305","3","305009","","","1","cgg_talk_joy1","","0.2","110911"
"","305","93","305010","","","","0","","","1.9"
"","305","3","305011","","","1","cgg_idle_nod","","0.2","1"
"","305","3","305012","","","1","cgg_talk_joy3_dere","","0.2","110911"
"","305","91","305013","","","","","","","305007"
"","305","93","305014","","","","0","","","0.5"
"","305","3","305015","","","1","cgg_idle_def","","0.2","110911"
"","305","3","305016","cgg_idle_doya","1","0","cgg_talk_doya","0","0.2","1"
"","305","12","305017","","","1.4","6","","0.2","1"
"","305","93","305018","","","","0","","","3"
"","305","3","305019","","","1","cgg_idle_normal","","0.2","1"
"","305","3","305020","","","1","cgg_talk_joy3","","0.2","110911"
"","305","12","305021","","","1.4","10","","0.2","110911"
"","305","93","305022","","","","0","","","3"
"","305","3","305023","","","1","cgg_idle_def","","0.2","110911"
"","305","3","305024","","","1","cgg_idle_reaction3","","0.2","1"
"","305","12","305025","","","1.4","10","","0.2","1"
"","305","93","305026","","","","0","","","3"
"","305","3","305027","","","1","cgg_idle_normal","","0.2","1"
"","305","3","305028","cgg_idle_arm_crossed","1","0","cgg_talk_arm_crossed","0","0.2","110911"
"","305","12","305029","","","1.4","7","","0.2","110911"
"","305","93","305030","","","","0","","","3"
"","305","101","305031","","","","0","","","305015"
"","305","22","305032","","","","0.5","","","0"
"","305","6","305033","1","0","1","1","0","0.1","1"
"","305","6","305034","1","0","1","1","0","0.1","110911"
"","305","93","305035","","","","0","","","0.1"
"","305","3","305036","","","1","cgg_idle_normal","","0","1"
"","305","3","305037","","","1","cgg_idle_def","","0","110911"
"cgg_idle_normal","306","5","306001","-420","-230","100","1","0","160","1"
"cgg_idle_def","306","1","306002","290","-230","100","117211","1","1.6","1"
"cgg_idle_def","306","1","306003","405","-230","101","117311","1","1.6","1"
"cgg_idle_def","306","1","306004","520","-230","102","117411","1","1.6","1"
"","306","6","306005","1","1","1","1","0","0.1","1"
"","306","6","306006","1","1","1","1","0","0.1","117211"
"","306","6","306007","1","1","1","1","0","0.1","117311"
"","306","6","306008","1","1","1","1","0","0.1","117411"
"","306","93","306009","","","","0","","","0.2"
"","306","21","306010","0","","0","vo_minigame_1007_top_talk_18_024","","","vo_minigame_1007"
"0","306","11","306011","0","0","4","謝謝你蒐集了\n我們所有的周邊♪","0","0","117211"
"","306","3","306012","","","1","cgg_idle_reaction1","","0.2","1"
"","306","3","306013","","","1","cgg_talk_joy1_normal","","0.2","117211"
"","306","93","306014","","","","0","","","2.4"
"","306","3","306015","cgg_idle_reaction3","1","0","cgg_joy","0","0.2","1"
"","306","3","306016","","","1","cgg_talk_surprise_nozomi","","0.2","117211"
"","306","91","306017","","","","","","","306011"
"","306","3","306018","","","1","cgg_idle_def","","0.2","117211"
"","306","21","306019","0","","0","vo_minigame_1007_top_talk_18_025","","","vo_minigame_1007"
"0","306","11","306020","0","0","4","居然全部蒐集到了，\n我好驚訝。\n恭喜你。","0","0","117311"
"","306","3","306021","cgg_idle_doya","1","0","cgg_talk_doya","0","0.2","1"
"","306","3","306022","","","1","cgg_talk_surprise1","","0.2","117311"
"","306","93","306023","","","","0","","","4.5"
"","306","3","306024","","","1","cgg_idle_reaction5","","0.2","1"
"","306","3","306025","","","1","cgg_talk_wish","","0.2","117311"
"","306","91","306026","","","","","","","306020"
"","306","3","306027","","","1","cgg_idle_def","","0.2","117311"
"","306","21","306028","0","","0","vo_minigame_1007_top_talk_18_026","","","vo_minigame_1007"
"0","306","11","306029","0","0","4","既然好不容易集齊了，\n那個……\n你要好好珍惜喔！","0","0","117411"
"","306","3","306030","","","1","cgg_idle_surprise1","","0.2","1"
"","306","3","306031","","","1","cgg_idle_tsun","","0.2","117411"
"","306","93","306032","","","","0","","","4.3"
"","306","3","306033","cgg_idle_guts2","1","0","cgg_talk_guts2","0","0.2","1"
"","306","3","306034","","","1","cgg_talk_joy1","","0.2","117411"
"","306","91","306035","","","","","","","306029"
"","306","93","306036","","","","0","","","0.5"
"","306","3","306037","","","1","cgg_idle_def","","0.2","117411"
"","306","3","306038","","","1","cgg_idle_normal","","0.2","1"
"","306","3","306039","","","1","cgg_talk_joy1","","0.2","117211"
"","306","12","306040","","","1.4","10","","0.2","117211"
"","306","93","306041","","","","0","","","3"
"","306","3","306042","","","1","cgg_idle_def","","0.2","117211"
"","306","3","306043","","","1","cgg_talk_wish","","0.2","117311"
"","306","12","306044","","","1.4","7","","0.2","117311"
"","306","93","306045","","","","0","","","3"
"","306","3","306046","","","1","cgg_idle_def","","0.2","117311"
"","306","3","306047","cgg_idle_guts","1","0","cgg_talk_guts","0","0.2","117411"
"","306","12","306048","","","1.4","4","","0.2","117411"
"","306","93","306049","","","","0","","","3"
"","306","3","306050","","","1","cgg_idle_def","","0.2","117411"
"","306","3","306051","","","1","cgg_idle_reaction3","","0.2","1"
"","306","12","306052","","","1.4","6","","0.2","1"
"","306","93","306053","","","","0","","","3"
"","306","101","306054","","","","0","","","306038"
"","306","22","306055","","","","0.5","","","0"
"","306","6","306056","1","0","1","1","0","0.1","1"
"","306","6","306057","1","0","1","1","0","0.1","117211"
"","306","6","306058","1","0","1","1","0","0.1","117311"
"","306","6","306059","1","0","1","1","0","0.1","117411"
"","306","93","306060","","","","0","","","0.1"
"","306","3","306061","","","1","cgg_idle_normal","","0","1"
"","306","3","306062","","","1","cgg_idle_def","","0","117211"
"","306","3","306063","","","1","cgg_idle_def","","0","117311"
"","306","3","306064","","","1","cgg_idle_def","","0","117411"
