cc250e0da35066cc7b08ecc1959d27062a13a9ca7b0d422255321868f691f8d8,025fb1355e057ad1dc2ded5be4ef3c66f02ee88e4d4af730fca96df85c9d84b3,18891c137aa15f91049e49d1787e8fdbe5653be333d0f5c3559d929aadab7c44,1ff9c62a8eef73a4b655a5bf0b21063951a5f2dd378d166b7a12d3f6d544335f,062340aabdf2e5313bc8f9d69a12cdd633fab283f8144421c902529e3ee797e2,5173fde829572e8879f0229f7202220090fca5b4ef823ebe326b0945123eacef,960f944659c44a1bb5b61df65153fb10d3758d64105a4c80873361978cf8bccb,08f0c08c9599dfd8c0385af70cfaad920b3416f31de6bc75f690ac8b6eca3c2c,56819b35e459b146d59f39843efe1f1751517dc465401accfa0f72afc8e452b3,9d89ae605ffbd53375460c7999e6a4c43f30a1dd4f6fd55a2285c93cc1a2db61,049cecec41a573192f111bb2d9739221450913773911df1d4b20dc3340aa6d04,b933d0a55ecfcf1404159d7608084373e5a69e0ffa0b101cfe6399ded6fd9bcc
"14","0","1240060","0","60","24","0","0","40","1","1.189","0"
"0","1.189","1240061","0","61","24","0","0","0","4","0","1"
"14","0","1240062","0","62","24","0","40","77","1","0.235","0"
"0","0.235","1240063","0","63","24","0","0","0","4","0","1"
"14","0","1240064","0","64","24","0","77","192","1","1.729","0"
"0","3.529","1240065","0","65","24","0","0","0","4","0","1"
"0","1","1250001","0","1","25","0","0","0","4","0","3"
"0","0","1250002","vo_nyx","2","25","vo_nyx_0701","0","0","2","0","0"
"1","0","1250003","0","3","25","0","0","218","1","2.62","0"
"0","3.07","1250004","0","4","25","0","0","0","4","0","1"
"0","0","1250005","vo_nyx","5","25","vo_nyx_0702","0","0","2","0","0"
"1","0","1250006","0","6","25","0","218","385","1","1.252","0"
"0","1.252","1250007","0","7","25","0","0","0","4","0","1"
"2","0","1250008","0","8","25","0","0","0","1","0.322","0"
"0","0.577","1250009","0","9","25","0","0","0","4","0","1"
"2","0","1250010","0","10","25","0","0","345","1","2.127","0"
"0","2.985","1250011","0","11","25","0","0","0","4","0","1"
"0","0","1250012","vo_nyx","12","25","vo_nyx_0703","0","0","2","0","0"
"3","0","1250013","0","13","25","0","0","380","1","2.972","0"
"0","3.55","1250014","0","14","25","0","0","0","4","0","1"
"4","0","1250015","0","15","25","0","0","323","1","3.003","0"
"0","3.672","1250016","0","16","25","0","0","0","4","0","1"
"0","0","1250017","vo_nyx","17","25","vo_nyx_0704","0","0","2","0","0"
"5","0","1250018","0","18","25","0","0","206","1","2.06","0"
"0","2.34","1250019","0","19","25","0","0","0","4","0","1"
"5","0","1250020","0","20","25","0","206","400","1","1.44","0"
"0","2.486","1250021","0","21","25","0","0","0","4","0","1"
"0","0","1250022","vo_nyx","22","25","vo_nyx_0705","0","0","2","0","0"
"6","0","1250023","0","23","25","0","0","71","1","0.766","0"
"0","1.136","1250024","0","24","25","0","0","0","4","0","1"
"6","0","1250025","0","25","25","0","71","320","1","2.067","0"
"0","2.735","1250026","0","26","25","0","0","0","4","0","1"
"0","0","1250027","vo_nyx","27","25","vo_nyx_0706","0","0","2","0","0"
"7","0","1250028","0","28","25","0","0","375","1","3.027","0"
"0","3.027","1250029","0","29","25","0","0","0","4","0","1"
"8","0","1250030","0","30","25","0","0","0","1","0.808","0"
"0","1.288","1250031","0","31","25","0","0","0","4","0","1"
"8","0","1250032","0","32","25","0","0","385","1","1.8","0"
"0","2.043","1250033","0","33","25","0","0","0","4","0","1"
"9","0","1250034","0","34","25","0","0","190","1","1.75","0"
"0","2.547","1250035","0","35","25","0","0","0","4","0","1"
"0","2","1250036","0","36","25","0","0","0","4","0","3"
"0","0","1250037","vo_nyx","37","25","vo_nyx_0707","0","0","2","0","0"
"10","0","1250038","0","38","25","0","0","326","1","2.997","0"
"0","3.809","1250039","0","39","25","0","0","0","4","0","1"
"0","0","1250040","vo_nyx","40","25","vo_nyx_0708","0","0","2","0","0"
"11","0","1250041","0","41","25","0","0","182","1","1.538","0"
"0","1.671","1250042","0","42","25","0","0","0","4","0","1"
"11","0","1250043","0","43","25","0","182","352","1","0.893","0"
"0","1.738","1250044","0","44","25","0","0","0","4","0","1"
"0","3","1250045","0","45","25","0","0","0","4","0","3"
"0","0","1250046","vo_nyx","46","25","vo_nyx_0709","0","0","2","0","0"
"12","0","1250047","0","47","25","0","0","95","1","1.427","0"
"0","1.895","1250048","0","48","25","0","0","0","4","0","1"
"12","0","1250049","0","49","25","0","95","234","1","1.653","0"
"0","1.732","1250050","0","50","25","0","0","0","4","0","1"
"12","0","1250051","0","51","25","0","234","373","1","0.686","0"
"0","0.686","1250052","0","52","25","0","0","0","4","0","1"
"13","0","1250053","0","53","25","0","0","90","1","0.693","0"
"0","1.063","1250054","0","54","25","0","0","0","4","0","1"
"13","0","1250055","0","55","25","0","90","174","1","1.258","0"
"0","1.915","1250056","0","56","25","0","0","0","4","0","1"
"13","0","1250057","0","57","25","0","174","388","1","1.222","0"
"0","2.085","1250058","0","58","25","0","0","0","4","0","1"
"0","0","1250059","vo_nyx","59","25","vo_nyx_0710","0","0","2","0","0"
"14","0","1250060","0","60","25","0","0","200","1","2.18","0"
"0","3.98","1250061","0","61","25","0","0","0","4","0","1"
"0","1","1260001","0","1","26","0","0","0","4","0","3"
"0","0","1260002","vo_nyx","2","26","vo_nyx_0801","0","0","2","0","0"
"1","0","1260003","0","3","26","0","0","70","1","0.65","0"
"0","1.4","1260004","0","4","26","0","0","0","4","0","1"
"1","0","1260005","0","5","26","0","70","138","1","1.119","0"
"0","1.816","1260006","0","6","26","0","0","0","4","0","1"
"1","0","1260007","0","7","26","0","138","332","1","1.557","0"
"0","2.665","1260008","0","8","26","0","0","0","4","0","1"
"0","0","1260009","vo_nyx","9","26","vo_nyx_0802","0","0","2","0","0"
"2","0","1260010","0","10","26","0","70","143","1","0.776","0"
"0","1.608","1260011","0","11","26","0","0","0","4","0","1"
"2","0","1260012","0","12","26","0","143","310","1","1.562","0"
"0","2.562","1260013","0","13","26","0","0","0","4","0","1"
"0","2","1260014","0","14","26","0","0","0","4","0","3"
"0","0","1260015","vo_nyx","15","26","vo_nyx_0803","0","0","2","0","0"
"3","0","1260016","0","16","26","0","0","68","1","0.65","0"
"0","1.4","1260017","0","17","26","0","0","0","4","0","1"
"3","0","1260018","0","18","26","0","68","248","1","2.205","0"
"0","2.779","1260019","0","19","26","0","0","0","4","0","1"
"0","0","1260020","vo_nyx","20","26","vo_nyx_0804","0","0","2","0","0"
"3","0","1260021","0","21","26","0","248","283","1","0.393","0"
"0","0.987","1260022","0","22","26","0","0","0","4","0","1"
"3","0","1260023","0","23","26","0","283","370","1","0.843","0"
"0","0.843","1260024","0","24","26","0","0","0","4","0","1"
"4","0","1260025","0","25","26","0","68","263","1","1.481","0"
"0","2.481","1260026","0","26","26","0","0","0","4","0","1"
"0","3","1260027","0","27","26","0","0","0","4","0","3"
"0","0","1260028","vo_nyx","28","26","vo_nyx_0805","0","0","2","0","0"
"5","0","1260029","0","29","26","0","0","70","1","0.65","0"
"0","1.4","1260030","0","30","26","0","0","0","4","0","1"
"5","0","1260031","0","31","26","0","70","270","1","1.879","0"
"0","2.917","1260032","0","32","26","0","0","0","4","0","1"
"6","0","1260033","0","33","26","0","70","267","1","2.759","0"
"0","3.645","1260034","0","34","26","0","0","0","4","0","1"
"6","0","1260035","0","35","26","0","267","395","1","0.487","0"
"0","1.487","1260036","0","36","26","0","0","0","4","0","1"
"0","4","1260037","0","37","26","0","0","0","4","0","3"
"0","0","1260038","vo_nyx","38","26","vo_nyx_0806","0","0","2","0","0"
"7","0","1260039","0","39","26","0","0","70","1","0.65","0"
"0","1.4","1260040","0","40","26","0","0","0","4","0","1"
"7","0","1260041","0","41","26","0","70","136","1","1.003","0"
"0","1.452","1260042","0","42","26","0","0","0","4","0","1"
"7","0","1260043","0","43","26","0","136","387","1","2.373","0"
"0","2.6","1260044","0","44","26","0","0","0","4","0","1"
"8","0","1260045","0","45","26","0","70","250","1","1.23","0"
"0","2.23","1260046","0","46","26","0","0","0","4","0","1"
"0","1","1260047","0","47","26","0","0","0","4","0","3"
"0","0","1260048","vo_nyx","48","26","vo_nyx_0807","0","0","2","0","0"
"9","0","1260049","0","49","26","0","0","68","1","0.65","0"
"0","1.4","1260050","0","50","26","0","0","0","4","0","1"
"9","0","1260051","0","51","26","0","68","350","1","2.24","0"
"0","2.74","1260052","0","52","26","0","0","0","4","0","1"
"10","0","1260053","0","53","26","0","70","163","1","1.252","0"
"0","1.742","1260054","0","54","26","0","0","0","4","0","1"
"10","0","1260055","0","55","26","0","163","380","1","2.352","0"
"0","2.779","1260056","0","56","26","0","0","0","4","0","1"
"11","0","1260057","0","57","26","0","70","310","1","2.013","0"
"0","3.047","1260058","0","58","26","0","0","0","4","0","1"
"0","0","1260059","vo_nyx","59","26","vo_nyx_0808","0","0","2","0","0"
"12","0","1260060","0","60","26","0","70","242","1","1.401","0"
"0","1.984","1260061","0","61","26","0","0","0","4","0","1"
"12","0","1260062","0","62","26","0","242","390","1","2.073","0"
"0","2.372","1260063","0","63","26","0","0","0","4","0","1"
"13","0","1260064","0","64","26","0","70","240","1","1.4","0"
"0","2.2","1260065","0","65","26","0","0","0","4","0","1"
"0","4","1260066","0","66","26","0","0","0","4","0","3"
"0","0","1260067","vo_nyx","67","26","vo_nyx_0809","0","0","2","0","0"
"14","0","1260068","0","68","26","0","0","68","1","0.65","0"
"0","1.4","1260069","0","69","26","0","0","0","4","0","1"
"14","0","1260070","0","70","26","0","68","260","1","1.52","0"
"0","2.5","1260071","0","71","26","0","0","0","4","0","1"
"0","0","1260072","vo_nyx","72","26","vo_nyx_0810","0","0","2","0","0"
"15","0","1260073","0","73","26","0","70","280","1","2.7","0"
"0","4.5","1260074","0","74","26","0","0","0","4","0","1"
"0","1","1320001","0","1","32","0","0","0","4","0","3"
"0","0","1320002","vo_nyx","2","32","vo_nyx_0901","0","0","2","0","0"
"1","0","1320003","0","3","32","0","0","215","1","3.31","0"
"0","3.909","1320004","0","4","32","0","0","0","4","0","1"
"1","0","1320005","0","5","32","0","215","358","1","0.836","0"
"0","1.457","1320006","0","6","32","0","0","0","4","0","1"
"1","0","1320007","0","7","32","0","358","395","1","0.533","0"
"0","0.533","1320008","0","8","32","0","0","0","4","0","1"
"2","0","1320009","0","9","32","0","0","149","1","1.392","0"
"0","1.99","1320010","0","10","32","0","0","0","4","0","1"
"2","0","1320011","0","11","32","0","149","395","1","3.058","0"
"0","3.058","1320012","0","12","32","0","0","0","4","0","1"
"3","0","1320013","0","13","32","0","0","74","1","0.338","0"
"0","1.471","1320014","0","14","32","0","0","0","4","0","1"
"0","0","1320015","vo_nyx","15","32","vo_nyx_0902","0","0","2","0","0"
"3","0","1320016","0","16","32","0","74","268","1","2.683","0"
"0","3.31","1320017","0","17","32","0","0","0","4","0","1"
"3","0","1320018","0","18","32","0","268","375","1","0.944","0"
"0","0.944","1320019","0","19","32","0","0","0","4","0","1"
"4","0","1320020","0","20","32","0","0","89","1","1.745","0"
"0","2.481","1320021","0","21","32","0","0","0","4","0","1"
"4","0","1320022","0","22","32","0","89","306","1","1.399","0"
"0","2.87","1320023","0","23","32","0","0","0","4","0","1"
"0","2","1320024","0","24","32","0","0","0","4","0","3"
"0","0","1320025","vo_nyx","25","32","vo_nyx_0903","0","0","2","0","0"
"5","0","1320026","0","26","32","0","0","83","1","1.276","0"
"0","2.005","1320027","0","27","32","0","0","0","4","0","1"
"5","0","1320028","0","28","32","0","83","171","1","1.038","0"
"0","1.608","1320029","0","29","32","0","0","0","4","0","1"
"5","0","1320030","0","30","32","0","171","280","1","1.038","0"
"0","1.11","1320031","0","31","32","0","0","0","4","0","1"
"6","0","1320032","0","32","32","0","0","202","1","2.055","0"
"0","2.844","1320033","0","33","32","0","0","0","4","0","1"
"6","0","1320034","0","34","32","0","202","389","1","1.871","0"
"0","2.397","1320035","0","35","32","0","0","0","4","0","1"
"7","0","1320036","0","36","32","0","0","175","1","1.589","0"
"0","2.196","1320037","0","37","32","0","0","0","4","0","1"
"7","0","1320038","0","38","32","0","175","395","1","2.445","0"
"0","2.445","1320039","0","39","32","0","0","0","4","0","1"
"8","0","1320040","0","40","32","0","0","266","1","1.372","0"
"0","2.657","1320041","0","41","32","0","0","0","4","0","1"
"0","3","1320042","0","42","32","0","0","0","4","0","3"
"0","0","1320043","vo_nyx","43","32","vo_nyx_0904","0","0","2","0","0"
"8","0","1320044","0","44","32","0","266","390","1","2.066","0"
"0","2.066","1320045","0","45","32","0","0","0","4","0","1"
"9","0","1320046","0","46","32","0","0","131","1","0.916","0"
"0","1.42","1320047","0","47","32","0","0","0","4","0","1"
"9","0","1320048","0","48","32","0","131","313","1","0.71","0"
"0","1.561","1320049","0","49","32","0","0","0","4","0","1"
"9","0","1320050","0","50","32","0","313","385","1","2.191","0"
"0","2.191","1320051","0","51","32","0","0","0","4","0","1"
"10","0","1320052","0","52","32","0","0","176","1","1.377","0"
"0","1.833","1320053","0","53","32","0","0","0","4","0","1"
"10","0","1320054","0","54","32","0","176","390","1","2.749","0"
"0","2.749","1320055","0","55","32","0","0","0","4","0","1"
"11","0","1320056","0","56","32","0","0","74","1","0.753","0"
"0","2.093","1320057","0","57","32","0","0","0","4","0","1"
"0","0","1320058","vo_nyx","58","32","vo_nyx_0905","0","0","2","0","0"
"11","0","1320059","0","59","32","0","74","160","1","1.534","0"
"0","2.185","1320060","0","60","32","0","0","0","4","0","1"
"11","0","1320061","0","61","32","0","160","311","1","1.269","0"
"0","1.86","1320062","0","62","32","0","0","0","4","0","1"
"11","0","1320063","0","63","32","0","311","400","1","0.74","0"
"0","0.74","1320064","0","64","32","0","0","0","4","0","1"
"12","0","1320065","0","65","32","0","0","134","1","1.911","0"
"0","2.508","1320066","0","66","32","0","0","0","4","0","1"
"12","0","1320067","0","67","32","0","134","380","1","2.445","0"
"0","3.145","1320068","0","68","32","0","0","0","4","0","1"
"0","0","1320069","vo_nyx","69","32","vo_nyx_0906","0","0","2","0","0"
"13","0","1320070","0","70","32","0","0","116","1","0.992","0"
"0","2.792","1320071","0","71","32","0","0","0","4","0","1"
"0","1","1330001","0","1","33","0","0","0","4","0","3"
"0","0","1330002","vo_nyx","2","33","vo_nyx_1001","0","0","2","0","0"
"1","0","1330003","0","3","33","0","0","194","1","1.326","0"
"0","1.649","1330004","0","4","33","0","0","0","4","0","1"
"1","0","1330005","0","5","33","0","194","315","1","2.01","0"
"0","2.529","1330006","0","6","33","0","0","0","4","0","1"
"1","0","1330007","0","7","33","0","315","395","1","1.404","0"
"0","1.459","1330008","0","8","33","0","0","0","4","0","1"
"2","0","1330009","0","9","33","0","0","120","1","0.468","0"
"0","1.704","1330010","0","10","33","0","0","0","4","0","1"
"0","0","1330011","vo_nyx","11","33","vo_nyx_1002","0","0","2","0","0"
"2","0","1330012","0","12","33","0","120","178","1","1.337","0"
"0","1.337","1330013","0","13","33","0","0","0","4","0","1"
"2","0","1330014","0","14","33","0","178","380","1","2.128","0"
"0","3.666","1330015","0","15","33","0","0","0","4","0","1"
"0","0","1330016","vo_nyx","16","33","vo_nyx_1003","0","0","2","0","0"
"3","0","1330017","0","17","33","0","0","207","1","1.938","0"
"0","2.451","1330018","0","18","33","0","0","0","4","0","1"
"3","0","1330019","0","19","33","0","207","330","1","1.303","0"
"0","2.273","1330020","0","20","33","0","0","0","4","0","1"
"0","0","1330021","vo_nyx","21","33","vo_nyx_1004","0","0","2","0","0"
"4","0","1330022","0","22","33","0","0","150","1","1.136","0"
"0","1.905","1330023","0","23","33","0","0","0","4","0","1"
"4","0","1330024","0","24","33","0","150","265","1","1.136","0"
"0","1.905","1330025","0","25","33","0","0","0","4","0","1"
"4","0","1330026","0","26","33","0","265","395","1","2.016","0"
"0","2.116","1330027","0","27","33","0","0","0","4","0","1"
"5","0","1330028","0","28","33","0","0","128","1","1.227","0"
"0","1","1330029","0","29","33","0","0","0","4","0","1"
"0","0","1330030","vo_nyx","30","33","vo_nyx_1005","0","0","2","0","0"
"6","0","1330031","0","31","33","0","0","119","1","1.227","0"
"0","2.174","1330032","0","32","33","0","0","0","4","0","1"
"0","0","1330033","vo_nyx","33","33","vo_nyx_1006","0","0","2","0","0"
"6","0","1330034","0","34","33","0","119","395","1","3.075","0"
"0","3.81","1330035","0","35","33","0","0","0","4","0","1"
"7","0","1330036","0","36","33","0","0","120","1","1.281","0"
"0","2.507","1330037","0","37","33","0","0","0","4","0","1"
"0","0","1330038","vo_nyx","38","33","vo_nyx_1007","0","0","2","0","0"
"7","0","1330039","0","39","33","0","120","253","1","1.17","0"
"0","2.039","1330040","0","40","33","0","0","0","4","0","1"
"0","0","1330041","vo_nyx","41","33","vo_nyx_1008","0","0","2","0","0"
"7","0","1330042","0","42","33","0","253","350","1","0.757","0"
"0","2.139","1330043","0","43","33","0","0","0","4","0","1"
"0","2","1330044","0","44","33","0","0","0","4","0","3"
"0","0","1330045","vo_nyx","45","33","vo_nyx_1009","0","0","2","0","0"
"8","0","1330046","0","46","33","0","0","140","1","1.348","0"
"0","2.852","1330047","0","47","33","0","0","0","4","0","1"
"0","0","1330048","vo_nyx","48","33","vo_nyx_1010","0","0","2","0","0"
"9","0","1330049","0","49","33","0","0","30","1","0.702","0"
"0","0.702","1330050","0","50","33","0","0","0","4","0","1"
"9","0","1330051","0","51","33","0","30","162","1","1.604","0"
"0","2.844","1330052","0","52","33","0","0","0","4","0","1"
"0","0","1330053","vo_nyx","53","33","vo_nyx_1011","0","0","2","0","0"
"9","0","1330054","0","54","33","0","162","395","1","2.016","0"
"0","2.707","1330055","0","55","33","0","0","0","4","0","1"
"10","0","1330056","0","56","33","0","0","234","1","2.128","0"
"0","3.32","1330057","0","57","33","0","0","0","4","0","1"
"0","0","1330058","vo_nyx","58","33","vo_nyx_1012","0","0","2","0","0"
"10","0","1330059","0","59","33","0","234","390","1","2.38","0"
"0","3.338","1330060","0","60","33","0","0","0","4","0","1"
"0","3","1330061","0","61","33","0","0","0","4","0","3"
"0","0","1330062","vo_nyx","62","33","vo_nyx_1013","0","0","2","0","0"
"11","0","1330063","0","63","33","0","0","176","1","1.337","0"
"0","1.883","1330064","0","64","33","0","0","0","4","0","1"
"11","0","1330065","0","65","33","0","176","392","1","1.95","0"
"0","3.243","1330066","0","66","33","0","0","0","4","0","1"
"0","0","1330067","vo_nyx","67","33","vo_nyx_1014","0","0","2","0","0"
"11","0","1330068","0","68","33","0","392","392","1","0.724","0"
"0","0.724","1330069","0","69","33","0","0","0","4","0","1"
"12","0","1330070","0","70","33","0","0","131","1","0.824","0"
"0","1.392","1330071","0","71","33","0","0","0","4","0","1"
"12","0","1330072","0","72","33","0","131","390","1","3.319","0"
"0","4.265","1330073","0","73","33","0","0","0","4","0","1"
"0","0","1330074","vo_nyx","74","33","vo_nyx_1015","0","0","2","0","0"
"13","0","1330075","0","75","33","0","0","235","1","2.306","0"
"0","3.198","1330076","0","76","33","0","0","0","4","0","1"
"0","4","1330077","0","77","33","0","0","0","4","0","3"
"0","0","1330078","vo_nyx","78","33","vo_nyx_1016","0","0","2","0","0"
"14","0","1330079","0","79","33","0","0","315","1","1.713","0"
"0","2.607","1330080","0","80","33","0","0","0","4","0","1"
"15","0","1330081","0","81","33","0","0","308","1","1.66","0"
"0","3.16","1330082","0","82","33","0","0","0","4","0","1"
"0","1","1340001","0","1","34","0","0","0","4","0","3"
"0","0","1340002","vo_nyx","2","34","vo_nyx_1501","0","0","2","0","0"
"1","0","1340003","0","3","34","0","0","45","1","0.64","0"
"0","1.223","1340004","0","4","34","0","0","0","4","0","1"
"1","0","1340005","0","5","34","0","45","102","1","0.878","0"
"0","1.635","1340006","0","6","34","0","0","0","4","0","1"
"0","0","1340007","vo_nyx","7","34","vo_nyx_1502","0","0","2","0","0"
"1","0","1340008","0","8","34","0","102","280","1","1.01","0"
"0","2.02","1340009","0","9","34","0","0","0","4","0","1"
"0","0","1340010","vo_nyx","10","34","vo_nyx_1503","0","0","2","0","0"
"2","0","1340011","0","11","34","0","0","375","1","4.04","0"
"0","4.731","1340012","0","12","34","0","0","0","4","0","1"
"3","0","1340013","0","13","34","0","0","310","1","2.766","0"
"0","3.699","1340014","0","14","34","0","0","0","4","0","1"
"0","0","1340015","vo_nyx","15","34","vo_nyx_1504","0","0","2","0","0"
"4","0","1340016","0","16","34","0","0","147","1","2.338","0"
"0","3.085","1340017","0","17","34","0","0","0","4","0","1"
"0","0","1340018","vo_nyx","18","34","vo_nyx_1505","0","0","2","0","0"
"4","0","1340019","0","19","34","0","147","340","1","0.911","0"
"0","2.338","1340020","0","20","34","0","0","0","4","0","1"
"0","0","1340021","vo_nyx","21","34","vo_nyx_1506","0","0","2","0","0"
"5","0","1340022","0","22","34","0","0","147","1","1.789","0"
"0","2.096","1340023","0","23","34","0","0","0","4","0","1"
"5","0","1340024","0","24","34","0","147","370","1","1.992","0"
"0","3.002","1340025","0","25","34","0","0","0","4","0","1"
"0","0","1340026","vo_nyx","26","34","vo_nyx_1507","0","0","2","0","0"
"6","0","1340027","0","27","34","0","0","120","1","1.179","0"
"0","1.679","1340028","0","28","34","0","0","0","4","0","1"
"6","0","1340029","0","29","34","0","120","220","1","1.438","0"
"0","2.096","1340030","0","30","34","0","0","0","4","0","1"
"0","0","1340031","vo_nyx","31","34","vo_nyx_1508","0","0","2","0","0"
"6","0","1340032","0","32","34","0","220","395","1","1.679","0"
"0","1.679","1340033","0","33","34","0","0","0","4","0","1"
"7","0","1340034","0","34","34","0","0","148","1","1.032","0"
"0","1.833","1340035","0","35","34","0","0","0","4","0","1"
"0","0","1340036","vo_nyx","36","34","vo_nyx_1509","0","0","2","0","0"
"7","0","1340037","0","37","34","0","148","400","1","2.788","0"
"0","3.765","1340038","0","38","34","0","0","0","4","0","1"
"0","0","1340039","vo_nyx","39","34","vo_nyx_1510","0","0","2","0","0"
"8","0","1340040","0","40","34","0","0","59","1","0.79","0"
"0","1.35","1340041","0","41","34","0","0","0","4","0","1"
"8","0","1340042","0","42","34","0","59","236","1","2.404","0"
"0","3.117","1340043","0","43","34","0","0","0","4","0","1"
"0","2","1340044","0","44","34","0","0","0","4","0","3"
"0","0","1340045","vo_nyx","45","34","vo_nyx_1511","0","0","2","0","0"
"8","0","1340046","0","46","34","0","236","395","1","1.756","0"
"0","2.59","1340047","0","47","34","0","0","0","4","0","1"
"9","0","1340048","0","48","34","0","0","296","1","1.954","0"
"0","2.415","1340049","0","49","34","0","0","0","4","0","1"
"9","0","1340050","0","50","34","0","296","391","1","1.649","0"
"0","2.228","1340051","0","51","34","0","0","0","4","0","1"
"9","0","1340052","0","52","34","0","391","391","1","0.592","0"
"0","0.592","1340053","0","53","34","0","0","0","4","0","1"
"10","0","1340054","0","54","34","0","0","62","1","1.12","0"
"0","1.68","1340055","0","55","34","0","0","0","4","0","1"
"10","0","1340056","0","56","34","0","62","224","1","2.205","0"
"0","2.908","1340057","0","57","34","0","0","0","4","0","1"
"10","0","1340058","0","58","34","0","224","385","1","1.526","0"
"0","1.526","1340059","0","59","34","0","0","0","4","0","1"
"11","0","1340060","0","60","34","0","0","89","1","1.207","0"
"0","2.448","1340061","0","61","34","0","0","0","4","0","1"
"0","3","1340062","0","62","34","0","0","0","4","0","3"
"0","0","1340063","vo_nyx","63","34","vo_nyx_1512","0","0","2","0","0"
"11","0","1340064","0","64","34","0","89","254","1","1.624","0"
"0","2.294","1340065","0","65","34","0","0","0","4","0","1"
"11","0","1340066","0","66","34","0","254","397","1","1.405","0"
"0","1.405","1340067","0","67","34","0","0","0","4","0","1"
"12","0","1340068","0","68","34","0","0","106","1","0.746","0"
"0","1.822","1340069","0","69","34","0","0","0","4","0","1"
"0","4","1340070","0","70","34","0","0","0","4","0","3"
"0","0","1340071","vo_nyx","71","34","vo_nyx_1513","0","0","2","0","0"
"12","0","1340072","0","72","34","0","106","300","1","2.338","0"
"0","3.227","1340073","0","73","34","0","0","0","4","0","1"
"0","5","1340074","0","74","34","0","0","0","4","0","3"
"0","0","1340075","vo_nyx","75","34","vo_nyx_1514","0","0","2","0","0"
"13","0","1340076","0","76","34","0","0","120","1","1.745","0"
"0","2.195","1340077","0","77","34","0","0","0","4","0","1"
"13","0","1340078","0","78","34","0","120","293","1","1.405","0"
"0","2.437","1340079","0","79","34","0","0","0","4","0","1"
"0","0","1340080","vo_nyx","80","34","vo_nyx_1515","0","0","2","0","0"
"14","0","1340081","0","81","34","0","0","42","1","0.428","0"
"0","2.16","1340082","0","82","34","0","0","0","4","0","1"
