9f321a76e4f630f68281e930b4ed1f3abe2c60205889aea6cd3418f4d1688d2d,36f3521ba4628b578ddff65e0014ca79401f83866de7e58b6db35e645c0a6198,5f61c4172ed9fa4ff4cd94fee4c461cbabf1b83ced1f01bb9477b50057921ece,254fbabc7066c5048278104c33e73516920e63183f08ae8578f2c86f5f7a47ef,f01428a1a81a74d1495cabe40fdc57eb1bb2e78a6ed1f0a0cdf5343dd1ba6b63,cd37dcb8f3afb1570047eb8b1ea7db09e030370c09a9884ed0c6a70cd55beb92,77c5888488a2936ce941aee59c950cb60ee8882fa4635f7bbcf53e3978b30e1f,95e16a804b1c0977523c5f5080dc91643a3e0cba34e931faa5103a12bea56e88,545276adc06d60f2125f0e0a62a281267c7a7dd5880fab2534d9a34d91881944,43ab9a6fd76ab97043e6e4b432b3523a67603d8a6e29f73aa2840d036e54ff2f,84cba2a47728275c243a1fe10b1b371dfa687effed9cc702331076aed9e5d939
"","","91","","","","0","","62156","","5146062"
"0.2","","3","","wish_talk_joy","1","131011","","62157","","5146062"
"","","21","","vo_apg_0214","0","vo_apg","0","62158","","5146062"
"0","0","11","1","雖然聽不懂妳在說什麼……\n但要是妳玩得開心就好了～♪","9","131011","1","62159","0","5146062"
"","","91","","","","0","","62160","","5146062"
"","","22","","0","","0","","62161","","5146062"
"0.2","","3","","wish_idle_joy","1","131011","","62162","","5146062"
"-30","0","12","0","10","2","100911","0","62163","0","5146062"
"0","0","12","0","7","2","131011","0","62164","0","5146062"
"","","93","","0","","2","","62165","","5146062"
"","","101","","","","62167","","62166","","5146062"
"","","22","","0.2","","0","","62167","","5146062"
"1.8","walk_surprise_sad_blue","1","-288","106611","110","1","-10","63001","1","5146063"
"1.8","walk_surprise_sad_blue","5","-288","1066","111","3","-10","63002","1","5146063"
"1.8","idle_normal_noface","1","-288","130911","100","1","260","63003","1","5146063"
"1.8","idle_normal_kururu","5","-288","99","101","1","260","63004","1","5146063"
"1.8","empty","1","-268","126411","103","1","-420","63005","0","5146063"
"1.8","empty","5","-268","98","113","1","-420","63006","0","5146063"
"","","13","","210","","106611","","63007","","5146063"
"","","13","","200","","130911","","63008","","5146063"
"","","13","","203","","126411","","63009","","5146063"
"0.85","idle","5","-174","7","15","7","0","63010","0","5146063"
"1","empty","5","156","20","210","20","0","63011","0","5146063"
"1","empty","5","66","22","211","22","0","63012","0","5146063"
"1","empty","5","153","211","60","21","0","63013","0","5146063"
"1","empty","5","0","212","190","21","0","63014","0","5146063"
"1","","31","1","1","0","1","0","63015","","5146063"
"1","","31","1","2","0","2","-57.7","63016","","5146063"
"","","37","","black","","2","","63017","","5146063"
"0","","31","1","10","0","10","0","63018","","5146063"
"0","","31","1","16","-420","16","-268","63019","","5146063"
"1","","31","1","20","0","20","0","63020","","5146063"
"","","36","","20","","20","","63021","","5146063"
"","","36","","22","","20","","63022","","5146063"
"","","91","","0","","0","","63023","","5146063"
"","","102","","0","0","0","","63024","","5146063"
"","","93","","0","","0.4","","63025","","5146063"
"","","37","","iris_out","","2","","63026","","5146063"
"","","2","0","-260","-288","106611","2.5","63027","","5146063"
"","","2","0","-260","-288","1066","2.5","63028","","5146063"
"","","93","","0","","2.5","","63029","","5146063"
"0.2","","3","","sad_idle_blue","1","106611","","63030","","5146063"
"0.2","","3","0","sad_idle_blue","1","1066","","63031","","5146063"
"","","93","","0","","0.1","","63032","","5146063"
"0.2","","3","","tired_talk1","1","106611","","63033","","5146063"
"0.2","","3","","tired_talk1","1","1066","","63034","","5146063"
"","","21","","vo_apg_0301","0","vo_apg","0","63035","","5146063"
"0","0","11","1","嗚嗚嗚嗚嗚……太、太不妙了……\n做出這種恐怖至極的雲霄飛車，\n哪～裡是什麼\n「開心快樂的大夢想樂園♪」嘛！","10","106611","1","63036","0","5146063"
"","","91","","","","0","","63037","","5146063"
"0.2","","3","","tired_talk2","1","106611","","63038","","5146063"
"0.2","","3","","tired_talk2","1","1066","","63039","","5146063"
"","","21","","vo_apg_0302","0","vo_apg","0","63040","","5146063"
"0","0","11","1","我根本沒聽說會這麼刺激……\n害我差點把胃裡的東西\n吐出來了……","10","106611","1","63041","0","5146063"
"","","91","","","","0","","63042","","5146063"
"0.2","","3","","tired_idle","1","106611","","63043","","5146063"
"0.2","","3","","tired_idle","1","1066","","63044","","5146063"
"0.2","","3","","talk_normal","1","130911","","63045","","5146063"
"0.2","","3","","talk_normal","1","99","","63046","","5146063"
"","","21","","vo_apg_0303","0","vo_apg","0","63047","","5146063"
"0","0","11","1","祈梨小姐♪\n本園的遊樂設施如何呢？\n有讓妳玩得盡興嗎？","10","130911","1","63048","0","5146063"
"","","91","","","","0","","63049","","5146063"
"0.2","","3","","idle_normal","1","130911","","63050","","5146063"
"0","","3","","coaster_3_in","0","211","","63051","","5146063"
"","","4","","0","","106611","","63052","","5146063"
"","","4","","0","","1066","","63053","","5146063"
"0","","3","1","doya_in_nervous_furimuki","0","106611","doya_talk_nervous_furimuki","63054","0","5146063"
"0","","3","1","doya_in_nervous_furimuki","0","1066","doya_talk_nervous_furimuki","63055","0","5146063"
"","","21","","vo_apg_0304","0","vo_apg","0","63056","","5146063"
"0","0","11","1","哼……還行啦？只要我出馬，\n這種廢到爆的雲霄飛車，\n就跟小哥一樣好對付啦。","10","106611","1","63057","0","5146063"
"","","91","","","","0","","63058","","5146063"
"0.2","","3","","cool_talk_dere","1","106611","","63059","","5146063"
"0.2","","3","","cool_talk_dere","1","1066","","63060","","5146063"
"","","21","","vo_apg_0305","0","vo_apg","0","63061","","5146063"
"0","0","11","1","雖然我還想要更刺激的體驗，\n不過，看來也就這種程度了吧──！","10","106611","1","63062","0","5146063"
"","","91","","","","0","","63063","","5146063"
"0.2","","3","","cool_idle_doya","1","106611","","63064","","5146063"
"0.2","","3","","cool_idle_doya","1","1066","","63065","","5146063"
"0","","3","","coaster_3_out","0","211","","63066","","5146063"
"0.2","","3","","kururu_sad_talk","1","130911","","63067","","5146063"
"0.2","","3","","kururu_sad_talk","1","99","","63068","","5146063"
"","","21","","vo_apg_0306","0","vo_apg","0","63069","","5146063"
"0","0","11","1","這樣啊～這真是太遺憾了……\n為了讓客人玩得盡興，\n不能挑剔手段……\n克蘿茜小姐～！","10","130911","1","63070","0","5146063"
"","","91","","","","0","","63071","","5146063"
"","","22","","0","","0","","63072","","5146063"
"0.2","","3","","idle_normal_noface","1","130911","","63073","","5146063"
"0.2","","3","","idle_normal_kururu","1","99","","63074","","5146063"
"0.2","","3","","cool_idle_surprise","1","106611","","63075","","5146063"
"0.2","","3","","cool_idle_surprise","1","1066","","63076","","5146063"
"0","","3","1","kuroche_appear","0","126411","kuroche_pose_talk_anger","63077","0","5146063"
"0","","3","1","kuroche_appear","0","98","kuroche_pose_talk_anger","63078","0","5146063"
"","","93","","0","","0.5","","63079","","5146063"
"","","122","","15","0.5","15","","63080","","5146063"
"","","32","","1","","16","","63081","","5146063"
"0","","3","","inori_dodge_in","0","106611","","63082","","5146063"
"0","","3","","inori_dodge_in","0","1066","","63083","","5146063"
"","","93","","0","","0.6","","63084","","5146063"
"","","21","","vo_apg_0307","0","vo_apg","0","63085","","5146063"
"20","0","11","1","好的～！\n……嗯嗯，原來如此……\n事情我已經聽說了！\n這裡請交給我吧！","10","126411","1","63086","0","5146063"
"","","91","","","","0","","63087","","5146063"
"0.2","","3","","kuroche_pose_idle_doya","1","126411","","63088","","5146063"
"0.1","","3","1","inori_dodge_out","0","106611","inori_anger_talk","63089","0","5146063"
"0.1","","3","1","inori_dodge_out","0","1066","inori_anger_talk","63090","0","5146063"
"","","21","","vo_apg_0308","0","vo_apg","0","63091","","5146063"
"0","0","11","1","啥？不是，我完全不懂\n妳們想做什麼……","10","106611","1","63092","0","5146063"
"","","91","","","","0","","63093","","5146063"
"0.2","","3","","inori_anger_idle","1","106611","","63094","","5146063"
"0.2","","3","","inori_anger_idle","1","1066","","63095","","5146063"
"0.2","","3","","kururu_guid_talk","1","130911","","63096","","5146063"
"0.2","","3","","kururu_guid_talk","1","99","","63097","","5146063"
"","","21","","vo_apg_0309","0","vo_apg","0","63098","","5146063"
"0","0","11","1","那麼那麼，我要請\n祈梨小姐享受一場\n充滿刺激感的空中之旅！\n所以說，麻煩妳了！","10","130911","1","63099","0","5146063"
"","","91","","","","0","","63100","","5146063"
"0.2","","3","","idle_normal_noface","1","130911","","63101","","5146063"
"0.2","","3","","idle_normal_kururu","1","99","","63102","","5146063"
"","","37","","low","","16","","63103","","5146063"
"","","23","","se_10055900_chroche_01","1","se_10055900","","63104","","5146063"
"0.2","","3","1","inori_jitabata_in","0","106611","inori_jitabata_loop","63105","0","5146063"
"0.2","","3","1","inori_jitabata_in","0","1066","inori_jitabata_loop","63106","0","5146063"
"0.2","","3","1","kuroche_catch_in","0","126411","kuroche_catch_loop","63107","0","5146063"
"0.2","","3","1","kuroche_catch_in","0","98","kuroche_catch_loop","63108","0","5146063"
"","","21","","vo_apg_0310","0","vo_apg","0","63109","","5146063"
"112","0","11","1","那麼那麼♪\n請牢牢抓住我喔～♪","10","126411","1","63110","-27","5146063"
"","","91","","","","0","","63111","","5146063"
"","","22","","0","","0","","63112","","5146063"
"","","24","","0.2","","se_10055900_chroche_01","","63113","","5146063"
"","","23","","se_10055900_chroche_02","0","se_10055900","","63114","","5146063"
"","","37","","high","","16","","63115","","5146063"
"","","122","","5","1","5","","63116","","5146063"
"","","93","","0","","1","","63117","","5146063"
"0","","3","","inori_jitabata_takeoff","0","106611","","63118","","5146063"
"0","","3","","inori_jitabata_takeoff","0","1066","","63119","","5146063"
"0","","3","","kuroche_catch_takeoff","0","126411","","63120","","5146063"
"0","","3","","kuroche_catch_takeoff","0","98","","63121","","5146063"
"","","122","","100","0.5","100","","63122","","5146063"
"","","93","","0","","0.4","","63123","","5146063"
"","","4","","0","","130911","","63124","","5146063"
"0","","3","","kururu_furimuki_watch","0","130911","","63125","","5146063"
"0","","3","","empty","0","99","","63126","","5146063"
"","","93","","0","","1.5","","63127","","5146063"
"","","37","","fade_in","","2","","63128","","5146063"
"","","93","","0","","1.5","","63129","","5146063"
"0","","3","","empty","0","98","","63130","","5146063"
"","","23","","se_10055900_chroche_03","1","se_10055900","","63131","","5146063"
"0","","3","","coaster_4_in","0","212","","63132","","5146063"
"","","23","","se_10055900_photo","0","se_10055900","","63133","","5146063"
"","","93","","0","","0.3","","63134","","5146063"
"","","122","","30","0.5","30","","63135","","5146063"
"","","21","","vo_apg_0311","0","vo_apg","0","63136","","5146063"
"0","","3","","0311_in","0","20","","63137","","5146063"
"","","93","","1","","3.6","","63138","","5146063"
"0","","3","","0311_mid","0","20","","63139","","5146063"
"","","92","","","","","","63140","","5146063"
"0","","3","","0311_out","0","20","","63141","","5146063"
"","","93","","0","","0.2","","63142","","5146063"
"","","122","","30","0.5","30","","63143","","5146063"
"","","21","","vo_apg_0312","0","vo_apg","0","63144","","5146063"
"0","","3","","0312_in","0","20","","63145","","5146063"
"","","93","","1","","2.4","","63146","","5146063"
"0","","3","","0312_mid","0","20","","63147","","5146063"
"","","92","","","","","","63148","","5146063"
"0","","3","","0312_out","0","20","","63149","","5146063"
"","","93","","0","","0.2","","63150","","5146063"
"","","37","","scale15","","20","","63151","","5146063"
"0","","3","","coaster_4_change","0","212","","63152","","5146063"
"","","21","","vo_apg_0313","0","vo_apg","0","63153","","5146063"
"","","2","0","0","76","20","0","63154","","5146063"
"0","","3","","empty","1","20","","63155","","5146063"
"0","","3","","0313_in","0","22","","63156","","5146063"
"","","93","","1","","2.4","","63157","","5146063"
"0","","3","","0313_mid","1","22","","63158","","5146063"
"","","92","","","","","","63159","","5146063"
"0","","3","","0313_out","0","22","","63160","","5146063"
"","","93","","0","","0.2","","63161","","5146063"
"","","22","","0","","0","","63162","","5146063"
"","","24","","0.5","","se_10055900_chroche_03","","63163","","5146063"
"","","37","","white","","2","","63164","","5146063"
"","","93","","0","","2","","63165","","5146063"
"","","37","","scale1","","20","","63166","","5146063"
"0","","3","","empty","0","212","","63167","","5146063"
"0.2","","3","","kururu_wish_idle_joy","1","130911","","63168","","5146063"
"0.2","","3","","idle_normal","1","99","","63169","","5146063"
"0.2","","3","","see_guru","1","106611","","63170","","5146063"
"0.2","","3","","see_guru","1","1066","","63171","","5146063"
"0.2","","3","","idle_normal_joy","1","126411","","63172","","5146063"
"","","4","","1","","130911","","63173","","5146063"
"","","2","0","225","-278","130911","0","63174","","5146063"
"","","2","0","0","-288","106611","0","63175","","5146063"
"","","2","0","0","-288","1066","0","63176","","5146063"
"","","2","0","-225","-278","126411","0","63177","","5146063"
"","","93","","0","","2","","63178","","5146063"
"0.2","","3","","joy_talk","1","126411","","63179","","5146063"
"","","21","","vo_apg_0314","0","vo_apg","0","63180","","5146063"
"0","0","11","1","好的！\n以刺激滿點而備受好評的\n空中之旅，妳覺得如何呢？","10","126411","1","63181","0","5146063"
"","","91","","","","0","","63182","","5146063"
"0.2","","3","","idle_normal_joy","1","126411","","63183","","5146063"
"","","33","0","23","-108","2","0","63184","","5146063"
"","","37","","iris_end_1","","2","","63185","","5146063"
"0.2","","3","","gakkari","0","106611","","63186","","5146063"
"0.2","","3","","gakkari","0","1066","","63187","","5146063"
"","","21","","vo_apg_0315","0","vo_apg","0","63188","","5146063"
"23","1.1","11","0","嗚噗……我已經受夠了啦……","4","106611","0","63189","-31","5146063"
"","","93","","0","","6","","63190","","5146063"
"","","37","","iris_end_2","","2","","63191","","5146063"
"","","93","","0","","1","","63192","","5146063"
"","","101","","","","63194","","63193","","5146063"
"","","22","","0.2","","0","","63194","","5146063"
"1.8","walk_normal","1","-480","105811","106","1","-130","64001","1","5146064"
"1.8","walk_normal","5","-480","1058","107","6","-130","64002","1","5146064"
"1.8","walk_normal","1","-480","131511","103","1","130","64003","1","5146064"
"1.8","idle_normal_noface","1","-278","130911","100","1","290","64004","1","5146064"
"1.8","idle_normal_kururu","5","-278","99","101","1","290","64005","1","5146064"
"","","13","","206","","105811","","64006","","5146064"
"","","13","","203","","131511","","64007","","5146064"
"","","13","","200","","130911","","64008","","5146064"
"0.85","idle","5","-174","8","15","8","0","64009","0","5146064"
"1","empty","5","-53","20","210","20","-242","64010","0","5146064"
"1","empty","5","-194","22","211","22","-128","64011","0","5146064"
"1","","31","1","1","0","1","0","64012","","5146064"
"0","","31","1","2","0","2","-57.7","64013","","5146064"
"0","","31","1","12","0","12","0","64014","","5146064"
"0","","31","1","13","0","13","0","64015","","5146064"
"1","","31","1","20","0","20","0","64016","","5146064"
"","","36","","105811","","20","","64017","","5146064"
"","","36","","131511","","20","","64018","","5146064"
"","","36","","20","","20","","64019","","5146064"
"","","36","","22","","20","","64020","","5146064"
"","","91","","0","","0","","64021","","5146064"
"","","102","","0","0","0","","64022","","5146064"
"","","32","","1","","13","","64023","","5146064"
"","","37","","scale15","","20","","64024","","5146064"
"","","93","","","","2","","64025","","5146064"
"","","21","","vo_apg_0401","0","vo_apg","0","64026","","5146064"
"0","","3","","0401_in","0","22","","64027","","5146064"
"","","93","","1","","2.7","","64028","","5146064"
"0","","3","","0401_mid","0","22","","64029","","5146064"
"","","92","","","","","","64030","","5146064"
"0","","3","","0401_out","0","22","","64031","","5146064"
"","","93","","0","","0.2","","64032","","5146064"
"","","2","0","129","-194","22","0","64033","","5146064"
"","","21","","vo_apg_0402","0","vo_apg","0","64034","","5146064"
"0","","3","","0402_in","0","22","","64035","","5146064"
"","","93","","1","","2.9","","64036","","5146064"
"0","","3","","0402_mid","0","22","","64037","","5146064"
"","","92","","","","","","64038","","5146064"
"0","","3","","0402_out","0","22","","64039","","5146064"
"","","93","","0","","0.2","","64040","","5146064"
"","","22","","0","","0","","64041","","5146064"
"0","","3","","empty","1","22","","64042","","5146064"
"","","93","","0","","0.5","","64043","","5146064"
"","","32","","1","","2","","64044","","5146064"
"","","37","","fade_in","","2","","64045","","5146064"
"","","93","","0","","1","","64046","","5146064"
"","","32","","0","","13","","64047","","5146064"
"","","37","","scale1","","20","","64048","","5146064"
"","","2","0","-194","-298","105811","0","64049","","5146064"
"","","2","0","-194","-298","1058","0","64050","","5146064"
"","","2","0","-34","-288","131511","0","64051","","5146064"
"","","37","","iris_out","","2","","64052","","5146064"
"","","2","0","-385","-298","105811","2","64053","","5146064"
"","","2","0","-385","-298","1058","2","64054","","5146064"
"","","2","0","-225","-288","131511","2","64055","","5146064"
"","","93","","0","","2","","64056","","5146064"
"","","4","","0","","105811","","64057","","5146064"
"","","4","","0","","1058","","64058","","5146064"
"","","4","","0","","131511","","64059","","5146064"
"0.2","","3","","idle_normal","1","105811","","64060","","5146064"
"0.2","","3","0","idle_normal","1","1058","","64061","","5146064"
"0.2","","3","","idle_normal","1","131511","","64062","","5146064"
"","","93","","0","","0.5","","64063","","5146064"
"0.2","","3","","talk_normal","1","130911","","64064","","5146064"
"0.2","","3","","talk_normal","1","99","","64065","","5146064"
"","","21","","vo_apg_0403","0","vo_apg","0","64066","","5146064"
"0","0","11","1","好的，辛苦了──♪\n兩位有盡情享受摩天輪嗎～？","7","130911","1","64067","0","5146064"
"","","91","","","","0","","64068","","5146064"
"0.2","","3","","kururu_wish_talk_joy","1","130911","","64069","","5146064"
"0.2","","3","","kururu_wish_talk_joy","1","99","","64070","","5146064"
"","","21","","vo_apg_0404","0","vo_apg","0","64071","","5146064"
"0","0","11","1","摩天輪上應該能遠遠看到整個\n吉歐‧提格尼亞的美妙景色♪","8","130911","1","64072","0","5146064"
"","","91","","","","0","","64073","","5146064"
"0.2","","3","","idle_normal_noface","1","130911","","64074","","5146064"
"0.2","","3","","idle_normal_kururu","1","99","","64075","","5146064"
"0.2","","3","1","guts2_in_joy","0","105811","guts2_talk_joy","64076","0","5146064"
"0.2","","3","1","guts2_in_joy","0","1058","guts2_talk_joy","64077","0","5146064"
"","","21","","vo_apg_0405","0","vo_apg","0","64078","","5146064"
"0","0","11","1","是的！看上去\n非常美味☆","7","105811","1","64079","0","5146064"
"","","91","","","","0","","64080","","5146064"
"0.2","","3","","guts2_idle_joy","1","105811","","64081","","5146064"
"0.2","","3","","guts2_idle_joy","1","1058","","64082","","5146064"
"0.5","","3","","memory_talk","1","131511","","64083","","5146064"
"","","21","","vo_apg_0406","0","vo_apg","0","64084","","5146064"
"0","0","11","1","肚子。\n咕嚕嚕……","10","131511","1","64085","0","5146064"
"","","91","","","","0","","64086","","5146064"
"0.2","","3","","memory_idle","1","131511","","64087","","5146064"
"0.2","","3","","joy_talk","1","130911","","64088","","5146064"
"0.2","","3","","joy_talk","1","99","","64089","","5146064"
"","","21","","vo_apg_0407","0","vo_apg","0","64090","","5146064"
"0","0","11","1","就是說啊──♪\n美麗的景色看上去真的\n非常美味……美味？","9","130911","1","64091","0","5146064"
"","","91","","","","0","","64092","","5146064"
"0.5","","3","","kururu_joy_slow","1","130911","","64093","","5146064"
"0.5","","3","","anger_idle_anger","1","131511","","64094","","5146064"
"","","21","","vo_apg_0408","0","vo_apg","0","64095","","5146064"
"0","0","11","1","衝刺。","8","131511","1","64096","0","5146064"
"","","91","","","","0","","64097","","5146064"
"0.2","","3","","walk_jog_dere","1","131511","","64098","","5146064"
"","","2","0","1100","-288","131511","3","64099","","5146064"
"","","93","","0","","0.5","","64100","","5146064"
"0.2","","3","1","notice_in_normal2","0","105811","anger_talk_normal2","64101","0.2","5146064"
"0.2","","3","1","notice_in_normal2","0","1058","anger_talk_normal2","64102","0.2","5146064"
"","","21","","vo_apg_0409","0","vo_apg","0","64103","","5146064"
"0","0","11","1","啊，請等一下\n普蕾西亞～！\n我也要去！","7","105811","1","64104","0","5146064"
"","","91","","","","0","","64105","","5146064"
"","","22","","0","","0","","64106","","5146064"
"0.2","","3","","run_dash_doya","1","105811","","64107","","5146064"
"0.2","","3","","run_dash_doya","1","1058","","64108","","5146064"
"","","2","0","1100","-298","105811","1.8","64109","","5146064"
"","","2","0","1100","-298","1058","1.8","64110","","5146064"
"","","93","","0","","1.8","","64111","","5146064"
"","","4","","0","","130911","","64112","","5146064"
"0","","3","1","hawawa","0","130911","anger_talk_surprise2_shy","64113","0.2","5146064"
"","","21","","vo_apg_0410","0","vo_apg","0","64114","","5146064"
"0","0","11","1","哈哇哇！？原來兩位不是在看景色，\n而是一直在物色美食！？","9","130911","1","64115","0","5146064"
"","","91","","","","0","","64116","","5146064"
"","","22","","0","","0","","64117","","5146064"
"","","93","","0","","0.1","","64118","","5146064"
"","","37","","alter","","1","","64119","","5146064"
"","","32","","1","","12","","64120","","5146064"
"","","93","","0","","0.4","","64121","","5146064"
"0","","6","0","1","1","8","1","64122","0","5146064"
"","","2","0","-725","-278","105811","0","64123","","5146064"
"","","2","0","-725","-278","1058","0","64124","","5146064"
"","","2","0","-925","-278","131511","0","64125","","5146064"
"0","","3","","run_dash_peko","1","105811","","64126","","5146064"
"0","","3","","run_dash_peko","1","1058","","64127","","5146064"
"0","","3","","run_dash_presia","1","131511","","64128","","5146064"
"0","","3","","empty","1","130911","","64129","","5146064"
"","","2","0","1185","-278","105811","10","64130","","5146064"
"","","2","0","1185","-278","1058","10","64131","","5146064"
"","","2","0","985","-278","131511","10","64132","","5146064"
"","","93","","0","","0.3","","64133","","5146064"
"","","93","","0","","0.8","","64134","","5146064"
"","","21","","vo_apg_0411","0","vo_apg","0","64135","","5146064"
"40","1","11","0","首先就從那間攤販開始～☆","11","105811","0","64136","0","5146064"
"","","93","","0","","3","","64137","","5146064"
"","","21","","vo_apg_0412","0","vo_apg","0","64138","","5146064"
"40","1.3","11","0","全部，\n都要吃喔。","9","131511","0","64139","0","5146064"
"","","93","","0","","0.3","","64140","","5146064"
"","","93","","0","","3.6","","64141","","5146064"
"","","101","","","","64143","","64142","","5146064"
"","","22","","0.2","","0","","64143","","5146064"
"1.8","wish_idle_normal_lookup","1","-278","131011","110","1","-225","65001","0","5146065"
"1.8","idle_normal","5","-278","99","111","1","-225","65002","0","5146065"
"1.8","idle_normal","5","-278","98","109","1","-225","65003","0","5146065"
"1.8","idle_normal_noface","1","-278","130911","101","1","225","65004","1","5146065"
"1.8","idle_normal_kururu","5","-278","97","102","1","225","65005","1","5146065"
"1.8","idle_normal","5","-278","96","100","1","225","65006","1","5146065"
"1.85","empty","1","-305","106011","105","1","-920","65007","0","5146065"
"1.85","empty","5","-305","1060","106","4","-920","65008","0","5146065"
"","","13","","210","","131011","","65009","","5146065"
"","","13","","201","","130911","","65010","","5146065"
"","","13","","205","","106011","","65011","","5146065"
"0.85","idle","5","-174","8","15","8","0","65012","0","5146065"
"1","","31","1","1","0","1","0","65013","","5146065"
"","","91","","0","","0","","65014","","5146065"
"","","102","","0","0","0","","65015","","5146065"
"","","93","","0","","1","","65016","","5146065"
"0.2","","3","","wish_idle_joy_lookup","1","131011","","65017","","5146065"
"","","21","","vo_apg_0501","0","vo_apg","0","65018","","5146065"
"0","0","11","1","咕嚕轉～\n咕嚕轉～","13","131011","1","65019","0","5146065"
"","","91","","","","0","","65020","","5146065"
"0.2","","3","","talk_normal_surprise","1","130911","","65021","","5146065"
"0.2","","3","","talk_normal_surprise","1","97","","65022","","5146065"
"","","21","","vo_apg_0502","0","vo_apg","0","65023","","5146065"
"0","0","11","1","真步小小姐，\n怎麼了嗎？","7","130911","1","65024","0","5146065"
"","","91","","","","0","","65025","","5146065"
"0.2","","3","","idle_normal_noface","1","130911","","65026","","5146065"
"0.2","","3","","idle_normal_kururu","1","97","","65027","","5146065"
"0.2","","3","","sad_talk_normalR","1","131011","","65028","","5146065"
"","","21","","vo_apg_0503","0","vo_apg","0","65029","","5146065"
"0","0","11","1","嗯，人家在想摩天輪真可愛呢～\n咕嚕咕嚕轉～","10","131011","1","65030","0","5146065"
"","","91","","","","0","","65031","","5146065"
"0.2","","3","1","notice_in_normal2","0","131011","notice_loop_normal2","65032","0","5146065"
"","","21","","vo_apg_0504","0","vo_apg","0","65033","","5146065"
"0","0","11","1","對了♪","10","131011","1","65034","0","5146065"
"","","91","","","","0","","65035","","5146065"
"0.2","","3","","kururu_wish_idle_light","1","130911","","65036","","5146065"
"0.2","","3","","kururu_wish_idle_light","1","97","","65037","","5146065"
"0","","3","1","maho_kururinpa_in","0","131011","maho_kururinpa_loop","65038","0","5146065"
"0","","3","1","maho_kururinpa_inF","0","99","maho_kururinpa_loopF","65039","0","5146065"
"0","","3","1","maho_kururinpa_inB","0","98","maho_kururinpa_loopB","65040","0","5146065"
"","","21","","vo_apg_0505","0","vo_apg","0","65041","","5146065"
"0","0","11","1","神奇真步魔法靈咕嚕靈波～♪","9","131011","1","65042","0","5146065"
"","","91","","","","0","","65043","","5146065"
"0.2","","3","","kururu_wish_talk_joy","1","130911","","65044","","5146065"
"","","21","","vo_apg_0506","0","vo_apg","0","65045","","5146065"
"0","0","11","1","哇啊♪\n那是什麼那是什麼？\n非常非常可愛的一句話～♪","8","130911","1","65046","0","5146065"
"","","91","","","","0","","65047","","5146065"
"0","","3","1","maho_kururinpa_out","0","131011","idle_normal","65048","0.2","5146065"
"0","","3","1","maho_kururinpa_outF","0","99","idle_normal","65049","0.2","5146065"
"0","","3","1","maho_kururinpa_outB","0","98","idle_normal","65050","0.2","5146065"
"0.2","","3","0","kururu_sad_talk_surprise_to_kururinpa","0","130911","kururu_kururinpa_loop","65051","0","5146065"
"0.2","","3","0","kururu_sad_talk_surprise_to_kururinpaF","0","97","kururu_kururinpa_loopF","65052","0","5146065"
"0.2","","3","0","kururu_sad_talk_surprise_to_kururinpaB","0","96","kururu_kururinpa_loopB","65053","0","5146065"
"","","21","","vo_apg_0507","0","vo_apg","0","65054","","5146065"
"0","0","11","1","我想想我想想，\n神奇真步魔法靈咕嚕靈波～♪\n……是這樣嗎？","9","130911","1","65055","0","5146065"
"","","91","","","","0","","65056","","5146065"
"0","","3","1","kururu_kururinpa_out","0","130911","idle_normal_noface","65057","0","5146065"
"0","","3","1","kururu_kururinpa_outF","0","97","idle_normal_kururu","65058","0","5146065"
"0","","3","1","kururu_kururinpa_outB","0","96","idle_normal","65059","0","5146065"
"0.2","","3","","joy_talk","1","131011","","65060","","5146065"
"","","21","","vo_apg_0508","0","vo_apg","0","65061","","5146065"
"0","0","11","1","妳做得很棒呢♪\n真步魔法靈的部分，\n改成自己的名字再說一次♪","11","131011","1","65062","0","5146065"
"","","91","","","","0","","65063","","5146065"
"0.2","","3","","idle_normal","1","131011","","65064","","5146065"
"0.2","","3","0","kururu_hello_fast_to_kururinpa","0","130911","kururu_kururinpa_loop","65065","0","5146065"
"0.2","","3","0","kururu_hello_fast_to_kururinpaF","0","97","kururu_kururinpa_loopF","65066","0","5146065"
"0.2","","3","0","kururu_hello_fast_to_kururinpaB","0","96","kururu_kururinpa_loopB","65067","0","5146065"
"","","21","","vo_apg_0509","0","vo_apg","0","65068","","5146065"
"0","0","11","1","好的♪\n神奇庫露露魔法靈咕嚕靈波～♪","9","130911","1","65069","0","5146065"
"","","91","","","","0","","65070","","5146065"
"0","","3","1","kururu_kururinpa_out","0","130911","idle_normal_noface","65071","0","5146065"
"0","","3","1","kururu_kururinpa_outF","0","97","idle_normal_kururu","65072","0","5146065"
"0","","3","1","kururu_kururinpa_outB","0","96","idle_normal","65073","0","5146065"
"0.2","","3","1","smile2","0","131011","sad_talk_normalR","65074","0.2","5146065"
"0.2","","3","1","smile2","0","99","sad_talk_normalR","65075","0.2","5146065"
"0.2","","3","1","smile2","0","98","sad_talk_normalR","65076","0.2","5146065"
"","","21","","vo_apg_0510","0","vo_apg","0","65077","","5146065"
"0","0","11","1","呵呵♪\n好像在繞口令呢♪","10","131011","1","65078","0","5146065"
"","","91","","","","0","","65079","","5146065"
"0.2","","3","1","maho_kurukuru_in","0","131011","maho_kurukuru_loop","65080","0","5146065"
