f602b7035ccc6a17d55655762fb9339325256c005bf4cfae0731a995900013a5,6c12427feeb35158a231240f13af8aa3bc58ce3afefb7803476d0d37eb497a61,20ab344af63c29f6cc74449b7be7d6a4ad22cc3a127f4c223a2d263cf7375ef0,b9ec707f617c95f5f208f5ee31e1e0ebb88c12ee00d5dd4eeebf25ba752e2146,17424e9643c59df383b8fc9deaf793f656fbeedac802e686cd510d2a9f1c69c7,adf289c3c2f420d1f95870ed43c41922dcc19edc71fb0cbdd110f4ddda007ff6,57b7bcfd3c8740b41e78644e1e62a0732f6f250953816b58da1eaed96ee0ac37,f77cacc0fa9ae9f6b787e397cde0e0825c7e62fdd3ddfa5876428ea5a1dcc450,1b7c391185498177d604858bc64cded88f19353d1b0a58b77336d940b24940d0,2156c2fc5350e6fe89946b751515b2a0257291e3c000051da219a5c2abffa99b,8f359da71610b872c6e8e1e04b3dd62ce46e802653e850b429fbc851cafcb6c9,8570d4e9c7ae4e4f9985461da07c175266bca78997a929b4454a0111678215ae
"0","0","53","vo_ske","0","0","100590153","vo_ske_0608","0","0","1005901","2"
"0","221","54","0","0","10","100590154","0","2","0","1005901","1"
"1","0","55","0","0","0","100590155","0","0","2.7","1005901","4"
"0","385","56","0","221","10","100590156","0","1","0","1005901","1"
"1","0","57","0","0","0","100590157","0","0","1","1005901","4"
"0","0","58","0","0","11","100590158","0","0.7","0","1005901","1"
"1","0","59","0","0","0","100590159","0","0","1.9","1005901","4"
"0","400","60","0","0","11","100590160","0","1.6","0","1005901","1"
"1","0","61","0","0","0","100590161","0","0","4","1005901","4"
"0","0","62","vo_ske","0","0","100590162","vo_ske_0609","0","0","1005901","2"
"0","288","63","0","0","12","100590163","0","2","0","1005901","1"
"1","0","64","0","0","0","100590164","0","0","3.8","1005901","4"
"0","0","65","vo_ske","0","0","100590165","vo_ske_0610","0","0","1005901","2"
"0","189","66","0","0","13","100590166","0","0.7","0","1005901","1"
"1","0","67","0","0","0","100590167","0","0","1.4","1005901","4"
"0","340","68","0","189","13","100590168","0","1.7","0","1005901","1"
"1","0","69","0","0","0","100590169","0","0","4.2","1005901","4"
"1","0","1","0","0","0","100590201","0","0","0.8","1005902","4"
"0","0","2","vo_ske","0","0","100590202","vo_ske_0701","0","0","1005902","2"
"0","310","3","0","0","1","100590203","0","2.3","0","1005902","1"
"1","0","4","0","0","0","100590204","0","0","3.6","1005902","4"
"0","0","5","vo_ske","0","0","100590205","vo_ske_0702","0","0","1005902","2"
"0","215","6","0","0","2","100590206","0","0.9","0","1005902","1"
"1","0","7","0","0","0","100590207","0","0","1.6","1005902","4"
"0","316","8","0","215","2","100590208","0","0.7","0","1005902","1"
"1","0","9","0","0","0","100590209","0","0","1.6","1005902","4"
"0","86","10","0","0","3","100590210","0","0.9","0","1005902","1"
"1","0","11","0","0","0","100590211","0","0","1.5","1005902","4"
"0","250","12","0","86","3","100590212","0","1.9","0","1005902","1"
"1","0","13","0","0","0","100590213","0","0","3.5","1005902","4"
"0","0","14","vo_ske","0","0","100590214","vo_ske_0703","0","0","1005902","2"
"0","180","15","0","0","4","100590215","0","1.2","0","1005902","1"
"1","0","16","0","0","0","100590216","0","0","2.1","1005902","4"
"0","410","17","0","180","4","100590217","0","1.6","0","1005902","1"
"1","0","18","0","0","0","100590218","0","0","1.6","1005902","4"
"0","88","19","0","0","5","100590219","0","0.6","0","1005902","1"
"1","0","20","0","0","0","100590220","0","0","2.5","1005902","4"
"0","0","21","vo_ske","0","0","100590221","vo_ske_0704","0","0","1005902","2"
"0","194","22","0","88","5","100590222","0","0.7","0","1005902","1"
"1","0","23","0","0","0","100590223","0","0","2.4","1005902","4"
"0","410","24","0","194","5","100590224","0","1.1","0","1005902","1"
"1","0","25","0","0","0","100590225","0","0","1.1","1005902","4"
"0","119","26","0","0","6","100590226","0","1.5","0","1005902","1"
"1","0","27","0","0","0","100590227","0","0","2","1005902","4"
"0","410","28","0","119","6","100590228","0","1.4","0","1005902","1"
"1","0","29","0","0","0","100590229","0","0","2.9","1005902","4"
"0","0","30","vo_ske","0","0","100590230","vo_ske_0705","0","0","1005902","2"
"0","105","31","0","0","7","100590231","0","0.6","0","1005902","1"
"1","0","32","0","0","0","100590232","0","0","1.4","1005902","4"
"0","390","33","0","105","7","100590233","0","2","0","1005902","1"
"1","0","34","0","0","0","100590234","0","0","5.2","1005902","4"
"0","0","35","vo_ske","0","0","100590235","vo_ske_0706","0","0","1005902","2"
"0","167","36","0","0","8","100590236","0","1.226","0","1005902","1"
"1","0","37","0","0","0","100590237","0","0","1.934","1005902","4"
"0","247","38","0","167","8","100590238","0","1.42","0","1005902","1"
"1","0","39","0","0","0","100590239","0","0","1.552","1005902","4"
"0","410","40","0","247","8","100590240","0","0.6","0","1005902","1"
"1","0","41","0","0","0","100590241","0","0","0.6","1005902","4"
"0","149","42","0","0","9","100590242","0","1.2","0","1005902","1"
"1","0","43","0","0","0","100590243","0","0","3","1005902","4"
"0","0","44","vo_ske","0","0","100590244","vo_ske_0707","0","0","1005902","2"
"0","269","45","0","149","9","100590245","0","1","0","1005902","1"
"1","0","46","0","0","0","100590246","0","0","2","1005902","4"
"0","402","47","0","269","9","100590247","0","0.9","0","1005902","1"
"1","0","48","0","0","0","100590248","0","0","3.1","1005902","4"
"0","0","49","vo_ske","0","0","100590249","vo_ske_0708","0","0","1005902","2"
"0","200","50","0","0","10","100590250","0","1.1","0","1005902","1"
"1","0","51","0","0","0","100590251","0","0","2.4","1005902","4"
"0","0","52","vo_ske","0","0","100590252","vo_ske_0709","0","0","1005902","2"
"0","236","53","0","0","11","100590253","0","2.5","0","1005902","1"
"1","0","54","0","0","0","100590254","0","0","3.4","1005902","4"
"0","0","55","vo_ske","0","0","100590255","vo_ske_0710","0","0","1005902","2"
"0","410","56","0","236","11","100590256","0","1.4","0","1005902","1"
"1","0","57","0","0","0","100590257","0","0","2.1","1005902","4"
"0","302","58","0","0","12","100590258","0","1.3","0","1005902","1"
"1","0","59","0","0","0","100590259","0","0","3.2","1005902","4"
"0","0","60","vo_ske","0","0","100590260","vo_ske_0711","0","0","1005902","2"
"0","88","61","0","0","13","100590261","0","0.8","0","1005902","1"
"1","0","62","0","0","0","100590262","0","0","1.9","1005902","4"
"0","305","63","0","88","13","100590263","0","1.7","0","1005902","1"
"1","0","64","0","0","0","100590264","0","0","3.5","1005902","4"
"0","0","65","vo_ske","0","0","100590265","vo_ske_0712","0","0","1005902","2"
"0","188","66","0","0","14","100590266","0","1","0","1005902","1"
"1","0","67","0","0","0","100590267","0","0","1.9","1005902","4"
"0","420","68","0","188","14","100590268","0","1.6","0","1005902","1"
"1","0","69","0","0","0","100590269","0","0","4.1","1005902","4"
"1","0","1","0","0","0","100590301","0","0","0.8","1005903","4"
"0","0","2","vo_ske","0","0","100590302","vo_ske_0801","0","0","1005903","2"
"0","231","3","0","0","1","100590303","0","2.2","0","1005903","1"
"1","0","4","0","0","0","100590304","0","0","3.4","1005903","4"
"0","0","5","vo_ske","0","0","100590305","vo_ske_0802","0","0","1005903","2"
"0","50","6","0","0","2","100590306","0","0.465","0","1005903","1"
"1","0","7","0","0","0","100590307","0","0","0.998","1005903","4"
"0","226","8","0","50","2","100590308","0","1.722","0","1005903","1"
"1","0","9","0","0","0","100590309","0","0","3.024","1005903","4"
"0","388","10","0","226","2","100590310","0","0.8","0","1005903","1"
"1","0","11","0","0","0","100590311","0","0","0.8","1005903","4"
"0","136","12","0","0","3","100590312","0","0.9","0","1005903","1"
"1","0","13","0","0","0","100590313","0","0","2.5","1005903","4"
"0","263","14","0","136","3","100590314","0","1","0","1005903","1"
"1","0","15","0","0","0","100590315","0","0","1.8","1005903","4"
"0","388","16","0","263","3","100590316","0","1.2","0","1005903","1"
"1","0","17","0","0","0","100590317","0","0","1.2","1005903","4"
"0","0","18","0","0","4","100590318","0","0.828","0","1005903","1"
"1","0","19","0","0","0","100590319","0","0","3.156","1005903","4"
"0","0","20","vo_ske","0","0","100590320","vo_ske_0803","0","0","1005903","2"
"0","71","21","0","0","4","100590321","0","1.2","0","1005903","1"
"1","0","22","0","0","0","100590322","0","0","2.3","1005903","4"
"0","347","23","0","71","4","100590323","0","1.8","0","1005903","1"
"1","0","24","0","0","0","100590324","0","0","3.4","1005903","4"
"0","350","25","0","0","5","100590325","0","1.9","0","1005903","1"
"1","0","26","0","0","0","100590326","0","0","4.3","1005903","4"
"0","0","27","vo_ske","0","0","100590327","vo_ske_0804","0","0","1005903","2"
"0","117","28","0","0","6","100590328","0","1.067","0","1005903","1"
"1","0","29","0","0","0","100590329","0","0","1.523","1005903","4"
"0","235","30","0","117","6","100590330","0","0.674","0","1005903","1"
"1","0","31","0","0","0","100590331","0","0","2.337","1005903","4"
"0","0","32","vo_ske","0","0","100590332","vo_ske_0805","0","0","1005903","2"
"0","235","33","0","0","7","100590333","0","1.1","0","1005903","1"
"1","0","34","0","0","0","100590334","0","0","1.1","1005903","4"
"0","0","35","0","0","8","100590335","0","0.675","0","1005903","1"
"1","0","36","0","0","0","100590336","0","0","1.662","1005903","4"
"0","350","37","0","0","8","100590337","0","2","0","1005903","1"
"1","0","38","0","0","0","100590338","0","0","4.3","1005903","4"
"0","0","39","vo_ske","0","0","100590339","vo_ske_0806","0","0","1005903","2"
"0","125","40","0","0","9","100590340","0","1.3","0","1005903","1"
"1","0","41","0","0","0","100590341","0","0","2.5","1005903","4"
"0","358","42","0","125","9","100590342","0","1.7","0","1005903","1"
"1","0","43","0","0","0","100590343","0","0","1.7","1005903","4"
"0","400","44","0","358","9","100590344","0","0.5","0","1005903","1"
"1","0","45","0","0","0","100590345","0","0","3.5","1005903","4"
"0","0","46","vo_ske","0","0","100590346","vo_ske_0807","0","0","1005903","2"
"0","199","47","0","0","10","100590347","0","2","0","1005903","1"
"1","0","48","0","0","0","100590348","0","0","3.2","1005903","4"
"0","400","49","0","199","10","100590349","0","1.1","0","1005903","1"
"1","0","50","0","0","0","100590350","0","0","1.1","1005903","4"
"0","0","51","0","0","11","100590351","0","0.8","0","1005903","1"
"1","0","52","0","0","0","100590352","0","0","2.4","1005903","4"
"0","328","53","0","0","11","100590353","0","1.7","0","1005903","1"
"1","0","54","0","0","0","100590354","0","0","4.6","1005903","4"
"0","0","55","vo_ske","0","0","100590355","vo_ske_0808","0","0","1005903","2"
"0","95","56","0","0","12","100590356","0","0.4","0","1005903","1"
"1","0","57","0","0","0","100590357","0","0","2","1005903","4"
"0","250","58","0","95","12","100590358","0","2.3","0","1005903","1"
"1","0","59","0","0","0","100590359","0","0","3.2","1005903","4"
"0","380","60","0","250","12","100590360","0","0.9","0","1005903","1"
"1","0","61","0","0","0","100590361","0","0","3.2","1005903","4"
"0","0","62","vo_ske","0","0","100590362","vo_ske_0809","0","0","1005903","2"
"0","318","63","0","0","13","100590363","0","0.8","0","1005903","1"
"1","0","64","0","0","0","100590364","0","0","3.3","1005903","4"
"1","0","1","0","0","0","100590401","0","0","0.8","1005904","4"
"0","0","2","vo_ske","0","0","100590402","vo_ske_0901","0","0","1005904","2"
"0","158","3","0","0","1","100590403","0","1.325","0","1005904","1"
"1","0","4","0","0","0","100590404","0","0","2.008","1005904","4"
"0","365","5","0","158","1","100590405","0","1.863","0","1005904","1"
"1","0","6","0","0","0","100590406","0","0","3.699","1005904","4"
"0","0","7","vo_ske","0","0","100590407","vo_ske_0902","0","0","1005904","2"
"0","175","8","0","0","2","100590408","0","1.3","0","1005904","1"
"1","0","9","0","0","0","100590409","0","0","2.1","1005904","4"
"0","242","10","0","0","3","100590410","0","1.8","0","1005904","1"
"1","0","11","0","0","0","100590411","0","0","1.8","1005904","4"
"0","320","12","0","242","3","100590412","0","0.7","0","1005904","1"
"1","0","13","0","0","0","100590413","0","0","1.6","1005904","4"
"0","320","14","0","320","3","100590414","0","2.2","0","1005904","1"
"1","0","15","0","0","0","100590415","0","0","4.8","1005904","4"
"0","0","16","vo_ske","0","0","100590416","vo_ske_0903","0","0","1005904","2"
"0","252","17","0","0","4","100590417","0","2.3","0","1005904","1"
"1","0","18","0","0","0","100590418","0","0","3","1005904","4"
"0","415","19","0","252","4","100590419","0","0.8","0","1005904","1"
"1","0","20","0","0","0","100590420","0","0","1.3","1005904","4"
"0","415","21","0","0","5","100590421","0","2.8","0","1005904","1"
"1","0","22","0","0","0","100590422","0","0","4.9","1005904","4"
"0","0","23","vo_ske","0","0","100590423","vo_ske_0904","0","0","1005904","2"
"0","99","24","0","0","6","100590424","0","0.9","0","1005904","1"
"1","0","25","0","0","0","100590425","0","0","1.9","1005904","4"
"0","315","26","0","99","6","100590426","0","0.8","0","1005904","1"
"1","0","27","0","0","0","100590427","0","0","1.4","1005904","4"
"0","395","28","0","315","6","100590428","0","1.7","0","1005904","1"
"1","0","29","0","0","0","100590429","0","0","1.7","1005904","4"
"0","0","30","0","0","7","100590430","0","0.3","0","1005904","1"
"1","0","31","0","0","0","100590431","0","0","1.2","1005904","4"
"0","317","32","0","0","7","100590432","0","2.1","0","1005904","1"
"1","0","33","0","0","0","100590433","0","0","4.1","1005904","4"
"0","0","34","vo_ske","0","0","100590434","vo_ske_0905","0","0","1005904","2"
"0","123","35","0","0","8","100590435","0","1.3","0","1005904","1"
"1","0","36","0","0","0","100590436","0","0","1.9","1005904","4"
"0","311","37","0","123","8","100590437","0","0.59","0","1005904","1"
"1","0","38","0","0","0","100590438","0","0","2.656","1005904","4"
"0","0","39","vo_ske","0","0","100590439","vo_ske_0906","0","0","1005904","2"
"0","115","40","0","0","9","100590440","0","0.8","0","1005904","1"
"1","0","41","0","0","0","100590441","0","0","1.7","1005904","4"
"0","400","42","0","115","9","100590442","0","2.1","0","1005904","1"
"1","0","43","0","0","0","100590443","0","0","2.1","1005904","4"
"0","147","44","0","0","10","100590444","0","1.4","0","1005904","1"
"1","0","45","0","0","0","100590445","0","0","3.3","1005904","4"
"0","252","46","0","147","10","100590446","0","1.1","0","1005904","1"
"1","0","47","0","0","0","100590447","0","0","2.2","1005904","4"
"0","420","48","0","252","10","100590448","0","0.6","0","1005904","1"
"1","0","49","0","0","0","100590449","0","0","0.6","1005904","4"
"0","253","50","0","0","11","100590450","0","2.1","0","1005904","1"
"1","0","51","0","0","0","100590451","0","0","4.7","1005904","4"
"0","0","52","vo_ske","0","0","100590452","vo_ske_0907","0","0","1005904","2"
"0","95","53","0","0","12","100590453","0","0.8","0","1005904","1"
"1","0","54","0","0","0","100590454","0","0","1.7","1005904","4"
"0","272","55","0","95","12","100590455","0","1.34","0","1005904","1"
"1","0","56","0","0","0","100590456","0","0","1.874","1005904","4"
"0","410","57","0","272","12","100590457","0","0.776","0","1005904","1"
"1","0","58","0","0","0","100590458","0","0","2.613","1005904","4"
"0","0","59","vo_ske","0","0","100590459","vo_ske_0908","0","0","1005904","2"
"0","283","60","0","0","13","100590460","0","1.5","0","1005904","1"
"1","0","61","0","0","0","100590461","0","0","2.6","1005904","4"
"0","399","62","0","283","13","100590462","0","2","0","1005904","1"
"1","0","63","0","0","0","100590463","0","0","4.5","1005904","4"
"1","0","1","0","0","0","100590501","0","0","0.8","1005905","4"
"0","0","2","vo_ske","0","0","100590502","vo_ske_1001","0","0","1005905","2"
"0","114","3","0","0","1","100590503","0","0.5","0","1005905","1"
"1","0","4","0","0","0","100590504","0","0","1.1","1005905","4"
"0","235","5","0","114","1","100590505","0","1.4","0","1005905","1"
"1","0","6","0","0","0","100590506","0","0","2.8","1005905","4"
"0","0","7","vo_ske","0","0","100590507","vo_ske_1002","0","0","1005905","2"
"0","155","8","0","0","2","100590508","0","1.8","0","1005905","1"
"1","0","9","0","0","0","100590509","0","0","2.4","1005905","4"
"0","400","10","0","155","2","100590510","0","1.4","0","1005905","1"
"1","0","11","0","0","0","100590511","0","0","3.3","1005905","4"
"0","0","12","vo_ske","0","0","100590512","vo_ske_1003","0","0","1005905","2"
"0","264","13","0","0","3","100590513","0","2.224","0","1005905","1"
"1","0","14","0","0","0","100590514","0","0","2.769","1005905","4"
"0","415","15","0","264","3","100590515","0","0.869","0","1005905","1"
"1","0","16","0","0","0","100590516","0","0","1.635","1005905","4"
"0","99","17","0","0","4","100590517","0","0.6","0","1005905","1"
"1","0","18","0","0","0","100590518","0","0","2.2","1005905","4"
"0","0","19","vo_ske","0","0","100590519","vo_ske_1004","0","0","1005905","2"
"0","260","20","0","99","4","100590520","0","1.3","0","1005905","1"
"1","0","21","0","0","0","100590521","0","0","1.8","1005905","4"
"0","415","22","0","260","4","100590522","0","0.9","0","1005905","1"
"1","0","23","0","0","0","100590523","0","0","0.9","1005905","4"
"0","242","24","0","0","5","100590524","0","0.9","0","1005905","1"
"1","0","25","0","0","0","100590525","0","0","2.7","1005905","4"
"0","370","26","0","242","5","100590526","0","1.059","0","1005905","1"
"1","0","27","0","0","0","100590527","0","0","3","1005905","4"
"0","0","28","vo_ske","0","0","100590528","vo_ske_1005","0","0","1005905","2"
"0","261","29","0","0","6","100590529","0","1.2","0","1005905","1"
"1","0","30","0","0","0","100590530","0","0","1.7","1005905","4"
"0","397","31","0","261","6","100590531","0","2.1","0","1005905","1"
"1","0","32","0","0","0","100590532","0","0","4.5","1005905","4"
"0","0","33","vo_ske","0","0","100590533","vo_ske_1006","0","0","1005905","2"
"0","47","34","0","0","7","100590534","0","0.566","0","1005905","1"
"1","0","35","0","0","0","100590535","0","0","1.552","1005905","4"
"0","362","36","0","47","7","100590536","0","2.318","0","1005905","1"
"1","0","37","0","0","0","100590537","0","0","3.724","1005905","4"
"0","242","38","0","0","8","100590538","0","2.077","0","1005905","1"
"1","0","39","0","0","0","100590539","0","0","2.729","1005905","4"
"0","327","40","0","242","8","100590540","0","0.66","0","1005905","1"
"1","0","41","0","0","0","100590541","0","0","2.832","1005905","4"
"0","0","42","vo_ske","0","0","100590542","vo_ske_1007","0","0","1005905","2"
"0","94","43","0","0","9","100590543","0","0.608","0","1005905","1"
"1","0","44","0","0","0","100590544","0","0","1.363","1005905","4"
"0","338","45","0","94","9","100590545","0","1.493","0","1005905","1"
"1","0","46","0","0","0","100590546","0","0","2.007","1005905","4"
"0","415","47","0","338","9","100590547","0","0.237","0","1005905","1"
"1","0","48","0","0","0","100590548","0","0","0.4","1005905","4"
"0","121","49","0","0","10","100590549","0","1.2","0","1005905","1"
"1","0","50","0","0","0","100590550","0","0","2.82","1005905","4"
"0","0","51","vo_ske","0","0","100590551","vo_ske_1008","0","0","1005905","2"
"0","260","52","0","121","10","100590552","0","1.2","0","1005905","1"
"1","0","53","0","0","0","100590553","0","0","2.4","1005905","4"
"0","415","54","0","260","10","100590554","0","1.5","0","1005905","1"
"1","0","55","0","0","0","100590555","0","0","1.5","1005905","4"
"0","203","56","0","0","11","100590556","0","1.2","0","1005905","1"
"1","0","57","0","0","0","100590557","0","0","2.7","1005905","4"
"0","390","58","0","203","11","100590558","0","1.6","0","1005905","1"
"1","0","59","0","0","0","100590559","0","0","3.7","1005905","4"
"0","0","60","vo_ske","0","0","100590560","vo_ske_1009","0","0","1005905","2"
"0","345","61","0","0","12","100590561","0","2.9","0","1005905","1"
"1","0","62","0","0","0","100590562","0","0","4","1005905","4"
"0","335","63","0","0","13","100590563","0","1.6","0","1005905","1"
"1","0","64","0","0","0","100590564","0","0","3.6","1005905","4"
"0","0","65","vo_ske","0","0","100590565","vo_ske_1010","0","0","1005905","2"
"0","94","66","0","0","14","100590566","0","0.7","0","1005905","1"
"1","0","67","0","0","0","100590567","0","0","2.1","1005905","4"
"0","360","68","0","94","14","100590568","0","1.9","0","1005905","1"
"1","0","69","0","0","0","100590569","0","0","4.4","1005905","4"
"1","0","1","0","0","0","100590601","0","0","0.8","1005906","4"
"0","0","2","vo_ske","0","0","100590602","vo_ske_1101","0","0","1005906","2"
"0","163","3","0","0","1","100590603","0","1","0","1005906","1"
"1","0","4","0","0","0","100590604","0","0","1.7","1005906","4"
"0","253","5","0","163","1","100590605","0","0.6","0","1005906","1"
"1","0","6","0","0","0","100590606","0","0","1.5","1005906","4"
"0","393","7","0","253","1","100590607","0","0.9","0","1005906","1"
"1","0","8","0","0","0","100590608","0","0","1.5","1005906","4"
"0","146","9","0","0","2","100590609","0","1.6","0","1005906","1"
"1","0","10","0","0","0","100590610","0","0","3.6","1005906","4"
"0","0","11","vo_ske","0","0","100590611","vo_ske_1102","0","0","1005906","2"
"0","308","12","0","146","2","100590612","0","0.9","0","1005906","1"
"1","0","13","0","0","0","100590613","0","0","1.8","1005906","4"
"0","415","14","0","308","2","100590614","0","0.7","0","1005906","1"
"1","0","15","0","0","0","100590615","0","0","1.9","1005906","4"
"0","415","16","0","415","2","100590616","0","0.2","0","1005906","1"
"1","0","17","0","0","0","100590617","0","0","1.5","1005906","4"
"0","165","18","0","0","3","100590618","0","2.1","0","1005906","1"
"1","0","19","0","0","0","100590619","0","0","4.1","1005906","4"
"0","0","20","vo_ske","0","0","100590620","vo_ske_1103","0","0","1005906","2"
"0","387","21","0","165","3","100590621","0","1.7","0","1005906","1"
"1","0","22","0","0","0","100590622","0","0","2.5","1005906","4"
"0","179","23","0","0","4","100590623","0","1.197","0","1005906","1"
"1","0","24","0","0","0","100590624","0","0","1.72","1005906","4"
"0","347","25","0","179","4","100590625","0","1.735","0","1005906","1"
"1","0","26","0","0","0","100590626","0","0","4.154","1005906","4"
"0","0","27","vo_ske","0","0","100590627","vo_ske_1104","0","0","1005906","2"
"0","230","28","0","0","5","100590628","0","2.4","0","1005906","1"
"1","0","29","0","0","0","100590629","0","0","3.1","1005906","4"
"0","415","30","0","230","5","100590630","0","0.7","0","1005906","1"
"1","0","31","0","0","0","100590631","0","0","0.7","1005906","4"
"0","163","32","0","0","6","100590632","0","1.2","0","1005906","1"
"1","0","33","0","0","0","100590633","0","0","1.8","1005906","4"
"0","360","34","0","163","6","100590634","0","1.2","0","1005906","1"
"1","0","35","0","0","0","100590635","0","0","3.8","1005906","4"
"0","0","36","vo_ske","0","0","100590636","vo_ske_1105","0","0","1005906","2"
"0","274","37","0","0","7","100590637","0","0.8","0","1005906","1"
"1","0","38","0","0","0","100590638","0","0","1.4","1005906","4"
"0","290","39","0","0","8","100590639","0","1.1","0","1005906","1"
"1","0","40","0","0","0","100590640","0","0","2.1","1005906","4"
"0","415","41","0","290","8","100590641","0","1.3","0","1005906","1"
"1","0","42","0","0","0","100590642","0","0","1.3","1005906","4"
"0","415","43","0","415","8","100590643","0","0.4","0","1005906","1"
"1","0","44","0","0","0","100590644","0","0","1.9","1005906","4"
"0","415","45","0","415","8","100590645","0","1.152","0","1005906","1"
"1","0","46","0","0","0","100590646","0","0","1.561","1005906","4"
"0","415","47","0","415","8","100590647","0","1.273","0","1005906","1"
"1","0","48","0","0","0","100590648","0","0","3.32","1005906","4"
"0","0","49","vo_ske","0","0","100590649","vo_ske_1106","0","0","1005906","2"
"0","300","50","0","0","9","100590650","0","2.7","0","1005906","1"
"1","0","51","0","0","0","100590651","0","0","3.8","1005906","4"
"0","157","52","0","0","10","100590652","0","0.894","0","1005906","1"
"1","0","53","0","0","0","100590653","0","0","1.455","1005906","4"
"0","263","54","0","157","10","100590654","0","1.334","0","1005906","1"
"1","0","55","0","0","0","100590655","0","0","3.699","1005906","4"
"0","0","56","vo_ske","0","0","100590656","vo_ske_1107","0","0","1005906","2"
"0","210","57","0","0","11","100590657","0","1.7","0","1005906","1"
"1","0","58","0","0","0","100590658","0","0","2.8","1005906","4"
"0","218","59","0","0","12","100590659","0","1.364","0","1005906","1"
"1","0","60","0","0","0","100590660","0","0","3.365","1005906","4"
"0","0","61","vo_ske","0","0","100590661","vo_ske_1108","0","0","1005906","2"
"0","85","62","0","0","13","100590662","0","0.6","0","1005906","1"
"1","0","63","0","0","0","100590663","0","0","2.4","1005906","4"
"0","0","64","vo_ske","0","0","100590664","vo_ske_1109","0","0","1005906","2"
"0","125","65","0","0","14","100590665","0","1","0","1005906","1"
"1","0","66","0","0","0","100590666","0","0","2","1005906","4"
"0","266","67","0","125","14","100590667","0","1","0","1005906","1"
"1","0","68","0","0","0","100590668","0","0","3.5","1005906","4"
