78cdf4fbb9b741c5d2516886017f78beae27cd2b59a96e2936d0276a27df3845,459a03c096f4993b7e38585b4fb5cd2426e050414712e9a84e9caa5b3c0b74c8,4b6411dbe81097a27d65059172ab71de3008335c635da8dde94f9a6c81ae3435,47137a8d54ef825958d091c7694f5cf9eab55fa6cb31b823729937faa279f716,083b657c1d4f3695a445755acb2bf45640fd205ecc3a7f491063a7fd006b3b83,13cf9606d14b3450586fd5cc9eacda58820aad7962d5a8c66f831a8a92b57e0b,a15f7a02e6bd47ec38bef23d0ba03025b2b7cfefdbcc8661b166ba2e4b013920,abaa51b8679669354d7b7f20fcefd7223541ba4c7e001379c0332766f896d1cf,1ede4603061ae1428aef10b8b56ab955e467014218b140f7234d7fed82b60b41,8e475ca11bf18926ab3a89590a3ede74b7df9354ba11eb356194bf8815ec852a,f69a309bd477e2c13f26ca071ecaf55431f240560996d93fdcbbfbc386c1458a
"2","-219","","12","124531","1010804034","","1010804","","2","-345"
"2","-360","","12","2","1010804035","","1010804","","2","130"
"93","","","","2.5","1010804036","","1010804","","","0"
"3","1","","","124531","1010804037","0.3","1010804","","","dsb_idle_surprise1"
"21","0","","","vo_dsb_1010804","1010804038","","1010804","","0","vo_dsb_4002"
"11","10","0.2","1","124531","1010804039","0","1010804","0","1","（她……\n好像一直靜靜的～\n是電擊太強了嗎？）"
"91","","","","0","1010804040","","1010804","","",""
"3","1","","","124531","1010804041","0.2","1010804","","","dsb_talk_wish"
"21","0","","","vo_dsb_1010804","1010804042","","1010804","","0","vo_dsb_4003"
"11","10","0.2","1","124531","1010804043","0","1010804","0","1","客人～\n水溫和電擊程度如何呢～"
"91","","","","0","1010804044","","1010804","","",""
"3","1","","","124531","1010804045","0.2","1010804","","","dsb_idle_wish"
"3","1","","","2","1010804046","0.5","1010804","","","dsb_kuka_idle_relax"
"22","","","","0","1010804047","","1010804","","","0"
"21","0","","","vo_dsb_1010804","1010804048","","1010804","","0.9","vo_dsb_4004"
"11","10","0.2","1","2","1010804049","0","1010804","0","1","……太、"
"91","","","","0","1010804050","","1010804","","",""
"3","1","","","124531","1010804051","0.2","1010804","","","dsb_idle_wish_normal2"
"21","0","","","vo_dsb_1010804","1010804052","","1010804","","0","vo_dsb_4005"
"11","10","0.2","1","124531","1010804053","0","1010804","0","1","太？"
"91","","","","0","1010804054","","1010804","","",""
"3","1","","","124531","1010804055","0.2","1010804","","","dsb_idle_wish_surprise"
"3","0","","1","2","1010804056","0.3","1010804","0.3","dsb_kuka_idle_dere2","dsb_kuka_ecstasy"
"21","0","","","vo_dsb_1010804","1010804057","","1010804","","0","vo_dsb_4006"
"11","10","0.2","1","2","1010804058","0","1010804","0","1","太舒服了～～！！"
"91","","","","0","1010804059","","1010804","","",""
"3","1","","","124531","1010804060","0.2","1010804","","","dsb_idle_wish"
"3","1","","","2","1010804061","0.5","1010804","","","dsb_kuka_talk_sad_dere"
"21","0","","","vo_dsb_1010804","1010804062","","1010804","","0","vo_dsb_4007"
"11","10","0.2","1","2","1010804063","0","1010804","0","1","這種甜美的酥麻感\n真叫人欲罷不能～♪\n啊噫！唔嗯！啊嗚嗚嗚！"
"93","","","","6.2","1010804064","","1010804","","","1"
"3","0","","1","2","1010804065","0","1010804","0.5","dsb_talk_sad2","dsb_kuka_electric"
"91","","","","1010804063","1010804066","","1010804","","",""
"3","1","","","124531","1010804067","0.2","1010804","","","dsb_talk_joy3_nervous"
"21","0","","","vo_dsb_1010804","1010804068","","1010804","","0","vo_dsb_4008"
"11","10","0.2","1","124531","1010804069","0","1010804","0","1","嗯嗯，妳很用心在享受呢～\n雖然感覺\n和享受溫泉不太一樣……\n不過既然妳喜歡那就好☆"
"91","","","","0","1010804070","","1010804","","",""
"3","1","","","124531","1010804071","0.2","1010804","","","dsb_idle_joy3"
"3","1","","","2","1010804072","0.5","1010804","","","dsb_kuka_wish1"
"21","0","","","vo_dsb_1010804","1010804073","","1010804","","0","vo_dsb_4009"
"11","10","0.2","1","2","1010804074","0","1010804","0","1","小老闆娘！\n再來……再給空花更多刺激！\n請讓空花激烈地麻痺～！！"
"93","","","","5","1010804075","","1010804","","","1"
"3","1","","","2","1010804076","0.2","1010804","","","dsb_kuka_wish2"
"91","","","","1010804074","1010804077","","1010804","","",""
"3","1","","","124531","1010804078","0.2","1010804","","","dsb_talk_joy3"
"21","0","","","vo_dsb_1010804","1010804079","","1010804","","0","vo_dsb_4010"
"11","10","0.2","1","124531","1010804080","0","1010804","0","1","我明白了～♪\n嘿～☆"
"91","","","","0","1010804081","","1010804","","",""
"22","","","","0","1010804082","","1010804","","","0"
"23","0","","","se_10044200","1010804083","","1010804","","","se_10044200_homare_movement"
"3","1","","","2","1010804084","0.2","1010804","","","dsb_kuka_wish3"
"3","0","","1","124531","1010804085","0.1","1010804","0","dsb_attack_loop","dsb_attack_in"
"3","0","","1","99","1010804086","0","1010804","0","dsb_attack_loop","dsb_attack_in"
"32","","","","44","1010804087","","1010804","","","1"
"93","","","","1.4","1010804088","","1010804","","","0"
"32","","","","30","1010804089","","1010804","","","0"
"32","","","","43","1010804090","","1010804","","","0"
"32","","","","45","1010804091","","1010804","","","1"
"32","","","","43","1010804092","","1010804","","","0"
"32","","","","46","1010804093","","1010804","","","1"
"122","3.1","","","20","1010804094","","1010804","","","20"
"23","0","","","se_10044200","1010804095","","1010804","","","se_10044200_thunder"
"21","0","","","vo_dsb_1010804","1010804096","","1010804","","0","vo_dsb_4011"
"11","5","0","0","2","1010804097","0","1010804","0","0","啊啊啊啊啊嗯！！"
"93","","","","0.1","1010804098","","1010804","","","0"
"3","0","","","2","1010804099","0","1010804","","","dsb_empty"
"93","","","","3","1010804100","","1010804","","","0"
"122","0.5","","","20","1010804101","","1010804","","","20"
"32","","","","30","1010804102","","1010804","","","1"
"32","","","","43","1010804103","","1010804","","","1"
"32","","","","45","1010804104","","1010804","","","0"
"32","","","","47","1010804105","","1010804","","","1"
"23","0","","","se_10044200","1010804106","","1010804","","","se_10044200_poof"
"3","1","","","2","1010804107","0","1010804","","","dsb_kuka_damage_gaku"
"93","","","","1","1010804108","","1010804","","","0"
"3","0","","1","124531","1010804109","0.1","1010804","0.2","dsb_talk_surprise","dsb_attack_out"
"3","0","","0","99","1010804110","0.1","1010804","0","dsb_empty","dsb_attack_out"
"21","0","","","vo_dsb_1010804","1010804111","","1010804","","0","vo_dsb_4012"
"11","10","0.2","1","124531","1010804112","0","1010804","0","1","啊。\n服務有～點過頭了……\n是嗎？"
"91","","","","0","1010804113","","1010804","","",""
"22","","","","0","1010804114","","1010804","","","0"
"3","1","","","124531","1010804115","0.2","1010804","","","dsb_idle_surprise1"
"3","0","","1","2","1010804116","0.1","1010804","0","dsb_kuka_damage_dere2_loop","dsb_kuka_damage_dere2_in"
"93","","","","0.3","1010804117","","1010804","","","0"
"32","","","","47","1010804118","","1010804","","","0"
"32","","","","48","1010804119","","1010804","","","1"
"23","0","","","se_adv_emote_heart_01","1010804120","","1010804","","","se_adv_emote_heart_01"
"93","","","","1","1010804121","","1010804","","","0"
"21","0","","","vo_dsb_1010804","1010804122","","1010804","","0","vo_dsb_4013"
"11","10","0.2","1","2","1010804123","0","1010804","0","1","……嘻嘻。\n嘻嘻嘻嘻嘻……\n空花對溫泉……覺醒了……\n流口水。"
"91","","","","0","1010804124","","1010804","","",""
"3","1","","","2","1010804125","0.2","1010804","","","dsb_kuka_damage_dead"
"3","1","","","124531","1010804126","0.2","1010804","","","dsb_talk_joy3"
"21","0","","","vo_dsb_1010804","1010804127","","1010804","","0","vo_dsb_4014"
"11","10","0.2","1","124531","1010804128","0","1010804","0","1","太好了～看來妳沒事。\n話說……\n剛才那種威力妳還開心得起來～\n……妳比傳聞中還厲害喔，空花♪"
"91","","","","0","1010804129","","1010804","","",""
"3","1","","","124531","1010804130","0.2","1010804","","","dsb_idle_joy3"
"93","","","","0.3","1010804131","","1010804","","","0"
"5","70","dsb_idle_normal","-345","12","1010805001","2","1010805","0","-165","1"
"5","70","dsb_idle_normal_joy","-345","3","1010805002","2","1010805","1","165","2"
"31","0","","1","1","1010805003","1","1010805","","0","1"
"31","0","","1","3","1010805004","1","1010805","","0","3"
"31","0","","1","4","1010805005","1","1010805","","0","4"
"31","0","","1","13","1010805006","1","1010805","","0","10"
"31","0","","1","23","1010805007","1","1010805","","0","20"
"31","155","","1","33","1010805008","1","1010805","","-168","30"
"31","-155","","1","33","1010805009","1","1010805","","-168","31"
"13","","","","1","1010805010","","1010805","","","170"
"13","","","","2","1010805011","","1010805","","","170"
"91","","","","0","1010805012","","1010805","","",""
"23","1","","","se_10044200","1010805013","","1010805","","","se_10044200_cmn_amb"
"23","0","","","se_10044200","1010805014","","1010805","","","se_10044200_cmn_steam"
"93","","","","6.1","1010805015","","1010805","","","0"
"23","1","","","se_10044200","1010805016","","1010805","","","se_10044200_hotspring_03"
"93","","","","1.4","1010805017","","1010805","","","0"
"3","0","","1","2","1010805018","0.5","1010805","0.5","dsb_talk_arm_crossed_joy_loop","dsb_talk_arm_crossed_joy"
"21","0","","","vo_dsb_1010805","1010805019","","1010805","","0","vo_dsb_5001"
"11","10","0.2","1","2","1010805020","0","1010805","0","1","呼……\n不愧是精靈之森的藥草。\n身上的疲勞一下子就消除了。"
"91","","","","0","1010805021","","1010805","","",""
"3","1","","","2","1010805022","0.5","1010805","","","dsb_idle_arm_joy_crossed"
"3","1","","","1","1010805023","0.5","1010805","","","dsb_talk_joy3"
"21","0","","","vo_dsb_1010805","1010805024","","1010805","","0","vo_dsb_5002"
"11","10","0.2","1","1","1010805025","0","1010805","0","1","妳喜歡就好～♪\n其實這個藥草上\n還施加了治癒的魔法。"
"91","","","","0","1010805026","","1010805","","",""
"3","1","","","1","1010805027","0.5","1010805","","","dsb_idle_normal"
"3","1","","","2","1010805028","0.5","1010805","","","dsb_talk_arm_crossed_normal2_loop"
"21","0","","","vo_dsb_1010805","1010805029","","1010805","","0","vo_dsb_5003"
"11","10","0.2","1","2","1010805030","0","1010805","0","1","原來如此……\n所以才對消除疲勞這麼有效啊。\n進一步加強原已出色的功效……\n嗯嗯，真有效率！"
"91","","","","0","1010805031","","1010805","","",""
"3","1","","","2","1010805032","0.5","1010805","","","dsb_talk_doya_Ex1_loop"
"21","0","","","vo_dsb_1010805","1010805033","","1010805","","0","vo_dsb_5004"
"11","10","0.2","1","2","1010805034","0","1010805","0","1","多虧妳，我可以充滿幹勁地工作了！\n現在馬上就能打拚！\n我要趕快從浴池裡起來\n去找臨時打工！"
"91","","","","0","1010805035","","1010805","","",""
"23","0","","","se_10044200","1010805036","","1010805","","","se_10044200_get_out_water"
"3","0","","1","2","1010805037","0.2","1010805","0.2","dsb_stand_up_loop","dsb_stand_up_in"
"3","1","","","1","1010805038","0.5","1010805","","","dsb_talk_surprise1_misato"
"21","0","","","vo_dsb_1010805","1010805039","","1010805","","0","vo_dsb_5005"
"11","10","0.2","1","1","1010805040","0","1010805","0","1","哎呀，妳不泡了嗎？\n難得來泡溫泉，\n要不要再好好放鬆一下？"
"91","","","","0","1010805041","","1010805","","",""
"3","1","","","1","1010805042","0.5","1010805","","","dsb_idle_surprise1_misato"
"3","1","","","2","1010805043","0.5","1010805","","","dsb_stand_talk_normal2"
"21","0","","","vo_dsb_1010805","1010805044","","1010805","","0","vo_dsb_5006"
"11","10","0.2","1","2","1010805045","0","1010805","0","1","我的疲勞已經徹底消除了。\n泡太久反而\n會浪費時間。\n時間就是金錢啊！"
"91","","","","0","1010805046","","1010805","","",""
"3","1","","","2","1010805047","0.5","1010805","","","dsb_stand_up_loop"
"3","1","","","1","1010805048","0.5","1010805","","","dsb_talk_sad2_blink2"
"21","0","","","vo_dsb_1010805","1010805049","","1010805","","0","vo_dsb_5007"
"11","10","0.2","1","1","1010805050","0","1010805","0","1","時間就是金錢……\n是呀，\n這樣想也對呢～"
"91","","","","0","1010805051","","1010805","","",""
"3","1","","","1","1010805052","0.5","1010805","","","dsb_talk_worry_misato"
"21","0","","","vo_dsb_1010805","1010805053","","1010805","","0","vo_dsb_5008"
"11","10","0.2","1","1","1010805054","0","1010805","0","1","不過……\n偶爾奢侈地揮霍時間\n也不錯吧？"
"91","","","","0","1010805055","","1010805","","",""
"3","1","","","2","1010805056","0.2","1010805","","","dsb_stand_wish_surprise_idle"
"21","0","","","vo_dsb_1010805","1010805057","","1010805","","0","vo_dsb_5009"
"11","10","0.2","1","2","1010805058","0","1010805","0","1","咦？"
"91","","","","0","1010805059","","1010805","","",""
"3","1","","","1","1010805060","0.2","1010805","","","dsb_talk_wish_nervous"
"21","0","","","vo_dsb_1010805","1010805061","","1010805","","0","vo_dsb_5010"
"11","10","0.2","1","1","1010805062","0","1010805","0","1","不只是身體會累積疲勞。\n要是神經太緊繃，\n心也會疲累的。"
"91","","","","0","1010805063","","1010805","","",""
"3","1","","","1","1010805064","0.5","1010805","","","dsb_misato_talk_sad2_dere"
"21","0","","","vo_dsb_1010805","1010805065","","1010805","","0","vo_dsb_5011"
"11","10","0.2","1","1","1010805066","0","1010805","0","1","治療這種眼睛看不見的地方\n也很重要……\n這是我的想法♪"
"91","","","","0","1010805067","","1010805","","",""
"3","1","","","1","1010805068","0.5","1010805","","","dsb_idle_normal_misato"
"3","1","","","2","1010805069","0.2","1010805","","","dsb_stand_thinking"
"21","0","","","vo_dsb_1010805","1010805070","","1010805","","0","vo_dsb_5012"
"11","10","0.2","1","2","1010805071","0","1010805","0","1","確、確實……\n也可以這麼想。\n都大老遠來到大江戶了，\n也許該好好運用這個機會……"
"91","","","","0","1010805072","","1010805","","",""
"3","0","","1","2","1010805073","0.2","1010805","0.5","dsb_stand_talk_guts_loop","dsb_stand_talk_guts"
"22","","","","0","1010805074","","1010805","","","0"
"21","0","","","vo_dsb_1010805","1010805075","","1010805","","0.9","vo_dsb_5013"
"11","10","0.2","1","2","1010805076","0","1010805","0","1","……也好。\n充分運用大把時間\n讓自己徹底放鬆！\n這也算是必要花費！"
"91","","","","0","1010805077","","1010805","","",""
"23","0","","","se_10044200","1010805078","","1010805","","","se_10044200_get_out_water"
"3","0","","1","2","1010805079","0.5","1010805","0.5","dsb_stand_sitdown_loop","dsb_stand_sitdown_in"
"3","1","","","1","1010805080","0.5","1010805","","","dsb_talk_joy3"
"21","0","","","vo_dsb_1010805","1010805081","","1010805","","0","vo_dsb_5014"
"11","10","0.2","1","1","1010805082","0","1010805","0","1","嗯呵呵，這就對了～\n溫泉就是讓人悠～哉放鬆的地方。\n請慢慢享受♪"
"91","","","","0","1010805083","","1010805","","",""
"93","","","","0.3","1010805084","","1010805","","","0"
"5","70","dsb_idle_normal","-345","11","1010806001","2","1010806","0","-165","1"
"5","70","dsb_idle_relax","-345","8","1010806002","2","1010806","1","165","2"
"31","0","","1","1","1010806003","1","1010806","","0","1"
"31","0","","1","3","1010806004","1","1010806","","0","3"
"31","0","","1","4","1010806005","1","1010806","","0","4"
"31","0","","1","18","1010806006","1","1010806","","0","10"
"31","0","","1","28","1010806007","1","1010806","","0","20"
"31","155","","1","38","1010806008","1","1010806","","-168","30"
"31","-155","","1","38","1010806009","1","1010806","","-168","31"
"13","","","","1","1010806010","","1010806","","","170"
"13","","","","2","1010806011","","1010806","","","170"
"91","","","","0","1010806012","","1010806","","",""
"23","1","","","se_10044200","1010806013","","1010806","","","se_10044200_cmn_amb"
"23","0","","","se_10044200","1010806014","","1010806","","","se_10044200_cmn_steam"
"93","","","","6","1010806015","","1010806","","","0"
"23","1","","","se_10044200","1010806016","","1010806","","","se_10044200_hotspring_08"
"93","","","","1.5","1010806017","","1010806","","","0"
"3","1","","","2","1010806018","0.5","1010806","","","dsb_talk_memory_nervous"
"21","0","","","vo_dsb_1010806","1010806019","","1010806","","0","vo_dsb_6001"
"11","10","0.2","1","2","1010806020","0","1010806","0","1","啊啊啊啊啊～～！\n燃燒！\n我的脂肪在燃燒啊～！"
"91","","","","0","1010806021","","1010806","","",""
"3","0","","1","2","1010806022","0.5","1010806","0.5","dsb_talk_guts_pain_loop","dsb_talk_guts_pain"
"21","0","","","vo_dsb_1010806","1010806023","","1010806","","0","vo_dsb_6002"
"11","10","0.2","1","2","1010806024","0","1010806","0","1","過度勞動的壓力造成的食慾！\n食慾帶來的贅肉！\n這種中飽私囊的自肥行為恕我拒絕！\n讓我痛快地跟你們算總帳吧～！！"
"91","","","","0","1010806025","","1010806","","",""
"3","1","","","2","1010806026","0.5","1010806","","","dsb_idle_guts_pain"
"3","1","","","1","1010806027","0.5","1010806","","","dsb_talk_normal_joy"
"21","0","","","vo_dsb_1010806","1010806028","","1010806","","0","vo_dsb_6003"
"11","10","0.2","1","1","1010806029","0","1010806","0","1","要注意泡溫泉的時間喔。\n因為它燃燒脂肪的效果很好……\n泡過頭可就糟了。"
"91","","","","0","1010806030","","1010806","","",""
"3","1","","","1","1010806031","0.5","1010806","","","dsb_idle_normal"
"3","1","","","2","1010806032","0.5","1010806","","","dsb_talk_normal"
"21","0","","","vo_dsb_1010806","1010806033","","1010806","","0","vo_dsb_6004"
"11","10","0.2","1","2","1010806034","0","1010806","0","1","嗯，嗯！當然了！\n話說……妳能在短時間內\n準備好這樣的溫泉。\n不愧是「獨眼惡魔」呀。"
"91","","","","0","1010806035","","1010806","","",""
"3","1","","","2","1010806036","0.5","1010806","","","dsb_idle_normal"
"3","1","","","1","1010806037","0.5","1010806","","","dsb_talk_sad2_surprise"
"21","0","","","vo_dsb_1010806","1010806038","","1010806","","0","vo_dsb_6005"
"11","10","0.2","1","1","1010806039","0","1010806","0","1","謝謝誇獎。\n雖然……\n我只不過是完成妳的委託而已。"
"91","","","","0","1010806040","","1010806","","",""
"3","1","","","1","1010806041","0.5","1010806","","","dsb_idle_sad_talk1"
"3","1","","","2","1010806042","0.5","1010806","","","dsb_talk_normal_dere2"
"21","0","","","vo_dsb_1010806","1010806043","","1010806","","0","vo_dsb_6006"
"11","10","0.2","1","2","1010806044","0","1010806","0","1","哎呀呀妳真是謙虛。\n要是妳多讓我逮到些弱點，\n我就能輕鬆多了。"
"91","","","","0","1010806045","","1010806","","",""
"3","1","","","2","1010806046","0.5","1010806","","","dsb_idle_normal"
"3","1","","","1","1010806047","0.5","1010806","","","dsb_talk_normal_suprise1"
"21","0","","","vo_dsb_1010806","1010806048","","1010806","","0","vo_dsb_6007"
"11","10","0.2","1","1","1010806049","0","1010806","0","1","我只會讓病患感到輕鬆好過喔。\n不包括做生意的客戶。"
"91","","","","0","1010806050","","1010806","","",""
"3","1","","","1","1010806051","0.5","1010806","","","dsb_idle_normal"
"3","1","","","2","1010806052","0.5","1010806","","","dsb_talk_thinking_dere"
"21","0","","","vo_dsb_1010806","1010806053","","1010806","","0","vo_dsb_6008"
"11","10","0.2","1","2","1010806054","0","1010806","0","1","哎呀呀呀，\n好嚴厲、好可怕。\n嚇得我一身冷汗啊～\n已經汗流如注了……嗯嗯？"
"91","","","","0","1010806055","","1010806","","",""
"3","1","","","2","1010806056","0.3","1010806","","","dsb_talk_worry_anger"
"21","0","","","vo_dsb_1010806","1010806057","","1010806","","0","vo_dsb_6009"
"11","10","0.2","1","2","1010806058","0","1010806","0","1","這流汗量……\n是不是怪怪的？\n就算這泉水的出汗作用\n再怎麼好，這也……"
"91","","","","0","1010806059","","1010806","","",""
"3","1","","","2","1010806060","0.5","1010806","","","dsb_talk_surprise3"
"21","0","","","vo_dsb_1010806","1010806061","","1010806","","0","vo_dsb_6010"
"11","10","0.2","1","2","1010806062","0","1010806","0","1","而且……\n是錯覺嗎？\n總覺得皮膚有種刺痛感……"
"91","","","","0","1010806063","","1010806","","",""
"3","1","","","2","1010806064","0.5","1010806","","","dsb_idle_surprise1_sjhy2"
"3","1","","","1","1010806065","0.5","1010806","","","dsb_talk_nerrvous"
"22","","","","0","1010806066","","1010806","","","0"
"21","0","","","vo_dsb_1010806","1010806067","","1010806","","0.9","vo_dsb_6011"
"11","10","0.2","1","1","1010806068","0","1010806","0","1","……我說，克蕾琪塔。\n妳跑來這裡泡溫泉，\n卻騙秘書說要出差對吧？"
"91","","","","0","1010806069","","1010806","","",""
"3","1","","","1","1010806070","0.5","1010806","","","dsb_idle_normal"
"3","0","","1","2","1010806071","0.5","1010806","0.5","dsb_shock_credita_loop","dsb_shock_credita_in"
"21","0","","","vo_dsb_1010806","1010806072","","1010806","","0","vo_dsb_6012"
"11","10","0.2","1","2","1010806073","0","1010806","0","1","唔唔唔唔呃？\n妳怎麼知道！？"
"91","","","","0","1010806074","","1010806","","",""
"3","1","","","2","1010806075","0.5","1010806","","","dsb_idle_joy_sad"
"3","1","","","1","1010806076","0.5","1010806","","","dsb_talk_normal_joy"
"21","0","","","vo_dsb_1010806","1010806077","","1010806","","0","vo_dsb_6013"
"11","10","0.2","1","1","1010806078","0","1010806","0","1","是秘書委託我的喔？\n……說想懲罰妳\n提出假申請。\n所以……"
"91","","","","0","1010806079","","1010806","","",""
"3","1","","","1","1010806080","0.5","1010806","","","dsb_talk_sad2_talkjoy2"
"21","0","","","vo_dsb_1010806","1010806081","","1010806","","0","vo_dsb_6014"
"11","10","0.2","1","1","1010806082","0","1010806","0","1","我把這座溫泉……\n調得更刺激點了。\n我放了很～多辣椒喔。"
"91","","","","0","1010806083","","1010806","","",""
"3","1","","","1","1010806084","0.5","1010806","","","dsb_idle_sad_talkjoy2"
"3","0","","1","2","1010806085","0.5","1010806","0.5","dsb_talk_surprise_credita","dsb_surprise_credita"
"21","0","","","vo_dsb_1010806","1010806086","","1010806","","0","vo_dsb_6015"
"11","10","0.2","1","2","1010806087","0","1010806","0","1","什麼……！？\n妳居然放了那種東西～！！"
"91","","","","0","1010806088","","1010806","","",""
"3","1","","","2","1010806089","0.5","1010806","","","dsb_idle_joy_sad"
"3","1","","","1","1010806090","0.5","1010806","","","dsb_talk_surprise1_normal2"
"21","0","","","vo_dsb_1010806","1010806091","","1010806","","0","vo_dsb_6016"
"11","10","0.2","1","1","1010806092","0","1010806","0","1","啊，別擔心。\n它確實有燃燒脂肪的效果。\n而且我也常常泡。\n不會危害健康的。"
"91","","","","0","1010806093","","1010806","","",""
"3","1","","","1","1010806094","0.5","1010806","","","dsb_idle_surprise1_sjhy"
"3","1","","","2","1010806095","0.3","1010806","","","dsb_hot_dead"
"21","0","","","vo_dsb_1010806","1010806096","","1010806","","0","vo_dsb_6017"
"11","10","0.2","1","2","1010806097","0","1010806","0","1","就算是這樣……啊啊！！\n眼睛！辣到！眼睛了！\n嗚嗚嗚……可是既然酬勞都付出去了，\n我就必須充分地使用到底～！！！"
"91","","","","0","1010806098","","1010806","","",""
"3","1","","","1","1010806099","0.3","1010806","","","dsb_talk_thinking_surprise"
"21","0","","","vo_dsb_1010806","1010806100","","1010806","","0","vo_dsb_6018"
"11","10","0.2","1","1","1010806101","0","1010806","0","1","不會半途而廢，\n真不愧是生意人……\n這般下定決心地計較損益，\n妳真不是浪得虛名啊……！"
"91","","","","0","1010806102","","1010806","","",""
"93","","","","0.3","1010806103","","1010806","","","0"
"5","70","dsb_idle_normal","-345","10","1010807001","2","1010807","0","-165","1"
"5","70","dsb_idle_relax_dere2","-345","1","1010807002","2","1010807","1","165","2"
"5","70","dsb_lago","-350","10","1010807003","2","1010807","0","-215","99"
"31","0","","1","1","1010807004","1","1010807","","0","1"
"31","0","","1","3","1010807005","1","1010807","","0","3"
"31","0","","1","4","1010807006","1","1010807","","0","4"
"31","0","","1","11","1010807007","1","1010807","","0","10"
"31","0","","1","21","1010807008","1","1010807","","0","20"
"31","155","","1","31","1010807009","1","1010807","","-168","30"
"31","-155","","1","31","1010807010","1","1010807","","-168","31"
"31","-222","","1","41","1010807011","1","1010807","","-175","32"
"13","","","","1","1010807012","","1010807","","","170"
"13","","","","2","1010807013","","1010807","","","170"
"91","","","","0","1010807014","","1010807","","",""
"23","1","","","se_10044200","1010807015","","1010807","","","se_10044200_cmn_amb"
"23","0","","","se_10044200","1010807016","","1010807","","","se_10044200_cmn_steam"
"93","","","","6","1010807017","","1010807","","","0"
"23","1","","","se_10044200","1010807018","","1010807","","","se_10044200_hotspring_01"
"93","","","","1.5","1010807019","","1010807","","","0"
"3","1","","","2","1010807020","0.5","1010807","","","dsb_talk_relax_nervous"
"21","0","","","vo_dsb_1010807","1010807021","","1010807","","0","vo_dsb_7001"
"11","10","0.2","1","2","1010807022","0","1010807","0","1","呼～水溫剛好……♪\n身體放鬆了……\n偶爾泡個溫泉也不錯～"
"91","","","","0","1010807023","","1010807","","",""
"3","1","","","2","1010807024","0.5","1010807","","","dsb_idle_relax_dere2"
"3","1","","","1","1010807025","0.5","1010807","","","dsb_talk_joy3"
"21","0","","","vo_dsb_1010807","1010807026","","1010807","","0","vo_dsb_7002"
"11","10","0.2","1","1","1010807027","0","1010807","0","1","謝謝～☆\n聽妳這麼說，\n身為小老闆娘我也感到很驕傲呢～♪"
"91","","","","0","1010807028","","1010807","","",""
"3","1","","","1","1010807029","0.5","1010807","","","dsb_idle_normal"
"3","1","","","2","1010807030","0.5","1010807","","","dsb_talk_surprise1_joy2"
"21","0","","","vo_dsb_1010807","1010807031","","1010807","","0","vo_dsb_7003"
"11","10","0.2","1","2","1010807032","0","1010807","0","1","嘿，大江戶第一的小老闆娘！\n……呃，是【龍族巢穴】的人！？\n妳怎麼會在這裡！？"
"93","","","","3.2","1010807033","","1010807","","","1"
"3","1","","","2","1010807034","0.5","1010807","","","dsb_talk_surprise2"
"91","","","","1010807032","1010807035","","1010807","","",""
"3","1","","","2","1010807036","0.5","1010807","","","dsb_idle_surprise2"
"3","1","","","1","1010807037","0.5","1010807","","","dsb_talk_joy3"
"21","0","","","vo_dsb_1010807","1010807038","","1010807","","0","vo_dsb_7004"
"11","10","0.2","1","1","1010807039","0","1010807","0","1","哇啊～♪\n是凱留的先裝傻再吐嘈～\n真是如傳聞中犀利的名吐嘈☆"
"91","","","","0","1010807040","","1010807","","",""
"3","1","","","1","1010807041","0.5","1010807","","","dsb_idle_normal"
"3","1","","","2","1010807042","0.5","1010807","","","dsb_talk_sad_shy"
"21","0","","","vo_dsb_1010807","1010807043","","1010807","","0","vo_dsb_7005"
"11","10","0.2","1","2","1010807044","0","1010807","0","1","誰在傳這種事啊！？\n真是……\n如果要傳，我真希望\n是傳些更像樣的事。"
"91","","","","0","1010807045","","1010807","","",""
"3","1","","","2","1010807046","0.5","1010807","","","dsb_idle_sad"
"3","1","","","1","1010807047","0.5","1010807","","","dsb_talk_thinking_joy"
"21","0","","","vo_dsb_1010807","1010807048","","1010807","","0","vo_dsb_7006"
"11","10","0.2","1","1","1010807049","0","1010807","0","1","人嘴封不住呀～\n……凱留應該\n也聽過這裡的傳聞吧？"
"91","","","","0","1010807050","","1010807","","",""
"3","1","","","1","1010807051","0.5","1010807","","","dsb_idle_arm_crossed"
"3","0","","1","2","1010807052","0.3","1010807","0.5","dsb_talk_arm_crossed_normal2_loop","dsb_talk_arm_crossed_normal2"
"21","0","","","vo_dsb_1010807","1010807053","","1010807","","0","vo_dsb_7007"
"11","10","0.2","1","2","1010807054","0","1010807","0","1","算有吧。\n聽說這裡有能恢復魔力的溫泉，\n還有……好像也能讓肌膚更彈嫩？\n我是沒有很在意啦。"
"93","","","","5.9","1010807055","","1010807","","","1"
"3","1","","","2","1010807056","0.5","1010807","","","dsb_talk_arm_crossed_surprise_loop"
"91","","","","1010807054","1010807057","","1010807","","",""
"3","1","","","2","1010807058","0.5","1010807","","","dsb_talk_arm_crossed_joy_loop"
"21","0","","","vo_dsb_1010807","1010807059","","1010807","","0","vo_dsb_7008"
"11","10","0.2","1","2","1010807060","0","1010807","0","1","的確感到魔力\n一點一點在恢復……\n這泉水黏黏滑滑的，\n感覺對皮膚也很好。"
"91","","","","0","1010807061","","1010807","","",""
