69aec0c591b78dfacc136d5475fc06ce2cca2e7fcdd5c0402b6606be89e403ab,7db8b19c3e49f6a34138584a588b867579135ed14360bd9abcc1752a3a54b492,8df1fd54929d1a47f03b859d5561e9e023463997942afb8abe82c04d2c89c8a2,f5be549b4755ccdaedf33772bee660864762ca20b06ebed6c2165357bb18c5c2,f51465341dbf02b59b4f21553ea5bf9a0b451ec45eadc2538d16f66ca182fcf5,6023ab2ba89b8d4c47456401a52d9a14bc45c82831eaf5f815e887b412f2e027,5f3fcd71532ae4fee012072ca95b7e124fbc2e74ca86b63d1a36c19ef5fe027d,fa0a2feec9fad3afbde371dd853fe9c7a7a3929a75c3b1b3891b6236902b03ab,79a79405817cdbd31a2f04c13b8c9b8ed2a1072cf23342f62c405b83164acd5b,f9f2509ca184ea8a7fba0da140a9d1ac09151e5bb38ab4d53202d7fd44732a66,8215dc52e11f1c352c17f0aa136fc3a8c7ad5c1782fdcd688cf372de9342acdf,95c13a72ec45884b36324f0199ec901b3217e99e49a4513967dcad978b818981,58dc2fe0fe01c4becbb4a2492af1646c4b20961a640ebab8f6644289e8a57073,ead0f6999a64663d27eea81ec5b43cee6b177daad9795c2f2815d5a421a64bbe,80fbb56a28d0cb854076f0a1d148ad88a1ec0c6fd2f9dd80c70af7577a4de3d5,d9f1fa505426349883d71ec4c3c9787aada6a54afec0b1a7c883b8a05742d993,2a15a94924b769e629b2888d0f1106d05d4c18f2c1a82f97bba24633208843e9,efef0dbd150bc7e3203f81287e37a51555a2907d8602e0ecabb4d18160831ab4,4d39914288e0a1a2e63efa51b2a2835717f8bd45caff23e1632a2460a3b6a3c4
"4950","0","45","44164","2138","107801","0","0","17","36","1080","142","268","6","0","0","0","22","384"
"65","0","0","0","0","107901","0","0","0","2","100","2","0","0","1","20","0","0","0"
"160","0","0","0","0","107901","0","0","0","3","150","6","0","0","3","73","0","0","5"
"375","0","0","0","0","107901","0","0","0","4","320","9","2","0","5","175","0","0","30"
"800","0","10","0","0","107901","0","0","0","5","480","16","5","0","11","293","0","0","50"
"1215","0","10","0","0","107901","0","0","0","6","870","24","6","3","15","517","0","0","50"
"1535","0","10","0","0","107901","0","0","0","7","1710","30","8","6","19","780","0","0","75"
"2015","0","10","0","0","107901","0","0","0","8","2570","38","10","9","19","1097","0","0","100"
"2480","10","10","0","0","107901","0","0","0","9","3020","53","20","9","26","1416","0","5","100"
"3260","30","10","0","0","107901","0","0","0","10","3320","72","35","9","27","1726","5","10","100"
"3880","82","30","0","0","107901","0","0","0","11","3620","75","42","9","32","2137","10","10","100"
"4310","140","30","0","0","107901","0","0","0","12","4020","87","45","9","36","2554","30","12","100"
"4660","199","30","0","0","107901","0","0","0","13","4140","97","53","9","36","3013","50","14","125"
"4990","282","30","0","0","107901","0","0","0","14","4260","108","67","9","38","3508","50","14","156"
"5100","396","30","0","0","107901","0","0","0","15","4260","118","75","9","38","4115","50","14","162"
"5100","508","30","0","0","107901","0","0","0","16","4260","131","81","9","38","4760","53","14","162"
"5150","619","30","0","0","107901","0","0","0","17","4260","145","87","9","38","5428","60","14","162"
"5200","770","30","0","0","107901","0","0","0","18","4260","157","96","9","40","6143","64","14","162"
"5545","927","30","0","0","107901","0","0","0","19","4260","167","105","9","42","6955","64","14","162"
"5990","1045","30","0","0","107901","0","0","0","20","4260","177","115","9","47","7849","64","14","162"
"6245","1192","30","0","0","107901","0","0","0","21","4260","190","127","9","52","8821","64","14","162"
"6400","1357","30","0","0","107901","0","0","0","22","4260","203","139","9","52","10007","64","14","162"
"6490","1496","30","0","0","107901","0","0","0","23","4260","220","154","9","52","11347","64","14","162"
"6580","1634","30","0","0","107901","0","0","0","24","4260","241","176","9","52","12746","64","14","162"
"6580","1739","30","0","0","107901","0","0","0","25","4260","257","198","9","52","14356","64","14","162"
"7105","1788","30","0","0","107901","0","0","0","26","4260","263","207","9","52","16195","64","14","162"
"7950","1816","30","0","0","107901","0","0","0","27","4260","268","214","9","52","18134","64","14","162"
"8270","1844","30","0","0","107901","0","0","0","28","4260","278","226","9","52","20211","64","14","162"
"8590","1873","30","0","0","107901","0","0","0","29","4260","288","236","9","52","22461","64","14","162"
"8910","1903","30","0","0","107901","0","0","0","30","4260","298","246","9","52","24856","64","14","162"
"9435","1933","30","0","0","107901","0","0","0","31","4260","303","251","9","52","27387","64","14","162"
"9960","1963","30","0","0","107901","0","0","0","32","4260","309","257","9","52","30017","64","14","162"
"10330","1992","30","0","0","107901","0","0","0","33","4260","321","269","9","52","32750","64","14","162"
"10700","2020","30","0","0","107901","0","0","0","34","4260","333","281","9","52","35648","64","14","162"
"11070","2048","30","0","0","107901","0","0","0","35","4260","345","293","9","52","38675","64","14","162"
"11440","2076","30","0","0","107901","0","0","0","36","4260","358","306","9","52","41801","64","14","162"
"65","0","0","0","0","108001","0","0","0","2","50","3","0","0","1","18","0","0","0"
"250","0","0","0","0","108001","0","0","0","3","100","10","1","0","1","58","0","0","0"
"590","0","0","0","0","108001","0","0","0","4","125","19","3","0","1","153","0","0","0"
"1045","0","0","0","0","108001","0","0","0","5","125","32","7","0","4","285","0","0","0"
"1785","0","0","0","0","108001","0","0","0","6","125","50","16","0","4","458","0","0","0"
"2280","0","0","0","0","108001","0","0","0","7","125","68","22","0","8","714","0","0","0"
"3360","0","0","0","0","108001","0","0","0","8","125","93","33","0","8","935","0","0","0"
"4270","5","15","10","0","108001","0","0","0","9","125","112","44","0","13","1189","0","5","0"
"4640","45","40","10","0","108001","0","0","0","10","125","122","53","0","18","1594","0","10","0"
"5000","102","50","10","0","108001","0","0","0","11","125","133","62","0","18","2085","0","10","0"
"5370","124","50","10","0","108001","0","0","0","12","125","146","71","2","20","2547","11","16","0"
"5520","167","50","10","0","108001","0","0","0","13","125","160","83","2","20","3057","21","19","25"
"5580","226","50","10","0","108001","0","0","0","14","125","172","93","4","22","3643","21","19","50"
"5580","290","50","10","0","108001","0","0","0","15","225","182","106","4","22","4280","21","19","62"
"5730","356","50","10","0","108001","0","0","0","16","225","198","112","6","22","4943","24","19","62"
"6030","414","50","10","0","108001","0","0","0","17","225","207","119","6","22","5677","27","19","62"
"6430","521","50","10","0","108001","0","0","0","18","225","215","128","6","22","6460","27","19","62"
"6775","609","50","10","0","108001","0","0","0","19","225","229","132","6","22","7365","27","19","62"
"6970","700","50","10","0","108001","0","0","0","20","225","238","145","6","22","8384","27","19","62"
"7160","795","50","10","0","108001","0","0","0","21","225","254","159","6","22","9455","27","19","71"
"7250","897","50","10","0","108001","0","0","0","22","225","278","174","6","22","10680","27","19","71"
"7595","938","50","10","0","108001","0","0","0","23","225","295","195","6","22","12047","27","19","71"
"8450","992","50","10","0","108001","0","0","0","24","225","311","199","6","22","13556","27","19","71"
"8520","1025","50","10","0","108001","0","0","0","25","225","331","212","6","22","15256","27","19","71"
"8910","1049","50","10","0","108001","0","0","0","26","225","345","221","6","22","17125","27","19","71"
"9330","1067","50","10","0","108001","0","0","0","27","225","357","228","6","22","19124","27","19","71"
"9955","1085","50","10","0","108001","0","0","0","28","225","361","230","6","22","21295","27","19","71"
"10315","1107","50","10","0","108001","0","0","0","29","225","380","247","6","22","23509","27","19","71"
"10415","1139","50","10","0","108001","0","0","0","30","225","394","261","6","22","25936","27","19","71"
"10835","1162","50","10","0","108001","0","0","0","31","225","403","270","6","22","28493","27","19","71"
"11460","1185","50","10","0","108001","0","0","0","32","225","407","274","6","22","31187","27","19","71"
"11660","1215","50","10","0","108001","0","0","0","33","225","422","289","6","22","33962","27","19","71"
"11860","1244","50","10","0","108001","0","0","0","34","225","437","304","6","22","36885","27","19","71"
"12060","1273","50","10","0","108001","0","0","0","35","225","452","319","6","22","39956","27","19","71"
"12260","1302","50","10","0","108001","0","0","0","36","225","468","335","6","22","43129","27","19","71"
"65","0","0","0","0","108101","0","0","0","2","50","3","0","0","0","26","0","0","0"
"190","0","0","0","0","108101","0","0","0","3","100","5","0","0","0","100","0","0","0"
"480","0","0","0","0","108101","0","0","0","4","270","9","1","0","0","216","0","0","10"
"725","0","10","0","0","108101","0","0","0","5","430","12","2","0","0","424","0","0","30"
"1100","0","10","0","0","108101","0","0","0","6","820","20","3","0","0","695","0","0","30"
"1750","0","10","0","0","108101","0","0","0","7","1660","32","5","2","0","947","0","0","30"
"2530","0","10","0","0","108101","0","0","0","8","2220","45","12","4","0","1232","0","8","30"
"2945","25","10","0","0","108101","0","0","0","9","2220","60","19","8","1","1614","0","21","30"
"3365","80","35","0","0","108101","0","0","0","10","2320","68","26","8","6","2010","0","26","30"
"3765","124","45","0","0","108101","0","0","0","11","2670","79","32","11","6","2462","3","26","30"
"3935","166","61","0","0","108101","0","0","0","12","2670","83","37","11","13","2890","36","26","30"
"4085","215","67","0","0","108101","0","0","0","13","2670","94","46","13","15","3379","46","26","55"
"4225","292","67","0","0","108101","0","0","0","14","2670","107","56","15","15","3914","49","26","80"
"4405","382","67","0","0","108101","0","0","0","15","2670","121","64","15","15","4500","52","26","80"
"4505","486","67","0","0","108101","0","0","0","16","2670","136","70","15","15","5106","62","26","80"
"4555","589","67","0","0","108101","0","0","0","17","2670","148","76","15","15","5780","72","26","80"
"4605","722","67","0","0","108101","0","0","0","18","2670","157","85","15","15","6546","72","26","80"
"4700","883","67","0","0","108101","0","0","0","19","2670","169","97","15","15","7372","72","26","80"
"4895","1040","67","0","0","108101","0","0","0","20","2670","191","109","15","15","8221","77","26","80"
"5085","1253","67","0","0","108101","0","0","0","21","2670","197","114","15","15","9319","82","26","80"
"5175","1457","67","0","0","108101","0","0","0","22","2670","213","122","15","15","10552","87","26","80"
"5265","1624","67","0","0","108101","0","0","0","23","2670","229","131","15","15","11950","87","26","80"
"5395","1760","67","0","0","108101","0","0","0","24","2670","244","144","15","15","13460","87","26","80"
"5735","1863","67","0","0","108101","0","0","0","25","2670","257","157","15","15","15130","87","26","80"
"7210","1930","67","0","0","108101","0","0","0","26","2670","272","177","15","15","16794","87","26","80"
"7610","1972","67","0","0","108101","0","0","0","27","2670","285","190","15","15","18749","87","26","80"
"7760","2003","67","0","0","108101","0","0","0","28","2670","290","195","15","15","20947","87","26","80"
"8230","2036","67","0","0","108101","0","0","0","29","2670","295","200","15","15","23273","87","26","80"
"8640","2071","67","0","0","108101","0","0","0","30","2670","310","215","15","15","25653","87","26","80"
"9315","2106","67","0","0","108101","0","0","0","31","2670","310","215","15","15","28264","87","26","80"
"9475","2141","67","0","0","108101","0","0","0","32","2670","316","221","15","15","30985","87","26","80"
"10170","2175","67","0","0","108101","0","0","0","33","2670","316","221","15","15","33802","87","26","80"
"10710","2208","67","0","0","108101","0","0","0","34","2670","331","236","15","15","36686","87","26","80"
"11415","2241","67","0","0","108101","0","0","0","35","2670","331","236","15","15","39849","87","26","80"
"11955","2274","67","0","0","108101","0","0","0","36","2670","347","252","15","15","42982","87","26","80"
"65","0","0","0","0","108201","0","0","0","2","50","1","0","0","1","19","0","0","10"
"185","0","0","0","0","108201","0","0","0","3","75","3","0","0","2","74","0","0","30"
"365","0","0","0","0","108201","0","0","0","4","215","6","2","0","4","175","0","0","65"
"635","0","5","0","0","108201","0","0","0","5","375","10","4","0","7","330","0","0","115"
"985","0","5","0","0","108201","0","0","0","6","675","15","5","3","11","556","0","0","145"
"1305","0","5","0","0","108201","0","0","0","7","1515","21","7","6","15","819","0","0","170"
"1935","10","5","0","0","108201","0","0","0","8","2075","30","14","9","15","1118","0","9","195"
"2350","40","5","0","0","108201","0","0","5","9","2075","45","19","9","22","1483","0","23","195"
"2550","100","15","0","0","108201","0","0","10","10","2075","50","27","9","22","1965","0","37","195"
"2950","148","35","0","0","108201","0","0","10","11","2075","53","38","9","27","2412","3","37","195"
"3120","188","45","0","0","108201","0","0","10","12","2075","57","43","9","34","2852","36","37","195"
"3370","241","45","0","0","108201","0","0","10","13","2075","70","51","9","34","3326","56","37","220"
"3530","308","45","0","0","108201","0","0","10","14","2075","88","65","9","36","3816","59","37","245"
"3530","416","45","0","0","108201","0","0","10","15","2075","101","78","9","38","4392","59","37","245"
"3530","545","45","0","0","108201","0","0","10","16","2075","112","90","9","38","4993","67","37","245"
"3580","661","45","0","0","108201","0","0","10","17","2075","128","99","9","38","5632","75","37","245"
"3630","798","45","0","0","108201","0","0","10","18","2075","146","115","9","40","6303","75","37","245"
"3725","928","45","0","0","108201","0","0","10","19","2075","160","128","9","42","7117","75","37","245"
"3920","1019","45","0","0","108201","0","0","10","20","2075","178","138","9","42","8045","75","37","245"
"4230","1114","45","0","0","108201","0","0","10","21","2075","201","150","9","42","9019","75","37","245"
"4440","1198","45","0","0","108201","0","0","10","22","2075","227","169","9","42","10140","75","37","245"
"4530","1239","45","0","0","108201","0","0","10","23","2075","247","190","9","42","11484","75","37","245"
"5145","1268","45","0","0","108201","0","0","10","24","2075","252","198","9","42","13027","75","37","245"
"5670","1301","45","0","0","108201","0","0","10","25","2075","258","207","9","42","14728","75","37","245"
"7015","1325","45","0","0","108201","0","0","10","26","2075","279","236","9","42","16313","75","37","245"
"10170","1343","45","0","0","108201","0","0","10","27","2075","306","272","9","42","17742","75","37","245"
"13855","1368","45","0","0","108201","0","0","10","28","2075","333","303","9","42","19260","75","37","245"
"16050","1401","45","0","0","108201","0","0","10","29","2075","353","323","9","42","21196","75","37","245"
"16370","1444","45","0","0","108201","0","0","10","30","2075","368","338","9","42","23534","75","37","245"
"16895","1487","45","0","0","108201","0","0","10","31","2075","378","348","9","42","26008","75","37","245"
"17420","1529","45","0","0","108201","0","0","10","32","2075","388","358","9","42","28592","75","37","245"
"17420","1577","45","0","0","108201","0","0","10","33","2075","409","379","9","42","31267","75","37","245"
"17420","1623","45","0","0","108201","0","0","10","34","2075","431","401","9","42","34096","75","37","245"
"17420","1669","45","0","0","108201","0","0","10","35","2075","453","423","9","42","37053","75","37","245"
"17420","1715","45","0","0","108201","0","0","10","36","2075","476","446","9","42","40110","75","37","245"
"55","0","0","26","0","108301","0","0","0","2","50","0","3","0","0","0","0","0","0"
"150","0","0","94","0","108301","0","0","0","3","100","0","7","0","0","0","0","0","0"
"270","0","10","214","0","108301","0","0","0","4","100","2","14","0","0","0","0","0","0"
"360","0","10","415","0","108301","0","0","0","5","100","2","25","0","0","0","0","0","25"
"710","0","10","644","0","108301","0","0","0","6","100","4","38","0","0","0","0","0","75"
"1305","0","15","904","0","108301","0","0","0","7","100","8","52","0","0","0","0","0","110"
"1905","0","30","1165","0","108301","0","0","0","8","100","15","72","1","0","0","0","4","145"
"2710","0","35","1435","5","108301","0","0","0","9","100","31","93","2","0","0","0","9","145"
"3150","0","35","1817","33","108301","0","0","0","10","320","39","108","3","0","0","0","14","165"
"3750","0","38","2145","58","108301","0","0","3","11","620","53","131","4","0","0","0","14","181"
"4110","0","48","2503","95","108301","0","0","11","12","620","64","149","4","0","0","0","17","201"
"4550","0","48","2906","147","108301","0","0","11","13","720","82","167","4","0","0","0","19","221"
"4610","0","50","3314","201","108301","0","0","11","14","840","104","192","4","0","0","0","21","243"
"4700","0","54","3733","243","108301","0","0","13","15","840","128","220","4","0","0","0","23","253"
"4770","0","54","4183","273","108301","0","0","13","16","940","153","252","4","0","0","0","25","273"
"4890","0","54","4674","300","108301","0","0","13","17","940","181","282","4","0","0","0","25","318"
"4950","0","54","5205","366","108301","0","0","13","18","940","206","317","4","3","0","0","25","333"
"5075","0","54","5800","452","108301","0","0","13","19","940","236","356","4","3","0","0","25","333"
"5200","0","54","6515","568","108301","0","0","13","20","1035","263","386","4","3","0","0","25","333"
"5410","0","54","7270","704","108301","0","0","13","21","1135","293","418","4","3","0","0","25","333"
"6040","0","54","8076","833","108301","0","0","13","22","1135","331","461","4","3","0","0","25","333"
"7075","0","54","8968","915","108301","0","0","13","23","1135","375","515","4","3","0","0","25","333"
"7910","0","54","9973","993","108301","0","0","13","24","1135","425","568","4","3","0","0","25","333"
"8370","0","54","11248","1052","108301","0","0","13","25","1135","470","616","4","3","0","0","25","333"
"9125","0","54","12724","1084","108301","0","0","13","26","1135","508","659","4","3","0","0","25","333"
"10040","0","54","14304","1103","108301","0","0","13","27","1135","546","702","4","3","0","0","25","333"
"10585","0","54","16070","1122","108301","0","0","13","28","1135","584","742","4","3","0","0","25","333"
"11665","0","54","17960","1142","108301","0","0","13","29","1135","621","779","4","3","0","0","25","333"
"12900","0","54","19967","1162","108301","0","0","13","30","1135","659","817","4","3","0","0","25","333"
"14215","0","54","22064","1182","108301","0","0","13","31","1135","698","856","4","3","0","0","25","333"
"15610","0","54","24252","1202","108301","0","0","13","32","1135","738","896","4","3","0","0","25","333"
"17120","0","54","26562","1221","108301","0","0","13","33","1135","779","937","4","3","0","0","25","333"
"19300","0","54","28961","1240","108301","0","0","13","34","1135","820","978","4","3","0","0","25","333"
"21220","0","54","31507","1259","108301","0","0","13","35","1135","862","1020","4","3","0","0","25","333"
"22810","0","54","34200","1278","108301","0","0","13","36","1135","904","1062","4","3","0","0","25","333"
"55","0","0","26","0","108401","0","0","0","2","50","0","3","0","0","0","0","0","0"
"150","0","0","84","0","108401","0","0","0","3","100","0","9","0","0","0","0","0","0"
"270","0","10","186","0","108401","0","0","0","4","125","2","18","0","0","0","0","0","5"
"450","0","10","363","0","108401","0","0","0","5","125","2","34","0","0","0","0","0","15"
"800","0","25","566","0","108401","0","0","0","6","125","7","50","0","0","0","0","0","40"
"1160","0","30","834","0","108401","0","0","0","7","125","9","64","0","0","0","0","0","110"
"1760","0","60","1070","0","108401","0","0","0","8","125","16","88","0","0","0","0","4","145"
"2295","0","95","1334","0","108401","0","0","5","9","125","27","115","0","0","0","0","9","145"
"2985","0","105","1625","11","108401","0","0","10","10","225","41","137","0","0","0","0","14","160"
"3405","0","119","1996","29","108401","0","0","10","11","765","46","163","0","0","0","0","14","176"
"3565","0","125","2411","54","108401","0","0","17","12","885","53","182","0","0","0","0","17","202"
"3725","0","127","2751","70","108401","0","0","22","13","1005","79","212","0","0","0","0","17","224"
"3985","0","131","3091","80","108401","0","0","24","14","1125","107","249","0","0","0","0","17","236"
"4185","0","140","3487","94","108401","0","0","24","15","1345","134","283","0","0","0","0","17","236"
"4415","0","146","3933","110","108401","0","0","24","16","1345","164","314","0","0","0","0","17","236"
"4545","0","147","4384","130","108401","0","0","24","17","1345","192","353","0","3","0","0","17","251"
"4890","0","147","4832","145","108401","0","0","24","18","1345","228","399","0","3","0","0","17","276"
"5535","0","147","5303","170","108401","0","0","24","19","1440","269","451","0","3","0","0","17","276"
"6120","0","147","5892","206","108401","0","0","24","20","1440","311","498","0","3","0","0","17","276"
"6705","0","147","6468","241","108401","0","0","24","21","1440","360","560","0","3","0","0","17","276"
"7910","0","147","7132","277","108401","0","0","24","22","1540","412","622","0","3","0","0","17","276"
"9370","0","147","7892","307","108401","0","0","24","23","1540","471","688","0","3","0","0","17","276"
"10895","0","147","8733","307","108401","0","0","24","24","1540","532","763","0","3","0","0","17","276"
"12190","0","147","9839","332","108401","0","0","24","25","1540","586","824","0","3","0","0","17","276"
"13185","0","147","11236","359","108401","0","0","24","26","1540","629","873","0","3","0","0","17","276"
"14300","0","147","12776","376","108401","0","0","24","27","1540","670","917","0","3","0","0","17","276"
"15520","0","147","14422","393","108401","0","0","24","28","1540","713","961","0","3","0","0","17","276"
"16895","0","147","16170","410","108401","0","0","24","29","1540","761","1009","0","3","0","0","17","276"
"18350","0","147","18025","428","108401","0","0","24","30","1540","812","1060","0","3","0","0","17","276"
"19885","0","147","19970","446","108401","0","0","24","31","1540","864","1112","0","3","0","0","17","276"
"21495","0","147","22005","464","108401","0","0","24","32","1540","917","1165","0","3","0","0","17","276"
"23275","0","147","24156","482","108401","0","0","24","33","1540","971","1219","0","3","0","0","17","276"
"25295","0","147","26423","499","108401","0","0","24","34","1540","1027","1275","0","3","0","0","17","276"
"27485","0","147","28801","516","108401","0","0","24","35","1540","1083","1331","0","3","0","0","17","276"
"29845","0","147","31261","533","108401","0","0","24","36","1540","1140","1388","0","3","0","0","17","276"
"65","0","0","0","0","108501","0","0","0","2","75","3","0","0","1","17","0","0","0"
"205","0","0","0","0","108501","0","0","0","3","125","9","0","0","3","55","0","0","0"
"490","0","0","0","0","108501","0","0","0","4","155","16","1","0","3","165","0","0","5"
"1185","0","0","0","0","108501","0","0","0","5","155","33","6","0","3","275","0","0","5"
"1805","0","0","0","0","108501","0","0","0","6","245","41","11","0","7","492","0","0","5"
"2780","0","0","0","0","108501","0","0","0","7","245","61","24","0","7","680","0","0","5"
"3665","0","0","0","0","108501","0","0","0","8","245","85","43","4","7","869","0","0","5"
"4805","5","0","10","0","108501","0","0","0","9","245","110","60","4","7","1065","0","5","30"
"5755","10","15","20","0","108501","0","0","0","10","245","137","88","4","12","1230","0","13","30"
"6555","20","35","20","0","108501","0","0","0","11","245","163","116","4","17","1446","0","16","30"
"7055","30","55","20","0","108501","0","0","0","12","345","193","140","4","24","1706","0","19","30"
"7475","30","57","20","0","108501","0","0","0","13","445","234","174","4","30","1954","0","19","30"
"7675","40","59","20","0","108501","0","0","2","14","445","278","210","6","30","2243","0","19","30"
"7745","40","59","20","0","108501","0","0","4","15","545","318","252","8","30","2557","3","19","30"
"8045","40","59","20","0","108501","0","0","4","16","695","360","292","8","32","2895","3","19","30"
"8730","40","59","20","0","108501","0","0","4","17","745","416","334","8","35","3161","3","19","30"
"9325","40","59","20","0","108501","0","0","4","18","745","472","380","8","38","3499","3","19","30"
"9720","40","59","20","0","108501","0","0","4","19","840","536","432","8","38","3898","3","19","45"
"10100","50","59","20","0","108501","0","0","4","20","935","607","489","8","38","4313","3","19","80"
"10620","60","59","20","0","108501","0","0","4","21","935","678","558","8","38","4749","3","19","120"
"11600","60","59","20","0","108501","0","0","4","22","935","763","637","8","38","5199","3","19","160"
"12685","60","59","20","0","108501","0","0","4","23","935","867","726","8","38","5675","3","19","180"
"13515","60","59","20","0","108501","0","0","4","24","935","980","819","8","38","6242","3","19","180"
"14825","60","59","20","0","108501","0","0","4","25","935","1096","911","8","38","6906","3","19","180"
"16190","69","59","20","0","108501","0","0","4","26","935","1190","997","8","38","7845","3","19","180"
"17190","87","59","20","0","108501","0","0","4","27","935","1262","1072","8","38","9095","3","19","180"
"20230","96","59","20","0","108501","0","0","4","28","935","1343","1153","8","38","10174","3","19","180"
"25590","96","59","20","0","108501","0","0","4","29","935","1436","1246","8","38","11041","3","19","180"
"31465","96","59","20","0","108501","0","0","4","30","935","1534","1344","8","38","11945","3","19","180"
"37630","96","59","20","0","108501","0","0","4","31","935","1636","1446","8","38","12886","3","19","180"
"44165","96","59","20","0","108501","0","0","4","32","935","1741","1551","8","38","13865","3","19","180"
"51315","96","59","20","0","108501","0","0","4","33","935","1848","1658","8","38","14900","3","19","180"
"59245","96","59","20","0","108501","0","0","4","34","935","1957","1767","8","38","15991","3","19","180"
"67885","96","59","20","0","108501","0","0","4","35","935","2067","1877","8","38","17120","3","19","180"
"77085","96","59","20","0","108501","0","0","4","36","935","2178","1988","8","38","18286","3","19","180"
"50","0","0","0","0","108601","0","0","0","2","75","3","0","0","0","25","0","0","0"
"145","0","0","0","0","108601","0","0","0","3","125","7","0","0","0","93","0","0","0"
"295","0","0","0","0","108601","0","0","0","4","155","11","1","0","0","231","0","0","5"
"540","0","10","0","0","108601","0","0","0","5","155","19","3","0","0","422","0","0","25"
"865","0","10","0","0","108601","0","0","0","6","245","29","5","0","0","709","0","0","25"
"1315","0","10","0","0","108601","0","0","0","7","715","39","7","0","0","1025","0","0","25"
"1765","0","10","0","0","108601","0","0","0","8","715","55","15","0","0","1366","0","0","25"
"2085","10","10","0","0","108601","0","0","0","9","715","69","19","0","0","1784","0","5","50"
"2085","45","20","0","0","108601","0","0","0","10","715","78","27","3","0","2272","0","10","50"
"2285","55","50","0","0","108601","0","0","0","11","715","87","40","5","5","2694","1","13","50"
"2355","103","50","0","0","108601","0","0","0","12","715","96","45","5","9","3204","21","16","50"
"2545","148","50","0","0","108601","0","0","0","13","715","108","54","7","11","3724","32","16","75"
"2545","217","50","0","0","108601","0","0","0","14","815","117","62","7","11","4337","32","19","100"
"2605","293","50","0","0","108601","0","0","0","15","815","125","70","9","11","5003","32","19","100"
"2705","362","50","0","0","108601","0","0","0","16","965","134","86","9","11","5656","35","19","100"
"3105","440","50","0","0","108601","0","0","0","17","965","145","91","9","11","6368","38","19","100"
"3405","519","50","0","0","108601","0","0","0","18","965","154","96","9","13","7179","38","19","100"
"3700","627","50","0","0","108601","0","0","0","19","965","158","104","9","13","8110","38","19","100"
"3895","708","50","0","0","108601","0","0","0","20","965","171","110","9","13","9142","38","19","109"
"4085","813","50","0","0","108601","0","0","0","21","965","181","119","9","13","10270","38","19","109"
"4430","887","50","0","0","108601","0","0","0","22","965","190","134","9","13","11548","38","19","118"
"4760","953","50","0","0","108601","0","0","0","23","965","205","146","9","13","12960","38","19","118"
"5700","982","50","0","0","108601","0","0","0","24","965","214","150","9","13","14506","38","19","118"
"6010","1040","50","0","0","108601","0","0","0","25","965","226","159","9","13","16227","38","19","118"
"6500","1064","50","0","0","108601","0","0","0","26","965","237","168","9","13","18099","38","19","118"
"6990","1082","50","0","0","108601","0","0","0","27","965","244","175","9","13","20116","38","19","118"
"7190","1103","50","0","0","108601","0","0","0","28","965","251","180","9","13","22302","38","19","118"
"7710","1125","50","0","0","108601","0","0","0","29","965","258","187","9","13","24608","38","19","118"
"7910","1151","50","0","0","108601","0","0","0","30","965","265","194","9","13","27098","38","19","118"
"8430","1177","50","0","0","108601","0","0","0","31","965","272","201","9","13","29661","38","19","118"
"9255","1203","50","0","0","108601","0","0","0","32","965","274","203","9","13","32352","38","19","118"
"9925","1228","50","0","0","108601","0","0","0","33","965","282","211","9","13","35146","38","19","118"
"10325","1252","50","0","0","108601","0","0","0","34","965","290","219","9","13","38120","38","19","118"
"11095","1276","50","0","0","108601","0","0","0","35","965","298","227","9","13","41200","38","19","118"
"11495","1300","50","0","0","108601","0","0","0","36","965","307","236","9","13","44423","38","19","118"
"65","0","0","0","0","108701","0","0","0","2","75","1","0","0","1","21","0","0","5"
"185","0","0","0","0","108701","0","0","0","3","125","4","0","0","2","75","0","0","20"
"365","0","0","0","0","108701","0","0","0","4","295","7","2","0","4","174","0","0","55"
"635","0","10","0","0","108701","0","0","0","5","455","12","4","0","7","322","0","0","105"
"985","0","10","0","0","108701","0","0","0","6","845","20","5","3","11","541","0","0","120"
"1540","0","10","0","0","108701","0","0","0","7","1425","29","12","6","15","755","0","0","145"
"1970","10","10","0","0","108701","0","0","0","8","1985","37","14","9","15","1108","0","9","170"
"2220","40","10","0","0","108701","0","0","5","9","1985","48","17","9","16","1537","0","23","195"
"2420","100","20","0","0","108701","0","0","10","10","1985","53","25","9","16","2019","0","37","195"
"2620","144","30","0","0","108701","0","0","15","11","2235","60","31","9","18","2483","13","37","195"
"2990","198","30","0","0","108701","0","0","15","12","2235","64","37","9","18","3005","36","37","195"
"3140","257","30","0","0","108701","0","0","15","13","2235","73","43","9","18","3565","49","37","220"
"3140","350","30","0","0","108701","0","0","15","14","2235","85","47","9","18","4190","49","37","245"
"3140","474","30","0","0","108701","0","0","15","15","2235","97","57","9","18","4817","49","37","245"
"3140","616","30","0","0","108701","0","0","15","16","2235","109","65","9","18","5478","52","37","245"
"3190","762","30","0","0","108701","0","0","15","17","2235","119","78","9","18","6160","55","37","245"
"3240","937","30","0","0","108701","0","0","15","18","2235","128","90","9","18","6928","55","37","245"
"3335","1073","30","0","0","108701","0","0","15","19","2235","145","104","9","18","7772","55","37","245"
"3530","1184","30","0","0","108701","0","0","15","20","2235","168","113","9","18","8731","55","37","245"
"3840","1279","30","0","0","108701","0","0","15","21","2235","186","118","9","18","9831","55","37","245"
"4050","1353","30","0","0","108701","0","0","15","22","2235","211","131","9","18","11062","55","37","245"
