f6217b4ec29591aff6b98e839c3f0ecf441e17af4f0aaae13c25b545f5553f34,50ae0621f77be18c9a754041d7bee4018a6ff8597ad819cc91469f0ae8181431,53bbc7fdd0779b4d6062fd671b53e6c58da9e5d4b803e485c2c9e47aa271d971,a5d9bf8503890beb94c2ce424fcbdb463bf706c4e05b573950da55ba6bb51090,87d73d49e199a8c6d1214751071af3cfa82d9d18e4710c5b0de6ecb89843f562,a9490d2ab382191c3129287165cf2e0a8edaabeba9994fc2fd71fefb7afacd01,0535845c7f43c58624593431ebda11f0b3eae3b05e9b4457c65ce0c95369557a,10a633b689931367202d641905bea1fa188280bdd3dd7c0cccdcc29dbea71793,9235a2094944b4ce51dbd28ab1d58f22c09473b106518b7ac9deb0f9b7a9f547,da55d3c8b64dd6dafd73bfc81a9dc4e9b8f5d42afa61f688d5f187b61e8cbdb5,ad4ad5979dc66ba8ab07c21fc4e1e03ab3c7440d51d4f40877b3dd4ec62a9acc
"1021305026","","","","","se_obtent_10213_drama_cook_lyrael","1021305","se_10067600","23","0",""
"1021305027","0","","","","raira_cook","1021305","1","3","0","0"
"1021305028","0","","","","raira_cook","1021305","2","3","0","0"
"1021305029","0","","","","raira_end","1021305","3","3","0","0"
"1021305030","0","","","","raira_cook","1021305","4","3","0","0"
"1021305031","0","","","","raira_white","1021305","5","3","0","0"
"1021305032","0","","","","raira_cook","1021305","6","3","0","0"
"1021305033","0","","","","raira_white","1021305","7","3","0","0"
"1021305034","0","","","","raira_cook","1021305","8","3","0","0"
"1021305035","0","","","","raira_cook_w","1021305","9","3","0","0"
"1021305036","","","","","0","1021305","3","93","",""
"1021305037","","","","0","vo_obtent_1021305_01","1021305","vo_obtent_1021305","21","0",""
"1021305038","","","","","0","1021305","2.366","93","",""
"1021305039","","","","","","1021305","1021305040","101","",""
"1021305040","","","","","0","1021305","se_obtent_10213_drama_cook_lyrael","24","",""
"1021305041","","","","","0","1021305","0","22","",""
"1021305042","0","0","","1","1","1021305","1","6","1","0"
"1021305043","0","0","","1","1","1021305","2","6","1","0"
"1021305044","0","0","","1","1","1021305","3","6","1","0"
"1021305045","0","0","","1","1","1021305","4","6","1","0"
"1021305046","0","0","","1","1","1021305","5","6","1","0"
"1021305047","0","0","","1","1","1021305","6","6","1","0"
"1021305048","0","0","","1","1","1021305","7","6","1","0"
"1021305049","0","0","","1","1","1021305","8","6","1","0"
"1021305050","0","0","","1","1","1021305","9","6","1","0"
"1021305051","","","","","eat","1021305","1","37","",""
"1021305052","","","","","0","1021305","2","32","",""
"1021305053","","","","","0","1021305","5","32","",""
"1021305054","","","","","1","1021305","10","32","",""
"1021305055","","","","","1","1021305","100","32","",""
"1021305056","","","","","se_obtent_10213_drama_eat","1021305","se_10067600","23","0",""
"1021305057","","","","","0","1021305","0","93","",""
"1021305058","","","","0","vo_obtent_1021305_02","1021305","vo_obtent_1021305","21","0",""
"1021305059","","","","","0","1021305","2.8","93","",""
"1021305060","","","","0","vo_obtent_1021305_03","1021305","vo_obtent_1021305","21","0",""
"1021305061","","","","","0","1021305","2.6","93","",""
"1021305062","","","","","","1021305","2","26","",""
"1021305063","","","","0","vo_obtent_1021305_04","1021305","vo_obtent_1021305","21","0",""
"1021305064","","","","","0","1021305","2.5","93","",""
"1021305065","","","","","","1021305","1021305066","101","",""
"1021305066","","","","","0","1021305","10","32","",""
"1021305067","","","","","0","1021305","100","32","",""
"1021305068","","","","","1","1021305","20","32","",""
"1021305069","","","","","1","1021305","200","32","",""
"1021305070","","","","","1","1021305","300","32","",""
"1021305071","","","","","0","1021305","se_obtent_10213_drama_eat","24","",""
"1021305072","","","","","0","1021305","0","22","",""
"1021305073","","","","0","vo_obtent_1021305_05","1021305","vo_obtent_1021305","21","0",""
"1021305074","","","","","bgm_MC319A","1021305","bgm_MC319A","25","",""
"1021305075","","","","","se_obtent_10213_drama_break_1","1021305","se_10067600","23","0",""
"1021305076","","","","","0","1021305","3.5","93","",""
"1021305077","","","","","","1021305","1021305078","101","",""
"1021305078","","","","","break_2","1021305","20","37","",""
"1021305079","","","","","break_2","1021305","200","37","",""
"1021305080","","","","","break_2","1021305","300","37","",""
"1021305081","","","","","0","1021305","se_obtent_10213_drama_break_1","24","",""
"1021305082","","","","","0","1021305","0","22","",""
"1021305083","","","","0","vo_obtent_1021305_06","1021305","vo_obtent_1021305","21","0",""
"1021305084","","","","","se_obtent_10213_drama_break_2","1021305","se_10067600","23","0",""
"1021305085","","","","","0","1021305","4","93","",""
"1021305086","","","","","","1021305","1021305087","101","",""
"1021305087","","","","","break_3","1021305","20","37","",""
"1021305088","","","","","break_3","1021305","200","37","",""
"1021305089","","","","","break_3","1021305","300","37","",""
"1021305090","","","","","0","1021305","se_obtent_10213_drama_break_2","24","",""
"1021305091","","","","","0","1021305","0","22","",""
"1021305092","","","","0","vo_obtent_1021305_07","1021305","vo_obtent_1021305","21","0",""
"1021305093","","","","","se_obtent_10213_drama_break_3","1021305","se_10067600","23","0",""
"1021305094","","","","","0","1021305","5","93","",""
"1021305095","","","","","","1021305","1021305096","101","",""
"1021305096","","","","","break_4","1021305","300","37","",""
"1021305097","","","","","1","1021305","21","32","",""
"1021305098","","","","","0","1021305","0.2","93","",""
"1021305099","","","","","","1021305","0","141","",""
"1021305100","","","","","0","1021305","0.1","93","",""
"1021305101","","","","","","1021305","","92","",""
"1021305102","","","","","","1021305","1021305103","101","",""
"1021305103","","","","","0","1021305","se_obtent_10213_drama_break_3","24","",""
"1021305104","","","","","0","1021305","0","22","",""
"1021305105","","","","","1","1021305","22","32","",""
"1021305106","","","","","0","1021305","0.4","93","",""
"1021306001","1","1","","0","1","1021306","1","31","0",""
"1021306002","1","1","","0","2","1021306","2","31","0",""
"1021306003","1","1","","0","5","1021306","5","31","0",""
"1021306004","0","1","","0","10","1021306","10","31","0",""
"1021306005","0","1","","0","20","1021306","20","31","0",""
"1021306006","0","1","","0","21","1021306","21","31","0",""
"1021306007","0","1","","0","22","1021306","22","31","0",""
"1021306008","0","1","","0","100","1021306","106","31","0",""
"1021306009","0","1","","0","200","1021306","206","31","0",""
"1021306010","0","1","","0","300","1021306","306","31","0",""
"1021306011","1","-14","empty","0","1","1021306","1","5","27","0"
"1021306012","1","-14","empty","0","2","1021306","2","5","28","0"
"1021306013","1","-14","empty","0","3","1021306","2","5","26","0"
"1021306014","1","-14","empty","0","4","1021306","11","5","25","0"
"1021306015","1","-14","empty","0","5","1021306","12","5","24","0"
"1021306016","1","-24","empty","-10","6","1021306","11","5","13","0"
"1021306017","1","-24","empty","-10","7","1021306","12","5","12","0"
"1021306018","1","-14","empty","0","8","1021306","0","5","29","0"
"1021306019","1","-19","empty","-5","9","1021306","0","5","10","0"
"1021306020","0","1","","0.56","0.23","1021306","6","6","0.63","0"
"1021306021","0","1","","0.56","0.23","1021306","7","6","0.63","0"
"1021306022","0","1","","0.56","0.23","1021306","9","6","0.63","0"
"1021306023","","","","","","1021306","1","141","",""
"1021306024","","","","","","1021306","0","91","",""
"1021306025","","","","","0","1021306","0.033","93","",""
"1021306026","","","","","se_obtent_10213_drama_cook_lyrael","1021306","se_10067600","23","0",""
"1021306027","0","","","","raira_cook","1021306","1","3","0","0"
"1021306028","0","","","","raira_cook","1021306","2","3","0","0"
"1021306029","0","","","","raira_end","1021306","3","3","0","0"
"1021306030","0","","","","raira_cook","1021306","4","3","0","0"
"1021306031","0","","","","raira_white","1021306","5","3","0","0"
"1021306032","0","","","","raira_cook","1021306","6","3","0","0"
"1021306033","0","","","","raira_white","1021306","7","3","0","0"
"1021306034","0","","","","raira_cook","1021306","8","3","0","0"
"1021306035","0","","","","raira_cook_w","1021306","9","3","0","0"
"1021306036","","","","","0","1021306","3","93","",""
"1021306037","","","","0","vo_obtent_1021306_01","1021306","vo_obtent_1021306","21","0",""
"1021306038","","","","","0","1021306","2.366","93","",""
"1021306039","","","","","","1021306","1021306040","101","",""
"1021306040","","","","","0","1021306","se_obtent_10213_drama_cook_lyrael","24","",""
"1021306041","","","","","0","1021306","0","22","",""
"1021306042","0","0","","1","1","1021306","1","6","1","0"
"1021306043","0","0","","1","1","1021306","2","6","1","0"
"1021306044","0","0","","1","1","1021306","3","6","1","0"
"1021306045","0","0","","1","1","1021306","4","6","1","0"
"1021306046","0","0","","1","1","1021306","5","6","1","0"
"1021306047","0","0","","1","1","1021306","6","6","1","0"
"1021306048","0","0","","1","1","1021306","7","6","1","0"
"1021306049","0","0","","1","1","1021306","8","6","1","0"
"1021306050","0","0","","1","1","1021306","9","6","1","0"
"1021306051","","","","","eat","1021306","1","37","",""
"1021306052","","","","","0","1021306","2","32","",""
"1021306053","","","","","0","1021306","5","32","",""
"1021306054","","","","","1","1021306","10","32","",""
"1021306055","","","","","1","1021306","100","32","",""
"1021306056","","","","","se_obtent_10213_drama_eat","1021306","se_10067600","23","0",""
"1021306057","","","","","0","1021306","0","93","",""
"1021306058","","","","0","vo_obtent_1021306_02","1021306","vo_obtent_1021306","21","0",""
"1021306059","","","","","0","1021306","2.8","93","",""
"1021306060","","","","0","vo_obtent_1021306_03","1021306","vo_obtent_1021306","21","0",""
"1021306061","","","","","0","1021306","2.6","93","",""
"1021306062","","","","","","1021306","2","26","",""
"1021306063","","","","0","vo_obtent_1021306_04","1021306","vo_obtent_1021306","21","0",""
"1021306064","","","","","0","1021306","2.5","93","",""
"1021306065","","","","","","1021306","1021306066","101","",""
"1021306066","","","","","0","1021306","10","32","",""
"1021306067","","","","","0","1021306","100","32","",""
"1021306068","","","","","1","1021306","20","32","",""
"1021306069","","","","","1","1021306","200","32","",""
"1021306070","","","","","1","1021306","300","32","",""
"1021306071","","","","","0","1021306","se_obtent_10213_drama_eat","24","",""
"1021306072","","","","","0","1021306","0","22","",""
"1021306073","","","","0","vo_obtent_1021306_05","1021306","vo_obtent_1021306","21","0",""
"1021306074","","","","","bgm_MC319A","1021306","bgm_MC319A","25","",""
"1021306075","","","","","se_obtent_10213_drama_break_1","1021306","se_10067600","23","0",""
"1021306076","","","","","0","1021306","3.5","93","",""
"1021306077","","","","","","1021306","1021306078","101","",""
"1021306078","","","","","break_2","1021306","20","37","",""
"1021306079","","","","","break_2","1021306","200","37","",""
"1021306080","","","","","break_2","1021306","300","37","",""
"1021306081","","","","","0","1021306","se_obtent_10213_drama_break_1","24","",""
"1021306082","","","","","0","1021306","0","22","",""
"1021306083","","","","0","vo_obtent_1021306_06","1021306","vo_obtent_1021306","21","0",""
"1021306084","","","","","se_obtent_10213_drama_break_2","1021306","se_10067600","23","0",""
"1021306085","","","","","0","1021306","4","93","",""
"1021306086","","","","","","1021306","1021306087","101","",""
"1021306087","","","","","break_3","1021306","20","37","",""
"1021306088","","","","","break_3","1021306","200","37","",""
"1021306089","","","","","break_3","1021306","300","37","",""
"1021306090","","","","","0","1021306","se_obtent_10213_drama_break_2","24","",""
"1021306091","","","","","0","1021306","0","22","",""
"1021306092","","","","0","vo_obtent_1021306_07","1021306","vo_obtent_1021306","21","0",""
"1021306093","","","","","se_obtent_10213_drama_break_3","1021306","se_10067600","23","0",""
"1021306094","","","","","0","1021306","5","93","",""
"1021306095","","","","","","1021306","1021306096","101","",""
"1021306096","","","","","break_4","1021306","300","37","",""
"1021306097","","","","","1","1021306","21","32","",""
"1021306098","","","","","0","1021306","0.2","93","",""
"1021306099","","","","","","1021306","0","141","",""
"1021306100","","","","","0","1021306","0.1","93","",""
"1021306101","","","","","","1021306","","92","",""
"1021306102","","","","","","1021306","1021306103","101","",""
"1021306103","","","","","0","1021306","se_obtent_10213_drama_break_3","24","",""
"1021306104","","","","","0","1021306","0","22","",""
"1021306105","","","","","1","1021306","22","32","",""
"1021306106","","","","","0","1021306","0.4","93","",""
"1021307001","1","1","","0","1","1021307","1","31","0",""
"1021307002","1","1","","0","2","1021307","2","31","0",""
"1021307003","1","1","","0","5","1021307","5","31","0",""
"1021307004","0","1","","0","10","1021307","10","31","0",""
"1021307005","0","1","","0","20","1021307","20","31","0",""
"1021307006","0","1","","0","21","1021307","21","31","0",""
"1021307007","0","1","","0","22","1021307","22","31","0",""
"1021307008","0","1","","0","100","1021307","107","31","0",""
"1021307009","0","1","","0","200","1021307","207","31","0",""
"1021307010","0","1","","0","300","1021307","307","31","0",""
"1021307011","1","-14","empty","0","1","1021307","1","5","27","0"
"1021307012","1","-14","empty","0","2","1021307","2","5","28","0"
"1021307013","1","-14","empty","0","3","1021307","2","5","26","0"
"1021307014","1","-14","empty","0","4","1021307","11","5","25","0"
"1021307015","1","-14","empty","0","5","1021307","12","5","24","0"
"1021307016","1","-24","empty","-10","6","1021307","11","5","13","0"
"1021307017","1","-24","empty","-10","7","1021307","12","5","12","0"
"1021307018","1","-14","empty","0","8","1021307","0","5","29","0"
"1021307019","1","-19","empty","-5","9","1021307","0","5","10","0"
"1021307020","0","1","","0.56","0.23","1021307","6","6","0.63","0"
"1021307021","0","1","","0.56","0.23","1021307","7","6","0.63","0"
"1021307022","0","1","","0.56","0.23","1021307","9","6","0.63","0"
"1021307023","","","","","","1021307","1","141","",""
"1021307024","","","","","","1021307","0","91","",""
"1021307025","","","","","0","1021307","0.033","93","",""
"1021307026","","","","","se_obtent_10213_drama_cook_lyrael","1021307","se_10067600","23","0",""
"1021307027","0","","","","raira_cook","1021307","1","3","0","0"
"1021307028","0","","","","raira_cook","1021307","2","3","0","0"
"1021307029","0","","","","raira_end","1021307","3","3","0","0"
"1021307030","0","","","","raira_cook","1021307","4","3","0","0"
"1021307031","0","","","","raira_white","1021307","5","3","0","0"
"1021307032","0","","","","raira_cook","1021307","6","3","0","0"
"1021307033","0","","","","raira_white","1021307","7","3","0","0"
"1021307034","0","","","","raira_cook","1021307","8","3","0","0"
"1021307035","0","","","","raira_cook_w","1021307","9","3","0","0"
"1021307036","","","","","0","1021307","3","93","",""
"1021307037","","","","0","vo_obtent_1021307_01","1021307","vo_obtent_1021307","21","0",""
"1021307038","","","","","0","1021307","2.366","93","",""
"1021307039","","","","","","1021307","1021307040","101","",""
"1021307040","","","","","0","1021307","se_obtent_10213_drama_cook_lyrael","24","",""
"1021307041","","","","","0","1021307","0","22","",""
"1021307042","0","0","","1","1","1021307","1","6","1","0"
"1021307043","0","0","","1","1","1021307","2","6","1","0"
"1021307044","0","0","","1","1","1021307","3","6","1","0"
"1021307045","0","0","","1","1","1021307","4","6","1","0"
"1021307046","0","0","","1","1","1021307","5","6","1","0"
"1021307047","0","0","","1","1","1021307","6","6","1","0"
"1021307048","0","0","","1","1","1021307","7","6","1","0"
"1021307049","0","0","","1","1","1021307","8","6","1","0"
"1021307050","0","0","","1","1","1021307","9","6","1","0"
"1021307051","","","","","eat","1021307","1","37","",""
"1021307052","","","","","0","1021307","2","32","",""
"1021307053","","","","","0","1021307","5","32","",""
"1021307054","","","","","1","1021307","10","32","",""
"1021307055","","","","","1","1021307","100","32","",""
"1021307056","","","","","se_obtent_10213_drama_eat","1021307","se_10067600","23","0",""
"1021307057","","","","","0","1021307","0","93","",""
"1021307058","","","","0","vo_obtent_1021307_02","1021307","vo_obtent_1021307","21","0",""
"1021307059","","","","","0","1021307","2.8","93","",""
"1021307060","","","","0","vo_obtent_1021307_03","1021307","vo_obtent_1021307","21","0",""
"1021307061","","","","","0","1021307","2.6","93","",""
"1021307062","","","","","","1021307","2","26","",""
"1021307063","","","","0","vo_obtent_1021307_04","1021307","vo_obtent_1021307","21","0",""
"1021307064","","","","","0","1021307","2.5","93","",""
"1021307065","","","","","","1021307","1021307066","101","",""
"1021307066","","","","","0","1021307","10","32","",""
"1021307067","","","","","0","1021307","100","32","",""
"1021307068","","","","","1","1021307","20","32","",""
"1021307069","","","","","1","1021307","200","32","",""
"1021307070","","","","","1","1021307","300","32","",""
"1021307071","","","","","0","1021307","se_obtent_10213_drama_eat","24","",""
"1021307072","","","","","0","1021307","0","22","",""
"1021307073","","","","0","vo_obtent_1021307_05","1021307","vo_obtent_1021307","21","0",""
"1021307074","","","","","bgm_MC319A","1021307","bgm_MC319A","25","",""
"1021307075","","","","","se_obtent_10213_drama_break_1","1021307","se_10067600","23","0",""
"1021307076","","","","","0","1021307","3.5","93","",""
"1021307077","","","","","","1021307","1021307078","101","",""
"1021307078","","","","","break_2","1021307","20","37","",""
"1021307079","","","","","break_2","1021307","200","37","",""
"1021307080","","","","","break_2","1021307","300","37","",""
"1021307081","","","","","0","1021307","se_obtent_10213_drama_break_1","24","",""
"1021307082","","","","","0","1021307","0","22","",""
"1021307083","","","","0","vo_obtent_1021307_06","1021307","vo_obtent_1021307","21","0",""
"1021307084","","","","","se_obtent_10213_drama_break_2","1021307","se_10067600","23","0",""
"1021307085","","","","","0","1021307","4","93","",""
"1021307086","","","","","","1021307","1021307087","101","",""
"1021307087","","","","","break_3","1021307","20","37","",""
"1021307088","","","","","break_3","1021307","200","37","",""
"1021307089","","","","","break_3","1021307","300","37","",""
"1021307090","","","","","0","1021307","se_obtent_10213_drama_break_2","24","",""
"1021307091","","","","","0","1021307","0","22","",""
"1021307092","","","","0","vo_obtent_1021307_07","1021307","vo_obtent_1021307","21","0",""
"1021307093","","","","","se_obtent_10213_drama_break_3","1021307","se_10067600","23","0",""
"1021307094","","","","","0","1021307","5","93","",""
"1021307095","","","","","","1021307","1021307096","101","",""
"1021307096","","","","","break_4","1021307","300","37","",""
"1021307097","","","","","1","1021307","21","32","",""
"1021307098","","","","","0","1021307","0.2","93","",""
"1021307099","","","","","","1021307","0","141","",""
"1021307100","","","","","0","1021307","0.1","93","",""
"1021307101","","","","","","1021307","","92","",""
"1021307102","","","","","","1021307","1021307103","101","",""
"1021307103","","","","","0","1021307","se_obtent_10213_drama_break_3","24","",""
"1021307104","","","","","0","1021307","0","22","",""
"1021307105","","","","","1","1021307","22","32","",""
"1021307106","","","","","0","1021307","0.4","93","",""
"1021311001","1","1","","0","1","1021311","1","31","0",""
"1021311002","1","1","","0","3","1021311","3","31","0",""
"1021311003","1","1","","0","6","1021311","6","31","0",""
"1021311004","0","1","","0","10","1021311","10","31","0",""
"1021311005","0","1","","0","20","1021311","20","31","0",""
"1021311006","0","1","","0","21","1021311","21","31","0",""
"1021311007","0","1","","0","22","1021311","22","31","0",""
"1021311008","0","1","","0","100","1021311","111","31","0",""
"1021311009","0","1","","0","200","1021311","211","31","0",""
"1021311010","0","1","","0","300","1021311","311","31","0",""
"1021311011","1","-14","empty","0","1","1021311","1","5","27","0"
"1021311012","1","-14","empty","0","2","1021311","3","5","28","0"
"1021311013","1","-14","empty","0","3","1021311","3","5","26","0"
"1021311014","1","-14","empty","0","4","1021311","11","5","25","0"
"1021311015","1","-14","empty","0","5","1021311","13","5","24","0"
"1021311016","1","-24","empty","-10","6","1021311","11","5","13","0"
"1021311017","1","-24","empty","-10","7","1021311","13","5","12","0"
"1021311018","1","-14","empty","0","8","1021311","0","5","29","0"
"1021311019","1","-19","empty","-5","9","1021311","0","5","10","0"
"1021311020","0","1","","0.4","0.87","1021311","6","6","0.54","0"
"1021311021","0","1","","0.4","0.87","1021311","7","6","0.54","0"
"1021311022","0","1","","0.4","0.87","1021311","9","6","0.54","0"
"1021311023","","","","","","1021311","1","141","",""
"1021311024","","","","","","1021311","0","91","",""
"1021311025","","","","","0","1021311","0.033","93","",""
"1021311026","","","","","se_obtent_10213_drama_cook_nela","1021311","se_10067600","23","0",""
"1021311027","0","","","","nefy_cook","1021311","1","3","0","0"
"1021311028","0","","","","nefy_cook","1021311","2","3","0","0"
"1021311029","0","","","","nefy_end","1021311","3","3","0","0"
"1021311030","0","","","","nefy_cook","1021311","4","3","0","0"
"1021311031","0","","","","nefy_white","1021311","5","3","0","0"
"1021311032","0","","","","nefy_cook","1021311","6","3","0","0"
"1021311033","0","","","","nefy_white","1021311","7","3","0","0"
"1021311034","0","","","","nefy_cook","1021311","8","3","0","0"
"1021311035","0","","","","nefy_cook_w","1021311","9","3","0","0"
"1021311036","","","","","0","1021311","3","93","",""
"1021311037","","","","0","vo_obtent_1021311_01","1021311","vo_obtent_1021311","21","0",""
"1021311038","","","","","0","1021311","2.366","93","",""
"1021311039","","","","","","1021311","1021311040","101","",""
"1021311040","","","","","0","1021311","se_obtent_10213_drama_cook_nela","24","",""
"1021311041","","","","","0","1021311","0","22","",""
"1021311042","0","0","","1","1","1021311","1","6","1","0"
"1021311043","0","0","","1","1","1021311","2","6","1","0"
"1021311044","0","0","","1","1","1021311","3","6","1","0"
"1021311045","0","0","","1","1","1021311","4","6","1","0"
"1021311046","0","0","","1","1","1021311","5","6","1","0"
"1021311047","0","0","","1","1","1021311","6","6","1","0"
"1021311048","0","0","","1","1","1021311","7","6","1","0"
"1021311049","0","0","","1","1","1021311","8","6","1","0"
"1021311050","0","0","","1","1","1021311","9","6","1","0"
"1021311051","","","","","eat","1021311","1","37","",""
"1021311052","","","","","0","1021311","3","32","",""
"1021311053","","","","","0","1021311","6","32","",""
"1021311054","","","","","1","1021311","10","32","",""
"1021311055","","","","","1","1021311","100","32","",""
"1021311056","","","","","se_obtent_10213_drama_eat","1021311","se_10067600","23","0",""
"1021311057","","","","","0","1021311","0","93","",""
"1021311058","","","","0","vo_obtent_1021311_02","1021311","vo_obtent_1021311","21","0",""
"1021311059","","","","","0","1021311","2.8","93","",""
"1021311060","","","","0","vo_obtent_1021311_03","1021311","vo_obtent_1021311","21","0",""
"1021311061","","","","","0","1021311","2.6","93","",""
"1021311062","","","","","","1021311","2","26","",""
"1021311063","","","","0","vo_obtent_1021311_04","1021311","vo_obtent_1021311","21","0",""
"1021311064","","","","","0","1021311","2.5","93","",""
"1021311065","","","","","","1021311","1021311066","101","",""
"1021311066","","","","","0","1021311","10","32","",""
"1021311067","","","","","0","1021311","100","32","",""
"1021311068","","","","","1","1021311","20","32","",""
"1021311069","","","","","1","1021311","200","32","",""
"1021311070","","","","","1","1021311","300","32","",""
"1021311071","","","","","0","1021311","se_obtent_10213_drama_eat","24","",""
"1021311072","","","","","0","1021311","0","22","",""
"1021311073","","","","0","vo_obtent_1021311_05","1021311","vo_obtent_1021311","21","0",""
"1021311074","","","","","bgm_MC319A","1021311","bgm_MC319A","25","",""
"1021311075","","","","","se_obtent_10213_drama_break_1","1021311","se_10067600","23","0",""
"1021311076","","","","","0","1021311","3.5","93","",""
"1021311077","","","","","","1021311","1021311078","101","",""
"1021311078","","","","","break_2","1021311","20","37","",""
"1021311079","","","","","break_2","1021311","200","37","",""
"1021311080","","","","","break_2","1021311","300","37","",""
"1021311081","","","","","0","1021311","se_obtent_10213_drama_break_1","24","",""
"1021311082","","","","","0","1021311","0","22","",""
"1021311083","","","","0","vo_obtent_1021311_06","1021311","vo_obtent_1021311","21","0",""
"1021311084","","","","","se_obtent_10213_drama_break_2","1021311","se_10067600","23","0",""
"1021311085","","","","","0","1021311","4","93","",""
"1021311086","","","","","","1021311","1021311087","101","",""
"1021311087","","","","","break_3","1021311","20","37","",""
"1021311088","","","","","break_3","1021311","200","37","",""
"1021311089","","","","","break_3","1021311","300","37","",""
"1021311090","","","","","0","1021311","se_obtent_10213_drama_break_2","24","",""
"1021311091","","","","","0","1021311","0","22","",""
"1021311092","","","","0","vo_obtent_1021311_07","1021311","vo_obtent_1021311","21","0",""
"1021311093","","","","","se_obtent_10213_drama_break_3","1021311","se_10067600","23","0",""
"1021311094","","","","","0","1021311","5","93","",""
"1021311095","","","","","","1021311","1021311096","101","",""
"1021311096","","","","","break_4","1021311","300","37","",""
"1021311097","","","","","1","1021311","21","32","",""
"1021311098","","","","","0","1021311","0.2","93","",""
"1021311099","","","","","","1021311","0","141","",""
"1021311100","","","","","0","1021311","0.1","93","",""
"1021311101","","","","","","1021311","","92","",""
"1021311102","","","","","","1021311","1021311103","101","",""
"1021311103","","","","","0","1021311","se_obtent_10213_drama_break_3","24","",""
"1021311104","","","","","0","1021311","0","22","",""
"1021311105","","","","","1","1021311","22","32","",""
"1021311106","","","","","0","1021311","0.4","93","",""
"1021312001","1","1","","0","1","1021312","1","31","0",""
"1021312002","1","1","","0","3","1021312","3","31","0",""
"1021312003","1","1","","0","6","1021312","6","31","0",""
"1021312004","0","1","","0","10","1021312","10","31","0",""
"1021312005","0","1","","0","20","1021312","20","31","0",""
"1021312006","0","1","","0","21","1021312","21","31","0",""
"1021312007","0","1","","0","22","1021312","22","31","0",""
"1021312008","0","1","","0","100","1021312","112","31","0",""
"1021312009","0","1","","0","200","1021312","212","31","0",""
"1021312010","0","1","","0","300","1021312","312","31","0",""
"1021312011","1","-14","empty","0","1","1021312","1","5","27","0"
"1021312012","1","-14","empty","0","2","1021312","3","5","28","0"
"1021312013","1","-14","empty","0","3","1021312","3","5","26","0"
"1021312014","1","-14","empty","0","4","1021312","11","5","25","0"
"1021312015","1","-14","empty","0","5","1021312","13","5","24","0"
"1021312016","1","-24","empty","-10","6","1021312","11","5","13","0"
"1021312017","1","-24","empty","-10","7","1021312","13","5","12","0"
"1021312018","1","-14","empty","0","8","1021312","0","5","29","0"
"1021312019","1","-19","empty","-5","9","1021312","0","5","10","0"
"1021312020","0","1","","0.4","0.87","1021312","6","6","0.54","0"
"1021312021","0","1","","0.4","0.87","1021312","7","6","0.54","0"
"1021312022","0","1","","0.4","0.87","1021312","9","6","0.54","0"
"1021312023","","","","","","1021312","1","141","",""
"1021312024","","","","","","1021312","0","91","",""
"1021312025","","","","","0","1021312","0.033","93","",""
"1021312026","","","","","se_obtent_10213_drama_cook_nela","1021312","se_10067600","23","0",""
"1021312027","0","","","","nefy_cook","1021312","1","3","0","0"
"1021312028","0","","","","nefy_cook","1021312","2","3","0","0"
"1021312029","0","","","","nefy_end","1021312","3","3","0","0"
"1021312030","0","","","","nefy_cook","1021312","4","3","0","0"
"1021312031","0","","","","nefy_white","1021312","5","3","0","0"
"1021312032","0","","","","nefy_cook","1021312","6","3","0","0"
"1021312033","0","","","","nefy_white","1021312","7","3","0","0"
"1021312034","0","","","","nefy_cook","1021312","8","3","0","0"
"1021312035","0","","","","nefy_cook_w","1021312","9","3","0","0"
"1021312036","","","","","0","1021312","3","93","",""
"1021312037","","","","0","vo_obtent_1021312_01","1021312","vo_obtent_1021312","21","0",""
"1021312038","","","","","0","1021312","2.366","93","",""
"1021312039","","","","","","1021312","1021312040","101","",""
"1021312040","","","","","0","1021312","se_obtent_10213_drama_cook_nela","24","",""
"1021312041","","","","","0","1021312","0","22","",""
"1021312042","0","0","","1","1","1021312","1","6","1","0"
"1021312043","0","0","","1","1","1021312","2","6","1","0"
"1021312044","0","0","","1","1","1021312","3","6","1","0"
"1021312045","0","0","","1","1","1021312","4","6","1","0"
"1021312046","0","0","","1","1","1021312","5","6","1","0"
"1021312047","0","0","","1","1","1021312","6","6","1","0"
"1021312048","0","0","","1","1","1021312","7","6","1","0"
"1021312049","0","0","","1","1","1021312","8","6","1","0"
"1021312050","0","0","","1","1","1021312","9","6","1","0"
"1021312051","","","","","eat","1021312","1","37","",""
"1021312052","","","","","0","1021312","3","32","",""
"1021312053","","","","","0","1021312","6","32","",""
"1021312054","","","","","1","1021312","10","32","",""
"1021312055","","","","","1","1021312","100","32","",""
"1021312056","","","","","se_obtent_10213_drama_eat","1021312","se_10067600","23","0",""
"1021312057","","","","","0","1021312","0","93","",""
"1021312058","","","","0","vo_obtent_1021312_02","1021312","vo_obtent_1021312","21","0",""
"1021312059","","","","","0","1021312","2.8","93","",""
"1021312060","","","","0","vo_obtent_1021312_03","1021312","vo_obtent_1021312","21","0",""
"1021312061","","","","","0","1021312","2.6","93","",""
"1021312062","","","","","","1021312","2","26","",""
"1021312063","","","","0","vo_obtent_1021312_04","1021312","vo_obtent_1021312","21","0",""
"1021312064","","","","","0","1021312","2.5","93","",""
"1021312065","","","","","","1021312","1021312066","101","",""
"1021312066","","","","","0","1021312","10","32","",""
