a60e5c1a8bcd63f6dec3b263c67ee56bc469ff88106facc29a7a1dd04acd13f8,b8710183f104230a3b6e058c0e033ec1990a9a0b027d0a3f4b1f08cfb7872699,5dcae5a2bdc1631a81d33fb16bc473dc59be9788330509295c326fa95fa66e56,1841b977ee94226c5936e413c124280fb4beb2a13ada35d9534e29ce9e6fdb50,406a6ade2f00ec92ccd337c78ecf3556514d6421feb5c14043e198598ebe3e1b,2235121b014eec09f7ee459d9c22e1eab5b31770c29f8ddee8b4f37733322f1e,24bcb9ec546e2f5bf05003a6cc1a1c3cacb2551961e4d0febffe0c27ebd2887d,4194959e113da5f3285e01d1aa972669280ac8979b8bc013a5e8d723bb8c791f,1307fd13d254fbe6d91336ff63b74064b9f4baff700d7cc2bc24a6efa94eb751,effa7e05301d20be36a4f40b2a89ab85518deb047cc3ae23e4a48b9b93450ba4,c02c70520035be985a51f7bd4e7d8841b553fc1e66a1a0babc7055184be2cbed,887edbf5434b5461c5a49a0e1855de7e2910aff94e0b80768dbf4bd6055d6461
"0","0","52","100590152","0","4","0","3.4","1","1005901","0","0"
"0","0","53","100590153","vo_ske","2","0","0","0","1005901","vo_ske_0608","0"
"221","10","54","100590154","0","1","0","0","0","1005901","0","2"
"0","0","55","100590155","0","4","0","2.7","1","1005901","0","0"
"385","10","56","100590156","0","1","221","0","0","1005901","0","1"
"0","0","57","100590157","0","4","0","1","1","1005901","0","0"
"0","11","58","100590158","0","1","0","0","0","1005901","0","0.7"
"0","0","59","100590159","0","4","0","1.9","1","1005901","0","0"
"400","11","60","100590160","0","1","0","0","0","1005901","0","1.6"
"0","0","61","100590161","0","4","0","4","1","1005901","0","0"
"0","0","62","100590162","vo_ske","2","0","0","0","1005901","vo_ske_0609","0"
"288","12","63","100590163","0","1","0","0","0","1005901","0","2"
"0","0","64","100590164","0","4","0","3.8","1","1005901","0","0"
"0","0","65","100590165","vo_ske","2","0","0","0","1005901","vo_ske_0610","0"
"189","13","66","100590166","0","1","0","0","0","1005901","0","0.7"
"0","0","67","100590167","0","4","0","1.4","1","1005901","0","0"
"340","13","68","100590168","0","1","189","0","0","1005901","0","1.7"
"0","0","69","100590169","0","4","0","4.2","1","1005901","0","0"
"0","0","1","100590201","0","4","0","0.8","1","1005902","0","0"
"0","0","2","100590202","vo_ske","2","0","0","0","1005902","vo_ske_0701","0"
"310","1","3","100590203","0","1","0","0","0","1005902","0","2.3"
"0","0","4","100590204","0","4","0","3.6","1","1005902","0","0"
"0","0","5","100590205","vo_ske","2","0","0","0","1005902","vo_ske_0702","0"
"215","2","6","100590206","0","1","0","0","0","1005902","0","0.9"
"0","0","7","100590207","0","4","0","1.6","1","1005902","0","0"
"316","2","8","100590208","0","1","215","0","0","1005902","0","0.7"
"0","0","9","100590209","0","4","0","1.6","1","1005902","0","0"
"86","3","10","100590210","0","1","0","0","0","1005902","0","0.9"
"0","0","11","100590211","0","4","0","1.5","1","1005902","0","0"
"250","3","12","100590212","0","1","86","0","0","1005902","0","1.9"
"0","0","13","100590213","0","4","0","3.5","1","1005902","0","0"
"0","0","14","100590214","vo_ske","2","0","0","0","1005902","vo_ske_0703","0"
"180","4","15","100590215","0","1","0","0","0","1005902","0","1.2"
"0","0","16","100590216","0","4","0","2.1","1","1005902","0","0"
"410","4","17","100590217","0","1","180","0","0","1005902","0","1.6"
"0","0","18","100590218","0","4","0","1.6","1","1005902","0","0"
"88","5","19","100590219","0","1","0","0","0","1005902","0","0.6"
"0","0","20","100590220","0","4","0","2.5","1","1005902","0","0"
"0","0","21","100590221","vo_ske","2","0","0","0","1005902","vo_ske_0704","0"
"194","5","22","100590222","0","1","88","0","0","1005902","0","0.7"
"0","0","23","100590223","0","4","0","2.4","1","1005902","0","0"
"410","5","24","100590224","0","1","194","0","0","1005902","0","1.1"
"0","0","25","100590225","0","4","0","1.1","1","1005902","0","0"
"119","6","26","100590226","0","1","0","0","0","1005902","0","1.5"
"0","0","27","100590227","0","4","0","2","1","1005902","0","0"
"410","6","28","100590228","0","1","119","0","0","1005902","0","1.4"
"0","0","29","100590229","0","4","0","2.9","1","1005902","0","0"
"0","0","30","100590230","vo_ske","2","0","0","0","1005902","vo_ske_0705","0"
"105","7","31","100590231","0","1","0","0","0","1005902","0","0.6"
"0","0","32","100590232","0","4","0","1.4","1","1005902","0","0"
"390","7","33","100590233","0","1","105","0","0","1005902","0","2"
"0","0","34","100590234","0","4","0","5.2","1","1005902","0","0"
"0","0","35","100590235","vo_ske","2","0","0","0","1005902","vo_ske_0706","0"
"167","8","36","100590236","0","1","0","0","0","1005902","0","1.226"
"0","0","37","100590237","0","4","0","1.934","1","1005902","0","0"
"247","8","38","100590238","0","1","167","0","0","1005902","0","1.42"
"0","0","39","100590239","0","4","0","1.552","1","1005902","0","0"
"410","8","40","100590240","0","1","247","0","0","1005902","0","0.6"
"0","0","41","100590241","0","4","0","0.6","1","1005902","0","0"
"149","9","42","100590242","0","1","0","0","0","1005902","0","1.2"
"0","0","43","100590243","0","4","0","3","1","1005902","0","0"
"0","0","44","100590244","vo_ske","2","0","0","0","1005902","vo_ske_0707","0"
"269","9","45","100590245","0","1","149","0","0","1005902","0","1"
"0","0","46","100590246","0","4","0","2","1","1005902","0","0"
"402","9","47","100590247","0","1","269","0","0","1005902","0","0.9"
"0","0","48","100590248","0","4","0","3.1","1","1005902","0","0"
"0","0","49","100590249","vo_ske","2","0","0","0","1005902","vo_ske_0708","0"
"200","10","50","100590250","0","1","0","0","0","1005902","0","1.1"
"0","0","51","100590251","0","4","0","2.4","1","1005902","0","0"
"0","0","52","100590252","vo_ske","2","0","0","0","1005902","vo_ske_0709","0"
"236","11","53","100590253","0","1","0","0","0","1005902","0","2.5"
"0","0","54","100590254","0","4","0","3.4","1","1005902","0","0"
"0","0","55","100590255","vo_ske","2","0","0","0","1005902","vo_ske_0710","0"
"410","11","56","100590256","0","1","236","0","0","1005902","0","1.4"
"0","0","57","100590257","0","4","0","2.1","1","1005902","0","0"
"302","12","58","100590258","0","1","0","0","0","1005902","0","1.3"
"0","0","59","100590259","0","4","0","3.2","1","1005902","0","0"
"0","0","60","100590260","vo_ske","2","0","0","0","1005902","vo_ske_0711","0"
"88","13","61","100590261","0","1","0","0","0","1005902","0","0.8"
"0","0","62","100590262","0","4","0","1.9","1","1005902","0","0"
"305","13","63","100590263","0","1","88","0","0","1005902","0","1.7"
"0","0","64","100590264","0","4","0","3.5","1","1005902","0","0"
"0","0","65","100590265","vo_ske","2","0","0","0","1005902","vo_ske_0712","0"
"188","14","66","100590266","0","1","0","0","0","1005902","0","1"
"0","0","67","100590267","0","4","0","1.9","1","1005902","0","0"
"420","14","68","100590268","0","1","188","0","0","1005902","0","1.6"
"0","0","69","100590269","0","4","0","4.1","1","1005902","0","0"
"0","0","1","100590301","0","4","0","0.8","1","1005903","0","0"
"0","0","2","100590302","vo_ske","2","0","0","0","1005903","vo_ske_0801","0"
"231","1","3","100590303","0","1","0","0","0","1005903","0","2.2"
"0","0","4","100590304","0","4","0","3.4","1","1005903","0","0"
"0","0","5","100590305","vo_ske","2","0","0","0","1005903","vo_ske_0802","0"
"50","2","6","100590306","0","1","0","0","0","1005903","0","0.465"
"0","0","7","100590307","0","4","0","0.998","1","1005903","0","0"
"226","2","8","100590308","0","1","50","0","0","1005903","0","1.722"
"0","0","9","100590309","0","4","0","3.024","1","1005903","0","0"
"388","2","10","100590310","0","1","226","0","0","1005903","0","0.8"
"0","0","11","100590311","0","4","0","0.8","1","1005903","0","0"
"136","3","12","100590312","0","1","0","0","0","1005903","0","0.9"
"0","0","13","100590313","0","4","0","2.5","1","1005903","0","0"
"263","3","14","100590314","0","1","136","0","0","1005903","0","1"
"0","0","15","100590315","0","4","0","1.8","1","1005903","0","0"
"388","3","16","100590316","0","1","263","0","0","1005903","0","1.2"
"0","0","17","100590317","0","4","0","1.2","1","1005903","0","0"
"0","4","18","100590318","0","1","0","0","0","1005903","0","0.828"
"0","0","19","100590319","0","4","0","3.156","1","1005903","0","0"
"0","0","20","100590320","vo_ske","2","0","0","0","1005903","vo_ske_0803","0"
"71","4","21","100590321","0","1","0","0","0","1005903","0","1.2"
"0","0","22","100590322","0","4","0","2.3","1","1005903","0","0"
"347","4","23","100590323","0","1","71","0","0","1005903","0","1.8"
"0","0","24","100590324","0","4","0","3.4","1","1005903","0","0"
"350","5","25","100590325","0","1","0","0","0","1005903","0","1.9"
"0","0","26","100590326","0","4","0","4.3","1","1005903","0","0"
"0","0","27","100590327","vo_ske","2","0","0","0","1005903","vo_ske_0804","0"
"117","6","28","100590328","0","1","0","0","0","1005903","0","1.067"
"0","0","29","100590329","0","4","0","1.523","1","1005903","0","0"
"235","6","30","100590330","0","1","117","0","0","1005903","0","0.674"
"0","0","31","100590331","0","4","0","2.337","1","1005903","0","0"
"0","0","32","100590332","vo_ske","2","0","0","0","1005903","vo_ske_0805","0"
"235","7","33","100590333","0","1","0","0","0","1005903","0","1.1"
"0","0","34","100590334","0","4","0","1.1","1","1005903","0","0"
"0","8","35","100590335","0","1","0","0","0","1005903","0","0.675"
"0","0","36","100590336","0","4","0","1.662","1","1005903","0","0"
"350","8","37","100590337","0","1","0","0","0","1005903","0","2"
"0","0","38","100590338","0","4","0","4.3","1","1005903","0","0"
"0","0","39","100590339","vo_ske","2","0","0","0","1005903","vo_ske_0806","0"
"125","9","40","100590340","0","1","0","0","0","1005903","0","1.3"
"0","0","41","100590341","0","4","0","2.5","1","1005903","0","0"
"358","9","42","100590342","0","1","125","0","0","1005903","0","1.7"
"0","0","43","100590343","0","4","0","1.7","1","1005903","0","0"
"400","9","44","100590344","0","1","358","0","0","1005903","0","0.5"
"0","0","45","100590345","0","4","0","3.5","1","1005903","0","0"
"0","0","46","100590346","vo_ske","2","0","0","0","1005903","vo_ske_0807","0"
"199","10","47","100590347","0","1","0","0","0","1005903","0","2"
"0","0","48","100590348","0","4","0","3.2","1","1005903","0","0"
"400","10","49","100590349","0","1","199","0","0","1005903","0","1.1"
"0","0","50","100590350","0","4","0","1.1","1","1005903","0","0"
"0","11","51","100590351","0","1","0","0","0","1005903","0","0.8"
"0","0","52","100590352","0","4","0","2.4","1","1005903","0","0"
"328","11","53","100590353","0","1","0","0","0","1005903","0","1.7"
"0","0","54","100590354","0","4","0","4.6","1","1005903","0","0"
"0","0","55","100590355","vo_ske","2","0","0","0","1005903","vo_ske_0808","0"
"95","12","56","100590356","0","1","0","0","0","1005903","0","0.4"
"0","0","57","100590357","0","4","0","2","1","1005903","0","0"
"250","12","58","100590358","0","1","95","0","0","1005903","0","2.3"
"0","0","59","100590359","0","4","0","3.2","1","1005903","0","0"
"380","12","60","100590360","0","1","250","0","0","1005903","0","0.9"
"0","0","61","100590361","0","4","0","3.2","1","1005903","0","0"
"0","0","62","100590362","vo_ske","2","0","0","0","1005903","vo_ske_0809","0"
"318","13","63","100590363","0","1","0","0","0","1005903","0","0.8"
"0","0","64","100590364","0","4","0","3.3","1","1005903","0","0"
"0","0","1","100590401","0","4","0","0.8","1","1005904","0","0"
"0","0","2","100590402","vo_ske","2","0","0","0","1005904","vo_ske_0901","0"
"158","1","3","100590403","0","1","0","0","0","1005904","0","1.325"
"0","0","4","100590404","0","4","0","2.008","1","1005904","0","0"
"365","1","5","100590405","0","1","158","0","0","1005904","0","1.863"
"0","0","6","100590406","0","4","0","3.699","1","1005904","0","0"
"0","0","7","100590407","vo_ske","2","0","0","0","1005904","vo_ske_0902","0"
"175","2","8","100590408","0","1","0","0","0","1005904","0","1.3"
"0","0","9","100590409","0","4","0","2.1","1","1005904","0","0"
"242","3","10","100590410","0","1","0","0","0","1005904","0","1.8"
"0","0","11","100590411","0","4","0","1.8","1","1005904","0","0"
"320","3","12","100590412","0","1","242","0","0","1005904","0","0.7"
"0","0","13","100590413","0","4","0","1.6","1","1005904","0","0"
"320","3","14","100590414","0","1","320","0","0","1005904","0","2.2"
"0","0","15","100590415","0","4","0","4.8","1","1005904","0","0"
"0","0","16","100590416","vo_ske","2","0","0","0","1005904","vo_ske_0903","0"
"252","4","17","100590417","0","1","0","0","0","1005904","0","2.3"
"0","0","18","100590418","0","4","0","3","1","1005904","0","0"
"415","4","19","100590419","0","1","252","0","0","1005904","0","0.8"
"0","0","20","100590420","0","4","0","1.3","1","1005904","0","0"
"415","5","21","100590421","0","1","0","0","0","1005904","0","2.8"
"0","0","22","100590422","0","4","0","4.9","1","1005904","0","0"
"0","0","23","100590423","vo_ske","2","0","0","0","1005904","vo_ske_0904","0"
"99","6","24","100590424","0","1","0","0","0","1005904","0","0.9"
"0","0","25","100590425","0","4","0","1.9","1","1005904","0","0"
"315","6","26","100590426","0","1","99","0","0","1005904","0","0.8"
"0","0","27","100590427","0","4","0","1.4","1","1005904","0","0"
"395","6","28","100590428","0","1","315","0","0","1005904","0","1.7"
"0","0","29","100590429","0","4","0","1.7","1","1005904","0","0"
"0","7","30","100590430","0","1","0","0","0","1005904","0","0.3"
"0","0","31","100590431","0","4","0","1.2","1","1005904","0","0"
"317","7","32","100590432","0","1","0","0","0","1005904","0","2.1"
"0","0","33","100590433","0","4","0","4.1","1","1005904","0","0"
"0","0","34","100590434","vo_ske","2","0","0","0","1005904","vo_ske_0905","0"
"123","8","35","100590435","0","1","0","0","0","1005904","0","1.3"
"0","0","36","100590436","0","4","0","1.9","1","1005904","0","0"
"311","8","37","100590437","0","1","123","0","0","1005904","0","0.59"
"0","0","38","100590438","0","4","0","2.656","1","1005904","0","0"
"0","0","39","100590439","vo_ske","2","0","0","0","1005904","vo_ske_0906","0"
"115","9","40","100590440","0","1","0","0","0","1005904","0","0.8"
"0","0","41","100590441","0","4","0","1.7","1","1005904","0","0"
"400","9","42","100590442","0","1","115","0","0","1005904","0","2.1"
"0","0","43","100590443","0","4","0","2.1","1","1005904","0","0"
"147","10","44","100590444","0","1","0","0","0","1005904","0","1.4"
"0","0","45","100590445","0","4","0","3.3","1","1005904","0","0"
"252","10","46","100590446","0","1","147","0","0","1005904","0","1.1"
"0","0","47","100590447","0","4","0","2.2","1","1005904","0","0"
"420","10","48","100590448","0","1","252","0","0","1005904","0","0.6"
"0","0","49","100590449","0","4","0","0.6","1","1005904","0","0"
"253","11","50","100590450","0","1","0","0","0","1005904","0","2.1"
"0","0","51","100590451","0","4","0","4.7","1","1005904","0","0"
"0","0","52","100590452","vo_ske","2","0","0","0","1005904","vo_ske_0907","0"
"95","12","53","100590453","0","1","0","0","0","1005904","0","0.8"
"0","0","54","100590454","0","4","0","1.7","1","1005904","0","0"
"272","12","55","100590455","0","1","95","0","0","1005904","0","1.34"
"0","0","56","100590456","0","4","0","1.874","1","1005904","0","0"
"410","12","57","100590457","0","1","272","0","0","1005904","0","0.776"
"0","0","58","100590458","0","4","0","2.613","1","1005904","0","0"
"0","0","59","100590459","vo_ske","2","0","0","0","1005904","vo_ske_0908","0"
"283","13","60","100590460","0","1","0","0","0","1005904","0","1.5"
"0","0","61","100590461","0","4","0","2.6","1","1005904","0","0"
"399","13","62","100590462","0","1","283","0","0","1005904","0","2"
"0","0","63","100590463","0","4","0","4.5","1","1005904","0","0"
"0","0","1","100590501","0","4","0","0.8","1","1005905","0","0"
"0","0","2","100590502","vo_ske","2","0","0","0","1005905","vo_ske_1001","0"
"114","1","3","100590503","0","1","0","0","0","1005905","0","0.5"
"0","0","4","100590504","0","4","0","1.1","1","1005905","0","0"
"235","1","5","100590505","0","1","114","0","0","1005905","0","1.4"
"0","0","6","100590506","0","4","0","2.8","1","1005905","0","0"
"0","0","7","100590507","vo_ske","2","0","0","0","1005905","vo_ske_1002","0"
"155","2","8","100590508","0","1","0","0","0","1005905","0","1.8"
"0","0","9","100590509","0","4","0","2.4","1","1005905","0","0"
"400","2","10","100590510","0","1","155","0","0","1005905","0","1.4"
"0","0","11","100590511","0","4","0","3.3","1","1005905","0","0"
"0","0","12","100590512","vo_ske","2","0","0","0","1005905","vo_ske_1003","0"
"264","3","13","100590513","0","1","0","0","0","1005905","0","2.224"
"0","0","14","100590514","0","4","0","2.769","1","1005905","0","0"
"415","3","15","100590515","0","1","264","0","0","1005905","0","0.869"
"0","0","16","100590516","0","4","0","1.635","1","1005905","0","0"
"99","4","17","100590517","0","1","0","0","0","1005905","0","0.6"
"0","0","18","100590518","0","4","0","2.2","1","1005905","0","0"
"0","0","19","100590519","vo_ske","2","0","0","0","1005905","vo_ske_1004","0"
"260","4","20","100590520","0","1","99","0","0","1005905","0","1.3"
"0","0","21","100590521","0","4","0","1.8","1","1005905","0","0"
"415","4","22","100590522","0","1","260","0","0","1005905","0","0.9"
"0","0","23","100590523","0","4","0","0.9","1","1005905","0","0"
"242","5","24","100590524","0","1","0","0","0","1005905","0","0.9"
"0","0","25","100590525","0","4","0","2.7","1","1005905","0","0"
"370","5","26","100590526","0","1","242","0","0","1005905","0","1.059"
"0","0","27","100590527","0","4","0","3","1","1005905","0","0"
"0","0","28","100590528","vo_ske","2","0","0","0","1005905","vo_ske_1005","0"
"261","6","29","100590529","0","1","0","0","0","1005905","0","1.2"
"0","0","30","100590530","0","4","0","1.7","1","1005905","0","0"
"397","6","31","100590531","0","1","261","0","0","1005905","0","2.1"
"0","0","32","100590532","0","4","0","4.5","1","1005905","0","0"
"0","0","33","100590533","vo_ske","2","0","0","0","1005905","vo_ske_1006","0"
"47","7","34","100590534","0","1","0","0","0","1005905","0","0.566"
"0","0","35","100590535","0","4","0","1.552","1","1005905","0","0"
"362","7","36","100590536","0","1","47","0","0","1005905","0","2.318"
"0","0","37","100590537","0","4","0","3.724","1","1005905","0","0"
"242","8","38","100590538","0","1","0","0","0","1005905","0","2.077"
"0","0","39","100590539","0","4","0","2.729","1","1005905","0","0"
"327","8","40","100590540","0","1","242","0","0","1005905","0","0.66"
"0","0","41","100590541","0","4","0","2.832","1","1005905","0","0"
"0","0","42","100590542","vo_ske","2","0","0","0","1005905","vo_ske_1007","0"
"94","9","43","100590543","0","1","0","0","0","1005905","0","0.608"
"0","0","44","100590544","0","4","0","1.363","1","1005905","0","0"
"338","9","45","100590545","0","1","94","0","0","1005905","0","1.493"
"0","0","46","100590546","0","4","0","2.007","1","1005905","0","0"
"415","9","47","100590547","0","1","338","0","0","1005905","0","0.237"
"0","0","48","100590548","0","4","0","0.4","1","1005905","0","0"
"121","10","49","100590549","0","1","0","0","0","1005905","0","1.2"
"0","0","50","100590550","0","4","0","2.82","1","1005905","0","0"
"0","0","51","100590551","vo_ske","2","0","0","0","1005905","vo_ske_1008","0"
"260","10","52","100590552","0","1","121","0","0","1005905","0","1.2"
"0","0","53","100590553","0","4","0","2.4","1","1005905","0","0"
"415","10","54","100590554","0","1","260","0","0","1005905","0","1.5"
"0","0","55","100590555","0","4","0","1.5","1","1005905","0","0"
"203","11","56","100590556","0","1","0","0","0","1005905","0","1.2"
"0","0","57","100590557","0","4","0","2.7","1","1005905","0","0"
"390","11","58","100590558","0","1","203","0","0","1005905","0","1.6"
"0","0","59","100590559","0","4","0","3.7","1","1005905","0","0"
"0","0","60","100590560","vo_ske","2","0","0","0","1005905","vo_ske_1009","0"
"345","12","61","100590561","0","1","0","0","0","1005905","0","2.9"
"0","0","62","100590562","0","4","0","4","1","1005905","0","0"
"335","13","63","100590563","0","1","0","0","0","1005905","0","1.6"
"0","0","64","100590564","0","4","0","3.6","1","1005905","0","0"
"0","0","65","100590565","vo_ske","2","0","0","0","1005905","vo_ske_1010","0"
"94","14","66","100590566","0","1","0","0","0","1005905","0","0.7"
"0","0","67","100590567","0","4","0","2.1","1","1005905","0","0"
"360","14","68","100590568","0","1","94","0","0","1005905","0","1.9"
"0","0","69","100590569","0","4","0","4.4","1","1005905","0","0"
"0","0","1","100590601","0","4","0","0.8","1","1005906","0","0"
"0","0","2","100590602","vo_ske","2","0","0","0","1005906","vo_ske_1101","0"
"163","1","3","100590603","0","1","0","0","0","1005906","0","1"
"0","0","4","100590604","0","4","0","1.7","1","1005906","0","0"
"253","1","5","100590605","0","1","163","0","0","1005906","0","0.6"
"0","0","6","100590606","0","4","0","1.5","1","1005906","0","0"
"393","1","7","100590607","0","1","253","0","0","1005906","0","0.9"
"0","0","8","100590608","0","4","0","1.5","1","1005906","0","0"
"146","2","9","100590609","0","1","0","0","0","1005906","0","1.6"
"0","0","10","100590610","0","4","0","3.6","1","1005906","0","0"
"0","0","11","100590611","vo_ske","2","0","0","0","1005906","vo_ske_1102","0"
"308","2","12","100590612","0","1","146","0","0","1005906","0","0.9"
"0","0","13","100590613","0","4","0","1.8","1","1005906","0","0"
"415","2","14","100590614","0","1","308","0","0","1005906","0","0.7"
"0","0","15","100590615","0","4","0","1.9","1","1005906","0","0"
"415","2","16","100590616","0","1","415","0","0","1005906","0","0.2"
"0","0","17","100590617","0","4","0","1.5","1","1005906","0","0"
"165","3","18","100590618","0","1","0","0","0","1005906","0","2.1"
"0","0","19","100590619","0","4","0","4.1","1","1005906","0","0"
"0","0","20","100590620","vo_ske","2","0","0","0","1005906","vo_ske_1103","0"
"387","3","21","100590621","0","1","165","0","0","1005906","0","1.7"
"0","0","22","100590622","0","4","0","2.5","1","1005906","0","0"
"179","4","23","100590623","0","1","0","0","0","1005906","0","1.197"
"0","0","24","100590624","0","4","0","1.72","1","1005906","0","0"
"347","4","25","100590625","0","1","179","0","0","1005906","0","1.735"
"0","0","26","100590626","0","4","0","4.154","1","1005906","0","0"
"0","0","27","100590627","vo_ske","2","0","0","0","1005906","vo_ske_1104","0"
"230","5","28","100590628","0","1","0","0","0","1005906","0","2.4"
"0","0","29","100590629","0","4","0","3.1","1","1005906","0","0"
"415","5","30","100590630","0","1","230","0","0","1005906","0","0.7"
"0","0","31","100590631","0","4","0","0.7","1","1005906","0","0"
"163","6","32","100590632","0","1","0","0","0","1005906","0","1.2"
"0","0","33","100590633","0","4","0","1.8","1","1005906","0","0"
"360","6","34","100590634","0","1","163","0","0","1005906","0","1.2"
"0","0","35","100590635","0","4","0","3.8","1","1005906","0","0"
"0","0","36","100590636","vo_ske","2","0","0","0","1005906","vo_ske_1105","0"
"274","7","37","100590637","0","1","0","0","0","1005906","0","0.8"
"0","0","38","100590638","0","4","0","1.4","1","1005906","0","0"
"290","8","39","100590639","0","1","0","0","0","1005906","0","1.1"
"0","0","40","100590640","0","4","0","2.1","1","1005906","0","0"
"415","8","41","100590641","0","1","290","0","0","1005906","0","1.3"
"0","0","42","100590642","0","4","0","1.3","1","1005906","0","0"
"415","8","43","100590643","0","1","415","0","0","1005906","0","0.4"
"0","0","44","100590644","0","4","0","1.9","1","1005906","0","0"
"415","8","45","100590645","0","1","415","0","0","1005906","0","1.152"
"0","0","46","100590646","0","4","0","1.561","1","1005906","0","0"
"415","8","47","100590647","0","1","415","0","0","1005906","0","1.273"
"0","0","48","100590648","0","4","0","3.32","1","1005906","0","0"
"0","0","49","100590649","vo_ske","2","0","0","0","1005906","vo_ske_1106","0"
"300","9","50","100590650","0","1","0","0","0","1005906","0","2.7"
"0","0","51","100590651","0","4","0","3.8","1","1005906","0","0"
"157","10","52","100590652","0","1","0","0","0","1005906","0","0.894"
"0","0","53","100590653","0","4","0","1.455","1","1005906","0","0"
"263","10","54","100590654","0","1","157","0","0","1005906","0","1.334"
"0","0","55","100590655","0","4","0","3.699","1","1005906","0","0"
"0","0","56","100590656","vo_ske","2","0","0","0","1005906","vo_ske_1107","0"
"210","11","57","100590657","0","1","0","0","0","1005906","0","1.7"
"0","0","58","100590658","0","4","0","2.8","1","1005906","0","0"
"218","12","59","100590659","0","1","0","0","0","1005906","0","1.364"
"0","0","60","100590660","0","4","0","3.365","1","1005906","0","0"
"0","0","61","100590661","vo_ske","2","0","0","0","1005906","vo_ske_1108","0"
"85","13","62","100590662","0","1","0","0","0","1005906","0","0.6"
"0","0","63","100590663","0","4","0","2.4","1","1005906","0","0"
"0","0","64","100590664","vo_ske","2","0","0","0","1005906","vo_ske_1109","0"
"125","14","65","100590665","0","1","0","0","0","1005906","0","1"
"0","0","66","100590666","0","4","0","2","1","1005906","0","0"
"266","14","67","100590667","0","1","125","0","0","1005906","0","1"
"0","0","68","100590668","0","4","0","3.5","1","1005906","0","0"
