cbf865bf1c8e35b8df563a9064845024b2140bbf82b7e49b289bfebc41930a63,ce2443d8c33352fee550fdd8574e151f412ee9eba84952b8d80c57a069117ba9,c150b5d8406a78941416948d8dca4c720449f671708cdfe8c7451236a3342fed,74932d52166b35b06f43a9ec51306e5098f263a800ba0bab3e77ecb9203ea18d,32aad44666d525502f8108b70164538975a0a8ed6cb0fd8594ab77a0e1b62ab5,f709bb82664a07f446acff537cde7d169dacb2afd234e4fc1f8715ceafe76d5c,9581faaa806035cbd17ae97f28409c9d9c4e482b5e480a70c98e85f6d9e60fed,9a930f9f80f5daa6b5792d3bec88ea50c8e18f60d40118d5e93063365e78d04c,41b2ab825c03c4164bce2ee752a83758b6efb3d66e14ada261c71227f4a8c015,fd612961311375c1cedd15cbb72054782152d7ca4b94f12f3cf5da60ed1829cf,57bff0e24c2dea1501bfdcfd7a931aa1136ca7fc7f921829b929062d7dd9702b
"203","","","","","0.5","nyx_203_yukari_03","3","1","12030035","3"
"203","","","","","0.5","nyx_203_yukari_03","3","1","12030036","103431"
"203","","","","","","嘿咻～多喝一點～\n嗯呵呵～麥酒可是\n無所不能的啦～♪","11","10","12030037","103431"
"203","","","","","","","91","","12030038","0"
"203","","","","","","","93","","12030039","0.1"
"203","nyx_203_yukari_05","","","1","0.2","nyx_203_yukari_06","3","0","12030040","3"
"203","nyx_203_yukari_05","","","1","0.2","nyx_203_yukari_06","3","0","12030041","103431"
"203","","","","","","","93","","12030042","0.5"
"203","nyx_cmn_05","0.2","","1","0.2","nyx_lookup","3","0","12030043","103231"
"203","","","","","","","93","","12030044","2"
"203","","","","","","1","12","1","12030045","103231"
"203","","","","","","1","4","","12030046","3"
"203","","","","","","1","4","","12030047","103431"
"203","","","","","0.2","nyx_203_yukari_04","3","0","12030048","3"
"203","","","","","0.2","nyx_203_yukari_04","3","0","12030049","103431"
"203","0.67","","","0","","-245","2","-10","12030050","3"
"203","0.67","","","0","","-245","2","-10","12030051","103431"
"203","","","","","","","93","","12030052","0.67"
"203","","","","","","","93","","12030053","0.83"
"203","0.5","","","0","","-265","2","-10","12030054","3"
"203","0.5","","","0","","-265","2","-10","12030055","103431"
"203","","","","","","","93","","12030056","0.5"
"203","0.67","","","0","","-328","2","-10","12030057","3"
"203","0.67","","","0","","-328","2","-10","12030058","103431"
"203","","","","","0.2","nyx_cmn_04","3","1","12030059","103231"
"203","nyx_idle_sad","0.2","","1","0.2","nyx_lookup","3","0","12030060","104831"
"203","","","","","","","93","","12030061","0.67"
"203","0.67","","","0","","-330","2","-10","12030062","3"
"203","0.67","","","0","","-330","2","-10","12030063","103431"
"203","","","","","","","93","","12030064","0.67"
"203","nyx_203_yukari_06","","","1","0.2","nyx_203_yukari_05","3","0","12030065","3"
"203","nyx_203_yukari_06","","","1","0.2","nyx_203_yukari_05","3","0","12030066","103431"
"203","","","","","","","93","","12030067","0.66"
"203","","","","","","12","12","1","12030068","104831"
"203","","","","","","","93","","12030069","2"
"203","","","","","","9","12","1","12030070","103431"
"203","nyx_talk_sad","0.2","","1","0.2","nyx_lookup","3","0","12030071","104631"
"203","","","","","","0","4","","12030072","3"
"203","","","","","","0","4","","12030073","103431"
"203","","","","","0.2","nyx_203_yukari_04","3","0","12030074","3"
"203","","","","","0.2","nyx_203_yukari_04","3","0","12030075","103431"
"203","0.67","","","0","","-285","2","-10","12030076","3"
"203","0.67","","","0","","-285","2","-10","12030077","103431"
"203","","","","","","","93","","12030078","0.67"
"203","","","","","","","93","","12030079","0.83"
"203","0.5","","","0","","-265","2","-10","12030080","3"
"203","0.5","","","0","","-265","2","-10","12030081","103431"
"203","","","","","","","93","","12030082","0.5"
"203","0.67","","","0","","-202","2","-10","12030083","3"
"203","0.67","","","0","","-202","2","-10","12030084","103431"
"203","","","","","","5","12","1","12030085","104631"
"203","","","","","","","93","","12030086","0.67"
"203","0.67","","","0","","-200","2","-10","12030087","3"
"203","0.67","","","0","","-200","2","-10","12030088","103431"
"203","","","","","","","93","","12030089","0.67"
"203","","","","","0.2","nyx_203_yukari_05","3","1","12030090","3"
"203","","","","","0.2","nyx_203_yukari_05","3","1","12030091","103431"
"203","","","","","","","93","","12030092","0.66"
"203","","","","","0.2","nyx_idle_sad","3","1","12030093","104631"
"203","","","","","","6","12","1","12030094","103431"
"203","","","","","","0","4","","12030095","3"
"203","","","","","","0","4","","12030096","103431"
"203","","","","","","","93","","12030097","1"
"203","","","","","","","101","","12030098","12030039"
"204","121.8","1","nyx_204_mifuyu_01","28.5","1.2","104831","1","110","12040001","1"
"204","121.8","1","nyx_204_mifuyu_01","28.5","1.2","2","5","120","12040002","2"
"204","-278","0","nyx_idle_normal","-286.1","1.2","103431","1","110","12040003","1"
"204","283.5","1","nyx_idle_normal","-286.1","1.2","104631","1","140","12040004","1"
"204","-413","0","nyx_idle_normal","-286.1","1.2","103231","1","110","12040005","1"
"204","0","","","1","1","1","31","0","12040006","2"
"204","109","0","nyx_yagura_up_harf","-278","1.2","3","5","130","12040007","3"
"204","34","","","1","1","2","31","-111","12040008","14"
"204","","","","","","bgm_M347","25","","12040009","bgm_M347"
"204","","","","","","","93","","12040010","2"
"204","","","","","0.2","nyx_204_mifuyu_01","3","1","12040011","104831"
"204","","","","","0.2","nyx_204_mifuyu_01","3","1","12040012","2"
"204","","","","","0","終於……\n完成了呢……","11","10","12040013","104831"
"204","","","","","","","93","","12040014","0.2"
"204","nyx_204_akino_01_loop","0.2","","1","0.2","nyx_lookup","3","0","12040015","104631"
"204","","","","","","","93","","12040016","0.5"
"204","","","","","0.2","nyx_204_mifuyu_02","3","1","12040017","104831"
"204","","","","","0.2","nyx_204_mifuyu_02","3","1","12040018","2"
"204","","","","","","","91","","12040019","12040013"
"204","","","","","0","比起設計階段\n很明顯地增加了\n許多功能呢……","11","10","12040020","104831"
"204","","","","","","","93","","12040021","1.5"
"204","nyx_lookup_loop","0.2","","1","0.2","nyx_lookup","3","0","12040022","103431"
"204","","","","","","","91","","12040023","12040020"
"204","","","","","","","93","","12040024","0.2"
"204","","","","","0.2","nyx_204_akino_01","3","0","12040025","103231"
"204","","","","","","很驚訝對吧！\n這正是我們點子的\n心血結晶！","11","10","12040026","103231"
"204","","","","","","","93","","12040027","1"
"204","","","","","0.2","nyx_204_akino_02","3","1","12040028","103231"
"204","","","","","","","91","","12040029","12040026"
"204","","","","","","","93","","12040030","0.5"
"204","","","","","0","是啊，我是很驚訝……\n沒想到妳們竟然會\n恣意妄為成這樣子","11","10","12040031","104831"
"204","","","","","","","93","","12040032","0.2"
"204","","0.2","","","0.2","nyx_204_mifuyu_03","3","1","12040033","104831"
"204","","0.2","","","0.2","nyx_204_mifuyu_03","3","1","12040034","2"
"204","","","","","","","93","","12040035","3"
"204","","","","","","","91","","12040036","12040031"
"204","","","","","","nyx_talk_sad","3","1","12040037","104631"
"204","","","","","","為、為什麼\n妳在發抖喵？\n美冬…","11","10","12040038","104631"
"204","","","","","","","91","","12040039","0"
"204","nyx_204_mifuyu_05","0.3","","1","0.3","nyx_204_mifuyu_04","3","0","12040040","104831"
"204","nyx_204_mifuyu_05","0.3","","1","0.3","nyx_204_mifuyu_04","3","0","12040041","2"
"204","","","","","0","這不是當然的嗎！\n這一堆毫無用處的\n功能是怎麼回事！","11","10","12040042","104831"
"204","","","","","","","93","","12040043","0.6"
"204","nyx_idle_surprise2","0.2","","1","0.3","cmn_shock_def_N","3","0","12040044","104631"
"204","nyx_idle_sad","0.2","","1","0.3","cmn_shock_def_N","3","0","12040045","103431"
"204","nyx_idle_surprise1","0.2","","1","0.3","cmn_shock_def_N","3","0","12040046","103231"
"204","","","","","","","93","","12040047","1.5"
"204","","","","","","","91","","12040048","12040042"
"204","","","","","0","不管怎麼看都是\n滿滿的浪費……\n太沒有效率了……！","11","10","12040049","104831"
"204","","","","","","","91","","12040050","0"
"204","","0.3","","","0.3","nyx_talk_sad","3","1","12040051","103431"
"204","","","","","","冷、冷靜一點\n美冬……\n這也沒有辦法嘛……","11","10","12040052","103431"
"204","","","","","","","91","","12040053","0"
"204","","","","","0","看到這個\n我怎麼可能還\n冷靜得下來啦～！","11","10","12040054","104831"
"204","","","","","","","93","","12040055","2.7"
"204","","0.3","","","0.3","nyx_cmn_03","3","1","12040056","103431"
"204","nyx_204_mifuyu_06","0.3","","1","0.3","nyx_204_mifuyu_07","3","0","12040057","104831"
"204","nyx_204_mifuyu_06","0.3","","1","0.3","nyx_204_mifuyu_07","3","0","12040058","2"
"204","","","","","","","91","","12040059","12040052"
"204","","","","","","","93","","12040060","0.5"
"204","","","","","","0","4","1","12040061","103431"
"204","","","","","","","93","","12040062","0.5"
"204","","","","","","2","12","1","12040063","103431"
"204","","","","","","","93","","12040064","1.5"
"204","","","","","","17","12","1","12040065","104631"
"204","","0.3","","","0.3","nyx_talk_sad","3","1","12040066","104631"
"204","","","","","","","93","","12040067","1.5"
"204","","","","","","1","4","1","12040068","103431"
"204","","0.3","","","0.3","nyx_idle_sad","3","1","12040069","104631"
"204","","","","","","","93","","12040070","0.2"
"204","","","","","","7","12","1","12040071","103231"
"204","cmn_pose02_def_N","0.2","","1","0.3","nyx_talk_joy1","3","0","12040072","103231"
"204","","","","","","","93","","12040073","0.1"
"204","","0.3","","","0.3","nyx_talk_sad","3","1","12040074","103431"
"204","","","","","","","93","","12040075","2"
"204","","","","","","15","12","1","12040076","104831"
"204","","","","","","","93","","12040077","2"
"204","","","","","","1","101","","12040078","12040061"
"301","-135","0","nyx_301_yuni_01","-277","1.2","111031","1","110","13010001","1"
"301","0","","","1","1","1","31","0","13010002","3"
"301","-195","","","1","1","2","31","40","13010003","17"
"301","-195","","","1","0","3","31","40","13010004","18"
"301","-195","","","1","0","4","31","40","13010005","19"
"301","","","","","","bgm_M347","25","","13010006","bgm_M347"
"301","","","","","","","93","","13010007","2"
"301","","","","","","好朋友X……\n那個真的是\n浪漫的結晶啊……","11","10","13010008","111031"
"301","","","","","","1","91","","13010009","0"
"301","","","","","","由那創新之中所獲得\n的刺激應該以有形的\n方式留存下來才對…","11","10","13010010","111031"
"301","","","","","","1","91","","13010011","0"
"301","","","","","","","93","","13010012","0.6"
"301","","","","","0.2","nyx_103_yuni_02","3","1","13010013","111031"
"301","","","","","","綜上所述\n本來我是打算來蒐集\n好朋友X的殘骸的","11","10","13010014","111031"
"301","","","","","","1","91","","13010015","0"
"301","nyx_idle_normal","0.2","","","0.2","cmn_pose02_def_N","3","0","13010016","111031"
"301","","","","","","但如果只是修理這些\n並單純組裝起來的話\n也不過是仿造品罷了","11","10","13010017","111031"
"301","","","","","","1","91","","13010018","0"
"301","nyx_103_yuni_04","","","1","0.2","nyx_103_yuni_03","3","0","13010019","111031"
"301","","","","","","我要做些個人修改\n像是將機體縮小及\n改良各種功能","11","10","13010020","111031"
"301","","","","","","1","91","","13010021","0"
"301","","","","","0.2","cmn_pose02_def_N","3","1","13010022","111031"
"301","","","","","","嗯，也就是說\n鯛魚燒加上\n麥酒……","11","10","13010023","111031"
"301","","","","","","","91","","13010024","0"
"301","","","","","","","93","","13010025","0.5"
"301","","","","","0.2","nyx_301_yuni_03","3","1","13010026","111031"
"301","","","","","","不對，說到底\n為什麼鯛魚燒和麥酒\n會被裝進去呢","11","10","13010027","111031"
"301","","","","","","1","91","","13010028","0"
"301","","","","","","……真是令人費解啊\n看來似乎有必要先從\n這點開始思考起呢","11","10","13010029","111031"
"301","","","","","","1","91","","13010030","0"
"301","","","","","0.2","nyx_301_yuni_01","3","1","13010031","111031"
"301","","","","","","這是何等的難題啊\n我那對知識的探求心\n蠢蠢欲動了起來","11","10","13010032","111031"
"301","","","","","","","91","","13010033","0"
"301","","","","","","","93","","13010034","2"
"301","","","","","","1","4","","13010035","111031"
"301","","","","","0.2","cmn_walk_def_N","3","1","13010036","111031"
"301","1.5","","","","","-230","2","-277","13010037","111031"
"301","","","","","","","93","","13010038","1.5"
"301","nyx_idle_normal","0.2","","1","0.2","nyx_301_yuni_02","3","0","13010039","111031"
"301","","","","","","","93","","13010040","3"
"301","","","","","","0","4","","13010041","111031"
"301","","","","","0.2","cmn_walk_def_N","3","1","13010042","111031"
"301","1.5","","","","","-95","2","-277","13010043","111031"
"301","","","","","","","93","","13010044","1.5"
"301","","","","","","12","12","1","13010045","111031"
"301","nyx_idle_normal","0.2","","1","0.2","nyx_301_yuni_02","3","0","13010046","111031"
"301","","","","","","","93","","13010047","0.4"
"301","","","","","","1","32","","13010048","3"
"301","","","","","","","93","","13010049","2.6"
"301","","","","","","1","4","","13010050","111031"
"301","","","","","0.2","cmn_walk_def_N","3","1","13010051","111031"
"301","1.5","","","","","-230","2","-277","13010052","111031"
"301","","","","","","","93","","13010053","1.5"
"301","","","","","","13","12","1","13010054","111031"
"301","nyx_idle_normal","0.2","","1","0.2","nyx_301_yuni_02","3","0","13010055","111031"
"301","","","","","","","93","","13010056","3"
"301","","","","","","0","4","","13010057","111031"
"301","","","","","0.2","cmn_walk_def_N","3","1","13010058","111031"
"301","1.5","","","","","-95","2","-277","13010059","111031"
"301","","","","","","","93","","13010060","1.5"
"301","nyx_idle_normal","0.2","","1","0.2","nyx_301_yuni_02","3","0","13010061","111031"
"301","","","","","","","93","","13010062","0.4"
"301","","","","","","1","32","","13010063","4"
"301","","","","","","","93","","13010064","2.6"
"301","","","","","","1","4","","13010065","111031"
"301","","","","","0.2","cmn_walk_def_N","3","1","13010066","111031"
"301","1.5","","","","","-230","2","-277","13010067","111031"
"301","","","","","","","93","","13010068","1.5"
"301","nyx_idle_normal","0.2","","1","0.2","nyx_301_yuni_02","3","0","13010069","111031"
"301","","","","","","","93","","13010070","3"
"301","","","","","","0","4","","13010071","111031"
"301","","","","","0.2","cmn_walk_def_N","3","1","13010072","111031"
"301","4","","","","","165","2","-277","13010073","111031"
"301","","","","","","","93","","13010074","4"
"301","","","","","","12","12","1","13010075","111031"
"301","nyx_idle_normal","0.2","","1","0.2","nyx_301_yuni_02","3","0","13010076","111031"
"301","","","","","","","93","","13010077","3"
"301","","","","","","1","4","","13010078","111031"
"301","","","","","0.2","cmn_walk_def_N","3","1","13010079","111031"
"301","4","","","","","-230","2","-277","13010080","111031"
"301","","","","","","","93","","13010081","4"
"301","","","","","","17","12","1","13010082","111031"
"301","nyx_idle_normal","0.2","","1","0.2","cmn_pose02_def_N","3","0","13010083","111031"
"301","","","","","","","93","","13010084","4"
"301","","","","","","0","4","","13010085","111031"
"301","","","","","0.2","cmn_walk_def_N","3","1","13010086","111031"
"301","4","","","","","165","2","-277","13010087","111031"
"301","","","","","","","93","","13010088","4"
"301","nyx_303_yuni_01","0.2","","0","0.2","nyx_301_yuni_02","3","0","13010089","111031"
"301","","","","","","","93","","13010090","2.4"
"301","","","","","","7","12","1","13010091","111031"
"301","","","","","","","93","","13010092","1.6"
"301","","","","","","1","4","","13010093","111031"
"301","","","","","0.2","cmn_walk_def_N","3","1","13010094","111031"
"301","4","","","","","-230","2","-277","13010095","111031"
"301","","","","","","","93","","13010096","4"
"301","","","","","","2","12","1","13010097","111031"
"301","cmn_pose02_def_N","0.2","","1","0.2","nyx_301_yuni_02","3","0","13010098","111031"
"301","","","","","","","93","","13010099","4"
"301","","","","","","","101","","13010100","13010071"
"302","4000","1","nyx_idle_normal","-277","1.2","111031","1","110","13020001","1"
"302","-200","1","NoItem","-277","1.2","2","5","120","13020002","2"
"302","0","","","1","1","1","31","0","13020003","3"
"302","-240","","","1","0","3","31","-110","13020004","20"
"302","-195","","","1.2","1","4","31","40","13020005","21"
"302","","","","","","bgm_M347","25","","13020006","bgm_M347"
"302","","","","","","","93","","13020007","2"
"302","nyx_idle_normal","0.2","","1","","nyx_302_yuni_01","3","0","13020008","111031"
"302","0","","","","","-200","2","-277","13020009","111031"
"302","0","","","","","-200","2","-279","13020010","2"
"302","","","","","","……噗哈～！","11","10","13020011","111031"
"302","","","","","","","93","","13020012","0"
"302","","","","","","1","32","","13020013","3"
"302","","","","","","","91","","13020014","13020011"
"302","","","","","","不行不行\n差一點就要被埋在\n這堆材料山裡了","11","10","13020015","111031"
"302","","","","","","","91","","13020016","0"
"302","NoItem","","","1","0.2","nyx_302_yuni_02","3","0","13020017","2"
"302","nyx_idle_normal","0.2","","1","0.2","nyx_302_yuni_02","3","0","13020018","111031"
"302","","","","","","只不過因禍得福，\n竟然讓我意外地找到\n一直在找的零件","11","10","13020019","111031"
"302","","","","","","","93","","13020020","5"
"302","","","","","","0","4","","13020021","111031"
"302","","","","","0.2","nyx_cmn_03","3","1","13020022","111031"
"302","","","","","","唔嗯…還真是僥倖\n事已至此，那我就\n再潛航看看吧……","11","10","13020023","111031"
"302","","","","","","","91","","13020024","0"
"302","","","","","0.2","nyx_301_yuni_01","3","1","13020025","111031"
"302","","","","","","這種名為素材潛水的\n全新探索之旅意外的\n是件挺有意義的事呢","11","10","13020026","111031"
"302","","","","","","1","91","","13020027","0"
"302","","","","","","反正萬一溺水的話\n一定會有學弟妹\n注意到我的吧","11","10","13020028","111031"
"302","","","","","","1","91","","13020029","0"
"302","nyx_302_yuni_04","","","1","0.2","nyx_302_yuni_03","3","0","13020030","111031"
"302","","","","","","沒有辦法了\n我要上啦！","11","10","13020031","111031"
"302","","","","","","1","91","","13020032","0"
"302","","","","","","","93","","13020033","1.5"
"302","","","","","","唔。鑽得太深了\n看來……要出不去了！\n快來人！快來人啊！","11","10","13020034","111031"
"302","","","","","","","91","","13020035","0"
"302","","","","","","","93","","13020036","6"
"302","","","","","","2","12","1","13020037","111031"
"302","","","","","","","93","","13020038","4"
"302","","","","","","4","12","1","13020039","111031"
"302","","","","","","","93","","13020040","4"
"302","","","","","","","101","","13020041","13020036"
"303","49","1","nyx_303_yuni_07","-221.5","1.2","111031","1","110","13030001","1"
"303","0","","","1","1","1","31","0","13030002","4"
"303","","","","","","bgm_M347","25","","13030003","bgm_M347"
"303","","","","","","","93","","13030004","2"
"303","","","","","","唔嗯，整個過程雖然\n一波三折……但最後\n總算順利完成了呢","11","10","13030005","111031"
"303","","","","","","","91","","13030006","0"
"303","","","","","0.2","nyx_303_yuni_01_noshadow","3","1","13030007","111031"
"303","","","","","","哼哼哼……最終成果\n真是讓我心滿意足……","11","10","13030008","111031"
"303","","","","","","","91","","13030009","0"
"303","","","","","","外觀的完成度\n自然是無需多言\n值得一提的是功能面","11","10","13030010","111031"
"303","","","","","","","91","","13030011","0"
"303","","","","","0.2","nyx_303_yuni_03","3","1","13030012","111031"
"303","","","","","","來試著進行一下\n動作的測試吧","11","10","13030013","111031"
"303","","","","","","","91","","13030014","0"
"303","nyx_303_yuni_04","0.2","","1","0.2","nyx_303_yuni_02","3","0","13030015","111031"
"303","","","","","","","93","","13030016","3"
"303","","","","","0.2","nyx_303_yuni_07","3","1","13030017","111031"
"303","","","","","","嗯……\n映出表情的功能\n似乎沒有問題呢","11","10","13030018","111031"
"303","","","","","","","91","","13030019","0"
"303","nyx_303_yuni_04","0.2","","1","0.2","nyx_303_yuni_09","3","0","13030020","111031"
"303","","","","","","接下來要測試\n哪一個功能呢……","11","10","13030021","111031"
"303","","","","","","","91","","13030022","0"
"303","","","","","","","93","","13030023","0.5"
"303","","","","","","總而言之先隨便按\n幾個開關……哎呀\n這個按鈕可不行呢","11","10","13030024","111031"
"303","","","","","","","93","","13030025","1.5"
"303","","","","","0.2","nyx_303_yuni_02","3","0","13030026","111031"
"303","","","","","","","93","","13030027","1"
"303","nyx_303_yuni_05","","","1","0.2","nyx_303_yuni_06","3","0","13030028","111031"
"303","","","","","","","93","","13030029","2"
"303","","","","","","……好險好險\n差一點就要\n啟動自爆裝置了","11","10","13030030","111031"
"303","","","","","","","93","","13030031","0.1"
"303","","","","","0.2","nyx_303_yuni_08","3","1","13030032","111031"
"303","","","","","","","91","","13030033","13030030"
"303","","","","","","","93","","13030034","2"
"303","nyx_303_yuni_04","0.2","","1","0.2","nyx_303_yuni_09","3","0","13030035","111031"
"303","","","","","","","93","","13030036","2"
"303","nyx_303_yuni_03","0.2","","1","0.2","nyx_303_yuni_02","3","0","13030037","111031"
"303","","","","","","","93","","13030038","1.8"
"303","","","","","","6","12","1","13030039","111031"
"303","","","","","","","93","","13030040","3.2"
"303","nyx_303_yuni_04","0.2","","1","0.2","nyx_303_yuni_09","3","0","13030041","111031"
"303","","","","","","","93","","13030042","2"
"303","nyx_303_yuni_08","0.2","","1","0.2","nyx_303_yuni_02","3","0","13030043","111031"
"303","","","","","","","93","","13030044","1.8"
"303","","","","","","2","12","1","13030045","111031"
"303","","","","","","","93","","13030046","1.2"
"303","","","","","","","101","","13030047","13030034"
