079068b55ab181ec1344b8491c54be29cb9b416d941570d4d37b7d78df5a53b2,bde5366c74407a65caaba4806486bf2ad3aef082ae723327316e2e0b0f04a56c,65d24287f47dba0bdf014f20b9c5472e2d611e42220e73c52a3ae761211d0c94,5302acdb8544dd0b8b756380b7ff6934bc134ef111b3bfc15a53e8b22cd00a84,39a69f2d2b1892094da57245f81219577bdec9ee884f49d1612ae3e470af9cba,f5c113d43f586e1ebd22ec6e8de3734aef1f91963cb51ba44639eda4a02d0147,a99f174eaf9c3b58d3585bdf34c1f929c0b890bddfc2edab5b3a47d65bde0364,50caba4784b1fdab811757101b86a3178131d904a6a91a0beda32420a842e4a6,1240877c2ae88e5c86fad16c4d951acfba50ca6f478d8f4e0691cb4c4a99ca10,5b5701c7244bced51da4a882796c2ff7e7c15a6bef5a4f6d86217311f80c9984,70b5d23ec26855ea0bf888c09dfc214754acfaf71d42c8dce6eb4f9de18b43d0,028bec3597ec798fc1a0f7f9fce99c97b1afca61c3169813179c0163d68921fd,19b37814e23f784674894bebeafe36d681ca337334f8709144a7c6ffd596933f,b7737f2131851c03cf709f30d80b3977f6357d551a6ef5c939843fd012f2a11e,0f547b0ed234849bb65e45eb5ada33eb12f8fa867ed55c750b1e2d38c9f301c3,251cf4538d679df8fae4e9b96ebce3198a3e9a41db3fcb17ff6842f5e53f0a9f,892b6568671bfbc75654a8d1f0706aa2044923572a6e9cc30cbb37e72a3afe84,83557250a20247ebd8bdef12aa098a800dc0c4ba663d054fe0031bd8c164bb41,2bac9979e771cbb5f72b39fc1c127e8b248e992b9fc44d7026e64e3f52c4c4eb,990ce3e5636c4e5118e1b0677615c89713a05d172e33d86f5b847bdda99acfd3,de4fd97eb4b2982def8d3f455db6f28b11e90bc5162877f0afca2068396fcff0,65f0c1ab0899dbe46f0dc177631bf6e3350ab6804640d87384c38c8705eddf3e
"bgm_M64","-30","4","0.9","-30","4","0","1038","101021","1","200","190","1.3","1","200","-70","1","0","101021","0","10380104","1"
"bgm_M55","-30","5","1.4","0","5","0","1038","101031","1","200","440","1.8","1","220","0","1.6","0","101031","0","10380105","1"
"bgm_M64","-30","1","0.6","0","1","0","1039","101041","1","250","-470","0.8","1","210","-125","0.7","10","101041","-30","10390101","1"
"bgm_M64","-30","2","0.65","0","2","0","1039","101041","1","200","-210","1","1","200","-95","0.7","10","101041","0","10390102","1"
"bgm_M64","-30","3","0.9","0","3","-15","1039","101041","1","100","50","1.3","1","200","-120","1","0","101041","-10","10390103","1"
"bgm_M64","-30","4","0.9","0","4","0","1039","101041","1","100","195","1.35","1","200","35","1.3","0","101041","0","10390104","1"
"bgm_M55","-30","5","1.1","-50","5","0","1039","101042","1","150","450","1.8","1.3","210","-55","1.35","0","101042","0","10390105","1"
"bgm_M64","-30","1","0.6","0","1","0","1040","101161","1","250","-480","0.8","1","210","-120","0.85","10","101161","0","10400101","1"
"bgm_M64","-30","2","0.75","0","2","0","1040","101161","1","100","-260","1.2","1","240","-100","1.1","0","101161","0","10400102","1"
"bgm_M64","-30","3","0.65","0","3","-5","1040","101161","1","100","-10","1.1","1","200","65","1","5","101161","-10","10400103","1"
"bgm_M64","-30","4","0.9","43","4","0","1040","101161","1","150","190","1","1","200","-110","1","0","101161","0","10400104","1"
"bgm_M55","-30","5","0.9","-50","5","-40","1040","101162","1","270","485","1.15","1.3","280","-70","1","-10","101162","-45","10400105","1"
"bgm_M64","-30","1","0.6","0","1","0","1041","101171","1","120","-480","0.8","1","210","-120","0.85","10","101171","0","10410101","1"
"bgm_M64","-30","2","0.75","0","2","0","1041","101171","1","120","-260","1.2","1","200","-120","1","10","101171","0","10410102","1"
"bgm_M64","-30","3","0.6","-50","3","-13","1041","101171","1.4","150","-10","0.9","1","200","0","0.55","0","101171","-60","10410103","1"
"bgm_M64","-30","4","0.9","0","4","0","1041","101171","1","100","190","1.2","1","200","-110","1","0","101171","0","10410104","1"
"bgm_M55","-30","5","1","-50","5","-20","1041","101172","1","200","475","1.45","1","250","-30","1","10","101172","0","10410105","1"
"bgm_M64","-30","1","0.6","0","1","0","1042","101191","1","100","-480","0.8","1","210","-120","0.7","10","101191","-30","10420101","1"
"bgm_M64","-30","2","0.8","0","2","0","1042","101191","1","100","-260","1.2","1","200","-100","1","10","101191","0","10420102","1"
"bgm_M64","-30","3","0.9","-30","3","-15","1042","101451","1","100","-10","1.4","1","200","65","1","0","101191","-10","10420103","1"
"bgm_M64","-30","4","0.65","0","4","0","1042","101191","1","100","190","1.1","1","200","-110","1","0","101191","0","10420104","1"
"bgm_M55","-30","5","1.1","-50","5","0","1042","101192","1.2","200","485","1.3","1","280","-70","1","-10","101192","-45","10420105","1"
"bgm_M64","-30","1","0.6","0","1","0","1043","101201","1","100","-480","0.8","1","210","-120","0.85","10","101201","0","10430101","1"
"bgm_M64","-30","2","0.75","0","2","0","1043","101201","1","100","-260","1.2","1","240","-120","1.1","10","101201","0","10430102","1"
"bgm_M64","-30","3","0.8","0","3","-15","1043","101201","1","100","-10","1.1","1","200","65","1","0","101201","-10","10430103","1"
"bgm_M64","-30","4","0.7","43","4","0","1043","101201","1","100","190","1","1","200","-110","1","0","101201","0","10430104","1"
"bgm_M55","-30","5","1","-50","5","-20","1043","101202","1","100","475","1.45","1","250","-30","1","10","101202","-45","10430105","1"
"bgm_M64","-30","1","0.6","0","1","0","1044","101291","1","100","-480","0.8","1","210","-120","0.85","10","101291","0","10440101","1"
"bgm_M64","-30","2","0.75","0","2","0","1044","101291","1","100","-260","1.2","1","240","-120","1.1","10","101291","0","10440102","1"
"bgm_M64","-30","3","1.55","0","3","-15","1044","101291","1","100","-40","2.3","1","200","65","2.2","0","101291","-10","10440103","1"
"bgm_M64","-30","4","1.1","0","4","0","1044","101291","1","100","150","1.2","1","200","-110","1","0","101291","0","10440104","1"
"bgm_M55","-30","5","1.1","15","5","-20","1044","101292","1","100","490","1.45","1","230","-15","1","30","101292","30","10440105","1"
"bgm_M64","-30","1","0.58","0","1","0","1045","101301","1","100","-480","0.8","1","210","-120","0.7","10","101301","-30","10450101","1"
"bgm_M64","-30","2","0.9","0","2","0","1045","101301","1","100","-260","1.2","1","200","-120","1","10","101301","0","10450102","1"
"bgm_M64","-30","3","0.93","-30","3","0","1045","101301","1","200","-50","1.4","1","200","100","1","-10","101301","-10","10450103","1"
"bgm_M64","-30","4","0.9","15","4","0","1045","101301","1","100","100","1.3","1","200","-100","1","0","101301","0","10450104","1"
"bgm_M55","-30","5","1","-15","5","-20","1045","101302","1","100","470","1.2","1","270","-55","1.1","10","101302","-30","10450105","1"
"bgm_M64","-30","1","0.575","0","1","0","1046","101161","1","100","-450","0.8","1","210","-130","0.85","10","101441","0","10460101","1"
"bgm_M64","-30","2","0.75","0","2","0","1046","101161","1","200","-250","1","1","200","-120","0.7","10","101441","0","10460102","1"
"bgm_M64","-30","3","0.8","0","3","-15","1046","101161","1","100","-10","1.2","1","200","50","1.1","0","101441","-10","10460103","1"
"bgm_M64","-30","4","0.8","43","4","0","1046","101161","1","150","210","1","1","200","-100","1","0","101441","0","10460104","1"
"bgm_M55","-30","5","0.95","-35","5","-20","1046","101162","1","100","470","1.2","1","230","-70","1.1","10","101442","-30","10460105","1"
"bgm_M64","-30","1","0.58","0","1","0","1047","101451","1","100","-450","0.8","1","210","-130","0.7","10","101451","-30","10470101","1"
"bgm_M64","-30","2","0.9","0","2","0","1047","101451","1","100","-250","1.2","1","200","-120","1","10","101451","0","10470102","1"
"bgm_M64","-30","3","0.9","-30","3","-15","1047","101451","1","100","-20","1.4","1","200","50","1","0","101451","-10","10470103","1"
"bgm_M64","-30","4","0.8","0","4","0","1047","101451","1","100","200","1","1","200","-100","0.85","0","101451","0","10470104","1"
"bgm_M55","-30","5","1.25","-35","5","0","1047","101452","1.2","100","510","1.55","1","290","-70","1.4","0","101452","-50","10470105","1"
"bgm_M64","-30","1","0.58","0","1","0","1048","101451","1","100","-450","0.8","1","210","-130","0.7","10","101561","-30","10480101","1"
"bgm_M64","-30","2","0.75","0","2","0","1048","101451","1","100","-240","1.2","1","240","-120","1.1","0","101561","0","10480102","1"
"bgm_M64","-30","3","0.6","-50","3","-13","1048","101451","1.4","150","-10","0.9","1","200","0","0.55","0","101561","-60","10480103","1"
"bgm_M64","-30","4","0.7","20","4","0","1048","101451","1","100","195","1.1","1","200","-100","1","0","101561","0","10480104","1"
"bgm_M55","-30","5","1.25","-60","5","0","1048","101452","1.4","400","460","1.55","1","290","-70","1.35","0","101562","-50","10480105","1"
"bgm_M64","-30","1","0.58","0","1","0","1049","101001","1","100","-480","0.8","1","210","-120","0.7","10","101001","-30","10490101","1"
"bgm_M64","-30","2","0.75","0","2","0","1049","101001","1","100","-270","1.2","1","200","-120","1.1","10","101001","0","10490102","1"
"bgm_M64","-30","3","0.9","-30","3","-15","1049","101001","1","200","-25","1.4","1","200","65","1","0","101001","-10","10490103","1"
"bgm_M64","-30","4","0.9","-30","4","0","1049","101001","1","150","200","1.1","1","200","-120","1","0","101001","0","10490104","1"
"bgm_M55","-30","5","1.2","0","5","0","1049","101011","1.2","200","480","1.3","1","250","-40","1","0","101011","0","10490105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1050","101021","1","170","-450","1","1","210","-110","0.9","10","101021","-30","10500101","1"
"bgm_M64","-30","2","0.75","0","2","0","1050","101021","1","100","-240","1.2","1","240","-120","1.1","0","101021","0","10500102","1"
"bgm_M64","-30","3","0.6","0","3","-5","1050","101021","1","100","-10","0.9","1","200","65","0.8","5","101021","-10","10500103","1"
"bgm_M64","-30","4","0.65","0","4","0","1050","101021","1","100","190","1.1","1","200","-110","1","0","101021","0","10500104","1"
"bgm_M55","-30","5","1.4","0","5","0","1050","101031","1","200","440","1.8","1","220","0","1.6","0","101031","0","10500105","1"
"bgm_M64","-30","1","0.58","0","1","0","1051","101041","1","100","-450","0.8","1","210","-130","0.7","10","101041","-30","10510101","1"
"bgm_M64","-30","2","0.65","0","2","0","1051","101041","1","200","-250","1","1","200","-120","0.7","10","101041","0","10510102","1"
"bgm_M64","-30","3","0.75","-10","3","-15","1051","101041","1","100","-35","1.3","1","200","70","1","10","101041","-10","10510103","1"
"bgm_M64","-30","4","1","0","4","0","1051","101041","1","100","150","1.4","1","200","-110","1","0","101041","0","10510104","1"
"bgm_M55","-30","5","1.1","-50","5","0","1051","101042","1","150","450","1.8","1.3","210","-55","1.35","0","101042","0","10510105","1"
"bgm_M64","-30","1","0.6","0","1","0","1052","101161","1","250","-480","0.8","1","210","-120","0.7","10","101161","-30","10520101","1"
"bgm_M64","-30","2","0.75","0","2","0","1052","101161","1","100","-260","1.2","1","240","-100","1.1","0","101161","0","10520102","1"
"bgm_M64","-30","3","0.65","0","3","-5","1052","101161","1","100","-10","1.1","1","200","65","1","5","101161","-10","10520103","1"
"bgm_M64","-30","4","0.8","-30","4","0","1052","101161","1","100","240","1.3","1","200","-50","1","0","101161","0","10520104","1"
"bgm_M55","-30","5","0.9","-50","5","-40","1052","101162","1","270","485","1.15","1.3","280","-70","1","-10","101162","-45","10520105","1"
"bgm_M64","-30","1","0.5","0","1","0","1053","101171","1","120","-480","0.8","1","210","-120","0.85","10","101171","0","10530101","1"
"bgm_M64","-30","2","0.75","0","2","0","1053","101171","1","100","-270","1.2","1","200","-120","1.1","10","101171","0","10530102","1"
"bgm_M64","-30","3","1.55","0","3","-15","1053","101171","1","100","-25","2.3","1","200","65","2.2","0","101171","-10","10530103","1"
"bgm_M64","-30","4","0.9","-30","4","0","1053","101171","1","100","200","1.5","1","200","-100","1","0","101171","0","10530104","1"
"bgm_M55","-30","5","1","-50","5","-20","1053","101172","1","200","475","1.45","1","250","-30","1","10","101172","0","10530105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1054","101191","1","170","-450","1","1","210","-110","0.9","10","101191","-30","10540101","1"
"bgm_M64","-30","2","0.65","0","2","0","1054","101191","1","200","-250","1","1","200","-120","0.7","10","101191","0","10540102","1"
"bgm_M64","-30","3","0.8","0","3","-15","1054","101191","1","100","-10","1.2","1","200","50","1.1","0","101191","-10","10540103","1"
"bgm_M64","-30","4","1","0","4","0","1054","101191","1","200","190","1.5","1","200","-90","1","0","101191","0","10540104","1"
"bgm_M55","-30","5","1.1","-50","5","0","1054","101192","1.2","200","485","1.3","1","280","-70","1","-10","101192","-45","10540105","1"
"bgm_M64","-30","1","0.5","0","1","0","1055","101201","1","120","-480","0.8","1","210","-120","0.85","10","101201","0","10550101","1"
"bgm_M64","-30","2","0.7","-30","2","0","1055","101201","1","250","-250","1","1","240","-120","1","0","101201","-30","10550102","1"
"bgm_M64","-30","3","0.8","0","3","-15","1055","101201","1","100","-10","1.1","1","200","65","1","0","101201","-10","10550103","1"
"bgm_M64","-30","4","0.7","43","4","0","1055","101201","1","100","190","1","1","200","-110","1","0","101201","0","10550104","1"
"bgm_M55","-30","5","1","-50","5","-20","1055","101202","1","100","475","1.45","1","250","-30","1","10","101202","-45","10550105","1"
"bgm_M64","-30","1","0.6","0","1","0","1056","101291","1","250","-480","0.8","1","210","-120","0.7","10","101291","-30","10560101","1"
"bgm_M64","-30","2","0.75","0","2","0","1056","101291","1","100","-260","1.2","1","240","-100","1.1","0","101291","0","10560102","1"
"bgm_M64","-30","3","0.9","-30","3","-15","1056","101291","1","100","-35","1.4","1","200","50","1","0","101291","-10","10560103","1"
"bgm_M64","-30","4","0.9","-30","4","0","1056","101291","1","150","190","1.1","1","200","-120","1","0","101291","0","10560104","1"
"bgm_M55","-30","5","1.1","15","5","-20","1056","101292","1","100","490","1.45","1","230","-15","1","30","101292","30","10560105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1057","101301","1","170","-450","1","1","210","-110","0.9","10","101301","-30","10570101","1"
"bgm_M64","-30","2","0.75","0","2","0","1057","101301","1","100","-270","1.2","1","200","-120","1.1","10","101301","0","10570102","1"
"bgm_M64","-30","3","0.93","-30","3","0","1057","101301","1","200","-50","1.4","1","200","100","1","-10","101301","-10","10570103","1"
"bgm_M64","-30","4","0.9","0","4","0","1057","101301","1","100","190","1.2","1","200","-110","1","0","101301","0","10570104","1"
"bgm_M55","-30","5","1","-15","5","-20","1057","101302","1","100","470","1.2","1","270","-55","1.1","10","101302","-30","10570105","1"
"bgm_M64","-30","1","0.6","0","1","0","1058","101441","1","250","-480","0.8","1","210","-120","0.7","10","101441","-30","10580101","1"
"bgm_M64","-30","2","0.7","-30","2","0","1058","101441","1","250","-250","1","1","240","-120","1","0","101441","-30","10580102","1"
"bgm_M64","-30","3","0.75","-10","3","-15","1058","101441","1","100","-5","1.3","1","200","70","1","10","101441","-10","10580103","1"
"bgm_M64","-30","4","0.8","20","4","0","1058","101441","1","100","210","1.1","1","200","-100","1","10","101441","0","10580104","1"
"bgm_M55","-30","5","0.95","-35","5","-20","1058","101442","1","100","470","1.2","1","230","-70","1.1","10","101442","-30","10580105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1059","101451","1","170","-450","1","1","210","-110","0.9","10","101451","-30","10590101","1"
"bgm_M64","-30","2","0.65","0","2","0","1059","101451","1","200","-250","1","1","200","-120","0.7","10","101451","0","10590102","1"
"bgm_M64","-30","3","0.6","-50","3","-13","1059","101451","1.4","150","-10","0.9","1","200","0","0.55","0","101451","-60","10590103","1"
"bgm_M64","-30","4","0.7","0","4","0","1059","101451","1","100","200","1","1","200","-120","0.7","0","101451","0","10590104","1"
"bgm_M55","-30","5","1.25","-35","5","0","1059","101452","1.2","100","510","1.55","1","290","-70","1.4","0","101452","-50","10590105","1"
"bgm_M64","-30","1","0.5","0","1","0","1060","101561","1","120","-480","0.8","1","210","-120","0.85","10","101561","0","10600101","1"
"bgm_M64","-30","2","0.75","0","2","0","1060","101561","1","100","-270","1.2","1","200","-120","1.1","10","101561","0","10600102","1"
"bgm_M64","-30","3","0.9","-30","3","-15","1060","101561","1","200","-25","1.4","1","200","65","1","0","101561","-10","10600103","1"
"bgm_M64","-30","4","0.65","0","4","0","1060","101561","1","100","190","1.1","1","200","-110","1","0","101561","0","10600104","1"
"bgm_M55","-30","5","1.25","-60","5","0","1060","101562","1.4","400","460","1.55","1","290","-70","1.35","0","101562","-50","10600105","1"
"bgm_M64","-30","1","0.6","0","1","0","1061","101001","1","250","-480","0.8","1","210","-120","0.7","10","101001","-30","10610101","1"
"bgm_M64","-30","2","0.75","0","2","0","1061","101001","1","100","-260","1.2","1","240","-100","1.1","0","101001","0","10610102","1"
"bgm_M64","-30","3","1","-30","3","-15","1061","101001","1","100","-10","1.4","1","200","65","1","0","101001","-10","10610103","1"
"bgm_M64","-30","4","1","0","4","0","1061","101001","1","100","200","1.4","1","200","-110","1","0","101001","0","10610104","1"
"bgm_M55","-30","5","1.2","0","5","0","1061","101011","1.2","200","480","1.3","1","250","-40","1","0","101011","0","10610105","1"
"bgm_M64","-30","1","0.5","0","1","0","1063","101021","1","120","-480","0.8","1","210","-120","0.85","10","101021","0","10630101","1"
"bgm_M64","-30","2","0.7","-30","2","0","1063","101021","1","250","-250","1","1","240","-120","1","0","101021","-30","10630102","1"
"bgm_M64","-30","3","0.9","0","3","0","1063","101021","1","100","-10","1.3","1","200","70","1","0","101021","0","10630103","1"
"bgm_M64","-30","4","0.8","-30","4","0","1063","101021","1","100","240","1.2","1","200","-70","1","0","101021","0","10630104","1"
"bgm_M55","-30","5","1.4","0","5","0","1063","101031","1","200","470","1.8","1","220","0","1.6","0","101031","0","10630105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1064","101041","1","170","-450","1","1","210","-110","0.9","10","101041","-30","10640101","1"
"bgm_M64","-30","2","0.65","0","2","0","1064","101041","1","200","-250","1","1","200","-120","0.7","10","101041","0","10640102","1"
"bgm_M64","-30","3","0.8","0","3","-15","1064","101041","1","100","-10","1.1","1","200","65","1","0","101041","-10","10640103","1"
"bgm_M64","-30","4","0.9","-30","4","0","1064","101041","1","100","200","1.5","1","200","-100","1","0","101041","0","10640104","1"
"bgm_M55","-30","5","1.1","-50","5","0","1064","101042","1","150","450","1.8","1.3","210","-55","1.35","0","101042","0","10640105","1"
"bgm_M64","-30","1","0.6","0","1","0","1065","101161","1","250","-480","0.8","1","210","-120","0.7","10","101161","-30","10650101","1"
"bgm_M64","-30","2","0.75","0","2","0","1065","101161","1","100","-260","1.2","1","240","-100","1.1","0","101161","0","10650102","1"
"bgm_M64","-30","3","0.65","0","3","-5","1065","101161","1","100","-10","1.1","1","200","65","1","5","101161","-10","10650103","1"
"bgm_M64","-30","4","0.8","0","4","0","1065","101161","1","100","200","1","1","200","-100","0.85","0","101161","0","10650104","1"
"bgm_M55","-30","5","0.9","-50","5","-40","1065","101162","1","270","485","1.15","1.3","280","-70","1","-10","101162","-45","10650105","1"
"bgm_M64","-30","1","0.5","0","1","0","1066","101171","1","120","-480","0.8","1","210","-120","0.85","10","101171","0","10660101","1"
"bgm_M64","-30","2","0.7","-30","2","0","1066","101171","1","250","-250","1","1","240","-120","1","0","101171","-30","10660102","1"
"bgm_M64","-30","3","0.8","0","3","-10","1066","101171","1","100","0","1.15","1","200","65","1.1","0","101171","-10","10660103","1"
"bgm_M64","-30","4","0.9","0","4","0","1066","101171","1","100","230","1.35","1","200","5","1.3","0","101171","-10","10660104","1"
"bgm_M55","-30","5","1","-50","5","-20","1066","101172","1","200","475","1.45","1","250","-30","1","10","101172","0","10660105","1"
"bgm_M64","-30","1","0.6","0","1","0","1067","101191","1","250","-480","0.8","1","210","-50","0.7","10","101191","-30","10670101","1"
"bgm_M64","-30","2","0.75","0","2","0","1067","101191","1","100","-270","1.2","1","200","-120","1.1","10","101191","0","10670102","1"
"bgm_M64","-30","3","0.9","-30","3","-15","1067","101191","1","100","-20","1.4","1","200","50","1","0","101191","-10","10670103","1"
"bgm_M64","-30","4","1","0","4","0","1067","101191","1","200","200","1.5","1","200","-90","1","0","101191","0","10670104","1"
"bgm_M55","-30","5","1.1","-50","5","0","1067","101192","1.2","200","485","1.3","1","280","-70","1","-10","101192","-45","10670105","1"
"bgm_M64","-30","1","0.8","20","1","0","1068","101201","1","100","-470","1.45","1","210","0","1.1","10","101201","0","10680101","1"
"bgm_M64","-30","2","0.65","0","2","0","1068","101201","1","200","-250","1","1","200","-120","0.7","10","101201","0","10680102","1"
"bgm_M64","-30","3","0.75","-10","3","-15","1068","101201","1","100","-5","1.3","1","200","70","1","10","101201","-10","10680103","1"
"bgm_M64","-30","4","0.7","43","4","0","1068","101201","1","100","190","1","1","200","-110","1","0","101201","0","10680104","1"
"bgm_M55","-30","5","1","-50","5","-20","1068","101202","1","100","475","1.45","1","250","-30","1","10","101202","-45","10680105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1069","101291","1","170","-450","1","1","210","-110","0.9","10","101291","-30","10690101","1"
"bgm_M64","-30","2","0.75","0","2","0","1069","101291","1","100","-225","1.2","1","240","-25","1.1","0","101291","0","10690102","1"
"bgm_M64","-30","3","1.55","0","3","-15","1069","101291","1","100","0","2.3","1","200","65","2.2","0","101291","-10","10690103","1"
"bgm_M64","-30","4","0.65","0","4","0","1069","101291","1","100","190","1.1","1","200","-110","1","0","101291","0","10690104","1"
"bgm_M55","-30","5","1.1","15","5","-20","1069","101292","1","100","490","1.45","1","230","-15","1","30","101292","30","10690105","1"
"bgm_M64","-30","1","0.6","0","1","0","1070","101301","1","250","-480","0.8","1","210","-50","0.7","10","101301","-30","10700101","1"
"bgm_M64","-30","2","0.65","0","2","0","1070","101301","1","200","-250","1","1","200","-120","0.7","10","101301","0","10700102","1"
"bgm_M64","-30","3","0.93","-30","3","0","1070","101301","1","200","-50","1.4","1","200","100","1","-10","101301","-10","10700103","1"
"bgm_M64","-30","4","0.9","-30","4","0","1070","101301","1","150","190","1.1","1","200","-120","1","0","101301","0","10700104","1"
"bgm_M55","-30","5","1","-15","5","-20","1070","101302","1","100","470","1.2","1","270","-55","1.1","10","101302","-30","10700105","1"
"bgm_M64","-30","1","0.8","20","1","0","1071","101441","1","100","-470","1.45","1","210","0","1.1","10","101441","0","10710101","1"
"bgm_M64","-30","2","0.7","-30","2","0","1071","101441","1","250","-250","1","1","240","-120","1","0","101441","-30","10710102","1"
"bgm_M64","-30","3","0.8","0","3","-15","1071","101441","1","100","-10","1.1","1","200","65","1","0","101441","-10","10710103","1"
"bgm_M64","-30","4","0.7","0","4","0","1071","101441","1","100","200","1","1","200","-120","0.7","0","101441","0","10710104","1"
"bgm_M55","-30","5","0.95","-35","5","-20","1071","101442","1","100","470","1.2","1","230","-70","1.1","10","101442","-30","10710105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1072","101451","1","170","-450","1","1","210","-110","0.9","10","101451","-30","10720101","1"
"bgm_M64","-30","2","0.75","0","2","0","1072","101451","1","100","-225","1.2","1","240","-25","1.1","0","101451","0","10720102","1"
"bgm_M64","-30","3","1","-30","3","-15","1072","101451","1","100","-10","1.4","1","200","65","1","0","101451","-10","10720103","1"
"bgm_M64","-30","4","0.8","20","4","0","1072","101451","1","100","210","1.1","1","200","-100","1","10","101451","0","10720104","1"
"bgm_M55","-30","5","1.25","-35","5","0","1072","101452","1.2","100","510","1.55","1","290","-70","1.4","0","101452","-50","10720105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1073","101561","1","170","-450","1","1","210","0","0.9","10","101561","-30","10730101","1"
"bgm_M64","-30","2","0.75","0","2","0","1073","101561","1","100","-270","1.2","1","200","-120","1.1","10","101561","0","10730102","1"
"bgm_M64","-30","3","0.65","0","3","-5","1073","101561","1","100","-10","1.1","1","200","65","1","5","101561","-10","10730103","1"
"bgm_M64","-30","4","1","0","4","0","1073","101561","1","100","200","1.4","1","200","-110","1","0","101561","0","10730104","1"
"bgm_M55","-30","5","1.25","-60","5","0","1073","101562","1.4","400","460","1.55","1","290","-70","1.35","0","101562","-50","10730105","1"
"bgm_M64","-30","1","0.6","0","1","0","1074","101001","1","250","-480","0.8","1","210","-50","0.7","10","101001","-30","10740101","1"
"bgm_M64","-30","2","0.9","10","2","0","1074","101001","1","200","-260","1.35","1","240","-110","1.1","0","101001","10","10740102","1"
"bgm_M64","-30","3","0.75","-10","3","-15","1074","101001","1","100","-5","1.15","1","200","70","1","10","101001","-10","10740103","1"
"bgm_M64","-30","4","0.9","0","4","0","1074","101001","1","100","190","1.2","1","200","-110","1","0","101001","0","10740104","1"
"bgm_M55","-30","5","1.2","0","5","0","1074","101011","1.2","200","480","1.3","1","250","-40","1","0","101011","0","10740105","1"
"bgm_M64","-30","1","0.8","20","1","0","1075","101021","1","100","-470","1.45","1","210","0","1.1","10","101021","0","10750101","1"
"bgm_M64","-30","2","0.65","0","2","0","1075","101021","1","200","-250","1","1","200","-120","0.7","10","101021","0","10750102","1"
"bgm_M64","-30","3","0.6","-50","3","-13","1075","101021","1.4","150","-10","0.9","1","200","0","0.55","0","101021","-60","10750103","1"
"bgm_M64","-30","4","0.9","-30","4","0","1075","101021","1","100","200","1.5","1","200","-100","1","0","101021","0","10750104","1"
"bgm_M55","-30","5","1.4","0","5","0","1075","101031","1","200","470","1.8","1","220","0","1.6","0","101031","0","10750105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1076","101041","1","170","-480","1","1","210","-110","0.9","10","101041","-30","10760101","1"
"bgm_M64","-30","2","0.7","-30","2","0","1076","101041","1","250","-230","1","1","240","-20","1","0","101041","-30","10760102","1"
"bgm_M64","-30","3","0.9","-30","3","-15","1076","101041","1","100","15","1.4","1","200","-120","1","0","101041","-10","10760103","1"
"bgm_M64","-30","4","0.8","-60","4","0","1076","101041","1","300","200","1.3","1","200","40","1","0","101041","-50","10760104","1"
"bgm_M55","-30","5","1.1","-50","5","0","1076","101042","1","150","450","1.8","1.3","210","-55","1.35","0","101042","0","10760105","1"
"bgm_M64","-30","1","0.6","0","1","0","1077","101161","1","250","-480","0.8","1","210","-50","0.7","10","101161","-30","10770101","1"
"bgm_M64","-30","2","0.75","0","2","0","1077","101161","1","100","-270","1.2","1","200","-120","1.1","10","101161","0","10770102","1"
"bgm_M64","-30","3","0.9","0","3","0","1077","101161","1","100","-10","1.3","1","200","70","1","0","101161","0","10770103","1"
"bgm_M64","-30","4","1","0","4","0","1077","101161","1","200","200","1.5","1","200","-90","1","0","101161","0","10770104","1"
"bgm_M55","-30","5","0.9","-50","5","-40","1077","101162","1","270","485","1.15","1.3","280","-70","1","-10","101162","-45","10770105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1078","101171","1","170","-450","1","1","210","-90","0.9","10","101171","-30","10780101","1"
"bgm_M64","-30","2","0.75","0","2","0","1078","101171","1","100","-225","1.2","1","240","20","1.1","0","101171","0","10780102","1"
"bgm_M64","-30","3","0.8","0","3","-10","1078","101171","1","100","0","1.15","1","200","-65","1.1","0","101171","-10","10780103","1"
"bgm_M64","-30","4","0.65","0","4","0","1078","101171","1","100","230","1","1","200","0","0.9","0","101171","-10","10780104","1"
"bgm_M55","-30","5","1","-50","5","-20","1078","101172","1","200","475","1.45","1","250","-30","1","10","101172","0","10780105","1"
"bgm_M64","-30","1","0.6","0","1","0","1079","101191","1","250","-480","0.8","1","210","-50","0.7","10","101191","-30","10790101","1"
"bgm_M64","-30","2","0.9","10","2","0","1079","101191","1","200","-260","1.35","1","240","-110","1.1","0","101191","10","10790102","1"
"bgm_M64","-30","3","0.8","0","3","-15","1079","101191","1","100","-10","1.1","1","200","65","1","0","101191","-10","10790103","1"
"bgm_M64","-30","4","0.9","0","4","0","1079","101191","1","100","230","1.35","1","200","5","1.3","0","101191","-10","10790104","1"
"bgm_M55","-30","5","1.1","-50","5","0","1079","101192","1.2","200","485","1.3","1","280","-70","1","-10","101192","-45","10790105","1"
