a5923585095f5487b08eb5f495e8ff3946733f3606255cea055036b95f4b604b,b032ae6f880940de2205f36782950c4616d7d2b3d83d45661cc033f2b17ed7fd,012815ba62a67f309ffdaecbc73b7ea901ab6269ac0248e9cd6808e98edccddf,7761172c4f8f6206b72c304c46d7b995c4535cf270622a5ad1befe425fd1f68f,542956fb1202f86292abf8bd3a45473b00dfe5dcfaf8ce1d4912a1e483c26e92,e50f9f9a9d3cf7d45b9c2f478eb00fe7670136ae31ad9d6f8e10bca52af73596,15ab128832a826294bdd74cefe2a0dae6b502c8f4d8ef9d31f8d2fe893331c7c,86d42b9c2aad1b23ced4c111f77e3a1bc69a43e938e7bc53c1a4c32e684f8f77,be0ec74603175de4fa41a007ebf3ab9353e28168d1ee571be51ea51a1b0d53eb,39c3365dc5d2de3a8d72d2d591f7f8b2b1123f5890595398c9b9fe657e89f903,032cf0379339ff0cc499e0a2dcbb241702d30bd1bf3b84a9100636bfd3c40812
"","1","31","","0.2","","1007405","3","NoItem_idle","","1007405064"
"","1","117531","","0.2","","1007405","3","mhp_sit_talk_thinking","","1007405065"
"","0","vo_mhp_1007405","","","","1007405","21","vo_mhp_1109","0","1007405066"
"0","5","117531","0","0","0.5","1007405","11","啊～是那種問題……好的好的。","1","1007405067"
"","","0","","","","1007405","91","","","1007405068"
"","1","117531","","0.2","","1007405","3","mhp_sit_idle","","1007405069"
"","1","111011","","0.2","","1007405","3","mhp_sit_talk_sad2","","1007405070"
"","0","vo_mhp_1007405","","","","1007405","21","vo_mhp_1110","0","1007405071"
"0","4","111011","0","0","0.5","1007405","11","依我的想法，\n這肯定是叫作嗜睡症的睡眠障礙。\n主治醫師，給我一點有趣的藥水吧。","1","1007405072"
"","","0","","","","1007405","91","","","1007405073"
"","1","111011","","0.2","","1007405","3","mhp_sit_idle_sad2","","1007405074"
"","0","活力藥水","","","","1007405","103","1007405078","","1007405075"
"","0","安眠藥水","","","","1007405","103","1007405124","","1007405076"
"","0","虛張聲勢藥水","","","","1007405","103","1007405166","","1007405077"
"0","0","117531","1","0.2","","1007405","3","mhp_sit_out","mhp_idle_normal","1007405078"
"","","0.6","","","","1007405","93","0","","1007405079"
"0","0","111011","1","0.2","","1007405","3","mhp_sit_out","mhp_idle_normal","1007405080"
"","","0.2","","","","1007405","93","0","","1007405081"
"","1","111011","0","0.2","","1007405","3","mhp_walk","","1007405082"
"","-220","111011","0","","","1007405","2","35","1.5","1007405083"
"","-220","31","0","","","1007405","2","35","1.5","1007405084"
"","-220","11","0","","","1007405","2","35","1.5","1007405085"
"","-220","12","0","","","1007405","2","35","1.5","1007405086"
"","","0.3","","","","1007405","93","0","","1007405087"
"0","0","117531","1","0.2","","1007405","3","mhp_handover_in","mhp_handover_loop","1007405088"
"0","1","21","1","0","","1007405","6","1","1","1007405089"
"0","1","22","1","0","","1007405","6","1","1","1007405090"
"0","0","21","1","0.2","","1007405","3","mhp_handover_in","mhp_handover_loop","1007405091"
"0","0","22","1","0.2","","1007405","3","mhp_item_EX0001_handover_in","mhp_item_EX0001_handover_loop","1007405092"
"","","1.2","","","","1007405","93","0","","1007405093"
"0","0","111011","1","0.2","","1007405","3","mhp_handover_receive_in","mhp_handover_receive_loop","1007405094"
"0","1","11","1","0","","1007405","6","1","1","1007405095"
"0","1","12","1","0","","1007405","6","1","1","1007405096"
"0","0","11","1","0.2","","1007405","3","mhp_receive_yuni_in","mhp_receive_yuni_loop","1007405097"
"0","0","12","1","0.2","","1007405","3","mhp_item_EX0001_receive_in","mhp_item_EX0001_receive_loop","1007405098"
"","","0.6","","","","1007405","93","0","","1007405099"
"0","1","22","1","0.4","","1007405","6","1","1","1007405100"
"","","0.4","","","","1007405","93","0","","1007405101"
"0","0","117531","1","0.2","","1007405","3","mhp_handover_out","mhp_idle_normal","1007405102"
"0","0","21","1","0.2","","1007405","3","mhp_handover_out","NoItem_idle","1007405103"
"0","0","22","1","0.2","","1007405","3","mhp_item_EX0001_handover_out","NoItem_idle","1007405104"
"","","0.4","","","","1007405","93","0","","1007405105"
"0","0","111011","1","0.2","","1007405","3","mhp_handover_receive_out","mhp_idle_normal","1007405106"
"0","0","11","1","0.2","","1007405","3","mhp_receive_yuni_out","NoItem_idle","1007405107"
"0","0","12","1","0.2","","1007405","3","mhp_item_EX0001_receive_out","NoItem_idle","1007405108"
"","","2","","","","1007405","93","","","1007405109"
"","1","111011","","0.2","","1007405","3","mhp_talk_joy2","","1007405110"
"","0","vo_mhp_1007405","","","","1007405","21","vo_mhp_1111","0","1007405111"
"0","7","111011","0","0","0.5","1007405","11","哇～是和平常一樣的藥水耶～！","1","1007405112"
"","","0","","","","1007405","91","","","1007405113"
"","1","111011","","0.2","","1007405","3","mhp_idle_joy2","","1007405114"
"","1","117531","","0.2","","1007405","3","mhp_talk_worry","","1007405115"
"","0","vo_mhp_1007405","","","","1007405","21","vo_mhp_1112","0","1007405116"
"0","5","117531","0","0","0.5","1007405","11","妳這孩子真的懂嗎……\n我話先說在前頭，這算緊急處置喔？\n因為這樣只是在預支自己的體力喔？","1","1007405117"
"","","0","","","","1007405","91","","","1007405118"
"","1","117531","","0.2","","1007405","3","mhp_talk_wish2","","1007405119"
"","0","vo_mhp_1007405","","","","1007405","21","vo_mhp_1113","0","1007405120"
"0","4","117531","0","0","0.5","1007405","11","舉例來說，\n如果能充滿活力地行動一小時，\n之後就會連本帶利地確實躺平三小時。\n所以妳要小心遵守用藥處方喔？","1","1007405121"
"","","0","","","","1007405","91","","","1007405122"
"","","1007405213","","","","1007405","101","","","1007405123"
"0","0","117531","1","0.2","","1007405","3","mhp_sit_out","mhp_idle_normal","1007405124"
"","","0.6","","","","1007405","93","0","","1007405125"
"0","0","111011","1","0.2","","1007405","3","mhp_sit_out","mhp_idle_normal","1007405126"
"","","0.2","","","","1007405","93","0","","1007405127"
"","1","111011","0","0.2","","1007405","3","mhp_walk","","1007405128"
"","-220","111011","0","","","1007405","2","35","1.5","1007405129"
"","-220","31","0","","","1007405","2","35","1.5","1007405130"
"","-220","11","0","","","1007405","2","35","1.5","1007405131"
"","-220","12","0","","","1007405","2","35","1.5","1007405132"
"","","0.3","","","","1007405","93","0","","1007405133"
"0","0","117531","1","0.2","","1007405","3","mhp_handover_in","mhp_handover_loop","1007405134"
"0","1","21","1","0","","1007405","6","1","1","1007405135"
"0","1","22","1","0","","1007405","6","1","1","1007405136"
"0","0","21","1","0.2","","1007405","3","mhp_handover_in","mhp_handover_loop","1007405137"
"0","0","22","1","0.2","","1007405","3","mhp_item_EX0002_handover_in","mhp_item_EX0002_handover_loop","1007405138"
"","","1.2","","","","1007405","93","0","","1007405139"
"0","0","111011","1","0.2","","1007405","3","mhp_handover_receive_in","mhp_handover_receive_loop","1007405140"
"0","1","11","1","0","","1007405","6","1","1","1007405141"
"0","1","12","1","0","","1007405","6","1","1","1007405142"
"0","0","11","1","0.2","","1007405","3","mhp_receive_yuni_in","mhp_receive_yuni_loop","1007405143"
"0","0","12","1","0.2","","1007405","3","mhp_item_EX0002_receive_in","mhp_item_EX0002_receive_loop","1007405144"
"","","0.6","","","","1007405","93","0","","1007405145"
"0","1","22","1","0.4","","1007405","6","1","1","1007405146"
"","","0.4","","","","1007405","93","0","","1007405147"
"0","0","117531","1","0.2","","1007405","3","mhp_handover_out","mhp_idle_normal","1007405148"
"0","0","21","1","0.2","","1007405","3","mhp_handover_out","NoItem_idle","1007405149"
"0","0","22","1","0.2","","1007405","3","mhp_item_EX0002_handover_out","NoItem_idle","1007405150"
"","","0.4","","","","1007405","93","0","","1007405151"
"0","0","111011","1","0.2","","1007405","3","mhp_handover_receive_out","mhp_idle_normal","1007405152"
"0","0","11","1","0.2","","1007405","3","mhp_receive_yuni_out","NoItem_idle","1007405153"
"0","0","12","1","0.2","","1007405","3","mhp_item_EX0002_receive_out","NoItem_idle","1007405154"
"","","2","","","","1007405","93","","","1007405155"
"","1","111011","","0.2","","1007405","3","mhp_talk_anger2","","1007405156"
"","0","vo_mhp_1007405","","","","1007405","21","vo_mhp_1114","0","1007405157"
"0","6","111011","0","0","0.5","1007405","11","安眠藥水……？\n喂，給我慢著，主治醫師。\n居然讓苦惱於睡太多的患者睡得更多，\n妳這傢伙的腦子是切嚕了嗎？","1","1007405158"
"","","0","","","","1007405","91","","","1007405159"
"","1","111011","","0.2","","1007405","3","mhp_idle_sad","","1007405160"
"","1","117531","","0.2","","1007405","3","mhp_talk_worry","","1007405161"
"","0","vo_mhp_1007405","","","","1007405","21","vo_mhp_1115","0","1007405162"
"0","6","117531","0","0","0.5","1007405","11","如果得到了足夠的睡眠時間，\n卻還是沒有睡夠，原因就是出在睡得太淺。\n所以就反過來提升睡眠的品質吧。","1","1007405163"
"","","0","","","","1007405","91","","","1007405164"
"","","1007405213","","","","1007405","101","","","1007405165"
"0","0","117531","1","0.2","","1007405","3","mhp_sit_out","mhp_idle_normal","1007405166"
"","","0.6","","","","1007405","93","0","","1007405167"
"0","0","111011","1","0.2","","1007405","3","mhp_sit_out","mhp_idle_normal","1007405168"
"","","0.2","","","","1007405","93","0","","1007405169"
"","1","111011","0","0.2","","1007405","3","mhp_walk","","1007405170"
"","-220","111011","0","","","1007405","2","35","1.5","1007405171"
"","-220","31","0","","","1007405","2","35","1.5","1007405172"
"","-220","11","0","","","1007405","2","35","1.5","1007405173"
"","-220","12","0","","","1007405","2","35","1.5","1007405174"
"","","0.3","","","","1007405","93","0","","1007405175"
"0","0","117531","1","0.2","","1007405","3","mhp_handover_in","mhp_handover_loop","1007405176"
"0","1","21","1","0","","1007405","6","1","1","1007405177"
"0","1","22","1","0","","1007405","6","1","1","1007405178"
"0","0","21","1","0.2","","1007405","3","mhp_handover_in","mhp_handover_loop","1007405179"
"0","0","22","1","0.2","","1007405","3","mhp_item_EX0003_handover_in","mhp_item_EX0003_handover_loop","1007405180"
"","","1.2","","","","1007405","93","0","","1007405181"
"0","0","111011","1","0.2","","1007405","3","mhp_handover_receive_in","mhp_handover_receive_loop","1007405182"
"0","1","11","1","0","","1007405","6","1","1","1007405183"
"0","1","12","1","0","","1007405","6","1","1","1007405184"
"0","0","11","1","0.2","","1007405","3","mhp_receive_yuni_in","mhp_receive_yuni_loop","1007405185"
"0","0","12","1","0.2","","1007405","3","mhp_item_EX0003_receive_in","mhp_item_EX0003_receive_loop","1007405186"
"","","0.6","","","","1007405","93","0","","1007405187"
"0","1","22","1","0.4","","1007405","6","1","1","1007405188"
"","","0.4","","","","1007405","93","0","","1007405189"
"0","0","117531","1","0.2","","1007405","3","mhp_handover_out","mhp_idle_normal","1007405190"
"0","0","21","1","0.2","","1007405","3","mhp_handover_out","NoItem_idle","1007405191"
"0","0","22","1","0.2","","1007405","3","mhp_item_EX0003_handover_out","NoItem_idle","1007405192"
"","","0.4","","","","1007405","93","0","","1007405193"
"0","0","111011","1","0.2","","1007405","3","mhp_handover_receive_out","mhp_idle_normal","1007405194"
"0","0","11","1","0.2","","1007405","3","mhp_receive_yuni_out","NoItem_idle","1007405195"
"0","0","12","1","0.2","","1007405","3","mhp_item_EX0003_receive_out","NoItem_idle","1007405196"
"","","2","","","","1007405","93","0","","1007405197"
"","1","117531","","0.2","","1007405","3","mhp_anna_ahahaStand_loop","","1007405198"
"","0","vo_mhp_1007405","","","","1007405","21","vo_mhp_1116","0","1007405199"
"0","3","117531","0","0","0.5","1007405","11","呵～呵呵，妳就把這個喝下去吧！\n這是本藥學王深月開發的萬靈藥！\n能夠發揮出所有妳想要的效果！","1","1007405200"
"","","2.5","","","","1007405","93","1","","1007405201"
"","1","117531","","0.2","","1007405","3","mhp_talk_joy1","","1007405202"
"","","1007405200","","","","1007405","91","","","1007405203"
"","1","117531","","0.2","","1007405","3","mhp_idle_joy1","","1007405204"
"","1","111011","","0.2","","1007405","3","mhp_talk_surprise2","","1007405205"
"","0","vo_mhp_1007405","","","","1007405","21","vo_mhp_1117","0","1007405206"
"0","5","111011","0","0","0.5","1007405","11","真假！深月王好強！","1","1007405207"
"","","0","","","","1007405","91","0","","1007405208"
"","1","111011","","0.2","","1007405","3","mhp_idle_surprise2","","1007405209"
"","1","117531","","0.2","","1007405","3","mhp_idle_thinking","","1007405210"
"","0","vo_mhp_1007405","","","","1007405","21","vo_mhp_1118","0","1007405211"
"0","5","117531","0","0","0.5","1007405","11","（話雖這麼說但那只是虛張聲勢的假藥。\n優妮的病名不是嗜睡症，\n單純是生性懶惰。沒辦法用藥治好的。）","1","1007405212"
"","","0","","","","1007405","91","","","1007405213"
"","1","117531","","0.2","","1007405","3","mhp_idle_normal","","1007405214"
"","1","111011","","0.2","","1007405","3","mhp_talk_wish","","1007405215"
"","0","vo_mhp_1007405","","","","1007405","21","vo_mhp_1119","0","1007405216"
"0","6","111011","0","","0.5","1007405","11","喔喔，深月老師，感激不盡！\n好，這樣就能免去因為不自覺地\n耍廢發懶而白白浪費的時間了！","1","1007405217"
"","","0","","","","1007405","91","","","1007405218"
"","1","111011","","0.2","","1007405","3","mhp_idle_joy1","","1007405219"
"","1","117531","","0.2","","1007405","3","mhp_talk_sad","","1007405220"
"","0","vo_mhp_1007405","","","","1007405","21","vo_mhp_1120","0","1007405221"
"0","5","117531","0","","0.5","1007405","11","這不好說呢。\n我只能說這全看妳自己。\n我會為妳打氣的，請多保重。","1","1007405222"
"","","0","","","","1007405","91","","","1007405223"
"","","0","","","","1007405","22","0","","1007405224"
"","1","117531","","0.2","","1007405","3","mhp_idle_normal","","1007405225"
"","1","111011","0","0.2","","1007405","3","mhp_walk_glad","","1007405226"
"","","111011","","","","1007405","4","1","","1007405227"
"","-220","111011","0","","","1007405","2","-1000","5","1007405228"
"","","0","","","","1007405","91","","","1007405229"
"0","100","1","-240","1.7","mhp_idle_normal","1007406","1","111011","-1000","1007406001"
"1","100","1","-220","1.7","mhp_sit_idle","1007406","1","117531","185","1007406002"
"1","100","1","-200","1.7","mhp_sit_idle","1007406","1","117631","365","1007406003"
"","-240","1","0.85","1","","1007406","31","1","-154","1007406004"
"","0","30","1","0","","1007406","31","130","0","1007406005"
"","0","12","1","0","","1007406","31","112","0","1007406006"
"0","110","1","-220","1.7","NoItem","1007406","5","11","-200","1007406007"
"0","105","1","-220","1.7","NoItem","1007406","5","12","-200","1007406008"
"1","110","1","-220","1.7","NoItem","1007406","5","21","185","1007406009"
"1","105","1","-220","1.7","NoItem","1007406","5","22","185","1007406010"
"0","1","11","0","0","","1007406","6","1","1","1007406011"
"0","1","12","0","0","","1007406","6","1","1","1007406012"
"0","1","21","0","0","","1007406","6","1","1","1007406013"
"0","1","22","0","0","","1007406","6","1","1","1007406014"
"","","0","","","","1007406","91","","","1007406015"
"","1","117531","","0.2","","1007406","3","mhp_sit_talk_normal","","1007406016"
"","0","vo_mhp_1007406","","","","1007406","21","vo_mhp_1201","0","1007406017"
"0","5","117531","0","0","0.5","1007406","11","優妮，請進～","0","1007406018"
"","","0","","","","1007406","91","","","1007406019"
"","1","117531","","0.2","","1007406","3","mhp_sit_idle","","1007406020"
"","1","111011","","0.2","","1007406","3","mhp_walk","","1007406021"
"","-220","111011","0","","","1007406","2","-200","4","1007406022"
"","","0","","","","1007406","91","","","1007406023"
"0.2","0","111011","1","0.2","","1007406","3","mhp_sit_in_2","mhp_sit_idle_2","1007406024"
"","","1","","","","1007406","93","0","","1007406025"
"","1","111011","","0.2","","1007406","3","mhp_sit_talk_normal","","1007406026"
"","0","vo_mhp_1007406","","","","1007406","21","vo_mhp_1202","0","1007406027"
"0","6","111011","0","0","0.5","1007406","11","嗨，深月老師，讓妳久等了啊。\n公會長優妮來了喔。","1","1007406028"
"","","0","","","","1007406","91","","","1007406029"
"","1","111011","","0.2","","1007406","3","mhp_sit_idle_2","","1007406030"
"","1","117531","","0.2","","1007406","3","mhp_sit_talk_thinking","","1007406031"
"","0","vo_mhp_1007406","","","","1007406","21","vo_mhp_1203","0","1007406032"
"0","6","117531","0","0","0.5","1007406","11","我不記得自己有特別在等妳，\n但也沒關係，歡迎來到我的診療室。","1","1007406033"
"","","0","","","","1007406","91","","","1007406034"
"","1","117531","","0.2","","1007406","3","mhp_sit_talk_normal","","1007406035"
"","0","vo_mhp_1007406","","","","1007406","21","vo_mhp_1204","0","1007406036"
"0","4","117531","0","0","0.5","1007406","11","好了，優妮──啊，失禮了，\n妳現在是有學位的啊。\n我該稱呼妳為優妮博士嗎？","1","1007406037"
"","","0","","","","1007406","91","","","1007406038"
"","1","117531","","0.2","","1007406","3","mhp_sit_idle","","1007406039"
"","1","111011","","0.2","","1007406","3","mhp_sit_talk_thinking2","","1007406040"
"","0","vo_mhp_1007406","","","","1007406","21","vo_mhp_1205","0","1007406041"
"0","5","111011","0","0","0.5","1007406","11","不，不必。\n學院為了自己的方便\n硬塞給我的名譽學位無異於暱稱。","1","1007406042"
"","","0","","","","1007406","91","","","1007406043"
"","1","111011","","0.2","","1007406","3","mhp_sit_idle_2","","1007406044"
"","1","117531","","0.2","","1007406","3","mhp_sit_talk_normal","","1007406045"
"","0","vo_mhp_1007406","","","","1007406","21","vo_mhp_1206","0","1007406046"
"0","6","117531","0","0","0.5","1007406","11","呵呵……是叫聖德蕾莎女子學院嗎？\n原本對村子外頭完全沒興趣的妳，\n如今已經是堂堂傳統名校的一分子了啊。","1","1007406047"
"","","0","","","","1007406","91","","","1007406048"
"","1","117531","","0.2","","1007406","3","mhp_sit_idle","","1007406049"
"","1","111011","","0.2","","1007406","3","mhp_sit_talk_joy1","","1007406050"
"","0","vo_mhp_1007406","","","","1007406","21","vo_mhp_1207","0","1007406051"
"0","4","111011","0","0","0.5","1007406","11","那也沒辦法。\n這副脆弱的軀體\n之所以能順利地融入社會，\n全是因為有深月老師的幫助。","1","1007406052"
"","","0","","","","1007406","91","","","1007406053"
"","1","111011","","0.2","","1007406","3","mhp_sit_talk_worry","","1007406054"
"","0","vo_mhp_1007406","","","","1007406","21","vo_mhp_1208","0","1007406055"
"0","4","111011","0","0","0.5","1007406","11","我一直想著總有一天要說出來。\n我非常感謝妳。鞠躬。","1","1007406056"
"","","5.5","","","","1007406","93","1","","1007406057"
"0","0","111011","1","0.2","","1007406","3","mhp_yuni_pekori","mhp_sit_idle_2","1007406058"
"","","1","","","","1007406","93","0","","1007406059"
"","","1007406056","","","","1007406","91","","","1007406060"
"","1","111011","","0.2","","1007406","3","mhp_sit_idle_2","","1007406061"
"","1","117531","","0.2","","1007406","3","mhp_sit_talk_memory","","1007406062"
"","0","vo_mhp_1007406","","","","1007406","21","vo_mhp_1209","0","1007406063"
"0","5","117531","0","0","0.5","1007406","11","討、討厭啦，妳怎麼突然這麼說！\n我只是在做自己的工作而已啊。","1","1007406064"
"","","0","","","","1007406","91","","","1007406065"
"","1","117531","","0.2","","1007406","3","mhp_sit_idle","","1007406066"
"","1","111011","","0.2","","1007406","3","mhp_sit_talk_sad","","1007406067"
"","0","vo_mhp_1007406","","","","1007406","21","vo_mhp_1210","0","1007406068"
"0","4","111011","0","0","0.5","1007406","11","並非如此。\n深月老師總會找個名目關照\n離開村子後孤身一人的我。","1","1007406069"
"","","0","","","","1007406","91","","","1007406070"
"","1","111011","","0.2","","1007406","3","mhp_sit_talk_wish","","1007406071"
"","0","vo_mhp_1007406","","","","1007406","21","vo_mhp_1211","0","1007406072"
"0","5","111011","0","0","0.5","1007406","11","這可能不符合「獨眼惡魔」的作風，\n但我還是想特地說出來。\n我甚至覺得，\n妳是我在蘭德索爾的新家人。","1","1007406073"
"","","0","","","","1007406","91","","","1007406074"
"","1","111011","","0.2","","1007406","3","mhp_sit_idle_wish","","1007406075"
"","1","117531","","0.2","","1007406","3","mhp_sit_talk_sad","","1007406076"
"","0","vo_mhp_1007406","","","","1007406","21","vo_mhp_1212","0","1007406077"
"0","5","117531","0","0","0.5","1007406","11","優妮……","1","1007406078"
"","","0","","","","1007406","91","","","1007406079"
"","1","117531","","0.2","","1007406","3","mhp_sit_idle_sad","","1007406080"
"","1","111011","","0.2","","1007406","3","mhp_sit_talk_thinking2","","1007406081"
"","0","vo_mhp_1007406","","","","1007406","21","vo_mhp_1213","0","1007406082"
"0","4","111011","0","0","1","1007406","11","講白一點，就是母親。","1","1007406083"
"","","0","","","","1007406","91","","","1007406084"
"","1","111011","","0.2","","1007406","3","mhp_sit_idle_thinking2","","1007406085"
"","1","117531","","0.2","","1007406","3","mhp_sit_talk_wish2","","1007406086"
"","0","vo_mhp_1007406","","","","1007406","21","vo_mhp_1214","0","1007406087"
"0","6","117531","0","0","0.5","1007406","11","優……妮……？","1","1007406088"
"","","0","","","","1007406","91","","","1007406089"
"","1","117531","","0.2","","1007406","3","mhp_sit_idle_wish2","","1007406090"
"","1","111011","","0.2","","1007406","3","mhp_sit_talk_normal","","1007406091"
"","0","vo_mhp_1007406","","","","1007406","21","vo_mhp_1215","0","1007406092"
"0","5","111011","0","0","0.5","1007406","11","所以我有件事情要找妳商量，\n以後我就叫妳媽媽，\n這樣如何呢？","1","1007406093"
"","","0","","","","1007406","91","","","1007406094"
"","1","111011","","0.2","","1007406","3","mhp_sit_idle_wish","","1007406095"
"","1","117531","","0.2","","1007406","3","mhp_sit_talk_anger2","","1007406096"
"","0","vo_mhp_1007406","","","","1007406","21","vo_mhp_1216","0","1007406097"
"0","5","117531","0","0","0.5","1007406","11","什、什麼如何不如何的！？\n我說妳啊，\n至少叫我姐姐吧！","1","1007406098"
"","","0","","","","1007406","91","","","1007406099"
"","1","117531","","0.2","","1007406","3","mhp_sit_idle_anger2","","1007406100"
"","1","111011","","0.2","","1007406","3","mhp_sit_talk_memory","","1007406101"
"","0","vo_mhp_1007406","","","","1007406","21","vo_mhp_1217","0","1007406102"
"0","5","111011","0","0","0.5","1007406","11","媽媽，給我藥水。","1","1007406103"
"","","0","","","","1007406","91","","","1007406104"
"","1","111011","","0.2","","1007406","3","mhp_sit_idle_joy1","","1007406105"
"","1","117531","","0.2","","1007406","3","mhp_sit_talk_anger2","","1007406106"
"","0","vo_mhp_1007406","","","","1007406","21","vo_mhp_1218","0","1007406107"
"0","5","117531","0","0","0.5","1007406","11","吵死了！\n妳就回村子去吧！\n雪，把客人攆出去！\n下一位～！下一位請進～！","1","1007406108"
"","","3.5","","","","1007406","93","1","","1007406109"
"","1","117631","","0.2","","1007406","3","mhp_sit_idle_surprise2","","1007406110"
"","","1007406108","","","","1007406","91","","","1007406111"
"","","0","","","","1007406","22","0","","1007406112"
"","","1","","","","1007406","93","","","1007406113"
"","","112","1","1","","1007406","32","1","","1007406114"
"","","1","","","","1007406","93","","","1007406115"
"","","130","1","1","","1007406","32","1","","1007406116"
"","","4","","","","1007406","93","","","1007406117"
"","","130","1","1","","1007406","32","0","","1007406118"
"0","100","1","-200","1.7","mhp_idle_normal","1007407","1","102511","-1000","1007407001"
"1","100","1","-220","1.7","mhp_sit_idle","1007407","1","117531","185","1007407002"
"1","100","1","-200","1.7","mhp_sit_idle","1007407","1","117631","365","1007407003"
"","-240","1","0.85","1","","1007407","31","1","-154","1007407004"
"0","110","1","-220","1.7","NoItem","1007407","5","11","-200","1007407005"
"0","105","1","-220","1.7","NoItem","1007407","5","12","-200","1007407006"
"1","110","1","-220","1.7","NoItem","1007407","5","21","185","1007407007"
"1","105","1","-220","1.7","NoItem","1007407","5","22","185","1007407008"
"0","1","11","0","0","","1007407","6","1","1","1007407009"
"0","1","12","0","0","","1007407","6","1","1","1007407010"
"0","1","21","0","0","","1007407","6","1","1","1007407011"
"0","1","22","0","0","","1007407","6","1","1","1007407012"
"0","110","1","-220","1.7","NoItem","1007407","5","31","-1000","1007407013"
"","","0","","","","1007407","91","","","1007407014"
"","1","117531","","0.2","","1007407","3","mhp_sit_talk_normal","","1007407015"
"","0","vo_mhp_1007407","","","","1007407","21","vo_mhp_2001","0","1007407016"
"0","7","117531","0","0","0.5","1007407","11","下一位請進～","0","1007407017"
"","","0","","","","1007407","91","","","1007407018"
"","1","117531","","0.2","","1007407","3","mhp_sit_idle","","1007407019"
"","1","102511","","0.2","","1007407","3","mhp_walk","","1007407020"
"","-220","102511","0","","","1007407","2","-400","3","1007407021"
"","","3","","","","1007407","93","","","1007407022"
"","1","102511","","0.2","","1007407","3","mhp_talk_sad","","1007407023"
"","0","vo_mhp_1007407","","","","1007407","21","vo_mhp_2002","0","1007407024"
"10","3","102511","0","0","0.5","1007407","11","好、好的，打擾……哇啊！\n痛痛痛，對、對不起……！","1","1007407025"
"","","2","","","","1007407","93","1","","1007407026"
"","","se_10031400","","","","1007407","23","se_10031400_panic","","1007407027"
"","0","102511","","0.2","","1007407","3","mhp_suzume_fall_in","","1007407028"
"","","3","","","","1007407","93","","","1007407029"
"0.2","0","102511","1","0.2","","1007407","3","mhp_suzume_fall_out","mhp_idle_sad","1007407030"
"","","2","","","","1007407","93","","","1007407031"
"","","1007407025","","","","1007407","91","","","1007407032"
"","1","102511","","0.2","","1007407","3","mhp_suzume_walk_sad","","1007407033"
"","-220","102511","0","","","1007407","2","-200","2","1007407034"
"","","0","","","","1007407","91","","","1007407035"
"0.2","0","102511","1","0.2","","1007407","3","mhp_suzume_sit_in_sad","mhp_suzume_sit_idle_sad2","1007407036"
"","","1","","","","1007407","93","0","","1007407037"
"","1","117631","","0.2","","1007407","3","mhp_sit_idle_sad","","1007407038"
"","0","vo_mhp_1007407","","","","1007407","21","vo_mhp_2003","0","1007407039"
"0","8","117631","0","0","0.5","1007407","11","（……那個人是不是\n在空無一物的地方跌倒了？）","1","1007407040"
"","","0","","","","1007407","91","","","1007407041"
"","1","117631","","0.2","","1007407","3","mhp_sit_idle","","1007407042"
"","1","117531","","0.2","","1007407","3","mhp_sit_talk_normal","","1007407043"
"","0","vo_mhp_1007407","","","","1007407","21","vo_mhp_2004","0","1007407044"
"0","5","117531","0","0","0.5","1007407","11","呃，妳是叫鈴莓吧？\n妳今天怎麼了？\n是腳因為跌倒而受傷之類的問題嗎？","1","1007407045"
"","","0","","","","1007407","91","","","1007407046"
"","1","117531","","0.2","","1007407","3","mhp_sit_idle","","1007407047"
"","1","102511","","0.2","","1007407","3","mhp_sit_talk_wish","","1007407048"
"","0","vo_mhp_1007407","","","","1007407","21","vo_mhp_2005","0","1007407049"
"0","4","102511","0","0","0.5","1007407","11","不、不是的，其實……\n我、我是想治好我的冒失！","1","1007407050"
"","","0","","","","1007407","91","","","1007407051"
"","","2","","","","1007407","93","0","","1007407052"
"","1","102511","","0.2","","1007407","3","mhp_sit_idle_wish","","1007407053"
"","1","117531","","0.2","","1007407","3","mhp_sit_talk_surprise2","","1007407054"
"","0","vo_mhp_1007407","","","","1007407","21","vo_mhp_2006","0","1007407055"
"0","6","117531","0","0","0.5","1007407","11","…………啊，抱歉。\n因為實在遠超乎我的預料，\n讓我停止思考了……","1","1007407056"
"","","2","","","","1007407","93","1","","1007407057"
"","1","117531","","0.2","","1007407","3","mhp_sit_talk_sad","","1007407058"
"","","1007407056","","","","1007407","91","","","1007407059"
"","1","117531","","0.2","","1007407","3","mhp_sit_idle","","1007407060"
"","1","102511","","0.2","","1007407","3","mhp_sit_talk_sad","","1007407061"
"","0","vo_mhp_1007407","","","","1007407","21","vo_mhp_2007","0","1007407062"
"0","4","102511","0","0","0.5","1007407","11","這、這麼沒常識的事情，\n果然是不能靠醫生的吧……","1","1007407063"
"","","0","","","","1007407","91","","","1007407064"
"","1","102511","","0.2","","1007407","3","mhp_sit_idle_sad","","1007407065"
"","1","117531","","0.2","","1007407","3","mhp_sit_talk_thinking","","1007407066"
"","0","vo_mhp_1007407","","","","1007407","21","vo_mhp_2008","0","1007407067"
"0","4","117531","0","0","0.5","1007407","11","……雖然是密醫，\n但我也需要顧及顏面，\n所以會盡力而為。\n我想想，就給妳──","1","1007407068"
"","","0","","","","1007407","91","","","1007407069"
