50c1b43b999c25913f5817871f2d6eec0a3c9a91127b4f0ba3fcb3651421bb87,b2120a0bdc048f33bf0671de95b007d9cedd607af20fad87fbda0837796f2bf8,f873de2b7dee145f2ef729632ae304163e83c31d3f33572b5192a535e8f3cb9f,b99095c92a8120884e7da41f7cf9893a12093a00b7a1d851a51a750b631c0b89,85b804d8da6105c6d591b4daa98fe52de906afeac57da23aba49f5e2a06ebd1a,5890a84c0cf8d01acd78efd0718f0ac8bd0100eec894de4ccb814115a343bd2d,b196638b308ef9d0ecb176cae8407adf09d01c964926616fe01eef72ec1ff18c,39f37c610eb5be44b1df83ef8f3bc58f6ad4b85e3df603e808cd4a3f58ac25f1,da55ba4adbfc15784d1f961b5808c99a49e53e717df67da6796c32c6c19471fb,9d93e3c897fc4e5ab2a51ba0ed8411834bb524ecf289c255a433cf3bb453d032,37d9045dcbe142940bc87546996fd03ed2272e39f92f871046d60fef310d562f
"2","0","380000","50278","380000","2024/01/01 16:00:00","0","271","380000","2024/01/04 15:59:59","0"
"1","380000","380000","30279","0","2024/01/04 16:00:00","0","272","0","2024/01/14 15:59:59","0"
"1","380000","380000","30280","0","2024/01/14 16:00:00","0","273","0","2024/01/17 15:59:59","0"
"1","380000","380000","30281","0","2024/01/17 16:00:00","0","274","0","2024/01/27 15:59:59","0"
"1","380000","380000","30282","0","2024/01/27 16:00:00","0","275","0","2024/02/01 15:59:59","0"
"1","380000","380000","30283","0","2024/02/01 16:00:00","0","276","0","2024/02/10 15:59:59","0"
"1","380000","380000","30284","0","2024/02/21 16:00:00","0","277","0","2024/02/26 15:59:59","0"
"1","380000","380000","30285","0","2024/02/13 16:00:00","0","278","0","2024/02/21 15:59:59","0"
"1","380000","380000","30286","0","2024/02/26 16:00:00","0","279","0","2024/02/29 15:59:59","0"
"1","380000","380000","30287","0","2024/02/29 16:00:00","0","280","0","2024/03/05 15:59:59","0"
"1","380000","380000","30288","0","2024/03/05 16:00:00","0","281","0","2024/03/15 15:59:59","0"
"1","380000","380000","30289","0","2024/03/15 16:00:00","0","282","0","2024/03/20 15:59:59","0"
"1","380000","380000","30290","0","2024/03/20 16:00:00","0","283","0","2024/03/29 15:59:59","0"
"2","0","380000","50291","380000","2024/02/10 16:00:00","0","284","380000","2024/02/13 15:59:59","0"
"1","380000","380000","30292","0","2024/03/29 16:00:00","0","285","0","2024/04/01 15:59:59","0"
"1","380000","380000","30293","0","2024/04/01 16:00:00","0","286","0","2024/04/12 15:59:59","0"
"1","380000","380000","30294","0","2024/04/12 16:00:00","0","287","0","2024/04/16 15:59:59","0"
"1","380000","380000","30295","0","2024/04/16 16:00:00","0","288","0","2024/04/23 15:59:59","0"
"1","380000","380000","30296","0","2024/04/23 16:00:00","0","289","0","2024/04/28 15:59:59","0"
"1","380000","380000","30297","0","2024/04/28 16:00:00","0","290","0","2024/05/02 15:59:59","0"
"2","0","380000","50298","380000","2024/05/02 16:00:00","0","291","380000","2024/05/05 15:59:59","0"
"1","380000","380000","30299","0","2024/05/05 16:00:00","0","292","0","2024/05/14 15:59:59","0"
"1","380000","380000","30300","0","2024/05/14 16:00:00","0","293","0","2024/05/17 15:59:59","0"
"1","380000","380000","30301","0","2024/05/17 16:00:00","0","294","0","2024/05/24 15:59:59","0"
"1","380000","380000","30302","0","2024/05/24 16:00:00","0","295","0","2024/05/28 15:59:59","0"
"1","380000","380000","30303","0","2024/05/28 16:00:00","0","296","0","2024/06/02 15:59:59","0"
"1","380000","380000","30304","0","2024/06/02 16:00:00","0","297","0","2024/06/15 15:59:59","0"
"1","380000","380000","30306","0","2024/06/15 16:00:00","0","298","0","2024/06/17 15:59:59","0"
"1","380000","380000","30305","0","2024/06/15 16:00:00","0","299","0","2024/06/17 15:59:59","0"
"1","380000","380000","40011","0","2024/06/17 16:00:00","0","300","0","2024/06/24 15:59:59","0"
"1","380000","380000","30308","0","2024/06/24 16:00:00","0","301","0","2024/07/01 15:59:59","0"
"2","0","380000","50309","380000","2024/07/01 16:00:00","0","302","380000","2024/07/04 15:59:59","0"
"1","380000","380000","30310","0","2024/07/04 16:00:00","0","303","0","2024/07/12 15:59:59","0"
"1","380000","380000","30311","0","2024/07/12 16:00:00","0","304","0","2024/07/19 15:59:59","0"
"1","380000","380000","30313","0","2024/07/19 16:00:00","0","305","0","2024/07/29 15:59:59","0"
"1","380000","380000","30312","0","2024/07/19 16:00:00","0","306","0","2024/07/23 15:59:59","0"
"1","380000","380000","30314","0","2024/07/23 16:00:00","0","307","0","2024/07/29 15:59:59","0"
"1","380000","380000","30315","0","2024/07/29 16:00:00","0","308","0","2024/08/01 15:59:59","0"
"1","380000","380000","30316","0","2024/08/01 16:00:00","0","309","0","2024/08/13 15:59:59","0"
"1","380000","380000","30318","0","2024/08/13 16:00:00","0","310","0","2024/08/16 15:59:59","0"
"1","380000","380000","30317","0","2024/08/13 16:00:00","0","311","0","2024/08/16 15:59:59","0"
"1","380000","380000","30319","0","2024/08/16 16:00:00","0","312","0","2024/08/28 15:59:59","0"
"1","380000","380000","30320","0","2024/08/28 16:00:00","0","313","0","2024/09/01 15:59:59","0"
"2","0","380000","50321","380000","2024/09/01 16:00:00","0","314","380000","2024/09/04 15:59:59","0"
"1","380000","380000","30322","0","2024/09/04 16:00:00","0","315","0","2024/09/16 15:59:59","0"
"1","380000","380000","30323","0","2024/09/11 16:00:00","0","316","0","2024/09/16 15:59:59","0"
"1","380000","380000","30324","0","2024/09/16 16:00:00","0","317","0","2024/09/28 15:59:59","0"
"1","380000","380000","30325","0","2024/09/28 16:00:00","0","318","0","2024/10/01 15:59:59","0"
"1","380000","380000","30326","0","2024/10/01 16:00:00","0","319","0","2024/10/11 15:59:59","0"
"1","380000","380000","30327","0","2024/10/11 16:00:00","0","320","0","2024/10/16 15:59:59","0"
"1","380000","380000","30328","0","2024/10/16 16:00:00","0","321","0","2024/10/27 15:59:59","0"
"1","380000","380000","30329","0","2024/10/22 16:00:00","0","322","0","2024/10/27 15:59:59","0"
"1","380000","380000","30330","0","2024/10/27 16:00:00","0","323","0","2024/11/01 15:59:59","0"
"2","0","380000","50331","380000","2024/11/01 16:00:00","0","324","380000","2024/11/04 15:59:59","0"
"1","380000","380000","30332","0","2024/11/04 16:00:00","0","325","0","2024/11/16 15:59:59","0"
"1","380000","380000","30333","0","2024/11/16 16:00:00","0","326","0","2024/11/20 15:59:59","0"
"1","380000","380000","30334","0","2024/11/16 16:00:00","0","327","0","2024/11/27 15:59:59","0"
"1","380000","380000","30335","0","2024/11/23 16:00:00","0","328","0","2024/12/01 15:59:59","0"
"1","380000","380000","30337","0","2024/12/01 16:00:00","0","329","0","2024/12/13 15:59:59","0"
"1","380000","380000","30338","0","2024/12/10 16:00:00","0","330","0","2024/12/13 15:59:59","0"
"1","380000","380000","30339","0","2024/12/13 16:00:00","0","331","0","2024/12/16 15:59:59","0"
"1","380000","380000","40012","0","2024/12/16 16:00:00","0","332","0","2024/12/24 15:59:59","0"
"2","0","380000","50341","380000","2024/12/24 16:00:00","0","333","380000","2024/12/27 15:59:59","0"
"1","380000","380000","30342","0","2024/12/27 16:00:00","0","334","0","2025/01/01 15:59:59","0"
"1","380000","380000","30343","0","2025/01/01 16:00:00","0","335","0","2025/01/14 15:59:59","0"
"1","380000","380000","30344","0","2025/01/14 16:00:00","0","336","0","2025/01/26 15:59:59","0"
"1","380000","380000","30345","0","2025/01/16 16:00:00","0","337","0","2025/01/26 15:59:59","0"
"1","380000","380000","30347","0","2025/01/26 16:00:00","0","338","0","2025/02/01 15:59:59","0"
"1","380000","380000","30346","0","2025/01/26 16:00:00","0","339","0","2025/02/01 15:59:59","0"
"1","380000","380000","30348","0","2025/02/01 16:00:00","0","340","0","2025/02/10 15:59:59","0"
"1","380000","380000","30350","0","2025/02/10 16:00:00","0","341","0","2025/02/17 15:59:59","0"
"1","380000","380000","30349","0","2025/02/10 16:00:00","0","342","0","2025/02/13 15:59:59","0"
"1","380000","380000","30351","0","2025/02/13 16:00:00","0","343","0","2025/02/17 15:59:59","0"
"1","380000","380000","30352","0","2025/02/17 16:00:00","0","344","0","2025/02/26 15:59:59","0"
"1","380000","380000","30353","0","2025/02/22 16:00:00","0","345","0","2025/02/26 15:59:59","0"
"2","0","380000","50354","380000","2025/02/26 16:00:00","0","346","380000","2025/03/01 15:59:59","0"
"1","380000","380000","30355","0","2025/03/01 16:00:00","0","347","0","2025/03/12 15:59:59","0"
"1","380000","380000","30357","0","2025/03/12 16:00:00","0","348","0","2025/03/19 15:59:59","0"
"1","380000","380000","30356","0","2025/03/12 16:00:00","0","349","0","2025/03/19 15:59:59","0"
"1","380000","380000","30358","0","2025/03/19 16:00:00","0","350","0","2025/03/28 15:59:59","0"
"1","380000","380000","30359","0","2025/03/28 16:00:00","0","351","0","2025/04/01 15:59:59","0"
"1","380000","380000","30360","0","2025/04/01 16:00:00","0","352","0","2025/04/10 15:59:59","0"
"1","380000","380000","30362","0","2025/04/10 16:00:00","0","353","0","2025/04/15 15:59:59","0"
"1","380000","380000","30361","0","2025/04/10 16:00:00","0","354","0","2025/04/15 15:59:59","0"
"1","380000","380000","30363","0","2025/04/15 16:00:00","0","355","0","2025/04/22 15:59:59","0"
"1","380000","380000","30364","0","2025/04/22 16:00:00","0","356","0","2025/05/01 15:59:59","0"
"2","0","380000","50365","380000","2025/05/01 16:00:00","0","357","380000","2025/05/04 15:59:59","0"
"1","380000","380000","30366","0","2025/05/04 16:00:00","0","358","0","2025/05/16 15:59:59","0"
"1","380000","380000","30367","0","2025/05/10 16:00:00","0","359","0","2025/05/16 15:59:59","0"
"1","380000","380000","30368","0","2025/05/16 16:00:00","0","360","0","2025/05/21 15:59:59","0"
"1","380000","380000","30369","0","2025/05/21 16:00:00","0","361","0","2025/06/01 15:59:59","0"
"1","380000","380000","30370","0","2025/06/01 16:00:00","0","362","0","2025/06/12 15:59:59","0"
"1","380000","380000","40013","0","2025/06/12 16:00:00","0","363","0","2025/06/22 15:59:59","0"
"1","380000","380000","30371","0","2025/06/12 16:00:00","0","364","0","2025/06/17 15:59:59","0"
"1","380000","380000","30374","0","2025/06/22 16:00:00","0","365","0","2025/07/01 15:59:59","0"
"1","380000","380000","30373","0","2025/06/22 16:00:00","0","366","0","2025/06/26 15:59:59","0"
"2","0","380000","50375","380000","2025/07/01 16:00:00","0","367","380000","2025/07/04 15:59:59","0"
"1","380000","380000","30376","0","2025/07/04 16:00:00","0","368","0","2025/07/16 15:59:59","0"
"1","380000","380000","30377","0","2025/07/11 16:00:00","0","369","0","2025/07/16 15:59:59","0"
"1","380000","380000","30378","0","2025/07/16 16:00:00","0","370","0","2025/08/01 15:59:59","0"
"1","380000","380000","30379","0","2025/08/01 16:00:00","0","371","0","2025/08/09 15:59:59","0"
"1","380000","380000","30380","0","2025/08/09 16:00:00","0","372","0","2025/08/16 15:59:59","0"
"1","380000","380000","30381","0","2025/08/16 16:00:00","0","373","0","2025/08/28 15:59:59","0"
"1","380000","380000","30382","0","2025/08/28 16:00:00","0","374","0","2025/09/01 15:59:59","0"
"2","0","380000","50383","380000","2025/09/01 16:00:00","0","375","380000","2025/09/04 15:59:59","0"
"1","380000","380000","30385","0","2025/09/04 16:00:00","0","376","0","2025/09/16 15:59:59","0"
"1","380000","380000","30384","0","2025/09/04 16:00:00","0","377","0","2025/09/16 15:59:59","0"
"1","380000","380000","30387","0","2025/09/16 16:00:00","0","378","0","2025/10/01 15:59:59","0"
"1","380000","380000","30386","0","2025/09/16 16:00:00","0","379","0","2025/10/01 15:59:59","0"
"1","380000","380000","30388","0","2025/10/01 16:00:00","0","380","0","2025/10/11 15:59:59","0"
"1","380000","380000","30390","0","2025/10/11 16:00:00","0","381","0","2025/10/21 15:59:59","0"
"1","380000","380000","30389","0","2025/10/11 16:00:00","0","382","0","2025/10/21 15:59:59","0"
"1","380000","380000","30392","0","2025/10/21 16:00:00","0","383","0","2025/10/29 15:59:59","0"
"1","380000","380000","30391","0","2025/10/21 16:00:00","0","384","0","2025/10/29 15:59:59","0"
"2","0","380000","50393","380000","2025/10/29 16:00:00","0","385","380000","2025/11/01 15:59:59","0"
"1","380000","380000","30394","0","2025/11/01 16:00:00","0","386","0","2025/11/11 15:59:59","0"
"1","380000","380000","30396","0","2025/11/11 16:00:00","0","387","0","2025/11/24 15:59:59","0"
"1","380000","380000","30395","0","2025/11/11 16:00:00","0","388","0","2025/11/24 15:59:59","0"
"1","380000","380000","30398","0","2025/11/24 16:00:00","0","389","0","2025/12/01 15:59:59","0"
"1","380000","380000","30397","0","2025/11/24 16:00:00","0","390","0","2025/12/01 15:59:59","0"
"1","380000","380000","30399","0","2025/12/01 16:00:00","0","391","0","2025/12/11 15:59:59","0"
"1","380000","380000","30401","0","2025/12/11 16:00:00","0","392","0","2025/12/16 15:59:59","0"
"1","380000","380000","30400","0","2025/12/11 16:00:00","0","393","0","2025/12/16 15:59:59","0"
"1","380000","380000","40014","0","2025/12/16 16:00:00","0","394","0","2025/12/23 15:59:59","0"
"1","380000","380000","30402","0","2025/12/16 16:00:00","0","395","0","2025/12/23 15:59:59","0"
"1","380000","380000","30404","0","2025/12/23 16:00:00","0","396","0","2026/01/01 15:59:59","0"
"2","0","380000","50405","380000","2026/01/01 16:00:00","0","397","380000","2026/01/09 15:59:59","0"
"2","0","380000","50406","380000","2026/01/09 16:00:00","0","398","380000","2026/01/17 15:59:59","0"
"1","380000","380000","30408","0","2026/01/17 16:00:00","0","399","0","2026/02/01 15:59:59","0"
"1","380000","380000","30407","0","2026/01/17 16:00:00","0","400","0","2026/02/01 15:59:59","0"
"1","380000","380000","30409","0","2026/02/01 16:00:00","0","401","0","2026/02/10 15:59:59","0"
"1","380000","380000","30411","0","2026/02/10 16:00:00","0","402","0","2026/02/22 15:59:59","0"
"1","380000","380000","30410","0","2026/02/10 16:00:00","0","403","0","2026/02/22 15:59:59","0"
"1","380000","380000","30413","0","2026/02/22 16:00:00","0","404","0","2026/03/04 15:59:59","0"
"1","380000","380000","30412","0","2026/02/22 16:00:00","0","405","0","2026/03/01 15:59:59","0"
"2","0","380000","50414","380000","2026/03/01 16:00:00","0","406","380000","2026/03/04 15:59:59","0"
"1","380000","380000","30416","0","2026/03/04 16:00:00","0","407","0","2026/03/16 15:59:59","0"
"1","380000","380000","30415","0","2026/03/04 16:00:00","0","408","0","2026/03/16 15:59:59","0"
"1","380000","380000","30418","0","2026/03/16 16:00:00","0","409","0","2026/04/01 15:59:59","0"
"1","380000","380000","30417","0","2026/03/16 16:00:00","0","410","0","2026/04/01 15:59:59","0"
"1","380000","380000","30420","0","2026/04/01 16:00:00","0","411","0","2026/04/16 15:59:59","0"
"1","380000","380000","30419","0","2026/04/01 16:00:00","0","412","0","2026/04/16 15:59:59","0"
"1","380000","380000","30421","0","2026/04/11 16:00:00","0","413","0","2026/04/22 15:59:59","0"
"1","380000","380000","30422","0","2026/04/16 16:00:00","0","414","0","2026/04/22 15:59:59","0"
"1","380000","380000","30423","0","2026/04/22 16:00:00","0","415","0","2026/05/01 15:59:59","0"
"2","0","380000","50424","380000","2026/05/01 16:00:00","0","416","380000","2026/05/04 15:59:59","0"
"1","380000","380000","30426","0","2026/05/04 16:00:00","0","417","0","2026/05/16 15:59:59","0"
"1","380000","380000","30425","0","2026/05/04 16:00:00","0","418","0","2026/05/16 15:59:59","0"
"1","380000","380000","30428","0","2026/05/16 16:00:00","0","419","0","2026/06/01 15:59:59","0"
"1","380000","380000","30427","0","2026/05/16 16:00:00","0","420","0","2026/06/01 15:59:59","0"
"1","380000","380000","30430","0","2026/06/01 16:00:00","0","421","0","2026/06/11 15:59:59","0"
"1","380000","380000","30429","0","2026/06/01 16:00:00","0","422","0","2026/06/11 15:59:59","0"
"1","380000","380000","30432","0","2026/06/11 16:00:00","0","423","0","2026/06/18 15:59:59","0"
"1","380000","380000","30431","0","2026/06/11 16:00:00","0","424","0","2026/06/18 15:59:59","0"
"1","380000","380000","40015","0","2026/06/18 16:00:00","0","425","0","2026/07/01 15:59:59","0"
"1","380000","380000","30433","0","2026/06/18 16:00:00","0","426","0","2026/07/01 15:59:59","0"
"2","0","380000","50435","380000","2026/07/01 16:00:00","0","427","380000","2026/07/04 15:59:59","0"
"1","380000","380000","30437","0","2026/07/04 16:00:00","0","428","0","2026/07/17 15:59:59","0"
"1","380000","380000","30436","0","2026/07/04 16:00:00","0","429","0","2026/07/17 15:59:59","0"
"1","380000","380000","30439","0","2026/07/17 16:00:00","0","430","0","2026/08/01 15:59:59","0"
"1","380000","380000","30438","0","2026/07/17 16:00:00","0","431","0","2026/08/01 15:59:59","0"
"1","380000","380000","30441","0","2026/08/01 16:00:00","0","432","0","2026/08/11 15:59:59","0"
"1","380000","380000","30440","0","2026/08/01 16:00:00","0","433","0","2026/08/16 15:59:59","0"
"1","380000","380000","30442","0","2026/08/11 16:00:00","0","434","0","2026/08/23 15:59:59","0"
"1","380000","380000","30443","0","2026/08/16 16:00:00","0","435","0","2026/09/01 15:59:59","0"
"2","0","380000","50444","380000","2026/08/23 16:00:00","0","436","380000","2026/09/01 15:59:59","0"
"1","380000","380000","30445","0","2026/09/01 16:00:00","0","437","0","2026/09/23 15:59:59","0"
"1","380000","380000","30447","0","2026/09/12 16:00:00","0","438","0","2026/09/23 15:59:59","0"
"1","380000","380000","30446","0","2026/09/12 16:00:00","0","439","0","2026/09/23 15:59:59","0"
