b8981616eb3588c119415bb80bfe0de649de9a24f963cd73cad4ae685f81dd65,e4a1ae8caf39f2997f9434a0213858e6ba5cc98fe937606822d41b01e6544081,54f5929f71f546fa9f2abce533b48065260105f27f40b1dd2d7fbb4117705602,2f4a1b47ada0179c299d1f7f03137b3267d5c508639a0174f4890e2beb6b8b4c,c55974a314c9634f8efd77596c1d9770abd03b5de3d58d1daeaf4b276819846d,575fe110fcebd94024312bcbef775147109b75b071833cc3a3be348f30a692ea,1cc723c849efe6897503914d91687b53b052618d91c8e26270cb3b15a71bba52,16252f5c44235d16b9d58756c8611dadef30b3c92b1e01c8544cab35b82fd482,d0e9ee09ecf13ccc631e2b452f2d93bf41d54bd4433624b2567e1f4e2b523f9a,f8ee17ecf11a09630be9fc7c46c5a63d1110146a6d39e242ed73cf0051f15024,ddad54fd1d98d0ab2ea1a21542dd4a25e70e11876c4bbdba3fbb9ff5ee3a3f59,85eb6eac11694df05eb24aa129b3c49932465e684a8e58cb6a1f77c42ecc306c,13c113ad8347c966257435a86d85ee386b1d2624be5d50c5c80cd84caf9b26cb,f76544af9c720a9a5283c41569b231cedeb81d1d9c0c7229320fe22ba4d7e0cc,cbb325c5fc0e01bed0cb47a641499c0a5a2a9d8e545601b7a4cc7379a1e2079d
"打倒1隻反逆獸‧三重（NORMAL限定）","660043101","9001","1","1","601","99001156","1010510","20043","2015/04/01 15:00:00","99001156","0","2030/04/01 14:59:59","6006","0"
"打倒1隻反逆獸‧三重（HARD限定）","660043201","9001","1","1","601","99001157","1010511","20043","2015/04/01 15:00:00","99001157","0","2030/04/01 14:59:59","6007","0"
"打倒1隻反逆獸‧三重（VERY HARD限定）","660043301","9001","1","1","601","99001158","1010512","20043","2015/04/01 15:00:00","99001158","0","2030/04/01 14:59:59","6010","0"
"打倒1隻反逆獸‧三重（SPECIAL限定）","610105401","9001","1","1","601","99001159","1010513","10105","2015/04/01 15:00:00","99001159","0","2030/04/01 14:59:59","6011","0"
"打倒 1 隻孤伶伶的聖誕夜妖精（NORMAL限定）","660044101","9001","1","1","601","99001160","1010710","20044","2015/04/01 15:00:00","99001160","0","2030/04/01 14:59:59","6006","0"
"打倒 1 隻孤伶伶的聖誕夜妖精（HARD限定）","660044201","9001","1","1","601","99001161","1010711","20044","2015/04/01 15:00:00","99001161","0","2030/04/01 14:59:59","6007","0"
"打倒 1 隻孤伶伶的聖誕夜妖精（VERY HARD限定）","660044301","9001","1","1","601","99001162","1010712","20044","2015/04/01 15:00:00","99001162","0","2030/04/01 14:59:59","6010","0"
"打倒 1 隻孤伶伶的聖誕夜妖精（SPECIAL限定）","610107401","9001","1","1","601","99001163","1010713","10107","2015/04/01 15:00:00","99001163","0","2030/04/01 14:59:59","6011","0"
"吃掉所有 66 種布丁","0","0","1","1","601","99001164","14","10080","2029/04/01 15:00:00","99001164","0","2030/04/01 14:59:59","6001","0"
"完成 100％ 布丁筆記本","0","0","1","1","601","99001165","14","10080","2029/04/01 15:00:00","99001165","0","2030/04/01 14:59:59","6001","0"
"打倒1隻邪牛神哞猛（NORMAL限定）","660045101","9001","1","1","601","99001166","1010910","20045","2015/04/01 15:00:00","99001166","0","2030/04/01 14:59:59","6006","0"
"打倒1隻邪牛神哞猛（HARD限定）","660045201","9001","1","1","601","99001167","1010911","20045","2015/04/01 15:00:00","99001167","0","2030/04/01 14:59:59","6007","0"
"打倒1隻邪牛神哞猛（VERY HARD限定）","660045301","9001","1","1","601","99001168","1010912","20045","2015/04/01 15:00:00","99001168","0","2030/04/01 14:59:59","6010","0"
"打倒1隻邪牛神哞猛（SPECIAL限定）","610109401","9001","1","1","601","99001169","1010913","10109","2015/04/01 15:00:00","99001169","0","2030/04/01 14:59:59","6011","0"
"打倒1隻碎裂魔像（NORMAL限定）","660046101","9001","1","1","601","99001170","1011210","20046","2022/06/01 16:00:00","99001170","0","2030/04/01 14:59:59","6006","0"
"打倒1隻碎裂魔像（HARD限定）","660046201","9001","1","1","601","99001171","1011211","20046","2022/06/01 16:00:00","99001171","0","2030/04/01 14:59:59","6007","0"
"打倒1隻碎裂魔像（VERY HARD限定）","660046301","9001","1","1","601","99001172","1011212","20046","2022/06/01 16:00:00","99001172","0","2030/04/01 14:59:59","6010","0"
"打倒1隻碎裂魔像（SPECIAL限定）","610112401","9001","1","1","601","99001173","1011213","10112","2022/06/01 16:00:00","99001173","0","2030/04/01 14:59:59","6011","0"
"打倒1隻超載力量（NORMAL限定）","660047101","9001","1","1","601","99001174","1011310","20047","2022/06/08 16:00:00","99001174","0","2030/04/01 14:59:59","6006","0"
"打倒1隻超載力量（HARD限定）","660047201","9001","1","1","601","99001175","1011311","20047","2022/06/08 16:00:00","99001175","0","2030/04/01 14:59:59","6007","0"
"打倒1隻超載力量（VERY HARD限定）","660047301","9001","1","1","601","99001176","1011312","20047","2022/06/08 16:00:00","99001176","0","2030/04/01 14:59:59","6010","0"
"打倒1隻超載力量（SPECIAL限定）","610113401","9001","1","1","601","99001177","1011313","10113","2022/06/08 16:00:00","99001177","0","2030/04/01 14:59:59","6011","0"
"打倒1隻仇鼠‧怒髮衝冠的啾二（NORMAL限定）","660048101","9001","1","1","601","99001178","1011510","20048","2022/07/01 16:00:00","99001178","0","2030/04/01 14:59:59","6006","0"
"打倒1隻仇鼠‧怒髮衝冠的啾二（HARD限定）","660048201","9001","1","1","601","99001179","1011511","20048","2022/07/01 16:00:00","99001179","0","2030/04/01 14:59:59","6007","0"
"打倒1隻仇鼠‧怒髮衝冠的啾二（VERY HARD限定）","660048301","9001","1","1","601","99001180","1011512","20048","2022/07/01 16:00:00","99001180","0","2030/04/01 14:59:59","6010","0"
"打倒1隻仇鼠‧怒髮衝冠的啾二（SPECIAL限定）","610115401","9001","1","1","601","99001181","1011513","10115","2022/07/01 16:00:00","99001181","0","2030/04/01 14:59:59","6011","0"
"打倒1隻貪婪暴君‧賭場王（NORMAL限定）","660049101","9001","1","1","601","99001182","1011710","20049","2022/08/01 16:00:00","99001182","0","2030/04/01 14:59:59","6006","0"
"打倒1隻貪婪暴君‧賭場王（HARD限定）","660049201","9001","1","1","601","99001183","1011711","20049","2022/08/01 16:00:00","99001183","0","2030/04/01 14:59:59","6007","0"
"打倒1隻貪婪暴君‧賭場王（VERY HARD限定）","660049301","9001","1","1","601","99001184","1011712","20049","2022/08/01 16:00:00","99001184","0","2030/04/01 14:59:59","6010","0"
"打倒1隻貪婪暴君‧賭場王（SPECIAL限定）","610117401","9001","1","1","601","99001185","1011713","10117","2022/08/01 16:00:00","99001185","0","2030/04/01 14:59:59","6011","0"
"打倒1隻受解放的寶藏守護者（NORMAL限定）","660050101","9001","1","1","601","99001186","1011910","20050","2022/09/01 16:00:00","99001186","0","2030/04/01 14:59:59","6006","0"
"打倒1隻受解放的寶藏守護者（HARD限定）","660050201","9001","1","1","601","99001187","1011911","20050","2022/09/01 16:00:00","99001187","0","2030/04/01 14:59:59","6007","0"
"打倒1隻受解放的寶藏守護者（VERY HARD限定）","660050301","9001","1","1","601","99001188","1011912","20050","2022/09/01 16:00:00","99001188","0","2030/04/01 14:59:59","6010","0"
"打倒1隻受解放的寶藏守護者（SPECIAL限定）","610119401","9001","1","1","601","99001189","1011913","10119","2022/09/01 16:00:00","99001189","0","2030/04/01 14:59:59","6011","0"
"打倒 1 隻阿斯特賴亞牛肝菌（NORMAL限定）","660051101","9001","1","1","601","99001190","1012110","20051","2022/10/02 16:00:00","99001190","0","2030/04/01 14:59:59","6006","0"
"打倒 1 隻阿斯特賴亞牛肝菌（HARD限定）","660051201","9001","1","1","601","99001191","1012111","20051","2022/10/02 16:00:00","99001191","0","2030/04/01 14:59:59","6007","0"
"打倒 1 隻阿斯特賴亞牛肝菌（VERY HARD限定）","660051301","9001","1","1","601","99001192","1012112","20051","2022/10/02 16:00:00","99001192","0","2030/04/01 14:59:59","6010","0"
"打倒 1 隻阿斯特賴亞牛肝菌（SPEICAL限定）","610121401","9001","1","1","601","99001193","1012113","10121","2022/10/02 16:00:00","99001193","0","2030/04/01 14:59:59","6011","0"
"打倒1隻海將海馬指揮官（NORMAL限定）","660052101","9001","1","1","601","99001194","1012310","20052","2022/11/01 16:00:00","99001194","0","2030/04/01 14:59:59","6006","0"
"打倒1隻海將海馬指揮官（HARD限定）","660052201","9001","1","1","601","99001195","1012311","20052","2022/11/01 16:00:00","99001195","0","2030/04/01 14:59:59","6007","0"
"打倒1隻海將海馬指揮官（VERY HARD限定）","660052301","9001","1","1","601","99001196","1012312","20052","2022/11/01 16:00:00","99001196","0","2030/04/01 14:59:59","6010","0"
"打倒1隻海將海馬指揮官（SPECIAL限定）","610123401","9001","1","1","601","99001197","1012313","10123","2022/11/01 16:00:00","99001197","0","2030/04/01 14:59:59","6011","0"
"在難易度EXTRA中，一次獲得115000分以上","0","0","1","1","601","99001198","14","10096","2029/04/01 16:00:00","99001198","0","2030/04/01 14:59:59","6001","0"
"在難易度EXTRA中，一次獲得135000分以上，並於所有回合以第一名抵達終點。","0","0","1","1","601","99001199","14","10096","2029/04/01 16:00:00","99001199","0","2030/04/01 14:59:59","6001","0"
"打倒1隻月光之門（NORMAL限定）","660053101","9001","1","1","601","99001200","1012510","20053","2022/12/01 16:00:00","99001200","0","2030/04/01 14:59:59","6006","0"
"打倒1隻月光之門（HARD限定）","660053201","9001","1","1","601","99001201","1012511","20053","2022/12/01 16:00:00","99001201","0","2030/04/01 14:59:59","6007","0"
"打倒1隻月光之門（VERY HARD限定）","660053301","9001","1","1","601","99001202","1012512","20053","2022/12/01 16:00:00","99001202","0","2030/04/01 14:59:59","6010","0"
"打倒1隻月光之門（SPECIAL限定）","610125401","9001","1","1","601","99001203","1012513","10125","2022/12/01 16:00:00","99001203","0","2030/04/01 14:59:59","6011","0"
"閱覽所有小繆快快長大日記","0","0","1","1","601","99001204","15","10098","2029/04/01 16:00:00","99001204","0","2030/04/01 14:59:59","6001","0"
"打倒1隻哀執的植物羊（NORMAL限定）","660054101","9001","1","1","601","99001205","1012710","20054","2023/01/02 16:00:00","99001205","0","2030/04/01 14:59:59","6006","0"
"打倒1隻哀執的植物羊（HARD限定）","660054201","9001","1","1","601","99001206","1012711","20054","2023/01/02 16:00:00","99001206","0","2030/04/01 14:59:59","6007","0"
"打倒1隻哀執的植物羊（VERY HARD限定）","660054301","9001","1","1","601","99001207","1012712","20054","2023/01/02 16:00:00","99001207","0","2030/04/01 14:59:59","6010","0"
"打倒1隻哀執的植物羊（SPECIAL限定）","610127401","9001","1","1","601","99001208","1012713","10127","2023/01/02 16:00:00","99001208","0","2030/04/01 14:59:59","6011","0"
"打倒1隻瘋狂直播主‧輝美（NORMAL限定）","660055101","9001","1","1","601","99001209","1012910","20055","2023/02/01 16:00:00","99001209","0","2030/04/01 14:59:59","6006","0"
"打倒1隻瘋狂直播主‧輝美（HARD限定）","660055201","9001","1","1","601","99001210","1012911","20055","2023/02/01 16:00:00","99001210","0","2030/04/01 14:59:59","6007","0"
"打倒1隻瘋狂直播主‧輝美（VERY HARD限定）","660055301","9001","1","1","601","99001211","1012912","20055","2023/02/01 16:00:00","99001211","0","2030/04/01 14:59:59","6010","0"
"打倒1隻瘋狂直播主‧輝美（SPECIAL限定）","610129401","9001","1","1","601","99001212","1012913","10129","2023/02/01 16:00:00","99001212","0","2030/04/01 14:59:59","6011","0"
"打倒1隻黑曜魔像（NORMAL限定）","660056101","9001","1","1","601","99001213","1013110","20056","2023/03/01 16:00:00","99001213","0","2030/04/01 14:59:59","6006","0"
"打倒1隻黑曜魔像（HARD限定）","660056201","9001","1","1","601","99001214","1013111","20056","2023/03/01 16:00:00","99001214","0","2030/04/01 14:59:59","6007","0"
"打倒1隻黑曜魔像（VERY HARD限定）","660056301","9001","1","1","601","99001215","1013112","20056","2023/03/01 16:00:00","99001215","0","2030/04/01 14:59:59","6010","0"
"打倒1隻黑曜魔像（SPECIAL限定）","610131401","9001","1","1","601","99001216","1013113","10131","2023/03/01 16:00:00","99001216","0","2030/04/01 14:59:59","6011","0"
"打倒1隻不幸福的多倫多獸（NORMAL限定）","660057101","9001","1","1","601","99001217","1013310","20057","2023/04/01 16:00:00","99001217","0","2030/04/01 14:59:59","6006","0"
"打倒1隻不幸福的多倫多獸（HARD限定）","660057201","9001","1","1","601","99001218","1013311","20057","2023/04/01 16:00:00","99001218","0","2030/04/01 14:59:59","6007","0"
"打倒1隻不幸福的多倫多獸（VERY HARD限定）","660057301","9001","1","1","601","99001219","1013312","20057","2023/04/01 16:00:00","99001219","0","2030/04/01 14:59:59","6010","0"
"打倒1隻不幸福的多倫多獸（SPECIAL限定）","610133401","9001","1","1","601","99001220","1013313","10133","2023/04/01 16:00:00","99001220","0","2030/04/01 14:59:59","6011","0"
"打倒1隻汙穢的湯之神‧陽卵（NORMAL限定）","660058101","9001","1","1","601","99001221","1013510","20058","2023/05/01 16:00:00","99001221","0","2030/04/01 14:59:59","6006","0"
"打倒1隻汙穢的湯之神‧陽卵（HARD限定）","660058201","9001","1","1","601","99001222","1013511","20058","2023/05/01 16:00:00","99001222","0","2030/04/01 14:59:59","6007","0"
"打倒1隻汙穢的湯之神‧陽卵（VERY HARD限定）","660058301","9001","1","1","601","99001223","1013512","20058","2023/05/01 16:00:00","99001223","0","2030/04/01 14:59:59","6010","0"
"打倒1隻汙穢的湯之神‧陽卵（SPECIAL限定）","610135401","9001","1","1","601","99001224","1013513","10135","2023/05/01 16:00:00","99001224","0","2030/04/01 14:59:59","6011","0"
"打倒1隻樂園守護者（NORMAL限定）","660059101","9001","1","1","601","99001225","1013810","20059","2023/06/01 16:00:00","99001225","0","2030/04/01 14:59:59","6006","0"
"打倒1隻樂園守護者（HARD限定）","660059201","9001","1","1","601","99001226","1013811","20059","2023/06/01 16:00:00","99001226","0","2030/04/01 14:59:59","6007","0"
"打倒1隻樂園守護者（VERY HARD限定）","660059301","9001","1","1","601","99001227","1013812","20059","2023/06/01 16:00:00","99001227","0","2030/04/01 14:59:59","6010","0"
"打倒1隻樂園守護者（SPECIAL限定）","610138401","9001","1","1","601","99001228","1013813","10138","2023/06/01 16:00:00","99001228","0","2030/04/01 14:59:59","6011","0"
"打倒1隻象徵久遠庭園之人（NORMAL限定）","660060101","9001","1","1","601","99001229","1013910","20060","2023/06/08 16:00:00","99001229","0","2030/04/01 14:59:59","6006","0"
"打倒1隻象徵久遠庭園之人（HARD限定）","660060201","9001","1","1","601","99001230","1013911","20060","2023/06/08 16:00:00","99001230","0","2030/04/01 14:59:59","6007","0"
"打倒1隻象徵久遠庭園之人（VERY HARD限定）","660060301","9001","1","1","601","99001231","1013912","20060","2023/06/08 16:00:00","99001231","0","2030/04/01 14:59:59","6010","0"
"打倒1隻象徵久遠庭園之人（SPECIAL限定）","610139401","9001","1","1","601","99001232","1013913","10139","2023/06/08 16:00:00","99001232","0","2030/04/01 14:59:59","6011","0"
"打倒1隻祈福託災的招財貓（NORMAL限定）","660061101","9001","1","1","601","99001233","1014110","20061","2023/07/02 16:00:00","99001233","0","2030/04/01 14:59:59","6006","0"
"打倒1隻祈福託災的招財貓（HARD限定）","660061201","9001","1","1","601","99001234","1014111","20061","2023/07/02 16:00:00","99001234","0","2030/04/01 14:59:59","6007","0"
"打倒1隻祈福託災的招財貓（VERY HARD限定）","660061301","9001","1","1","601","99001235","1014112","20061","2023/07/02 16:00:00","99001235","0","2030/04/01 14:59:59","6010","0"
"打倒1隻祈福託災的招財貓（SPECIAL限定）","610141401","9001","1","1","601","99001236","1014113","10141","2023/07/02 16:00:00","99001236","0","2030/04/01 14:59:59","6011","0"
"打倒1隻大王猩猩（NORMAL限定）","660062101","9001","1","1","601","99001237","1014310","20062","2023/08/01 16:00:00","99001237","0","2030/04/01 14:59:59","6006","0"
"打倒1隻大王猩猩（HARD限定）","660062201","9001","1","1","601","99001238","1014311","20062","2023/08/01 16:00:00","99001238","0","2030/04/01 14:59:59","6007","0"
"打倒1隻大王猩猩（VERY HARD限定）","660062301","9001","1","1","601","99001239","1014312","20062","2023/08/01 16:00:00","99001239","0","2030/04/01 14:59:59","6010","0"
"打倒1隻大王猩猩（SPECIAL限定）","610143401","9001","1","1","601","99001240","1014313","10143","2023/08/01 16:00:00","99001240","0","2030/04/01 14:59:59","6011","0"
"打倒1隻智慧的鍊金術師‧莫夫（NORMAL限定）","660063101","9001","1","1","601","99001241","1014510","20063","2023/09/01 16:00:00","99001241","0","2030/04/01 14:59:59","6006","0"
"打倒1隻智慧的鍊金術師‧莫夫（HARD限定）","660063201","9001","1","1","601","99001242","1014511","20063","2023/09/01 16:00:00","99001242","0","2030/04/01 14:59:59","6007","0"
"打倒1隻智慧的鍊金術師‧莫夫（VERY HARD限定）","660063301","9001","1","1","601","99001243","1014512","20063","2023/09/01 16:00:00","99001243","0","2030/04/01 14:59:59","6010","0"
"打倒1隻智慧的鍊金術師‧莫夫（SPECIAL限定）","610145401","9001","1","1","601","99001244","1014513","10145","2023/09/01 16:00:00","99001244","0","2030/04/01 14:59:59","6011","0"
"打倒1隻變貌的從者‧布拉德（NORMAL限定）","660064101","9001","1","1","601","99001245","1014710","20064","2023/10/01 16:00:00","99001245","0","2030/04/01 14:59:59","6006","0"
"打倒1隻變貌的從者‧布拉德（HARD限定）","660064201","9001","1","1","601","99001246","1014711","20064","2023/10/01 16:00:00","99001246","0","2030/04/01 14:59:59","6007","0"
"打倒1隻變貌的從者‧布拉德（VERY HARD限定）","660064301","9001","1","1","601","99001247","1014712","20064","2023/10/01 16:00:00","99001247","0","2030/04/01 14:59:59","6010","0"
"打倒1隻變貌的從者‧布拉德（SPECIAL限定）","610147401","9001","1","1","601","99001248","1014713","10147","2023/10/01 16:00:00","99001248","0","2030/04/01 14:59:59","6011","0"
"閱覽所有雪的審美會劇情","0","0","1","1","601","99001249","15","10147","2029/04/01 16:00:00","99001249","0","2030/04/01 14:59:59","6001","0"
"打倒1隻復活的白色島鯨（NORMAL限定）","660065101","9001","1","1","601","99001250","1014910","20065","2023/11/01 16:00:00","99001250","0","2030/04/01 14:59:59","6006","0"
"打倒1隻復活的白色島鯨（HARD限定）","660065201","9001","1","1","601","99001251","1014911","20065","2023/11/01 16:00:00","99001251","0","2030/04/01 14:59:59","6007","0"
"打倒1隻復活的白色島鯨（VERY HARD限定）","660065301","9001","1","1","601","99001252","1014912","20065","2023/11/01 16:00:00","99001252","0","2030/04/01 14:59:59","6010","0"
"打倒1隻復活的白色島鯨（SPECIAL限定）","610149401","9001","1","1","601","99001253","1014913","10149","2023/11/01 16:00:00","99001253","0","2030/04/01 14:59:59","6011","0"
"打倒1隻怨恨亡靈（NORMAL限定）","660066101","9001","1","1","601","99001254","1015110","20066","2023/12/01 16:00:00","99001254","0","2030/04/01 14:59:59","6006","0"
"打倒1隻怨恨亡靈（HARD限定）","660066201","9001","1","1","601","99001255","1015111","20066","2023/12/01 16:00:00","99001255","0","2030/04/01 14:59:59","6007","0"
"打倒1隻怨恨亡靈（VERY HARD限定）","660066301","9001","1","1","601","99001256","1015112","20066","2023/12/01 16:00:00","99001256","0","2030/04/01 14:59:59","6010","0"
"打倒1隻怨恨亡靈（SPECIAL限定）","610151401","9001","1","1","601","99001257","1015113","10151","2023/12/01 16:00:00","99001257","0","2030/04/01 14:59:59","6011","0"
"打倒1隻被解放的暴魔‧阿爾杰什（NORMAL限定）","660069101","9001","1","1","601","99001258","1015510","20069","2024/01/01 16:00:00","99001258","0","2030/04/01 14:59:59","6006","0"
"打倒1隻被解放的暴魔‧阿爾杰什（HARD限定）","660069201","9001","1","1","601","99001259","1015511","20069","2024/01/01 16:00:00","99001259","0","2030/04/01 14:59:59","6007","0"
"打倒1隻被解放的暴魔‧阿爾杰什（VERY HARD限定）","660069301","9001","1","1","601","99001260","1015512","20069","2024/01/01 16:00:00","99001260","0","2030/04/01 14:59:59","6010","0"
"打倒1隻被解放的暴魔‧阿爾杰什（SPECIAL限定）","610126401","9001","1","1","601","99001261","1015513","10155","2024/01/01 16:00:00","99001261","0","2030/04/01 14:59:59","6011","0"
"在「放學後的猜謎讀書會」中將與凱留的回憶值達到上限吧","0","0","1","1","601","99001262","14","10155","2029/04/01 15:00:00","99001262","0","2030/04/01 14:59:59","6001","0"
"在「放學後的猜謎讀書會」中將與鈴奈的回憶值達到上限吧","0","0","1","1","601","99001263","14","10155","2029/04/01 15:00:00","99001263","0","2030/04/01 14:59:59","6001","0"
"在「放學後的猜謎讀書會」中將題庫解放至30％吧","0","0","1","1","601","99001264","14","10155","2029/04/01 15:00:00","99001264","0","2030/04/01 14:59:59","6001","0"
"在「放學後的猜謎讀書會」中將題庫解放至60％吧","0","0","1","1","601","99001265","14","10155","2029/04/01 15:00:00","99001265","0","2030/04/01 14:59:59","6001","0"
"在「放學後的猜謎讀書會」中將題庫解放至100％吧","0","0","1","1","601","99001266","14","10155","2029/04/01 15:00:00","99001266","0","2030/04/01 14:59:59","6001","0"
"打倒1隻哈立德（NORMAL限定）","660070101","9001","1","1","601","99001267","1015710","20070","2024/02/01 16:00:00","99001267","0","2030/04/01 14:59:59","6006","0"
"打倒1隻哈立德（HARD限定）","660070201","9001","1","1","601","99001268","1015711","20070","2024/02/01 16:00:00","99001268","0","2030/04/01 14:59:59","6007","0"
"打倒1隻哈立德（VERY HARD限定）","660070301","9001","1","1","601","99001269","1015712","20070","2024/02/01 16:00:00","99001269","0","2030/04/01 14:59:59","6010","0"
"打倒1隻哈立德（SPECIAL限定）","610128401","9001","1","1","601","99001270","1015713","10157","2024/02/01 16:00:00","99001270","0","2030/04/01 14:59:59","6011","0"
"閱覽所有夢幻的婚姻模擬遊戲劇情","0","0","1","1","601","99001271","15","10157","2029/04/01 15:00:00","99001271","0","2030/04/01 14:59:59","6001","0"
"打倒1隻美空（NORMAL限定）","1015901","9019","1","1","601","99001272","1015910","10159","2024/03/01 16:00:00","99001272","0","2030/04/01 14:59:59","6006","0"
"打倒1隻美空（HARD限定）","1015902","9019","1","1","601","99001273","1015911","10159","2024/03/01 16:00:00","99001273","0","2030/04/01 14:59:59","6007","0"
"打倒1隻美空（VERY HARD限定）","1015903","9019","1","1","601","99001274","1015912","10159","2024/03/01 16:00:00","99001274","0","2030/04/01 14:59:59","6010","0"
"打倒1隻美空（SPECIAL限定）","1015904","9019","1","1","601","99001275","1015913","10159","2024/03/01 16:00:00","99001275","0","2030/04/01 14:59:59","6011","0"
"閱覽所有旅行與成長（與反省）的記錄","0","0","1","1","601","99001276","15","10159","2029/04/01 15:00:00","99001276","0","2030/04/01 14:59:59","6001","0"
"打倒1隻巴西利斯克‧阿洛斯（NORMAL限定）","610132101","9001","1","1","601","99001277","1016110","10161","2024/04/01 16:00:00","99001277","0","2030/04/01 14:59:59","6006","0"
"打倒1隻巴西利斯克‧阿洛斯（HARD限定）","610132201","9001","1","1","601","99001278","1016111","10161","2024/04/01 16:00:00","99001278","0","2030/04/01 14:59:59","6007","0"
"打倒1隻巴西利斯克‧阿洛斯（VERY HARD限定）","610132301","9001","1","1","601","99001279","1016112","10161","2024/04/01 16:00:00","99001279","0","2030/04/01 14:59:59","6010","0"
"打倒1隻巴西利斯克‧阿洛斯（SPECIAL限定）","610132401","9001","1","1","601","99001280","1016113","10161","2024/04/01 16:00:00","99001280","0","2030/04/01 14:59:59","6011","0"
"打倒1隻夢中隕石（NORMAL限定）","610134101","9001","1","1","601","99001281","1016310","10163","2024/05/01 16:00:00","99001281","0","2030/04/01 14:59:59","6006","0"
"打倒1隻夢中隕石（HARD限定）","610134201","9001","1","1","601","99001282","1016311","10163","2024/05/01 16:00:00","99001282","0","2030/04/01 14:59:59","6007","0"
"打倒1隻夢中隕石（VERY HARD限定）","610134301","9001","1","1","601","99001283","1016312","10163","2024/05/01 16:00:00","99001283","0","2030/04/01 14:59:59","6010","0"
"打倒1隻夢中隕石（SPECIAL限定）","610134401","9001","1","1","601","99001284","1016313","10163","2024/05/01 16:00:00","99001284","0","2030/04/01 14:59:59","6011","0"
"閱覽所有初夢挑戰劇情","0","0","1","1","601","99001285","15","10130","2029/04/01 15:00:00","99001285","0","2030/04/01 14:59:59","6001","0"
"打倒1隻紅霧精靈（NORMAL限定）","660067101","9001","1","1","601","99001286","1016410","20067","2024/06/01 16:00:00","99001286","0","2030/04/01 14:59:59","6006","0"
"打倒1隻紅霧精靈（HARD限定）","660067201","9001","1","1","601","99001287","1016411","20067","2024/06/01 16:00:00","99001287","0","2030/04/01 14:59:59","6007","0"
"打倒1隻紅霧精靈（VERY HARD限定）","660067301","9001","1","1","601","99001288","1016412","20067","2024/06/01 16:00:00","99001288","0","2030/04/01 14:59:59","6010","0"
"打倒1隻紅霧精靈（SPECIAL限定）","610136401","9001","1","1","601","99001289","1016413","10164","2024/06/01 16:00:00","99001289","0","2030/04/01 14:59:59","6011","0"
"打倒1隻顯露苦衷 埃拉＆志那都（NORMAL限定）","660068101","9001","1","1","601","99001290","1016510","20068","2024/06/08 16:00:00","99001290","0","2030/04/01 14:59:59","6006","0"
"打倒1隻顯露苦衷 埃拉＆志那都（HARD限定）","660068201","9001","1","1","601","99001291","1016511","20068","2024/06/08 16:00:00","99001291","0","2030/04/01 14:59:59","6007","0"
"打倒1隻顯露苦衷 埃拉＆志那都（VERY HARD限定）","660068301","9001","1","1","601","99001292","1016512","20068","2024/06/08 16:00:00","99001292","0","2030/04/01 14:59:59","6010","0"
"打倒1隻顯露苦衷 埃拉＆志那都（SPECIAL限定）","610137401","9001","1","1","601","99001293","1016513","10165","2024/06/08 16:00:00","99001293","0","2030/04/01 14:59:59","6011","0"
"打倒1隻地獄的聖女富美惠（NORMAL限定）","610140101","9001","1","1","601","99001294","1016610","10166","2024/07/01 16:00:00","99001294","0","2030/04/01 14:59:59","6006","0"
"打倒1隻地獄的聖女富美惠（HARD限定）","610140201","9001","1","1","601","99001295","1016611","10166","2024/07/01 16:00:00","99001295","0","2030/04/01 14:59:59","6007","0"
"打倒1隻地獄的聖女富美惠（VERY HARD限定）","610140301","9001","1","1","601","99001296","1016612","10166","2024/07/01 16:00:00","99001296","0","2030/04/01 14:59:59","6010","0"
"打倒1隻地獄的聖女富美惠（SPECIAL限定）","610140401","9001","1","1","601","99001297","1016613","10166","2024/07/01 16:00:00","99001297","0","2030/04/01 14:59:59","6011","0"
"打倒1隻剛雷獸‧雷葛宏（NORMAL限定）","610142101","9001","1","1","601","99001298","1016710","10167","2024/08/01 16:00:00","99001298","0","2030/04/01 14:59:59","6006","0"
"打倒1隻剛雷獸‧雷葛宏（HARD限定）","610142201","9001","1","1","601","99001299","1016711","10167","2024/08/01 16:00:00","99001299","0","2030/04/01 14:59:59","6007","0"
"打倒1隻剛雷獸‧雷葛宏（VERY HARD限定）","610142301","9001","1","1","601","99001300","1016712","10167","2024/08/01 16:00:00","99001300","0","2030/04/01 14:59:59","6010","0"
"打倒1隻剛雷獸‧雷葛宏（SPECIAL限定）","610142401","9001","1","1","601","99001301","1016713","10167","2024/08/01 16:00:00","99001301","0","2030/04/01 14:59:59","6011","0"
"在「行軍A-Go-Go！」中用惠理子累計獲得50000分","0","0","1","1","601","99001302","15","10142","2029/04/01 15:00:00","99001302","0","2030/04/01 14:59:59","6001","0"
"在「行軍A-Go-Go！」中用真琴累計獲得50000分","0","0","1","1","601","99001303","15","10142","2029/04/01 15:00:00","99001303","0","2030/04/01 14:59:59","6001","0"
"在「行軍A-Go-Go！」的CHALLENGE模式中一次獲得50000分以上","0","0","1","1","601","99001304","15","10142","2029/04/01 15:00:00","99001304","0","2030/04/01 14:59:59","6001","0"
"打倒1隻魔物植物‧莫培爾培（NORMAL限定）","610144101","9001","1","1","601","99001305","1016710","10168","2024/09/01 16:00:00","99001305","0","2030/04/01 14:59:59","6006","0"
