c349d5c8b24d7653cc1b4654a59ad6d992cea13d67391a0bde4853d826de0d66,2f47b494f7927dfc7be9aaf02f26e4c0857ba925bff07b9ee65d426052a75682,2cb9efd492fae9eb66c74c385a761db86eaf2d89172e88a594c42e5e36602d76,bd87f3408d7a9fee135330c72cbd2135f3d2a63c73f7072875d3cc6f4ef8cafc,e2857f5d847e7b498fc9223341f25ede383c58c47ec8ca07ff8e14083da85567,f821240a4c6ea609d8932929515dc685143f8abaddfd1eba84e1b0a359ed23d7,9582fb46285d99c82ecaead73bfebdbe3c3c403b82a119a70d8de98b4b41152f
"10702","0","3","3","4","870","0"
"10702","0","3","3","5","900","0"
"10702","0","4","3","0","1050","0"
"10702","0","4","3","1","1080","0"
"10702","0","4","3","2","1110","0"
"10702","0","4","3","3","1140","0"
"10702","0","4","3","4","1170","0"
"10702","0","4","3","5","1200","0"
"10702","0","5","3","0","1350","0"
"10702","0","5","3","1","1380","0"
"10702","0","5","3","2","1410","0"
"10702","0","5","3","3","1440","0"
"10702","0","5","3","4","1470","0"
"10702","0","5","3","5","1500","0"
"10703","0","1","4","0","150","0"
"10703","0","1","4","1","180","0"
"10703","0","1","4","2","210","0"
"10703","0","1","4","3","240","0"
"10703","0","1","4","4","270","0"
"10703","0","1","4","5","300","0"
"10703","0","2","4","0","450","0"
"10703","0","2","4","1","480","0"
"10703","0","2","4","2","510","0"
"10703","0","2","4","3","540","0"
"10703","0","2","4","4","570","0"
"10703","0","2","4","5","600","0"
"10703","0","3","4","0","750","0"
"10703","0","3","4","1","780","0"
"10703","0","3","4","2","810","0"
"10703","0","3","4","3","840","0"
"10703","0","3","4","4","870","0"
"10703","0","3","4","5","900","0"
"10703","0","4","4","0","1050","0"
"10703","0","4","4","1","1080","0"
"10703","0","4","4","2","1110","0"
"10703","0","4","4","3","1140","0"
"10703","0","4","4","4","1170","0"
"10703","0","4","4","5","1200","0"
"10703","0","5","4","0","1350","0"
"10703","0","5","4","1","1380","0"
"10703","0","5","4","2","1410","0"
"10703","0","5","4","3","1440","0"
"10703","0","5","4","4","1470","0"
"10703","0","5","4","5","1500","0"
"10704","0","1","9","0","1000","0"
"10704","0","1","9","1","1200","0"
"10704","0","1","9","2","1400","0"
"10704","0","1","9","3","1600","0"
"10704","0","1","9","4","1800","0"
"10704","0","1","9","5","2000","0"
"10704","0","2","9","0","3000","0"
"10704","0","2","9","1","3200","0"
"10704","0","2","9","2","3400","0"
"10704","0","2","9","3","3600","0"
"10704","0","2","9","4","3800","0"
"10704","0","2","9","5","4000","0"
"10704","0","3","9","0","5000","0"
"10704","0","3","9","1","5200","0"
"10704","0","3","9","2","5400","0"
"10704","0","3","9","3","5600","0"
"10704","0","3","9","4","5800","0"
"10704","0","3","9","5","6000","0"
"10704","0","4","9","0","7000","0"
"10704","0","4","9","1","7200","0"
"10704","0","4","9","2","7400","0"
"10704","0","4","9","3","7600","0"
"10704","0","4","9","4","7800","0"
"10704","0","4","9","5","8000","0"
"10704","0","5","9","0","9000","0"
"10704","0","5","9","1","9200","0"
"10704","0","5","9","2","9400","0"
"10704","0","5","9","3","9600","0"
"10704","0","5","9","4","9800","0"
"10704","0","5","9","5","10000","0"
"10801","0","1","1","0","150","0"
"10801","0","1","1","1","180","0"
"10801","0","1","1","2","210","0"
"10801","0","1","1","3","240","0"
"10801","0","1","1","4","270","0"
"10801","0","1","1","5","300","0"
"10801","0","2","1","0","450","0"
"10801","0","2","1","1","480","0"
"10801","0","2","1","2","510","0"
"10801","0","2","1","3","540","0"
"10801","0","2","1","4","570","0"
"10801","0","2","1","5","600","0"
"10801","0","3","1","0","750","0"
"10801","0","3","1","1","780","0"
"10801","0","3","1","2","810","0"
"10801","0","3","1","3","840","0"
"10801","0","3","1","4","870","0"
"10801","0","3","1","5","900","0"
"10801","0","4","1","0","1050","0"
"10801","0","4","1","1","1080","0"
"10801","0","4","1","2","1110","0"
"10801","0","4","1","3","1140","0"
"10801","0","4","1","4","1170","0"
"10801","0","4","1","5","1200","0"
"10801","0","5","1","0","1350","0"
"10801","0","5","1","1","1380","0"
"10801","0","5","1","2","1410","0"
"10801","0","5","1","3","1440","0"
"10801","0","5","1","4","1470","0"
"10801","0","5","1","5","1500","0"
"10802","0","1","2","0","300","0"
"10802","0","1","2","1","360","0"
"10802","0","1","2","2","420","0"
"10802","0","1","2","3","480","0"
"10802","0","1","2","4","540","0"
"10802","0","1","2","5","600","0"
"10802","0","2","2","0","900","0"
"10802","0","2","2","1","960","0"
"10802","0","2","2","2","1020","0"
"10802","0","2","2","3","1080","0"
"10802","0","2","2","4","1140","0"
"10802","0","2","2","5","1200","0"
"10802","0","3","2","0","1500","0"
"10802","0","3","2","1","1560","0"
"10802","0","3","2","2","1620","0"
"10802","0","3","2","3","1680","0"
"10802","0","3","2","4","1740","0"
"10802","0","3","2","5","1800","0"
"10802","0","4","2","0","2100","0"
"10802","0","4","2","1","2160","0"
"10802","0","4","2","2","2220","0"
"10802","0","4","2","3","2280","0"
"10802","0","4","2","4","2340","0"
"10802","0","4","2","5","2400","0"
"10802","0","5","2","0","2700","0"
"10802","0","5","2","1","2760","0"
"10802","0","5","2","2","2820","0"
"10802","0","5","2","3","2880","0"
"10802","0","5","2","4","2940","0"
"10802","0","5","2","5","3000","0"
"10803","0","1","8","0","1000","0"
"10803","0","1","8","1","1200","0"
"10803","0","1","8","2","1400","0"
"10803","0","1","8","3","1600","0"
"10803","0","1","8","4","1800","0"
"10803","0","1","8","5","2000","0"
"10803","0","2","8","0","3000","0"
"10803","0","2","8","1","3200","0"
"10803","0","2","8","2","3400","0"
"10803","0","2","8","3","3600","0"
"10803","0","2","8","4","3800","0"
"10803","0","2","8","5","4000","0"
"10803","0","3","8","0","5000","0"
"10803","0","3","8","1","5200","0"
"10803","0","3","8","2","5400","0"
"10803","0","3","8","3","5600","0"
"10803","0","3","8","4","5800","0"
"10803","0","3","8","5","6000","0"
"10803","0","4","8","0","7000","0"
"10803","0","4","8","1","7200","0"
"10803","0","4","8","2","7400","0"
"10803","0","4","8","3","7600","0"
"10803","0","4","8","4","7800","0"
"10803","0","4","8","5","8000","0"
"10803","0","5","8","0","9000","0"
"10803","0","5","8","1","9200","0"
"10803","0","5","8","2","9400","0"
"10803","0","5","8","3","9600","0"
"10803","0","5","8","4","9800","0"
"10803","0","5","8","5","10000","0"
"10804","0","1","9","0","1000","0"
"10804","0","1","9","1","1200","0"
"10804","0","1","9","2","1400","0"
"10804","0","1","9","3","1600","0"
"10804","0","1","9","4","1800","0"
"10804","0","1","9","5","2000","0"
"10804","0","2","9","0","3000","0"
"10804","0","2","9","1","3200","0"
"10804","0","2","9","2","3400","0"
"10804","0","2","9","3","3600","0"
"10804","0","2","9","4","3800","0"
"10804","0","2","9","5","4000","0"
"10804","0","3","9","0","5000","0"
"10804","0","3","9","1","5200","0"
"10804","0","3","9","2","5400","0"
"10804","0","3","9","3","5600","0"
"10804","0","3","9","4","5800","0"
"10804","0","3","9","5","6000","0"
"10804","0","4","9","0","7000","0"
"10804","0","4","9","1","7200","0"
"10804","0","4","9","2","7400","0"
"10804","0","4","9","3","7600","0"
"10804","0","4","9","4","7800","0"
"10804","0","4","9","5","8000","0"
"10804","0","5","9","0","9000","0"
"10804","0","5","9","1","9200","0"
"10804","0","5","9","2","9400","0"
"10804","0","5","9","3","9600","0"
"10804","0","5","9","4","9800","0"
"10804","0","5","9","5","10000","0"
