066d365a27488a51b6d14358497acd9aef38dce17606875811c61e43d2470d69,3dc4721a6d4b4e4c2c2d69099f3a51f30f09a4cac1da8151f0e9709dc1354c28,c50d7e2f68a80a1761d8391fc1207be267ec937213dd9bb57a16beec2ac6e62d,ff35ec30a7e50a4668a43e435e6582d52f9673e84a287e67eec98305ac54b98a,f2fe0e1658dc0bd0b9326800335188f158d14097149ddd03ecd9407e522a2aa0,95f9df115b9771c1dabe4a396198f0e9d40944ba04eccc49d30c89ad3a98d6e3,f7f87db83d72f6879788afab50d888c879201a47c59d172d3ade6ba3b695e98e,139cf14f0e4b56deff38adaa7307ea224fc6d1425cf55aa8952b941d7aabda09,0dac6e201ec63f855406227ac610fd63639b477c1100d6bc9281bd95299ec845,ea782b42c5af91c95ecbb00f39401fd7e36c0dde26a521a1ec0f2fa1c5af1d27,bd6320ec92bb05871b8f745c6e9322b80b0736223b277857da38acb338c4ae64
"0","1","0","11","901","0","6","126811","0.5","19010025","再去掰託秋乃\n追加進貨一些\n聖騎似麥酒和祕麥酒吧……"
"","","","91","901","","","0","","19010026",""
"","","","93","901","","","0.5","","19010027","0"
"","","0.1","3","901","","1","126811","","19010028","01_yukari_talk2_loop"
"","","0.1","3","901","","1","3","","19010029","01_yukari_talk2_loop"
"","","0.1","3","901","","1","2","","19010030","cmn_boat_idle"
"","0","","21","901","","","vo_fpc","","19010031","vo_fpc_20103"
"0","1","0","11","901","0","7","126811","0.5","19010032","話縮回來，總覺得暈暈的捏～\n明明是泳池卻有巨浪\n打過來嗎……呃，唔噗！"
"","","","91","901","","","0","","19010033",""
"1","01_yukari_sick_1_loop","0.1","3","901","0.1","0","126811","","19010034","01_yukari_sick_1"
"1","01_yukari_sick_1_loop","0.1","3","901","0.1","0","3","","19010035","01_yukari_sick_1"
"","","0.1","3","901","","1","2","","19010036","cmn_boat_idle"
"","","","93","901","","","2","","19010037","0"
"1","01_yukari_sick_2_loop","0.1","3","901","0.1","0","126811","","19010038","01_yukari_sick_2"
"1","01_yukari_sick_2_loop","0.1","3","901","0.1","0","3","","19010039","01_yukari_sick_2"
"","","0.1","3","901","","1","2","","19010040","cmn_boat_idle"
"","0","","21","901","","","vo_fpc","","19010041","vo_fpc_20104"
"0","1","0","11","901","0","9","126811","0.5","19010042","啊，不行……\n我的胃也有波巨浪……\n要、要忍住啊，優花梨……"
"","","","91","901","","","0","","19010043",""
"","","","93","901","","","0.5","","19010044","0"
"","4.52488687782805","","2","901","","-250","126811","","19010045","1000"
"","4.52488687782805","","2","901","","-250","3","","19010046","1000"
"","4.52488687782805","","2","901","","-250","2","","19010047","1000"
"","4.52488687782805","","33","901","","-250","126811","","19010048","1000"
"","","","91","901","","","0","","19010049",""
"-180","-780","1.75","5","902","0","22","21","02_neneka_floatRing","19020001","1"
"-125","-780","1.6625","5","902","0","12","21","02_neneka_floatRing","19020002","2"
"-250","-780","1.8375","5","902","0","32","21","02_neneka_floatRing","19020003","3"
"-180","-780","1.75","5","902","0","22","21","02_neneka_floatRing","19020004","4"
"-125","-780","1.6625","5","902","0","12","21","02_neneka_floatRing","19020005","5"
"-250","-780","1.8375","5","902","0","32","21","02_neneka_floatRing","19020006","6"
"1","-180","1","31","902","","-780","102","","19020007","1"
"1","-125","1","31","902","","-780","102","","19020008","2"
"1","-250","1","31","902","","-780","102","","19020009","3"
"1","-180","1","31","902","","-780","102","","19020010","4"
"1","-125","1","31","902","","-780","102","","19020011","5"
"1","-250","1","31","902","","-780","102","","19020012","6"
"","","","23","902","","1","se_10053800","","19020013","se_fpc_water_random"
"","","","91","902","","","19020012","","19020014",""
"12","4.58823529411765","","2","902","","-180","1","","19020015","0"
"12","4.58823529411765","","33","902","","-180","1","","19020016","0"
"","","","91","902","","","19020015","","19020017",""
"","0","","21","902","","","vo_fpc","","19020018","vo_fpc_20200"
"0","1","0","11","902","0","10","1","0.5","19020019","嗯……"
"","","","91","902","","","0","","19020020",""
"","","","93","902","","","0.5","","19020021","0"
"12","3.70588235294118","","2","902","","-180","1","","19020022","150"
"12","3.70588235294118","","33","902","","-180","1","","19020023","150"
"","","0.1","3","902","","1","2","","19020024","02_neneka_floatRing"
"12","3.70588235294118","","2","902","","-125","2","","19020025","-150"
"12","3.70588235294118","","33","902","","-125","2","","19020026","-150"
"","","","91","902","","","19020025","","19020027",""
"","0","","21","902","","","vo_fpc","","19020028","vo_fpc_20201"
"0","1","0","11","902","0","8","2","0.5","19020029","雖然我有想過，就只是隨波逐流\n這種世間凡夫俗子般的行為，\n究竟是哪裡好玩了……"
"","","","91","902","","","0","","19020030",""
"","","","93","902","","","0.5","","19020031","0"
"12","3.11764705882353","","2","902","","-180","1","","19020032","250"
"12","3.11764705882353","","33","902","","-180","1","","19020033","250"
"12","3.11764705882353","","2","902","","-125","2","","19020034","0"
"12","3.11764705882353","","33","902","","-125","2","","19020035","0"
"","","0.1","3","902","","1","3","","19020036","02_neneka_floatRing"
"12","3.11764705882353","","2","902","","-250","3","","19020037","-250"
"12","3.11764705882353","","33","902","","-250","3","","19020038","-250"
"","","","91","902","","","19020037","","19020039",""
"","0","","21","902","","","vo_fpc","","19020040","vo_fpc_20202"
"0","1","0","11","902","0","7","3","0.5","19020041","不過這也別有一番趣味呢……\n下次也帶諾維姆過來\n漂流看看吧。"
"","","","93","902","","","4.5","","19020042","1"
"","","","93","902","","","0.9","","19020043","0"
"","","","91","902","","","19020041","","19020044",""
"","","0.1","3","902","","1","4","","19020045","02_neneka_floatRing"
"","7.37556561085973","","2","902","","-180","4","","19020046","850"
"","7.37556561085973","","33","902","","-180","4","","19020047","850"
"","","","93","902","","","0.2","","19020048","0"
"","","0.1","3","902","","1","5","","19020049","02_neneka_floatRing"
"12","2.71493212669683","","2","902","","-180","1","","19020050","850"
"12","2.71493212669683","","33","902","","-180","1","","19020051","850"
"","","","93","902","","","0.2","","19020052","0"
"12","3.84615384615385","","2","902","","-125","2","","19020053","850"
"12","3.84615384615385","","33","902","","-125","2","","19020054","850"
"","","","93","902","","","0.1","","19020055","0"
"12","4.97737556561086","","2","902","","-250","3","","19020056","850"
"12","4.97737556561086","","33","902","","-250","3","","19020057","850"
"","","","93","902","","","1.5","","19020058","0"
"","6.26923076923077","","2","902","","-125","5","","19020059","850"
"","6.26923076923077","","33","902","","-125","5","","19020060","850"
"","","","93","902","","","1","","19020061","0"
"","","0.1","3","902","","1","6","","19020062","02_neneka_floatRing"
"","6.63800904977376","","2","902","","-250","6","","19020063","850"
"","6.63800904977376","","33","902","","-250","6","","19020064","850"
"","","","91","902","","","0","","19020065",""
"","","","93","902","","","1","","19020066","0"
"","","","91","902","","","0","","19020067",""
"-15","-750","1.4875","1","903","0","12","1","03_cmn_walk_styk_N2","19030001","113211"
"-15","750","1.4875","1","903","0","12","1","03_cmn_run_def_N","19030002","113311"
"","","","23","903","","1","se_10053800","","19030003","se_fpc_water_random"
"","","","91","903","","","19030002","","19030004","0"
"","3.52941176470588","","2","903","","-15","113211","","19030005","-150"
"","","","93","903","","","1.5","","19030006","0"
"","2.71493212669683","","2","903","","-15","113311","","19030007","150"
"","","","91","903","","","19030005","","19030008",""
"","","0.1","3","903","","1","113211","","19030009","03_cmn_idol_def_N"
"","","","91","903","","","19030007","","19030010",""
"","","0.3","3","903","","1","113311","","19030011","03_nanaka_gufufu"
"","","","93","903","","","0.3","","19030012","0"
"","0","","21","903","","","vo_fpc","","19030013","vo_fpc_20300"
"0","1","0","11","903","0","8","113311","0.5","19030014","唔呵呵，\n不愧是杏奈美眉♪"
"","","","91","903","","","0","","19030015",""
"","","","93","903","","","0.5","","19030016","0"
"","0","","21","903","","","vo_fpc","","19030017","vo_fpc_20301"
"0","1","0","11","903","0","6","113311","0.5","19030018","把七七香精選的傳說學校泳衣\n駕馭得很完美呢！"
"","","","91","903","","","0","","19030019",""
"","","","93","903","","","0.5","","19030020","0"
"","","0.1","3","903","","1","113211","","19030021","03_anna_shy"
"","0","","21","903","","","vo_fpc","","19030022","vo_fpc_20302"
"0","1","0","11","903","0","10","113211","0.5","19030023","什麼，這是因為我沒有其他泳衣\n所以才不得已穿的啦……"
"","","","91","903","","","0","","19030024",""
"","","","93","903","","","0.5","","19030025","0"
"","0","","21","903","","","vo_fpc","","19030026","vo_fpc_20303"
"0","1","0","11","903","0","6","113311","0.5","19030027","沒問題沒問題，\n真的很適合妳啦！"
"","","","91","903","","","0","","19030028",""
"","","","93","903","","","0.5","","19030029","0"
"","0","","21","903","","","vo_fpc","","19030030","vo_fpc_20304"
"0","1","0","11","903","0","8","113311","0.5","19030031","還是說……\n妳要跟我交換泳衣看看？"
"","","","91","903","","","0","","19030032",""
"","","","93","903","","","0.5","","19030033","0"
"1","03_anna_pui_loop","0.1","3","903","","0","113211","","19030034","03_anna_pui_in"
"","0","","21","903","","","vo_fpc","","19030035","vo_fpc_20305"
"0","1","0","11","903","0","7","113211","0.5","19030036","妳那件也有那件的害羞吧！"
"","","","91","903","","","0","","19030037",""
"","","","93","903","","","0.5","","19030038","0"
"","0","","21","903","","","vo_fpc","","19030039","vo_fpc_20306"
"0","1","0","11","903","0","8","113211","0.5","19030040","我、我有好友為我挑的\n這件學校泳衣便足矣！"
"","","","91","903","","","0","","19030041",""
"","","","93","903","","","0.5","","19030042","0"
"","","0.1","4","903","","1","113311","","19030043","1"
"","","0.1","4","903","","1","113211","","19030044","1"
"","","0.1","3","903","","1","113311","","19030045","03_cmn_run_def_N"
"","","0.1","3","903","","1","113211","","19030046","03_cmn_walk_styk_N2"
"","2.71493212669683","","2","903","","-15","113311","","19030047","750"
"","3.52941176470588","","2","903","","-15","113211","","19030048","-750"
"","","","91","903","","","0","","19030049",""
"-180","-910","1.75","1","904","0","22","1","04_misogi_flutterKick_loop","19040001","122811"
"-125","-910","1.75","1","904","0","12","1","04_mimi_flutterKick_loop","19040002","122911"
"-180","-910","1.75","1","904","0","22","1","04_kyouka_flutterKick_loop","19040003","122711"
"-180","-910","1.75","1","904","0","23","1","04_yuni_flutterKick_loop","19040004","129311"
"-180","-910","1.75","5","904","0","22","1","cmn_swm_flutterKick_floatBoad","19040005","1"
"-180","-50","1.75","5","904","0","24","3","empty","19040006","3"
"1","-180","1","31","904","","-910","1","","19040007","1"
"1","-180","0","31","904","","-910","4","","19040008","11"
"1","-125","1","31","904","","-910","7","","19040009","2"
"1","-125","0","31","904","","-910","4","","19040010","21"
"1","-180","1","31","904","","-910","1","","19040011","3"
"1","-180","0","31","904","","-910","4","","19040012","31"
"1","-180","1","31","904","","-910","1","","19040013","4"
"1","-180","0","31","904","","-50","4","","19040014","41"
"1","0","0","31","904","","-180","1006","","19040015","1006"
"","","","23","904","","1","se_10053800","","19040016","se_fpc_water_random"
"","","","91","904","","","19040015","","19040017","0"
"12","5.81447963800905","","2","904","","-180","122811","","19040018","375"
"12","5.81447963800905","","33","904","","-180","1","","19040019","375"
"12","5.81447963800905","","33","904","","-180","11","","19040020","375"
"","","","91","904","","","","","19040021",""
"","","","32","904","","","1","","19040022","0"
"","","","32","904","","","11","","19040023","1"
"1","04_misogi_float_loop","0.1","3","904","0.1","0","122811","","19040024","04_misogi_float_in"
"","","","93","904","","","0.9","","19040025","0"
"","0","","21","904","","","vo_fpc","","19040026","vo_fpc_20400"
"0","1","0","11","904","0","9","122811","0.5","19040027","哇──！禊是第一名──！\n當鬼的人，快來抓我們──！"
"","","","91","904","","","0","","19040028",""
"","","","93","904","","","0.5","","19040029","0"
"12","5.94117647058824","","2","904","","-125","122911","","19040030","100"
"12","5.94117647058824","","33","904","","-125","2","","19040031","100"
"12","5.94117647058824","","33","904","","-125","21","","19040032","100"
"","","","93","904","","","2","","19040033","0"
"","0","","21","904","","","vo_fpc","","19040034","vo_fpc_20401"
"0","1","0","11","904","0","8","122911","0.5","19040035","快逃快逃～！"
"","","","91","904","","","19040032","","19040036",""
"","","","32","904","","","2","","19040037","0"
"","","","32","904","","","21","","19040038","1"
"1","04_mimi_float_loop","0.1","3","904","0.1","0","122911","","19040039","04_mimi_float_in"
"12","5.40441176470588","","2","904","","-180","122711","","19040040","-175"
"12","5.40441176470588","","33","904","","-180","3","","19040041","-175"
"12","5.40441176470588","","33","904","","-180","31","","19040042","-175"
"","","","93","904","","","2","","19040043","0"
"","0","","21","904","","","vo_fpc","","19040044","vo_fpc_20402"
"0","1","0","11","904","0","11","122711","0","19040045","真是的～！妳們兩個等一下啦～！"
"","","","91","904","","","19040042","","19040046",""
"","","","32","904","","","3","","19040047","0"
"","","","32","904","","","31","","19040048","1"
"1","04_kyouka_float_loop","0.1","3","904","0.1","0","122711","","19040049","04_kyouka_float_in"
"","","","93","904","","","1.2","","19040050","0"
"","","","32","904","","","1006","","19040051","1"
"","","","93","904","","","0.8","","19040052","0"
"","","","32","904","","","1","","19040053","1"
"","","","32","904","","","11","","19040054","0"
"","","","32","904","","","2","","19040055","1"
"","","","32","904","","","21","","19040056","0"
"","","","32","904","","","3","","19040057","1"
"","","","32","904","","","31","","19040058","0"
"1","04_misogi_flutterKick_loop","0.1","3","904","0.1","0","122811","","19040059","04_misogi_flutterKick_in"
"","2.82805429864253","","2","904","","-180","122811","","19040060","1000"
"","2.82805429864253","","33","904","","-180","1","","19040061","1000"
"","","","93","904","","","0.1","","19040062","0"
"1","04_mimi_flutterKick_loop","0.1","3","904","0.1","0","122911","","19040063","04_mimi_flutterKick_in"
"","4.07239819004525","","2","904","","-125","122911","","19040064","1000"
"","4.07239819004525","","33","904","","-125","2","","19040065","1000"
"","","","93","904","","","0.1","","19040066","0"
"1","04_kyouka_flutterKick_loop","0.1","3","904","0.1","0","122711","","19040067","04_kyouka_flutterKick_in"
"","5.31674208144796","","2","904","","-180","122711","","19040068","1000"
"","5.31674208144796","","33","904","","-180","3","","19040069","1000"
"","","","93","904","","","0.1","","19040070","0"
"","5.05882352941176","","2","904","","-180","129311","","19040071","-50"
"","5.05882352941176","","33","904","","-180","4","","19040072","-50"
"","5.05882352941176","","2","904","","-180","1","","19040073","-50"
"","","","93","904","","","2","","19040074","0"
"","0","","21","904","","","vo_fpc","","19040075","vo_fpc_20403"
"0","1","0","11","904","0","10","129311","0.5","19040076","哇──♪"
"","","","93","904","","","2.75882352941176","","19040077","0"
"1","04_yuni_flutterKick_pause_loop","0.1","3","904","0.1","0","3","","19040078","04_yuni_flutterKick_pause_in"
"1","04_yuni_flutterKick_pause_loop","0.1","3","904","0.1","0","129311","","19040079","04_yuni_flutterKick_pause_in"
"1","04_yuni_flutterKick_pause_loop","0.1","3","904","0.1","0","1","","19040080","04_yuni_flutterKick_pause_in"
"","","","93","904","","","0.3","","19040081","0"
"","0","","21","904","","","vo_fpc","","19040082","vo_fpc_20404"
"","","","32","904","","","4","","19040083","0"
"","","","32","904","","","41","","19040084","1"
"","","","93","904","","","5","","19040085","0"
"","","0.1","3","904","","0","3","","19040086","empty"
"1","04_yuni_flutterKick_loop","0.2","3","904","0.1","0","129311","","19040087","04_yuni_flutterKick_in"
"1","cmn_swm_flutterKick_floatBoad","0.2","3","904","0.1","0","1","","19040088","04_yuni_flutterKick_in"
"","","","32","904","","","4","","19040089","1"
"","","","32","904","","","41","","19040090","0"
"","6.17647058823529","","2","904","","-180","129311","","19040091","1000"
"","6.17647058823529","","2","904","","-180","1","","19040092","1000"
"","6.17647058823529","","33","904","","-180","4","","19040093","1000"
"","","","93","904","","","0.3","","19040094","0"
"","0","","21","904","","","vo_fpc","","19040095","vo_fpc_20405"
"0","1","0","11","904","0","10","129311","0.5","19040096","哇──哇──♪"
"","","","91","904","","","19040091","","19040097",""
"-125","-910","1.75","1","905","0","12","1","cmn_swm_flutterKick","19050001","117111"
"-180","-910","1.75","1","905","0","22","1","cmn_swm_flutterKick","19050002","117011"
"-15","750","1.4875","1","905","0","12","1","cmn_walk_r","19050003","107611"
"1","-125","1","31","905","","-910","7","","19050004","1"
"1","-125","0","31","905","","-910","4","","19050005","11"
"1","-180","1","31","905","","-910","1","","19050006","2"
"1","-180","0","31","905","","-910","4","","19050007","21"
"","","","23","905","","1","se_10053800","","19050008","se_fpc_water_random"
"","","","91","905","","","19050007","","19050009","0"
"12","5.35294117647059","","2","905","","-125","117111","","19050010","0"
"12","5.35294117647059","","33","905","","-125","1","","19050011","0"
"12","5.35294117647059","","33","905","","-125","11","","19050012","0"
"","","","91","905","","","","","19050013",""
"","","","32","905","","","1","","19050014","0"
"","","","32","905","","","11","","19050015","1"
"1","05_shizuru_search_loop","0.1","3","905","0.1","0","117111","","19050016","05_shizuru_search_in"
"","","","93","905","","","1","","19050017","0"
"","0","","21","905","","","vo_fpc","","19050018","vo_fpc_20500"
"0","1","0","11","905","0","8","117111","0.5","19050019","嗯……真奇怪呢……\n我有在這一帶感受到\n弟弟的「氣息」……"
"","","","93","905","","","1.81764705882353","","19050020","1"
"12","3.88235294117647","","2","905","","-180","117011","","19050021","-250"
"12","3.88235294117647","","33","905","","-180","2","","19050022","-250"
"12","3.88235294117647","","33","905","","-180","21","","19050023","-250"
"","","","93","905","","","2.38235294117647","","19050024","0"
"","","","93","905","","","1.5","","19050025","0"
"","","","91","905","","","19050019","","19050026",""
"","","","91","905","","","19050021","","19050027",""
"1","05_eriko_talk_loop","0.1","3","905","0.1","0","117011","","19050028","05_eriko_talk_in"
"","","","32","905","","","2","","19050029","0"
"","","","32","905","","","21","","19050030","1"
"","0","","21","905","","","vo_fpc","","19050031","vo_fpc_20501"
"0","1","0","11","905","0","7","117011","0.5","19050032","那位大人的氣場殘渣……\n確實就在這附近……"
"","","","93","905","","","2.15294117647059","","19050033","1"
"0","2.64705882352941","","2","905","","-15","107611","","19050034","300"
"","","","93","905","","","1.14705882352941","","19050035","0"
"","","","93","905","","","1.5","","19050036","0"
"","","","91","905","","","19050032","","19050037",""
"","","","91","905","","","19050034","","19050038",""
"","","0.2","3","905","","1","107611","","19050039","05_kokkoro_talk"
"","0","","21","905","","","vo_fpc","","19050040","vo_fpc_20502"
"0","1","0","11","905","0","8","107611","0.5","19050041","靜流小姐、惠理子小姐，\n請問怎麼了嗎？"
"","","","91","905","","","0","","19050042",""
"","","","93","905","","","0.5","","19050043","0"
"1","05_shizuru_greet_loop","0.1","3","905","0.1","0","117111","","19050044","05_shizuru_greet_in"
"","0","","21","905","","","vo_fpc","","19050045","vo_fpc_20503"
"0","1","0","11","905","0","8","117111","0.5","19050046","啊，可可蘿♪\n原來如此──我是感受到殘留在\n可可蘿身上的弟弟「氣息」了呢♪"
"","","","91","905","","","0","","19050047",""
"","","","93","905","","","0.5","","19050048","0"
"1","05_eriko_pressure_loop","0.1","3","905","0.1","0","117011","","19050049","05_eriko_pressure_in"
"","0","","21","905","","","vo_fpc","","19050050","vo_fpc_20504"
"0","1","0","11","905","0","6","117011","0.5","19050051","那噁心的根據是怎麼回事？\n話說回來，妳知道那位大人\n在哪裡嗎？\n可不許隱瞞喔。"
"","","","91","905","","","0","","19050052",""
"","","","93","905","","","0.5","","19050053","0"
"","","0.3","3","905","","1","107611","","19050054","05_kokkoro_talk2"
"","0","","21","905","","","vo_fpc","","19050055","vo_fpc_20505"
"0","1","0","11","905","0","6","107611","0.5","19050056","怎麼會隱瞞呢。"
"","","","91","905","","","0","","19050057",""
"","","","93","905","","","0.5","","19050058","0"
"1","05_kokkoro_point_loop","0.1","3","905","0.1","0","107611","","19050059","05_kokkoro_point_in"
"","0","","21","905","","","vo_fpc","","19050060","vo_fpc_20506"
"0","1","0","11","905","0","6","107611","0.5","19050061","主人他剛剛漂向\n那個方向了……"
"","","","91","905","","","0","","19050062",""
"","","","93","905","","","0.5","","19050063","0"
"1","05_shizuru_smile_loop","0.1","3","905","0.1","0","117111","","19050064","05_shizuru_smile_in"
"","0","","21","905","","","vo_fpc","","19050065","vo_fpc_20507"
"0","1","0","11","905","0","7","117111","0.5","19050066","那邊是吧！\n好──姐姐我現在\n立刻就去救你喔！"
"","","","91","905","","","0","","19050067",""
"","","","93","905","","","0.5","","19050068","0"
"1","05_eriko_sad_loop","0.1","3","905","0.1","0","117011","","19050069","05_eriko_sad_in"
"","0","","21","905","","","vo_fpc","","19050070","vo_fpc_20508"
"0","1","0","11","905","0","8","117011","0.5","19050071","啊啊，怎麼會這樣……\n我現在就前去救助您！"
"","","","91","905","","","0","","19050072",""
"","","","93","905","","","0.5","","19050073","0"
"1","05_shizuru_flutterKick_loop","0.1","3","905","0.1","0","117111","","19050074","05_shizuru_flutterKick_in"
"","2.66169816342827","","2","905","","-125","117111","","19050075","1000"
"","2.66169816342827","","33","905","","-125","1","","19050076","1000"
"","","","32","905","","","1","","19050077","1"
"","","","32","905","","","11","","19050078","0"
"","","","93","905","","","0.1","","19050079","0"
"1","05_eriko_flutterKick_loop","0.1","3","905","0.1","0","117011","","19050080","05_eriko_flutterKick_in"
"","3.14228255404726","","2","905","","-180","117011","","19050081","1000"
"","3.14228255404726","","33","905","","-180","2","","19050082","1000"
"","","","32","905","","","2","","19050083","1"
"","","","32","905","","","21","","19050084","0"
"","","","91","905","","","19050081","","19050085",""
"1","05_kokkoro_talk3_loop","0.1","3","905","0.1","0","107611","","19050086","05_kokkoro_talk3_in"
"","0","","21","905","","","vo_fpc","","19050087","vo_fpc_20509"
"0","1","0","11","905","0","5","107611","0.5","19050088","她們走了……"
"","","","91","905","","","0","","19050089",""
"","","","93","905","","","0.5","","19050090","0"
"","0","","21","905","","","vo_fpc","","19050091","vo_fpc_20510"
"0","1","0","11","905","0","11","107611","0.5","19050092","那兩位在一起的話，不知道會\n發生什麼事，真讓人擔心呢……"
"","","","91","905","","","0","","19050093",""
"","","","93","905","","","0.5","","19050094","0"
"","0","","21","905","","","vo_fpc","","19050095","vo_fpc_20511"
"0","1","0","11","905","0","10","107611","0.5","19050096","為了不讓她們在主人面前失控，\n在下必須要盯著場面才行……！"
"","","","91","905","","","0","","19050097",""
"","","","93","905","","","0.5","","19050098","0"
"0","1.65912518853695","","2","905","","-15","107611","","19050099","850"
"","","0.2","3","905","","1","107611","","19050100","05_kokkoro_run"
"","0","","21","905","","","vo_fpc","","19050101","vo_fpc_20512"
"0","1","0","11","905","0","10","107611","0.5","19050102","主人──！"
"","","","91","905","","","0","","19050103",""
"","","","93","905","","","0.5","","19050104","0"
"","","","91","905","","","19050099","","19050105",""
"-180","-850","1.75","1","906","0","22","1","cmn_float","19060001","126911"
"-125","-850","1.75","1","906","0","12","1","cmn_float","19060002","117311"
"1","-180","1","31","906","","-850","6","","19060003","11"
"1","-180","0","31","906","","-850","1007","","19060004","10071"
"1","-125","1","31","906","","-850","6","","19060005","21"
"1","-125","0","31","906","","-850","1007","","19060006","10072"
"1","-125","0","31","906","","-850","1008","","19060007","10081"
"","","","23","906","","1","se_10053800","","19060008","se_fpc_water_random"
"","","","91","906","","","19060007","","19060009","0"
"12","6.25","","2","906","","-180","126911","","19060010","0"
"12","6.25","","33","906","","-180","11","","19060011","0"
"12","6.25","","33","906","","-180","10071","","19060012","0"
"","","","93","906","","","3","","19060013","0"
"","0","","21","906","","","vo_fpc","","19060014","vo_fpc_20600"
"","","0.2","3","906","","1","126911","","19060015","06_cmn_float_sing"
"","","","32","906","","","10071","","19060016","1"
"","","","91","906","","","19060010","","19060017",""
"","","0.2","3","906","","1","126911","","19060018","cmn_float"
"","0","","21","906","","","vo_fpc","","19060019","vo_fpc_20601"
"0","1","0","11","906","0","9","126911","0.5","19060020","偶爾來這樣的地方，\n或許也不錯……"
"","","","91","906","","","0","","19060021",""
"","","","93","906","","","0.5","","19060022","0"
"12","5.14705882352941","","2","906","","-125","117311","","19060023","-150"
"12","5.14705882352941","","33","906","","-125","21","","19060024","-150"
"12","5.14705882352941","","33","906","","-125","10072","","19060025","-150"
"12","5.14705882352941","","33","906","","-125","10081","","19060026","-150"
"12","5.14705882352941","","2","906","","-180","126911","","19060027","150"
"12","5.14705882352941","","33","906","","-180","11","","19060028","150"
"12","5.14705882352941","","33","906","","-180","10071","","19060029","150"
"","","","93","906","","","2.5","","19060030","0"
"","0","","21","906","","","vo_fpc","","19060031","vo_fpc_20602"
"","","0.2","3","906","","1","126911","","19060032","06_cmn_float_sing"
"","","0.2","3","906","","1","117311","","19060033","06_cmn_float_sing"
"","","","32","906","","","10071","","19060034","0"
"","","","32","906","","","10071","","19060035","1"
"","","","32","906","","","10072","","19060036","1"
"","","","91","906","","","19060029","","19060037",""
"","","","4","906","","","126911","","19060038","1"
"","0","","33","906","","-180","11","","19060039","180"
"1","06_ranpha_float_shy","0.1","3","906","0.1","0","126911","","19060040","06_ranpha_float_notice"
"","","","3","906","0.1","1","117311","","19060041","cmn_float"
"","0","","21","906","","","vo_fpc","","19060042","vo_fpc_20603"
"0","1","0","11","906","0","10","126911","0.5","19060043","啊……"
"","","","91","906","","","0","","19060044",""
"","","","93","906","","","0.5","","19060045","0"
"1","06_chika_float_notice","0.1","3","906","0.1","0","117311","","19060046","06_chika_float_notice_in"
"","0","","21","906","","","vo_fpc","","19060047","vo_fpc_20604"
"0","1","0","11","906","0","9","117311","0.5","19060048","對不起，因為妳唱歌很好聽，\n所以我忍不住唱起和聲了……\n打擾到妳了吧。"
"","","","91","906","","","0","","19060049",""
"","","","93","906","","","0.5","","19060050","0"
"","0","","21","906","","","vo_fpc","","19060051","vo_fpc_20605"
"0","1","0","11","906","0","8","126911","0.5","19060052","不會……\n妳唱歌也很好聽……\n所以，要是可以的話，\n繼續唱吧……"
"","","","91","906","","","0","","19060053",""
"","","","93","906","","","0.5","","19060054","0"
"","","0.2","3","906","","1","117311","","19060055","06_chika_float_smile"
"","0","","21","906","","","vo_fpc","","19060056","vo_fpc_20606"
"0","1","0","11","906","0","10","117311","0.5","19060057","好的。"
"","","","91","906","","","0","","19060058",""
"","","","93","906","","","0.5","","19060059","0"
"","0","","21","906","","","vo_fpc","","19060060","vo_fpc_20607"
"","","0.2","3","906","","1","126911","","19060061","06_cmn_float_sing"
"","","0.2","3","906","","1","117311","","19060062","06_cmn_float_sing"
"","","","32","906","","","10071","","19060063","0"
"","","","32","906","","","10071","","19060064","1"
"","","","32","906","","","10081","","19060065","1"
"","","","93","906","","","2","","19060066","0"
"","4.11764705882353","","2","906","","-180","126911","","19060067","850"
"","4.11764705882353","","33","906","","-180","11","","19060068","880"
"","4.11764705882353","","33","906","","-180","10071","","19060069","880"
"","5.88235294117647","","2","906","","-125","117311","","19060070","850"
"","5.88235294117647","","33","906","","-125","21","","19060071","850"
"","5.88235294117647","","33","906","","-125","10081","","19060072","850"
"","","","93","906","","","1.5","","19060073","0"
"","","","32","906","","","10071","","19060074","0"
"","","","32","906","","","10071","","19060075","1"
"","","","32","906","","","10081","","19060076","0"
"","","","32","906","","","10081","","19060077","1"
"","","","91","906","","","19060070","","19060078",""
"-125","-850","1.75","1","907","0","12","1","07_shinobu_search","19070001","127111"
"-180","-850","1.75","1","907","0","22","1","07_ruka_float","19070002","113111"
"-180","-850","1.75","5","907","0","22","4","07_dokuro_float","19070003","4"
"1","-125","1","31","907","","-850","5","","19070004","11"
"1","-180","1","31","907","","-850","4","","19070005","21"
"1","-180","1","31","907","","-850","4","","19070006","31"
"","","","23","907","","1","se_10053800","","19070007","se_fpc_water_random"
"","","","91","907","","","19070006","","19070008","0"
"","","0.1","3","907","","1","127111","","19070009","07_shinobu_search"
"12","8.38806396344946","","2","907","","-125","127111","","19070010","325"
"12","8.38806396344946","","33","907","","-125","11","","19070011","325"
"","","","91","907","","","","","19070012",""
"1","07_shinobu_talk_loop","0.1","3","907","0.1","0","127111","","19070013","07_shinobu_talk_in"
"","","","93","907","","","1","","19070014","0"
"","0","","21","907","","","vo_fpc","","19070015","vo_fpc_20700"
"0","1","0","11","907","0","6","127111","0.5","19070016","爸爸去哪裡了呢？\n不要又引起什麼事件就好了……"
