10f28aac2cf884c1553f2287b1195ed63494c70588d7d89e1f0d8b193e185995,fc475327134b605741616aa289fbe1ab138cd0fc02f1548f6544a98026b95e53,a9f66c8619d5df483e68574b7062ba3020ecd515730e26060a8d9cdf48e5b483,e6e72111dce420bbd097f131b9c16ce90dd9cccb4b3e692b526a488fdd95078a,af7c9dc93334bf1a30727df0e4a96a75db41a94c36387d2e8e56efc31d1d9bc8,bbb1fec810c063829bfab9b5d0d379be272feb29fae71185aa7ddd094c9c9549,d446435c9356c61bdc4ece806d4255953943f2ed504997e6beeaaa20d3ac1d8d,25b53862fa6cabadcb81c2e92eb5d5273bddd60df8fbfbf291b69988c0493954,3be68fbd7a5b057958fb05e472774391ccf7fb637c1e7c2169a11defd6d6bc3c,9a83001a0fcde4c7d5a795a559d4ed731250d725d1229574708e4a331348544f,b4aa905035b327ee736d1f8edf89faef13491eec2840e8deb992987537eef49e,b6de204641f8be44d2af43efad2d6bfba978c5bc6f1f87538cf870f45f323dc7,99f31f3e7ed7c6e5d1708fe69c262b2d5970310f27594cf0300984b172515ccd,ae63b33a915eae53d487b13b01c832bb6ffaa5b2b8a27cfac360f2a3cca992f4,407160c9a46f94546459d042a88a1d276e6375408452e9108c88b59b771de09b,dd5718b5557c30e2d6f2e053d447f457a4c8aae77421a6a08e5ac53c6093a035,0ad3286952910de14b9489819e2fd7385207bbc0e2284423c6092331463a715e,a600c471378db333d645cb5936217ef140d618db6bedf636349518e125191c56,81ac90cd49976afed47cc29b0625cfca4610cdf89eb9d73f9547813bd6f76076,a3f459f6eccc9ad79be5ae5f86407193115a8602c4524fc9cbeff853eb112f2a,bf2f27166e54b99bfd7416b48895f88eb03386cd37bd3a5a2ce3c98f11575a75
"20","2160","10","1","0","1","0","2","0","降低敵方單體{0}的物理攻擊力","112201202","0","1","0","11","8","12","1","20","物理攻擊力降低+{0}","1"
"20","2160","10","1","0","1","0","2","0","降低敵方單體{0}的魔法攻擊力","112201203","0","1","0","31","8","12","1","20","魔法攻擊力下降+{0}","1"
"0","2160","10","1","0","1","0","2","0","降低敵方單體{0}的物理暴擊","112201204","0","1","0","61","8","12","1","150","降低物理暴擊+{0}","1"
"0","2160","10","1","0","1","0","2","0","降低敵方單體{0}的魔法暴擊","112201205","0","1","0","71","8","12","1","150","降低魔法暴擊+{0}","1"
"1.48","2160","1","12","0","0","0","3","0","對敵方全體造成{0}的魔法傷害","112220101","0","1","0","2","0","3","99","12","魔法傷害+{0}","1"
"0","2160","16","180","0","0","0","3","0","使全體敵人失去{0}的 TP","112220102","0","1","0","2","0","3","99","0","","1"
"0","2160","16","540","0","0","0","2","0","使敵方單體失去{0}的TP","112220201","0","1","0","2","0","12","1","0","","1"
"4","2160","10","1","0","1","0","2","0","降低敵方單體{0}的物理攻擊力","112220202","0","1","0","11","8","12","1","-1040","物理攻擊力降低+{0}","1"
"4","2160","10","1","0","1","0","2","0","降低敵方單體{0}的魔法攻擊力","112220203","0","1","0","31","8","12","1","-1040","魔法攻擊力下降+{0}","1"
"0","2160","16","558","0","0","0","2","0","使敵方單體失去{0}的TP","112221201","0","1","0","2","0","12","1","0","","1"
"24","2160","10","1","0","1","0","2","0","降低敵方單體{0}的物理攻擊力","112221202","0","1","0","11","8","12","1","-1020","物理攻擊力降低+{0}","1"
"24","2160","10","1","0","1","0","2","0","降低敵方單體{0}的魔法攻擊力","112221203","0","1","0","31","8","12","1","-1020","魔法攻擊力下降+{0}","1"
"0","2160","10","1","0","1","0","2","0","降低敵方單體{0}的物理暴擊","112221204","0","1","0","61","8","12","1","150","降低物理暴擊+{0}","1"
"0","2160","10","1","0","1","0","2","0","降低敵方單體{0}的魔法暴擊","112221205","0","1","0","71","8","12","1","150","降低魔法暴擊+{0}","1"
"2","0","90","1","0","0","0","0","0","提升自身{0}的物理防禦力","112250101","0","0","0","3","1","0","0","2","物理防禦力提升+{0}","1"
"2","0","90","1","0","0","0","0","0","提升自身{0}的物理防禦力","112251101","0","0","0","3","1","0","0","32","物理防禦力提升+{0}","1"
"30","2160","10","1","0","1","0","3","1","提升我方全體{0}的物理攻擊力","112300101","0","2","0","10","18","3","99","30","物理攻擊力提升+{0}","1"
"10","300","10","1","0","1","0","2","1","提升範圍內的我方{0}的物理攻擊力","112300201","0","2","0","10","12","3","99","10","物理攻擊力提升+{0}","1"
"0","300","10","1","0","1","0","2","1","使範圍內所有夥伴提升{0}的物理暴擊","112300202","0","2","0","60","12","3","99","60","物理暴擊提高+{0}","1"
"15","300","10","1","0","1","0","2","1","提升範圍內的我方{0}的物理攻擊力","112300301","0","2","0","10","12","3","99","15","物理攻擊力提升+{0}","1"
"6","2160","1","75","0","0","0","1","0","對敵方單體造成{0}的物理傷害","112300302","0","1","0","1","0","3","1","75","物理傷害+{0}","1"
"15","300","10","1","0","1","0","2","1","提升範圍內的我方{0}的物理攻擊力","112301201","0","2","0","10","18","3","99","15","物理攻擊力提升+{0}","1"
"0","300","10","1","0","1","0","2","1","使範圍內所有夥伴提升{0}的物理暴擊","112301202","0","2","0","60","18","3","99","75","物理暴擊提高+{0}","1"
"0","300","10","2","0","1","0","2","1","提升範圍內我方物理攻擊暴擊時的傷害{0}%","112301203","1","2","0","110","18","3","99","10","","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","112350101","0","0","0","2","1","0","0","15","物理攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","112351101","0","0","0","2","1","0","0","240","物理攻擊力提升+{0}","1"
"2","735","1","25","0","0","0","1","0","對範圍內的敵人造成{0}的物理傷害","112400101","0","1","0","1","0","3","99","25","物理傷害+{0}","1"
"9.8","2160","10","1","0","1","0","3","1","提升我方全體{0}的物理攻擊力","112400102","0","2","0","10","18","3","99","9.8","物理攻擊力提升+{0}","1"
"9.8","2160","10","1","0","1","0","3","1","提升我方全體{0}的魔法攻擊力","112400103","0","2","0","30","18","3","99","9.8","魔法攻擊力提升+{0}","1"
"0","2160","16","50","0","0","0","3","0","回復我方全體{0}的TP","112400201","0","2","0","1","0","3","99","0.3","TP回復量+{0}","1"
"0","2160","10","1","0","1","0","3","0","提升全體夥伴的 TP 上升{0}","112400202","0","2","0","80","12","3","99","5","","1"
"1.2","735","1","15","0","0","0","2","0","對範圍內的敵人造成{0}的物理傷害","112400301","0","1","0","1","0","3","99","15","物理傷害+{0}","1"
"0","2160","16","50","0","0","0","3","0","回復我方全體{0}的TP","112401201","0","2","0","1","0","3","99","0.3","TP回復量+{0}","1"
"0","2160","10","1","0","1","0","3","0","提升全體夥伴的 TP 上升{0}","112401202","0","2","0","80","12","3","99","8","","1"
"12.5","2160","10","1","0","1","0","3","0","提升我方全體{0}的物理攻擊力","112401203","0","2","0","10","12","3","99","12.5","物理攻擊力提升+{0}","1"
"12.5","2160","10","1","0","1","0","3","0","提升我方全體{0}的魔法攻擊力","112401204","0","2","0","30","12","3","99","12.5","魔法攻擊力提升+{0}","1"
"0","2160","16","128","0","0","0","3","0","回復我方全體{0}的TP","112420201","0","2","0","1","0","3","99","0","","1"
"0","2160","10","1","0","1","0","3","0","提升全體夥伴的 TP 上升{0}","112420202","0","2","0","80","12","3","99","5","","1"
"4","2160","10","1","0","1","0","3","0","提升我方全體{0}的物理攻擊力","112420203","0","2","0","10","12","3","99","-1040","物理攻擊力提升+{0}","1"
"4","2160","10","1","0","1","0","3","0","提升我方全體{0}的魔法攻擊力","112420204","0","2","0","30","12","3","99","-1040","魔法攻擊力提升+{0}","1"
"0","2160","16","128","0","0","0","3","0","回復我方全體{0}的TP","112421201","0","2","0","1","0","3","99","0","","1"
"0","2160","10","1","0","1","0","3","0","提升全體夥伴的 TP 上升{0}","112421202","0","2","0","80","12","3","99","8","","1"
"16.5","2160","10","1","0","1","0","3","0","提升我方全體{0}的物理攻擊力","112421203","0","2","0","10","12","3","99","-1027.5","物理攻擊力提升+{0}","1"
"16.5","2160","10","1","0","1","0","3","0","提升我方全體{0}的魔法攻擊力","112421204","0","2","0","30","12","3","99","-1027.5","魔法攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","112450101","0","0","0","2","1","0","0","15","物理攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","112451101","0","0","0","2","1","0","0","240","物理攻擊力提升+{0}","1"
"2.4","-1","1","30","0","0","0","1","0","對敵方單體造成{0}的物理傷害","112500101","0","1","0","1","0","3","1","30","物理傷害+{0}","1"
"18","0","6","105","0","0","0","3","0","展開{0}傷害比例的物理魔法無效屏障","112500102","0","2","0","5","0","7","1","105","無效傷害量+{0}","1"
"0.6","400","1","7.5","0","0","0","1","0","對範圍內的敵人造成{0}的物理傷害","112500201","0","1","0","1","0","3","99","7.5","物理傷害+{0}","1"
"0.3","400","10","1","0","1","0","1","1","降低範圍內的敵人{0}的物理防禦力","112500202","0","1","0","21","12","3","99","0.3","物理防禦力降低+{0}","1"
"0.3","400","10","1","0","1","0","1","1","使範圍內敵人的魔法防禦力下降{0}","112500203","0","1","0","41","12","3","99","0.3","魔法防禦力降低+{0}","1"
"0","0","20","5","0","0","0","1","0","挑釁敵方全體","112500204","0","2","0","1","0","7","1","0.05","","1"
"2.5","400","8","0","0","0","0","1","0","使範圍內的敵人一段時間內無法行動","112500301","0","1","0","5","0","3","99","0","束縛確定成功Ｌｖ+1","1"
"1.2","400","1","15","0","0","0","1","0","對範圍內的敵人造成{0}的物理傷害","112501201","0","1","0","1","0","3","99","15","物理傷害+{0}","1"
"0.45","400","10","1","0","1","0","1","1","降低範圍內的敵人{0}的物理防禦力","112501202","0","1","0","21","12","3","99","0.45","物理防禦力降低+{0}","1"
"0.45","400","10","1","0","1","0","1","1","使範圍內敵人的魔法防禦力下降{0}","112501203","0","1","0","41","12","3","99","0.45","魔法防禦力降低+{0}","1"
"0","0","20","5","0","0","0","1","0","挑釁敵方全體","112501204","0","2","0","1","0","7","1","0.05","","1"
"0.8","0","10","1","0","1","0","1","1","提升自身{0}的物理防禦力","112501205","0","2","0","20","12","7","1","0.8","物理防禦力提升+{0}","1"
"0.8","0","10","1","0","1","0","1","1","提升自身{0}的魔法防禦力","112501206","0","2","0","40","12","7","1","0.8","魔法防禦力提升+{0}","1"
"1","400","1","7.5","0","0","0","1","0","對範圍內的敵人造成{0}的物理傷害","112520201","0","1","0","1","0","3","99","7.5","物理傷害+{0}","1"
"0.3","400","10","1","0","1","0","1","1","降低範圍內的敵人{0}的物理防禦力","112520202","0","1","0","21","12","3","99","0.3","物理防禦力降低+{0}","1"
"0.3","400","10","1","0","1","0","1","1","使範圍內敵人的魔法防禦力下降{0}","112520203","0","1","0","41","12","3","99","0.3","魔法防禦力降低+{0}","1"
"0","0","20","20","0","0","0","1","0","挑釁敵方全體","112520204","0","2","0","1","0","7","1","0","","1"
"1.6","400","1","15","0","0","0","1","0","對範圍內的敵人造成{0}的物理傷害","112521201","0","1","0","1","0","3","99","15","物理傷害+{0}","1"
"0.45","400","10","1","0","1","0","1","1","降低範圍內的敵人{0}的物理防禦力","112521202","0","1","0","21","12","3","99","0.45","物理防禦力降低+{0}","1"
"0.45","400","10","1","0","1","0","1","1","使範圍內敵人的魔法防禦力下降{0}","112521203","0","1","0","41","12","3","99","0.45","魔法防禦力降低+{0}","1"
"0","0","20","20","0","0","0","1","0","挑釁敵方全體","112521204","0","2","0","1","0","7","1","0","","1"
"0.8","0","10","1","0","1","0","1","1","提升自身{0}的物理防禦力","112521205","0","2","0","20","12","7","1","0.8","物理防禦力提升+{0}","1"
"0.8","0","10","1","0","1","0","1","1","提升自身{0}的魔法防禦力","112521206","0","2","0","40","12","7","1","0.8","魔法防禦力提升+{0}","1"
"2","0","90","1","0","0","0","0","0","提升自身{0}的物理防禦力","112550101","0","0","0","3","1","0","0","2","物理防禦力提升+{0}","1"
"2","0","90","1","0","0","0","0","0","提升自身{0}的物理防禦力","112551101","0","0","0","3","1","0","0","32","物理防禦力提升+{0}","1"
"4.2","-1","1","50","0","0","0","1","0","對敵方單體造成{0}的魔法傷害","112600101","0","1","0","2","0","3","1","50","魔法傷害+{0}","1"
"20","0","10","1","0","1","0","1","1","提升自身{0}的魔法攻擊力","112600102","0","2","0","30","18","7","1","20","魔法攻擊力提升+{0}","1"
"0.54","2160","1","10","0","0","0","1","0","對最接近的1名敵人造成{0}魔法傷害","112600201","0","1","0","2","0","3","1","10","魔法傷害+{0}","1"
"0.72","2160","1","10","0","0","0","1","0","對第2接近的一名敵人造成{0}魔法傷害","112600202","0","1","1","2","0","3","1","10","魔法傷害+{0}","1"
"0.9","2160","1","10","0","0","0","1","0","對第3接近的一名敵人造成{0}魔法傷害","112600203","0","1","2","2","0","3","1","10","魔法傷害+{0}","1"
"0","2160","7","0","0","0","0","3","0","","112600301","0","2","0","1","0","5","1","0","","1"
"2.5","300","4","1","0","0","0","2","0","回復範圍內的我方{0}的HP","112600302","0","2","0","2","0.25","3","99","2.5","HP回復量+{0}","1"
"0.84","2160","1","12","0","0","0","1","0","對最接近的1名敵人造成{0}魔法傷害","112601201","0","1","0","2","0","3","1","12","魔法傷害+{0}","1"
"1.11","2160","1","12","0","0","0","1","0","對第2接近的一名敵人造成{0}魔法傷害","112601202","0","1","1","2","0","3","1","12","魔法傷害+{0}","1"
"1.47","2160","1","12","0","0","0","1","0","對第3接近的一名敵人造成{0}魔法傷害","112601203","0","1","2","2","0","3","1","12","魔法傷害+{0}","1"
"0","0","16","50","0","0","0","3","0","回復自身{0}的TP","112601204","0","2","0","1","0","7","1","0.3","TP回復量+{0}","1"
"10","0","10","1","0","1","0","3","0","提升自身{0}的魔法攻擊力","112601205","0","2","0","30","180","7","1","10","魔法攻擊力提升+{0}","1"
"1.24","2160","1","12","0","0","0","1","0","對最接近的1名敵人造成{0}魔法傷害","112621201","0","1","0","2","0","3","1","12","魔法傷害+{0}","1"
"1.51","2160","1","12","0","0","0","1","0","對第2接近的一名敵人造成{0}魔法傷害","112621202","0","1","1","2","0","3","1","12","魔法傷害+{0}","1"
"1.87","2160","1","12","0","0","0","1","0","對第3接近的一名敵人造成{0}魔法傷害","112621203","0","1","2","2","0","3","1","12","魔法傷害+{0}","1"
"0","0","16","128","0","0","0","3","0","回復自身{0}的TP","112621204","0","2","0","1","0","7","1","0","","1"
"10","0","10","1","0","1","0","3","0","提升自身{0}的魔法攻擊力","112621205","0","2","0","30","180","7","1","10","魔法攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的魔法攻擊力","112650101","0","0","0","4","1","0","0","15","魔法攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的魔法攻擊力","112651101","0","0","0","4","1","0","0","240","魔法攻擊力提升+{0}","1"
"1.5","790","1","19","0","0","0","1","0","對範圍內的敵人造成{0}的物理傷害","112700101","0","1","0","1","0","3","99","19","物理傷害+{0}","1"
"0.5","790","10","1","0","1","0","1","1","降低範圍內的敵人{0}的物理防禦力","112700102","0","1","0","21","18","3","99","0.5","物理防禦力降低+{0}","1"
"1.8","790","1","22.5","0","0","0","1","0","對範圍內的敵人造成{0}的物理傷害","112700201","0","1","0","1","0","3","99","22.5","物理傷害+{0}","1"
"0.9","790","10","1","0","1","0","1","1","降低範圍內的敵人{0}的物理防禦力","112700202","0","1","0","21","20","3","99","0.9","物理防禦力降低+{0}","1"
"180","0","8","0.33","0","0","0","1","0","降低自己的行動速度","112700203","0","2","0","1","0","7","1","0","","1"
"0.6","790","1","7.5","0","0","0","1","0","對範圍內的敵人造成{0}的物理傷害","112700301","0","1","0","1","0","3","99","7.5","物理傷害+{0}","1"
"0.15","790","10","1","0","1","0","1","1","降低範圍內的敵人{0}的物理防禦力","112700302","0","1","0","21","12","3","99","0.15","物理防禦力降低+{0}","1"
"4","790","1","50","0","0","0","1","0","對範圍內的敵人造成{0}的物理傷害","112701201","0","1","0","1","0","3","99","50","物理傷害+{0}","1"
"1.2","790","10","1","0","1","0","1","1","降低範圍內的敵人{0}的物理防禦力","112701202","0","1","0","21","24","3","99","1.2","物理防禦力降低+{0}","1"
"180","0","8","0.33","0","0","0","1","0","降低自己的行動速度","112701203","0","2","0","1","0","7","1","0","","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","112750101","0","0","0","2","1","0","0","15","物理攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","112751101","0","0","0","2","1","0","0","240","物理攻擊力提升+{0}","1"
"1.8","825","1","22.5","0","0","0","1","0","對範圍內的敵人造成{0}的物理傷害","112800101","0","1","0","1","0","3","99","22.5","物理傷害+{0}","1"
"100","825","11","6","0","0","0","1","0","使範圍內的敵人混亂","112800102","0","1","0","1","0","3","99","0","混亂的確定成功Lv+1","1"
"18","0","10","1","0","1","0","1","1","提升自身{0}的物理攻擊力","112800201","1","2","0","10","12","7","1","18","物理攻擊力提升+{0}","1"
"0","0","48","15","0","2","8.5","1","0","每秒恢復 15 TP","112800202","0","2","0","1","0","7","1","0","","1"
"0","775","26","4","0","3","0","1","0","","112800301","0","1","0","112800302","0","3","99","0.2","","1"
"0.9","775","1","16","0","0","0","1","0","對範圍內的敵人造成{0}的物理傷害","112800302","0","1","0","1","0","3","99","16","物理傷害+{0}","1"
"900","-1","3","450","0","0","0","1","0","","112800303","0","1","0","3","0","3","1","0","","1"
"9","2160","26","4","0","2","0","3","0","","112801201","0","1","0","112801202","0","3","99","9","","1"
"18","0","10","1","0","1","0","1","1","提升自身{0}的物理攻擊力","112801202","1","2","0","10","12","7","1","18","物理攻擊力提升+{0}","1"
"0","0","48","15","0","2","8.5","1","0","每秒恢復 15 TP","112801203","0","2","0","1","0","7","1","0","","1"
"0","2160","26","4","0","2","0","3","0","","112801204","0","1","0","112801205","0","3","99","25","","1"
"0","0","10","1","0","1","0","1","1","自身物理暴擊提升{0}","112801205","1","2","0","60","12","7","1","50","物理暴擊提高+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","112850101","0","0","0","2","1","0","0","15","物理攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","112851101","0","0","0","2","1","0","0","240","物理攻擊力提升+{0}","1"
"0","2160","26","4","0","3","0","3","0","","112900101","0","2","0","112900102","0","3","99","0.7","","1"
"0.7","-1","1","60","1.5","0","0","1","0","對敵方單體造成{0}的物理傷害","112900102","0","1","0","1","0","3","1","60","物理傷害+{0}","1"
"0.8","-1","1","10","0","0","0","1","0","對敵方單體造成{0}的物理傷害","112900201","0","1","0","1","0","3","1","10","物理傷害+{0}","1"
"0","0","10","1","0","1","0","1","1","自身物理暴擊提升{0}","112900202","0","2","0","60","180","7","1","40","物理暴擊提高+{0}","1"
"0","0","16","75","0","0","0","1","0","回復自身{0}的TP","112900203","0","2","0","1","0","7","1","0.75","TP回復量+{0}","1"
"1.2","-1","1","15","0","0","0","1","0","對敵方單體造成{0}的物理傷害","112900301","0","1","0","1","0","3","1","15","物理傷害+{0}","1"
"0","0","28","1","0","112900303","0","1","0","","112900302","0","2","0","1001","0","7","1","0","","1"
"0.7","-1","10","1","0","1","0","1","1","降低敵方單體{0}的物理防禦力","112900303","0","1","0","21","12","3","1","0.7","物理防禦力降低+{0}","1"
"0","2160","26","4","0","3","0","3","0","","112901201","0","2","0","112901202","0","3","99","0.6","","1"
"0.8","-1","1","10","0","0","0","1","0","對敵方單體造成{0}的物理傷害","112901202","0","1","0","1","0","3","1","10","物理傷害+{0}","1"
"0","2160","26","4","0","2","0","3","0","","112901203","0","2","0","112901204","0","3","99","25","","1"
"0","0","10","1","0","1","0","1","1","自身物理暴擊提升{0}","112901204","0","2","0","60","180","7","1","40","物理暴擊提高+{0}","1"
"0","2160","26","4","0","1","0","3","0","","112901205","0","2","0","112901206","0","3","99","20","","1"
"0","0","16","75","0","0","0","1","0","回復自身{0}的TP","112901206","0","2","0","1","0","7","1","0.75","TP回復量+{0}","1"
"1.2","-1","1","10","0","0","0","1","0","對敵方單體造成{0}的物理傷害","112920201","0","1","0","1","0","3","1","10","物理傷害+{0}","1"
"0","0","10","1","0","1","0","1","1","自身物理暴擊提升{0}","112920202","0","2","0","60","180","7","1","40","物理暴擊提高+{0}","1"
"0","0","16","270","0","0","0","1","0","回復自身{0}的TP","112920203","0","2","0","1","0","7","1","0","","1"
"0","2160","26","4","0","3","0","3","0","","112921201","0","2","0","112921202","0","3","99","0.6","","1"
"1.2","-1","1","10","0","0","0","1","0","對敵方單體造成{0}的物理傷害","112921202","0","1","0","1","0","3","1","10","物理傷害+{0}","1"
"0","2160","26","4","0","2","0","3","0","","112921203","0","2","0","112921204","0","3","99","25","","1"
"0","0","10","1","0","1","0","1","1","自身物理暴擊提升{0}","112921204","0","2","0","60","180","7","1","40","物理暴擊提高+{0}","1"
"0","2160","26","4","0","1","0","3","0","","112921205","0","2","0","112921206","0","3","99","20","","1"
"0","0","16","270","0","0","0","1","0","回復自身{0}的TP","112921206","0","2","0","1","0","7","1","0","","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","112950101","0","0","0","2","1","0","0","15","物理攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","112951101","0","0","0","2","1","0","0","240","物理攻擊力提升+{0}","1"
"18","2160","8","2","0","0","0","3","0","提升我方全體的行動速度","113000101","0","2","0","2","0","3","99","0","","1"
"0.2","2160","10","1","0","1","0","3","1","提升我方全體{0}的物理防禦力","113000102","0","2","0","20","18","3","99","0.2","物理防禦力提升+{0}","1"
"12","2160","8","0.9","0","0","0","3","0","暫時降低全體敵人的行動速度","113000201","0","1","0","1","0","3","99","0","造成行動速度降低的成功Lv+1","1"
"7.5","2160","10","1","0","1","0","3","0","降低全體敵人{0}物理攻擊力","113000202","0","1","0","11","12","3","99","7.5","物理攻擊力降低+{0}","1"
"0.1","2160","10","1","0","0","0","3","0","降低全體敵人{0}的命中","113000203","0","1","0","131","12","3","99","5","命中下降+{0}","1"
"1.75","2160","8","0","0","0","0","3","0","使敵方單體一段時間內無法行動","113000301","0","1","0","11","0","14","1","0","時間停止的確定成功Lv+1","1"
"12","2160","8","0.6","0","0","0","3","0","暫時降低全體敵人的行動速度","113001201","0","1","0","1","0","3","99","0","造成行動速度降低的成功Lv+1","1"
"20","2160","10","1","0","1","0","3","0","降低全體敵人{0}物理攻擊力","113001202","0","1","0","11","12","3","99","20","物理攻擊力降低+{0}","1"
"0.1","2160","10","1","0","0","0","3","0","降低全體敵人{0}的命中","113001203","0","1","0","131","12","3","99","15","命中下降+{0}","1"
"0","2160","10","1","0","1","0","3","0","降低敵方全體的物理暴擊{0}","113001204","0","1","0","61","12","3","99","125","","1"
"2","0","90","1","0","0","0","0","0","提升自身{0}的物理防禦力","113050101","0","0","0","3","1","0","0","2","物理防禦力提升+{0}","1"
"2","0","90","1","0","0","0","0","0","提升自身{0}的物理防禦力","113051101","0","0","0","3","1","0","0","32","物理防禦力提升+{0}","1"
"2.4","500","1","30","0","0","0","1","0","對範圍內的敵人造成{0}的物理傷害","113100101","0","1","0","1","0","3","99","30","物理傷害+{0}","1"
"0","0","28","0","0","0","0","1","0","","113100102","113100103","2","0","1211","0","7","1","0","","1"
"180","0","75","15","0","113100104","0","1","0","","113100103","0","2","0","3","0","7","1","0","","1"
"12.5","0","10","1","0","1","0","1","1","每造成15次傷害時，提升自己{0}的物理攻擊力","113100104","1","2","0","10","180","7","1","12.5","物理攻擊力提升+{0}","1"
"0","0","45","1","0","0","0","1","0","","113100105","0","2","0","1","0","7","1","0","","1"
"1.08","500","1","12","0","0","0","1","0","對範圍內的敵人造成{0}的物理傷害","113100201","0","1","0","1","0","3","99","12","物理傷害+{0}","1"
"15","0","10","1","0","1","0","1","1","提升自身{0}的物理攻擊力","113100202","1","2","0","10","12","7","1","15","物理攻擊力提升+{0}","1"
"1.2","500","1","15","0","0","0","1","0","對範圍內的敵人造成{0}的物理傷害","113100301","0","1","0","1","0","3","99","15","物理傷害+{0}","1"
"1.12","600","1","14","0","0","0","1","0","對範圍內的敵人造成{0}的物理傷害","113101201","0","1","0","1","0","3","99","14","物理傷害+{0}","1"
"23","0","10","1","0","1","0","1","1","提升自身{0}的物理攻擊力","113101202","1","2","0","10","12","7","1","23","物理攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","113150101","0","0","0","2","1","0","0","15","物理攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","113151101","0","0","0","2","1","0","0","240","物理攻擊力提升+{0}","1"
"5.7","2160","1","71.25","0","0","0","1","0","對敵方單體造成{0}的魔法傷害","113200101","0","1","0","2","0","3","1","71.25","魔法傷害+{0}","1"
"0","-1","28","1","0","113200103","0","1","0","","113200102","113200104","1","0","700","0","3","1","2","","1"
"22.5","0","10","1","0","1","0","1","1","剩下的攻擊對象只剩1名時，提升自己{0}的魔法攻擊力","113200103","0","2","0","30","18","7","1","22.5","魔法攻擊力提升+{0}","1"
"0","0","7","0","0","0","0","1","0","","113200104","0","2","0","1","0","7","1","0","","1"
"1","2160","1","12","0","0","0","1","0","對敵方單體造成{0}的魔法傷害","113200201","0","1","0","2","0","3","1","12","魔法傷害+{0}","1"
"0.8","2160","10","1","0","0","0","1","0","降低敵方單體{0}的魔法防禦力","113200202","0","1","0","41","12","3","1","0.8","魔法防禦力降低+{0}","1"
"0","2160","10","2","0","1","0","3","0","降低自己以外的全體夥伴初期值90%的魔法攻擊力","113200301","0","2","0","31","12","34","99","90","","1"
"120","0","10","1","0","1","0","1","1","提升自身{0}的魔法攻擊力","113200302","0","2","0","30","12","7","1","120","魔法攻擊力提升+{0}","1"
"0","0","10","1","0","1","0","1","1","提升自己{0}的魔法暴擊","113200303","0","2","0","70","12","7","1","100","魔法暴擊提高+{0}","1"
"3.2","2160","1","40","0","0","0","1","0","對敵方單體造成{0}的魔法傷害","113201201","0","1","0","2","0","3","1","40","魔法傷害+{0}","1"
"1.6","2160","10","1","0","0","0","1","0","降低敵方單體{0}的魔法防禦力","113201202","0","1","0","41","12","3","1","1.6","魔法防禦力降低+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的魔法攻擊力","113250101","0","0","0","4","1","0","0","15","魔法攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的魔法攻擊力","113251101","0","0","0","4","1","0","0","240","魔法攻擊力提升+{0}","1"
"2.16","768","1","27","0","0","0","1","0","對範圍內的敵人造成{0}的魔法傷害","113300101","0","1","0","2","0","3","99","27","魔法傷害+{0}","1"
"0.6","768","10","1","0","0","0","1","0","使範圍內敵人的魔法防禦力下降{0}","113300102","0","1","0","41","18","3","99","0.6","魔法防禦力降低+{0}","1"
"0","2160","7","0","0","0","0","1","0","","113300201","0","1","0","1","0","3","1","0","","1"
"1","225","1","12.5","0","0","0","2","0","對範圍內的敵人造成{0}的魔法傷害","113300202","0","1","0","2","0","3","99","12.5","魔法傷害+{0}","1"
"15","200","10","1","0","0","0","2","0","提升範圍內的我方{0}的魔法攻擊力","113300203","0","2","0","30","12","3","99","15","魔法攻擊力提升+{0}","1"
"0.25","2160","26","4","0","2","0","3","0","","113300301","0","1","0","113300302","0","3","99","0.25","","1"
"0.25","2160","10","1","0","0","0","3","0","使全體敵人的魔法防禦力下降{0}","113300302","0","1","0","41","12","3","99","0.25","魔法防禦力降低+{0}","1"
"0","2160","7","0","0","0","0","1","0","","113301201","0","1","0","1","0","3","1","0","","1"
"0","275","26","4","0","3","0","2","0","","113301202","0","1","0","113301203","0","3","99","0.4","","1"
