1faaee02670937315aa9f50a73f025ce8c26225dcd8bcdac69334a65b30e9d35,7e3354dbc7375761b573b440ec96e580897ef98c6526bd6f2227cee6003f8fc0,59f50ef87fb75fbdeaf37a5340f7a5ec62d5df5f6777cc1afafbab2c70349b4a,a95fd8d888a52aa0fed208ccdacab1da8292814f5826d8ab049fd7a2bca77bfc,2289b3429cf27d57466768288649eaca543dd475e8421703e1f1b75611221454
"60","8","10044035","91002","71044017"
"2","2","10044036","22002","71044017"
"60","8","10044037","91002","71044018"
"2","2","10044038","22002","71044018"
"60","8","10044039","91002","71044019"
"2","2","10044040","22002","71044019"
"60","8","10044041","91002","71044020"
"2","2","10044042","22002","71044020"
"50000","12","10044043","94002","71044021"
"100000","12","10044044","94002","71044022"
"150000","12","10044045","94002","71044023"
"200000","12","10044046","94002","71044024"
"50","8","10044047","91002","71044025"
"1","2","10044048","31132","71044026"
"1","2","10044049","31132","71044027"
"2","2","10044050","31132","71044028"
"2","2","10044051","31132","71044029"
"4","2","10044052","31132","71044030"
"1","1","10044053","113201","71044031"
"10","2","10044054","31132","71044032"
"65","2","10044055","60432","81044001"
"20000","12","10044056","94002","81044001"
"65","2","10044057","60432","81044002"
"20000","12","10044058","94002","81044002"
"2","2","10044059","31132","81044003"
"30","8","10044060","91002","81044003"
"65","2","10044061","60432","81044004"
"20000","12","10044062","94002","81044004"
"65","2","10044063","60432","81044005"
"20000","12","10044064","94002","81044005"
"2","2","10044065","31132","81044006"
"30","8","10044066","91002","81044006"
"70","2","10044067","60432","81044007"
"20000","12","10044068","94002","81044007"
"70","2","10044069","60432","81044008"
"20000","12","10044070","94002","81044008"
"2","2","10044071","31132","81044009"
"30","8","10044072","91002","81044009"
"100","8","10044073","91002","81044010"
"5","2","10045001","60442","61045001"
"5","2","10045002","60442","61045002"
"30","8","10045003","91002","71045001"
"1","2","10045004","22002","71045001"
"30","8","10045005","91002","71045002"
"1","2","10045006","22002","71045002"
"30","8","10045007","91002","71045003"
"1","2","10045008","22002","71045003"
"30","8","10045009","91002","71045004"
"1","2","10045010","22002","71045004"
"30","8","10045011","91002","71045005"
"1","2","10045012","22002","71045005"
"30","8","10045013","91002","71045006"
"1","2","10045014","22002","71045006"
"30","8","10045015","91002","71045007"
"1","2","10045016","22002","71045007"
"30","8","10045017","91002","71045008"
"1","2","10045018","22002","71045008"
"30","8","10045019","91002","71045009"
"1","2","10045020","22002","71045009"
"30","8","10045021","91002","71045010"
"1","2","10045022","22002","71045010"
"30","8","10045023","91002","71045011"
"1","2","10045024","22002","71045011"
"30","8","10045025","91002","71045012"
"1","2","10045026","22002","71045012"
"30","8","10045027","91002","71045013"
"1","2","10045028","22002","71045013"
"30","8","10045029","91002","71045014"
"1","2","10045030","22002","71045014"
"30","8","10045031","91002","71045015"
"1","2","10045032","22002","71045015"
"60","8","10045033","91002","71045016"
"2","2","10045034","22002","71045016"
"60","8","10045035","91002","71045017"
"2","2","10045036","22002","71045017"
"60","8","10045037","91002","71045018"
"2","2","10045038","22002","71045018"
"60","8","10045039","91002","71045019"
"2","2","10045040","22002","71045019"
"60","8","10045041","91002","71045020"
"2","2","10045042","22002","71045020"
"50000","12","10045043","94002","71045021"
"100000","12","10045044","94002","71045022"
"150000","12","10045045","94002","71045023"
"200000","12","10045046","94002","71045024"
"50","8","10045047","91002","71045025"
"1","2","10045048","31105","71045026"
"1","2","10045049","31105","71045027"
"1","2","10045050","31105","71045028"
"1","2","10045051","31105","71045029"
"1","2","10045052","31105","71045030"
"1","1","10045053","110501","71045031"
"4","2","10045054","31105","71045032"
"1","7","10045055","1704","71045033"
"1","7","10045056","1705","71045034"
"1","7","10045057","1706","71045035"
"1","7","10045058","1707","71045036"
"50","2","10045059","60442","81045001"
"30000","12","10045060","94002","81045001"
"1","2","10045061","31105","81045002"
"25","8","10045062","91002","81045002"
"50","2","10045063","60442","81045003"
"30000","12","10045064","94002","81045003"
"1","2","10045065","31105","81045004"
"25","8","10045066","91002","81045004"
"50","2","10045067","60442","81045005"
"30000","12","10045068","94002","81045005"
"50","2","10045069","60442","81045006"
"30000","12","10045070","94002","81045006"
"1","2","10045071","31105","81045007"
"25","8","10045072","91002","81045007"
"50","8","10045073","91002","81045008"
"5","2","10046001","60452","61046001"
"5","2","10046002","60452","61046002"
"30","8","10046003","91002","71046001"
"1","2","10046004","22002","71046001"
"30","8","10046005","91002","71046002"
"1","2","10046006","22002","71046002"
"30","8","10046007","91002","71046003"
"1","2","10046008","22002","71046003"
"30","8","10046009","91002","71046004"
"1","2","10046010","22002","71046004"
"30","8","10046011","91002","71046005"
"1","2","10046012","22002","71046005"
"30","8","10046013","91002","71046006"
"1","2","10046014","22002","71046006"
"30","8","10046015","91002","71046007"
"1","2","10046016","22002","71046007"
"30","8","10046017","91002","71046008"
"1","2","10046018","22002","71046008"
"30","8","10046019","91002","71046009"
"1","2","10046020","22002","71046009"
"30","8","10046021","91002","71046010"
"1","2","10046022","22002","71046010"
"30","8","10046023","91002","71046011"
"1","2","10046024","22002","71046011"
"30","8","10046025","91002","71046012"
"1","2","10046026","22002","71046012"
"30","8","10046027","91002","71046013"
"1","2","10046028","22002","71046013"
"30","8","10046029","91002","71046014"
"1","2","10046030","22002","71046014"
"30","8","10046031","91002","71046015"
"1","2","10046032","22002","71046015"
"60","8","10046033","91002","71046016"
"2","2","10046034","22002","71046016"
"60","8","10046035","91002","71046017"
"2","2","10046036","22002","71046017"
"60","8","10046037","91002","71046018"
"2","2","10046038","22002","71046018"
"60","8","10046039","91002","71046019"
"2","2","10046040","22002","71046019"
"60","8","10046041","91002","71046020"
"2","2","10046042","22002","71046020"
"50000","12","10046043","94002","71046021"
"100000","12","10046044","94002","71046022"
"150000","12","10046045","94002","71046023"
"200000","12","10046046","94002","71046024"
"50","8","10046047","91002","71046025"
"1","2","10046048","31135","71046026"
"1","2","10046049","31135","71046027"
"2","2","10046050","31135","71046028"
"2","2","10046051","31135","71046029"
"4","2","10046052","31135","71046030"
"1","1","10046053","113501","71046031"
"10","2","10046054","31135","71046032"
"100","2","10046055","60452","81046001"
"30000","12","10046056","94002","81046001"
"2","2","10046057","31135","81046002"
"30","8","10046058","91002","81046002"
"100","2","10046059","60452","81046003"
"30000","12","10046060","94002","81046003"
"100","2","10046061","60452","81046004"
"30000","12","10046062","94002","81046004"
"2","2","10046063","31135","81046005"
"30","8","10046064","91002","81046005"
"100","2","10046065","60452","81046006"
"30000","12","10046066","94002","81046006"
"2","2","10046067","31135","81046007"
"30","8","10046068","91002","81046007"
"100","8","10046069","91002","81046008"
"5","2","10047001","60462","61047001"
"5","2","10047002","60462","61047002"
"30","8","10047003","91002","71047001"
"1","2","10047004","22002","71047001"
"30","8","10047005","91002","71047002"
"1","2","10047006","22002","71047002"
"30","8","10047007","91002","71047003"
"1","2","10047008","22002","71047003"
"30","8","10047009","91002","71047004"
"1","2","10047010","22002","71047004"
"30","8","10047011","91002","71047005"
"1","2","10047012","22002","71047005"
"30","8","10047013","91002","71047006"
"1","2","10047014","22002","71047006"
"30","8","10047015","91002","71047007"
"1","2","10047016","22002","71047007"
"30","8","10047017","91002","71047008"
"1","2","10047018","22002","71047008"
"30","8","10047019","91002","71047009"
"1","2","10047020","22002","71047009"
"30","8","10047021","91002","71047010"
"1","2","10047022","22002","71047010"
"30","8","10047023","91002","71047011"
"1","2","10047024","22002","71047011"
"30","8","10047025","91002","71047012"
"1","2","10047026","22002","71047012"
"30","8","10047027","91002","71047013"
"1","2","10047028","22002","71047013"
"30","8","10047029","91002","71047014"
"1","2","10047030","22002","71047014"
"30","8","10047031","91002","71047015"
"1","2","10047032","22002","71047015"
"60","8","10047033","91002","71047016"
"2","2","10047034","22002","71047016"
"60","8","10047035","91002","71047017"
"2","2","10047036","22002","71047017"
"60","8","10047037","91002","71047018"
"2","2","10047038","22002","71047018"
"60","8","10047039","91002","71047019"
"2","2","10047040","22002","71047019"
"60","8","10047041","91002","71047020"
"2","2","10047042","22002","71047020"
"50000","12","10047043","94002","71047021"
"100000","12","10047044","94002","71047022"
"150000","12","10047045","94002","71047023"
"200000","12","10047046","94002","71047024"
"50","8","10047047","91002","71047025"
"1","2","10047048","31056","71047026"
"1","2","10047049","31056","71047027"
"1","2","10047050","31056","71047028"
"1","2","10047051","31056","71047029"
"1","2","10047052","31056","71047030"
"4","2","10047053","31056","71047031"
"50","2","10047054","60462","81047001"
"30000","12","10047055","94002","81047001"
"1","2","10047056","31056","81047002"
"25","8","10047057","91002","81047002"
"50","2","10047058","60462","81047003"
"30000","12","10047059","94002","81047003"
"50","2","10047060","60462","81047004"
"30000","12","10047061","94002","81047004"
"1","2","10047062","31056","81047005"
"25","8","10047063","91002","81047005"
"50","2","10047064","60462","81047006"
"30000","12","10047065","94002","81047006"
"1","2","10047066","31056","81047007"
"25","8","10047067","91002","81047007"
"50","8","10047068","91002","81047008"
"5","2","10048001","60472","61048001"
"5","2","10048002","60472","61048002"
"30","8","10048003","91002","71048001"
"1","2","10048004","22002","71048001"
"30","8","10048005","91002","71048002"
"1","2","10048006","22002","71048002"
"30","8","10048007","91002","71048003"
"1","2","10048008","22002","71048003"
"30","8","10048009","91002","71048004"
"1","2","10048010","22002","71048004"
"30","8","10048011","91002","71048005"
"1","2","10048012","22002","71048005"
"30","8","10048013","91002","71048006"
"1","2","10048014","22002","71048006"
"30","8","10048015","91002","71048007"
"1","2","10048016","22002","71048007"
"30","8","10048017","91002","71048008"
"1","2","10048018","22002","71048008"
"30","8","10048019","91002","71048009"
"1","2","10048020","22002","71048009"
"30","8","10048021","91002","71048010"
"1","2","10048022","22002","71048010"
"30","8","10048023","91002","71048011"
"1","2","10048024","22002","71048011"
"30","8","10048025","91002","71048012"
"1","2","10048026","22002","71048012"
"30","8","10048027","91002","71048013"
"1","2","10048028","22002","71048013"
"30","8","10048029","91002","71048014"
"1","2","10048030","22002","71048014"
"30","8","10048031","91002","71048015"
"1","2","10048032","22002","71048015"
"60","8","10048033","91002","71048016"
"2","2","10048034","22002","71048016"
"60","8","10048035","91002","71048017"
"2","2","10048036","22002","71048017"
"60","8","10048037","91002","71048018"
"2","2","10048038","22002","71048018"
"60","8","10048039","91002","71048019"
"2","2","10048040","22002","71048019"
"60","8","10048041","91002","71048020"
"2","2","10048042","22002","71048020"
"50000","12","10048043","94002","71048021"
"100000","12","10048044","94002","71048022"
"150000","12","10048045","94002","71048023"
"200000","12","10048046","94002","71048024"
"50","8","10048047","91002","71048025"
"1","2","10048048","31016","71048026"
"1","2","10048049","31016","71048027"
"2","2","10048050","31016","71048028"
"2","2","10048051","31016","71048029"
"4","2","10048052","31016","71048030"
"10","2","10048053","31016","71048031"
"100","2","10048054","60472","81048001"
"30000","12","10048055","94002","81048001"
"100","2","10048056","60472","81048002"
"30000","12","10048057","94002","81048002"
"2","2","10048058","31016","81048003"
"30","8","10048059","91002","81048003"
"2","2","10048060","31016","81048004"
"30","8","10048061","91002","81048004"
"100","2","10048062","60472","81048005"
"30000","12","10048063","94002","81048005"
"100","2","10048064","60472","81048006"
"30000","12","10048065","94002","81048006"
"2","2","10048066","31016","81048007"
"30","8","10048067","91002","81048007"
"100","8","10048068","91002","81048008"
"5","2","10049001","60482","61049001"
"5","2","10049002","60482","61049002"
"30","8","10049003","91002","71049001"
"1","2","10049004","22002","71049001"
"30","8","10049005","91002","71049002"
"1","2","10049006","22002","71049002"
"30","8","10049007","91002","71049003"
"1","2","10049008","22002","71049003"
"30","8","10049009","91002","71049004"
"1","2","10049010","22002","71049004"
"30","8","10049011","91002","71049005"
"1","2","10049012","22002","71049005"
"30","8","10049013","91002","71049006"
"1","2","10049014","22002","71049006"
"30","8","10049015","91002","71049007"
"1","2","10049016","22002","71049007"
"30","8","10049017","91002","71049008"
"1","2","10049018","22002","71049008"
"30","8","10049019","91002","71049009"
"1","2","10049020","22002","71049009"
"30","8","10049021","91002","71049010"
"1","2","10049022","22002","71049010"
"30","8","10049023","91002","71049011"
"1","2","10049024","22002","71049011"
"30","8","10049025","91002","71049012"
"1","2","10049026","22002","71049012"
"30","8","10049027","91002","71049013"
"1","2","10049028","22002","71049013"
"30","8","10049029","91002","71049014"
"1","2","10049030","22002","71049014"
"30","8","10049031","91002","71049015"
"1","2","10049032","22002","71049015"
"60","8","10049033","91002","71049016"
"2","2","10049034","22002","71049016"
"60","8","10049035","91002","71049017"
"2","2","10049036","22002","71049017"
"60","8","10049037","91002","71049018"
"2","2","10049038","22002","71049018"
"60","8","10049039","91002","71049019"
"2","2","10049040","22002","71049019"
"60","8","10049041","91002","71049020"
"2","2","10049042","22002","71049020"
"50000","12","10049043","94002","71049021"
"100000","12","10049044","94002","71049022"
"150000","12","10049045","94002","71049023"
"200000","12","10049046","94002","71049024"
"50","8","10049047","91002","71049025"
"1","2","10049048","31112","71049026"
"1","2","10049049","31112","71049027"
"1","2","10049050","31112","71049028"
"1","2","10049051","31112","71049029"
"1","2","10049052","31112","71049030"
"1","1","10049053","111201","71049031"
"4","2","10049054","31112","71049032"
"1","2","10049055","31112","81049001"
"25","8","10049056","91002","81049001"
"50","2","10049057","60482","81049002"
"30000","12","10049058","94002","81049002"
"50","2","10049059","60482","81049003"
"30000","12","10049060","94002","81049003"
"1","2","10049061","31112","81049004"
"25","8","10049062","91002","81049004"
"50","2","10049063","60482","81049005"
"30000","12","10049064","94002","81049005"
"50","2","10049065","60482","81049006"
"30000","12","10049066","94002","81049006"
"1","2","10049067","31112","81049007"
"25","8","10049068","91002","81049007"
"50","8","10049069","91002","81049008"
"5","2","10050001","60492","61050001"
"5","2","10050002","60492","61050002"
"30","8","10050003","91002","71050001"
"1","2","10050004","22002","71050001"
"30","8","10050005","91002","71050002"
"1","2","10050006","22002","71050002"
"30","8","10050007","91002","71050003"
"1","2","10050008","22002","71050003"
"30","8","10050009","91002","71050004"
"1","2","10050010","22002","71050004"
"30","8","10050011","91002","71050005"
"1","2","10050012","22002","71050005"
"30","8","10050013","91002","71050006"
"1","2","10050014","22002","71050006"
"30","8","10050015","91002","71050007"
"1","2","10050016","22002","71050007"
"30","8","10050017","91002","71050008"
"1","2","10050018","22002","71050008"
"30","8","10050019","91002","71050009"
"1","2","10050020","22002","71050009"
"30","8","10050021","91002","71050010"
"1","2","10050022","22002","71050010"
"30","8","10050023","91002","71050011"
"1","2","10050024","22002","71050011"
"30","8","10050025","91002","71050012"
"1","2","10050026","22002","71050012"
"30","8","10050027","91002","71050013"
"1","2","10050028","22002","71050013"
"30","8","10050029","91002","71050014"
"1","2","10050030","22002","71050014"
"30","8","10050031","91002","71050015"
"1","2","10050032","22002","71050015"
"60","8","10050033","91002","71050016"
"2","2","10050034","22002","71050016"
"60","8","10050035","91002","71050017"
"2","2","10050036","22002","71050017"
"60","8","10050037","91002","71050018"
"2","2","10050038","22002","71050018"
"60","8","10050039","91002","71050019"
"2","2","10050040","22002","71050019"
"60","8","10050041","91002","71050020"
"2","2","10050042","22002","71050020"
"50000","12","10050043","94002","71050021"
"100000","12","10050044","94002","71050022"
"150000","12","10050045","94002","71050023"
"200000","12","10050046","94002","71050024"
"50","8","10050047","91002","71050025"
"1","2","10050048","31141","71050026"
"1","2","10050049","31141","71050027"
"2","2","10050050","31141","71050028"
"2","2","10050051","31141","71050029"
"4","2","10050052","31141","71050030"
"1","1","10050053","114101","71050031"
"10","2","10050054","31141","71050032"
"2","2","10050055","31141","81050001"
"30","8","10050056","91002","81050001"
"100","2","10050057","60492","81050002"
"30000","12","10050058","94002","81050002"
"100","2","10050059","60492","81050003"
"30000","12","10050060","94002","81050003"
"2","2","10050061","31141","81050004"
"30","8","10050062","91002","81050004"
"100","2","10050063","60492","81050005"
"30000","12","10050064","94002","81050005"
"100","2","10050065","60492","81050006"
"30000","12","10050066","94002","81050006"
"2","2","10050067","31141","81050007"
"30","8","10050068","91002","81050007"
"100","8","10050069","91002","81050008"
"5","2","10051001","60502","61051001"
"5","2","10051002","60502","61051002"
"30","8","10051003","91002","71051001"
"1","2","10051004","22002","71051001"
"30","8","10051005","91002","71051002"
"1","2","10051006","22002","71051002"
"30","8","10051007","91002","71051003"
"1","2","10051008","22002","71051003"
"30","8","10051009","91002","71051004"
"1","2","10051010","22002","71051004"
"30","8","10051011","91002","71051005"
"1","2","10051012","22002","71051005"
"30","8","10051013","91002","71051006"
"1","2","10051014","22002","71051006"
"30","8","10051015","91002","71051007"
"1","2","10051016","22002","71051007"
"30","8","10051017","91002","71051008"
"1","2","10051018","22002","71051008"
"30","8","10051019","91002","71051009"
"1","2","10051020","22002","71051009"
"30","8","10051021","91002","71051010"
"1","2","10051022","22002","71051010"
"30","8","10051023","91002","71051011"
"1","2","10051024","22002","71051011"
"30","8","10051025","91002","71051012"
"1","2","10051026","22002","71051012"
"30","8","10051027","91002","71051013"
"1","2","10051028","22002","71051013"
"30","8","10051029","91002","71051014"
"1","2","10051030","22002","71051014"
"30","8","10051031","91002","71051015"
"1","2","10051032","22002","71051015"
"60","8","10051033","91002","71051016"
"2","2","10051034","22002","71051016"
"60","8","10051035","91002","71051017"
"2","2","10051036","22002","71051017"
"60","8","10051037","91002","71051018"
"2","2","10051038","22002","71051018"
"60","8","10051039","91002","71051019"
"2","2","10051040","22002","71051019"
"60","8","10051041","91002","71051020"
"2","2","10051042","22002","71051020"
"50000","12","10051043","94002","71051021"
"100000","12","10051044","94002","71051022"
"150000","12","10051045","94002","71051023"
"200000","12","10051046","94002","71051024"
"50","8","10051047","91002","71051025"
"1","2","10051048","31037","71051026"
"1","2","10051049","31037","71051027"
"1","2","10051050","31037","71051028"
"1","2","10051051","31037","71051029"
"1","2","10051052","31037","71051030"
"4","2","10051053","31037","71051031"
"50","2","10051054","60502","81051001"
"30000","12","10051055","94002","81051001"
"50","2","10051056","60502","81051002"
"30000","12","10051057","94002","81051002"
"1","2","10051058","31037","81051003"
"25","8","10051059","91002","81051003"
"1","2","10051060","31037","81051004"
"25","8","10051061","91002","81051004"
"50","2","10051062","60502","81051005"
"30000","12","10051063","94002","81051005"
"50","2","10051064","60502","81051006"
"30000","12","10051065","94002","81051006"
"1","2","10051066","31037","81051007"
"25","8","10051067","91002","81051007"
"50","8","10051068","91002","81051008"
"5","2","10052001","60512","61052001"
"5","2","10052002","60512","61052002"
"30","8","10052003","91002","71052001"
"1","2","10052004","22002","71052001"
"30","8","10052005","91002","71052002"
"1","2","10052006","22002","71052002"
"30","8","10052007","91002","71052003"
"1","2","10052008","22002","71052003"
"30","8","10052009","91002","71052004"
"1","2","10052010","22002","71052004"
"30","8","10052011","91002","71052005"
"1","2","10052012","22002","71052005"
"30","8","10052013","91002","71052006"
"1","2","10052014","22002","71052006"
"30","8","10052015","91002","71052007"
"1","2","10052016","22002","71052007"
"30","8","10052017","91002","71052008"
"1","2","10052018","22002","71052008"
"30","8","10052019","91002","71052009"
"1","2","10052020","22002","71052009"
"30","8","10052021","91002","71052010"
"1","2","10052022","22002","71052010"
"30","8","10052023","91002","71052011"
"1","2","10052024","22002","71052011"
"30","8","10052025","91002","71052012"
"1","2","10052026","22002","71052012"
"30","8","10052027","91002","71052013"
"1","2","10052028","22002","71052013"
"30","8","10052029","91002","71052014"
"1","2","10052030","22002","71052014"
"30","8","10052031","91002","71052015"
"1","2","10052032","22002","71052015"
"60","8","10052033","91002","71052016"
"2","2","10052034","22002","71052016"
"60","8","10052035","91002","71052017"
"2","2","10052036","22002","71052017"
"60","8","10052037","91002","71052018"
"2","2","10052038","22002","71052018"
"60","8","10052039","91002","71052019"
"2","2","10052040","22002","71052019"
"60","8","10052041","91002","71052020"
"2","2","10052042","22002","71052020"
"50000","12","10052043","94002","71052021"
"100000","12","10052044","94002","71052022"
"150000","12","10052045","94002","71052023"
"200000","12","10052046","94002","71052024"
"50","8","10052047","91002","71052025"
"1","2","10052048","31014","71052026"
"1","2","10052049","31014","71052027"
"2","2","10052050","31014","71052028"
"2","2","10052051","31014","71052029"
"4","2","10052052","31014","71052030"
"10","2","10052053","31014","71052031"
"65","2","10052054","60512","81052001"
"20000","12","10052055","94002","81052001"
"65","2","10052056","60512","81052002"
"20000","12","10052057","94002","81052002"
"2","2","10052058","31014","81052003"
"30","8","10052059","91002","81052003"
"65","2","10052060","60512","81052004"
"20000","12","10052061","94002","81052004"
"65","2","10052062","60512","81052005"
"20000","12","10052063","94002","81052005"
"2","2","10052064","31014","81052006"
"30","8","10052065","91002","81052006"
"70","2","10052066","60512","81052007"
"20000","12","10052067","94002","81052007"
"70","2","10052068","60512","81052008"
"20000","12","10052069","94002","81052008"
"2","2","10052070","31014","81052009"
"30","8","10052071","91002","81052009"
"100","8","10052072","91002","81052010"
"1","7","10052073","2801","71052032"
"5","2","10053001","60522","61053001"
"5","2","10053002","60522","61053002"
"30","8","10053003","91002","71053001"
"1","2","10053004","22002","71053001"
"30","8","10053005","91002","71053002"
"1","2","10053006","22002","71053002"
"30","8","10053007","91002","71053003"
"1","2","10053008","22002","71053003"
"30","8","10053009","91002","71053004"
"1","2","10053010","22002","71053004"
"30","8","10053011","91002","71053005"
"1","2","10053012","22002","71053005"
"30","8","10053013","91002","71053006"
"1","2","10053014","22002","71053006"
"30","8","10053015","91002","71053007"
"1","2","10053016","22002","71053007"
"30","8","10053017","91002","71053008"
"1","2","10053018","22002","71053008"
"30","8","10053019","91002","71053009"
"1","2","10053020","22002","71053009"
"30","8","10053021","91002","71053010"
"1","2","10053022","22002","71053010"
"30","8","10053023","91002","71053011"
"1","2","10053024","22002","71053011"
"30","8","10053025","91002","71053012"
"1","2","10053026","22002","71053012"
"30","8","10053027","91002","71053013"
"1","2","10053028","22002","71053013"
"30","8","10053029","91002","71053014"
"1","2","10053030","22002","71053014"
"30","8","10053031","91002","71053015"
"1","2","10053032","22002","71053015"
"60","8","10053033","91002","71053016"
"2","2","10053034","22002","71053016"
"60","8","10053035","91002","71053017"
"2","2","10053036","22002","71053017"
"60","8","10053037","91002","71053018"
"2","2","10053038","22002","71053018"
"60","8","10053039","91002","71053019"
"2","2","10053040","22002","71053019"
"60","8","10053041","91002","71053020"
"2","2","10053042","22002","71053020"
"50000","12","10053043","94002","71053021"
"100000","12","10053044","94002","71053022"
"150000","12","10053045","94002","71053023"
"200000","12","10053046","94002","71053024"
"50","8","10053047","91002","71053025"
"1","2","10053048","31098","71053026"
"1","2","10053049","31098","71053027"
"1","2","10053050","31098","71053028"
"1","2","10053051","31098","71053029"
"1","2","10053052","31098","71053030"
"1","1","10053053","109801","71053031"
"4","2","10053054","31098","71053032"
"1","2","10053055","31098","81053001"
"25","8","10053056","91002","81053001"
"50","2","10053057","60522","81053002"
"30000","12","10053058","94002","81053002"
"50","2","10053059","60522","81053003"
"30000","12","10053060","94002","81053003"
"1","2","10053061","31098","81053004"
"25","8","10053062","91002","81053004"
"50","2","10053063","60522","81053005"
"30000","12","10053064","94002","81053005"
"50","2","10053065","60522","81053006"
"30000","12","10053066","94002","81053006"
"1","2","10053067","31098","81053007"
"25","8","10053068","91002","81053007"
"50","8","10053069","91002","81053008"
"5","2","10054001","60532","61054001"
"5","2","10054002","60532","61054002"
"30","8","10054003","91002","71054001"
"1","2","10054004","22002","71054001"
"30","8","10054005","91002","71054002"
"1","2","10054006","22002","71054002"
"30","8","10054007","91002","71054003"
"1","2","10054008","22002","71054003"
"30","8","10054009","91002","71054004"
"1","2","10054010","22002","71054004"
"30","8","10054011","91002","71054005"
"1","2","10054012","22002","71054005"
"30","8","10054013","91002","71054006"
"1","2","10054014","22002","71054006"
"30","8","10054015","91002","71054007"
"1","2","10054016","22002","71054007"
"30","8","10054017","91002","71054008"
"1","2","10054018","22002","71054008"
"30","8","10054019","91002","71054009"
"1","2","10054020","22002","71054009"
"30","8","10054021","91002","71054010"
"1","2","10054022","22002","71054010"
"30","8","10054023","91002","71054011"
"1","2","10054024","22002","71054011"
"30","8","10054025","91002","71054012"
"1","2","10054026","22002","71054012"
"30","8","10054027","91002","71054013"
"1","2","10054028","22002","71054013"
"30","8","10054029","91002","71054014"
"1","2","10054030","22002","71054014"
"30","8","10054031","91002","71054015"
"1","2","10054032","22002","71054015"
"60","8","10054033","91002","71054016"
"2","2","10054034","22002","71054016"
"60","8","10054035","91002","71054017"
"2","2","10054036","22002","71054017"
"60","8","10054037","91002","71054018"
"2","2","10054038","22002","71054018"
"60","8","10054039","91002","71054019"
"2","2","10054040","22002","71054019"
"60","8","10054041","91002","71054020"
"2","2","10054042","22002","71054020"
"50000","12","10054043","94002","71054021"
"100000","12","10054044","94002","71054022"
"150000","12","10054045","94002","71054023"
"200000","12","10054046","94002","71054024"
"250000","12","10054047","94002","71054025"
"50","8","10054048","91002","71054026"
"1","2","10054049","31146","71054027"
"1","2","10054050","31146","71054028"
"2","2","10054051","31146","71054029"
"2","2","10054052","31146","71054030"
"4","2","10054053","31146","71054031"
"10","2","10054054","31146","71054032"
"1","1","10054055","114601","71054033"
"100","2","10054056","60532","81054001"
"30000","12","10054057","94002","81054001"
"100","2","10054058","60532","81054002"
"30000","12","10054059","94002","81054002"
"2","2","10054060","31146","81054003"
"30","8","10054061","91002","81054003"
"2","2","10054062","31146","81054004"
"30","8","10054063","91002","81054004"
"100","2","10054064","60532","81054005"
"30000","12","10054065","94002","81054005"
"100","2","10054066","60532","81054006"
"30000","12","10054067","94002","81054006"
"2","2","10054068","31146","81054007"
"30","8","10054069","91002","81054007"
"100","8","10054070","91002","81054008"
"5","2","10055001","60542","61055001"
"5","2","10055002","60542","61055002"
"30","8","10055003","91002","71055001"
"1","2","10055004","22002","71055001"
"30","8","10055005","91002","71055002"
"1","2","10055006","22002","71055002"
"30","8","10055007","91002","71055003"
"1","2","10055008","22002","71055003"
"30","8","10055009","91002","71055004"
"1","2","10055010","22002","71055004"
"30","8","10055011","91002","71055005"
"1","2","10055012","22002","71055005"
"30","8","10055013","91002","71055006"
"1","2","10055014","22002","71055006"
"30","8","10055015","91002","71055007"
"1","2","10055016","22002","71055007"
"30","8","10055017","91002","71055008"
"1","2","10055018","22002","71055008"
"30","8","10055019","91002","71055009"
"1","2","10055020","22002","71055009"
"30","8","10055021","91002","71055010"
"1","2","10055022","22002","71055010"
"30","8","10055023","91002","71055011"
"1","2","10055024","22002","71055011"
"30","8","10055025","91002","71055012"
"1","2","10055026","22002","71055012"
"30","8","10055027","91002","71055013"
"1","2","10055028","22002","71055013"
"30","8","10055029","91002","71055014"
"1","2","10055030","22002","71055014"
"30","8","10055031","91002","71055015"
"1","2","10055032","22002","71055015"
"60","8","10055033","91002","71055016"
"2","2","10055034","22002","71055016"
"60","8","10055035","91002","71055017"
"2","2","10055036","22002","71055017"
"60","8","10055037","91002","71055018"
"2","2","10055038","22002","71055018"
"60","8","10055039","91002","71055019"
"2","2","10055040","22002","71055019"
"60","8","10055041","91002","71055020"
"2","2","10055042","22002","71055020"
"50000","12","10055043","94002","71055021"
"100000","12","10055044","94002","71055022"
"150000","12","10055045","94002","71055023"
"200000","12","10055046","94002","71055024"
"50","8","10055047","91002","71055025"
"1","2","10055048","31116","71055026"
"1","2","10055049","31116","71055027"
"1","2","10055050","31116","71055028"
"1","2","10055051","31116","71055029"
"1","2","10055052","31116","71055030"
"1","1","10055053","111601","71055031"
"1","7","10055054","2205","71055032"
"4","2","10055055","31116","71055033"
"1","2","10055056","31116","81055001"
"25","8","10055057","91002","81055001"
"50","2","10055058","60542","81055002"
"30000","12","10055059","94002","81055002"
"50","2","10055060","60542","81055003"
"30000","12","10055061","94002","81055003"
"1","2","10055062","31116","81055004"
"25","8","10055063","91002","81055004"
"50","2","10055064","60542","81055005"
"30000","12","10055065","94002","81055005"
"50","2","10055066","60542","81055006"
"30000","12","10055067","94002","81055006"
"1","2","10055068","31116","81055007"
"25","8","10055069","91002","81055007"
"50","8","10055070","91002","81055008"
