9d265e999b42b10dd48d68318050053bb8c6f081c1aa9c66cbccfaceee81fda6,64e6a3415f1e44bfa14fde63bc205d6ff3f7f0a3fab9ea60a7fe78d5107bb949,b03d92385c9a58cb68b4c9e70ed7e4adfd43ae203670057a07e3dafd432ad1c3,2d1215927bf37af8d31c7ddb19d7be143b9d54798f57e124ac74d517317a0d44,97a6693eba94c8f4ede2fa0776a8d43aee89e81b95c0585475bc4b312b8d325d,7cdacfc63a71072a368b75b3214859fdc4933ae1948ac2bf59f809ebbb83df87,865552ff632a5af7f0869fd162c168f11fcde77a8ae9b434a2d22aada27ac437,6afa1a1a80fb98b88bd8a604e362aa9f68aadb17f465976ccf759170ad1fa204,cf70eaf8aecfde7d36733ed44d3231434c2f6aaa81861d087e7840d3628c92d7,38c9ec7b02e309c2c8b22573cde4e6d1d8678a70dfacacc435e15d77e1329359,fdabbc7fd0ea9276afec7ef41566bafe34c4a7a3002db69135660ec14ebb14b7,0f2d8193edbab798d0a510111892fad5a151756742040a75440a1a5455c3dd23,ac59b4d3e6efc6fdea61da149e55db63191d25e3c1aea8c10e1e062cd9138ffb,7f260779dc9fabb5f1d180f9981e309e724ed584991887f88ae187bba3ca8476
"10086","6004","10086102","9004","61086002","0","0","10","601","2022/06/29 15:59:59","0","61086002","2022/06/13 16:00:00","完成10次活動冒險（前後篇共通）"
"10088","6008","10088101","9012","61088001","0","0","1","601","2022/07/19 15:59:59","0","61088001","2022/07/01 16:00:00","挑戰 1 次仇鼠‧怒髮衝冠的啾二吧（全難易度皆可） "
"10088","6004","10088102","9004","61088002","0","0","10","601","2022/07/19 15:59:59","0","61088002","2022/07/01 16:00:00","完成10次活動冒險"
"10089","6008","10089101","9012","61089001","0","0","1","601","2022/07/28 15:59:59","0","61089001","2022/07/19 16:00:00","挑戰 1 次魔物的公主吧（全難易度共通） "
"10089","6004","10089102","9004","61089002","0","0","10","601","2022/07/28 15:59:59","0","61089002","2022/07/19 16:00:00","完成10次活動冒險"
"10090","6008","10090101","9012","61090001","0","0","1","601","2022/08/19 15:59:59","0","61090001","2022/08/01 16:00:00","挑戰 1 次貪婪暴君‧賭場王吧（全難易度皆可） "
"10090","6004","10090102","9004","61090002","0","0","10","601","2022/08/19 15:59:59","0","61090002","2022/08/01 16:00:00","完成10次活動冒險"
"10091","6008","10091101","9012","61091001","0","0","1","601","2022/08/28 15:59:59","0","61091001","2022/08/19 16:00:00","挑戰 1 次無名的藝術吧（全難易度共通）"
"10091","6004","10091102","9004","61091002","0","0","10","601","2022/08/28 15:59:59","0","61091002","2022/08/19 16:00:00","完成10次活動冒險"
"10092","6008","10092101","9012","61092001","0","0","1","601","2022/09/19 15:59:59","0","61092001","2022/09/01 16:00:00","挑戰 1 次受解放的寶藏守護者吧（全難易度皆可） "
"10092","6004","10092102","9004","61092002","0","0","10","601","2022/09/19 15:59:59","0","61092002","2022/09/01 16:00:00","完成10次活動冒險"
"10093","6008","10093101","9012","61093001","0","0","1","601","2022/09/28 15:59:59","0","61093001","2022/09/19 16:00:00","挑戰 1 次爆裂‧時間儀吧（全難易度共通） "
"10093","6004","10093102","9004","61093002","0","0","10","601","2022/09/28 15:59:59","0","61093002","2022/09/19 16:00:00","完成10次活動冒險"
"10094","6008","10094101","9012","61094001","0","0","1","601","2022/10/20 15:59:59","0","61094001","2022/10/02 16:00:00","挑戰 1 次阿斯特賴亞牛肝菌吧（全難易度皆可） "
"10094","6004","10094102","9004","61094002","0","0","10","601","2022/10/20 15:59:59","0","61094002","2022/10/02 16:00:00","完成10次活動冒險"
"10095","6008","10095101","9012","61095001","0","0","1","601","2022/10/28 15:59:59","0","61095001","2022/10/19 16:00:00","挑戰 1 次究極機械玩具王吧（全難易度共通） "
"10095","6004","10095102","9004","61095002","0","0","10","601","2022/10/28 15:59:59","0","61095002","2022/10/19 16:00:00","完成10次活動冒險"
"10096","6008","10096101","9012","61096001","0","0","1","601","2022/11/19 15:59:59","0","61096001","2022/11/01 16:00:00","挑戰 1 次海將海馬指揮官吧（全難易度皆可） "
"10096","6004","10096102","9004","61096002","0","0","10","601","2022/11/19 15:59:59","0","61096002","2022/11/01 16:00:00","完成10次活動冒險"
"10097","6008","10097101","9012","61097001","0","0","1","601","2022/11/27 15:59:59","0","61097001","2022/11/18 16:00:00","挑戰 1 次作業吧（全難易度皆可） "
"10097","6004","10097102","9004","61097002","0","0","10","601","2022/11/27 15:59:59","0","61097002","2022/11/18 16:00:00","完成10次活動冒險"
"10098","6008","10098101","9012","61098001","0","0","1","601","2022/12/19 15:59:59","0","61098001","2022/12/01 16:00:00","挑戰 1 次月光之門吧（全難易度皆可） "
"10098","6004","10098102","9004","61098002","0","0","10","601","2022/12/19 15:59:59","0","61098002","2022/12/01 16:00:00","完成10次活動冒險"
"10099","6008","10099101","9012","61099001","0","0","1","601","2022/12/28 15:59:59","0","61099001","2022/12/19 16:00:00","挑戰 1 次女王歌唱水母吧（全難易度共通） "
"10099","6004","10099102","9004","61099002","0","0","10","601","2022/12/28 15:59:59","0","61099002","2022/12/19 16:00:00","完成10次活動冒險"
"10100","6008","10100101","9012","61100001","0","0","1","601","2023/01/20 15:59:59","0","61100001","2023/01/02 16:00:00","挑戰 1 次哀執的植物羊吧（全難易度皆可） "
"10100","6004","10100102","9004","61100002","0","0","10","601","2023/01/20 15:59:59","0","61100002","2023/01/02 16:00:00","完成10次活動冒險"
"10101","6008","10101101","9012","61101001","0","0","1","601","2023/01/28 15:59:59","0","61101001","2023/01/19 16:00:00","挑戰 1 次基古魯博士吧（全難易度共通） "
"10101","6004","10101102","9004","61101002","0","0","10","601","2023/01/28 15:59:59","0","61101002","2023/01/19 16:00:00","完成10次活動冒險"
"10102","6008","10102101","9012","61102001","0","0","1","601","2023/02/19 15:59:59","0","61102001","2023/02/01 16:00:00","挑戰 1 次瘋狂直播主‧輝美吧（全難易度皆可） "
"10102","6004","10102102","9004","61102002","0","0","10","601","2023/02/19 15:59:59","0","61102002","2023/02/01 16:00:00","完成10次活動冒險"
"10103","6008","10103101","9012","61103001","0","0","1","601","2023/02/26 15:59:59","0","61103001","2023/02/17 16:00:00","挑戰 1 次哀暴小棉花糖吧（全難易度共通） "
"10103","6004","10103102","9004","61103002","0","0","10","601","2023/02/26 15:59:59","0","61103002","2023/02/17 16:00:00","完成10次活動冒險"
"10104","6008","10104101","9012","61104001","0","0","1","601","2023/03/19 15:59:59","0","61104001","2023/03/01 16:00:00","挑戰1次黑曜魔像（全難度共通）"
"10104","6004","10104102","9004","61104002","0","0","10","601","2023/03/19 15:59:59","0","61104002","2023/03/01 16:00:00","完成10次活動冒險"
"10105","6008","10105101","9012","61105001","0","0","1","601","2023/03/28 15:59:59","0","61105001","2023/03/19 16:00:00","挑戰 1 次反逆獸‧三重吧（全難易度共通） "
"10105","6004","10105102","9004","61105002","0","0","10","601","2023/03/28 15:59:59","0","61105002","2023/03/19 16:00:00","完成10次活動冒險"
"10106","6008","10106101","9012","61106001","0","0","1","601","2023/04/19 15:59:59","0","61106001","2023/04/01 16:00:00","挑戰 1 次不幸福的多倫多獸吧（全難易度皆可） "
"10106","6004","10106102","9004","61106002","0","0","10","601","2023/04/19 15:59:59","0","61106002","2023/04/01 16:00:00","完成10次活動冒險"
"10107","6008","10107101","9012","61107001","0","0","1","601","2023/04/26 15:59:59","0","61107001","2023/04/17 16:00:00","挑戰 1 次孤伶伶的聖誕夜妖精吧（全難易度皆可） "
"10107","6004","10107102","9004","61107002","0","0","10","601","2023/04/26 15:59:59","0","61107002","2023/04/17 16:00:00","完成10次活動冒險"
"10108","6008","10108101","9012","61108001","0","0","1","601","2023/05/19 15:59:59","0","61108001","2023/05/01 16:00:00","挑戰1次汙穢的湯之神‧陽卵吧（全難易度皆可） "
"10108","6004","10108102","9004","61108002","0","0","10","601","2023/05/19 15:59:59","0","61108002","2023/05/01 16:00:00","完成10次活動冒險"
"10109","6008","10109101","9012","61109001","0","0","1","601","2023/05/28 15:59:59","0","61109001","2023/05/19 16:00:00","挑戰 1 次邪牛神哞猛吧（全難易度皆可） "
"10109","6004","10109102","9004","61109002","0","0","10","601","2023/05/28 15:59:59","0","61109002","2023/05/19 16:00:00","完成10次活動冒險"
"10110","6008","10110101","9012","61110001","0","0","1","601","2023/06/29 15:59:59","0","61110001","2023/06/01 16:00:00","【前篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）"
"10110","6004","10110102","9021","61110002","0","0","10","601","2023/06/29 15:59:59","0","61110002","2023/06/01 16:00:00","【前篇】完成 10 次活動冒險吧（前後篇皆可）"
"10110","6008","10111101","9012","61111001","0","0","1","601","2023/06/29 15:59:59","0","61111001","2023/06/08 16:00:00","【後篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）"
"10110","6004","10111102","9004","61111002","0","0","10","601","2023/06/29 15:59:59","0","61111002","2023/06/08 16:00:00","【後篇】完成 10 次活動冒險吧（前後篇皆可）"
"10112","6008","10112101","9012","61112001","0","0","1","601","2023/06/30 15:59:59","0","61112001","2023/06/16 16:00:00","【前篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）"
"10112","6004","10112102","9004","61112002","0","0","10","601","2023/06/30 15:59:59","0","61112002","2023/06/16 16:00:00","【前篇】完成 10 次活動冒險吧（前後篇皆可）"
"10112","6008","10113101","9012","61113001","0","0","1","601","2023/06/30 15:59:59","0","61113001","2023/06/21 16:00:00","【後篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）"
"10112","6004","10113102","9021","61113002","0","0","10","601","2023/06/30 15:59:59","0","61113002","2023/06/21 16:00:00","【後篇】完成 10 次活動冒險吧（前後篇皆可）"
"10114","6008","10114101","9012","61114001","0","0","1","601","2023/07/20 15:59:59","0","61114001","2023/07/02 16:00:00","挑戰1次祈福託災的招財貓吧（全難易度皆可） "
"10114","6004","10114102","9004","61114002","0","0","10","601","2023/07/20 15:59:59","0","61114002","2023/07/02 16:00:00","完成10次活動冒險"
"10115","6008","10115101","9012","61115001","0","0","1","601","2023/07/28 15:59:59","0","61115001","2023/07/19 16:00:00","挑戰 1 次仇鼠‧怒髮衝冠的啾二吧（全難易度皆可） "
"10115","6004","10115102","9004","61115002","0","0","10","601","2023/07/28 15:59:59","0","61115002","2023/07/19 16:00:00","完成10次活動冒險"
"10116","6008","10116101","9012","61116001","0","0","1","601","2023/08/19 15:59:59","0","61116001","2023/08/01 16:00:00","挑戰1次大王猩猩吧（全難易度皆可） "
"10116","6004","10116102","9004","61116002","0","0","10","601","2023/08/19 15:59:59","0","61116002","2023/08/01 16:00:00","完成10次活動冒險"
"10117","6008","10117101","9012","61117001","0","0","1","601","2023/08/28 15:59:59","0","61117001","2023/08/18 16:00:00","挑戰 1 次貪婪暴君‧賭場王吧（全難易度皆可） "
"10117","6004","10117102","9004","61117002","0","0","10","601","2023/08/28 15:59:59","0","61117002","2023/08/18 16:00:00","完成10次活動冒險"
"10118","6008","10118101","9012","61118001","0","0","1","601","2023/09/18 15:59:59","0","61118001","2023/09/01 16:00:00","挑戰1次智慧的鍊金術師‧莫夫吧（全難易度皆可） "
"10118","6004","10118102","9004","61118002","0","0","10","601","2023/09/18 15:59:59","0","61118002","2023/09/01 16:00:00","完成10次活動冒險"
"10119","6008","10119101","9012","61119001","0","0","1","601","2023/09/28 15:59:59","0","61119001","2023/09/18 16:00:00","挑戰 1 次受解放的寶藏守護者吧（全難易度皆可） "
"10119","6004","10119102","9004","61119002","0","0","10","601","2023/09/28 15:59:59","0","61119002","2023/09/18 16:00:00","完成10次活動冒險"
"10120","6008","10120101","9012","61120001","0","0","1","601","2023/10/19 15:59:59","0","61120001","2023/10/01 16:00:00","挑戰1次變貌的從者‧布拉德吧（全難易度皆可） "
"10120","6004","10120102","9004","61120002","0","0","10","601","2023/10/19 15:59:59","0","61120002","2023/10/01 16:00:00","完成10次活動冒險"
"10121","6008","10121101","9012","61121001","0","0","1","601","2023/10/28 15:59:59","0","61121001","2023/10/18 16:00:00","挑戰 1 次阿斯特賴亞牛肝菌吧（全難易度皆可） "
"10121","6004","10121102","9004","61121002","0","0","10","601","2023/10/28 15:59:59","0","61121002","2023/10/18 16:00:00","完成10次活動冒險"
"10122","6008","10122101","9012","61122001","0","0","1","601","2023/11/19 15:59:59","0","61122001","2023/11/01 16:00:00","挑戰1次復活的白色島鯨吧（全難易度皆可） "
"10122","6004","10122102","9004","61122002","0","0","10","601","2023/11/19 15:59:59","0","61122002","2023/11/01 16:00:00","完成10次活動冒險"
"10123","6008","10123101","9012","61123001","0","0","1","601","2023/11/27 15:59:59","0","61123001","2023/11/17 16:00:00","挑戰 1 次海將海馬指揮官吧（全難易度皆可） "
"10123","6004","10123102","9004","61123002","0","0","10","601","2023/11/27 15:59:59","0","61123002","2023/11/17 16:00:00","完成10次活動冒險"
"10124","6008","10124101","9012","61124001","0","0","1","601","2023/12/19 15:59:59","0","61124001","2023/12/01 16:00:00","挑戰1次怨恨亡靈吧（全難易度皆可） "
"10124","6004","10124102","9004","61124002","0","0","10","601","2023/12/19 15:59:59","0","61124002","2023/12/01 16:00:00","完成10次活動冒險"
"10125","6008","10125101","9012","61125001","0","0","1","601","2023/12/28 15:59:59","0","61125001","2023/12/18 16:00:00","挑戰 1 次月光之門吧（全難易度皆可） "
"10125","6004","10125102","9004","61125002","0","0","10","601","2023/12/28 15:59:59","0","61125002","2023/12/18 16:00:00","完成10次活動冒險"
"10126","6008","10126101","9012","61126001","0","0","1","601","2024/01/19 15:59:59","0","61126001","2024/01/01 16:00:00","挑戰1次被解放的暴魔‧阿爾杰什吧（全難易度皆可） "
"10126","6004","10126102","9004","61126002","0","0","10","601","2024/01/19 15:59:59","0","61126002","2024/01/01 16:00:00","完成10次活動冒險"
"10127","6008","10127101","9012","61127001","0","0","1","601","2024/01/27 15:59:59","0","61127001","2024/01/17 16:00:00","挑戰 1 次哀執的植物羊吧（全難易度皆可） "
"10127","6004","10127102","9004","61127002","0","0","10","601","2024/01/27 15:59:59","0","61127002","2024/01/17 16:00:00","完成10次活動冒險"
"10128","6008","10128101","9012","61128001","0","0","1","601","2024/02/19 15:59:59","0","61128001","2024/02/01 16:00:00","挑戰1次哈立德吧（全難易度皆可） "
"10128","6004","10128102","9004","61128002","0","0","10","601","2024/02/19 15:59:59","0","61128002","2024/02/01 16:00:00","完成10次活動冒險"
"10129","6008","10129101","9012","61129001","0","0","1","601","2024/02/26 15:59:59","0","61129001","2024/02/16 16:00:00","挑戰 1 次瘋狂直播主‧輝美吧（全難易度皆可） "
"10129","6004","10129102","9004","61129002","0","0","10","601","2024/02/26 15:59:59","0","61129002","2024/02/16 16:00:00","完成10次活動冒險"
"10130","6008","10130101","9012","61130001","0","0","1","601","2024/03/19 15:59:59","0","61130001","2024/03/01 16:00:00","挑戰1次美空吧（全難易度皆可） "
"10130","6004","10130102","9004","61130002","0","0","10","601","2024/03/19 15:59:59","0","61130002","2024/03/01 16:00:00","完成10次活動冒險"
"10131","6008","10131101","9012","61131001","0","0","1","601","2024/03/27 15:59:59","0","61131001","2024/03/18 16:00:00","挑戰1次黑曜魔像（全難度共通）"
"10131","6004","10131102","9004","61131002","0","0","10","601","2024/03/27 15:59:59","0","61131002","2024/03/18 16:00:00","完成10次活動冒險"
"10132","6008","10132101","9012","61132001","0","0","1","601","2024/04/19 15:59:59","0","61132001","2024/04/01 16:00:00","挑戰1次巴西利斯克‧阿洛斯吧（EX、EX＋除外）"
"10132","6004","10132102","9004","61132002","0","0","10","601","2024/04/19 15:59:59","0","61132002","2024/04/01 16:00:00","完成10次活動冒險"
"10133","6008","10133101","9012","61133001","0","0","1","601","2024/04/26 15:59:59","0","61133001","2024/04/16 16:00:00","挑戰 1 次不幸福的多倫多獸吧（全難易度皆可） "
"10133","6004","10133102","9004","61133002","0","0","10","601","2024/04/26 15:59:59","0","61133002","2024/04/16 16:00:00","完成10次活動冒險"
"10134","6008","10134101","9012","61134001","0","0","1","601","2024/05/19 15:59:59","0","61134001","2024/05/01 16:00:00","挑戰1次夢中隕石吧（全難易度皆可） "
"10134","6004","10134102","9004","61134002","0","0","10","601","2024/05/19 15:59:59","0","61134002","2024/05/01 16:00:00","完成10次活動冒險"
"10135","6008","10135101","9012","61135001","0","0","1","601","2024/05/27 15:59:59","0","61135001","2024/05/17 16:00:00","挑戰1次汙穢的湯之神‧陽卵吧（全難易度皆可） "
"10135","6004","10135102","9004","61135002","0","0","10","601","2024/05/27 15:59:59","0","61135002","2024/05/17 16:00:00","完成10次活動冒險"
"10136","6008","10136101","9012","61136001","0","0","1","601","2024/06/29 15:59:59","0","61136001","2024/06/01 16:00:00","【前篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）"
"10136","6004","10136102","9021","61136002","0","0","10","601","2024/06/29 15:59:59","0","61136002","2024/06/01 16:00:00","【前篇】完成 10 次活動冒險吧（前後篇皆可）"
"10136","6008","10137101","9012","61137001","0","0","1","601","2024/06/29 15:59:59","0","61137001","2024/06/08 16:00:00","【後篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）"
"10136","6004","10137102","9004","61137002","0","0","10","601","2024/06/29 15:59:59","0","61137002","2024/06/08 16:00:00","【後篇】完成 10 次活動冒險吧（前後篇皆可）"
"10138","6008","10138101","9012","61138001","0","0","1","601","2024/06/27 15:59:59","0","61138001","2024/06/10 16:00:00","【前篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）"
"10138","6004","10138102","9021","61138002","0","0","10","601","2024/06/27 15:59:59","0","61138002","2024/06/10 16:00:00","【前篇】完成 10 次活動冒險吧（前後篇皆可）"
"10138","6008","10139101","9012","61139001","0","0","1","601","2024/06/27 15:59:59","0","61139001","2024/06/10 16:00:00","【後篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）"
"10138","6004","10139102","9004","61139002","0","0","10","601","2024/06/27 15:59:59","0","61139002","2024/06/10 16:00:00","【後篇】完成 10 次活動冒險吧（前後篇皆可）"
"10140","6008","10140101","9012","61140001","0","0","1","601","2024/07/17 15:59:59","0","61140001","2024/07/01 16:00:00","挑戰1次地獄的聖女富美惠吧（EX、EX＋除外）"
"10140","6004","10140102","9004","61140002","0","0","10","601","2024/07/17 15:59:59","0","61140002","2024/07/01 16:00:00","完成10次活動冒險"
"10141","6008","10141101","9012","61141001","0","0","1","601","2024/07/28 15:59:59","0","61141001","2024/07/18 16:00:00","挑戰1次祈福託災的招財貓吧（全難易度皆可） "
"10141","6004","10141102","9004","61141002","0","0","10","601","2024/07/28 15:59:59","0","61141002","2024/07/18 16:00:00","完成10次活動冒險"
"10142","6008","10142101","9012","61142001","0","0","1","601","2024/08/17 15:59:59","0","61142001","2024/08/01 16:00:00","挑戰1次剛雷獸‧雷葛宏吧（EX、EX＋除外）"
"10142","6004","10142102","9004","61142002","0","0","10","601","2024/08/17 15:59:59","0","61142002","2024/08/01 16:00:00","完成10次活動冒險"
"10143","6008","10143101","9012","61143001","0","0","1","601","2024/08/28 15:59:59","0","61143001","2024/08/18 16:00:00","挑戰1次大王猩猩吧（全難易度皆可） "
"10143","6004","10143102","9004","61143002","0","0","10","601","2024/08/28 15:59:59","0","61143002","2024/08/18 16:00:00","完成10次活動冒險"
"10144","6008","10144101","9012","61144001","0","0","1","601","2024/09/19 15:59:59","0","61144001","2024/09/01 16:00:00","挑戰1次魔物植物‧莫培爾培吧（EX、EX＋除外）"
"10144","6004","10144102","9004","61144002","0","0","10","601","2024/09/19 15:59:59","0","61144002","2024/09/01 16:00:00","完成10次活動冒險"
"10145","6008","10145101","9012","61145001","0","0","1","601","2024/09/28 15:59:59","0","61145001","2024/09/18 16:00:00","挑戰1次智慧的鍊金術師‧莫夫吧（全難易度皆可） "
"10145","6004","10145102","9004","61145002","0","0","10","601","2024/09/28 15:59:59","0","61145002","2024/09/18 16:00:00","完成10次活動冒險"
"10146","6008","10146101","9012","61146001","0","0","1","601","2024/10/19 15:59:59","0","61146001","2024/10/01 16:00:00","挑戰1次捲土重來‧吉諾吧（EX、EX＋除外）"
"10146","6004","10146102","9004","61146002","0","0","10","601","2024/10/19 15:59:59","0","61146002","2024/10/01 16:00:00","完成10次活動冒險"
"10147","6008","10147101","9012","61147001","0","0","1","601","2024/10/28 15:59:59","0","61147001","2024/10/18 16:00:00","挑戰1次變貌的從者‧布拉德吧（全難易度皆可） "
"10147","6004","10147102","9004","61147002","0","0","10","601","2024/10/28 15:59:59","0","61147002","2024/10/18 16:00:00","完成10次活動冒險"
"10148","6008","10148101","9012","61148001","0","0","1","601","2024/11/19 15:59:59","0","61148001","2024/11/01 16:00:00","挑戰1次盛夏的發狂史萊姆吧（EX、EX＋除外）"
"10148","6004","10148102","9004","61148002","0","0","10","601","2024/11/19 15:59:59","0","61148002","2024/11/01 16:00:00","完成10次活動冒險"
"10149","6008","10149101","9012","61149001","0","0","1","601","2024/11/28 15:59:59","0","61149001","2024/11/18 16:00:00","挑戰1次復活的白色島鯨吧（全難易度皆可） "
"10149","6004","10149102","9004","61149002","0","0","10","601","2024/11/28 15:59:59","0","61149002","2024/11/18 16:00:00","完成10次活動冒險"
"10150","6008","10150101","9012","61150001","0","0","1","601","2024/12/19 15:59:59","0","61150001","2024/12/01 16:00:00","挑戰1次混沌生成系統吧（EX、EX＋除外）"
"10150","6004","10150102","9004","61150002","0","0","10","601","2024/12/19 15:59:59","0","61150002","2024/12/01 16:00:00","完成10次活動冒險"
"10151","6008","10151101","9012","61151001","0","0","1","601","2024/12/28 15:59:59","0","61151001","2024/12/18 16:00:00","挑戰1次怨恨亡靈吧（全難易度皆可） "
"10151","6004","10151102","9004","61151002","0","0","10","601","2024/12/28 15:59:59","0","61151002","2024/12/18 16:00:00","完成10次活動冒險"
"10152","6008","10152101","9012","61152001","0","0","1","601","2025/01/26 15:59:59","0","61152001","2025/01/01 16:00:00","挑戰1次吞食記憶‧白島鯨吧（EX、EX＋除外）"
"10152","6004","10152102","9004","61152002","0","0","10","601","2025/01/26 15:59:59","0","61152002","2025/01/01 16:00:00","完成10次活動冒險"
"10153","6008","10153101","9012","61153001","0","0","1","601","2025/01/26 15:59:59","0","61153001","2025/01/16 16:00:00","挑戰1次貝特魯吉烏斯吧（EX除外） "
"10153","6004","10153102","9004","61153002","0","0","10","601","2025/01/26 15:59:59","0","61153002","2025/01/16 16:00:00","完成10次活動冒險"
"10154","6008","10154101","9012","61154001","0","0","1","601","2025/02/19 15:59:59","0","61154001","2025/02/01 16:00:00","挑戰1次惡毒巨蛇吧（EX、EX＋除外）"
"10154","6004","10154102","9004","61154002","0","0","10","601","2025/02/19 15:59:59","0","61154002","2025/02/01 16:00:00","完成10次活動冒險"
"10155","6008","10155101","9012","61155001","0","0","1","601","2025/02/27 15:59:59","0","61155001","2025/02/18 16:00:00","挑戰1次被解放的暴魔‧阿爾杰什吧（EX除外） "
"10155","6004","10155102","9004","61155002","0","0","10","601","2025/02/27 15:59:59","0","61155002","2025/02/18 16:00:00","完成10次活動冒險"
"10156","6008","10156101","9012","61156001","0","0","1","601","2025/03/19 15:59:59","0","61156001","2025/03/01 16:00:00","挑戰1次超級 衝刺喬吧（EX、EX＋除外）"
"10156","6004","10156102","9004","61156002","0","0","10","601","2025/03/19 15:59:59","0","61156002","2025/03/01 16:00:00","完成10次活動冒險"
"10157","6008","10157101","9012","61157001","0","0","1","601","2025/03/27 15:59:59","0","61157001","2025/03/18 16:00:00","挑戰1次哈立德吧（EX除外） "
"10157","6004","10157102","9004","61157002","0","0","10","601","2025/03/27 15:59:59","0","61157002","2025/03/18 16:00:00","完成10次活動冒險"
"10158","6008","10158101","9012","61158001","0","0","1","601","2025/04/19 15:59:59","0","61158001","2025/04/01 16:00:00","挑戰1次年幼鬼魂‧吐舌鬼吧（EX、EX＋除外）"
"10158","6004","10158102","9004","61158002","0","0","10","601","2025/04/19 15:59:59","0","61158002","2025/04/01 16:00:00","完成10次活動冒險"
"10159","6008","10159101","9012","61159001","0","0","1","601","2025/04/27 15:59:59","0","61159001","2025/04/18 16:00:00","挑戰1次美空吧（EX除外） "
"10159","6004","10159102","9004","61159002","0","0","10","601","2025/04/27 15:59:59","0","61159002","2025/04/18 16:00:00","完成10次活動冒險"
"10160","6008","10160101","9012","61160001","0","0","1","601","2025/05/19 15:59:59","0","61160001","2025/05/01 16:00:00","挑戰1次咒縛的大蛇‧梅杜希亞娜吧（EX、EX＋除外）"
"10160","6004","10160102","9004","61160002","0","0","10","601","2025/05/19 15:59:59","0","61160002","2025/05/01 16:00:00","完成10次活動冒險"
"10161","6008","10161101","9012","61161001","0","0","1","601","2025/05/27 15:59:59","0","61161001","2025/05/18 16:00:00","挑戰1次巴西利斯克‧阿洛斯吧（EX除外） "
"10161","6004","10161102","9004","61161002","0","0","10","601","2025/05/27 15:59:59","0","61161002","2025/05/18 16:00:00","完成10次活動冒險"
"10163","6008","10163101","9012","61163001","0","0","1","601","2025/06/27 15:59:59","0","61163001","2025/06/18 16:00:00","挑戰1次夢中隕石吧（EX除外） "
"10163","6004","10163102","9004","61163002","0","0","10","601","2025/06/27 15:59:59","0","61163002","2025/06/18 16:00:00","完成10次活動冒險"
"10164","6008","10164101","9012","61164001","0","0","1","601","2025/07/27 15:59:59","0","61164001","2025/07/12 16:00:00","【前篇】挑戰1次Boss吧（前後篇的EX除外）"
"10164","6004","10164102","9021","61164002","0","0","10","601","2025/07/27 15:59:59","0","61164002","2025/07/12 16:00:00","【前篇】完成 10 次活動冒險吧（前後篇皆可）"
"10164","6008","10165101","9012","61165001","0","0","1","601","2025/07/27 15:59:59","0","61165001","2025/07/17 16:00:00","【後篇】挑戰1次Boss吧（前後篇的EX除外）"
"10164","6004","10165102","9004","61165002","0","0","10","601","2025/07/27 15:59:59","0","61165002","2025/07/17 16:00:00","【後篇】完成 10 次活動冒險吧（前後篇皆可）"
"10166","6008","10166101","9012","61166001","0","0","1","601","2025/08/27 15:59:59","0","61166001","2025/08/18 16:00:00","挑戰1次奈落的聖女富美惠吧（EX除外）"
"10166","6004","10166102","9004","61166002","0","0","10","601","2025/08/27 15:59:59","0","61166002","2025/08/18 16:00:00","完成10次活動冒險"
