bd02a43be8f6e343ec2403a528abc434364397fff1a2986e69777ce685935a6a,ccd8c0d53640d2e6fee4c6aefdcd2903c6b178fc824ab826d1f380625e498553,fb342d3a26178c10eedd6a250398037d32b692b1de780b915629b6c89ebc41c2,84c754a7a8b0fb3ef7586297a99fb6b435f7ca845c2543f8505e78d1fd832924,4560767ee318dcd70ab07c665d4242ab479485c44f876175528d070ac7d2d19c,a138e75c6c0d22b73bdd4196e4529ebd186589fcb7bb4f3ed771f73bb91a9f33,a558fbe5a8204d46f76b4fa2c0d0f05482a0995fde953de33e1532373d0fa608,c0a93961a5e939a3317c5895af279c949507e208876f2a616cc2295ab8f2572e
"4","0","0","126","0","5","15531","0"
"4","0","0","168","0","5","15541","0"
"4","0","0","210","0","5","15551","0"
"1","0","0","94","0","2","15611","0"
"1","0","0","188","0","2","15621","0"
"1","0","0","282","0","2","15631","0"
"1","0","0","376","0","2","15641","0"
"1","0","0","470","0","2","15651","0"
"4","0","0","42","0","3","15711","0"
"4","0","0","84","0","3","15721","0"
"4","0","0","126","0","3","15731","0"
"4","0","0","168","0","3","15741","0"
"4","0","0","210","0","3","15751","0"
"5","0","0","15","0","6","15811","0"
"5","0","0","30","0","6","15821","0"
"5","0","0","45","0","6","15831","0"
"5","0","0","60","0","6","15841","0"
"5","0","0","75","0","6","15851","0"
"2","0","0","20","0","7","15911","0"
"2","0","0","40","0","7","15921","0"
"2","0","0","60","0","7","15931","0"
"2","0","0","80","0","7","15941","0"
"2","0","0","100","0","7","15951","0"
"3","0","0","44","0","3","16011","0"
"3","0","0","88","0","3","16021","0"
"3","0","0","132","0","3","16031","0"
"3","0","0","176","0","3","16041","0"
"3","0","0","220","0","3","16051","0"
"4","0","0","1","0","100","16111","0"
"4","0","0","2","0","100","16121","0"
"4","0","0","3","0","100","16131","0"
"5","0","0","64","0","1","16211","0"
"5","0","0","128","0","1","16221","0"
"5","0","0","192","0","1","16231","0"
"5","0","0","256","0","1","16241","0"
"5","0","0","320","0","1","16251","0"
"2","0","0","42","0","3","16311","0"
"2","0","0","84","0","3","16321","0"
"2","0","0","126","0","3","16331","0"
"2","0","0","168","0","3","16341","0"
"2","0","0","210","0","3","16351","0"
"3","0","0","44","0","5","16411","0"
"3","0","0","88","0","5","16421","0"
"3","0","0","132","0","5","16431","0"
"3","0","0","176","0","5","16441","0"
"3","0","0","220","0","5","16451","0"
"5","0","0","44","0","5","16511","0"
"5","0","0","88","0","5","16521","0"
"5","0","0","132","0","5","16531","0"
"5","0","0","176","0","5","16541","0"
"5","0","0","220","0","5","16551","0"
"1","3","5","42","4","3","16611","2"
"1","3","5","84","4","3","16621","2"
"1","3","5","126","4","3","16631","2"
"1","3","5","168","4","3","16641","2"
"1","3","5","210","4","3","16651","2"
"1","0","0","20","0","6","16711","0"
"1","0","0","40","0","6","16721","0"
"1","0","0","60","0","6","16731","0"
"1","0","0","80","0","6","16741","0"
"1","0","0","100","0","6","16751","0"
"3","0","0","46","0","5","16811","0"
"3","0","0","92","0","5","16821","0"
"3","0","0","138","0","5","16831","0"
"3","0","0","184","0","5","16841","0"
"3","0","0","230","0","5","16851","0"
"4","0","0","94","0","4","16911","0"
"4","0","0","188","0","4","16921","0"
"4","0","0","282","0","4","16931","0"
"4","0","0","376","0","4","16941","0"
"4","0","0","470","0","4","16951","0"
"5","0","0","20","0","6","17011","0"
"5","0","0","40","0","6","17021","0"
"5","0","0","60","0","6","17031","0"
"5","0","0","80","0","6","17041","0"
"5","0","0","100","0","6","17051","0"
"1","0","0","46","0","5","17111","0"
"1","0","0","92","0","5","17121","0"
"1","0","0","138","0","5","17131","0"
"1","0","0","184","0","5","17141","0"
"1","0","0","230","0","5","17151","0"
"1","0","0","94","0","4","17211","0"
"1","0","0","188","0","4","17221","0"
"1","0","0","282","0","4","17231","0"
"1","0","0","376","0","4","17241","0"
"1","0","0","470","0","4","17251","0"
"2","0","0","50","0","1","17311","0"
"2","0","0","100","0","1","17321","0"
"2","0","0","150","0","1","17331","0"
"2","0","0","200","0","1","17341","0"
"2","0","0","250","0","1","17351","0"
"5","0","0","20","0","7","17411","0"
"5","0","0","40","0","7","17421","0"
"5","0","0","60","0","7","17431","0"
"5","0","0","80","0","7","17441","0"
"5","0","0","100","0","7","17451","0"
"1","0","0","42","0","3","17511","0"
"1","0","0","84","0","3","17521","0"
"1","0","0","126","0","3","17531","0"
"1","0","0","168","0","3","17541","0"
"1","0","0","210","0","3","17551","0"
"3","0","0","1","0","100","17611","0"
"3","0","0","2","0","100","17621","0"
"4","0","0","1","0","101","17711","0"
"4","0","0","2","0","101","17721","0"
"4","0","0","3","0","101","17731","0"
"1","0","0","50","0","1","17811","0"
"1","0","0","100","0","1","17821","0"
"1","0","0","150","0","1","17831","0"
"1","0","0","200","0","1","17841","0"
"1","0","0","250","0","1","17851","0"
"3","0","0","52","0","1","17911","0"
"3","0","0","104","0","1","17921","0"
"3","0","0","156","0","1","17931","0"
"3","0","0","208","0","1","17941","0"
"3","0","0","260","0","1","17951","0"
"4","0","0","44","0","3","18011","0"
"4","0","0","88","0","3","18021","0"
"4","0","0","132","0","3","18031","0"
"4","0","0","176","0","3","18041","0"
"4","0","0","220","0","3","18051","0"
"5","0","0","1","0","100","18111","0"
"5","0","0","2","0","100","18121","0"
"2","0","0","20","0","6","18211","0"
"2","0","0","40","0","6","18221","0"
"2","0","0","60","0","6","18231","0"
"2","0","0","80","0","6","18241","0"
"2","0","0","100","0","6","18251","0"
"3","0","0","92","0","4","18311","0"
"3","0","0","184","0","4","18321","0"
"3","0","0","276","0","4","18331","0"
"3","0","0","368","0","4","18341","0"
"3","0","0","460","0","4","18351","0"
"4","0","0","44","0","5","18411","0"
"4","0","0","88","0","5","18421","0"
"4","0","0","132","0","5","18431","0"
"4","0","0","176","0","5","18441","0"
"4","0","0","220","0","5","18451","0"
"1","0","0","52","0","1","18511","0"
"1","0","0","104","0","1","18521","0"
"1","0","0","156","0","1","18531","0"
"1","0","0","208","0","1","18541","0"
"1","0","0","260","0","1","18551","0"
"4","0","0","64","0","1","18611","0"
"4","0","0","128","0","1","18621","0"
"4","0","0","192","0","1","18631","0"
"4","0","0","256","0","1","18641","0"
"4","0","0","320","0","1","18651","0"
"5","0","0","94","0","4","18711","0"
"5","0","0","188","0","4","18721","0"
"5","0","0","282","0","4","18731","0"
"5","0","0","376","0","4","18741","0"
"5","0","0","470","0","4","18751","0"
"2","0","0","52","0","1","18811","0"
"2","0","0","104","0","1","18821","0"
"2","0","0","156","0","1","18831","0"
"2","0","0","208","0","1","18841","0"
"2","0","0","260","0","1","18851","0"
"3","0","0","1","0","101","18911","0"
"3","0","0","2","0","101","18921","0"
"3","0","0","3","0","101","18931","0"
"1","0","0","1","0","100","19011","0"
"1","0","0","2","0","100","19021","0"
"2","0","0","92","0","4","19111","0"
"2","0","0","184","0","4","19121","0"
"2","0","0","276","0","4","19131","0"
"2","0","0","368","0","4","19141","0"
"2","0","0","460","0","4","19151","0"
"3","0","0","20","0","7","19211","0"
"3","0","0","40","0","7","19221","0"
"3","0","0","60","0","7","19231","0"
"3","0","0","80","0","7","19241","0"
"3","0","0","100","0","7","19251","0"
"5","0","0","46","0","3","19311","0"
"5","0","0","92","0","3","19321","0"
"5","0","0","138","0","3","19331","0"
"5","0","0","184","0","3","19341","0"
"5","0","0","230","0","3","19351","0"
"1","3","5","90","4","2","19411","2"
"1","3","5","180","4","2","19421","2"
"1","3","5","270","4","2","19431","2"
"1","3","5","360","4","2","19441","2"
"1","3","5","450","4","2","19451","2"
"1","0","0","1","0","100","19511","0"
"1","0","0","2","0","100","19521","0"
"1","0","0","3","0","100","19531","0"
"3","0","0","46","0","3","19611","0"
"3","0","0","92","0","3","19621","0"
"3","0","0","138","0","3","19631","0"
"3","0","0","184","0","3","19641","0"
"3","0","0","230","0","3","19651","0"
"4","0","0","94","0","2","19711","0"
"4","0","0","188","0","2","19721","0"
"4","0","0","282","0","2","19731","0"
"4","0","0","376","0","2","19741","0"
"4","0","0","470","0","2","19751","0"
"5","0","0","46","0","5","19811","0"
"5","0","0","92","0","5","19821","0"
"5","0","0","138","0","5","19831","0"
"5","0","0","184","0","5","19841","0"
"5","0","0","230","0","5","19851","0"
"2","0","0","1","0","101","19911","0"
"2","0","0","2","0","101","19921","0"
"2","0","0","3","0","101","19931","0"
"3","0","0","94","0","4","20011","0"
"3","0","0","188","0","4","20021","0"
"3","0","0","282","0","4","20031","0"
"3","0","0","376","0","4","20041","0"
"3","0","0","470","0","4","20051","0"
"5","0","0","96","0","4","20111","0"
"5","0","0","192","0","4","20121","0"
"5","0","0","288","0","4","20131","0"
"5","0","0","384","0","4","20141","0"
"5","0","0","480","0","4","20151","0"
"1","0","0","96","0","2","20211","0"
"1","0","0","192","0","2","20221","0"
"1","0","0","288","0","2","20231","0"
"1","0","0","384","0","2","20241","0"
"1","0","0","480","0","2","20251","0"
"2","0","0","94","0","4","20311","0"
"2","0","0","188","0","4","20321","0"
"2","0","0","282","0","4","20331","0"
"2","0","0","376","0","4","20341","0"
"2","0","0","470","0","4","20351","0"
"5","0","0","1","0","100","20411","0"
"5","0","0","2","0","100","20421","0"
"5","0","0","3","0","100","20431","0"
"2","0","0","96","0","4","20511","0"
"2","0","0","192","0","4","20521","0"
"2","0","0","288","0","4","20531","0"
"2","0","0","384","0","4","20541","0"
"2","0","0","480","0","4","20551","0"
"4","0","0","96","0","2","20611","0"
"4","0","0","192","0","2","20621","0"
"4","0","0","288","0","2","20631","0"
"4","0","0","384","0","2","20641","0"
"4","0","0","480","0","2","20651","0"
"1","0","0","44","0","3","20711","0"
"1","0","0","88","0","3","20721","0"
"1","0","0","132","0","3","20731","0"
"1","0","0","176","0","3","20741","0"
"1","0","0","220","0","3","20751","0"
"2","0","0","44","0","3","20811","0"
"2","0","0","88","0","3","20821","0"
"2","0","0","132","0","3","20831","0"
"2","0","0","176","0","3","20841","0"
"2","0","0","220","0","3","20851","0"
"3","0","0","1","0","100","20911","0"
"3","0","0","2","0","100","20921","0"
"3","0","0","3","0","100","20931","0"
"4","0","0","96","0","4","21011","0"
"4","0","0","192","0","4","21021","0"
"4","0","0","288","0","4","21031","0"
"4","0","0","384","0","4","21041","0"
"4","0","0","480","0","4","21051","0"
"1","0","0","96","0","4","21111","0"
"1","0","0","192","0","4","21121","0"
"1","0","0","288","0","4","21131","0"
"1","0","0","384","0","4","21141","0"
"1","0","0","480","0","4","21151","0"
"3","0","0","96","0","4","21211","0"
"3","0","0","192","0","4","21221","0"
"3","0","0","288","0","4","21231","0"
"3","0","0","384","0","4","21241","0"
"3","0","0","480","0","4","21251","0"
"5","0","0","94","0","2","21311","0"
"5","0","0","188","0","2","21321","0"
"5","0","0","282","0","2","21331","0"
"5","0","0","376","0","2","21341","0"
"5","0","0","470","0","2","21351","0"
"2","0","0","46","0","3","21411","0"
"2","0","0","92","0","3","21421","0"
"2","0","0","138","0","3","21431","0"
"2","0","0","184","0","3","21441","0"
"2","0","0","230","0","3","21451","0"
"4","0","0","46","0","5","21511","0"
"4","0","0","92","0","5","21521","0"
"4","0","0","138","0","5","21531","0"
"4","0","0","184","0","5","21541","0"
"4","0","0","230","0","5","21551","0"
"5","0","0","96","0","2","21611","0"
"5","0","0","192","0","2","21621","0"
"5","0","0","288","0","2","21631","0"
"5","0","0","384","0","2","21641","0"
"5","0","0","480","0","2","21651","0"
"2","0","0","1","0","100","21711","0"
"2","0","0","2","0","100","21721","0"
"2","0","0","3","0","100","21731","0"
"3","0","0","96","0","2","21811","0"
"3","0","0","192","0","2","21821","0"
"3","0","0","288","0","2","21831","0"
"3","0","0","384","0","2","21841","0"
"3","0","0","480","0","2","21851","0"
"4","0","0","46","0","3","21911","0"
"4","0","0","92","0","3","21921","0"
"4","0","0","138","0","3","21931","0"
"4","0","0","184","0","3","21941","0"
"4","0","0","230","0","3","21951","0"
"1","0","0","46","0","3","22011","0"
"1","0","0","92","0","3","22021","0"
"1","0","0","138","0","3","22031","0"
"1","0","0","184","0","3","22041","0"
"1","0","0","230","0","3","22051","0"
"2","0","0","96","0","2","22111","0"
"2","0","0","192","0","2","22121","0"
"2","0","0","288","0","2","22131","0"
"2","0","0","384","0","2","22141","0"
"2","0","0","480","0","2","22151","0"
"1","3","5","90","4","4","22211","2"
"1","3","5","180","4","4","22221","2"
"1","3","5","270","4","4","22231","2"
"1","3","5","360","4","4","22241","2"
"1","3","5","450","4","4","22251","2"
