5fd22ae789bbb2add8a827eb55295f20b418d270dbfaef84db9c910f822241ee,67c7f05959a547c82570179eaab2b5218fb546532f94f412eff817c50bc35e46,4581819f278560b02269c44216cbeffcd36868296209ea45729aac249a6df308,e0e54f97968780ccfd6bbce3a6dc261f1a9d770e56dabd07c56851a9a99b762d,7bec6942af4df66c123fe1e546328886f138c81b5904eb6524d51314d7254b37,03a118841f08c3c73487ee223be3697ef154d809730d5e755905db02f5972ded,904d4bf5d82f9925860487438140555f8faa329c1628dda4ea1a7d10a4d4b2e3,b726ea2249e8bc387dc9d5f766e43da2d0910eed86b1b6a6663f5dcf0778ad84,82470220ae954e7f481e664a2c79466d993bbdc899de3cf474c0c29f100606a8,4c90fda19724adf2a3ec654b0da26b7629d4df026c77d6457fb01ccf19ef0dbf,05fcd07936ba1d2777b5039abe8580791248decc683781dcfa3dccc10385b6e3,05c8390c285384adeffae6f00960e7bbde79106234abfcf660d71721a95092c4
"0","77","0","0","40","0","1","1240062","0.235","14","24","62"
"0.235","0","1","0","0","0","4","1240063","0","0","24","63"
"0","192","0","0","77","0","1","1240064","1.729","14","24","64"
"3.529","0","1","0","0","0","4","1240065","0","0","24","65"
"1","0","3","0","0","0","4","1250001","0","0","25","1"
"0","0","0","vo_nyx_0701","0","vo_nyx","2","1250002","0","0","25","2"
"0","218","0","0","0","0","1","1250003","2.62","1","25","3"
"3.07","0","1","0","0","0","4","1250004","0","0","25","4"
"0","0","0","vo_nyx_0702","0","vo_nyx","2","1250005","0","0","25","5"
"0","385","0","0","218","0","1","1250006","1.252","1","25","6"
"1.252","0","1","0","0","0","4","1250007","0","0","25","7"
"0","0","0","0","0","0","1","1250008","0.322","2","25","8"
"0.577","0","1","0","0","0","4","1250009","0","0","25","9"
"0","345","0","0","0","0","1","1250010","2.127","2","25","10"
"2.985","0","1","0","0","0","4","1250011","0","0","25","11"
"0","0","0","vo_nyx_0703","0","vo_nyx","2","1250012","0","0","25","12"
"0","380","0","0","0","0","1","1250013","2.972","3","25","13"
"3.55","0","1","0","0","0","4","1250014","0","0","25","14"
"0","323","0","0","0","0","1","1250015","3.003","4","25","15"
"3.672","0","1","0","0","0","4","1250016","0","0","25","16"
"0","0","0","vo_nyx_0704","0","vo_nyx","2","1250017","0","0","25","17"
"0","206","0","0","0","0","1","1250018","2.06","5","25","18"
"2.34","0","1","0","0","0","4","1250019","0","0","25","19"
"0","400","0","0","206","0","1","1250020","1.44","5","25","20"
"2.486","0","1","0","0","0","4","1250021","0","0","25","21"
"0","0","0","vo_nyx_0705","0","vo_nyx","2","1250022","0","0","25","22"
"0","71","0","0","0","0","1","1250023","0.766","6","25","23"
"1.136","0","1","0","0","0","4","1250024","0","0","25","24"
"0","320","0","0","71","0","1","1250025","2.067","6","25","25"
"2.735","0","1","0","0","0","4","1250026","0","0","25","26"
"0","0","0","vo_nyx_0706","0","vo_nyx","2","1250027","0","0","25","27"
"0","375","0","0","0","0","1","1250028","3.027","7","25","28"
"3.027","0","1","0","0","0","4","1250029","0","0","25","29"
"0","0","0","0","0","0","1","1250030","0.808","8","25","30"
"1.288","0","1","0","0","0","4","1250031","0","0","25","31"
"0","385","0","0","0","0","1","1250032","1.8","8","25","32"
"2.043","0","1","0","0","0","4","1250033","0","0","25","33"
"0","190","0","0","0","0","1","1250034","1.75","9","25","34"
"2.547","0","1","0","0","0","4","1250035","0","0","25","35"
"2","0","3","0","0","0","4","1250036","0","0","25","36"
"0","0","0","vo_nyx_0707","0","vo_nyx","2","1250037","0","0","25","37"
"0","326","0","0","0","0","1","1250038","2.997","10","25","38"
"3.809","0","1","0","0","0","4","1250039","0","0","25","39"
"0","0","0","vo_nyx_0708","0","vo_nyx","2","1250040","0","0","25","40"
"0","182","0","0","0","0","1","1250041","1.538","11","25","41"
"1.671","0","1","0","0","0","4","1250042","0","0","25","42"
"0","352","0","0","182","0","1","1250043","0.893","11","25","43"
"1.738","0","1","0","0","0","4","1250044","0","0","25","44"
"3","0","3","0","0","0","4","1250045","0","0","25","45"
"0","0","0","vo_nyx_0709","0","vo_nyx","2","1250046","0","0","25","46"
"0","95","0","0","0","0","1","1250047","1.427","12","25","47"
"1.895","0","1","0","0","0","4","1250048","0","0","25","48"
"0","234","0","0","95","0","1","1250049","1.653","12","25","49"
"1.732","0","1","0","0","0","4","1250050","0","0","25","50"
"0","373","0","0","234","0","1","1250051","0.686","12","25","51"
"0.686","0","1","0","0","0","4","1250052","0","0","25","52"
"0","90","0","0","0","0","1","1250053","0.693","13","25","53"
"1.063","0","1","0","0","0","4","1250054","0","0","25","54"
"0","174","0","0","90","0","1","1250055","1.258","13","25","55"
"1.915","0","1","0","0","0","4","1250056","0","0","25","56"
"0","388","0","0","174","0","1","1250057","1.222","13","25","57"
"2.085","0","1","0","0","0","4","1250058","0","0","25","58"
"0","0","0","vo_nyx_0710","0","vo_nyx","2","1250059","0","0","25","59"
"0","200","0","0","0","0","1","1250060","2.18","14","25","60"
"3.98","0","1","0","0","0","4","1250061","0","0","25","61"
"1","0","3","0","0","0","4","1260001","0","0","26","1"
"0","0","0","vo_nyx_0801","0","vo_nyx","2","1260002","0","0","26","2"
"0","70","0","0","0","0","1","1260003","0.65","1","26","3"
"1.4","0","1","0","0","0","4","1260004","0","0","26","4"
"0","138","0","0","70","0","1","1260005","1.119","1","26","5"
"1.816","0","1","0","0","0","4","1260006","0","0","26","6"
"0","332","0","0","138","0","1","1260007","1.557","1","26","7"
"2.665","0","1","0","0","0","4","1260008","0","0","26","8"
"0","0","0","vo_nyx_0802","0","vo_nyx","2","1260009","0","0","26","9"
"0","143","0","0","70","0","1","1260010","0.776","2","26","10"
"1.608","0","1","0","0","0","4","1260011","0","0","26","11"
"0","310","0","0","143","0","1","1260012","1.562","2","26","12"
"2.562","0","1","0","0","0","4","1260013","0","0","26","13"
"2","0","3","0","0","0","4","1260014","0","0","26","14"
"0","0","0","vo_nyx_0803","0","vo_nyx","2","1260015","0","0","26","15"
"0","68","0","0","0","0","1","1260016","0.65","3","26","16"
"1.4","0","1","0","0","0","4","1260017","0","0","26","17"
"0","248","0","0","68","0","1","1260018","2.205","3","26","18"
"2.779","0","1","0","0","0","4","1260019","0","0","26","19"
"0","0","0","vo_nyx_0804","0","vo_nyx","2","1260020","0","0","26","20"
"0","283","0","0","248","0","1","1260021","0.393","3","26","21"
"0.987","0","1","0","0","0","4","1260022","0","0","26","22"
"0","370","0","0","283","0","1","1260023","0.843","3","26","23"
"0.843","0","1","0","0","0","4","1260024","0","0","26","24"
"0","263","0","0","68","0","1","1260025","1.481","4","26","25"
"2.481","0","1","0","0","0","4","1260026","0","0","26","26"
"3","0","3","0","0","0","4","1260027","0","0","26","27"
"0","0","0","vo_nyx_0805","0","vo_nyx","2","1260028","0","0","26","28"
"0","70","0","0","0","0","1","1260029","0.65","5","26","29"
"1.4","0","1","0","0","0","4","1260030","0","0","26","30"
"0","270","0","0","70","0","1","1260031","1.879","5","26","31"
"2.917","0","1","0","0","0","4","1260032","0","0","26","32"
"0","267","0","0","70","0","1","1260033","2.759","6","26","33"
"3.645","0","1","0","0","0","4","1260034","0","0","26","34"
"0","395","0","0","267","0","1","1260035","0.487","6","26","35"
"1.487","0","1","0","0","0","4","1260036","0","0","26","36"
"4","0","3","0","0","0","4","1260037","0","0","26","37"
"0","0","0","vo_nyx_0806","0","vo_nyx","2","1260038","0","0","26","38"
"0","70","0","0","0","0","1","1260039","0.65","7","26","39"
"1.4","0","1","0","0","0","4","1260040","0","0","26","40"
"0","136","0","0","70","0","1","1260041","1.003","7","26","41"
"1.452","0","1","0","0","0","4","1260042","0","0","26","42"
"0","387","0","0","136","0","1","1260043","2.373","7","26","43"
"2.6","0","1","0","0","0","4","1260044","0","0","26","44"
"0","250","0","0","70","0","1","1260045","1.23","8","26","45"
"2.23","0","1","0","0","0","4","1260046","0","0","26","46"
"1","0","3","0","0","0","4","1260047","0","0","26","47"
"0","0","0","vo_nyx_0807","0","vo_nyx","2","1260048","0","0","26","48"
"0","68","0","0","0","0","1","1260049","0.65","9","26","49"
"1.4","0","1","0","0","0","4","1260050","0","0","26","50"
"0","350","0","0","68","0","1","1260051","2.24","9","26","51"
"2.74","0","1","0","0","0","4","1260052","0","0","26","52"
"0","163","0","0","70","0","1","1260053","1.252","10","26","53"
"1.742","0","1","0","0","0","4","1260054","0","0","26","54"
"0","380","0","0","163","0","1","1260055","2.352","10","26","55"
"2.779","0","1","0","0","0","4","1260056","0","0","26","56"
"0","310","0","0","70","0","1","1260057","2.013","11","26","57"
"3.047","0","1","0","0","0","4","1260058","0","0","26","58"
"0","0","0","vo_nyx_0808","0","vo_nyx","2","1260059","0","0","26","59"
"0","242","0","0","70","0","1","1260060","1.401","12","26","60"
"1.984","0","1","0","0","0","4","1260061","0","0","26","61"
"0","390","0","0","242","0","1","1260062","2.073","12","26","62"
"2.372","0","1","0","0","0","4","1260063","0","0","26","63"
"0","240","0","0","70","0","1","1260064","1.4","13","26","64"
"2.2","0","1","0","0","0","4","1260065","0","0","26","65"
"4","0","3","0","0","0","4","1260066","0","0","26","66"
"0","0","0","vo_nyx_0809","0","vo_nyx","2","1260067","0","0","26","67"
"0","68","0","0","0","0","1","1260068","0.65","14","26","68"
"1.4","0","1","0","0","0","4","1260069","0","0","26","69"
"0","260","0","0","68","0","1","1260070","1.52","14","26","70"
"2.5","0","1","0","0","0","4","1260071","0","0","26","71"
"0","0","0","vo_nyx_0810","0","vo_nyx","2","1260072","0","0","26","72"
"0","280","0","0","70","0","1","1260073","2.7","15","26","73"
"4.5","0","1","0","0","0","4","1260074","0","0","26","74"
"1","0","3","0","0","0","4","1320001","0","0","32","1"
"0","0","0","vo_nyx_0901","0","vo_nyx","2","1320002","0","0","32","2"
"0","215","0","0","0","0","1","1320003","3.31","1","32","3"
"3.909","0","1","0","0","0","4","1320004","0","0","32","4"
"0","358","0","0","215","0","1","1320005","0.836","1","32","5"
"1.457","0","1","0","0","0","4","1320006","0","0","32","6"
"0","395","0","0","358","0","1","1320007","0.533","1","32","7"
"0.533","0","1","0","0","0","4","1320008","0","0","32","8"
"0","149","0","0","0","0","1","1320009","1.392","2","32","9"
"1.99","0","1","0","0","0","4","1320010","0","0","32","10"
"0","395","0","0","149","0","1","1320011","3.058","2","32","11"
"3.058","0","1","0","0","0","4","1320012","0","0","32","12"
"0","74","0","0","0","0","1","1320013","0.338","3","32","13"
"1.471","0","1","0","0","0","4","1320014","0","0","32","14"
"0","0","0","vo_nyx_0902","0","vo_nyx","2","1320015","0","0","32","15"
"0","268","0","0","74","0","1","1320016","2.683","3","32","16"
"3.31","0","1","0","0","0","4","1320017","0","0","32","17"
"0","375","0","0","268","0","1","1320018","0.944","3","32","18"
"0.944","0","1","0","0","0","4","1320019","0","0","32","19"
"0","89","0","0","0","0","1","1320020","1.745","4","32","20"
"2.481","0","1","0","0","0","4","1320021","0","0","32","21"
"0","306","0","0","89","0","1","1320022","1.399","4","32","22"
"2.87","0","1","0","0","0","4","1320023","0","0","32","23"
"2","0","3","0","0","0","4","1320024","0","0","32","24"
"0","0","0","vo_nyx_0903","0","vo_nyx","2","1320025","0","0","32","25"
"0","83","0","0","0","0","1","1320026","1.276","5","32","26"
"2.005","0","1","0","0","0","4","1320027","0","0","32","27"
"0","171","0","0","83","0","1","1320028","1.038","5","32","28"
"1.608","0","1","0","0","0","4","1320029","0","0","32","29"
"0","280","0","0","171","0","1","1320030","1.038","5","32","30"
"1.11","0","1","0","0","0","4","1320031","0","0","32","31"
"0","202","0","0","0","0","1","1320032","2.055","6","32","32"
"2.844","0","1","0","0","0","4","1320033","0","0","32","33"
"0","389","0","0","202","0","1","1320034","1.871","6","32","34"
"2.397","0","1","0","0","0","4","1320035","0","0","32","35"
"0","175","0","0","0","0","1","1320036","1.589","7","32","36"
"2.196","0","1","0","0","0","4","1320037","0","0","32","37"
"0","395","0","0","175","0","1","1320038","2.445","7","32","38"
"2.445","0","1","0","0","0","4","1320039","0","0","32","39"
"0","266","0","0","0","0","1","1320040","1.372","8","32","40"
"2.657","0","1","0","0","0","4","1320041","0","0","32","41"
"3","0","3","0","0","0","4","1320042","0","0","32","42"
"0","0","0","vo_nyx_0904","0","vo_nyx","2","1320043","0","0","32","43"
"0","390","0","0","266","0","1","1320044","2.066","8","32","44"
"2.066","0","1","0","0","0","4","1320045","0","0","32","45"
"0","131","0","0","0","0","1","1320046","0.916","9","32","46"
"1.42","0","1","0","0","0","4","1320047","0","0","32","47"
"0","313","0","0","131","0","1","1320048","0.71","9","32","48"
"1.561","0","1","0","0","0","4","1320049","0","0","32","49"
"0","385","0","0","313","0","1","1320050","2.191","9","32","50"
"2.191","0","1","0","0","0","4","1320051","0","0","32","51"
"0","176","0","0","0","0","1","1320052","1.377","10","32","52"
"1.833","0","1","0","0","0","4","1320053","0","0","32","53"
"0","390","0","0","176","0","1","1320054","2.749","10","32","54"
"2.749","0","1","0","0","0","4","1320055","0","0","32","55"
"0","74","0","0","0","0","1","1320056","0.753","11","32","56"
"2.093","0","1","0","0","0","4","1320057","0","0","32","57"
"0","0","0","vo_nyx_0905","0","vo_nyx","2","1320058","0","0","32","58"
"0","160","0","0","74","0","1","1320059","1.534","11","32","59"
"2.185","0","1","0","0","0","4","1320060","0","0","32","60"
"0","311","0","0","160","0","1","1320061","1.269","11","32","61"
"1.86","0","1","0","0","0","4","1320062","0","0","32","62"
"0","400","0","0","311","0","1","1320063","0.74","11","32","63"
"0.74","0","1","0","0","0","4","1320064","0","0","32","64"
"0","134","0","0","0","0","1","1320065","1.911","12","32","65"
"2.508","0","1","0","0","0","4","1320066","0","0","32","66"
"0","380","0","0","134","0","1","1320067","2.445","12","32","67"
"3.145","0","1","0","0","0","4","1320068","0","0","32","68"
"0","0","0","vo_nyx_0906","0","vo_nyx","2","1320069","0","0","32","69"
"0","116","0","0","0","0","1","1320070","0.992","13","32","70"
"2.792","0","1","0","0","0","4","1320071","0","0","32","71"
"1","0","3","0","0","0","4","1330001","0","0","33","1"
"0","0","0","vo_nyx_1001","0","vo_nyx","2","1330002","0","0","33","2"
"0","194","0","0","0","0","1","1330003","1.326","1","33","3"
"1.649","0","1","0","0","0","4","1330004","0","0","33","4"
"0","315","0","0","194","0","1","1330005","2.01","1","33","5"
"2.529","0","1","0","0","0","4","1330006","0","0","33","6"
"0","395","0","0","315","0","1","1330007","1.404","1","33","7"
"1.459","0","1","0","0","0","4","1330008","0","0","33","8"
"0","120","0","0","0","0","1","1330009","0.468","2","33","9"
"1.704","0","1","0","0","0","4","1330010","0","0","33","10"
"0","0","0","vo_nyx_1002","0","vo_nyx","2","1330011","0","0","33","11"
"0","178","0","0","120","0","1","1330012","1.337","2","33","12"
"1.337","0","1","0","0","0","4","1330013","0","0","33","13"
"0","380","0","0","178","0","1","1330014","2.128","2","33","14"
"3.666","0","1","0","0","0","4","1330015","0","0","33","15"
"0","0","0","vo_nyx_1003","0","vo_nyx","2","1330016","0","0","33","16"
"0","207","0","0","0","0","1","1330017","1.938","3","33","17"
"2.451","0","1","0","0","0","4","1330018","0","0","33","18"
"0","330","0","0","207","0","1","1330019","1.303","3","33","19"
"2.273","0","1","0","0","0","4","1330020","0","0","33","20"
"0","0","0","vo_nyx_1004","0","vo_nyx","2","1330021","0","0","33","21"
"0","150","0","0","0","0","1","1330022","1.136","4","33","22"
"1.905","0","1","0","0","0","4","1330023","0","0","33","23"
"0","265","0","0","150","0","1","1330024","1.136","4","33","24"
"1.905","0","1","0","0","0","4","1330025","0","0","33","25"
"0","395","0","0","265","0","1","1330026","2.016","4","33","26"
"2.116","0","1","0","0","0","4","1330027","0","0","33","27"
"0","128","0","0","0","0","1","1330028","1.227","5","33","28"
"1","0","1","0","0","0","4","1330029","0","0","33","29"
"0","0","0","vo_nyx_1005","0","vo_nyx","2","1330030","0","0","33","30"
"0","119","0","0","0","0","1","1330031","1.227","6","33","31"
"2.174","0","1","0","0","0","4","1330032","0","0","33","32"
"0","0","0","vo_nyx_1006","0","vo_nyx","2","1330033","0","0","33","33"
"0","395","0","0","119","0","1","1330034","3.075","6","33","34"
"3.81","0","1","0","0","0","4","1330035","0","0","33","35"
"0","120","0","0","0","0","1","1330036","1.281","7","33","36"
"2.507","0","1","0","0","0","4","1330037","0","0","33","37"
"0","0","0","vo_nyx_1007","0","vo_nyx","2","1330038","0","0","33","38"
"0","253","0","0","120","0","1","1330039","1.17","7","33","39"
"2.039","0","1","0","0","0","4","1330040","0","0","33","40"
"0","0","0","vo_nyx_1008","0","vo_nyx","2","1330041","0","0","33","41"
"0","350","0","0","253","0","1","1330042","0.757","7","33","42"
"2.139","0","1","0","0","0","4","1330043","0","0","33","43"
"2","0","3","0","0","0","4","1330044","0","0","33","44"
"0","0","0","vo_nyx_1009","0","vo_nyx","2","1330045","0","0","33","45"
"0","140","0","0","0","0","1","1330046","1.348","8","33","46"
"2.852","0","1","0","0","0","4","1330047","0","0","33","47"
"0","0","0","vo_nyx_1010","0","vo_nyx","2","1330048","0","0","33","48"
"0","30","0","0","0","0","1","1330049","0.702","9","33","49"
"0.702","0","1","0","0","0","4","1330050","0","0","33","50"
"0","162","0","0","30","0","1","1330051","1.604","9","33","51"
"2.844","0","1","0","0","0","4","1330052","0","0","33","52"
"0","0","0","vo_nyx_1011","0","vo_nyx","2","1330053","0","0","33","53"
"0","395","0","0","162","0","1","1330054","2.016","9","33","54"
"2.707","0","1","0","0","0","4","1330055","0","0","33","55"
"0","234","0","0","0","0","1","1330056","2.128","10","33","56"
"3.32","0","1","0","0","0","4","1330057","0","0","33","57"
"0","0","0","vo_nyx_1012","0","vo_nyx","2","1330058","0","0","33","58"
"0","390","0","0","234","0","1","1330059","2.38","10","33","59"
"3.338","0","1","0","0","0","4","1330060","0","0","33","60"
"3","0","3","0","0","0","4","1330061","0","0","33","61"
"0","0","0","vo_nyx_1013","0","vo_nyx","2","1330062","0","0","33","62"
"0","176","0","0","0","0","1","1330063","1.337","11","33","63"
"1.883","0","1","0","0","0","4","1330064","0","0","33","64"
"0","392","0","0","176","0","1","1330065","1.95","11","33","65"
"3.243","0","1","0","0","0","4","1330066","0","0","33","66"
"0","0","0","vo_nyx_1014","0","vo_nyx","2","1330067","0","0","33","67"
"0","392","0","0","392","0","1","1330068","0.724","11","33","68"
"0.724","0","1","0","0","0","4","1330069","0","0","33","69"
"0","131","0","0","0","0","1","1330070","0.824","12","33","70"
"1.392","0","1","0","0","0","4","1330071","0","0","33","71"
"0","390","0","0","131","0","1","1330072","3.319","12","33","72"
"4.265","0","1","0","0","0","4","1330073","0","0","33","73"
"0","0","0","vo_nyx_1015","0","vo_nyx","2","1330074","0","0","33","74"
"0","235","0","0","0","0","1","1330075","2.306","13","33","75"
"3.198","0","1","0","0","0","4","1330076","0","0","33","76"
"4","0","3","0","0","0","4","1330077","0","0","33","77"
"0","0","0","vo_nyx_1016","0","vo_nyx","2","1330078","0","0","33","78"
"0","315","0","0","0","0","1","1330079","1.713","14","33","79"
"2.607","0","1","0","0","0","4","1330080","0","0","33","80"
"0","308","0","0","0","0","1","1330081","1.66","15","33","81"
"3.16","0","1","0","0","0","4","1330082","0","0","33","82"
"1","0","3","0","0","0","4","1340001","0","0","34","1"
"0","0","0","vo_nyx_1501","0","vo_nyx","2","1340002","0","0","34","2"
"0","45","0","0","0","0","1","1340003","0.64","1","34","3"
"1.223","0","1","0","0","0","4","1340004","0","0","34","4"
"0","102","0","0","45","0","1","1340005","0.878","1","34","5"
"1.635","0","1","0","0","0","4","1340006","0","0","34","6"
"0","0","0","vo_nyx_1502","0","vo_nyx","2","1340007","0","0","34","7"
"0","280","0","0","102","0","1","1340008","1.01","1","34","8"
"2.02","0","1","0","0","0","4","1340009","0","0","34","9"
"0","0","0","vo_nyx_1503","0","vo_nyx","2","1340010","0","0","34","10"
"0","375","0","0","0","0","1","1340011","4.04","2","34","11"
"4.731","0","1","0","0","0","4","1340012","0","0","34","12"
"0","310","0","0","0","0","1","1340013","2.766","3","34","13"
"3.699","0","1","0","0","0","4","1340014","0","0","34","14"
"0","0","0","vo_nyx_1504","0","vo_nyx","2","1340015","0","0","34","15"
"0","147","0","0","0","0","1","1340016","2.338","4","34","16"
"3.085","0","1","0","0","0","4","1340017","0","0","34","17"
"0","0","0","vo_nyx_1505","0","vo_nyx","2","1340018","0","0","34","18"
"0","340","0","0","147","0","1","1340019","0.911","4","34","19"
"2.338","0","1","0","0","0","4","1340020","0","0","34","20"
"0","0","0","vo_nyx_1506","0","vo_nyx","2","1340021","0","0","34","21"
"0","147","0","0","0","0","1","1340022","1.789","5","34","22"
"2.096","0","1","0","0","0","4","1340023","0","0","34","23"
"0","370","0","0","147","0","1","1340024","1.992","5","34","24"
"3.002","0","1","0","0","0","4","1340025","0","0","34","25"
"0","0","0","vo_nyx_1507","0","vo_nyx","2","1340026","0","0","34","26"
"0","120","0","0","0","0","1","1340027","1.179","6","34","27"
"1.679","0","1","0","0","0","4","1340028","0","0","34","28"
"0","220","0","0","120","0","1","1340029","1.438","6","34","29"
"2.096","0","1","0","0","0","4","1340030","0","0","34","30"
"0","0","0","vo_nyx_1508","0","vo_nyx","2","1340031","0","0","34","31"
"0","395","0","0","220","0","1","1340032","1.679","6","34","32"
"1.679","0","1","0","0","0","4","1340033","0","0","34","33"
"0","148","0","0","0","0","1","1340034","1.032","7","34","34"
"1.833","0","1","0","0","0","4","1340035","0","0","34","35"
"0","0","0","vo_nyx_1509","0","vo_nyx","2","1340036","0","0","34","36"
"0","400","0","0","148","0","1","1340037","2.788","7","34","37"
"3.765","0","1","0","0","0","4","1340038","0","0","34","38"
"0","0","0","vo_nyx_1510","0","vo_nyx","2","1340039","0","0","34","39"
"0","59","0","0","0","0","1","1340040","0.79","8","34","40"
"1.35","0","1","0","0","0","4","1340041","0","0","34","41"
"0","236","0","0","59","0","1","1340042","2.404","8","34","42"
"3.117","0","1","0","0","0","4","1340043","0","0","34","43"
"2","0","3","0","0","0","4","1340044","0","0","34","44"
"0","0","0","vo_nyx_1511","0","vo_nyx","2","1340045","0","0","34","45"
"0","395","0","0","236","0","1","1340046","1.756","8","34","46"
"2.59","0","1","0","0","0","4","1340047","0","0","34","47"
"0","296","0","0","0","0","1","1340048","1.954","9","34","48"
"2.415","0","1","0","0","0","4","1340049","0","0","34","49"
"0","391","0","0","296","0","1","1340050","1.649","9","34","50"
"2.228","0","1","0","0","0","4","1340051","0","0","34","51"
"0","391","0","0","391","0","1","1340052","0.592","9","34","52"
"0.592","0","1","0","0","0","4","1340053","0","0","34","53"
"0","62","0","0","0","0","1","1340054","1.12","10","34","54"
"1.68","0","1","0","0","0","4","1340055","0","0","34","55"
"0","224","0","0","62","0","1","1340056","2.205","10","34","56"
"2.908","0","1","0","0","0","4","1340057","0","0","34","57"
"0","385","0","0","224","0","1","1340058","1.526","10","34","58"
"1.526","0","1","0","0","0","4","1340059","0","0","34","59"
"0","89","0","0","0","0","1","1340060","1.207","11","34","60"
"2.448","0","1","0","0","0","4","1340061","0","0","34","61"
"3","0","3","0","0","0","4","1340062","0","0","34","62"
"0","0","0","vo_nyx_1512","0","vo_nyx","2","1340063","0","0","34","63"
"0","254","0","0","89","0","1","1340064","1.624","11","34","64"
"2.294","0","1","0","0","0","4","1340065","0","0","34","65"
"0","397","0","0","254","0","1","1340066","1.405","11","34","66"
"1.405","0","1","0","0","0","4","1340067","0","0","34","67"
"0","106","0","0","0","0","1","1340068","0.746","12","34","68"
"1.822","0","1","0","0","0","4","1340069","0","0","34","69"
"4","0","3","0","0","0","4","1340070","0","0","34","70"
"0","0","0","vo_nyx_1513","0","vo_nyx","2","1340071","0","0","34","71"
"0","300","0","0","106","0","1","1340072","2.338","12","34","72"
"3.227","0","1","0","0","0","4","1340073","0","0","34","73"
"5","0","3","0","0","0","4","1340074","0","0","34","74"
"0","0","0","vo_nyx_1514","0","vo_nyx","2","1340075","0","0","34","75"
"0","120","0","0","0","0","1","1340076","1.745","13","34","76"
"2.195","0","1","0","0","0","4","1340077","0","0","34","77"
"0","293","0","0","120","0","1","1340078","1.405","13","34","78"
"2.437","0","1","0","0","0","4","1340079","0","0","34","79"
"0","0","0","vo_nyx_1515","0","vo_nyx","2","1340080","0","0","34","80"
"0","42","0","0","0","0","1","1340081","0.428","14","34","81"
"2.16","0","1","0","0","0","4","1340082","0","0","34","82"
