42d0b0020d05e0b63b536f0fad0269525912830645df28c52e327df5ce6854dc,a30c68f552229e392dc26df2dc33d0f618ebe10966fb2258e4e5beeecf44ab5a,9c2599832e810147f3dcc2c6e19ff4b60f9c772fd5ac36ba219cecc8de2d1a72,216342d81c4069ad39c59eed4ee88d481174007bfbef4c0a1c23e0d5915ebd8c,31720c7d84ce773814183def87460d2342a6523d4e725db6e7f971d6432cb05b,b8b24aa56bc8d5bf2d642a3cc01348eeaf1cf0a56038749bfdb0116ca994b930,2fd1e13742ad7eff7c86bee836cbbf35fef24b5c7e11ed30e880e2acb6a2dd50,1dddb08dd8b80f2700ec2960a33b24fa187913b54f89280f3bd79605dfcf93ae,8d56ce5f4426e9547a745a039a6f43c853d4548285790a46bd9ee01a0d49cc00
"320120206","521","67","10","1","2","3","0","502012203"
"320120206","522","11","43.5","0.65","3","1","0","0"
"320120207","523","50","-98","0.7","1","2","0","502012206"
"320120207","524","72","0","1","2","3","0","502012208"
"320120207","525","13","49","0.65","3","1","0","0"
"320120208","526","30","10","1.2","1","1","0","0"
"320120209","527","40","40","0.9","1","1","0","0"
"320120210","528","-35","-20","1.1","1","1","0","0"
"320120306","529","40","-74","0.7","1","2","0","502012301"
"320120306","530","67","10","1","2","3","0","502012303"
"320120306","531","11","43.5","0.65","3","1","0","0"
"320120307","532","50","-98","0.7","1","2","0","502012306"
"320120307","533","72","0","1","2","3","0","502012308"
"320120307","534","13","49","0.65","3","1","0","0"
"320120308","535","30","10","1.2","1","1","0","0"
"320120309","536","40","40","0.9","1","1","0","0"
"320120310","537","-35","-20","1.1","1","1","0","0"
"320120406","538","40","-74","0.7","1","2","0","502012401"
"320120406","539","67","10","1","2","3","0","502012403"
"320120406","540","11","43.5","0.65","3","1","0","0"
"320120407","541","50","-98","0.7","1","2","0","502012406"
"320120407","542","72","0","1","2","3","0","502012408"
"320120407","543","13","49","0.65","3","1","0","0"
"320120408","544","30","10","1.2","1","1","0","0"
"320120409","545","40","40","0.9","1","1","0","0"
"320120410","546","-35","-20","1.1","1","1","0","0"
"320120506","547","40","-74","0.7","1","2","0","502012501"
"320120506","548","67","10","1","2","3","0","502012503"
"320120506","549","11","43.5","0.65","3","1","0","0"
"320120507","550","50","-98","0.7","1","2","0","502012506"
"320120507","551","72","0","1","2","3","0","502012508"
"320120507","552","13","49","0.65","3","1","0","0"
"320120508","553","30","10","1.2","1","1","0","0"
"320120509","554","40","40","0.9","1","1","0","0"
"320120510","555","-35","-20","1.1","1","1","0","0"
"320130106","556","40","-74","0.7","1","2","0","502013101"
"320130106","557","67","10","0.8","2","3","0","502013103"
"320130106","558","11","43.5","0.65","3","1","0","0"
"320130107","559","50","-98","0.7","1","2","0","502013106"
"320130107","560","72","50","0.9","2","3","0","502013108"
"320130107","561","13","49","0.65","3","1","0","0"
"320130108","562","30","10","1.2","1","1","0","0"
"320130109","563","40","40","0.8","1","1","0","0"
"320130110","564","-35","-20","1.1","1","1","0","0"
"320130206","565","40","-74","0.7","1","2","0","502013201"
"320130206","566","67","10","0.8","2","3","0","502013203"
"320130206","567","11","43.5","0.65","3","1","0","0"
"320130207","568","50","-98","0.7","1","2","0","502013206"
"320130207","569","72","50","0.9","2","3","0","502013208"
"320130207","570","13","49","0.65","3","1","0","0"
"320130208","571","30","10","1.2","1","1","0","0"
"320130209","572","40","40","0.8","1","1","0","0"
"320130210","573","-35","-20","1.1","1","1","0","0"
"320130306","574","40","-74","0.7","1","2","0","502013301"
"320130306","575","67","10","0.8","2","3","0","502013303"
"320130306","576","11","43.5","0.65","3","1","0","0"
"320130307","577","50","-98","0.7","1","2","0","502013306"
"320130307","578","72","50","0.9","2","3","0","502013308"
"320130307","579","13","49","0.65","3","1","0","0"
"320130308","580","30","10","1.2","1","1","0","0"
"320130309","581","40","40","0.8","1","1","0","0"
"320130310","582","-35","-20","1.1","1","1","0","0"
"320130406","583","40","-74","0.7","1","2","0","502013401"
"320130406","584","67","10","0.8","2","3","0","502013403"
"320130406","585","11","43.5","0.65","3","1","0","0"
"320130407","586","50","-98","0.7","1","2","0","502013406"
"320130407","587","72","50","0.9","2","3","0","502013408"
"320130407","588","13","49","0.65","3","1","0","0"
"320130408","589","30","10","1.2","1","1","0","0"
"320130409","590","40","40","0.8","1","1","0","0"
"320130410","591","-35","-20","1.1","1","1","0","0"
"320130506","592","40","-74","0.7","1","2","0","502013501"
"320130506","593","67","10","0.8","2","3","0","502013503"
"320130506","594","11","43.5","0.65","3","1","0","0"
"320130507","595","50","-98","0.7","1","2","0","502013506"
"320130507","596","72","50","0.9","2","3","0","502013508"
"320130507","597","13","49","0.65","3","1","0","0"
"320130508","598","30","10","1.2","1","1","0","0"
"320130509","599","40","40","0.8","1","1","0","0"
"320130510","600","-35","-20","1.1","1","1","0","0"
"320140106","601","40","-74","0.7","1","2","0","502014101"
"320140106","602","67","13","1","2","3","0","502014103"
"320140106","603","11","43.5","0.65","3","1","0","0"
"320140107","604","50","-68","0.7","1","2","0","502014106"
"320140107","605","62","30","0.95","2","3","0","502014108"
"320140107","606","13","29","0.65","3","1","0","0"
"320140108","607","10","5","1","1","1","0","0"
"320140109","608","20","0","0.8","1","1","0","0"
"320140110","609","-35","-20","1.1","1","1","0","0"
"320140206","610","40","-74","0.7","1","2","0","502014201"
"320140206","611","67","13","1","2","3","0","502014203"
"320140206","612","11","43.5","0.65","3","1","0","0"
"320140207","613","50","-68","0.7","1","2","0","502014206"
"320140207","614","62","30","0.95","2","3","0","502014208"
"320140207","615","13","29","0.65","3","1","0","0"
"320140208","616","10","5","1","1","1","0","0"
"320140209","617","20","0","0.8","1","1","0","0"
"320140210","618","-35","-20","1.1","1","1","0","0"
"320140306","619","40","-74","0.7","1","2","0","502014301"
"320140306","620","67","13","1","2","3","0","502014303"
"320140306","621","11","43.5","0.65","3","1","0","0"
"320140307","622","50","-68","0.7","1","2","0","502014306"
"320140307","623","62","30","0.95","2","3","0","502014308"
"320140307","624","13","29","0.65","3","1","0","0"
"320140308","625","10","5","1","1","1","0","0"
"320140309","626","20","0","0.8","1","1","0","0"
"320140310","627","-35","-20","1.1","1","1","0","0"
"320140406","628","40","-74","0.7","1","2","0","502014401"
"320140406","629","67","13","1","2","3","0","502014403"
"320140406","630","11","43.5","0.65","3","1","0","0"
"320140407","631","50","-68","0.7","1","2","0","502014406"
"320140407","632","62","30","0.95","2","3","0","502014408"
"320140407","633","13","29","0.65","3","1","0","0"
"320140408","634","10","5","1","1","1","0","0"
"320140409","635","20","0","0.8","1","1","0","0"
"320140410","636","-35","-20","1.1","1","1","0","0"
"320140506","637","40","-74","0.7","1","2","0","502014501"
"320140506","638","67","13","1","2","3","0","502014503"
"320140506","639","11","43.5","0.65","3","1","0","0"
"320140507","640","50","-68","0.7","1","2","0","502014506"
"320140507","641","62","30","0.95","2","3","0","502014508"
"320140507","642","13","29","0.65","3","1","0","0"
"320140508","643","10","5","1","1","1","0","0"
"320140509","644","20","0","0.8","1","1","0","0"
"320140510","645","-35","-20","1.1","1","1","0","0"
"320150106","646","40","-74","0.7","1","2","0","502015101"
"320150106","647","67","13","1","2","3","0","502015103"
"320150106","648","11","43.5","0.65","3","1","0","0"
"320150107","649","40","-74","0.7","1","2","0","502015106"
"320150107","650","67","10","1","2","3","0","502015108"
"320150107","651","11","43.5","0.65","3","1","0","0"
"320150108","652","10","5","1","1","1","0","0"
"320150109","653","20","0","0.8","1","1","0","0"
"320150110","654","-45","-85","0.43","1","1","0","0"
"320150110","655","-45","85","0.43","2","2","0","0"
"320150206","656","40","-74","0.7","1","1","0","502015201"
"320150206","657","67","13","1","2","2","0","502015203"
"320150206","658","11","43.5","0.65","3","1","0","0"
"320150207","659","40","-74","0.7","1","2","0","502015206"
"320150207","660","67","10","1","2","3","0","502015208"
"320150207","661","11","43.5","0.65","3","1","0","0"
"320150208","662","10","5","1","1","1","0","0"
"320150209","663","20","0","0.8","1","1","0","0"
"320150210","664","-45","-85","0.43","1","1","0","0"
"320150210","665","-45","85","0.43","2","2","0","0"
"320150306","666","40","-74","0.7","1","1","0","502015301"
"320150306","667","67","13","1","2","2","0","502015303"
"320150306","668","11","43.5","0.65","3","1","0","0"
"320150307","669","40","-74","0.7","1","2","0","502015306"
"320150307","670","67","10","1","2","3","0","502015308"
"320150307","671","11","43.5","0.65","3","1","0","0"
"320150308","672","10","5","1","1","1","0","0"
"320150309","673","20","0","0.8","1","1","0","0"
"320150310","674","-45","-85","0.43","1","1","0","0"
"320150310","675","-45","85","0.43","2","2","0","0"
"320150406","676","40","-74","0.7","1","1","0","502015401"
"320150406","677","67","13","1","2","2","0","502015403"
"320150406","678","11","43.5","0.65","3","1","0","0"
"320150407","679","40","-74","0.7","1","2","0","502015406"
"320150407","680","67","10","1","2","3","0","502015408"
"320150407","681","11","43.5","0.65","3","1","0","0"
"320150408","682","10","5","1","1","1","0","0"
"320150409","683","20","0","0.8","1","1","0","0"
"320150410","684","-45","-85","0.43","1","1","0","0"
"320150410","685","-45","85","0.43","2","2","0","0"
"320150506","686","40","-74","0.7","1","1","0","502015501"
"320150506","687","67","13","1","2","2","0","502015503"
"320150506","688","11","43.5","0.65","3","1","0","0"
"320150507","689","40","-74","0.7","1","2","0","502015506"
"320150507","690","67","10","1","2","3","0","502015508"
"320150507","691","11","43.5","0.65","3","1","0","0"
"320150508","692","10","5","1","1","1","0","0"
"320150509","693","20","0","0.8","1","1","0","0"
"320150510","694","-45","-85","0.43","1","1","0","0"
"320150510","695","-45","85","0.43","2","2","0","0"
"320160106","696","49","-74","0.7","1","2","0","502016101"
"320160106","697","67","13","0.75","2","3","0","502016103"
"320160106","698","11","43.5","0.65","3","1","0","0"
"320160107","699","50","59","0.7","1","2","0","502016106"
"320160107","700","62","-10","0.9","2","3","0","502016108"
"320160107","701","13","-49","0.65","3","1","0","0"
"320160108","702","10","5","1","1","1","0","0"
"320160109","703","10","0","0.9","1","1","0","0"
"320160110","704","-45","-85","0.4","1","1","0","0"
"320160110","705","-45","85","0.4","2","2","0","0"
"320160206","706","49","-74","0.7","1","2","0","502016201"
"320160206","707","67","13","0.75","2","2","0","502016203"
"320160206","708","11","43.5","0.65","3","1","0","0"
"320160207","709","50","59","0.7","1","2","0","502016206"
"320160207","710","62","-10","0.9","2","3","0","502016208"
"320160207","711","13","-49","0.65","3","1","0","0"
"320160208","712","10","5","1","1","1","0","0"
"320160209","713","10","0","0.9","1","1","0","0"
"320160210","714","-45","-85","0.4","1","1","0","0"
"320160210","715","-45","85","0.4","2","2","0","0"
"320160306","716","49","-74","0.7","1","2","0","502016301"
"320160306","717","67","13","0.75","2","2","0","502016303"
"320160306","718","11","43.5","0.65","3","1","0","0"
"320160307","719","50","59","0.7","1","2","0","502016306"
"320160307","720","62","-10","0.9","2","3","0","502016308"
"320160307","721","13","-49","0.65","3","1","0","0"
"320160308","722","10","5","1","1","1","0","0"
"320160309","723","10","0","0.9","1","1","0","0"
"320160310","724","-45","-85","0.4","1","1","0","0"
"320160310","725","-45","85","0.4","2","2","0","0"
"320160406","726","49","-74","0.7","1","2","0","502016401"
"320160406","727","67","13","0.75","2","2","0","502016403"
"320160406","728","11","43.5","0.65","3","1","0","0"
"320160407","729","50","59","0.7","1","2","0","502016406"
"320160407","730","62","-10","0.9","2","3","0","502016408"
"320160407","731","13","-49","0.65","3","1","0","0"
"320160408","732","10","5","1","1","1","0","0"
"320160409","733","10","0","0.9","1","1","0","0"
"320160410","734","-45","-85","0.4","1","1","0","0"
"320160410","735","-45","85","0.4","2","2","0","0"
"320160506","736","49","-74","0.7","1","2","0","502016501"
"320160506","737","67","13","0.75","2","2","0","502016503"
"320160506","738","11","43.5","0.65","3","1","0","0"
"320160507","739","50","59","0.7","1","2","0","502016506"
"320160507","740","62","-10","0.9","2","3","0","502016508"
"320160507","741","13","-49","0.65","3","1","0","0"
"320160508","742","10","5","1","1","1","0","0"
"320160509","743","10","0","0.9","1","1","0","0"
"320160510","744","-45","-85","0.4","1","1","0","0"
"320160510","745","-45","85","0.4","2","2","0","0"
