d1845182db0c71aabb4067775c9c077ec388031c1a6d9c6be297f88657c1d047,a6ed0c595c7729c7a28f33d31cec99f705775b5b37d6ab8b5450f20cf0d86252,de120ff5f46cc3f30c46e47e5ebb37629ac9472789f7baeb82bb954afb0f84d0,051280ad1160a83d2c619de713a83fc6f3a9b6cafb54508a31ac4112980037b1,d4eba279a5e82d733e0bcc2d6c3cdddbfe2e5a9923873d43156823ee834aadf7,210b80bb5fb5efb9295689face7e13c0b4d96fc332f6660ec9f4a7d7abff5376,c1af3385bfe1ad94c16bb59a70e784ccfb988ae058bdf566352981a312825348,edefb385fa0c9ad9b46ed1a798ed84345895a0208c0db5eb3fc9b87a66621fef,668356c675841afdef82d20241a22f122a741a7e299eb0d3c6d31723f5d1c5b6,4a8f2c7bd77807e33ed7085a27312c2722e965d5945312c9bfe3980a65f1b475,0b0be1d340f2112411b033300858a21dca44b34d5ac98c2a8609ab867a7a3e6d
"131120044","","0","","","","","3112","0.6","93",""
"131120045","","round_monster_idle","","1","","","3112","3","3","0.2"
"131120046","","0","","","","","3112","0.4","93",""
"131120047","","0","0","-250","","0","3112","1000001","2",""
"131120048","","escape","","1","","","3112","1000001","3",""
"131120049","","-600","1","-250","","0","3112","1000001","2",""
"131120050","","0","","","","","3112","1","93",""
"131120051","","1","1","1","","0","3112","1000001","6","0.2"
"131120052","","0","","","","","3112","0.4","93",""
"131120053","","0","","","","","3112","2","113",""
"131130001","","311300","0","345.4","","1","3113","311300","31","0"
"131130002","","","","","","","3113","0","91",""
"131130003","","wait_gradeUp","","0","","","3113","1000001","3","0.2"
"131130004","","1","","","","","3113","311300","32",""
"131130005","","0","","","","","3113","0.1","93",""
"131130006","","0","","","","","3113","3","32",""
"131130007","","0","","","","","3113","0.8","93",""
"131130008","","1.05","1.05","1.05","","0","3113","1.05","123","0"
"131130009","","5","","0.5","","","3113","5","122",""
"131130010","","0","","","","","3113","1.1","93",""
"131130011","","1.05","1.05","1.05","","0","3113","1.05","123","0"
"131130012","","10","","0.5","","","3113","10","122",""
"131130013","","0","","","","","3113","0.8","93",""
"131130014","","glad_dot_light","","0","","","3113","1000001","3","0.2"
"131130015","","0","","","","","3113","0.1","93",""
"131130016","","0.907","0.907","0.907","","0.4","3113","0.907","123","5"
"131130017","","0","","","","","3113","1","93",""
"131130018","","disappoint","","0","","","3113","1000001","3","0.2"
"131130019","","0","","","","","3113","1","93",""
"131130020","","","","","","","3113","2","113",""
"131140001","","311400","0","345.4","","1","3114","311400","31","0"
"131140002","","","","","","","3114","0","91",""
"131140003","","1.05","1.05","1.05","","7.4","3114","1.05","123","0"
"131140004","","wait","","0","","","3114","1000001","3","0.2"
"131140005","","1","","","","","3114","311400","32",""
"131140006","","0","","","","","3114","0.1","93",""
"131140007","","0","","","","","3114","2","32",""
"131140008","","0","","","","","3114","3.4","93",""
"131140009","","0.95","0.95","0.95","","3.2","3114","0.95","123","5"
"131140010","","shock_short_in","shock_short_loop","0","0","1","3114","1000001","3","0.1"
"131140011","","0","","","","","3114","1.4","93",""
"131140012","","disappoint","","0","","","3114","1000001","3","0.2"
"131140013","","0","","","","","3114","0.7","93",""
"131140014","","","","","","","3114","2","113",""
"131210001","","312100","0","345.4","","1","3121","312100","31","0"
"131210002","","","","","","","3121","0","91",""
"131210003","","1.05","1.05","1.05","","7.4","3121","1.05","123","0"
"131210004","","wait","","0","","","3121","1000001","3","0.2"
"131210005","","1","","","","","3121","2","35",""
"131210006","","se_travel_treasure_big_rock","","0","","","3121","se_travel","23",""
"131210007","","0","","","","","3121","3.7","93",""
"131210008","","1","","","","","3121","312100","32",""
"131210009","","15","","0.65","","","3121","15","122",""
"131210010","","0","","","","","3121","0.5","93",""
"131210011","","20","","3.2","","","3121","20","122",""
"131210012","","shock_jump_short","","0","","","3121","1000001","3","0.2"
"131210013","","0","","","","","3121","0","91",""
"131210014","","escape","","1","","","3121","1000001","3","0"
"131210015","","-880","2","-240","","0","3121","1000001","2",""
"131210016","","0","","","","","3121","0.8","93",""
"131210017","","","","","","","3121","2","113",""
"131220001","","idle","","1","","","3122","1000001","3","0.2"
"131220002","","11","-65","345","","1","3122","312200","31","0"
"131220003","","12","-65","345","","1","3122","312201","31","0"
"131220004","","","","","","","3122","0","91",""
"131220005","","1.05","1.05","1.05","0","6.8","3122","1.05","123","0"
"131220006","","wait","","0","","","3122","1000001","3","0.2"
"131220007","","1","","","","","3122","2","35",""
"131220008","","0","","","","","3122","4","93",""
"131220009","","0.95","0.95","0.95","","0.4","3122","0.95","123","0"
"131220010","","1","","","","","3122","11","32",""
"131220011","","1","","","","","3122","12","32",""
"131220012","","arrow_panic","","0","","","3122","1000001","3",""
"131220013","","0","","","","","3122","2.7","93",""
"131220014","","0","","","","","3122","2","113",""
"131230001","","6","0","345.4","","1","3123","6","31","0"
"131230002","","7","0","345.4","","1","3123","7","31","0"
"131230003","","310000","0","345.4","","1","3123","310000","31","0"
"131230004","","312300","0","345.4","","1","3123","312300","31","0"
"131230005","","990001","0","345.4","","1","3123","990001","31","1"
"131230006","reward_loop","14","345","14","0","-180","3123","4","5","1.1"
"131230007","","","","","","","3123","0","91",""
"131230008","","1.05","1.05","1.05","","7.4","3123","1.05","123","0"
"131230009","","wait","","0","","","3123","1000001","3","0.2"
"131230010","","1","","","","","3123","2","35",""
"131230011","","0","","","","","3123","4.9","93",""
"131230012","","30","","0.4","","","3123","30","122",""
"131230013","","1","","","","","3123","312300","32",""
"131230014","","1","","","","","3123","6","32",""
"131230015","","0","","","","","3123","0.1","93",""
"131230016","","0","","","","","3123","2","32",""
"131230017","","0","","","","","3123","3","32",""
"131230018","","dotEyes_noEmotion","","0","","","3123","1000001","3",""
"131230019","","vo_travel_round_event_3123","0","0","","","3123","vo_travel_round_event","21",""
"131230020","","0","","","","","3123","2.5","93",""
"131230021","","1","","","","","3123","7","32",""
"131230022","","0","","","","","3123","0.1","93",""
"131230023","","0","","","","","3123","6","32",""
"131230024","","0","","","","","3123","0.2","93",""
"131230025","","0.95","0.95","0.95","","0.3","3123","0.95","123","0"
"131230026","","1","","","","","3123","310000","32",""
"131230027","","0","","","","","3123","0.2","93",""
"131230028","","50","","0.6","","","3123","50","122",""
"131230029","","0","","","","","3123","1.6","93",""
"131230030","","","","","","","3123","2","113",""
"131240001","","312400","0","345.4","","1","3124","312400","31","0"
"131240002","","8","0","345.4","","1","3124","8","31","0"
"131240003","","0","","","","","3124","8","35",""
"131240004","","1","","","","","3124","8","32",""
"131240005","","990002","0","345.4","","1","3124","990002","31","1"
"131240006","empty","3124","345.4","56","0","-240","3124","2","5","0.5"
"131240007","","","","","","","3124","0","91",""
"131240008","","1.05","1.05","1.05","","7.4","3124","1.05","123","0"
"131240009","","wait","","0","","","3124","1000001","3","0.2"
"131240010","","1","","","","","3124","2","35",""
"131240011","","0","","","","","3124","5.4","93",""
"131240012","","1","","","","","3124","312400","32",""
"131240013","","0","","","","","3124","0.1","93",""
"131240014","","0","","","","","3124","2","32",""
"131240015","","0.95","0.95","0.95","","0.4","3124","0.95","123","0"
"131240016","","glad","","0","","","3124","1000001","3","0.2"
"131240017","","drop","","0","","","3124","3124","3","0"
"131240018","","0","","","","","3124","0.7","93",""
"131240019","","joy_short","","0","","","3124","1000001","3","0.2"
"131240020","","0","","","","","3124","0.7","93",""
"131240021","","shock","","0","","","3124","3124","3","0"
"131240022","","0","","","","","3124","0.8","93",""
"131240023","","shock_jump_mimic","","0","","0","3124","1000001","3","0.2"
"131240024","","0","","","","","3124","2.4","93",""
"131240025","","","","","","","3124","2","113",""
"132000001","","320000","0","345.4","","1","3200","320000","31","0"
"132000002","","110","0","345.4","","1","3200","110","31","0"
"132000003","","111","0","345.4","","1","3200","111","31","0"
"132000004","","990001","0","345.4","","1","3200","990001","31","1"
"132000005","","","","","","","3200","0","91",""
"132000006","","1.05","1.05","1.05","","7.4","3200","1.05","123","0"
"132000007","","wait","","0","","","3200","1000001","3","0.2"
"132000008","","1","","","","","3200","2","35",""
"132000009","","0","","","","","3200","5.4","93",""
"132000010","","glad","","0","","","3200","1000001","3","0.2"
"132000011","","1","","","","","3200","320000","32",""
"132000012","","0","","","","","3200","1","93",""
"132000013","","0.95","0.95","0.95","","0.8","3200","0.95","123","5"
"132000014","","1","","","","","3200","110","32",""
"132000015","","1","","","","","3200","111","32",""
"132000016","","0","","","","","3200","0.1","93",""
"132000017","","0","","","","","3200","2","32",""
"132000018","","0","","","","","3200","3","32",""
"132000019","","0","","","","","3200","1.1","93",""
"132000020","","joy_round3_in","joy_round3_loop","0","0","1","3200","1000001","3","0.2"
"132000021","","0","","","","","3200","0.5","93",""
"132000022","","1","","","","","3200","998","32",""
"132000023","","0","","","","","3200","5.2","93",""
"132000024","","","","","","","3200","1","113",""
"132010001","","320000","0","345.4","","1","3201","320000","31","0"
"132010002","","110","0","345.4","","1","3201","110","31","0"
"132010003","","111","0","345.4","","1","3201","111","31","0"
"132010004","","990002","0","345.4","","1","3201","990002","31","1"
"132010005","","","","","","","3201","0","91",""
"132010006","","1.05","1.05","1.05","","7.4","3201","1.05","123","0"
"132010007","","wait","","0","","","3201","1000001","3","0.2"
"132010008","","1","","","","","3201","2","35",""
"132010009","","0","","","","","3201","5.4","93",""
"132010010","","glad","","0","","","3201","1000001","3","0.2"
"132010011","","1","","","","","3201","320000","32",""
"132010012","","0","","","","","3201","1","93",""
"132010013","","0.95","0.95","0.95","","0.8","3201","0.95","123","5"
"132010014","","1","","","","","3201","110","32",""
"132010015","","1","","","","","3201","111","32",""
"132010016","","0","","","","","3201","0.1","93",""
"132010017","","0","","","","","3201","2","32",""
"132010018","","0","","","","","3201","3","32",""
"132010019","","0","","","","","3201","1.1","93",""
"132010020","","joy_round3_in","joy_round3_loop","0","0","1","3201","1000001","3","0.2"
"132010021","","0","","","","","3201","0.5","93",""
"132010022","","1","","","","","3201","998","32",""
"132010023","","0","","","","","3201","5.2","93",""
"132010024","","","","","","","3201","1","113",""
"132020001","","320000","0","345.4","","1","3202","320000","31","0"
"132020002","","320001","0","345.4","","1","3202","320001","31","0"
"132020003","","110","0","345.4","","1","3202","110","31","0"
"132020004","","111","0","345.4","","1","3202","111","31","0"
"132020005","","990003","0","345.4","","1","3202","990003","31","1"
"132020006","","","","","","","3202","0","91",""
"132020007","","1.05","1.05","1.05","","7.4","3202","1.05","123","0"
"132020008","","wait","","0","","","3202","1000001","3","0.2"
"132020009","","1","","","","","3202","320001","32",""
"132020010","","0","","","","","3202","0.1","93",""
"132020011","","0","","","","","3202","2","32",""
"132020012","","0","","","","","3202","5.3","93",""
"132020013","","glad","","0","","","3202","1000001","3","0.2"
"132020014","","1","","","","","3202","320000","32",""
"132020015","","0","","","","","3202","1","93",""
"132020016","","0.95","0.95","0.95","","0.8","3202","0.95","123","5"
"132020017","","1","","","","","3202","110","32",""
"132020018","","1","","","","","3202","111","32",""
"132020019","","0","","","","","3202","0.1","93",""
"132020020","","0","","","","","3202","320001","32",""
"132020021","","0","","","","","3202","3","32",""
"132020022","","0","","","","","3202","1.1","93",""
"132020023","","joy_round3_in","joy_round3_loop","0","0","1","3202","1000001","3","0.2"
"132020024","","0","","","","","3202","0.5","93",""
"132020025","","1","","","","","3202","998","32",""
"132020026","","0","","","","","3202","5.2","93",""
"132020027","","","","","","","3202","1","113",""
"132110001","","6","0","345.4","","1","3211","6","31","0"
"132110002","","7","0","345.4","","1","3211","7","31","0"
"132110003","","8","0","345.4","","1","3211","8","31","0"
"132110004","","111","0","345.4","","1","3211","111","31","0"
"132110005","","110","0","345.4","","1","3211","110","31","0"
"132110006","","321100","0","345.4","","1","3211","321100","31","0"
"132110007","","321101","0","345.4","","1","3211","321101","31","0"
"132110008","","321102","0","345.4","","1","3211","321102","31","0"
"132110009","appear","13","8000","55","0","0","3211","3","5","1.3"
"132110010","03_run","100711","8000","56","1","-250","3211","2","1","0.89"
"132110011","","","","","","","3211","0","91",""
"132110012","","1","1","1","0","0","3211","13","6","0"
"132110013","","95","0","-250","","0","3211","13","2",""
"132110014","","1100","0","-250","","0","3211","100711","2",""
"132110015","","1.05","1.05","1.05","","7.4","3211","1.05","123","0"
"132110016","","wait","","0","","","3211","1000001","3","0.2"
"132110017","","1","","","","","3211","2","35",""
"132110018","","0","","","","","3211","4.9","93",""
"132110019","","0.95","0.95","0.95","","0.3","3211","0.95","123","0"
"132110020","","se_travel_treasure_ghost_special_success","","0","","","3211","se_travel","23",""
"132110021","","1","","","","","3211","8","32",""
"132110022","","0","","","","","3211","8","35",""
"132110023","","1","","","","","3211","6","32",""
"132110024","","0","","","","","3211","0.1","93",""
"132110025","","0","","","","","3211","2","32",""
"132110026","","0","","","","","3211","3","32",""
"132110027","","dotEyes","","0","","","3211","1000001","3","0.2"
"132110028","","0","","","","","3211","0.3","93",""
"132110029","","appear","","0","","","3211","13","3",""
"132110030","","1","1","1","0","1","3211","13","6","0"
"132110031","","0","","","","","3211","0.67","93",""
"132110032","","shock_jump","","0","","","3211","1000001","3",""
"132110033","","70","1","-250","","0","3211","1000001","2",""
"132110034","","0","","","","","3211","1.1","93",""
"132110035","","escape","","1","","","3211","1000001","3",""
"132110036","","-350","1.2","-250","","0","3211","1000001","2",""
"132110037","","march_pudding","","0","","","3211","13","3",""
"132110038","","1","","","","","3211","7","32",""
"132110039","","0","","","","","3211","0.1","93",""
"132110040","","0","","","","","3211","6","32",""
"132110041","","0","","","","","3211","0.3","93",""
"132110042","","1","","","","","3211","321100","32",""
"132110043","","0","","","","","3211","0.4","93",""
"132110044","","630","1.1","-250","","0","3211","100711","2",""
"132110045","","0","","","","","3211","0.9","93",""
"132110046","","vo_travel_round_event_3211","0","1","","","3211","vo_travel_round_event","21",""
"132110047","","0","","","","","3211","0.2","93",""
"132110048","","03_idle","","1","0","","3211","100711","3",""
"132110049","","0","","","","","3211","0.3","93",""
"132110050","","03_attack","03_idle","0","0.2","","3211","100711","3","0.2"
"132110051","","1","","","","","3211","321101","32",""
"132110052","","run","","1","","","3211","1000001","3",""
"132110053","","0","","","","","3211","1000001","4",""
"132110054","","70","2","-250","","0","3211","1000001","2",""
"132110055","","0","","","","","3211","0.6","93",""
"132110056","","1","","","","","3211","321102","32",""
"132110057","","1","","","","","3211","110","32",""
"132110058","","1","","","","","3211","111","32",""
"132110059","","0","","","","","3211","0.1","93",""
"132110060","","0","","","","","3211","7","32",""
"132110061","","0","","","","","3211","1.2","93",""
"132110062","","0","","","","","3211","8","32",""
"132110063","","0","","","","","3211","0.1","93",""
"132110064","","03_joy_short","","0","","","3211","100711","3","0.2"
"132110065","","joy_round3_in","joy_round3_loop","0","0.2","1","3211","1000001","3","0.2"
"132110066","","1","","","","","3211","998","32",""
"132110067","","0","","","","","3211","0.7","93",""
"132110068","","pudding_loop","","1","","","3211","13","3",""
"132110069","","0","","","","","3211","4.5","93",""
"132110070","","","","","","","3211","1","113",""
"132120001","","idle","","1","","","3212","1000001","3","0.2"
"132120002","","13","0","0","","1","3212","301200","31","0"
"132120003","","14","0","0","","1","3212","101","31","0"
"132120004","","16","-150","260","","1","3212","301204","31","0"
"132120005","","19","-120","320","","1","3212","301204","31","0"
"132120006","","17","0","0","","1","3212","301205","31","0"
"132120007","","18","0","345.4","","1","3212","6","31","0"
"132120008","","20","0","345.4","","1","3212","301201","31","0"
"132120009","","21","0","345.4","","1","3212","301202","31","0"
"132120010","","111","0","345.4","","1","3212","111","31","0"
"132120011","","0","","","","","3212","111","35",""
"132120012","","110","0","345.4","","1","3212","110","31","0"
"132120013","round_monster_walk","3","9340","55","0","-234","3212","1","5","1"
"132120014","","","","","","","3212","0","91",""
"132120015","","1","1","1","0","0","3212","3","6","0"
"132120016","","345","0","-234","0","0","3212","3","2","0"
"132120017","","1.05","1.05","1.05","0","7.4","3212","1.05","123","0"
"132120018","","wait","","0","","","3212","1000001","3","0.2"
"132120019","","1","","","","","3212","2","35",""
"132120020","","15","0","0","","1","3212","301203","31","0"
"132120021","<weapon>_run","1000003","9340","57","0","-250","3212","2","1","0.89"
"132120022","<weapon>_run","1000004","9340","58","0","-290","3212","2","1","0.89"
"132120023","","0","","","","","3212","4.3","93",""
"132120024","","0.95","0.95","0.95","","0.4","3212","0.95","123","0"
"132120025","","1","","","","","3212","21","32",""
"132120026","","0","","","","","3212","21","35",""
"132120027","","se_travel_treasure_success_monster_helper_2","","","","","3212","se_travel","23",""
"132120028","","1","","","","","3212","18","32",""
"132120029","","0","","","","","3212","0.1","93",""
"132120030","","0","","","","","3212","2","32",""
"132120031","","1","1","1","0","1","3212","3","6","0.3"
"132120032","","1","","","","","3212","13","32",""
"132120033","","round_monster_appear","","0","","","3212","3","3",""
"132120034","","back","","0","","","3212","1000001","3",""
"132120035","","0","","","","","3212","0.67","93",""
"132120036","","round_monster_walk","","0","","","3212","3","3","0.1"
"132120037","","220","1.4","-234","","0","3212","3","2",""
"132120038","","1","","","","","3212","20","32",""
"132120039","","0","","","","","3212","0.1","93",""
"132120040","","0","","","","","3212","18","32",""
"132120041","","0","","","","","3212","0.5","93",""
"132120042","","1","","","","","3212","1000003","4",""
"132120043","","1545","0","-240","","0","3212","1000003","2",""
"132120044","","1","","","","","3212","1000004","4",""
"132120045","","1635","0","-280","","0","3212","1000004","2",""
"132120046","","0","","","","","3212","0.5","93",""
"132120047","","round_monster_attack","","0","","","3212","3","3","0.3"
"132120048","","0","","","","","3212","0.5","93",""
"132120049","","1","","","","","3212","17","32",""
"132120050","","back_loop","","0","","","3212","1000001","3","0.1"
"132120051","","0","","","","","3212","0.5","93",""
"132120052","","920","0","-240","","0","3212","1000003","2",""
"132120053","","620","0.16","-240","","0","3212","1000003","2",""
"132120054","","<weapon>_run","","0","","","3212","1000003","3","0.2"
"132120055","","0","","","","","3212","0.16","93",""
"132120056","","<weapon>_attack_skipQuest","","0","","","3212","1000003","3","0.2"
"132120057","","0","","","","","3212","0.1","93",""
"132120058","","280","0","-234","","0","3212","3","2",""
"132120059","","1","","","","","3212","3","4",""
"132120060","","round_monster_die","","0","","","3212","3","3","0"
"132120061","","1","","","","","3212","16","32",""
"132120062","","0","","","","","3212","0.15","93",""
"132120063","","910","0","-280","","0","3212","1000004","2",""
"132120064","","710","0.16","-280","","0","3212","1000004","2",""
"132120065","","<weapon>_run","","0","","","3212","1000004","3","0.2"
"132120066","","0","","","","","3212","0.16","93",""
"132120067","","<weapon>_attack_skipQuest","","0","","","3212","1000004","3","0.2"
"132120068","","0","","","","","3212","0.1","93",""
"132120069","","0","","","","","3212","0.1","93",""
"132120070","","round_monster_die","","0","","","3212","3","3","0"
"132120071","","1","","","","","3212","19","32",""
"132120072","","0","","","","","3212","0.4","93",""
"132120073","","20","0","-240","","0","3212","1000001","2",""
"132120074","","back_origin","","0","","","3212","1000001","3","0"
"132120075","","surprise","","0","","","3212","1000001","3","0.2"
"132120076","","<weapon>_idle","","1","","","3212","1000003","3","0.2"
"132120077","","0","","","","","3212","0.2","93",""
"132120078","","1","","","","","3212","110","32",""
"132120079","","1","","","","","3212","111","32",""
"132120080","","0","","","","","3212","0.2","93",""
"132120081","","<weapon>_idle","","1","","","3212","1000004","3","0.2"
"132120082","","0","","","","","3212","0.46","93",""
"132120083","","1","1","1","","0","3212","3","6","0.6"
"132120084","","1","","","","","3212","18","32",""
"132120085","","0","","","","","3212","0.02","93",""
"132120086","","0","","","","","3212","20","32",""
"132120087","","0","","","","","3212","21","32",""
"132120088","","joy_round3_in","joy_round3_loop","0","","1","3212","1000001","3","0.2"
"132120089","","0","","","","","3212","0.1","93",""
"132120090","","<weapon>_joy_short","","0","","","3212","1000003","3","0"
"132120091","","0","","","","","3212","0.1","93",""
"132120092","","<weapon>_joy_short","","0","","","3212","1000004","3","0"
"132120093","","0","","","","","3212","0.9","93",""
"132120094","","1","","","","","3212","998","32",""
"132120095","","0","","","","","3212","3.8","93",""
"132120096","","0","","","","","3212","1","113",""
"132130001","","321300","0","345.4","","1","3213","321300","31","0"
"132130002","","111","0","345.4","","1","3213","111","31","0"
"132130003","","0","","","","","3213","111","35",""
"132130004","","110","0","345.4","","1","3213","110","31","0"
"132130005","","","","","","","3213","0","91",""
"132130006","","wait_gradeUp","","0","","","3213","1000001","3","0.2"
"132130007","","1","","","","","3213","321300","32",""
"132130008","","0","","","","","3213","0.1","93",""
"132130009","","0","","","","","3213","2","32",""
"132130010","","0","","","","","3213","0.8","93",""
"132130011","","1.05","1.05","1.05","","0","3213","1.05","123","0"
"132130012","","5","","0.5","","","3213","5","122",""
"132130013","","0","","","","","3213","1.1","93",""
"132130014","","1.05","1.05","1.05","","0","3213","1.05","123","0"
"132130015","","10","","0.5","","","3213","10","122",""
"132130016","","0","","","","","3213","0.8","93",""
"132130017","","glad_dot_light","","0","","","3213","1000001","3","0.2"
"132130018","","0","","","","","3213","0.1","93",""
"132130019","","0.907","0.907","0.907","","0.4","3213","0.907","123","5"
"132130020","","0","","","","","3213","1.5","93",""
"132130021","","20","","0.7","","","3213","20","122",""
"132130022","","0","","","","","3213","1.4","93",""
"132130023","","1","","","","","3213","110","32",""
"132130024","","1","","","","","3213","111","32",""
"132130025","","0","","","","","3213","1.2","93",""
"132130026","","joy_round3_in","joy_round3_loop","0","0","1","3213","1000001","3","0.2"
"132130027","","0","","","","","3213","0.3","93",""
"132130028","","1","","","","","3213","998","32",""
"132130029","","0","","","","","3213","3.8","93",""
"132130030","","","","","","","3213","1","113",""
"132140001","","321400","0","345.4","","1","3214","321400","31","0"
"132140002","05_idle","103111","1088","57","1","-240","3214","2","1","0.89"
"132140003","","110","0","345.4","","1","3214","110","31","0"
"132140004","","111","0","345.4","","1","3214","111","31","0"
"132140005","","","","","","","3214","0","91",""
"132140006","","1.05","1.05","1.05","","7.4","3214","1.05","123","0"
"132140007","","wait","","0","","","3214","1000001","3","0.2"
"132140008","","1","","","","","3214","321400","32",""
"132140009","","0","","","","","3214","0.1","93",""
"132140010","","0","","","","","3214","2","32",""
"132140011","","0","","","","","3214","3.4","93",""
"132140012","","0.95","0.95","0.95","","3.2","3214","0.95","123","5"
"132140013","","shock_jump_aura","","0","","","3214","1000001","3","0.2"
"132140014","","0","","","","","3214","0.1","93",""
"132140015","","70","0.6","-240","","2","3214","1000001","2",""
"132140016","","0","","","","","3214","0.5","93",""
"132140017","","05_run_gamestart","","1","","","3214","103111","3","0"
"132140018","","586","0.5","-240","","0","3214","103111","2",""
"132140019","","0","","","","","3214","0.5","93",""
"132140020","","05_idle","","1","","","3214","103111","3","0.2"
"132140021","","0","","","","","3214","0.5","93",""
"132140022","","shinobu_exorcise","05_idle","0","0","1","3214","103111","3","0.2"
"132140023","","vo_travel_round_event_3214","0","0","","","3214","vo_travel_round_event","21",""
"132140024","","0","","","","","3214","1","93",""
"132140025","","1","","","","","3214","110","32",""
"132140026","","1","","","","","3214","111","32",""
"132140027","","0","","","","","3214","0.1","93",""
"132140028","","0","","","","","3214","3","32",""
"132140029","","0","","","","","3214","1.1","93",""
"132140030","","joy_round3_in","joy_round3_loop","0","0","1","3214","1000001","3","0.2"
"132140031","","05_joy_short","","0","","","3214","103111","3","0.2"
"132140032","","0","","","","","3214","0.5","93",""
"132140033","","1","","","","","3214","998","32",""
"132140034","","0","","","","","3214","3.8","93",""
"132140035","","","","","","","3214","1","113",""
"132150001","","321500","0","345.4","","1","3215","321500","31","1"
"132150002","","321501","0","345.4","","1","3215","321501","31","1"
"132150003","","120","0","345.4","","1","3215","120","31","0"
"132150004","","121","0","345.4","","1","3215","121","31","0"
"132150005","","990001","0","345.4","","1","3215","990001","31","1"
"132150006","","","","","","","3215","0","91",""
"132150007","","1.05","1.05","1.05","","7.4","3215","1.05","123","0"
"132150008","","wait_wakuwaku","","0","","","3215","1000001","3","0.2"
"132150009","","1","","","","","3215","2","35",""
"132150010","","0","","","","","3215","5.2","93",""
"132150011","","0.95","0.95","0.95","","0.8","3215","0.95","123","5"
"132150012","","1","","","","","3215","120","32",""
"132150013","","1","","","","","3215","121","32",""
"132150014","","0","","","","","3215","0.1","93",""
"132150015","","0","","","","","3215","321501","32",""
"132150016","","0","","","","","3215","2","32",""
"132150017","","0","","","","","3215","3","32",""
"132150018","","1","","","","","3215","998","32",""
"132150019","","0","","","","","3215","0.4","93",""
"132150020","","dance","","1","","","3215","1000001","3","0.2"
"132150021","","0","","","","","3215","4.8","93",""
"132150022","","","","","","","3215","1","113",""
"132160001","","6","0","345.4","","1","3216","6","31","0"
"132160002","","8","0","345.4","","1","3216","8","31","0"
"132160003","","110","0","345.4","","1","3216","110","31","0"
"132160004","","111","0","345.4","","1","3216","111","31","0"
"132160005","","301600","-80","345.4","","1","3216","301600","31","0"
"132160006","","990002","0","345.4","","1","3216","990002","31","1"
"132160007","","","","","","","3216","0","91",""
"132160008","","1.05","1.05","1.05","","7.4","3216","1.05","123","0"
"132160009","","wait","","0","","","3216","1000001","3","0.2"
"132160010","","1","","","","","3216","2","35",""
"132160011","","0","","","","","3216","5.4","93",""
"132160012","","0.95","0.95","0.95","","0.4","3216","0.95","123","0"
"132160013","","1","","","","","3216","8","32",""
"132160014","","0","","","","","3216","8","35",""
"132160015","","1","","","","","3216","301600","32",""
"132160016","","1","","","","","3216","6","32",""
"132160017","","1","","","","","3216","111","32",""
"132160018","","0","","","","","3216","111","35",""
"132160019","","0","","","","","3216","0.1","93",""
"132160020","","0","","","","","3216","2","32",""
"132160021","","0","","","","","3216","3","32",""
"132160022","","glad","","0","","","3216","1000001","3","0.1"
"132160023","","0","","","","","3216","0.1","93",""
"132160024","","1","","","","","3216","8","35",""
"132160025","","1","","","","","3216","110","32",""
"132160026","","se_travel_treasure_special_success_butterfly","","0","","","3216","se_travel","23",""
"132160027","","0","","","","","3216","1.5","93",""
"132160028","","1","","","","","3216","998","32",""
"132160029","","joy_round3_in","joy_round3_loop","0","","1","3216","1000001","3","0.2"
"132160030","","0","","","","","3216","5.2","93",""
"132160031","","","","","","","3216","1","113",""
"132170001","","310000","0","345.4","","1","3217","310000","31","0"
"132170002","","310001","0","0","","1","3217","310001","31","0"
"132170003","","301700","0","345.4","","1","3217","301700","31","0"
"132170004","","301701","-115","740","","1","3217","301701","31","0"
"132170005","","301702","0","345.4","","1","3217","301702","31","0"
"132170006","","120","0","345.4","","1","3217","120","31","0"
"132170007","","321700","0","345.4","","1","3217","321700","31","0"
"132170008","empty","15","610","100","0","-235","3217","5","5","0.44"
"132170009","empty","16","610","55","0","-235","3217","5","5","0.44"
"132170010","","","","","","","3217","0","91",""
"132170011","","1.05","1.05","1.05","","7.4","3217","1.05","123","0"
"132170012","","wait","","0","","","3217","1000001","3","0.2"
"132170013","","1","","","","","3217","2","35",""
"132170014","","0","","","","","3217","5.4","93",""
"132170015","","0.95","0.95","0.95","","0.3","3217","0.95","123","0"
"132170016","","1","","","","","3217","310000","32",""
"132170017","","1","","","","","3217","310001","32",""
"132170018","","0","","","","","3217","0.2","93",""
"132170019","","50","","0.6","","","3217","50","122",""
"132170020","","shock","","0","","","3217","1000001","3","0.2"
"132170021","","0","","","","","3217","1.6","93",""
"132170022","","1","","","","","3217","301700","32",""
"132170023","","0","","","","","3217","1.2","93",""
"132170024","","se_travel_treasure_croce_ui","","0","","","3217","se_travel","23",""
"132170025","","punch","","0","","","3217","15","3",""
"132170026","","punch_B","","0","","","3217","16","3",""
"132170027","","0","","","","","3217","0.2","93",""
"132170028","","1.05","1.05","1.05","","0.1","3217","1.05","123","11"
"132170029","","0","","","","","3217","0.1","93",""
"132170030","","0.95","0.95","0.95","","0.3","3217","0.95","123","0"
"132170031","","0","","","","","3217","1","93",""
"132170032","","se_travel_treasure_croce_door","","0","","","3217","se_travel","23",""
"132170033","","0","","","","","3217","0.4","93",""
"132170034","","1","","","","","3217","301701","32",""
