f3ef84b895a22268622cbcdf412d717cb1cc8923a57894957a2433dc05ceb1d6,6a4606c2b4f7ae0d0906f1e691549c15b1dbfc54ca9c5e0ecf4aa6362fa2f6e9,61bc5a4afac597d1b1adece6acfe4725bcc1e6e7997c0417b3d98264bcfbfb80,c69fad87cd073612416e48a1fd590645527a69bea087e53a9bcd3f001aed2d65,a5a7061f9f3860ed3d8a6c78d7ad71775c1c8ed51d430a6f78bf3acb58c33bbe,57ec4bc05790b34c0bea04669f16d22d24faefc87d8fa3bb319cbcc0546560f1,55a220d0d1259bcfbcdd6bab353641a67cc0410d3fffbeed6c42e033b9024aac,043b32a0f6fe340a583e0fdae153047358fa0ec49b9212e8f0fa7e8d60086ff7,5d025ab1c051db0ff68a39528bd14635219dd01ad09ef2c8c812b3ab75345275,89146b2849e7b6ef62032409023d362e9bb833b0e34ee65254ba7030c1e10f8e,2eedc0d3d225e61c996140e8f0f7a12e5fbc4d2f0e6ffd06a91f68635c94af13
"1007405","110","1","1","-220","5","1.7","21","NoItem","1007405007","185"
"1007405","105","1","1","-220","5","1.7","22","NoItem","1007405008","185"
"1007405","1","11","0","0","6","0","1","","1007405009","1"
"1007405","1","12","0","0","6","0","1","","1007405010","1"
"1007405","1","21","0","0","6","0","1","","1007405011","1"
"1007405","1","22","0","0","6","0","1","","1007405012","1"
"1007405","110","1","0","-220","5","1.7","31","NoItem","1007405013","-1000"
"1007405","","0","","","91","","","","1007405014",""
"1007405","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007405015",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1101","","1007405016","0"
"1007405","5","117531","0","0","11","0","優妮，請進～","0.5","1007405017","0"
"1007405","","0","","","91","","","","1007405018",""
"1007405","1","117531","","","3","0.2","mhp_sit_idle","","1007405019",""
"1007405","1","111011","","","3","0.2","mhp_walk","","1007405020",""
"1007405","-220","111011","","0","2","","-200","","1007405021","4"
"1007405","1","31","","","3","0.2","NoItem","","1007405022",""
"1007405","-220","31","","0","2","","-200","","1007405023","4"
"1007405","","0","","","91","","","","1007405024",""
"1007405","0","111011","0.2","1","3","0.2","mhp_sit_in_2","","1007405025","mhp_sit_idle_2"
"1007405","","1","","","93","","0","","1007405026",""
"1007405","1","111011","","","3","0.2","mhp_sit_talk_joy2","","1007405027",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1102","","1007405028","0"
"1007405","5","111011","0","0","11","0","嘻嘻，優妮來囉。\n小深過得還好嗎？","0.5","1007405029","1"
"1007405","","0","","","91","","","","1007405030",""
"1007405","1","111011","","","3","0.2","mhp_sit_idle_joy2","","1007405031",""
"1007405","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007405032",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1103","","1007405033","0"
"1007405","5","117531","0","0","11","0","哎呀，妳決定把自己之前\n氣噗噗地回去那件事\n當作完全沒發生過啊。\nOK，我明白了。","0.5","1007405034","1"
"1007405","","0","","","91","","","","1007405035",""
"1007405","1","117531","","","3","0.2","mhp_sit_talk_wish","","1007405036",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1104","","1007405037","0"
"1007405","4","117531","0","0","11","0","然後呢？\n優妮今天也是來找我閒聊的嗎？","0.5","1007405038","1"
"1007405","","0","","","91","","","","1007405039",""
"1007405","1","117531","","","3","0.2","mhp_sit_idle","","1007405040",""
"1007405","1","111011","","","3","0.2","mhp_sit_talk_sad","","1007405041",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1105","","1007405042","0"
"1007405","5","111011","0","0","11","0","不。我今天是以患者的身分前來。\n希望熟悉醫藥之道的妳，\n能助我一臂之力。","0.5","1007405043","1"
"1007405","","0","","","91","","","","1007405044",""
"1007405","1","111011","","","3","0.2","mhp_sit_idle_sad","","1007405045",""
"1007405","1","117531","","","3","0.2","mhp_sit_talk_thinking","","1007405046",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1106","","1007405047","0"
"1007405","6","117531","0","0","11","0","哎呀，聽起來不是小事呢。\n好啊，告訴我吧。請說？","0.5","1007405048","1"
"1007405","","0","","","91","","","","1007405049",""
"1007405","1","117531","","","3","0.2","mhp_sit_idle","","1007405050",""
"1007405","1","111011","","","3","0.2","mhp_sit_talk_sad2","","1007405051",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1107","","1007405052","0"
"1007405","4","111011","0","0","11","0","嗯，若要解釋說來話長，\n但講白一點就是──我很睏。","0.5","1007405053","1"
"1007405","","0","","","91","","","","1007405054",""
"1007405","0","111011","","","3","0.2","mhp_yuni_sleep_in","","1007405055",""
"1007405","0","31","0","1","3","0","mhp_yuni_sleep_in","","1007405056","NoItem"
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1108","","1007405057","0"
"1007405","6","111011","0","0","11","0","不知道是為什麼，總之我很睏。\n不管是睡是醒，就是很睏。\n要是我有那個意思，可以睡上一輩子。","0.5","1007405058","1"
"1007405","","8.2","","","93","","1","","1007405059",""
"1007405","0","111011","","","3","0.2","mhp_yuni_sleep_out","","1007405060",""
"1007405","0","31","","","3","0.2","mhp_yuni_sleep_out","","1007405061",""
"1007405","","1007405058","","","91","","","","1007405062",""
"1007405","1","111011","","","3","0.2","mhp_sit_idle_sad","","1007405063",""
"1007405","1","31","","","3","0.2","NoItem_idle","","1007405064",""
"1007405","1","117531","","","3","0.2","mhp_sit_talk_thinking","","1007405065",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1109","","1007405066","0"
"1007405","5","117531","0","0","11","0","啊～是那種問題……好的好的。","0.5","1007405067","1"
"1007405","","0","","","91","","","","1007405068",""
"1007405","1","117531","","","3","0.2","mhp_sit_idle","","1007405069",""
"1007405","1","111011","","","3","0.2","mhp_sit_talk_sad2","","1007405070",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1110","","1007405071","0"
"1007405","4","111011","0","0","11","0","依我的想法，\n這肯定是叫作嗜睡症的睡眠障礙。\n主治醫師，給我一點有趣的藥水吧。","0.5","1007405072","1"
"1007405","","0","","","91","","","","1007405073",""
"1007405","1","111011","","","3","0.2","mhp_sit_idle_sad2","","1007405074",""
"1007405","0","活力藥水","","","103","","1007405078","","1007405075",""
"1007405","0","安眠藥水","","","103","","1007405124","","1007405076",""
"1007405","0","虛張聲勢藥水","","","103","","1007405166","","1007405077",""
"1007405","0","117531","0","1","3","0.2","mhp_sit_out","","1007405078","mhp_idle_normal"
"1007405","","0.6","","","93","","0","","1007405079",""
"1007405","0","111011","0","1","3","0.2","mhp_sit_out","","1007405080","mhp_idle_normal"
"1007405","","0.2","","","93","","0","","1007405081",""
"1007405","1","111011","","0","3","0.2","mhp_walk","","1007405082",""
"1007405","-220","111011","","0","2","","35","","1007405083","1.5"
"1007405","-220","31","","0","2","","35","","1007405084","1.5"
"1007405","-220","11","","0","2","","35","","1007405085","1.5"
"1007405","-220","12","","0","2","","35","","1007405086","1.5"
"1007405","","0.3","","","93","","0","","1007405087",""
"1007405","0","117531","0","1","3","0.2","mhp_handover_in","","1007405088","mhp_handover_loop"
"1007405","1","21","0","1","6","0","1","","1007405089","1"
"1007405","1","22","0","1","6","0","1","","1007405090","1"
"1007405","0","21","0","1","3","0.2","mhp_handover_in","","1007405091","mhp_handover_loop"
"1007405","0","22","0","1","3","0.2","mhp_item_EX0001_handover_in","","1007405092","mhp_item_EX0001_handover_loop"
"1007405","","1.2","","","93","","0","","1007405093",""
"1007405","0","111011","0","1","3","0.2","mhp_handover_receive_in","","1007405094","mhp_handover_receive_loop"
"1007405","1","11","0","1","6","0","1","","1007405095","1"
"1007405","1","12","0","1","6","0","1","","1007405096","1"
"1007405","0","11","0","1","3","0.2","mhp_receive_yuni_in","","1007405097","mhp_receive_yuni_loop"
"1007405","0","12","0","1","3","0.2","mhp_item_EX0001_receive_in","","1007405098","mhp_item_EX0001_receive_loop"
"1007405","","0.6","","","93","","0","","1007405099",""
"1007405","1","22","0","1","6","0.4","1","","1007405100","1"
"1007405","","0.4","","","93","","0","","1007405101",""
"1007405","0","117531","0","1","3","0.2","mhp_handover_out","","1007405102","mhp_idle_normal"
"1007405","0","21","0","1","3","0.2","mhp_handover_out","","1007405103","NoItem_idle"
"1007405","0","22","0","1","3","0.2","mhp_item_EX0001_handover_out","","1007405104","NoItem_idle"
"1007405","","0.4","","","93","","0","","1007405105",""
"1007405","0","111011","0","1","3","0.2","mhp_handover_receive_out","","1007405106","mhp_idle_normal"
"1007405","0","11","0","1","3","0.2","mhp_receive_yuni_out","","1007405107","NoItem_idle"
"1007405","0","12","0","1","3","0.2","mhp_item_EX0001_receive_out","","1007405108","NoItem_idle"
"1007405","","2","","","93","","","","1007405109",""
"1007405","1","111011","","","3","0.2","mhp_talk_joy2","","1007405110",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1111","","1007405111","0"
"1007405","7","111011","0","0","11","0","哇～是和平常一樣的藥水耶～！","0.5","1007405112","1"
"1007405","","0","","","91","","","","1007405113",""
"1007405","1","111011","","","3","0.2","mhp_idle_joy2","","1007405114",""
"1007405","1","117531","","","3","0.2","mhp_talk_worry","","1007405115",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1112","","1007405116","0"
"1007405","5","117531","0","0","11","0","妳這孩子真的懂嗎……\n我話先說在前頭，這算緊急處置喔？\n因為這樣只是在預支自己的體力喔？","0.5","1007405117","1"
"1007405","","0","","","91","","","","1007405118",""
"1007405","1","117531","","","3","0.2","mhp_talk_wish2","","1007405119",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1113","","1007405120","0"
"1007405","4","117531","0","0","11","0","舉例來說，\n如果能充滿活力地行動一小時，\n之後就會連本帶利地確實躺平三小時。\n所以妳要小心遵守用藥處方喔？","0.5","1007405121","1"
"1007405","","0","","","91","","","","1007405122",""
"1007405","","1007405213","","","101","","","","1007405123",""
"1007405","0","117531","0","1","3","0.2","mhp_sit_out","","1007405124","mhp_idle_normal"
"1007405","","0.6","","","93","","0","","1007405125",""
"1007405","0","111011","0","1","3","0.2","mhp_sit_out","","1007405126","mhp_idle_normal"
"1007405","","0.2","","","93","","0","","1007405127",""
"1007405","1","111011","","0","3","0.2","mhp_walk","","1007405128",""
"1007405","-220","111011","","0","2","","35","","1007405129","1.5"
"1007405","-220","31","","0","2","","35","","1007405130","1.5"
"1007405","-220","11","","0","2","","35","","1007405131","1.5"
"1007405","-220","12","","0","2","","35","","1007405132","1.5"
"1007405","","0.3","","","93","","0","","1007405133",""
"1007405","0","117531","0","1","3","0.2","mhp_handover_in","","1007405134","mhp_handover_loop"
"1007405","1","21","0","1","6","0","1","","1007405135","1"
"1007405","1","22","0","1","6","0","1","","1007405136","1"
"1007405","0","21","0","1","3","0.2","mhp_handover_in","","1007405137","mhp_handover_loop"
"1007405","0","22","0","1","3","0.2","mhp_item_EX0002_handover_in","","1007405138","mhp_item_EX0002_handover_loop"
"1007405","","1.2","","","93","","0","","1007405139",""
"1007405","0","111011","0","1","3","0.2","mhp_handover_receive_in","","1007405140","mhp_handover_receive_loop"
"1007405","1","11","0","1","6","0","1","","1007405141","1"
"1007405","1","12","0","1","6","0","1","","1007405142","1"
"1007405","0","11","0","1","3","0.2","mhp_receive_yuni_in","","1007405143","mhp_receive_yuni_loop"
"1007405","0","12","0","1","3","0.2","mhp_item_EX0002_receive_in","","1007405144","mhp_item_EX0002_receive_loop"
"1007405","","0.6","","","93","","0","","1007405145",""
"1007405","1","22","0","1","6","0.4","1","","1007405146","1"
"1007405","","0.4","","","93","","0","","1007405147",""
"1007405","0","117531","0","1","3","0.2","mhp_handover_out","","1007405148","mhp_idle_normal"
"1007405","0","21","0","1","3","0.2","mhp_handover_out","","1007405149","NoItem_idle"
"1007405","0","22","0","1","3","0.2","mhp_item_EX0002_handover_out","","1007405150","NoItem_idle"
"1007405","","0.4","","","93","","0","","1007405151",""
"1007405","0","111011","0","1","3","0.2","mhp_handover_receive_out","","1007405152","mhp_idle_normal"
"1007405","0","11","0","1","3","0.2","mhp_receive_yuni_out","","1007405153","NoItem_idle"
"1007405","0","12","0","1","3","0.2","mhp_item_EX0002_receive_out","","1007405154","NoItem_idle"
"1007405","","2","","","93","","","","1007405155",""
"1007405","1","111011","","","3","0.2","mhp_talk_anger2","","1007405156",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1114","","1007405157","0"
"1007405","6","111011","0","0","11","0","安眠藥水……？\n喂，給我慢著，主治醫師。\n居然讓苦惱於睡太多的患者睡得更多，\n妳這傢伙的腦子是切嚕了嗎？","0.5","1007405158","1"
"1007405","","0","","","91","","","","1007405159",""
"1007405","1","111011","","","3","0.2","mhp_idle_sad","","1007405160",""
"1007405","1","117531","","","3","0.2","mhp_talk_worry","","1007405161",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1115","","1007405162","0"
"1007405","6","117531","0","0","11","0","如果得到了足夠的睡眠時間，\n卻還是沒有睡夠，原因就是出在睡得太淺。\n所以就反過來提升睡眠的品質吧。","0.5","1007405163","1"
"1007405","","0","","","91","","","","1007405164",""
"1007405","","1007405213","","","101","","","","1007405165",""
"1007405","0","117531","0","1","3","0.2","mhp_sit_out","","1007405166","mhp_idle_normal"
"1007405","","0.6","","","93","","0","","1007405167",""
"1007405","0","111011","0","1","3","0.2","mhp_sit_out","","1007405168","mhp_idle_normal"
"1007405","","0.2","","","93","","0","","1007405169",""
"1007405","1","111011","","0","3","0.2","mhp_walk","","1007405170",""
"1007405","-220","111011","","0","2","","35","","1007405171","1.5"
"1007405","-220","31","","0","2","","35","","1007405172","1.5"
"1007405","-220","11","","0","2","","35","","1007405173","1.5"
"1007405","-220","12","","0","2","","35","","1007405174","1.5"
"1007405","","0.3","","","93","","0","","1007405175",""
"1007405","0","117531","0","1","3","0.2","mhp_handover_in","","1007405176","mhp_handover_loop"
"1007405","1","21","0","1","6","0","1","","1007405177","1"
"1007405","1","22","0","1","6","0","1","","1007405178","1"
"1007405","0","21","0","1","3","0.2","mhp_handover_in","","1007405179","mhp_handover_loop"
"1007405","0","22","0","1","3","0.2","mhp_item_EX0003_handover_in","","1007405180","mhp_item_EX0003_handover_loop"
"1007405","","1.2","","","93","","0","","1007405181",""
"1007405","0","111011","0","1","3","0.2","mhp_handover_receive_in","","1007405182","mhp_handover_receive_loop"
"1007405","1","11","0","1","6","0","1","","1007405183","1"
"1007405","1","12","0","1","6","0","1","","1007405184","1"
"1007405","0","11","0","1","3","0.2","mhp_receive_yuni_in","","1007405185","mhp_receive_yuni_loop"
"1007405","0","12","0","1","3","0.2","mhp_item_EX0003_receive_in","","1007405186","mhp_item_EX0003_receive_loop"
"1007405","","0.6","","","93","","0","","1007405187",""
"1007405","1","22","0","1","6","0.4","1","","1007405188","1"
"1007405","","0.4","","","93","","0","","1007405189",""
"1007405","0","117531","0","1","3","0.2","mhp_handover_out","","1007405190","mhp_idle_normal"
"1007405","0","21","0","1","3","0.2","mhp_handover_out","","1007405191","NoItem_idle"
"1007405","0","22","0","1","3","0.2","mhp_item_EX0003_handover_out","","1007405192","NoItem_idle"
"1007405","","0.4","","","93","","0","","1007405193",""
"1007405","0","111011","0","1","3","0.2","mhp_handover_receive_out","","1007405194","mhp_idle_normal"
"1007405","0","11","0","1","3","0.2","mhp_receive_yuni_out","","1007405195","NoItem_idle"
"1007405","0","12","0","1","3","0.2","mhp_item_EX0003_receive_out","","1007405196","NoItem_idle"
"1007405","","2","","","93","","0","","1007405197",""
"1007405","1","117531","","","3","0.2","mhp_anna_ahahaStand_loop","","1007405198",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1116","","1007405199","0"
"1007405","3","117531","0","0","11","0","呵～呵呵，妳就把這個喝下去吧！\n這是本藥學王深月開發的萬靈藥！\n能夠發揮出所有妳想要的效果！","0.5","1007405200","1"
"1007405","","2.5","","","93","","1","","1007405201",""
"1007405","1","117531","","","3","0.2","mhp_talk_joy1","","1007405202",""
"1007405","","1007405200","","","91","","","","1007405203",""
"1007405","1","117531","","","3","0.2","mhp_idle_joy1","","1007405204",""
"1007405","1","111011","","","3","0.2","mhp_talk_surprise2","","1007405205",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1117","","1007405206","0"
"1007405","5","111011","0","0","11","0","真假！深月王好強！","0.5","1007405207","1"
"1007405","","0","","","91","","0","","1007405208",""
"1007405","1","111011","","","3","0.2","mhp_idle_surprise2","","1007405209",""
"1007405","1","117531","","","3","0.2","mhp_idle_thinking","","1007405210",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1118","","1007405211","0"
"1007405","5","117531","0","0","11","0","（話雖這麼說但那只是虛張聲勢的假藥。\n優妮的病名不是嗜睡症，\n單純是生性懶惰。沒辦法用藥治好的。）","0.5","1007405212","1"
"1007405","","0","","","91","","","","1007405213",""
"1007405","1","117531","","","3","0.2","mhp_idle_normal","","1007405214",""
"1007405","1","111011","","","3","0.2","mhp_talk_wish","","1007405215",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1119","","1007405216","0"
"1007405","6","111011","0","0","11","","喔喔，深月老師，感激不盡！\n好，這樣就能免去因為不自覺地\n耍廢發懶而白白浪費的時間了！","0.5","1007405217","1"
"1007405","","0","","","91","","","","1007405218",""
"1007405","1","111011","","","3","0.2","mhp_idle_joy1","","1007405219",""
"1007405","1","117531","","","3","0.2","mhp_talk_sad","","1007405220",""
"1007405","0","vo_mhp_1007405","","","21","","vo_mhp_1120","","1007405221","0"
"1007405","5","117531","0","0","11","","這不好說呢。\n我只能說這全看妳自己。\n我會為妳打氣的，請多保重。","0.5","1007405222","1"
"1007405","","0","","","91","","","","1007405223",""
"1007405","","0","","","22","","0","","1007405224",""
"1007405","1","117531","","","3","0.2","mhp_idle_normal","","1007405225",""
"1007405","1","111011","","0","3","0.2","mhp_walk_glad","","1007405226",""
"1007405","","111011","","","4","","1","","1007405227",""
"1007405","-220","111011","","0","2","","-1000","","1007405228","5"
"1007405","","0","","","91","","","","1007405229",""
"1007406","100","1","0","-240","1","1.7","111011","mhp_idle_normal","1007406001","-1000"
"1007406","100","1","1","-220","1","1.7","117531","mhp_sit_idle","1007406002","185"
"1007406","100","1","1","-200","1","1.7","117631","mhp_sit_idle","1007406003","365"
"1007406","-240","1","","0.85","31","1","1","","1007406004","-154"
"1007406","0","30","","1","31","0","130","","1007406005","0"
"1007406","0","12","","1","31","0","112","","1007406006","0"
"1007406","110","1","0","-220","5","1.7","11","NoItem","1007406007","-200"
"1007406","105","1","0","-220","5","1.7","12","NoItem","1007406008","-200"
"1007406","110","1","1","-220","5","1.7","21","NoItem","1007406009","185"
"1007406","105","1","1","-220","5","1.7","22","NoItem","1007406010","185"
"1007406","1","11","0","0","6","0","1","","1007406011","1"
"1007406","1","12","0","0","6","0","1","","1007406012","1"
"1007406","1","21","0","0","6","0","1","","1007406013","1"
"1007406","1","22","0","0","6","0","1","","1007406014","1"
"1007406","","0","","","91","","","","1007406015",""
"1007406","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007406016",""
"1007406","0","vo_mhp_1007406","","","21","","vo_mhp_1201","","1007406017","0"
"1007406","5","117531","0","0","11","0","優妮，請進～","0.5","1007406018","0"
"1007406","","0","","","91","","","","1007406019",""
"1007406","1","117531","","","3","0.2","mhp_sit_idle","","1007406020",""
"1007406","1","111011","","","3","0.2","mhp_walk","","1007406021",""
"1007406","-220","111011","","0","2","","-200","","1007406022","4"
"1007406","","0","","","91","","","","1007406023",""
"1007406","0","111011","0.2","1","3","0.2","mhp_sit_in_2","","1007406024","mhp_sit_idle_2"
"1007406","","1","","","93","","0","","1007406025",""
"1007406","1","111011","","","3","0.2","mhp_sit_talk_normal","","1007406026",""
"1007406","0","vo_mhp_1007406","","","21","","vo_mhp_1202","","1007406027","0"
"1007406","6","111011","0","0","11","0","嗨，深月老師，讓妳久等了啊。\n公會長優妮來了喔。","0.5","1007406028","1"
"1007406","","0","","","91","","","","1007406029",""
"1007406","1","111011","","","3","0.2","mhp_sit_idle_2","","1007406030",""
"1007406","1","117531","","","3","0.2","mhp_sit_talk_thinking","","1007406031",""
"1007406","0","vo_mhp_1007406","","","21","","vo_mhp_1203","","1007406032","0"
"1007406","6","117531","0","0","11","0","我不記得自己有特別在等妳，\n但也沒關係，歡迎來到我的診療室。","0.5","1007406033","1"
"1007406","","0","","","91","","","","1007406034",""
"1007406","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007406035",""
"1007406","0","vo_mhp_1007406","","","21","","vo_mhp_1204","","1007406036","0"
"1007406","4","117531","0","0","11","0","好了，優妮──啊，失禮了，\n妳現在是有學位的啊。\n我該稱呼妳為優妮博士嗎？","0.5","1007406037","1"
"1007406","","0","","","91","","","","1007406038",""
"1007406","1","117531","","","3","0.2","mhp_sit_idle","","1007406039",""
"1007406","1","111011","","","3","0.2","mhp_sit_talk_thinking2","","1007406040",""
"1007406","0","vo_mhp_1007406","","","21","","vo_mhp_1205","","1007406041","0"
"1007406","5","111011","0","0","11","0","不，不必。\n學院為了自己的方便\n硬塞給我的名譽學位無異於暱稱。","0.5","1007406042","1"
"1007406","","0","","","91","","","","1007406043",""
"1007406","1","111011","","","3","0.2","mhp_sit_idle_2","","1007406044",""
"1007406","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007406045",""
"1007406","0","vo_mhp_1007406","","","21","","vo_mhp_1206","","1007406046","0"
"1007406","6","117531","0","0","11","0","呵呵……是叫聖德蕾莎女子學院嗎？\n原本對村子外頭完全沒興趣的妳，\n如今已經是堂堂傳統名校的一分子了啊。","0.5","1007406047","1"
"1007406","","0","","","91","","","","1007406048",""
"1007406","1","117531","","","3","0.2","mhp_sit_idle","","1007406049",""
"1007406","1","111011","","","3","0.2","mhp_sit_talk_joy1","","1007406050",""
"1007406","0","vo_mhp_1007406","","","21","","vo_mhp_1207","","1007406051","0"
"1007406","4","111011","0","0","11","0","那也沒辦法。\n這副脆弱的軀體\n之所以能順利地融入社會，\n全是因為有深月老師的幫助。","0.5","1007406052","1"
"1007406","","0","","","91","","","","1007406053",""
"1007406","1","111011","","","3","0.2","mhp_sit_talk_worry","","1007406054",""
"1007406","0","vo_mhp_1007406","","","21","","vo_mhp_1208","","1007406055","0"
"1007406","4","111011","0","0","11","0","我一直想著總有一天要說出來。\n我非常感謝妳。鞠躬。","0.5","1007406056","1"
"1007406","","5.5","","","93","","1","","1007406057",""
"1007406","0","111011","0","1","3","0.2","mhp_yuni_pekori","","1007406058","mhp_sit_idle_2"
"1007406","","1","","","93","","0","","1007406059",""
"1007406","","1007406056","","","91","","","","1007406060",""
"1007406","1","111011","","","3","0.2","mhp_sit_idle_2","","1007406061",""
"1007406","1","117531","","","3","0.2","mhp_sit_talk_memory","","1007406062",""
"1007406","0","vo_mhp_1007406","","","21","","vo_mhp_1209","","1007406063","0"
"1007406","5","117531","0","0","11","0","討、討厭啦，妳怎麼突然這麼說！\n我只是在做自己的工作而已啊。","0.5","1007406064","1"
"1007406","","0","","","91","","","","1007406065",""
"1007406","1","117531","","","3","0.2","mhp_sit_idle","","1007406066",""
"1007406","1","111011","","","3","0.2","mhp_sit_talk_sad","","1007406067",""
"1007406","0","vo_mhp_1007406","","","21","","vo_mhp_1210","","1007406068","0"
"1007406","4","111011","0","0","11","0","並非如此。\n深月老師總會找個名目關照\n離開村子後孤身一人的我。","0.5","1007406069","1"
"1007406","","0","","","91","","","","1007406070",""
"1007406","1","111011","","","3","0.2","mhp_sit_talk_wish","","1007406071",""
"1007406","0","vo_mhp_1007406","","","21","","vo_mhp_1211","","1007406072","0"
"1007406","5","111011","0","0","11","0","這可能不符合「獨眼惡魔」的作風，\n但我還是想特地說出來。\n我甚至覺得，\n妳是我在蘭德索爾的新家人。","0.5","1007406073","1"
"1007406","","0","","","91","","","","1007406074",""
"1007406","1","111011","","","3","0.2","mhp_sit_idle_wish","","1007406075",""
"1007406","1","117531","","","3","0.2","mhp_sit_talk_sad","","1007406076",""
"1007406","0","vo_mhp_1007406","","","21","","vo_mhp_1212","","1007406077","0"
"1007406","5","117531","0","0","11","0","優妮……","0.5","1007406078","1"
"1007406","","0","","","91","","","","1007406079",""
"1007406","1","117531","","","3","0.2","mhp_sit_idle_sad","","1007406080",""
"1007406","1","111011","","","3","0.2","mhp_sit_talk_thinking2","","1007406081",""
"1007406","0","vo_mhp_1007406","","","21","","vo_mhp_1213","","1007406082","0"
"1007406","4","111011","0","0","11","0","講白一點，就是母親。","1","1007406083","1"
"1007406","","0","","","91","","","","1007406084",""
"1007406","1","111011","","","3","0.2","mhp_sit_idle_thinking2","","1007406085",""
"1007406","1","117531","","","3","0.2","mhp_sit_talk_wish2","","1007406086",""
"1007406","0","vo_mhp_1007406","","","21","","vo_mhp_1214","","1007406087","0"
"1007406","6","117531","0","0","11","0","優……妮……？","0.5","1007406088","1"
"1007406","","0","","","91","","","","1007406089",""
"1007406","1","117531","","","3","0.2","mhp_sit_idle_wish2","","1007406090",""
"1007406","1","111011","","","3","0.2","mhp_sit_talk_normal","","1007406091",""
"1007406","0","vo_mhp_1007406","","","21","","vo_mhp_1215","","1007406092","0"
"1007406","5","111011","0","0","11","0","所以我有件事情要找妳商量，\n以後我就叫妳媽媽，\n這樣如何呢？","0.5","1007406093","1"
"1007406","","0","","","91","","","","1007406094",""
"1007406","1","111011","","","3","0.2","mhp_sit_idle_wish","","1007406095",""
"1007406","1","117531","","","3","0.2","mhp_sit_talk_anger2","","1007406096",""
"1007406","0","vo_mhp_1007406","","","21","","vo_mhp_1216","","1007406097","0"
"1007406","5","117531","0","0","11","0","什、什麼如何不如何的！？\n我說妳啊，\n至少叫我姐姐吧！","0.5","1007406098","1"
"1007406","","0","","","91","","","","1007406099",""
"1007406","1","117531","","","3","0.2","mhp_sit_idle_anger2","","1007406100",""
"1007406","1","111011","","","3","0.2","mhp_sit_talk_memory","","1007406101",""
"1007406","0","vo_mhp_1007406","","","21","","vo_mhp_1217","","1007406102","0"
"1007406","5","111011","0","0","11","0","媽媽，給我藥水。","0.5","1007406103","1"
"1007406","","0","","","91","","","","1007406104",""
"1007406","1","111011","","","3","0.2","mhp_sit_idle_joy1","","1007406105",""
"1007406","1","117531","","","3","0.2","mhp_sit_talk_anger2","","1007406106",""
"1007406","0","vo_mhp_1007406","","","21","","vo_mhp_1218","","1007406107","0"
"1007406","5","117531","0","0","11","0","吵死了！\n妳就回村子去吧！\n雪，把客人攆出去！\n下一位～！下一位請進～！","0.5","1007406108","1"
"1007406","","3.5","","","93","","1","","1007406109",""
"1007406","1","117631","","","3","0.2","mhp_sit_idle_surprise2","","1007406110",""
"1007406","","1007406108","","","91","","","","1007406111",""
"1007406","","0","","","22","","0","","1007406112",""
"1007406","","1","","","93","","","","1007406113",""
"1007406","","112","","1","32","1","1","","1007406114",""
"1007406","","1","","","93","","","","1007406115",""
"1007406","","130","","1","32","1","1","","1007406116",""
"1007406","","4","","","93","","","","1007406117",""
"1007406","","130","","1","32","1","0","","1007406118",""
"1007407","100","1","0","-200","1","1.7","102511","mhp_idle_normal","1007407001","-1000"
"1007407","100","1","1","-220","1","1.7","117531","mhp_sit_idle","1007407002","185"
"1007407","100","1","1","-200","1","1.7","117631","mhp_sit_idle","1007407003","365"
"1007407","-240","1","","0.85","31","1","1","","1007407004","-154"
"1007407","110","1","0","-220","5","1.7","11","NoItem","1007407005","-200"
"1007407","105","1","0","-220","5","1.7","12","NoItem","1007407006","-200"
"1007407","110","1","1","-220","5","1.7","21","NoItem","1007407007","185"
"1007407","105","1","1","-220","5","1.7","22","NoItem","1007407008","185"
"1007407","1","11","0","0","6","0","1","","1007407009","1"
"1007407","1","12","0","0","6","0","1","","1007407010","1"
