9967dd5e10f86ce4e214653b2fb61b7dacdd63628ddfaacd310f1973641a366b,9385b55fe507852c899ad8e560bdcabf5aa800afbca329b4a60b70c23e674bb6,69f4dbaa75e803caefa079190779e01a203c59758d8da8cb9b6d1c59cf8b47f1,020f61078b66093f87dade25f24938ca0b4a345229ffb6256c16eb3f4025942f,5791034aa7c60bfe0e3926c657d50cdd4b8257cf0f2f73b8d80b3262d0bd7a66,2dceca5d48a2ef12a99b000e53a798c7d6a9c9a1cb5f40dd9f05410cd5f50671,2a694df34fa9626f879ae7658cc53fbcafe774393f4f63d554094432be6f6e14,44fc48cd256c3c9f7719066b389e140a29cb391ada206ef5821a28f3e75e700f,746840393d86f7623110d2ef5bc5fd151b24b84f56671ac55190060a7074d8ee,12b0e7167d5b8b847d8409038fcbf2c8fb78f7e3acbf9dcc75bf155424cf30fb,a9f000fae43fdc191c7cdb077bca583e613f86a136baba865305ce6e2b3b4de6,542ffa68e7944c42b8ff044b83da3ee460631288a87a8aa1e730feacf8349ac4,0cf41a7a967ae940b26a1d6f2b365ef61116ec48ca49265b26c969aa9a12a013,b0005c1a74c734f0b65e964ea1c442fa58de9d24463de6f443a69af93df965b7,77ead8dc59db43b5b1826f0a5e1ff30851e1134f7d3011941035123363b8f482,f90323709f033273e74b31c457677653fe6c3d7f6cf8165614b6445be5ba3ec0,819d279c607c3ed4516aee3cb985dceec0ac16602f938023f2b615374fcfd397,b6cd36b2cf562eade84ce528b81a04be930ee56d5d6458ef752421f4f1720d17,1bdc7f85d1867a4a7a501487b5ddcf39be76b37ea22d4e0c0b6d777fcbe0f3ae,6cb589fed220380165324c229f2ebb1c466b3818ea619aa1d25d76b54a933672,b0079c5baa60e5f41eda842069a2f148d2adcc6f8602f84f4cc185ea12a7b9a3,5f36d8d0b17245cc214a5983339c5b269226c89423ed73a4848ea7c75ef84e9c,06ebb7bfd530daa06eb598dc28ecce925f8a4106e3a3d7fbbae2d9cbe0500f83,0d3daa5497aa6a5fb1838a0122f9e935333a6871cde12597d43fcfacbc54061a,3205bd7ed0b4188ae619af5253b9a8424d5df6159fe57857fe9c97941208775a,ded7f43091304a9e26aac36d69182e63fed046729201adb2c4c98ddd3d4d342b,64bcec583e48cca378c736eaeb7ff86e86ca3d04fa7a554906bf208075e2f160,83bfe1a1161e781a84b83bf8abca09778274b0742e5e457510ac685c00efc63a,16bf5ec9f6ee5fb258e5e66322be4d71724441d77c12d52118af247fb08b9093,1a05dc06e074cb01940ad6657aa6a2458e70a17318b37454380d70aab6dbf082,9c25e7575596e4f30b7289a32194a057ee6aabfa82f0dc6883e31387a5d094bd,f9766c09b15982f76d3d82853bfa0bdde9b4d705d84ed2d88ae9d83672dc0baf,b17fbc856a51deee38a7b47f588994242db3bf768202b227ac8c5c1a33395c61,cbb7650992f4a1d52c2ccc2a6e7240154132650a7260fce792cdec54fdbc96cf,dab80c172d0c7670bb6d8dd94dcb80a02b40861bcfe23e54964eb4119d33edf7,5f3b9ab2528c722c2c3892d58a571758197865dd6808fea78325f239236b0b7f,4fd4c0daa7dbeda67a2937fa16c82125f1977dc76d602bf6f54d185ef43b009c,253e9d78473f7b198cbe3fe63600726021ea4d3f8b8a8ddfc0dfaa4c4327746f,8328e873542ff12d640c939436c98052c3ed0b659d57ec47ee303f934ac2e396,f90eb7a5ffd91cc78efad5524395d5164612c7bfd33d68813f435854a46e464d
"34","200801","0","0","0","11989","200000006","1118","34","34","34","34","34","34","1","0","30","39","34","34","34","34","0","34","34","0","34","34","34","10","1","620080134","34","55","10","0","0","0","0","1"
"35","200801","0","0","0","12601","200000006","1170","35","35","35","35","35","35","1","0","30","39","35","35","35","35","0","35","35","0","35","35","35","10","1","620080135","35","56","10","0","0","0","0","1"
"36","200801","0","0","0","13213","200000006","1223","36","36","36","36","36","36","1","0","30","39","36","36","36","36","0","36","36","0","36","36","36","10","1","620080136","36","56","10","0","0","0","0","1"
"37","200801","0","0","0","13597","200000006","1339","37","37","37","37","37","37","1","0","30","46","37","37","37","37","0","37","37","0","37","37","37","10","1","620080137","37","65","10","0","0","0","0","1"
"38","200801","0","0","0","13979","200000006","1458","38","38","38","38","38","38","1","0","30","53","38","38","38","38","0","38","38","0","38","38","38","10","1","620080138","38","73","10","0","0","0","0","1"
"39","200801","0","0","0","14362","200000006","1576","39","39","39","39","39","39","1","0","30","60","39","39","39","39","0","39","39","0","39","39","39","10","1","620080139","39","81","10","0","0","0","0","1"
"40","200801","0","0","0","17844","200000006","1847","40","40","40","40","40","40","1","0","30","61","40","40","40","40","0","40","40","0","40","40","40","10","1","620080140","40","82","10","0","0","0","0","1"
"41","200801","0","0","0","21325","200000006","2118","41","41","41","41","41","41","1","0","30","61","41","41","41","41","0","41","41","0","41","41","41","10","1","620080141","41","83","10","0","0","0","0","1"
"42","200801","0","0","0","21826","200000006","2042","42","42","42","42","42","42","1","0","30","61","42","42","42","42","0","42","42","0","42","42","42","10","1","620080142","42","85","10","0","0","0","0","1"
"43","200801","0","0","0","23039","200000006","2069","43","43","43","43","43","43","1","0","30","63","43","43","43","43","0","43","43","0","43","43","43","10","1","620080143","43","88","10","0","0","0","0","1"
"44","200801","0","0","0","24252","200000006","2097","44","44","44","44","44","44","1","0","30","65","44","44","44","44","0","44","44","0","44","44","44","10","1","620080144","44","90","10","0","0","0","0","1"
"45","200801","0","0","0","24346","200000006","2124","45","45","45","45","45","45","1","0","30","65","45","45","45","45","0","45","45","0","45","45","45","10","1","620080145","45","90","10","0","0","0","0","1"
"46","200801","0","0","0","26140","200000006","2171","46","46","46","46","46","46","1","0","30","73","46","46","46","46","0","46","46","0","46","46","46","10","1","620080146","46","97","10","0","0","0","0","1"
"47","200801","0","0","0","30599","200000006","2215","47","47","47","47","47","47","1","0","30","89","47","47","47","47","0","47","47","0","47","47","47","10","1","620080147","47","105","10","0","0","0","0","1"
"48","200801","0","0","0","35057","200000006","2652","48","48","48","48","48","48","1","0","30","104","48","48","48","48","0","48","48","0","48","48","48","10","1","620080148","48","114","10","0","0","0","0","1"
"49","200801","0","0","0","35464","200000006","2671","49","49","49","49","49","49","1","0","30","104","49","49","49","49","0","49","49","0","49","49","49","10","1","620080149","49","114","10","0","0","0","0","1"
"50","200801","0","0","0","36264","200000006","2800","50","50","50","50","50","50","1","0","30","109","50","50","50","50","0","50","50","0","50","50","50","10","1","620080150","50","121","10","0","0","0","0","1"
"51","200801","0","0","0","37063","200000006","2930","51","51","51","51","51","51","1","0","30","114","51","51","51","51","0","51","51","0","51","51","51","10","1","620080151","51","128","10","0","0","0","0","1"
"52","200801","0","0","0","37863","200000006","3061","52","52","52","52","52","52","1","0","30","119","52","52","52","52","0","52","52","0","52","52","52","10","1","620080152","52","135","10","0","0","0","0","1"
"53","200801","0","0","0","38662","200000006","3191","53","53","53","53","53","53","1","0","30","123","53","53","53","53","0","53","53","0","53","53","53","10","1","620080153","53","142","10","0","0","0","0","1"
"54","200801","0","0","0","39462","200000006","3320","54","54","54","54","54","54","1","0","30","128","54","54","54","54","0","54","54","0","54","54","54","10","1","620080154","54","149","10","0","0","0","0","1"
"55","200801","0","0","0","40262","200000006","3449","55","55","55","55","55","55","1","0","30","133","55","55","55","55","0","55","55","0","55","55","55","10","1","620080155","55","156","10","0","0","0","0","1"
"56","200801","0","0","0","41061","200000006","3579","56","56","56","56","56","56","1","0","30","138","56","56","56","56","0","56","56","0","56","56","56","10","1","620080156","56","163","10","0","0","0","0","1"
"57","200801","0","0","0","41861","200000006","3708","57","57","57","57","57","57","1","0","30","143","57","57","57","57","0","57","57","0","57","57","57","10","1","620080157","57","170","10","0","0","0","0","1"
"58","200801","0","0","0","42661","200000006","3838","58","58","58","58","58","58","1","0","30","148","58","58","58","58","0","58","58","0","58","58","58","10","1","620080158","58","177","10","0","0","0","0","1"
"59","200801","0","0","0","46202","200000006","4014","59","59","59","59","59","59","1","0","30","155","59","59","59","59","0","59","59","0","59","59","59","10","1","620080159","59","185","10","0","0","0","0","1"
"60","200801","0","0","0","49743","200000006","4191","60","60","60","60","60","60","1","0","30","162","60","60","60","60","0","60","60","0","60","60","60","10","1","620080160","60","192","10","0","0","0","0","1"
"61","200801","0","0","0","53285","200000006","4367","61","61","61","61","61","61","1","0","30","170","61","61","61","61","0","61","61","0","61","61","61","10","1","620080161","61","200","10","0","0","0","0","1"
"62","200801","0","0","0","54085","200000006","4414","62","62","62","62","62","62","1","0","30","172","62","62","62","62","0","62","62","0","62","62","62","10","1","620080162","62","202","10","0","0","0","0","1"
"63","200801","0","0","0","54885","200000006","4461","63","63","63","63","63","63","1","0","30","174","63","63","63","63","0","63","63","0","63","63","63","10","1","620080163","63","204","10","0","0","0","0","1"
"64","200801","0","0","0","55685","200000006","4508","64","64","64","64","64","64","1","0","30","176","64","64","64","64","0","64","64","0","64","64","64","10","1","620080164","64","206","10","0","0","0","0","1"
"65","200801","0","0","0","56485","200000006","4555","65","65","65","65","65","65","1","0","30","178","65","65","65","65","0","65","65","0","65","65","65","10","1","620080165","65","208","10","0","0","0","0","1"
"66","200801","0","0","0","57285","200000006","4603","66","66","66","66","66","66","1","0","30","180","66","66","66","66","0","66","66","0","66","66","66","10","1","620080166","66","210","10","0","0","0","0","1"
"67","200801","0","0","0","58085","200000006","4650","67","67","67","67","67","67","1","0","30","182","67","67","67","67","0","67","67","0","67","67","67","10","1","620080167","67","212","10","0","0","0","0","1"
"68","200801","0","0","0","58885","200000006","4697","68","68","68","68","68","68","1","0","30","184","68","68","68","68","0","68","68","0","68","68","68","10","1","620080168","68","214","10","0","0","0","0","1"
"69","200801","0","0","0","59685","200000006","4744","69","69","69","69","69","69","1","0","30","186","69","69","69","69","0","69","69","0","69","69","69","10","1","620080169","69","216","10","0","0","0","0","1"
"70","200801","0","0","0","60485","200000006","4791","70","70","70","70","70","70","1","0","30","188","70","70","70","70","0","70","70","0","70","70","70","10","1","620080170","70","218","10","0","0","0","0","1"
"71","200801","0","0","0","61285","200000006","4838","71","71","71","71","71","71","1","0","30","190","71","71","71","71","0","71","71","0","71","71","71","10","1","620080171","71","220","10","0","0","0","0","1"
"1","200900","0","0","0","301","200000001","28","1","1","1","1","1","1","1","0","30","2","1","1","1","1","0","1","1","0","1","1","1","10","1","620090001","1","3","10","0","0","0","0","1"
"2","200900","0","0","0","464","200000001","43","2","2","2","2","2","2","1","0","30","3","2","2","2","2","0","2","2","0","2","2","2","10","1","620090002","2","9","10","0","0","0","0","1"
"3","200900","0","0","0","496","200000001","51","3","3","3","3","3","3","1","0","30","4","3","3","3","3","0","3","3","0","3","3","3","10","1","620090003","3","9","10","0","0","0","0","1"
"4","200900","0","0","0","527","200000001","59","4","4","4","4","4","4","1","0","30","5","4","4","4","4","0","4","4","0","4","4","4","10","1","620090004","4","8","10","0","0","0","0","1"
"5","200900","0","0","0","527","200000001","78","5","5","5","5","5","5","1","0","30","5","5","5","5","5","0","5","5","0","5","5","5","10","1","620090005","5","8","10","0","0","0","0","1"
"6","200900","0","0","0","617","200000001","96","6","6","6","6","6","6","1","0","30","7","6","6","6","6","0","6","6","0","6","6","6","10","1","620090006","6","8","10","0","0","0","0","1"
"7","200900","0","0","0","861","200000001","137","7","7","7","7","7","7","1","0","30","8","7","7","7","7","0","7","7","0","7","7","7","10","1","620090007","7","9","10","0","0","0","0","1"
"8","200900","0","0","0","1054","200000001","157","8","8","8","8","8","8","1","0","30","9","8","8","8","8","0","8","8","0","8","8","8","10","1","620090008","8","9","10","0","0","0","0","1"
"9","200900","0","0","0","1080","200000001","168","9","9","9","9","9","9","1","0","30","9","9","9","9","9","0","9","9","0","9","9","9","10","1","620090009","9","10","10","0","0","0","0","1"
"10","200900","0","0","0","1106","200000001","169","10","10","10","10","10","10","1","0","30","10","10","10","10","10","0","10","10","0","10","10","10","10","1","620090010","10","11","10","0","0","0","0","1"
"11","200900","0","0","0","1132","200000001","169","11","11","11","11","11","11","1","0","30","10","11","11","11","11","0","11","11","0","11","11","11","10","1","620090011","11","11","10","0","0","0","0","1"
"12","200900","0","0","0","1158","200000001","170","12","12","12","12","12","12","1","0","30","12","12","12","12","12","0","12","12","0","12","12","12","10","1","620090012","12","13","10","0","0","0","0","1"
"13","200900","0","0","0","1182","200000001","170","13","13","13","13","13","13","1","0","30","14","13","13","13","13","0","13","13","0","13","13","13","10","1","620090013","13","15","10","0","0","0","0","1"
"14","200900","0","0","0","1366","200000001","186","14","14","14","14","14","14","1","0","30","15","14","14","14","14","0","14","14","0","14","14","14","10","1","620090014","14","16","10","0","0","0","0","1"
"15","200900","0","0","0","1551","200000001","202","15","15","15","15","15","15","1","0","30","15","15","15","15","15","0","15","15","0","15","15","15","10","1","620090015","15","16","10","0","0","0","0","1"
"16","200900","0","0","0","1735","200000001","218","16","16","16","16","16","16","1","0","30","17","16","16","16","16","0","16","16","0","16","16","16","10","1","620090016","16","16","10","0","0","0","0","1"
"17","200900","0","0","0","1919","200000001","233","17","17","17","17","17","17","1","0","30","18","17","17","17","17","0","17","17","0","17","17","17","10","1","620090017","17","19","10","0","0","0","0","1"
"18","200900","0","0","0","2104","200000001","249","18","18","18","18","18","18","1","0","30","20","18","18","18","18","0","18","18","0","18","18","18","10","1","620090018","18","20","10","0","0","0","0","1"
"19","200900","0","0","0","2288","200000001","265","19","19","19","19","19","19","1","0","30","20","19","19","19","19","0","19","19","0","19","19","19","10","1","620090019","19","20","10","0","0","0","0","1"
"20","200900","0","0","0","2472","200000001","281","20","20","20","20","20","20","1","0","30","21","20","20","20","20","0","20","20","0","20","20","20","10","1","620090020","20","22","10","0","0","0","0","1"
"21","200900","0","0","0","2608","200000001","289","21","21","21","21","21","21","1","0","30","21","21","21","21","21","0","21","21","0","21","21","21","10","1","620090021","21","22","10","0","0","0","0","1"
"22","200900","0","0","0","2743","200000001","298","22","22","22","22","22","22","1","0","30","21","22","22","22","22","0","22","22","0","22","22","22","10","1","620090022","22","22","10","0","0","0","0","1"
"23","200900","0","0","0","2878","200000001","307","23","23","23","23","23","23","1","0","30","21","23","23","23","23","0","23","23","0","23","23","23","10","1","620090023","23","22","10","0","0","0","0","1"
"24","200900","0","0","0","2859","200000001","355","24","24","24","24","24","24","1","0","30","34","24","24","24","24","0","24","24","0","24","24","24","10","1","620090024","24","33","10","0","0","0","0","1"
"25","200900","0","0","0","3103","200000001","373","25","25","25","25","25","25","1","0","30","34","25","25","25","25","0","25","25","0","25","25","25","10","1","620090025","25","33","10","0","0","0","0","1"
"26","200900","0","0","0","3345","200000001","391","26","26","26","26","26","26","1","0","30","34","26","26","26","26","0","26","26","0","26","26","26","10","1","620090026","26","34","10","0","0","0","0","1"
"27","200900","0","0","0","3588","200000001","410","27","27","27","27","27","27","1","0","30","35","27","27","27","27","0","27","27","0","27","27","27","10","1","620090027","27","34","10","0","0","0","0","1"
"28","200900","0","0","0","3832","200000001","427","28","28","28","28","28","28","1","0","30","35","28","28","28","28","0","28","28","0","28","28","28","10","1","620090028","28","34","10","0","0","0","0","1"
"29","200900","0","0","0","4074","200000001","446","29","29","29","29","29","29","1","0","30","35","29","29","29","29","0","29","29","0","29","29","29","10","1","620090029","29","35","10","0","0","0","0","1"
"30","200900","0","0","0","4317","200000001","463","30","30","30","30","30","30","1","0","30","35","30","30","30","30","0","30","30","0","30","30","30","10","1","620090030","30","35","10","0","0","0","0","1"
"31","200900","0","0","0","5144","200000001","501","31","31","31","31","31","31","1","0","30","36","31","31","31","31","0","31","31","0","31","31","31","10","1","620090031","31","37","10","0","0","0","0","1"
"32","200900","0","0","0","5969","200000001","538","32","32","32","32","32","32","1","0","30","39","32","32","32","32","0","32","32","0","32","32","32","10","1","620090032","32","40","10","0","0","0","0","1"
"33","200900","0","0","0","6796","200000001","575","33","33","33","33","33","33","1","0","30","41","33","33","33","33","0","33","33","0","33","33","33","10","1","620090033","33","41","10","0","0","0","0","1"
"34","200900","0","0","0","7623","200000001","613","34","34","34","34","34","34","1","0","30","42","34","34","34","34","0","34","34","0","34","34","34","10","1","620090034","34","42","10","0","0","0","0","1"
"35","200900","0","0","0","8448","200000001","651","35","35","35","35","35","35","1","0","30","45","35","35","35","35","0","35","35","0","35","35","35","10","1","620090035","35","44","10","0","0","0","0","1"
"36","200900","0","0","0","9275","200000001","688","36","36","36","36","36","36","1","0","30","46","36","36","36","36","0","36","36","0","36","36","36","10","1","620090036","36","46","10","0","0","0","0","1"
"37","200900","0","0","0","10100","200000001","726","37","37","37","37","37","37","1","0","30","49","37","37","37","37","0","37","37","0","37","37","37","10","1","620090037","37","48","10","0","0","0","0","1"
"38","200900","0","0","0","10927","200000001","764","38","38","38","38","38","38","1","0","30","50","38","38","38","38","0","38","38","0","38","38","38","10","1","620090038","38","49","10","0","0","0","0","1"
"39","200900","0","0","0","11754","200000001","801","39","39","39","39","39","39","1","0","30","52","39","39","39","39","0","39","39","0","39","39","39","10","1","620090039","39","50","10","0","0","0","0","1"
"40","200900","0","0","0","12579","200000001","838","40","40","40","40","40","40","1","0","30","55","40","40","40","40","0","40","40","0","40","40","40","10","1","620090040","40","53","10","0","0","0","0","1"
"41","200900","0","0","0","13406","200000001","876","41","41","41","41","41","41","1","0","30","56","41","41","41","41","0","41","41","0","41","41","41","10","1","620090041","41","55","10","0","0","0","0","1"
"42","200900","0","0","0","14465","200000001","925","42","42","42","42","42","42","1","0","30","60","42","42","42","42","0","42","42","0","42","42","42","10","1","620090042","42","60","10","0","0","0","0","1"
"43","200900","0","0","0","15523","200000001","971","43","43","43","43","43","43","1","0","30","66","43","43","43","43","0","43","43","0","43","43","43","10","1","620090043","43","64","10","0","0","0","0","1"
"44","200900","0","0","0","16582","200000001","1020","44","44","44","44","44","44","1","0","30","70","44","44","44","44","0","44","44","0","44","44","44","10","1","620090044","44","68","10","0","0","0","0","1"
"45","200900","0","0","0","17640","200000001","1067","45","45","45","45","45","45","1","0","30","76","45","45","45","45","0","45","45","0","45","45","45","10","1","620090045","45","72","10","0","0","0","0","1"
"46","200900","0","0","0","19566","200000001","1120","46","46","46","46","46","46","1","0","30","80","46","46","46","46","0","46","46","0","46","46","46","10","1","620090046","46","76","10","0","0","0","0","1"
"47","200900","0","0","0","21491","200000001","1175","47","47","47","47","47","47","1","0","30","85","47","47","47","47","0","47","47","0","47","47","47","10","1","620090047","47","82","10","0","0","0","0","1"
"48","200900","0","0","0","23417","200000001","1229","48","48","48","48","48","48","1","0","30","91","48","48","48","48","0","48","48","0","48","48","48","10","1","620090048","48","86","10","0","0","0","0","1"
"49","200900","0","0","0","25343","200000001","1283","49","49","49","49","49","49","1","0","30","97","49","49","49","49","0","49","49","0","49","49","49","10","1","620090049","49","90","10","0","0","0","0","1"
"50","200900","0","0","0","27269","200000001","1337","50","50","50","50","50","50","1","0","30","101","50","50","50","50","0","50","50","0","50","50","50","10","1","620090050","50","95","10","0","0","0","0","1"
"51","200900","0","0","0","29193","200000001","1390","51","51","51","51","51","51","1","0","30","105","51","51","51","51","0","51","51","0","51","51","51","10","1","620090051","51","100","10","0","0","0","0","1"
"52","200900","0","0","0","31119","200000001","1444","52","52","52","52","52","52","1","0","30","111","52","52","52","52","0","52","52","0","52","52","52","10","1","620090052","52","105","10","0","0","0","0","1"
"53","200900","0","0","0","33045","200000001","1497","53","53","53","53","53","53","1","0","30","115","53","53","53","53","0","53","53","0","53","53","53","10","1","620090053","53","109","10","0","0","0","0","1"
"54","200900","0","0","0","34971","200000001","1552","54","54","54","54","54","54","1","0","30","122","54","54","54","54","0","54","54","0","54","54","54","10","1","620090054","54","113","10","0","0","0","0","1"
"55","200900","0","0","0","36896","200000001","1606","55","55","55","55","55","55","1","0","30","126","55","55","55","55","0","55","55","0","55","55","55","10","1","620090055","55","119","10","0","0","0","0","1"
"56","200900","0","0","0","38822","200000001","1660","56","56","56","56","56","56","1","0","30","132","56","56","56","56","0","56","56","0","56","56","56","10","1","620090056","56","123","10","0","0","0","0","1"
"57","200900","0","0","0","40766","200000001","1731","57","57","57","57","57","57","1","0","30","136","57","57","57","57","0","57","57","0","57","57","57","10","1","620090057","57","128","10","0","0","0","0","1"
"58","200900","0","0","0","42711","200000001","1802","58","58","58","58","58","58","1","0","30","141","58","58","58","58","0","58","58","0","58","58","58","10","1","620090058","58","132","10","0","0","0","0","1"
"59","200900","0","0","0","44657","200000001","1874","59","59","59","59","59","59","1","0","30","147","59","59","59","59","0","59","59","0","59","59","59","10","1","620090059","59","138","10","0","0","0","0","1"
"60","200900","0","0","0","46602","200000001","1945","60","60","60","60","60","60","1","0","30","153","60","60","60","60","0","60","60","0","60","60","60","10","1","620090060","60","142","10","0","0","0","0","1"
"61","200900","0","0","0","48547","200000001","2017","61","61","61","61","61","61","1","0","30","157","61","61","61","61","0","61","61","0","61","61","61","10","1","620090061","61","147","10","0","0","0","0","1"
"62","200900","0","0","0","50382","200000001","2075","62","62","62","62","62","62","1","0","30","162","62","62","62","62","0","62","62","0","62","62","62","10","1","620090062","62","152","10","0","0","0","0","1"
"63","200900","0","0","0","52216","200000001","2133","63","63","63","63","63","63","1","0","30","167","63","63","63","63","0","63","63","0","63","63","63","10","1","620090063","63","156","10","0","0","0","0","1"
"64","200900","0","0","0","54051","200000001","2191","64","64","64","64","64","64","1","0","30","172","64","64","64","64","0","64","64","0","64","64","64","10","1","620090064","64","161","10","0","0","0","0","1"
"65","200900","0","0","0","55886","200000001","2249","65","65","65","65","65","65","1","0","30","177","65","65","65","65","0","65","65","0","65","65","65","10","1","620090065","65","165","10","0","0","0","0","1"
"66","200900","0","0","0","57720","200000001","2308","66","66","66","66","66","66","1","0","30","182","66","66","66","66","0","66","66","0","66","66","66","10","1","620090066","66","170","10","0","0","0","0","1"
"67","200900","0","0","0","59555","200000001","2366","67","67","67","67","67","67","1","0","30","187","67","67","67","67","0","67","67","0","67","67","67","10","1","620090067","67","175","10","0","0","0","0","1"
"68","200900","0","0","0","61390","200000001","2424","68","68","68","68","68","68","1","0","30","192","68","68","68","68","0","68","68","0","68","68","68","10","1","620090068","68","179","10","0","0","0","0","1"
"69","200900","0","0","0","63224","200000001","2482","69","69","69","69","69","69","1","0","30","197","69","69","69","69","0","69","69","0","69","69","69","10","1","620090069","69","184","10","0","0","0","0","1"
"70","200900","0","0","0","65059","200000001","2540","70","70","70","70","70","70","1","0","30","203","70","70","70","70","0","70","70","0","70","70","70","10","1","620090070","70","189","10","0","0","0","0","1"
"71","200900","0","0","0","66894","200000001","2598","71","71","71","71","71","71","1","0","30","208","71","71","71","71","0","71","71","0","71","71","71","10","1","620090071","71","193","10","0","0","0","0","1"
"1","200901","0","0","0","304","200000001","36","1","1","1","1","1","1","1","0","30","2","1","1","1","1","0","1","1","0","1","1","1","10","1","620090101","1","4","10","0","0","0","0","1"
"2","200901","0","0","0","398","200000001","40","2","2","2","2","2","2","1","0","30","3","2","2","2","2","0","2","2","0","2","2","2","10","1","620090102","2","5","10","0","0","0","0","1"
"3","200901","0","0","0","665","200000001","44","3","3","3","3","3","3","1","0","30","5","3","3","3","3","0","3","3","0","3","3","3","10","1","620090103","3","6","10","0","0","0","0","1"
"4","200901","0","0","0","586","200000001","63","4","4","4","4","4","4","1","0","30","5","4","4","4","4","0","4","4","0","4","4","4","10","1","620090104","4","6","10","0","0","0","0","1"
"5","200901","0","0","0","650","200000001","93","5","5","5","5","5","5","1","0","30","6","5","5","5","5","0","5","5","0","5","5","5","10","1","620090105","5","7","10","0","0","0","0","1"
"6","200901","0","0","0","714","200000001","123","6","6","6","6","6","6","1","0","30","7","6","6","6","6","0","6","6","0","6","6","6","10","1","620090106","6","9","10","0","0","0","0","1"
"7","200901","0","0","0","879","200000001","152","7","7","7","7","7","7","1","0","30","8","7","7","7","7","0","7","7","0","7","7","7","10","1","620090107","7","10","10","0","0","0","0","1"
"8","200901","0","0","0","1043","200000001","182","8","8","8","8","8","8","1","0","30","9","8","8","8","8","0","8","8","0","8","8","8","10","1","620090108","8","11","10","0","0","0","0","1"
"9","200901","0","0","0","1073","200000001","195","9","9","9","9","9","9","1","0","30","10","9","9","9","9","0","9","9","0","9","9","9","10","1","620090109","9","11","10","0","0","0","0","1"
"10","200901","0","0","0","1103","200000001","209","10","10","10","10","10","10","1","0","30","10","10","10","10","10","0","10","10","0","10","10","10","10","1","620090110","10","12","10","0","0","0","0","1"
"11","200901","0","0","0","1134","200000001","222","11","11","11","11","11","11","1","0","30","10","11","11","11","11","0","11","11","0","11","11","11","10","1","620090111","11","12","10","0","0","0","0","1"
"12","200901","0","0","0","1164","200000001","236","12","12","12","12","12","12","1","0","30","10","12","12","12","12","0","12","12","0","12","12","12","10","1","620090112","12","12","10","0","0","0","0","1"
"13","200901","0","0","0","1379","200000001","260","13","13","13","13","13","13","1","0","30","11","13","13","13","13","0","13","13","0","13","13","13","10","1","620090113","13","13","10","0","0","0","0","1"
"14","200901","0","0","0","1594","200000001","284","14","14","14","14","14","14","1","0","30","12","14","14","14","14","0","14","14","0","14","14","14","10","1","620090114","14","14","10","0","0","0","0","1"
"15","200901","0","0","0","1808","200000001","308","15","15","15","15","15","15","1","0","30","13","15","15","15","15","0","15","15","0","15","15","15","10","1","620090115","15","15","10","0","0","0","0","1"
"16","200901","0","0","0","2023","200000001","332","16","16","16","16","16","16","1","0","30","14","16","16","16","16","0","16","16","0","16","16","16","10","1","620090116","16","16","10","0","0","0","0","1"
"17","200901","0","0","0","2238","200000001","356","17","17","17","17","17","17","1","0","30","15","17","17","17","17","0","17","17","0","17","17","17","10","1","620090117","17","17","10","0","0","0","0","1"
"18","200901","0","0","0","2453","200000001","381","18","18","18","18","18","18","1","0","30","16","18","18","18","18","0","18","18","0","18","18","18","10","1","620090118","18","18","10","0","0","0","0","1"
"19","200901","0","0","0","2668","200000001","405","19","19","19","19","19","19","1","0","30","17","19","19","19","19","0","19","19","0","19","19","19","10","1","620090119","19","19","10","0","0","0","0","1"
"20","200901","0","0","0","2883","200000001","429","20","20","20","20","20","20","1","0","30","17","20","20","20","20","0","20","20","0","20","20","20","10","1","620090120","20","20","10","0","0","0","0","1"
"21","200901","0","0","0","3041","200000001","442","21","21","21","21","21","21","1","0","30","17","21","21","21","21","0","21","21","0","21","21","21","10","1","620090121","21","20","10","0","0","0","0","1"
"22","200901","0","0","0","3199","200000001","455","22","22","22","22","22","22","1","0","30","17","22","22","22","22","0","22","22","0","22","22","22","10","1","620090122","22","20","10","0","0","0","0","1"
"23","200901","0","0","0","3357","200000001","469","23","23","23","23","23","23","1","0","30","17","23","23","23","23","0","23","23","0","23","23","23","10","1","620090123","23","20","10","0","0","0","0","1"
"24","200901","0","0","0","3335","200000001","543","24","24","24","24","24","24","1","0","30","28","24","24","24","24","0","24","24","0","24","24","24","10","1","620090124","24","30","10","0","0","0","0","1"
"25","200901","0","0","0","3618","200000001","570","25","25","25","25","25","25","1","0","30","28","25","25","25","25","0","25","25","0","25","25","25","10","1","620090125","25","30","10","0","0","0","0","1"
"26","200901","0","0","0","3902","200000001","598","26","26","26","26","26","26","1","0","30","28","26","26","26","26","0","26","26","0","26","26","26","10","1","620090126","26","30","10","0","0","0","0","1"
"27","200901","0","0","0","4185","200000001","625","27","27","27","27","27","27","1","0","30","28","27","27","27","27","0","27","27","0","27","27","27","10","1","620090127","27","31","10","0","0","0","0","1"
"28","200901","0","0","0","4468","200000001","653","28","28","28","28","28","28","1","0","30","29","28","28","28","28","0","28","28","0","28","28","28","10","1","620090128","28","31","10","0","0","0","0","1"
"29","200901","0","0","0","4752","200000001","680","29","29","29","29","29","29","1","0","30","29","29","29","29","29","0","29","29","0","29","29","29","10","1","620090129","29","32","10","0","0","0","0","1"
"30","200901","0","0","0","5035","200000001","708","30","30","30","30","30","30","1","0","30","29","30","30","30","30","0","30","30","0","30","30","30","10","1","620090130","30","32","10","0","0","0","0","1"
