bc06876b67a5cbce6f67213f10da00fe92a0f20bf76e514fda6745ade71a5efa,ef34c692e97fb3ce2f69e3549e117159e6e8eab3672f4fcd61e06c3b675a378e,6b431ae9bddaa1b8f44d4aa0a1f68d9d8715d7763ff3cda68f8c60d297f60cfa,a2886f4fffcaa44ddcf7e77ecd3f9c6e5355efd15f80ab663c198bd317c33297,aefd45e30bebae6013a7c3015d7886f51b46015ec22f0f8146a853aadc3c7541,fdca2022bdef107eecc5c4ce3faad67ff034aadbbfa28c26df5c26860c5925a7,979d2a8e87fe36d7e49c2ef9215d7fd2bf3984aadd3224fa34a29066c7270d6c,39828a1faedcb99232c1f18ba17a28dc14b65ba555b7fa8513ffc01b4e9a93bf,219ec883c0e6a0676270aad2da5960be4d105a7ec241c6527597e51da4e31583,8963a4284a0e8efc8e7d84a8e723c147a5aa10a8502b4a4c7d6cf52a348e416f,68833564d9cd77bb0a28f39f9e978beb14241c1cf6f4775946a4f77775f538f7,6085b05969af1a9e91dd977425ca770dc8ba686bde5e7ca6362dea0b5a24a69b,a5d5d90607771445b4608fc9f61165197e4584780a5ff9256421c6d3b0623da5,4093db0c344b3a7927e8afe585693a61dd758b269b409ac02797227e736d8802,7e2fb4e5a46c5359f6e6377ab053c66dae16db552e33680895e6f97e6d0021d4,846f1895655cdf0e9a68899fd0d0e29698816459da7269697c8490fbbee915f6,fba3e8de19b003e20166e33b9170172eb911ef41567d0dfb9851fb0c04df12d6,ede01282fd0f9f3a8768688ee97696b6cc75ab518a51eef4bfa9029004e60286,fe466165fbf0eeb371399b67fa8178b8fde6d3d9058c0ce24a0e463104b6e9b6,c57c36daae80c83a697ce352e077d4173d521c47d1ff8e6b3b95504d16b3f1e3,89dfe61e70a5867119f1f609b2ab9af4377030199951682413e977631f25702f
"1315510","1.9","0","0","0.1","0","0","0","0","0","0","0","0","260","0","0","2","131551","3.75","0","0"
"1315511","1.9","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","131551","4.25","0","0"
"1315610","0","0","0","0","4.4","0","0","0","0","0","0","0.4","-1","0","0","2","131561","0","0","0"
"1315710","0","0","0","0","3.6","0","0","0","1.2","0","0","0","260","0","0.05","2","131571","0","0","0"
"1315711","0","0","0","0","4","0","0","0","1.2","0","0","0","-1","0","0","261","131571","0","0","0"
"1315810","1.2","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131581","4.4","0","0"
"1315910","1.35","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","131591","4.1","0","0"
"1315911","1.35","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","131591","4.35","0","0"
"1316010","0","0.5","0","0","4.6","0","0","0","0","0","0","0","-1","0","0","2","131601","0","0","0"
"1316210","0.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131621","4.9","0","0"
"1316310","1","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131631","4.6","0","0"
"1316410","0","0","0","0.05","0","0","0.3","0.3","0","0","0","0","260","0","0","2","131641","0","15","0"
"1316411","0","0","0","0","0","0","0.3","0.3","0","0","0","0","-1","0","0","261","131641","0","17.1","0"
"1316510","0.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131651","3.65","10","0"
"1316610","0.75","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131661","4.65","0","0"
"1316710","0.25","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131671","5","0","0"
"1316810","0.75","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131681","4.5","0","0"
"1316910","0","0","0","0.1","0","0","0","0","0","0","0","0","260","0","0","2","131691","2.5","20","0"
"1316911","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","131691","3","20","0"
"1317010","1.4","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131701","4.5","0","0"
"1317020","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","1","131702","870","1500","0"
"1317110","0","0","0","0","0","0","0","0","0","0","0","0.3","-1","0","0","2","131711","2.25","20","0"
"1317120","240","0","0","0","0","0","120","0","0","0","0","0","-1","0","0","1","131712","0","0","0"
"1317210","0.65","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131721","3.75","10","0"
"1317310","0","0","0","0.05","2.6","0","0","0","0","0","0","0","260","0","0","2","131731","0","20","0"
"1317311","0","0","0","0","2.85","0","0","0","0","0","0","0","-1","0","0","261","131731","0","20","0"
"1317410","0.75","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131741","2.85","15","0"
"1317510","1.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131751","4.5","0","0"
"1317610","0","0","0","0","4.3","0","0","0","0","0","12.5","0","-1","0","0","2","131761","0","0","0"
"1317710","1","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131771","1","35","0"
"1317810","0.5","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","131781","4","0","0"
"1317811","0.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","131781","4.25","0","0"
"1317910","2","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131791","4","0","0"
"1318010","0.5","1","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131801","4","0","0"
"1318110","0","0","0","0","3.5","0","0.5","0.5","1","0","0","0","-1","0","0","2","131811","0","0","0"
"1318210","0","0","0","0","4","0","0","0","0.75","0","0","0","-1","0","0","2","131821","0","0","0"
"1319010","0","0","0","0","3.85","0","0","0","1.2","0","0","0","-1","0","0","2","131901","0","0","0"
"1319110","0","0","0","0","2.25","0","0","0","0","0","0","0","-1","0","0","2","131911","0","25","0"
"1319210","1","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131921","3","12.5","0"
"1319310","2.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131931","4","0","0"
"1319910","1.75","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131991","4.5","0","0"
"1320010","0","0","0","0","0","0","0.4","0.4","0","0","0","0","-1","0","0","2","132001","0","15","0"
"1320710","1.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132071","4.5","0","0"
"1320810","1.5","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","132081","4.3","0","0"
"1320811","1.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","132081","4.55","0","0"
"1320910","0","0","0","0","2.5","0","0","0","1","0","0","0","-1","0","0","2","132091","0","15","0"
"1321010","0.6","0","0.05","0.05","0","0","1.05","0","0","0","0","0","260","0","0","2","132101","0","0","0"
"1321011","0.6","0","0.05","0","0","0","1.1","0","0","0","0","0","-1","0","0","261","132101","0","0","0"
"1321110","0","0","0","0","4.5","0","0","0","0.5","0","0","0","-1","0","0","2","132111","0","0","0"
"1321210","1","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132121","4.5","0","0"
"1321310","0","0","0","0.05","0","0","0","0","0","0","12.5","0","260","0","0","2","132131","2.75","10","0"
"1321311","0","0","0","0","0","0","0","0","0","0","12.5","0","-1","0","0","261","132131","3","10","0"
"1321410","0","1.25","0","0","2.5","0","0","0","0","0","0","0","-1","0","0","2","132141","0","13","0"
"1321510","0","0","0","0","0","0","0.2","0.25","0","0","0","0","-1","0","0","2","132151","3","0","0"
"1321610","1.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132161","4.25","0","0"
"1321910","0","0","0.05","0.05","3","0","0","0","1","0","0","0","260","0","0","2","132191","0","0","0"
"1321911","0","0","0.05","0","3.25","0","0","0","1","0","0","0","-1","0","0","261","132191","0","0","0"
"1322010","0.75","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132201","3.75","7.5","0"
"1322110","1.25","0","0","0","0","0","0.2","0","0","0","0","0","-1","0","0","2","132211","3.5","0","0"
"1322210","1.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132221","4.25","0","0"
"1322310","0","0","0","0","4.4","0","0","0","1.1","0","0","0","-1","0","0","2","132231","0","0","0"
"1322410","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132241","4.5","5","0"
"1322510","1.75","0","0","0.1","0","0","0","0","0","0","0","0","260","0","0","2","132251","3.75","0","0"
"1322511","1.75","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","132251","4.25","0","0"
"1322610","0","0","0","0","0","0","0.55","0","0","0","0","0","-1","0","0","2","132261","0","20","0"
"1322710","0","0","0","0","4","0","0","0","1","0","0","0","-1","0","0","2","132271","0","0","0"
"1322810","0","0","0","0","0","0","0.3","0.3","0","0","0","0","-1","0","0","2","132281","2","0","0"
"1322910","0","0","0","0","0","0","0.4","0.4","0","0","0","0","-1","0","0","2","132291","0","10","0"
"1323110","0","0","0","0","4.4","0","0","0","0","0","0","0","-1","0","0","2","132311","0","5","0"
"1323210","0.75","0","0","0","0","0","0.35","0","0","0","0","0","-1","0","0","2","132321","3","0","0"
"1323310","0","0","0","0","0","0","0","1.05","0","0","0","0","-1","0","0","2","132331","0","15","0"
"1323510","1","0","0","0","0","0","0","0.75","0","0","0","0","-1","0","0","2","132351","0","7.5","0"
"1323610","0.75","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132361","4","5","0"
"1323710","0","0","0","0","3","0","0","0.25","0","0","0","0","-1","0","0","2","132371","0","7.5","0"
"1323810","0.75","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","132381","4.5","0","0"
"1323811","0.75","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","132381","5","0","0"
"1323910","1.1","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132391","2.25","20","0"
"1324010","0","0","0","0","3.75","0","0","0","0","0","0","0","-1","0","0","2","132401","0","12.5","0"
"1324110","0","0","0","0","3.75","0","0","0","0","0","12.5","0","-1","0","0","2","132411","0","0","0"
"1324210","0","0","0","0","0","0","1","0","0","0","0","0","-1","0","0","2","132421","0","10","0"
"1324510","0","0","0","0.05","3.5","0","0","0","1.25","0","0","0","260","0","0","2","132451","0","0","0"
"1324511","0","0","0","0","3.75","0","0","0","1.25","0","0","0","-1","0","0","261","132451","0","0","0"
"1324610","0","0","0","0","3.5","0","0","0","0","0","0","0","-1","0","0","2","132461","0","15","0"
"1324710","0.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132471","4.5","0","0"
"1324810","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132481","3.5","12.5","0"
"1324910","1","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132491","4.25","0","0"
"1325010","0.75","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132501","4.5","0","0"
"1325110","1","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132511","4","0","0"
"1325210","0","0","0","0","0","0","0.4","0.4","0","0","0","0","-1","0","0","2","132521","0","15","0"
"1325310","0","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","132531","4.25","0","0"
"1325311","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","132531","4.5","0","0"
"1325410","1.25","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132541","4","0","0"
"1325510","0","0","0","0","3.5","0","0","0","0","0","0","0","-1","0","0","2","132551","0","12.5","0"
"1325610","0","0","0","0","0","0","0.4","0.4","0","0","0","0","-1","0","0","2","132561","0","12.5","0"
"1325710","0","0","0","0","0","0","0.4","0.4","0","0","0","0","-1","0","0","2","132571","0","12.5","0"
"1325810","1","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132581","4.6","0","0"
"1326010","1.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132601","3","0","0"
"1326110","0","0","0","0","0","0","0.4","0.4","0","0","0","0","-1","0","0","2","132611","0","15","0"
"1326210","0","0","0","0","3.5","0","0","0","0.5","0","0","0","-1","0","0","2","132621","0","12.5","0"
"1326310","0","0","0","0","3.6","0","0","0","0","0","0","0","-1","0","0","2","132631","0","15","0"
"1326610","0","0","0","0","3.5","0","0","0","0.75","0","0","0","-1","0","0","2","132661","0","10","0"
"1326710","1","0","0","0","0","0","0","0.4","0","0","0","0","-1","0","0","2","132671","0","12.5","0"
"1326810","0","0","0","0","0","0","0.3","0.35","0","0","0","0","-1","0","0","2","132681","0","15","0"
"1326910","0","0","0","0","3.5","0","0","0","0","0","0","0","-1","0","0","2","132691","0","12.5","0"
"1327010","1.25","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132701","0","25","0"
"1327110","1.25","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132711","4.25","0","0"
"1327210","0","0","0","0.1","3","0","0","0","0","0","0","0","260","0","0","2","132721","0","12","0"
"1327211","0","0","0","0","3.5","0","0","0","0","0","0","0","-1","0","0","261","132721","0","12","0"
"1327310","1.25","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132731","4.25","0","0"
"1327510","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132751","3","15","0"
"1327610","0","0","0","0","0","0","0.6","0","0","0","0","0","-1","0","0","2","132761","0","15","0"
"1327910","0","0","0","0.05","0","0","0.45","0.45","0","0","0","0","260","0","0","2","132791","0","20","0"
"1327911","0","0","0","0","0","0","0.45","0.45","0","0","0","0","-1","0","0","261","132791","0","22.1","0"
"1328010","1","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132801","3","0","0"
"1328310","1.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132831","3.25","0","0"
"1328410","0","0","0","0","3.5","0","0","0","1.25","0","0","0","-1","0","0","2","132841","0","0","0"
"1328510","0","0","0","0","3.25","0","0","0","1.5","0","0","0","-1","0","0","2","132851","0","0","0"
"1328710","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132871","3.75","12.5","0"
"1328810","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132881","3.75","12.5","0"
"1328910","0","0","0","0","3.75","0","0","0","0","0","0","0","-1","0","0","2","132891","0","12.5","0"
"1329310","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132931","5","0","0"
"1329410","0.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132941","4.5","0","0"
"1329810","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132981","5","0","0"
"1329910","1.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","132991","3.25","0","0"
"1330710","0","0","0","0","3.5","0","0.25","0.25","0","0","0","0","-1","0","0","2","133071","0","0","0"
"1330810","0","0","0","0","4","0","0","0","1","0","0","0","-1","0","0","2","133081","0","0","0"
"1330910","0","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","133091","0","30","0"
"1330911","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","133091","0","32.1","0"
"1331010","0","0","0","0","4.5","0","0","0","0.5","0","0","0","-1","0","0","2","133101","0","0","0"
"1331110","0","0","0","0","0","0","0.4","0.4","0","0","0","0","-1","0","0","2","133111","2","17.5","0"
"1331210","0","0","0","0","2","0","0","0","1","0","0","0","-1","0","0","2","133121","0","20","0"
"1331610","0","0","0","0","0","0","0.35","0.35","0","0","0","0","-1","0","0","2","133161","3.5","0","0"
"1331710","0","0","0","0","3.25","0","0","0","1.5","0","0","0","-1","0","0","2","133171","0","0","0"
"1331810","0","0","0","0","4","0","0","0","0.75","0","0","0","-1","0","0","2","133181","0","0","0"
"1380110","2.5","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","138011","4","0","0"
"1380111","2.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","138011","4.25","0","0"
"1380210","0","0","0","0.05","3.75","0","0","0","1.5","0","0","0","260","0","0","2","138021","0","0","0"
"1380211","0","0","0","0","4","0","0","0","1.5","0","0","0","-1","0","0","261","138021","0","0","0"
"1380310","1.75","0","0","0.1","0","0","0","0","0","0","0","0","260","0","0","2","138031","4","0","0"
"1380311","1.75","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","138031","4.5","0","0"
"1380410","2.2","0","0","0.1","0","0","0","0","0","0","0","0","260","0","0","2","138041","1.1","25","0"
"1380411","2.2","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","138041","1.6","25","0"
"1380510","0","0","0","0","0","0","0.35","0.35","0","0","0","0","-1","0","0","2","138051","0","17.5","0"
"1380610","0","0","0.05","0.1","3.75","0","0","0","1","0","0","0","260","0","0","2","138061","0","0","0"
"1380611","0","0","0.05","0","4.25","0","0","0","1","0","0","0","-1","0","0","261","138061","0","0","0"
"1380710","1.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","138071","4.5","0","0"
"1380810","0.5","0","0","0.1","0","0","0","0","0","0","0","0","260","0","0","2","138081","4.5","0","0"
"1380811","0.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","138081","5.25","0","0"
"1380910","1","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","138091","4.25","0","0"
"1380911","1","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","138091","4.5","0","0"
