4b178e92e3fdfa2fa1c6876b0e1db842baac86b3b9555a949fa02d375a3d8e19,c6c95365551f6dc6b3489d1a31530afea6770b1bca165b32519d7c2ff55994f8,e7fa01e7b47e2366de549080bd4722338385be821c703acad100c488b4791f3b,640a2298a99d7e734db3179bd930ba0d40324fe299b15a4ef15a1e867f4baa4b,ee44c7a97665fb615cb4d2697231261cb278e2aa686bd0f6a6acea5db3aa1728,1a91b93d09708c9e77b54177ba0b93ed8f99116fe7c1740cb2d463c2882830cd,34b530f413d92db7a448c2fa6ab21a3c8045dbb7b3c6852179e90e6fd6df7e55,20fcc87d4fc0b881018a39984308d2f7e78d803cf75862d8c5bb297de23d3093
"10060","1","1006002","ㄨㄢ","2","指環","ㄓ","圓圓的環。"
"10060","1","1006003","ㄠ","2","珠寶","ㄨ","以貴金屬或稀有礦物加工成的奢侈品，通常都是亮晶晶的。"
"10061","1","1006100","ㄗ","1","繩子","ㄥ","以纖維編織而成的工具，用於捆綁。"
"10061","1","1006101","ㄥ","1","麻繩","ㄚ","用麻線等編成的結實的繩子。可以綁起各式各樣的東西。"
"10061","1","1006102","ㄥ","2","草繩","ㄠ","用草編織成的繩子，據說被蛇咬過的人會怕它十年。"
"10061","1","1006103","ㄩ","3","空花的秘密道具","ㄨㄥ","嗚呵呵呵呵。"
"10061","1","1006104","ㄧㄥ","3","絕頂","ㄩㄝ","空花要，空花要～！"
"10062","1","1006200","ㄞ","1","盾牌","ㄨㄣ","用來防止攻擊的板狀的防具。"
"10062","1","1006201","ㄩ","2","護具","ㄨ","拿來防止什麼的東西的總稱。"
"10062","1","1006202","ㄩ","2","防具","ㄤ","保護身體的裝備。"
"10062","1","1006203","ㄟ","2","裝備","ㄨㄤ","配戴在身上的功能性物品或衣物。"
"10062","1","1006204","ㄨㄣ","3","地獄之盾","ㄧ","純的必殺技。能擋下各種攻擊！"
"10063","1","1006300","ㄧ","1","錢幣","ㄧㄢ","貨幣。不是食物。"
"10063","1","1006301","ㄧㄢ","1","金錢","ㄧㄣ","「錢」的別種說法。不是食物。"
"10063","1","1006302","ㄤ","2","寶藏","ㄠ","被藏起來的貴重物品。"
"10063","1","1006303","ㄨ","2","財物","ㄞ","指貨幣或貴重的物品。"
"10063","1","1006304","ㄧ","3","盧幣","ㄨ","在蘭德索爾使用的貨幣單位。不是食物。"
"10063","1","1006305","ㄩ","3","公會小屋購買家具","ㄨㄥ","是盧幣主要的用途。也有可以食用的。"
"10064","1","1006400","ㄧㄥ","1","布丁","ㄨ","雞蛋做成的甜品。"
"10064","1","1006401","ㄧㄥ","2","豪華法式布丁","ㄠ","統率所有點心的點心中的點心。"
"10064","1","1006402","ㄧㄢ","2","甜點","ㄧㄢ","是甜的。也就是布丁。"
"10064","1","1006403","ㄧㄣ","3","宮子的點心","ㄨㄥ","所有的布丁都是宮子一個人的。"
"10065","1","1006500","ㄧㄢ","1","項鍊","ㄧㄤ","裝飾在脖子上的飾品。"
"10065","1","1006501","ㄕ","2","墜飾","ㄨㄟ","掛在脖子上的飾品。"
"10065","1","1006502","ㄧㄣ","2","飾品","ㄕ","飾品。時尚的必備道具。"
"10065","1","1006503","ㄕ","2","首飾","ㄡ","與服裝互相搭配的配件。"
"10066","1","1006600","ㄧ","1","稻米","ㄠ","稻穗。可以篩出米。"
"10066","1","1006601","ㄢ","2","米飯","ㄧ","將水稻精製後的穀物。米飯！"
"10066","1","1006602","ㄗ","2","麥子","ㄞ","麵包原料的穀物。"
"10066","1","1006603","ㄨ","2","穀物","ㄨ","人工種植的可食用植物之一，富含澱粉。"
"10067","1","1006700","ㄧㄡ","1","醬油","ㄧㄤ","由豆類製成的東國特有的醬料。"
"10067","1","1006701","ㄧㄡ","2","豆油","ㄡ","「醬油」的別種說法。豆類的醬料。"
"10067","1","1006702","ㄧㄠ","2","調味料","ㄧㄠ","用來調味。"
"10067","1","1006703","ㄧㄡ","2","柴魚醬油","ㄞ","加入鰹魚風味的醬油。"
"10068","1","1006800","ㄞ","1","輸送帶","ㄨ","用來進行流程作業的機器。"
"10068","1","1006801","ㄤ","2","工廠","ㄨㄥ","大量生產製品的設施。"
"10068","1","1006802","ㄧㄢ","2","生產線","ㄥ","工廠為了提高效率而設置的生產流水線。"
"10068","1","1006803","ㄤ","3","鯛魚燒工廠","ㄧㄠ","賭上了墨丘利財團威望的事業。要是那時候沒有爆炸的話……"
"10069","1","1006900","ㄥ","1","吊燈","ㄧㄠ","炫爛奪目又豪華的照明器具。"
"10069","1","1006901","ㄞ","2","燭臺","ㄨ","照亮黑暗的光。"
"10069","1","1006902","ㄕ","2","燈飾","ㄥ","精心設計的帶有美感的照明裝置。"
"10070","1","1007000","ㄧㄢ","1","鹽","ㄧㄢ","好鹹。"
"10070","1","1007001","ㄚ","2","氯化納","ㄩ","「鹽」的別種說法。"
"10070","1","1007002","ㄧㄠ","2","調味料","ㄧㄠ","用來調味。"
"10070","1","1007003","ㄧㄢ","2","低鈉鹽","ㄧ","鈉離子含量較低的食用鹽，據說比較健康。"
"10071","1","1007100","ㄨㄛ","1","漩渦","ㄩㄢ","會捲起激烈旋渦的潮流。"
"10071","1","1007101","ㄨ","2","咕嚕咕嚕","ㄨ","要、要被捲進去了……咕嚕咕嚕……"
"10071","1","1007102","ㄢ","2","海難","ㄞ","船隻沉沒的事故。"
"10072","1","1007200","ㄢ","1","釣竿","ㄧㄠ","釣魚用的道具。要高明的操作需要技巧。"
"10072","1","1007201","ㄦ","2","魚餌","ㄩ","幾乎是釣竿的必要配備，空有釣竿卻沒有魚餌可不容易啊。"
"10072","1","1007202","ㄩ","3","流夏的興趣","ㄧㄡ","握法跟專業級的一樣。"
"10073","1","1007300","ㄗ","1","鍋子","ㄨㄛ","煮食物用的調理器具。"
"10073","1","1007301","ㄧ","2","咖哩","ㄚ","最愛大家了。聞味道的瞬間就讓人想吃的香料魔法。"
"10073","1","1007302","ㄞ","2","燉菜","ㄨㄣ","放入肉和蔬菜燉煮的料理。能不能以這個當菜來配飯，引起了眾人討論。"
"10073","1","1007303","ㄓ","2","滷汁","ㄨ","為了讓食物入味所用的液體。"
"10073","1","1007304","ㄡ","2","紅酒燉牛肉","ㄨㄥ","加了紅酒的燉牛肉。"
"10074","1","1007400","ㄢ","1","蹺蹺板","ㄧㄠ","坐在兩邊叩咚叩咚的。"
"10074","1","1007401","ㄕ","2","兒童遊樂設施","ㄦ","放在公園裡的遊戲道具。"
"10074","1","1007402","ㄨㄢ","2","去公園玩","ㄩ","在公園集合哦！"
"10074","1","1007403","ㄥ","2","失衡","ㄕ","槓桿兩邊受力不相同的狀態，引申為相關聯的雙方差距過大。"
"10075","1","1007500","ㄧ","1","筆","ㄧ","用來畫圖或寫字的道具。"
"10075","1","1007501","ㄚ","2","書法","ㄨ","是東國的文化！"
"10075","1","1007502","ㄧ","2","毛筆","ㄠ","以動物毛製成的筆。"
"10075","1","1007503","ㄗ","2","寫字","ㄧㄝ","一定得學習。"
"10075","1","1007504","ㄞ","2","硯臺","ㄧㄢ","研墨的道具。"
"10075","1","1007505","ㄨㄚ","3","東國文化","ㄨㄥ","位於蘭德索爾的遙遠東邊的國家的文化。還有忍者、武士、富士、藝妓等。是妮諾的憧憬。"
"10076","1","1007600","ㄧㄥ","1","啞鈴","ㄧㄚ","訓練工具。"
"10076","1","1007601","ㄧ","1","二頭肌","ㄦ","看到隆起來的手臂肌肉了嗎？那就是二頭肌。"
"10076","1","1007602","ㄡ","2","肌肉","ㄧ","肌肉！"
"10076","1","1007603","ㄧㄢ","2","鍛鍊","ㄨㄢ","主要是為了提升力量的訓練。"
"10076","1","1007604","ㄩㄣ","2","重訓","ㄨㄥ","提起重物的訓練。"
"10077","1","1007700","ㄨㄣ","1","鬼魂","ㄨㄟ","是鬼喲。把布丁交出來喲。"
"10077","1","1007701","ㄧㄥ","1","幽靈","ㄧㄡ","是幽靈喲。把布丁交出來喲。"
"10077","1","1007702","ㄗ","3","宮子","ㄨㄥ","是宮子喲！把布丁交出來喲。"
"10077","1","1007703","ㄧ","3","無敵","ㄨ","是無敵的喲！把布丁交出來喲。"
"20001","1","2000100","ㄜ","1","日和","ㄖ","【破曉之星】中最愛助人的格鬥少女。"
"20001","1","2000101","ㄧㄣ","3","放不下心","ㄤ","日和的口頭禪和座右銘。"
"20002","1","2000200","ㄧ","1","優衣","ㄧㄡ","【破曉之星】中專情的純真治療師。"
"20002","1","2000201","ㄩ","3","全體治癒","ㄩㄢ","治癒一切是優衣的特技。"
"20002","1","2000202","ㄢ","3","真琴的兒時玩伴","ㄣ","似乎旁人都對此感到很意外。"
"20003","1","2000300","ㄧㄥ","1","怜","ㄧㄥ","【破曉之星】中的冷酷劍士。釣魚是她的興趣。"
"20003","1","2000301","ㄚ","3","騎馬","ㄧ","怜的隱藏特技。"
"20003","1","2000302","ㄨ","3","劍術","ㄧㄢ","她會教我她的劍術特技。在天氣好時也會去釣魚……"
"20004","1","2000400","ㄧ","1","禊","ㄧ","【小小甜心】中的惡作劇負責人。在３人之中也是活力源頭。"
"20004","1","2000401","ㄨㄟ","3","搗蛋鬼","ㄠ","說到惡作劇的技巧無人能出其右，是惡作劇專家。"
"20005","1","2000500","ㄧ","1","茉莉","ㄛ","隸屬於【王宮騎士團】。憧憬英雄的少女。"
"20005","1","2000501","ㄙ","3","虎虎頭號粉絲","ㄨ","喜愛正義英雄的火熱之心才不會輸給其他人！"
"20006","1","2000600","ㄧ","1","茜里","ㄧㄢ","【惡魔偽王國軍】的雙胞胎中，早熟的妹妹。"
"20006","1","2000601","ㄟ","3","依里的妹妹","ㄧ","雖然長得一模一樣，個性卻完全相反？"
"20006","1","2000602","ㄛ","3","小惡魔","ㄧㄠ","如字面上所述，她的可愛會迷惑人心。"
"20007","1","2000700","ㄗ","1","宮子","ㄨㄥ","【惡魔偽王國軍】中最愛布丁的幽靈。"
"20007","1","2000701","ㄧㄥ","3","幽靈","ㄧㄡ","能夠飄浮或穿越牆壁等，所做之事大概就是去偷吃布丁。"
"20007","1","2000702","ㄧㄥ","3","最喜歡布丁","ㄨㄟ","了喲～！"
"20008","1","2000800","ㄩㄝ","1","雪","ㄩㄝ","【純白之翼 蘭德索爾分部】的美貌代表。"
"20008","1","2000801","ㄨㄛ","3","美麗的我","ㄟ","真是罪過呀。"
"20008","1","2000802","ㄧㄢ","3","自戀","ㄗ","我太美了也有錯嗎？"
"20009","1","2000900","ㄞ","1","杏奈","ㄧㄥ","【暮光流星群】成員的熾炎戰鬼煉獄血盟暗黑團團長。既是暗黑騎士，也是結束終焉之戰的舊世界英雄。"
"20009","1","2000901","ㄧ","3","疾風之冥姬","ㄧ","又名為！"
"20009","1","2000902","ㄧㄥ","3","中二病","ㄨㄥ","由於是青春期，就不要管她了。"
"20010","1","2001000","ㄨ","1","真步","ㄣ","【哞哞自衛隊】中可靠又雍容華貴的公會長。"
"20010","1","2001001","ㄨ","3","公主","ㄨㄥ","據說位於某處的謎之國度，真步真步王國……真步是那裡的公主。"
"20010","1","2001002","ㄛ","3","咕嚕靈波","ㄨ","將手杖轉轉轉的可愛動作喚出的魔法威力不可小看……"
"20011","1","2001100","ㄞ","1","璃乃","ㄧ","隸屬於【拉比林斯】，自稱妹妹。努力的考生。"
"20011","1","2001101","ㄟ","3","妹妹","ㄟ","就是妹妹，儘管只是自稱，還是妹妹。"
"20011","1","2001102","ㄢ","3","小笨蛋","ㄧㄠ","就算有點呆也沒關係，希望她能健康的長大。"
"20012","1","2001200","ㄧㄣ","1","初音","ㄨ","【森林守衛】中沉睡的超能力少女。"
"20012","1","2001201","ㄩ","3","超能力少女","ㄠ","有超能力的事是祕密哦。"
"20012","1","2001202","ㄧㄝ","3","小栞的姊姊","ㄧㄠ","最愛小栞了！"
"20013","1","2001300","ㄧㄤ","1","七七香","ㄧ","【暮光流星群】中可愛到爆的最強魔法少女。"
"20013","1","2001301","ㄩ","3","魔法少女","ㄛ","使用魔法的少女。在知情的人之間，對於到幾歲前能自稱魔法少女，都有著不同的看法。"
"20013","1","2001302","ㄞ","3","最可愛","ㄨㄟ","表示無敵可愛的意思。"
"20014","1","2001400","ㄧㄚ","1","霞","ㄧㄚ","【哞哞自衛隊】中的聰明美少女名偵探。"
"20014","1","2001401","ㄢ","3","名偵探","ㄧㄥ","她解開的謎團數都數不盡，難道是因為事件在呼喚名偵探嗎……"
"20014","1","2001402","ㄢ","3","偵探","ㄣ","追求真實的高尚職業。據說偵探的身邊總會跟著助手。"
"20015","1","2001500","ㄧ","1","美里","ㄟ","【森林守衛】的公會長。不斷湧出母性的姊姊。"
"20015","1","2001501","ㄕ","3","幼稚園的老師","ㄧㄡ","連魔物也會照顧。"
"20016","1","2001600","ㄞ","1","鈴奈","ㄧㄥ","【月光學院】中不擅長讀書，個性天真爛漫的辣妹。好像學會九九乘法表了……？"
"20016","1","2001601","ㄛ","3","超級名模","ㄠ","人氣爆棚的模特兒。"
"20016","1","2001602","ㄟ","3","辣妹","ㄚ","很潮的女孩子。"
"20017","1","2001700","ㄓ","1","香織","ㄧㄤ","【哞哞自衛隊】中熱愛唱歌與舞蹈的南國少女。"
"20017","1","2001701","ㄠ","3","琉球空手道","ㄧㄡ","琉球犬矢之拳！"
"20017","1","2001702","ㄜ","3","嗨―呵","ㄞ","香織故鄉的問候。妳好呀――！"
"20018","1","2001800","ㄩ","1","伊緒","ㄧ","【月光學院】中性感的新進教師。"
"20018","1","2001801","ㄕ","3","老師","ㄠ","雖然是新來的老師，但是跟學生很親近。"
"20019","1","2001900","ㄟ","1","美美","ㄟ","【小小甜心】裡最愛撒嬌的一個。嚕啦啦～嚕啦啦～♪"
"20019","1","2001901","ㄥ","3","最喜歡兔子先生","ㄨㄟ","蹦蹦跳～♪"
"20020","1","2002000","ㄠ","1","胡桃","ㄨ","讓【咲戀育幼院】裡的愛哭鬼、膽小鬼都能打起勇氣努力的女孩。"
"20020","1","2002001","ㄩㄢ","3","知名女演員","ㄓ","雖然年紀尚輕，卻是知名演員。"
"20021","1","2002100","ㄧ","1","依里","ㄧ","【惡魔偽王國軍】中的雙胞胎，是傲嬌害羞的姊姊。"
"20021","1","2002101","ㄧㄝ","3","雙胞胎姊姊","ㄨㄤ","雖然長相相似但個性迥異。"
"20021","1","2002102","ㄧㄡ","3","害羞","ㄞ","害羞的反作用力，會讓她作出更激烈的事……"
"20021","1","2002103","ㄧㄚ","3","天才玩家","ㄧㄢ","有著華麗的操作。"
"20022","1","2002200","ㄧㄣ","1","綾音","ㄧㄥ","隸屬於【咲戀育幼院】。看起來很乖巧，不過她操作的噗吉卻意外的兇暴。"
"20022","1","2002201","ㄢ","3","噗吉的夥伴","ㄨ","一直和噗吉在一起，是一心同體。"
"20023","1","2002300","ㄟ","1","鈴莓","ㄧㄥ","【咲戀育幼院】中讓人喜歡的冒失鬼，奉獻型的女僕。"
"20023","1","2002301","ㄨ","3","女僕","ㄩ","我由衷地服侍主人。"
"20023","1","2002302","ㄕ","3","冒冒失失","ㄠ","弄壞了好多東西，糟糕了。"
"20024","1","2002400","ㄧㄥ","1","鈴","ㄧㄥ","被派遣到【伊麗莎白牧場】的護衛。並沒有在偷懶，只是在盡情享受慢活。"
"20024","1","2002401","ㄢ","3","懶散","ㄢ","雖然很散漫，該做事時還是會做……大概……一定會……"
"20025","1","2002500","ㄗ","1","惠理子","ㄨㄟ","【暮光流星群】成員。愛很沉重，非常沉重。"
"20025","1","2002501","ㄜ","3","破壞者","ㄛ","惠理子的通稱。若是為了愛，可以破壞各式各樣的東西。"
"20026","1","2002600","ㄧㄢ","1","咲戀","ㄧㄠ","【咲戀育幼院】中可靠的公會長。原本是王宮騎士團副團長。"
"20026","1","2002601","ㄚ","3","媽媽","ㄚ","雖然還不到被人稱為媽媽的年紀，也沒有孩子，但媽媽就是媽媽。"
"20027","1","2002700","ㄨㄤ","1","望","ㄨㄤ","【慈樂之音】裡不可動搖的中心。頂尖偶像。"
"20027","1","2002701","ㄧㄤ","3","超人氣偶像","ㄠ","想低調行動時很辛苦。"
"20028","1","2002800","ㄨㄛ","1","妮諾","ㄧ","【純白之翼 蘭德索爾分部】中憧憬東國的戰士，目標是統一天下！"
"20028","1","2002801","ㄨㄛ","3","憧憬東國","ㄨㄥ","最喜歡東國文化，但時常會記錯內容。"
"20028","1","2002802","ㄜ","3","冒牌忍者","ㄠ","愛讀的書是《武士道》！"
"20029","1","2002900","ㄣ","1","忍","ㄣ","隸屬於【惡魔偽王國軍】的占卜師。身邊的骷髏頭其實是她的父親。"
"20029","1","2002901","ㄕ","3","占卜師","ㄢ","說中是占卜，說不中也是占卜。"
"20030","1","2003000","ㄞ","1","秋乃","ㄧㄡ","設立【墨丘利財團】的公會長，她的經商能力能改變世界。"
"20030","1","2003001","ㄧㄝ","3","大小姐","ㄚ","充滿做生意才能的大小姐。"
"20031","1","2003100","ㄧㄤ","1","真陽","ㄣ","【伊麗莎白牧場】的會長。能夠溫和統率個性多元的公會成員的姐姐。"
"20031","1","2003101","ㄣ","3","牧場主人","ㄨ","經營牧場就交給我吧。"
"20031","1","2003102","ㄨ","3","搞笑藝人之路","ㄠ","那條路風險很高。"
"20032","1","2003200","ㄧ","1","優花梨","ㄧㄡ","【墨丘利財團】中負責財務的能幹姐姐……平常是這樣沒錯。"
"20032","1","2003201","ㄠ","3","女中酒豪","ㄩ","像優花梨那樣的大人。"
"20033","1","2003300","ㄨㄚ","1","鏡華","ㄧㄥ","【小小甜心】中年紀最小的。很努力唸書，腦袋也很聰明。不敢吃紅蘿蔔和青椒。"
"20033","1","2003301","ㄥ","3","資優生","ㄗ","是小小甜心中最認真可靠的人。"
"20034","1","2003400","ㄓ","1","智","ㄓ","【王宮騎士團】團員。是團長的親信？"
"20034","1","2003401","ㄧㄡ","3","御久間流","ㄩ","智的家裡相傳著神速劍技。奧義是阿修羅。"
"20035","1","2003500","ㄢ","1","栞","ㄢ","【伊麗莎白牧場】的成員。儘管體弱仍一心一意努力的少女。"
"20035","1","2003501","ㄟ","3","初音的妹妹","ㄨ","最喜歡姊姊了。"
"20036","1","2003600","ㄧ","1","碧","ㄧ","【森林守衛】的孤單弓箭手。雖然能和植物對話，但那樣還是很孤單。"
"20036","1","2003601","ㄣ","3","邊緣人","ㄧㄢ","孤單的一個人，咳嗽也一個人。"
"20037","1","2003700","ㄜ","1","千歌","ㄧㄢ","【慈樂之音】成員。能和精靈當朋友的風之唱喚歌姬。"
"20037","1","2003701","ㄕ","3","唱喚士","ㄤ","唱喚術師。會使用能以歌聲唱喚出精靈的幻之祕術。小心不要搞錯字。"
"20037","1","2003702","ㄧ","3","歌姬","ㄜ","演唱出的歌曲能夠使所有人著迷。"
"20038","1","2003800","ㄧㄣ","1","真琴","ㄣ","【哞哞自衛隊】的突擊隊長。愛照顧人的獸人族少女。"
"20038","1","2003801","ㄢ","3","優衣的兒時玩伴","ㄧㄡ","似乎旁人都對此感到很意外。"
"20039","1","2003900","ㄧㄚ","1","伊莉亞","ㄧ","【惡魔偽王國軍】的會長，也是傳說中的吸血鬼。為了征服世界，今天也會加油。"
"20039","1","2003901","ㄨㄟ","3","傳說的吸血鬼","ㄨㄢ","據說以前被推進了蘭德索爾裡的可怕熔爐中。"
"20039","1","2003902","ㄣ","3","統領黑夜之人","ㄨㄥ","似乎統治著夜晚。"
"20040","1","2004000","ㄨㄚ","1","空花","ㄨㄥ","【純白之翼 蘭德索爾分部】的妄想負責人。"
"20040","1","2004001","ㄨㄤ","3","被虐狂","ㄟ","淑女的嗜好……？"
"20041","1","2004100","ㄧ","1","珠希","ㄨ","【墨丘利財團】中的鯛魚燒店。但是其本尊是……喵！喵喵！"
"20041","1","2004101","ㄧㄤ","3","貓娘","ㄠ","外表像貓一樣的女孩。"
"20041","1","2004102","ㄠ","3","幻影貓","ㄨㄢ","在蘭德索爾造成騷動的謎之義賊。其真面目滿是謎團。"
"20042","1","2004200","ㄨㄣ","1","純","ㄨㄣ","【王宮騎士團】團長。其面具之下，無人可知，也無法為人所知。"
"20042","1","2004201","ㄤ","3","團長","ㄨㄢ","是非常強大的團長。"
"20043","1","2004300","ㄨㄥ","1","美冬","ㄟ","隸屬於【墨丘利財團】的打工戰士。其實是龍殺手。"
"20043","1","2004301","ㄨ","3","師傅","ㄕ","會一步步地教你哦。當然是要收費的哦。"
"20043","1","2004302","ㄤ","3","效率至上","ㄧㄠ","是個貫徹始終講究效率的人。"
"20044","1","2004400","ㄧㄡ","1","靜流","ㄧㄥ","隸屬於【拉比林斯】，自稱姐姐。交給姐姐吧。"
"20044","1","2004401","ㄛ","3","是姐姐喔","ㄕ","我是姐姐喔！！"
"20045","1","2004500","ㄧㄠ","1","美咲","ㄟ","【月光學院】的學生。好像是位成熟的淑女，也是個罪惡的女人。"
"20045","1","2004501","ㄩ","3","成熟的淑女","ㄥ","我說是成熟淑女，就是成熟淑女！"
"20046","1","2004600","ㄩㄝ","1","深月","ㄣ","隸屬於【暮光流星群】的危險科學家。熱衷於實驗。"
"20046","1","2004601","ㄧㄚ","3","瘋狂科學家","ㄥ","因實驗而犧牲的人，不計其數。"
"20046","1","2004602","ㄛ","3","獨眼惡魔","ㄨ","獨眼惡魔，不接近她才是好事。"
"20047","1","2004700","ㄚ","1","莉瑪","ㄧ","【伊麗莎白牧場】的莉瑪。其實是全公會裡最有少女心的人。"
"20047","1","2004701","ㄨㄥ","3","毛茸茸","ㄠ","有魅惑效果的毛髮。"
"20048","1","2004800","ㄚ","1","莫妮卡","ㄛ","是【純白之翼 蘭德索爾分部】的公會長也是軍人。總是被成員耍著玩的苦幹之人，是白翼的指揮官。"
"20048","1","2004801","ㄡ","3","小鬼頭","ㄧㄠ","才，才不是小孩呢！"
"20049","1","2004900","ㄧ","1","紡希","ㄤ","【慈樂之音】的成員，本業是裁縫師。她華麗的用線技巧能夠綁起各種東西。"
"20049","1","2004901","ㄕ","3","裁縫師","ㄞ","裁縫就交給我吧。"
"20049","1","2004902","ㄨ","3","怜大人粉絲俱樂部","ㄧㄥ","不會讓壞蟲子靠近怜大人的。"
"20050","1","2005000","ㄨㄟ","1","步未","ㄨ","【純白之翼 蘭德索爾分部】的祕密負責人。到處都在，卻到處都不見人影。"
"20050","1","2005001","ㄨㄤ","3","跟蹤狂","ㄣ","我、我才不是跟蹤狂呢……！"
"20051","1","2005100","ㄧㄚ","1","流夏","ㄧㄡ","【暮光流星群】的公會長。十分大方的釣客。劍術技巧也很棒。"
"20051","1","2005101","ㄡ","3","大姐頭","ㄚ","魔物也很仰慕大姐頭。"
"20052","1","2005200","ㄚ","1","吉塔","ㄧ","以成為蒼空的騎空士為目標的女孩。"
"20052","1","2005201","ㄕ","3","蒼空的騎空士","ㄤ","加入我所成立的騎空團吧！跟騎空士們一同在空中巡遊！"
"20053","1","2005300","ㄜ","1","貪吃佩可","ㄢ","【美食殿堂】的公會長。什麼都能吃得很美味。太讚了吧☆"
"20053","1","2005301","ㄟ","3","皇家裝備","ㄨㄤ","裝備後威力會大幅提升，但是好像肚子會餓。"
"20053","1","2005302","ㄚ","3","太讚了吧","ㄞ","太讚了吧☆"
"20053","1","2005303","ㄨ","3","公主","ㄨㄥ","阿斯特賴亞王家的王女。"
"20054","1","2005400","ㄨㄛ","1","可可蘿","ㄜ","隸屬於【美食殿堂】的精靈族少女。主人優先。"
"20054","1","2005401","ㄠ","3","嚮導","ㄧㄤ","接受了女神愛梅斯神諭的引路人。"
"20054","1","2005402","ㄩ","3","巫女","ㄨ","侍奉神明的女性。"
"20055","1","2005500","ㄧㄡ","1","凱留","ㄞ","順其自然地加入【美食殿堂】的謎樣貓耳少女。很不妙吧！"
"20055","1","2005501","ㄧㄠ","3","傲嬌","ㄠ","啥？完全聽不懂你在說什麼！"
"20056","1","2005600","ㄨㄟ","1","矛依未","ㄠ","與世界為敵抗戰，自稱是大罪人。天樓霸斷劍可以斬斷一切！"
"20056","1","2005601","ㄨ","3","諾維姆","ㄨㄛ","我是諾維姆！"
"20057","1","2005700","ㄚ","1","亞里莎","ㄧㄚ","發誓總有一天要成為森林守護者的精靈族少女。"
"20057","1","2005701","ㄩ","3","精靈女","ㄧㄥ","女性精靈族。"
"20057","1","2005702","ㄨㄟ","3","見習森林守衛","ㄧㄢ","要作為森林守護者獨當一面，得儘量每天投入修行。"
"20058","1","2005800","ㄨㄚ","1","似似花","ㄙ","七冠之一。千變萬化的變貌大妃。"
"20058","1","2005801","ㄟ","3","變貌大妃","ㄧㄢ","似似花的另一個名字。變貌大妃。"
"20058","1","2005802","ㄣ","3","分身","ㄣ","另一個我。"
"20059","1","2005900","ㄚ","1","克莉絲提娜","ㄜ","【王宮騎士團】的副團長，也是七冠之一。極端的享樂主義者。"
"20059","1","2005901","ㄩㄣ","3","誓約女君","ㄕ","克莉絲提娜的別名。"
"20059","1","2005902","ㄤ","3","副團長","ㄨ","又名為問題兒童。"
"20060","1","2006000","ㄧ","1","祈梨","ㄧ","隸屬於【龍族巢穴】的龍人族。臉長的很可愛，卻意外的毒舌。"
"20060","1","2006001","ㄧ","3","龍之吐息","ㄨㄥ","祈梨的特技。"
"20060","1","2006002","ㄨ","3","幹部","ㄢ","我是【龍族巢穴】的幹部，對我伏首稱臣吧！"
"20061","1","2006100","ㄧㄝ","1","嘉夜","ㄧㄚ","隸屬於【龍族巢穴】的龍人族打手。"
"20061","1","2006101","ㄨㄤ","3","笨蛋打架狂","ㄣ","幹架最行。"
"20062","1","2006200","ㄧ","1","帆稀","ㄢ","充滿謎團的【龍族巢穴】公會長、老大。"
"20062","1","2006201","ㄚ","3","幫派老大","ㄤ","頭目、首領的意思。"
"20063","1","2006300","ㄧ","1","克蘿依","ㄜ","【聖德蕾莎女子學院（好朋友社）】的一員。散發著一股認真的氣息。"
"20063","1","2006301","ㄧ","3","陰暗系","ㄧㄣ","好像並不是在生氣或是心情不好。"
"20063","1","2006302","ㄣ","3","聖德蕾女的狂人","ㄥ","聖德蕾女的狂人。那就是克蘿依。"
"20064","1","2006400","ㄦ","1","琪愛兒","ㄧ","【聖德蕾莎女子學院（好朋友社）】中負責切嚕～☆的人。"
"20064","1","2006401","ㄧ","3","咧切嚕切嚕啵啪嗶","ㄧㄝ","切嚕唎咧咧囉唎囉唎囉。"
"20064","1","2006402","ㄣ","3","聖德蕾女的狂人","ㄥ","聖德蕾女的狂人。那就是琪愛兒。"
"20065","1","2006500","ㄧ","1","優妮","ㄧㄡ","【優妮們】的公會長。天才都是孤獨的。"
"20065","1","2006501","ㄨ","3","繭居族","ㄧㄢ","躲在象牙之塔裡，每天勤奮學習。"
"20065","1","2006502","ㄣ","3","聖德蕾女的狂人","ㄥ","聖德蕾女的狂人。那就是優妮。"
"10078","2","3007800","ㄧ","1","人型機器","ㄣ","代替人類勞動的機械，人型是浪漫的表現。"
"10078","2","3007801","ㄩ","2","魔法機械工具","ㄛ","以魔法驅動的機械，可以幫助人類和戰鬥。"
"10078","2","3007802","ㄨㄢ","2","機關","ㄧ","用齒輪等零件組合而成，能進行複雜動作的架構。"
"10078","2","3007803","ㄠ","3","超級優妮號","ㄠ","喂，那個學姊又把在地獄裡焚化的名字拿出來用了。那東西明明叫好朋友X。"
"10078","2","3007804","ㄨㄛ","3","優妮的力作","ㄧㄡ","你說醜八怪臭遜廢鐵丸我可不能當作沒聽見……適可而止啊。"
"10079","2","3007900","ㄨ","1","菌菇","ㄩㄣ","生長在潮濕地區，是真菌類而不是植物。"
"10079","2","3007901","ㄩㄣ","2","真菌","ㄣ","真核生物中的一大類群，包含酵母等微生物及耳熟能詳的菇類。"
"10079","2","3007902","ㄨ","2","蘑菇","ㄛ","適合加進披薩和義大利麵的美味菇類。"
