8dc58893533d5d951db56a66e098035feba4e5629f5cc2a7049b1fa849568281,180e3e4e542d8a9b8cbe37b10602fb68e8186996d2bf26d2c88a66d3f39b08a1,e451f7b3997723f728a28369e2841e87245fe9ea2e8ee438200aaf9538ea6342,c803573edfb000ec66b51064d1dcb11d718ca7a4272f259ebe0696a138cf61bc,824413f10c277c8056a82a1ecc1835554c5d5fdfedd64bb62e35c847f816ec78,3d0052a2a9da40451decf73b571a0ad61f994b49b1c2ae5c2ca4dcbfccf8e0c6,1c225ccc74631e5a7110a0fa5626324ad1444a4ebb5e8ca79ca7cad3b0196e81,d17fab8b9dc6ca0c36573b4c60e86861068d9cee7dfe38af6f8fea53abb9ddfa,724046ba916081d65183510c080baf849375a2ccdf2363133f441ed16186ee23,4a61efb8ad649e374d96357c6660e13a05084186106c2f19af758195438f8083,330c7278dd1080fd9beabab65fed921bd1fd4e3ff4f74a1c51594d49990cf52d
"1","","3","","","","203","nyx_203_yukari_03","0.5","3","12030035"
"1","","3","","","","203","nyx_203_yukari_03","0.5","103431","12030036"
"10","","11","","","","203","嘿咻～多喝一點～\n嗯呵呵～麥酒可是\n無所不能的啦～♪","","103431","12030037"
"","","91","","","","203","","","0","12030038"
"","","93","","","","203","","","0.1","12030039"
"0","1","3","","","nyx_203_yukari_05","203","nyx_203_yukari_06","0.2","3","12030040"
"0","1","3","","","nyx_203_yukari_05","203","nyx_203_yukari_06","0.2","103431","12030041"
"","","93","","","","203","","","0.5","12030042"
"0","1","3","0.2","","nyx_cmn_05","203","nyx_lookup","0.2","103231","12030043"
"","","93","","","","203","","","2","12030044"
"1","","12","","","","203","1","","103231","12030045"
"","","4","","","","203","1","","3","12030046"
"","","4","","","","203","1","","103431","12030047"
"0","","3","","","","203","nyx_203_yukari_04","0.2","3","12030048"
"0","","3","","","","203","nyx_203_yukari_04","0.2","103431","12030049"
"-10","0","2","","","0.67","203","-245","","3","12030050"
"-10","0","2","","","0.67","203","-245","","103431","12030051"
"","","93","","","","203","","","0.67","12030052"
"","","93","","","","203","","","0.83","12030053"
"-10","0","2","","","0.5","203","-265","","3","12030054"
"-10","0","2","","","0.5","203","-265","","103431","12030055"
"","","93","","","","203","","","0.5","12030056"
"-10","0","2","","","0.67","203","-328","","3","12030057"
"-10","0","2","","","0.67","203","-328","","103431","12030058"
"1","","3","","","","203","nyx_cmn_04","0.2","103231","12030059"
"0","1","3","0.2","","nyx_idle_sad","203","nyx_lookup","0.2","104831","12030060"
"","","93","","","","203","","","0.67","12030061"
"-10","0","2","","","0.67","203","-330","","3","12030062"
"-10","0","2","","","0.67","203","-330","","103431","12030063"
"","","93","","","","203","","","0.67","12030064"
"0","1","3","","","nyx_203_yukari_06","203","nyx_203_yukari_05","0.2","3","12030065"
"0","1","3","","","nyx_203_yukari_06","203","nyx_203_yukari_05","0.2","103431","12030066"
"","","93","","","","203","","","0.66","12030067"
"1","","12","","","","203","12","","104831","12030068"
"","","93","","","","203","","","2","12030069"
"1","","12","","","","203","9","","103431","12030070"
"0","1","3","0.2","","nyx_talk_sad","203","nyx_lookup","0.2","104631","12030071"
"","","4","","","","203","0","","3","12030072"
"","","4","","","","203","0","","103431","12030073"
"0","","3","","","","203","nyx_203_yukari_04","0.2","3","12030074"
"0","","3","","","","203","nyx_203_yukari_04","0.2","103431","12030075"
"-10","0","2","","","0.67","203","-285","","3","12030076"
"-10","0","2","","","0.67","203","-285","","103431","12030077"
"","","93","","","","203","","","0.67","12030078"
"","","93","","","","203","","","0.83","12030079"
"-10","0","2","","","0.5","203","-265","","3","12030080"
"-10","0","2","","","0.5","203","-265","","103431","12030081"
"","","93","","","","203","","","0.5","12030082"
"-10","0","2","","","0.67","203","-202","","3","12030083"
"-10","0","2","","","0.67","203","-202","","103431","12030084"
"1","","12","","","","203","5","","104631","12030085"
"","","93","","","","203","","","0.67","12030086"
"-10","0","2","","","0.67","203","-200","","3","12030087"
"-10","0","2","","","0.67","203","-200","","103431","12030088"
"","","93","","","","203","","","0.67","12030089"
"1","","3","","","","203","nyx_203_yukari_05","0.2","3","12030090"
"1","","3","","","","203","nyx_203_yukari_05","0.2","103431","12030091"
"","","93","","","","203","","","0.66","12030092"
"1","","3","","","","203","nyx_idle_sad","0.2","104631","12030093"
"1","","12","","","","203","6","","103431","12030094"
"","","4","","","","203","0","","3","12030095"
"","","4","","","","203","0","","103431","12030096"
"","","93","","","","203","","","1","12030097"
"","","101","","","","203","","","12030039","12030098"
"110","28.5","1","1","nyx_204_mifuyu_01","121.8","204","104831","1.2","1","12040001"
"120","28.5","5","1","nyx_204_mifuyu_01","121.8","204","2","1.2","2","12040002"
"110","-286.1","1","0","nyx_idle_normal","-278","204","103431","1.2","1","12040003"
"140","-286.1","1","1","nyx_idle_normal","283.5","204","104631","1.2","1","12040004"
"110","-286.1","1","0","nyx_idle_normal","-413","204","103231","1.2","1","12040005"
"0","1","31","","","0","204","1","1","2","12040006"
"130","-278","5","0","nyx_yagura_up_harf","109","204","3","1.2","3","12040007"
"-111","1","31","","","34","204","2","1","14","12040008"
"","","25","","","","204","bgm_M347","","bgm_M347","12040009"
"","","93","","","","204","","","2","12040010"
"1","","3","","","","204","nyx_204_mifuyu_01","0.2","104831","12040011"
"1","","3","","","","204","nyx_204_mifuyu_01","0.2","2","12040012"
"10","","11","","","","204","終於……\n完成了呢……","0","104831","12040013"
"","","93","","","","204","","","0.2","12040014"
"0","1","3","0.2","","nyx_204_akino_01_loop","204","nyx_lookup","0.2","104631","12040015"
"","","93","","","","204","","","0.5","12040016"
"1","","3","","","","204","nyx_204_mifuyu_02","0.2","104831","12040017"
"1","","3","","","","204","nyx_204_mifuyu_02","0.2","2","12040018"
"","","91","","","","204","","","12040013","12040019"
"10","","11","","","","204","比起設計階段\n很明顯地增加了\n許多功能呢……","0","104831","12040020"
"","","93","","","","204","","","1.5","12040021"
"0","1","3","0.2","","nyx_lookup_loop","204","nyx_lookup","0.2","103431","12040022"
"","","91","","","","204","","","12040020","12040023"
"","","93","","","","204","","","0.2","12040024"
"0","","3","","","","204","nyx_204_akino_01","0.2","103231","12040025"
"10","","11","","","","204","很驚訝對吧！\n這正是我們點子的\n心血結晶！","","103231","12040026"
"","","93","","","","204","","","1","12040027"
"1","","3","","","","204","nyx_204_akino_02","0.2","103231","12040028"
"","","91","","","","204","","","12040026","12040029"
"","","93","","","","204","","","0.5","12040030"
"10","","11","","","","204","是啊，我是很驚訝……\n沒想到妳們竟然會\n恣意妄為成這樣子","0","104831","12040031"
"","","93","","","","204","","","0.2","12040032"
"1","","3","0.2","","","204","nyx_204_mifuyu_03","0.2","104831","12040033"
"1","","3","0.2","","","204","nyx_204_mifuyu_03","0.2","2","12040034"
"","","93","","","","204","","","3","12040035"
"","","91","","","","204","","","12040031","12040036"
"1","","3","","","","204","nyx_talk_sad","","104631","12040037"
"10","","11","","","","204","為、為什麼\n妳在發抖喵？\n美冬…","","104631","12040038"
"","","91","","","","204","","","0","12040039"
"0","1","3","0.3","","nyx_204_mifuyu_05","204","nyx_204_mifuyu_04","0.3","104831","12040040"
"0","1","3","0.3","","nyx_204_mifuyu_05","204","nyx_204_mifuyu_04","0.3","2","12040041"
"10","","11","","","","204","這不是當然的嗎！\n這一堆毫無用處的\n功能是怎麼回事！","0","104831","12040042"
"","","93","","","","204","","","0.6","12040043"
"0","1","3","0.2","","nyx_idle_surprise2","204","cmn_shock_def_N","0.3","104631","12040044"
"0","1","3","0.2","","nyx_idle_sad","204","cmn_shock_def_N","0.3","103431","12040045"
"0","1","3","0.2","","nyx_idle_surprise1","204","cmn_shock_def_N","0.3","103231","12040046"
"","","93","","","","204","","","1.5","12040047"
"","","91","","","","204","","","12040042","12040048"
"10","","11","","","","204","不管怎麼看都是\n滿滿的浪費……\n太沒有效率了……！","0","104831","12040049"
"","","91","","","","204","","","0","12040050"
"1","","3","0.3","","","204","nyx_talk_sad","0.3","103431","12040051"
"10","","11","","","","204","冷、冷靜一點\n美冬……\n這也沒有辦法嘛……","","103431","12040052"
"","","91","","","","204","","","0","12040053"
"10","","11","","","","204","看到這個\n我怎麼可能還\n冷靜得下來啦～！","0","104831","12040054"
"","","93","","","","204","","","2.7","12040055"
"1","","3","0.3","","","204","nyx_cmn_03","0.3","103431","12040056"
"0","1","3","0.3","","nyx_204_mifuyu_06","204","nyx_204_mifuyu_07","0.3","104831","12040057"
"0","1","3","0.3","","nyx_204_mifuyu_06","204","nyx_204_mifuyu_07","0.3","2","12040058"
"","","91","","","","204","","","12040052","12040059"
"","","93","","","","204","","","0.5","12040060"
"1","","4","","","","204","0","","103431","12040061"
"","","93","","","","204","","","0.5","12040062"
"1","","12","","","","204","2","","103431","12040063"
"","","93","","","","204","","","1.5","12040064"
"1","","12","","","","204","17","","104631","12040065"
"1","","3","0.3","","","204","nyx_talk_sad","0.3","104631","12040066"
"","","93","","","","204","","","1.5","12040067"
"1","","4","","","","204","1","","103431","12040068"
"1","","3","0.3","","","204","nyx_idle_sad","0.3","104631","12040069"
"","","93","","","","204","","","0.2","12040070"
"1","","12","","","","204","7","","103231","12040071"
"0","1","3","0.2","","cmn_pose02_def_N","204","nyx_talk_joy1","0.3","103231","12040072"
"","","93","","","","204","","","0.1","12040073"
"1","","3","0.3","","","204","nyx_talk_sad","0.3","103431","12040074"
"","","93","","","","204","","","2","12040075"
"1","","12","","","","204","15","","104831","12040076"
"","","93","","","","204","","","2","12040077"
"","","101","","","","204","1","","12040061","12040078"
"110","-277","1","0","nyx_301_yuni_01","-135","301","111031","1.2","1","13010001"
"0","1","31","","","0","301","1","1","3","13010002"
"40","1","31","","","-195","301","2","1","17","13010003"
"40","1","31","","","-195","301","3","0","18","13010004"
"40","1","31","","","-195","301","4","0","19","13010005"
"","","25","","","","301","bgm_M347","","bgm_M347","13010006"
"","","93","","","","301","","","2","13010007"
"10","","11","","","","301","好朋友X……\n那個真的是\n浪漫的結晶啊……","","111031","13010008"
"","","91","","","","301","1","","0","13010009"
"10","","11","","","","301","由那創新之中所獲得\n的刺激應該以有形的\n方式留存下來才對…","","111031","13010010"
"","","91","","","","301","1","","0","13010011"
"","","93","","","","301","","","0.6","13010012"
"1","","3","","","","301","nyx_103_yuni_02","0.2","111031","13010013"
"10","","11","","","","301","綜上所述\n本來我是打算來蒐集\n好朋友X的殘骸的","","111031","13010014"
"","","91","","","","301","1","","0","13010015"
"0","","3","0.2","","nyx_idle_normal","301","cmn_pose02_def_N","0.2","111031","13010016"
"10","","11","","","","301","但如果只是修理這些\n並單純組裝起來的話\n也不過是仿造品罷了","","111031","13010017"
"","","91","","","","301","1","","0","13010018"
"0","1","3","","","nyx_103_yuni_04","301","nyx_103_yuni_03","0.2","111031","13010019"
"10","","11","","","","301","我要做些個人修改\n像是將機體縮小及\n改良各種功能","","111031","13010020"
"","","91","","","","301","1","","0","13010021"
"1","","3","","","","301","cmn_pose02_def_N","0.2","111031","13010022"
"10","","11","","","","301","嗯，也就是說\n鯛魚燒加上\n麥酒……","","111031","13010023"
"","","91","","","","301","","","0","13010024"
"","","93","","","","301","","","0.5","13010025"
"1","","3","","","","301","nyx_301_yuni_03","0.2","111031","13010026"
"10","","11","","","","301","不對，說到底\n為什麼鯛魚燒和麥酒\n會被裝進去呢","","111031","13010027"
"","","91","","","","301","1","","0","13010028"
"10","","11","","","","301","……真是令人費解啊\n看來似乎有必要先從\n這點開始思考起呢","","111031","13010029"
"","","91","","","","301","1","","0","13010030"
"1","","3","","","","301","nyx_301_yuni_01","0.2","111031","13010031"
"10","","11","","","","301","這是何等的難題啊\n我那對知識的探求心\n蠢蠢欲動了起來","","111031","13010032"
"","","91","","","","301","","","0","13010033"
"","","93","","","","301","","","2","13010034"
"","","4","","","","301","1","","111031","13010035"
"1","","3","","","","301","cmn_walk_def_N","0.2","111031","13010036"
"-277","","2","","","1.5","301","-230","","111031","13010037"
"","","93","","","","301","","","1.5","13010038"
"0","1","3","0.2","","nyx_idle_normal","301","nyx_301_yuni_02","0.2","111031","13010039"
"","","93","","","","301","","","3","13010040"
"","","4","","","","301","0","","111031","13010041"
"1","","3","","","","301","cmn_walk_def_N","0.2","111031","13010042"
"-277","","2","","","1.5","301","-95","","111031","13010043"
"","","93","","","","301","","","1.5","13010044"
"1","","12","","","","301","12","","111031","13010045"
"0","1","3","0.2","","nyx_idle_normal","301","nyx_301_yuni_02","0.2","111031","13010046"
"","","93","","","","301","","","0.4","13010047"
"","","32","","","","301","1","","3","13010048"
"","","93","","","","301","","","2.6","13010049"
"","","4","","","","301","1","","111031","13010050"
"1","","3","","","","301","cmn_walk_def_N","0.2","111031","13010051"
"-277","","2","","","1.5","301","-230","","111031","13010052"
"","","93","","","","301","","","1.5","13010053"
"1","","12","","","","301","13","","111031","13010054"
"0","1","3","0.2","","nyx_idle_normal","301","nyx_301_yuni_02","0.2","111031","13010055"
"","","93","","","","301","","","3","13010056"
"","","4","","","","301","0","","111031","13010057"
"1","","3","","","","301","cmn_walk_def_N","0.2","111031","13010058"
"-277","","2","","","1.5","301","-95","","111031","13010059"
"","","93","","","","301","","","1.5","13010060"
"0","1","3","0.2","","nyx_idle_normal","301","nyx_301_yuni_02","0.2","111031","13010061"
"","","93","","","","301","","","0.4","13010062"
"","","32","","","","301","1","","4","13010063"
"","","93","","","","301","","","2.6","13010064"
"","","4","","","","301","1","","111031","13010065"
"1","","3","","","","301","cmn_walk_def_N","0.2","111031","13010066"
"-277","","2","","","1.5","301","-230","","111031","13010067"
"","","93","","","","301","","","1.5","13010068"
"0","1","3","0.2","","nyx_idle_normal","301","nyx_301_yuni_02","0.2","111031","13010069"
"","","93","","","","301","","","3","13010070"
"","","4","","","","301","0","","111031","13010071"
"1","","3","","","","301","cmn_walk_def_N","0.2","111031","13010072"
"-277","","2","","","4","301","165","","111031","13010073"
"","","93","","","","301","","","4","13010074"
"1","","12","","","","301","12","","111031","13010075"
"0","1","3","0.2","","nyx_idle_normal","301","nyx_301_yuni_02","0.2","111031","13010076"
"","","93","","","","301","","","3","13010077"
"","","4","","","","301","1","","111031","13010078"
"1","","3","","","","301","cmn_walk_def_N","0.2","111031","13010079"
"-277","","2","","","4","301","-230","","111031","13010080"
"","","93","","","","301","","","4","13010081"
"1","","12","","","","301","17","","111031","13010082"
"0","1","3","0.2","","nyx_idle_normal","301","cmn_pose02_def_N","0.2","111031","13010083"
"","","93","","","","301","","","4","13010084"
"","","4","","","","301","0","","111031","13010085"
"1","","3","","","","301","cmn_walk_def_N","0.2","111031","13010086"
"-277","","2","","","4","301","165","","111031","13010087"
"","","93","","","","301","","","4","13010088"
"0","0","3","0.2","","nyx_303_yuni_01","301","nyx_301_yuni_02","0.2","111031","13010089"
"","","93","","","","301","","","2.4","13010090"
"1","","12","","","","301","7","","111031","13010091"
"","","93","","","","301","","","1.6","13010092"
"","","4","","","","301","1","","111031","13010093"
"1","","3","","","","301","cmn_walk_def_N","0.2","111031","13010094"
"-277","","2","","","4","301","-230","","111031","13010095"
"","","93","","","","301","","","4","13010096"
"1","","12","","","","301","2","","111031","13010097"
"0","1","3","0.2","","cmn_pose02_def_N","301","nyx_301_yuni_02","0.2","111031","13010098"
"","","93","","","","301","","","4","13010099"
"","","101","","","","301","","","13010071","13010100"
"110","-277","1","1","nyx_idle_normal","4000","302","111031","1.2","1","13020001"
"120","-277","5","1","NoItem","-200","302","2","1.2","2","13020002"
"0","1","31","","","0","302","1","1","3","13020003"
"-110","1","31","","","-240","302","3","0","20","13020004"
"40","1.2","31","","","-195","302","4","1","21","13020005"
"","","25","","","","302","bgm_M347","","bgm_M347","13020006"
"","","93","","","","302","","","2","13020007"
"0","1","3","0.2","","nyx_idle_normal","302","nyx_302_yuni_01","","111031","13020008"
"-277","","2","","","0","302","-200","","111031","13020009"
"-279","","2","","","0","302","-200","","2","13020010"
"10","","11","","","","302","……噗哈～！","","111031","13020011"
"","","93","","","","302","","","0","13020012"
"","","32","","","","302","1","","3","13020013"
"","","91","","","","302","","","13020011","13020014"
"10","","11","","","","302","不行不行\n差一點就要被埋在\n這堆材料山裡了","","111031","13020015"
"","","91","","","","302","","","0","13020016"
"0","1","3","","","NoItem","302","nyx_302_yuni_02","0.2","2","13020017"
"0","1","3","0.2","","nyx_idle_normal","302","nyx_302_yuni_02","0.2","111031","13020018"
"10","","11","","","","302","只不過因禍得福，\n竟然讓我意外地找到\n一直在找的零件","","111031","13020019"
"","","93","","","","302","","","5","13020020"
"","","4","","","","302","0","","111031","13020021"
"1","","3","","","","302","nyx_cmn_03","0.2","111031","13020022"
"10","","11","","","","302","唔嗯…還真是僥倖\n事已至此，那我就\n再潛航看看吧……","","111031","13020023"
"","","91","","","","302","","","0","13020024"
"1","","3","","","","302","nyx_301_yuni_01","0.2","111031","13020025"
"10","","11","","","","302","這種名為素材潛水的\n全新探索之旅意外的\n是件挺有意義的事呢","","111031","13020026"
"","","91","","","","302","1","","0","13020027"
"10","","11","","","","302","反正萬一溺水的話\n一定會有學弟妹\n注意到我的吧","","111031","13020028"
"","","91","","","","302","1","","0","13020029"
"0","1","3","","","nyx_302_yuni_04","302","nyx_302_yuni_03","0.2","111031","13020030"
"10","","11","","","","302","沒有辦法了\n我要上啦！","","111031","13020031"
"","","91","","","","302","1","","0","13020032"
"","","93","","","","302","","","1.5","13020033"
"10","","11","","","","302","唔。鑽得太深了\n看來……要出不去了！\n快來人！快來人啊！","","111031","13020034"
"","","91","","","","302","","","0","13020035"
"","","93","","","","302","","","6","13020036"
"1","","12","","","","302","2","","111031","13020037"
"","","93","","","","302","","","4","13020038"
"1","","12","","","","302","4","","111031","13020039"
"","","93","","","","302","","","4","13020040"
"","","101","","","","302","","","13020036","13020041"
"110","-221.5","1","1","nyx_303_yuni_07","49","303","111031","1.2","1","13030001"
"0","1","31","","","0","303","1","1","4","13030002"
"","","25","","","","303","bgm_M347","","bgm_M347","13030003"
"","","93","","","","303","","","2","13030004"
"10","","11","","","","303","唔嗯，整個過程雖然\n一波三折……但最後\n總算順利完成了呢","","111031","13030005"
"","","91","","","","303","","","0","13030006"
"1","","3","","","","303","nyx_303_yuni_01_noshadow","0.2","111031","13030007"
"10","","11","","","","303","哼哼哼……最終成果\n真是讓我心滿意足……","","111031","13030008"
"","","91","","","","303","","","0","13030009"
"10","","11","","","","303","外觀的完成度\n自然是無需多言\n值得一提的是功能面","","111031","13030010"
"","","91","","","","303","","","0","13030011"
"1","","3","","","","303","nyx_303_yuni_03","0.2","111031","13030012"
"10","","11","","","","303","來試著進行一下\n動作的測試吧","","111031","13030013"
"","","91","","","","303","","","0","13030014"
"0","1","3","0.2","","nyx_303_yuni_04","303","nyx_303_yuni_02","0.2","111031","13030015"
"","","93","","","","303","","","3","13030016"
"1","","3","","","","303","nyx_303_yuni_07","0.2","111031","13030017"
"10","","11","","","","303","嗯……\n映出表情的功能\n似乎沒有問題呢","","111031","13030018"
"","","91","","","","303","","","0","13030019"
"0","1","3","0.2","","nyx_303_yuni_04","303","nyx_303_yuni_09","0.2","111031","13030020"
"10","","11","","","","303","接下來要測試\n哪一個功能呢……","","111031","13030021"
"","","91","","","","303","","","0","13030022"
"","","93","","","","303","","","0.5","13030023"
"10","","11","","","","303","總而言之先隨便按\n幾個開關……哎呀\n這個按鈕可不行呢","","111031","13030024"
"","","93","","","","303","","","1.5","13030025"
"0","","3","","","","303","nyx_303_yuni_02","0.2","111031","13030026"
"","","93","","","","303","","","1","13030027"
"0","1","3","","","nyx_303_yuni_05","303","nyx_303_yuni_06","0.2","111031","13030028"
"","","93","","","","303","","","2","13030029"
"10","","11","","","","303","……好險好險\n差一點就要\n啟動自爆裝置了","","111031","13030030"
"","","93","","","","303","","","0.1","13030031"
"1","","3","","","","303","nyx_303_yuni_08","0.2","111031","13030032"
"","","91","","","","303","","","13030030","13030033"
"","","93","","","","303","","","2","13030034"
"0","1","3","0.2","","nyx_303_yuni_04","303","nyx_303_yuni_09","0.2","111031","13030035"
"","","93","","","","303","","","2","13030036"
"0","1","3","0.2","","nyx_303_yuni_03","303","nyx_303_yuni_02","0.2","111031","13030037"
"","","93","","","","303","","","1.8","13030038"
"1","","12","","","","303","6","","111031","13030039"
"","","93","","","","303","","","3.2","13030040"
"0","1","3","0.2","","nyx_303_yuni_04","303","nyx_303_yuni_09","0.2","111031","13030041"
"","","93","","","","303","","","2","13030042"
"0","1","3","0.2","","nyx_303_yuni_08","303","nyx_303_yuni_02","0.2","111031","13030043"
"","","93","","","","303","","","1.8","13030044"
"1","","12","","","","303","2","","111031","13030045"
"","","93","","","","303","","","1.2","13030046"
"","","101","","","","303","","","13030034","13030047"
