dc0296e69164910d4c2506d34b889f81075041aad227d9ea1bdf36661f305315,aad65f4be78821b9460a461e6dbd0d1b86c73a0bb1a85972e095db97de1f1205,67586ee569db52e3b090003cc50977ad82c07d4b8d97a53822bd1070a02f3700,88fbb16998c55268848c682963b21b1d18e152599ed347464835d2631f76b127,56c4139de7a97759a3477f5be2782cfc3a3a1e1e4bdbb8ea2de4f5fa21ae4642,bbef607e90692a46bad35371177c5926baf50e158199a037ebf30a995d6c0d25,12324282fbd18d3a240d2f1b6de801156b3de707db12b49ac3860c3dce51e8a3,e3ccef517f773cbf4bc637f3f60caf25e43d4b25e4725c9be94837976ea5ef42,68be5281c6d22311a115dff1c298292bb71ab00e8426a24960142279ad7f0139,23ac6864bfb2fe8e0d698063543d235db43693ee969cc361d80ed57a6216be99,0760e21eb72c68df1b7f8a5dc75078da942563e4189ec50d9a586db893ec0104
"1","1","","0.2","0","3","clear_guts1_in","72035","clear_guts1_talk","0","72"
"vo_asb","","","","","21","vo_asb_0727","72036","0","0","72"
"1","1","0","0","0","11","但是我覺得可不能就這樣放棄呢。\n所以我打算時不時就去一趟森林，\n試著讓300年縮短成３年！","72037","1","10","72"
"0","","","","","91","","72038","0","0","72"
"72040","","","","","101","","72039","","","72"
"1","0","","0.3","0","6","1","72040","1","1","72"
"0","0","","0.3","0","6","1","72041","1","1","72"
"1","1","","","","2","-120","72042","0.3","-250","72"
"0","1","","","","2","-100","72043","0.3","0","72"
"0","","","","","22","0","72044","","","72"
"0.4","","","","","93","0","72045","","","72"
"1","-250","riri_idle","2.2","0","5","1","82001","30","52","82"
"1","0","","0","0","6","1","82002","1","1","82"
"0","0","black","1","0","5","0","82003","50","29","82"
"0","0","","0","0","6","1","82004","1","1","82"
"0","","","","","91","","82005","","","82"
"1","1","","0.2","0","6","1","82006","1","1","82"
"0","1","","0.2","0","6","1","82007","1","1","82"
"1","2","","","","2","-20","82008","0.3","-250","82"
"0","2","","","","2","0","82009","0.3","0","82"
"0.6","","","","","93","0","82010","","","82"
"1","","","0.2","","3","riri_talk","82011","","1","82"
"vo_asb","","","","","21","vo_asb_0821","82012","0","0","82"
"1","1","0","0","0","11","那時候，\n我受到了挖角。\n據美里小姐所說，\n我似乎有當幼教師的「天賦」。","82013","1","10","82"
"0","","","","","91","","82014","0","0","82"
"1","","","0.2","","3","sad_talk_surprise","82015","","1","82"
"vo_asb","","","","","21","vo_asb_0822","82016","0","0","82"
"1","1","0","0","0","11","姑且不說小孩子，\n我確實認知自己深受動物喜歡……\n我也有自知之明，\n知道自己不適合冒險者這份工作……","82017","1","10","82"
"0","","","","","91","","82018","0","0","82"
"1","","","0.2","","3","guts2_talk_Ex1","82019","","1","82"
"vo_asb","","","","","21","vo_asb_0823","82020","0","0","82"
"1","1","0","0","0","11","即使如此……我是個要克服先天優劣，\n往自己的道路勇敢前進的冒險者。\n一旦下定決心，\n就不能輕言放棄……！","82021","1","10","82"
"0","","","","","91","","82022","0","0","82"
"1","","","0.2","","3","talk_joy","82023","","1","82"
"vo_asb","","","","","21","vo_asb_0824","82024","0","0","82"
"1","1","0","0","0","11","當我向美里小姐表示\n我堅定不移的決心後，\n她回應我「好的～♪」\n並馬上理解了我的決心。","82025","1","10","82"
"0","","","","","91","","82026","0","0","82"
"1","","","0.2","","3","wish_talk_joyR_riri","82027","","1","82"
"vo_asb","","","","","21","vo_asb_0825","82028","0","0","82"
"1","1","0","0","0","11","她既溫和又寬容，\n還通情達理……\n她正是真正的幼教師呢。","82029","1","10","82"
"0","","","","","91","","82030","0","0","82"
"1","","","0.2","","3","surprise_talk_nervous","82031","","1","82"
"vo_asb","","","","","21","vo_asb_0826","82032","0","0","82"
"1","1","0","0","0","11","……只不過，和她道別時，\n她依然用同樣溫和的笑容對我說\n「我還會再邀請妳的～♪」\n讓我有些在意就是了……","82033","1","10","82"
"0","","","","","91","","82034","0","0","82"
"82036","","","","","101","","82035","","","82"
"1","0","","0.3","0","6","1","82036","1","1","82"
"0","0","","0.3","0","6","1","82037","1","1","82"
"1","1","","","","2","-120","82038","0.3","-250","82"
"0","1","","","","2","-100","82039","0.3","0","82"
"0","","","","","22","0","82040","","","82"
"0.4","","","","","93","0","82041","","","82"
"2","-250","clear_surprise_talk","2.2","0","5","1","92001","30","52","92"
"1","0","","0","0","6","1","92002","1","1","92"
"0","0","black","1","0","5","0","92003","50","29","92"
"0","0","","0","0","6","1","92004","1","1","92"
"0","","","","","91","","92005","","","92"
"1","1","","0.2","0","6","1","92006","1","1","92"
"0","1","","0.2","0","6","1","92007","1","1","92"
"1","2","","","","2","-20","92008","0.3","-250","92"
"0","2","","","","2","0","92009","0.3","0","92"
"0.6","","","","","93","0","92010","","","92"
"vo_asb","","","","","21","vo_asb_0921","92011","0","0","92"
"1","1","0","0","0","11","洞穴真是不可思議呢……","92012","1","10","92"
"0","","","","","91","","92013","0","0","92"
"vo_asb","","","","","21","vo_asb_0922","92014","0","0","92"
"1","1","0","0","0","11","既昏暗又狹窄，\n既涼爽又安靜。\n該怎麼說，總覺得……能讓人平靜下來。","92015","1","10","92"
"0","","","","","91","","92016","0","0","92"
"1","1","","0.1","0","3","surpriseToKohon","92017","clear_kohon_loop_normal2","0","92"
"vo_asb","","","","","21","vo_asb_0923","92018","0","0","92"
"1","1","0","0","0","11","那些特徵，\n我可能意外地滿喜歡的喔……？\n雖然也不是說，\n看到洞穴就想跳進去……","92019","1","10","92"
"0","","","","","91","","92020","0","0","92"
"1","","","0.2","","3","clear_wish_talk_joy_noShy","92021","","1","92"
"vo_asb","","","","","21","vo_asb_0924","92022","0","0","92"
"1","1","0","0","0","11","但我也學會怎麼挖洞了，\n要不要來挖一個我專用的洞穴呢……？","92023","1","10","92"
"0","","","","","91","","92024","0","0","92"
"92026","","","","","101","","92025","","","92"
"1","0","","0.3","0","6","1","92026","1","1","92"
"0","0","","0.3","0","6","1","92027","1","1","92"
"1","1","","","","2","-120","92028","0.3","-250","92"
"0","1","","","","2","-100","92029","0.3","0","92"
"0","","","","","22","0","92030","","","92"
"0.4","","","","","93","0","92031","","","92"
"3","-250","idle_precia","2.2","0","5","1","102001","30","52","102"
"1","0","","0","0","6","1","102002","1","1","102"
"0","0","black","1","0","5","0","102003","50","29","102"
"0","0","","0","0","6","1","102004","1","1","102"
"0","","","","","91","","102005","","","102"
"1","1","","0.2","0","6","1","102006","1","1","102"
"0","1","","0.2","0","6","1","102007","1","1","102"
"1","2","","","","2","-20","102008","0.3","-250","102"
"0","2","","","","2","0","102009","0.3","0","102"
"0.6","","","","","93","0","102010","","","102"
"1","","","0.3","","3","doya_idle_surprise_precia","102011","","1","102"
"vo_asb","","","","","21","vo_asb_1021","102012","0","0","102"
"1","1","0","0","0","11","「變態可疑分子\n就該掉進陷阱裡。」","102013","1","10","102"
"0","","","","","91","","102014","0","0","102"
"1","","","0.3","","3","talk_precia","102015","","1","102"
"vo_asb","","","","","21","vo_asb_1022","102016","0","0","102"
"1","1","0","0","0","11","鏡華，\n她說的。","102017","1","10","102"
"0","","","","","91","","102018","0","0","102"
"1","","","0.3","","3","think_idle_anger_precia","102019","","1","102"
"vo_asb","","","","","21","vo_asb_1023","102020","0","0","102"
"1","1","0","0","0","11","變態可疑分子，\n是什麼……？","102021","1","10","102"
"0","","","","","91","","102022","0","0","102"
"1","1","","0.2","0","3","thinkToSad_precia","102023","sad_talk_surprise_precia","0","102"
"vo_asb","","","","","21","vo_asb_1024","102024","0","0","102"
"1","1","0","0","0","11","……我不懂的事，\n還有好多。","102025","1","10","102"
"0","","","","","91","","102026","0","0","102"
"1","","","0.3","","3","guts2_talk_joy_precia","102027","","1","102"
"vo_asb","","","","","21","vo_asb_1025","102028","0","0","102"
"1","1","0","0","0","11","我要，\n不停學習，喔。","102029","1","10","102"
"0","","","","","91","","102030","0","0","102"
"102032","","","","","101","","102031","","","102"
"1","0","","0.3","0","6","1","102032","1","1","102"
"0","0","","0.3","0","6","1","102033","1","1","102"
"1","1","","","","2","-120","102034","0.3","-250","102"
"0","1","","","","2","-100","102035","0.3","0","102"
"0","","","","","22","0","102036","","","102"
"0.4","","","","","93","0","102037","","","102"
"2","-250","clear_wish_talk_joy","2.2","0","5","1","112001","30","52","112"
"1","0","","0","0","6","1","112002","1","1","112"
"0","0","black","1","0","5","0","112003","50","29","112"
"0","0","","0","0","6","1","112004","1","1","112"
"0","","","","","91","","112005","","","112"
"1","1","","0.2","0","6","1","112006","1","1","112"
"0","1","","0.2","0","6","1","112007","1","1","112"
"1","2","","","","2","-20","112008","0.3","-250","112"
"0","2","","","","2","0","112009","0.3","0","112"
"0.6","","","","","93","0","112010","","","112"
"vo_asb","","","","","21","vo_asb_1121","112011","0","0","112"
"1","1","0","0","0","11","深月小姐端出來的特調茶，\n有種不可思議的香氣。","112012","1","10","112"
"0","","","","","91","","112013","0","0","112"
"1","","","0.2","","3","clear_memoly_talk","112014","","1","112"
"vo_asb","","","","","21","vo_asb_1122","112015","0","0","112"
"1","1","0","0","0","11","光是聞到就讓人覺得輕飄飄地，\n身體熱了起來。\n據深月小姐所說，\n那有滋養強壯的效果。","112016","1","10","112"
"0","","","","","91","","112017","0","0","112"
"1","","","0.3","","3","clear_surprise_talk","112018","","1","112"
"vo_asb","","","","","21","vo_asb_1123","112019","0","0","112"
"1","1","0","0","0","11","雖然哥哥不知道為什麼難得表現出\n焦急的樣子阻止了我，\n說別喝比較好，\n所以我只有聞聞香氣而已……","112020","1","10","112"
"0","","","","","91","","112021","0","0","112"
"1","","","0.2","","3","clear_wish_talk_normal2","112022","","1","112"
"vo_asb","","","","","21","vo_asb_1124","112023","0","0","112"
"1","1","0","0","0","11","但深月小姐說：\n「下次會讓你們喝\n更有效果的茶，\n要再來喔。」","112024","1","10","112"
"0","","","","","91","","112025","0","","112"
"vo_asb","","","","","21","vo_asb_1125","112026","0","0","112"
"1","1","0","0","0","11","既然她這麼說了，\n我想再去找她玩。","112027","1","10","112"
"0","","","","","91","","112028","0","0","112"
"1","1","","0.2","0","3","wishToTalk","112029","clear_talk_joyR","0","112"
"vo_asb","","","","","21","vo_asb_1126","112030","0","0","112"
"1","1","0","0","0","11","呵呵……雖然公會入口看起來很可怕，\n但不能只用外表判斷呢。\n這也算是在這方面學了一課♪","112031","1","10","112"
"0","","","","","91","","112032","0","0","112"
"112034","","","","","101","","112033","","","112"
"1","0","","0.3","0","6","1","112034","1","1","112"
"0","0","","0.3","0","6","1","112035","1","1","112"
"1","1","","","","2","-120","112036","0.3","-250","112"
"0","1","","","","2","-100","112037","0.3","0","112"
"0","","","","","22","0","112038","","","112"
"0.4","","","","","93","0","112039","","","112"
"3","-250","notice_loop","2.2","0","5","1","122001","30","52","122"
"1","0","","0","0","6","1","122002","1","1","122"
"0","0","black","1","0","5","0","122003","50","29","122"
"0","0","","0","0","6","1","122004","1","1","122"
"0","","","","","91","","122005","","","122"
"1","1","","0.2","0","6","1","122006","1","1","122"
"0","1","","0.2","0","6","1","122007","1","1","122"
"1","2","","","","2","-20","122008","0.3","-250","122"
"0","2","","","","2","0","122009","0.3","0","122"
"0.6","","","","","93","0","122010","","","122"
"vo_asb","","","","","21","vo_asb_1221","122011","0","0","122"
"1","1","0","0","0","11","深月的，\n氣息……","122012","1","10","122"
"0","","","","","91","","122013","0","0","122"
"1","","","0.3","","3","sad_idle_surprise","122014","","1","122"
"vo_asb","","","","","21","vo_asb_1222","122015","0","0","122"
"1","1","0","0","0","11","她不是，\n等閒之輩。","122016","1","10","122"
"0","","","","","91","","122017","0","0","122"
"1","","","0.3","","3","surprise_idle_anger_precia","122018","","1","122"
"vo_asb","","","","","21","vo_asb_1223","122019","0","0","122"
"1","1","0","0","0","11","壞人？\n正義的，夥伴？","122020","1","10","122"
"0","","","","","91","","122021","0","0","122"
"1","1","","0.2","0","3","surpriseToThink_precia","122022","think_idle_Ex1_precia","0","122"
"vo_asb","","","","","21","vo_asb_1224","122023","0","0","122"
"1","1","0","0","0","11","真複雜。","122024","1","10","122"
"0","","","","","91","","122025","0","0","122"
"122027","","","","","101","","122026","","","122"
"1","0","","0.3","0","6","1","122027","1","1","122"
"0","0","","0.3","0","6","1","122028","1","1","122"
"1","1","","","","2","-120","122029","0.3","-250","122"
"0","1","","","","2","-100","122030","0.3","0","122"
"0","","","","","22","0","122031","","","122"
"0.4","","","","","93","0","122032","","","122"
"3","-250","lift_down_normal","2.2","0","5","1","132001","30","52","132"
"1","0","","0","0","6","1","132002","1","1","132"
"0","0","black","1","0","5","0","132003","50","29","132"
"0","0","","0","0","6","1","132004","1","1","132"
"0","","","","","91","","132005","","","132"
"1","1","","0.2","0","6","1","132006","1","1","132"
"0","1","","0.2","0","6","1","132007","1","1","132"
"1","2","","","","2","-20","132008","0.3","-250","132"
"0","2","","","","2","0","132009","0.3","0","132"
"0.6","","","","","93","0","132010","","","132"
"vo_asb","","","","","21","vo_asb_1321","132011","0","0","132"
"1","1","0","0","0","11","冒險的，道具。\n有好多。","132012","1","10","132"
"0","","","","","91","","132013","0","0","132"
"1","1","","0.2","0","3","lift_down_shy_in","132014","lift_down_shy","0","132"
"vo_asb","","","","","21","vo_asb_1322","132015","0","0","132"
"1","1","0","0","0","11","拿不……動。","132016","1","10","132"
"0","","","","","91","","132017","0","0","132"
"1","1","","0.2","0","3","lift_up_in","132018","lift_up_loop","0","132"
"vo_asb","","","","","21","vo_asb_1323","132019","0","0","132"
"1","1","0","0","0","11","但是，\n我會，拿的。","132020","1","10","132"
"0","","","","","91","","132021","0","0","132"
"vo_asb","","","","","21","vo_asb_1324","132022","0","0","132"
"1","1","0","0","0","11","這，就是，\n我想保護的、東西，\n的重量。","132023","1","10","132"
"0","","","","","91","","132024","0","0","132"
"132026","","","","","101","","132025","","","132"
"1","0","","0.3","0","6","1","132026","1","1","132"
"0","0","","0.3","0","6","1","132027","1","1","132"
"1","1","","","","2","-120","132028","0.3","-250","132"
"0","1","","","","2","-100","132029","0.3","0","132"
"0","","","","","22","0","132030","","","132"
"0.4","","","","","93","0","132031","","","132"
"1","-250","sad_talk_dere","2.2","0","5","1","142001","30","52","142"
"1","0","","0","0","6","1","142002","1","1","142"
"0","0","black","1","0","5","0","142003","50","29","142"
"0","0","","0","0","6","1","142004","1","1","142"
"0","","","","","91","","142005","","","142"
"1","1","","0.2","0","6","1","142006","1","1","142"
"0","1","","0.2","0","6","1","142007","1","1","142"
"1","2","","","","2","-20","142008","0.3","-250","142"
"0","2","","","","2","0","142009","0.3","0","142"
"0.6","","","","","93","0","142010","","","142"
"vo_asb","","","","","21","vo_asb_1421","142011","0","0","142"
"1","1","0","0","0","11","做為謝禮收下的便當，\n實在是太美味了……","142012","1","10","142"
"0","","","","","91","","142013","0","0","142"
"1","","","0.3","","3","sad_talk_joyR","142014","","1","142"
"vo_asb","","","","","21","vo_asb_1422","142015","0","0","142"
"1","1","0","0","0","11","總有一天，\n我也想做出那樣飽含心意的便當，\n若能默默交給兄長大人的話就好了，\n說笑的……","142016","1","10","142"
"0","","","","","91","","142017","0","0","142"
"1","","","0.3","","3","wish_talk_nervous_riri","142018","","1","142"
"vo_asb","","","","","21","vo_asb_1423","142019","0","0","142"
"1","1","0","0","0","11","我連做個煎蛋捲\n都能燒焦，\n一不小心就將白日夢\n想得太遠了。","142020","1","10","142"
"0","","","","","91","","142021","0","0","142"
"1","","","0.2","","3","wish_talk_normal2_riri","142022","","1","142"
"vo_asb","","","","","21","vo_asb_1424","142023","0","0","142"
"1","1","0","0","0","11","……不過，\n透過這次的冒險，\n我明白了夢想就是種偉大的力量。","142024","1","10","142"
"0","","","","","91","","142025","0","0","142"
"1","","","0.2","","3","guts2_talk_riri","142026","","1","142"
"vo_asb","","","","","21","vo_asb_1425","142027","0","0","142"
"1","1","0","0","0","11","我不會放棄，總有一天\n要成為能支援兄長大人的冒險者。\n我要帶著這個夢想，\n一步一腳印地往前邁進。","142028","1","10","142"
"0","","","","","91","","142029","0","0","142"
"142031","","","","","101","","142030","","","142"
"1","0","","0.3","0","6","1","142031","1","1","142"
"0","0","","0.3","0","6","1","142032","1","1","142"
"1","1","","","","2","-120","142033","0.3","-250","142"
"0","1","","","","2","-100","142034","0.3","0","142"
"0","","","","","22","0","142035","","","142"
"0.4","","","","","93","0","142036","","","142"
