7a87765b5ae75c07ae802476fdfb07a8d4613bd1a2c3ae906aef08332485f401,f6082ee04eac398e19ac4aa118b217c280cdda6bb4a1e8836404c39249a27b31,ca2f82b9af2c553b43a8fb8cfb5ee033d10bd8ae2e77314e07eab549631351e1,993c93657a95253950a47ad46c1d28c2cf30418c3edffcae369710c49d791928,7050101cf0559700a77f82f65b2d72fb5af53243fd1e607c65464a83017448e9,5d092e91a1fbd0687fe838aa33212b9ef0eea028e30c854886eac74ef55db5a7,0d1b114cf09b7340730ab11cf332b8c7e40ca22c5f1ea8bf80cb4dc725970e30,3abf532870c9f9e50392af85b5ebc8b1084d04b475f792cbe16c991619ef23c9,24a3c9afc4fc61bf8b88757daf203bddeaa7eb796b54ba253b277a72f1c95e1e,cae330d641d546f9740689afff6482c36e71ceeade6fcbb0b53d19496cecbeb7,2a7766961c02926f66c29a08ed6018182e7a576f25a6b5bad670747b69954ac2
"2","103611","-220","","100","2","1009804","1009804072","","0.33","0.2"
"2","100411","-250","","270","2","1009804","1009804073","","0.33","0.2"
"","0.7","","","0","93","1009804","1009804074","","",""
"","102011","1","0.2","lsv_talk_surprise_R2","3","1009804","1009804075","","",""
"","vo_lsv","0","","vo_lsv_0427","21","1009804","1009804076","","0",""
"1","102011","10","0","咦咦？畫在那麼小的東西上？\n哥哥好厲害～！","11","1009804","1009804077","0","1","0"
"","0","","","","91","1009804","1009804078","","",""
"","102011","1","0.2","lsv_idle_normal_joyR","3","1009804","1009804079","","",""
"1","103611","0","0","lsv_talk_arm_crossed_joy","3","1009804","1009804080","","lsv_talk_arm_crossed_loop_joy","0.2"
"","vo_lsv","0","","vo_lsv_0428","21","1009804","1009804081","","0",""
"1","103611","10","0","這需要巧手，\n以及高度的集中力吧……\n這正是職人的技術啊。","11","1009804","1009804082","0","1","0"
"","0","","","","91","1009804","1009804083","","",""
"","103611","1","0.2","lsv_idle_arm_crossed","3","1009804","1009804084","","",""
"","100411","1","0.2","lsv_talk_bitter","3","1009804","1009804085","","",""
"","vo_lsv","0","","vo_lsv_0429","21","1009804","1009804086","","0",""
"1","100411","10","0","光想就覺得\n對禊來說太難了～\n……所以禊幫忙加油就好了♪","11","1009804","1009804087","0","1","0"
"","0","","","","91","1009804","1009804088","","",""
"","100411","1","0.2","lsv_idle_bitter","3","1009804","1009804089","","",""
"","1009804137","","","","101","1009804","1009804090","","",""
"1","102011","0","0","lsv_choice","3","1009804","1009804091","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009804","1009804092","","lsv_idle_normal","0.2"
"1","100411","0","0","lsv_choice","3","1009804","1009804093","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009804","1009804094","","",""
"2","102011","-235","","-200","2","1009804","1009804095","","0.33","0.2"
"2","103611","-220","","100","2","1009804","1009804096","","0.33","0.2"
"2","100411","-250","","270","2","1009804","1009804097","","0.33","0.2"
"","0.7","","","0","93","1009804","1009804098","","",""
"1","100411","0","0","lsv_exactly_joy_in","3","1009804","1009804099","","lsv_exactly_joy_loop","0.2"
"","vo_lsv","0","","vo_lsv_0430","21","1009804","1009804100","","0",""
"1","100411","10","0","這個好！很好！\n哥哥真懂──！\n這種事很浪漫吧！","11","1009804","1009804101","0","1","0"
"","0","","","","91","1009804","1009804102","","",""
"","100411","1","0.2","lsv_idle_wish_joy","3","1009804","1009804103","","",""
"","103611","1","0.2","lsv_talk_thinking_anger","3","1009804","1009804104","","",""
"","vo_lsv","0","","vo_lsv_0431","21","1009804","1009804105","","0",""
"1","103611","10","0","禊好像很喜歡呢。\n……不過大\n是多大呢？","11","1009804","1009804106","0","1","0"
"","0","","","","91","1009804","1009804107","","",""
"","103611","1","0.2","lsv_idle_thinking_anger","3","1009804","1009804108","","",""
"","102011","1","0.2","lsv_talk_memory_dere2","3","1009804","1009804109","","",""
"","vo_lsv","0","","vo_lsv_0432","21","1009804","1009804110","","0",""
"1","102011","10","0","唔嗯……\n或許比城堡還要大！\n很酷呢～♪","11","1009804","1009804111","0","1","0"
"","0","","","","91","1009804","1009804112","","",""
"","1009804137","","","","101","1009804","1009804113","","",""
"1","102011","0","0","lsv_choice","3","1009804","1009804114","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009804","1009804115","","lsv_idle_normal","0.2"
"1","100411","0","0","lsv_choice","3","1009804","1009804116","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009804","1009804117","","",""
"2","102011","-235","","-200","2","1009804","1009804118","","0.33","0.2"
"2","103611","-220","","100","2","1009804","1009804119","","0.33","0.2"
"2","100411","-250","","270","2","1009804","1009804120","","0.33","0.2"
"","0.7","","","0","93","1009804","1009804121","","",""
"1","103611","0","0","lsv_talk_arm_crossed_joy","3","1009804","1009804122","","lsv_talk_arm_crossed_loop_joy","0.2"
"","vo_lsv","0","","vo_lsv_0433","21","1009804","1009804123","","0",""
"1","103611","10","0","……\n這想法不錯呢。","11","1009804","1009804124","0","1","0"
"","0","","","","91","1009804","1009804125","","",""
"","103611","1","0.2","lsv_idle_arm_crossed_joy","3","1009804","1009804126","","",""
"1","100411","0","0","lsv_surprise","3","1009804","1009804127","","lsv_talk_surprise","0.2"
"","vo_lsv","0","","vo_lsv_0434","21","1009804","1009804128","","0",""
"1","100411","10","0","鏡華好像很同意！？\n嗯，但是可以理解\n布偶哪裡好啦──","11","1009804","1009804129","0","1","0"
"","0","","","","91","1009804","1009804130","","",""
"","100411","1","0.2","lsv_idle_surprise","3","1009804","1009804131","","",""
"","102011","1","0.2","lsv_talk_joy3","3","1009804","1009804132","","",""
"","vo_lsv","0","","vo_lsv_0435","21","1009804","1009804133","","0",""
"1","102011","10","0","那大家現在\n就來做嘛～\n做很可愛的布偶♪","11","1009804","1009804134","0","1","0"
"","0","","","","91","1009804","1009804135","","",""
"","1009804137","","","","101","1009804","1009804136","","",""
"","0","","","","91","1009804","1009804137","","",""
"","","","","","102","1009804","1009804138","","",""
"","0","","","0.2","22","1009804","1009804139","","",""
"","0.2","","","","93","1009804","1009804140","","",""
"0","102011","1","0","8","12","1009804","1009804141","0","0","0"
"","102011","1","0.2","lsv_talk_guts2_joy_loop","3","1009804","1009804142","","",""
"","3","","","0","93","1009804","1009804143","","",""
"","102011","1","0.2","lsv_idle_normal_joyR","3","1009804","1009804144","","",""
"0","103611","1","0","7","12","1009804","1009804145","0","0","0"
"","103611","1","0.2","lsv_talk_surprise_kira","3","1009804","1009804146","","",""
"","3","","","0","93","1009804","1009804147","","",""
"","103611","1","0.2","lsv_idle_joy","3","1009804","1009804148","","",""
"0","100411","1","0","2","12","1009804","1009804149","0","0","0"
"1","100411","0","0","lsv_talk_cool_bitter","3","1009804","1009804150","","lsv_talk_cool_bitter_loop","0.2"
"","3","","","0","93","1009804","1009804151","","",""
"","100411","1","0.2","lsv_idle_cool","3","1009804","1009804152","","",""
"","1009804141","","","","101","1009804","1009804153","","",""
"0","333","1","1","1","6","1009804","1009804154","","1","0"
"","102011","","","1","4","1009804","1009804155","","",""
"","102011","1","0.2","lsv_run","3","1009804","1009804156","","",""
"0","102011","-235","","-750","2","1009804","1009804157","","0.8",""
"","103611","","","0","4","1009804","1009804158","","",""
"","103611","1","0.2","lsv_run","3","1009804","1009804159","","",""
"0","103611","-220","","750","2","1009804","1009804160","","0.8",""
"","100411","","","0","4","1009804","1009804161","","",""
"","100411","1","0.2","lsv_run","3","1009804","1009804162","","",""
"0","100411","-250","","850","2","1009804","1009804163","","0.8",""
"","0.6","","","","93","1009804","1009804164","","",""
"0","102011","1","0.2","1","6","1009804","1009804165","","1","0"
"0","103611","1","0.2","1","6","1009804","1009804166","","1","0"
"0","100411","1","0.2","1","6","1009804","1009804167","","1","0"
"","0","","","","91","1009804","1009804168","","",""
"-235","1","102","1.95","100411","1","1009805","1009805001","lsv_idle_normal","-650","0"
"-220","1","100","1.95","102011","1","1009805","1009805002","lsv_idle_normal","650","1"
"-250","1","101","1.95","103611","1","1009805","1009805003","lsv_idle_normal","750","1"
"0","1","0","1","333","5","1009805","1009805004","lsv_white_loop","0","0"
"0","333","1","0","1","6","1009805","1009805005","","1","0"
"0","100411","1","0","1","6","1009805","1009805006","","1","0"
"0","102011","1","0","1","6","1009805","1009805007","","1","0"
"0","103611","1","0","1","6","1009805","1009805008","","1","0"
"","1","","","0","93","1009805","1009805009","","",""
"0.4","333","1","0.8","1","6","1009805","1009805010","","1","0"
"","100411","1","0.2","lsv_run","3","1009805","1009805011","","",""
"0","100411","-235","","-200","2","1009805","1009805012","","1",""
"1","100411","1","0.4","1","6","1009805","1009805013","","1","0"
"","102011","1","0.2","lsv_walk_surprise","3","1009805","1009805014","","",""
"0","102011","-220","","100","2","1009805","1009805015","","2",""
"1","102011","1","0.4","1","6","1009805","1009805016","","1","0"
"","103611","1","0.2","lsv_walk_surprise","3","1009805","1009805017","","",""
"0","103611","-250","","270","2","1009805","1009805018","","2",""
"1","103611","1","0.4","1","6","1009805","1009805019","","1","0"
"","1","","","0","93","1009805","1009805020","","",""
"","100411","1","0.2","lsv_idle_joy_normal","3","1009805","1009805021","","",""
"","1","","","0","93","1009805","1009805022","","",""
"","102011","1","0.2","lsv_idle_normal","3","1009805","1009805023","","",""
"","103611","1","0.2","lsv_idle_normal","3","1009805","1009805024","","",""
"","0.6","","","0","93","1009805","1009805025","","",""
"1","100411","0","0","lsv_talk_guts1","3","1009805","1009805026","","lsv_talk_guts1_loop","0.2"
"","vo_lsv","0","","vo_lsv_0521","21","1009805","1009805027","","0",""
"1","100411","10","0","來發表設置誘餌的成果──！\n結果是……？","11","1009805","1009805028","0","1","0"
"","0","","","","91","1009805","1009805029","","",""
"","100411","1","0.2","lsv_talk_anger_dead","3","1009805","1009805030","","",""
"","vo_lsv","0","","vo_lsv_0522","21","1009805","1009805031","","0",""
"1","100411","10","0","一隻也沒抓到！\n沮喪！","11","1009805","1009805032","0","1","0"
"","0","","","","91","1009805","1009805033","","",""
"","100411","1","0.2","lsv_idle_anger1","3","1009805","1009805034","","",""
"","102011","1","0.2","lsv_talk_normal_sad","3","1009805","1009805035","","",""
"","vo_lsv","0","","vo_lsv_0523","21","1009805","1009805036","","0",""
"1","102011","10","0","好可惜喔～\n果然是因為誘餌數量\n太少了嗎？","11","1009805","1009805037","0","1","0"
"","0","","","","91","1009805","1009805038","","",""
"","102011","1","0.2","lsv_idle_normal","3","1009805","1009805039","","",""
"","103611","1","0.2","lsv_talk_joy1_sad","3","1009805","1009805040","","",""
"","vo_lsv","0","","vo_lsv_0524","21","1009805","1009805041","","0",""
"1","103611","10","0","不過，抓到獨角仙後，\n要拿來做什麼啊？","11","1009805","1009805042","0","1","0"
"","0","","","","91","1009805","1009805043","","",""
"","103611","1","0.2","lsv_idle_normal","3","1009805","1009805044","","",""
"1","100411","0","0","lsv_talk_arm_crossed_anger","3","1009805","1009805045","","lsv_talk_arm_crossed_loop_anger","0.2"
"","vo_lsv","0","","vo_lsv_0525","21","1009805","1009805046","","0",""
"1","100411","10","0","哼、哼、哼……！\n那當然是！\n……沒想過這問題呢──","11","1009805","1009805047","0","1","0"
"","0","","","","91","1009805","1009805048","","",""
"","100411","1","0.2","lsv_idle_arm_crossed_anger","3","1009805","1009805049","","",""
"","102011","1","0.2","lsv_idle_bitter","3","1009805","1009805050","","",""
"","103611","1","0.2","lsv_talk_tsun_sad","3","1009805","1009805051","","",""
"","vo_lsv","0","","vo_lsv_0526","21","1009805","1009805052","","0",""
"1","103611","10","0","咦咦？\n因為禊說是為了自由研究，\n我才奉陪的耶……！","11","1009805","1009805053","0","1","0"
"","0","","","","91","1009805","1009805054","","",""
"","103611","1","0.2","lsv_idle_wish_sad","3","1009805","1009805055","","",""
"","100411","1","0.2","lsv_talk_cool_bitter_loop","3","1009805","1009805056","","",""
"","vo_lsv","0","","vo_lsv_0527","21","1009805","1009805057","","0",""
"1","100411","10","0","啊、啊哈哈哈──\n……順便問一下，\n哥哥會想拿來做什麼呢？","11","1009805","1009805058","0","1","0"
"","0","","","","91","1009805","1009805059","","",""
"","100411","1","0.2","lsv_idle_cool","3","1009805","1009805060","","",""
"1","100411","0","0","lsv_choice","3","1009805","1009805061","","lsv_look_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009805","1009805062","","lsv_look_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009805","1009805063","","lsv_look_idle_normal","0.2"
"","0.1","","","0","93","1009805","1009805064","","",""
"2","100411","-235","","-452","2","1009805","1009805065","","0.33","0.2"
"2","102011","-220","","420","2","1009805","1009805066","","0.33","0.2"
"2","103611","-250","","545","2","1009805","1009805067","","0.33","0.2"
"","0","1","0.2","0","22","1009805","1009805068","","",""
"","鬥獨角仙！","0","","1009805072","103","1009805","1009805069","","",""
"","寫觀察日記。","0","","1009805103","103","1009805","1009805070","","",""
"","抓它們就是一種浪漫。","0","","1009805127","103","1009805","1009805071","","",""
"1","100411","0","0","lsv_choice","3","1009805","1009805072","","lsv_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009805","1009805073","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009805","1009805074","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009805","1009805075","","",""
"2","100411","-235","","-200","2","1009805","1009805076","","0.33","0.2"
"2","102011","-220","","100","2","1009805","1009805077","","0.33","0.2"
"2","103611","-250","","270","2","1009805","1009805078","","0.33","0.2"
"","0.7","","","0","93","1009805","1009805079","","",""
"1","100411","0","0","lsv_exactly_joy_in","3","1009805","1009805080","","lsv_exactly_joy_loop","0.2"
"","103611","1","0.2","lsv_idle_normal","3","1009805","1009805081","","",""
"","vo_lsv","0","","vo_lsv_0528","21","1009805","1009805082","","0",""
"1","100411","10","0","說到獨角仙，\n果然就是這個呢！","11","1009805","1009805083","0","1","0"
"","0","","","","91","1009805","1009805084","","",""
"","100411","1","0.2","lsv_idle_joy","3","1009805","1009805085","","",""
"","103611","1","0.2","lsv_talk_thinking_anger","3","1009805","1009805086","","",""
"","vo_lsv","0","","vo_lsv_0529","21","1009805","1009805087","","0",""
"1","103611","10","0","唔嗯……\n調查獨角仙有多強，\n或許能當自由研究的題目……？","11","1009805","1009805088","0","1","0"
"","0","","","","91","1009805","1009805089","","",""
"","103611","1","0.2","lsv_idle_sad_normal","3","1009805","1009805090","","",""
"","102011","1","0.2","lsv_talk_joy1_normal","3","1009805","1009805091","","",""
"","vo_lsv","0","","vo_lsv_0530","21","1009805","1009805092","","0",""
"1","102011","10","0","不過，可不能讓它們\n做太過分的戰鬥喔？\n跟美美約好囉。","11","1009805","1009805093","0","1","0"
"","0","","","","91","1009805","1009805094","","",""
"","102011","1","0.2","lsv_idle_normal_joyR","3","1009805","1009805095","","",""
"1","103611","0","0","lsv_handsup_joy2","3","1009805","1009805096","","lsv_idle_normal","0.2"
"1","100411","0","0","lsv_handsup_joy","3","1009805","1009805097","","lsv_idle_joy","0.2"
"","vo_lsv","0","","vo_lsv_0531","21","1009805","1009805098","","0",""
"1","103611","10","0","好──！","11","1009805","1009805099","0","1","0"
"1","100411","10","0","好──！","11","1009805","1009805100","0","1","0"
"","0","","","","91","1009805","1009805101","","",""
"","1009805152","","","","101","1009805","1009805102","","",""
"1","100411","0","0","lsv_choice","3","1009805","1009805103","","lsv_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009805","1009805104","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009805","1009805105","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009805","1009805106","","",""
"2","100411","-235","","-200","2","1009805","1009805107","","0.33","0.2"
"2","102011","-220","","100","2","1009805","1009805108","","0.33","0.2"
"2","103611","-250","","270","2","1009805","1009805109","","0.33","0.2"
"","0.7","","","0","93","1009805","1009805110","","",""
"1","103611","0","0","lsv_talk_arm_crossed_joy","3","1009805","1009805111","","lsv_talk_arm_crossed_loop_joy","0.2"
"","vo_lsv","0","","vo_lsv_0532","21","1009805","1009805112","","0",""
"1","103611","10","0","這我能理解。\n因為若是仔細觀察，\n自然而然就會學到東西啊。","11","1009805","1009805113","0","1","0"
"","0","","","","91","1009805","1009805114","","",""
"","103611","1","0.2","lsv_idle_arm_crossed_joy","3","1009805","1009805115","","",""
"","102011","1","0.2","lsv_talk_joy3_blink","3","1009805","1009805116","","",""
"","vo_lsv","0","","vo_lsv_0533","21","1009805","1009805117","","0",""
"1","102011","10","0","我們去海邊時\n也有進行觀察吧。\n很開心呢～♪","11","1009805","1009805118","0","1","0"
"","0","","","","91","1009805","1009805119","","",""
"","102011","1","0.2","lsv_idle_normal_joyR","3","1009805","1009805120","","",""
"1","100411","0","0","lsv_talk_guts2_anger","3","1009805","1009805121","","lsv_talk_guts2_anger_loop","0.2"
"","vo_lsv","0","","vo_lsv_0534","21","1009805","1009805122","","0",""
"1","100411","10","0","這樣啊，那禊應該做得到！\n好──來寫觀察日記囉──！\n目標：稱霸所有獨角仙！","11","1009805","1009805123","0","1","0"
"","0","","","","91","1009805","1009805124","","",""
"","100411","1","0.2","lsv_idle_guts2_joy","3","1009805","1009805125","","",""
"","1009805152","","","","101","1009805","1009805126","","",""
"1","100411","0","0","lsv_choice","3","1009805","1009805127","","lsv_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009805","1009805128","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009805","1009805129","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009805","1009805130","","",""
"2","100411","-235","","-200","2","1009805","1009805131","","0.33","0.2"
"2","102011","-220","","100","2","1009805","1009805132","","0.33","0.2"
"2","103611","-250","","270","2","1009805","1009805133","","0.33","0.2"
"","0.7","","","0","93","1009805","1009805134","","",""
"","102011","1","0.2","lsv_talk_surprise","3","1009805","1009805135","","",""
"","103611","1","0.2","lsv_idle_normal","3","1009805","1009805136","","",""
"","vo_lsv","0","","vo_lsv_0535","21","1009805","1009805137","","0",""
"1","102011","10","0","只要抓到就好了啊～？\n禊也是這樣覺得嗎？","11","1009805","1009805138","0","1","0"
"","0","","","","91","1009805","1009805139","","",""
"","102011","1","0.2","lsv_idle_surprise","3","1009805","1009805140","","",""
"1","100411","0","0","lsv_talk_arm_crossed_anger","3","1009805","1009805141","","lsv_talk_arm_crossed_loop_anger","0.2"
"","vo_lsv","0","","vo_lsv_0536","21","1009805","1009805142","","0",""
"1","100411","10","0","……哼，真有眼光。\n這樣才像\n禊的哥哥嘛。","11","1009805","1009805143","0","1","0"
"","0","","","","91","1009805","1009805144","","",""
"","100411","1","0.2","lsv_idle_arm_crossed_anger","3","1009805","1009805145","","",""
"","103611","1","0.2","lsv_talk_thinking_anger","3","1009805","1009805146","","",""
"","vo_lsv","0","","vo_lsv_0537","21","1009805","1009805147","","0",""
"1","103611","10","0","有種意氣相投的感覺……！\n……浪漫也能作為\n自由研究的主題嗎？","11","1009805","1009805148","0","1","0"
"","0","","","","91","1009805","1009805149","","",""
"","103611","1","0.2","lsv_idle_thinking_anger","3","1009805","1009805150","","",""
"","1009805152","","","","101","1009805","1009805151","","",""
"","0","","","","91","1009805","1009805152","","",""
"","","","","","102","1009805","1009805153","","",""
"","0","","","0.2","22","1009805","1009805154","","",""
"","0.2","","","","93","1009805","1009805155","","",""
"0","100411","1","0","7","12","1009805","1009805156","0","0","0"
"1","100411","0","0","lsv_surprise3_kira","3","1009805","1009805157","","lsv_surprise3_kira_loop","0.2"
"","3","","","0","93","1009805","1009805158","","",""
"","100411","1","0.2","lsv_idle_cool","3","1009805","1009805159","","",""
"0","103611","1","0","11","12","1009805","1009805160","0","0","0"
"1","103611","0","0","lsv_talk_guts1","3","1009805","1009805161","","lsv_talk_guts1_loop","0.2"
"","3","","","0","93","1009805","1009805162","","",""
"","103611","1","0.2","lsv_idle_joy","3","1009805","1009805163","","",""
"0","102011","1","0","5","12","1009805","1009805164","0","0","0"
"","102011","1","0.2","lsv_talk_wish_surprise","3","1009805","1009805165","","",""
"","3","","","0","93","1009805","1009805166","","",""
"","102011","1","0.2","lsv_idle_normal_joyR","3","1009805","1009805167","","",""
"","1009805156","","","","101","1009805","1009805168","","",""
"0","333","1","1","1","6","1009805","1009805169","","1","0"
"","100411","","","1","4","1009805","1009805170","","",""
"","100411","1","0.2","lsv_run","3","1009805","1009805171","","",""
"0","100411","-235","","-750","2","1009805","1009805172","","0.8",""
"","102011","","","0","4","1009805","1009805173","","",""
"","102011","1","0.2","lsv_run","3","1009805","1009805174","","",""
"0","102011","-220","","750","2","1009805","1009805175","","0.8",""
"","103611","","","0","4","1009805","1009805176","","",""
"","103611","1","0.2","lsv_run","3","1009805","1009805177","","",""
"0","103611","-250","","850","2","1009805","1009805178","","0.8",""
"","0.6","","","","93","1009805","1009805179","","",""
"0","100411","1","0.2","1","6","1009805","1009805180","","1","0"
"0","102011","1","0.2","1","6","1009805","1009805181","","1","0"
"0","103611","1","0.2","1","6","1009805","1009805182","","1","0"
"","0","","","","91","1009805","1009805183","","",""
"-495","1","102","1.95","122711","1","1009806","1009806001","lsv_idle_normal","-200","0"
"-480","1","100","1.95","122911","1","1009806","1009806002","lsv_idle_normal","100","1"
"-510","1","101","1.95","122811","1","1009806","1009806003","lsv_idle_normal","270","1"
"0","1","0","1","333","5","1009806","1009806004","lsv_white_loop","0","0"
"0","333","1","0","1","6","1009806","1009806005","","1","0"
"0","122711","1","0","1","6","1009806","1009806006","","1","0"
"0","122911","1","0","1","6","1009806","1009806007","","1","0"
"0","122811","1","0","1","6","1009806","1009806008","","1","0"
"","1","","","0","93","1009806","1009806009","","",""
"0.4","333","1","0.8","1","6","1009806","1009806010","","1","0"
"1","122711","0","0.2","lsv_jump2","3","1009806","1009806011","","lsv_idle_normal","0.2"
"1","122911","0","0.2","lsv_jump2","3","1009806","1009806012","","lsv_idle_normal","0.2"
"1","122811","0","0.2","lsv_jump2","3","1009806","1009806013","","lsv_idle_normal","0.2"
"","0.3","","","","93","1009806","1009806014","","",""
"0","122711","-235","","-200","2","1009806","1009806015","","0.75",""
"0","122911","-220","","100","2","1009806","1009806016","","0.75",""
"0","122811","-250","","270","2","1009806","1009806017","","0.75",""
"1","122711","1","0.4","1","6","1009806","1009806018","","1","0"
"1","122911","1","0.4","1","6","1009806","1009806019","","1","0"
"1","122811","1","0.4","1","6","1009806","1009806020","","1","0"
"","122711","0.2","0","6","12","1009806","1009806021","","0","0"
"","122911","0.2","0","6","12","1009806","1009806022","","0","0"
"","122811","0.2","0","6","12","1009806","1009806023","","0","0"
"","2","","","0","93","1009806","1009806024","","",""
"","122711","1","0.2","lsv_talk_normal","3","1009806","1009806025","","",""
"","vo_lsv","0","","vo_lsv_0621","21","1009806","1009806026","","0",""
"1","122711","10","0","雖然去海邊很棒，\n但在泳池玩也很開心呢。","11","1009806","1009806027","0","1","0"
"","0","","","","91","1009806","1009806028","","",""
"","122711","1","0.2","lsv_idle_normal","3","1009806","1009806029","","",""
"1","122811","0","0","lsv_agree1","3","1009806","1009806030","","lsv_idle_normal","0.2"
"1","122911","0","0","lsv_agree2","3","1009806","1009806031","","lsv_idle_normal_joyR","0.2"
"","vo_lsv","0","","vo_lsv_0622","21","1009806","1009806032","","0",""
"1","122811","10","0","對呀──♪","11","1009806","1009806033","0","1","0"
"1","122911","10","0","對呀──♪","11","1009806","1009806034","0","1","0"
"","0","","","","91","1009806","1009806035","","",""
"1","122711","0","0","lsv_talk_arm_crossed_joy","3","1009806","1009806036","","lsv_talk_arm_crossed_loop_joy","0.2"
"","vo_lsv","0","","vo_lsv_0623","21","1009806","1009806037","","0",""
"1","122711","10","0","既沒有危險性，\n而且也變涼爽了。\n這種程度剛剛好呢。","11","1009806","1009806038","0","1","0"
"","0","","","","91","1009806","1009806039","","",""
"","122711","1","0.2","lsv_idle_arm_crossed_joy","3","1009806","1009806040","","",""
"","122911","1","0.2","lsv_talk_wish_joy","3","1009806","1009806041","","",""
"","vo_lsv","0","","vo_lsv_0624","21","1009806","1009806042","","0",""
"1","122911","10","0","鏡華\n最喜歡泳池了呢～♪","11","1009806","1009806043","0","1","0"
"","0","","","","91","1009806","1009806044","","",""
"","122911","1","0.2","lsv_idle_wish_joy","3","1009806","1009806045","","",""
"1","122811","0","0","lsv_talk_cool_normal2","3","1009806","1009806046","","lsv_talk_cool_normal2_loop","0.2"
"","vo_lsv","0","","vo_lsv_0625","21","1009806","1009806047","","0",""
"1","122811","10","0","下次去大泳池裡\n盡情地游泳也不錯呢！\n那麼，游完泳後……","11","1009806","1009806048","0","1","0"
"","0","","","","91","1009806","1009806049","","",""
"","122811","1","0.2","lsv_idle_cool","3","1009806","1009806050","","",""
"1","122711","0","0","lsv_choice","3","1009806","1009806051","","lsv_look_idle_normal","0.2"
"1","122911","0","0","lsv_choice","3","1009806","1009806052","","lsv_look_idle_normal","0.2"
"1","122811","0","0","lsv_choice","3","1009806","1009806053","","lsv_look_idle_normal","0.2"
"","0.1","","","0","93","1009806","1009806054","","",""
"2","122711","-235","","-452","2","1009806","1009806055","","0.33","0.2"
"2","122911","-220","","420","2","1009806","1009806056","","0.33","0.2"
"2","122811","-250","","545","2","1009806","1009806057","","0.33","0.2"
"","0","1","0.2","0","22","1009806","1009806058","","",""
"","就來吃冰淇淋吧。","0","","1009806062","103","1009806","1009806059","","",""
"","就來吃炒麵吧。","0","","1009806086","103","1009806","1009806060","","",""
"","就來喝彈珠汽水吧。","0","","1009806109","103","1009806","1009806061","","",""
"1","122711","0","0","lsv_choice","3","1009806","1009806062","","lsv_idle_normal","0.2"
"1","122911","0","0","lsv_choice","3","1009806","1009806063","","lsv_idle_normal","0.2"
"1","122811","0","0","lsv_choice","3","1009806","1009806064","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009806","1009806065","","",""
"2","122711","-235","","-200","2","1009806","1009806066","","0.33","0.2"
"2","122911","-220","","100","2","1009806","1009806067","","0.33","0.2"
"2","122811","-250","","270","2","1009806","1009806068","","0.33","0.2"
"","0.7","","","0","93","1009806","1009806069","","",""
"","122711","1","0.2","lsv_talk_memory_dere2","3","1009806","1009806070","","",""
"","vo_lsv","0","","vo_lsv_0626","21","1009806","1009806071","","0",""
"1","122711","10","0","冰淇淋……！\n很好吃呢，\n冰淇淋……真的好好吃。","11","1009806","1009806072","0","1","0"
"","0","","","","91","1009806","1009806073","","",""
"","122711","1","0.2","lsv_idle_memory2","3","1009806","1009806074","","",""
"1","122811","0","0","lsv_talk_guts2_joy","3","1009806","1009806075","","lsv_talk_guts2_joy_loop","0.2"
"","vo_lsv","0","","vo_lsv_0627","21","1009806","1009806076","","0",""
"1","122811","10","0","啊──講了之後\n就變得好想吃喔！\n我們現在就去吃吧。","11","1009806","1009806077","0","1","0"
"","0","","","","91","1009806","1009806078","","",""
"","122811","1","0.2","lsv_idle_guts2_joy","3","1009806","1009806079","","",""
"","122911","1","0.2","lsv_talk_joy3","3","1009806","1009806080","","",""
"","vo_lsv","0","","vo_lsv_0628","21","1009806","1009806081","","0",""
"1","122911","10","0","嗯。\n小繆也要一起唷♪\n牠會喜歡什麼口味的呢～？","11","1009806","1009806082","0","1","0"
"","0","","","","91","1009806","1009806083","","",""
"","122911","1","0.2","lsv_idle_joy","3","1009806","1009806084","","",""
"","1009806133","","","","101","1009806","1009806085","","",""
"1","122711","0","0","lsv_choice","3","1009806","1009806086","","lsv_idle_normal","0.2"
"1","122911","0","0","lsv_choice","3","1009806","1009806087","","lsv_idle_normal","0.2"
"1","122811","0","0","lsv_choice","3","1009806","1009806088","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009806","1009806089","","",""
"2","122711","-235","","-200","2","1009806","1009806090","","0.33","0.2"
"2","122911","-220","","100","2","1009806","1009806091","","0.33","0.2"
"2","122811","-250","","270","2","1009806","1009806092","","0.33","0.2"
